context: Thanks for gathering here today. response:	I mean, this is our home...
context: You never learn, do you?\Are you afraid of being beaten at your only skill?\In Takeda Shingen's Furin Kazan,\what does the wind represent?\That's easy.\The answer is,\swift as the wind.\Damn her! response:	She fled again!
context: Are you afraid of being beaten at your only skill?\In Takeda Shingen's Furin Kazan,\what does the wind represent?\That's easy.\The answer is,\swift as the wind.\Damn her!\She fled again! response:	That's right.
context: In Takeda Shingen's Furin Kazan,\what does the wind represent?\That's easy.\The answer is,\swift as the wind.\Damn her!\She fled again!\That's right. response:	They keep running away.
context: what does the wind represent?\That's easy.\The answer is,\swift as the wind.\Damn her!\She fled again!\That's right.\They keep running away. response:	From me, and from studying.
context: That's easy.\The answer is,\swift as the wind.\Damn her!\She fled again!\That's right.\They keep running away.\From me, and from studying. response:	She's not getting away anymore.
context: The answer is,\swift as the wind.\Damn her!\She fled again!\That's right.\They keep running away.\From me, and from studying.\She's not getting away anymore. response:	Whoa, Uesugi-san.
context: swift as the wind.\Damn her!\She fled again!\That's right.\They keep running away.\From me, and from studying.\She's not getting away anymore.\Whoa, Uesugi-san. response:	Y-Yotsuba?
context: Damn her!\She fled again!\That's right.\They keep running away.\From me, and from studying.\She's not getting away anymore.\Whoa, Uesugi-san.\Y-Yotsuba? response:	You should watch where you're going.
context: She fled again!\That's right.\They keep running away.\From me, and from studying.\She's not getting away anymore.\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going. response:	Have you seen Miku?
context: That's right.\They keep running away.\From me, and from studying.\She's not getting away anymore.\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Have you seen Miku? response:	She ran that way.
context: They keep running away.\From me, and from studying.\She's not getting away anymore.\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Have you seen Miku?\She ran that way. response:	Thanks.
context: From me, and from studying.\She's not getting away anymore.\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Have you seen Miku?\She ran that way.\Thanks. response:	Damn it, where'd she go?
context: She's not getting away anymore.\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Have you seen Miku?\She ran that way.\Thanks.\Damn it, where'd she go? response:	Whoa, Uesugi-san.
context: Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Have you seen Miku?\She ran that way.\Thanks.\Damn it, where'd she go?\Whoa, Uesugi-san. response:	Y-Yotsuba?
context: Y-Yotsuba?\You should watch where you're going.\Have you seen Miku?\She ran that way.\Thanks.\Damn it, where'd she go?\Whoa, Uesugi-san.\Y-Yotsuba? response:	You should watch where you're going.
context: You should watch where you're going.\Have you seen Miku?\She ran that way.\Thanks.\Damn it, where'd she go?\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going. response:	Uh...
context: Have you seen Miku?\She ran that way.\Thanks.\Damn it, where'd she go?\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Uh... response:	Sorry, Yotsuba.
context: She ran that way.\Thanks.\Damn it, where'd she go?\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Uh...\Sorry, Yotsuba. response:	Stay calm and hear me out.
context: Thanks.\Damn it, where'd she go?\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Uh...\Sorry, Yotsuba.\Stay calm and hear me out. response:	Your doppelganger is over there.
context: Damn it, where'd she go?\Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Uh...\Sorry, Yotsuba.\Stay calm and hear me out.\Your doppelganger is over there. response:	You're right!
context: Whoa, Uesugi-san.\Y-Yotsuba?\You should watch where you're going.\Uh...\Sorry, Yotsuba.\Stay calm and hear me out.\Your doppelganger is over there.\You're right! response:	It's me!
context: Y-Yotsuba?\You should watch where you're going.\Uh...\Sorry, Yotsuba.\Stay calm and hear me out.\Your doppelganger is over there.\You're right!\It's me! response:	You're dead.
context: You should watch where you're going.\Uh...\Sorry, Yotsuba.\Stay calm and hear me out.\Your doppelganger is over there.\You're right!\It's me!\You're dead. response:	I don't want to die!
context: Uh...\Sorry, Yotsuba.\Stay calm and hear me out.\Your doppelganger is over there.\You're right!\It's me!\You're dead.\I don't want to die! response:	What should I eat for my last meal?
context: Sorry, Yotsuba.\Stay calm and hear me out.\Your doppelganger is over there.\You're right!\It's me!\You're dead.\I don't want to die!\What should I eat for my last meal? response:	Huh?
context: Stay calm and hear me out.\Your doppelganger is over there.\You're right!\It's me!\You're dead.\I don't want to die!\What should I eat for my last meal?\Huh? response:	Is it just me, or is that Yotsuba's hair kind of long?
context: Your doppelganger is over there.\You're right!\It's me!\You're dead.\I don't want to die!\What should I eat for my last meal?\Huh?\Is it just me, or is that Yotsuba's hair kind of long? response:	She took her ribbon off, too.
context: You're right!\It's me!\You're dead.\I don't want to die!\What should I eat for my last meal?\Huh?\Is it just me, or is that Yotsuba's hair kind of long?\She took her ribbon off, too. response:	And she put on headphones.
context: It's me!\You're dead.\I don't want to die!\What should I eat for my last meal?\Huh?\Is it just me, or is that Yotsuba's hair kind of long?\She took her ribbon off, too.\And she put on headphones. response:	It's Miku!
context: You're dead.\I don't want to die!\What should I eat for my last meal?\Huh?\Is it just me, or is that Yotsuba's hair kind of long?\She took her ribbon off, too.\And she put on headphones.\It's Miku! response:	Thank goodness.
context: I don't want to die!\What should I eat for my last meal?\Huh?\Is it just me, or is that Yotsuba's hair kind of long?\She took her ribbon off, too.\And she put on headphones.\It's Miku!\Thank goodness. response:	You tricky little brat!
context: What should I eat for my last meal?\Huh?\Is it just me, or is that Yotsuba's hair kind of long?\She took her ribbon off, too.\And she put on headphones.\It's Miku!\Thank goodness.\You tricky little brat! response:	I'm sorry for deceiving you the other day!
context: Huh?\Is it just me, or is that Yotsuba's hair kind of long?\She took her ribbon off, too.\And she put on headphones.\It's Miku!\Thank goodness.\You tricky little brat!\I'm sorry for deceiving you the other day! response:	I spent the past two days
context: Is it just me, or is that Yotsuba's hair kind of long?\She took her ribbon off, too.\And she put on headphones.\It's Miku!\Thank goodness.\You tricky little brat!\I'm sorry for deceiving you the other day!\I spent the past two days response:	going through every book about the Sengoku period in the library.
context: She took her ribbon off, too.\And she put on headphones.\It's Miku!\Thank goodness.\You tricky little brat!\I'm sorry for deceiving you the other day!\I spent the past two days\going through every book about the Sengoku period in the library. response:	Liar.
context: And she put on headphones.\It's Miku!\Thank goodness.\You tricky little brat!\I'm sorry for deceiving you the other day!\I spent the past two days\going through every book about the Sengoku period in the library.\Liar. response:	So, anyway...
context: It's Miku!\Thank goodness.\You tricky little brat!\I'm sorry for deceiving you the other day!\I spent the past two days\going through every book about the Sengoku period in the library.\Liar.\So, anyway... response:	Huh?!
context: Thank goodness.\You tricky little brat!\I'm sorry for deceiving you the other day!\I spent the past two days\going through every book about the Sengoku period in the library.\Liar.\So, anyway...\Huh?! response:	I have confidence that I can talk to you as an equal now!
context: You tricky little brat!\I'm sorry for deceiving you the other day!\I spent the past two days\going through every book about the Sengoku period in the library.\Liar.\So, anyway...\Huh?!\I have confidence that I can talk to you as an equal now! response:	Warlord shiritori.
context: I'm sorry for deceiving you the other day!\I spent the past two days\going through every book about the Sengoku period in the library.\Liar.\So, anyway...\Huh?!\I have confidence that I can talk to you as an equal now!\Warlord shiritori. response:	Ryuzoji Takanobu.
context: I spent the past two days\going through every book about the Sengoku period in the library.\Liar.\So, anyway...\Huh?!\I have confidence that I can talk to you as an equal now!\Warlord shiritori.\Ryuzoji Takanobu. response:	Bu?
context: going through every book about the Sengoku period in the library.\Liar.\So, anyway...\Huh?!\I have confidence that I can talk to you as an equal now!\Warlord shiritori.\Ryuzoji Takanobu.\Bu? response:	Fu counts, too, right?
context: Liar.\So, anyway...\Huh?!\I have confidence that I can talk to you as an equal now!\Warlord shiritori.\Ryuzoji Takanobu.\Bu?\Fu counts, too, right? response:	Fukushima Masanori.
context: So, anyway...\Huh?!\I have confidence that I can talk to you as an equal now!\Warlord shiritori.\Ryuzoji Takanobu.\Bu?\Fu counts, too, right?\Fukushima Masanori. response:	Famous for being the most prominent of the Seven Spears of Shizugatake.
context: Huh?!\I have confidence that I can talk to you as an equal now!\Warlord shiritori.\Ryuzoji Takanobu.\Bu?\Fu counts, too, right?\Fukushima Masanori.\Famous for being the most prominent of the Seven Spears of Shizugatake. response:	Kanamori Nagachika.
context: I have confidence that I can talk to you as an equal now!\Warlord shiritori.\Ryuzoji Takanobu.\Bu?\Fu counts, too, right?\Fukushima Masanori.\Famous for being the most prominent of the Seven Spears of Shizugatake.\Kanamori Nagachika. response:	Ka...
context: Warlord shiritori.\Ryuzoji Takanobu.\Bu?\Fu counts, too, right?\Fukushima Masanori.\Famous for being the most prominent of the Seven Spears of Shizugatake.\Kanamori Nagachika.\Ka... response:	Kawajiri Hidetaka.
context: Ryuzoji Takanobu.\Bu?\Fu counts, too, right?\Fukushima Masanori.\Famous for being the most prominent of the Seven Spears of Shizugatake.\Kanamori Nagachika.\Ka...\Kawajiri Hidetaka. response:	Katakura Kojurou.
context: Bu?\Fu counts, too, right?\Fukushima Masanori.\Famous for being the most prominent of the Seven Spears of Shizugatake.\Kanamori Nagachika.\Ka...\Kawajiri Hidetaka.\Katakura Kojurou. response:	Uesugi Kagekatsu.
context: Fu counts, too, right?\Fukushima Masanori.\Famous for being the most prominent of the Seven Spears of Shizugatake.\Kanamori Nagachika.\Ka...\Kawajiri Hidetaka.\Katakura Kojurou.\Uesugi Kagekatsu. response:	Tsu... Tsuda Nobuzumi.
context: Fukushima Masanori.\Famous for being the most prominent of the Seven Spears of Shizugatake.\Kanamori Nagachika.\Ka...\Kawajiri Hidetaka.\Katakura Kojurou.\Uesugi Kagekatsu.\Tsu... Tsuda Nobuzumi. response:	Mi... Miyoshi Nagayoshi.
context: Famous for being the most prominent of the Seven Spears of Shizugatake.\Kanamori Nagachika.\Ka...\Kawajiri Hidetaka.\Katakura Kojurou.\Uesugi Kagekatsu.\Tsu... Tsuda Nobuzumi.\Mi... Miyoshi Nagayoshi. response:	Shi... Shimazu Toyohisa.
context: Kanamori Nagachika.\Ka...\Kawajiri Hidetaka.\Katakura Kojurou.\Uesugi Kagekatsu.\Tsu... Tsuda Nobuzumi.\Mi... Miyoshi Nagayoshi.\Shi... Shimazu Toyohisa. response:	Sa... Sanada Yukimura.
context: Ka...\Kawajiri Hidetaka.\Katakura Kojurou.\Uesugi Kagekatsu.\Tsu... Tsuda Nobuzumi.\Mi... Miyoshi Nagayoshi.\Shi... Shimazu Toyohisa.\Sa... Sanada Yukimura. response:	I can't keep this up.
context: Kawajiri Hidetaka.\Katakura Kojurou.\Uesugi Kagekatsu.\Tsu... Tsuda Nobuzumi.\Mi... Miyoshi Nagayoshi.\Shi... Shimazu Toyohisa.\Sa... Sanada Yukimura.\I can't keep this up. response:	Ra...
context: Katakura Kojurou.\Uesugi Kagekatsu.\Tsu... Tsuda Nobuzumi.\Mi... Miyoshi Nagayoshi.\Shi... Shimazu Toyohisa.\Sa... Sanada Yukimura.\I can't keep this up.\Ra... response:	Why are you so desperate?
context: Uesugi Kagekatsu.\Tsu... Tsuda Nobuzumi.\Mi... Miyoshi Nagayoshi.\Shi... Shimazu Toyohisa.\Sa... Sanada Yukimura.\I can't keep this up.\Ra...\Why are you so desperate? response:	I didn't think you could keep up with me.
context: Tsu... Tsuda Nobuzumi.\Mi... Miyoshi Nagayoshi.\Shi... Shimazu Toyohisa.\Sa... Sanada Yukimura.\I can't keep this up.\Ra...\Why are you so desperate?\I didn't think you could keep up with me. response:	Not bad.
context: Mi... Miyoshi Nagayoshi.\Shi... Shimazu Toyohisa.\Sa... Sanada Yukimura.\I can't keep this up.\Ra...\Why are you so desperate?\I didn't think you could keep up with me.\Not bad. response:	Uh, I was the slowest runner in my class.
context: Shi... Shimazu Toyohisa.\Sa... Sanada Yukimura.\I can't keep this up.\Ra...\Why are you so desperate?\I didn't think you could keep up with me.\Not bad.\Uh, I was the slowest runner in my class. response:	So hot.
context: Sa... Sanada Yukimura.\I can't keep this up.\Ra...\Why are you so desperate?\I didn't think you could keep up with me.\Not bad.\Uh, I was the slowest runner in my class.\So hot. response:	I-I'm thirsty.
context: I can't keep this up.\Ra...\Why are you so desperate?\I didn't think you could keep up with me.\Not bad.\Uh, I was the slowest runner in my class.\So hot.\I-I'm thirsty. response:	Jeez, does she not have any shame?
context: Ra...\Why are you so desperate?\I didn't think you could keep up with me.\Not bad.\Uh, I was the slowest runner in my class.\So hot.\I-I'm thirsty.\Jeez, does she not have any shame? response:	Here.
context: Why are you so desperate?\I didn't think you could keep up with me.\Not bad.\Uh, I was the slowest runner in my class.\So hot.\I-I'm thirsty.\Jeez, does she not have any shame?\Here. response:	Sorry.
context: I didn't think you could keep up with me.\Not bad.\Uh, I was the slowest runner in my class.\So hot.\I-I'm thirsty.\Jeez, does she not have any shame?\Here.\Sorry. response:	You like this, don't you?
context: Not bad.\Uh, I was the slowest runner in my class.\So hot.\I-I'm thirsty.\Jeez, does she not have any shame?\Here.\Sorry.\You like this, don't you? response:	110 yen is money I'd rather not spend,
context: Uh, I was the slowest runner in my class.\So hot.\I-I'm thirsty.\Jeez, does she not have any shame?\Here.\Sorry.\You like this, don't you?\110 yen is money I'd rather not spend, response:	but there's no snot in it, of course.
context: So hot.\I-I'm thirsty.\Jeez, does she not have any shame?\Here.\Sorry.\You like this, don't you?\110 yen is money I'd rather not spend,\but there's no snot in it, of course. response:	That's from the anecdote about Ishida Mitsunari
context: I-I'm thirsty.\Jeez, does she not have any shame?\Here.\Sorry.\You like this, don't you?\110 yen is money I'd rather not spend,\but there's no snot in it, of course.\That's from the anecdote about Ishida Mitsunari response:	Ishida Mitsunari
context: Jeez, does she not have any shame?\Here.\Sorry.\You like this, don't you?\110 yen is money I'd rather not spend,\but there's no snot in it, of course.\That's from the anecdote about Ishida Mitsunari\Ishida Mitsunari response:	Otani Yoshitsugu
context: Here.\Sorry.\You like this, don't you?\110 yen is money I'd rather not spend,\but there's no snot in it, of course.\That's from the anecdote about Ishida Mitsunari\Ishida Mitsunari\Otani Yoshitsugu response:	drinking tea with Otani Yoshitsugu's snot in it, right?
context: Sorry.\You like this, don't you?\110 yen is money I'd rather not spend,\but there's no snot in it, of course.\That's from the anecdote about Ishida Mitsunari\Ishida Mitsunari\Otani Yoshitsugu\drinking tea with Otani Yoshitsugu's snot in it, right? response:	You wouldn't believe how many books I read to find that story.
context: You like this, don't you?\110 yen is money I'd rather not spend,\but there's no snot in it, of course.\That's from the anecdote about Ishida Mitsunari\Ishida Mitsunari\Otani Yoshitsugu\drinking tea with Otani Yoshitsugu's snot in it, right?\You wouldn't believe how many books I read to find that story. response:	Although, in the end,
context: 110 yen is money I'd rather not spend,\but there's no snot in it, of course.\That's from the anecdote about Ishida Mitsunari\Ishida Mitsunari\Otani Yoshitsugu\drinking tea with Otani Yoshitsugu's snot in it, right?\You wouldn't believe how many books I read to find that story.\Although, in the end, response:	Yotsuba happened to be there, so she looked it up on her phone for me.
context: but there's no snot in it, of course.\That's from the anecdote about Ishida Mitsunari\Ishida Mitsunari\Otani Yoshitsugu\drinking tea with Otani Yoshitsugu's snot in it, right?\You wouldn't believe how many books I read to find that story.\Although, in the end,\Yotsuba happened to be there, so she looked it up on her phone for me. response:	Yotsuba?
context: That's from the anecdote about Ishida Mitsunari\Ishida Mitsunari\Otani Yoshitsugu\drinking tea with Otani Yoshitsugu's snot in it, right?\You wouldn't believe how many books I read to find that story.\Although, in the end,\Yotsuba happened to be there, so she looked it up on her phone for me.\Yotsuba? response:	Did you tell Yotsuba that I like warlords?
context: Ishida Mitsunari\Otani Yoshitsugu\drinking tea with Otani Yoshitsugu's snot in it, right?\You wouldn't believe how many books I read to find that story.\Although, in the end,\Yotsuba happened to be there, so she looked it up on her phone for me.\Yotsuba?\Did you tell Yotsuba that I like warlords? response:	No, I didn't.
context: Otani Yoshitsugu\drinking tea with Otani Yoshitsugu's snot in it, right?\You wouldn't believe how many books I read to find that story.\Although, in the end,\Yotsuba happened to be there, so she looked it up on her phone for me.\Yotsuba?\Did you tell Yotsuba that I like warlords?\No, I didn't. response:	Do you need to keep it a secret from your sisters, too?
context: drinking tea with Otani Yoshitsugu's snot in it, right?\You wouldn't believe how many books I read to find that story.\Although, in the end,\Yotsuba happened to be there, so she looked it up on her phone for me.\Yotsuba?\Did you tell Yotsuba that I like warlords?\No, I didn't.\Do you need to keep it a secret from your sisters, too? response:	I can't tell them because they're my sisters.
context: You wouldn't believe how many books I read to find that story.\Although, in the end,\Yotsuba happened to be there, so she looked it up on her phone for me.\Yotsuba?\Did you tell Yotsuba that I like warlords?\No, I didn't.\Do you need to keep it a secret from your sisters, too?\I can't tell them because they're my sisters. response:	Why not?
context: Although, in the end,\Yotsuba happened to be there, so she looked it up on her phone for me.\Yotsuba?\Did you tell Yotsuba that I like warlords?\No, I didn't.\Do you need to keep it a secret from your sisters, too?\I can't tell them because they're my sisters.\Why not? response:	Of the five of us, I'm the biggest loser.
context: Yotsuba happened to be there, so she looked it up on her phone for me.\Yotsuba?\Did you tell Yotsuba that I like warlords?\No, I didn't.\Do you need to keep it a secret from your sisters, too?\I can't tell them because they're my sisters.\Why not?\Of the five of us, I'm the biggest loser. response:	You're doing great, compared to the rest of them.
context: Yotsuba?\Did you tell Yotsuba that I like warlords?\No, I didn't.\Do you need to keep it a secret from your sisters, too?\I can't tell them because they're my sisters.\Why not?\Of the five of us, I'm the biggest loser.\You're doing great, compared to the rest of them. response:	You scored the highest on that last exam, too.
context: Did you tell Yotsuba that I like warlords?\No, I didn't.\Do you need to keep it a secret from your sisters, too?\I can't tell them because they're my sisters.\Why not?\Of the five of us, I'm the biggest loser.\You're doing great, compared to the rest of them.\You scored the highest on that last exam, too. response:	You're so nice, Futaro.
context: No, I didn't.\Do you need to keep it a secret from your sisters, too?\I can't tell them because they're my sisters.\Why not?\Of the five of us, I'm the biggest loser.\You're doing great, compared to the rest of them.\You scored the highest on that last exam, too.\You're so nice, Futaro. response:	A-Although that's still not saying much.
context: Do you need to keep it a secret from your sisters, too?\I can't tell them because they're my sisters.\Why not?\Of the five of us, I'm the biggest loser.\You're doing great, compared to the rest of them.\You scored the highest on that last exam, too.\You're so nice, Futaro.\A-Although that's still not saying much. response:	I can kind of tell, though.
context: I can't tell them because they're my sisters.\Why not?\Of the five of us, I'm the biggest loser.\You're doing great, compared to the rest of them.\You scored the highest on that last exam, too.\You're so nice, Futaro.\A-Although that's still not saying much.\I can kind of tell, though. response:	The other four can do anything I can.
context: Why not?\Of the five of us, I'm the biggest loser.\You're doing great, compared to the rest of them.\You scored the highest on that last exam, too.\You're so nice, Futaro.\A-Although that's still not saying much.\I can kind of tell, though.\The other four can do anything I can. response:	We're quintuplets, after all.
context: Of the five of us, I'm the biggest loser.\You're doing great, compared to the rest of them.\You scored the highest on that last exam, too.\You're so nice, Futaro.\A-Although that's still not saying much.\I can kind of tell, though.\The other four can do anything I can.\We're quintuplets, after all. response:	Hang on.
context: You're doing great, compared to the rest of them.\You scored the highest on that last exam, too.\You're so nice, Futaro.\A-Although that's still not saying much.\I can kind of tell, though.\The other four can do anything I can.\We're quintuplets, after all.\Hang on. response:	If what Miku says is true...
context: You scored the highest on that last exam, too.\You're so nice, Futaro.\A-Although that's still not saying much.\I can kind of tell, though.\The other four can do anything I can.\We're quintuplets, after all.\Hang on.\If what Miku says is true... response:	So just give up on me, and...
context: You're so nice, Futaro.\A-Although that's still not saying much.\I can kind of tell, though.\The other four can do anything I can.\We're quintuplets, after all.\Hang on.\If what Miku says is true...\So just give up on me, and... response:	My job is to tutor the five of you.
context: A-Although that's still not saying much.\I can kind of tell, though.\The other four can do anything I can.\We're quintuplets, after all.\Hang on.\If what Miku says is true...\So just give up on me, and...\My job is to tutor the five of you. response:	I'm going to make sure you and the others all study.
context: I can kind of tell, though.\The other four can do anything I can.\We're quintuplets, after all.\Hang on.\If what Miku says is true...\So just give up on me, and...\My job is to tutor the five of you.\I'm going to make sure you and the others all study. response:	I'm going to have the five of you graduate together with smiles on your faces.
context: The other four can do anything I can.\We're quintuplets, after all.\Hang on.\If what Miku says is true...\So just give up on me, and...\My job is to tutor the five of you.\I'm going to make sure you and the others all study.\I'm going to have the five of you graduate together with smiles on your faces. response:	Say what you want, but it's not happening.
context: We're quintuplets, after all.\Hang on.\If what Miku says is true...\So just give up on me, and...\My job is to tutor the five of you.\I'm going to make sure you and the others all study.\I'm going to have the five of you graduate together with smiles on your faces.\Say what you want, but it's not happening. response:	The five of us can only score a 100 combined.
context: Hang on.\If what Miku says is true...\So just give up on me, and...\My job is to tutor the five of you.\I'm going to make sure you and the others all study.\I'm going to have the five of you graduate together with smiles on your faces.\Say what you want, but it's not happening.\The five of us can only score a 100 combined. response:	Yeah.
context: If what Miku says is true...\So just give up on me, and...\My job is to tutor the five of you.\I'm going to make sure you and the others all study.\I'm going to have the five of you graduate together with smiles on your faces.\Say what you want, but it's not happening.\The five of us can only score a 100 combined.\Yeah. response:	It's totally impossible.
context: So just give up on me, and...\My job is to tutor the five of you.\I'm going to make sure you and the others all study.\I'm going to have the five of you graduate together with smiles on your faces.\Say what you want, but it's not happening.\The five of us can only score a 100 combined.\Yeah.\It's totally impossible. response:	Or so I thought, until today.
context: My job is to tutor the five of you.\I'm going to make sure you and the others all study.\I'm going to have the five of you graduate together with smiles on your faces.\Say what you want, but it's not happening.\The five of us can only score a 100 combined.\Yeah.\It's totally impossible.\Or so I thought, until today. response:	But now I'm confident, after what you just said.
context: I'm going to make sure you and the others all study.\I'm going to have the five of you graduate together with smiles on your faces.\Say what you want, but it's not happening.\The five of us can only score a 100 combined.\Yeah.\It's totally impossible.\Or so I thought, until today.\But now I'm confident, after what you just said. response:	You're quintuplets.
context: I'm going to have the five of you graduate together with smiles on your faces.\Say what you want, but it's not happening.\The five of us can only score a 100 combined.\Yeah.\It's totally impossible.\Or so I thought, until today.\But now I'm confident, after what you just said.\You're quintuplets. response:	That means anything you can do, the other four can, too.
context: Say what you want, but it's not happening.\The five of us can only score a 100 combined.\Yeah.\It's totally impossible.\Or so I thought, until today.\But now I'm confident, after what you just said.\You're quintuplets.\That means anything you can do, the other four can, too. response:	Flip that around, and anything the other four can do,
context: The five of us can only score a 100 combined.\Yeah.\It's totally impossible.\Or so I thought, until today.\But now I'm confident, after what you just said.\You're quintuplets.\That means anything you can do, the other four can, too.\Flip that around, and anything the other four can do, response:	you can, too.
context: Yeah.\It's totally impossible.\Or so I thought, until today.\But now I'm confident, after what you just said.\You're quintuplets.\That means anything you can do, the other four can, too.\Flip that around, and anything the other four can do,\you can, too. response:	Take a look at this.
context: It's totally impossible.\Or so I thought, until today.\But now I'm confident, after what you just said.\You're quintuplets.\That means anything you can do, the other four can, too.\Flip that around, and anything the other four can do,\you can, too.\Take a look at this. response:	The exam results from last time.
context: Or so I thought, until today.\But now I'm confident, after what you just said.\You're quintuplets.\That means anything you can do, the other four can, too.\Flip that around, and anything the other four can do,\you can, too.\Take a look at this.\The exam results from last time. response:	Do you notice anything?
context: But now I'm confident, after what you just said.\You're quintuplets.\That means anything you can do, the other four can, too.\Flip that around, and anything the other four can do,\you can, too.\Take a look at this.\The exam results from last time.\Do you notice anything? response:	None of us got the same answers right.
context: You're quintuplets.\That means anything you can do, the other four can, too.\Flip that around, and anything the other four can do,\you can, too.\Take a look at this.\The exam results from last time.\Do you notice anything?\None of us got the same answers right. response:	Yup.
context: That means anything you can do, the other four can, too.\Flip that around, and anything the other four can do,\you can, too.\Take a look at this.\The exam results from last time.\Do you notice anything?\None of us got the same answers right.\Yup. response:	You're still all problem students with an average grade of 20.
context: Flip that around, and anything the other four can do,\you can, too.\Take a look at this.\The exam results from last time.\Do you notice anything?\None of us got the same answers right.\Yup.\You're still all problem students with an average grade of 20. response:	But I see hope in this.
context: you can, too.\Take a look at this.\The exam results from last time.\Do you notice anything?\None of us got the same answers right.\Yup.\You're still all problem students with an average grade of 20.\But I see hope in this. response:	What any one of you can do, all of you can do.
context: Take a look at this.\The exam results from last time.\Do you notice anything?\None of us got the same answers right.\Yup.\You're still all problem students with an average grade of 20.\But I see hope in this.\What any one of you can do, all of you can do. response:	Ichika, Nino, Yotsuba, and Itsuki.
context: The exam results from last time.\Do you notice anything?\None of us got the same answers right.\Yup.\You're still all problem students with an average grade of 20.\But I see hope in this.\What any one of you can do, all of you can do.\Ichika, Nino, Yotsuba, and Itsuki. response:	And you, too, Miku.
context: Do you notice anything?\None of us got the same answers right.\Yup.\You're still all problem students with an average grade of 20.\But I see hope in this.\What any one of you can do, all of you can do.\Ichika, Nino, Yotsuba, and Itsuki.\And you, too, Miku. response:	I believe that all of you have the potential to score a 100 on your own.
context: None of us got the same answers right.\Yup.\You're still all problem students with an average grade of 20.\But I see hope in this.\What any one of you can do, all of you can do.\Ichika, Nino, Yotsuba, and Itsuki.\And you, too, Miku.\I believe that all of you have the potential to score a 100 on your own. response:	Say what?
context: Yup.\You're still all problem students with an average grade of 20.\But I see hope in this.\What any one of you can do, all of you can do.\Ichika, Nino, Yotsuba, and Itsuki.\And you, too, Miku.\I believe that all of you have the potential to score a 100 on your own.\Say what? response:	That's BS.
context: You're still all problem students with an average grade of 20.\But I see hope in this.\What any one of you can do, all of you can do.\Ichika, Nino, Yotsuba, and Itsuki.\And you, too, Miku.\I believe that all of you have the potential to score a 100 on your own.\Say what?\That's BS. response:	Seriously.
context: But I see hope in this.\What any one of you can do, all of you can do.\Ichika, Nino, Yotsuba, and Itsuki.\And you, too, Miku.\I believe that all of you have the potential to score a 100 on your own.\Say what?\That's BS.\Seriously. response:	You're placing too much faith in the quintuplets thing.
context: What any one of you can do, all of you can do.\Ichika, Nino, Yotsuba, and Itsuki.\And you, too, Miku.\I believe that all of you have the potential to score a 100 on your own.\Say what?\That's BS.\Seriously.\You're placing too much faith in the quintuplets thing. response:	If only the other four were as positive as you are.
context: Ichika, Nino, Yotsuba, and Itsuki.\And you, too, Miku.\I believe that all of you have the potential to score a 100 on your own.\Say what?\That's BS.\Seriously.\You're placing too much faith in the quintuplets thing.\If only the other four were as positive as you are. response:	I did call them, but...
context: And you, too, Miku.\I believe that all of you have the potential to score a 100 on your own.\Say what?\That's BS.\Seriously.\You're placing too much faith in the quintuplets thing.\If only the other four were as positive as you are.\I did call them, but... response:	It's not the other four, though.
context: I believe that all of you have the potential to score a 100 on your own.\Say what?\That's BS.\Seriously.\You're placing too much faith in the quintuplets thing.\If only the other four were as positive as you are.\I did call them, but...\It's not the other four, though. response:	It's the other three. Right, Miku?
context: Say what?\That's BS.\Seriously.\You're placing too much faith in the quintuplets thing.\If only the other four were as positive as you are.\I did call them, but...\It's not the other four, though.\It's the other three. Right, Miku? response:	Hey!
context: That's BS.\Seriously.\You're placing too much faith in the quintuplets thing.\If only the other four were as positive as you are.\I did call them, but...\It's not the other four, though.\It's the other three. Right, Miku?\Hey! response:	You came... did... you?
context: Seriously.\You're placing too much faith in the quintuplets thing.\If only the other four were as positive as you are.\I did call them, but...\It's not the other four, though.\It's the other three. Right, Miku?\Hey!\You came... did... you? response:	Sengoku Warlord Exam Problems
context: You're placing too much faith in the quintuplets thing.\If only the other four were as positive as you are.\I did call them, but...\It's not the other four, though.\It's the other three. Right, Miku?\Hey!\You came... did... you?\Sengoku Warlord Exam Problems response:	You put this idea in my head, Futaro.
context: If only the other four were as positive as you are.\I did call them, but...\It's not the other four, though.\It's the other three. Right, Miku?\Hey!\You came... did... you?\Sengoku Warlord Exam Problems\You put this idea in my head, Futaro. response:	That maybe...
context: I did call them, but...\It's not the other four, though.\It's the other three. Right, Miku?\Hey!\You came... did... you?\Sengoku Warlord Exam Problems\You put this idea in my head, Futaro.\That maybe... response:	Uesugi Futaro
