context: Let's go! response:	How dare you burn down our village!
context: Starck has brought along 2,000 slave soldiers.\I hear that a Lord serving under the Earl of Sistina has infiltrated their ranks.\A Lord, doing a Shadow-like job?\It's Sir Juzel, the head of the Rossini family, former rulers of Sistina.\We'll work with him, and get the slave soldiers on our side.\Is that possible?\The slaves' discontent in Starck has been growing, and I hear the situation is becoming critical.\So we'll appeal to them by announcing a major slave uprising has broken out in Starck. response:	We've arranged to have Sir Juzel respond to that.
context: I hear that a Lord serving under the Earl of Sistina has infiltrated their ranks.\A Lord, doing a Shadow-like job?\It's Sir Juzel, the head of the Rossini family, former rulers of Sistina.\We'll work with him, and get the slave soldiers on our side.\Is that possible?\The slaves' discontent in Starck has been growing, and I hear the situation is becoming critical.\So we'll appeal to them by announcing a major slave uprising has broken out in Starck.\We've arranged to have Sir Juzel respond to that. response:	But Haman is a small nation.
context: A Lord, doing a Shadow-like job?\It's Sir Juzel, the head of the Rossini family, former rulers of Sistina.\We'll work with him, and get the slave soldiers on our side.\Is that possible?\The slaves' discontent in Starck has been growing, and I hear the situation is becoming critical.\So we'll appeal to them by announcing a major slave uprising has broken out in Starck.\We've arranged to have Sir Juzel respond to that.\But Haman is a small nation. response:	Even if we get every slave to ally with us, I don't see us winning.
context: It's Sir Juzel, the head of the Rossini family, former rulers of Sistina.\We'll work with him, and get the slave soldiers on our side.\Is that possible?\The slaves' discontent in Starck has been growing, and I hear the situation is becoming critical.\So we'll appeal to them by announcing a major slave uprising has broken out in Starck.\We've arranged to have Sir Juzel respond to that.\But Haman is a small nation.\Even if we get every slave to ally with us, I don't see us winning. response:	I'd like to follow the Earl of Sistina, and have the citizens work with us.
context: We'll work with him, and get the slave soldiers on our side.\Is that possible?\The slaves' discontent in Starck has been growing, and I hear the situation is becoming critical.\So we'll appeal to them by announcing a major slave uprising has broken out in Starck.\We've arranged to have Sir Juzel respond to that.\But Haman is a small nation.\Even if we get every slave to ally with us, I don't see us winning.\I'd like to follow the Earl of Sistina, and have the citizens work with us. response:	After all, they do know that you've emptied the nation's coffers in order to protect them.
context: Is that possible?\The slaves' discontent in Starck has been growing, and I hear the situation is becoming critical.\So we'll appeal to them by announcing a major slave uprising has broken out in Starck.\We've arranged to have Sir Juzel respond to that.\But Haman is a small nation.\Even if we get every slave to ally with us, I don't see us winning.\I'd like to follow the Earl of Sistina, and have the citizens work with us.\After all, they do know that you've emptied the nation's coffers in order to protect them. response:	They probably see me as a pathetic ruler who can't do anything else.
context: The slaves' discontent in Starck has been growing, and I hear the situation is becoming critical.\So we'll appeal to them by announcing a major slave uprising has broken out in Starck.\We've arranged to have Sir Juzel respond to that.\But Haman is a small nation.\Even if we get every slave to ally with us, I don't see us winning.\I'd like to follow the Earl of Sistina, and have the citizens work with us.\After all, they do know that you've emptied the nation's coffers in order to protect them.\They probably see me as a pathetic ruler who can't do anything else. response:	The Lords and the soldiers have probably lost faith in me by now.
context: So we'll appeal to them by announcing a major slave uprising has broken out in Starck.\We've arranged to have Sir Juzel respond to that.\But Haman is a small nation.\Even if we get every slave to ally with us, I don't see us winning.\I'd like to follow the Earl of Sistina, and have the citizens work with us.\After all, they do know that you've emptied the nation's coffers in order to protect them.\They probably see me as a pathetic ruler who can't do anything else.\The Lords and the soldiers have probably lost faith in me by now. response:	That's not true!
context: We've arranged to have Sir Juzel respond to that.\But Haman is a small nation.\Even if we get every slave to ally with us, I don't see us winning.\I'd like to follow the Earl of Sistina, and have the citizens work with us.\After all, they do know that you've emptied the nation's coffers in order to protect them.\They probably see me as a pathetic ruler who can't do anything else.\The Lords and the soldiers have probably lost faith in me by now.\That's not true! response:	Everyone here admires how uninhibited you are!
context: But Haman is a small nation.\Even if we get every slave to ally with us, I don't see us winning.\I'd like to follow the Earl of Sistina, and have the citizens work with us.\After all, they do know that you've emptied the nation's coffers in order to protect them.\They probably see me as a pathetic ruler who can't do anything else.\The Lords and the soldiers have probably lost faith in me by now.\That's not true!\Everyone here admires how uninhibited you are! response:	If you make a move, Haman will unite, and fight the Nords with us.
context: Even if we get every slave to ally with us, I don't see us winning.\I'd like to follow the Earl of Sistina, and have the citizens work with us.\After all, they do know that you've emptied the nation's coffers in order to protect them.\They probably see me as a pathetic ruler who can't do anything else.\The Lords and the soldiers have probably lost faith in me by now.\That's not true!\Everyone here admires how uninhibited you are!\If you make a move, Haman will unite, and fight the Nords with us. response:	- Do you really think so? - Of course I do!
context: I'd like to follow the Earl of Sistina, and have the citizens work with us.\After all, they do know that you've emptied the nation's coffers in order to protect them.\They probably see me as a pathetic ruler who can't do anything else.\The Lords and the soldiers have probably lost faith in me by now.\That's not true!\Everyone here admires how uninhibited you are!\If you make a move, Haman will unite, and fight the Nords with us.\- Do you really think so? - Of course I do! response:	And to have it become more certain,
context: After all, they do know that you've emptied the nation's coffers in order to protect them.\They probably see me as a pathetic ruler who can't do anything else.\The Lords and the soldiers have probably lost faith in me by now.\That's not true!\Everyone here admires how uninhibited you are!\If you make a move, Haman will unite, and fight the Nords with us.\- Do you really think so? - Of course I do!\And to have it become more certain, response:	Lady Eudokia, would you please remove those clothes you're wearing?
context: They probably see me as a pathetic ruler who can't do anything else.\The Lords and the soldiers have probably lost faith in me by now.\That's not true!\Everyone here admires how uninhibited you are!\If you make a move, Haman will unite, and fight the Nords with us.\- Do you really think so? - Of course I do!\And to have it become more certain,\Lady Eudokia, would you please remove those clothes you're wearing? response:	What do you mean?
context: The Lords and the soldiers have probably lost faith in me by now.\That's not true!\Everyone here admires how uninhibited you are!\If you make a move, Haman will unite, and fight the Nords with us.\- Do you really think so? - Of course I do!\And to have it become more certain,\Lady Eudokia, would you please remove those clothes you're wearing?\What do you mean? response:	Haman's Lords and soldiers have assembled in the courtyard of the royal palace.
context: That's not true!\Everyone here admires how uninhibited you are!\If you make a move, Haman will unite, and fight the Nords with us.\- Do you really think so? - Of course I do!\And to have it become more certain,\Lady Eudokia, would you please remove those clothes you're wearing?\What do you mean?\Haman's Lords and soldiers have assembled in the courtyard of the royal palace. response:	You'll remove that dress in front of them,
context: Everyone here admires how uninhibited you are!\If you make a move, Haman will unite, and fight the Nords with us.\- Do you really think so? - Of course I do!\And to have it become more certain,\Lady Eudokia, would you please remove those clothes you're wearing?\What do you mean?\Haman's Lords and soldiers have assembled in the courtyard of the royal palace.\You'll remove that dress in front of them, response:	and exemplify that our country's wealth has been depleted,
context: If you make a move, Haman will unite, and fight the Nords with us.\- Do you really think so? - Of course I do!\And to have it become more certain,\Lady Eudokia, would you please remove those clothes you're wearing?\What do you mean?\Haman's Lords and soldiers have assembled in the courtyard of the royal palace.\You'll remove that dress in front of them,\and exemplify that our country's wealth has been depleted, response:	and get them to determine that to protect our lands and people, the only option is to fight.
context: - Do you really think so? - Of course I do!\And to have it become more certain,\Lady Eudokia, would you please remove those clothes you're wearing?\What do you mean?\Haman's Lords and soldiers have assembled in the courtyard of the royal palace.\You'll remove that dress in front of them,\and exemplify that our country's wealth has been depleted,\and get them to determine that to protect our lands and people, the only option is to fight. response:	Are you telling me to get naked in public?
context: And to have it become more certain,\Lady Eudokia, would you please remove those clothes you're wearing?\What do you mean?\Haman's Lords and soldiers have assembled in the courtyard of the royal palace.\You'll remove that dress in front of them,\and exemplify that our country's wealth has been depleted,\and get them to determine that to protect our lands and people, the only option is to fight.\Are you telling me to get naked in public? response:	You still have a very attractive physique.
context: Lady Eudokia, would you please remove those clothes you're wearing?\What do you mean?\Haman's Lords and soldiers have assembled in the courtyard of the royal palace.\You'll remove that dress in front of them,\and exemplify that our country's wealth has been depleted,\and get them to determine that to protect our lands and people, the only option is to fight.\Are you telling me to get naked in public?\You still have a very attractive physique. response:	I'm certain that your Lords, your soldiers, and your people will all be inspired.
context: What do you mean?\Haman's Lords and soldiers have assembled in the courtyard of the royal palace.\You'll remove that dress in front of them,\and exemplify that our country's wealth has been depleted,\and get them to determine that to protect our lands and people, the only option is to fight.\Are you telling me to get naked in public?\You still have a very attractive physique.\I'm certain that your Lords, your soldiers, and your people will all be inspired. response:	If I give up right now,
context: Haman's Lords and soldiers have assembled in the courtyard of the royal palace.\You'll remove that dress in front of them,\and exemplify that our country's wealth has been depleted,\and get them to determine that to protect our lands and people, the only option is to fight.\Are you telling me to get naked in public?\You still have a very attractive physique.\I'm certain that your Lords, your soldiers, and your people will all be inspired.\If I give up right now, response:	I won't be able to face my husbands, who gave their lives for both me and Haman.
context: You'll remove that dress in front of them,\and exemplify that our country's wealth has been depleted,\and get them to determine that to protect our lands and people, the only option is to fight.\Are you telling me to get naked in public?\You still have a very attractive physique.\I'm certain that your Lords, your soldiers, and your people will all be inspired.\If I give up right now,\I won't be able to face my husbands, who gave their lives for both me and Haman. response:	I, too, will be accompanying you.
context: and exemplify that our country's wealth has been depleted,\and get them to determine that to protect our lands and people, the only option is to fight.\Are you telling me to get naked in public?\You still have a very attractive physique.\I'm certain that your Lords, your soldiers, and your people will all be inspired.\If I give up right now,\I won't be able to face my husbands, who gave their lives for both me and Haman.\I, too, will be accompanying you. response:	Are you sure?
context: and get them to determine that to protect our lands and people, the only option is to fight.\Are you telling me to get naked in public?\You still have a very attractive physique.\I'm certain that your Lords, your soldiers, and your people will all be inspired.\If I give up right now,\I won't be able to face my husbands, who gave their lives for both me and Haman.\I, too, will be accompanying you.\Are you sure? response:	If I were to go out there wearing clothes, it won't be convincing to request their resolve.
context: Are you telling me to get naked in public?\You still have a very attractive physique.\I'm certain that your Lords, your soldiers, and your people will all be inspired.\If I give up right now,\I won't be able to face my husbands, who gave their lives for both me and Haman.\I, too, will be accompanying you.\Are you sure?\If I were to go out there wearing clothes, it won't be convincing to request their resolve. response:	Lady Eudokia.
context: You still have a very attractive physique.\I'm certain that your Lords, your soldiers, and your people will all be inspired.\If I give up right now,\I won't be able to face my husbands, who gave their lives for both me and Haman.\I, too, will be accompanying you.\Are you sure?\If I were to go out there wearing clothes, it won't be convincing to request their resolve.\Lady Eudokia. response:	Selam.
context: I'm certain that your Lords, your soldiers, and your people will all be inspired.\If I give up right now,\I won't be able to face my husbands, who gave their lives for both me and Haman.\I, too, will be accompanying you.\Are you sure?\If I were to go out there wearing clothes, it won't be convincing to request their resolve.\Lady Eudokia.\Selam. response:	Selam!
context: If I give up right now,\I won't be able to face my husbands, who gave their lives for both me and Haman.\I, too, will be accompanying you.\Are you sure?\If I were to go out there wearing clothes, it won't be convincing to request their resolve.\Lady Eudokia.\Selam.\Selam! response:	I have relinquished everything to the people of Nord.
context: I won't be able to face my husbands, who gave their lives for both me and Haman.\I, too, will be accompanying you.\Are you sure?\If I were to go out there wearing clothes, it won't be convincing to request their resolve.\Lady Eudokia.\Selam.\Selam!\I have relinquished everything to the people of Nord. response:	The coffers are now empty, and I no longer have any fortune to dispose of.
context: I, too, will be accompanying you.\Are you sure?\If I were to go out there wearing clothes, it won't be convincing to request their resolve.\Lady Eudokia.\Selam.\Selam!\I have relinquished everything to the people of Nord.\The coffers are now empty, and I no longer have any fortune to dispose of. response:	Yet they're still trying to rob us.
context: Are you sure?\If I were to go out there wearing clothes, it won't be convincing to request their resolve.\Lady Eudokia.\Selam.\Selam!\I have relinquished everything to the people of Nord.\The coffers are now empty, and I no longer have any fortune to dispose of.\Yet they're still trying to rob us. response:	Of our nation's territories, and its people.
context: If I were to go out there wearing clothes, it won't be convincing to request their resolve.\Lady Eudokia.\Selam.\Selam!\I have relinquished everything to the people of Nord.\The coffers are now empty, and I no longer have any fortune to dispose of.\Yet they're still trying to rob us.\Of our nation's territories, and its people. response:	But those are things I will not give them!
context: Lady Eudokia.\Selam.\Selam!\I have relinquished everything to the people of Nord.\The coffers are now empty, and I no longer have any fortune to dispose of.\Yet they're still trying to rob us.\Of our nation's territories, and its people.\But those are things I will not give them! response:	Towards that end, I will gladly give up my life, the last thing that remains!
context: Selam.\Selam!\I have relinquished everything to the people of Nord.\The coffers are now empty, and I no longer have any fortune to dispose of.\Yet they're still trying to rob us.\Of our nation's territories, and its people.\But those are things I will not give them!\Towards that end, I will gladly give up my life, the last thing that remains! response:	I don't believe it.
context: Selam!\I have relinquished everything to the people of Nord.\The coffers are now empty, and I no longer have any fortune to dispose of.\Yet they're still trying to rob us.\Of our nation's territories, and its people.\But those are things I will not give them!\Towards that end, I will gladly give up my life, the last thing that remains!\I don't believe it. response:	For Lady Eudokia!
context: I have relinquished everything to the people of Nord.\The coffers are now empty, and I no longer have any fortune to dispose of.\Yet they're still trying to rob us.\Of our nation's territories, and its people.\But those are things I will not give them!\Towards that end, I will gladly give up my life, the last thing that remains!\I don't believe it.\For Lady Eudokia! response:	I'll give my life for you!
context: The coffers are now empty, and I no longer have any fortune to dispose of.\Yet they're still trying to rob us.\Of our nation's territories, and its people.\But those are things I will not give them!\Towards that end, I will gladly give up my life, the last thing that remains!\I don't believe it.\For Lady Eudokia!\I'll give my life for you! response:	For you!
context: Yet they're still trying to rob us.\Of our nation's territories, and its people.\But those are things I will not give them!\Towards that end, I will gladly give up my life, the last thing that remains!\I don't believe it.\For Lady Eudokia!\I'll give my life for you!\For you! response:	We will fight by your side, Lady Eudokia!
context: Of our nation's territories, and its people.\But those are things I will not give them!\Towards that end, I will gladly give up my life, the last thing that remains!\I don't believe it.\For Lady Eudokia!\I'll give my life for you!\For you!\We will fight by your side, Lady Eudokia! response:	Now then, let's go!
context: But those are things I will not give them!\Towards that end, I will gladly give up my life, the last thing that remains!\I don't believe it.\For Lady Eudokia!\I'll give my life for you!\For you!\We will fight by your side, Lady Eudokia!\Now then, let's go! response:	What's that?
context: Towards that end, I will gladly give up my life, the last thing that remains!\I don't believe it.\For Lady Eudokia!\I'll give my life for you!\For you!\We will fight by your side, Lady Eudokia!\Now then, let's go!\What's that? response:	What in the world is that?
context: I don't believe it.\For Lady Eudokia!\I'll give my life for you!\For you!\We will fight by your side, Lady Eudokia!\Now then, let's go!\What's that?\What in the world is that? response:	We, the people of Haman, have given you everything we have!
context: For Lady Eudokia!\I'll give my life for you!\For you!\We will fight by your side, Lady Eudokia!\Now then, let's go!\What's that?\What in the world is that?\We, the people of Haman, have given you everything we have! response:	But we will not become your slaves!
context: I'll give my life for you!\For you!\We will fight by your side, Lady Eudokia!\Now then, let's go!\What's that?\What in the world is that?\We, the people of Haman, have given you everything we have!\But we will not become your slaves! response:	Even if it means losing our lives, we will choose freedom!
context: For you!\We will fight by your side, Lady Eudokia!\Now then, let's go!\What's that?\What in the world is that?\We, the people of Haman, have given you everything we have!\But we will not become your slaves!\Even if it means losing our lives, we will choose freedom! response:	That's pretty defiant for someone who's naked.
context: We will fight by your side, Lady Eudokia!\Now then, let's go!\What's that?\What in the world is that?\We, the people of Haman, have given you everything we have!\But we will not become your slaves!\Even if it means losing our lives, we will choose freedom!\That's pretty defiant for someone who's naked. response:	To the people of Starck.
context: Now then, let's go!\What's that?\What in the world is that?\We, the people of Haman, have given you everything we have!\But we will not become your slaves!\Even if it means losing our lives, we will choose freedom!\That's pretty defiant for someone who's naked.\To the people of Starck. response:	A full-scale uprising will soon explode in your homeland.
context: What's that?\What in the world is that?\We, the people of Haman, have given you everything we have!\But we will not become your slaves!\Even if it means losing our lives, we will choose freedom!\That's pretty defiant for someone who's naked.\To the people of Starck.\A full-scale uprising will soon explode in your homeland. response:	It won't be long before Starck is liberated.
context: What in the world is that?\We, the people of Haman, have given you everything we have!\But we will not become your slaves!\Even if it means losing our lives, we will choose freedom!\That's pretty defiant for someone who's naked.\To the people of Starck.\A full-scale uprising will soon explode in your homeland.\It won't be long before Starck is liberated. response:	And so there's no longer any reason for you to obey the Nords!
context: We, the people of Haman, have given you everything we have!\But we will not become your slaves!\Even if it means losing our lives, we will choose freedom!\That's pretty defiant for someone who's naked.\To the people of Starck.\A full-scale uprising will soon explode in your homeland.\It won't be long before Starck is liberated.\And so there's no longer any reason for you to obey the Nords! response:	- What kind of nonsense is - She's absolutely right!
context: But we will not become your slaves!\Even if it means losing our lives, we will choose freedom!\That's pretty defiant for someone who's naked.\To the people of Starck.\A full-scale uprising will soon explode in your homeland.\It won't be long before Starck is liberated.\And so there's no longer any reason for you to obey the Nords!\- What kind of nonsense is - She's absolutely right! response:	Who was that?
context: Even if it means losing our lives, we will choose freedom!\That's pretty defiant for someone who's naked.\To the people of Starck.\A full-scale uprising will soon explode in your homeland.\It won't be long before Starck is liberated.\And so there's no longer any reason for you to obey the Nords!\- What kind of nonsense is - She's absolutely right!\Who was that? response:	Look at the queen of Haman!
context: That's pretty defiant for someone who's naked.\To the people of Starck.\A full-scale uprising will soon explode in your homeland.\It won't be long before Starck is liberated.\And so there's no longer any reason for you to obey the Nords!\- What kind of nonsense is - She's absolutely right!\Who was that?\Look at the queen of Haman! response:	That's the state we, the people of Starck, find ourselves in now!
context: To the people of Starck.\A full-scale uprising will soon explode in your homeland.\It won't be long before Starck is liberated.\And so there's no longer any reason for you to obey the Nords!\- What kind of nonsense is - She's absolutely right!\Who was that?\Look at the queen of Haman!\That's the state we, the people of Starck, find ourselves in now! response:	Robbed of all we own, we might as well be buck naked!
context: A full-scale uprising will soon explode in your homeland.\It won't be long before Starck is liberated.\And so there's no longer any reason for you to obey the Nords!\- What kind of nonsense is - She's absolutely right!\Who was that?\Look at the queen of Haman!\That's the state we, the people of Starck, find ourselves in now!\Robbed of all we own, we might as well be buck naked! response:	Shut up!
context: It won't be long before Starck is liberated.\And so there's no longer any reason for you to obey the Nords!\- What kind of nonsense is - She's absolutely right!\Who was that?\Look at the queen of Haman!\That's the state we, the people of Starck, find ourselves in now!\Robbed of all we own, we might as well be buck naked!\Shut up! response:	Somebody shut that guy up!
context: And so there's no longer any reason for you to obey the Nords!\- What kind of nonsense is - She's absolutely right!\Who was that?\Look at the queen of Haman!\That's the state we, the people of Starck, find ourselves in now!\Robbed of all we own, we might as well be buck naked!\Shut up!\Somebody shut that guy up! response:	But the queen is ready to give her life to protect her people's freedom!
context: - What kind of nonsense is - She's absolutely right!\Who was that?\Look at the queen of Haman!\That's the state we, the people of Starck, find ourselves in now!\Robbed of all we own, we might as well be buck naked!\Shut up!\Somebody shut that guy up!\But the queen is ready to give her life to protect her people's freedom! response:	The opponents we should be fighting
context: Who was that?\Look at the queen of Haman!\That's the state we, the people of Starck, find ourselves in now!\Robbed of all we own, we might as well be buck naked!\Shut up!\Somebody shut that guy up!\But the queen is ready to give her life to protect her people's freedom!\The opponents we should be fighting response:	are not the brave citizens of Haman, but the plunderers from Nord!
context: Look at the queen of Haman!\That's the state we, the people of Starck, find ourselves in now!\Robbed of all we own, we might as well be buck naked!\Shut up!\Somebody shut that guy up!\But the queen is ready to give her life to protect her people's freedom!\The opponents we should be fighting\are not the brave citizens of Haman, but the plunderers from Nord! response:	Let's follow the queen!
context: That's the state we, the people of Starck, find ourselves in now!\Robbed of all we own, we might as well be buck naked!\Shut up!\Somebody shut that guy up!\But the queen is ready to give her life to protect her people's freedom!\The opponents we should be fighting\are not the brave citizens of Haman, but the plunderers from Nord!\Let's follow the queen! response:	For freedom!
context: Robbed of all we own, we might as well be buck naked!\Shut up!\Somebody shut that guy up!\But the queen is ready to give her life to protect her people's freedom!\The opponents we should be fighting\are not the brave citizens of Haman, but the plunderers from Nord!\Let's follow the queen!\For freedom! response:	Sound the horn!
context: Shut up!\Somebody shut that guy up!\But the queen is ready to give her life to protect her people's freedom!\The opponents we should be fighting\are not the brave citizens of Haman, but the plunderers from Nord!\Let's follow the queen!\For freedom!\Sound the horn! response:	Both the Haman army and the slave soldiers,
context: Somebody shut that guy up!\But the queen is ready to give her life to protect her people's freedom!\The opponents we should be fighting\are not the brave citizens of Haman, but the plunderers from Nord!\Let's follow the queen!\For freedom!\Sound the horn!\Both the Haman army and the slave soldiers, response:	kill them all!
context: But the queen is ready to give her life to protect her people's freedom!\The opponents we should be fighting\are not the brave citizens of Haman, but the plunderers from Nord!\Let's follow the queen!\For freedom!\Sound the horn!\Both the Haman army and the slave soldiers,\kill them all! response:	Lady Ulrica, I've received word that a slave rebellion has broken out all across Starck!
context: The opponents we should be fighting\are not the brave citizens of Haman, but the plunderers from Nord!\Let's follow the queen!\For freedom!\Sound the horn!\Both the Haman army and the slave soldiers,\kill them all!\Lady Ulrica, I've received word that a slave rebellion has broken out all across Starck! response:	Come, let us fight!
context: are not the brave citizens of Haman, but the plunderers from Nord!\Let's follow the queen!\For freedom!\Sound the horn!\Both the Haman army and the slave soldiers,\kill them all!\Lady Ulrica, I've received word that a slave rebellion has broken out all across Starck!\Come, let us fight! response:	For freedom!
context: Let's follow the queen!\For freedom!\Sound the horn!\Both the Haman army and the slave soldiers,\kill them all!\Lady Ulrica, I've received word that a slave rebellion has broken out all across Starck!\Come, let us fight!\For freedom! response:	- That's not possible! - Please fall back.
context: For freedom!\Sound the horn!\Both the Haman army and the slave soldiers,\kill them all!\Lady Ulrica, I've received word that a slave rebellion has broken out all across Starck!\Come, let us fight!\For freedom!\- That's not possible! - Please fall back. response:	It's all lies concocted by the Haman queen!
context: Sound the horn!\Both the Haman army and the slave soldiers,\kill them all!\Lady Ulrica, I've received word that a slave rebellion has broken out all across Starck!\Come, let us fight!\For freedom!\- That's not possible! - Please fall back.\It's all lies concocted by the Haman queen! response:	If it is true, our retreat will be cut off, and we'll be annihilated!
context: Both the Haman army and the slave soldiers,\kill them all!\Lady Ulrica, I've received word that a slave rebellion has broken out all across Starck!\Come, let us fight!\For freedom!\- That's not possible! - Please fall back.\It's all lies concocted by the Haman queen!\If it is true, our retreat will be cut off, and we'll be annihilated! response:	Let me go! If I let this happen, I can't look at my father in the eye!
context: kill them all!\Lady Ulrica, I've received word that a slave rebellion has broken out all across Starck!\Come, let us fight!\For freedom!\- That's not possible! - Please fall back.\It's all lies concocted by the Haman queen!\If it is true, our retreat will be cut off, and we'll be annihilated!\Let me go! If I let this happen, I can't look at my father in the eye! response:	Everyone, evacuate! Return to your ships! We're retreating to Starck!
context: Lady Ulrica, I've received word that a slave rebellion has broken out all across Starck!\Come, let us fight!\For freedom!\- That's not possible! - Please fall back.\It's all lies concocted by the Haman queen!\If it is true, our retreat will be cut off, and we'll be annihilated!\Let me go! If I let this happen, I can't look at my father in the eye!\Everyone, evacuate! Return to your ships! We're retreating to Starck! response:	Don't decide stuff without me! I refuse to run away!
context: Come, let us fight!\For freedom!\- That's not possible! - Please fall back.\It's all lies concocted by the Haman queen!\If it is true, our retreat will be cut off, and we'll be annihilated!\Let me go! If I let this happen, I can't look at my father in the eye!\Everyone, evacuate! Return to your ships! We're retreating to Starck!\Don't decide stuff without me! I refuse to run away! response:	Where the hell are the reinforcements?
context: For freedom!\- That's not possible! - Please fall back.\It's all lies concocted by the Haman queen!\If it is true, our retreat will be cut off, and we'll be annihilated!\Let me go! If I let this happen, I can't look at my father in the eye!\Everyone, evacuate! Return to your ships! We're retreating to Starck!\Don't decide stuff without me! I refuse to run away!\Where the hell are the reinforcements? response:	Lady Marrine is on her way here with 3,000 Waldlind Knights under her command.
context: - That's not possible! - Please fall back.\It's all lies concocted by the Haman queen!\If it is true, our retreat will be cut off, and we'll be annihilated!\Let me go! If I let this happen, I can't look at my father in the eye!\Everyone, evacuate! Return to your ships! We're retreating to Starck!\Don't decide stuff without me! I refuse to run away!\Where the hell are the reinforcements?\Lady Marrine is on her way here with 3,000 Waldlind Knights under her command. response:	If we launch an assault from the castle when they arrive,
context: It's all lies concocted by the Haman queen!\If it is true, our retreat will be cut off, and we'll be annihilated!\Let me go! If I let this happen, I can't look at my father in the eye!\Everyone, evacuate! Return to your ships! We're retreating to Starck!\Don't decide stuff without me! I refuse to run away!\Where the hell are the reinforcements?\Lady Marrine is on her way here with 3,000 Waldlind Knights under her command.\If we launch an assault from the castle when they arrive, response:	I believe we can weaken the position of Theo's army.
context: If it is true, our retreat will be cut off, and we'll be annihilated!\Let me go! If I let this happen, I can't look at my father in the eye!\Everyone, evacuate! Return to your ships! We're retreating to Starck!\Don't decide stuff without me! I refuse to run away!\Where the hell are the reinforcements?\Lady Marrine is on her way here with 3,000 Waldlind Knights under her command.\If we launch an assault from the castle when they arrive,\I believe we can weaken the position of Theo's army. response:	Look at that.
context: Let me go! If I let this happen, I can't look at my father in the eye!\Everyone, evacuate! Return to your ships! We're retreating to Starck!\Don't decide stuff without me! I refuse to run away!\Where the hell are the reinforcements?\Lady Marrine is on her way here with 3,000 Waldlind Knights under her command.\If we launch an assault from the castle when they arrive,\I believe we can weaken the position of Theo's army.\Look at that. response:	Worker Ant Petr?
context: Everyone, evacuate! Return to your ships! We're retreating to Starck!\Don't decide stuff without me! I refuse to run away!\Where the hell are the reinforcements?\Lady Marrine is on her way here with 3,000 Waldlind Knights under her command.\If we launch an assault from the castle when they arrive,\I believe we can weaken the position of Theo's army.\Look at that.\Worker Ant Petr? response:	He built that in less than a day?
context: Don't decide stuff without me! I refuse to run away!\Where the hell are the reinforcements?\Lady Marrine is on her way here with 3,000 Waldlind Knights under her command.\If we launch an assault from the castle when they arrive,\I believe we can weaken the position of Theo's army.\Look at that.\Worker Ant Petr?\He built that in less than a day? response:	That's not all.
context: Where the hell are the reinforcements?\Lady Marrine is on her way here with 3,000 Waldlind Knights under her command.\If we launch an assault from the castle when they arrive,\I believe we can weaken the position of Theo's army.\Look at that.\Worker Ant Petr?\He built that in less than a day?\That's not all. response:	The enemy has established a stronghold.
context: Lady Marrine is on her way here with 3,000 Waldlind Knights under her command.\If we launch an assault from the castle when they arrive,\I believe we can weaken the position of Theo's army.\Look at that.\Worker Ant Petr?\He built that in less than a day?\That's not all.\The enemy has established a stronghold. response:	Even if the Margrave of Waldlind comes to back us up, it won't be that easy to join us.
context: If we launch an assault from the castle when they arrive,\I believe we can weaken the position of Theo's army.\Look at that.\Worker Ant Petr?\He built that in less than a day?\That's not all.\The enemy has established a stronghold.\Even if the Margrave of Waldlind comes to back us up, it won't be that easy to join us. response:	If Lady Marrine is killed...
context: I believe we can weaken the position of Theo's army.\Look at that.\Worker Ant Petr?\He built that in less than a day?\That's not all.\The enemy has established a stronghold.\Even if the Margrave of Waldlind comes to back us up, it won't be that easy to join us.\If Lady Marrine is killed... response:	Both Dartania and Lady Ulrica are sending us reinforcements.
context: Look at that.\Worker Ant Petr?\He built that in less than a day?\That's not all.\The enemy has established a stronghold.\Even if the Margrave of Waldlind comes to back us up, it won't be that easy to join us.\If Lady Marrine is killed...\Both Dartania and Lady Ulrica are sending us reinforcements. response:	Therefore...
context: Worker Ant Petr?\He built that in less than a day?\That's not all.\The enemy has established a stronghold.\Even if the Margrave of Waldlind comes to back us up, it won't be that easy to join us.\If Lady Marrine is killed...\Both Dartania and Lady Ulrica are sending us reinforcements.\Therefore... response:	Have you been able to contact them?
context: He built that in less than a day?\That's not all.\The enemy has established a stronghold.\Even if the Margrave of Waldlind comes to back us up, it won't be that easy to join us.\If Lady Marrine is killed...\Both Dartania and Lady Ulrica are sending us reinforcements.\Therefore...\Have you been able to contact them? response:	Actually, not yet...
context: That's not all.\The enemy has established a stronghold.\Even if the Margrave of Waldlind comes to back us up, it won't be that easy to join us.\If Lady Marrine is killed...\Both Dartania and Lady Ulrica are sending us reinforcements.\Therefore...\Have you been able to contact them?\Actually, not yet... response:	There were some battles I couldn't win, but I've never once lost.
context: The enemy has established a stronghold.\Even if the Margrave of Waldlind comes to back us up, it won't be that easy to join us.\If Lady Marrine is killed...\Both Dartania and Lady Ulrica are sending us reinforcements.\Therefore...\Have you been able to contact them?\Actually, not yet...\There were some battles I couldn't win, but I've never once lost. response:	And yet now, I'm on the brink of defeat for the first time.
