context: Where... response:	The infirmary.
context: You have my gratitude.\It was just chance.\If you think about it, I wasn't supposed to have come here.\What do you mean?\I was able to find fulfillment in life at the end.\But I lost that memory, and mistakenly wandered into this world.\After remembering that, I knew what it was like to lead a full life even though I was in this world.\Is that how it was? response:	You really are a special person, aren't you?
context: It was just chance.\If you think about it, I wasn't supposed to have come here.\What do you mean?\I was able to find fulfillment in life at the end.\But I lost that memory, and mistakenly wandered into this world.\After remembering that, I knew what it was like to lead a full life even though I was in this world.\Is that how it was?\You really are a special person, aren't you? response:	So like I said, it was just chance that I was able to help everyone.
context: If you think about it, I wasn't supposed to have come here.\What do you mean?\I was able to find fulfillment in life at the end.\But I lost that memory, and mistakenly wandered into this world.\After remembering that, I knew what it was like to lead a full life even though I was in this world.\Is that how it was?\You really are a special person, aren't you?\So like I said, it was just chance that I was able to help everyone. response:	I see.
context: What do you mean?\I was able to find fulfillment in life at the end.\But I lost that memory, and mistakenly wandered into this world.\After remembering that, I knew what it was like to lead a full life even though I was in this world.\Is that how it was?\You really are a special person, aren't you?\So like I said, it was just chance that I was able to help everyone.\I see. response:	Well, that's enough talk.
context: I was able to find fulfillment in life at the end.\But I lost that memory, and mistakenly wandered into this world.\After remembering that, I knew what it was like to lead a full life even though I was in this world.\Is that how it was?\You really are a special person, aren't you?\So like I said, it was just chance that I was able to help everyone.\I see.\Well, that's enough talk. response:	I'm off then.
context: But I lost that memory, and mistakenly wandered into this world.\After remembering that, I knew what it was like to lead a full life even though I was in this world.\Is that how it was?\You really are a special person, aren't you?\So like I said, it was just chance that I was able to help everyone.\I see.\Well, that's enough talk.\I'm off then. response:	If you find Yui, say hi to her for me.
context: After remembering that, I knew what it was like to lead a full life even though I was in this world.\Is that how it was?\You really are a special person, aren't you?\So like I said, it was just chance that I was able to help everyone.\I see.\Well, that's enough talk.\I'm off then.\If you find Yui, say hi to her for me. response:	Definitely!
context: Is that how it was?\You really are a special person, aren't you?\So like I said, it was just chance that I was able to help everyone.\I see.\Well, that's enough talk.\I'm off then.\If you find Yui, say hi to her for me.\Definitely! response:	I saved up plenty of luck, after all.
context: You really are a special person, aren't you?\So like I said, it was just chance that I was able to help everyone.\I see.\Well, that's enough talk.\I'm off then.\If you find Yui, say hi to her for me.\Definitely!\I saved up plenty of luck, after all. response:	I'll use it all up!
context: So like I said, it was just chance that I was able to help everyone.\I see.\Well, that's enough talk.\I'm off then.\If you find Yui, say hi to her for me.\Definitely!\I saved up plenty of luck, after all.\I'll use it all up! response:	Alright!
context: I see.\Well, that's enough talk.\I'm off then.\If you find Yui, say hi to her for me.\Definitely!\I saved up plenty of luck, after all.\I'll use it all up!\Alright! response:	See ya, buddy!
context: Well, that's enough talk.\I'm off then.\If you find Yui, say hi to her for me.\Definitely!\I saved up plenty of luck, after all.\I'll use it all up!\Alright!\See ya, buddy! response:	So... what did you think of the graduation ceremony?
context: I'm off then.\If you find Yui, say hi to her for me.\Definitely!\I saved up plenty of luck, after all.\I'll use it all up!\Alright!\See ya, buddy!\So... what did you think of the graduation ceremony? response:	Was it fun?
context: If you find Yui, say hi to her for me.\Definitely!\I saved up plenty of luck, after all.\I'll use it all up!\Alright!\See ya, buddy!\So... what did you think of the graduation ceremony?\Was it fun? response:	Yeah, lots of fun.
context: Definitely!\I saved up plenty of luck, after all.\I'll use it all up!\Alright!\See ya, buddy!\So... what did you think of the graduation ceremony?\Was it fun?\Yeah, lots of fun. response:	But the last part is sad.
context: I saved up plenty of luck, after all.\I'll use it all up!\Alright!\See ya, buddy!\So... what did you think of the graduation ceremony?\Was it fun?\Yeah, lots of fun.\But the last part is sad. response:	It's the start of a journey though.
context: I'll use it all up!\Alright!\See ya, buddy!\So... what did you think of the graduation ceremony?\Was it fun?\Yeah, lots of fun.\But the last part is sad.\It's the start of a journey though. response:	Everyone's begun a new life.
context: Alright!\See ya, buddy!\So... what did you think of the graduation ceremony?\Was it fun?\Yeah, lots of fun.\But the last part is sad.\It's the start of a journey though.\Everyone's begun a new life. response:	That's a good thing, right?
context: See ya, buddy!\So... what did you think of the graduation ceremony?\Was it fun?\Yeah, lots of fun.\But the last part is sad.\It's the start of a journey though.\Everyone's begun a new life.\That's a good thing, right? response:	I suppose.
context: So... what did you think of the graduation ceremony?\Was it fun?\Yeah, lots of fun.\But the last part is sad.\It's the start of a journey though.\Everyone's begun a new life.\That's a good thing, right?\I suppose. response:	Hey, want to go outside?
context: Was it fun?\Yeah, lots of fun.\But the last part is sad.\It's the start of a journey though.\Everyone's begun a new life.\That's a good thing, right?\I suppose.\Hey, want to go outside? response:	I just want to feel the wind a bit.
context: Yeah, lots of fun.\But the last part is sad.\It's the start of a journey though.\Everyone's begun a new life.\That's a good thing, right?\I suppose.\Hey, want to go outside?\I just want to feel the wind a bit. response:	Hey, Kanade...
context: But the last part is sad.\It's the start of a journey though.\Everyone's begun a new life.\That's a good thing, right?\I suppose.\Hey, want to go outside?\I just want to feel the wind a bit.\Hey, Kanade... response:	Want to stay here?
context: It's the start of a journey though.\Everyone's begun a new life.\That's a good thing, right?\I suppose.\Hey, want to go outside?\I just want to feel the wind a bit.\Hey, Kanade...\Want to stay here? response:	I kind of just realized it...
context: Everyone's begun a new life.\That's a good thing, right?\I suppose.\Hey, want to go outside?\I just want to feel the wind a bit.\Hey, Kanade...\Want to stay here?\I kind of just realized it... response:	You know...
context: That's a good thing, right?\I suppose.\Hey, want to go outside?\I just want to feel the wind a bit.\Hey, Kanade...\Want to stay here?\I kind of just realized it...\You know... response:	There are others like Yuri and Hinata and the rest, who couldn't find peace in life and will find there way here, right?
context: I suppose.\Hey, want to go outside?\I just want to feel the wind a bit.\Hey, Kanade...\Want to stay here?\I kind of just realized it...\You know...\There are others like Yuri and Hinata and the rest, who couldn't find peace in life and will find there way here, right? response:	I suppose...
context: Hey, want to go outside?\I just want to feel the wind a bit.\Hey, Kanade...\Want to stay here?\I kind of just realized it...\You know...\There are others like Yuri and Hinata and the rest, who couldn't find peace in life and will find there way here, right?\I suppose... response:	And they might end up staying here, like Yuri, and be sad and keep suffering, and keep resisting life.
context: I just want to feel the wind a bit.\Hey, Kanade...\Want to stay here?\I kind of just realized it...\You know...\There are others like Yuri and Hinata and the rest, who couldn't find peace in life and will find there way here, right?\I suppose...\And they might end up staying here, like Yuri, and be sad and keep suffering, and keep resisting life. response:	I suppose...
context: Hey, Kanade...\Want to stay here?\I kind of just realized it...\You know...\There are others like Yuri and Hinata and the rest, who couldn't find peace in life and will find there way here, right?\I suppose...\And they might end up staying here, like Yuri, and be sad and keep suffering, and keep resisting life.\I suppose... response:	But...
context: Want to stay here?\I kind of just realized it...\You know...\There are others like Yuri and Hinata and the rest, who couldn't find peace in life and will find there way here, right?\I suppose...\And they might end up staying here, like Yuri, and be sad and keep suffering, and keep resisting life.\I suppose...\But... response:	if we stay here, we can teach them, like we did this time...
context: I kind of just realized it...\You know...\There are others like Yuri and Hinata and the rest, who couldn't find peace in life and will find there way here, right?\I suppose...\And they might end up staying here, like Yuri, and be sad and keep suffering, and keep resisting life.\I suppose...\But...\if we stay here, we can teach them, like we did this time... response:	about how good it is to be alive, and help them graduate.
context: You know...\There are others like Yuri and Hinata and the rest, who couldn't find peace in life and will find there way here, right?\I suppose...\And they might end up staying here, like Yuri, and be sad and keep suffering, and keep resisting life.\I suppose...\But...\if we stay here, we can teach them, like we did this time...\about how good it is to be alive, and help them graduate. response:	Maybe I came here to play that role...
context: There are others like Yuri and Hinata and the rest, who couldn't find peace in life and will find there way here, right?\I suppose...\And they might end up staying here, like Yuri, and be sad and keep suffering, and keep resisting life.\I suppose...\But...\if we stay here, we can teach them, like we did this time...\about how good it is to be alive, and help them graduate.\Maybe I came here to play that role... response:	So...
context: I suppose...\And they might end up staying here, like Yuri, and be sad and keep suffering, and keep resisting life.\I suppose...\But...\if we stay here, we can teach them, like we did this time...\about how good it is to be alive, and help them graduate.\Maybe I came here to play that role...\So... response:	won't you stay with me?
context: And they might end up staying here, like Yuri, and be sad and keep suffering, and keep resisting life.\I suppose...\But...\if we stay here, we can teach them, like we did this time...\about how good it is to be alive, and help them graduate.\Maybe I came here to play that role...\So...\won't you stay with me? response:	If you stayed here, I wouldn't be lonely, even in this world.
context: I suppose...\But...\if we stay here, we can teach them, like we did this time...\about how good it is to be alive, and help them graduate.\Maybe I came here to play that role...\So...\won't you stay with me?\If you stayed here, I wouldn't be lonely, even in this world. response:	I might have said it before, but I want to be with you.
context: But...\if we stay here, we can teach them, like we did this time...\about how good it is to be alive, and help them graduate.\Maybe I came here to play that role...\So...\won't you stay with me?\If you stayed here, I wouldn't be lonely, even in this world.\I might have said it before, but I want to be with you. response:	I want to walk forward together with you.
context: if we stay here, we can teach them, like we did this time...\about how good it is to be alive, and help them graduate.\Maybe I came here to play that role...\So...\won't you stay with me?\If you stayed here, I wouldn't be lonely, even in this world.\I might have said it before, but I want to be with you.\I want to walk forward together with you. response:	Because, I...
context: about how good it is to be alive, and help them graduate.\Maybe I came here to play that role...\So...\won't you stay with me?\If you stayed here, I wouldn't be lonely, even in this world.\I might have said it before, but I want to be with you.\I want to walk forward together with you.\Because, I... response:	I really...
context: Maybe I came here to play that role...\So...\won't you stay with me?\If you stayed here, I wouldn't be lonely, even in this world.\I might have said it before, but I want to be with you.\I want to walk forward together with you.\Because, I...\I really... response:	I love you.
context: So...\won't you stay with me?\If you stayed here, I wouldn't be lonely, even in this world.\I might have said it before, but I want to be with you.\I want to walk forward together with you.\Because, I...\I really...\I love you. response:	Why aren't you saying anything?
context: won't you stay with me?\If you stayed here, I wouldn't be lonely, even in this world.\I might have said it before, but I want to be with you.\I want to walk forward together with you.\Because, I...\I really...\I love you.\Why aren't you saying anything? response:	I don't want to.
context: If you stayed here, I wouldn't be lonely, even in this world.\I might have said it before, but I want to be with you.\I want to walk forward together with you.\Because, I...\I really...\I love you.\Why aren't you saying anything?\I don't want to. response:	Why not?
context: I might have said it before, but I want to be with you.\I want to walk forward together with you.\Because, I...\I really...\I love you.\Why aren't you saying anything?\I don't want to.\Why not? response:	Because if I tell you my feelings, I'll disappear.
context: I want to walk forward together with you.\Because, I...\I really...\I love you.\Why aren't you saying anything?\I don't want to.\Why not?\Because if I tell you my feelings, I'll disappear. response:	Why?
context: Because, I...\I really...\I love you.\Why aren't you saying anything?\I don't want to.\Why not?\Because if I tell you my feelings, I'll disappear.\Why? response:	Because I came here to say thank you to you.
context: I really...\I love you.\Why aren't you saying anything?\I don't want to.\Why not?\Because if I tell you my feelings, I'll disappear.\Why?\Because I came here to say thank you to you. response:	What do you mean?
context: I love you.\Why aren't you saying anything?\I don't want to.\Why not?\Because if I tell you my feelings, I'll disappear.\Why?\Because I came here to say thank you to you.\What do you mean? response:	I was able to stay alive because of your heart.
context: Why aren't you saying anything?\I don't want to.\Why not?\Because if I tell you my feelings, I'll disappear.\Why?\Because I came here to say thank you to you.\What do you mean?\I was able to stay alive because of your heart. response:	Even now, your heart is beating in my chest.
context: I don't want to.\Why not?\Because if I tell you my feelings, I'll disappear.\Why?\Because I came here to say thank you to you.\What do you mean?\I was able to stay alive because of your heart.\Even now, your heart is beating in my chest. response:	My one regret was being unable to say thank you to the person who saved my life.
context: Why not?\Because if I tell you my feelings, I'll disappear.\Why?\Because I came here to say thank you to you.\What do you mean?\I was able to stay alive because of your heart.\Even now, your heart is beating in my chest.\My one regret was being unable to say thank you to the person who saved my life. response:	I wanted to tell you so badly that I got lost and wandered here.
context: Because if I tell you my feelings, I'll disappear.\Why?\Because I came here to say thank you to you.\What do you mean?\I was able to stay alive because of your heart.\Even now, your heart is beating in my chest.\My one regret was being unable to say thank you to the person who saved my life.\I wanted to tell you so badly that I got lost and wandered here. response:	No way...
context: Why?\Because I came here to say thank you to you.\What do you mean?\I was able to stay alive because of your heart.\Even now, your heart is beating in my chest.\My one regret was being unable to say thank you to the person who saved my life.\I wanted to tell you so badly that I got lost and wandered here.\No way... response:	But how did you know it was me?
context: Because I came here to say thank you to you.\What do you mean?\I was able to stay alive because of your heart.\Even now, your heart is beating in my chest.\My one regret was being unable to say thank you to the person who saved my life.\I wanted to tell you so badly that I got lost and wandered here.\No way...\But how did you know it was me? response:	I realized it the first time I stabbed you.
context: What do you mean?\I was able to stay alive because of your heart.\Even now, your heart is beating in my chest.\My one regret was being unable to say thank you to the person who saved my life.\I wanted to tell you so badly that I got lost and wandered here.\No way...\But how did you know it was me?\I realized it the first time I stabbed you. response:	You didn't have a heart.
context: I was able to stay alive because of your heart.\Even now, your heart is beating in my chest.\My one regret was being unable to say thank you to the person who saved my life.\I wanted to tell you so badly that I got lost and wandered here.\No way...\But how did you know it was me?\I realized it the first time I stabbed you.\You didn't have a heart. response:	But just from that...
context: Even now, your heart is beating in my chest.\My one regret was being unable to say thank you to the person who saved my life.\I wanted to tell you so badly that I got lost and wandered here.\No way...\But how did you know it was me?\I realized it the first time I stabbed you.\You didn't have a heart.\But just from that... response:	You regained your memories when you were sleeping on my chest.
context: My one regret was being unable to say thank you to the person who saved my life.\I wanted to tell you so badly that I got lost and wandered here.\No way...\But how did you know it was me?\I realized it the first time I stabbed you.\You didn't have a heart.\But just from that...\You regained your memories when you were sleeping on my chest. response:	Your body recognized the sound of its own heartbeat.
context: I wanted to tell you so badly that I got lost and wandered here.\No way...\But how did you know it was me?\I realized it the first time I stabbed you.\You didn't have a heart.\But just from that...\You regained your memories when you were sleeping on my chest.\Your body recognized the sound of its own heartbeat. response:	No way...
context: No way...\But how did you know it was me?\I realized it the first time I stabbed you.\You didn't have a heart.\But just from that...\You regained your memories when you were sleeping on my chest.\Your body recognized the sound of its own heartbeat.\No way... response:	Please, Yuzuru...
context: But how did you know it was me?\I realized it the first time I stabbed you.\You didn't have a heart.\But just from that...\You regained your memories when you were sleeping on my chest.\Your body recognized the sound of its own heartbeat.\No way...\Please, Yuzuru... response:	Say what you said earlier once more.
context: I realized it the first time I stabbed you.\You didn't have a heart.\But just from that...\You regained your memories when you were sleeping on my chest.\Your body recognized the sound of its own heartbeat.\No way...\Please, Yuzuru...\Say what you said earlier once more. response:	No... I can't!
context: You didn't have a heart.\But just from that...\You regained your memories when you were sleeping on my chest.\Your body recognized the sound of its own heartbeat.\No way...\Please, Yuzuru...\Say what you said earlier once more.\No... I can't! response:	You'll...
context: But just from that...\You regained your memories when you were sleeping on my chest.\Your body recognized the sound of its own heartbeat.\No way...\Please, Yuzuru...\Say what you said earlier once more.\No... I can't!\You'll... response:	You'll disappear!
context: You regained your memories when you were sleeping on my chest.\Your body recognized the sound of its own heartbeat.\No way...\Please, Yuzuru...\Say what you said earlier once more.\No... I can't!\You'll...\You'll disappear! response:	Yuzuru!
context: Your body recognized the sound of its own heartbeat.\No way...\Please, Yuzuru...\Say what you said earlier once more.\No... I can't!\You'll...\You'll disappear!\Yuzuru! response:	Please!
context: No way...\Please, Yuzuru...\Say what you said earlier once more.\No... I can't!\You'll...\You'll disappear!\Yuzuru!\Please! response:	I just can't do it!
context: Please, Yuzuru...\Say what you said earlier once more.\No... I can't!\You'll...\You'll disappear!\Yuzuru!\Please!\I just can't do it! response:	Yuzuru!
context: Say what you said earlier once more.\No... I can't!\You'll...\You'll disappear!\Yuzuru!\Please!\I just can't do it!\Yuzuru! response:	Let me believe what you've always believed!
context: No... I can't!\You'll...\You'll disappear!\Yuzuru!\Please!\I just can't do it!\Yuzuru!\Let me believe what you've always believed! response:	That living is wonderful!
context: You'll...\You'll disappear!\Yuzuru!\Please!\I just can't do it!\Yuzuru!\Let me believe what you've always believed!\That living is wonderful! response:	Yuzuru...
context: You'll disappear!\Yuzuru!\Please!\I just can't do it!\Yuzuru!\Let me believe what you've always believed!\That living is wonderful!\Yuzuru... response:	Kanade...
context: Yuzuru!\Please!\I just can't do it!\Yuzuru!\Let me believe what you've always believed!\That living is wonderful!\Yuzuru...\Kanade... response:	I love you.
context: Please!\I just can't do it!\Yuzuru!\Let me believe what you've always believed!\That living is wonderful!\Yuzuru...\Kanade...\I love you. response:	Let's be together forever...
context: I just can't do it!\Yuzuru!\Let me believe what you've always believed!\That living is wonderful!\Yuzuru...\Kanade...\I love you.\Let's be together forever... response:	Thank you, Yuzuru...
context: Yuzuru!\Let me believe what you've always believed!\That living is wonderful!\Yuzuru...\Kanade...\I love you.\Let's be together forever...\Thank you, Yuzuru... response:	Stay with me forever!
context: Let me believe what you've always believed!\That living is wonderful!\Yuzuru...\Kanade...\I love you.\Let's be together forever...\Thank you, Yuzuru...\Stay with me forever! response:	Thank you...
context: That living is wonderful!\Yuzuru...\Kanade...\I love you.\Let's be together forever...\Thank you, Yuzuru...\Stay with me forever!\Thank you... response:	I love you Kanade!
context: Yuzuru...\Kanade...\I love you.\Let's be together forever...\Thank you, Yuzuru...\Stay with me forever!\Thank you...\I love you Kanade! response:	Thank you so much...
context: Kanade...\I love you.\Let's be together forever...\Thank you, Yuzuru...\Stay with me forever!\Thank you...\I love you Kanade!\Thank you so much... response:	Kanade!
context: I love you.\Let's be together forever...\Thank you, Yuzuru...\Stay with me forever!\Thank you...\I love you Kanade!\Thank you so much...\Kanade! response:	Thank you for loving me.
context: Let's be together forever...\Thank you, Yuzuru...\Stay with me forever!\Thank you...\I love you Kanade!\Thank you so much...\Kanade!\Thank you for loving me. response:	Please don't disappear!
context: Thank you, Yuzuru...\Stay with me forever!\Thank you...\I love you Kanade!\Thank you so much...\Kanade!\Thank you for loving me.\Please don't disappear! response:	Kanade!
context: Stay with me forever!\Thank you...\I love you Kanade!\Thank you so much...\Kanade!\Thank you for loving me.\Please don't disappear!\Kanade! response:	Kanade!!
context: Thank you...\I love you Kanade!\Thank you so much...\Kanade!\Thank you for loving me.\Please don't disappear!\Kanade!\Kanade!! response:	This gift of life you gave me...
context: I love you Kanade!\Thank you so much...\Kanade!\Thank you for loving me.\Please don't disappear!\Kanade!\Kanade!!\This gift of life you gave me... response:	Thank you so much.
context: Thank you so much...\Kanade!\Thank you for loving me.\Please don't disappear!\Kanade!\Kanade!!\This gift of life you gave me...\Thank you so much. response:	Kanade!!
context: Kanade!\Thank you for loving me.\Please don't disappear!\Kanade!\Kanade!!\This gift of life you gave me...\Thank you so much.\Kanade!! response:	OP/ED
context: Thank you for loving me.\Please don't disappear!\Kanade!\Kanade!!\This gift of life you gave me...\Thank you so much.\Kanade!!\OP/ED response:	megutte nagarete toki wa utsuroide
context: Please don't disappear!\Kanade!\Kanade!!\This gift of life you gave me...\Thank you so much.\Kanade!!\OP/ED\megutte nagarete toki wa utsuroide response:	mou nani ga atta ka omoidasenai kedo
context: Kanade!\Kanade!!\This gift of life you gave me...\Thank you so much.\Kanade!!\OP/ED\megutte nagarete toki wa utsuroide\mou nani ga atta ka omoidasenai kedo response:	me wo tojitemireba minna no warai koe
context: Kanade!!\This gift of life you gave me...\Thank you so much.\Kanade!!\OP/ED\megutte nagarete toki wa utsuroide\mou nani ga atta ka omoidasenai kedo\me wo tojitemireba minna no warai koe response:	nazeka sore ga ima ichiban no takaramono
context: This gift of life you gave me...\Thank you so much.\Kanade!!\OP/ED\megutte nagarete toki wa utsuroide\mou nani ga atta ka omoidasenai kedo\me wo tojitemireba minna no warai koe\nazeka sore ga ima ichiban no takaramono response:	The twists and turns of time will change
context: Thank you so much.\Kanade!!\OP/ED\megutte nagarete toki wa utsuroide\mou nani ga atta ka omoidasenai kedo\me wo tojitemireba minna no warai koe\nazeka sore ga ima ichiban no takaramono\The twists and turns of time will change response:	I dont remember what happened anymore
context: Kanade!!\OP/ED\megutte nagarete toki wa utsuroide\mou nani ga atta ka omoidasenai kedo\me wo tojitemireba minna no warai koe\nazeka sore ga ima ichiban no takaramono\The twists and turns of time will change\I dont remember what happened anymore response:	But when I close my eyes, I hear everyones laughing voices
context: OP/ED\megutte nagarete toki wa utsuroide\mou nani ga atta ka omoidasenai kedo\me wo tojitemireba minna no warai koe\nazeka sore ga ima ichiban no takaramono\The twists and turns of time will change\I dont remember what happened anymore\But when I close my eyes, I hear everyones laughing voices response:	Somehow right now, thats my greatest treasure
context: megutte nagarete toki wa utsuroide\mou nani ga atta ka omoidasenai kedo\me wo tojitemireba minna no warai koe\nazeka sore ga ima ichiban no takaramono\The twists and turns of time will change\I dont remember what happened anymore\But when I close my eyes, I hear everyones laughing voices\Somehow right now, thats my greatest treasure response:	TS
context: mou nani ga atta ka omoidasenai kedo\me wo tojitemireba minna no warai koe\nazeka sore ga ima ichiban no takaramono\The twists and turns of time will change\I dont remember what happened anymore\But when I close my eyes, I hear everyones laughing voices\Somehow right now, thats my greatest treasure\TS response:	3 days later
context: me wo tojitemireba minna no warai koe\nazeka sore ga ima ichiban no takaramono\The twists and turns of time will change\I dont remember what happened anymore\But when I close my eyes, I hear everyones laughing voices\Somehow right now, thats my greatest treasure\TS\3 days later response:	Medical Building (Closed) - Infirmary
context: nazeka sore ga ima ichiban no takaramono\The twists and turns of time will change\I dont remember what happened anymore\But when I close my eyes, I hear everyones laughing voices\Somehow right now, thats my greatest treasure\TS\3 days later\Medical Building (Closed) - Infirmary response:	Sign: Afterlife Battlefront Graduation Ceremony
context: The twists and turns of time will change\I dont remember what happened anymore\But when I close my eyes, I hear everyones laughing voices\Somehow right now, thats my greatest treasure\TS\3 days later\Medical Building (Closed) - Infirmary\Sign: Afterlife Battlefront Graduation Ceremony response:	Graduation Diploma - Nakamura Yuri
context: I dont remember what happened anymore\But when I close my eyes, I hear everyones laughing voices\Somehow right now, thats my greatest treasure\TS\3 days later\Medical Building (Closed) - Infirmary\Sign: Afterlife Battlefront Graduation Ceremony\Graduation Diploma - Nakamura Yuri response:	For demonstrating the greatest dedication for the good of all. - Afterlife Battlefront
