context: Anime is being targeted now. response:	The shadow of evil is closing in
context: I'm sorry for really taking you up on your offer to visit. So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit.\I'm sorry for really taking you up on your offer to visit. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything. What did you say?! Take a good look at these legs! response:	Go right ahead, ask me anything.
context: I'm sorry for really taking you up on your offer to visit.\I'm sorry for really taking you up on your offer to visit. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything. response:	Has anything unusual happened here recently?
context: I'm sorry for really taking you up on your offer to visit. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything.\Has anything unusual happened here recently? response:	Unusual?
context: It's okay, please make yourself at home. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything.\Has anything unusual happened here recently?\Unusual? response:	She's so cool!
context: It's okay, please make yourself at home. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything.\Has anything unusual happened here recently?\Unusual?\She's so cool! response:	Shut up! She's so cool!
context: There's something I'd like to ask you. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything.\Has anything unusual happened here recently?\Unusual?\She's so cool!\Shut up! She's so cool! response:	Shut up!
context: There's something I'd like to ask you. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything.\Has anything unusual happened here recently?\Unusual?\She's so cool!\Shut up! She's so cool!\Shut up! response:	Hiromi...
context: Go right ahead, ask me anything. What did you say?! Take a good look at these legs!\Go right ahead, ask me anything.\Has anything unusual happened here recently?\Unusual?\She's so cool!\Shut up! She's so cool!\Shut up!\Hiromi... response:	Everyone is still working! Why don't you keep it down a little?!
context: Go right ahead, ask me anything.\Has anything unusual happened here recently?\Unusual?\She's so cool!\Shut up! She's so cool!\Shut up!\Hiromi...\Everyone is still working! Why don't you keep it down a little?! response:	Company Precept Due to the noise, keep private conversations under 10 seconds.
context: Has anything unusual happened here recently?\Unusual?\She's so cool!\Shut up! She's so cool!\Shut up!\Hiromi...\Everyone is still working! Why don't you keep it down a little?!\Company Precept Due to the noise, keep private conversations under 10 seconds. response:	Company Precept Due to the noise, keep private conversations under 10 seconds. You're so loud, I can't stand it!
context: Unusual?\She's so cool!\Shut up! She's so cool!\Shut up!\Hiromi...\Everyone is still working! Why don't you keep it down a little?!\Company Precept Due to the noise, keep private conversations under 10 seconds.\Company Precept Due to the noise, keep private conversations under 10 seconds. You're so loud, I can't stand it! response:	We're sorry!
context: She's so cool!\Shut up! She's so cool!\Shut up!\Hiromi...\Everyone is still working! Why don't you keep it down a little?!\Company Precept Due to the noise, keep private conversations under 10 seconds.\Company Precept Due to the noise, keep private conversations under 10 seconds. You're so loud, I can't stand it!\We're sorry! response:	Hiromi! How could you say that?!
context: Shut up! She's so cool!\Shut up!\Hiromi...\Everyone is still working! Why don't you keep it down a little?!\Company Precept Due to the noise, keep private conversations under 10 seconds.\Company Precept Due to the noise, keep private conversations under 10 seconds. You're so loud, I can't stand it!\We're sorry!\Hiromi! How could you say that?! response:	They're here because they like our work!
context: Shut up!\Hiromi...\Everyone is still working! Why don't you keep it down a little?!\Company Precept Due to the noise, keep private conversations under 10 seconds.\Company Precept Due to the noise, keep private conversations under 10 seconds. You're so loud, I can't stand it!\We're sorry!\Hiromi! How could you say that?!\They're here because they like our work! response:	Baloney! They just want autographs and cel art!
context: Hiromi...\Everyone is still working! Why don't you keep it down a little?!\Company Precept Due to the noise, keep private conversations under 10 seconds.\Company Precept Due to the noise, keep private conversations under 10 seconds. You're so loud, I can't stand it!\We're sorry!\Hiromi! How could you say that?!\They're here because they like our work!\Baloney! They just want autographs and cel art! response:	That's not what these girls have in mind!
context: Everyone is still working! Why don't you keep it down a little?!\Company Precept Due to the noise, keep private conversations under 10 seconds.\Company Precept Due to the noise, keep private conversations under 10 seconds. You're so loud, I can't stand it!\We're sorry!\Hiromi! How could you say that?!\They're here because they like our work!\Baloney! They just want autographs and cel art!\That's not what these girls have in mind! response:	Studio Chibili
context: Company Precept Due to the noise, keep private conversations under 10 seconds.\Company Precept Due to the noise, keep private conversations under 10 seconds. You're so loud, I can't stand it!\We're sorry!\Hiromi! How could you say that?!\They're here because they like our work!\Baloney! They just want autographs and cel art!\That's not what these girls have in mind!\Studio Chibili response:	Hello, this is Studio Dive. Yes. Please wait for a moment.
context: Company Precept Due to the noise, keep private conversations under 10 seconds. You're so loud, I can't stand it!\We're sorry!\Hiromi! How could you say that?!\They're here because they like our work!\Baloney! They just want autographs and cel art!\That's not what these girls have in mind!\Studio Chibili\Hello, this is Studio Dive. Yes. Please wait for a moment. response:	Anyway, don't let outsiders in here! Hello, this is Studio Dive. Yes. Please wait for a moment.
context: We're sorry!\Hiromi! How could you say that?!\They're here because they like our work!\Baloney! They just want autographs and cel art!\That's not what these girls have in mind!\Studio Chibili\Hello, this is Studio Dive. Yes. Please wait for a moment.\Anyway, don't let outsiders in here! Hello, this is Studio Dive. Yes. Please wait for a moment. response:	Miss Hiromi, it's from the director.
context: Hiromi! How could you say that?!\They're here because they like our work!\Baloney! They just want autographs and cel art!\That's not what these girls have in mind!\Studio Chibili\Hello, this is Studio Dive. Yes. Please wait for a moment.\Anyway, don't let outsiders in here! Hello, this is Studio Dive. Yes. Please wait for a moment.\Miss Hiromi, it's from the director. response:	Hello?
context: They're here because they like our work!\Baloney! They just want autographs and cel art!\That's not what these girls have in mind!\Studio Chibili\Hello, this is Studio Dive. Yes. Please wait for a moment.\Anyway, don't let outsiders in here! Hello, this is Studio Dive. Yes. Please wait for a moment.\Miss Hiromi, it's from the director.\Hello? response:	Oh, Hiromi?
context: Baloney! They just want autographs and cel art!\That's not what these girls have in mind!\Studio Chibili\Hello, this is Studio Dive. Yes. Please wait for a moment.\Anyway, don't let outsiders in here! Hello, this is Studio Dive. Yes. Please wait for a moment.\Miss Hiromi, it's from the director.\Hello?\Oh, Hiromi? response:	I just saw your work over here. They're just amazing!
context: That's not what these girls have in mind!\Studio Chibili\Hello, this is Studio Dive. Yes. Please wait for a moment.\Anyway, don't let outsiders in here! Hello, this is Studio Dive. Yes. Please wait for a moment.\Miss Hiromi, it's from the director.\Hello?\Oh, Hiromi?\I just saw your work over here. They're just amazing! response:	Keep up the good work for the last scene, too!
context: Studio Chibili\Hello, this is Studio Dive. Yes. Please wait for a moment.\Anyway, don't let outsiders in here! Hello, this is Studio Dive. Yes. Please wait for a moment.\Miss Hiromi, it's from the director.\Hello?\Oh, Hiromi?\I just saw your work over here. They're just amazing!\Keep up the good work for the last scene, too! response:	This is perfect.
context: Hello, this is Studio Dive. Yes. Please wait for a moment.\Anyway, don't let outsiders in here! Hello, this is Studio Dive. Yes. Please wait for a moment.\Miss Hiromi, it's from the director.\Hello?\Oh, Hiromi?\I just saw your work over here. They're just amazing!\Keep up the good work for the last scene, too!\This is perfect. response:	What?!
context: Anyway, don't let outsiders in here! Hello, this is Studio Dive. Yes. Please wait for a moment.\Miss Hiromi, it's from the director.\Hello?\Oh, Hiromi?\I just saw your work over here. They're just amazing!\Keep up the good work for the last scene, too!\This is perfect.\What?! response:	Director, in the last scene, Sailor V will be killed!
context: Miss Hiromi, it's from the director.\Hello?\Oh, Hiromi?\I just saw your work over here. They're just amazing!\Keep up the good work for the last scene, too!\This is perfect.\What?!\Director, in the last scene, Sailor V will be killed! response:	What?!
context: Hello?\Oh, Hiromi?\I just saw your work over here. They're just amazing!\Keep up the good work for the last scene, too!\This is perfect.\What?!\Director, in the last scene, Sailor V will be killed!\What?! response:	That's the kind of thrilling story that children want these days.
context: Oh, Hiromi?\I just saw your work over here. They're just amazing!\Keep up the good work for the last scene, too!\This is perfect.\What?!\Director, in the last scene, Sailor V will be killed!\What?!\That's the kind of thrilling story that children want these days. response:	Hey, wait a second!
context: I just saw your work over here. They're just amazing!\Keep up the good work for the last scene, too!\This is perfect.\What?!\Director, in the last scene, Sailor V will be killed!\What?!\That's the kind of thrilling story that children want these days.\Hey, wait a second! response:	Hello?! Hello?!
context: Keep up the good work for the last scene, too!\This is perfect.\What?!\Director, in the last scene, Sailor V will be killed!\What?!\That's the kind of thrilling story that children want these days.\Hey, wait a second!\Hello?! Hello?! response:	Hello?! Hello?!
context: This is perfect.\What?!\Director, in the last scene, Sailor V will be killed!\What?!\That's the kind of thrilling story that children want these days.\Hey, wait a second!\Hello?! Hello?!\Hello?! Hello?! response:	Hiromi, are you serious about what you just said?
context: What?!\Director, in the last scene, Sailor V will be killed!\What?!\That's the kind of thrilling story that children want these days.\Hey, wait a second!\Hello?! Hello?!\Hello?! Hello?!\Hiromi, are you serious about what you just said? response:	I'm serious, Kazuko. The director asked me to do the last scene.
context: Director, in the last scene, Sailor V will be killed!\What?!\That's the kind of thrilling story that children want these days.\Hey, wait a second!\Hello?! Hello?!\Hello?! Hello?!\Hiromi, are you serious about what you just said?\I'm serious, Kazuko. The director asked me to do the last scene. response:	Hiromi, what's going on?
context: What?!\That's the kind of thrilling story that children want these days.\Hey, wait a second!\Hello?! Hello?!\Hello?! Hello?!\Hiromi, are you serious about what you just said?\I'm serious, Kazuko. The director asked me to do the last scene.\Hiromi, what's going on? response:	You know everyone has to work together to create an anime!
context: That's the kind of thrilling story that children want these days.\Hey, wait a second!\Hello?! Hello?!\Hello?! Hello?!\Hiromi, are you serious about what you just said?\I'm serious, Kazuko. The director asked me to do the last scene.\Hiromi, what's going on?\You know everyone has to work together to create an anime! response:	That's what you always used to say! Making anime is about teamwork!
context: Hey, wait a second!\Hello?! Hello?!\Hello?! Hello?!\Hiromi, are you serious about what you just said?\I'm serious, Kazuko. The director asked me to do the last scene.\Hiromi, what's going on?\You know everyone has to work together to create an anime!\That's what you always used to say! Making anime is about teamwork! response:	I understand how you feel.
context: Hello?! Hello?!\Hello?! Hello?!\Hiromi, are you serious about what you just said?\I'm serious, Kazuko. The director asked me to do the last scene.\Hiromi, what's going on?\You know everyone has to work together to create an anime!\That's what you always used to say! Making anime is about teamwork!\I understand how you feel. response:	But it's just an anime. Teamwork is pointless!
context: Hello?! Hello?!\Hiromi, are you serious about what you just said?\I'm serious, Kazuko. The director asked me to do the last scene.\Hiromi, what's going on?\You know everyone has to work together to create an anime!\That's what you always used to say! Making anime is about teamwork!\I understand how you feel.\But it's just an anime. Teamwork is pointless! response:	Hiromi!
context: Hiromi, are you serious about what you just said?\I'm serious, Kazuko. The director asked me to do the last scene.\Hiromi, what's going on?\You know everyone has to work together to create an anime!\That's what you always used to say! Making anime is about teamwork!\I understand how you feel.\But it's just an anime. Teamwork is pointless!\Hiromi! response:	I feel the aura of a monster.
context: I'm serious, Kazuko. The director asked me to do the last scene.\Hiromi, what's going on?\You know everyone has to work together to create an anime!\That's what you always used to say! Making anime is about teamwork!\I understand how you feel.\But it's just an anime. Teamwork is pointless!\Hiromi!\I feel the aura of a monster. response:	What?! I feel the aura of a monster.
context: Hiromi, what's going on?\You know everyone has to work together to create an anime!\That's what you always used to say! Making anime is about teamwork!\I understand how you feel.\But it's just an anime. Teamwork is pointless!\Hiromi!\I feel the aura of a monster.\What?! I feel the aura of a monster. response:	What?!
context: You know everyone has to work together to create an anime!\That's what you always used to say! Making anime is about teamwork!\I understand how you feel.\But it's just an anime. Teamwork is pointless!\Hiromi!\I feel the aura of a monster.\What?! I feel the aura of a monster.\What?! response:	This is a waste of time!
context: That's what you always used to say! Making anime is about teamwork!\I understand how you feel.\But it's just an anime. Teamwork is pointless!\Hiromi!\I feel the aura of a monster.\What?! I feel the aura of a monster.\What?!\This is a waste of time! response:	Hiromi, where are you going?!
context: I understand how you feel.\But it's just an anime. Teamwork is pointless!\Hiromi!\I feel the aura of a monster.\What?! I feel the aura of a monster.\What?!\This is a waste of time!\Hiromi, where are you going?! response:	Hiromi, what's wrong?! Hiromi, where are you going?!
context: But it's just an anime. Teamwork is pointless!\Hiromi!\I feel the aura of a monster.\What?! I feel the aura of a monster.\What?!\This is a waste of time!\Hiromi, where are you going?!\Hiromi, what's wrong?! Hiromi, where are you going?! response:	Hiromi, what's wrong?!
context: Hiromi!\I feel the aura of a monster.\What?! I feel the aura of a monster.\What?!\This is a waste of time!\Hiromi, where are you going?!\Hiromi, what's wrong?! Hiromi, where are you going?!\Hiromi, what's wrong?! response:	Wait! Let me handle this!
context: I feel the aura of a monster.\What?! I feel the aura of a monster.\What?!\This is a waste of time!\Hiromi, where are you going?!\Hiromi, what's wrong?! Hiromi, where are you going?!\Hiromi, what's wrong?!\Wait! Let me handle this! response:	Hiromi! Hiromi!
context: What?! I feel the aura of a monster.\What?!\This is a waste of time!\Hiromi, where are you going?!\Hiromi, what's wrong?! Hiromi, where are you going?!\Hiromi, what's wrong?!\Wait! Let me handle this!\Hiromi! Hiromi! response:	Miss Hiromi!
context: What?!\This is a waste of time!\Hiromi, where are you going?!\Hiromi, what's wrong?! Hiromi, where are you going?!\Hiromi, what's wrong?!\Wait! Let me handle this!\Hiromi! Hiromi!\Miss Hiromi! response:	She's on the roof!
context: This is a waste of time!\Hiromi, where are you going?!\Hiromi, what's wrong?! Hiromi, where are you going?!\Hiromi, what's wrong?!\Wait! Let me handle this!\Hiromi! Hiromi!\Miss Hiromi!\She's on the roof! response:	Hiromi!
context: Hiromi, where are you going?!\Hiromi, what's wrong?! Hiromi, where are you going?!\Hiromi, what's wrong?!\Wait! Let me handle this!\Hiromi! Hiromi!\Miss Hiromi!\She's on the roof!\Hiromi! response:	Hiromi!
context: Hiromi, what's wrong?! Hiromi, where are you going?!\Hiromi, what's wrong?!\Wait! Let me handle this!\Hiromi! Hiromi!\Miss Hiromi!\She's on the roof!\Hiromi!\Hiromi! response:	Kazuko,
context: Hiromi, what's wrong?!\Wait! Let me handle this!\Hiromi! Hiromi!\Miss Hiromi!\She's on the roof!\Hiromi!\Hiromi!\Kazuko, response:	you think I have no talent, don't you?
context: Wait! Let me handle this!\Hiromi! Hiromi!\Miss Hiromi!\She's on the roof!\Hiromi!\Hiromi!\Kazuko,\you think I have no talent, don't you? response:	No...
context: Hiromi! Hiromi!\Miss Hiromi!\She's on the roof!\Hiromi!\Hiromi!\Kazuko,\you think I have no talent, don't you?\No... response:	You're so uppity, just because you have a little more talent than me!
context: Miss Hiromi!\She's on the roof!\Hiromi!\Hiromi!\Kazuko,\you think I have no talent, don't you?\No...\You're so uppity, just because you have a little more talent than me! response:	But, I'll be better than you from now on!
context: She's on the roof!\Hiromi!\Hiromi!\Kazuko,\you think I have no talent, don't you?\No...\You're so uppity, just because you have a little more talent than me!\But, I'll be better than you from now on! response:	As long as I have this pencil!
context: Hiromi!\Hiromi!\Kazuko,\you think I have no talent, don't you?\No...\You're so uppity, just because you have a little more talent than me!\But, I'll be better than you from now on!\As long as I have this pencil! response:	That pencil...
context: Hiromi!\Kazuko,\you think I have no talent, don't you?\No...\You're so uppity, just because you have a little more talent than me!\But, I'll be better than you from now on!\As long as I have this pencil!\That pencil... response:	The energy level has peaked!
context: Kazuko,\you think I have no talent, don't you?\No...\You're so uppity, just because you have a little more talent than me!\But, I'll be better than you from now on!\As long as I have this pencil!\That pencil...\The energy level has peaked! response:	Go! Castor! Pollux!
context: you think I have no talent, don't you?\No...\You're so uppity, just because you have a little more talent than me!\But, I'll be better than you from now on!\As long as I have this pencil!\That pencil...\The energy level has peaked!\Go! Castor! Pollux! response:	Hiromi!
context: No...\You're so uppity, just because you have a little more talent than me!\But, I'll be better than you from now on!\As long as I have this pencil!\That pencil...\The energy level has peaked!\Go! Castor! Pollux!\Hiromi! response:	Everyone, transform!
context: You're so uppity, just because you have a little more talent than me!\But, I'll be better than you from now on!\As long as I have this pencil!\That pencil...\The energy level has peaked!\Go! Castor! Pollux!\Hiromi!\Everyone, transform! response:	Okay!
context: But, I'll be better than you from now on!\As long as I have this pencil!\That pencil...\The energy level has peaked!\Go! Castor! Pollux!\Hiromi!\Everyone, transform!\Okay! response:	Moon Prism Power!
context: As long as I have this pencil!\That pencil...\The energy level has peaked!\Go! Castor! Pollux!\Hiromi!\Everyone, transform!\Okay!\Moon Prism Power! response:	Mercury Power!
context: That pencil...\The energy level has peaked!\Go! Castor! Pollux!\Hiromi!\Everyone, transform!\Okay!\Moon Prism Power!\Mercury Power! response:	Mars Power!
context: The energy level has peaked!\Go! Castor! Pollux!\Hiromi!\Everyone, transform!\Okay!\Moon Prism Power!\Mercury Power!\Mars Power! response:	Makeup!
context: Go! Castor! Pollux!\Hiromi!\Everyone, transform!\Okay!\Moon Prism Power!\Mercury Power!\Mars Power!\Makeup! response:	The strongest monsters?
context: Hiromi!\Everyone, transform!\Okay!\Moon Prism Power!\Mercury Power!\Mars Power!\Makeup!\The strongest monsters? response:	That's right. Those two monsters are like twins,
context: Everyone, transform!\Okay!\Moon Prism Power!\Mercury Power!\Mars Power!\Makeup!\The strongest monsters?\That's right. Those two monsters are like twins, response:	bound together by a strong friendship.
context: Okay!\Moon Prism Power!\Mercury Power!\Mars Power!\Makeup!\The strongest monsters?\That's right. Those two monsters are like twins,\bound together by a strong friendship. response:	And that power is several levels greater than the sailor warriors!
context: Moon Prism Power!\Mercury Power!\Mars Power!\Makeup!\The strongest monsters?\That's right. Those two monsters are like twins,\bound together by a strong friendship.\And that power is several levels greater than the sailor warriors! response:	Really?
context: Mercury Power!\Mars Power!\Makeup!\The strongest monsters?\That's right. Those two monsters are like twins,\bound together by a strong friendship.\And that power is several levels greater than the sailor warriors!\Really? response:	They will meet their end today.
context: Mars Power!\Makeup!\The strongest monsters?\That's right. Those two monsters are like twins,\bound together by a strong friendship.\And that power is several levels greater than the sailor warriors!\Really?\They will meet their end today. response:	How dare you take advantage of anime, which nurtures children's dreams
context: Makeup!\The strongest monsters?\That's right. Those two monsters are like twins,\bound together by a strong friendship.\And that power is several levels greater than the sailor warriors!\Really?\They will meet their end today.\How dare you take advantage of anime, which nurtures children's dreams response:	and the passion of a young woman?!
context: The strongest monsters?\That's right. Those two monsters are like twins,\bound together by a strong friendship.\And that power is several levels greater than the sailor warriors!\Really?\They will meet their end today.\How dare you take advantage of anime, which nurtures children's dreams\and the passion of a young woman?! response:	The girls who like anime are mad!
context: That's right. Those two monsters are like twins,\bound together by a strong friendship.\And that power is several levels greater than the sailor warriors!\Really?\They will meet their end today.\How dare you take advantage of anime, which nurtures children's dreams\and the passion of a young woman?!\The girls who like anime are mad! response:	In the name of the moon,
context: bound together by a strong friendship.\And that power is several levels greater than the sailor warriors!\Really?\They will meet their end today.\How dare you take advantage of anime, which nurtures children's dreams\and the passion of a young woman?!\The girls who like anime are mad!\In the name of the moon, response:	we will punish you!
context: And that power is several levels greater than the sailor warriors!\Really?\They will meet their end today.\How dare you take advantage of anime, which nurtures children's dreams\and the passion of a young woman?!\The girls who like anime are mad!\In the name of the moon,\we will punish you! response:	We shall see
context: Really?\They will meet their end today.\How dare you take advantage of anime, which nurtures children's dreams\and the passion of a young woman?!\The girls who like anime are mad!\In the name of the moon,\we will punish you!\We shall see response:	if you can beat us.
context: They will meet their end today.\How dare you take advantage of anime, which nurtures children's dreams\and the passion of a young woman?!\The girls who like anime are mad!\In the name of the moon,\we will punish you!\We shall see\if you can beat us. response:	What?!
context: How dare you take advantage of anime, which nurtures children's dreams\and the passion of a young woman?!\The girls who like anime are mad!\In the name of the moon,\we will punish you!\We shall see\if you can beat us.\What?! response:	Behold!
context: and the passion of a young woman?!\The girls who like anime are mad!\In the name of the moon,\we will punish you!\We shall see\if you can beat us.\What?!\Behold! response:	We are bound
context: The girls who like anime are mad!\In the name of the moon,\we will punish you!\We shall see\if you can beat us.\What?!\Behold!\We are bound response:	by a strong friendship!
context: In the name of the moon,\we will punish you!\We shall see\if you can beat us.\What?!\Behold!\We are bound\by a strong friendship! response:	In other words,
context: we will punish you!\We shall see\if you can beat us.\What?!\Behold!\We are bound\by a strong friendship!\In other words, response:	you cannot defeat us!
context: We shall see\if you can beat us.\What?!\Behold!\We are bound\by a strong friendship!\In other words,\you cannot defeat us! response:	Go around and around...
context: if you can beat us.\What?!\Behold!\We are bound\by a strong friendship!\In other words,\you cannot defeat us!\Go around and around... response:	How about this?!
context: What?!\Behold!\We are bound\by a strong friendship!\In other words,\you cannot defeat us!\Go around and around...\How about this?! response:	Go around one more time... And how about this?!
context: Behold!\We are bound\by a strong friendship!\In other words,\you cannot defeat us!\Go around and around...\How about this?!\Go around one more time... And how about this?! response:	Did you see, our teamwork?!
context: We are bound\by a strong friendship!\In other words,\you cannot defeat us!\Go around and around...\How about this?!\Go around one more time... And how about this?!\Did you see, our teamwork?! response:	Oh, no...
context: by a strong friendship!\In other words,\you cannot defeat us!\Go around and around...\How about this?!\Go around one more time... And how about this?!\Did you see, our teamwork?!\Oh, no... response:	How come they're using the same techniques as us?
context: In other words,\you cannot defeat us!\Go around and around...\How about this?!\Go around one more time... And how about this?!\Did you see, our teamwork?!\Oh, no...\How come they're using the same techniques as us? response:	I'll finish off you guys!
context: you cannot defeat us!\Go around and around...\How about this?!\Go around one more time... And how about this?!\Did you see, our teamwork?!\Oh, no...\How come they're using the same techniques as us?\I'll finish off you guys! response:	No! That's my job!
context: Go around and around...\How about this?!\Go around one more time... And how about this?!\Did you see, our teamwork?!\Oh, no...\How come they're using the same techniques as us?\I'll finish off you guys!\No! That's my job! response:	No, I will...
context: How about this?!\Go around one more time... And how about this?!\Did you see, our teamwork?!\Oh, no...\How come they're using the same techniques as us?\I'll finish off you guys!\No! That's my job!\No, I will... response:	No! I will do it!
context: Go around one more time... And how about this?!\Did you see, our teamwork?!\Oh, no...\How come they're using the same techniques as us?\I'll finish off you guys!\No! That's my job!\No, I will...\No! I will do it! response:	Back off!
context: Did you see, our teamwork?!\Oh, no...\How come they're using the same techniques as us?\I'll finish off you guys!\No! That's my job!\No, I will...\No! I will do it!\Back off! response:	No! You should back off!
context: Oh, no...\How come they're using the same techniques as us?\I'll finish off you guys!\No! That's my job!\No, I will...\No! I will do it!\Back off!\No! You should back off! response:	This is the end of our friendship!
context: How come they're using the same techniques as us?\I'll finish off you guys!\No! That's my job!\No, I will...\No! I will do it!\Back off!\No! You should back off!\This is the end of our friendship! response:	Just what I wanted!
context: I'll finish off you guys!\No! That's my job!\No, I will...\No! I will do it!\Back off!\No! You should back off!\This is the end of our friendship!\Just what I wanted! response:	Now! Their teamwork has broken down!
context: No! That's my job!\No, I will...\No! I will do it!\Back off!\No! You should back off!\This is the end of our friendship!\Just what I wanted!\Now! Their teamwork has broken down! response:	Okay! We'll show them what real teamwork is!
context: No, I will...\No! I will do it!\Back off!\No! You should back off!\This is the end of our friendship!\Just what I wanted!\Now! Their teamwork has broken down!\Okay! We'll show them what real teamwork is! response:	Yeah!
context: No! I will do it!\Back off!\No! You should back off!\This is the end of our friendship!\Just what I wanted!\Now! Their teamwork has broken down!\Okay! We'll show them what real teamwork is!\Yeah! response:	Fire
context: Back off!\No! You should back off!\This is the end of our friendship!\Just what I wanted!\Now! Their teamwork has broken down!\Okay! We'll show them what real teamwork is!\Yeah!\Fire response:	In the stormy city
context: No! You should back off!\This is the end of our friendship!\Just what I wanted!\Now! Their teamwork has broken down!\Okay! We'll show them what real teamwork is!\Yeah!\Fire\In the stormy city response:	Bubble In the stormy city
context: This is the end of our friendship!\Just what I wanted!\Now! Their teamwork has broken down!\Okay! We'll show them what real teamwork is!\Yeah!\Fire\In the stormy city\Bubble In the stormy city response:	Bubble A mysterious enemy closes in
context: Just what I wanted!\Now! Their teamwork has broken down!\Okay! We'll show them what real teamwork is!\Yeah!\Fire\In the stormy city\Bubble In the stormy city\Bubble A mysterious enemy closes in response:	A mysterious enemy closes in
context: Now! Their teamwork has broken down!\Okay! We'll show them what real teamwork is!\Yeah!\Fire\In the stormy city\Bubble In the stormy city\Bubble A mysterious enemy closes in\A mysterious enemy closes in response:	Moon Tiara A mysterious enemy closes in
context: Okay! We'll show them what real teamwork is!\Yeah!\Fire\In the stormy city\Bubble In the stormy city\Bubble A mysterious enemy closes in\A mysterious enemy closes in\Moon Tiara A mysterious enemy closes in response:	Moon Tiara Temptation, trickery, betrayal
context: Yeah!\Fire\In the stormy city\Bubble In the stormy city\Bubble A mysterious enemy closes in\A mysterious enemy closes in\Moon Tiara A mysterious enemy closes in\Moon Tiara Temptation, trickery, betrayal response:	Temptation, trickery, betrayal
context: Fire\In the stormy city\Bubble In the stormy city\Bubble A mysterious enemy closes in\A mysterious enemy closes in\Moon Tiara A mysterious enemy closes in\Moon Tiara Temptation, trickery, betrayal\Temptation, trickery, betrayal response:	Soul! Temptation, trickery, betrayal
context: In the stormy city\Bubble In the stormy city\Bubble A mysterious enemy closes in\A mysterious enemy closes in\Moon Tiara A mysterious enemy closes in\Moon Tiara Temptation, trickery, betrayal\Temptation, trickery, betrayal\Soul! Temptation, trickery, betrayal response:	Their evil reaches out in search of prey
context: Bubble In the stormy city\Bubble A mysterious enemy closes in\A mysterious enemy closes in\Moon Tiara A mysterious enemy closes in\Moon Tiara Temptation, trickery, betrayal\Temptation, trickery, betrayal\Soul! Temptation, trickery, betrayal\Their evil reaches out in search of prey response:	Spray! Their evil reaches out in search of prey
context: Bubble A mysterious enemy closes in\A mysterious enemy closes in\Moon Tiara A mysterious enemy closes in\Moon Tiara Temptation, trickery, betrayal\Temptation, trickery, betrayal\Soul! Temptation, trickery, betrayal\Their evil reaches out in search of prey\Spray! Their evil reaches out in search of prey response:	Action! Their evil reaches out in search of prey
context: A mysterious enemy closes in\Moon Tiara A mysterious enemy closes in\Moon Tiara Temptation, trickery, betrayal\Temptation, trickery, betrayal\Soul! Temptation, trickery, betrayal\Their evil reaches out in search of prey\Spray! Their evil reaches out in search of prey\Action! Their evil reaches out in search of prey response:	Their evil reaches out in search of prey
context: Moon Tiara A mysterious enemy closes in\Moon Tiara Temptation, trickery, betrayal\Temptation, trickery, betrayal\Soul! Temptation, trickery, betrayal\Their evil reaches out in search of prey\Spray! Their evil reaches out in search of prey\Action! Their evil reaches out in search of prey\Their evil reaches out in search of prey response:	Ooh, ooh
context: Moon Tiara Temptation, trickery, betrayal\Temptation, trickery, betrayal\Soul! Temptation, trickery, betrayal\Their evil reaches out in search of prey\Spray! Their evil reaches out in search of prey\Action! Their evil reaches out in search of prey\Their evil reaches out in search of prey\Ooh, ooh response:	They're dreamy pretty boys
