context: Saitama National University. response:	I'm in the science department, enjoying my campus lifestyle.
context: It's proof that I've never done anything like this with a woman...\It isn't like I think you're lying.\Then why are you angry?\No reason. I'm not angry.\Yes, you are.\No, I'm not.\You are angry.\Just leave it already, Yukimura-kun. response:	But, I mean...
context: It isn't like I think you're lying.\Then why are you angry?\No reason. I'm not angry.\Yes, you are.\No, I'm not.\You are angry.\Just leave it already, Yukimura-kun.\But, I mean... response:	She just messed up the place and fell asleep.
context: Then why are you angry?\No reason. I'm not angry.\Yes, you are.\No, I'm not.\You are angry.\Just leave it already, Yukimura-kun.\But, I mean...\She just messed up the place and fell asleep. response:	This is Ibarada-senpai.
context: No reason. I'm not angry.\Yes, you are.\No, I'm not.\You are angry.\Just leave it already, Yukimura-kun.\But, I mean...\She just messed up the place and fell asleep.\This is Ibarada-senpai. response:	She's small, super skilled, moody, and
context: Yes, you are.\No, I'm not.\You are angry.\Just leave it already, Yukimura-kun.\But, I mean...\She just messed up the place and fell asleep.\This is Ibarada-senpai.\She's small, super skilled, moody, and response:	she's our boss cat.
context: No, I'm not.\You are angry.\Just leave it already, Yukimura-kun.\But, I mean...\She just messed up the place and fell asleep.\This is Ibarada-senpai.\She's small, super skilled, moody, and\she's our boss cat. response:	Science Fell in Love, So I Tried to Prove It
context: You are angry.\Just leave it already, Yukimura-kun.\But, I mean...\She just messed up the place and fell asleep.\This is Ibarada-senpai.\She's small, super skilled, moody, and\she's our boss cat.\Science Fell in Love, So I Tried to Prove It response:	There are many ways to have a meal on campus.
context: Just leave it already, Yukimura-kun.\But, I mean...\She just messed up the place and fell asleep.\This is Ibarada-senpai.\She's small, super skilled, moody, and\she's our boss cat.\Science Fell in Love, So I Tried to Prove It\There are many ways to have a meal on campus. response:	You can use the school cafeteria...
context: But, I mean...\She just messed up the place and fell asleep.\This is Ibarada-senpai.\She's small, super skilled, moody, and\she's our boss cat.\Science Fell in Love, So I Tried to Prove It\There are many ways to have a meal on campus.\You can use the school cafeteria... response:	or buy something at convenience stores or lunch-to-go places.
context: She just messed up the place and fell asleep.\This is Ibarada-senpai.\She's small, super skilled, moody, and\she's our boss cat.\Science Fell in Love, So I Tried to Prove It\There are many ways to have a meal on campus.\You can use the school cafeteria...\or buy something at convenience stores or lunch-to-go places. response:	I tend to buy from convenience stores
context: This is Ibarada-senpai.\She's small, super skilled, moody, and\she's our boss cat.\Science Fell in Love, So I Tried to Prove It\There are many ways to have a meal on campus.\You can use the school cafeteria...\or buy something at convenience stores or lunch-to-go places.\I tend to buy from convenience stores response:	because that way I can buy snacks, too!
context: She's small, super skilled, moody, and\she's our boss cat.\Science Fell in Love, So I Tried to Prove It\There are many ways to have a meal on campus.\You can use the school cafeteria...\or buy something at convenience stores or lunch-to-go places.\I tend to buy from convenience stores\because that way I can buy snacks, too! response:	There's a refrigerator in the lab, as well.
context: she's our boss cat.\Science Fell in Love, So I Tried to Prove It\There are many ways to have a meal on campus.\You can use the school cafeteria...\or buy something at convenience stores or lunch-to-go places.\I tend to buy from convenience stores\because that way I can buy snacks, too!\There's a refrigerator in the lab, as well. response:	Though, the only thing in there is alcohol...
context: Science Fell in Love, So I Tried to Prove It\There are many ways to have a meal on campus.\You can use the school cafeteria...\or buy something at convenience stores or lunch-to-go places.\I tend to buy from convenience stores\because that way I can buy snacks, too!\There's a refrigerator in the lab, as well.\Though, the only thing in there is alcohol... response:	Kitchen
context: There are many ways to have a meal on campus.\You can use the school cafeteria...\or buy something at convenience stores or lunch-to-go places.\I tend to buy from convenience stores\because that way I can buy snacks, too!\There's a refrigerator in the lab, as well.\Though, the only thing in there is alcohol...\Kitchen response:	In the hallway of the floor our lab is on,
context: You can use the school cafeteria...\or buy something at convenience stores or lunch-to-go places.\I tend to buy from convenience stores\because that way I can buy snacks, too!\There's a refrigerator in the lab, as well.\Though, the only thing in there is alcohol...\Kitchen\In the hallway of the floor our lab is on, response:	there's a shared kitchen, so you can even cook for yourself, if you want.
context: or buy something at convenience stores or lunch-to-go places.\I tend to buy from convenience stores\because that way I can buy snacks, too!\There's a refrigerator in the lab, as well.\Though, the only thing in there is alcohol...\Kitchen\In the hallway of the floor our lab is on,\there's a shared kitchen, so you can even cook for yourself, if you want. response:	Though, there aren't many people who use it...
context: I tend to buy from convenience stores\because that way I can buy snacks, too!\There's a refrigerator in the lab, as well.\Though, the only thing in there is alcohol...\Kitchen\In the hallway of the floor our lab is on,\there's a shared kitchen, so you can even cook for yourself, if you want.\Though, there aren't many people who use it... response:	I'm beat!
context: because that way I can buy snacks, too!\There's a refrigerator in the lab, as well.\Though, the only thing in there is alcohol...\Kitchen\In the hallway of the floor our lab is on,\there's a shared kitchen, so you can even cook for yourself, if you want.\Though, there aren't many people who use it...\I'm beat! response:	Honestly, it's because that senpai of mine shows no mercy.
context: There's a refrigerator in the lab, as well.\Though, the only thing in there is alcohol...\Kitchen\In the hallway of the floor our lab is on,\there's a shared kitchen, so you can even cook for yourself, if you want.\Though, there aren't many people who use it...\I'm beat!\Honestly, it's because that senpai of mine shows no mercy. response:	Read these immediately. Papers in your field of study.
context: Though, the only thing in there is alcohol...\Kitchen\In the hallway of the floor our lab is on,\there's a shared kitchen, so you can even cook for yourself, if you want.\Though, there aren't many people who use it...\I'm beat!\Honestly, it's because that senpai of mine shows no mercy.\Read these immediately. Papers in your field of study. response:	I know I need to decide on a theme for my research as soon as possible, but...
context: Kitchen\In the hallway of the floor our lab is on,\there's a shared kitchen, so you can even cook for yourself, if you want.\Though, there aren't many people who use it...\I'm beat!\Honestly, it's because that senpai of mine shows no mercy.\Read these immediately. Papers in your field of study.\I know I need to decide on a theme for my research as soon as possible, but... response:	I can't take any more English!
context: In the hallway of the floor our lab is on,\there's a shared kitchen, so you can even cook for yourself, if you want.\Though, there aren't many people who use it...\I'm beat!\Honestly, it's because that senpai of mine shows no mercy.\Read these immediately. Papers in your field of study.\I know I need to decide on a theme for my research as soon as possible, but...\I can't take any more English! response:	Huh?
context: there's a shared kitchen, so you can even cook for yourself, if you want.\Though, there aren't many people who use it...\I'm beat!\Honestly, it's because that senpai of mine shows no mercy.\Read these immediately. Papers in your field of study.\I know I need to decide on a theme for my research as soon as possible, but...\I can't take any more English!\Huh? response:	Oh, man.
context: Though, there aren't many people who use it...\I'm beat!\Honestly, it's because that senpai of mine shows no mercy.\Read these immediately. Papers in your field of study.\I know I need to decide on a theme for my research as soon as possible, but...\I can't take any more English!\Huh?\Oh, man. response:	Guess I have no choice.
context: I'm beat!\Honestly, it's because that senpai of mine shows no mercy.\Read these immediately. Papers in your field of study.\I know I need to decide on a theme for my research as soon as possible, but...\I can't take any more English!\Huh?\Oh, man.\Guess I have no choice. response:	Himuro-senpai, I'm going out to buy some things. Did you want...
context: Honestly, it's because that senpai of mine shows no mercy.\Read these immediately. Papers in your field of study.\I know I need to decide on a theme for my research as soon as possible, but...\I can't take any more English!\Huh?\Oh, man.\Guess I have no choice.\Himuro-senpai, I'm going out to buy some things. Did you want... response:	Wait. Huh?
context: Read these immediately. Papers in your field of study.\I know I need to decide on a theme for my research as soon as possible, but...\I can't take any more English!\Huh?\Oh, man.\Guess I have no choice.\Himuro-senpai, I'm going out to buy some things. Did you want...\Wait. Huh? response:	Yukimura-senpai isn't here, either.
context: I know I need to decide on a theme for my research as soon as possible, but...\I can't take any more English!\Huh?\Oh, man.\Guess I have no choice.\Himuro-senpai, I'm going out to buy some things. Did you want...\Wait. Huh?\Yukimura-senpai isn't here, either. response:	They were both there a little while ago.
context: I can't take any more English!\Huh?\Oh, man.\Guess I have no choice.\Himuro-senpai, I'm going out to buy some things. Did you want...\Wait. Huh?\Yukimura-senpai isn't here, either.\They were both there a little while ago. response:	I wonder if they started another weird experiment.
context: Huh?\Oh, man.\Guess I have no choice.\Himuro-senpai, I'm going out to buy some things. Did you want...\Wait. Huh?\Yukimura-senpai isn't here, either.\They were both there a little while ago.\I wonder if they started another weird experiment. response:	Now.
context: Oh, man.\Guess I have no choice.\Himuro-senpai, I'm going out to buy some things. Did you want...\Wait. Huh?\Yukimura-senpai isn't here, either.\They were both there a little while ago.\I wonder if they started another weird experiment.\Now. response:	Let's begin cooking.
context: Guess I have no choice.\Himuro-senpai, I'm going out to buy some things. Did you want...\Wait. Huh?\Yukimura-senpai isn't here, either.\They were both there a little while ago.\I wonder if they started another weird experiment.\Now.\Let's begin cooking. response:	Yukimura-kun...
context: Himuro-senpai, I'm going out to buy some things. Did you want...\Wait. Huh?\Yukimura-senpai isn't here, either.\They were both there a little while ago.\I wonder if they started another weird experiment.\Now.\Let's begin cooking.\Yukimura-kun... response:	you can't start cooking looking like that.
context: Wait. Huh?\Yukimura-senpai isn't here, either.\They were both there a little while ago.\I wonder if they started another weird experiment.\Now.\Let's begin cooking.\Yukimura-kun...\you can't start cooking looking like that. response:	Where did you bring that from?
context: Yukimura-senpai isn't here, either.\They were both there a little while ago.\I wonder if they started another weird experiment.\Now.\Let's begin cooking.\Yukimura-kun...\you can't start cooking looking like that.\Where did you bring that from? response:	I borrowed it from the Sawamura lab.
context: They were both there a little while ago.\I wonder if they started another weird experiment.\Now.\Let's begin cooking.\Yukimura-kun...\you can't start cooking looking like that.\Where did you bring that from?\I borrowed it from the Sawamura lab. response:	We can't use it. Go return it.
context: I wonder if they started another weird experiment.\Now.\Let's begin cooking.\Yukimura-kun...\you can't start cooking looking like that.\Where did you bring that from?\I borrowed it from the Sawamura lab.\We can't use it. Go return it. response:	This is the first time I've seen them use the kitchen.
context: Now.\Let's begin cooking.\Yukimura-kun...\you can't start cooking looking like that.\Where did you bring that from?\I borrowed it from the Sawamura lab.\We can't use it. Go return it.\This is the first time I've seen them use the kitchen. response:	I wonder what they're making.
context: Let's begin cooking.\Yukimura-kun...\you can't start cooking looking like that.\Where did you bring that from?\I borrowed it from the Sawamura lab.\We can't use it. Go return it.\This is the first time I've seen them use the kitchen.\I wonder what they're making. response:	Yukimura-kun, you can start by sauteing the shirasu. I'll prep the vegetables.
context: Yukimura-kun...\you can't start cooking looking like that.\Where did you bring that from?\I borrowed it from the Sawamura lab.\We can't use it. Go return it.\This is the first time I've seen them use the kitchen.\I wonder what they're making.\Yukimura-kun, you can start by sauteing the shirasu. I'll prep the vegetables. response:	Wow! That looks yummy!
context: you can't start cooking looking like that.\Where did you bring that from?\I borrowed it from the Sawamura lab.\We can't use it. Go return it.\This is the first time I've seen them use the kitchen.\I wonder what they're making.\Yukimura-kun, you can start by sauteing the shirasu. I'll prep the vegetables.\Wow! That looks yummy! response:	Are they making it for their dinner?
context: Where did you bring that from?\I borrowed it from the Sawamura lab.\We can't use it. Go return it.\This is the first time I've seen them use the kitchen.\I wonder what they're making.\Yukimura-kun, you can start by sauteing the shirasu. I'll prep the vegetables.\Wow! That looks yummy!\Are they making it for their dinner? response:	TODAY'S MENU
context: I borrowed it from the Sawamura lab.\We can't use it. Go return it.\This is the first time I've seen them use the kitchen.\I wonder what they're making.\Yukimura-kun, you can start by sauteing the shirasu. I'll prep the vegetables.\Wow! That looks yummy!\Are they making it for their dinner?\TODAY'S MENU response:	All we need to do is follow this recipe, right?
context: We can't use it. Go return it.\This is the first time I've seen them use the kitchen.\I wonder what they're making.\Yukimura-kun, you can start by sauteing the shirasu. I'll prep the vegetables.\Wow! That looks yummy!\Are they making it for their dinner?\TODAY'S MENU\All we need to do is follow this recipe, right? response:	That should prove no difficulty.
context: This is the first time I've seen them use the kitchen.\I wonder what they're making.\Yukimura-kun, you can start by sauteing the shirasu. I'll prep the vegetables.\Wow! That looks yummy!\Are they making it for their dinner?\TODAY'S MENU\All we need to do is follow this recipe, right?\That should prove no difficulty. response:	Prepare 50g shirasu.
context: I wonder what they're making.\Yukimura-kun, you can start by sauteing the shirasu. I'll prep the vegetables.\Wow! That looks yummy!\Are they making it for their dinner?\TODAY'S MENU\All we need to do is follow this recipe, right?\That should prove no difficulty.\Prepare 50g shirasu. response:	Saute for two minutes.
context: Yukimura-kun, you can start by sauteing the shirasu. I'll prep the vegetables.\Wow! That looks yummy!\Are they making it for their dinner?\TODAY'S MENU\All we need to do is follow this recipe, right?\That should prove no difficulty.\Prepare 50g shirasu.\Saute for two minutes. response:	Ten, nine, eight, seven, six...
context: Wow! That looks yummy!\Are they making it for their dinner?\TODAY'S MENU\All we need to do is follow this recipe, right?\That should prove no difficulty.\Prepare 50g shirasu.\Saute for two minutes.\Ten, nine, eight, seven, six... response:	Add a pinch of salt.
context: Are they making it for their dinner?\TODAY'S MENU\All we need to do is follow this recipe, right?\That should prove no difficulty.\Prepare 50g shirasu.\Saute for two minutes.\Ten, nine, eight, seven, six...\Add a pinch of salt. response:	What does it mean by a pinch?!
context: TODAY'S MENU\All we need to do is follow this recipe, right?\That should prove no difficulty.\Prepare 50g shirasu.\Saute for two minutes.\Ten, nine, eight, seven, six...\Add a pinch of salt.\What does it mean by a pinch?! response:	State the measurement rounded to three significant figures!
context: All we need to do is follow this recipe, right?\That should prove no difficulty.\Prepare 50g shirasu.\Saute for two minutes.\Ten, nine, eight, seven, six...\Add a pinch of salt.\What does it mean by a pinch?!\State the measurement rounded to three significant figures! response:	Trying to do things precisely is one of the sad things about being a science-type...
context: That should prove no difficulty.\Prepare 50g shirasu.\Saute for two minutes.\Ten, nine, eight, seven, six...\Add a pinch of salt.\What does it mean by a pinch?!\State the measurement rounded to three significant figures!\Trying to do things precisely is one of the sad things about being a science-type... response:	Significant Figures
context: Prepare 50g shirasu.\Saute for two minutes.\Ten, nine, eight, seven, six...\Add a pinch of salt.\What does it mean by a pinch?!\State the measurement rounded to three significant figures!\Trying to do things precisely is one of the sad things about being a science-type...\Significant Figures response:	Significant figures!
context: Saute for two minutes.\Ten, nine, eight, seven, six...\Add a pinch of salt.\What does it mean by a pinch?!\State the measurement rounded to three significant figures!\Trying to do things precisely is one of the sad things about being a science-type...\Significant Figures\Significant figures! response:	When science-types cook, they try to do things in a weirdly precise way...
context: Ten, nine, eight, seven, six...\Add a pinch of salt.\What does it mean by a pinch?!\State the measurement rounded to three significant figures!\Trying to do things precisely is one of the sad things about being a science-type...\Significant Figures\Significant figures!\When science-types cook, they try to do things in a weirdly precise way... response:	It's the kind of thing that happens with science-types, bear.
context: Add a pinch of salt.\What does it mean by a pinch?!\State the measurement rounded to three significant figures!\Trying to do things precisely is one of the sad things about being a science-type...\Significant Figures\Significant figures!\When science-types cook, they try to do things in a weirdly precise way...\It's the kind of thing that happens with science-types, bear. response:	Now, then! This time it's significant figures, bear!
context: What does it mean by a pinch?!\State the measurement rounded to three significant figures!\Trying to do things precisely is one of the sad things about being a science-type...\Significant Figures\Significant figures!\When science-types cook, they try to do things in a weirdly precise way...\It's the kind of thing that happens with science-types, bear.\Now, then! This time it's significant figures, bear! response:	Of words science-types are likely to love, it ranks in the top 12!
context: State the measurement rounded to three significant figures!\Trying to do things precisely is one of the sad things about being a science-type...\Significant Figures\Significant figures!\When science-types cook, they try to do things in a weirdly precise way...\It's the kind of thing that happens with science-types, bear.\Now, then! This time it's significant figures, bear!\Of words science-types are likely to love, it ranks in the top 12! response:	Around there anyway, bear.
context: Trying to do things precisely is one of the sad things about being a science-type...\Significant Figures\Significant figures!\When science-types cook, they try to do things in a weirdly precise way...\It's the kind of thing that happens with science-types, bear.\Now, then! This time it's significant figures, bear!\Of words science-types are likely to love, it ranks in the top 12!\Around there anyway, bear. response:	2 servings
context: Significant Figures\Significant figures!\When science-types cook, they try to do things in a weirdly precise way...\It's the kind of thing that happens with science-types, bear.\Now, then! This time it's significant figures, bear!\Of words science-types are likely to love, it ranks in the top 12!\Around there anyway, bear.\2 servings response:	Eggs
context: Significant figures!\When science-types cook, they try to do things in a weirdly precise way...\It's the kind of thing that happens with science-types, bear.\Now, then! This time it's significant figures, bear!\Of words science-types are likely to love, it ranks in the top 12!\Around there anyway, bear.\2 servings\Eggs response:	whole
context: When science-types cook, they try to do things in a weirdly precise way...\It's the kind of thing that happens with science-types, bear.\Now, then! This time it's significant figures, bear!\Of words science-types are likely to love, it ranks in the top 12!\Around there anyway, bear.\2 servings\Eggs\whole response:	Salt, pepper
context: It's the kind of thing that happens with science-types, bear.\Now, then! This time it's significant figures, bear!\Of words science-types are likely to love, it ranks in the top 12!\Around there anyway, bear.\2 servings\Eggs\whole\Salt, pepper response:	Spinach
context: Now, then! This time it's significant figures, bear!\Of words science-types are likely to love, it ranks in the top 12!\Around there anyway, bear.\2 servings\Eggs\whole\Salt, pepper\Spinach response:	bunch
context: Of words science-types are likely to love, it ranks in the top 12!\Around there anyway, bear.\2 servings\Eggs\whole\Salt, pepper\Spinach\bunch response:	Mayonnaise
context: Around there anyway, bear.\2 servings\Eggs\whole\Salt, pepper\Spinach\bunch\Mayonnaise response:	Salad oil
context: 2 servings\Eggs\whole\Salt, pepper\Spinach\bunch\Mayonnaise\Salad oil response:	Imagine that this is how things were written in a recipe book, bear.
context: Eggs\whole\Salt, pepper\Spinach\bunch\Mayonnaise\Salad oil\Imagine that this is how things were written in a recipe book, bear. response:	Sparkle, sparkle, sparkle!
context: whole\Salt, pepper\Spinach\bunch\Mayonnaise\Salad oil\Imagine that this is how things were written in a recipe book, bear.\Sparkle, sparkle, sparkle! response:	If it were me, I'd cook that book in a frying pan until it burned to nothing, bear.
context: Salt, pepper\Spinach\bunch\Mayonnaise\Salad oil\Imagine that this is how things were written in a recipe book, bear.\Sparkle, sparkle, sparkle!\If it were me, I'd cook that book in a frying pan until it burned to nothing, bear. response:	Stupid piece of trash, bear!
context: Spinach\bunch\Mayonnaise\Salad oil\Imagine that this is how things were written in a recipe book, bear.\Sparkle, sparkle, sparkle!\If it were me, I'd cook that book in a frying pan until it burned to nothing, bear.\Stupid piece of trash, bear! response:	These numbers are 12-digit significant figures, bear.
context: bunch\Mayonnaise\Salad oil\Imagine that this is how things were written in a recipe book, bear.\Sparkle, sparkle, sparkle!\If it were me, I'd cook that book in a frying pan until it burned to nothing, bear.\Stupid piece of trash, bear!\These numbers are 12-digit significant figures, bear. response:	It's beyond moronic, so I rounded them to three-digits and here they are, bear!
context: Mayonnaise\Salad oil\Imagine that this is how things were written in a recipe book, bear.\Sparkle, sparkle, sparkle!\If it were me, I'd cook that book in a frying pan until it burned to nothing, bear.\Stupid piece of trash, bear!\These numbers are 12-digit significant figures, bear.\It's beyond moronic, so I rounded them to three-digits and here they are, bear! response:	2 servings
context: Salad oil\Imagine that this is how things were written in a recipe book, bear.\Sparkle, sparkle, sparkle!\If it were me, I'd cook that book in a frying pan until it burned to nothing, bear.\Stupid piece of trash, bear!\These numbers are 12-digit significant figures, bear.\It's beyond moronic, so I rounded them to three-digits and here they are, bear!\2 servings response:	Eggs
context: Imagine that this is how things were written in a recipe book, bear.\Sparkle, sparkle, sparkle!\If it were me, I'd cook that book in a frying pan until it burned to nothing, bear.\Stupid piece of trash, bear!\These numbers are 12-digit significant figures, bear.\It's beyond moronic, so I rounded them to three-digits and here they are, bear!\2 servings\Eggs response:	whole
context: Sparkle, sparkle, sparkle!\If it were me, I'd cook that book in a frying pan until it burned to nothing, bear.\Stupid piece of trash, bear!\These numbers are 12-digit significant figures, bear.\It's beyond moronic, so I rounded them to three-digits and here they are, bear!\2 servings\Eggs\whole response:	Salt, pepper
context: If it were me, I'd cook that book in a frying pan until it burned to nothing, bear.\Stupid piece of trash, bear!\These numbers are 12-digit significant figures, bear.\It's beyond moronic, so I rounded them to three-digits and here they are, bear!\2 servings\Eggs\whole\Salt, pepper response:	Spinach
context: Stupid piece of trash, bear!\These numbers are 12-digit significant figures, bear.\It's beyond moronic, so I rounded them to three-digits and here they are, bear!\2 servings\Eggs\whole\Salt, pepper\Spinach response:	bunch
context: These numbers are 12-digit significant figures, bear.\It's beyond moronic, so I rounded them to three-digits and here they are, bear!\2 servings\Eggs\whole\Salt, pepper\Spinach\bunch response:	Mayonnaise
context: It's beyond moronic, so I rounded them to three-digits and here they are, bear!\2 servings\Eggs\whole\Salt, pepper\Spinach\bunch\Mayonnaise response:	Salad oil
context: 2 servings\Eggs\whole\Salt, pepper\Spinach\bunch\Mayonnaise\Salad oil response:	It's still got a lingering air of garbage to it, bear,
context: Eggs\whole\Salt, pepper\Spinach\bunch\Mayonnaise\Salad oil\It's still got a lingering air of garbage to it, bear, response:	but it's a lot easier to understand now, bear.
context: whole\Salt, pepper\Spinach\bunch\Mayonnaise\Salad oil\It's still got a lingering air of garbage to it, bear,\but it's a lot easier to understand now, bear. response:	In short, the number of digits in a significant figure is the number of digits that carry meaning.
context: Salt, pepper\Spinach\bunch\Mayonnaise\Salad oil\It's still got a lingering air of garbage to it, bear,\but it's a lot easier to understand now, bear.\In short, the number of digits in a significant figure is the number of digits that carry meaning. response:	Well, at any rate,
context: Spinach\bunch\Mayonnaise\Salad oil\It's still got a lingering air of garbage to it, bear,\but it's a lot easier to understand now, bear.\In short, the number of digits in a significant figure is the number of digits that carry meaning.\Well, at any rate, response:	starting tomorrow, you can start referring to them as significant figures, bear.
context: bunch\Mayonnaise\Salad oil\It's still got a lingering air of garbage to it, bear,\but it's a lot easier to understand now, bear.\In short, the number of digits in a significant figure is the number of digits that carry meaning.\Well, at any rate,\starting tomorrow, you can start referring to them as significant figures, bear. response:	With this, you're a fully-fledged science-type, too, bear!
context: Mayonnaise\Salad oil\It's still got a lingering air of garbage to it, bear,\but it's a lot easier to understand now, bear.\In short, the number of digits in a significant figure is the number of digits that carry meaning.\Well, at any rate,\starting tomorrow, you can start referring to them as significant figures, bear.\With this, you're a fully-fledged science-type, too, bear! response:	A pinch of salt is an eighth of a teaspoon...
context: Salad oil\It's still got a lingering air of garbage to it, bear,\but it's a lot easier to understand now, bear.\In short, the number of digits in a significant figure is the number of digits that carry meaning.\Well, at any rate,\starting tomorrow, you can start referring to them as significant figures, bear.\With this, you're a fully-fledged science-type, too, bear!\A pinch of salt is an eighth of a teaspoon... response:	So, 0.625g then...
context: It's still got a lingering air of garbage to it, bear,\but it's a lot easier to understand now, bear.\In short, the number of digits in a significant figure is the number of digits that carry meaning.\Well, at any rate,\starting tomorrow, you can start referring to them as significant figures, bear.\With this, you're a fully-fledged science-type, too, bear!\A pinch of salt is an eighth of a teaspoon...\So, 0.625g then... response:	In that case, just list it that way to start with.
context: but it's a lot easier to understand now, bear.\In short, the number of digits in a significant figure is the number of digits that carry meaning.\Well, at any rate,\starting tomorrow, you can start referring to them as significant figures, bear.\With this, you're a fully-fledged science-type, too, bear!\A pinch of salt is an eighth of a teaspoon...\So, 0.625g then...\In that case, just list it that way to start with. response:	Yukimura-kun.
context: In short, the number of digits in a significant figure is the number of digits that carry meaning.\Well, at any rate,\starting tomorrow, you can start referring to them as significant figures, bear.\With this, you're a fully-fledged science-type, too, bear!\A pinch of salt is an eighth of a teaspoon...\So, 0.625g then...\In that case, just list it that way to start with.\Yukimura-kun. response:	Being precise is all very well, but...
context: Well, at any rate,\starting tomorrow, you can start referring to them as significant figures, bear.\With this, you're a fully-fledged science-type, too, bear!\A pinch of salt is an eighth of a teaspoon...\So, 0.625g then...\In that case, just list it that way to start with.\Yukimura-kun.\Being precise is all very well, but... response:	in cooking, the important thing is the proper administration of affection!
context: starting tomorrow, you can start referring to them as significant figures, bear.\With this, you're a fully-fledged science-type, too, bear!\A pinch of salt is an eighth of a teaspoon...\So, 0.625g then...\In that case, just list it that way to start with.\Yukimura-kun.\Being precise is all very well, but...\in cooking, the important thing is the proper administration of affection! response:	Affection?
context: With this, you're a fully-fledged science-type, too, bear!\A pinch of salt is an eighth of a teaspoon...\So, 0.625g then...\In that case, just list it that way to start with.\Yukimura-kun.\Being precise is all very well, but...\in cooking, the important thing is the proper administration of affection!\Affection? response:	It's not like you to be so unscientific.
context: A pinch of salt is an eighth of a teaspoon...\So, 0.625g then...\In that case, just list it that way to start with.\Yukimura-kun.\Being precise is all very well, but...\in cooking, the important thing is the proper administration of affection!\Affection?\It's not like you to be so unscientific. response:	Are you saying that something so insubstantial will make the food taste better?
context: So, 0.625g then...\In that case, just list it that way to start with.\Yukimura-kun.\Being precise is all very well, but...\in cooking, the important thing is the proper administration of affection!\Affection?\It's not like you to be so unscientific.\Are you saying that something so insubstantial will make the food taste better? response:	I suppose an uber-novice cook like you wouldn't understand.
context: In that case, just list it that way to start with.\Yukimura-kun.\Being precise is all very well, but...\in cooking, the important thing is the proper administration of affection!\Affection?\It's not like you to be so unscientific.\Are you saying that something so insubstantial will make the food taste better?\I suppose an uber-novice cook like you wouldn't understand. response:	What did you just say?
context: Yukimura-kun.\Being precise is all very well, but...\in cooking, the important thing is the proper administration of affection!\Affection?\It's not like you to be so unscientific.\Are you saying that something so insubstantial will make the food taste better?\I suppose an uber-novice cook like you wouldn't understand.\What did you just say? response:	Does love make food taste better?
context: Being precise is all very well, but...\in cooking, the important thing is the proper administration of affection!\Affection?\It's not like you to be so unscientific.\Are you saying that something so insubstantial will make the food taste better?\I suppose an uber-novice cook like you wouldn't understand.\What did you just say?\Does love make food taste better? response:	Love type I (practical love) Adjusts recipe. This type of love changes the flavor.
context: in cooking, the important thing is the proper administration of affection!\Affection?\It's not like you to be so unscientific.\Are you saying that something so insubstantial will make the food taste better?\I suppose an uber-novice cook like you wouldn't understand.\What did you just say?\Does love make food taste better?\Love type I (practical love) Adjusts recipe. This type of love changes the flavor. response:	Love type II (psychological love) Flavor is unchanged. This type of affection affects the mind.
context: Affection?\It's not like you to be so unscientific.\Are you saying that something so insubstantial will make the food taste better?\I suppose an uber-novice cook like you wouldn't understand.\What did you just say?\Does love make food taste better?\Love type I (practical love) Adjusts recipe. This type of love changes the flavor.\Love type II (psychological love) Flavor is unchanged. This type of affection affects the mind. response:	According to my definition,
context: It's not like you to be so unscientific.\Are you saying that something so insubstantial will make the food taste better?\I suppose an uber-novice cook like you wouldn't understand.\What did you just say?\Does love make food taste better?\Love type I (practical love) Adjusts recipe. This type of love changes the flavor.\Love type II (psychological love) Flavor is unchanged. This type of affection affects the mind.\According to my definition, response:	there are two systems of injecting affection into cooking.
context: Are you saying that something so insubstantial will make the food taste better?\I suppose an uber-novice cook like you wouldn't understand.\What did you just say?\Does love make food taste better?\Love type I (practical love) Adjusts recipe. This type of love changes the flavor.\Love type II (psychological love) Flavor is unchanged. This type of affection affects the mind.\According to my definition,\there are two systems of injecting affection into cooking. response:	Ghost Chili
context: I suppose an uber-novice cook like you wouldn't understand.\What did you just say?\Does love make food taste better?\Love type I (practical love) Adjusts recipe. This type of love changes the flavor.\Love type II (psychological love) Flavor is unchanged. This type of affection affects the mind.\According to my definition,\there are two systems of injecting affection into cooking.\Ghost Chili response:	He likes spicy food, so I'll make it just a little spicy.
context: What did you just say?\Does love make food taste better?\Love type I (practical love) Adjusts recipe. This type of love changes the flavor.\Love type II (psychological love) Flavor is unchanged. This type of affection affects the mind.\According to my definition,\there are two systems of injecting affection into cooking.\Ghost Chili\He likes spicy food, so I'll make it just a little spicy. response:	You adjust the recipe. This type of affection changes the flavor.
context: Does love make food taste better?\Love type I (practical love) Adjusts recipe. This type of love changes the flavor.\Love type II (psychological love) Flavor is unchanged. This type of affection affects the mind.\According to my definition,\there are two systems of injecting affection into cooking.\Ghost Chili\He likes spicy food, so I'll make it just a little spicy.\You adjust the recipe. This type of affection changes the flavor. response:	Love type I (practical love) Adjusts recipe. This type of love changes the flavor.
context: Love type I (practical love) Adjusts recipe. This type of love changes the flavor.\Love type II (psychological love) Flavor is unchanged. This type of affection affects the mind.\According to my definition,\there are two systems of injecting affection into cooking.\Ghost Chili\He likes spicy food, so I'll make it just a little spicy.\You adjust the recipe. This type of affection changes the flavor.\Love type I (practical love) Adjusts recipe. This type of love changes the flavor. response:	Love type I. Practical love.
