context: eye catch response:	Pre! Preparation!
context: Aisaka! Pull yourself together!\You! Stop laughing!\Takasu-kun.\If you make Taiga cry... I won't forgive you.\Kushi... eda...\I'm sorry.\Minorin misunderstood everything because I was intruding at your house.\No, that's - response:	Your place was...
context: You! Stop laughing!\Takasu-kun.\If you make Taiga cry... I won't forgive you.\Kushi... eda...\I'm sorry.\Minorin misunderstood everything because I was intruding at your house.\No, that's -\Your place was... response:	You see, I struggled so much with my parents that when I said I wanted to leave,
context: Takasu-kun.\If you make Taiga cry... I won't forgive you.\Kushi... eda...\I'm sorry.\Minorin misunderstood everything because I was intruding at your house.\No, that's -\Your place was...\You see, I struggled so much with my parents that when I said I wanted to leave, response:	they simply gave me that apartment.
context: If you make Taiga cry... I won't forgive you.\Kushi... eda...\I'm sorry.\Minorin misunderstood everything because I was intruding at your house.\No, that's -\Your place was...\You see, I struggled so much with my parents that when I said I wanted to leave,\they simply gave me that apartment. response:	I knew they were those kind of parents, but...
context: Kushi... eda...\I'm sorry.\Minorin misunderstood everything because I was intruding at your house.\No, that's -\Your place was...\You see, I struggled so much with my parents that when I said I wanted to leave,\they simply gave me that apartment.\I knew they were those kind of parents, but... response:	The cookies were salty, weren't they?
context: I'm sorry.\Minorin misunderstood everything because I was intruding at your house.\No, that's -\Your place was...\You see, I struggled so much with my parents that when I said I wanted to leave,\they simply gave me that apartment.\I knew they were those kind of parents, but...\The cookies were salty, weren't they? response:	I was frustrated when I found them in pieces, so I ate some.
context: Minorin misunderstood everything because I was intruding at your house.\No, that's -\Your place was...\You see, I struggled so much with my parents that when I said I wanted to leave,\they simply gave me that apartment.\I knew they were those kind of parents, but...\The cookies were salty, weren't they?\I was frustrated when I found them in pieces, so I ate some. response:	They were horrible!
context: No, that's -\Your place was...\You see, I struggled so much with my parents that when I said I wanted to leave,\they simply gave me that apartment.\I knew they were those kind of parents, but...\The cookies were salty, weren't they?\I was frustrated when I found them in pieces, so I ate some.\They were horrible! response:	Yet you ate all of them.
context: Your place was...\You see, I struggled so much with my parents that when I said I wanted to leave,\they simply gave me that apartment.\I knew they were those kind of parents, but...\The cookies were salty, weren't they?\I was frustrated when I found them in pieces, so I ate some.\They were horrible!\Yet you ate all of them. response:	You even lied about their taste.
context: You see, I struggled so much with my parents that when I said I wanted to leave,\they simply gave me that apartment.\I knew they were those kind of parents, but...\The cookies were salty, weren't they?\I was frustrated when I found them in pieces, so I ate some.\They were horrible!\Yet you ate all of them.\You even lied about their taste. response:	Even if you're a mongrel, your fur will shed if you keep being so nice to everyone.
context: they simply gave me that apartment.\I knew they were those kind of parents, but...\The cookies were salty, weren't they?\I was frustrated when I found them in pieces, so I ate some.\They were horrible!\Yet you ate all of them.\You even lied about their taste.\Even if you're a mongrel, your fur will shed if you keep being so nice to everyone. response:	Mind your own business.
context: I knew they were those kind of parents, but...\The cookies were salty, weren't they?\I was frustrated when I found them in pieces, so I ate some.\They were horrible!\Yet you ate all of them.\You even lied about their taste.\Even if you're a mongrel, your fur will shed if you keep being so nice to everyone.\Mind your own business. response:	Hey, do you also feel frustrated when you think about Minori?
context: The cookies were salty, weren't they?\I was frustrated when I found them in pieces, so I ate some.\They were horrible!\Yet you ate all of them.\You even lied about their taste.\Even if you're a mongrel, your fur will shed if you keep being so nice to everyone.\Mind your own business.\Hey, do you also feel frustrated when you think about Minori? response:	Yeah, I do.
context: I was frustrated when I found them in pieces, so I ate some.\They were horrible!\Yet you ate all of them.\You even lied about their taste.\Even if you're a mongrel, your fur will shed if you keep being so nice to everyone.\Mind your own business.\Hey, do you also feel frustrated when you think about Minori?\Yeah, I do. response:	Yeah, I guess you would...
context: They were horrible!\Yet you ate all of them.\You even lied about their taste.\Even if you're a mongrel, your fur will shed if you keep being so nice to everyone.\Mind your own business.\Hey, do you also feel frustrated when you think about Minori?\Yeah, I do.\Yeah, I guess you would... response:	Aisaka?
context: Yet you ate all of them.\You even lied about their taste.\Even if you're a mongrel, your fur will shed if you keep being so nice to everyone.\Mind your own business.\Hey, do you also feel frustrated when you think about Minori?\Yeah, I do.\Yeah, I guess you would...\Aisaka? response:	Why doesn't anyone understand us?
context: You even lied about their taste.\Even if you're a mongrel, your fur will shed if you keep being so nice to everyone.\Mind your own business.\Hey, do you also feel frustrated when you think about Minori?\Yeah, I do.\Yeah, I guess you would...\Aisaka?\Why doesn't anyone understand us? response:	Even when we're so troubled, why doesn't anyone support us?
context: Even if you're a mongrel, your fur will shed if you keep being so nice to everyone.\Mind your own business.\Hey, do you also feel frustrated when you think about Minori?\Yeah, I do.\Yeah, I guess you would...\Aisaka?\Why doesn't anyone understand us?\Even when we're so troubled, why doesn't anyone support us? response:	Really, everyone...
context: Mind your own business.\Hey, do you also feel frustrated when you think about Minori?\Yeah, I do.\Yeah, I guess you would...\Aisaka?\Why doesn't anyone understand us?\Even when we're so troubled, why doesn't anyone support us?\Really, everyone... response:	Everyone's... Everyone's...
context: Hey, do you also feel frustrated when you think about Minori?\Yeah, I do.\Yeah, I guess you would...\Aisaka?\Why doesn't anyone understand us?\Even when we're so troubled, why doesn't anyone support us?\Really, everyone...\Everyone's... Everyone's... response:	Piss ing me off!
context: Yeah, I do.\Yeah, I guess you would...\Aisaka?\Why doesn't anyone understand us?\Even when we're so troubled, why doesn't anyone support us?\Really, everyone...\Everyone's... Everyone's...\Piss ing me off! response:	Pissing me off!
context: Yeah, I guess you would...\Aisaka?\Why doesn't anyone understand us?\Even when we're so troubled, why doesn't anyone support us?\Really, everyone...\Everyone's... Everyone's...\Piss ing me off!\Pissing me off! response:	Pissing me off!
context: Aisaka?\Why doesn't anyone understand us?\Even when we're so troubled, why doesn't anyone support us?\Really, everyone...\Everyone's... Everyone's...\Piss ing me off!\Pissing me off!\Pissing me off! response:	Pissing me off!
context: Why doesn't anyone understand us?\Even when we're so troubled, why doesn't anyone support us?\Really, everyone...\Everyone's... Everyone's...\Piss ing me off!\Pissing me off!\Pissing me off!\Pissing me off! response:	Pissing me off!
context: Even when we're so troubled, why doesn't anyone support us?\Really, everyone...\Everyone's... Everyone's...\Piss ing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off! response:	Pissing me off!
context: Really, everyone...\Everyone's... Everyone's...\Piss ing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off! response:	Pissing me off!
context: Everyone's... Everyone's...\Piss ing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off! response:	Who's the Palmtop Tiger?!
context: Piss ing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Who's the Palmtop Tiger?! response:	I'm not okay with being that at all!
context: Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Who's the Palmtop Tiger?!\I'm not okay with being that at all! response:	Minorin, you idiot!
context: Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Who's the Palmtop Tiger?!\I'm not okay with being that at all!\Minorin, you idiot! response:	Kitamura-kun, you idiot!
context: Pissing me off!\Pissing me off!\Pissing me off!\Pissing me off!\Who's the Palmtop Tiger?!\I'm not okay with being that at all!\Minorin, you idiot!\Kitamura-kun, you idiot! response:	Why won't you listen to me?!
context: Pissing me off!\Pissing me off!\Pissing me off!\Who's the Palmtop Tiger?!\I'm not okay with being that at all!\Minorin, you idiot!\Kitamura-kun, you idiot!\Why won't you listen to me?! response:	Even Mum, even Dad, no one...
context: Pissing me off!\Pissing me off!\Who's the Palmtop Tiger?!\I'm not okay with being that at all!\Minorin, you idiot!\Kitamura-kun, you idiot!\Why won't you listen to me?!\Even Mum, even Dad, no one... response:	I'll help out.
context: Pissing me off!\Who's the Palmtop Tiger?!\I'm not okay with being that at all!\Minorin, you idiot!\Kitamura-kun, you idiot!\Why won't you listen to me?!\Even Mum, even Dad, no one...\I'll help out. response:	Do you have a problem with me being small?!
context: Who's the Palmtop Tiger?!\I'm not okay with being that at all!\Minorin, you idiot!\Kitamura-kun, you idiot!\Why won't you listen to me?!\Even Mum, even Dad, no one...\I'll help out.\Do you have a problem with me being small?! response:	Stop calling me a delinquent just because of my appearance!
context: I'm not okay with being that at all!\Minorin, you idiot!\Kitamura-kun, you idiot!\Why won't you listen to me?!\Even Mum, even Dad, no one...\I'll help out.\Do you have a problem with me being small?!\Stop calling me a delinquent just because of my appearance! response:	Do you have a problem with us being together in front of everyone?!
context: Minorin, you idiot!\Kitamura-kun, you idiot!\Why won't you listen to me?!\Even Mum, even Dad, no one...\I'll help out.\Do you have a problem with me being small?!\Stop calling me a delinquent just because of my appearance!\Do you have a problem with us being together in front of everyone?! response:	I'm sorry for having evil-looking eyes!
context: Kitamura-kun, you idiot!\Why won't you listen to me?!\Even Mum, even Dad, no one...\I'll help out.\Do you have a problem with me being small?!\Stop calling me a delinquent just because of my appearance!\Do you have a problem with us being together in front of everyone?!\I'm sorry for having evil-looking eyes! response:	Hey, are you okay?
context: Why won't you listen to me?!\Even Mum, even Dad, no one...\I'll help out.\Do you have a problem with me being small?!\Stop calling me a delinquent just because of my appearance!\Do you have a problem with us being together in front of everyone?!\I'm sorry for having evil-looking eyes!\Hey, are you okay? response:	Hey Ryuuji, isn't this pole tilted now?
context: Even Mum, even Dad, no one...\I'll help out.\Do you have a problem with me being small?!\Stop calling me a delinquent just because of my appearance!\Do you have a problem with us being together in front of everyone?!\I'm sorry for having evil-looking eyes!\Hey, are you okay?\Hey Ryuuji, isn't this pole tilted now? response:	Huh? That's not poss -
context: I'll help out.\Do you have a problem with me being small?!\Stop calling me a delinquent just because of my appearance!\Do you have a problem with us being together in front of everyone?!\I'm sorry for having evil-looking eyes!\Hey, are you okay?\Hey Ryuuji, isn't this pole tilted now?\Huh? That's not poss - response:	It is tilted!
context: Do you have a problem with me being small?!\Stop calling me a delinquent just because of my appearance!\Do you have a problem with us being together in front of everyone?!\I'm sorry for having evil-looking eyes!\Hey, are you okay?\Hey Ryuuji, isn't this pole tilted now?\Huh? That's not poss -\It is tilted! response:	See?!
context: Stop calling me a delinquent just because of my appearance!\Do you have a problem with us being together in front of everyone?!\I'm sorry for having evil-looking eyes!\Hey, are you okay?\Hey Ryuuji, isn't this pole tilted now?\Huh? That's not poss -\It is tilted!\See?! response:	Yes!
context: Do you have a problem with us being together in front of everyone?!\I'm sorry for having evil-looking eyes!\Hey, are you okay?\Hey Ryuuji, isn't this pole tilted now?\Huh? That's not poss -\It is tilted!\See?!\Yes! response:	We won, we won!
context: I'm sorry for having evil-looking eyes!\Hey, are you okay?\Hey Ryuuji, isn't this pole tilted now?\Huh? That's not poss -\It is tilted!\See?!\Yes!\We won, we won! response:	All right, I've decided!
context: Hey, are you okay?\Hey Ryuuji, isn't this pole tilted now?\Huh? That's not poss -\It is tilted!\See?!\Yes!\We won, we won!\All right, I've decided! response:	Tomorrow, I will confess to Kitamura-kun.
context: Hey Ryuuji, isn't this pole tilted now?\Huh? That's not poss -\It is tilted!\See?!\Yes!\We won, we won!\All right, I've decided!\Tomorrow, I will confess to Kitamura-kun. response:	It'll all be over then.
context: Huh? That's not poss -\It is tilted!\See?!\Yes!\We won, we won!\All right, I've decided!\Tomorrow, I will confess to Kitamura-kun.\It'll all be over then. response:	Over?
context: It is tilted!\See?!\Yes!\We won, we won!\All right, I've decided!\Tomorrow, I will confess to Kitamura-kun.\It'll all be over then.\Over? response:	Your services as a dog will be over.
context: See?!\Yes!\We won, we won!\All right, I've decided!\Tomorrow, I will confess to Kitamura-kun.\It'll all be over then.\Over?\Your services as a dog will be over. response:	As of tomorrow, we're just classmates who live close to each other.
context: Yes!\We won, we won!\All right, I've decided!\Tomorrow, I will confess to Kitamura-kun.\It'll all be over then.\Over?\Your services as a dog will be over.\As of tomorrow, we're just classmates who live close to each other. response:	And that's all there is to it.
context: We won, we won!\All right, I've decided!\Tomorrow, I will confess to Kitamura-kun.\It'll all be over then.\Over?\Your services as a dog will be over.\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it. response:	Bye bye, Takasu-kun.
context: All right, I've decided!\Tomorrow, I will confess to Kitamura-kun.\It'll all be over then.\Over?\Your services as a dog will be over.\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\Bye bye, Takasu-kun. response:	Yeah...
context: Tomorrow, I will confess to Kitamura-kun.\It'll all be over then.\Over?\Your services as a dog will be over.\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\Bye bye, Takasu-kun.\Yeah... response:	Ryuu-chan...
context: It'll all be over then.\Over?\Your services as a dog will be over.\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\Bye bye, Takasu-kun.\Yeah...\Ryuu-chan... response:	Aren't we having breakfast really early today?
context: Over?\Your services as a dog will be over.\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\Bye bye, Takasu-kun.\Yeah...\Ryuu-chan...\Aren't we having breakfast really early today? response:	Ya-chan likes canned mackerel...
context: Your services as a dog will be over.\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\Bye bye, Takasu-kun.\Yeah...\Ryuu-chan...\Aren't we having breakfast really early today?\Ya-chan likes canned mackerel... response:	Is Taiga-chan still sleeping?
context: As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\Bye bye, Takasu-kun.\Yeah...\Ryuu-chan...\Aren't we having breakfast really early today?\Ya-chan likes canned mackerel...\Is Taiga-chan still sleeping? response:	I don't know.
context: And that's all there is to it.\Bye bye, Takasu-kun.\Yeah...\Ryuu-chan...\Aren't we having breakfast really early today?\Ya-chan likes canned mackerel...\Is Taiga-chan still sleeping?\I don't know. response:	Did you have a fight?
context: Bye bye, Takasu-kun.\Yeah...\Ryuu-chan...\Aren't we having breakfast really early today?\Ya-chan likes canned mackerel...\Is Taiga-chan still sleeping?\I don't know.\Did you have a fight? response:	No, we didn't.
context: Yeah...\Ryuu-chan...\Aren't we having breakfast really early today?\Ya-chan likes canned mackerel...\Is Taiga-chan still sleeping?\I don't know.\Did you have a fight?\No, we didn't. response:	I'm so bored.
context: Ryuu-chan...\Aren't we having breakfast really early today?\Ya-chan likes canned mackerel...\Is Taiga-chan still sleeping?\I don't know.\Did you have a fight?\No, we didn't.\I'm so bored. response:	Right?
context: Aren't we having breakfast really early today?\Ya-chan likes canned mackerel...\Is Taiga-chan still sleeping?\I don't know.\Did you have a fight?\No, we didn't.\I'm so bored.\Right? response:	Yes.
context: Ya-chan likes canned mackerel...\Is Taiga-chan still sleeping?\I don't know.\Did you have a fight?\No, we didn't.\I'm so bored.\Right?\Yes. response:	H-Hey.
context: Is Taiga-chan still sleeping?\I don't know.\Did you have a fight?\No, we didn't.\I'm so bored.\Right?\Yes.\H-Hey. response:	Did she...?
context: I don't know.\Did you have a fight?\No, we didn't.\I'm so bored.\Right?\Yes.\H-Hey.\Did she...? response:	T-Takasu, we're sorry.
context: Did you have a fight?\No, we didn't.\I'm so bored.\Right?\Yes.\H-Hey.\Did she...?\T-Takasu, we're sorry. response:	We spread all those weird rumours...
context: No, we didn't.\I'm so bored.\Right?\Yes.\H-Hey.\Did she...?\T-Takasu, we're sorry.\We spread all those weird rumours... response:	Aisaka-san got mad at us.
context: I'm so bored.\Right?\Yes.\H-Hey.\Did she...?\T-Takasu, we're sorry.\We spread all those weird rumours...\Aisaka-san got mad at us. response:	Huh?
context: Right?\Yes.\H-Hey.\Did she...?\T-Takasu, we're sorry.\We spread all those weird rumours...\Aisaka-san got mad at us.\Huh? response:	There's nothing between me and Ryuuji.
context: Yes.\H-Hey.\Did she...?\T-Takasu, we're sorry.\We spread all those weird rumours...\Aisaka-san got mad at us.\Huh?\There's nothing between me and Ryuuji. response:	Saying you're not a delinquent, making a huge mess...
context: H-Hey.\Did she...?\T-Takasu, we're sorry.\We spread all those weird rumours...\Aisaka-san got mad at us.\Huh?\There's nothing between me and Ryuuji.\Saying you're not a delinquent, making a huge mess... response:	She really is scary, that Palmtop Tiger.
context: Did she...?\T-Takasu, we're sorry.\We spread all those weird rumours...\Aisaka-san got mad at us.\Huh?\There's nothing between me and Ryuuji.\Saying you're not a delinquent, making a huge mess...\She really is scary, that Palmtop Tiger. response:	But I said that Takasu isn't as scary as he looks, right?
context: T-Takasu, we're sorry.\We spread all those weird rumours...\Aisaka-san got mad at us.\Huh?\There's nothing between me and Ryuuji.\Saying you're not a delinquent, making a huge mess...\She really is scary, that Palmtop Tiger.\But I said that Takasu isn't as scary as he looks, right? response:	What, when did you?
context: We spread all those weird rumours...\Aisaka-san got mad at us.\Huh?\There's nothing between me and Ryuuji.\Saying you're not a delinquent, making a huge mess...\She really is scary, that Palmtop Tiger.\But I said that Takasu isn't as scary as he looks, right?\What, when did you? response:	More importantly, If we don't clean this up, won't we be in trouble?
context: Aisaka-san got mad at us.\Huh?\There's nothing between me and Ryuuji.\Saying you're not a delinquent, making a huge mess...\She really is scary, that Palmtop Tiger.\But I said that Takasu isn't as scary as he looks, right?\What, when did you?\More importantly, If we don't clean this up, won't we be in trouble? response:	Kushieda.
context: Huh?\There's nothing between me and Ryuuji.\Saying you're not a delinquent, making a huge mess...\She really is scary, that Palmtop Tiger.\But I said that Takasu isn't as scary as he looks, right?\What, when did you?\More importantly, If we don't clean this up, won't we be in trouble?\Kushieda. response:	Takasu-kun, I'm sorry.
context: There's nothing between me and Ryuuji.\Saying you're not a delinquent, making a huge mess...\She really is scary, that Palmtop Tiger.\But I said that Takasu isn't as scary as he looks, right?\What, when did you?\More importantly, If we don't clean this up, won't we be in trouble?\Kushieda.\Takasu-kun, I'm sorry. response:	A-About what?
context: Saying you're not a delinquent, making a huge mess...\She really is scary, that Palmtop Tiger.\But I said that Takasu isn't as scary as he looks, right?\What, when did you?\More importantly, If we don't clean this up, won't we be in trouble?\Kushieda.\Takasu-kun, I'm sorry.\A-About what? response:	You see, Taiga was saying...
context: She really is scary, that Palmtop Tiger.\But I said that Takasu isn't as scary as he looks, right?\What, when did you?\More importantly, If we don't clean this up, won't we be in trouble?\Kushieda.\Takasu-kun, I'm sorry.\A-About what?\You see, Taiga was saying... response:	I'm absolutely not going out with Takasu-kun.
context: But I said that Takasu isn't as scary as he looks, right?\What, when did you?\More importantly, If we don't clean this up, won't we be in trouble?\Kushieda.\Takasu-kun, I'm sorry.\A-About what?\You see, Taiga was saying...\I'm absolutely not going out with Takasu-kun. response:	So this is all a misunderstanding.
context: What, when did you?\More importantly, If we don't clean this up, won't we be in trouble?\Kushieda.\Takasu-kun, I'm sorry.\A-About what?\You see, Taiga was saying...\I'm absolutely not going out with Takasu-kun.\So this is all a misunderstanding. response:	She especially wanted me to be aware of this...
context: More importantly, If we don't clean this up, won't we be in trouble?\Kushieda.\Takasu-kun, I'm sorry.\A-About what?\You see, Taiga was saying...\I'm absolutely not going out with Takasu-kun.\So this is all a misunderstanding.\She especially wanted me to be aware of this... response:	And she had this kind of desperate, serious look about her.
context: Kushieda.\Takasu-kun, I'm sorry.\A-About what?\You see, Taiga was saying...\I'm absolutely not going out with Takasu-kun.\So this is all a misunderstanding.\She especially wanted me to be aware of this...\And she had this kind of desperate, serious look about her. response:	But does that mean she...
context: Takasu-kun, I'm sorry.\A-About what?\You see, Taiga was saying...\I'm absolutely not going out with Takasu-kun.\So this is all a misunderstanding.\She especially wanted me to be aware of this...\And she had this kind of desperate, serious look about her.\But does that mean she... response:	Does that mean she -
context: A-About what?\You see, Taiga was saying...\I'm absolutely not going out with Takasu-kun.\So this is all a misunderstanding.\She especially wanted me to be aware of this...\And she had this kind of desperate, serious look about her.\But does that mean she...\Does that mean she - response:	Do you know, Takasu-kun?
context: You see, Taiga was saying...\I'm absolutely not going out with Takasu-kun.\So this is all a misunderstanding.\She especially wanted me to be aware of this...\And she had this kind of desperate, serious look about her.\But does that mean she...\Does that mean she -\Do you know, Takasu-kun? response:	Takasu-kun?
context: I'm absolutely not going out with Takasu-kun.\So this is all a misunderstanding.\She especially wanted me to be aware of this...\And she had this kind of desperate, serious look about her.\But does that mean she...\Does that mean she -\Do you know, Takasu-kun?\Takasu-kun? response:	What does she think she's doing?
context: So this is all a misunderstanding.\She especially wanted me to be aware of this...\And she had this kind of desperate, serious look about her.\But does that mean she...\Does that mean she -\Do you know, Takasu-kun?\Takasu-kun?\What does she think she's doing? response:	Weren't you going to confess to Kitamura today?!
context: She especially wanted me to be aware of this...\And she had this kind of desperate, serious look about her.\But does that mean she...\Does that mean she -\Do you know, Takasu-kun?\Takasu-kun?\What does she think she's doing?\Weren't you going to confess to Kitamura today?! response:	This isn't the time to be worrying about me!
context: And she had this kind of desperate, serious look about her.\But does that mean she...\Does that mean she -\Do you know, Takasu-kun?\Takasu-kun?\What does she think she's doing?\Weren't you going to confess to Kitamura today?!\This isn't the time to be worrying about me! response:	As of tomorrow, we're just classmates who live close to each other.
context: But does that mean she...\Does that mean she -\Do you know, Takasu-kun?\Takasu-kun?\What does she think she's doing?\Weren't you going to confess to Kitamura today?!\This isn't the time to be worrying about me!\As of tomorrow, we're just classmates who live close to each other. response:	And that's all there is to it.
context: Does that mean she -\Do you know, Takasu-kun?\Takasu-kun?\What does she think she's doing?\Weren't you going to confess to Kitamura today?!\This isn't the time to be worrying about me!\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it. response:	And that's all there is to it?
context: Do you know, Takasu-kun?\Takasu-kun?\What does she think she's doing?\Weren't you going to confess to Kitamura today?!\This isn't the time to be worrying about me!\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\And that's all there is to it? response:	Kitamura-kun!
context: Takasu-kun?\What does she think she's doing?\Weren't you going to confess to Kitamura today?!\This isn't the time to be worrying about me!\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\And that's all there is to it?\Kitamura-kun! response:	I have feelings, um...
context: What does she think she's doing?\Weren't you going to confess to Kitamura today?!\This isn't the time to be worrying about me!\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\And that's all there is to it?\Kitamura-kun!\I have feelings, um... response:	I, uh... That is...
context: Weren't you going to confess to Kitamura today?!\This isn't the time to be worrying about me!\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\And that's all there is to it?\Kitamura-kun!\I have feelings, um...\I, uh... That is... response:	Why are you doing it right after arriving at school?
context: This isn't the time to be worrying about me!\As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\And that's all there is to it?\Kitamura-kun!\I have feelings, um...\I, uh... That is...\Why are you doing it right after arriving at school? response:	If things don't turn out well, this will be one hell of a bad day, you know.
context: As of tomorrow, we're just classmates who live close to each other.\And that's all there is to it.\And that's all there is to it?\Kitamura-kun!\I have feelings, um...\I, uh... That is...\Why are you doing it right after arriving at school?\If things don't turn out well, this will be one hell of a bad day, you know. response:	Um, uh...
context: And that's all there is to it.\And that's all there is to it?\Kitamura-kun!\I have feelings, um...\I, uh... That is...\Why are you doing it right after arriving at school?\If things don't turn out well, this will be one hell of a bad day, you know.\Um, uh... response:	Wait up.
context: And that's all there is to it?\Kitamura-kun!\I have feelings, um...\I, uh... That is...\Why are you doing it right after arriving at school?\If things don't turn out well, this will be one hell of a bad day, you know.\Um, uh...\Wait up. response:	I think I know how this conversation's going to end.
context: Kitamura-kun!\I have feelings, um...\I, uh... That is...\Why are you doing it right after arriving at school?\If things don't turn out well, this will be one hell of a bad day, you know.\Um, uh...\Wait up.\I think I know how this conversation's going to end. response:	But before that, I'd like to confirm something.
context: I have feelings, um...\I, uh... That is...\Why are you doing it right after arriving at school?\If things don't turn out well, this will be one hell of a bad day, you know.\Um, uh...\Wait up.\I think I know how this conversation's going to end.\But before that, I'd like to confirm something. response:	Aren't you dating Takasu-kun?
context: I, uh... That is...\Why are you doing it right after arriving at school?\If things don't turn out well, this will be one hell of a bad day, you know.\Um, uh...\Wait up.\I think I know how this conversation's going to end.\But before that, I'd like to confirm something.\Aren't you dating Takasu-kun? response:	That was just Minorin misunderstanding things!
context: Why are you doing it right after arriving at school?\If things don't turn out well, this will be one hell of a bad day, you know.\Um, uh...\Wait up.\I think I know how this conversation's going to end.\But before that, I'd like to confirm something.\Aren't you dating Takasu-kun?\That was just Minorin misunderstanding things! response:	There's nothing between us!
context: If things don't turn out well, this will be one hell of a bad day, you know.\Um, uh...\Wait up.\I think I know how this conversation's going to end.\But before that, I'd like to confirm something.\Aren't you dating Takasu-kun?\That was just Minorin misunderstanding things!\There's nothing between us! response:	So you don't like him?
context: Um, uh...\Wait up.\I think I know how this conversation's going to end.\But before that, I'd like to confirm something.\Aren't you dating Takasu-kun?\That was just Minorin misunderstanding things!\There's nothing between us!\So you don't like him? response:	It's not like that!
context: Wait up.\I think I know how this conversation's going to end.\But before that, I'd like to confirm something.\Aren't you dating Takasu-kun?\That was just Minorin misunderstanding things!\There's nothing between us!\So you don't like him?\It's not like that! response:	Our houses just happen to be close to each other.
context: I think I know how this conversation's going to end.\But before that, I'd like to confirm something.\Aren't you dating Takasu-kun?\That was just Minorin misunderstanding things!\There's nothing between us!\So you don't like him?\It's not like that!\Our houses just happen to be close to each other. response:	It has nothing to do with me liking him or not.
context: But before that, I'd like to confirm something.\Aren't you dating Takasu-kun?\That was just Minorin misunderstanding things!\There's nothing between us!\So you don't like him?\It's not like that!\Our houses just happen to be close to each other.\It has nothing to do with me liking him or not. response:	Then, do you dislike him?
context: Aren't you dating Takasu-kun?\That was just Minorin misunderstanding things!\There's nothing between us!\So you don't like him?\It's not like that!\Our houses just happen to be close to each other.\It has nothing to do with me liking him or not.\Then, do you dislike him? response:	I don't dislike him.
context: That was just Minorin misunderstanding things!\There's nothing between us!\So you don't like him?\It's not like that!\Our houses just happen to be close to each other.\It has nothing to do with me liking him or not.\Then, do you dislike him?\I don't dislike him. response:	But it's not about that!
context: There's nothing between us!\So you don't like him?\It's not like that!\Our houses just happen to be close to each other.\It has nothing to do with me liking him or not.\Then, do you dislike him?\I don't dislike him.\But it's not about that! response:	Um, you see, Takasu-kun is...
context: So you don't like him?\It's not like that!\Our houses just happen to be close to each other.\It has nothing to do with me liking him or not.\Then, do you dislike him?\I don't dislike him.\But it's not about that!\Um, you see, Takasu-kun is... response:	Yes, fried rice!
context: It's not like that!\Our houses just happen to be close to each other.\It has nothing to do with me liking him or not.\Then, do you dislike him?\I don't dislike him.\But it's not about that!\Um, you see, Takasu-kun is...\Yes, fried rice! response:	Ryuuji made me delicious fried rice!
context: Our houses just happen to be close to each other.\It has nothing to do with me liking him or not.\Then, do you dislike him?\I don't dislike him.\But it's not about that!\Um, you see, Takasu-kun is...\Yes, fried rice!\Ryuuji made me delicious fried rice! response:	He cheered me up...
context: It has nothing to do with me liking him or not.\Then, do you dislike him?\I don't dislike him.\But it's not about that!\Um, you see, Takasu-kun is...\Yes, fried rice!\Ryuuji made me delicious fried rice!\He cheered me up... response:	He even lied to make me feel better...
context: Then, do you dislike him?\I don't dislike him.\But it's not about that!\Um, you see, Takasu-kun is...\Yes, fried rice!\Ryuuji made me delicious fried rice!\He cheered me up...\He even lied to make me feel better... response:	Being there for me...
context: I don't dislike him.\But it's not about that!\Um, you see, Takasu-kun is...\Yes, fried rice!\Ryuuji made me delicious fried rice!\He cheered me up...\He even lied to make me feel better...\Being there for me... response:	Because Ryuuji was there, because he was supporting me...
context: But it's not about that!\Um, you see, Takasu-kun is...\Yes, fried rice!\Ryuuji made me delicious fried rice!\He cheered me up...\He even lied to make me feel better...\Being there for me...\Because Ryuuji was there, because he was supporting me... response:	Because of that, I'm able to stand here like this!
context: Um, you see, Takasu-kun is...\Yes, fried rice!\Ryuuji made me delicious fried rice!\He cheered me up...\He even lied to make me feel better...\Being there for me...\Because Ryuuji was there, because he was supporting me...\Because of that, I'm able to stand here like this! response:	I'm in love with you, Kitamura-kun!
