context: My family was rich. response:	I was sickly since birth...
context: It's none of my business,\but Arima sure has strange tastes.\Oh, but I guess she's cute when she keeps her mouth shut.\Let's have lunch.\Okay Arima, say aah\What're you thinking?!\No, I don't want any!\C'mon, say aah! response:	No!
context: but Arima sure has strange tastes.\Oh, but I guess she's cute when she keeps her mouth shut.\Let's have lunch.\Okay Arima, say aah\What're you thinking?!\No, I don't want any!\C'mon, say aah!\No! response:	Hey, what the?! Hideaki you moron, let me go!
context: Oh, but I guess she's cute when she keeps her mouth shut.\Let's have lunch.\Okay Arima, say aah\What're you thinking?!\No, I don't want any!\C'mon, say aah!\No!\Hey, what the?! Hideaki you moron, let me go! response:	No!
context: Let's have lunch.\Okay Arima, say aah\What're you thinking?!\No, I don't want any!\C'mon, say aah!\No!\Hey, what the?! Hideaki you moron, let me go!\No! response:	Violating someone is so fun!
context: Okay Arima, say aah\What're you thinking?!\No, I don't want any!\C'mon, say aah!\No!\Hey, what the?! Hideaki you moron, let me go!\No!\Violating someone is so fun! response:	It's addictive.
context: What're you thinking?!\No, I don't want any!\C'mon, say aah!\No!\Hey, what the?! Hideaki you moron, let me go!\No!\Violating someone is so fun!\It's addictive. response:	Are you all idiots?
context: No, I don't want any!\C'mon, say aah!\No!\Hey, what the?! Hideaki you moron, let me go!\No!\Violating someone is so fun!\It's addictive.\Are you all idiots? response:	You're not eating with Sakura's gang today?
context: C'mon, say aah!\No!\Hey, what the?! Hideaki you moron, let me go!\No!\Violating someone is so fun!\It's addictive.\Are you all idiots?\You're not eating with Sakura's gang today? response:	Sakura?
context: No!\Hey, what the?! Hideaki you moron, let me go!\No!\Violating someone is so fun!\It's addictive.\Are you all idiots?\You're not eating with Sakura's gang today?\Sakura? response:	Yeah, I want to pay attention to just you sometimes.
context: Hey, what the?! Hideaki you moron, let me go!\No!\Violating someone is so fun!\It's addictive.\Are you all idiots?\You're not eating with Sakura's gang today?\Sakura?\Yeah, I want to pay attention to just you sometimes. response:	Plus, this week...
context: No!\Violating someone is so fun!\It's addictive.\Are you all idiots?\You're not eating with Sakura's gang today?\Sakura?\Yeah, I want to pay attention to just you sometimes.\Plus, this week... response:	What?
context: Violating someone is so fun!\It's addictive.\Are you all idiots?\You're not eating with Sakura's gang today?\Sakura?\Yeah, I want to pay attention to just you sometimes.\Plus, this week...\What? response:	Aya-chan wrote this screenplay.
context: It's addictive.\Are you all idiots?\You're not eating with Sakura's gang today?\Sakura?\Yeah, I want to pay attention to just you sometimes.\Plus, this week...\What?\Aya-chan wrote this screenplay. response:	She wants us to perform it at the Culture Fair...
context: Are you all idiots?\You're not eating with Sakura's gang today?\Sakura?\Yeah, I want to pay attention to just you sometimes.\Plus, this week...\What?\Aya-chan wrote this screenplay.\She wants us to perform it at the Culture Fair... response:	You should do it. I'd love to see it.
context: You're not eating with Sakura's gang today?\Sakura?\Yeah, I want to pay attention to just you sometimes.\Plus, this week...\What?\Aya-chan wrote this screenplay.\She wants us to perform it at the Culture Fair...\You should do it. I'd love to see it. response:	No way! You're just pulling my leg.
context: Sakura?\Yeah, I want to pay attention to just you sometimes.\Plus, this week...\What?\Aya-chan wrote this screenplay.\She wants us to perform it at the Culture Fair...\You should do it. I'd love to see it.\No way! You're just pulling my leg. response:	I can't act in front of people!
context: Yeah, I want to pay attention to just you sometimes.\Plus, this week...\What?\Aya-chan wrote this screenplay.\She wants us to perform it at the Culture Fair...\You should do it. I'd love to see it.\No way! You're just pulling my leg.\I can't act in front of people! response:	That's why I'm avoiding her!
context: Plus, this week...\What?\Aya-chan wrote this screenplay.\She wants us to perform it at the Culture Fair...\You should do it. I'd love to see it.\No way! You're just pulling my leg.\I can't act in front of people!\That's why I'm avoiding her! response:	What?
context: What?\Aya-chan wrote this screenplay.\She wants us to perform it at the Culture Fair...\You should do it. I'd love to see it.\No way! You're just pulling my leg.\I can't act in front of people!\That's why I'm avoiding her!\What? response:	Are you trying to pit a play against my dinner show?
context: Aya-chan wrote this screenplay.\She wants us to perform it at the Culture Fair...\You should do it. I'd love to see it.\No way! You're just pulling my leg.\I can't act in front of people!\That's why I'm avoiding her!\What?\Are you trying to pit a play against my dinner show? response:	Shut up!
context: She wants us to perform it at the Culture Fair...\You should do it. I'd love to see it.\No way! You're just pulling my leg.\I can't act in front of people!\That's why I'm avoiding her!\What?\Are you trying to pit a play against my dinner show?\Shut up! response:	Your attitude when you talk about that pisses me off!
context: You should do it. I'd love to see it.\No way! You're just pulling my leg.\I can't act in front of people!\That's why I'm avoiding her!\What?\Are you trying to pit a play against my dinner show?\Shut up!\Your attitude when you talk about that pisses me off! response:	It looks like Arima...changed a little.
context: No way! You're just pulling my leg.\I can't act in front of people!\That's why I'm avoiding her!\What?\Are you trying to pit a play against my dinner show?\Shut up!\Your attitude when you talk about that pisses me off!\It looks like Arima...changed a little. response:	I really am back,
context: I can't act in front of people!\That's why I'm avoiding her!\What?\Are you trying to pit a play against my dinner show?\Shut up!\Your attitude when you talk about that pisses me off!\It looks like Arima...changed a little.\I really am back, response:	I really am back, for the first time in three years.
context: That's why I'm avoiding her!\What?\Are you trying to pit a play against my dinner show?\Shut up!\Your attitude when you talk about that pisses me off!\It looks like Arima...changed a little.\I really am back,\I really am back, for the first time in three years. response:	Sis is still running from Aya-chan in the days preparing for the Culture Fair.
context: What?\Are you trying to pit a play against my dinner show?\Shut up!\Your attitude when you talk about that pisses me off!\It looks like Arima...changed a little.\I really am back,\I really am back, for the first time in three years.\Sis is still running from Aya-chan in the days preparing for the Culture Fair. response:	But unrelated to that,
context: Are you trying to pit a play against my dinner show?\Shut up!\Your attitude when you talk about that pisses me off!\It looks like Arima...changed a little.\I really am back,\I really am back, for the first time in three years.\Sis is still running from Aya-chan in the days preparing for the Culture Fair.\But unrelated to that, response:	Tonami Takefumi's plans for revenge against?
context: Shut up!\Your attitude when you talk about that pisses me off!\It looks like Arima...changed a little.\I really am back,\I really am back, for the first time in three years.\Sis is still running from Aya-chan in the days preparing for the Culture Fair.\But unrelated to that,\Tonami Takefumi's plans for revenge against? response:	And the weird friendship that develops...
context: Your attitude when you talk about that pisses me off!\It looks like Arima...changed a little.\I really am back,\I really am back, for the first time in three years.\Sis is still running from Aya-chan in the days preparing for the Culture Fair.\But unrelated to that,\Tonami Takefumi's plans for revenge against?\And the weird friendship that develops... response:	See next Act, 14 Days Pt. 3!
