context: Atsushi-kun... response:	Risa, after thinking about it,
context: You trying to pick a fight, idiot?!\Lord.\Otani!\T-Teach me how to play basketball.\Huh? What's this all of a sudden?\Otani-kun, look over there.\Kanzaki-san seems really down for some reason.\Why don't you go on over? response:	Why? What happened to her?
context: Lord.\Otani!\T-Teach me how to play basketball.\Huh? What's this all of a sudden?\Otani-kun, look over there.\Kanzaki-san seems really down for some reason.\Why don't you go on over?\Why? What happened to her? response:	Why don't you go ask her yourself?
context: Otani!\T-Teach me how to play basketball.\Huh? What's this all of a sudden?\Otani-kun, look over there.\Kanzaki-san seems really down for some reason.\Why don't you go on over?\Why? What happened to her?\Why don't you go ask her yourself? response:	Otani!
context: T-Teach me how to play basketball.\Huh? What's this all of a sudden?\Otani-kun, look over there.\Kanzaki-san seems really down for some reason.\Why don't you go on over?\Why? What happened to her?\Why don't you go ask her yourself?\Otani! response:	Come on, come on. Hurry up.
context: Huh? What's this all of a sudden?\Otani-kun, look over there.\Kanzaki-san seems really down for some reason.\Why don't you go on over?\Why? What happened to her?\Why don't you go ask her yourself?\Otani!\Come on, come on. Hurry up. response:	That hurts!
context: Otani-kun, look over there.\Kanzaki-san seems really down for some reason.\Why don't you go on over?\Why? What happened to her?\Why don't you go ask her yourself?\Otani!\Come on, come on. Hurry up.\That hurts! response:	That hurts, you guys!
context: Kanzaki-san seems really down for some reason.\Why don't you go on over?\Why? What happened to her?\Why don't you go ask her yourself?\Otani!\Come on, come on. Hurry up.\That hurts!\That hurts, you guys! response:	Both of you, knock it off!
context: Why don't you go on over?\Why? What happened to her?\Why don't you go ask her yourself?\Otani!\Come on, come on. Hurry up.\That hurts!\That hurts, you guys!\Both of you, knock it off! response:	I can walk over there on my own!
context: Why? What happened to her?\Why don't you go ask her yourself?\Otani!\Come on, come on. Hurry up.\That hurts!\That hurts, you guys!\Both of you, knock it off!\I can walk over there on my own! response:	I'll teach you how to play basketball later, Koizumi!
context: Why don't you go ask her yourself?\Otani!\Come on, come on. Hurry up.\That hurts!\That hurts, you guys!\Both of you, knock it off!\I can walk over there on my own!\I'll teach you how to play basketball later, Koizumi! response:	Atsushi-kun...
context: Otani!\Come on, come on. Hurry up.\That hurts!\That hurts, you guys!\Both of you, knock it off!\I can walk over there on my own!\I'll teach you how to play basketball later, Koizumi!\Atsushi-kun... response:	Uh... What's wrong?
context: Come on, come on. Hurry up.\That hurts!\That hurts, you guys!\Both of you, knock it off!\I can walk over there on my own!\I'll teach you how to play basketball later, Koizumi!\Atsushi-kun...\Uh... What's wrong? response:	Did something happen?
context: That hurts!\That hurts, you guys!\Both of you, knock it off!\I can walk over there on my own!\I'll teach you how to play basketball later, Koizumi!\Atsushi-kun...\Uh... What's wrong?\Did something happen? response:	Uh... It's just, you don't seem well at all.
context: That hurts, you guys!\Both of you, knock it off!\I can walk over there on my own!\I'll teach you how to play basketball later, Koizumi!\Atsushi-kun...\Uh... What's wrong?\Did something happen?\Uh... It's just, you don't seem well at all. response:	Is that so?
context: Both of you, knock it off!\I can walk over there on my own!\I'll teach you how to play basketball later, Koizumi!\Atsushi-kun...\Uh... What's wrong?\Did something happen?\Uh... It's just, you don't seem well at all.\Is that so? response:	Oh, it's looking good.
context: I can walk over there on my own!\I'll teach you how to play basketball later, Koizumi!\Atsushi-kun...\Uh... What's wrong?\Did something happen?\Uh... It's just, you don't seem well at all.\Is that so?\Oh, it's looking good. response:	We'll get to witness the moment they get back together!
context: I'll teach you how to play basketball later, Koizumi!\Atsushi-kun...\Uh... What's wrong?\Did something happen?\Uh... It's just, you don't seem well at all.\Is that so?\Oh, it's looking good.\We'll get to witness the moment they get back together! response:	Otani, fight-o!
context: Atsushi-kun...\Uh... What's wrong?\Did something happen?\Uh... It's just, you don't seem well at all.\Is that so?\Oh, it's looking good.\We'll get to witness the moment they get back together!\Otani, fight-o! response:	What the heck are you guys doing?
context: Uh... What's wrong?\Did something happen?\Uh... It's just, you don't seem well at all.\Is that so?\Oh, it's looking good.\We'll get to witness the moment they get back together!\Otani, fight-o!\What the heck are you guys doing? response:	Atsushi-kun...
context: Did something happen?\Uh... It's just, you don't seem well at all.\Is that so?\Oh, it's looking good.\We'll get to witness the moment they get back together!\Otani, fight-o!\What the heck are you guys doing?\Atsushi-kun... response:	What?!
context: Uh... It's just, you don't seem well at all.\Is that so?\Oh, it's looking good.\We'll get to witness the moment they get back together!\Otani, fight-o!\What the heck are you guys doing?\Atsushi-kun...\What?! response:	Uh... No...
context: Is that so?\Oh, it's looking good.\We'll get to witness the moment they get back together!\Otani, fight-o!\What the heck are you guys doing?\Atsushi-kun...\What?!\Uh... No... response:	I didn't mean that...
context: Oh, it's looking good.\We'll get to witness the moment they get back together!\Otani, fight-o!\What the heck are you guys doing?\Atsushi-kun...\What?!\Uh... No...\I didn't mean that... response:	S-So, how's the giant... I mean, your boyfriend?
context: We'll get to witness the moment they get back together!\Otani, fight-o!\What the heck are you guys doing?\Atsushi-kun...\What?!\Uh... No...\I didn't mean that...\S-So, how's the giant... I mean, your boyfriend? response:	We broke up, not long ago.
context: Otani, fight-o!\What the heck are you guys doing?\Atsushi-kun...\What?!\Uh... No...\I didn't mean that...\S-So, how's the giant... I mean, your boyfriend?\We broke up, not long ago. response:	Risa...
context: What the heck are you guys doing?\Atsushi-kun...\What?!\Uh... No...\I didn't mean that...\S-So, how's the giant... I mean, your boyfriend?\We broke up, not long ago.\Risa... response:	I think I'm gonna go home, after all.
context: Atsushi-kun...\What?!\Uh... No...\I didn't mean that...\S-So, how's the giant... I mean, your boyfriend?\We broke up, not long ago.\Risa...\I think I'm gonna go home, after all. response:	Then I'll...
context: What?!\Uh... No...\I didn't mean that...\S-So, how's the giant... I mean, your boyfriend?\We broke up, not long ago.\Risa...\I think I'm gonna go home, after all.\Then I'll... response:	It's fine. I just want to be alone.
context: Uh... No...\I didn't mean that...\S-So, how's the giant... I mean, your boyfriend?\We broke up, not long ago.\Risa...\I think I'm gonna go home, after all.\Then I'll...\It's fine. I just want to be alone. response:	Risa...
context: I didn't mean that...\S-So, how's the giant... I mean, your boyfriend?\We broke up, not long ago.\Risa...\I think I'm gonna go home, after all.\Then I'll...\It's fine. I just want to be alone.\Risa... response:	Atsushi-kun?
context: S-So, how's the giant... I mean, your boyfriend?\We broke up, not long ago.\Risa...\I think I'm gonna go home, after all.\Then I'll...\It's fine. I just want to be alone.\Risa...\Atsushi-kun? response:	Wh-What?
context: We broke up, not long ago.\Risa...\I think I'm gonna go home, after all.\Then I'll...\It's fine. I just want to be alone.\Risa...\Atsushi-kun?\Wh-What? response:	Can we see each other again sometime?
context: Risa...\I think I'm gonna go home, after all.\Then I'll...\It's fine. I just want to be alone.\Risa...\Atsushi-kun?\Wh-What?\Can we see each other again sometime? response:	There's something I'd like to discuss with you.
context: I think I'm gonna go home, after all.\Then I'll...\It's fine. I just want to be alone.\Risa...\Atsushi-kun?\Wh-What?\Can we see each other again sometime?\There's something I'd like to discuss with you. response:	Right now, they're probably locked in the storage closet like before.
context: Then I'll...\It's fine. I just want to be alone.\Risa...\Atsushi-kun?\Wh-What?\Can we see each other again sometime?\There's something I'd like to discuss with you.\Right now, they're probably locked in the storage closet like before. response:	And when the door is opened, they'll probably be together again.
context: It's fine. I just want to be alone.\Risa...\Atsushi-kun?\Wh-What?\Can we see each other again sometime?\There's something I'd like to discuss with you.\Right now, they're probably locked in the storage closet like before.\And when the door is opened, they'll probably be together again. response:	What's this?
context: Risa...\Atsushi-kun?\Wh-What?\Can we see each other again sometime?\There's something I'd like to discuss with you.\Right now, they're probably locked in the storage closet like before.\And when the door is opened, they'll probably be together again.\What's this? response:	A Christmas present.
context: Atsushi-kun?\Wh-What?\Can we see each other again sometime?\There's something I'd like to discuss with you.\Right now, they're probably locked in the storage closet like before.\And when the door is opened, they'll probably be together again.\What's this?\A Christmas present. response:	You really like me that much?
context: Wh-What?\Can we see each other again sometime?\There's something I'd like to discuss with you.\Right now, they're probably locked in the storage closet like before.\And when the door is opened, they'll probably be together again.\What's this?\A Christmas present.\You really like me that much? response:	It is funny, isn't it?
context: Can we see each other again sometime?\There's something I'd like to discuss with you.\Right now, they're probably locked in the storage closet like before.\And when the door is opened, they'll probably be together again.\What's this?\A Christmas present.\You really like me that much?\It is funny, isn't it? response:	If it's me trapped in there with him, all he can do is derive amusement from me.
context: There's something I'd like to discuss with you.\Right now, they're probably locked in the storage closet like before.\And when the door is opened, they'll probably be together again.\What's this?\A Christmas present.\You really like me that much?\It is funny, isn't it?\If it's me trapped in there with him, all he can do is derive amusement from me. response:	In the end, a comedienne is no match for an ex-girlfriend.
context: Right now, they're probably locked in the storage closet like before.\And when the door is opened, they'll probably be together again.\What's this?\A Christmas present.\You really like me that much?\It is funny, isn't it?\If it's me trapped in there with him, all he can do is derive amusement from me.\In the end, a comedienne is no match for an ex-girlfriend. response:	I've had enough of that Otani!
context: And when the door is opened, they'll probably be together again.\What's this?\A Christmas present.\You really like me that much?\It is funny, isn't it?\If it's me trapped in there with him, all he can do is derive amusement from me.\In the end, a comedienne is no match for an ex-girlfriend.\I've had enough of that Otani! response:	Oh. So this is where you went.
context: What's this?\A Christmas present.\You really like me that much?\It is funny, isn't it?\If it's me trapped in there with him, all he can do is derive amusement from me.\In the end, a comedienne is no match for an ex-girlfriend.\I've had enough of that Otani!\Oh. So this is where you went. response:	If you stay in a place like this, you'll catch a cold.
context: A Christmas present.\You really like me that much?\It is funny, isn't it?\If it's me trapped in there with him, all he can do is derive amusement from me.\In the end, a comedienne is no match for an ex-girlfriend.\I've had enough of that Otani!\Oh. So this is where you went.\If you stay in a place like this, you'll catch a cold. response:	What... are you doing here?
context: You really like me that much?\It is funny, isn't it?\If it's me trapped in there with him, all he can do is derive amusement from me.\In the end, a comedienne is no match for an ex-girlfriend.\I've had enough of that Otani!\Oh. So this is where you went.\If you stay in a place like this, you'll catch a cold.\What... are you doing here? response:	I was thinking Maybe Koizumi is crying again, or something along those lines.
context: It is funny, isn't it?\If it's me trapped in there with him, all he can do is derive amusement from me.\In the end, a comedienne is no match for an ex-girlfriend.\I've had enough of that Otani!\Oh. So this is where you went.\If you stay in a place like this, you'll catch a cold.\What... are you doing here?\I was thinking Maybe Koizumi is crying again, or something along those lines. response:	Me?
context: If it's me trapped in there with him, all he can do is derive amusement from me.\In the end, a comedienne is no match for an ex-girlfriend.\I've had enough of that Otani!\Oh. So this is where you went.\If you stay in a place like this, you'll catch a cold.\What... are you doing here?\I was thinking Maybe Koizumi is crying again, or something along those lines.\Me? response:	Why?
context: In the end, a comedienne is no match for an ex-girlfriend.\I've had enough of that Otani!\Oh. So this is where you went.\If you stay in a place like this, you'll catch a cold.\What... are you doing here?\I was thinking Maybe Koizumi is crying again, or something along those lines.\Me?\Why? response:	Ugh. What an ugly expression.
context: I've had enough of that Otani!\Oh. So this is where you went.\If you stay in a place like this, you'll catch a cold.\What... are you doing here?\I was thinking Maybe Koizumi is crying again, or something along those lines.\Me?\Why?\Ugh. What an ugly expression. response:	Why...
context: Oh. So this is where you went.\If you stay in a place like this, you'll catch a cold.\What... are you doing here?\I was thinking Maybe Koizumi is crying again, or something along those lines.\Me?\Why?\Ugh. What an ugly expression.\Why... response:	Why...
context: If you stay in a place like this, you'll catch a cold.\What... are you doing here?\I was thinking Maybe Koizumi is crying again, or something along those lines.\Me?\Why?\Ugh. What an ugly expression.\Why...\Why... response:	What about Kanzaki-san?
context: What... are you doing here?\I was thinking Maybe Koizumi is crying again, or something along those lines.\Me?\Why?\Ugh. What an ugly expression.\Why...\Why...\What about Kanzaki-san? response:	It's been a while since I last spoke to Kanzaki. It was pretty exhausting, for some reason.
context: I was thinking Maybe Koizumi is crying again, or something along those lines.\Me?\Why?\Ugh. What an ugly expression.\Why...\Why...\What about Kanzaki-san?\It's been a while since I last spoke to Kanzaki. It was pretty exhausting, for some reason. response:	Because you were nervous?
context: Me?\Why?\Ugh. What an ugly expression.\Why...\Why...\What about Kanzaki-san?\It's been a while since I last spoke to Kanzaki. It was pretty exhausting, for some reason.\Because you were nervous? response:	No, it wasn't that.
context: Why?\Ugh. What an ugly expression.\Why...\Why...\What about Kanzaki-san?\It's been a while since I last spoke to Kanzaki. It was pretty exhausting, for some reason.\Because you were nervous?\No, it wasn't that. response:	Why, huh?
context: Ugh. What an ugly expression.\Why...\Why...\What about Kanzaki-san?\It's been a while since I last spoke to Kanzaki. It was pretty exhausting, for some reason.\Because you were nervous?\No, it wasn't that.\Why, huh? response:	I don't really know myself.
context: Why...\Why...\What about Kanzaki-san?\It's been a while since I last spoke to Kanzaki. It was pretty exhausting, for some reason.\Because you were nervous?\No, it wasn't that.\Why, huh?\I don't really know myself. response:	It's snowing.
context: Why...\What about Kanzaki-san?\It's been a while since I last spoke to Kanzaki. It was pretty exhausting, for some reason.\Because you were nervous?\No, it wasn't that.\Why, huh?\I don't really know myself.\It's snowing. response:	I wonder if there'll be snowdrifts tomorrow.
context: What about Kanzaki-san?\It's been a while since I last spoke to Kanzaki. It was pretty exhausting, for some reason.\Because you were nervous?\No, it wasn't that.\Why, huh?\I don't really know myself.\It's snowing.\I wonder if there'll be snowdrifts tomorrow. response:	Why...?
context: It's been a while since I last spoke to Kanzaki. It was pretty exhausting, for some reason.\Because you were nervous?\No, it wasn't that.\Why, huh?\I don't really know myself.\It's snowing.\I wonder if there'll be snowdrifts tomorrow.\Why...? response:	You idiot.
context: Because you were nervous?\No, it wasn't that.\Why, huh?\I don't really know myself.\It's snowing.\I wonder if there'll be snowdrifts tomorrow.\Why...?\You idiot. response:	What's so funny, dammit?!
context: No, it wasn't that.\Why, huh?\I don't really know myself.\It's snowing.\I wonder if there'll be snowdrifts tomorrow.\Why...?\You idiot.\What's so funny, dammit?! response:	I don't know.
context: Why, huh?\I don't really know myself.\It's snowing.\I wonder if there'll be snowdrifts tomorrow.\Why...?\You idiot.\What's so funny, dammit?!\I don't know. response:	Maybe someone like you is more suited for me.
context: I don't really know myself.\It's snowing.\I wonder if there'll be snowdrifts tomorrow.\Why...?\You idiot.\What's so funny, dammit?!\I don't know.\Maybe someone like you is more suited for me. response:	What did you say?
context: It's snowing.\I wonder if there'll be snowdrifts tomorrow.\Why...?\You idiot.\What's so funny, dammit?!\I don't know.\Maybe someone like you is more suited for me.\What did you say? response:	Just talking to myself.
context: I wonder if there'll be snowdrifts tomorrow.\Why...?\You idiot.\What's so funny, dammit?!\I don't know.\Maybe someone like you is more suited for me.\What did you say?\Just talking to myself. response:	It's looking good.
context: Why...?\You idiot.\What's so funny, dammit?!\I don't know.\Maybe someone like you is more suited for me.\What did you say?\Just talking to myself.\It's looking good. response:	Looks like it.
context: You idiot.\What's so funny, dammit?!\I don't know.\Maybe someone like you is more suited for me.\What did you say?\Just talking to myself.\It's looking good.\Looks like it. response:	Before we go home, let's go to that karaoke place by the train station again.
context: What's so funny, dammit?!\I don't know.\Maybe someone like you is more suited for me.\What did you say?\Just talking to myself.\It's looking good.\Looks like it.\Before we go home, let's go to that karaoke place by the train station again. response:	Karaoke!
context: I don't know.\Maybe someone like you is more suited for me.\What did you say?\Just talking to myself.\It's looking good.\Looks like it.\Before we go home, let's go to that karaoke place by the train station again.\Karaoke! response:	Every time Otani says or does something,
context: Maybe someone like you is more suited for me.\What did you say?\Just talking to myself.\It's looking good.\Looks like it.\Before we go home, let's go to that karaoke place by the train station again.\Karaoke!\Every time Otani says or does something, response:	My whole world has been revolving around Otani, going round and round.
context: What did you say?\Just talking to myself.\It's looking good.\Looks like it.\Before we go home, let's go to that karaoke place by the train station again.\Karaoke!\Every time Otani says or does something,\My whole world has been revolving around Otani, going round and round. response:	You're so annoying!
context: Just talking to myself.\It's looking good.\Looks like it.\Before we go home, let's go to that karaoke place by the train station again.\Karaoke!\Every time Otani says or does something,\My whole world has been revolving around Otani, going round and round.\You're so annoying! response:	What the hell?! I haven't said anything bad!
context: It's looking good.\Looks like it.\Before we go home, let's go to that karaoke place by the train station again.\Karaoke!\Every time Otani says or does something,\My whole world has been revolving around Otani, going round and round.\You're so annoying!\What the hell?! I haven't said anything bad! response:	Shut up! You seriously piss me off!
context: Looks like it.\Before we go home, let's go to that karaoke place by the train station again.\Karaoke!\Every time Otani says or does something,\My whole world has been revolving around Otani, going round and round.\You're so annoying!\What the hell?! I haven't said anything bad!\Shut up! You seriously piss me off! response:	I'm inviting you for some fun karaoke... What's that attitude?!
context: Before we go home, let's go to that karaoke place by the train station again.\Karaoke!\Every time Otani says or does something,\My whole world has been revolving around Otani, going round and round.\You're so annoying!\What the hell?! I haven't said anything bad!\Shut up! You seriously piss me off!\I'm inviting you for some fun karaoke... What's that attitude?! response:	Shut up! I told you to shut up!
context: Karaoke!\Every time Otani says or does something,\My whole world has been revolving around Otani, going round and round.\You're so annoying!\What the hell?! I haven't said anything bad!\Shut up! You seriously piss me off!\I'm inviting you for some fun karaoke... What's that attitude?!\Shut up! I told you to shut up! response:	You amazon!
context: Every time Otani says or does something,\My whole world has been revolving around Otani, going round and round.\You're so annoying!\What the hell?! I haven't said anything bad!\Shut up! You seriously piss me off!\I'm inviting you for some fun karaoke... What's that attitude?!\Shut up! I told you to shut up!\You amazon! response:	Can we see each other again sometime?
context: My whole world has been revolving around Otani, going round and round.\You're so annoying!\What the hell?! I haven't said anything bad!\Shut up! You seriously piss me off!\I'm inviting you for some fun karaoke... What's that attitude?!\Shut up! I told you to shut up!\You amazon!\Can we see each other again sometime? response:	There's something I'd like to discuss with you.
context: You're so annoying!\What the hell?! I haven't said anything bad!\Shut up! You seriously piss me off!\I'm inviting you for some fun karaoke... What's that attitude?!\Shut up! I told you to shut up!\You amazon!\Can we see each other again sometime?\There's something I'd like to discuss with you. response:	Uh... I don't think I can do that.
context: What the hell?! I haven't said anything bad!\Shut up! You seriously piss me off!\I'm inviting you for some fun karaoke... What's that attitude?!\Shut up! I told you to shut up!\You amazon!\Can we see each other again sometime?\There's something I'd like to discuss with you.\Uh... I don't think I can do that. response:	Well, there's this one hopeless idiot...
context: Shut up! You seriously piss me off!\I'm inviting you for some fun karaoke... What's that attitude?!\Shut up! I told you to shut up!\You amazon!\Can we see each other again sometime?\There's something I'd like to discuss with you.\Uh... I don't think I can do that.\Well, there's this one hopeless idiot... response:	So...
context: I'm inviting you for some fun karaoke... What's that attitude?!\Shut up! I told you to shut up!\You amazon!\Can we see each other again sometime?\There's something I'd like to discuss with you.\Uh... I don't think I can do that.\Well, there's this one hopeless idiot...\So... response:	Sorry. I don't think I can do that.
context: Shut up! I told you to shut up!\You amazon!\Can we see each other again sometime?\There's something I'd like to discuss with you.\Uh... I don't think I can do that.\Well, there's this one hopeless idiot...\So...\Sorry. I don't think I can do that. response:	The second Valentine's episode is all about the winning chocolate!
context: You amazon!\Can we see each other again sometime?\There's something I'd like to discuss with you.\Uh... I don't think I can do that.\Well, there's this one hopeless idiot...\So...\Sorry. I don't think I can do that.\The second Valentine's episode is all about the winning chocolate! response:	Winning?
context: Can we see each other again sometime?\There's something I'd like to discuss with you.\Uh... I don't think I can do that.\Well, there's this one hopeless idiot...\So...\Sorry. I don't think I can do that.\The second Valentine's episode is all about the winning chocolate!\Winning? response:	Koizumi, are you expecting to win a kiss or something?
context: There's something I'd like to discuss with you.\Uh... I don't think I can do that.\Well, there's this one hopeless idiot...\So...\Sorry. I don't think I can do that.\The second Valentine's episode is all about the winning chocolate!\Winning?\Koizumi, are you expecting to win a kiss or something? response:	This is bad! She's acting weird!
context: Uh... I don't think I can do that.\Well, there's this one hopeless idiot...\So...\Sorry. I don't think I can do that.\The second Valentine's episode is all about the winning chocolate!\Winning?\Koizumi, are you expecting to win a kiss or something?\This is bad! She's acting weird! response:	Don't try to run!
context: Well, there's this one hopeless idiot...\So...\Sorry. I don't think I can do that.\The second Valentine's episode is all about the winning chocolate!\Winning?\Koizumi, are you expecting to win a kiss or something?\This is bad! She's acting weird!\Don't try to run! response:	Lovely Complex Love Com.
context: So...\Sorry. I don't think I can do that.\The second Valentine's episode is all about the winning chocolate!\Winning?\Koizumi, are you expecting to win a kiss or something?\This is bad! She's acting weird!\Don't try to run!\Lovely Complex Love Com. response:	Next: Recapture Love! Improve as a Girl With Winning Chocolate!!
context: Sorry. I don't think I can do that.\The second Valentine's episode is all about the winning chocolate!\Winning?\Koizumi, are you expecting to win a kiss or something?\This is bad! She's acting weird!\Don't try to run!\Lovely Complex Love Com.\Next: Recapture Love! Improve as a Girl With Winning Chocolate!! response:	Be sure to watch!
context: The second Valentine's episode is all about the winning chocolate!\Winning?\Koizumi, are you expecting to win a kiss or something?\This is bad! She's acting weird!\Don't try to run!\Lovely Complex Love Com.\Next: Recapture Love! Improve as a Girl With Winning Chocolate!!\Be sure to watch! response:	Recapture Love! Improve as a Girl With Winning Chocolate!!
