context: Hey, Dororo. response:	Long time no see.
context: Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth response:	In our ugliness
context: There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness response:	We don't even recognize the pain
context: The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain response:	As we peel back the skin
context: Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin response:	We are forever tormented by our stupidity
context: There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity response:	But if the dawn never comes
context: Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes response:	Through the painful night
context: Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night response:	You who distrusts nothing
context: We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night\You who distrusts nothing response:	You will be able to love this accursed world
context: In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night\You who distrusts nothing\You will be able to love this accursed world response:	Now that we carry the world on our shoulders
context: We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night\You who distrusts nothing\You will be able to love this accursed world\Now that we carry the world on our shoulders response:	It's time to take it back
context: As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night\You who distrusts nothing\You will be able to love this accursed world\Now that we carry the world on our shoulders\It's time to take it back response:	Dororo.
context: We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night\You who distrusts nothing\You will be able to love this accursed world\Now that we carry the world on our shoulders\It's time to take it back\Dororo. response:	You there.
context: But if the dawn never comes\Through the painful night\You who distrusts nothing\You will be able to love this accursed world\Now that we carry the world on our shoulders\It's time to take it back\Dororo.\You there. response:	It must be difficult for you to travel without a leg.
context: Through the painful night\You who distrusts nothing\You will be able to love this accursed world\Now that we carry the world on our shoulders\It's time to take it back\Dororo.\You there.\It must be difficult for you to travel without a leg. response:	I know of a man who goes around giving limbs to those who've lost theirs.
context: You who distrusts nothing\You will be able to love this accursed world\Now that we carry the world on our shoulders\It's time to take it back\Dororo.\You there.\It must be difficult for you to travel without a leg.\I know of a man who goes around giving limbs to those who've lost theirs. response:	I think his name was...
context: You will be able to love this accursed world\Now that we carry the world on our shoulders\It's time to take it back\Dororo.\You there.\It must be difficult for you to travel without a leg.\I know of a man who goes around giving limbs to those who've lost theirs.\I think his name was... response:	Jiromaru
