context: I made another mistake... response:	Geez, you must be such a handful for Alicia.
context: Now this time, go to the boy sitting at the next table.\Thank you!\Amazing, amazing! That was much quicker than before!\What do you think?\Ah, yes...\He delivered them successfully.\Alice, why don't join me for a walk after you finish your parfait?\Eh? response:	Um...
context: Thank you!\Amazing, amazing! That was much quicker than before!\What do you think?\Ah, yes...\He delivered them successfully.\Alice, why don't join me for a walk after you finish your parfait?\Eh?\Um... response:	His first try took a while, didn't it?
context: Amazing, amazing! That was much quicker than before!\What do you think?\Ah, yes...\He delivered them successfully.\Alice, why don't join me for a walk after you finish your parfait?\Eh?\Um...\His first try took a while, didn't it? response:	Why didn't you point out his mistakes, like when he got sidetracked or went to the wrong table?
context: What do you think?\Ah, yes...\He delivered them successfully.\Alice, why don't join me for a walk after you finish your parfait?\Eh?\Um...\His first try took a while, didn't it?\Why didn't you point out his mistakes, like when he got sidetracked or went to the wrong table? response:	You see...
context: Ah, yes...\He delivered them successfully.\Alice, why don't join me for a walk after you finish your parfait?\Eh?\Um...\His first try took a while, didn't it?\Why didn't you point out his mistakes, like when he got sidetracked or went to the wrong table?\You see... response:	I wouldn't shout, Not that way, not that way!
context: He delivered them successfully.\Alice, why don't join me for a walk after you finish your parfait?\Eh?\Um...\His first try took a while, didn't it?\Why didn't you point out his mistakes, like when he got sidetracked or went to the wrong table?\You see...\I wouldn't shout, Not that way, not that way! response:	I'd keep shouting, This way, this way!
context: Alice, why don't join me for a walk after you finish your parfait?\Eh?\Um...\His first try took a while, didn't it?\Why didn't you point out his mistakes, like when he got sidetracked or went to the wrong table?\You see...\I wouldn't shout, Not that way, not that way!\I'd keep shouting, This way, this way! response:	If I kept shouting, not that way, President Aria would become afraid of making mistakes.
context: Eh?\Um...\His first try took a while, didn't it?\Why didn't you point out his mistakes, like when he got sidetracked or went to the wrong table?\You see...\I wouldn't shout, Not that way, not that way!\I'd keep shouting, This way, this way!\If I kept shouting, not that way, President Aria would become afraid of making mistakes. response:	Eventually, I don't think he'd be able to move.
context: Um...\His first try took a while, didn't it?\Why didn't you point out his mistakes, like when he got sidetracked or went to the wrong table?\You see...\I wouldn't shout, Not that way, not that way!\I'd keep shouting, This way, this way!\If I kept shouting, not that way, President Aria would become afraid of making mistakes.\Eventually, I don't think he'd be able to move. response:	That's my way of doing things.
context: His first try took a while, didn't it?\Why didn't you point out his mistakes, like when he got sidetracked or went to the wrong table?\You see...\I wouldn't shout, Not that way, not that way!\I'd keep shouting, This way, this way!\If I kept shouting, not that way, President Aria would become afraid of making mistakes.\Eventually, I don't think he'd be able to move.\That's my way of doing things. response:	Umm...
context: Why didn't you point out his mistakes, like when he got sidetracked or went to the wrong table?\You see...\I wouldn't shout, Not that way, not that way!\I'd keep shouting, This way, this way!\If I kept shouting, not that way, President Aria would become afraid of making mistakes.\Eventually, I don't think he'd be able to move.\That's my way of doing things.\Umm... response:	What would you do if he kept on making mistakes, though?
context: You see...\I wouldn't shout, Not that way, not that way!\I'd keep shouting, This way, this way!\If I kept shouting, not that way, President Aria would become afraid of making mistakes.\Eventually, I don't think he'd be able to move.\That's my way of doing things.\Umm...\What would you do if he kept on making mistakes, though? response:	Well...
context: I wouldn't shout, Not that way, not that way!\I'd keep shouting, This way, this way!\If I kept shouting, not that way, President Aria would become afraid of making mistakes.\Eventually, I don't think he'd be able to move.\That's my way of doing things.\Umm...\What would you do if he kept on making mistakes, though?\Well... response:	If that happened, I'd reflect on my own lack of knowledge alongside him.
context: I'd keep shouting, This way, this way!\If I kept shouting, not that way, President Aria would become afraid of making mistakes.\Eventually, I don't think he'd be able to move.\That's my way of doing things.\Umm...\What would you do if he kept on making mistakes, though?\Well...\If that happened, I'd reflect on my own lack of knowledge alongside him. response:	Eh?
context: If I kept shouting, not that way, President Aria would become afraid of making mistakes.\Eventually, I don't think he'd be able to move.\That's my way of doing things.\Umm...\What would you do if he kept on making mistakes, though?\Well...\If that happened, I'd reflect on my own lack of knowledge alongside him.\Eh? response:	After all, I'm just an imperfect human being.
context: Eventually, I don't think he'd be able to move.\That's my way of doing things.\Umm...\What would you do if he kept on making mistakes, though?\Well...\If that happened, I'd reflect on my own lack of knowledge alongside him.\Eh?\After all, I'm just an imperfect human being. response:	As a mentor, when you instruct your apprentice...
context: That's my way of doing things.\Umm...\What would you do if he kept on making mistakes, though?\Well...\If that happened, I'd reflect on my own lack of knowledge alongside him.\Eh?\After all, I'm just an imperfect human being.\As a mentor, when you instruct your apprentice... response:	When that happens, I often think to myself,
context: Umm...\What would you do if he kept on making mistakes, though?\Well...\If that happened, I'd reflect on my own lack of knowledge alongside him.\Eh?\After all, I'm just an imperfect human being.\As a mentor, when you instruct your apprentice...\When that happens, I often think to myself, response:	Ah, teaching and being taught are, in fact, very much alike.
context: What would you do if he kept on making mistakes, though?\Well...\If that happened, I'd reflect on my own lack of knowledge alongside him.\Eh?\After all, I'm just an imperfect human being.\As a mentor, when you instruct your apprentice...\When that happens, I often think to myself,\Ah, teaching and being taught are, in fact, very much alike. response:	So, in that case, all I can do is try to see things from Akari's point of view.
context: Well...\If that happened, I'd reflect on my own lack of knowledge alongside him.\Eh?\After all, I'm just an imperfect human being.\As a mentor, when you instruct your apprentice...\When that happens, I often think to myself,\Ah, teaching and being taught are, in fact, very much alike.\So, in that case, all I can do is try to see things from Akari's point of view. response:	I'll share her challenges, share her defeats...
context: If that happened, I'd reflect on my own lack of knowledge alongside him.\Eh?\After all, I'm just an imperfect human being.\As a mentor, when you instruct your apprentice...\When that happens, I often think to myself,\Ah, teaching and being taught are, in fact, very much alike.\So, in that case, all I can do is try to see things from Akari's point of view.\I'll share her challenges, share her defeats... response:	And, in the very end, I hope to share her happiness as well.
context: Eh?\After all, I'm just an imperfect human being.\As a mentor, when you instruct your apprentice...\When that happens, I often think to myself,\Ah, teaching and being taught are, in fact, very much alike.\So, in that case, all I can do is try to see things from Akari's point of view.\I'll share her challenges, share her defeats...\And, in the very end, I hope to share her happiness as well. response:	Alicia!
context: After all, I'm just an imperfect human being.\As a mentor, when you instruct your apprentice...\When that happens, I often think to myself,\Ah, teaching and being taught are, in fact, very much alike.\So, in that case, all I can do is try to see things from Akari's point of view.\I'll share her challenges, share her defeats...\And, in the very end, I hope to share her happiness as well.\Alicia! response:	Alice!
context: As a mentor, when you instruct your apprentice...\When that happens, I often think to myself,\Ah, teaching and being taught are, in fact, very much alike.\So, in that case, all I can do is try to see things from Akari's point of view.\I'll share her challenges, share her defeats...\And, in the very end, I hope to share her happiness as well.\Alicia!\Alice! response:	My, my.
context: When that happens, I often think to myself,\Ah, teaching and being taught are, in fact, very much alike.\So, in that case, all I can do is try to see things from Akari's point of view.\I'll share her challenges, share her defeats...\And, in the very end, I hope to share her happiness as well.\Alicia!\Alice!\My, my. response:	It's one coincidence after another today, isn't it?
context: Ah, teaching and being taught are, in fact, very much alike.\So, in that case, all I can do is try to see things from Akari's point of view.\I'll share her challenges, share her defeats...\And, in the very end, I hope to share her happiness as well.\Alicia!\Alice!\My, my.\It's one coincidence after another today, isn't it? response:	President Aria, I was wondering where you went, and here you are with Alicia!
context: So, in that case, all I can do is try to see things from Akari's point of view.\I'll share her challenges, share her defeats...\And, in the very end, I hope to share her happiness as well.\Alicia!\Alice!\My, my.\It's one coincidence after another today, isn't it?\President Aria, I was wondering where you went, and here you are with Alicia! response:	We were also wondering where Junior could be, since she was late for practice...
context: I'll share her challenges, share her defeats...\And, in the very end, I hope to share her happiness as well.\Alicia!\Alice!\My, my.\It's one coincidence after another today, isn't it?\President Aria, I was wondering where you went, and here you are with Alicia!\We were also wondering where Junior could be, since she was late for practice... response:	Alice, please keep the conversation we had just now between us, okay?
context: And, in the very end, I hope to share her happiness as well.\Alicia!\Alice!\My, my.\It's one coincidence after another today, isn't it?\President Aria, I was wondering where you went, and here you are with Alicia!\We were also wondering where Junior could be, since she was late for practice...\Alice, please keep the conversation we had just now between us, okay? response:	Why?
context: Alicia!\Alice!\My, my.\It's one coincidence after another today, isn't it?\President Aria, I was wondering where you went, and here you are with Alicia!\We were also wondering where Junior could be, since she was late for practice...\Alice, please keep the conversation we had just now between us, okay?\Why? response:	Because...
context: Alice!\My, my.\It's one coincidence after another today, isn't it?\President Aria, I was wondering where you went, and here you are with Alicia!\We were also wondering where Junior could be, since she was late for practice...\Alice, please keep the conversation we had just now between us, okay?\Why?\Because... response:	I don't see any point in keeping it a secret.
context: My, my.\It's one coincidence after another today, isn't it?\President Aria, I was wondering where you went, and here you are with Alicia!\We were also wondering where Junior could be, since she was late for practice...\Alice, please keep the conversation we had just now between us, okay?\Why?\Because...\I don't see any point in keeping it a secret. response:	The two of you are so alike, I get embarrassed just watching you both.
context: It's one coincidence after another today, isn't it?\President Aria, I was wondering where you went, and here you are with Alicia!\We were also wondering where Junior could be, since she was late for practice...\Alice, please keep the conversation we had just now between us, okay?\Why?\Because...\I don't see any point in keeping it a secret.\The two of you are so alike, I get embarrassed just watching you both. response:	I'm sorry.
context: President Aria, I was wondering where you went, and here you are with Alicia!\We were also wondering where Junior could be, since she was late for practice...\Alice, please keep the conversation we had just now between us, okay?\Why?\Because...\I don't see any point in keeping it a secret.\The two of you are so alike, I get embarrassed just watching you both.\I'm sorry. response:	That was really disrespectful of me.
context: We were also wondering where Junior could be, since she was late for practice...\Alice, please keep the conversation we had just now between us, okay?\Why?\Because...\I don't see any point in keeping it a secret.\The two of you are so alike, I get embarrassed just watching you both.\I'm sorry.\That was really disrespectful of me. response:	Please scold me.
context: Alice, please keep the conversation we had just now between us, okay?\Why?\Because...\I don't see any point in keeping it a secret.\The two of you are so alike, I get embarrassed just watching you both.\I'm sorry.\That was really disrespectful of me.\Please scold me. response:	My, my.
context: Why?\Because...\I don't see any point in keeping it a secret.\The two of you are so alike, I get embarrassed just watching you both.\I'm sorry.\That was really disrespectful of me.\Please scold me.\My, my. response:	Yay! My, my.
context: Because...\I don't see any point in keeping it a secret.\The two of you are so alike, I get embarrassed just watching you both.\I'm sorry.\That was really disrespectful of me.\Please scold me.\My, my.\Yay! My, my. response:	Yay!
context: I don't see any point in keeping it a secret.\The two of you are so alike, I get embarrassed just watching you both.\I'm sorry.\That was really disrespectful of me.\Please scold me.\My, my.\Yay! My, my.\Yay! response:	Hey! No monopolizing Alicia allowed!
context: The two of you are so alike, I get embarrassed just watching you both.\I'm sorry.\That was really disrespectful of me.\Please scold me.\My, my.\Yay! My, my.\Yay!\Hey! No monopolizing Alicia allowed! response:	I wish my mother was like Alicia.
context: I'm sorry.\That was really disrespectful of me.\Please scold me.\My, my.\Yay! My, my.\Yay!\Hey! No monopolizing Alicia allowed!\I wish my mother was like Alicia. response:	Hmm... But then my mother wouldn't be herself, would she?
context: That was really disrespectful of me.\Please scold me.\My, my.\Yay! My, my.\Yay!\Hey! No monopolizing Alicia allowed!\I wish my mother was like Alicia.\Hmm... But then my mother wouldn't be herself, would she? response:	A shore awash in golden waves Kin no nami kishibe ni
context: Please scold me.\My, my.\Yay! My, my.\Yay!\Hey! No monopolizing Alicia allowed!\I wish my mother was like Alicia.\Hmm... But then my mother wouldn't be herself, would she?\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: My, my.\Yay! My, my.\Yay!\Hey! No monopolizing Alicia allowed!\I wish my mother was like Alicia.\Hmm... But then my mother wouldn't be herself, would she?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki
context: Yay! My, my.\Yay!\Hey! No monopolizing Alicia allowed!\I wish my mother was like Alicia.\Hmm... But then my mother wouldn't be herself, would she?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki response:	Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru
context: Yay!\Hey! No monopolizing Alicia allowed!\I wish my mother was like Alicia.\Hmm... But then my mother wouldn't be herself, would she?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru response:	A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai
context: Hey! No monopolizing Alicia allowed!\I wish my mother was like Alicia.\Hmm... But then my mother wouldn't be herself, would she?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai response:	I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete
context: I wish my mother was like Alicia.\Hmm... But then my mother wouldn't be herself, would she?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete response:	The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima
context: Hmm... But then my mother wouldn't be herself, would she?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima response:	A shore awash in golden waves Kin no nami kishibe ni
context: A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	And my day begins Hajimaru
