context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Everyone is secretly wishing for it...\Maybe not for a war, but for something big to happen...\Something that will change what we are now.\Something that'll let us find what's really precious!\But think of people who lose their family or home in a volcanic eruption or fire...\They wish they could have their everyday life back, right?\But there are people who go to a volcano or fire just to watch.\Even though we know just how sad it would be, response:	we have this desire to mess up the world... and ourselves...
context: Maybe not for a war, but for something big to happen...\Something that will change what we are now.\Something that'll let us find what's really precious!\But think of people who lose their family or home in a volcanic eruption or fire...\They wish they could have their everyday life back, right?\But there are people who go to a volcano or fire just to watch.\Even though we know just how sad it would be,\we have this desire to mess up the world... and ourselves... response:	So I think it means that has to be put on trial...
context: Something that will change what we are now.\Something that'll let us find what's really precious!\But think of people who lose their family or home in a volcanic eruption or fire...\They wish they could have their everyday life back, right?\But there are people who go to a volcano or fire just to watch.\Even though we know just how sad it would be,\we have this desire to mess up the world... and ourselves...\So I think it means that has to be put on trial... response:	I see... The mystery that is a movie...
context: Something that'll let us find what's really precious!\But think of people who lose their family or home in a volcanic eruption or fire...\They wish they could have their everyday life back, right?\But there are people who go to a volcano or fire just to watch.\Even though we know just how sad it would be,\we have this desire to mess up the world... and ourselves...\So I think it means that has to be put on trial...\I see... The mystery that is a movie... response:	Shinjurou-san?
context: But think of people who lose their family or home in a volcanic eruption or fire...\They wish they could have their everyday life back, right?\But there are people who go to a volcano or fire just to watch.\Even though we know just how sad it would be,\we have this desire to mess up the world... and ourselves...\So I think it means that has to be put on trial...\I see... The mystery that is a movie...\Shinjurou-san? response:	You have been listening, right?
context: They wish they could have their everyday life back, right?\But there are people who go to a volcano or fire just to watch.\Even though we know just how sad it would be,\we have this desire to mess up the world... and ourselves...\So I think it means that has to be put on trial...\I see... The mystery that is a movie...\Shinjurou-san?\You have been listening, right? response:	Which one of us do you think is right?
context: But there are people who go to a volcano or fire just to watch.\Even though we know just how sad it would be,\we have this desire to mess up the world... and ourselves...\So I think it means that has to be put on trial...\I see... The mystery that is a movie...\Shinjurou-san?\You have been listening, right?\Which one of us do you think is right? response:	If you want, I'll ask the director about the ending and try writing it myself.
context: Even though we know just how sad it would be,\we have this desire to mess up the world... and ourselves...\So I think it means that has to be put on trial...\I see... The mystery that is a movie...\Shinjurou-san?\You have been listening, right?\Which one of us do you think is right?\If you want, I'll ask the director about the ending and try writing it myself. response:	Maybe you'll find some kind of answer that way.
context: we have this desire to mess up the world... and ourselves...\So I think it means that has to be put on trial...\I see... The mystery that is a movie...\Shinjurou-san?\You have been listening, right?\Which one of us do you think is right?\If you want, I'll ask the director about the ending and try writing it myself.\Maybe you'll find some kind of answer that way. response:	Really?!
context: So I think it means that has to be put on trial...\I see... The mystery that is a movie...\Shinjurou-san?\You have been listening, right?\Which one of us do you think is right?\If you want, I'll ask the director about the ending and try writing it myself.\Maybe you'll find some kind of answer that way.\Really?! response:	Yeah.
context: I see... The mystery that is a movie...\Shinjurou-san?\You have been listening, right?\Which one of us do you think is right?\If you want, I'll ask the director about the ending and try writing it myself.\Maybe you'll find some kind of answer that way.\Really?!\Yeah. response:	Come on, lunch break's over!
context: Shinjurou-san?\You have been listening, right?\Which one of us do you think is right?\If you want, I'll ask the director about the ending and try writing it myself.\Maybe you'll find some kind of answer that way.\Really?!\Yeah.\Come on, lunch break's over! response:	Right!
context: You have been listening, right?\Which one of us do you think is right?\If you want, I'll ask the director about the ending and try writing it myself.\Maybe you'll find some kind of answer that way.\Really?!\Yeah.\Come on, lunch break's over!\Right! response:	But Motoko, this is..
context: Which one of us do you think is right?\If you want, I'll ask the director about the ending and try writing it myself.\Maybe you'll find some kind of answer that way.\Really?!\Yeah.\Come on, lunch break's over!\Right!\But Motoko, this is.. response:	There you go.
context: If you want, I'll ask the director about the ending and try writing it myself.\Maybe you'll find some kind of answer that way.\Really?!\Yeah.\Come on, lunch break's over!\Right!\But Motoko, this is..\There you go. response:	Thank you!
context: Maybe you'll find some kind of answer that way.\Really?!\Yeah.\Come on, lunch break's over!\Right!\But Motoko, this is..\There you go.\Thank you! response:	That's what he said!
context: Really?!\Yeah.\Come on, lunch break's over!\Right!\But Motoko, this is..\There you go.\Thank you!\That's what he said! response:	Even if that was one of the three...
context: Yeah.\Come on, lunch break's over!\Right!\But Motoko, this is..\There you go.\Thank you!\That's what he said!\Even if that was one of the three... response:	They're betting on the movie.
context: Come on, lunch break's over!\Right!\But Motoko, this is..\There you go.\Thank you!\That's what he said!\Even if that was one of the three...\They're betting on the movie. response:	Director! What's this about?!
context: Right!\But Motoko, this is..\There you go.\Thank you!\That's what he said!\Even if that was one of the three...\They're betting on the movie.\Director! What's this about?! response:	You intend to ruin the whole thing?!
context: But Motoko, this is..\There you go.\Thank you!\That's what he said!\Even if that was one of the three...\They're betting on the movie.\Director! What's this about?!\You intend to ruin the whole thing?! response:	What have you got there?!
context: There you go.\Thank you!\That's what he said!\Even if that was one of the three...\They're betting on the movie.\Director! What's this about?!\You intend to ruin the whole thing?!\What have you got there?! response:	What the hell is this?
context: Thank you!\That's what he said!\Even if that was one of the three...\They're betting on the movie.\Director! What's this about?!\You intend to ruin the whole thing?!\What have you got there?!\What the hell is this? response:	Hey, what's wrong?
context: That's what he said!\Even if that was one of the three...\They're betting on the movie.\Director! What's this about?!\You intend to ruin the whole thing?!\What have you got there?!\What the hell is this?\Hey, what's wrong? response:	The director is...
context: Even if that was one of the three...\They're betting on the movie.\Director! What's this about?!\You intend to ruin the whole thing?!\What have you got there?!\What the hell is this?\Hey, what's wrong?\The director is... response:	It looks like he was run over by the streetcar.
context: They're betting on the movie.\Director! What's this about?!\You intend to ruin the whole thing?!\What have you got there?!\What the hell is this?\Hey, what's wrong?\The director is...\It looks like he was run over by the streetcar. response:	That's just part of the set.
context: Director! What's this about?!\You intend to ruin the whole thing?!\What have you got there?!\What the hell is this?\Hey, what's wrong?\The director is...\It looks like he was run over by the streetcar.\That's just part of the set. response:	The streetcar's a fake.
context: You intend to ruin the whole thing?!\What have you got there?!\What the hell is this?\Hey, what's wrong?\The director is...\It looks like he was run over by the streetcar.\That's just part of the set.\The streetcar's a fake. response:	It doesn't even run.
context: What have you got there?!\What the hell is this?\Hey, what's wrong?\The director is...\It looks like he was run over by the streetcar.\That's just part of the set.\The streetcar's a fake.\It doesn't even run. response:	It seems no one saw Mr. Mitaka after lunch...
context: What the hell is this?\Hey, what's wrong?\The director is...\It looks like he was run over by the streetcar.\That's just part of the set.\The streetcar's a fake.\It doesn't even run.\It seems no one saw Mr. Mitaka after lunch... response:	Then I'm the last one who talked to him?
context: Hey, what's wrong?\The director is...\It looks like he was run over by the streetcar.\That's just part of the set.\The streetcar's a fake.\It doesn't even run.\It seems no one saw Mr. Mitaka after lunch...\Then I'm the last one who talked to him? response:	But why was he killed?!
context: The director is...\It looks like he was run over by the streetcar.\That's just part of the set.\The streetcar's a fake.\It doesn't even run.\It seems no one saw Mr. Mitaka after lunch...\Then I'm the last one who talked to him?\But why was he killed?! response:	Only one person has a motive.
context: It looks like he was run over by the streetcar.\That's just part of the set.\The streetcar's a fake.\It doesn't even run.\It seems no one saw Mr. Mitaka after lunch...\Then I'm the last one who talked to him?\But why was he killed?!\Only one person has a motive. response:	The person who was angry at Director Mitaka, who was going to wreck the movie
context: That's just part of the set.\The streetcar's a fake.\It doesn't even run.\It seems no one saw Mr. Mitaka after lunch...\Then I'm the last one who talked to him?\But why was he killed?!\Only one person has a motive.\The person who was angry at Director Mitaka, who was going to wreck the movie response:	and all the hard work these women put into it...
context: The streetcar's a fake.\It doesn't even run.\It seems no one saw Mr. Mitaka after lunch...\Then I'm the last one who talked to him?\But why was he killed?!\Only one person has a motive.\The person who was angry at Director Mitaka, who was going to wreck the movie\and all the hard work these women put into it... response:	Me.
context: It doesn't even run.\It seems no one saw Mr. Mitaka after lunch...\Then I'm the last one who talked to him?\But why was he killed?!\Only one person has a motive.\The person who was angry at Director Mitaka, who was going to wreck the movie\and all the hard work these women put into it...\Me. response:	Yuuki-san...?
context: It seems no one saw Mr. Mitaka after lunch...\Then I'm the last one who talked to him?\But why was he killed?!\Only one person has a motive.\The person who was angry at Director Mitaka, who was going to wreck the movie\and all the hard work these women put into it...\Me.\Yuuki-san...? response:	Did I...?
context: Then I'm the last one who talked to him?\But why was he killed?!\Only one person has a motive.\The person who was angry at Director Mitaka, who was going to wreck the movie\and all the hard work these women put into it...\Me.\Yuuki-san...?\Did I...? response:	What are you dreaming about?!
context: But why was he killed?!\Only one person has a motive.\The person who was angry at Director Mitaka, who was going to wreck the movie\and all the hard work these women put into it...\Me.\Yuuki-san...?\Did I...?\What are you dreaming about?! response:	It's all made-up! A lie!
context: Only one person has a motive.\The person who was angry at Director Mitaka, who was going to wreck the movie\and all the hard work these women put into it...\Me.\Yuuki-san...?\Did I...?\What are you dreaming about?!\It's all made-up! A lie! response:	No, it isn't!
context: The person who was angry at Director Mitaka, who was going to wreck the movie\and all the hard work these women put into it...\Me.\Yuuki-san...?\Did I...?\What are you dreaming about?!\It's all made-up! A lie!\No, it isn't! response:	Yuuki-san, stop it! Okay?
context: and all the hard work these women put into it...\Me.\Yuuki-san...?\Did I...?\What are you dreaming about?!\It's all made-up! A lie!\No, it isn't!\Yuuki-san, stop it! Okay? response:	It won't stop!
context: Me.\Yuuki-san...?\Did I...?\What are you dreaming about?!\It's all made-up! A lie!\No, it isn't!\Yuuki-san, stop it! Okay?\It won't stop! response:	Somebody's telling me to solve the mystery!
context: Yuuki-san...?\Did I...?\What are you dreaming about?!\It's all made-up! A lie!\No, it isn't!\Yuuki-san, stop it! Okay?\It won't stop!\Somebody's telling me to solve the mystery! response:	If I gather clues and deduce the answer...
context: Did I...?\What are you dreaming about?!\It's all made-up! A lie!\No, it isn't!\Yuuki-san, stop it! Okay?\It won't stop!\Somebody's telling me to solve the mystery!\If I gather clues and deduce the answer... response:	I'm the only possible culprit...
context: What are you dreaming about?!\It's all made-up! A lie!\No, it isn't!\Yuuki-san, stop it! Okay?\It won't stop!\Somebody's telling me to solve the mystery!\If I gather clues and deduce the answer...\I'm the only possible culprit... response:	That's a confession, right?
context: It's all made-up! A lie!\No, it isn't!\Yuuki-san, stop it! Okay?\It won't stop!\Somebody's telling me to solve the mystery!\If I gather clues and deduce the answer...\I'm the only possible culprit...\That's a confession, right? response:	Kaishou Rie
context: No, it isn't!\Yuuki-san, stop it! Okay?\It won't stop!\Somebody's telling me to solve the mystery!\If I gather clues and deduce the answer...\I'm the only possible culprit...\That's a confession, right?\Kaishou Rie response:	Metropolitan Police Detective?
context: Yuuki-san, stop it! Okay?\It won't stop!\Somebody's telling me to solve the mystery!\If I gather clues and deduce the answer...\I'm the only possible culprit...\That's a confession, right?\Kaishou Rie\Metropolitan Police Detective? response:	Have we met somewhere before?
context: It won't stop!\Somebody's telling me to solve the mystery!\If I gather clues and deduce the answer...\I'm the only possible culprit...\That's a confession, right?\Kaishou Rie\Metropolitan Police Detective?\Have we met somewhere before? response:	I'm Kaishou, with the Metro Police Department.
context: Somebody's telling me to solve the mystery!\If I gather clues and deduce the answer...\I'm the only possible culprit...\That's a confession, right?\Kaishou Rie\Metropolitan Police Detective?\Have we met somewhere before?\I'm Kaishou, with the Metro Police Department. response:	You're under arrest for the murder of movie director Mitaka Kichitarou!
context: If I gather clues and deduce the answer...\I'm the only possible culprit...\That's a confession, right?\Kaishou Rie\Metropolitan Police Detective?\Have we met somewhere before?\I'm Kaishou, with the Metro Police Department.\You're under arrest for the murder of movie director Mitaka Kichitarou! response:	In the pale morning mist, a whispered prayer
context: I'm the only possible culprit...\That's a confession, right?\Kaishou Rie\Metropolitan Police Detective?\Have we met somewhere before?\I'm Kaishou, with the Metro Police Department.\You're under arrest for the murder of movie director Mitaka Kichitarou!\In the pale morning mist, a whispered prayer response:	I'm gonna follow this twisted landscape with you
context: That's a confession, right?\Kaishou Rie\Metropolitan Police Detective?\Have we met somewhere before?\I'm Kaishou, with the Metro Police Department.\You're under arrest for the murder of movie director Mitaka Kichitarou!\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you response:	Looking for the truth, a'lie' will do is it?
context: Kaishou Rie\Metropolitan Police Detective?\Have we met somewhere before?\I'm Kaishou, with the Metro Police Department.\You're under arrest for the murder of movie director Mitaka Kichitarou!\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it? response:	Tracing it as if we can see through
context: Metropolitan Police Detective?\Have we met somewhere before?\I'm Kaishou, with the Metro Police Department.\You're under arrest for the murder of movie director Mitaka Kichitarou!\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through response:	Looking for, beyond words
context: Have we met somewhere before?\I'm Kaishou, with the Metro Police Department.\You're under arrest for the murder of movie director Mitaka Kichitarou!\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words response:	Like a falling feather
context: I'm Kaishou, with the Metro Police Department.\You're under arrest for the murder of movie director Mitaka Kichitarou!\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather response:	Looking for, find it
context: You're under arrest for the murder of movie director Mitaka Kichitarou!\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it response:	So we can cuddle close together here
context: In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here response:	Looking for, unravel it
context: I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it response:	Like a tattered cloud
context: Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud response:	Looking for, find it
context: Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it response:	So we can cuddle close together here
context: Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here response:	I'm telling you to let me see Shinjurou! All right?!
context: Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I'm telling you to let me see Shinjurou! All right?! response:	Inga
context: Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I'm telling you to let me see Shinjurou! All right?!\Inga response:	Detective's Assistant
context: So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I'm telling you to let me see Shinjurou! All right?!\Inga\Detective's Assistant response:	What should we do, Kazamori?
context: Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I'm telling you to let me see Shinjurou! All right?!\Inga\Detective's Assistant\What should we do, Kazamori? response:	I smell her here...
context: Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I'm telling you to let me see Shinjurou! All right?!\Inga\Detective's Assistant\What should we do, Kazamori?\I smell her here... response:	Hayami Seigen
context: Looking for, find it\So we can cuddle close together here\I'm telling you to let me see Shinjurou! All right?!\Inga\Detective's Assistant\What should we do, Kazamori?\I smell her here...\Hayami Seigen response:	Director of the Security Bureau Metropolitan Police Dept.
context: So we can cuddle close together here\I'm telling you to let me see Shinjurou! All right?!\Inga\Detective's Assistant\What should we do, Kazamori?\I smell her here...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept. response:	Hey, that's all the screen time I get?! What's the idea?!
context: I'm telling you to let me see Shinjurou! All right?!\Inga\Detective's Assistant\What should we do, Kazamori?\I smell her here...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Hey, that's all the screen time I get?! What's the idea?! response:	Do you know what'll happen if you make me angry?!
context: Inga\Detective's Assistant\What should we do, Kazamori?\I smell her here...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Hey, that's all the screen time I get?! What's the idea?!\Do you know what'll happen if you make me angry?! response:	Look, part of the next episode was inspired by The Election Murder Case,
context: Detective's Assistant\What should we do, Kazamori?\I smell her here...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Hey, that's all the screen time I get?! What's the idea?!\Do you know what'll happen if you make me angry?!\Look, part of the next episode was inspired by The Election Murder Case, response:	and if you read the story first, it gives you all kinds of spoilers!
context: What should we do, Kazamori?\I smell her here...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Hey, that's all the screen time I get?! What's the idea?!\Do you know what'll happen if you make me angry?!\Look, part of the next episode was inspired by The Election Murder Case,\and if you read the story first, it gives you all kinds of spoilers! response:	Should I spill? Should I talk? Should I give the game away here?!
context: I smell her here...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Hey, that's all the screen time I get?! What's the idea?!\Do you know what'll happen if you make me angry?!\Look, part of the next episode was inspired by The Election Murder Case,\and if you read the story first, it gives you all kinds of spoilers!\Should I spill? Should I talk? Should I give the game away here?! response:	Okay, actually...
context: Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Hey, that's all the screen time I get?! What's the idea?!\Do you know what'll happen if you make me angry?!\Look, part of the next episode was inspired by The Election Murder Case,\and if you read the story first, it gives you all kinds of spoilers!\Should I spill? Should I talk? Should I give the game away here?!\Okay, actually... response:	Ah, K-K-Kazamori!
context: Director of the Security Bureau Metropolitan Police Dept.\Hey, that's all the screen time I get?! What's the idea?!\Do you know what'll happen if you make me angry?!\Look, part of the next episode was inspired by The Election Murder Case,\and if you read the story first, it gives you all kinds of spoilers!\Should I spill? Should I talk? Should I give the game away here?!\Okay, actually...\Ah, K-K-Kazamori! response:	Stop! O-Okay! I won't do it!
context: Hey, that's all the screen time I get?! What's the idea?!\Do you know what'll happen if you make me angry?!\Look, part of the next episode was inspired by The Election Murder Case,\and if you read the story first, it gives you all kinds of spoilers!\Should I spill? Should I talk? Should I give the game away here?!\Okay, actually...\Ah, K-K-Kazamori!\Stop! O-Okay! I won't do it! response:	Next time on UN-GO: The King of Paradise.
context: Do you know what'll happen if you make me angry?!\Look, part of the next episode was inspired by The Election Murder Case,\and if you read the story first, it gives you all kinds of spoilers!\Should I spill? Should I talk? Should I give the game away here?!\Okay, actually...\Ah, K-K-Kazamori!\Stop! O-Okay! I won't do it!\Next time on UN-GO: The King of Paradise. response:	S-Stop it, Kazamori!!
