context: The old man's missing? response:	What happened here?
context: Right?\Now this is impressive.\Oh, thanks.\Take your time.\It's not bad, is it?\How about a drink?\That'd be great.\There's food, too. response:	This place has everything.
context: Now this is impressive.\Oh, thanks.\Take your time.\It's not bad, is it?\How about a drink?\That'd be great.\There's food, too.\This place has everything. response:	Didn't I tell you?
context: Oh, thanks.\Take your time.\It's not bad, is it?\How about a drink?\That'd be great.\There's food, too.\This place has everything.\Didn't I tell you? response:	I'm rewarding you for your hard work.
context: Take your time.\It's not bad, is it?\How about a drink?\That'd be great.\There's food, too.\This place has everything.\Didn't I tell you?\I'm rewarding you for your hard work. response:	This is amazing.
context: It's not bad, is it?\How about a drink?\That'd be great.\There's food, too.\This place has everything.\Didn't I tell you?\I'm rewarding you for your hard work.\This is amazing. response:	I haven't had a bath in six months.
context: How about a drink?\That'd be great.\There's food, too.\This place has everything.\Didn't I tell you?\I'm rewarding you for your hard work.\This is amazing.\I haven't had a bath in six months. response:	Go rinse off before you get in.
context: That'd be great.\There's food, too.\This place has everything.\Didn't I tell you?\I'm rewarding you for your hard work.\This is amazing.\I haven't had a bath in six months.\Go rinse off before you get in. response:	Purify me!
context: There's food, too.\This place has everything.\Didn't I tell you?\I'm rewarding you for your hard work.\This is amazing.\I haven't had a bath in six months.\Go rinse off before you get in.\Purify me! response:	Are you sure you belong in the men's bath?
context: This place has everything.\Didn't I tell you?\I'm rewarding you for your hard work.\This is amazing.\I haven't had a bath in six months.\Go rinse off before you get in.\Purify me!\Are you sure you belong in the men's bath? response:	Quiet. I'll finally confirm my suspicions with my own eyes.
context: Didn't I tell you?\I'm rewarding you for your hard work.\This is amazing.\I haven't had a bath in six months.\Go rinse off before you get in.\Purify me!\Are you sure you belong in the men's bath?\Quiet. I'll finally confirm my suspicions with my own eyes. response:	I'd never bathe with you guys.
context: I'm rewarding you for your hard work.\This is amazing.\I haven't had a bath in six months.\Go rinse off before you get in.\Purify me!\Are you sure you belong in the men's bath?\Quiet. I'll finally confirm my suspicions with my own eyes.\I'd never bathe with you guys. response:	I don't need your bath.
context: This is amazing.\I haven't had a bath in six months.\Go rinse off before you get in.\Purify me!\Are you sure you belong in the men's bath?\Quiet. I'll finally confirm my suspicions with my own eyes.\I'd never bathe with you guys.\I don't need your bath. response:	The river's good enough for me.
context: I haven't had a bath in six months.\Go rinse off before you get in.\Purify me!\Are you sure you belong in the men's bath?\Quiet. I'll finally confirm my suspicions with my own eyes.\I'd never bathe with you guys.\I don't need your bath.\The river's good enough for me. response:	Oh, well.
context: Go rinse off before you get in.\Purify me!\Are you sure you belong in the men's bath?\Quiet. I'll finally confirm my suspicions with my own eyes.\I'd never bathe with you guys.\I don't need your bath.\The river's good enough for me.\Oh, well. response:	Was there something you wanted to see, old man?
context: Purify me!\Are you sure you belong in the men's bath?\Quiet. I'll finally confirm my suspicions with my own eyes.\I'd never bathe with you guys.\I don't need your bath.\The river's good enough for me.\Oh, well.\Was there something you wanted to see, old man? response:	You and Kakei are no fun.
context: Are you sure you belong in the men's bath?\Quiet. I'll finally confirm my suspicions with my own eyes.\I'd never bathe with you guys.\I don't need your bath.\The river's good enough for me.\Oh, well.\Was there something you wanted to see, old man?\You and Kakei are no fun. response:	Speaking of Kakei-san,
context: Quiet. I'll finally confirm my suspicions with my own eyes.\I'd never bathe with you guys.\I don't need your bath.\The river's good enough for me.\Oh, well.\Was there something you wanted to see, old man?\You and Kakei are no fun.\Speaking of Kakei-san, response:	I haven't seen him since we got here.
context: I'd never bathe with you guys.\I don't need your bath.\The river's good enough for me.\Oh, well.\Was there something you wanted to see, old man?\You and Kakei are no fun.\Speaking of Kakei-san,\I haven't seen him since we got here. response:	He just left.
context: I don't need your bath.\The river's good enough for me.\Oh, well.\Was there something you wanted to see, old man?\You and Kakei are no fun.\Speaking of Kakei-san,\I haven't seen him since we got here.\He just left. response:	He left?
context: The river's good enough for me.\Oh, well.\Was there something you wanted to see, old man?\You and Kakei are no fun.\Speaking of Kakei-san,\I haven't seen him since we got here.\He just left.\He left? response:	He said he wanted to travel the country and train again.
context: Oh, well.\Was there something you wanted to see, old man?\You and Kakei are no fun.\Speaking of Kakei-san,\I haven't seen him since we got here.\He just left.\He left?\He said he wanted to travel the country and train again. response:	And he's got to get his gun fixed, too.
context: Was there something you wanted to see, old man?\You and Kakei are no fun.\Speaking of Kakei-san,\I haven't seen him since we got here.\He just left.\He left?\He said he wanted to travel the country and train again.\And he's got to get his gun fixed, too. response:	But he left so suddenly.
context: You and Kakei are no fun.\Speaking of Kakei-san,\I haven't seen him since we got here.\He just left.\He left?\He said he wanted to travel the country and train again.\And he's got to get his gun fixed, too.\But he left so suddenly. response:	He knows how to take care of himself.
context: Speaking of Kakei-san,\I haven't seen him since we got here.\He just left.\He left?\He said he wanted to travel the country and train again.\And he's got to get his gun fixed, too.\But he left so suddenly.\He knows how to take care of himself. response:	He's a samurai.
context: I haven't seen him since we got here.\He just left.\He left?\He said he wanted to travel the country and train again.\And he's got to get his gun fixed, too.\But he left so suddenly.\He knows how to take care of himself.\He's a samurai. response:	Maybe he won't come back.
context: He just left.\He left?\He said he wanted to travel the country and train again.\And he's got to get his gun fixed, too.\But he left so suddenly.\He knows how to take care of himself.\He's a samurai.\Maybe he won't come back. response:	I'll deal with it when it happens.
context: He left?\He said he wanted to travel the country and train again.\And he's got to get his gun fixed, too.\But he left so suddenly.\He knows how to take care of himself.\He's a samurai.\Maybe he won't come back.\I'll deal with it when it happens. response:	He's only working for me until he can find a master who can give him more.
context: He said he wanted to travel the country and train again.\And he's got to get his gun fixed, too.\But he left so suddenly.\He knows how to take care of himself.\He's a samurai.\Maybe he won't come back.\I'll deal with it when it happens.\He's only working for me until he can find a master who can give him more. response:	A man is happiest...
context: And he's got to get his gun fixed, too.\But he left so suddenly.\He knows how to take care of himself.\He's a samurai.\Maybe he won't come back.\I'll deal with it when it happens.\He's only working for me until he can find a master who can give him more.\A man is happiest... response:	That's how we are.
context: But he left so suddenly.\He knows how to take care of himself.\He's a samurai.\Maybe he won't come back.\I'll deal with it when it happens.\He's only working for me until he can find a master who can give him more.\A man is happiest...\That's how we are. response:	Sounds like a line used to keep your subordinates in line.
context: He knows how to take care of himself.\He's a samurai.\Maybe he won't come back.\I'll deal with it when it happens.\He's only working for me until he can find a master who can give him more.\A man is happiest...\That's how we are.\Sounds like a line used to keep your subordinates in line. response:	Your followers won't always fall in love with you.
context: He's a samurai.\Maybe he won't come back.\I'll deal with it when it happens.\He's only working for me until he can find a master who can give him more.\A man is happiest...\That's how we are.\Sounds like a line used to keep your subordinates in line.\Your followers won't always fall in love with you. response:	You're too much for me, old man.
context: Maybe he won't come back.\I'll deal with it when it happens.\He's only working for me until he can find a master who can give him more.\A man is happiest...\That's how we are.\Sounds like a line used to keep your subordinates in line.\Your followers won't always fall in love with you.\You're too much for me, old man. response:	What the hell is this hair?
context: I'll deal with it when it happens.\He's only working for me until he can find a master who can give him more.\A man is happiest...\That's how we are.\Sounds like a line used to keep your subordinates in line.\Your followers won't always fall in love with you.\You're too much for me, old man.\What the hell is this hair? response:	Where'd this come from?
context: He's only working for me until he can find a master who can give him more.\A man is happiest...\That's how we are.\Sounds like a line used to keep your subordinates in line.\Your followers won't always fall in love with you.\You're too much for me, old man.\What the hell is this hair?\Where'd this come from? response:	Sasuke!
context: A man is happiest...\That's how we are.\Sounds like a line used to keep your subordinates in line.\Your followers won't always fall in love with you.\You're too much for me, old man.\What the hell is this hair?\Where'd this come from?\Sasuke! response:	You bastard, don't let your animals in the bath.
context: That's how we are.\Sounds like a line used to keep your subordinates in line.\Your followers won't always fall in love with you.\You're too much for me, old man.\What the hell is this hair?\Where'd this come from?\Sasuke!\You bastard, don't let your animals in the bath. response:	Why not?
context: Sounds like a line used to keep your subordinates in line.\Your followers won't always fall in love with you.\You're too much for me, old man.\What the hell is this hair?\Where'd this come from?\Sasuke!\You bastard, don't let your animals in the bath.\Why not? response:	They're filthy! We're eating.
context: Your followers won't always fall in love with you.\You're too much for me, old man.\What the hell is this hair?\Where'd this come from?\Sasuke!\You bastard, don't let your animals in the bath.\Why not?\They're filthy! We're eating. response:	They are not filthy.
context: You're too much for me, old man.\What the hell is this hair?\Where'd this come from?\Sasuke!\You bastard, don't let your animals in the bath.\Why not?\They're filthy! We're eating.\They are not filthy. response:	This is their territory.
context: What the hell is this hair?\Where'd this come from?\Sasuke!\You bastard, don't let your animals in the bath.\Why not?\They're filthy! We're eating.\They are not filthy.\This is their territory. response:	There is no problem.
context: Where'd this come from?\Sasuke!\You bastard, don't let your animals in the bath.\Why not?\They're filthy! We're eating.\They are not filthy.\This is their territory.\There is no problem. response:	There's people in the bath right now. Get them out.
context: Sasuke!\You bastard, don't let your animals in the bath.\Why not?\They're filthy! We're eating.\They are not filthy.\This is their territory.\There is no problem.\There's people in the bath right now. Get them out. response:	I refuse. Yukimura-sama gave me permission.
context: You bastard, don't let your animals in the bath.\Why not?\They're filthy! We're eating.\They are not filthy.\This is their territory.\There is no problem.\There's people in the bath right now. Get them out.\I refuse. Yukimura-sama gave me permission. response:	What?
context: Why not?\They're filthy! We're eating.\They are not filthy.\This is their territory.\There is no problem.\There's people in the bath right now. Get them out.\I refuse. Yukimura-sama gave me permission.\What? response:	Hey, old man!
context: They're filthy! We're eating.\They are not filthy.\This is their territory.\There is no problem.\There's people in the bath right now. Get them out.\I refuse. Yukimura-sama gave me permission.\What?\Hey, old man! response:	The marks are gone.
context: They are not filthy.\This is their territory.\There is no problem.\There's people in the bath right now. Get them out.\I refuse. Yukimura-sama gave me permission.\What?\Hey, old man!\The marks are gone. response:	What was that?
context: This is their territory.\There is no problem.\There's people in the bath right now. Get them out.\I refuse. Yukimura-sama gave me permission.\What?\Hey, old man!\The marks are gone.\What was that? response:	No... No more...
context: There is no problem.\There's people in the bath right now. Get them out.\I refuse. Yukimura-sama gave me permission.\What?\Hey, old man!\The marks are gone.\What was that?\No... No more... response:	Ana, aren't you getting in the water?
context: There's people in the bath right now. Get them out.\I refuse. Yukimura-sama gave me permission.\What?\Hey, old man!\The marks are gone.\What was that?\No... No more...\Ana, aren't you getting in the water? response:	I don't really like hot springs.
context: I refuse. Yukimura-sama gave me permission.\What?\Hey, old man!\The marks are gone.\What was that?\No... No more...\Ana, aren't you getting in the water?\I don't really like hot springs. response:	What?
context: What?\Hey, old man!\The marks are gone.\What was that?\No... No more...\Ana, aren't you getting in the water?\I don't really like hot springs.\What? response:	Why are our bodies so different even though we're both girls?
context: Hey, old man!\The marks are gone.\What was that?\No... No more...\Ana, aren't you getting in the water?\I don't really like hot springs.\What?\Why are our bodies so different even though we're both girls? response:	It's not easy having big breasts.
context: The marks are gone.\What was that?\No... No more...\Ana, aren't you getting in the water?\I don't really like hot springs.\What?\Why are our bodies so different even though we're both girls?\It's not easy having big breasts. response:	It gets so hot under my boobs when I sweat,
context: What was that?\No... No more...\Ana, aren't you getting in the water?\I don't really like hot springs.\What?\Why are our bodies so different even though we're both girls?\It's not easy having big breasts.\It gets so hot under my boobs when I sweat, response:	and they make my shoulders sore.
context: No... No more...\Ana, aren't you getting in the water?\I don't really like hot springs.\What?\Why are our bodies so different even though we're both girls?\It's not easy having big breasts.\It gets so hot under my boobs when I sweat,\and they make my shoulders sore. response:	Are you bragging?
context: Ana, aren't you getting in the water?\I don't really like hot springs.\What?\Why are our bodies so different even though we're both girls?\It's not easy having big breasts.\It gets so hot under my boobs when I sweat,\and they make my shoulders sore.\Are you bragging? response:	Of course not.
context: I don't really like hot springs.\What?\Why are our bodies so different even though we're both girls?\It's not easy having big breasts.\It gets so hot under my boobs when I sweat,\and they make my shoulders sore.\Are you bragging?\Of course not. response:	It must be easy having small boobs.
context: What?\Why are our bodies so different even though we're both girls?\It's not easy having big breasts.\It gets so hot under my boobs when I sweat,\and they make my shoulders sore.\Are you bragging?\Of course not.\It must be easy having small boobs. response:	I wish mine were big!
context: Why are our bodies so different even though we're both girls?\It's not easy having big breasts.\It gets so hot under my boobs when I sweat,\and they make my shoulders sore.\Are you bragging?\Of course not.\It must be easy having small boobs.\I wish mine were big! response:	What was that?
context: It's not easy having big breasts.\It gets so hot under my boobs when I sweat,\and they make my shoulders sore.\Are you bragging?\Of course not.\It must be easy having small boobs.\I wish mine were big!\What was that? response:	This steam's too much.
context: It gets so hot under my boobs when I sweat,\and they make my shoulders sore.\Are you bragging?\Of course not.\It must be easy having small boobs.\I wish mine were big!\What was that?\This steam's too much. response:	Would you like some cold water?
context: and they make my shoulders sore.\Are you bragging?\Of course not.\It must be easy having small boobs.\I wish mine were big!\What was that?\This steam's too much.\Would you like some cold water? response:	Oh, that sounds...
context: Are you bragging?\Of course not.\It must be easy having small boobs.\I wish mine were big!\What was that?\This steam's too much.\Would you like some cold water?\Oh, that sounds... response:	The steam's getting in the way.
context: Of course not.\It must be easy having small boobs.\I wish mine were big!\What was that?\This steam's too much.\Would you like some cold water?\Oh, that sounds...\The steam's getting in the way. response:	Yukimura-sama!
context: It must be easy having small boobs.\I wish mine were big!\What was that?\This steam's too much.\Would you like some cold water?\Oh, that sounds...\The steam's getting in the way.\Yukimura-sama! response:	Having fun, Isanami?
context: I wish mine were big!\What was that?\This steam's too much.\Would you like some cold water?\Oh, that sounds...\The steam's getting in the way.\Yukimura-sama!\Having fun, Isanami? response:	You pervert!
context: What was that?\This steam's too much.\Would you like some cold water?\Oh, that sounds...\The steam's getting in the way.\Yukimura-sama!\Having fun, Isanami?\You pervert! response:	Don't worry. I'm not interested in you.
context: This steam's too much.\Would you like some cold water?\Oh, that sounds...\The steam's getting in the way.\Yukimura-sama!\Having fun, Isanami?\You pervert!\Don't worry. I'm not interested in you. response:	Isanami!
context: Would you like some cold water?\Oh, that sounds...\The steam's getting in the way.\Yukimura-sama!\Having fun, Isanami?\You pervert!\Don't worry. I'm not interested in you.\Isanami! response:	Did you call your brother?
context: Oh, that sounds...\The steam's getting in the way.\Yukimura-sama!\Having fun, Isanami?\You pervert!\Don't worry. I'm not interested in you.\Isanami!\Did you call your brother? response:	What do you think you're looking at?
context: The steam's getting in the way.\Yukimura-sama!\Having fun, Isanami?\You pervert!\Don't worry. I'm not interested in you.\Isanami!\Did you call your brother?\What do you think you're looking at? response:	W-Wait, Ana. I just...
context: Yukimura-sama!\Having fun, Isanami?\You pervert!\Don't worry. I'm not interested in you.\Isanami!\Did you call your brother?\What do you think you're looking at?\W-Wait, Ana. I just... response:	Iga Ice Technique!
context: Having fun, Isanami?\You pervert!\Don't worry. I'm not interested in you.\Isanami!\Did you call your brother?\What do you think you're looking at?\W-Wait, Ana. I just...\Iga Ice Technique! response:	Gokuhyokan!
context: You pervert!\Don't worry. I'm not interested in you.\Isanami!\Did you call your brother?\What do you think you're looking at?\W-Wait, Ana. I just...\Iga Ice Technique!\Gokuhyokan! response:	Yukimura-sama!
context: Don't worry. I'm not interested in you.\Isanami!\Did you call your brother?\What do you think you're looking at?\W-Wait, Ana. I just...\Iga Ice Technique!\Gokuhyokan!\Yukimura-sama! response:	Sir.
context: Isanami!\Did you call your brother?\What do you think you're looking at?\W-Wait, Ana. I just...\Iga Ice Technique!\Gokuhyokan!\Yukimura-sama!\Sir. response:	I'm not staying in this cold bath.
context: Did you call your brother?\What do you think you're looking at?\W-Wait, Ana. I just...\Iga Ice Technique!\Gokuhyokan!\Yukimura-sama!\Sir.\I'm not staying in this cold bath. response:	This is no fun.
context: What do you think you're looking at?\W-Wait, Ana. I just...\Iga Ice Technique!\Gokuhyokan!\Yukimura-sama!\Sir.\I'm not staying in this cold bath.\This is no fun. response:	I thought there'd be more to get my blood boiling if I stayed with Sanada.
context: W-Wait, Ana. I just...\Iga Ice Technique!\Gokuhyokan!\Yukimura-sama!\Sir.\I'm not staying in this cold bath.\This is no fun.\I thought there'd be more to get my blood boiling if I stayed with Sanada. response:	That bitch always gets in the way every time I try to fight Saizo.
context: Iga Ice Technique!\Gokuhyokan!\Yukimura-sama!\Sir.\I'm not staying in this cold bath.\This is no fun.\I thought there'd be more to get my blood boiling if I stayed with Sanada.\That bitch always gets in the way every time I try to fight Saizo. response:	What are you doing?
context: Gokuhyokan!\Yukimura-sama!\Sir.\I'm not staying in this cold bath.\This is no fun.\I thought there'd be more to get my blood boiling if I stayed with Sanada.\That bitch always gets in the way every time I try to fight Saizo.\What are you doing? response:	I thought you were taking a bath with your friends.
context: Yukimura-sama!\Sir.\I'm not staying in this cold bath.\This is no fun.\I thought there'd be more to get my blood boiling if I stayed with Sanada.\That bitch always gets in the way every time I try to fight Saizo.\What are you doing?\I thought you were taking a bath with your friends. response:	I'll do what I want.
context: Sir.\I'm not staying in this cold bath.\This is no fun.\I thought there'd be more to get my blood boiling if I stayed with Sanada.\That bitch always gets in the way every time I try to fight Saizo.\What are you doing?\I thought you were taking a bath with your friends.\I'll do what I want. response:	What are you doing?
context: I'm not staying in this cold bath.\This is no fun.\I thought there'd be more to get my blood boiling if I stayed with Sanada.\That bitch always gets in the way every time I try to fight Saizo.\What are you doing?\I thought you were taking a bath with your friends.\I'll do what I want.\What are you doing? response:	It's got nothing to do with
context: This is no fun.\I thought there'd be more to get my blood boiling if I stayed with Sanada.\That bitch always gets in the way every time I try to fight Saizo.\What are you doing?\I thought you were taking a bath with your friends.\I'll do what I want.\What are you doing?\It's got nothing to do with response:	Did you really go bathe in the river?
context: I thought there'd be more to get my blood boiling if I stayed with Sanada.\That bitch always gets in the way every time I try to fight Saizo.\What are you doing?\I thought you were taking a bath with your friends.\I'll do what I want.\What are you doing?\It's got nothing to do with\Did you really go bathe in the river? response:	I like to keep clean.
context: That bitch always gets in the way every time I try to fight Saizo.\What are you doing?\I thought you were taking a bath with your friends.\I'll do what I want.\What are you doing?\It's got nothing to do with\Did you really go bathe in the river?\I like to keep clean. response:	You're freezing. Are you stupid?
context: What are you doing?\I thought you were taking a bath with your friends.\I'll do what I want.\What are you doing?\It's got nothing to do with\Did you really go bathe in the river?\I like to keep clean.\You're freezing. Are you stupid? response:	Your nose is bright red.
context: I thought you were taking a bath with your friends.\I'll do what I want.\What are you doing?\It's got nothing to do with\Did you really go bathe in the river?\I like to keep clean.\You're freezing. Are you stupid?\Your nose is bright red. response:	We can't warm you up since Ana froze the baths.
context: I'll do what I want.\What are you doing?\It's got nothing to do with\Did you really go bathe in the river?\I like to keep clean.\You're freezing. Are you stupid?\Your nose is bright red.\We can't warm you up since Ana froze the baths. response:	Don't be ridiculous!
context: What are you doing?\It's got nothing to do with\Did you really go bathe in the river?\I like to keep clean.\You're freezing. Are you stupid?\Your nose is bright red.\We can't warm you up since Ana froze the baths.\Don't be ridiculous! response:	I'll be the one to kill you.
context: It's got nothing to do with\Did you really go bathe in the river?\I like to keep clean.\You're freezing. Are you stupid?\Your nose is bright red.\We can't warm you up since Ana froze the baths.\Don't be ridiculous!\I'll be the one to kill you. response:	Remember that, damn it!
context: Did you really go bathe in the river?\I like to keep clean.\You're freezing. Are you stupid?\Your nose is bright red.\We can't warm you up since Ana froze the baths.\Don't be ridiculous!\I'll be the one to kill you.\Remember that, damn it! response:	You're telling me now?
context: I like to keep clean.\You're freezing. Are you stupid?\Your nose is bright red.\We can't warm you up since Ana froze the baths.\Don't be ridiculous!\I'll be the one to kill you.\Remember that, damn it!\You're telling me now? response:	What is this? What is this?
context: You're freezing. Are you stupid?\Your nose is bright red.\We can't warm you up since Ana froze the baths.\Don't be ridiculous!\I'll be the one to kill you.\Remember that, damn it!\You're telling me now?\What is this? What is this? response:	Why am I getting so worked up even though he didn't do anything?
context: Your nose is bright red.\We can't warm you up since Ana froze the baths.\Don't be ridiculous!\I'll be the one to kill you.\Remember that, damn it!\You're telling me now?\What is this? What is this?\Why am I getting so worked up even though he didn't do anything? response:	Wait. Calm down!
context: We can't warm you up since Ana froze the baths.\Don't be ridiculous!\I'll be the one to kill you.\Remember that, damn it!\You're telling me now?\What is this? What is this?\Why am I getting so worked up even though he didn't do anything?\Wait. Calm down! response:	That's it.
context: Don't be ridiculous!\I'll be the one to kill you.\Remember that, damn it!\You're telling me now?\What is this? What is this?\Why am I getting so worked up even though he didn't do anything?\Wait. Calm down!\That's it. response:	I'm just frustrated because I haven't been fighting lately.
context: I'll be the one to kill you.\Remember that, damn it!\You're telling me now?\What is this? What is this?\Why am I getting so worked up even though he didn't do anything?\Wait. Calm down!\That's it.\I'm just frustrated because I haven't been fighting lately. response:	Damn it. Why do I feel like this?
context: Remember that, damn it!\You're telling me now?\What is this? What is this?\Why am I getting so worked up even though he didn't do anything?\Wait. Calm down!\That's it.\I'm just frustrated because I haven't been fighting lately.\Damn it. Why do I feel like this? response:	Amaharu.
context: You're telling me now?\What is this? What is this?\Why am I getting so worked up even though he didn't do anything?\Wait. Calm down!\That's it.\I'm just frustrated because I haven't been fighting lately.\Damn it. Why do I feel like this?\Amaharu. response:	Amaharu.
context: What is this? What is this?\Why am I getting so worked up even though he didn't do anything?\Wait. Calm down!\That's it.\I'm just frustrated because I haven't been fighting lately.\Damn it. Why do I feel like this?\Amaharu.\Amaharu. response:	Amaha
context: Why am I getting so worked up even though he didn't do anything?\Wait. Calm down!\That's it.\I'm just frustrated because I haven't been fighting lately.\Damn it. Why do I feel like this?\Amaharu.\Amaharu.\Amaha response:	Damn it!
context: Wait. Calm down!\That's it.\I'm just frustrated because I haven't been fighting lately.\Damn it. Why do I feel like this?\Amaharu.\Amaharu.\Amaha\Damn it! response:	I'm so pissed!
context: That's it.\I'm just frustrated because I haven't been fighting lately.\Damn it. Why do I feel like this?\Amaharu.\Amaharu.\Amaha\Damn it!\I'm so pissed! response:	Amaharu?
context: I'm just frustrated because I haven't been fighting lately.\Damn it. Why do I feel like this?\Amaharu.\Amaharu.\Amaha\Damn it!\I'm so pissed!\Amaharu? response:	I've finally calmed down.
context: Damn it. Why do I feel like this?\Amaharu.\Amaharu.\Amaha\Damn it!\I'm so pissed!\Amaharu?\I've finally calmed down. response:	Amaharu.
context: Amaharu.\Amaharu.\Amaha\Damn it!\I'm so pissed!\Amaharu?\I've finally calmed down.\Amaharu. response:	This is Saizo's fault.
context: Amaharu.\Amaha\Damn it!\I'm so pissed!\Amaharu?\I've finally calmed down.\Amaharu.\This is Saizo's fault. response:	It's because he touched my hair.
context: Amaha\Damn it!\I'm so pissed!\Amaharu?\I've finally calmed down.\Amaharu.\This is Saizo's fault.\It's because he touched my hair. response:	I've never felt that before.
context: Damn it!\I'm so pissed!\Amaharu?\I've finally calmed down.\Amaharu.\This is Saizo's fault.\It's because he touched my hair.\I've never felt that before. response:	Such a gentle and warm touch.
context: I'm so pissed!\Amaharu?\I've finally calmed down.\Amaharu.\This is Saizo's fault.\It's because he touched my hair.\I've never felt that before.\Such a gentle and warm touch. response:	I don't think of him as my friend.
context: Amaharu?\I've finally calmed down.\Amaharu.\This is Saizo's fault.\It's because he touched my hair.\I've never felt that before.\Such a gentle and warm touch.\I don't think of him as my friend. response:	Saizo's not like that.
context: I've finally calmed down.\Amaharu.\This is Saizo's fault.\It's because he touched my hair.\I've never felt that before.\Such a gentle and warm touch.\I don't think of him as my friend.\Saizo's not like that. response:	I don't want to be his friend.
context: Amaharu.\This is Saizo's fault.\It's because he touched my hair.\I've never felt that before.\Such a gentle and warm touch.\I don't think of him as my friend.\Saizo's not like that.\I don't want to be his friend. response:	All I want is to fight him.
context: This is Saizo's fault.\It's because he touched my hair.\I've never felt that before.\Such a gentle and warm touch.\I don't think of him as my friend.\Saizo's not like that.\I don't want to be his friend.\All I want is to fight him. response:	I know that feeling.
context: It's because he touched my hair.\I've never felt that before.\Such a gentle and warm touch.\I don't think of him as my friend.\Saizo's not like that.\I don't want to be his friend.\All I want is to fight him.\I know that feeling. response:	That incredible ecstasy.
context: I've never felt that before.\Such a gentle and warm touch.\I don't think of him as my friend.\Saizo's not like that.\I don't want to be his friend.\All I want is to fight him.\I know that feeling.\That incredible ecstasy. response:	I want to experience that with Saizo.
context: Such a gentle and warm touch.\I don't think of him as my friend.\Saizo's not like that.\I don't want to be his friend.\All I want is to fight him.\I know that feeling.\That incredible ecstasy.\I want to experience that with Saizo. response:	He's the only one who can give it to me.
context: I don't think of him as my friend.\Saizo's not like that.\I don't want to be his friend.\All I want is to fight him.\I know that feeling.\That incredible ecstasy.\I want to experience that with Saizo.\He's the only one who can give it to me. response:	But that feeling just now...
context: Saizo's not like that.\I don't want to be his friend.\All I want is to fight him.\I know that feeling.\That incredible ecstasy.\I want to experience that with Saizo.\He's the only one who can give it to me.\But that feeling just now... response:	I don't get it!
context: I don't want to be his friend.\All I want is to fight him.\I know that feeling.\That incredible ecstasy.\I want to experience that with Saizo.\He's the only one who can give it to me.\But that feeling just now...\I don't get it! response:	Wait, what are you doing here?
context: All I want is to fight him.\I know that feeling.\That incredible ecstasy.\I want to experience that with Saizo.\He's the only one who can give it to me.\But that feeling just now...\I don't get it!\Wait, what are you doing here? response:	Amaharu. My...
context: I know that feeling.\That incredible ecstasy.\I want to experience that with Saizo.\He's the only one who can give it to me.\But that feeling just now...\I don't get it!\Wait, what are you doing here?\Amaharu. My... response:	Amaharu?
context: That incredible ecstasy.\I want to experience that with Saizo.\He's the only one who can give it to me.\But that feeling just now...\I don't get it!\Wait, what are you doing here?\Amaharu. My...\Amaharu? response:	Oh, this?
context: I want to experience that with Saizo.\He's the only one who can give it to me.\But that feeling just now...\I don't get it!\Wait, what are you doing here?\Amaharu. My...\Amaharu?\Oh, this? response:	He feels nice, doesn't he?
context: He's the only one who can give it to me.\But that feeling just now...\I don't get it!\Wait, what are you doing here?\Amaharu. My...\Amaharu?\Oh, this?\He feels nice, doesn't he? response:	Can I kill and skin him?
context: But that feeling just now...\I don't get it!\Wait, what are you doing here?\Amaharu. My...\Amaharu?\Oh, this?\He feels nice, doesn't he?\Can I kill and skin him? response:	No!
context: I don't get it!\Wait, what are you doing here?\Amaharu. My...\Amaharu?\Oh, this?\He feels nice, doesn't he?\Can I kill and skin him?\No! response:	My head's pounding.
context: Wait, what are you doing here?\Amaharu. My...\Amaharu?\Oh, this?\He feels nice, doesn't he?\Can I kill and skin him?\No!\My head's pounding. response:	You stayed in the bath too long.
context: Amaharu. My...\Amaharu?\Oh, this?\He feels nice, doesn't he?\Can I kill and skin him?\No!\My head's pounding.\You stayed in the bath too long. response:	No, it's probably because, after Ana froze me,
context: Amaharu?\Oh, this?\He feels nice, doesn't he?\Can I kill and skin him?\No!\My head's pounding.\You stayed in the bath too long.\No, it's probably because, after Ana froze me, response:	you punished me with your own ability.
context: Oh, this?\He feels nice, doesn't he?\Can I kill and skin him?\No!\My head's pounding.\You stayed in the bath too long.\No, it's probably because, after Ana froze me,\you punished me with your own ability. response:	What shall we do?
context: He feels nice, doesn't he?\Can I kill and skin him?\No!\My head's pounding.\You stayed in the bath too long.\No, it's probably because, after Ana froze me,\you punished me with your own ability.\What shall we do? response:	I'll have to go.
context: Can I kill and skin him?\No!\My head's pounding.\You stayed in the bath too long.\No, it's probably because, after Ana froze me,\you punished me with your own ability.\What shall we do?\I'll have to go. response:	You'll come with me, of course.
context: No!\My head's pounding.\You stayed in the bath too long.\No, it's probably because, after Ana froze me,\you punished me with your own ability.\What shall we do?\I'll have to go.\You'll come with me, of course. response:	You want me to go?
context: My head's pounding.\You stayed in the bath too long.\No, it's probably because, after Ana froze me,\you punished me with your own ability.\What shall we do?\I'll have to go.\You'll come with me, of course.\You want me to go? response:	This will be a long journey.
context: You stayed in the bath too long.\No, it's probably because, after Ana froze me,\you punished me with your own ability.\What shall we do?\I'll have to go.\You'll come with me, of course.\You want me to go?\This will be a long journey. response:	Invitation
