context: Come on, bring it! response:	It went up!
context: That was you, Tsutomu, you idiot!\If you're gonna stare at someone, at least stare at a girl!\Y-Yes, sir!\Pfft... Yes.\I don't care if you run into each other! Go for the damn ball, ya idjits!\And there's the demon coach.\I thought he was pretty quiet today.\Yeah! response:	Karasuno Shiratorizawa
context: If you're gonna stare at someone, at least stare at a girl!\Y-Yes, sir!\Pfft... Yes.\I don't care if you run into each other! Go for the damn ball, ya idjits!\And there's the demon coach.\I thought he was pretty quiet today.\Yeah!\Karasuno Shiratorizawa response:	Suga, nice serve!
context: Y-Yes, sir!\Pfft... Yes.\I don't care if you run into each other! Go for the damn ball, ya idjits!\And there's the demon coach.\I thought he was pretty quiet today.\Yeah!\Karasuno Shiratorizawa\Suga, nice serve! response:	Leon, up front!
context: Pfft... Yes.\I don't care if you run into each other! Go for the damn ball, ya idjits!\And there's the demon coach.\I thought he was pretty quiet today.\Yeah!\Karasuno Shiratorizawa\Suga, nice serve!\Leon, up front! response:	Switch...
context: I don't care if you run into each other! Go for the damn ball, ya idjits!\And there's the demon coach.\I thought he was pretty quiet today.\Yeah!\Karasuno Shiratorizawa\Suga, nice serve!\Leon, up front!\Switch... response:	A synchronized attack!
context: And there's the demon coach.\I thought he was pretty quiet today.\Yeah!\Karasuno Shiratorizawa\Suga, nice serve!\Leon, up front!\Switch...\A synchronized attack! response:	Yeah!
context: I thought he was pretty quiet today.\Yeah!\Karasuno Shiratorizawa\Suga, nice serve!\Leon, up front!\Switch...\A synchronized attack!\Yeah! response:	Nice, Kageyama!
context: Yeah!\Karasuno Shiratorizawa\Suga, nice serve!\Leon, up front!\Switch...\A synchronized attack!\Yeah!\Nice, Kageyama! response:	What? What happened just now?
context: Karasuno Shiratorizawa\Suga, nice serve!\Leon, up front!\Switch...\A synchronized attack!\Yeah!\Nice, Kageyama!\What? What happened just now? response:	Did the setter hit that?
context: Suga, nice serve!\Leon, up front!\Switch...\A synchronized attack!\Yeah!\Nice, Kageyama!\What? What happened just now?\Did the setter hit that? response:	Those impertinent little...
context: Leon, up front!\Switch...\A synchronized attack!\Yeah!\Nice, Kageyama!\What? What happened just now?\Did the setter hit that?\Those impertinent little... response:	I guess things haven't changed, even with the grandson.
context: Switch...\A synchronized attack!\Yeah!\Nice, Kageyama!\What? What happened just now?\Did the setter hit that?\Those impertinent little...\I guess things haven't changed, even with the grandson. response:	That's right. Karasuno's coach is Ukai-sensei's grandson.
context: A synchronized attack!\Yeah!\Nice, Kageyama!\What? What happened just now?\Did the setter hit that?\Those impertinent little...\I guess things haven't changed, even with the grandson.\That's right. Karasuno's coach is Ukai-sensei's grandson. response:	Ukai...
context: Yeah!\Nice, Kageyama!\What? What happened just now?\Did the setter hit that?\Those impertinent little...\I guess things haven't changed, even with the grandson.\That's right. Karasuno's coach is Ukai-sensei's grandson.\Ukai... response:	He always did think that new things meant strength.
context: Nice, Kageyama!\What? What happened just now?\Did the setter hit that?\Those impertinent little...\I guess things haven't changed, even with the grandson.\That's right. Karasuno's coach is Ukai-sensei's grandson.\Ukai...\He always did think that new things meant strength. response:	I never did like him.
context: What? What happened just now?\Did the setter hit that?\Those impertinent little...\I guess things haven't changed, even with the grandson.\That's right. Karasuno's coach is Ukai-sensei's grandson.\Ukai...\He always did think that new things meant strength.\I never did like him. response:	Shiratorizawa Karasuno
context: Did the setter hit that?\Those impertinent little...\I guess things haven't changed, even with the grandson.\That's right. Karasuno's coach is Ukai-sensei's grandson.\Ukai...\He always did think that new things meant strength.\I never did like him.\Shiratorizawa Karasuno response:	Always relying on the left cannon...
context: Those impertinent little...\I guess things haven't changed, even with the grandson.\That's right. Karasuno's coach is Ukai-sensei's grandson.\Ukai...\He always did think that new things meant strength.\I never did like him.\Shiratorizawa Karasuno\Always relying on the left cannon... response:	How archaic.
context: I guess things haven't changed, even with the grandson.\That's right. Karasuno's coach is Ukai-sensei's grandson.\Ukai...\He always did think that new things meant strength.\I never did like him.\Shiratorizawa Karasuno\Always relying on the left cannon...\How archaic. response:	Your team is ridiculous and everyone attacks,
context: That's right. Karasuno's coach is Ukai-sensei's grandson.\Ukai...\He always did think that new things meant strength.\I never did like him.\Shiratorizawa Karasuno\Always relying on the left cannon...\How archaic.\Your team is ridiculous and everyone attacks, response:	so no one's left to follow up!
context: Ukai...\He always did think that new things meant strength.\I never did like him.\Shiratorizawa Karasuno\Always relying on the left cannon...\How archaic.\Your team is ridiculous and everyone attacks,\so no one's left to follow up! response:	There're only a certain number of things you can do
context: He always did think that new things meant strength.\I never did like him.\Shiratorizawa Karasuno\Always relying on the left cannon...\How archaic.\Your team is ridiculous and everyone attacks,\so no one's left to follow up!\There're only a certain number of things you can do response:	with these high school teams that change every year.
context: I never did like him.\Shiratorizawa Karasuno\Always relying on the left cannon...\How archaic.\Your team is ridiculous and everyone attacks,\so no one's left to follow up!\There're only a certain number of things you can do\with these high school teams that change every year. response:	Polishing diamonds in the best way possible...
context: Shiratorizawa Karasuno\Always relying on the left cannon...\How archaic.\Your team is ridiculous and everyone attacks,\so no one's left to follow up!\There're only a certain number of things you can do\with these high school teams that change every year.\Polishing diamonds in the best way possible... response:	All right!
context: Always relying on the left cannon...\How archaic.\Your team is ridiculous and everyone attacks,\so no one's left to follow up!\There're only a certain number of things you can do\with these high school teams that change every year.\Polishing diamonds in the best way possible...\All right! response:	Washijo-sensei never changes.
context: How archaic.\Your team is ridiculous and everyone attacks,\so no one's left to follow up!\There're only a certain number of things you can do\with these high school teams that change every year.\Polishing diamonds in the best way possible...\All right!\Washijo-sensei never changes. response:	Ohira! Ohira
context: Your team is ridiculous and everyone attacks,\so no one's left to follow up!\There're only a certain number of things you can do\with these high school teams that change every year.\Polishing diamonds in the best way possible...\All right!\Washijo-sensei never changes.\Ohira! Ohira response:	Simple is best.
context: so no one's left to follow up!\There're only a certain number of things you can do\with these high school teams that change every year.\Polishing diamonds in the best way possible...\All right!\Washijo-sensei never changes.\Ohira! Ohira\Simple is best. response:	He loves height and power,
context: There're only a certain number of things you can do\with these high school teams that change every year.\Polishing diamonds in the best way possible...\All right!\Washijo-sensei never changes.\Ohira! Ohira\Simple is best.\He loves height and power, response:	and is always on the lookout to gather powerful players.
context: with these high school teams that change every year.\Polishing diamonds in the best way possible...\All right!\Washijo-sensei never changes.\Ohira! Ohira\Simple is best.\He loves height and power,\and is always on the lookout to gather powerful players. response:	Leon-kun, nice serve.
context: Polishing diamonds in the best way possible...\All right!\Washijo-sensei never changes.\Ohira! Ohira\Simple is best.\He loves height and power,\and is always on the lookout to gather powerful players.\Leon-kun, nice serve. response:	Even if they weren't accepted by the team originally,
context: All right!\Washijo-sensei never changes.\Ohira! Ohira\Simple is best.\He loves height and power,\and is always on the lookout to gather powerful players.\Leon-kun, nice serve.\Even if they weren't accepted by the team originally, response:	if they fit Washijo-sensei's definition of powerful,
context: Washijo-sensei never changes.\Ohira! Ohira\Simple is best.\He loves height and power,\and is always on the lookout to gather powerful players.\Leon-kun, nice serve.\Even if they weren't accepted by the team originally,\if they fit Washijo-sensei's definition of powerful, response:	there won't be a problem.
context: Ohira! Ohira\Simple is best.\He loves height and power,\and is always on the lookout to gather powerful players.\Leon-kun, nice serve.\Even if they weren't accepted by the team originally,\if they fit Washijo-sensei's definition of powerful,\there won't be a problem. response:	And then he puts them through hardcore training to keep them strong.
context: Simple is best.\He loves height and power,\and is always on the lookout to gather powerful players.\Leon-kun, nice serve.\Even if they weren't accepted by the team originally,\if they fit Washijo-sensei's definition of powerful,\there won't be a problem.\And then he puts them through hardcore training to keep them strong. response:	But you can't call all of them star players, can you?
context: He loves height and power,\and is always on the lookout to gather powerful players.\Leon-kun, nice serve.\Even if they weren't accepted by the team originally,\if they fit Washijo-sensei's definition of powerful,\there won't be a problem.\And then he puts them through hardcore training to keep them strong.\But you can't call all of them star players, can you? response:	Of course not.
context: and is always on the lookout to gather powerful players.\Leon-kun, nice serve.\Even if they weren't accepted by the team originally,\if they fit Washijo-sensei's definition of powerful,\there won't be a problem.\And then he puts them through hardcore training to keep them strong.\But you can't call all of them star players, can you?\Of course not. response:	Though I'm sure that him getting someone like Ushijima was a jackpot.
context: Leon-kun, nice serve.\Even if they weren't accepted by the team originally,\if they fit Washijo-sensei's definition of powerful,\there won't be a problem.\And then he puts them through hardcore training to keep them strong.\But you can't call all of them star players, can you?\Of course not.\Though I'm sure that him getting someone like Ushijima was a jackpot. response:	Using a powerful player like Ushijima as the main attacker,
context: Even if they weren't accepted by the team originally,\if they fit Washijo-sensei's definition of powerful,\there won't be a problem.\And then he puts them through hardcore training to keep them strong.\But you can't call all of them star players, can you?\Of course not.\Though I'm sure that him getting someone like Ushijima was a jackpot.\Using a powerful player like Ushijima as the main attacker, response:	Ushijima-san!
context: if they fit Washijo-sensei's definition of powerful,\there won't be a problem.\And then he puts them through hardcore training to keep them strong.\But you can't call all of them star players, can you?\Of course not.\Though I'm sure that him getting someone like Ushijima was a jackpot.\Using a powerful player like Ushijima as the main attacker,\Ushijima-san! response:	and making sure that no one gets in his way
context: there won't be a problem.\And then he puts them through hardcore training to keep them strong.\But you can't call all of them star players, can you?\Of course not.\Though I'm sure that him getting someone like Ushijima was a jackpot.\Using a powerful player like Ushijima as the main attacker,\Ushijima-san!\and making sure that no one gets in his way response:	probably sums up Shiratorizawa's style.
context: And then he puts them through hardcore training to keep them strong.\But you can't call all of them star players, can you?\Of course not.\Though I'm sure that him getting someone like Ushijima was a jackpot.\Using a powerful player like Ushijima as the main attacker,\Ushijima-san!\and making sure that no one gets in his way\probably sums up Shiratorizawa's style. response:	All right!
context: But you can't call all of them star players, can you?\Of course not.\Though I'm sure that him getting someone like Ushijima was a jackpot.\Using a powerful player like Ushijima as the main attacker,\Ushijima-san!\and making sure that no one gets in his way\probably sums up Shiratorizawa's style.\All right! response:	Ushiwaka really doesn't stop.
context: Of course not.\Though I'm sure that him getting someone like Ushijima was a jackpot.\Using a powerful player like Ushijima as the main attacker,\Ushijima-san!\and making sure that no one gets in his way\probably sums up Shiratorizawa's style.\All right!\Ushiwaka really doesn't stop. response:	But there are still ways to turn things around.
context: Though I'm sure that him getting someone like Ushijima was a jackpot.\Using a powerful player like Ushijima as the main attacker,\Ushijima-san!\and making sure that no one gets in his way\probably sums up Shiratorizawa's style.\All right!\Ushiwaka really doesn't stop.\But there are still ways to turn things around. response:	Nice receive!
context: Using a powerful player like Ushijima as the main attacker,\Ushijima-san!\and making sure that no one gets in his way\probably sums up Shiratorizawa's style.\All right!\Ushiwaka really doesn't stop.\But there are still ways to turn things around.\Nice receive! response:	All right!
context: Ushijima-san!\and making sure that no one gets in his way\probably sums up Shiratorizawa's style.\All right!\Ushiwaka really doesn't stop.\But there are still ways to turn things around.\Nice receive!\All right! response:	Karasuno Shiratorizawa
context: and making sure that no one gets in his way\probably sums up Shiratorizawa's style.\All right!\Ushiwaka really doesn't stop.\But there are still ways to turn things around.\Nice receive!\All right!\Karasuno Shiratorizawa response:	Nice kill, Tsutomu!
context: probably sums up Shiratorizawa's style.\All right!\Ushiwaka really doesn't stop.\But there are still ways to turn things around.\Nice receive!\All right!\Karasuno Shiratorizawa\Nice kill, Tsutomu! response:	Shirabu-san, nice serve!
context: All right!\Ushiwaka really doesn't stop.\But there are still ways to turn things around.\Nice receive!\All right!\Karasuno Shiratorizawa\Nice kill, Tsutomu!\Shirabu-san, nice serve! response:	Got it!
context: Ushiwaka really doesn't stop.\But there are still ways to turn things around.\Nice receive!\All right!\Karasuno Shiratorizawa\Nice kill, Tsutomu!\Shirabu-san, nice serve!\Got it! response:	All right!
context: But there are still ways to turn things around.\Nice receive!\All right!\Karasuno Shiratorizawa\Nice kill, Tsutomu!\Shirabu-san, nice serve!\Got it!\All right! response:	Nice, Shoyo!
context: Nice receive!\All right!\Karasuno Shiratorizawa\Nice kill, Tsutomu!\Shirabu-san, nice serve!\Got it!\All right!\Nice, Shoyo! response:	My heart hurts from all this excitement.
context: All right!\Karasuno Shiratorizawa\Nice kill, Tsutomu!\Shirabu-san, nice serve!\Got it!\All right!\Nice, Shoyo!\My heart hurts from all this excitement. response:	Mine does, too.
context: Karasuno Shiratorizawa\Nice kill, Tsutomu!\Shirabu-san, nice serve!\Got it!\All right!\Nice, Shoyo!\My heart hurts from all this excitement.\Mine does, too. response:	As long as I'm here, you're the best!
context: Nice kill, Tsutomu!\Shirabu-san, nice serve!\Got it!\All right!\Nice, Shoyo!\My heart hurts from all this excitement.\Mine does, too.\As long as I'm here, you're the best! response:	I could never say something that confident...
context: Shirabu-san, nice serve!\Got it!\All right!\Nice, Shoyo!\My heart hurts from all this excitement.\Mine does, too.\As long as I'm here, you're the best!\I could never say something that confident... response:	But I've gotten to the point where I can be helpful.
context: Got it!\All right!\Nice, Shoyo!\My heart hurts from all this excitement.\Mine does, too.\As long as I'm here, you're the best!\I could never say something that confident...\But I've gotten to the point where I can be helpful. response:	Nice serve.
context: All right!\Nice, Shoyo!\My heart hurts from all this excitement.\Mine does, too.\As long as I'm here, you're the best!\I could never say something that confident...\But I've gotten to the point where I can be helpful.\Nice serve. response:	Their formation broke!
context: Nice, Shoyo!\My heart hurts from all this excitement.\Mine does, too.\As long as I'm here, you're the best!\I could never say something that confident...\But I've gotten to the point where I can be helpful.\Nice serve.\Their formation broke! response:	Good!
context: My heart hurts from all this excitement.\Mine does, too.\As long as I'm here, you're the best!\I could never say something that confident...\But I've gotten to the point where I can be helpful.\Nice serve.\Their formation broke!\Good! response:	My chance...
context: Mine does, too.\As long as I'm here, you're the best!\I could never say something that confident...\But I've gotten to the point where I can be helpful.\Nice serve.\Their formation broke!\Good!\My chance... response:	Sorry!
context: As long as I'm here, you're the best!\I could never say something that confident...\But I've gotten to the point where I can be helpful.\Nice serve.\Their formation broke!\Good!\My chance...\Sorry! response:	Wakatoshi!
context: I could never say something that confident...\But I've gotten to the point where I can be helpful.\Nice serve.\Their formation broke!\Good!\My chance...\Sorry!\Wakatoshi! response:	We're gonna stop him!
context: But I've gotten to the point where I can be helpful.\Nice serve.\Their formation broke!\Good!\My chance...\Sorry!\Wakatoshi!\We're gonna stop him! response:	Yeah!
context: Nice serve.\Their formation broke!\Good!\My chance...\Sorry!\Wakatoshi!\We're gonna stop him!\Yeah! response:	Good.
context: Their formation broke!\Good!\My chance...\Sorry!\Wakatoshi!\We're gonna stop him!\Yeah!\Good. response:	I just need
context: Good!\My chance...\Sorry!\Wakatoshi!\We're gonna stop him!\Yeah!\Good.\I just need response:	one high toss.
context: My chance...\Sorry!\Wakatoshi!\We're gonna stop him!\Yeah!\Good.\I just need\one high toss. response:	Be Courageous Warriors
context: Sorry!\Wakatoshi!\We're gonna stop him!\Yeah!\Good.\I just need\one high toss.\Be Courageous Warriors response:	Nice kill, Ushijima!
context: Wakatoshi!\We're gonna stop him!\Yeah!\Good.\I just need\one high toss.\Be Courageous Warriors\Nice kill, Ushijima! response:	Ushijima! Ushijima!
context: We're gonna stop him!\Yeah!\Good.\I just need\one high toss.\Be Courageous Warriors\Nice kill, Ushijima!\Ushijima! Ushijima! response:	This is
context: Yeah!\Good.\I just need\one high toss.\Be Courageous Warriors\Nice kill, Ushijima!\Ushijima! Ushijima!\This is response:	what it means to be strong.
context: Good.\I just need\one high toss.\Be Courageous Warriors\Nice kill, Ushijima!\Ushijima! Ushijima!\This is\what it means to be strong. response:	Keep on breaking them!
context: I just need\one high toss.\Be Courageous Warriors\Nice kill, Ushijima!\Ushijima! Ushijima!\This is\what it means to be strong.\Keep on breaking them! response:	What, you say? Their hearts!
context: one high toss.\Be Courageous Warriors\Nice kill, Ushijima!\Ushijima! Ushijima!\This is\what it means to be strong.\Keep on breaking them!\What, you say? Their hearts! response:	Keep on shattering them!
context: Be Courageous Warriors\Nice kill, Ushijima!\Ushijima! Ushijima!\This is\what it means to be strong.\Keep on breaking them!\What, you say? Their hearts!\Keep on shattering them! response:	What, you say?
context: Nice kill, Ushijima!\Ushijima! Ushijima!\This is\what it means to be strong.\Keep on breaking them!\What, you say? Their hearts!\Keep on shattering them!\What, you say? response:	Those blocks?
context: Ushijima! Ushijima!\This is\what it means to be strong.\Keep on breaking them!\What, you say? Their hearts!\Keep on shattering them!\What, you say?\Those blocks? response:	Nah, their spirits!
context: This is\what it means to be strong.\Keep on breaking them!\What, you say? Their hearts!\Keep on shattering them!\What, you say?\Those blocks?\Nah, their spirits! response:	I can never read this guy.
context: what it means to be strong.\Keep on breaking them!\What, you say? Their hearts!\Keep on shattering them!\What, you say?\Those blocks?\Nah, their spirits!\I can never read this guy. response:	He sure is persistent...
context: Keep on breaking them!\What, you say? Their hearts!\Keep on shattering them!\What, you say?\Those blocks?\Nah, their spirits!\I can never read this guy.\He sure is persistent... response:	That brat with the glasses.
context: What, you say? Their hearts!\Keep on shattering them!\What, you say?\Those blocks?\Nah, their spirits!\I can never read this guy.\He sure is persistent...\That brat with the glasses. response:	Sensei.
context: Keep on shattering them!\What, you say?\Those blocks?\Nah, their spirits!\I can never read this guy.\He sure is persistent...\That brat with the glasses.\Sensei. response:	Right.
context: What, you say?\Those blocks?\Nah, their spirits!\I can never read this guy.\He sure is persistent...\That brat with the glasses.\Sensei.\Right. response:	Apparently, even that serve isn't enough to stop them.
context: Those blocks?\Nah, their spirits!\I can never read this guy.\He sure is persistent...\That brat with the glasses.\Sensei.\Right.\Apparently, even that serve isn't enough to stop them. response:	Yeah.
context: Nah, their spirits!\I can never read this guy.\He sure is persistent...\That brat with the glasses.\Sensei.\Right.\Apparently, even that serve isn't enough to stop them.\Yeah. response:	When they're able to stop em, they can,
context: I can never read this guy.\He sure is persistent...\That brat with the glasses.\Sensei.\Right.\Apparently, even that serve isn't enough to stop them.\Yeah.\When they're able to stop em, they can, response:	and when they can't stop em, they can't! Got it?!
context: He sure is persistent...\That brat with the glasses.\Sensei.\Right.\Apparently, even that serve isn't enough to stop them.\Yeah.\When they're able to stop em, they can,\and when they can't stop em, they can't! Got it?! response:	It's true that completely shutting them down,
context: That brat with the glasses.\Sensei.\Right.\Apparently, even that serve isn't enough to stop them.\Yeah.\When they're able to stop em, they can,\and when they can't stop em, they can't! Got it?!\It's true that completely shutting them down, response:	or breaking through a three-person block looks cool,
context: Sensei.\Right.\Apparently, even that serve isn't enough to stop them.\Yeah.\When they're able to stop em, they can,\and when they can't stop em, they can't! Got it?!\It's true that completely shutting them down,\or breaking through a three-person block looks cool, response:	and excites the crowd,
context: Right.\Apparently, even that serve isn't enough to stop them.\Yeah.\When they're able to stop em, they can,\and when they can't stop em, they can't! Got it?!\It's true that completely shutting them down,\or breaking through a three-person block looks cool,\and excites the crowd, response:	but don't try to finish things.
context: Apparently, even that serve isn't enough to stop them.\Yeah.\When they're able to stop em, they can,\and when they can't stop em, they can't! Got it?!\It's true that completely shutting them down,\or breaking through a three-person block looks cool,\and excites the crowd,\but don't try to finish things. response:	I'm sure that the rougher things get,
context: Yeah.\When they're able to stop em, they can,\and when they can't stop em, they can't! Got it?!\It's true that completely shutting them down,\or breaking through a three-person block looks cool,\and excites the crowd,\but don't try to finish things.\I'm sure that the rougher things get, response:	the more you want to finish things in one shot.
context: When they're able to stop em, they can,\and when they can't stop em, they can't! Got it?!\It's true that completely shutting them down,\or breaking through a three-person block looks cool,\and excites the crowd,\but don't try to finish things.\I'm sure that the rougher things get,\the more you want to finish things in one shot. response:	But don't forget to imagine your next plays,
context: and when they can't stop em, they can't! Got it?!\It's true that completely shutting them down,\or breaking through a three-person block looks cool,\and excites the crowd,\but don't try to finish things.\I'm sure that the rougher things get,\the more you want to finish things in one shot.\But don't forget to imagine your next plays, response:	like one touches and rebounds.
context: It's true that completely shutting them down,\or breaking through a three-person block looks cool,\and excites the crowd,\but don't try to finish things.\I'm sure that the rougher things get,\the more you want to finish things in one shot.\But don't forget to imagine your next plays,\like one touches and rebounds. response:	All plays are connected.
context: or breaking through a three-person block looks cool,\and excites the crowd,\but don't try to finish things.\I'm sure that the rougher things get,\the more you want to finish things in one shot.\But don't forget to imagine your next plays,\like one touches and rebounds.\All plays are connected. response:	This doesn't mean you're supposed to put up your guard.
context: and excites the crowd,\but don't try to finish things.\I'm sure that the rougher things get,\the more you want to finish things in one shot.\But don't forget to imagine your next plays,\like one touches and rebounds.\All plays are connected.\This doesn't mean you're supposed to put up your guard. response:	I know that!
context: but don't try to finish things.\I'm sure that the rougher things get,\the more you want to finish things in one shot.\But don't forget to imagine your next plays,\like one touches and rebounds.\All plays are connected.\This doesn't mean you're supposed to put up your guard.\I know that! response:	I know I keep saying this,
context: I'm sure that the rougher things get,\the more you want to finish things in one shot.\But don't forget to imagine your next plays,\like one touches and rebounds.\All plays are connected.\This doesn't mean you're supposed to put up your guard.\I know that!\I know I keep saying this, response:	but even if plays don't lead to points, they start showing results later.
context: the more you want to finish things in one shot.\But don't forget to imagine your next plays,\like one touches and rebounds.\All plays are connected.\This doesn't mean you're supposed to put up your guard.\I know that!\I know I keep saying this,\but even if plays don't lead to points, they start showing results later. response:	We're finally doing a five-set match.
context: But don't forget to imagine your next plays,\like one touches and rebounds.\All plays are connected.\This doesn't mean you're supposed to put up your guard.\I know that!\I know I keep saying this,\but even if plays don't lead to points, they start showing results later.\We're finally doing a five-set match. response:	It'd be a waste to spend the whole time dreading
context: like one touches and rebounds.\All plays are connected.\This doesn't mean you're supposed to put up your guard.\I know that!\I know I keep saying this,\but even if plays don't lead to points, they start showing results later.\We're finally doing a five-set match.\It'd be a waste to spend the whole time dreading response:	how long you've still got.
context: All plays are connected.\This doesn't mean you're supposed to put up your guard.\I know that!\I know I keep saying this,\but even if plays don't lead to points, they start showing results later.\We're finally doing a five-set match.\It'd be a waste to spend the whole time dreading\how long you've still got. response:	Right! Let's do this!
context: This doesn't mean you're supposed to put up your guard.\I know that!\I know I keep saying this,\but even if plays don't lead to points, they start showing results later.\We're finally doing a five-set match.\It'd be a waste to spend the whole time dreading\how long you've still got.\Right! Let's do this! response:	Yeah!
context: I know that!\I know I keep saying this,\but even if plays don't lead to points, they start showing results later.\We're finally doing a five-set match.\It'd be a waste to spend the whole time dreading\how long you've still got.\Right! Let's do this!\Yeah! response:	Um...
context: I know I keep saying this,\but even if plays don't lead to points, they start showing results later.\We're finally doing a five-set match.\It'd be a waste to spend the whole time dreading\how long you've still got.\Right! Let's do this!\Yeah!\Um... response:	Would you let me set the timing
context: but even if plays don't lead to points, they start showing results later.\We're finally doing a five-set match.\It'd be a waste to spend the whole time dreading\how long you've still got.\Right! Let's do this!\Yeah!\Um...\Would you let me set the timing response:	for the three-person block?
context: We're finally doing a five-set match.\It'd be a waste to spend the whole time dreading\how long you've still got.\Right! Let's do this!\Yeah!\Um...\Would you let me set the timing\for the three-person block? response:	Shirabu.
context: It'd be a waste to spend the whole time dreading\how long you've still got.\Right! Let's do this!\Yeah!\Um...\Would you let me set the timing\for the three-person block?\Shirabu. response:	Don't forget to pass to Wakatoshi.
context: how long you've still got.\Right! Let's do this!\Yeah!\Um...\Would you let me set the timing\for the three-person block?\Shirabu.\Don't forget to pass to Wakatoshi. response:	Right. Got it.
context: Right! Let's do this!\Yeah!\Um...\Would you let me set the timing\for the three-person block?\Shirabu.\Don't forget to pass to Wakatoshi.\Right. Got it. response:	Why, you little...
context: Yeah!\Um...\Would you let me set the timing\for the three-person block?\Shirabu.\Don't forget to pass to Wakatoshi.\Right. Got it.\Why, you little... response:	Now, now, now...
context: Um...\Would you let me set the timing\for the three-person block?\Shirabu.\Don't forget to pass to Wakatoshi.\Right. Got it.\Why, you little...\Now, now, now... response:	Nice serve, Tsutomu!
context: Would you let me set the timing\for the three-person block?\Shirabu.\Don't forget to pass to Wakatoshi.\Right. Got it.\Why, you little...\Now, now, now...\Nice serve, Tsutomu! response:	Daichi!
context: for the three-person block?\Shirabu.\Don't forget to pass to Wakatoshi.\Right. Got it.\Why, you little...\Now, now, now...\Nice serve, Tsutomu!\Daichi! response:	Got it!
context: Shirabu.\Don't forget to pass to Wakatoshi.\Right. Got it.\Why, you little...\Now, now, now...\Nice serve, Tsutomu!\Daichi!\Got it! response:	Damn it. Their 1, every single time...
context: Don't forget to pass to Wakatoshi.\Right. Got it.\Why, you little...\Now, now, now...\Nice serve, Tsutomu!\Daichi!\Got it!\Damn it. Their 1, every single time... response:	Karasuno Shiratorizawa
context: Right. Got it.\Why, you little...\Now, now, now...\Nice serve, Tsutomu!\Daichi!\Got it!\Damn it. Their 1, every single time...\Karasuno Shiratorizawa response:	All right!
context: Why, you little...\Now, now, now...\Nice serve, Tsutomu!\Daichi!\Got it!\Damn it. Their 1, every single time...\Karasuno Shiratorizawa\All right! response:	Daichi-san, nice serve!
context: Now, now, now...\Nice serve, Tsutomu!\Daichi!\Got it!\Damn it. Their 1, every single time...\Karasuno Shiratorizawa\All right!\Daichi-san, nice serve! response:	Tsutomu!
context: Nice serve, Tsutomu!\Daichi!\Got it!\Damn it. Their 1, every single time...\Karasuno Shiratorizawa\All right!\Daichi-san, nice serve!\Tsutomu! response:	Right!
context: Daichi!\Got it!\Damn it. Their 1, every single time...\Karasuno Shiratorizawa\All right!\Daichi-san, nice serve!\Tsutomu!\Right! response:	Nice receive!
context: Got it!\Damn it. Their 1, every single time...\Karasuno Shiratorizawa\All right!\Daichi-san, nice serve!\Tsutomu!\Right!\Nice receive! response:	One touch!
context: Damn it. Their 1, every single time...\Karasuno Shiratorizawa\All right!\Daichi-san, nice serve!\Tsutomu!\Right!\Nice receive!\One touch! response:	Ryu!
context: Karasuno Shiratorizawa\All right!\Daichi-san, nice serve!\Tsutomu!\Right!\Nice receive!\One touch!\Ryu! response:	He connected it!
context: All right!\Daichi-san, nice serve!\Tsutomu!\Right!\Nice receive!\One touch!\Ryu!\He connected it! response:	Nice timing! Nice one touch!
context: Daichi-san, nice serve!\Tsutomu!\Right!\Nice receive!\One touch!\Ryu!\He connected it!\Nice timing! Nice one touch! response:	Keep on connecting!
context: Tsutomu!\Right!\Nice receive!\One touch!\Ryu!\He connected it!\Nice timing! Nice one touch!\Keep on connecting! response:	Ushijima really won't stop.
context: Right!\Nice receive!\One touch!\Ryu!\He connected it!\Nice timing! Nice one touch!\Keep on connecting!\Ushijima really won't stop. response:	What's Karasuno's coach so happy about?
context: Nice receive!\One touch!\Ryu!\He connected it!\Nice timing! Nice one touch!\Keep on connecting!\Ushijima really won't stop.\What's Karasuno's coach so happy about? response:	They haven't stopped him at all.
context: One touch!\Ryu!\He connected it!\Nice timing! Nice one touch!\Keep on connecting!\Ushijima really won't stop.\What's Karasuno's coach so happy about?\They haven't stopped him at all. response:	Got it!
context: Ryu!\He connected it!\Nice timing! Nice one touch!\Keep on connecting!\Ushijima really won't stop.\What's Karasuno's coach so happy about?\They haven't stopped him at all.\Got it! response:	Chance ball!
context: He connected it!\Nice timing! Nice one touch!\Keep on connecting!\Ushijima really won't stop.\What's Karasuno's coach so happy about?\They haven't stopped him at all.\Got it!\Chance ball! response:	Nice kill, Ohira!
context: Nice timing! Nice one touch!\Keep on connecting!\Ushijima really won't stop.\What's Karasuno's coach so happy about?\They haven't stopped him at all.\Got it!\Chance ball!\Nice kill, Ohira! response:	Ohira!
context: Keep on connecting!\Ushijima really won't stop.\What's Karasuno's coach so happy about?\They haven't stopped him at all.\Got it!\Chance ball!\Nice kill, Ohira!\Ohira! response:	Karasuno Shiratorizawa
context: Ushijima really won't stop.\What's Karasuno's coach so happy about?\They haven't stopped him at all.\Got it!\Chance ball!\Nice kill, Ohira!\Ohira!\Karasuno Shiratorizawa response:	Kawanishi, nice serve!
context: What's Karasuno's coach so happy about?\They haven't stopped him at all.\Got it!\Chance ball!\Nice kill, Ohira!\Ohira!\Karasuno Shiratorizawa\Kawanishi, nice serve! response:	Here I go!
