context: Arai Yoshiyuki (homeroom teacher Zen”) response:	Newly wed
context: Like, say the person next to me is having trouble.\I think, maybe she's having trouble with this,”\or how can I explain it so that she would understand?”\Eventually I would get a lot of studying done.\Speaking of which, have you told anyone about Maru?\No.\I see.\So then, we're the only ones who know about how we found him. response:	I'm not telling anyone then.
context: I think, maybe she's having trouble with this,”\or how can I explain it so that she would understand?”\Eventually I would get a lot of studying done.\Speaking of which, have you told anyone about Maru?\No.\I see.\So then, we're the only ones who know about how we found him.\I'm not telling anyone then. response:	I can't be the only one who's seen him smile,
context: or how can I explain it so that she would understand?”\Eventually I would get a lot of studying done.\Speaking of which, have you told anyone about Maru?\No.\I see.\So then, we're the only ones who know about how we found him.\I'm not telling anyone then.\I can't be the only one who's seen him smile, response:	or has been smiled at by him,
context: Eventually I would get a lot of studying done.\Speaking of which, have you told anyone about Maru?\No.\I see.\So then, we're the only ones who know about how we found him.\I'm not telling anyone then.\I can't be the only one who's seen him smile,\or has been smiled at by him, response:	but for now, I get it all to myself.
context: Speaking of which, have you told anyone about Maru?\No.\I see.\So then, we're the only ones who know about how we found him.\I'm not telling anyone then.\I can't be the only one who's seen him smile,\or has been smiled at by him,\but for now, I get it all to myself. response:	I hope tomorrow will be a good day too.
context: No.\I see.\So then, we're the only ones who know about how we found him.\I'm not telling anyone then.\I can't be the only one who's seen him smile,\or has been smiled at by him,\but for now, I get it all to myself.\I hope tomorrow will be a good day too. response:	Kuronuma,
context: I see.\So then, we're the only ones who know about how we found him.\I'm not telling anyone then.\I can't be the only one who's seen him smile,\or has been smiled at by him,\but for now, I get it all to myself.\I hope tomorrow will be a good day too.\Kuronuma, response:	can you help me with this?
context: So then, we're the only ones who know about how we found him.\I'm not telling anyone then.\I can't be the only one who's seen him smile,\or has been smiled at by him,\but for now, I get it all to myself.\I hope tomorrow will be a good day too.\Kuronuma,\can you help me with this? response:	I'm the person next to you, after all.
context: I'm not telling anyone then.\I can't be the only one who's seen him smile,\or has been smiled at by him,\but for now, I get it all to myself.\I hope tomorrow will be a good day too.\Kuronuma,\can you help me with this?\I'm the person next to you, after all. response:	Why isn't this ”, even though it's what”?
context: I can't be the only one who's seen him smile,\or has been smiled at by him,\but for now, I get it all to myself.\I hope tomorrow will be a good day too.\Kuronuma,\can you help me with this?\I'm the person next to you, after all.\Why isn't this ”, even though it's what”? response:	This what” is called a relative pronoun.
context: or has been smiled at by him,\but for now, I get it all to myself.\I hope tomorrow will be a good day too.\Kuronuma,\can you help me with this?\I'm the person next to you, after all.\Why isn't this ”, even though it's what”?\This what” is called a relative pronoun. response:	What's up with you, are you actually studying?
context: but for now, I get it all to myself.\I hope tomorrow will be a good day too.\Kuronuma,\can you help me with this?\I'm the person next to you, after all.\Why isn't this ”, even though it's what”?\This what” is called a relative pronoun.\What's up with you, are you actually studying? response:	And these two phrases are together.
context: I hope tomorrow will be a good day too.\Kuronuma,\can you help me with this?\I'm the person next to you, after all.\Why isn't this ”, even though it's what”?\This what” is called a relative pronoun.\What's up with you, are you actually studying?\And these two phrases are together. response:	This one and this one.
context: Kuronuma,\can you help me with this?\I'm the person next to you, after all.\Why isn't this ”, even though it's what”?\This what” is called a relative pronoun.\What's up with you, are you actually studying?\And these two phrases are together.\This one and this one. response:	Oh, I see.
context: can you help me with this?\I'm the person next to you, after all.\Why isn't this ”, even though it's what”?\This what” is called a relative pronoun.\What's up with you, are you actually studying?\And these two phrases are together.\This one and this one.\Oh, I see. response:	Huh?
context: I'm the person next to you, after all.\Why isn't this ”, even though it's what”?\This what” is called a relative pronoun.\What's up with you, are you actually studying?\And these two phrases are together.\This one and this one.\Oh, I see.\Huh? response:	Sadako's helping them study.
context: Why isn't this ”, even though it's what”?\This what” is called a relative pronoun.\What's up with you, are you actually studying?\And these two phrases are together.\This one and this one.\Oh, I see.\Huh?\Sadako's helping them study. response:	Oh yeah.
context: This what” is called a relative pronoun.\What's up with you, are you actually studying?\And these two phrases are together.\This one and this one.\Oh, I see.\Huh?\Sadako's helping them study.\Oh yeah. response:	So if you translate these two together...
context: What's up with you, are you actually studying?\And these two phrases are together.\This one and this one.\Oh, I see.\Huh?\Sadako's helping them study.\Oh yeah.\So if you translate these two together... response:	I got it!
context: And these two phrases are together.\This one and this one.\Oh, I see.\Huh?\Sadako's helping them study.\Oh yeah.\So if you translate these two together...\I got it! response:	I actually did it.
context: This one and this one.\Oh, I see.\Huh?\Sadako's helping them study.\Oh yeah.\So if you translate these two together...\I got it!\I actually did it. response:	She actually got Yoshida to answer a problem.
context: Oh, I see.\Huh?\Sadako's helping them study.\Oh yeah.\So if you translate these two together...\I got it!\I actually did it.\She actually got Yoshida to answer a problem. response:	You're good at teaching.
context: Huh?\Sadako's helping them study.\Oh yeah.\So if you translate these two together...\I got it!\I actually did it.\She actually got Yoshida to answer a problem.\You're good at teaching. response:	Um...
context: Sadako's helping them study.\Oh yeah.\So if you translate these two together...\I got it!\I actually did it.\She actually got Yoshida to answer a problem.\You're good at teaching.\Um... response:	Could you help us too?
context: Oh yeah.\So if you translate these two together...\I got it!\I actually did it.\She actually got Yoshida to answer a problem.\You're good at teaching.\Um...\Could you help us too? response:	I hope you don't mind.
context: So if you translate these two together...\I got it!\I actually did it.\She actually got Yoshida to answer a problem.\You're good at teaching.\Um...\Could you help us too?\I hope you don't mind. response:	So this works the same way...
context: I got it!\I actually did it.\She actually got Yoshida to answer a problem.\You're good at teaching.\Um...\Could you help us too?\I hope you don't mind.\So this works the same way... response:	Oh wow.
context: I actually did it.\She actually got Yoshida to answer a problem.\You're good at teaching.\Um...\Could you help us too?\I hope you don't mind.\So this works the same way...\Oh wow. response:	I tried so many times.
context: She actually got Yoshida to answer a problem.\You're good at teaching.\Um...\Could you help us too?\I hope you don't mind.\So this works the same way...\Oh wow.\I tried so many times. response:	See, like this.
context: You're good at teaching.\Um...\Could you help us too?\I hope you don't mind.\So this works the same way...\Oh wow.\I tried so many times.\See, like this. response:	I get it.
context: Um...\Could you help us too?\I hope you don't mind.\So this works the same way...\Oh wow.\I tried so many times.\See, like this.\I get it. response:	You make it so easy.
context: Could you help us too?\I hope you don't mind.\So this works the same way...\Oh wow.\I tried so many times.\See, like this.\I get it.\You make it so easy. response:	She should just use the blackboard.
context: I hope you don't mind.\So this works the same way...\Oh wow.\I tried so many times.\See, like this.\I get it.\You make it so easy.\She should just use the blackboard. response:	Thanks, Sadako.
context: So this works the same way...\Oh wow.\I tried so many times.\See, like this.\I get it.\You make it so easy.\She should just use the blackboard.\Thanks, Sadako. response:	Can you help us again sometime?
context: Oh wow.\I tried so many times.\See, like this.\I get it.\You make it so easy.\She should just use the blackboard.\Thanks, Sadako.\Can you help us again sometime? response:	Thanks.
context: I tried so many times.\See, like this.\I get it.\You make it so easy.\She should just use the blackboard.\Thanks, Sadako.\Can you help us again sometime?\Thanks. response:	I've made myself useful!
context: See, like this.\I get it.\You make it so easy.\She should just use the blackboard.\Thanks, Sadako.\Can you help us again sometime?\Thanks.\I've made myself useful! response:	You're definitely weird.
context: I get it.\You make it so easy.\She should just use the blackboard.\Thanks, Sadako.\Can you help us again sometime?\Thanks.\I've made myself useful!\You're definitely weird. response:	SheShe's smi
context: You make it so easy.\She should just use the blackboard.\Thanks, Sadako.\Can you help us again sometime?\Thanks.\I've made myself useful!\You're definitely weird.\SheShe's smi response:	Did you see that?
context: She should just use the blackboard.\Thanks, Sadako.\Can you help us again sometime?\Thanks.\I've made myself useful!\You're definitely weird.\SheShe's smi\Did you see that? response:	K-Kazehaya-kun.
context: Thanks, Sadako.\Can you help us again sometime?\Thanks.\I've made myself useful!\You're definitely weird.\SheShe's smi\Did you see that?\K-Kazehaya-kun. response:	Today
context: Can you help us again sometime?\Thanks.\I've made myself useful!\You're definitely weird.\SheShe's smi\Did you see that?\K-Kazehaya-kun.\Today response:	About yesterday, that was great.
context: Thanks.\I've made myself useful!\You're definitely weird.\SheShe's smi\Did you see that?\K-Kazehaya-kun.\Today\About yesterday, that was great. response:	All those people who helped. You got your wish.
context: I've made myself useful!\You're definitely weird.\SheShe's smi\Did you see that?\K-Kazehaya-kun.\Today\About yesterday, that was great.\All those people who helped. You got your wish. response:	I was happy, of course.
context: You're definitely weird.\SheShe's smi\Did you see that?\K-Kazehaya-kun.\Today\About yesterday, that was great.\All those people who helped. You got your wish.\I was happy, of course. response:	It came true when you asked me to help you.
context: SheShe's smi\Did you see that?\K-Kazehaya-kun.\Today\About yesterday, that was great.\All those people who helped. You got your wish.\I was happy, of course.\It came true when you asked me to help you. response:	You must have gotten sick of hearing it by now,
context: Did you see that?\K-Kazehaya-kun.\Today\About yesterday, that was great.\All those people who helped. You got your wish.\I was happy, of course.\It came true when you asked me to help you.\You must have gotten sick of hearing it by now, response:	but I want to say it again.
context: K-Kazehaya-kun.\Today\About yesterday, that was great.\All those people who helped. You got your wish.\I was happy, of course.\It came true when you asked me to help you.\You must have gotten sick of hearing it by now,\but I want to say it again. response:	Thanks.
context: Today\About yesterday, that was great.\All those people who helped. You got your wish.\I was happy, of course.\It came true when you asked me to help you.\You must have gotten sick of hearing it by now,\but I want to say it again.\Thanks. response:	Hey, Kazehaya.
context: About yesterday, that was great.\All those people who helped. You got your wish.\I was happy, of course.\It came true when you asked me to help you.\You must have gotten sick of hearing it by now,\but I want to say it again.\Thanks.\Hey, Kazehaya. response:	Huh, he's talking to someone.
context: All those people who helped. You got your wish.\I was happy, of course.\It came true when you asked me to help you.\You must have gotten sick of hearing it by now,\but I want to say it again.\Thanks.\Hey, Kazehaya.\Huh, he's talking to someone. response:	Let's go.
context: I was happy, of course.\It came true when you asked me to help you.\You must have gotten sick of hearing it by now,\but I want to say it again.\Thanks.\Hey, Kazehaya.\Huh, he's talking to someone.\Let's go. response:	Sorry, I'm so selfish.
context: It came true when you asked me to help you.\You must have gotten sick of hearing it by now,\but I want to say it again.\Thanks.\Hey, Kazehaya.\Huh, he's talking to someone.\Let's go.\Sorry, I'm so selfish. response:	I thought I was the only one that knew.
context: You must have gotten sick of hearing it by now,\but I want to say it again.\Thanks.\Hey, Kazehaya.\Huh, he's talking to someone.\Let's go.\Sorry, I'm so selfish.\I thought I was the only one that knew. response:	I was a bit bummed.
context: but I want to say it again.\Thanks.\Hey, Kazehaya.\Huh, he's talking to someone.\Let's go.\Sorry, I'm so selfish.\I thought I was the only one that knew.\I was a bit bummed. response:	So let me have this one...
context: Thanks.\Hey, Kazehaya.\Huh, he's talking to someone.\Let's go.\Sorry, I'm so selfish.\I thought I was the only one that knew.\I was a bit bummed.\So let me have this one... response:	Man, that was the first time I've ever seen her smile like that.
context: Hey, Kazehaya.\Huh, he's talking to someone.\Let's go.\Sorry, I'm so selfish.\I thought I was the only one that knew.\I was a bit bummed.\So let me have this one...\Man, that was the first time I've ever seen her smile like that. response:	She looks pretty normal when she's like that.
context: Huh, he's talking to someone.\Let's go.\Sorry, I'm so selfish.\I thought I was the only one that knew.\I was a bit bummed.\So let me have this one...\Man, that was the first time I've ever seen her smile like that.\She looks pretty normal when she's like that. response:	What, really?
context: Let's go.\Sorry, I'm so selfish.\I thought I was the only one that knew.\I was a bit bummed.\So let me have this one...\Man, that was the first time I've ever seen her smile like that.\She looks pretty normal when she's like that.\What, really? response:	Yoshida's that thin-eyed girl right?
context: Sorry, I'm so selfish.\I thought I was the only one that knew.\I was a bit bummed.\So let me have this one...\Man, that was the first time I've ever seen her smile like that.\She looks pretty normal when she's like that.\What, really?\Yoshida's that thin-eyed girl right? response:	Yeah, the ex-delinquent who used to be in a detention center.
context: I thought I was the only one that knew.\I was a bit bummed.\So let me have this one...\Man, that was the first time I've ever seen her smile like that.\She looks pretty normal when she's like that.\What, really?\Yoshida's that thin-eyed girl right?\Yeah, the ex-delinquent who used to be in a detention center. response:	And that other Yano girl's a real slut, huh?
context: I was a bit bummed.\So let me have this one...\Man, that was the first time I've ever seen her smile like that.\She looks pretty normal when she's like that.\What, really?\Yoshida's that thin-eyed girl right?\Yeah, the ex-delinquent who used to be in a detention center.\And that other Yano girl's a real slut, huh? response:	She did a hundred guys in middle school.
context: So let me have this one...\Man, that was the first time I've ever seen her smile like that.\She looks pretty normal when she's like that.\What, really?\Yoshida's that thin-eyed girl right?\Yeah, the ex-delinquent who used to be in a detention center.\And that other Yano girl's a real slut, huh?\She did a hundred guys in middle school. response:	No way, that's insane.
context: Man, that was the first time I've ever seen her smile like that.\She looks pretty normal when she's like that.\What, really?\Yoshida's that thin-eyed girl right?\Yeah, the ex-delinquent who used to be in a detention center.\And that other Yano girl's a real slut, huh?\She did a hundred guys in middle school.\No way, that's insane. response:	Oh yeah?
context: She looks pretty normal when she's like that.\What, really?\Yoshida's that thin-eyed girl right?\Yeah, the ex-delinquent who used to be in a detention center.\And that other Yano girl's a real slut, huh?\She did a hundred guys in middle school.\No way, that's insane.\Oh yeah? response:	And who told you that?
context: What, really?\Yoshida's that thin-eyed girl right?\Yeah, the ex-delinquent who used to be in a detention center.\And that other Yano girl's a real slut, huh?\She did a hundred guys in middle school.\No way, that's insane.\Oh yeah?\And who told you that? response:	Well...
context: Yoshida's that thin-eyed girl right?\Yeah, the ex-delinquent who used to be in a detention center.\And that other Yano girl's a real slut, huh?\She did a hundred guys in middle school.\No way, that's insane.\Oh yeah?\And who told you that?\Well... response:	Who...
context: Yeah, the ex-delinquent who used to be in a detention center.\And that other Yano girl's a real slut, huh?\She did a hundred guys in middle school.\No way, that's insane.\Oh yeah?\And who told you that?\Well...\Who... response:	told you that.
context: And that other Yano girl's a real slut, huh?\She did a hundred guys in middle school.\No way, that's insane.\Oh yeah?\And who told you that?\Well...\Who...\told you that. response:	Everyone.
context: She did a hundred guys in middle school.\No way, that's insane.\Oh yeah?\And who told you that?\Well...\Who...\told you that.\Everyone. response:	Bullshit.
context: No way, that's insane.\Oh yeah?\And who told you that?\Well...\Who...\told you that.\Everyone.\Bullshit. response:	I'm asking you, who told you that?
context: Oh yeah?\And who told you that?\Well...\Who...\told you that.\Everyone.\Bullshit.\I'm asking you, who told you that? response:	Who started that rumor?
context: And who told you that?\Well...\Who...\told you that.\Everyone.\Bullshit.\I'm asking you, who told you that?\Who started that rumor? response:	Sa-Sadako.
context: Well...\Who...\told you that.\Everyone.\Bullshit.\I'm asking you, who told you that?\Who started that rumor?\Sa-Sadako. response:	Words misplaced;
context: Who...\told you that.\Everyone.\Bullshit.\I'm asking you, who told you that?\Who started that rumor?\Sa-Sadako.\Words misplaced; response:	feelings miscommunicated.
context: told you that.\Everyone.\Bullshit.\I'm asking you, who told you that?\Who started that rumor?\Sa-Sadako.\Words misplaced;\feelings miscommunicated. response:	Next episode: Rumors
