context: Hey, apparently Koichi's family doesn't know, either. response:	They were talking about possibly calling the police.
context: Cute little Koichi belongs to me.\I won't let anyone else have him.\You probably shouldn't come any closer, Yukako.\I can tell for myself\that you can't beat my Reverb Act 2's abilities.\You won't be able to keep me here.\My left eyelid is starting to twitch.\Ever since I was little, my orbicularis oculi muscle would response:	start twitching when I got worked up,
context: I won't let anyone else have him.\You probably shouldn't come any closer, Yukako.\I can tell for myself\that you can't beat my Reverb Act 2's abilities.\You won't be able to keep me here.\My left eyelid is starting to twitch.\Ever since I was little, my orbicularis oculi muscle would\start twitching when I got worked up, response:	and I'd start to feel a bit violent.
context: You probably shouldn't come any closer, Yukako.\I can tell for myself\that you can't beat my Reverb Act 2's abilities.\You won't be able to keep me here.\My left eyelid is starting to twitch.\Ever since I was little, my orbicularis oculi muscle would\start twitching when I got worked up,\and I'd start to feel a bit violent. response:	Don't you get up on your high horse just because
context: I can tell for myself\that you can't beat my Reverb Act 2's abilities.\You won't be able to keep me here.\My left eyelid is starting to twitch.\Ever since I was little, my orbicularis oculi muscle would\start twitching when I got worked up,\and I'd start to feel a bit violent.\Don't you get up on your high horse just because response:	you've obtained a slightly different ability!
context: that you can't beat my Reverb Act 2's abilities.\You won't be able to keep me here.\My left eyelid is starting to twitch.\Ever since I was little, my orbicularis oculi muscle would\start twitching when I got worked up,\and I'd start to feel a bit violent.\Don't you get up on your high horse just because\you've obtained a slightly different ability! response:	I'm going to have to get violent now!
context: You won't be able to keep me here.\My left eyelid is starting to twitch.\Ever since I was little, my orbicularis oculi muscle would\start twitching when I got worked up,\and I'd start to feel a bit violent.\Don't you get up on your high horse just because\you've obtained a slightly different ability!\I'm going to have to get violent now! response:	Hot!
context: My left eyelid is starting to twitch.\Ever since I was little, my orbicularis oculi muscle would\start twitching when I got worked up,\and I'd start to feel a bit violent.\Don't you get up on your high horse just because\you've obtained a slightly different ability!\I'm going to have to get violent now!\Hot! response:	H-How dare you?!
context: Ever since I was little, my orbicularis oculi muscle would\start twitching when I got worked up,\and I'd start to feel a bit violent.\Don't you get up on your high horse just because\you've obtained a slightly different ability!\I'm going to have to get violent now!\Hot!\H-How dare you?! response:	My hand got burnt! You little shit!
context: start twitching when I got worked up,\and I'd start to feel a bit violent.\Don't you get up on your high horse just because\you've obtained a slightly different ability!\I'm going to have to get violent now!\Hot!\H-How dare you?!\My hand got burnt! You little shit! response:	When you said you were going to get violent,
context: and I'd start to feel a bit violent.\Don't you get up on your high horse just because\you've obtained a slightly different ability!\I'm going to have to get violent now!\Hot!\H-How dare you?!\My hand got burnt! You little shit!\When you said you were going to get violent, response:	did you mean how you're talking right now?
context: Don't you get up on your high horse just because\you've obtained a slightly different ability!\I'm going to have to get violent now!\Hot!\H-How dare you?!\My hand got burnt! You little shit!\When you said you were going to get violent,\did you mean how you're talking right now? response:	How dare you do this to me?!
context: you've obtained a slightly different ability!\I'm going to have to get violent now!\Hot!\H-How dare you?!\My hand got burnt! You little shit!\When you said you were going to get violent,\did you mean how you're talking right now?\How dare you do this to me?! response:	You're just a baby chick!
context: I'm going to have to get violent now!\Hot!\H-How dare you?!\My hand got burnt! You little shit!\When you said you were going to get violent,\did you mean how you're talking right now?\How dare you do this to me?!\You're just a baby chick! response:	You belong to me!
context: Hot!\H-How dare you?!\My hand got burnt! You little shit!\When you said you were going to get violent,\did you mean how you're talking right now?\How dare you do this to me?!\You're just a baby chick!\You belong to me! response:	You belong to me, but you dare defy me?!
context: H-How dare you?!\My hand got burnt! You little shit!\When you said you were going to get violent,\did you mean how you're talking right now?\How dare you do this to me?!\You're just a baby chick!\You belong to me!\You belong to me, but you dare defy me?! response:	Even though you belong to me?!
context: My hand got burnt! You little shit!\When you said you were going to get violent,\did you mean how you're talking right now?\How dare you do this to me?!\You're just a baby chick!\You belong to me!\You belong to me, but you dare defy me?!\Even though you belong to me?! response:	Reverb Act 2!
context: When you said you were going to get violent,\did you mean how you're talking right now?\How dare you do this to me?!\You're just a baby chick!\You belong to me!\You belong to me, but you dare defy me?!\Even though you belong to me?!\Reverb Act 2! response:	I missed?
context: did you mean how you're talking right now?\How dare you do this to me?!\You're just a baby chick!\You belong to me!\You belong to me, but you dare defy me?!\Even though you belong to me?!\Reverb Act 2!\I missed? response:	Hey, Josuke.
context: How dare you do this to me?!\You're just a baby chick!\You belong to me!\You belong to me, but you dare defy me?!\Even though you belong to me?!\Reverb Act 2!\I missed?\Hey, Josuke. response:	I heard it.
context: You're just a baby chick!\You belong to me!\You belong to me, but you dare defy me?!\Even though you belong to me?!\Reverb Act 2!\I missed?\Hey, Josuke.\I heard it. response:	That was the sound of something breaking.
context: You belong to me!\You belong to me, but you dare defy me?!\Even though you belong to me?!\Reverb Act 2!\I missed?\Hey, Josuke.\I heard it.\That was the sound of something breaking. response:	Hey, I think it's that house.
context: You belong to me, but you dare defy me?!\Even though you belong to me?!\Reverb Act 2!\I missed?\Hey, Josuke.\I heard it.\That was the sound of something breaking.\Hey, I think it's that house. response:	T-To think that her hair would grow this much...
context: Even though you belong to me?!\Reverb Act 2!\I missed?\Hey, Josuke.\I heard it.\That was the sound of something breaking.\Hey, I think it's that house.\T-To think that her hair would grow this much... response:	Her mental ability is too strong.
context: Reverb Act 2!\I missed?\Hey, Josuke.\I heard it.\That was the sound of something breaking.\Hey, I think it's that house.\T-To think that her hair would grow this much...\Her mental ability is too strong. response:	Mental ability that's completely black and vindictive...
context: I missed?\Hey, Josuke.\I heard it.\That was the sound of something breaking.\Hey, I think it's that house.\T-To think that her hair would grow this much...\Her mental ability is too strong.\Mental ability that's completely black and vindictive... response:	Was yours called Reverb?
context: Hey, Josuke.\I heard it.\That was the sound of something breaking.\Hey, I think it's that house.\T-To think that her hair would grow this much...\Her mental ability is too strong.\Mental ability that's completely black and vindictive...\Was yours called Reverb? response:	Now that I know what it does, it's not impressive at all.
context: I heard it.\That was the sound of something breaking.\Hey, I think it's that house.\T-To think that her hair would grow this much...\Her mental ability is too strong.\Mental ability that's completely black and vindictive...\Was yours called Reverb?\Now that I know what it does, it's not impressive at all. response:	I just need to make sure I don't touch those letters, right?
context: That was the sound of something breaking.\Hey, I think it's that house.\T-To think that her hair would grow this much...\Her mental ability is too strong.\Mental ability that's completely black and vindictive...\Was yours called Reverb?\Now that I know what it does, it's not impressive at all.\I just need to make sure I don't touch those letters, right? response:	By the way, I'll ask you one more time...
context: Hey, I think it's that house.\T-To think that her hair would grow this much...\Her mental ability is too strong.\Mental ability that's completely black and vindictive...\Was yours called Reverb?\Now that I know what it does, it's not impressive at all.\I just need to make sure I don't touch those letters, right?\By the way, I'll ask you one more time... response:	You love me, right?
context: T-To think that her hair would grow this much...\Her mental ability is too strong.\Mental ability that's completely black and vindictive...\Was yours called Reverb?\Now that I know what it does, it's not impressive at all.\I just need to make sure I don't touch those letters, right?\By the way, I'll ask you one more time...\You love me, right? response:	Just try to say that you don't love me.
context: Her mental ability is too strong.\Mental ability that's completely black and vindictive...\Was yours called Reverb?\Now that I know what it does, it's not impressive at all.\I just need to make sure I don't touch those letters, right?\By the way, I'll ask you one more time...\You love me, right?\Just try to say that you don't love me. response:	I'll rip you and this house apart right here, right now.
context: Mental ability that's completely black and vindictive...\Was yours called Reverb?\Now that I know what it does, it's not impressive at all.\I just need to make sure I don't touch those letters, right?\By the way, I'll ask you one more time...\You love me, right?\Just try to say that you don't love me.\I'll rip you and this house apart right here, right now. response:	If you die, you'll be mine forever,
context: Was yours called Reverb?\Now that I know what it does, it's not impressive at all.\I just need to make sure I don't touch those letters, right?\By the way, I'll ask you one more time...\You love me, right?\Just try to say that you don't love me.\I'll rip you and this house apart right here, right now.\If you die, you'll be mine forever, response:	because you'll live on in my heart as a memory forever.
context: Now that I know what it does, it's not impressive at all.\I just need to make sure I don't touch those letters, right?\By the way, I'll ask you one more time...\You love me, right?\Just try to say that you don't love me.\I'll rip you and this house apart right here, right now.\If you die, you'll be mine forever,\because you'll live on in my heart as a memory forever. response:	Hurry up and answer me!
context: I just need to make sure I don't touch those letters, right?\By the way, I'll ask you one more time...\You love me, right?\Just try to say that you don't love me.\I'll rip you and this house apart right here, right now.\If you die, you'll be mine forever,\because you'll live on in my heart as a memory forever.\Hurry up and answer me! response:	I'm in this mess right now because
context: By the way, I'll ask you one more time...\You love me, right?\Just try to say that you don't love me.\I'll rip you and this house apart right here, right now.\If you die, you'll be mine forever,\because you'll live on in my heart as a memory forever.\Hurry up and answer me!\I'm in this mess right now because response:	you wouldn't understand when I told you.
context: You love me, right?\Just try to say that you don't love me.\I'll rip you and this house apart right here, right now.\If you die, you'll be mine forever,\because you'll live on in my heart as a memory forever.\Hurry up and answer me!\I'm in this mess right now because\you wouldn't understand when I told you. response:	I've been telling you that I don't like you
context: Just try to say that you don't love me.\I'll rip you and this house apart right here, right now.\If you die, you'll be mine forever,\because you'll live on in my heart as a memory forever.\Hurry up and answer me!\I'm in this mess right now because\you wouldn't understand when I told you.\I've been telling you that I don't like you response:	all this time.
context: I'll rip you and this house apart right here, right now.\If you die, you'll be mine forever,\because you'll live on in my heart as a memory forever.\Hurry up and answer me!\I'm in this mess right now because\you wouldn't understand when I told you.\I've been telling you that I don't like you\all this time. response:	I'll kill you, Koichi!
context: If you die, you'll be mine forever,\because you'll live on in my heart as a memory forever.\Hurry up and answer me!\I'm in this mess right now because\you wouldn't understand when I told you.\I've been telling you that I don't like you\all this time.\I'll kill you, Koichi! response:	Dogon
context: because you'll live on in my heart as a memory forever.\Hurry up and answer me!\I'm in this mess right now because\you wouldn't understand when I told you.\I've been telling you that I don't like you\all this time.\I'll kill you, Koichi!\Dogon response:	I've also already told you
context: Hurry up and answer me!\I'm in this mess right now because\you wouldn't understand when I told you.\I've been telling you that I don't like you\all this time.\I'll kill you, Koichi!\Dogon\I've also already told you response:	that you won't be able to catch me.
context: I'm in this mess right now because\you wouldn't understand when I told you.\I've been telling you that I don't like you\all this time.\I'll kill you, Koichi!\Dogon\I've also already told you\that you won't be able to catch me. response:	You've touched the letters that will blow you away.
context: you wouldn't understand when I told you.\I've been telling you that I don't like you\all this time.\I'll kill you, Koichi!\Dogon\I've also already told you\that you won't be able to catch me.\You've touched the letters that will blow you away. response:	Those letters are on me, the one you called a little shit.
context: I've been telling you that I don't like you\all this time.\I'll kill you, Koichi!\Dogon\I've also already told you\that you won't be able to catch me.\You've touched the letters that will blow you away.\Those letters are on me, the one you called a little shit. response:	Her hair turned white!
context: all this time.\I'll kill you, Koichi!\Dogon\I've also already told you\that you won't be able to catch me.\You've touched the letters that will blow you away.\Those letters are on me, the one you called a little shit.\Her hair turned white! response:	She's not dead, is she?
context: I'll kill you, Koichi!\Dogon\I've also already told you\that you won't be able to catch me.\You've touched the letters that will blow you away.\Those letters are on me, the one you called a little shit.\Her hair turned white!\She's not dead, is she? response:	She's alive!
context: Dogon\I've also already told you\that you won't be able to catch me.\You've touched the letters that will blow you away.\Those letters are on me, the one you called a little shit.\Her hair turned white!\She's not dead, is she?\She's alive! response:	Even though she's crazy and downright nasty,
context: I've also already told you\that you won't be able to catch me.\You've touched the letters that will blow you away.\Those letters are on me, the one you called a little shit.\Her hair turned white!\She's not dead, is she?\She's alive!\Even though she's crazy and downright nasty, response:	I suppose I should be happy about this.
context: that you won't be able to catch me.\You've touched the letters that will blow you away.\Those letters are on me, the one you called a little shit.\Her hair turned white!\She's not dead, is she?\She's alive!\Even though she's crazy and downright nasty,\I suppose I should be happy about this. response:	I wasn't able to catch you...
context: You've touched the letters that will blow you away.\Those letters are on me, the one you called a little shit.\Her hair turned white!\She's not dead, is she?\She's alive!\Even though she's crazy and downright nasty,\I suppose I should be happy about this.\I wasn't able to catch you... response:	But I figured out that all I need to do is destroy your Stand!
context: Those letters are on me, the one you called a little shit.\Her hair turned white!\She's not dead, is she?\She's alive!\Even though she's crazy and downright nasty,\I suppose I should be happy about this.\I wasn't able to catch you...\But I figured out that all I need to do is destroy your Stand! response:	Impudent brat!
context: Her hair turned white!\She's not dead, is she?\She's alive!\Even though she's crazy and downright nasty,\I suppose I should be happy about this.\I wasn't able to catch you...\But I figured out that all I need to do is destroy your Stand!\Impudent brat! response:	Dumbass!
context: She's not dead, is she?\She's alive!\Even though she's crazy and downright nasty,\I suppose I should be happy about this.\I wasn't able to catch you...\But I figured out that all I need to do is destroy your Stand!\Impudent brat!\Dumbass! response:	I-I can't believe you can still attack...
context: She's alive!\Even though she's crazy and downright nasty,\I suppose I should be happy about this.\I wasn't able to catch you...\But I figured out that all I need to do is destroy your Stand!\Impudent brat!\Dumbass!\I-I can't believe you can still attack... response:	Your mental ability is insane!
context: Even though she's crazy and downright nasty,\I suppose I should be happy about this.\I wasn't able to catch you...\But I figured out that all I need to do is destroy your Stand!\Impudent brat!\Dumbass!\I-I can't believe you can still attack...\Your mental ability is insane! response:	Shut up!
context: I suppose I should be happy about this.\I wasn't able to catch you...\But I figured out that all I need to do is destroy your Stand!\Impudent brat!\Dumbass!\I-I can't believe you can still attack...\Your mental ability is insane!\Shut up! response:	How dare you, you little pissy-pants?!
context: I wasn't able to catch you...\But I figured out that all I need to do is destroy your Stand!\Impudent brat!\Dumbass!\I-I can't believe you can still attack...\Your mental ability is insane!\Shut up!\How dare you, you little pissy-pants?! response:	How dare you do this to me?!
context: But I figured out that all I need to do is destroy your Stand!\Impudent brat!\Dumbass!\I-I can't believe you can still attack...\Your mental ability is insane!\Shut up!\How dare you, you little pissy-pants?!\How dare you do this to me?! response:	My precious hair turned white,
context: Impudent brat!\Dumbass!\I-I can't believe you can still attack...\Your mental ability is insane!\Shut up!\How dare you, you little pissy-pants?!\How dare you do this to me?!\My precious hair turned white, response:	you limp-dicked bastard!
context: Dumbass!\I-I can't believe you can still attack...\Your mental ability is insane!\Shut up!\How dare you, you little pissy-pants?!\How dare you do this to me?!\My precious hair turned white,\you limp-dicked bastard! response:	I loved you!
context: I-I can't believe you can still attack...\Your mental ability is insane!\Shut up!\How dare you, you little pissy-pants?!\How dare you do this to me?!\My precious hair turned white,\you limp-dicked bastard!\I loved you! response:	But I can't forgive you for doing this to my beautiful hair!
context: Your mental ability is insane!\Shut up!\How dare you, you little pissy-pants?!\How dare you do this to me?!\My precious hair turned white,\you limp-dicked bastard!\I loved you!\But I can't forgive you for doing this to my beautiful hair! response:	I don't care who you are! I won't forgive you if you harm my beauty!
context: Shut up!\How dare you, you little pissy-pants?!\How dare you do this to me?!\My precious hair turned white,\you limp-dicked bastard!\I loved you!\But I can't forgive you for doing this to my beautiful hair!\I don't care who you are! I won't forgive you if you harm my beauty! response:	I'm gonna rip off this pissy-pants' little dick and pull out his organs along with it!
context: How dare you, you little pissy-pants?!\How dare you do this to me?!\My precious hair turned white,\you limp-dicked bastard!\I loved you!\But I can't forgive you for doing this to my beautiful hair!\I don't care who you are! I won't forgive you if you harm my beauty!\I'm gonna rip off this pissy-pants' little dick and pull out his organs along with it! response:	S-Stop...
context: How dare you do this to me?!\My precious hair turned white,\you limp-dicked bastard!\I loved you!\But I can't forgive you for doing this to my beautiful hair!\I don't care who you are! I won't forgive you if you harm my beauty!\I'm gonna rip off this pissy-pants' little dick and pull out his organs along with it!\S-Stop... response:	Shut up!
context: My precious hair turned white,\you limp-dicked bastard!\I loved you!\But I can't forgive you for doing this to my beautiful hair!\I don't care who you are! I won't forgive you if you harm my beauty!\I'm gonna rip off this pissy-pants' little dick and pull out his organs along with it!\S-Stop...\Shut up! response:	You're gonna end up like that, too, aren't you?!
context: you limp-dicked bastard!\I loved you!\But I can't forgive you for doing this to my beautiful hair!\I don't care who you are! I won't forgive you if you harm my beauty!\I'm gonna rip off this pissy-pants' little dick and pull out his organs along with it!\S-Stop...\Shut up!\You're gonna end up like that, too, aren't you?! response:	What? What was that noise just now?
context: I loved you!\But I can't forgive you for doing this to my beautiful hair!\I don't care who you are! I won't forgive you if you harm my beauty!\I'm gonna rip off this pissy-pants' little dick and pull out his organs along with it!\S-Stop...\Shut up!\You're gonna end up like that, too, aren't you?!\What? What was that noise just now? response:	Let go of my Reverb and grab hold of something.
context: But I can't forgive you for doing this to my beautiful hair!\I don't care who you are! I won't forgive you if you harm my beauty!\I'm gonna rip off this pissy-pants' little dick and pull out his organs along with it!\S-Stop...\Shut up!\You're gonna end up like that, too, aren't you?!\What? What was that noise just now?\Let go of my Reverb and grab hold of something. response:	The cliff is going to crumble.
context: I don't care who you are! I won't forgive you if you harm my beauty!\I'm gonna rip off this pissy-pants' little dick and pull out his organs along with it!\S-Stop...\Shut up!\You're gonna end up like that, too, aren't you?!\What? What was that noise just now?\Let go of my Reverb and grab hold of something.\The cliff is going to crumble. response:	When Reverb heard the sound of your heart,
context: I'm gonna rip off this pissy-pants' little dick and pull out his organs along with it!\S-Stop...\Shut up!\You're gonna end up like that, too, aren't you?!\What? What was that noise just now?\Let go of my Reverb and grab hold of something.\The cliff is going to crumble.\When Reverb heard the sound of your heart, response:	it also heard the sound of the ground cracking.
context: S-Stop...\Shut up!\You're gonna end up like that, too, aren't you?!\What? What was that noise just now?\Let go of my Reverb and grab hold of something.\The cliff is going to crumble.\When Reverb heard the sound of your heart,\it also heard the sound of the ground cracking. response:	I have to let go of this thing and grab on to something!
context: Shut up!\You're gonna end up like that, too, aren't you?!\What? What was that noise just now?\Let go of my Reverb and grab hold of something.\The cliff is going to crumble.\When Reverb heard the sound of your heart,\it also heard the sound of the ground cracking.\I have to let go of this thing and grab on to something! response:	Damn it!
context: You're gonna end up like that, too, aren't you?!\What? What was that noise just now?\Let go of my Reverb and grab hold of something.\The cliff is going to crumble.\When Reverb heard the sound of your heart,\it also heard the sound of the ground cracking.\I have to let go of this thing and grab on to something!\Damn it! response:	I-I don't have... time!
context: What? What was that noise just now?\Let go of my Reverb and grab hold of something.\The cliff is going to crumble.\When Reverb heard the sound of your heart,\it also heard the sound of the ground cracking.\I have to let go of this thing and grab on to something!\Damn it!\I-I don't have... time! response:	Boingy-Boing
context: Let go of my Reverb and grab hold of something.\The cliff is going to crumble.\When Reverb heard the sound of your heart,\it also heard the sound of the ground cracking.\I have to let go of this thing and grab on to something!\Damn it!\I-I don't have... time!\Boingy-Boing response:	Boingy-Boing
context: The cliff is going to crumble.\When Reverb heard the sound of your heart,\it also heard the sound of the ground cracking.\I have to let go of this thing and grab on to something!\Damn it!\I-I don't have... time!\Boingy-Boing\Boingy-Boing response:	It crumbled, just like I said, right?
context: When Reverb heard the sound of your heart,\it also heard the sound of the ground cracking.\I have to let go of this thing and grab on to something!\Damn it!\I-I don't have... time!\Boingy-Boing\Boingy-Boing\It crumbled, just like I said, right? response:	But you don't understand anything I say, do you?
context: it also heard the sound of the ground cracking.\I have to let go of this thing and grab on to something!\Damn it!\I-I don't have... time!\Boingy-Boing\Boingy-Boing\It crumbled, just like I said, right?\But you don't understand anything I say, do you? response:	You mean you had written it there already?
context: I have to let go of this thing and grab on to something!\Damn it!\I-I don't have... time!\Boingy-Boing\Boingy-Boing\It crumbled, just like I said, right?\But you don't understand anything I say, do you?\You mean you had written it there already? response:	When I was trying to rip Reverb apart...
context: Damn it!\I-I don't have... time!\Boingy-Boing\Boingy-Boing\It crumbled, just like I said, right?\But you don't understand anything I say, do you?\You mean you had written it there already?\When I was trying to rip Reverb apart... response:	You put those letters on that rock beneath the cliff?
context: I-I don't have... time!\Boingy-Boing\Boingy-Boing\It crumbled, just like I said, right?\But you don't understand anything I say, do you?\You mean you had written it there already?\When I was trying to rip Reverb apart...\You put those letters on that rock beneath the cliff? response:	You mean that while I was trying to kill Koichi,
context: Boingy-Boing\Boingy-Boing\It crumbled, just like I said, right?\But you don't understand anything I say, do you?\You mean you had written it there already?\When I was trying to rip Reverb apart...\You put those letters on that rock beneath the cliff?\You mean that while I was trying to kill Koichi, response:	he was already trying to think of how to save me?
context: Boingy-Boing\It crumbled, just like I said, right?\But you don't understand anything I say, do you?\You mean you had written it there already?\When I was trying to rip Reverb apart...\You put those letters on that rock beneath the cliff?\You mean that while I was trying to kill Koichi,\he was already trying to think of how to save me? response:	I-I've lost completely.
context: It crumbled, just like I said, right?\But you don't understand anything I say, do you?\You mean you had written it there already?\When I was trying to rip Reverb apart...\You put those letters on that rock beneath the cliff?\You mean that while I was trying to kill Koichi,\he was already trying to think of how to save me?\I-I've lost completely. response:	No, I lost the moment I first saw Koichi.
context: But you don't understand anything I say, do you?\You mean you had written it there already?\When I was trying to rip Reverb apart...\You put those letters on that rock beneath the cliff?\You mean that while I was trying to kill Koichi,\he was already trying to think of how to save me?\I-I've lost completely.\No, I lost the moment I first saw Koichi. response:	Hey, Koichi! Are you alive?
context: You mean you had written it there already?\When I was trying to rip Reverb apart...\You put those letters on that rock beneath the cliff?\You mean that while I was trying to kill Koichi,\he was already trying to think of how to save me?\I-I've lost completely.\No, I lost the moment I first saw Koichi.\Hey, Koichi! Are you alive? response:	Are you all right, Koichi?!
context: When I was trying to rip Reverb apart...\You put those letters on that rock beneath the cliff?\You mean that while I was trying to kill Koichi,\he was already trying to think of how to save me?\I-I've lost completely.\No, I lost the moment I first saw Koichi.\Hey, Koichi! Are you alive?\Are you all right, Koichi?! response:	Josuke! Okuyasu!
context: You put those letters on that rock beneath the cliff?\You mean that while I was trying to kill Koichi,\he was already trying to think of how to save me?\I-I've lost completely.\No, I lost the moment I first saw Koichi.\Hey, Koichi! Are you alive?\Are you all right, Koichi?!\Josuke! Okuyasu! response:	Took you long enough to get here! Jeez!
context: You mean that while I was trying to kill Koichi,\he was already trying to think of how to save me?\I-I've lost completely.\No, I lost the moment I first saw Koichi.\Hey, Koichi! Are you alive?\Are you all right, Koichi?!\Josuke! Okuyasu!\Took you long enough to get here! Jeez! response:	B-But I love him even more now.
context: he was already trying to think of how to save me?\I-I've lost completely.\No, I lost the moment I first saw Koichi.\Hey, Koichi! Are you alive?\Are you all right, Koichi?!\Josuke! Okuyasu!\Took you long enough to get here! Jeez!\B-But I love him even more now. response:	I don't care if he completely ignores me.
context: I-I've lost completely.\No, I lost the moment I first saw Koichi.\Hey, Koichi! Are you alive?\Are you all right, Koichi?!\Josuke! Okuyasu!\Took you long enough to get here! Jeez!\B-But I love him even more now.\I don't care if he completely ignores me. response:	I'm happy just thinking
context: No, I lost the moment I first saw Koichi.\Hey, Koichi! Are you alive?\Are you all right, Koichi?!\Josuke! Okuyasu!\Took you long enough to get here! Jeez!\B-But I love him even more now.\I don't care if he completely ignores me.\I'm happy just thinking response:	about you, Koichi!
context: Hey, Koichi! Are you alive?\Are you all right, Koichi?!\Josuke! Okuyasu!\Took you long enough to get here! Jeez!\B-But I love him even more now.\I don't care if he completely ignores me.\I'm happy just thinking\about you, Koichi! response:	Hey, look over there! Is that Yukako?
context: Are you all right, Koichi?!\Josuke! Okuyasu!\Took you long enough to get here! Jeez!\B-But I love him even more now.\I don't care if he completely ignores me.\I'm happy just thinking\about you, Koichi!\Hey, look over there! Is that Yukako? response:	Her hair's gone completely white!
context: Josuke! Okuyasu!\Took you long enough to get here! Jeez!\B-But I love him even more now.\I don't care if he completely ignores me.\I'm happy just thinking\about you, Koichi!\Hey, look over there! Is that Yukako?\Her hair's gone completely white! response:	Whoa, you're right.
context: Took you long enough to get here! Jeez!\B-But I love him even more now.\I don't care if he completely ignores me.\I'm happy just thinking\about you, Koichi!\Hey, look over there! Is that Yukako?\Her hair's gone completely white!\Whoa, you're right. response:	But isn't that chick smiling like she couldn't be any happier?
context: B-But I love him even more now.\I don't care if he completely ignores me.\I'm happy just thinking\about you, Koichi!\Hey, look over there! Is that Yukako?\Her hair's gone completely white!\Whoa, you're right.\But isn't that chick smiling like she couldn't be any happier? response:	And she's looking right this way.
context: I don't care if he completely ignores me.\I'm happy just thinking\about you, Koichi!\Hey, look over there! Is that Yukako?\Her hair's gone completely white!\Whoa, you're right.\But isn't that chick smiling like she couldn't be any happier?\And she's looking right this way. response:	Huh?!
context: I'm happy just thinking\about you, Koichi!\Hey, look over there! Is that Yukako?\Her hair's gone completely white!\Whoa, you're right.\But isn't that chick smiling like she couldn't be any happier?\And she's looking right this way.\Huh?! response:	You're right. That's creepy as hell.
context: about you, Koichi!\Hey, look over there! Is that Yukako?\Her hair's gone completely white!\Whoa, you're right.\But isn't that chick smiling like she couldn't be any happier?\And she's looking right this way.\Huh?!\You're right. That's creepy as hell. response:	Let's get outta here!
context: Hey, look over there! Is that Yukako?\Her hair's gone completely white!\Whoa, you're right.\But isn't that chick smiling like she couldn't be any happier?\And she's looking right this way.\Huh?!\You're right. That's creepy as hell.\Let's get outta here! response:	Save me, Josuke!
context: Her hair's gone completely white!\Whoa, you're right.\But isn't that chick smiling like she couldn't be any happier?\And she's looking right this way.\Huh?!\You're right. That's creepy as hell.\Let's get outta here!\Save me, Josuke! response:	Don't depend on me!
context: Whoa, you're right.\But isn't that chick smiling like she couldn't be any happier?\And she's looking right this way.\Huh?!\You're right. That's creepy as hell.\Let's get outta here!\Save me, Josuke!\Don't depend on me! response:	Well, I'll be damned. Did you see that, Masaji?
context: But isn't that chick smiling like she couldn't be any happier?\And she's looking right this way.\Huh?!\You're right. That's creepy as hell.\Let's get outta here!\Save me, Josuke!\Don't depend on me!\Well, I'll be damned. Did you see that, Masaji? response:	I ain't drunk, Gramps!
context: And she's looking right this way.\Huh?!\You're right. That's creepy as hell.\Let's get outta here!\Save me, Josuke!\Don't depend on me!\Well, I'll be damned. Did you see that, Masaji?\I ain't drunk, Gramps! response:	Morioh Landmark 2 Cape Boingy-Boing Directions: Ask one of the local fishermen, Where's Cape Boingy-Boing? They will kindly take you there by boat.
context: Huh?!\You're right. That's creepy as hell.\Let's get outta here!\Save me, Josuke!\Don't depend on me!\Well, I'll be damned. Did you see that, Masaji?\I ain't drunk, Gramps!\Morioh Landmark 2 Cape Boingy-Boing Directions: Ask one of the local fishermen, Where's Cape Boingy-Boing? They will kindly take you there by boat. response:	Boingy-Boing Cape.
context: You're right. That's creepy as hell.\Let's get outta here!\Save me, Josuke!\Don't depend on me!\Well, I'll be damned. Did you see that, Masaji?\I ain't drunk, Gramps!\Morioh Landmark 2 Cape Boingy-Boing Directions: Ask one of the local fishermen, Where's Cape Boingy-Boing? They will kindly take you there by boat.\Boingy-Boing Cape. response:	It seems it grew famous due to a rumor
context: Let's get outta here!\Save me, Josuke!\Don't depend on me!\Well, I'll be damned. Did you see that, Masaji?\I ain't drunk, Gramps!\Morioh Landmark 2 Cape Boingy-Boing Directions: Ask one of the local fishermen, Where's Cape Boingy-Boing? They will kindly take you there by boat.\Boingy-Boing Cape.\It seems it grew famous due to a rumor response:	that some fishermen saw a young girl try to kill herself,
context: Save me, Josuke!\Don't depend on me!\Well, I'll be damned. Did you see that, Masaji?\I ain't drunk, Gramps!\Morioh Landmark 2 Cape Boingy-Boing Directions: Ask one of the local fishermen, Where's Cape Boingy-Boing? They will kindly take you there by boat.\Boingy-Boing Cape.\It seems it grew famous due to a rumor\that some fishermen saw a young girl try to kill herself, response:	only for a rock in the cape to go boingy-boing and gently fling her back.
context: Don't depend on me!\Well, I'll be damned. Did you see that, Masaji?\I ain't drunk, Gramps!\Morioh Landmark 2 Cape Boingy-Boing Directions: Ask one of the local fishermen, Where's Cape Boingy-Boing? They will kindly take you there by boat.\Boingy-Boing Cape.\It seems it grew famous due to a rumor\that some fishermen saw a young girl try to kill herself,\only for a rock in the cape to go boingy-boing and gently fling her back. response:	Hirose!
context: Well, I'll be damned. Did you see that, Masaji?\I ain't drunk, Gramps!\Morioh Landmark 2 Cape Boingy-Boing Directions: Ask one of the local fishermen, Where's Cape Boingy-Boing? They will kindly take you there by boat.\Boingy-Boing Cape.\It seems it grew famous due to a rumor\that some fishermen saw a young girl try to kill herself,\only for a rock in the cape to go boingy-boing and gently fling her back.\Hirose! response:	You worked really hard on this exam.
