context: Ladies and gentlemen, good evening. response:	Poison has taken a beautiful girl and turned her into a sleeping beauty.
context: You bet.\That's so amazing!\Well, I should get back and practice some more.\Um, Eugenie.\Your playing that night at Auteuil...\It was... How can I put it? It was really great.\You could really tell?\I'm glad. Thank you. response:	Flowers for you, Mademoiselle.
context: That's so amazing!\Well, I should get back and practice some more.\Um, Eugenie.\Your playing that night at Auteuil...\It was... How can I put it? It was really great.\You could really tell?\I'm glad. Thank you.\Flowers for you, Mademoiselle. response:	Andrea Cavalcanti?
context: Well, I should get back and practice some more.\Um, Eugenie.\Your playing that night at Auteuil...\It was... How can I put it? It was really great.\You could really tell?\I'm glad. Thank you.\Flowers for you, Mademoiselle.\Andrea Cavalcanti? response:	I'm home!
context: Um, Eugenie.\Your playing that night at Auteuil...\It was... How can I put it? It was really great.\You could really tell?\I'm glad. Thank you.\Flowers for you, Mademoiselle.\Andrea Cavalcanti?\I'm home! response:	What's the matter?
context: Your playing that night at Auteuil...\It was... How can I put it? It was really great.\You could really tell?\I'm glad. Thank you.\Flowers for you, Mademoiselle.\Andrea Cavalcanti?\I'm home!\What's the matter? response:	Look at this.
context: It was... How can I put it? It was really great.\You could really tell?\I'm glad. Thank you.\Flowers for you, Mademoiselle.\Andrea Cavalcanti?\I'm home!\What's the matter?\Look at this. response:	Danglars says that he wants to break off your engagement to Eugenie.
context: You could really tell?\I'm glad. Thank you.\Flowers for you, Mademoiselle.\Andrea Cavalcanti?\I'm home!\What's the matter?\Look at this.\Danglars says that he wants to break off your engagement to Eugenie. response:	But why?
context: I'm glad. Thank you.\Flowers for you, Mademoiselle.\Andrea Cavalcanti?\I'm home!\What's the matter?\Look at this.\Danglars says that he wants to break off your engagement to Eugenie.\But why? response:	I have to know how she really feels. I run to the opera house.
context: Flowers for you, Mademoiselle.\Andrea Cavalcanti?\I'm home!\What's the matter?\Look at this.\Danglars says that he wants to break off your engagement to Eugenie.\But why?\I have to know how she really feels. I run to the opera house. response:	I have to know how I really feel.
context: Andrea Cavalcanti?\I'm home!\What's the matter?\Look at this.\Danglars says that he wants to break off your engagement to Eugenie.\But why?\I have to know how she really feels. I run to the opera house.\I have to know how I really feel. response:	Act 12: Encore
context: I'm home!\What's the matter?\Look at this.\Danglars says that he wants to break off your engagement to Eugenie.\But why?\I have to know how she really feels. I run to the opera house.\I have to know how I really feel.\Act 12: Encore response:	Bide your time, and hold out hope!
