context: That day, my world was all white. response:	My hands and feet felt numb from the cold.
context: Kuno-san could meet Shigi-san because she didn't give up.\Don't worry. You are my girl, so you just shut up and follow me.\Got it?\Then stop crying!\Yes.\It's love, indeed!\Sekireis get stronger from their love!\By the way, why are you with them? response:	It's just how things went.
context: Don't worry. You are my girl, so you just shut up and follow me.\Got it?\Then stop crying!\Yes.\It's love, indeed!\Sekireis get stronger from their love!\By the way, why are you with them?\It's just how things went. response:	Are you acquaintances?
context: Got it?\Then stop crying!\Yes.\It's love, indeed!\Sekireis get stronger from their love!\By the way, why are you with them?\It's just how things went.\Are you acquaintances? response:	Anyway!
context: Then stop crying!\Yes.\It's love, indeed!\Sekireis get stronger from their love!\By the way, why are you with them?\It's just how things went.\Are you acquaintances?\Anyway! response:	I regret helping free of charge, but nonetheless
context: Yes.\It's love, indeed!\Sekireis get stronger from their love!\By the way, why are you with them?\It's just how things went.\Are you acquaintances?\Anyway!\I regret helping free of charge, but nonetheless response:	since I'm in it, I'll enable you guys to escape from the capital without fail!
context: It's love, indeed!\Sekireis get stronger from their love!\By the way, why are you with them?\It's just how things went.\Are you acquaintances?\Anyway!\I regret helping free of charge, but nonetheless\since I'm in it, I'll enable you guys to escape from the capital without fail! response:	Let's kick MBI butt!
context: Sekireis get stronger from their love!\By the way, why are you with them?\It's just how things went.\Are you acquaintances?\Anyway!\I regret helping free of charge, but nonetheless\since I'm in it, I'll enable you guys to escape from the capital without fail!\Let's kick MBI butt! response:	I wish you luck, youngster.
context: By the way, why are you with them?\It's just how things went.\Are you acquaintances?\Anyway!\I regret helping free of charge, but nonetheless\since I'm in it, I'll enable you guys to escape from the capital without fail!\Let's kick MBI butt!\I wish you luck, youngster. response:	R-Right.
context: It's just how things went.\Are you acquaintances?\Anyway!\I regret helping free of charge, but nonetheless\since I'm in it, I'll enable you guys to escape from the capital without fail!\Let's kick MBI butt!\I wish you luck, youngster.\R-Right. response:	Ah, so pure...
context: Are you acquaintances?\Anyway!\I regret helping free of charge, but nonetheless\since I'm in it, I'll enable you guys to escape from the capital without fail!\Let's kick MBI butt!\I wish you luck, youngster.\R-Right.\Ah, so pure... response:	This boy really does rather remind me of him...
context: Anyway!\I regret helping free of charge, but nonetheless\since I'm in it, I'll enable you guys to escape from the capital without fail!\Let's kick MBI butt!\I wish you luck, youngster.\R-Right.\Ah, so pure...\This boy really does rather remind me of him... response:	Incredible!
context: I regret helping free of charge, but nonetheless\since I'm in it, I'll enable you guys to escape from the capital without fail!\Let's kick MBI butt!\I wish you luck, youngster.\R-Right.\Ah, so pure...\This boy really does rather remind me of him...\Incredible! response:	I received the outline of the plan from Seo-tan by e-mail.
context: since I'm in it, I'll enable you guys to escape from the capital without fail!\Let's kick MBI butt!\I wish you luck, youngster.\R-Right.\Ah, so pure...\This boy really does rather remind me of him...\Incredible!\I received the outline of the plan from Seo-tan by e-mail. response:	And... do you think it's possible?
context: Let's kick MBI butt!\I wish you luck, youngster.\R-Right.\Ah, so pure...\This boy really does rather remind me of him...\Incredible!\I received the outline of the plan from Seo-tan by e-mail.\And... do you think it's possible? response:	There's nothing that I, Matsu can't do.
context: I wish you luck, youngster.\R-Right.\Ah, so pure...\This boy really does rather remind me of him...\Incredible!\I received the outline of the plan from Seo-tan by e-mail.\And... do you think it's possible?\There's nothing that I, Matsu can't do. response:	Great!
context: R-Right.\Ah, so pure...\This boy really does rather remind me of him...\Incredible!\I received the outline of the plan from Seo-tan by e-mail.\And... do you think it's possible?\There's nothing that I, Matsu can't do.\Great! response:	But... there's a time limit of how long I can hack the surveillance satellites.
context: Ah, so pure...\This boy really does rather remind me of him...\Incredible!\I received the outline of the plan from Seo-tan by e-mail.\And... do you think it's possible?\There's nothing that I, Matsu can't do.\Great!\But... there's a time limit of how long I can hack the surveillance satellites. response:	Time limit?
context: This boy really does rather remind me of him...\Incredible!\I received the outline of the plan from Seo-tan by e-mail.\And... do you think it's possible?\There's nothing that I, Matsu can't do.\Great!\But... there's a time limit of how long I can hack the surveillance satellites.\Time limit? response:	This will be different from invading stealthily like before,
context: Incredible!\I received the outline of the plan from Seo-tan by e-mail.\And... do you think it's possible?\There's nothing that I, Matsu can't do.\Great!\But... there's a time limit of how long I can hack the surveillance satellites.\Time limit?\This will be different from invading stealthily like before, response:	so more than an hour would be quite tough...
context: I received the outline of the plan from Seo-tan by e-mail.\And... do you think it's possible?\There's nothing that I, Matsu can't do.\Great!\But... there's a time limit of how long I can hack the surveillance satellites.\Time limit?\This will be different from invading stealthily like before,\so more than an hour would be quite tough... response:	So you mean that we must escape within an hour?
context: And... do you think it's possible?\There's nothing that I, Matsu can't do.\Great!\But... there's a time limit of how long I can hack the surveillance satellites.\Time limit?\This will be different from invading stealthily like before,\so more than an hour would be quite tough...\So you mean that we must escape within an hour? response:	Everybody!
context: There's nothing that I, Matsu can't do.\Great!\But... there's a time limit of how long I can hack the surveillance satellites.\Time limit?\This will be different from invading stealthily like before,\so more than an hour would be quite tough...\So you mean that we must escape within an hour?\Everybody! response:	The preparation for the party is all done!
context: Great!\But... there's a time limit of how long I can hack the surveillance satellites.\Time limit?\This will be different from invading stealthily like before,\so more than an hour would be quite tough...\So you mean that we must escape within an hour?\Everybody!\The preparation for the party is all done! response:	- Party? - Party?
context: But... there's a time limit of how long I can hack the surveillance satellites.\Time limit?\This will be different from invading stealthily like before,\so more than an hour would be quite tough...\So you mean that we must escape within an hour?\Everybody!\The preparation for the party is all done!\- Party? - Party? response:	And now, wishing for their successful elopement.
context: Time limit?\This will be different from invading stealthily like before,\so more than an hour would be quite tough...\So you mean that we must escape within an hour?\Everybody!\The preparation for the party is all done!\- Party? - Party?\And now, wishing for their successful elopement. response:	Cheers!
context: This will be different from invading stealthily like before,\so more than an hour would be quite tough...\So you mean that we must escape within an hour?\Everybody!\The preparation for the party is all done!\- Party? - Party?\And now, wishing for their successful elopement.\Cheers! response:	- Cheers! - Cheers!
context: so more than an hour would be quite tough...\So you mean that we must escape within an hour?\Everybody!\The preparation for the party is all done!\- Party? - Party?\And now, wishing for their successful elopement.\Cheers!\- Cheers! - Cheers! response:	Now, I'll take off all my clothes!
context: So you mean that we must escape within an hour?\Everybody!\The preparation for the party is all done!\- Party? - Party?\And now, wishing for their successful elopement.\Cheers!\- Cheers! - Cheers!\Now, I'll take off all my clothes! response:	No!
context: Everybody!\The preparation for the party is all done!\- Party? - Party?\And now, wishing for their successful elopement.\Cheers!\- Cheers! - Cheers!\Now, I'll take off all my clothes!\No! response:	And yours!
context: The preparation for the party is all done!\- Party? - Party?\And now, wishing for their successful elopement.\Cheers!\- Cheers! - Cheers!\Now, I'll take off all my clothes!\No!\And yours! response:	No!
context: - Party? - Party?\And now, wishing for their successful elopement.\Cheers!\- Cheers! - Cheers!\Now, I'll take off all my clothes!\No!\And yours!\No! response:	Am I the only one feeling tense about tomorrow?
context: And now, wishing for their successful elopement.\Cheers!\- Cheers! - Cheers!\Now, I'll take off all my clothes!\No!\And yours!\No!\Am I the only one feeling tense about tomorrow? response:	Hey, Sahashi?
context: Cheers!\- Cheers! - Cheers!\Now, I'll take off all my clothes!\No!\And yours!\No!\Am I the only one feeling tense about tomorrow?\Hey, Sahashi? response:	What?
context: - Cheers! - Cheers!\Now, I'll take off all my clothes!\No!\And yours!\No!\Am I the only one feeling tense about tomorrow?\Hey, Sahashi?\What? response:	Don't you want to come with us?
context: Now, I'll take off all my clothes!\No!\And yours!\No!\Am I the only one feeling tense about tomorrow?\Hey, Sahashi?\What?\Don't you want to come with us? response:	Retiring from this bogus game.
context: No!\And yours!\No!\Am I the only one feeling tense about tomorrow?\Hey, Sahashi?\What?\Don't you want to come with us?\Retiring from this bogus game. response:	Don't you want to live peacefully with those girls on the outside?
context: And yours!\No!\Am I the only one feeling tense about tomorrow?\Hey, Sahashi?\What?\Don't you want to come with us?\Retiring from this bogus game.\Don't you want to live peacefully with those girls on the outside? response:	That is...
context: No!\Am I the only one feeling tense about tomorrow?\Hey, Sahashi?\What?\Don't you want to come with us?\Retiring from this bogus game.\Don't you want to live peacefully with those girls on the outside?\That is... response:	Excuse me for a sec.
context: Am I the only one feeling tense about tomorrow?\Hey, Sahashi?\What?\Don't you want to come with us?\Retiring from this bogus game.\Don't you want to live peacefully with those girls on the outside?\That is...\Excuse me for a sec. response:	Tsukiumi.
context: Hey, Sahashi?\What?\Don't you want to come with us?\Retiring from this bogus game.\Don't you want to live peacefully with those girls on the outside?\That is...\Excuse me for a sec.\Tsukiumi. response:	What is it?
context: What?\Don't you want to come with us?\Retiring from this bogus game.\Don't you want to live peacefully with those girls on the outside?\That is...\Excuse me for a sec.\Tsukiumi.\What is it? response:	It's so noisy.
context: Don't you want to come with us?\Retiring from this bogus game.\Don't you want to live peacefully with those girls on the outside?\That is...\Excuse me for a sec.\Tsukiumi.\What is it?\It's so noisy. response:	Kazehana-san insisted on a farewell party for Shigi-kun and Kuno-san.
context: Retiring from this bogus game.\Don't you want to live peacefully with those girls on the outside?\That is...\Excuse me for a sec.\Tsukiumi.\What is it?\It's so noisy.\Kazehana-san insisted on a farewell party for Shigi-kun and Kuno-san. response:	Why don't you join us, Tsukiumi?
context: Don't you want to live peacefully with those girls on the outside?\That is...\Excuse me for a sec.\Tsukiumi.\What is it?\It's so noisy.\Kazehana-san insisted on a farewell party for Shigi-kun and Kuno-san.\Why don't you join us, Tsukiumi? response:	Nonsense!
context: That is...\Excuse me for a sec.\Tsukiumi.\What is it?\It's so noisy.\Kazehana-san insisted on a farewell party for Shigi-kun and Kuno-san.\Why don't you join us, Tsukiumi?\Nonsense! response:	Did you get hurt?
context: Excuse me for a sec.\Tsukiumi.\What is it?\It's so noisy.\Kazehana-san insisted on a farewell party for Shigi-kun and Kuno-san.\Why don't you join us, Tsukiumi?\Nonsense!\Did you get hurt? response:	No need to worry. Just a scratch.
context: Tsukiumi.\What is it?\It's so noisy.\Kazehana-san insisted on a farewell party for Shigi-kun and Kuno-san.\Why don't you join us, Tsukiumi?\Nonsense!\Did you get hurt?\No need to worry. Just a scratch. response:	Hey.
context: What is it?\It's so noisy.\Kazehana-san insisted on a farewell party for Shigi-kun and Kuno-san.\Why don't you join us, Tsukiumi?\Nonsense!\Did you get hurt?\No need to worry. Just a scratch.\Hey. response:	What?
context: It's so noisy.\Kazehana-san insisted on a farewell party for Shigi-kun and Kuno-san.\Why don't you join us, Tsukiumi?\Nonsense!\Did you get hurt?\No need to worry. Just a scratch.\Hey.\What? response:	You told us that you wouldn't help the escape plan, but would you please change your mind?
context: Kazehana-san insisted on a farewell party for Shigi-kun and Kuno-san.\Why don't you join us, Tsukiumi?\Nonsense!\Did you get hurt?\No need to worry. Just a scratch.\Hey.\What?\You told us that you wouldn't help the escape plan, but would you please change your mind? response:	No! I do not go back on a decision once I have made it!
context: Why don't you join us, Tsukiumi?\Nonsense!\Did you get hurt?\No need to worry. Just a scratch.\Hey.\What?\You told us that you wouldn't help the escape plan, but would you please change your mind?\No! I do not go back on a decision once I have made it! response:	If... If we're attacked by the Discipline Squad or the Veiled Sekirei there,
context: Nonsense!\Did you get hurt?\No need to worry. Just a scratch.\Hey.\What?\You told us that you wouldn't help the escape plan, but would you please change your mind?\No! I do not go back on a decision once I have made it!\If... If we're attacked by the Discipline Squad or the Veiled Sekirei there, response:	Musubi-chan is the only one who can fight...
context: Did you get hurt?\No need to worry. Just a scratch.\Hey.\What?\You told us that you wouldn't help the escape plan, but would you please change your mind?\No! I do not go back on a decision once I have made it!\If... If we're attacked by the Discipline Squad or the Veiled Sekirei there,\Musubi-chan is the only one who can fight... response:	So if... If something happened to Musubi-chan, I...
context: No need to worry. Just a scratch.\Hey.\What?\You told us that you wouldn't help the escape plan, but would you please change your mind?\No! I do not go back on a decision once I have made it!\If... If we're attacked by the Discipline Squad or the Veiled Sekirei there,\Musubi-chan is the only one who can fight...\So if... If something happened to Musubi-chan, I... response:	Minato, art thou worrying about the plan,
context: Hey.\What?\You told us that you wouldn't help the escape plan, but would you please change your mind?\No! I do not go back on a decision once I have made it!\If... If we're attacked by the Discipline Squad or the Veiled Sekirei there,\Musubi-chan is the only one who can fight...\So if... If something happened to Musubi-chan, I...\Minato, art thou worrying about the plan, response:	or is it Musubi thou art worried about?
context: What?\You told us that you wouldn't help the escape plan, but would you please change your mind?\No! I do not go back on a decision once I have made it!\If... If we're attacked by the Discipline Squad or the Veiled Sekirei there,\Musubi-chan is the only one who can fight...\So if... If something happened to Musubi-chan, I...\Minato, art thou worrying about the plan,\or is it Musubi thou art worried about? response:	I'm home!
context: You told us that you wouldn't help the escape plan, but would you please change your mind?\No! I do not go back on a decision once I have made it!\If... If we're attacked by the Discipline Squad or the Veiled Sekirei there,\Musubi-chan is the only one who can fight...\So if... If something happened to Musubi-chan, I...\Minato, art thou worrying about the plan,\or is it Musubi thou art worried about?\I'm home! response:	Huh? It's lively.
context: No! I do not go back on a decision once I have made it!\If... If we're attacked by the Discipline Squad or the Veiled Sekirei there,\Musubi-chan is the only one who can fight...\So if... If something happened to Musubi-chan, I...\Minato, art thou worrying about the plan,\or is it Musubi thou art worried about?\I'm home!\Huh? It's lively. response:	What? A party?
context: If... If we're attacked by the Discipline Squad or the Veiled Sekirei there,\Musubi-chan is the only one who can fight...\So if... If something happened to Musubi-chan, I...\Minato, art thou worrying about the plan,\or is it Musubi thou art worried about?\I'm home!\Huh? It's lively.\What? A party? response:	We're in the middle of a farewell party.
context: Musubi-chan is the only one who can fight...\So if... If something happened to Musubi-chan, I...\Minato, art thou worrying about the plan,\or is it Musubi thou art worried about?\I'm home!\Huh? It's lively.\What? A party?\We're in the middle of a farewell party. response:	A farewell party?
context: So if... If something happened to Musubi-chan, I...\Minato, art thou worrying about the plan,\or is it Musubi thou art worried about?\I'm home!\Huh? It's lively.\What? A party?\We're in the middle of a farewell party.\A farewell party? response:	Yup! A farewell party for the eloping couple.
context: Minato, art thou worrying about the plan,\or is it Musubi thou art worried about?\I'm home!\Huh? It's lively.\What? A party?\We're in the middle of a farewell party.\A farewell party?\Yup! A farewell party for the eloping couple. response:	I'll pass.
context: or is it Musubi thou art worried about?\I'm home!\Huh? It's lively.\What? A party?\We're in the middle of a farewell party.\A farewell party?\Yup! A farewell party for the eloping couple.\I'll pass. response:	That's too bad.
context: I'm home!\Huh? It's lively.\What? A party?\We're in the middle of a farewell party.\A farewell party?\Yup! A farewell party for the eloping couple.\I'll pass.\That's too bad. response:	Later.
context: Huh? It's lively.\What? A party?\We're in the middle of a farewell party.\A farewell party?\Yup! A farewell party for the eloping couple.\I'll pass.\That's too bad.\Later. response:	You're not doing it willingly, are you?
context: What? A party?\We're in the middle of a farewell party.\A farewell party?\Yup! A farewell party for the eloping couple.\I'll pass.\That's too bad.\Later.\You're not doing it willingly, are you? response:	I wonder what the person forcing you to do it is after.
context: We're in the middle of a farewell party.\A farewell party?\Yup! A farewell party for the eloping couple.\I'll pass.\That's too bad.\Later.\You're not doing it willingly, are you?\I wonder what the person forcing you to do it is after. response:	If you talk about that again here...
context: A farewell party?\Yup! A farewell party for the eloping couple.\I'll pass.\That's too bad.\Later.\You're not doing it willingly, are you?\I wonder what the person forcing you to do it is after.\If you talk about that again here... response:	You're so scary.
context: Yup! A farewell party for the eloping couple.\I'll pass.\That's too bad.\Later.\You're not doing it willingly, are you?\I wonder what the person forcing you to do it is after.\If you talk about that again here...\You're so scary. response:	Oh, right, I just came to get sake. Later!
context: I'll pass.\That's too bad.\Later.\You're not doing it willingly, are you?\I wonder what the person forcing you to do it is after.\If you talk about that again here...\You're so scary.\Oh, right, I just came to get sake. Later! response:	I'm sorry. I said something very insensitive...
context: That's too bad.\Later.\You're not doing it willingly, are you?\I wonder what the person forcing you to do it is after.\If you talk about that again here...\You're so scary.\Oh, right, I just came to get sake. Later!\I'm sorry. I said something very insensitive... response:	Minato.
context: Later.\You're not doing it willingly, are you?\I wonder what the person forcing you to do it is after.\If you talk about that again here...\You're so scary.\Oh, right, I just came to get sake. Later!\I'm sorry. I said something very insensitive...\Minato. response:	It's been a while since I married thee.
context: You're not doing it willingly, are you?\I wonder what the person forcing you to do it is after.\If you talk about that again here...\You're so scary.\Oh, right, I just came to get sake. Later!\I'm sorry. I said something very insensitive...\Minato.\It's been a while since I married thee. response:	Dost...
context: I wonder what the person forcing you to do it is after.\If you talk about that again here...\You're so scary.\Oh, right, I just came to get sake. Later!\I'm sorry. I said something very insensitive...\Minato.\It's been a while since I married thee.\Dost... response:	Dost thou not wish to make love to me?
context: If you talk about that again here...\You're so scary.\Oh, right, I just came to get sake. Later!\I'm sorry. I said something very insensitive...\Minato.\It's been a while since I married thee.\Dost...\Dost thou not wish to make love to me? response:	Mina-tan!
context: You're so scary.\Oh, right, I just came to get sake. Later!\I'm sorry. I said something very insensitive...\Minato.\It's been a while since I married thee.\Dost...\Dost thou not wish to make love to me?\Mina-tan! response:	Kazehana-tan brought more sake.
context: Oh, right, I just came to get sake. Later!\I'm sorry. I said something very insensitive...\Minato.\It's been a while since I married thee.\Dost...\Dost thou not wish to make love to me?\Mina-tan!\Kazehana-tan brought more sake. response:	Ah, yes.
context: I'm sorry. I said something very insensitive...\Minato.\It's been a while since I married thee.\Dost...\Dost thou not wish to make love to me?\Mina-tan!\Kazehana-tan brought more sake.\Ah, yes. response:	A stray impulse.
context: Minato.\It's been a while since I married thee.\Dost...\Dost thou not wish to make love to me?\Mina-tan!\Kazehana-tan brought more sake.\Ah, yes.\A stray impulse. response:	That was just a trivial stray impulse! Forget it!
context: It's been a while since I married thee.\Dost...\Dost thou not wish to make love to me?\Mina-tan!\Kazehana-tan brought more sake.\Ah, yes.\A stray impulse.\That was just a trivial stray impulse! Forget it! response:	Otherwise, I'll kill thee, Minato. I'll kill thee!
context: Dost...\Dost thou not wish to make love to me?\Mina-tan!\Kazehana-tan brought more sake.\Ah, yes.\A stray impulse.\That was just a trivial stray impulse! Forget it!\Otherwise, I'll kill thee, Minato. I'll kill thee! response:	- I'll strip you! - Please stop!
context: Dost thou not wish to make love to me?\Mina-tan!\Kazehana-tan brought more sake.\Ah, yes.\A stray impulse.\That was just a trivial stray impulse! Forget it!\Otherwise, I'll kill thee, Minato. I'll kill thee!\- I'll strip you! - Please stop! response:	Tsukiumi's...
context: Mina-tan!\Kazehana-tan brought more sake.\Ah, yes.\A stray impulse.\That was just a trivial stray impulse! Forget it!\Otherwise, I'll kill thee, Minato. I'll kill thee!\- I'll strip you! - Please stop!\Tsukiumi's... response:	Is anybody there? The bath is not ready...
context: Kazehana-tan brought more sake.\Ah, yes.\A stray impulse.\That was just a trivial stray impulse! Forget it!\Otherwise, I'll kill thee, Minato. I'll kill thee!\- I'll strip you! - Please stop!\Tsukiumi's...\Is anybody there? The bath is not ready... response:	It's fine! Just leave me alone!
context: Ah, yes.\A stray impulse.\That was just a trivial stray impulse! Forget it!\Otherwise, I'll kill thee, Minato. I'll kill thee!\- I'll strip you! - Please stop!\Tsukiumi's...\Is anybody there? The bath is not ready...\It's fine! Just leave me alone! response:	This is the perfect temperature to cool my overexcited head.
context: A stray impulse.\That was just a trivial stray impulse! Forget it!\Otherwise, I'll kill thee, Minato. I'll kill thee!\- I'll strip you! - Please stop!\Tsukiumi's...\Is anybody there? The bath is not ready...\It's fine! Just leave me alone!\This is the perfect temperature to cool my overexcited head. response:	When did this happen?!
context: That was just a trivial stray impulse! Forget it!\Otherwise, I'll kill thee, Minato. I'll kill thee!\- I'll strip you! - Please stop!\Tsukiumi's...\Is anybody there? The bath is not ready...\It's fine! Just leave me alone!\This is the perfect temperature to cool my overexcited head.\When did this happen?! response:	Yukari? What is it? You haven't called for a long time...
context: Otherwise, I'll kill thee, Minato. I'll kill thee!\- I'll strip you! - Please stop!\Tsukiumi's...\Is anybody there? The bath is not ready...\It's fine! Just leave me alone!\This is the perfect temperature to cool my overexcited head.\When did this happen?!\Yukari? What is it? You haven't called for a long time... response:	That's the same for you, Big Bro!
context: - I'll strip you! - Please stop!\Tsukiumi's...\Is anybody there? The bath is not ready...\It's fine! Just leave me alone!\This is the perfect temperature to cool my overexcited head.\When did this happen?!\Yukari? What is it? You haven't called for a long time...\That's the same for you, Big Bro! response:	I'm quite busy these days. I can't go there so easily.
context: Tsukiumi's...\Is anybody there? The bath is not ready...\It's fine! Just leave me alone!\This is the perfect temperature to cool my overexcited head.\When did this happen?!\Yukari? What is it? You haven't called for a long time...\That's the same for you, Big Bro!\I'm quite busy these days. I can't go there so easily. response:	Yes, I know. Then, later.
context: Is anybody there? The bath is not ready...\It's fine! Just leave me alone!\This is the perfect temperature to cool my overexcited head.\When did this happen?!\Yukari? What is it? You haven't called for a long time...\That's the same for you, Big Bro!\I'm quite busy these days. I can't go there so easily.\Yes, I know. Then, later. response:	I'm sorry. Because you are helping me...
context: It's fine! Just leave me alone!\This is the perfect temperature to cool my overexcited head.\When did this happen?!\Yukari? What is it? You haven't called for a long time...\That's the same for you, Big Bro!\I'm quite busy these days. I can't go there so easily.\Yes, I know. Then, later.\I'm sorry. Because you are helping me... response:	Don't worry. Looking for number 108 is our priority now.
context: This is the perfect temperature to cool my overexcited head.\When did this happen?!\Yukari? What is it? You haven't called for a long time...\That's the same for you, Big Bro!\I'm quite busy these days. I can't go there so easily.\Yes, I know. Then, later.\I'm sorry. Because you are helping me...\Don't worry. Looking for number 108 is our priority now. response:	We'll make the move tonight.
context: When did this happen?!\Yukari? What is it? You haven't called for a long time...\That's the same for you, Big Bro!\I'm quite busy these days. I can't go there so easily.\Yes, I know. Then, later.\I'm sorry. Because you are helping me...\Don't worry. Looking for number 108 is our priority now.\We'll make the move tonight. response:	She's always like that.
context: Yukari? What is it? You haven't called for a long time...\That's the same for you, Big Bro!\I'm quite busy these days. I can't go there so easily.\Yes, I know. Then, later.\I'm sorry. Because you are helping me...\Don't worry. Looking for number 108 is our priority now.\We'll make the move tonight.\She's always like that. response:	Don't you want to live peacefully with those girls on the outside?
context: That's the same for you, Big Bro!\I'm quite busy these days. I can't go there so easily.\Yes, I know. Then, later.\I'm sorry. Because you are helping me...\Don't worry. Looking for number 108 is our priority now.\We'll make the move tonight.\She's always like that.\Don't you want to live peacefully with those girls on the outside? response:	Shit!
context: I'm quite busy these days. I can't go there so easily.\Yes, I know. Then, later.\I'm sorry. Because you are helping me...\Don't worry. Looking for number 108 is our priority now.\We'll make the move tonight.\She's always like that.\Don't you want to live peacefully with those girls on the outside?\Shit! response:	Good morning.
context: Yes, I know. Then, later.\I'm sorry. Because you are helping me...\Don't worry. Looking for number 108 is our priority now.\We'll make the move tonight.\She's always like that.\Don't you want to live peacefully with those girls on the outside?\Shit!\Good morning. response:	It sounded like fun last night.
context: I'm sorry. Because you are helping me...\Don't worry. Looking for number 108 is our priority now.\We'll make the move tonight.\She's always like that.\Don't you want to live peacefully with those girls on the outside?\Shit!\Good morning.\It sounded like fun last night. response:	You should have joined us.
context: Don't worry. Looking for number 108 is our priority now.\We'll make the move tonight.\She's always like that.\Don't you want to live peacefully with those girls on the outside?\Shit!\Good morning.\It sounded like fun last night.\You should have joined us. response:	No, I get more than enough partying in the club.
context: We'll make the move tonight.\She's always like that.\Don't you want to live peacefully with those girls on the outside?\Shit!\Good morning.\It sounded like fun last night.\You should have joined us.\No, I get more than enough partying in the club. response:	You've been taking off from your work for a while, haven't you?
context: She's always like that.\Don't you want to live peacefully with those girls on the outside?\Shit!\Good morning.\It sounded like fun last night.\You should have joined us.\No, I get more than enough partying in the club.\You've been taking off from your work for a while, haven't you? response:	I'm not in good shape these days.
context: Don't you want to live peacefully with those girls on the outside?\Shit!\Good morning.\It sounded like fun last night.\You should have joined us.\No, I get more than enough partying in the club.\You've been taking off from your work for a while, haven't you?\I'm not in good shape these days. response:	The change has begun, hasn't it?
context: Shit!\Good morning.\It sounded like fun last night.\You should have joined us.\No, I get more than enough partying in the club.\You've been taking off from your work for a while, haven't you?\I'm not in good shape these days.\The change has begun, hasn't it? response:	What are you talking about?
context: Good morning.\It sounded like fun last night.\You should have joined us.\No, I get more than enough partying in the club.\You've been taking off from your work for a while, haven't you?\I'm not in good shape these days.\The change has begun, hasn't it?\What are you talking about? response:	I can tell looking at your body.
context: It sounded like fun last night.\You should have joined us.\No, I get more than enough partying in the club.\You've been taking off from your work for a while, haven't you?\I'm not in good shape these days.\The change has begun, hasn't it?\What are you talking about?\I can tell looking at your body. response:	It's not completely decided, yet.
context: You should have joined us.\No, I get more than enough partying in the club.\You've been taking off from your work for a while, haven't you?\I'm not in good shape these days.\The change has begun, hasn't it?\What are you talking about?\I can tell looking at your body.\It's not completely decided, yet. response:	This is great, Landlady!
context: No, I get more than enough partying in the club.\You've been taking off from your work for a while, haven't you?\I'm not in good shape these days.\The change has begun, hasn't it?\What are you talking about?\I can tell looking at your body.\It's not completely decided, yet.\This is great, Landlady! response:	She really is the strongest!
context: You've been taking off from your work for a while, haven't you?\I'm not in good shape these days.\The change has begun, hasn't it?\What are you talking about?\I can tell looking at your body.\It's not completely decided, yet.\This is great, Landlady!\She really is the strongest! response:	I'll protect everybody!
context: I'm not in good shape these days.\The change has begun, hasn't it?\What are you talking about?\I can tell looking at your body.\It's not completely decided, yet.\This is great, Landlady!\She really is the strongest!\I'll protect everybody! response:	Kusano?
context: The change has begun, hasn't it?\What are you talking about?\I can tell looking at your body.\It's not completely decided, yet.\This is great, Landlady!\She really is the strongest!\I'll protect everybody!\Kusano? response:	What dost thou want?
context: What are you talking about?\I can tell looking at your body.\It's not completely decided, yet.\This is great, Landlady!\She really is the strongest!\I'll protect everybody!\Kusano?\What dost thou want? response:	You aren't his wife.
context: I can tell looking at your body.\It's not completely decided, yet.\This is great, Landlady!\She really is the strongest!\I'll protect everybody!\Kusano?\What dost thou want?\You aren't his wife. response:	Somebody who can't help with big brother's fervent wish isn't his wife.
context: It's not completely decided, yet.\This is great, Landlady!\She really is the strongest!\I'll protect everybody!\Kusano?\What dost thou want?\You aren't his wife.\Somebody who can't help with big brother's fervent wish isn't his wife. response:	You can run faster than Ku but you don't do anything!
context: This is great, Landlady!\She really is the strongest!\I'll protect everybody!\Kusano?\What dost thou want?\You aren't his wife.\Somebody who can't help with big brother's fervent wish isn't his wife.\You can run faster than Ku but you don't do anything! response:	So you are not big brother's wife anymore!
context: She really is the strongest!\I'll protect everybody!\Kusano?\What dost thou want?\You aren't his wife.\Somebody who can't help with big brother's fervent wish isn't his wife.\You can run faster than Ku but you don't do anything!\So you are not big brother's wife anymore! response:	Wow! It's the perfect star-filled sky for the escape!
context: I'll protect everybody!\Kusano?\What dost thou want?\You aren't his wife.\Somebody who can't help with big brother's fervent wish isn't his wife.\You can run faster than Ku but you don't do anything!\So you are not big brother's wife anymore!\Wow! It's the perfect star-filled sky for the escape! response:	Now everybody, let's go!
context: Kusano?\What dost thou want?\You aren't his wife.\Somebody who can't help with big brother's fervent wish isn't his wife.\You can run faster than Ku but you don't do anything!\So you are not big brother's wife anymore!\Wow! It's the perfect star-filled sky for the escape!\Now everybody, let's go! response:	Right!
context: What dost thou want?\You aren't his wife.\Somebody who can't help with big brother's fervent wish isn't his wife.\You can run faster than Ku but you don't do anything!\So you are not big brother's wife anymore!\Wow! It's the perfect star-filled sky for the escape!\Now everybody, let's go!\Right! response:	Tsukiumi... never came out...
context: You aren't his wife.\Somebody who can't help with big brother's fervent wish isn't his wife.\You can run faster than Ku but you don't do anything!\So you are not big brother's wife anymore!\Wow! It's the perfect star-filled sky for the escape!\Now everybody, let's go!\Right!\Tsukiumi... never came out... response:	Sahashi, we really owe you.
