context: (THIS IS A BETA VERSION!) Today this person will conduct. response:	Chiaki-Sama!
context: Because being in a Music Academy needs more money than in a usual University\Therefore I work part-time so that at least I can earn some money for the school fee...\That's why I don't have time to practice Kontrabass\and quickly got behind the others\If I keep being in this condition, how could I remain in S-Oke?\That Oke is not a good thing anyway!\But the others in the Kontrabass group are good at it!\I'm just a stumbling stone... response:	If so, then you only need to practice more!
context: Therefore I work part-time so that at least I can earn some money for the school fee...\That's why I don't have time to practice Kontrabass\and quickly got behind the others\If I keep being in this condition, how could I remain in S-Oke?\That Oke is not a good thing anyway!\But the others in the Kontrabass group are good at it!\I'm just a stumbling stone...\If so, then you only need to practice more! response:	I told you I don't have time because I have to work part-timer!
context: That's why I don't have time to practice Kontrabass\and quickly got behind the others\If I keep being in this condition, how could I remain in S-Oke?\That Oke is not a good thing anyway!\But the others in the Kontrabass group are good at it!\I'm just a stumbling stone...\If so, then you only need to practice more!\I told you I don't have time because I have to work part-timer! response:	Then what about quitting your part-time job?
context: and quickly got behind the others\If I keep being in this condition, how could I remain in S-Oke?\That Oke is not a good thing anyway!\But the others in the Kontrabass group are good at it!\I'm just a stumbling stone...\If so, then you only need to practice more!\I told you I don't have time because I have to work part-timer!\Then what about quitting your part-time job? response:	I told you if I quit my job I can't continue studying at school!
context: If I keep being in this condition, how could I remain in S-Oke?\That Oke is not a good thing anyway!\But the others in the Kontrabass group are good at it!\I'm just a stumbling stone...\If so, then you only need to practice more!\I told you I don't have time because I have to work part-timer!\Then what about quitting your part-time job?\I told you if I quit my job I can't continue studying at school! response:	Then...what about quitting school?
context: That Oke is not a good thing anyway!\But the others in the Kontrabass group are good at it!\I'm just a stumbling stone...\If so, then you only need to practice more!\I told you I don't have time because I have to work part-timer!\Then what about quitting your part-time job?\I told you if I quit my job I can't continue studying at school!\Then...what about quitting school? response:	Why did it come to that??
context: But the others in the Kontrabass group are good at it!\I'm just a stumbling stone...\If so, then you only need to practice more!\I told you I don't have time because I have to work part-timer!\Then what about quitting your part-time job?\I told you if I quit my job I can't continue studying at school!\Then...what about quitting school?\Why did it come to that?? response:	Well, if for the sake of school fee she has no time to practice,
context: I'm just a stumbling stone...\If so, then you only need to practice more!\I told you I don't have time because I have to work part-timer!\Then what about quitting your part-time job?\I told you if I quit my job I can't continue studying at school!\Then...what about quitting school?\Why did it come to that??\Well, if for the sake of school fee she has no time to practice, response:	is there any meaning she goes to school?
context: If so, then you only need to practice more!\I told you I don't have time because I have to work part-timer!\Then what about quitting your part-time job?\I told you if I quit my job I can't continue studying at school!\Then...what about quitting school?\Why did it come to that??\Well, if for the sake of school fee she has no time to practice,\is there any meaning she goes to school? response:	There is!
context: I told you I don't have time because I have to work part-timer!\Then what about quitting your part-time job?\I told you if I quit my job I can't continue studying at school!\Then...what about quitting school?\Why did it come to that??\Well, if for the sake of school fee she has no time to practice,\is there any meaning she goes to school?\There is! response:	For love, for meeting new friends, for joy...
context: Then what about quitting your part-time job?\I told you if I quit my job I can't continue studying at school!\Then...what about quitting school?\Why did it come to that??\Well, if for the sake of school fee she has no time to practice,\is there any meaning she goes to school?\There is!\For love, for meeting new friends, for joy... response:	If it were me, I'll go to school and practice
context: I told you if I quit my job I can't continue studying at school!\Then...what about quitting school?\Why did it come to that??\Well, if for the sake of school fee she has no time to practice,\is there any meaning she goes to school?\There is!\For love, for meeting new friends, for joy...\If it were me, I'll go to school and practice response:	Well, if she doesn't want to improve her skill, it's also alright to be like this, I think
context: Then...what about quitting school?\Why did it come to that??\Well, if for the sake of school fee she has no time to practice,\is there any meaning she goes to school?\There is!\For love, for meeting new friends, for joy...\If it were me, I'll go to school and practice\Well, if she doesn't want to improve her skill, it's also alright to be like this, I think response:	I want to improve my skill.
context: Why did it come to that??\Well, if for the sake of school fee she has no time to practice,\is there any meaning she goes to school?\There is!\For love, for meeting new friends, for joy...\If it were me, I'll go to school and practice\Well, if she doesn't want to improve her skill, it's also alright to be like this, I think\I want to improve my skill. response:	Really?
context: Well, if for the sake of school fee she has no time to practice,\is there any meaning she goes to school?\There is!\For love, for meeting new friends, for joy...\If it were me, I'll go to school and practice\Well, if she doesn't want to improve her skill, it's also alright to be like this, I think\I want to improve my skill.\Really? response:	If one has the time to cry here
context: is there any meaning she goes to school?\There is!\For love, for meeting new friends, for joy...\If it were me, I'll go to school and practice\Well, if she doesn't want to improve her skill, it's also alright to be like this, I think\I want to improve my skill.\Really?\If one has the time to cry here response:	and not thinking of practicing instead,
context: There is!\For love, for meeting new friends, for joy...\If it were me, I'll go to school and practice\Well, if she doesn't want to improve her skill, it's also alright to be like this, I think\I want to improve my skill.\Really?\If one has the time to cry here\and not thinking of practicing instead, response:	isn't she already hopeless?
context: For love, for meeting new friends, for joy...\If it were me, I'll go to school and practice\Well, if she doesn't want to improve her skill, it's also alright to be like this, I think\I want to improve my skill.\Really?\If one has the time to cry here\and not thinking of practicing instead,\isn't she already hopeless? response:	Chiaki Senpai! isn't she already hopeless?
context: If it were me, I'll go to school and practice\Well, if she doesn't want to improve her skill, it's also alright to be like this, I think\I want to improve my skill.\Really?\If one has the time to cry here\and not thinking of practicing instead,\isn't she already hopeless?\Chiaki Senpai! isn't she already hopeless? response:	Chiaki Senpai!
context: Well, if she doesn't want to improve her skill, it's also alright to be like this, I think\I want to improve my skill.\Really?\If one has the time to cry here\and not thinking of practicing instead,\isn't she already hopeless?\Chiaki Senpai! isn't she already hopeless?\Chiaki Senpai! response:	Sorry to have bothered you.
context: I want to improve my skill.\Really?\If one has the time to cry here\and not thinking of practicing instead,\isn't she already hopeless?\Chiaki Senpai! isn't she already hopeless?\Chiaki Senpai!\Sorry to have bothered you. response:	Sakura-chan...
context: Really?\If one has the time to cry here\and not thinking of practicing instead,\isn't she already hopeless?\Chiaki Senpai! isn't she already hopeless?\Chiaki Senpai!\Sorry to have bothered you.\Sakura-chan... response:	What is it?!
context: If one has the time to cry here\and not thinking of practicing instead,\isn't she already hopeless?\Chiaki Senpai! isn't she already hopeless?\Chiaki Senpai!\Sorry to have bothered you.\Sakura-chan...\What is it?! response:	Sakura-chan!
context: and not thinking of practicing instead,\isn't she already hopeless?\Chiaki Senpai! isn't she already hopeless?\Chiaki Senpai!\Sorry to have bothered you.\Sakura-chan...\What is it?!\Sakura-chan! response:	Dad, I'm going now!
context: isn't she already hopeless?\Chiaki Senpai! isn't she already hopeless?\Chiaki Senpai!\Sorry to have bothered you.\Sakura-chan...\What is it?!\Sakura-chan!\Dad, I'm going now! response:	Going now? What happened with you?
context: Chiaki Senpai! isn't she already hopeless?\Chiaki Senpai!\Sorry to have bothered you.\Sakura-chan...\What is it?!\Sakura-chan!\Dad, I'm going now!\Going now? What happened with you? response:	It's unusual you woke up by yourself!
context: Chiaki Senpai!\Sorry to have bothered you.\Sakura-chan...\What is it?!\Sakura-chan!\Dad, I'm going now!\Going now? What happened with you?\It's unusual you woke up by yourself! response:	This is a Concert Master's destiny!
context: Sorry to have bothered you.\Sakura-chan...\What is it?!\Sakura-chan!\Dad, I'm going now!\Going now? What happened with you?\It's unusual you woke up by yourself!\This is a Concert Master's destiny! response:	Without me, the Oke can't do!
context: Sakura-chan...\What is it?!\Sakura-chan!\Dad, I'm going now!\Going now? What happened with you?\It's unusual you woke up by yourself!\This is a Concert Master's destiny!\Without me, the Oke can't do! response:	I go!
context: What is it?!\Sakura-chan!\Dad, I'm going now!\Going now? What happened with you?\It's unusual you woke up by yourself!\This is a Concert Master's destiny!\Without me, the Oke can't do!\I go! response:	Take care!
context: Sakura-chan!\Dad, I'm going now!\Going now? What happened with you?\It's unusual you woke up by yourself!\This is a Concert Master's destiny!\Without me, the Oke can't do!\I go!\Take care! response:	Hai!
context: Dad, I'm going now!\Going now? What happened with you?\It's unusual you woke up by yourself!\This is a Concert Master's destiny!\Without me, the Oke can't do!\I go!\Take care!\Hai! response:	Acting such a wonderful kid...
context: Going now? What happened with you?\It's unusual you woke up by yourself!\This is a Concert Master's destiny!\Without me, the Oke can't do!\I go!\Take care!\Hai!\Acting such a wonderful kid... response:	Yosh!!!
context: It's unusual you woke up by yourself!\This is a Concert Master's destiny!\Without me, the Oke can't do!\I go!\Take care!\Hai!\Acting such a wonderful kid...\Yosh!!! response:	Flute, at the 117th mark, you two...
context: This is a Concert Master's destiny!\Without me, the Oke can't do!\I go!\Take care!\Hai!\Acting such a wonderful kid...\Yosh!!!\Flute, at the 117th mark, you two... response:	Hai!
context: Without me, the Oke can't do!\I go!\Take care!\Hai!\Acting such a wonderful kid...\Yosh!!!\Flute, at the 117th mark, you two...\Hai! response:	From 238th mark, don't do it separately, make it more linked to each other
context: I go!\Take care!\Hai!\Acting such a wonderful kid...\Yosh!!!\Flute, at the 117th mark, you two...\Hai!\From 238th mark, don't do it separately, make it more linked to each other response:	Hai!
context: Take care!\Hai!\Acting such a wonderful kid...\Yosh!!!\Flute, at the 117th mark, you two...\Hai!\From 238th mark, don't do it separately, make it more linked to each other\Hai! response:	Oboe, it gets a little bit heavy than before, so...
context: Hai!\Acting such a wonderful kid...\Yosh!!!\Flute, at the 117th mark, you two...\Hai!\From 238th mark, don't do it separately, make it more linked to each other\Hai!\Oboe, it gets a little bit heavy than before, so... response:	That is Concert Master?
context: Acting such a wonderful kid...\Yosh!!!\Flute, at the 117th mark, you two...\Hai!\From 238th mark, don't do it separately, make it more linked to each other\Hai!\Oboe, it gets a little bit heavy than before, so...\That is Concert Master? response:	Sh...sh...she's not the Conductor?
context: Yosh!!!\Flute, at the 117th mark, you two...\Hai!\From 238th mark, don't do it separately, make it more linked to each other\Hai!\Oboe, it gets a little bit heavy than before, so...\That is Concert Master?\Sh...sh...she's not the Conductor? response:	Hai!
context: Flute, at the 117th mark, you two...\Hai!\From 238th mark, don't do it separately, make it more linked to each other\Hai!\Oboe, it gets a little bit heavy than before, so...\That is Concert Master?\Sh...sh...she's not the Conductor?\Hai! response:	OK, let's have a ten minutes break.
context: Hai!\From 238th mark, don't do it separately, make it more linked to each other\Hai!\Oboe, it gets a little bit heavy than before, so...\That is Concert Master?\Sh...sh...she's not the Conductor?\Hai!\OK, let's have a ten minutes break. response:	Masumi-chan!
context: From 238th mark, don't do it separately, make it more linked to each other\Hai!\Oboe, it gets a little bit heavy than before, so...\That is Concert Master?\Sh...sh...she's not the Conductor?\Hai!\OK, let's have a ten minutes break.\Masumi-chan! response:	So you didn't return to your hometown?
context: Hai!\Oboe, it gets a little bit heavy than before, so...\That is Concert Master?\Sh...sh...she's not the Conductor?\Hai!\OK, let's have a ten minutes break.\Masumi-chan!\So you didn't return to your hometown? response:	As usual, you're striving for the best, Kiyora!
context: Oboe, it gets a little bit heavy than before, so...\That is Concert Master?\Sh...sh...she's not the Conductor?\Hai!\OK, let's have a ten minutes break.\Masumi-chan!\So you didn't return to your hometown?\As usual, you're striving for the best, Kiyora! response:	What else can I do?
context: That is Concert Master?\Sh...sh...she's not the Conductor?\Hai!\OK, let's have a ten minutes break.\Masumi-chan!\So you didn't return to your hometown?\As usual, you're striving for the best, Kiyora!\What else can I do? response:	Until Stresemann comes, it's Concert Master's job to get the Oke going.
context: Sh...sh...she's not the Conductor?\Hai!\OK, let's have a ten minutes break.\Masumi-chan!\So you didn't return to your hometown?\As usual, you're striving for the best, Kiyora!\What else can I do?\Until Stresemann comes, it's Concert Master's job to get the Oke going. response:	Eh? So he doesn't come to A-Oke either?
context: Hai!\OK, let's have a ten minutes break.\Masumi-chan!\So you didn't return to your hometown?\As usual, you're striving for the best, Kiyora!\What else can I do?\Until Stresemann comes, it's Concert Master's job to get the Oke going.\Eh? So he doesn't come to A-Oke either? response:	What is he doing??
context: OK, let's have a ten minutes break.\Masumi-chan!\So you didn't return to your hometown?\As usual, you're striving for the best, Kiyora!\What else can I do?\Until Stresemann comes, it's Concert Master's job to get the Oke going.\Eh? So he doesn't come to A-Oke either?\What is he doing?? response:	At this time, the Concert Master of S-Oke must be having a tough time too, doesn't he?
context: Masumi-chan!\So you didn't return to your hometown?\As usual, you're striving for the best, Kiyora!\What else can I do?\Until Stresemann comes, it's Concert Master's job to get the Oke going.\Eh? So he doesn't come to A-Oke either?\What is he doing??\At this time, the Concert Master of S-Oke must be having a tough time too, doesn't he? response:	With everyone relying on him
context: So you didn't return to your hometown?\As usual, you're striving for the best, Kiyora!\What else can I do?\Until Stresemann comes, it's Concert Master's job to get the Oke going.\Eh? So he doesn't come to A-Oke either?\What is he doing??\At this time, the Concert Master of S-Oke must be having a tough time too, doesn't he?\With everyone relying on him response:	Yes...sort of...
context: As usual, you're striving for the best, Kiyora!\What else can I do?\Until Stresemann comes, it's Concert Master's job to get the Oke going.\Eh? So he doesn't come to A-Oke either?\What is he doing??\At this time, the Concert Master of S-Oke must be having a tough time too, doesn't he?\With everyone relying on him\Yes...sort of... response:	Ah, and this person is...?
context: What else can I do?\Until Stresemann comes, it's Concert Master's job to get the Oke going.\Eh? So he doesn't come to A-Oke either?\What is he doing??\At this time, the Concert Master of S-Oke must be having a tough time too, doesn't he?\With everyone relying on him\Yes...sort of...\Ah, and this person is...? response:	He's our Concert Master.
context: Until Stresemann comes, it's Concert Master's job to get the Oke going.\Eh? So he doesn't come to A-Oke either?\What is he doing??\At this time, the Concert Master of S-Oke must be having a tough time too, doesn't he?\With everyone relying on him\Yes...sort of...\Ah, and this person is...?\He's our Concert Master. response:	Eh?
context: Eh? So he doesn't come to A-Oke either?\What is he doing??\At this time, the Concert Master of S-Oke must be having a tough time too, doesn't he?\With everyone relying on him\Yes...sort of...\Ah, and this person is...?\He's our Concert Master.\Eh? response:	Aaah, really...
context: What is he doing??\At this time, the Concert Master of S-Oke must be having a tough time too, doesn't he?\With everyone relying on him\Yes...sort of...\Ah, and this person is...?\He's our Concert Master.\Eh?\Aaah, really... response:	Today let's stop here.
context: At this time, the Concert Master of S-Oke must be having a tough time too, doesn't he?\With everyone relying on him\Yes...sort of...\Ah, and this person is...?\He's our Concert Master.\Eh?\Aaah, really...\Today let's stop here. response:	Next time we'll do the 2nd movement, so practice before coming here
context: With everyone relying on him\Yes...sort of...\Ah, and this person is...?\He's our Concert Master.\Eh?\Aaah, really...\Today let's stop here.\Next time we'll do the 2nd movement, so practice before coming here response:	Hai!
context: Yes...sort of...\Ah, and this person is...?\He's our Concert Master.\Eh?\Aaah, really...\Today let's stop here.\Next time we'll do the 2nd movement, so practice before coming here\Hai! response:	Stresemann didn't come again today
context: Ah, and this person is...?\He's our Concert Master.\Eh?\Aaah, really...\Today let's stop here.\Next time we'll do the 2nd movement, so practice before coming here\Hai!\Stresemann didn't come again today response:	I wonder what's the important business he has...
context: He's our Concert Master.\Eh?\Aaah, really...\Today let's stop here.\Next time we'll do the 2nd movement, so practice before coming here\Hai!\Stresemann didn't come again today\I wonder what's the important business he has... response:	companion
context: Eh?\Aaah, really...\Today let's stop here.\Next time we'll do the 2nd movement, so practice before coming here\Hai!\Stresemann didn't come again today\I wonder what's the important business he has...\companion response:	Sakura-chan didn't come either today
context: Aaah, really...\Today let's stop here.\Next time we'll do the 2nd movement, so practice before coming here\Hai!\Stresemann didn't come again today\I wonder what's the important business he has...\companion\Sakura-chan didn't come either today response:	Did something wrong happen to her?
context: Today let's stop here.\Next time we'll do the 2nd movement, so practice before coming here\Hai!\Stresemann didn't come again today\I wonder what's the important business he has...\companion\Sakura-chan didn't come either today\Did something wrong happen to her? response:	She must be working at her part-time job.
context: Next time we'll do the 2nd movement, so practice before coming here\Hai!\Stresemann didn't come again today\I wonder what's the important business he has...\companion\Sakura-chan didn't come either today\Did something wrong happen to her?\She must be working at her part-time job. response:	But usually she always comes even if she's late
context: Hai!\Stresemann didn't come again today\I wonder what's the important business he has...\companion\Sakura-chan didn't come either today\Did something wrong happen to her?\She must be working at her part-time job.\But usually she always comes even if she's late response:	So what if she is not here...
context: Stresemann didn't come again today\I wonder what's the important business he has...\companion\Sakura-chan didn't come either today\Did something wrong happen to her?\She must be working at her part-time job.\But usually she always comes even if she's late\So what if she is not here... response:	She's no-good, I got irritated by just looking at her
context: I wonder what's the important business he has...\companion\Sakura-chan didn't come either today\Did something wrong happen to her?\She must be working at her part-time job.\But usually she always comes even if she's late\So what if she is not here...\She's no-good, I got irritated by just looking at her response:	That's mean! Could it be because you always bully her?
context: companion\Sakura-chan didn't come either today\Did something wrong happen to her?\She must be working at her part-time job.\But usually she always comes even if she's late\So what if she is not here...\She's no-good, I got irritated by just looking at her\That's mean! Could it be because you always bully her? response:	Didn't you all think the same way?
context: Sakura-chan didn't come either today\Did something wrong happen to her?\She must be working at her part-time job.\But usually she always comes even if she's late\So what if she is not here...\She's no-good, I got irritated by just looking at her\That's mean! Could it be because you always bully her?\Didn't you all think the same way? response:	She's no-good, there are a lot of people who can replace her!
context: Did something wrong happen to her?\She must be working at her part-time job.\But usually she always comes even if she's late\So what if she is not here...\She's no-good, I got irritated by just looking at her\That's mean! Could it be because you always bully her?\Didn't you all think the same way?\She's no-good, there are a lot of people who can replace her! response:	Chiaki-Senpai!
context: She must be working at her part-time job.\But usually she always comes even if she's late\So what if she is not here...\She's no-good, I got irritated by just looking at her\That's mean! Could it be because you always bully her?\Didn't you all think the same way?\She's no-good, there are a lot of people who can replace her!\Chiaki-Senpai! response:	Sakura-chan didn't come, did she?
context: But usually she always comes even if she's late\So what if she is not here...\She's no-good, I got irritated by just looking at her\That's mean! Could it be because you always bully her?\Didn't you all think the same way?\She's no-good, there are a lot of people who can replace her!\Chiaki-Senpai!\Sakura-chan didn't come, did she? response:	It's Senpai's fault!
context: So what if she is not here...\She's no-good, I got irritated by just looking at her\That's mean! Could it be because you always bully her?\Didn't you all think the same way?\She's no-good, there are a lot of people who can replace her!\Chiaki-Senpai!\Sakura-chan didn't come, did she?\It's Senpai's fault! response:	Because last night Senpai said why didn't she quit school
context: She's no-good, I got irritated by just looking at her\That's mean! Could it be because you always bully her?\Didn't you all think the same way?\She's no-good, there are a lot of people who can replace her!\Chiaki-Senpai!\Sakura-chan didn't come, did she?\It's Senpai's fault!\Because last night Senpai said why didn't she quit school response:	Sakura-chan was shocked!
context: That's mean! Could it be because you always bully her?\Didn't you all think the same way?\She's no-good, there are a lot of people who can replace her!\Chiaki-Senpai!\Sakura-chan didn't come, did she?\It's Senpai's fault!\Because last night Senpai said why didn't she quit school\Sakura-chan was shocked! response:	Shocked? Just because of that?
context: Didn't you all think the same way?\She's no-good, there are a lot of people who can replace her!\Chiaki-Senpai!\Sakura-chan didn't come, did she?\It's Senpai's fault!\Because last night Senpai said why didn't she quit school\Sakura-chan was shocked!\Shocked? Just because of that? response:	It must be because she doesn't want to do it, so she didn't come
context: She's no-good, there are a lot of people who can replace her!\Chiaki-Senpai!\Sakura-chan didn't come, did she?\It's Senpai's fault!\Because last night Senpai said why didn't she quit school\Sakura-chan was shocked!\Shocked? Just because of that?\It must be because she doesn't want to do it, so she didn't come response:	That's not my fault.
context: Chiaki-Senpai!\Sakura-chan didn't come, did she?\It's Senpai's fault!\Because last night Senpai said why didn't she quit school\Sakura-chan was shocked!\Shocked? Just because of that?\It must be because she doesn't want to do it, so she didn't come\That's not my fault. response:	Senpai's an ogre! DEVIL!
context: Sakura-chan didn't come, did she?\It's Senpai's fault!\Because last night Senpai said why didn't she quit school\Sakura-chan was shocked!\Shocked? Just because of that?\It must be because she doesn't want to do it, so she didn't come\That's not my fault.\Senpai's an ogre! DEVIL! response:	A person like you won't understand...
context: It's Senpai's fault!\Because last night Senpai said why didn't she quit school\Sakura-chan was shocked!\Shocked? Just because of that?\It must be because she doesn't want to do it, so she didn't come\That's not my fault.\Senpai's an ogre! DEVIL!\A person like you won't understand... response:	Always at the center of people
context: Because last night Senpai said why didn't she quit school\Sakura-chan was shocked!\Shocked? Just because of that?\It must be because she doesn't want to do it, so she didn't come\That's not my fault.\Senpai's an ogre! DEVIL!\A person like you won't understand...\Always at the center of people response:	Always being depended upon...
context: Sakura-chan was shocked!\Shocked? Just because of that?\It must be because she doesn't want to do it, so she didn't come\That's not my fault.\Senpai's an ogre! DEVIL!\A person like you won't understand...\Always at the center of people\Always being depended upon... response:	A person like you won't understand!
context: Shocked? Just because of that?\It must be because she doesn't want to do it, so she didn't come\That's not my fault.\Senpai's an ogre! DEVIL!\A person like you won't understand...\Always at the center of people\Always being depended upon...\A person like you won't understand! response:	Katsuragi Madoka, wow, nice body!
context: It must be because she doesn't want to do it, so she didn't come\That's not my fault.\Senpai's an ogre! DEVIL!\A person like you won't understand...\Always at the center of people\Always being depended upon...\A person like you won't understand!\Katsuragi Madoka, wow, nice body! response:	98-52-98!
context: That's not my fault.\Senpai's an ogre! DEVIL!\A person like you won't understand...\Always at the center of people\Always being depended upon...\A person like you won't understand!\Katsuragi Madoka, wow, nice body!\98-52-98! response:	My nosebleed might spurt out! Hahao!!
context: Senpai's an ogre! DEVIL!\A person like you won't understand...\Always at the center of people\Always being depended upon...\A person like you won't understand!\Katsuragi Madoka, wow, nice body!\98-52-98!\My nosebleed might spurt out! Hahao!! response:	I'd better look from a distance!
context: A person like you won't understand...\Always at the center of people\Always being depended upon...\A person like you won't understand!\Katsuragi Madoka, wow, nice body!\98-52-98!\My nosebleed might spurt out! Hahao!!\I'd better look from a distance! response:	What is it you intend to do, Maestro?
context: Always at the center of people\Always being depended upon...\A person like you won't understand!\Katsuragi Madoka, wow, nice body!\98-52-98!\My nosebleed might spurt out! Hahao!!\I'd better look from a distance!\What is it you intend to do, Maestro? response:	Oh! It's you, Harisen Sensei!
context: Always being depended upon...\A person like you won't understand!\Katsuragi Madoka, wow, nice body!\98-52-98!\My nosebleed might spurt out! Hahao!!\I'd better look from a distance!\What is it you intend to do, Maestro?\Oh! It's you, Harisen Sensei! response:	My name's Eto!
context: A person like you won't understand!\Katsuragi Madoka, wow, nice body!\98-52-98!\My nosebleed might spurt out! Hahao!!\I'd better look from a distance!\What is it you intend to do, Maestro?\Oh! It's you, Harisen Sensei!\My name's Eto! response:	Leaving the Oke to mere students...
context: Katsuragi Madoka, wow, nice body!\98-52-98!\My nosebleed might spurt out! Hahao!!\I'd better look from a distance!\What is it you intend to do, Maestro?\Oh! It's you, Harisen Sensei!\My name's Eto!\Leaving the Oke to mere students... response:	actually what are you scheming?
context: 98-52-98!\My nosebleed might spurt out! Hahao!!\I'd better look from a distance!\What is it you intend to do, Maestro?\Oh! It's you, Harisen Sensei!\My name's Eto!\Leaving the Oke to mere students...\actually what are you scheming? response:	Wow, they look so delicious!!
context: My nosebleed might spurt out! Hahao!!\I'd better look from a distance!\What is it you intend to do, Maestro?\Oh! It's you, Harisen Sensei!\My name's Eto!\Leaving the Oke to mere students...\actually what are you scheming?\Wow, they look so delicious!! response:	I wonder if I have enough...
context: I'd better look from a distance!\What is it you intend to do, Maestro?\Oh! It's you, Harisen Sensei!\My name's Eto!\Leaving the Oke to mere students...\actually what are you scheming?\Wow, they look so delicious!!\I wonder if I have enough... response:	(55 yen = half the price of a rice ball)
context: What is it you intend to do, Maestro?\Oh! It's you, Harisen Sensei!\My name's Eto!\Leaving the Oke to mere students...\actually what are you scheming?\Wow, they look so delicious!!\I wonder if I have enough...\(55 yen = half the price of a rice ball) response:	What are you doing?
context: Oh! It's you, Harisen Sensei!\My name's Eto!\Leaving the Oke to mere students...\actually what are you scheming?\Wow, they look so delicious!!\I wonder if I have enough...\(55 yen = half the price of a rice ball)\What are you doing? response:	Sakura-chan!
context: My name's Eto!\Leaving the Oke to mere students...\actually what are you scheming?\Wow, they look so delicious!!\I wonder if I have enough...\(55 yen = half the price of a rice ball)\What are you doing?\Sakura-chan! response:	So you're working part-time in that konbini
context: Leaving the Oke to mere students...\actually what are you scheming?\Wow, they look so delicious!!\I wonder if I have enough...\(55 yen = half the price of a rice ball)\What are you doing?\Sakura-chan!\So you're working part-time in that konbini response:	Yes.
context: actually what are you scheming?\Wow, they look so delicious!!\I wonder if I have enough...\(55 yen = half the price of a rice ball)\What are you doing?\Sakura-chan!\So you're working part-time in that konbini\Yes. response:	Because I can bring home lunch boxes which have expired
context: Wow, they look so delicious!!\I wonder if I have enough...\(55 yen = half the price of a rice ball)\What are you doing?\Sakura-chan!\So you're working part-time in that konbini\Yes.\Because I can bring home lunch boxes which have expired response:	Though if they find out, I'll be sacked.
context: I wonder if I have enough...\(55 yen = half the price of a rice ball)\What are you doing?\Sakura-chan!\So you're working part-time in that konbini\Yes.\Because I can bring home lunch boxes which have expired\Though if they find out, I'll be sacked. response:	Itadakimasu!
context: (55 yen = half the price of a rice ball)\What are you doing?\Sakura-chan!\So you're working part-time in that konbini\Yes.\Because I can bring home lunch boxes which have expired\Though if they find out, I'll be sacked.\Itadakimasu! response:	But it's good that it's Nodame-chan who saw me.
context: What are you doing?\Sakura-chan!\So you're working part-time in that konbini\Yes.\Because I can bring home lunch boxes which have expired\Though if they find out, I'll be sacked.\Itadakimasu!\But it's good that it's Nodame-chan who saw me. response:	Well, there are a lot of students coming from well-off families in Music Academy, right?
context: Sakura-chan!\So you're working part-time in that konbini\Yes.\Because I can bring home lunch boxes which have expired\Though if they find out, I'll be sacked.\Itadakimasu!\But it's good that it's Nodame-chan who saw me.\Well, there are a lot of students coming from well-off families in Music Academy, right? response:	I feel ashamed...
context: So you're working part-time in that konbini\Yes.\Because I can bring home lunch boxes which have expired\Though if they find out, I'll be sacked.\Itadakimasu!\But it's good that it's Nodame-chan who saw me.\Well, there are a lot of students coming from well-off families in Music Academy, right?\I feel ashamed... response:	It's good it was Nodame who saw you?
context: Yes.\Because I can bring home lunch boxes which have expired\Though if they find out, I'll be sacked.\Itadakimasu!\But it's good that it's Nodame-chan who saw me.\Well, there are a lot of students coming from well-off families in Music Academy, right?\I feel ashamed...\It's good it was Nodame who saw you? response:	No, forget it, don't think too deeply about it.
context: Because I can bring home lunch boxes which have expired\Though if they find out, I'll be sacked.\Itadakimasu!\But it's good that it's Nodame-chan who saw me.\Well, there are a lot of students coming from well-off families in Music Academy, right?\I feel ashamed...\It's good it was Nodame who saw you?\No, forget it, don't think too deeply about it. response:	Why didn't you come to practice today?
context: Though if they find out, I'll be sacked.\Itadakimasu!\But it's good that it's Nodame-chan who saw me.\Well, there are a lot of students coming from well-off families in Music Academy, right?\I feel ashamed...\It's good it was Nodame who saw you?\No, forget it, don't think too deeply about it.\Why didn't you come to practice today? response:	If you're bothered by what Chiaki Senpai said...
context: Itadakimasu!\But it's good that it's Nodame-chan who saw me.\Well, there are a lot of students coming from well-off families in Music Academy, right?\I feel ashamed...\It's good it was Nodame who saw you?\No, forget it, don't think too deeply about it.\Why didn't you come to practice today?\If you're bothered by what Chiaki Senpai said... response:	Nono...I think what Chiaki-Senpai said is correct
context: But it's good that it's Nodame-chan who saw me.\Well, there are a lot of students coming from well-off families in Music Academy, right?\I feel ashamed...\It's good it was Nodame who saw you?\No, forget it, don't think too deeply about it.\Why didn't you come to practice today?\If you're bothered by what Chiaki Senpai said...\Nono...I think what Chiaki-Senpai said is correct response:	I also realize it myself...
context: Well, there are a lot of students coming from well-off families in Music Academy, right?\I feel ashamed...\It's good it was Nodame who saw you?\No, forget it, don't think too deeply about it.\Why didn't you come to practice today?\If you're bothered by what Chiaki Senpai said...\Nono...I think what Chiaki-Senpai said is correct\I also realize it myself... response:	Saying that I had no time is just an excuse...
context: I feel ashamed...\It's good it was Nodame who saw you?\No, forget it, don't think too deeply about it.\Why didn't you come to practice today?\If you're bothered by what Chiaki Senpai said...\Nono...I think what Chiaki-Senpai said is correct\I also realize it myself...\Saying that I had no time is just an excuse... response:	Actually it's not caused by my being very poor
