context: My first kiss under the moonlight with my adored Tuxedo Mask! response:	And yet, and yet...
context: Oh, Nephrite!\Oh, Princess Diamond, please wake up!\Let go!\I'm falling! Let go!\I'm falling!\Usagi!\Tuxedo Mask?\Both of you can fall and die together! response:	It seems like something is going on.
context: Oh, Princess Diamond, please wake up!\Let go!\I'm falling! Let go!\I'm falling!\Usagi!\Tuxedo Mask?\Both of you can fall and die together!\It seems like something is going on. response:	Tuxedo Mask, you're always in my way!
context: Let go!\I'm falling! Let go!\I'm falling!\Usagi!\Tuxedo Mask?\Both of you can fall and die together!\It seems like something is going on.\Tuxedo Mask, you're always in my way! response:	Just think you're lucky to die with a beautiful princess!
context: I'm falling! Let go!\I'm falling!\Usagi!\Tuxedo Mask?\Both of you can fall and die together!\It seems like something is going on.\Tuxedo Mask, you're always in my way!\Just think you're lucky to die with a beautiful princess! response:	Fire Soul!
context: I'm falling!\Usagi!\Tuxedo Mask?\Both of you can fall and die together!\It seems like something is going on.\Tuxedo Mask, you're always in my way!\Just think you're lucky to die with a beautiful princess!\Fire Soul! response:	My Tuxedo Mask will live on forever!
context: Usagi!\Tuxedo Mask?\Both of you can fall and die together!\It seems like something is going on.\Tuxedo Mask, you're always in my way!\Just think you're lucky to die with a beautiful princess!\Fire Soul!\My Tuxedo Mask will live on forever! response:	It's all over!
context: Tuxedo Mask?\Both of you can fall and die together!\It seems like something is going on.\Tuxedo Mask, you're always in my way!\Just think you're lucky to die with a beautiful princess!\Fire Soul!\My Tuxedo Mask will live on forever!\It's all over! response:	Shoot!
context: Both of you can fall and die together!\It seems like something is going on.\Tuxedo Mask, you're always in my way!\Just think you're lucky to die with a beautiful princess!\Fire Soul!\My Tuxedo Mask will live on forever!\It's all over!\Shoot! response:	Stop, Nephrite!
context: It seems like something is going on.\Tuxedo Mask, you're always in my way!\Just think you're lucky to die with a beautiful princess!\Fire Soul!\My Tuxedo Mask will live on forever!\It's all over!\Shoot!\Stop, Nephrite! response:	Who are you?!
context: Tuxedo Mask, you're always in my way!\Just think you're lucky to die with a beautiful princess!\Fire Soul!\My Tuxedo Mask will live on forever!\It's all over!\Shoot!\Stop, Nephrite!\Who are you?! response:	I would like to know who I am as well.
context: Just think you're lucky to die with a beautiful princess!\Fire Soul!\My Tuxedo Mask will live on forever!\It's all over!\Shoot!\Stop, Nephrite!\Who are you?!\I would like to know who I am as well. response:	To do that, I must solve the mystery of the legendary Silver Crystal!
context: Fire Soul!\My Tuxedo Mask will live on forever!\It's all over!\Shoot!\Stop, Nephrite!\Who are you?!\I would like to know who I am as well.\To do that, I must solve the mystery of the legendary Silver Crystal! response:	Are you our enemy or our ally?
context: My Tuxedo Mask will live on forever!\It's all over!\Shoot!\Stop, Nephrite!\Who are you?!\I would like to know who I am as well.\To do that, I must solve the mystery of the legendary Silver Crystal!\Are you our enemy or our ally? response:	If we are looking for the same thing, I could be your enemy.
context: It's all over!\Shoot!\Stop, Nephrite!\Who are you?!\I would like to know who I am as well.\To do that, I must solve the mystery of the legendary Silver Crystal!\Are you our enemy or our ally?\If we are looking for the same thing, I could be your enemy. response:	Tuxedo Mask!
context: Shoot!\Stop, Nephrite!\Who are you?!\I would like to know who I am as well.\To do that, I must solve the mystery of the legendary Silver Crystal!\Are you our enemy or our ally?\If we are looking for the same thing, I could be your enemy.\Tuxedo Mask! response:	Usagi, hurry!
context: Stop, Nephrite!\Who are you?!\I would like to know who I am as well.\To do that, I must solve the mystery of the legendary Silver Crystal!\Are you our enemy or our ally?\If we are looking for the same thing, I could be your enemy.\Tuxedo Mask!\Usagi, hurry! response:	Oh, right!
context: Who are you?!\I would like to know who I am as well.\To do that, I must solve the mystery of the legendary Silver Crystal!\Are you our enemy or our ally?\If we are looking for the same thing, I could be your enemy.\Tuxedo Mask!\Usagi, hurry!\Oh, right! response:	Moon Prism Power Makeup!
context: I would like to know who I am as well.\To do that, I must solve the mystery of the legendary Silver Crystal!\Are you our enemy or our ally?\If we are looking for the same thing, I could be your enemy.\Tuxedo Mask!\Usagi, hurry!\Oh, right!\Moon Prism Power Makeup! response:	What could have happened?
context: To do that, I must solve the mystery of the legendary Silver Crystal!\Are you our enemy or our ally?\If we are looking for the same thing, I could be your enemy.\Tuxedo Mask!\Usagi, hurry!\Oh, right!\Moon Prism Power Makeup!\What could have happened? response:	This is an unexpected incident! This is a huge scoop!
context: Are you our enemy or our ally?\If we are looking for the same thing, I could be your enemy.\Tuxedo Mask!\Usagi, hurry!\Oh, right!\Moon Prism Power Makeup!\What could have happened?\This is an unexpected incident! This is a huge scoop! response:	Come back to life, my other self!
context: If we are looking for the same thing, I could be your enemy.\Tuxedo Mask!\Usagi, hurry!\Oh, right!\Moon Prism Power Makeup!\What could have happened?\This is an unexpected incident! This is a huge scoop!\Come back to life, my other self! response:	Clear the way!
context: Tuxedo Mask!\Usagi, hurry!\Oh, right!\Moon Prism Power Makeup!\What could have happened?\This is an unexpected incident! This is a huge scoop!\Come back to life, my other self!\Clear the way! response:	Any who disobey shall be sacrificed to the great ruler!
context: Usagi, hurry!\Oh, right!\Moon Prism Power Makeup!\What could have happened?\This is an unexpected incident! This is a huge scoop!\Come back to life, my other self!\Clear the way!\Any who disobey shall be sacrificed to the great ruler! response:	What is this?!
context: Oh, right!\Moon Prism Power Makeup!\What could have happened?\This is an unexpected incident! This is a huge scoop!\Come back to life, my other self!\Clear the way!\Any who disobey shall be sacrificed to the great ruler!\What is this?! response:	I'm the sailor warrior of love and justice, Sailor Moon!
context: Moon Prism Power Makeup!\What could have happened?\This is an unexpected incident! This is a huge scoop!\Come back to life, my other self!\Clear the way!\Any who disobey shall be sacrificed to the great ruler!\What is this?!\I'm the sailor warrior of love and justice, Sailor Moon! response:	Likewise, Sailor Mercury!
context: What could have happened?\This is an unexpected incident! This is a huge scoop!\Come back to life, my other self!\Clear the way!\Any who disobey shall be sacrificed to the great ruler!\What is this?!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury! response:	Likewise, Sailor Mars!
context: This is an unexpected incident! This is a huge scoop!\Come back to life, my other self!\Clear the way!\Any who disobey shall be sacrificed to the great ruler!\What is this?!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars! response:	I'll never forgive you for possessing the innocent Princess Diamond!
context: Come back to life, my other self!\Clear the way!\Any who disobey shall be sacrificed to the great ruler!\What is this?!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\I'll never forgive you for possessing the innocent Princess Diamond! response:	The legendary secret treasure, the Silver Crystal, is mine!
context: Clear the way!\Any who disobey shall be sacrificed to the great ruler!\What is this?!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\I'll never forgive you for possessing the innocent Princess Diamond!\The legendary secret treasure, the Silver Crystal, is mine! response:	The Silver Crystal?
context: Any who disobey shall be sacrificed to the great ruler!\What is this?!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\I'll never forgive you for possessing the innocent Princess Diamond!\The legendary secret treasure, the Silver Crystal, is mine!\The Silver Crystal? response:	Begone, Evil Spirit
context: What is this?!\I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\I'll never forgive you for possessing the innocent Princess Diamond!\The legendary secret treasure, the Silver Crystal, is mine!\The Silver Crystal?\Begone, Evil Spirit response:	Begone, Evil Spirit
context: I'm the sailor warrior of love and justice, Sailor Moon!\Likewise, Sailor Mercury!\Likewise, Sailor Mars!\I'll never forgive you for possessing the innocent Princess Diamond!\The legendary secret treasure, the Silver Crystal, is mine!\The Silver Crystal?\Begone, Evil Spirit\Begone, Evil Spirit response:	Oh, Nephrite!
context: Likewise, Sailor Mercury!\Likewise, Sailor Mars!\I'll never forgive you for possessing the innocent Princess Diamond!\The legendary secret treasure, the Silver Crystal, is mine!\The Silver Crystal?\Begone, Evil Spirit\Begone, Evil Spirit\Oh, Nephrite! response:	Suffer and die!
context: Likewise, Sailor Mars!\I'll never forgive you for possessing the innocent Princess Diamond!\The legendary secret treasure, the Silver Crystal, is mine!\The Silver Crystal?\Begone, Evil Spirit\Begone, Evil Spirit\Oh, Nephrite!\Suffer and die! response:	I can't move!
context: I'll never forgive you for possessing the innocent Princess Diamond!\The legendary secret treasure, the Silver Crystal, is mine!\The Silver Crystal?\Begone, Evil Spirit\Begone, Evil Spirit\Oh, Nephrite!\Suffer and die!\I can't move! response:	We'll die at this rate!
context: The legendary secret treasure, the Silver Crystal, is mine!\The Silver Crystal?\Begone, Evil Spirit\Begone, Evil Spirit\Oh, Nephrite!\Suffer and die!\I can't move!\We'll die at this rate! response:	I'll see if I can do something about it!
context: The Silver Crystal?\Begone, Evil Spirit\Begone, Evil Spirit\Oh, Nephrite!\Suffer and die!\I can't move!\We'll die at this rate!\I'll see if I can do something about it! response:	Bubble
context: Begone, Evil Spirit\Begone, Evil Spirit\Oh, Nephrite!\Suffer and die!\I can't move!\We'll die at this rate!\I'll see if I can do something about it!\Bubble response:	Spray!
context: Begone, Evil Spirit\Oh, Nephrite!\Suffer and die!\I can't move!\We'll die at this rate!\I'll see if I can do something about it!\Bubble\Spray! response:	How shameless of you to mislead Princess Diamond!
context: Oh, Nephrite!\Suffer and die!\I can't move!\We'll die at this rate!\I'll see if I can do something about it!\Bubble\Spray!\How shameless of you to mislead Princess Diamond! response:	In the name of the moon, I will punish you!
context: Suffer and die!\I can't move!\We'll die at this rate!\I'll see if I can do something about it!\Bubble\Spray!\How shameless of you to mislead Princess Diamond!\In the name of the moon, I will punish you! response:	Moon Tiara Action!
context: I can't move!\We'll die at this rate!\I'll see if I can do something about it!\Bubble\Spray!\How shameless of you to mislead Princess Diamond!\In the name of the moon, I will punish you!\Moon Tiara Action! response:	We did it!
context: We'll die at this rate!\I'll see if I can do something about it!\Bubble\Spray!\How shameless of you to mislead Princess Diamond!\In the name of the moon, I will punish you!\Moon Tiara Action!\We did it! response:	Princess, are you all right?
context: I'll see if I can do something about it!\Bubble\Spray!\How shameless of you to mislead Princess Diamond!\In the name of the moon, I will punish you!\Moon Tiara Action!\We did it!\Princess, are you all right? response:	What have I been doing?
context: Bubble\Spray!\How shameless of you to mislead Princess Diamond!\In the name of the moon, I will punish you!\Moon Tiara Action!\We did it!\Princess, are you all right?\What have I been doing? response:	By any chance, could you be our princess?
context: Spray!\How shameless of you to mislead Princess Diamond!\In the name of the moon, I will punish you!\Moon Tiara Action!\We did it!\Princess, are you all right?\What have I been doing?\By any chance, could you be our princess? response:	My glasses... I cannot see anything without my glasses.
context: How shameless of you to mislead Princess Diamond!\In the name of the moon, I will punish you!\Moon Tiara Action!\We did it!\Princess, are you all right?\What have I been doing?\By any chance, could you be our princess?\My glasses... I cannot see anything without my glasses. response:	Excuse me, Princess Diamond, you're our princess, aren't you?
context: In the name of the moon, I will punish you!\Moon Tiara Action!\We did it!\Princess, are you all right?\What have I been doing?\By any chance, could you be our princess?\My glasses... I cannot see anything without my glasses.\Excuse me, Princess Diamond, you're our princess, aren't you? response:	The cat! The cat spoke!
context: Moon Tiara Action!\We did it!\Princess, are you all right?\What have I been doing?\By any chance, could you be our princess?\My glasses... I cannot see anything without my glasses.\Excuse me, Princess Diamond, you're our princess, aren't you?\The cat! The cat spoke! response:	I guess she's not our princess.
context: We did it!\Princess, are you all right?\What have I been doing?\By any chance, could you be our princess?\My glasses... I cannot see anything without my glasses.\Excuse me, Princess Diamond, you're our princess, aren't you?\The cat! The cat spoke!\I guess she's not our princess. response:	Yeah!
context: Princess, are you all right?\What have I been doing?\By any chance, could you be our princess?\My glasses... I cannot see anything without my glasses.\Excuse me, Princess Diamond, you're our princess, aren't you?\The cat! The cat spoke!\I guess she's not our princess.\Yeah! response:	What have we been doing?
context: What have I been doing?\By any chance, could you be our princess?\My glasses... I cannot see anything without my glasses.\Excuse me, Princess Diamond, you're our princess, aren't you?\The cat! The cat spoke!\I guess she's not our princess.\Yeah!\What have we been doing? response:	I have no idea.
context: By any chance, could you be our princess?\My glasses... I cannot see anything without my glasses.\Excuse me, Princess Diamond, you're our princess, aren't you?\The cat! The cat spoke!\I guess she's not our princess.\Yeah!\What have we been doing?\I have no idea. response:	Oh! My precious film!
context: My glasses... I cannot see anything without my glasses.\Excuse me, Princess Diamond, you're our princess, aren't you?\The cat! The cat spoke!\I guess she's not our princess.\Yeah!\What have we been doing?\I have no idea.\Oh! My precious film! response:	Ladies and gentlemen, thank you for waiting.
context: Excuse me, Princess Diamond, you're our princess, aren't you?\The cat! The cat spoke!\I guess she's not our princess.\Yeah!\What have we been doing?\I have no idea.\Oh! My precious film!\Ladies and gentlemen, thank you for waiting. response:	And now, Princess Diamond will reveal
context: The cat! The cat spoke!\I guess she's not our princess.\Yeah!\What have we been doing?\I have no idea.\Oh! My precious film!\Ladies and gentlemen, thank you for waiting.\And now, Princess Diamond will reveal response:	the world's final legendary secret treasure.
context: I guess she's not our princess.\Yeah!\What have we been doing?\I have no idea.\Oh! My precious film!\Ladies and gentlemen, thank you for waiting.\And now, Princess Diamond will reveal\the world's final legendary secret treasure. response:	What have I been doing?
context: Yeah!\What have we been doing?\I have no idea.\Oh! My precious film!\Ladies and gentlemen, thank you for waiting.\And now, Princess Diamond will reveal\the world's final legendary secret treasure.\What have I been doing? response:	A 2,000 karat diamond.
context: What have we been doing?\I have no idea.\Oh! My precious film!\Ladies and gentlemen, thank you for waiting.\And now, Princess Diamond will reveal\the world's final legendary secret treasure.\What have I been doing?\A 2,000 karat diamond. response:	It is a statue of the Diamond Kingdom's first princess.
context: I have no idea.\Oh! My precious film!\Ladies and gentlemen, thank you for waiting.\And now, Princess Diamond will reveal\the world's final legendary secret treasure.\What have I been doing?\A 2,000 karat diamond.\It is a statue of the Diamond Kingdom's first princess. response:	What a waste of time.
context: Oh! My precious film!\Ladies and gentlemen, thank you for waiting.\And now, Princess Diamond will reveal\the world's final legendary secret treasure.\What have I been doing?\A 2,000 karat diamond.\It is a statue of the Diamond Kingdom's first princess.\What a waste of time. response:	Looks like we're back to square one with our search for the princess.
context: Ladies and gentlemen, thank you for waiting.\And now, Princess Diamond will reveal\the world's final legendary secret treasure.\What have I been doing?\A 2,000 karat diamond.\It is a statue of the Diamond Kingdom's first princess.\What a waste of time.\Looks like we're back to square one with our search for the princess. response:	Oh? Where's Usagi?
context: And now, Princess Diamond will reveal\the world's final legendary secret treasure.\What have I been doing?\A 2,000 karat diamond.\It is a statue of the Diamond Kingdom's first princess.\What a waste of time.\Looks like we're back to square one with our search for the princess.\Oh? Where's Usagi? response:	I'm so exhausted! Time for some juice.
context: the world's final legendary secret treasure.\What have I been doing?\A 2,000 karat diamond.\It is a statue of the Diamond Kingdom's first princess.\What a waste of time.\Looks like we're back to square one with our search for the princess.\Oh? Where's Usagi?\I'm so exhausted! Time for some juice. response:	Oh, this is so delicious.
context: What have I been doing?\A 2,000 karat diamond.\It is a statue of the Diamond Kingdom's first princess.\What a waste of time.\Looks like we're back to square one with our search for the princess.\Oh? Where's Usagi?\I'm so exhausted! Time for some juice.\Oh, this is so delicious. response:	Oh, excuse me.
context: A 2,000 karat diamond.\It is a statue of the Diamond Kingdom's first princess.\What a waste of time.\Looks like we're back to square one with our search for the princess.\Oh? Where's Usagi?\I'm so exhausted! Time for some juice.\Oh, this is so delicious.\Oh, excuse me. response:	In a distant past,
context: It is a statue of the Diamond Kingdom's first princess.\What a waste of time.\Looks like we're back to square one with our search for the princess.\Oh? Where's Usagi?\I'm so exhausted! Time for some juice.\Oh, this is so delicious.\Oh, excuse me.\In a distant past, response:	I feel as though something similar happened before.
context: What a waste of time.\Looks like we're back to square one with our search for the princess.\Oh? Where's Usagi?\I'm so exhausted! Time for some juice.\Oh, this is so delicious.\Oh, excuse me.\In a distant past,\I feel as though something similar happened before. response:	I feel like my memories may return.
context: Looks like we're back to square one with our search for the princess.\Oh? Where's Usagi?\I'm so exhausted! Time for some juice.\Oh, this is so delicious.\Oh, excuse me.\In a distant past,\I feel as though something similar happened before.\I feel like my memories may return. response:	This gentle warmth...
context: Oh? Where's Usagi?\I'm so exhausted! Time for some juice.\Oh, this is so delicious.\Oh, excuse me.\In a distant past,\I feel as though something similar happened before.\I feel like my memories may return.\This gentle warmth... response:	This has happened in the past somewhere.
context: I'm so exhausted! Time for some juice.\Oh, this is so delicious.\Oh, excuse me.\In a distant past,\I feel as though something similar happened before.\I feel like my memories may return.\This gentle warmth...\This has happened in the past somewhere. response:	It feels so familiar.
context: Oh, this is so delicious.\Oh, excuse me.\In a distant past,\I feel as though something similar happened before.\I feel like my memories may return.\This gentle warmth...\This has happened in the past somewhere.\It feels so familiar. response:	Yume no naka futari de ita yo ne
context: Oh, excuse me.\In a distant past,\I feel as though something similar happened before.\I feel like my memories may return.\This gentle warmth...\This has happened in the past somewhere.\It feels so familiar.\Yume no naka futari de ita yo ne response:	Hoshi tachi ni mamorarete
context: In a distant past,\I feel as though something similar happened before.\I feel like my memories may return.\This gentle warmth...\This has happened in the past somewhere.\It feels so familiar.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete response:	Tomodachi no toki ni wa ki ni sezu
context: I feel as though something similar happened before.\I feel like my memories may return.\This gentle warmth...\This has happened in the past somewhere.\It feels so familiar.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu response:	Nanigenaku hanashite ita kedo
context: I feel like my memories may return.\This gentle warmth...\This has happened in the past somewhere.\It feels so familiar.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo response:	Anata dake ki ni naru shunkan ga atta no
context: This gentle warmth...\This has happened in the past somewhere.\It feels so familiar.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no response:	Motto kirei ni ima sugu naritai
context: This has happened in the past somewhere.\It feels so familiar.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai response:	Koi suru to nanika ga kawaru ne
context: It feels so familiar.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne response:	Me o tojite tashikamete
context: Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne\Me o tojite tashikamete response:	Dakishimeta tokimeki sono mama kono omoi tsutaetai
