context: Once upon a time, there was a girl who loved flowers more than anyone. response:	She prayed every day for the whole town to be filled with beautiful flowers.
context: The heart shard of love that Princess Tutu gave back to him...\It was soaked in the raven's blood.\He'll find a young and beautiful heart for my father and give it to him as a sacrifice.\Did you tell her about this?\Maybe I should. If I did that I could make Tutu suffer, couldn't I?\Hey, what do you think happened to Mytho? Did you find out anything?\No, nothing.\I see. response:	Okay. I just thought you might've found out something, so I came to see, that's all.
context: It was soaked in the raven's blood.\He'll find a young and beautiful heart for my father and give it to him as a sacrifice.\Did you tell her about this?\Maybe I should. If I did that I could make Tutu suffer, couldn't I?\Hey, what do you think happened to Mytho? Did you find out anything?\No, nothing.\I see.\Okay. I just thought you might've found out something, so I came to see, that's all. response:	Right...
context: He'll find a young and beautiful heart for my father and give it to him as a sacrifice.\Did you tell her about this?\Maybe I should. If I did that I could make Tutu suffer, couldn't I?\Hey, what do you think happened to Mytho? Did you find out anything?\No, nothing.\I see.\Okay. I just thought you might've found out something, so I came to see, that's all.\Right... response:	Well, I'm worried about Freya-san, so I'm going to go back.
context: Did you tell her about this?\Maybe I should. If I did that I could make Tutu suffer, couldn't I?\Hey, what do you think happened to Mytho? Did you find out anything?\No, nothing.\I see.\Okay. I just thought you might've found out something, so I came to see, that's all.\Right...\Well, I'm worried about Freya-san, so I'm going to go back. response:	Wait.
context: Maybe I should. If I did that I could make Tutu suffer, couldn't I?\Hey, what do you think happened to Mytho? Did you find out anything?\No, nothing.\I see.\Okay. I just thought you might've found out something, so I came to see, that's all.\Right...\Well, I'm worried about Freya-san, so I'm going to go back.\Wait. response:	I'll go with you. Uzura, I'm leaving you to house-sit.
context: Hey, what do you think happened to Mytho? Did you find out anything?\No, nothing.\I see.\Okay. I just thought you might've found out something, so I came to see, that's all.\Right...\Well, I'm worried about Freya-san, so I'm going to go back.\Wait.\I'll go with you. Uzura, I'm leaving you to house-sit. response:	Leave it to me zura!
context: No, nothing.\I see.\Okay. I just thought you might've found out something, so I came to see, that's all.\Right...\Well, I'm worried about Freya-san, so I'm going to go back.\Wait.\I'll go with you. Uzura, I'm leaving you to house-sit.\Leave it to me zura! response:	Let's go.
context: I see.\Okay. I just thought you might've found out something, so I came to see, that's all.\Right...\Well, I'm worried about Freya-san, so I'm going to go back.\Wait.\I'll go with you. Uzura, I'm leaving you to house-sit.\Leave it to me zura!\Let's go. response:	Right!
context: Okay. I just thought you might've found out something, so I came to see, that's all.\Right...\Well, I'm worried about Freya-san, so I'm going to go back.\Wait.\I'll go with you. Uzura, I'm leaving you to house-sit.\Leave it to me zura!\Let's go.\Right! response:	Edel?
context: Right...\Well, I'm worried about Freya-san, so I'm going to go back.\Wait.\I'll go with you. Uzura, I'm leaving you to house-sit.\Leave it to me zura!\Let's go.\Right!\Edel? response:	I don't get it zura.
context: Well, I'm worried about Freya-san, so I'm going to go back.\Wait.\I'll go with you. Uzura, I'm leaving you to house-sit.\Leave it to me zura!\Let's go.\Right!\Edel?\I don't get it zura. response:	This is no good.
context: Wait.\I'll go with you. Uzura, I'm leaving you to house-sit.\Leave it to me zura!\Let's go.\Right!\Edel?\I don't get it zura.\This is no good. response:	The dancing is adequate, but their expressions just don't work.
context: I'll go with you. Uzura, I'm leaving you to house-sit.\Leave it to me zura!\Let's go.\Right!\Edel?\I don't get it zura.\This is no good.\The dancing is adequate, but their expressions just don't work. response:	As it stands, there's no one who qualifies for winner or runner-up.
context: Leave it to me zura!\Let's go.\Right!\Edel?\I don't get it zura.\This is no good.\The dancing is adequate, but their expressions just don't work.\As it stands, there's no one who qualifies for winner or runner-up. response:	Next contestant!
context: Let's go.\Right!\Edel?\I don't get it zura.\This is no good.\The dancing is adequate, but their expressions just don't work.\As it stands, there's no one who qualifies for winner or runner-up.\Next contestant! response:	What novel dancing.
context: Right!\Edel?\I don't get it zura.\This is no good.\The dancing is adequate, but their expressions just don't work.\As it stands, there's no one who qualifies for winner or runner-up.\Next contestant!\What novel dancing. response:	Above all, her expressions are great.
context: Edel?\I don't get it zura.\This is no good.\The dancing is adequate, but their expressions just don't work.\As it stands, there's no one who qualifies for winner or runner-up.\Next contestant!\What novel dancing.\Above all, her expressions are great. response:	A victory candidate!
context: I don't get it zura.\This is no good.\The dancing is adequate, but their expressions just don't work.\As it stands, there's no one who qualifies for winner or runner-up.\Next contestant!\What novel dancing.\Above all, her expressions are great.\A victory candidate! response:	Next contestant!
context: This is no good.\The dancing is adequate, but their expressions just don't work.\As it stands, there's no one who qualifies for winner or runner-up.\Next contestant!\What novel dancing.\Above all, her expressions are great.\A victory candidate!\Next contestant! response:	It looks like the victory...
context: The dancing is adequate, but their expressions just don't work.\As it stands, there's no one who qualifies for winner or runner-up.\Next contestant!\What novel dancing.\Above all, her expressions are great.\A victory candidate!\Next contestant!\It looks like the victory... response:	No, you must mean the runner-up. Please make her the runner-up!
context: As it stands, there's no one who qualifies for winner or runner-up.\Next contestant!\What novel dancing.\Above all, her expressions are great.\A victory candidate!\Next contestant!\It looks like the victory...\No, you must mean the runner-up. Please make her the runner-up! response:	Very soon, Father.
context: Next contestant!\What novel dancing.\Above all, her expressions are great.\A victory candidate!\Next contestant!\It looks like the victory...\No, you must mean the runner-up. Please make her the runner-up!\Very soon, Father. response:	What a lovely fragrance. I can smell the sweet scent from here...
context: What novel dancing.\Above all, her expressions are great.\A victory candidate!\Next contestant!\It looks like the victory...\No, you must mean the runner-up. Please make her the runner-up!\Very soon, Father.\What a lovely fragrance. I can smell the sweet scent from here... response:	I can hardly stand it.
context: Above all, her expressions are great.\A victory candidate!\Next contestant!\It looks like the victory...\No, you must mean the runner-up. Please make her the runner-up!\Very soon, Father.\What a lovely fragrance. I can smell the sweet scent from here...\I can hardly stand it. response:	This time I'll definitely bring you a heart that shines blackly, Father.
context: A victory candidate!\Next contestant!\It looks like the victory...\No, you must mean the runner-up. Please make her the runner-up!\Very soon, Father.\What a lovely fragrance. I can smell the sweet scent from here...\I can hardly stand it.\This time I'll definitely bring you a heart that shines blackly, Father. response:	And that is the time when your efforts will be rewarded, my daughter.
context: Next contestant!\It looks like the victory...\No, you must mean the runner-up. Please make her the runner-up!\Very soon, Father.\What a lovely fragrance. I can smell the sweet scent from here...\I can hardly stand it.\This time I'll definitely bring you a heart that shines blackly, Father.\And that is the time when your efforts will be rewarded, my daughter. response:	Yes, Father.
context: It looks like the victory...\No, you must mean the runner-up. Please make her the runner-up!\Very soon, Father.\What a lovely fragrance. I can smell the sweet scent from here...\I can hardly stand it.\This time I'll definitely bring you a heart that shines blackly, Father.\And that is the time when your efforts will be rewarded, my daughter.\Yes, Father. response:	Leave Mytho to me. You save Freya.
context: No, you must mean the runner-up. Please make her the runner-up!\Very soon, Father.\What a lovely fragrance. I can smell the sweet scent from here...\I can hardly stand it.\This time I'll definitely bring you a heart that shines blackly, Father.\And that is the time when your efforts will be rewarded, my daughter.\Yes, Father.\Leave Mytho to me. You save Freya. response:	Oh, but if we just talked to Mytho...
context: Very soon, Father.\What a lovely fragrance. I can smell the sweet scent from here...\I can hardly stand it.\This time I'll definitely bring you a heart that shines blackly, Father.\And that is the time when your efforts will be rewarded, my daughter.\Yes, Father.\Leave Mytho to me. You save Freya.\Oh, but if we just talked to Mytho... response:	You just need to do what I tell you.
context: What a lovely fragrance. I can smell the sweet scent from here...\I can hardly stand it.\This time I'll definitely bring you a heart that shines blackly, Father.\And that is the time when your efforts will be rewarded, my daughter.\Yes, Father.\Leave Mytho to me. You save Freya.\Oh, but if we just talked to Mytho...\You just need to do what I tell you. response:	Okay, I will.
context: I can hardly stand it.\This time I'll definitely bring you a heart that shines blackly, Father.\And that is the time when your efforts will be rewarded, my daughter.\Yes, Father.\Leave Mytho to me. You save Freya.\Oh, but if we just talked to Mytho...\You just need to do what I tell you.\Okay, I will. response:	Simply flawless!
context: This time I'll definitely bring you a heart that shines blackly, Father.\And that is the time when your efforts will be rewarded, my daughter.\Yes, Father.\Leave Mytho to me. You save Freya.\Oh, but if we just talked to Mytho...\You just need to do what I tell you.\Okay, I will.\Simply flawless! response:	She's the winner.
context: And that is the time when your efforts will be rewarded, my daughter.\Yes, Father.\Leave Mytho to me. You save Freya.\Oh, but if we just talked to Mytho...\You just need to do what I tell you.\Okay, I will.\Simply flawless!\She's the winner. response:	Yes.
context: Yes, Father.\Leave Mytho to me. You save Freya.\Oh, but if we just talked to Mytho...\You just need to do what I tell you.\Okay, I will.\Simply flawless!\She's the winner.\Yes. response:	Congratulations, Freya. My love is yours.
context: Leave Mytho to me. You save Freya.\Oh, but if we just talked to Mytho...\You just need to do what I tell you.\Okay, I will.\Simply flawless!\She's the winner.\Yes.\Congratulations, Freya. My love is yours. response:	So she really did win...
context: Oh, but if we just talked to Mytho...\You just need to do what I tell you.\Okay, I will.\Simply flawless!\She's the winner.\Yes.\Congratulations, Freya. My love is yours.\So she really did win... response:	Which means the runner-up is...
context: You just need to do what I tell you.\Okay, I will.\Simply flawless!\She's the winner.\Yes.\Congratulations, Freya. My love is yours.\So she really did win...\Which means the runner-up is... response:	Meow!
context: Okay, I will.\Simply flawless!\She's the winner.\Yes.\Congratulations, Freya. My love is yours.\So she really did win...\Which means the runner-up is...\Meow! response:	Okay!
context: Simply flawless!\She's the winner.\Yes.\Congratulations, Freya. My love is yours.\So she really did win...\Which means the runner-up is...\Meow!\Okay! response:	Unfortunately, no one qualified for runner-up this year!
context: She's the winner.\Yes.\Congratulations, Freya. My love is yours.\So she really did win...\Which means the runner-up is...\Meow!\Okay!\Unfortunately, no one qualified for runner-up this year! response:	And with that, I declare the competition over!
context: Yes.\Congratulations, Freya. My love is yours.\So she really did win...\Which means the runner-up is...\Meow!\Okay!\Unfortunately, no one qualified for runner-up this year!\And with that, I declare the competition over! response:	Meow, meow, meow! Meow, meow, meow, meow!
context: Congratulations, Freya. My love is yours.\So she really did win...\Which means the runner-up is...\Meow!\Okay!\Unfortunately, no one qualified for runner-up this year!\And with that, I declare the competition over!\Meow, meow, meow! Meow, meow, meow, meow! response:	It's over.
context: So she really did win...\Which means the runner-up is...\Meow!\Okay!\Unfortunately, no one qualified for runner-up this year!\And with that, I declare the competition over!\Meow, meow, meow! Meow, meow, meow, meow!\It's over. response:	Oh, that's right!
context: Which means the runner-up is...\Meow!\Okay!\Unfortunately, no one qualified for runner-up this year!\And with that, I declare the competition over!\Meow, meow, meow! Meow, meow, meow, meow!\It's over.\Oh, that's right! response:	Hey!
context: Meow!\Okay!\Unfortunately, no one qualified for runner-up this year!\And with that, I declare the competition over!\Meow, meow, meow! Meow, meow, meow, meow!\It's over.\Oh, that's right!\Hey! response:	Love only me, Freya. Regard all others with hatred.
context: Okay!\Unfortunately, no one qualified for runner-up this year!\And with that, I declare the competition over!\Meow, meow, meow! Meow, meow, meow, meow!\It's over.\Oh, that's right!\Hey!\Love only me, Freya. Regard all others with hatred. response:	Your heart is young and beautiful.
context: Unfortunately, no one qualified for runner-up this year!\And with that, I declare the competition over!\Meow, meow, meow! Meow, meow, meow, meow!\It's over.\Oh, that's right!\Hey!\Love only me, Freya. Regard all others with hatred.\Your heart is young and beautiful. response:	Dyed black, it's giving off a particularly strong fragrance.
context: And with that, I declare the competition over!\Meow, meow, meow! Meow, meow, meow, meow!\It's over.\Oh, that's right!\Hey!\Love only me, Freya. Regard all others with hatred.\Your heart is young and beautiful.\Dyed black, it's giving off a particularly strong fragrance. response:	You'll give it to me, won't you?
context: Meow, meow, meow! Meow, meow, meow, meow!\It's over.\Oh, that's right!\Hey!\Love only me, Freya. Regard all others with hatred.\Your heart is young and beautiful.\Dyed black, it's giving off a particularly strong fragrance.\You'll give it to me, won't you? response:	Yes.
context: It's over.\Oh, that's right!\Hey!\Love only me, Freya. Regard all others with hatred.\Your heart is young and beautiful.\Dyed black, it's giving off a particularly strong fragrance.\You'll give it to me, won't you?\Yes. response:	Dance, Freya. Dance as proof of your love for me. And...
context: Oh, that's right!\Hey!\Love only me, Freya. Regard all others with hatred.\Your heart is young and beautiful.\Dyed black, it's giving off a particularly strong fragrance.\You'll give it to me, won't you?\Yes.\Dance, Freya. Dance as proof of your love for me. And... response:	Give me your heart!
context: Hey!\Love only me, Freya. Regard all others with hatred.\Your heart is young and beautiful.\Dyed black, it's giving off a particularly strong fragrance.\You'll give it to me, won't you?\Yes.\Dance, Freya. Dance as proof of your love for me. And...\Give me your heart! response:	Freya-san!
context: Love only me, Freya. Regard all others with hatred.\Your heart is young and beautiful.\Dyed black, it's giving off a particularly strong fragrance.\You'll give it to me, won't you?\Yes.\Dance, Freya. Dance as proof of your love for me. And...\Give me your heart!\Freya-san! response:	Fakir!
context: Your heart is young and beautiful.\Dyed black, it's giving off a particularly strong fragrance.\You'll give it to me, won't you?\Yes.\Dance, Freya. Dance as proof of your love for me. And...\Give me your heart!\Freya-san!\Fakir! response:	Wait.
context: Dyed black, it's giving off a particularly strong fragrance.\You'll give it to me, won't you?\Yes.\Dance, Freya. Dance as proof of your love for me. And...\Give me your heart!\Freya-san!\Fakir!\Wait. response:	Dance with me, Freya-san.
context: You'll give it to me, won't you?\Yes.\Dance, Freya. Dance as proof of your love for me. And...\Give me your heart!\Freya-san!\Fakir!\Wait.\Dance with me, Freya-san. response:	Tu...
context: Yes.\Dance, Freya. Dance as proof of your love for me. And...\Give me your heart!\Freya-san!\Fakir!\Wait.\Dance with me, Freya-san.\Tu... response:	Quit showing up all the time. Hurry up and disappear.
context: Dance, Freya. Dance as proof of your love for me. And...\Give me your heart!\Freya-san!\Fakir!\Wait.\Dance with me, Freya-san.\Tu...\Quit showing up all the time. Hurry up and disappear. response:	Are you going to get in the way of Mytho and me again?
context: Give me your heart!\Freya-san!\Fakir!\Wait.\Dance with me, Freya-san.\Tu...\Quit showing up all the time. Hurry up and disappear.\Are you going to get in the way of Mytho and me again? response:	I don't want that!
context: Freya-san!\Fakir!\Wait.\Dance with me, Freya-san.\Tu...\Quit showing up all the time. Hurry up and disappear.\Are you going to get in the way of Mytho and me again?\I don't want that! response:	Freya-san!
context: Fakir!\Wait.\Dance with me, Freya-san.\Tu...\Quit showing up all the time. Hurry up and disappear.\Are you going to get in the way of Mytho and me again?\I don't want that!\Freya-san! response:	Yes, that's good, Freya.
context: Wait.\Dance with me, Freya-san.\Tu...\Quit showing up all the time. Hurry up and disappear.\Are you going to get in the way of Mytho and me again?\I don't want that!\Freya-san!\Yes, that's good, Freya. response:	Come into my arms.
context: Dance with me, Freya-san.\Tu...\Quit showing up all the time. Hurry up and disappear.\Are you going to get in the way of Mytho and me again?\I don't want that!\Freya-san!\Yes, that's good, Freya.\Come into my arms. response:	Pull yourself together, Mytho!
context: Tu...\Quit showing up all the time. Hurry up and disappear.\Are you going to get in the way of Mytho and me again?\I don't want that!\Freya-san!\Yes, that's good, Freya.\Come into my arms.\Pull yourself together, Mytho! response:	Freya-san.
context: Quit showing up all the time. Hurry up and disappear.\Are you going to get in the way of Mytho and me again?\I don't want that!\Freya-san!\Yes, that's good, Freya.\Come into my arms.\Pull yourself together, Mytho!\Freya-san. response:	Is that love real?
context: Are you going to get in the way of Mytho and me again?\I don't want that!\Freya-san!\Yes, that's good, Freya.\Come into my arms.\Pull yourself together, Mytho!\Freya-san.\Is that love real? response:	Weren't flowers your hope, your prayer, your wish?
context: I don't want that!\Freya-san!\Yes, that's good, Freya.\Come into my arms.\Pull yourself together, Mytho!\Freya-san.\Is that love real?\Weren't flowers your hope, your prayer, your wish? response:	Yes, that's right, that's what I want, what I pray for.
context: Freya-san!\Yes, that's good, Freya.\Come into my arms.\Pull yourself together, Mytho!\Freya-san.\Is that love real?\Weren't flowers your hope, your prayer, your wish?\Yes, that's right, that's what I want, what I pray for. response:	So look. See how many there are?
context: Yes, that's good, Freya.\Come into my arms.\Pull yourself together, Mytho!\Freya-san.\Is that love real?\Weren't flowers your hope, your prayer, your wish?\Yes, that's right, that's what I want, what I pray for.\So look. See how many there are? response:	Is this really what you wanted them to look like?
context: Come into my arms.\Pull yourself together, Mytho!\Freya-san.\Is that love real?\Weren't flowers your hope, your prayer, your wish?\Yes, that's right, that's what I want, what I pray for.\So look. See how many there are?\Is this really what you wanted them to look like? response:	Listen closely... to the voices of the flowers you loved.
context: Pull yourself together, Mytho!\Freya-san.\Is that love real?\Weren't flowers your hope, your prayer, your wish?\Yes, that's right, that's what I want, what I pray for.\So look. See how many there are?\Is this really what you wanted them to look like?\Listen closely... to the voices of the flowers you loved. response:	The voices of the flowers?
context: Freya-san.\Is that love real?\Weren't flowers your hope, your prayer, your wish?\Yes, that's right, that's what I want, what I pray for.\So look. See how many there are?\Is this really what you wanted them to look like?\Listen closely... to the voices of the flowers you loved.\The voices of the flowers? response:	I can't hear them. I can't hear them!
context: Is that love real?\Weren't flowers your hope, your prayer, your wish?\Yes, that's right, that's what I want, what I pray for.\So look. See how many there are?\Is this really what you wanted them to look like?\Listen closely... to the voices of the flowers you loved.\The voices of the flowers?\I can't hear them. I can't hear them! response:	Watch! Watch Tutu's dance!
context: Weren't flowers your hope, your prayer, your wish?\Yes, that's right, that's what I want, what I pray for.\So look. See how many there are?\Is this really what you wanted them to look like?\Listen closely... to the voices of the flowers you loved.\The voices of the flowers?\I can't hear them. I can't hear them!\Watch! Watch Tutu's dance! response:	I can't hear them! I can't hear the voices of the flowers!
context: Yes, that's right, that's what I want, what I pray for.\So look. See how many there are?\Is this really what you wanted them to look like?\Listen closely... to the voices of the flowers you loved.\The voices of the flowers?\I can't hear them. I can't hear them!\Watch! Watch Tutu's dance!\I can't hear them! I can't hear the voices of the flowers! response:	Don't give up.
context: So look. See how many there are?\Is this really what you wanted them to look like?\Listen closely... to the voices of the flowers you loved.\The voices of the flowers?\I can't hear them. I can't hear them!\Watch! Watch Tutu's dance!\I can't hear them! I can't hear the voices of the flowers!\Don't give up. response:	Remember.
context: Is this really what you wanted them to look like?\Listen closely... to the voices of the flowers you loved.\The voices of the flowers?\I can't hear them. I can't hear them!\Watch! Watch Tutu's dance!\I can't hear them! I can't hear the voices of the flowers!\Don't give up.\Remember. response:	Remember your prayer.
context: Listen closely... to the voices of the flowers you loved.\The voices of the flowers?\I can't hear them. I can't hear them!\Watch! Watch Tutu's dance!\I can't hear them! I can't hear the voices of the flowers!\Don't give up.\Remember.\Remember your prayer. response:	My prayer...
context: The voices of the flowers?\I can't hear them. I can't hear them!\Watch! Watch Tutu's dance!\I can't hear them! I can't hear the voices of the flowers!\Don't give up.\Remember.\Remember your prayer.\My prayer... response:	Yes, your prayer for everyone to be happy.
context: I can't hear them. I can't hear them!\Watch! Watch Tutu's dance!\I can't hear them! I can't hear the voices of the flowers!\Don't give up.\Remember.\Remember your prayer.\My prayer...\Yes, your prayer for everyone to be happy. response:	That was what you wished for, wasn't it, Freya-san?
context: Watch! Watch Tutu's dance!\I can't hear them! I can't hear the voices of the flowers!\Don't give up.\Remember.\Remember your prayer.\My prayer...\Yes, your prayer for everyone to be happy.\That was what you wished for, wasn't it, Freya-san? response:	Oh, I can hear them! I can hear the voices of the flowers!
context: I can't hear them! I can't hear the voices of the flowers!\Don't give up.\Remember.\Remember your prayer.\My prayer...\Yes, your prayer for everyone to be happy.\That was what you wished for, wasn't it, Freya-san?\Oh, I can hear them! I can hear the voices of the flowers! response:	Why?!
context: Don't give up.\Remember.\Remember your prayer.\My prayer...\Yes, your prayer for everyone to be happy.\That was what you wished for, wasn't it, Freya-san?\Oh, I can hear them! I can hear the voices of the flowers!\Why?! response:	Mytho, remember!
context: Remember.\Remember your prayer.\My prayer...\Yes, your prayer for everyone to be happy.\That was what you wished for, wasn't it, Freya-san?\Oh, I can hear them! I can hear the voices of the flowers!\Why?!\Mytho, remember! response:	Why won't you love me?! WHY?!
context: Remember your prayer.\My prayer...\Yes, your prayer for everyone to be happy.\That was what you wished for, wasn't it, Freya-san?\Oh, I can hear them! I can hear the voices of the flowers!\Why?!\Mytho, remember!\Why won't you love me?! WHY?! response:	Mytho! Remember your real self!
context: My prayer...\Yes, your prayer for everyone to be happy.\That was what you wished for, wasn't it, Freya-san?\Oh, I can hear them! I can hear the voices of the flowers!\Why?!\Mytho, remember!\Why won't you love me?! WHY?!\Mytho! Remember your real self! response:	My real self...
context: Yes, your prayer for everyone to be happy.\That was what you wished for, wasn't it, Freya-san?\Oh, I can hear them! I can hear the voices of the flowers!\Why?!\Mytho, remember!\Why won't you love me?! WHY?!\Mytho! Remember your real self!\My real self... response:	There's no need to listen to a knight who should've died.
context: That was what you wished for, wasn't it, Freya-san?\Oh, I can hear them! I can hear the voices of the flowers!\Why?!\Mytho, remember!\Why won't you love me?! WHY?!\Mytho! Remember your real self!\My real self...\There's no need to listen to a knight who should've died. response:	Kraehe.
context: Oh, I can hear them! I can hear the voices of the flowers!\Why?!\Mytho, remember!\Why won't you love me?! WHY?!\Mytho! Remember your real self!\My real self...\There's no need to listen to a knight who should've died.\Kraehe. response:	The way you are now is the real Mytho.
context: Why?!\Mytho, remember!\Why won't you love me?! WHY?!\Mytho! Remember your real self!\My real self...\There's no need to listen to a knight who should've died.\Kraehe.\The way you are now is the real Mytho. response:	Kraehe, did you do something to Mytho?
context: Mytho, remember!\Why won't you love me?! WHY?!\Mytho! Remember your real self!\My real self...\There's no need to listen to a knight who should've died.\Kraehe.\The way you are now is the real Mytho.\Kraehe, did you do something to Mytho? response:	You're the one who made the prince like this, Tutu.
context: Why won't you love me?! WHY?!\Mytho! Remember your real self!\My real self...\There's no need to listen to a knight who should've died.\Kraehe.\The way you are now is the real Mytho.\Kraehe, did you do something to Mytho?\You're the one who made the prince like this, Tutu. response:	What?
context: Mytho! Remember your real self!\My real self...\There's no need to listen to a knight who should've died.\Kraehe.\The way you are now is the real Mytho.\Kraehe, did you do something to Mytho?\You're the one who made the prince like this, Tutu.\What? response:	Stop it!
context: My real self...\There's no need to listen to a knight who should've died.\Kraehe.\The way you are now is the real Mytho.\Kraehe, did you do something to Mytho?\You're the one who made the prince like this, Tutu.\What?\Stop it! response:	You're the one who returned the feeling of love to the prince, without even knowing it was dyed in the raven's blood.
context: There's no need to listen to a knight who should've died.\Kraehe.\The way you are now is the real Mytho.\Kraehe, did you do something to Mytho?\You're the one who made the prince like this, Tutu.\What?\Stop it!\You're the one who returned the feeling of love to the prince, without even knowing it was dyed in the raven's blood. response:	You didn't tell her, Fakir?
context: Kraehe.\The way you are now is the real Mytho.\Kraehe, did you do something to Mytho?\You're the one who made the prince like this, Tutu.\What?\Stop it!\You're the one who returned the feeling of love to the prince, without even knowing it was dyed in the raven's blood.\You didn't tell her, Fakir? response:	I'm grateful to you, Tutu.
context: The way you are now is the real Mytho.\Kraehe, did you do something to Mytho?\You're the one who made the prince like this, Tutu.\What?\Stop it!\You're the one who returned the feeling of love to the prince, without even knowing it was dyed in the raven's blood.\You didn't tell her, Fakir?\I'm grateful to you, Tutu. response:	Mytho...
context: Kraehe, did you do something to Mytho?\You're the one who made the prince like this, Tutu.\What?\Stop it!\You're the one who returned the feeling of love to the prince, without even knowing it was dyed in the raven's blood.\You didn't tell her, Fakir?\I'm grateful to you, Tutu.\Mytho... response:	Hey, are you angry with me because I kept it from you?
context: You're the one who made the prince like this, Tutu.\What?\Stop it!\You're the one who returned the feeling of love to the prince, without even knowing it was dyed in the raven's blood.\You didn't tell her, Fakir?\I'm grateful to you, Tutu.\Mytho...\Hey, are you angry with me because I kept it from you? response:	A little.
context: What?\Stop it!\You're the one who returned the feeling of love to the prince, without even knowing it was dyed in the raven's blood.\You didn't tell her, Fakir?\I'm grateful to you, Tutu.\Mytho...\Hey, are you angry with me because I kept it from you?\A little. response:	I'm sorry.
context: Stop it!\You're the one who returned the feeling of love to the prince, without even knowing it was dyed in the raven's blood.\You didn't tell her, Fakir?\I'm grateful to you, Tutu.\Mytho...\Hey, are you angry with me because I kept it from you?\A little.\I'm sorry. response:	Mytho is Mytho, right?
context: You're the one who returned the feeling of love to the prince, without even knowing it was dyed in the raven's blood.\You didn't tell her, Fakir?\I'm grateful to you, Tutu.\Mytho...\Hey, are you angry with me because I kept it from you?\A little.\I'm sorry.\Mytho is Mytho, right? response:	Even if he's got raven's blood in him, Mytho is Mytho, so he'll go back to his old self someday, right?
context: You didn't tell her, Fakir?\I'm grateful to you, Tutu.\Mytho...\Hey, are you angry with me because I kept it from you?\A little.\I'm sorry.\Mytho is Mytho, right?\Even if he's got raven's blood in him, Mytho is Mytho, so he'll go back to his old self someday, right? response:	Sure.
context: I'm grateful to you, Tutu.\Mytho...\Hey, are you angry with me because I kept it from you?\A little.\I'm sorry.\Mytho is Mytho, right?\Even if he's got raven's blood in him, Mytho is Mytho, so he'll go back to his old self someday, right?\Sure. response:	Uzura-chan's waiting for us.
context: Mytho...\Hey, are you angry with me because I kept it from you?\A little.\I'm sorry.\Mytho is Mytho, right?\Even if he's got raven's blood in him, Mytho is Mytho, so he'll go back to his old self someday, right?\Sure.\Uzura-chan's waiting for us. response:	You be careful of Uzura.
context: Hey, are you angry with me because I kept it from you?\A little.\I'm sorry.\Mytho is Mytho, right?\Even if he's got raven's blood in him, Mytho is Mytho, so he'll go back to his old self someday, right?\Sure.\Uzura-chan's waiting for us.\You be careful of Uzura. response:	Huh?
context: A little.\I'm sorry.\Mytho is Mytho, right?\Even if he's got raven's blood in him, Mytho is Mytho, so he'll go back to his old self someday, right?\Sure.\Uzura-chan's waiting for us.\You be careful of Uzura.\Huh? response:	Congratulations, Little Duck.
context: I'm sorry.\Mytho is Mytho, right?\Even if he's got raven's blood in him, Mytho is Mytho, so he'll go back to his old self someday, right?\Sure.\Uzura-chan's waiting for us.\You be careful of Uzura.\Huh?\Congratulations, Little Duck. response:	Now there's one less thing you don't know.
context: Mytho is Mytho, right?\Even if he's got raven's blood in him, Mytho is Mytho, so he'll go back to his old self someday, right?\Sure.\Uzura-chan's waiting for us.\You be careful of Uzura.\Huh?\Congratulations, Little Duck.\Now there's one less thing you don't know. response:	But would it have been better to stay ignorant?
context: Even if he's got raven's blood in him, Mytho is Mytho, so he'll go back to his old self someday, right?\Sure.\Uzura-chan's waiting for us.\You be careful of Uzura.\Huh?\Congratulations, Little Duck.\Now there's one less thing you don't know.\But would it have been better to stay ignorant? response:	I am someone who is qualified to be a true prince, someone who loves everyone and is loved by everyone!
context: Sure.\Uzura-chan's waiting for us.\You be careful of Uzura.\Huh?\Congratulations, Little Duck.\Now there's one less thing you don't know.\But would it have been better to stay ignorant?\I am someone who is qualified to be a true prince, someone who loves everyone and is loved by everyone! response:	I told you, there is no Rue.
context: Uzura-chan's waiting for us.\You be careful of Uzura.\Huh?\Congratulations, Little Duck.\Now there's one less thing you don't know.\But would it have been better to stay ignorant?\I am someone who is qualified to be a true prince, someone who loves everyone and is loved by everyone!\I told you, there is no Rue. response:	I just can't believe that.
context: You be careful of Uzura.\Huh?\Congratulations, Little Duck.\Now there's one less thing you don't know.\But would it have been better to stay ignorant?\I am someone who is qualified to be a true prince, someone who loves everyone and is loved by everyone!\I told you, there is no Rue.\I just can't believe that. response:	Because I get this feeling you're Rue-chan.
context: Huh?\Congratulations, Little Duck.\Now there's one less thing you don't know.\But would it have been better to stay ignorant?\I am someone who is qualified to be a true prince, someone who loves everyone and is loved by everyone!\I told you, there is no Rue.\I just can't believe that.\Because I get this feeling you're Rue-chan. response:	Love only me. Regard all others with hatred.
context: Congratulations, Little Duck.\Now there's one less thing you don't know.\But would it have been better to stay ignorant?\I am someone who is qualified to be a true prince, someone who loves everyone and is loved by everyone!\I told you, there is no Rue.\I just can't believe that.\Because I get this feeling you're Rue-chan.\Love only me. Regard all others with hatred. response:	When they say at school that Ahiru goes well together and is lovey-dovey and it's good, what do they mean zura?
