context: -OP- response:	Looks like it wasn't just you.
context: I was free anyway. Give it a rest already.\Want to try this? Bugs were biting me all over after the barbecue.\I'm fine. Why don't you show less skin?\You're not a whipped dog; you're a top dog.\Why should I? This is cute.\So, either way, I'm a dog.\Maybe the Menma that Yukiatsu saw isn't fake.\Huh? response:	Think about it, it wouldn't be that strange for another Menma to exist.
context: Want to try this? Bugs were biting me all over after the barbecue.\I'm fine. Why don't you show less skin?\You're not a whipped dog; you're a top dog.\Why should I? This is cute.\So, either way, I'm a dog.\Maybe the Menma that Yukiatsu saw isn't fake.\Huh?\Think about it, it wouldn't be that strange for another Menma to exist. response:	After all, I don't even know why I'm here.
context: I'm fine. Why don't you show less skin?\You're not a whipped dog; you're a top dog.\Why should I? This is cute.\So, either way, I'm a dog.\Maybe the Menma that Yukiatsu saw isn't fake.\Huh?\Think about it, it wouldn't be that strange for another Menma to exist.\After all, I don't even know why I'm here. response:	Huh? Why's everyone here?
context: You're not a whipped dog; you're a top dog.\Why should I? This is cute.\So, either way, I'm a dog.\Maybe the Menma that Yukiatsu saw isn't fake.\Huh?\Think about it, it wouldn't be that strange for another Menma to exist.\After all, I don't even know why I'm here.\Huh? Why's everyone here? response:	Is this your party night?
context: Why should I? This is cute.\So, either way, I'm a dog.\Maybe the Menma that Yukiatsu saw isn't fake.\Huh?\Think about it, it wouldn't be that strange for another Menma to exist.\After all, I don't even know why I'm here.\Huh? Why's everyone here?\Is this your party night? response:	Just hurry up and turn your headlight off, it's too bright.
context: So, either way, I'm a dog.\Maybe the Menma that Yukiatsu saw isn't fake.\Huh?\Think about it, it wouldn't be that strange for another Menma to exist.\After all, I don't even know why I'm here.\Huh? Why's everyone here?\Is this your party night?\Just hurry up and turn your headlight off, it's too bright. response:	Oh. Sorry, sorry.
context: Maybe the Menma that Yukiatsu saw isn't fake.\Huh?\Think about it, it wouldn't be that strange for another Menma to exist.\After all, I don't even know why I'm here.\Huh? Why's everyone here?\Is this your party night?\Just hurry up and turn your headlight off, it's too bright.\Oh. Sorry, sorry. response:	Delicious!
context: Huh?\Think about it, it wouldn't be that strange for another Menma to exist.\After all, I don't even know why I'm here.\Huh? Why's everyone here?\Is this your party night?\Just hurry up and turn your headlight off, it's too bright.\Oh. Sorry, sorry.\Delicious! response:	Much better than canned coffee.
context: Think about it, it wouldn't be that strange for another Menma to exist.\After all, I don't even know why I'm here.\Huh? Why's everyone here?\Is this your party night?\Just hurry up and turn your headlight off, it's too bright.\Oh. Sorry, sorry.\Delicious!\Much better than canned coffee. response:	This is the best!
context: After all, I don't even know why I'm here.\Huh? Why's everyone here?\Is this your party night?\Just hurry up and turn your headlight off, it's too bright.\Oh. Sorry, sorry.\Delicious!\Much better than canned coffee.\This is the best! response:	My parents bought a new one at the bazaar.
context: Huh? Why's everyone here?\Is this your party night?\Just hurry up and turn your headlight off, it's too bright.\Oh. Sorry, sorry.\Delicious!\Much better than canned coffee.\This is the best!\My parents bought a new one at the bazaar. response:	I'm sorry it's used, but you can use it here if you like.
context: Is this your party night?\Just hurry up and turn your headlight off, it's too bright.\Oh. Sorry, sorry.\Delicious!\Much better than canned coffee.\This is the best!\My parents bought a new one at the bazaar.\I'm sorry it's used, but you can use it here if you like. response:	You're such a good person.
context: Just hurry up and turn your headlight off, it's too bright.\Oh. Sorry, sorry.\Delicious!\Much better than canned coffee.\This is the best!\My parents bought a new one at the bazaar.\I'm sorry it's used, but you can use it here if you like.\You're such a good person. response:	Oh?
context: Oh. Sorry, sorry.\Delicious!\Much better than canned coffee.\This is the best!\My parents bought a new one at the bazaar.\I'm sorry it's used, but you can use it here if you like.\You're such a good person.\Oh? response:	And you even thought to bring cups...
context: Delicious!\Much better than canned coffee.\This is the best!\My parents bought a new one at the bazaar.\I'm sorry it's used, but you can use it here if you like.\You're such a good person.\Oh?\And you even thought to bring cups... response:	Don't worry about it. I have a collection of them.
context: Much better than canned coffee.\This is the best!\My parents bought a new one at the bazaar.\I'm sorry it's used, but you can use it here if you like.\You're such a good person.\Oh?\And you even thought to bring cups...\Don't worry about it. I have a collection of them. response:	It really is fun when everyone's together.
context: This is the best!\My parents bought a new one at the bazaar.\I'm sorry it's used, but you can use it here if you like.\You're such a good person.\Oh?\And you even thought to bring cups...\Don't worry about it. I have a collection of them.\It really is fun when everyone's together. response:	Is that your hobby or something?
context: My parents bought a new one at the bazaar.\I'm sorry it's used, but you can use it here if you like.\You're such a good person.\Oh?\And you even thought to bring cups...\Don't worry about it. I have a collection of them.\It really is fun when everyone's together.\Is that your hobby or something? response:	Is something wrong with that?
context: I'm sorry it's used, but you can use it here if you like.\You're such a good person.\Oh?\And you even thought to bring cups...\Don't worry about it. I have a collection of them.\It really is fun when everyone's together.\Is that your hobby or something?\Is something wrong with that? response:	I have so much fun doing this with everyone.
context: You're such a good person.\Oh?\And you even thought to bring cups...\Don't worry about it. I have a collection of them.\It really is fun when everyone's together.\Is that your hobby or something?\Is something wrong with that?\I have so much fun doing this with everyone. response:	But...
context: Oh?\And you even thought to bring cups...\Don't worry about it. I have a collection of them.\It really is fun when everyone's together.\Is that your hobby or something?\Is something wrong with that?\I have so much fun doing this with everyone.\But... response:	Not really. I just think it's old-fashioned.
context: And you even thought to bring cups...\Don't worry about it. I have a collection of them.\It really is fun when everyone's together.\Is that your hobby or something?\Is something wrong with that?\I have so much fun doing this with everyone.\But...\Not really. I just think it's old-fashioned. response:	But...
context: Don't worry about it. I have a collection of them.\It really is fun when everyone's together.\Is that your hobby or something?\Is something wrong with that?\I have so much fun doing this with everyone.\But...\Not really. I just think it's old-fashioned.\But... response:	Men
context: It really is fun when everyone's together.\Is that your hobby or something?\Is something wrong with that?\I have so much fun doing this with everyone.\But...\Not really. I just think it's old-fashioned.\But...\Men response:	Oh!
context: Is that your hobby or something?\Is something wrong with that?\I have so much fun doing this with everyone.\But...\Not really. I just think it's old-fashioned.\But...\Men\Oh! response:	Let's let Menma drink some, too.
context: Is something wrong with that?\I have so much fun doing this with everyone.\But...\Not really. I just think it's old-fashioned.\But...\Men\Oh!\Let's let Menma drink some, too. response:	Right, Jintan? Are you here, Menma?
context: I have so much fun doing this with everyone.\But...\Not really. I just think it's old-fashioned.\But...\Men\Oh!\Let's let Menma drink some, too.\Right, Jintan? Are you here, Menma? response:	Are you here? Or maybe over here? Please!
context: But...\Not really. I just think it's old-fashioned.\But...\Men\Oh!\Let's let Menma drink some, too.\Right, Jintan? Are you here, Menma?\Are you here? Or maybe over here? Please! response:	What are you doing?
context: Not really. I just think it's old-fashioned.\But...\Men\Oh!\Let's let Menma drink some, too.\Right, Jintan? Are you here, Menma?\Are you here? Or maybe over here? Please!\What are you doing? response:	Hey, Poppo...
context: But...\Men\Oh!\Let's let Menma drink some, too.\Right, Jintan? Are you here, Menma?\Are you here? Or maybe over here? Please!\What are you doing?\Hey, Poppo... response:	I thought about it after the barbecue.
context: Men\Oh!\Let's let Menma drink some, too.\Right, Jintan? Are you here, Menma?\Are you here? Or maybe over here? Please!\What are you doing?\Hey, Poppo...\I thought about it after the barbecue. response:	Didn't Menma say she'd be happy if everyone got together?
context: Oh!\Let's let Menma drink some, too.\Right, Jintan? Are you here, Menma?\Are you here? Or maybe over here? Please!\What are you doing?\Hey, Poppo...\I thought about it after the barbecue.\Didn't Menma say she'd be happy if everyone got together? response:	That defines Menma perfectly.
context: Let's let Menma drink some, too.\Right, Jintan? Are you here, Menma?\Are you here? Or maybe over here? Please!\What are you doing?\Hey, Poppo...\I thought about it after the barbecue.\Didn't Menma say she'd be happy if everyone got together?\That defines Menma perfectly. response:	I really get what she means.
context: Right, Jintan? Are you here, Menma?\Are you here? Or maybe over here? Please!\What are you doing?\Hey, Poppo...\I thought about it after the barbecue.\Didn't Menma say she'd be happy if everyone got together?\That defines Menma perfectly.\I really get what she means. response:	Poppo...
context: Are you here? Or maybe over here? Please!\What are you doing?\Hey, Poppo...\I thought about it after the barbecue.\Didn't Menma say she'd be happy if everyone got together?\That defines Menma perfectly.\I really get what she means.\Poppo... response:	She said she doesn't want to be forgotten, but it's not like we could ever forget her.
context: What are you doing?\Hey, Poppo...\I thought about it after the barbecue.\Didn't Menma say she'd be happy if everyone got together?\That defines Menma perfectly.\I really get what she means.\Poppo...\She said she doesn't want to be forgotten, but it's not like we could ever forget her. response:	She's such a little worrywart.
context: Hey, Poppo...\I thought about it after the barbecue.\Didn't Menma say she'd be happy if everyone got together?\That defines Menma perfectly.\I really get what she means.\Poppo...\She said she doesn't want to be forgotten, but it's not like we could ever forget her.\She's such a little worrywart. response:	Poppo!
context: I thought about it after the barbecue.\Didn't Menma say she'd be happy if everyone got together?\That defines Menma perfectly.\I really get what she means.\Poppo...\She said she doesn't want to be forgotten, but it's not like we could ever forget her.\She's such a little worrywart.\Poppo! response:	What the?
context: Didn't Menma say she'd be happy if everyone got together?\That defines Menma perfectly.\I really get what she means.\Poppo...\She said she doesn't want to be forgotten, but it's not like we could ever forget her.\She's such a little worrywart.\Poppo!\What the? response:	What's wrong?
context: That defines Menma perfectly.\I really get what she means.\Poppo...\She said she doesn't want to be forgotten, but it's not like we could ever forget her.\She's such a little worrywart.\Poppo!\What the?\What's wrong? response:	Something feels kind of heavy...
context: I really get what she means.\Poppo...\She said she doesn't want to be forgotten, but it's not like we could ever forget her.\She's such a little worrywart.\Poppo!\What the?\What's wrong?\Something feels kind of heavy... response:	I'm shivering! Did I drink too much coffee?
context: Poppo...\She said she doesn't want to be forgotten, but it's not like we could ever forget her.\She's such a little worrywart.\Poppo!\What the?\What's wrong?\Something feels kind of heavy...\I'm shivering! Did I drink too much coffee? response:	I gotta go to the bathroom!
context: She said she doesn't want to be forgotten, but it's not like we could ever forget her.\She's such a little worrywart.\Poppo!\What the?\What's wrong?\Something feels kind of heavy...\I'm shivering! Did I drink too much coffee?\I gotta go to the bathroom! response:	I'm coming, too!
context: She's such a little worrywart.\Poppo!\What the?\What's wrong?\Something feels kind of heavy...\I'm shivering! Did I drink too much coffee?\I gotta go to the bathroom!\I'm coming, too! response:	Let's go pee together!
context: Poppo!\What the?\What's wrong?\Something feels kind of heavy...\I'm shivering! Did I drink too much coffee?\I gotta go to the bathroom!\I'm coming, too!\Let's go pee together! response:	You can't forget about Menma.
context: What the?\What's wrong?\Something feels kind of heavy...\I'm shivering! Did I drink too much coffee?\I gotta go to the bathroom!\I'm coming, too!\Let's go pee together!\You can't forget about Menma. response:	You're forever obsessed with her.
context: What's wrong?\Something feels kind of heavy...\I'm shivering! Did I drink too much coffee?\I gotta go to the bathroom!\I'm coming, too!\Let's go pee together!\You can't forget about Menma.\You're forever obsessed with her. response:	You're so pathetic.
context: Something feels kind of heavy...\I'm shivering! Did I drink too much coffee?\I gotta go to the bathroom!\I'm coming, too!\Let's go pee together!\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic. response:	H-Hey, Tsuruko.
context: I'm shivering! Did I drink too much coffee?\I gotta go to the bathroom!\I'm coming, too!\Let's go pee together!\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\H-Hey, Tsuruko. response:	Yukiatsu was talking about himself when he said all of that.
context: I gotta go to the bathroom!\I'm coming, too!\Let's go pee together!\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\H-Hey, Tsuruko.\Yukiatsu was talking about himself when he said all of that. response:	W-What the heck?!
context: I'm coming, too!\Let's go pee together!\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\H-Hey, Tsuruko.\Yukiatsu was talking about himself when he said all of that.\W-What the heck?! response:	What are you doing?
context: Let's go pee together!\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\H-Hey, Tsuruko.\Yukiatsu was talking about himself when he said all of that.\W-What the heck?!\What are you doing? response:	Your fly is wide open.
context: You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\H-Hey, Tsuruko.\Yukiatsu was talking about himself when he said all of that.\W-What the heck?!\What are you doing?\Your fly is wide open. response:	Forget about that. She was there! I saw her!
context: You're forever obsessed with her.\You're so pathetic.\H-Hey, Tsuruko.\Yukiatsu was talking about himself when he said all of that.\W-What the heck?!\What are you doing?\Your fly is wide open.\Forget about that. She was there! I saw her! response:	Huh?
context: You're so pathetic.\H-Hey, Tsuruko.\Yukiatsu was talking about himself when he said all of that.\W-What the heck?!\What are you doing?\Your fly is wide open.\Forget about that. She was there! I saw her!\Huh? response:	Menma!
context: H-Hey, Tsuruko.\Yukiatsu was talking about himself when he said all of that.\W-What the heck?!\What are you doing?\Your fly is wide open.\Forget about that. She was there! I saw her!\Huh?\Menma! response:	Over here! Hurry up!
context: Yukiatsu was talking about himself when he said all of that.\W-What the heck?!\What are you doing?\Your fly is wide open.\Forget about that. She was there! I saw her!\Huh?\Menma!\Over here! Hurry up! response:	Hey, are you sure you saw her?
context: W-What the heck?!\What are you doing?\Your fly is wide open.\Forget about that. She was there! I saw her!\Huh?\Menma!\Over here! Hurry up!\Hey, are you sure you saw her? response:	Yeah, I double-checked.
context: What are you doing?\Your fly is wide open.\Forget about that. She was there! I saw her!\Huh?\Menma!\Over here! Hurry up!\Hey, are you sure you saw her?\Yeah, I double-checked. response:	You know, about what Tsuruko mentioned.
context: Your fly is wide open.\Forget about that. She was there! I saw her!\Huh?\Menma!\Over here! Hurry up!\Hey, are you sure you saw her?\Yeah, I double-checked.\You know, about what Tsuruko mentioned. response:	Huh?
context: Forget about that. She was there! I saw her!\Huh?\Menma!\Over here! Hurry up!\Hey, are you sure you saw her?\Yeah, I double-checked.\You know, about what Tsuruko mentioned.\Huh? response:	The one-piece dress. It had a ribbon around here right?
context: Huh?\Menma!\Over here! Hurry up!\Hey, are you sure you saw her?\Yeah, I double-checked.\You know, about what Tsuruko mentioned.\Huh?\The one-piece dress. It had a ribbon around here right? response:	A one-piece dress with a ribbon...
context: Menma!\Over here! Hurry up!\Hey, are you sure you saw her?\Yeah, I double-checked.\You know, about what Tsuruko mentioned.\Huh?\The one-piece dress. It had a ribbon around here right?\A one-piece dress with a ribbon... response:	Come on, let's go.
context: Over here! Hurry up!\Hey, are you sure you saw her?\Yeah, I double-checked.\You know, about what Tsuruko mentioned.\Huh?\The one-piece dress. It had a ribbon around here right?\A one-piece dress with a ribbon...\Come on, let's go. response:	Look at that Jintan!
context: Hey, are you sure you saw her?\Yeah, I double-checked.\You know, about what Tsuruko mentioned.\Huh?\The one-piece dress. It had a ribbon around here right?\A one-piece dress with a ribbon...\Come on, let's go.\Look at that Jintan! response:	Is that...
context: Yeah, I double-checked.\You know, about what Tsuruko mentioned.\Huh?\The one-piece dress. It had a ribbon around here right?\A one-piece dress with a ribbon...\Come on, let's go.\Look at that Jintan!\Is that... response:	That's her! It's Menma!
context: You know, about what Tsuruko mentioned.\Huh?\The one-piece dress. It had a ribbon around here right?\A one-piece dress with a ribbon...\Come on, let's go.\Look at that Jintan!\Is that...\That's her! It's Menma! response:	It is?!
context: Huh?\The one-piece dress. It had a ribbon around here right?\A one-piece dress with a ribbon...\Come on, let's go.\Look at that Jintan!\Is that...\That's her! It's Menma!\It is?! response:	Jintan!
context: The one-piece dress. It had a ribbon around here right?\A one-piece dress with a ribbon...\Come on, let's go.\Look at that Jintan!\Is that...\That's her! It's Menma!\It is?!\Jintan! response:	Be careful out there, Jintan!
context: A one-piece dress with a ribbon...\Come on, let's go.\Look at that Jintan!\Is that...\That's her! It's Menma!\It is?!\Jintan!\Be careful out there, Jintan! response:	Hey, Menma! Hey!
context: Come on, let's go.\Look at that Jintan!\Is that...\That's her! It's Menma!\It is?!\Jintan!\Be careful out there, Jintan!\Hey, Menma! Hey! response:	Are you okay?
context: Look at that Jintan!\Is that...\That's her! It's Menma!\It is?!\Jintan!\Be careful out there, Jintan!\Hey, Menma! Hey!\Are you okay? response:	How's it look, Jintan?
context: Is that...\That's her! It's Menma!\It is?!\Jintan!\Be careful out there, Jintan!\Hey, Menma! Hey!\Are you okay?\How's it look, Jintan? response:	She was here a minute ago.
context: That's her! It's Menma!\It is?!\Jintan!\Be careful out there, Jintan!\Hey, Menma! Hey!\Are you okay?\How's it look, Jintan?\She was here a minute ago. response:	That's that, then. Let's head back.
context: It is?!\Jintan!\Be careful out there, Jintan!\Hey, Menma! Hey!\Are you okay?\How's it look, Jintan?\She was here a minute ago.\That's that, then. Let's head back. response:	You can shave your legs, but you still have a man's body!
context: Jintan!\Be careful out there, Jintan!\Hey, Menma! Hey!\Are you okay?\How's it look, Jintan?\She was here a minute ago.\That's that, then. Let's head back.\You can shave your legs, but you still have a man's body! response:	You can only go so far,
context: Be careful out there, Jintan!\Hey, Menma! Hey!\Are you okay?\How's it look, Jintan?\She was here a minute ago.\That's that, then. Let's head back.\You can shave your legs, but you still have a man's body!\You can only go so far, response:	Yukiatsu!
context: Hey, Menma! Hey!\Are you okay?\How's it look, Jintan?\She was here a minute ago.\That's that, then. Let's head back.\You can shave your legs, but you still have a man's body!\You can only go so far,\Yukiatsu! response:	Jintan!
context: Are you okay?\How's it look, Jintan?\She was here a minute ago.\That's that, then. Let's head back.\You can shave your legs, but you still have a man's body!\You can only go so far,\Yukiatsu!\Jintan! response:	Over there?
context: How's it look, Jintan?\She was here a minute ago.\That's that, then. Let's head back.\You can shave your legs, but you still have a man's body!\You can only go so far,\Yukiatsu!\Jintan!\Over there? response:	There he is!
context: She was here a minute ago.\That's that, then. Let's head back.\You can shave your legs, but you still have a man's body!\You can only go so far,\Yukiatsu!\Jintan!\Over there?\There he is! response:	Wait!
context: That's that, then. Let's head back.\You can shave your legs, but you still have a man's body!\You can only go so far,\Yukiatsu!\Jintan!\Over there?\There he is!\Wait! response:	Jintan!
context: You can shave your legs, but you still have a man's body!\You can only go so far,\Yukiatsu!\Jintan!\Over there?\There he is!\Wait!\Jintan! response:	Did you find him?
context: You can only go so far,\Yukiatsu!\Jintan!\Over there?\There he is!\Wait!\Jintan!\Did you find him? response:	Yeah.
context: Yukiatsu!\Jintan!\Over there?\There he is!\Wait!\Jintan!\Did you find him?\Yeah. response:	Yukiatsu...
context: Jintan!\Over there?\There he is!\Wait!\Jintan!\Did you find him?\Yeah.\Yukiatsu... response:	We still don't know the name of the flower we saw that day.
context: Over there?\There he is!\Wait!\Jintan!\Did you find him?\Yeah.\Yukiatsu...\We still don't know the name of the flower we saw that day. response:	nanpeeji mo tsuiyashite
context: There he is!\Wait!\Jintan!\Did you find him?\Yeah.\Yukiatsu...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite response:	tuzurareta bokura no kibun
context: Wait!\Jintan!\Did you find him?\Yeah.\Yukiatsu...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun response:	doushiteka ichigyou no
context: Jintan!\Did you find him?\Yeah.\Yukiatsu...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no response:	kuuhaku wo umerarenai
context: Did you find him?\Yeah.\Yukiatsu...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai response:	oshibana no shiori hasande
context: Yeah.\Yukiatsu...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande response:	kimi to korogasu tsukaisute no jitensha
context: Yukiatsu...\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha response:	wasurekake no renga wo
context: We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo response:	tsumiageta basho ni yukou
context: nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou response:	umi wo miwatasu saka wo kakenobotte
context: tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte response:	kowaikurai ni aoi sora to
context: doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to response:	migite ni saidaa hidarite wa
context: kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa response:	zutto kimi wo sagashiteiru
context: oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru response:	souyatte ima wa boku no hou e
context: kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e response:	toitsumeru koto mo nakute
context: wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute response:	mada futari wa sugu soko ni irunoni
context: tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni response:	douka mata aemasuyouni nante
context: umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante response:	douka shiteru mitai
context: kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai response:	Upon pages and pages of entries
context: migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries response:	We've put down all our emotions
context: zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions response:	But now I've hit a writer's block
context: souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block response:	I don't know how to finish this page anymore
context: toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore response:	Putting a bookmark in my diary
context: mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary response:	You and I go out to ride the bike we found in the dumpster
context: douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster response:	Let's go to our secret place
context: douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place response:	Where we piled up our bricks of memories
context: Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories response:	Run up the hill, where we can see the horizon
context: We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon response:	Where we can see the sky so fearfully blue
context: But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue response:	With cider in my right hand
context: I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand response:	My other hand helps me search for you
context: Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you response:	You used to come find me way back when
context: You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when response:	You used to demand me of so much more
context: Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more response:	You're both still standing right by my side
context: Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side response:	Yet why do I pray to see you both again?
context: Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again? response:	There must be something off with me
context: Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me response:	deai wa futtoshita shunkan
context: With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan response:	kaerimichi no kousaten de koe wo kaketekureta ne
context: My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne response:	issho ni kaerou
context: You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou response:	aa hanabi ga yozora kirei ni saite chotto setsunaku
context: You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku response:	aa kaze ga jikan to tomo ni nagareru
