context: eyecatch response:	Yuujirou-san, I'm sorry for being so cocky up until now.
context: So all I ever did was draw manga.\But that was what I always had the most fun doing.\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\They get pretty good, so they end up wanting to be mangakas.\I'm the same way.\Crow is a character I made when I was in elementary school.\Elementary school? response:	Mom, it's starting!
context: But that was what I always had the most fun doing.\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\They get pretty good, so they end up wanting to be mangakas.\I'm the same way.\Crow is a character I made when I was in elementary school.\Elementary school?\Mom, it's starting! response:	Yes, I'm coming.
context: Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\They get pretty good, so they end up wanting to be mangakas.\I'm the same way.\Crow is a character I made when I was in elementary school.\Elementary school?\Mom, it's starting!\Yes, I'm coming. response:	You sure are good, Moritaka-kun.
context: usually draw stuff in their notebooks starting from when they're little kids.\They get pretty good, so they end up wanting to be mangakas.\I'm the same way.\Crow is a character I made when I was in elementary school.\Elementary school?\Mom, it's starting!\Yes, I'm coming.\You sure are good, Moritaka-kun. response:	Yeah... I'd always drawn manga up until Uncle died.
context: They get pretty good, so they end up wanting to be mangakas.\I'm the same way.\Crow is a character I made when I was in elementary school.\Elementary school?\Mom, it's starting!\Yes, I'm coming.\You sure are good, Moritaka-kun.\Yeah... I'd always drawn manga up until Uncle died. response:	Both at home and at school...
context: I'm the same way.\Crow is a character I made when I was in elementary school.\Elementary school?\Mom, it's starting!\Yes, I'm coming.\You sure are good, Moritaka-kun.\Yeah... I'd always drawn manga up until Uncle died.\Both at home and at school... response:	I really enjoyed it...
context: Crow is a character I made when I was in elementary school.\Elementary school?\Mom, it's starting!\Yes, I'm coming.\You sure are good, Moritaka-kun.\Yeah... I'd always drawn manga up until Uncle died.\Both at home and at school...\I really enjoyed it... response:	So much that I would lose track of time...
context: Elementary school?\Mom, it's starting!\Yes, I'm coming.\You sure are good, Moritaka-kun.\Yeah... I'd always drawn manga up until Uncle died.\Both at home and at school...\I really enjoyed it...\So much that I would lose track of time... response:	Losing myself in it...
context: Mom, it's starting!\Yes, I'm coming.\You sure are good, Moritaka-kun.\Yeah... I'd always drawn manga up until Uncle died.\Both at home and at school...\I really enjoyed it...\So much that I would lose track of time...\Losing myself in it... response:	I've loved manga ever since I was a kid,
context: Yes, I'm coming.\You sure are good, Moritaka-kun.\Yeah... I'd always drawn manga up until Uncle died.\Both at home and at school...\I really enjoyed it...\So much that I would lose track of time...\Losing myself in it...\I've loved manga ever since I was a kid, response:	becoming a mangaka is my dream.
context: You sure are good, Moritaka-kun.\Yeah... I'd always drawn manga up until Uncle died.\Both at home and at school...\I really enjoyed it...\So much that I would lose track of time...\Losing myself in it...\I've loved manga ever since I was a kid,\becoming a mangaka is my dream. response:	Even Shuujin should have something he would really like to draw.
context: Yeah... I'd always drawn manga up until Uncle died.\Both at home and at school...\I really enjoyed it...\So much that I would lose track of time...\Losing myself in it...\I've loved manga ever since I was a kid,\becoming a mangaka is my dream.\Even Shuujin should have something he would really like to draw. response:	Niizuma-san, sorry, but would it be okay if I stepped down as your assistant?
context: Both at home and at school...\I really enjoyed it...\So much that I would lose track of time...\Losing myself in it...\I've loved manga ever since I was a kid,\becoming a mangaka is my dream.\Even Shuujin should have something he would really like to draw.\Niizuma-san, sorry, but would it be okay if I stepped down as your assistant? response:	You caught on to something, didn't you?
context: I really enjoyed it...\So much that I would lose track of time...\Losing myself in it...\I've loved manga ever since I was a kid,\becoming a mangaka is my dream.\Even Shuujin should have something he would really like to draw.\Niizuma-san, sorry, but would it be okay if I stepped down as your assistant?\You caught on to something, didn't you? response:	Yes.
context: So much that I would lose track of time...\Losing myself in it...\I've loved manga ever since I was a kid,\becoming a mangaka is my dream.\Even Shuujin should have something he would really like to draw.\Niizuma-san, sorry, but would it be okay if I stepped down as your assistant?\You caught on to something, didn't you?\Yes. response:	I'm glad to hear it. Then go on home.
context: Losing myself in it...\I've loved manga ever since I was a kid,\becoming a mangaka is my dream.\Even Shuujin should have something he would really like to draw.\Niizuma-san, sorry, but would it be okay if I stepped down as your assistant?\You caught on to something, didn't you?\Yes.\I'm glad to hear it. Then go on home. response:	Hey, you can't just quit now.
context: I've loved manga ever since I was a kid,\becoming a mangaka is my dream.\Even Shuujin should have something he would really like to draw.\Niizuma-san, sorry, but would it be okay if I stepped down as your assistant?\You caught on to something, didn't you?\Yes.\I'm glad to hear it. Then go on home.\Hey, you can't just quit now. response:	At least help us finish chapter five before you go.
context: becoming a mangaka is my dream.\Even Shuujin should have something he would really like to draw.\Niizuma-san, sorry, but would it be okay if I stepped down as your assistant?\You caught on to something, didn't you?\Yes.\I'm glad to hear it. Then go on home.\Hey, you can't just quit now.\At least help us finish chapter five before you go. response:	We came up with it together, after all.
context: Even Shuujin should have something he would really like to draw.\Niizuma-san, sorry, but would it be okay if I stepped down as your assistant?\You caught on to something, didn't you?\Yes.\I'm glad to hear it. Then go on home.\Hey, you can't just quit now.\At least help us finish chapter five before you go.\We came up with it together, after all. response:	Fukuda-san...
context: Niizuma-san, sorry, but would it be okay if I stepped down as your assistant?\You caught on to something, didn't you?\Yes.\I'm glad to hear it. Then go on home.\Hey, you can't just quit now.\At least help us finish chapter five before you go.\We came up with it together, after all.\Fukuda-san... response:	It's all right. I can take care of Niizuma-kun even if it's by myself.
context: You caught on to something, didn't you?\Yes.\I'm glad to hear it. Then go on home.\Hey, you can't just quit now.\At least help us finish chapter five before you go.\We came up with it together, after all.\Fukuda-san...\It's all right. I can take care of Niizuma-kun even if it's by myself. response:	Leave the rest to me.
context: Yes.\I'm glad to hear it. Then go on home.\Hey, you can't just quit now.\At least help us finish chapter five before you go.\We came up with it together, after all.\Fukuda-san...\It's all right. I can take care of Niizuma-kun even if it's by myself.\Leave the rest to me. response:	Nakai-san...
context: I'm glad to hear it. Then go on home.\Hey, you can't just quit now.\At least help us finish chapter five before you go.\We came up with it together, after all.\Fukuda-san...\It's all right. I can take care of Niizuma-kun even if it's by myself.\Leave the rest to me.\Nakai-san... response:	I don't mind if Fukuda-kun quits later, either.
context: Hey, you can't just quit now.\At least help us finish chapter five before you go.\We came up with it together, after all.\Fukuda-san...\It's all right. I can take care of Niizuma-kun even if it's by myself.\Leave the rest to me.\Nakai-san...\I don't mind if Fukuda-kun quits later, either. response:	I would feel bad if you were doing this all alone, so I'll stay here until I get serialized.
context: At least help us finish chapter five before you go.\We came up with it together, after all.\Fukuda-san...\It's all right. I can take care of Niizuma-kun even if it's by myself.\Leave the rest to me.\Nakai-san...\I don't mind if Fukuda-kun quits later, either.\I would feel bad if you were doing this all alone, so I'll stay here until I get serialized. response:	I'm definitely gonna get serialized too.
context: We came up with it together, after all.\Fukuda-san...\It's all right. I can take care of Niizuma-kun even if it's by myself.\Leave the rest to me.\Nakai-san...\I don't mind if Fukuda-kun quits later, either.\I would feel bad if you were doing this all alone, so I'll stay here until I get serialized.\I'm definitely gonna get serialized too. response:	What a mangaka needs is the willpower and stamina to persistently keep drawing.
context: Fukuda-san...\It's all right. I can take care of Niizuma-kun even if it's by myself.\Leave the rest to me.\Nakai-san...\I don't mind if Fukuda-kun quits later, either.\I would feel bad if you were doing this all alone, so I'll stay here until I get serialized.\I'm definitely gonna get serialized too.\What a mangaka needs is the willpower and stamina to persistently keep drawing. response:	There's no way I'll give up!
context: It's all right. I can take care of Niizuma-kun even if it's by myself.\Leave the rest to me.\Nakai-san...\I don't mind if Fukuda-kun quits later, either.\I would feel bad if you were doing this all alone, so I'll stay here until I get serialized.\I'm definitely gonna get serialized too.\What a mangaka needs is the willpower and stamina to persistently keep drawing.\There's no way I'll give up! response:	ThThank you very much!
context: Leave the rest to me.\Nakai-san...\I don't mind if Fukuda-kun quits later, either.\I would feel bad if you were doing this all alone, so I'll stay here until I get serialized.\I'm definitely gonna get serialized too.\What a mangaka needs is the willpower and stamina to persistently keep drawing.\There's no way I'll give up!\ThThank you very much! response:	I'll definitely get serialized too!
context: Nakai-san...\I don't mind if Fukuda-kun quits later, either.\I would feel bad if you were doing this all alone, so I'll stay here until I get serialized.\I'm definitely gonna get serialized too.\What a mangaka needs is the willpower and stamina to persistently keep drawing.\There's no way I'll give up!\ThThank you very much!\I'll definitely get serialized too! response:	I want to be in Jack together with all of you!
context: I don't mind if Fukuda-kun quits later, either.\I would feel bad if you were doing this all alone, so I'll stay here until I get serialized.\I'm definitely gonna get serialized too.\What a mangaka needs is the willpower and stamina to persistently keep drawing.\There's no way I'll give up!\ThThank you very much!\I'll definitely get serialized too!\I want to be in Jack together with all of you! response:	Then let's hurry and get this done!
context: I would feel bad if you were doing this all alone, so I'll stay here until I get serialized.\I'm definitely gonna get serialized too.\What a mangaka needs is the willpower and stamina to persistently keep drawing.\There's no way I'll give up!\ThThank you very much!\I'll definitely get serialized too!\I want to be in Jack together with all of you!\Then let's hurry and get this done! response:	Right!
context: I'm definitely gonna get serialized too.\What a mangaka needs is the willpower and stamina to persistently keep drawing.\There's no way I'll give up!\ThThank you very much!\I'll definitely get serialized too!\I want to be in Jack together with all of you!\Then let's hurry and get this done!\Right! response:	No matter what I do, they all have the same sort of feeling.
context: What a mangaka needs is the willpower and stamina to persistently keep drawing.\There's no way I'll give up!\ThThank you very much!\I'll definitely get serialized too!\I want to be in Jack together with all of you!\Then let's hurry and get this done!\Right!\No matter what I do, they all have the same sort of feeling. response:	Really, trying to display originality isn't mainstream.
context: There's no way I'll give up!\ThThank you very much!\I'll definitely get serialized too!\I want to be in Jack together with all of you!\Then let's hurry and get this done!\Right!\No matter what I do, they all have the same sort of feeling.\Really, trying to display originality isn't mainstream. response:	Uh-oh, Azuki's anime!
context: ThThank you very much!\I'll definitely get serialized too!\I want to be in Jack together with all of you!\Then let's hurry and get this done!\Right!\No matter what I do, they all have the same sort of feeling.\Really, trying to display originality isn't mainstream.\Uh-oh, Azuki's anime! response:	With our experiences every day being lucky,
context: I'll definitely get serialized too!\I want to be in Jack together with all of you!\Then let's hurry and get this done!\Right!\No matter what I do, they all have the same sort of feeling.\Really, trying to display originality isn't mainstream.\Uh-oh, Azuki's anime!\With our experiences every day being lucky, response:	and each one of us being liked by all.
context: I want to be in Jack together with all of you!\Then let's hurry and get this done!\Right!\No matter what I do, they all have the same sort of feeling.\Really, trying to display originality isn't mainstream.\Uh-oh, Azuki's anime!\With our experiences every day being lucky,\and each one of us being liked by all. response:	Our hopes of yesterday...
context: Then let's hurry and get this done!\Right!\No matter what I do, they all have the same sort of feeling.\Really, trying to display originality isn't mainstream.\Uh-oh, Azuki's anime!\With our experiences every day being lucky,\and each one of us being liked by all.\Our hopes of yesterday... response:	I wonder if Azuki will appear in this one.
context: Right!\No matter what I do, they all have the same sort of feeling.\Really, trying to display originality isn't mainstream.\Uh-oh, Azuki's anime!\With our experiences every day being lucky,\and each one of us being liked by all.\Our hopes of yesterday...\I wonder if Azuki will appear in this one. response:	She had four lines last time, but...
context: No matter what I do, they all have the same sort of feeling.\Really, trying to display originality isn't mainstream.\Uh-oh, Azuki's anime!\With our experiences every day being lucky,\and each one of us being liked by all.\Our hopes of yesterday...\I wonder if Azuki will appear in this one.\She had four lines last time, but... response:	Sei Visual, huh?
context: Really, trying to display originality isn't mainstream.\Uh-oh, Azuki's anime!\With our experiences every day being lucky,\and each one of us being liked by all.\Our hopes of yesterday...\I wonder if Azuki will appear in this one.\She had four lines last time, but...\Sei Visual, huh? response:	Ah, sorry.
context: Uh-oh, Azuki's anime!\With our experiences every day being lucky,\and each one of us being liked by all.\Our hopes of yesterday...\I wonder if Azuki will appear in this one.\She had four lines last time, but...\Sei Visual, huh?\Ah, sorry. response:	Bro, you have to get to your job early tomorrow, right?
context: With our experiences every day being lucky,\and each one of us being liked by all.\Our hopes of yesterday...\I wonder if Azuki will appear in this one.\She had four lines last time, but...\Sei Visual, huh?\Ah, sorry.\Bro, you have to get to your job early tomorrow, right? response:	I have tomorrow off.
context: and each one of us being liked by all.\Our hopes of yesterday...\I wonder if Azuki will appear in this one.\She had four lines last time, but...\Sei Visual, huh?\Ah, sorry.\Bro, you have to get to your job early tomorrow, right?\I have tomorrow off. response:	Anyway, enjoy your show.
context: Our hopes of yesterday...\I wonder if Azuki will appear in this one.\She had four lines last time, but...\Sei Visual, huh?\Ah, sorry.\Bro, you have to get to your job early tomorrow, right?\I have tomorrow off.\Anyway, enjoy your show. response:	Eh?
context: I wonder if Azuki will appear in this one.\She had four lines last time, but...\Sei Visual, huh?\Ah, sorry.\Bro, you have to get to your job early tomorrow, right?\I have tomorrow off.\Anyway, enjoy your show.\Eh? response:	There we are, chapter five.
context: She had four lines last time, but...\Sei Visual, huh?\Ah, sorry.\Bro, you have to get to your job early tomorrow, right?\I have tomorrow off.\Anyway, enjoy your show.\Eh?\There we are, chapter five. response:	Twenty-eight pages, fully accepted.
context: Sei Visual, huh?\Ah, sorry.\Bro, you have to get to your job early tomorrow, right?\I have tomorrow off.\Anyway, enjoy your show.\Eh?\There we are, chapter five.\Twenty-eight pages, fully accepted. response:	Good job, everyone!
context: Ah, sorry.\Bro, you have to get to your job early tomorrow, right?\I have tomorrow off.\Anyway, enjoy your show.\Eh?\There we are, chapter five.\Twenty-eight pages, fully accepted.\Good job, everyone! response:	Good job.
context: Bro, you have to get to your job early tomorrow, right?\I have tomorrow off.\Anyway, enjoy your show.\Eh?\There we are, chapter five.\Twenty-eight pages, fully accepted.\Good job, everyone!\Good job. response:	Now, Yuujirou-san, let's have our meeting.
context: I have tomorrow off.\Anyway, enjoy your show.\Eh?\There we are, chapter five.\Twenty-eight pages, fully accepted.\Good job, everyone!\Good job.\Now, Yuujirou-san, let's have our meeting. response:	All right!
context: Anyway, enjoy your show.\Eh?\There we are, chapter five.\Twenty-eight pages, fully accepted.\Good job, everyone!\Good job.\Now, Yuujirou-san, let's have our meeting.\All right! response:	Um, I know it's only been a little while, but I'm very grateful to you.
context: Eh?\There we are, chapter five.\Twenty-eight pages, fully accepted.\Good job, everyone!\Good job.\Now, Yuujirou-san, let's have our meeting.\All right!\Um, I know it's only been a little while, but I'm very grateful to you. response:	It really has been short.
context: There we are, chapter five.\Twenty-eight pages, fully accepted.\Good job, everyone!\Good job.\Now, Yuujirou-san, let's have our meeting.\All right!\Um, I know it's only been a little while, but I'm very grateful to you.\It really has been short. response:	I was hoping you could stay at least another two weeks.
context: Twenty-eight pages, fully accepted.\Good job, everyone!\Good job.\Now, Yuujirou-san, let's have our meeting.\All right!\Um, I know it's only been a little while, but I'm very grateful to you.\It really has been short.\I was hoping you could stay at least another two weeks. response:	There are too many assistants anyway.
context: Good job, everyone!\Good job.\Now, Yuujirou-san, let's have our meeting.\All right!\Um, I know it's only been a little while, but I'm very grateful to you.\It really has been short.\I was hoping you could stay at least another two weeks.\There are too many assistants anyway. response:	Niizuma-kun's a fast worker, you know.
context: Good job.\Now, Yuujirou-san, let's have our meeting.\All right!\Um, I know it's only been a little while, but I'm very grateful to you.\It really has been short.\I was hoping you could stay at least another two weeks.\There are too many assistants anyway.\Niizuma-kun's a fast worker, you know. response:	He sure is.
context: Now, Yuujirou-san, let's have our meeting.\All right!\Um, I know it's only been a little while, but I'm very grateful to you.\It really has been short.\I was hoping you could stay at least another two weeks.\There are too many assistants anyway.\Niizuma-kun's a fast worker, you know.\He sure is. response:	It will be fine.
context: All right!\Um, I know it's only been a little while, but I'm very grateful to you.\It really has been short.\I was hoping you could stay at least another two weeks.\There are too many assistants anyway.\Niizuma-kun's a fast worker, you know.\He sure is.\It will be fine. response:	For a while, it was actually just me.
context: Um, I know it's only been a little while, but I'm very grateful to you.\It really has been short.\I was hoping you could stay at least another two weeks.\There are too many assistants anyway.\Niizuma-kun's a fast worker, you know.\He sure is.\It will be fine.\For a while, it was actually just me. response:	Two people will be plenty.
context: It really has been short.\I was hoping you could stay at least another two weeks.\There are too many assistants anyway.\Niizuma-kun's a fast worker, you know.\He sure is.\It will be fine.\For a while, it was actually just me.\Two people will be plenty. response:	Something feels kind of different about you, Nakai-san.
context: I was hoping you could stay at least another two weeks.\There are too many assistants anyway.\Niizuma-kun's a fast worker, you know.\He sure is.\It will be fine.\For a while, it was actually just me.\Two people will be plenty.\Something feels kind of different about you, Nakai-san. response:	Really?
context: There are too many assistants anyway.\Niizuma-kun's a fast worker, you know.\He sure is.\It will be fine.\For a while, it was actually just me.\Two people will be plenty.\Something feels kind of different about you, Nakai-san.\Really? response:	Would you please look at a name I'm drawing next time?
context: Niizuma-kun's a fast worker, you know.\He sure is.\It will be fine.\For a while, it was actually just me.\Two people will be plenty.\Something feels kind of different about you, Nakai-san.\Really?\Would you please look at a name I'm drawing next time? response:	He's changed. His character's changed drastically!
context: He sure is.\It will be fine.\For a while, it was actually just me.\Two people will be plenty.\Something feels kind of different about you, Nakai-san.\Really?\Would you please look at a name I'm drawing next time?\He's changed. His character's changed drastically! response:	Well, guys that end up being mangakas...
context: It will be fine.\For a while, it was actually just me.\Two people will be plenty.\Something feels kind of different about you, Nakai-san.\Really?\Would you please look at a name I'm drawing next time?\He's changed. His character's changed drastically!\Well, guys that end up being mangakas... response:	usually draw stuff in their notebooks starting from when they're little kids.
context: For a while, it was actually just me.\Two people will be plenty.\Something feels kind of different about you, Nakai-san.\Really?\Would you please look at a name I'm drawing next time?\He's changed. His character's changed drastically!\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids. response:	Crow is a character I made when I was in elementary school.
context: Two people will be plenty.\Something feels kind of different about you, Nakai-san.\Really?\Would you please look at a name I'm drawing next time?\He's changed. His character's changed drastically!\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\Crow is a character I made when I was in elementary school. response:	The feelings I had when I first wanted to be a mangaka.
context: Something feels kind of different about you, Nakai-san.\Really?\Would you please look at a name I'm drawing next time?\He's changed. His character's changed drastically!\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\Crow is a character I made when I was in elementary school.\The feelings I had when I first wanted to be a mangaka. response:	My favorite character from back then!
context: Really?\Would you please look at a name I'm drawing next time?\He's changed. His character's changed drastically!\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\Crow is a character I made when I was in elementary school.\The feelings I had when I first wanted to be a mangaka.\My favorite character from back then! response:	There is one!
context: Would you please look at a name I'm drawing next time?\He's changed. His character's changed drastically!\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\Crow is a character I made when I was in elementary school.\The feelings I had when I first wanted to be a mangaka.\My favorite character from back then!\There is one! response:	One I think Shuujin would like to write.
context: He's changed. His character's changed drastically!\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\Crow is a character I made when I was in elementary school.\The feelings I had when I first wanted to be a mangaka.\My favorite character from back then!\There is one!\One I think Shuujin would like to write. response:	Something we can synchronize with!
context: Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\Crow is a character I made when I was in elementary school.\The feelings I had when I first wanted to be a mangaka.\My favorite character from back then!\There is one!\One I think Shuujin would like to write.\Something we can synchronize with! response:	So what was it you wanted to show me?
context: usually draw stuff in their notebooks starting from when they're little kids.\Crow is a character I made when I was in elementary school.\The feelings I had when I first wanted to be a mangaka.\My favorite character from back then!\There is one!\One I think Shuujin would like to write.\Something we can synchronize with!\So what was it you wanted to show me? response:	Now, now. You'll really enjoy it once you see it.
context: Crow is a character I made when I was in elementary school.\The feelings I had when I first wanted to be a mangaka.\My favorite character from back then!\There is one!\One I think Shuujin would like to write.\Something we can synchronize with!\So what was it you wanted to show me?\Now, now. You'll really enjoy it once you see it. response:	What does that mean?
context: The feelings I had when I first wanted to be a mangaka.\My favorite character from back then!\There is one!\One I think Shuujin would like to write.\Something we can synchronize with!\So what was it you wanted to show me?\Now, now. You'll really enjoy it once you see it.\What does that mean? response:	My room is on the third floor.
context: My favorite character from back then!\There is one!\One I think Shuujin would like to write.\Something we can synchronize with!\So what was it you wanted to show me?\Now, now. You'll really enjoy it once you see it.\What does that mean?\My room is on the third floor. response:	Both of my parents are at work,
context: There is one!\One I think Shuujin would like to write.\Something we can synchronize with!\So what was it you wanted to show me?\Now, now. You'll really enjoy it once you see it.\What does that mean?\My room is on the third floor.\Both of my parents are at work, response:	and my little brother isn't here because of his clubs.
context: One I think Shuujin would like to write.\Something we can synchronize with!\So what was it you wanted to show me?\Now, now. You'll really enjoy it once you see it.\What does that mean?\My room is on the third floor.\Both of my parents are at work,\and my little brother isn't here because of his clubs. response:	Aw, man... I don't think I've been in a girl's house since kindergarten.
context: Something we can synchronize with!\So what was it you wanted to show me?\Now, now. You'll really enjoy it once you see it.\What does that mean?\My room is on the third floor.\Both of my parents are at work,\and my little brother isn't here because of his clubs.\Aw, man... I don't think I've been in a girl's house since kindergarten. response:	Her room's actually a lot more feminine than I imagined...
context: So what was it you wanted to show me?\Now, now. You'll really enjoy it once you see it.\What does that mean?\My room is on the third floor.\Both of my parents are at work,\and my little brother isn't here because of his clubs.\Aw, man... I don't think I've been in a girl's house since kindergarten.\Her room's actually a lot more feminine than I imagined... response:	Look.
context: Now, now. You'll really enjoy it once you see it.\What does that mean?\My room is on the third floor.\Both of my parents are at work,\and my little brother isn't here because of his clubs.\Aw, man... I don't think I've been in a girl's house since kindergarten.\Her room's actually a lot more feminine than I imagined...\Look. response:	I've received emails from companies about my cell phone novel.
context: What does that mean?\My room is on the third floor.\Both of my parents are at work,\and my little brother isn't here because of his clubs.\Aw, man... I don't think I've been in a girl's house since kindergarten.\Her room's actually a lot more feminine than I imagined...\Look.\I've received emails from companies about my cell phone novel. response:	Heh, that's awesome.
context: My room is on the third floor.\Both of my parents are at work,\and my little brother isn't here because of his clubs.\Aw, man... I don't think I've been in a girl's house since kindergarten.\Her room's actually a lot more feminine than I imagined...\Look.\I've received emails from companies about my cell phone novel.\Heh, that's awesome. response:	We've looked at your work'Awanai Koi', Miyoshi-sama.
context: Both of my parents are at work,\and my little brother isn't here because of his clubs.\Aw, man... I don't think I've been in a girl's house since kindergarten.\Her room's actually a lot more feminine than I imagined...\Look.\I've received emails from companies about my cell phone novel.\Heh, that's awesome.\We've looked at your work'Awanai Koi', Miyoshi-sama. response:	TL Note: Awanai Koi = Love Apart
context: and my little brother isn't here because of his clubs.\Aw, man... I don't think I've been in a girl's house since kindergarten.\Her room's actually a lot more feminine than I imagined...\Look.\I've received emails from companies about my cell phone novel.\Heh, that's awesome.\We've looked at your work'Awanai Koi', Miyoshi-sama.\TL Note: Awanai Koi = Love Apart response:	We hope you will write further continuations,
context: Aw, man... I don't think I've been in a girl's house since kindergarten.\Her room's actually a lot more feminine than I imagined...\Look.\I've received emails from companies about my cell phone novel.\Heh, that's awesome.\We've looked at your work'Awanai Koi', Miyoshi-sama.\TL Note: Awanai Koi = Love Apart\We hope you will write further continuations, response:	and based their popularity on our homepage, we would like to distribute them on mobile devices.
context: Her room's actually a lot more feminine than I imagined...\Look.\I've received emails from companies about my cell phone novel.\Heh, that's awesome.\We've looked at your work'Awanai Koi', Miyoshi-sama.\TL Note: Awanai Koi = Love Apart\We hope you will write further continuations,\and based their popularity on our homepage, we would like to distribute them on mobile devices. response:	Isn't that incredible?
context: Look.\I've received emails from companies about my cell phone novel.\Heh, that's awesome.\We've looked at your work'Awanai Koi', Miyoshi-sama.\TL Note: Awanai Koi = Love Apart\We hope you will write further continuations,\and based their popularity on our homepage, we would like to distribute them on mobile devices.\Isn't that incredible? response:	That's because I'm the one who wrote it.
context: I've received emails from companies about my cell phone novel.\Heh, that's awesome.\We've looked at your work'Awanai Koi', Miyoshi-sama.\TL Note: Awanai Koi = Love Apart\We hope you will write further continuations,\and based their popularity on our homepage, we would like to distribute them on mobile devices.\Isn't that incredible?\That's because I'm the one who wrote it. response:	Well, I did use Mashiro and Azuki as models for it, though.
context: Heh, that's awesome.\We've looked at your work'Awanai Koi', Miyoshi-sama.\TL Note: Awanai Koi = Love Apart\We hope you will write further continuations,\and based their popularity on our homepage, we would like to distribute them on mobile devices.\Isn't that incredible?\That's because I'm the one who wrote it.\Well, I did use Mashiro and Azuki as models for it, though. response:	Takagi-sensei, please write a continuation.
context: We've looked at your work'Awanai Koi', Miyoshi-sama.\TL Note: Awanai Koi = Love Apart\We hope you will write further continuations,\and based their popularity on our homepage, we would like to distribute them on mobile devices.\Isn't that incredible?\That's because I'm the one who wrote it.\Well, I did use Mashiro and Azuki as models for it, though.\Takagi-sensei, please write a continuation. response:	Eh? Give me a break...
context: TL Note: Awanai Koi = Love Apart\We hope you will write further continuations,\and based their popularity on our homepage, we would like to distribute them on mobile devices.\Isn't that incredible?\That's because I'm the one who wrote it.\Well, I did use Mashiro and Azuki as models for it, though.\Takagi-sensei, please write a continuation.\Eh? Give me a break... response:	I've got a manga name to write.
context: We hope you will write further continuations,\and based their popularity on our homepage, we would like to distribute them on mobile devices.\Isn't that incredible?\That's because I'm the one who wrote it.\Well, I did use Mashiro and Azuki as models for it, though.\Takagi-sensei, please write a continuation.\Eh? Give me a break...\I've got a manga name to write. response:	And anyway, if you wanted to show this to me, couldn't you have just forwarded it to me?
context: and based their popularity on our homepage, we would like to distribute them on mobile devices.\Isn't that incredible?\That's because I'm the one who wrote it.\Well, I did use Mashiro and Azuki as models for it, though.\Takagi-sensei, please write a continuation.\Eh? Give me a break...\I've got a manga name to write.\And anyway, if you wanted to show this to me, couldn't you have just forwarded it to me? response:	I just wanted to surprise you.
context: Isn't that incredible?\That's because I'm the one who wrote it.\Well, I did use Mashiro and Azuki as models for it, though.\Takagi-sensei, please write a continuation.\Eh? Give me a break...\I've got a manga name to write.\And anyway, if you wanted to show this to me, couldn't you have just forwarded it to me?\I just wanted to surprise you. response:	I wanted us to be happy about it together.
context: That's because I'm the one who wrote it.\Well, I did use Mashiro and Azuki as models for it, though.\Takagi-sensei, please write a continuation.\Eh? Give me a break...\I've got a manga name to write.\And anyway, if you wanted to show this to me, couldn't you have just forwarded it to me?\I just wanted to surprise you.\I wanted us to be happy about it together. response:	And...
context: Well, I did use Mashiro and Azuki as models for it, though.\Takagi-sensei, please write a continuation.\Eh? Give me a break...\I've got a manga name to write.\And anyway, if you wanted to show this to me, couldn't you have just forwarded it to me?\I just wanted to surprise you.\I wanted us to be happy about it together.\And... response:	I wanted to see you...
context: Takagi-sensei, please write a continuation.\Eh? Give me a break...\I've got a manga name to write.\And anyway, if you wanted to show this to me, couldn't you have just forwarded it to me?\I just wanted to surprise you.\I wanted us to be happy about it together.\And...\I wanted to see you... response:	Then you could have just come to my house.
context: Eh? Give me a break...\I've got a manga name to write.\And anyway, if you wanted to show this to me, couldn't you have just forwarded it to me?\I just wanted to surprise you.\I wanted us to be happy about it together.\And...\I wanted to see you...\Then you could have just come to my house. response:	But your big brother's there!
context: I've got a manga name to write.\And anyway, if you wanted to show this to me, couldn't you have just forwarded it to me?\I just wanted to surprise you.\I wanted us to be happy about it together.\And...\I wanted to see you...\Then you could have just come to my house.\But your big brother's there! response:	Just because it's summer vacation right now.
context: And anyway, if you wanted to show this to me, couldn't you have just forwarded it to me?\I just wanted to surprise you.\I wanted us to be happy about it together.\And...\I wanted to see you...\Then you could have just come to my house.\But your big brother's there!\Just because it's summer vacation right now. response:	And because he's got today off from his part-time job.
context: I just wanted to surprise you.\I wanted us to be happy about it together.\And...\I wanted to see you...\Then you could have just come to my house.\But your big brother's there!\Just because it's summer vacation right now.\And because he's got today off from his part-time job. response:	Can't it just be us two?
context: I wanted us to be happy about it together.\And...\I wanted to see you...\Then you could have just come to my house.\But your big brother's there!\Just because it's summer vacation right now.\And because he's got today off from his part-time job.\Can't it just be us two? response:	Sorry, I can help you out a little,
