context: Elementary school response:	Middle school
context: I saw that, I totally saw that.\Exams ended, and my grades were horrible.\Seriously? Sadako 30th?\That's still pretty good.\The first day was bad.\But the class average was up dramatically for some reason.\Yay for Sadako's notes!\Praise be! response:	Zashiki warashi.
context: Exams ended, and my grades were horrible.\Seriously? Sadako 30th?\That's still pretty good.\The first day was bad.\But the class average was up dramatically for some reason.\Yay for Sadako's notes!\Praise be!\Zashiki warashi. response:	Sadako warashi?
context: Seriously? Sadako 30th?\That's still pretty good.\The first day was bad.\But the class average was up dramatically for some reason.\Yay for Sadako's notes!\Praise be!\Zashiki warashi.\Sadako warashi? response:	Maybe it's just me,
context: That's still pretty good.\The first day was bad.\But the class average was up dramatically for some reason.\Yay for Sadako's notes!\Praise be!\Zashiki warashi.\Sadako warashi?\Maybe it's just me, response:	but I think everyone looks at me just a little differently these days.
context: The first day was bad.\But the class average was up dramatically for some reason.\Yay for Sadako's notes!\Praise be!\Zashiki warashi.\Sadako warashi?\Maybe it's just me,\but I think everyone looks at me just a little differently these days. response:	Maybe I made a difference.
context: But the class average was up dramatically for some reason.\Yay for Sadako's notes!\Praise be!\Zashiki warashi.\Sadako warashi?\Maybe it's just me,\but I think everyone looks at me just a little differently these days.\Maybe I made a difference. response:	Let's go eat ramen, Sadako.
context: Yay for Sadako's notes!\Praise be!\Zashiki warashi.\Sadako warashi?\Maybe it's just me,\but I think everyone looks at me just a little differently these days.\Maybe I made a difference.\Let's go eat ramen, Sadako. response:	Me too? Really?
context: Praise be!\Zashiki warashi.\Sadako warashi?\Maybe it's just me,\but I think everyone looks at me just a little differently these days.\Maybe I made a difference.\Let's go eat ramen, Sadako.\Me too? Really? response:	Oh yeah, we haven't heard your horror story yet.
context: Zashiki warashi.\Sadako warashi?\Maybe it's just me,\but I think everyone looks at me just a little differently these days.\Maybe I made a difference.\Let's go eat ramen, Sadako.\Me too? Really?\Oh yeah, we haven't heard your horror story yet. response:	You want to hear it?
context: Sadako warashi?\Maybe it's just me,\but I think everyone looks at me just a little differently these days.\Maybe I made a difference.\Let's go eat ramen, Sadako.\Me too? Really?\Oh yeah, we haven't heard your horror story yet.\You want to hear it? response:	Please no.
context: Maybe it's just me,\but I think everyone looks at me just a little differently these days.\Maybe I made a difference.\Let's go eat ramen, Sadako.\Me too? Really?\Oh yeah, we haven't heard your horror story yet.\You want to hear it?\Please no. response:	Do you have money, Sadako?
context: but I think everyone looks at me just a little differently these days.\Maybe I made a difference.\Let's go eat ramen, Sadako.\Me too? Really?\Oh yeah, we haven't heard your horror story yet.\You want to hear it?\Please no.\Do you have money, Sadako? response:	A little.
context: Maybe I made a difference.\Let's go eat ramen, Sadako.\Me too? Really?\Oh yeah, we haven't heard your horror story yet.\You want to hear it?\Please no.\Do you have money, Sadako?\A little. response:	That's good then.
context: Let's go eat ramen, Sadako.\Me too? Really?\Oh yeah, we haven't heard your horror story yet.\You want to hear it?\Please no.\Do you have money, Sadako?\A little.\That's good then. response:	I don't have a chance to be alone with her anymore!
context: Me too? Really?\Oh yeah, we haven't heard your horror story yet.\You want to hear it?\Please no.\Do you have money, Sadako?\A little.\That's good then.\I don't have a chance to be alone with her anymore! response:	I haven't had ramen in ages.
context: Oh yeah, we haven't heard your horror story yet.\You want to hear it?\Please no.\Do you have money, Sadako?\A little.\That's good then.\I don't have a chance to be alone with her anymore!\I haven't had ramen in ages. response:	Let's go hang out, Kazehaya.
context: You want to hear it?\Please no.\Do you have money, Sadako?\A little.\That's good then.\I don't have a chance to be alone with her anymore!\I haven't had ramen in ages.\Let's go hang out, Kazehaya. response:	I feel like I was just reborn.
context: Please no.\Do you have money, Sadako?\A little.\That's good then.\I don't have a chance to be alone with her anymore!\I haven't had ramen in ages.\Let's go hang out, Kazehaya.\I feel like I was just reborn. response:	Ever since I met you.
context: Do you have money, Sadako?\A little.\That's good then.\I don't have a chance to be alone with her anymore!\I haven't had ramen in ages.\Let's go hang out, Kazehaya.\I feel like I was just reborn.\Ever since I met you. response:	It's not fair.
context: A little.\That's good then.\I don't have a chance to be alone with her anymore!\I haven't had ramen in ages.\Let's go hang out, Kazehaya.\I feel like I was just reborn.\Ever since I met you.\It's not fair. response:	You okay, Kazehaya?
context: That's good then.\I don't have a chance to be alone with her anymore!\I haven't had ramen in ages.\Let's go hang out, Kazehaya.\I feel like I was just reborn.\Ever since I met you.\It's not fair.\You okay, Kazehaya? response:	I have people to care for now.
context: I don't have a chance to be alone with her anymore!\I haven't had ramen in ages.\Let's go hang out, Kazehaya.\I feel like I was just reborn.\Ever since I met you.\It's not fair.\You okay, Kazehaya?\I have people to care for now. response:	Did you know? Friends eat ramen together.
context: I haven't had ramen in ages.\Let's go hang out, Kazehaya.\I feel like I was just reborn.\Ever since I met you.\It's not fair.\You okay, Kazehaya?\I have people to care for now.\Did you know? Friends eat ramen together. response:	Really?
context: Let's go hang out, Kazehaya.\I feel like I was just reborn.\Ever since I met you.\It's not fair.\You okay, Kazehaya?\I have people to care for now.\Did you know? Friends eat ramen together.\Really? response:	Don't be fooled, Sadako.
context: I feel like I was just reborn.\Ever since I met you.\It's not fair.\You okay, Kazehaya?\I have people to care for now.\Did you know? Friends eat ramen together.\Really?\Don't be fooled, Sadako. response:	I did something that I couldn't do on my own.
context: Ever since I met you.\It's not fair.\You okay, Kazehaya?\I have people to care for now.\Did you know? Friends eat ramen together.\Really?\Don't be fooled, Sadako.\I did something that I couldn't do on my own. response:	How am I supposed to take her from them when she looks so happy?
context: It's not fair.\You okay, Kazehaya?\I have people to care for now.\Did you know? Friends eat ramen together.\Really?\Don't be fooled, Sadako.\I did something that I couldn't do on my own.\How am I supposed to take her from them when she looks so happy? response:	Come on...
context: You okay, Kazehaya?\I have people to care for now.\Did you know? Friends eat ramen together.\Really?\Don't be fooled, Sadako.\I did something that I couldn't do on my own.\How am I supposed to take her from them when she looks so happy?\Come on... response:	What's wrong Kazehaya, are you okay?
context: I have people to care for now.\Did you know? Friends eat ramen together.\Really?\Don't be fooled, Sadako.\I did something that I couldn't do on my own.\How am I supposed to take her from them when she looks so happy?\Come on...\What's wrong Kazehaya, are you okay? response:	You want to go to the nurse's office?
context: Did you know? Friends eat ramen together.\Really?\Don't be fooled, Sadako.\I did something that I couldn't do on my own.\How am I supposed to take her from them when she looks so happy?\Come on...\What's wrong Kazehaya, are you okay?\You want to go to the nurse's office? response:	Hey, Sadako.
context: Really?\Don't be fooled, Sadako.\I did something that I couldn't do on my own.\How am I supposed to take her from them when she looks so happy?\Come on...\What's wrong Kazehaya, are you okay?\You want to go to the nurse's office?\Hey, Sadako. response:	Oh, from earlier.
context: Don't be fooled, Sadako.\I did something that I couldn't do on my own.\How am I supposed to take her from them when she looks so happy?\Come on...\What's wrong Kazehaya, are you okay?\You want to go to the nurse's office?\Hey, Sadako.\Oh, from earlier. response:	So you became friends, just like you wanted. That's good.
context: I did something that I couldn't do on my own.\How am I supposed to take her from them when she looks so happy?\Come on...\What's wrong Kazehaya, are you okay?\You want to go to the nurse's office?\Hey, Sadako.\Oh, from earlier.\So you became friends, just like you wanted. That's good. response:	Friends.
context: How am I supposed to take her from them when she looks so happy?\Come on...\What's wrong Kazehaya, are you okay?\You want to go to the nurse's office?\Hey, Sadako.\Oh, from earlier.\So you became friends, just like you wanted. That's good.\Friends. response:	Nice to meet you, Sadako.
context: Come on...\What's wrong Kazehaya, are you okay?\You want to go to the nurse's office?\Hey, Sadako.\Oh, from earlier.\So you became friends, just like you wanted. That's good.\Friends.\Nice to meet you, Sadako. response:	Later.
context: What's wrong Kazehaya, are you okay?\You want to go to the nurse's office?\Hey, Sadako.\Oh, from earlier.\So you became friends, just like you wanted. That's good.\Friends.\Nice to meet you, Sadako.\Later. response:	I just acknowledged it.
context: You want to go to the nurse's office?\Hey, Sadako.\Oh, from earlier.\So you became friends, just like you wanted. That's good.\Friends.\Nice to meet you, Sadako.\Later.\I just acknowledged it. response:	Sadako,
context: Hey, Sadako.\Oh, from earlier.\So you became friends, just like you wanted. That's good.\Friends.\Nice to meet you, Sadako.\Later.\I just acknowledged it.\Sadako, response:	What did you say about us again?
context: Oh, from earlier.\So you became friends, just like you wanted. That's good.\Friends.\Nice to meet you, Sadako.\Later.\I just acknowledged it.\Sadako,\What did you say about us again? response:	You more than like us, you what?
context: So you became friends, just like you wanted. That's good.\Friends.\Nice to meet you, Sadako.\Later.\I just acknowledged it.\Sadako,\What did you say about us again?\You more than like us, you what? response:	I love you.
context: Friends.\Nice to meet you, Sadako.\Later.\I just acknowledged it.\Sadako,\What did you say about us again?\You more than like us, you what?\I love you. response:	Yeah? You love us, huh?
context: Nice to meet you, Sadako.\Later.\I just acknowledged it.\Sadako,\What did you say about us again?\You more than like us, you what?\I love you.\Yeah? You love us, huh? response:	A lot of things have changed since I met Kazehaya-kun.
context: Later.\I just acknowledged it.\Sadako,\What did you say about us again?\You more than like us, you what?\I love you.\Yeah? You love us, huh?\A lot of things have changed since I met Kazehaya-kun. response:	I've learned a lot of new feelings.
context: I just acknowledged it.\Sadako,\What did you say about us again?\You more than like us, you what?\I love you.\Yeah? You love us, huh?\A lot of things have changed since I met Kazehaya-kun.\I've learned a lot of new feelings. response:	Oh yeah, tell that horror story.
context: Sadako,\What did you say about us again?\You more than like us, you what?\I love you.\Yeah? You love us, huh?\A lot of things have changed since I met Kazehaya-kun.\I've learned a lot of new feelings.\Oh yeah, tell that horror story. response:	I'll listen.
context: What did you say about us again?\You more than like us, you what?\I love you.\Yeah? You love us, huh?\A lot of things have changed since I met Kazehaya-kun.\I've learned a lot of new feelings.\Oh yeah, tell that horror story.\I'll listen. response:	There once was a Biwa player named Houichi.
context: You more than like us, you what?\I love you.\Yeah? You love us, huh?\A lot of things have changed since I met Kazehaya-kun.\I've learned a lot of new feelings.\Oh yeah, tell that horror story.\I'll listen.\There once was a Biwa player named Houichi. response:	Isn't that Miminashi Houichi?!
context: I love you.\Yeah? You love us, huh?\A lot of things have changed since I met Kazehaya-kun.\I've learned a lot of new feelings.\Oh yeah, tell that horror story.\I'll listen.\There once was a Biwa player named Houichi.\Isn't that Miminashi Houichi?! response:	Kazehaya-san was seriously pissed.
context: Yeah? You love us, huh?\A lot of things have changed since I met Kazehaya-kun.\I've learned a lot of new feelings.\Oh yeah, tell that horror story.\I'll listen.\There once was a Biwa player named Houichi.\Isn't that Miminashi Houichi?!\Kazehaya-san was seriously pissed. response:	He said he hates stupid rumors.
context: A lot of things have changed since I met Kazehaya-kun.\I've learned a lot of new feelings.\Oh yeah, tell that horror story.\I'll listen.\There once was a Biwa player named Houichi.\Isn't that Miminashi Houichi?!\Kazehaya-san was seriously pissed.\He said he hates stupid rumors. response:	It was about us, wasn't it?
context: I've learned a lot of new feelings.\Oh yeah, tell that horror story.\I'll listen.\There once was a Biwa player named Houichi.\Isn't that Miminashi Houichi?!\Kazehaya-san was seriously pissed.\He said he hates stupid rumors.\It was about us, wasn't it? response:	I'm sort of worried.
context: Oh yeah, tell that horror story.\I'll listen.\There once was a Biwa player named Houichi.\Isn't that Miminashi Houichi?!\Kazehaya-san was seriously pissed.\He said he hates stupid rumors.\It was about us, wasn't it?\I'm sort of worried. response:	Yuka's really liked Kazehaya since middle school.
context: I'll listen.\There once was a Biwa player named Houichi.\Isn't that Miminashi Houichi?!\Kazehaya-san was seriously pissed.\He said he hates stupid rumors.\It was about us, wasn't it?\I'm sort of worried.\Yuka's really liked Kazehaya since middle school. response:	Wait, Yuka.
context: There once was a Biwa player named Houichi.\Isn't that Miminashi Houichi?!\Kazehaya-san was seriously pissed.\He said he hates stupid rumors.\It was about us, wasn't it?\I'm sort of worried.\Yuka's really liked Kazehaya since middle school.\Wait, Yuka. response:	Silly girls.
context: Isn't that Miminashi Houichi?!\Kazehaya-san was seriously pissed.\He said he hates stupid rumors.\It was about us, wasn't it?\I'm sort of worried.\Yuka's really liked Kazehaya since middle school.\Wait, Yuka.\Silly girls. response:	Of course he's going to hate you for that.
context: Kazehaya-san was seriously pissed.\He said he hates stupid rumors.\It was about us, wasn't it?\I'm sort of worried.\Yuka's really liked Kazehaya since middle school.\Wait, Yuka.\Silly girls.\Of course he's going to hate you for that. response:	My beloved friends.
context: He said he hates stupid rumors.\It was about us, wasn't it?\I'm sort of worried.\Yuka's really liked Kazehaya since middle school.\Wait, Yuka.\Silly girls.\Of course he's going to hate you for that.\My beloved friends. response:	My precious time.
context: It was about us, wasn't it?\I'm sort of worried.\Yuka's really liked Kazehaya since middle school.\Wait, Yuka.\Silly girls.\Of course he's going to hate you for that.\My beloved friends.\My precious time. response:	Next episode: Saturday Night
