context: Yeah, it's finished. response:	I'll mail it within the week, so make sure you get it.
context: It's the gangst er, I mean, Miwa's dad.\I'm helpin' out the commerce and industry association.\Huh, sounds like a lot of work.\Okay, one hundred yen!\Seriously?\Can you really scoop with this?\Do yer best, Sensei!\Yeah! response:	Now!
context: I'm helpin' out the commerce and industry association.\Huh, sounds like a lot of work.\Okay, one hundred yen!\Seriously?\Can you really scoop with this?\Do yer best, Sensei!\Yeah!\Now! response:	Huh?
context: Huh, sounds like a lot of work.\Okay, one hundred yen!\Seriously?\Can you really scoop with this?\Do yer best, Sensei!\Yeah!\Now!\Huh? response:	Yer bad at this, Sensei.
context: Okay, one hundred yen!\Seriously?\Can you really scoop with this?\Do yer best, Sensei!\Yeah!\Now!\Huh?\Yer bad at this, Sensei. response:	Sir, isn't this scoop defective?!
context: Seriously?\Can you really scoop with this?\Do yer best, Sensei!\Yeah!\Now!\Huh?\Yer bad at this, Sensei.\Sir, isn't this scoop defective?! response:	That ain't so. Yer just bad.
context: Can you really scoop with this?\Do yer best, Sensei!\Yeah!\Now!\Huh?\Yer bad at this, Sensei.\Sir, isn't this scoop defective?!\That ain't so. Yer just bad. response:	Damn it! One more time...
context: Do yer best, Sensei!\Yeah!\Now!\Huh?\Yer bad at this, Sensei.\Sir, isn't this scoop defective?!\That ain't so. Yer just bad.\Damn it! One more time... response:	Sensei, could you move aside for a moment?
context: Yeah!\Now!\Huh?\Yer bad at this, Sensei.\Sir, isn't this scoop defective?!\That ain't so. Yer just bad.\Damn it! One more time...\Sensei, could you move aside for a moment? response:	Oh, you're the nurse.
context: Now!\Huh?\Yer bad at this, Sensei.\Sir, isn't this scoop defective?!\That ain't so. Yer just bad.\Damn it! One more time...\Sensei, could you move aside for a moment?\Oh, you're the nurse. response:	It's Iku-nee!
context: Huh?\Yer bad at this, Sensei.\Sir, isn't this scoop defective?!\That ain't so. Yer just bad.\Damn it! One more time...\Sensei, could you move aside for a moment?\Oh, you're the nurse.\It's Iku-nee! response:	For this, you can't make a big splash.
context: Yer bad at this, Sensei.\Sir, isn't this scoop defective?!\That ain't so. Yer just bad.\Damn it! One more time...\Sensei, could you move aside for a moment?\Oh, you're the nurse.\It's Iku-nee!\For this, you can't make a big splash. response:	Just watch Iku-chan's slick moves.
context: Sir, isn't this scoop defective?!\That ain't so. Yer just bad.\Damn it! One more time...\Sensei, could you move aside for a moment?\Oh, you're the nurse.\It's Iku-nee!\For this, you can't make a big splash.\Just watch Iku-chan's slick moves. response:	I-It's...
context: That ain't so. Yer just bad.\Damn it! One more time...\Sensei, could you move aside for a moment?\Oh, you're the nurse.\It's Iku-nee!\For this, you can't make a big splash.\Just watch Iku-chan's slick moves.\I-It's... response:	as if the goldfish are asking to be scooped!
context: Damn it! One more time...\Sensei, could you move aside for a moment?\Oh, you're the nurse.\It's Iku-nee!\For this, you can't make a big splash.\Just watch Iku-chan's slick moves.\I-It's...\as if the goldfish are asking to be scooped! response:	Goldfish Scooping
context: Sensei, could you move aside for a moment?\Oh, you're the nurse.\It's Iku-nee!\For this, you can't make a big splash.\Just watch Iku-chan's slick moves.\I-It's...\as if the goldfish are asking to be scooped!\Goldfish Scooping response:	Oh! It's Iku!
context: Oh, you're the nurse.\It's Iku-nee!\For this, you can't make a big splash.\Just watch Iku-chan's slick moves.\I-It's...\as if the goldfish are asking to be scooped!\Goldfish Scooping\Oh! It's Iku! response:	She's amazin' as always.
context: It's Iku-nee!\For this, you can't make a big splash.\Just watch Iku-chan's slick moves.\I-It's...\as if the goldfish are asking to be scooped!\Goldfish Scooping\Oh! It's Iku!\She's amazin' as always. response:	Iku-chan comin' by puts me in the red.
context: For this, you can't make a big splash.\Just watch Iku-chan's slick moves.\I-It's...\as if the goldfish are asking to be scooped!\Goldfish Scooping\Oh! It's Iku!\She's amazin' as always.\Iku-chan comin' by puts me in the red. response:	Though there ain't no way she needs this many fish...
context: Just watch Iku-chan's slick moves.\I-It's...\as if the goldfish are asking to be scooped!\Goldfish Scooping\Oh! It's Iku!\She's amazin' as always.\Iku-chan comin' by puts me in the red.\Though there ain't no way she needs this many fish... response:	True...
context: I-It's...\as if the goldfish are asking to be scooped!\Goldfish Scooping\Oh! It's Iku!\She's amazin' as always.\Iku-chan comin' by puts me in the red.\Though there ain't no way she needs this many fish...\True... response:	Now for the last spurt!
context: as if the goldfish are asking to be scooped!\Goldfish Scooping\Oh! It's Iku!\She's amazin' as always.\Iku-chan comin' by puts me in the red.\Though there ain't no way she needs this many fish...\True...\Now for the last spurt! response:	Iku!
context: Goldfish Scooping\Oh! It's Iku!\She's amazin' as always.\Iku-chan comin' by puts me in the red.\Though there ain't no way she needs this many fish...\True...\Now for the last spurt!\Iku! response:	What're you doin', Aiko?!
context: Oh! It's Iku!\She's amazin' as always.\Iku-chan comin' by puts me in the red.\Though there ain't no way she needs this many fish...\True...\Now for the last spurt!\Iku!\What're you doin', Aiko?! response:	Iku-chan, this's no good.
context: She's amazin' as always.\Iku-chan comin' by puts me in the red.\Though there ain't no way she needs this many fish...\True...\Now for the last spurt!\Iku!\What're you doin', Aiko?!\Iku-chan, this's no good. response:	Jeez! I was'bout to set a new record!
context: Iku-chan comin' by puts me in the red.\Though there ain't no way she needs this many fish...\True...\Now for the last spurt!\Iku!\What're you doin', Aiko?!\Iku-chan, this's no good.\Jeez! I was'bout to set a new record! response:	Ikuko lays waste to the goldfish scoopin' every single year.
context: Though there ain't no way she needs this many fish...\True...\Now for the last spurt!\Iku!\What're you doin', Aiko?!\Iku-chan, this's no good.\Jeez! I was'bout to set a new record!\Ikuko lays waste to the goldfish scoopin' every single year. response:	The teacher!
context: True...\Now for the last spurt!\Iku!\What're you doin', Aiko?!\Iku-chan, this's no good.\Jeez! I was'bout to set a new record!\Ikuko lays waste to the goldfish scoopin' every single year.\The teacher! response:	Ev'rything in moderation,
context: Now for the last spurt!\Iku!\What're you doin', Aiko?!\Iku-chan, this's no good.\Jeez! I was'bout to set a new record!\Ikuko lays waste to the goldfish scoopin' every single year.\The teacher!\Ev'rything in moderation, response:	I always taught her at the branch school.
context: Iku!\What're you doin', Aiko?!\Iku-chan, this's no good.\Jeez! I was'bout to set a new record!\Ikuko lays waste to the goldfish scoopin' every single year.\The teacher!\Ev'rything in moderation,\I always taught her at the branch school. response:	Huh, you don't say...
context: What're you doin', Aiko?!\Iku-chan, this's no good.\Jeez! I was'bout to set a new record!\Ikuko lays waste to the goldfish scoopin' every single year.\The teacher!\Ev'rything in moderation,\I always taught her at the branch school.\Huh, you don't say... response:	I think he wants me to point out something,
context: Iku-chan, this's no good.\Jeez! I was'bout to set a new record!\Ikuko lays waste to the goldfish scoopin' every single year.\The teacher!\Ev'rything in moderation,\I always taught her at the branch school.\Huh, you don't say...\I think he wants me to point out something, response:	but I'll ignore him...
context: Jeez! I was'bout to set a new record!\Ikuko lays waste to the goldfish scoopin' every single year.\The teacher!\Ev'rything in moderation,\I always taught her at the branch school.\Huh, you don't say...\I think he wants me to point out something,\but I'll ignore him... response:	You couldn't catch any goldfish.
context: Ikuko lays waste to the goldfish scoopin' every single year.\The teacher!\Ev'rything in moderation,\I always taught her at the branch school.\Huh, you don't say...\I think he wants me to point out something,\but I'll ignore him...\You couldn't catch any goldfish. response:	It's a lot of work taking care of a pet, so I decided not to catch any.
context: The teacher!\Ev'rything in moderation,\I always taught her at the branch school.\Huh, you don't say...\I think he wants me to point out something,\but I'll ignore him...\You couldn't catch any goldfish.\It's a lot of work taking care of a pet, so I decided not to catch any. response:	Somethin's goin' on there!
context: Ev'rything in moderation,\I always taught her at the branch school.\Huh, you don't say...\I think he wants me to point out something,\but I'll ignore him...\You couldn't catch any goldfish.\It's a lot of work taking care of a pet, so I decided not to catch any.\Somethin's goin' on there! response:	What could it be?
context: I always taught her at the branch school.\Huh, you don't say...\I think he wants me to point out something,\but I'll ignore him...\You couldn't catch any goldfish.\It's a lot of work taking care of a pet, so I decided not to catch any.\Somethin's goin' on there!\What could it be? response:	It's a free-throw competition.
context: Huh, you don't say...\I think he wants me to point out something,\but I'll ignore him...\You couldn't catch any goldfish.\It's a lot of work taking care of a pet, so I decided not to catch any.\Somethin's goin' on there!\What could it be?\It's a free-throw competition. response:	It's Akki!
context: I think he wants me to point out something,\but I'll ignore him...\You couldn't catch any goldfish.\It's a lot of work taking care of a pet, so I decided not to catch any.\Somethin's goin' on there!\What could it be?\It's a free-throw competition.\It's Akki! response:	Akki!
context: but I'll ignore him...\You couldn't catch any goldfish.\It's a lot of work taking care of a pet, so I decided not to catch any.\Somethin's goin' on there!\What could it be?\It's a free-throw competition.\It's Akki!\Akki! response:	Teams of four can win festival tickets based on the number of points they make.
context: You couldn't catch any goldfish.\It's a lot of work taking care of a pet, so I decided not to catch any.\Somethin's goin' on there!\What could it be?\It's a free-throw competition.\It's Akki!\Akki!\Teams of four can win festival tickets based on the number of points they make. response:	We're playing, too!
context: It's a lot of work taking care of a pet, so I decided not to catch any.\Somethin's goin' on there!\What could it be?\It's a free-throw competition.\It's Akki!\Akki!\Teams of four can win festival tickets based on the number of points they make.\We're playing, too! response:	The brats!
context: Somethin's goin' on there!\What could it be?\It's a free-throw competition.\It's Akki!\Akki!\Teams of four can win festival tickets based on the number of points they make.\We're playing, too!\The brats! response:	We're on the same team.
context: What could it be?\It's a free-throw competition.\It's Akki!\Akki!\Teams of four can win festival tickets based on the number of points they make.\We're playing, too!\The brats!\We're on the same team. response:	If not for the middle schoolers blinded by their greed for tickets,
context: It's a free-throw competition.\It's Akki!\Akki!\Teams of four can win festival tickets based on the number of points they make.\We're playing, too!\The brats!\We're on the same team.\If not for the middle schoolers blinded by their greed for tickets, response:	we would be certain to take first place.
context: It's Akki!\Akki!\Teams of four can win festival tickets based on the number of points they make.\We're playing, too!\The brats!\We're on the same team.\If not for the middle schoolers blinded by their greed for tickets,\we would be certain to take first place. response:	First place is 5,000 yen!
context: Akki!\Teams of four can win festival tickets based on the number of points they make.\We're playing, too!\The brats!\We're on the same team.\If not for the middle schoolers blinded by their greed for tickets,\we would be certain to take first place.\First place is 5,000 yen! response:	Let's show'em that the softball team is invincible!
context: Teams of four can win festival tickets based on the number of points they make.\We're playing, too!\The brats!\We're on the same team.\If not for the middle schoolers blinded by their greed for tickets,\we would be certain to take first place.\First place is 5,000 yen!\Let's show'em that the softball team is invincible! response:	Okay, Miwacchi!
context: We're playing, too!\The brats!\We're on the same team.\If not for the middle schoolers blinded by their greed for tickets,\we would be certain to take first place.\First place is 5,000 yen!\Let's show'em that the softball team is invincible!\Okay, Miwacchi! response:	The air around them is dead...
context: The brats!\We're on the same team.\If not for the middle schoolers blinded by their greed for tickets,\we would be certain to take first place.\First place is 5,000 yen!\Let's show'em that the softball team is invincible!\Okay, Miwacchi!\The air around them is dead... response:	Hey, isn't Tama with you?
context: We're on the same team.\If not for the middle schoolers blinded by their greed for tickets,\we would be certain to take first place.\First place is 5,000 yen!\Let's show'em that the softball team is invincible!\Okay, Miwacchi!\The air around them is dead...\Hey, isn't Tama with you? response:	Oh, Sensei!
context: If not for the middle schoolers blinded by their greed for tickets,\we would be certain to take first place.\First place is 5,000 yen!\Let's show'em that the softball team is invincible!\Okay, Miwacchi!\The air around them is dead...\Hey, isn't Tama with you?\Oh, Sensei! response:	Tama went to buy a manga that came out today.
context: we would be certain to take first place.\First place is 5,000 yen!\Let's show'em that the softball team is invincible!\Okay, Miwacchi!\The air around them is dead...\Hey, isn't Tama with you?\Oh, Sensei!\Tama went to buy a manga that came out today. response:	We hafta have four people to do this,
context: First place is 5,000 yen!\Let's show'em that the softball team is invincible!\Okay, Miwacchi!\The air around them is dead...\Hey, isn't Tama with you?\Oh, Sensei!\Tama went to buy a manga that came out today.\We hafta have four people to do this, response:	so I wish she'd get back soon!
context: Let's show'em that the softball team is invincible!\Okay, Miwacchi!\The air around them is dead...\Hey, isn't Tama with you?\Oh, Sensei!\Tama went to buy a manga that came out today.\We hafta have four people to do this,\so I wish she'd get back soon! response:	It's the Sensei we've heard about!
context: Okay, Miwacchi!\The air around them is dead...\Hey, isn't Tama with you?\Oh, Sensei!\Tama went to buy a manga that came out today.\We hafta have four people to do this,\so I wish she'd get back soon!\It's the Sensei we've heard about! response:	Wow, what a hottie!
context: The air around them is dead...\Hey, isn't Tama with you?\Oh, Sensei!\Tama went to buy a manga that came out today.\We hafta have four people to do this,\so I wish she'd get back soon!\It's the Sensei we've heard about!\Wow, what a hottie! response:	Nice shot, Akki!
context: Hey, isn't Tama with you?\Oh, Sensei!\Tama went to buy a manga that came out today.\We hafta have four people to do this,\so I wish she'd get back soon!\It's the Sensei we've heard about!\Wow, what a hottie!\Nice shot, Akki! response:	That Akki's awful brazen for a sixth grader.
context: Oh, Sensei!\Tama went to buy a manga that came out today.\We hafta have four people to do this,\so I wish she'd get back soon!\It's the Sensei we've heard about!\Wow, what a hottie!\Nice shot, Akki!\That Akki's awful brazen for a sixth grader. response:	Akki's got pretty high specs, despite his appearance.
context: Tama went to buy a manga that came out today.\We hafta have four people to do this,\so I wish she'd get back soon!\It's the Sensei we've heard about!\Wow, what a hottie!\Nice shot, Akki!\That Akki's awful brazen for a sixth grader.\Akki's got pretty high specs, despite his appearance. response:	We're up next! What's Tama doin'?!
context: We hafta have four people to do this,\so I wish she'd get back soon!\It's the Sensei we've heard about!\Wow, what a hottie!\Nice shot, Akki!\That Akki's awful brazen for a sixth grader.\Akki's got pretty high specs, despite his appearance.\We're up next! What's Tama doin'?! response:	She's late!
context: so I wish she'd get back soon!\It's the Sensei we've heard about!\Wow, what a hottie!\Nice shot, Akki!\That Akki's awful brazen for a sixth grader.\Akki's got pretty high specs, despite his appearance.\We're up next! What's Tama doin'?!\She's late! response:	Meanwhile, Tama is...
context: It's the Sensei we've heard about!\Wow, what a hottie!\Nice shot, Akki!\That Akki's awful brazen for a sixth grader.\Akki's got pretty high specs, despite his appearance.\We're up next! What's Tama doin'?!\She's late!\Meanwhile, Tama is... response:	Why isn't it here on the release date?!
context: Wow, what a hottie!\Nice shot, Akki!\That Akki's awful brazen for a sixth grader.\Akki's got pretty high specs, despite his appearance.\We're up next! What's Tama doin'?!\She's late!\Meanwhile, Tama is...\Why isn't it here on the release date?! response:	Ain't it always like this?
context: Nice shot, Akki!\That Akki's awful brazen for a sixth grader.\Akki's got pretty high specs, despite his appearance.\We're up next! What's Tama doin'?!\She's late!\Meanwhile, Tama is...\Why isn't it here on the release date?!\Ain't it always like this? response:	Next, the Softball Glasses Team!
context: That Akki's awful brazen for a sixth grader.\Akki's got pretty high specs, despite his appearance.\We're up next! What's Tama doin'?!\She's late!\Meanwhile, Tama is...\Why isn't it here on the release date?!\Ain't it always like this?\Next, the Softball Glasses Team! response:	This's bad, Miwacchi!
context: Akki's got pretty high specs, despite his appearance.\We're up next! What's Tama doin'?!\She's late!\Meanwhile, Tama is...\Why isn't it here on the release date?!\Ain't it always like this?\Next, the Softball Glasses Team!\This's bad, Miwacchi! response:	Please come forward.
context: We're up next! What's Tama doin'?!\She's late!\Meanwhile, Tama is...\Why isn't it here on the release date?!\Ain't it always like this?\Next, the Softball Glasses Team!\This's bad, Miwacchi!\Please come forward. response:	Jeez! That rotten glasses girl!
context: She's late!\Meanwhile, Tama is...\Why isn't it here on the release date?!\Ain't it always like this?\Next, the Softball Glasses Team!\This's bad, Miwacchi!\Please come forward.\Jeez! That rotten glasses girl! response:	Sensei, help us!
context: Meanwhile, Tama is...\Why isn't it here on the release date?!\Ain't it always like this?\Next, the Softball Glasses Team!\This's bad, Miwacchi!\Please come forward.\Jeez! That rotten glasses girl!\Sensei, help us! response:	You just hafta get one shot in!
context: Why isn't it here on the release date?!\Ain't it always like this?\Next, the Softball Glasses Team!\This's bad, Miwacchi!\Please come forward.\Jeez! That rotten glasses girl!\Sensei, help us!\You just hafta get one shot in! response:	Just get one in? It's not that easy!
context: Ain't it always like this?\Next, the Softball Glasses Team!\This's bad, Miwacchi!\Please come forward.\Jeez! That rotten glasses girl!\Sensei, help us!\You just hafta get one shot in!\Just get one in? It's not that easy! response:	Okay, first shot!
context: Next, the Softball Glasses Team!\This's bad, Miwacchi!\Please come forward.\Jeez! That rotten glasses girl!\Sensei, help us!\You just hafta get one shot in!\Just get one in? It's not that easy!\Okay, first shot! response:	There!
context: This's bad, Miwacchi!\Please come forward.\Jeez! That rotten glasses girl!\Sensei, help us!\You just hafta get one shot in!\Just get one in? It's not that easy!\Okay, first shot!\There! response:	Second shot!
context: Please come forward.\Jeez! That rotten glasses girl!\Sensei, help us!\You just hafta get one shot in!\Just get one in? It's not that easy!\Okay, first shot!\There!\Second shot! response:	Third shot!
context: Jeez! That rotten glasses girl!\Sensei, help us!\You just hafta get one shot in!\Just get one in? It's not that easy!\Okay, first shot!\There!\Second shot!\Third shot! response:	You guys are too good at this! Aren't you on the softball team?!
context: Sensei, help us!\You just hafta get one shot in!\Just get one in? It's not that easy!\Okay, first shot!\There!\Second shot!\Third shot!\You guys are too good at this! Aren't you on the softball team?! response:	It's'cuz we help out with the basketball team sometimes.
context: You just hafta get one shot in!\Just get one in? It's not that easy!\Okay, first shot!\There!\Second shot!\Third shot!\You guys are too good at this! Aren't you on the softball team?!\It's'cuz we help out with the basketball team sometimes. response:	There ain't many people, so there's plenty of give and take.
context: Just get one in? It's not that easy!\Okay, first shot!\There!\Second shot!\Third shot!\You guys are too good at this! Aren't you on the softball team?!\It's'cuz we help out with the basketball team sometimes.\There ain't many people, so there's plenty of give and take. response:	Rural clubs are incredibly flexible...
context: Okay, first shot!\There!\Second shot!\Third shot!\You guys are too good at this! Aren't you on the softball team?!\It's'cuz we help out with the basketball team sometimes.\There ain't many people, so there's plenty of give and take.\Rural clubs are incredibly flexible... response:	Here!
context: There!\Second shot!\Third shot!\You guys are too good at this! Aren't you on the softball team?!\It's'cuz we help out with the basketball team sometimes.\There ain't many people, so there's plenty of give and take.\Rural clubs are incredibly flexible...\Here! response:	C'mon, get goin', Sensei!
context: Second shot!\Third shot!\You guys are too good at this! Aren't you on the softball team?!\It's'cuz we help out with the basketball team sometimes.\There ain't many people, so there's plenty of give and take.\Rural clubs are incredibly flexible...\Here!\C'mon, get goin', Sensei! response:	Huh? For real?!
context: Third shot!\You guys are too good at this! Aren't you on the softball team?!\It's'cuz we help out with the basketball team sometimes.\There ain't many people, so there's plenty of give and take.\Rural clubs are incredibly flexible...\Here!\C'mon, get goin', Sensei!\Huh? For real?! response:	Do I have to do this?
context: You guys are too good at this! Aren't you on the softball team?!\It's'cuz we help out with the basketball team sometimes.\There ain't many people, so there's plenty of give and take.\Rural clubs are incredibly flexible...\Here!\C'mon, get goin', Sensei!\Huh? For real?!\Do I have to do this? response:	Do yer best, Sensei!
context: It's'cuz we help out with the basketball team sometimes.\There ain't many people, so there's plenty of give and take.\Rural clubs are incredibly flexible...\Here!\C'mon, get goin', Sensei!\Huh? For real?!\Do I have to do this?\Do yer best, Sensei! response:	I never thought this day would come, when I would reveal my hidden talent.
context: There ain't many people, so there's plenty of give and take.\Rural clubs are incredibly flexible...\Here!\C'mon, get goin', Sensei!\Huh? For real?!\Do I have to do this?\Do yer best, Sensei!\I never thought this day would come, when I would reveal my hidden talent. response:	Yes, long ago, I...
context: Rural clubs are incredibly flexible...\Here!\C'mon, get goin', Sensei!\Huh? For real?!\Do I have to do this?\Do yer best, Sensei!\I never thought this day would come, when I would reveal my hidden talent.\Yes, long ago, I... response:	read a basketball manga!
context: Here!\C'mon, get goin', Sensei!\Huh? For real?!\Do I have to do this?\Do yer best, Sensei!\I never thought this day would come, when I would reveal my hidden talent.\Yes, long ago, I...\read a basketball manga! response:	The winner is the Akki Squad!
context: C'mon, get goin', Sensei!\Huh? For real?!\Do I have to do this?\Do yer best, Sensei!\I never thought this day would come, when I would reveal my hidden talent.\Yes, long ago, I...\read a basketball manga!\The winner is the Akki Squad! response:	They did well for grade schoolers!
context: Huh? For real?!\Do I have to do this?\Do yer best, Sensei!\I never thought this day would come, when I would reveal my hidden talent.\Yes, long ago, I...\read a basketball manga!\The winner is the Akki Squad!\They did well for grade schoolers! response:	Very impressive!
context: Do I have to do this?\Do yer best, Sensei!\I never thought this day would come, when I would reveal my hidden talent.\Yes, long ago, I...\read a basketball manga!\The winner is the Akki Squad!\They did well for grade schoolers!\Very impressive! response:	Sensei, cheer up.
context: Do yer best, Sensei!\I never thought this day would come, when I would reveal my hidden talent.\Yes, long ago, I...\read a basketball manga!\The winner is the Akki Squad!\They did well for grade schoolers!\Very impressive!\Sensei, cheer up. response:	No...
context: I never thought this day would come, when I would reveal my hidden talent.\Yes, long ago, I...\read a basketball manga!\The winner is the Akki Squad!\They did well for grade schoolers!\Very impressive!\Sensei, cheer up.\No... response:	I thought I could do it...
context: Yes, long ago, I...\read a basketball manga!\The winner is the Akki Squad!\They did well for grade schoolers!\Very impressive!\Sensei, cheer up.\No...\I thought I could do it... response:	Here, Sensei!
context: read a basketball manga!\The winner is the Akki Squad!\They did well for grade schoolers!\Very impressive!\Sensei, cheer up.\No...\I thought I could do it...\Here, Sensei! response:	It ain't much, but second place got us tickets,
context: The winner is the Akki Squad!\They did well for grade schoolers!\Very impressive!\Sensei, cheer up.\No...\I thought I could do it...\Here, Sensei!\It ain't much, but second place got us tickets, response:	so here's your share: 300 yen.
context: They did well for grade schoolers!\Very impressive!\Sensei, cheer up.\No...\I thought I could do it...\Here, Sensei!\It ain't much, but second place got us tickets,\so here's your share: 300 yen. response:	Can I really have this, even though I missed?
context: Very impressive!\Sensei, cheer up.\No...\I thought I could do it...\Here, Sensei!\It ain't much, but second place got us tickets,\so here's your share: 300 yen.\Can I really have this, even though I missed? response:	It's Tama's share, but since she ain't here...
context: Sensei, cheer up.\No...\I thought I could do it...\Here, Sensei!\It ain't much, but second place got us tickets,\so here's your share: 300 yen.\Can I really have this, even though I missed?\It's Tama's share, but since she ain't here... response:	Meanwhile, Tama is...
context: No...\I thought I could do it...\Here, Sensei!\It ain't much, but second place got us tickets,\so here's your share: 300 yen.\Can I really have this, even though I missed?\It's Tama's share, but since she ain't here...\Meanwhile, Tama is... response:	I asked you to reserve me a copy!
context: I thought I could do it...\Here, Sensei!\It ain't much, but second place got us tickets,\so here's your share: 300 yen.\Can I really have this, even though I missed?\It's Tama's share, but since she ain't here...\Meanwhile, Tama is...\I asked you to reserve me a copy! response:	Why'd you sell it?!
context: Here, Sensei!\It ain't much, but second place got us tickets,\so here's your share: 300 yen.\Can I really have this, even though I missed?\It's Tama's share, but since she ain't here...\Meanwhile, Tama is...\I asked you to reserve me a copy!\Why'd you sell it?! response:	We'll get another one soon.
context: It ain't much, but second place got us tickets,\so here's your share: 300 yen.\Can I really have this, even though I missed?\It's Tama's share, but since she ain't here...\Meanwhile, Tama is...\I asked you to reserve me a copy!\Why'd you sell it?!\We'll get another one soon. response:	What the heck?!
context: so here's your share: 300 yen.\Can I really have this, even though I missed?\It's Tama's share, but since she ain't here...\Meanwhile, Tama is...\I asked you to reserve me a copy!\Why'd you sell it?!\We'll get another one soon.\What the heck?! response:	Takoyaki Yakisoba Cotton Candy Drinks
context: Can I really have this, even though I missed?\It's Tama's share, but since she ain't here...\Meanwhile, Tama is...\I asked you to reserve me a copy!\Why'd you sell it?!\We'll get another one soon.\What the heck?!\Takoyaki Yakisoba Cotton Candy Drinks response:	What do you want to eat?
context: It's Tama's share, but since she ain't here...\Meanwhile, Tama is...\I asked you to reserve me a copy!\Why'd you sell it?!\We'll get another one soon.\What the heck?!\Takoyaki Yakisoba Cotton Candy Drinks\What do you want to eat? response:	I'll buy you anything you like.
context: Meanwhile, Tama is...\I asked you to reserve me a copy!\Why'd you sell it?!\We'll get another one soon.\What the heck?!\Takoyaki Yakisoba Cotton Candy Drinks\What do you want to eat?\I'll buy you anything you like. response:	Yay!
context: I asked you to reserve me a copy!\Why'd you sell it?!\We'll get another one soon.\What the heck?!\Takoyaki Yakisoba Cotton Candy Drinks\What do you want to eat?\I'll buy you anything you like.\Yay! response:	I'll have takoyaki!
context: Why'd you sell it?!\We'll get another one soon.\What the heck?!\Takoyaki Yakisoba Cotton Candy Drinks\What do you want to eat?\I'll buy you anything you like.\Yay!\I'll have takoyaki! response:	Yakisoba!
context: We'll get another one soon.\What the heck?!\Takoyaki Yakisoba Cotton Candy Drinks\What do you want to eat?\I'll buy you anything you like.\Yay!\I'll have takoyaki!\Yakisoba! response:	You're getting cotton candy.
context: What the heck?!\Takoyaki Yakisoba Cotton Candy Drinks\What do you want to eat?\I'll buy you anything you like.\Yay!\I'll have takoyaki!\Yakisoba!\You're getting cotton candy. response:	Cheapskate!
context: Takoyaki Yakisoba Cotton Candy Drinks\What do you want to eat?\I'll buy you anything you like.\Yay!\I'll have takoyaki!\Yakisoba!\You're getting cotton candy.\Cheapskate! response:	Ya just said you'll buy anything!
context: What do you want to eat?\I'll buy you anything you like.\Yay!\I'll have takoyaki!\Yakisoba!\You're getting cotton candy.\Cheapskate!\Ya just said you'll buy anything! response:	Don't assume all grown-ups have money!
context: I'll buy you anything you like.\Yay!\I'll have takoyaki!\Yakisoba!\You're getting cotton candy.\Cheapskate!\Ya just said you'll buy anything!\Don't assume all grown-ups have money! response:	Forget it, I'll buy my own.
context: Yay!\I'll have takoyaki!\Yakisoba!\You're getting cotton candy.\Cheapskate!\Ya just said you'll buy anything!\Don't assume all grown-ups have money!\Forget it, I'll buy my own. response:	Me, too.
context: I'll have takoyaki!\Yakisoba!\You're getting cotton candy.\Cheapskate!\Ya just said you'll buy anything!\Don't assume all grown-ups have money!\Forget it, I'll buy my own.\Me, too. response:	You kids have money?!
context: Yakisoba!\You're getting cotton candy.\Cheapskate!\Ya just said you'll buy anything!\Don't assume all grown-ups have money!\Forget it, I'll buy my own.\Me, too.\You kids have money?! response:	And you're flaunting it!
context: You're getting cotton candy.\Cheapskate!\Ya just said you'll buy anything!\Don't assume all grown-ups have money!\Forget it, I'll buy my own.\Me, too.\You kids have money?!\And you're flaunting it! response:	If ya want somethin', say so!
context: Cheapskate!\Ya just said you'll buy anything!\Don't assume all grown-ups have money!\Forget it, I'll buy my own.\Me, too.\You kids have money?!\And you're flaunting it!\If ya want somethin', say so! response:	I'll buy it for ya!
context: Ya just said you'll buy anything!\Don't assume all grown-ups have money!\Forget it, I'll buy my own.\Me, too.\You kids have money?!\And you're flaunting it!\If ya want somethin', say so!\I'll buy it for ya! response:	Stop it!
context: Don't assume all grown-ups have money!\Forget it, I'll buy my own.\Me, too.\You kids have money?!\And you're flaunting it!\If ya want somethin', say so!\I'll buy it for ya!\Stop it! response:	I can't have a seven-year-old child spending money on me!
context: Forget it, I'll buy my own.\Me, too.\You kids have money?!\And you're flaunting it!\If ya want somethin', say so!\I'll buy it for ya!\Stop it!\I can't have a seven-year-old child spending money on me! response:	Just let her treat you.
context: Me, too.\You kids have money?!\And you're flaunting it!\If ya want somethin', say so!\I'll buy it for ya!\Stop it!\I can't have a seven-year-old child spending money on me!\Just let her treat you. response:	Hiro!
context: You kids have money?!\And you're flaunting it!\If ya want somethin', say so!\I'll buy it for ya!\Stop it!\I can't have a seven-year-old child spending money on me!\Just let her treat you.\Hiro! response:	Why don't you get the yakisoba?
context: And you're flaunting it!\If ya want somethin', say so!\I'll buy it for ya!\Stop it!\I can't have a seven-year-old child spending money on me!\Just let her treat you.\Hiro!\Why don't you get the yakisoba? response:	It'll go towards the baseball club.
context: If ya want somethin', say so!\I'll buy it for ya!\Stop it!\I can't have a seven-year-old child spending money on me!\Just let her treat you.\Hiro!\Why don't you get the yakisoba?\It'll go towards the baseball club. response:	I do have some money...
