context: Die. response:	My brain trembles...
context: If I could do something,\I would... I would...\Subaru-kun...\It is easy to give up.\But it doesn't suit you.\I do not know what painful things you've been through,\or what you have done to make you suffer so.\And I know it would be wrong of me response:	to thoughtlessly say I understand.
context: I would... I would...\Subaru-kun...\It is easy to give up.\But it doesn't suit you.\I do not know what painful things you've been through,\or what you have done to make you suffer so.\And I know it would be wrong of me\to thoughtlessly say I understand. response:	But... But even so...
context: Subaru-kun...\It is easy to give up.\But it doesn't suit you.\I do not know what painful things you've been through,\or what you have done to make you suffer so.\And I know it would be wrong of me\to thoughtlessly say I understand.\But... But even so... response:	There is something that I do know.
context: It is easy to give up.\But it doesn't suit you.\I do not know what painful things you've been through,\or what you have done to make you suffer so.\And I know it would be wrong of me\to thoughtlessly say I understand.\But... But even so...\There is something that I do know. response:	I know that you're someone who cannot give up on something halfway through.
context: But it doesn't suit you.\I do not know what painful things you've been through,\or what you have done to make you suffer so.\And I know it would be wrong of me\to thoughtlessly say I understand.\But... But even so...\There is something that I do know.\I know that you're someone who cannot give up on something halfway through. response:	I know that you are someone who can smile
context: I do not know what painful things you've been through,\or what you have done to make you suffer so.\And I know it would be wrong of me\to thoughtlessly say I understand.\But... But even so...\There is something that I do know.\I know that you're someone who cannot give up on something halfway through.\I know that you are someone who can smile response:	when you talk about your wishes for the future.
context: or what you have done to make you suffer so.\And I know it would be wrong of me\to thoughtlessly say I understand.\But... But even so...\There is something that I do know.\I know that you're someone who cannot give up on something halfway through.\I know that you are someone who can smile\when you talk about your wishes for the future. response:	I know...
context: And I know it would be wrong of me\to thoughtlessly say I understand.\But... But even so...\There is something that I do know.\I know that you're someone who cannot give up on something halfway through.\I know that you are someone who can smile\when you talk about your wishes for the future.\I know... response:	I know that you are someone who cannot give up on the future.
context: to thoughtlessly say I understand.\But... But even so...\There is something that I do know.\I know that you're someone who cannot give up on something halfway through.\I know that you are someone who can smile\when you talk about your wishes for the future.\I know...\I know that you are someone who cannot give up on the future. response:	You're wrong.
context: But... But even so...\There is something that I do know.\I know that you're someone who cannot give up on something halfway through.\I know that you are someone who can smile\when you talk about your wishes for the future.\I know...\I know that you are someone who cannot give up on the future.\You're wrong. response:	I'm not that kind of
context: There is something that I do know.\I know that you're someone who cannot give up on something halfway through.\I know that you are someone who can smile\when you talk about your wishes for the future.\I know...\I know that you are someone who cannot give up on the future.\You're wrong.\I'm not that kind of response:	I am not wrong.
context: I know that you're someone who cannot give up on something halfway through.\I know that you are someone who can smile\when you talk about your wishes for the future.\I know...\I know that you are someone who cannot give up on the future.\You're wrong.\I'm not that kind of\I am not wrong. response:	You haven't given up on anyone.
context: I know that you are someone who can smile\when you talk about your wishes for the future.\I know...\I know that you are someone who cannot give up on the future.\You're wrong.\I'm not that kind of\I am not wrong.\You haven't given up on anyone. response:	Not Emilia-sama or Sister.
context: when you talk about your wishes for the future.\I know...\I know that you are someone who cannot give up on the future.\You're wrong.\I'm not that kind of\I am not wrong.\You haven't given up on anyone.\Not Emilia-sama or Sister. response:	Or Roswaal-sama, or Beatrice-sama, or anyone else.
context: I know...\I know that you are someone who cannot give up on the future.\You're wrong.\I'm not that kind of\I am not wrong.\You haven't given up on anyone.\Not Emilia-sama or Sister.\Or Roswaal-sama, or Beatrice-sama, or anyone else. response:	I have... I have given up!
context: I know that you are someone who cannot give up on the future.\You're wrong.\I'm not that kind of\I am not wrong.\You haven't given up on anyone.\Not Emilia-sama or Sister.\Or Roswaal-sama, or Beatrice-sama, or anyone else.\I have... I have given up! response:	Carrying it all was impossible from the start!
context: You're wrong.\I'm not that kind of\I am not wrong.\You haven't given up on anyone.\Not Emilia-sama or Sister.\Or Roswaal-sama, or Beatrice-sama, or anyone else.\I have... I have given up!\Carrying it all was impossible from the start! response:	My hands are so small,
context: I'm not that kind of\I am not wrong.\You haven't given up on anyone.\Not Emilia-sama or Sister.\Or Roswaal-sama, or Beatrice-sama, or anyone else.\I have... I have given up!\Carrying it all was impossible from the start!\My hands are so small, response:	that it all slipped through my fingers, leaving nothing.
context: I am not wrong.\You haven't given up on anyone.\Not Emilia-sama or Sister.\Or Roswaal-sama, or Beatrice-sama, or anyone else.\I have... I have given up!\Carrying it all was impossible from the start!\My hands are so small,\that it all slipped through my fingers, leaving nothing. response:	No, that isn't true. You have
context: You haven't given up on anyone.\Not Emilia-sama or Sister.\Or Roswaal-sama, or Beatrice-sama, or anyone else.\I have... I have given up!\Carrying it all was impossible from the start!\My hands are so small,\that it all slipped through my fingers, leaving nothing.\No, that isn't true. You have response:	What do you know?!
context: Not Emilia-sama or Sister.\Or Roswaal-sama, or Beatrice-sama, or anyone else.\I have... I have given up!\Carrying it all was impossible from the start!\My hands are so small,\that it all slipped through my fingers, leaving nothing.\No, that isn't true. You have\What do you know?! response:	What do you know about me?!
context: Or Roswaal-sama, or Beatrice-sama, or anyone else.\I have... I have given up!\Carrying it all was impossible from the start!\My hands are so small,\that it all slipped through my fingers, leaving nothing.\No, that isn't true. You have\What do you know?!\What do you know about me?! response:	This is the kind of man I am!
context: I have... I have given up!\Carrying it all was impossible from the start!\My hands are so small,\that it all slipped through my fingers, leaving nothing.\No, that isn't true. You have\What do you know?!\What do you know about me?!\This is the kind of man I am! response:	I have no strength, but I want it all.
context: Carrying it all was impossible from the start!\My hands are so small,\that it all slipped through my fingers, leaving nothing.\No, that isn't true. You have\What do you know?!\What do you know about me?!\This is the kind of man I am!\I have no strength, but I want it all. response:	I have no knowledge, but all I do is dream.
context: My hands are so small,\that it all slipped through my fingers, leaving nothing.\No, that isn't true. You have\What do you know?!\What do you know about me?!\This is the kind of man I am!\I have no strength, but I want it all.\I have no knowledge, but all I do is dream. response:	There's nothing I can do, but I struggle in vain!
context: that it all slipped through my fingers, leaving nothing.\No, that isn't true. You have\What do you know?!\What do you know about me?!\This is the kind of man I am!\I have no strength, but I want it all.\I have no knowledge, but all I do is dream.\There's nothing I can do, but I struggle in vain! response:	I hate myself!
context: No, that isn't true. You have\What do you know?!\What do you know about me?!\This is the kind of man I am!\I have no strength, but I want it all.\I have no knowledge, but all I do is dream.\There's nothing I can do, but I struggle in vain!\I hate myself! response:	All I do is talk a big game,
context: What do you know?!\What do you know about me?!\This is the kind of man I am!\I have no strength, but I want it all.\I have no knowledge, but all I do is dream.\There's nothing I can do, but I struggle in vain!\I hate myself!\All I do is talk a big game, response:	and make myself sound like a big shot, when I can't do anything!
context: What do you know about me?!\This is the kind of man I am!\I have no strength, but I want it all.\I have no knowledge, but all I do is dream.\There's nothing I can do, but I struggle in vain!\I hate myself!\All I do is talk a big game,\and make myself sound like a big shot, when I can't do anything! response:	I never do anything,
context: This is the kind of man I am!\I have no strength, but I want it all.\I have no knowledge, but all I do is dream.\There's nothing I can do, but I struggle in vain!\I hate myself!\All I do is talk a big game,\and make myself sound like a big shot, when I can't do anything!\I never do anything, response:	yet I can complain like a pro.
context: I have no strength, but I want it all.\I have no knowledge, but all I do is dream.\There's nothing I can do, but I struggle in vain!\I hate myself!\All I do is talk a big game,\and make myself sound like a big shot, when I can't do anything!\I never do anything,\yet I can complain like a pro. response:	Who do I think I am?!
context: I have no knowledge, but all I do is dream.\There's nothing I can do, but I struggle in vain!\I hate myself!\All I do is talk a big game,\and make myself sound like a big shot, when I can't do anything!\I never do anything,\yet I can complain like a pro.\Who do I think I am?! response:	It's amazing that I can live like this and not feel ashamed!
context: There's nothing I can do, but I struggle in vain!\I hate myself!\All I do is talk a big game,\and make myself sound like a big shot, when I can't do anything!\I never do anything,\yet I can complain like a pro.\Who do I think I am?!\It's amazing that I can live like this and not feel ashamed! response:	Right?!
context: I hate myself!\All I do is talk a big game,\and make myself sound like a big shot, when I can't do anything!\I never do anything,\yet I can complain like a pro.\Who do I think I am?!\It's amazing that I can live like this and not feel ashamed!\Right?! response:	I'm empty...
context: All I do is talk a big game,\and make myself sound like a big shot, when I can't do anything!\I never do anything,\yet I can complain like a pro.\Who do I think I am?!\It's amazing that I can live like this and not feel ashamed!\Right?!\I'm empty... response:	There's nothing in me at all!
context: and make myself sound like a big shot, when I can't do anything!\I never do anything,\yet I can complain like a pro.\Who do I think I am?!\It's amazing that I can live like this and not feel ashamed!\Right?!\I'm empty...\There's nothing in me at all! response:	I know that...
context: I never do anything,\yet I can complain like a pro.\Who do I think I am?!\It's amazing that I can live like this and not feel ashamed!\Right?!\I'm empty...\There's nothing in me at all!\I know that... response:	Yeah, that's obvious...
context: yet I can complain like a pro.\Who do I think I am?!\It's amazing that I can live like this and not feel ashamed!\Right?!\I'm empty...\There's nothing in me at all!\I know that...\Yeah, that's obvious... response:	I know it's obvious.
context: Who do I think I am?!\It's amazing that I can live like this and not feel ashamed!\Right?!\I'm empty...\There's nothing in me at all!\I know that...\Yeah, that's obvious...\I know it's obvious. response:	Before I came here...
context: It's amazing that I can live like this and not feel ashamed!\Right?!\I'm empty...\There's nothing in me at all!\I know that...\Yeah, that's obvious...\I know it's obvious.\Before I came here... response:	Before I got into the situation that led me to all of you,
context: Right?!\I'm empty...\There's nothing in me at all!\I know that...\Yeah, that's obvious...\I know it's obvious.\Before I came here...\Before I got into the situation that led me to all of you, response:	do you have any idea what I did?
context: I'm empty...\There's nothing in me at all!\I know that...\Yeah, that's obvious...\I know it's obvious.\Before I came here...\Before I got into the situation that led me to all of you,\do you have any idea what I did? response:	I did nothing...
context: There's nothing in me at all!\I know that...\Yeah, that's obvious...\I know it's obvious.\Before I came here...\Before I got into the situation that led me to all of you,\do you have any idea what I did?\I did nothing... response:	I've never done a single thing.
context: I know that...\Yeah, that's obvious...\I know it's obvious.\Before I came here...\Before I got into the situation that led me to all of you,\do you have any idea what I did?\I did nothing...\I've never done a single thing. response:	I had all that time, all that freedom...
context: Yeah, that's obvious...\I know it's obvious.\Before I came here...\Before I got into the situation that led me to all of you,\do you have any idea what I did?\I did nothing...\I've never done a single thing.\I had all that time, all that freedom... response:	I could have done anything,
context: I know it's obvious.\Before I came here...\Before I got into the situation that led me to all of you,\do you have any idea what I did?\I did nothing...\I've never done a single thing.\I had all that time, all that freedom...\I could have done anything, response:	but I never did a thing.
context: Before I came here...\Before I got into the situation that led me to all of you,\do you have any idea what I did?\I did nothing...\I've never done a single thing.\I had all that time, all that freedom...\I could have done anything,\but I never did a thing. response:	And this is the result! What I am now is the result!
context: Before I got into the situation that led me to all of you,\do you have any idea what I did?\I did nothing...\I've never done a single thing.\I had all that time, all that freedom...\I could have done anything,\but I never did a thing.\And this is the result! What I am now is the result! response:	All of my powerlessness, all of my incompetence,
context: do you have any idea what I did?\I did nothing...\I've never done a single thing.\I had all that time, all that freedom...\I could have done anything,\but I never did a thing.\And this is the result! What I am now is the result!\All of my powerlessness, all of my incompetence, response:	is the product of my rotten character.
context: I did nothing...\I've never done a single thing.\I had all that time, all that freedom...\I could have done anything,\but I never did a thing.\And this is the result! What I am now is the result!\All of my powerlessness, all of my incompetence,\is the product of my rotten character. response:	Wanting to accomplish something, when I've never done anything,
context: I've never done a single thing.\I had all that time, all that freedom...\I could have done anything,\but I never did a thing.\And this is the result! What I am now is the result!\All of my powerlessness, all of my incompetence,\is the product of my rotten character.\Wanting to accomplish something, when I've never done anything, response:	goes beyond the limits of arrogance!
context: I had all that time, all that freedom...\I could have done anything,\but I never did a thing.\And this is the result! What I am now is the result!\All of my powerlessness, all of my incompetence,\is the product of my rotten character.\Wanting to accomplish something, when I've never done anything,\goes beyond the limits of arrogance! response:	The cost of my laziness and all the wasteful habits in my life
context: I could have done anything,\but I never did a thing.\And this is the result! What I am now is the result!\All of my powerlessness, all of my incompetence,\is the product of my rotten character.\Wanting to accomplish something, when I've never done anything,\goes beyond the limits of arrogance!\The cost of my laziness and all the wasteful habits in my life response:	just ends up killing both you and me.
context: but I never did a thing.\And this is the result! What I am now is the result!\All of my powerlessness, all of my incompetence,\is the product of my rotten character.\Wanting to accomplish something, when I've never done anything,\goes beyond the limits of arrogance!\The cost of my laziness and all the wasteful habits in my life\just ends up killing both you and me. response:	That's right.
context: And this is the result! What I am now is the result!\All of my powerlessness, all of my incompetence,\is the product of my rotten character.\Wanting to accomplish something, when I've never done anything,\goes beyond the limits of arrogance!\The cost of my laziness and all the wasteful habits in my life\just ends up killing both you and me.\That's right. response:	I have no character.
context: All of my powerlessness, all of my incompetence,\is the product of my rotten character.\Wanting to accomplish something, when I've never done anything,\goes beyond the limits of arrogance!\The cost of my laziness and all the wasteful habits in my life\just ends up killing both you and me.\That's right.\I have no character. response:	Even when I thought I could go on living here, nothing changed...
context: is the product of my rotten character.\Wanting to accomplish something, when I've never done anything,\goes beyond the limits of arrogance!\The cost of my laziness and all the wasteful habits in my life\just ends up killing both you and me.\That's right.\I have no character.\Even when I thought I could go on living here, nothing changed... response:	That old man saw that part of me perfectly.
context: Wanting to accomplish something, when I've never done anything,\goes beyond the limits of arrogance!\The cost of my laziness and all the wasteful habits in my life\just ends up killing both you and me.\That's right.\I have no character.\Even when I thought I could go on living here, nothing changed...\That old man saw that part of me perfectly. response:	Right?
context: goes beyond the limits of arrogance!\The cost of my laziness and all the wasteful habits in my life\just ends up killing both you and me.\That's right.\I have no character.\Even when I thought I could go on living here, nothing changed...\That old man saw that part of me perfectly.\Right? response:	I wasn't trying to get stronger,
context: The cost of my laziness and all the wasteful habits in my life\just ends up killing both you and me.\That's right.\I have no character.\Even when I thought I could go on living here, nothing changed...\That old man saw that part of me perfectly.\Right?\I wasn't trying to get stronger, response:	or trying to make things better.
context: just ends up killing both you and me.\That's right.\I have no character.\Even when I thought I could go on living here, nothing changed...\That old man saw that part of me perfectly.\Right?\I wasn't trying to get stronger,\or trying to make things better. response:	I was just striking an obvious pose, to justify myself,
context: That's right.\I have no character.\Even when I thought I could go on living here, nothing changed...\That old man saw that part of me perfectly.\Right?\I wasn't trying to get stronger,\or trying to make things better.\I was just striking an obvious pose, to justify myself, response:	to say that I was trying, that it wasn't like I wasn't doing anything.
context: I have no character.\Even when I thought I could go on living here, nothing changed...\That old man saw that part of me perfectly.\Right?\I wasn't trying to get stronger,\or trying to make things better.\I was just striking an obvious pose, to justify myself,\to say that I was trying, that it wasn't like I wasn't doing anything. response:	I wanted to say I couldn't help it.
context: Even when I thought I could go on living here, nothing changed...\That old man saw that part of me perfectly.\Right?\I wasn't trying to get stronger,\or trying to make things better.\I was just striking an obvious pose, to justify myself,\to say that I was trying, that it wasn't like I wasn't doing anything.\I wanted to say I couldn't help it. response:	I wanted to be told that it couldn't be helped!
context: That old man saw that part of me perfectly.\Right?\I wasn't trying to get stronger,\or trying to make things better.\I was just striking an obvious pose, to justify myself,\to say that I was trying, that it wasn't like I wasn't doing anything.\I wanted to say I couldn't help it.\I wanted to be told that it couldn't be helped! response:	I only pretended to push my body to the limit, so that would be possible!
context: Right?\I wasn't trying to get stronger,\or trying to make things better.\I was just striking an obvious pose, to justify myself,\to say that I was trying, that it wasn't like I wasn't doing anything.\I wanted to say I couldn't help it.\I wanted to be told that it couldn't be helped!\I only pretended to push my body to the limit, so that would be possible! response:	Even when I had you help me study,
context: I wasn't trying to get stronger,\or trying to make things better.\I was just striking an obvious pose, to justify myself,\to say that I was trying, that it wasn't like I wasn't doing anything.\I wanted to say I couldn't help it.\I wanted to be told that it couldn't be helped!\I only pretended to push my body to the limit, so that would be possible!\Even when I had you help me study, response:	I was just posing to cover up how embarrassed I felt!
context: or trying to make things better.\I was just striking an obvious pose, to justify myself,\to say that I was trying, that it wasn't like I wasn't doing anything.\I wanted to say I couldn't help it.\I wanted to be told that it couldn't be helped!\I only pretended to push my body to the limit, so that would be possible!\Even when I had you help me study,\I was just posing to cover up how embarrassed I felt! response:	At heart,
context: I was just striking an obvious pose, to justify myself,\to say that I was trying, that it wasn't like I wasn't doing anything.\I wanted to say I couldn't help it.\I wanted to be told that it couldn't be helped!\I only pretended to push my body to the limit, so that would be possible!\Even when I had you help me study,\I was just posing to cover up how embarrassed I felt!\At heart, response:	I'm just a small, cowardly, filthy piece of trash,
context: to say that I was trying, that it wasn't like I wasn't doing anything.\I wanted to say I couldn't help it.\I wanted to be told that it couldn't be helped!\I only pretended to push my body to the limit, so that would be possible!\Even when I had you help me study,\I was just posing to cover up how embarrassed I felt!\At heart,\I'm just a small, cowardly, filthy piece of trash, response:	who's always worried about how others see me. And nothing...
context: I wanted to say I couldn't help it.\I wanted to be told that it couldn't be helped!\I only pretended to push my body to the limit, so that would be possible!\Even when I had you help me study,\I was just posing to cover up how embarrassed I felt!\At heart,\I'm just a small, cowardly, filthy piece of trash,\who's always worried about how others see me. And nothing... response:	Nothing about me has changed!
context: I wanted to be told that it couldn't be helped!\I only pretended to push my body to the limit, so that would be possible!\Even when I had you help me study,\I was just posing to cover up how embarrassed I felt!\At heart,\I'm just a small, cowardly, filthy piece of trash,\who's always worried about how others see me. And nothing...\Nothing about me has changed! response:	I knew it all along.
context: I only pretended to push my body to the limit, so that would be possible!\Even when I had you help me study,\I was just posing to cover up how embarrassed I felt!\At heart,\I'm just a small, cowardly, filthy piece of trash,\who's always worried about how others see me. And nothing...\Nothing about me has changed!\I knew it all along. response:	That all of it was my fault...
context: Even when I had you help me study,\I was just posing to cover up how embarrassed I felt!\At heart,\I'm just a small, cowardly, filthy piece of trash,\who's always worried about how others see me. And nothing...\Nothing about me has changed!\I knew it all along.\That all of it was my fault... response:	I'm the lowest of the low.
context: I was just posing to cover up how embarrassed I felt!\At heart,\I'm just a small, cowardly, filthy piece of trash,\who's always worried about how others see me. And nothing...\Nothing about me has changed!\I knew it all along.\That all of it was my fault...\I'm the lowest of the low. response:	I absolutely hate myself...
context: At heart,\I'm just a small, cowardly, filthy piece of trash,\who's always worried about how others see me. And nothing...\Nothing about me has changed!\I knew it all along.\That all of it was my fault...\I'm the lowest of the low.\I absolutely hate myself... response:	I know...
context: I'm just a small, cowardly, filthy piece of trash,\who's always worried about how others see me. And nothing...\Nothing about me has changed!\I knew it all along.\That all of it was my fault...\I'm the lowest of the low.\I absolutely hate myself...\I know... response:	That no matter how deeply you have fallen into darkness,
context: who's always worried about how others see me. And nothing...\Nothing about me has changed!\I knew it all along.\That all of it was my fault...\I'm the lowest of the low.\I absolutely hate myself...\I know...\That no matter how deeply you have fallen into darkness, response:	you still have the courage to reach out your hand.
context: Nothing about me has changed!\I knew it all along.\That all of it was my fault...\I'm the lowest of the low.\I absolutely hate myself...\I know...\That no matter how deeply you have fallen into darkness,\you still have the courage to reach out your hand. response:	I love it when you stroke my hair.
context: I knew it all along.\That all of it was my fault...\I'm the lowest of the low.\I absolutely hate myself...\I know...\That no matter how deeply you have fallen into darkness,\you still have the courage to reach out your hand.\I love it when you stroke my hair. response:	I feel as if we can understand each other
context: That all of it was my fault...\I'm the lowest of the low.\I absolutely hate myself...\I know...\That no matter how deeply you have fallen into darkness,\you still have the courage to reach out your hand.\I love it when you stroke my hair.\I feel as if we can understand each other response:	through the contact between your hand and my hair.
context: I'm the lowest of the low.\I absolutely hate myself...\I know...\That no matter how deeply you have fallen into darkness,\you still have the courage to reach out your hand.\I love it when you stroke my hair.\I feel as if we can understand each other\through the contact between your hand and my hair. response:	I love your voice.
context: I absolutely hate myself...\I know...\That no matter how deeply you have fallen into darkness,\you still have the courage to reach out your hand.\I love it when you stroke my hair.\I feel as if we can understand each other\through the contact between your hand and my hair.\I love your voice. response:	Just hearing you say one word
context: I know...\That no matter how deeply you have fallen into darkness,\you still have the courage to reach out your hand.\I love it when you stroke my hair.\I feel as if we can understand each other\through the contact between your hand and my hair.\I love your voice.\Just hearing you say one word response:	makes my heart feel warmer.
context: That no matter how deeply you have fallen into darkness,\you still have the courage to reach out your hand.\I love it when you stroke my hair.\I feel as if we can understand each other\through the contact between your hand and my hair.\I love your voice.\Just hearing you say one word\makes my heart feel warmer. response:	I love your eyes.
context: you still have the courage to reach out your hand.\I love it when you stroke my hair.\I feel as if we can understand each other\through the contact between your hand and my hair.\I love your voice.\Just hearing you say one word\makes my heart feel warmer.\I love your eyes. response:	Normally, they look stern,
context: I love it when you stroke my hair.\I feel as if we can understand each other\through the contact between your hand and my hair.\I love your voice.\Just hearing you say one word\makes my heart feel warmer.\I love your eyes.\Normally, they look stern, response:	but when you're being kind to someone,
context: I feel as if we can understand each other\through the contact between your hand and my hair.\I love your voice.\Just hearing you say one word\makes my heart feel warmer.\I love your eyes.\Normally, they look stern,\but when you're being kind to someone, response:	I love the way they soften.
context: through the contact between your hand and my hair.\I love your voice.\Just hearing you say one word\makes my heart feel warmer.\I love your eyes.\Normally, they look stern,\but when you're being kind to someone,\I love the way they soften. response:	I love your fingers.
context: I love your voice.\Just hearing you say one word\makes my heart feel warmer.\I love your eyes.\Normally, they look stern,\but when you're being kind to someone,\I love the way they soften.\I love your fingers. response:	For a boy, you have such lovely fingers.
context: Just hearing you say one word\makes my heart feel warmer.\I love your eyes.\Normally, they look stern,\but when you're being kind to someone,\I love the way they soften.\I love your fingers.\For a boy, you have such lovely fingers. response:	But when they clutch mine, I know they are the strong,
context: makes my heart feel warmer.\I love your eyes.\Normally, they look stern,\but when you're being kind to someone,\I love the way they soften.\I love your fingers.\For a boy, you have such lovely fingers.\But when they clutch mine, I know they are the strong, response:	slender fingers of a man.
context: I love your eyes.\Normally, they look stern,\but when you're being kind to someone,\I love the way they soften.\I love your fingers.\For a boy, you have such lovely fingers.\But when they clutch mine, I know they are the strong,\slender fingers of a man. response:	I love the way you walk.
context: Normally, they look stern,\but when you're being kind to someone,\I love the way they soften.\I love your fingers.\For a boy, you have such lovely fingers.\But when they clutch mine, I know they are the strong,\slender fingers of a man.\I love the way you walk. response:	When we walk together,
context: but when you're being kind to someone,\I love the way they soften.\I love your fingers.\For a boy, you have such lovely fingers.\But when they clutch mine, I know they are the strong,\slender fingers of a man.\I love the way you walk.\When we walk together, response:	I love the way you occasionally turn, to make sure I keep up.
context: I love the way they soften.\I love your fingers.\For a boy, you have such lovely fingers.\But when they clutch mine, I know they are the strong,\slender fingers of a man.\I love the way you walk.\When we walk together,\I love the way you occasionally turn, to make sure I keep up. response:	Stop...
context: I love your fingers.\For a boy, you have such lovely fingers.\But when they clutch mine, I know they are the strong,\slender fingers of a man.\I love the way you walk.\When we walk together,\I love the way you occasionally turn, to make sure I keep up.\Stop... response:	I love the way you look when you sleep.
context: For a boy, you have such lovely fingers.\But when they clutch mine, I know they are the strong,\slender fingers of a man.\I love the way you walk.\When we walk together,\I love the way you occasionally turn, to make sure I keep up.\Stop...\I love the way you look when you sleep. response:	You look unguarded, like an infant,
context: But when they clutch mine, I know they are the strong,\slender fingers of a man.\I love the way you walk.\When we walk together,\I love the way you occasionally turn, to make sure I keep up.\Stop...\I love the way you look when you sleep.\You look unguarded, like an infant, response:	and your eyelashes are on the long side.
context: slender fingers of a man.\I love the way you walk.\When we walk together,\I love the way you occasionally turn, to make sure I keep up.\Stop...\I love the way you look when you sleep.\You look unguarded, like an infant,\and your eyelashes are on the long side. response:	When I touch your cheek, you calm down...
context: I love the way you walk.\When we walk together,\I love the way you occasionally turn, to make sure I keep up.\Stop...\I love the way you look when you sleep.\You look unguarded, like an infant,\and your eyelashes are on the long side.\When I touch your cheek, you calm down... response:	And when I playfully touch your lips, you don't even notice...
context: When we walk together,\I love the way you occasionally turn, to make sure I keep up.\Stop...\I love the way you look when you sleep.\You look unguarded, like an infant,\and your eyelashes are on the long side.\When I touch your cheek, you calm down...\And when I playfully touch your lips, you don't even notice... response:	And it makes my heart ache terribly.
context: I love the way you occasionally turn, to make sure I keep up.\Stop...\I love the way you look when you sleep.\You look unguarded, like an infant,\and your eyelashes are on the long side.\When I touch your cheek, you calm down...\And when I playfully touch your lips, you don't even notice...\And it makes my heart ache terribly. response:	I love you.
context: Stop...\I love the way you look when you sleep.\You look unguarded, like an infant,\and your eyelashes are on the long side.\When I touch your cheek, you calm down...\And when I playfully touch your lips, you don't even notice...\And it makes my heart ache terribly.\I love you. response:	Why?
context: I love the way you look when you sleep.\You look unguarded, like an infant,\and your eyelashes are on the long side.\When I touch your cheek, you calm down...\And when I playfully touch your lips, you don't even notice...\And it makes my heart ache terribly.\I love you.\Why? response:	When you said that you hate yourself,
context: You look unguarded, like an infant,\and your eyelashes are on the long side.\When I touch your cheek, you calm down...\And when I playfully touch your lips, you don't even notice...\And it makes my heart ache terribly.\I love you.\Why?\When you said that you hate yourself, response:	it made me want to tell you
context: and your eyelashes are on the long side.\When I touch your cheek, you calm down...\And when I playfully touch your lips, you don't even notice...\And it makes my heart ache terribly.\I love you.\Why?\When you said that you hate yourself,\it made me want to tell you response:	all the wonderful things I know about you.
context: When I touch your cheek, you calm down...\And when I playfully touch your lips, you don't even notice...\And it makes my heart ache terribly.\I love you.\Why?\When you said that you hate yourself,\it made me want to tell you\all the wonderful things I know about you. response:	That was all phony.
context: And when I playfully touch your lips, you don't even notice...\And it makes my heart ache terribly.\I love you.\Why?\When you said that you hate yourself,\it made me want to tell you\all the wonderful things I know about you.\That was all phony. response:	You just don't know me!
context: And it makes my heart ache terribly.\I love you.\Why?\When you said that you hate yourself,\it made me want to tell you\all the wonderful things I know about you.\That was all phony.\You just don't know me! response:	I know myself better than anyone!
context: I love you.\Why?\When you said that you hate yourself,\it made me want to tell you\all the wonderful things I know about you.\That was all phony.\You just don't know me!\I know myself better than anyone! response:	All you know is yourself!
context: Why?\When you said that you hate yourself,\it made me want to tell you\all the wonderful things I know about you.\That was all phony.\You just don't know me!\I know myself better than anyone!\All you know is yourself! response:	How much do you know about the Subaru-kun that I see?!
context: When you said that you hate yourself,\it made me want to tell you\all the wonderful things I know about you.\That was all phony.\You just don't know me!\I know myself better than anyone!\All you know is yourself!\How much do you know about the Subaru-kun that I see?! response:	Why... do you like me so much?
context: it made me want to tell you\all the wonderful things I know about you.\That was all phony.\You just don't know me!\I know myself better than anyone!\All you know is yourself!\How much do you know about the Subaru-kun that I see?!\Why... do you like me so much? response:	I'm...
context: all the wonderful things I know about you.\That was all phony.\You just don't know me!\I know myself better than anyone!\All you know is yourself!\How much do you know about the Subaru-kun that I see?!\Why... do you like me so much?\I'm... response:	I'm weak and small.
context: That was all phony.\You just don't know me!\I know myself better than anyone!\All you know is yourself!\How much do you know about the Subaru-kun that I see?!\Why... do you like me so much?\I'm...\I'm weak and small. response:	I'm running away.
context: You just don't know me!\I know myself better than anyone!\All you know is yourself!\How much do you know about the Subaru-kun that I see?!\Why... do you like me so much?\I'm...\I'm weak and small.\I'm running away. response:	Just like I ran away last time!
context: I know myself better than anyone!\All you know is yourself!\How much do you know about the Subaru-kun that I see?!\Why... do you like me so much?\I'm...\I'm weak and small.\I'm running away.\Just like I ran away last time! response:	So why?
context: All you know is yourself!\How much do you know about the Subaru-kun that I see?!\Why... do you like me so much?\I'm...\I'm weak and small.\I'm running away.\Just like I ran away last time!\So why? response:	Because you are my hero, Subaru-kun!
context: How much do you know about the Subaru-kun that I see?!\Why... do you like me so much?\I'm...\I'm weak and small.\I'm running away.\Just like I ran away last time!\So why?\Because you are my hero, Subaru-kun! response:	In that dark forest,
context: Why... do you like me so much?\I'm...\I'm weak and small.\I'm running away.\Just like I ran away last time!\So why?\Because you are my hero, Subaru-kun!\In that dark forest, response:	when I didn't even know who I was anymore
context: I'm...\I'm weak and small.\I'm running away.\Just like I ran away last time!\So why?\Because you are my hero, Subaru-kun!\In that dark forest,\when I didn't even know who I was anymore response:	and couldn't think of anything but violently lashing out,
context: I'm weak and small.\I'm running away.\Just like I ran away last time!\So why?\Because you are my hero, Subaru-kun!\In that dark forest,\when I didn't even know who I was anymore\and couldn't think of anything but violently lashing out, response:	you saved me.
context: I'm running away.\Just like I ran away last time!\So why?\Because you are my hero, Subaru-kun!\In that dark forest,\when I didn't even know who I was anymore\and couldn't think of anything but violently lashing out,\you saved me. response:	When I woke up unable to move,
