context: Is everything my fault? response:	Then what should I have done?
context: Oh shoot.\Crap. I didn't know Mr. Kiriyama was keeping it a secret.\Don't try to act cool, Kiriyama!\You used to be more careful and single-minded back in the 3rd Dan league!\Bravery and recklessness are similar but different!\You're too close to the camera!\Take better care of your shogi, and yourself, Kiriyama!\- Wow, that's amazing. - They're BFF's after all. response:	Take better care of yourself!
context: Crap. I didn't know Mr. Kiriyama was keeping it a secret.\Don't try to act cool, Kiriyama!\You used to be more careful and single-minded back in the 3rd Dan league!\Bravery and recklessness are similar but different!\You're too close to the camera!\Take better care of your shogi, and yourself, Kiriyama!\- Wow, that's amazing. - They're BFF's after all.\Take better care of yourself! response:	Because you're not doing that, is the reason why you can't progress!
context: Don't try to act cool, Kiriyama!\You used to be more careful and single-minded back in the 3rd Dan league!\Bravery and recklessness are similar but different!\You're too close to the camera!\Take better care of your shogi, and yourself, Kiriyama!\- Wow, that's amazing. - They're BFF's after all.\Take better care of yourself!\Because you're not doing that, is the reason why you can't progress! response:	Dammit! Who cares?
context: You used to be more careful and single-minded back in the 3rd Dan league!\Bravery and recklessness are similar but different!\You're too close to the camera!\Take better care of your shogi, and yourself, Kiriyama!\- Wow, that's amazing. - They're BFF's after all.\Take better care of yourself!\Because you're not doing that, is the reason why you can't progress!\Dammit! Who cares? response:	Who the hell do you think you are?!
context: Bravery and recklessness are similar but different!\You're too close to the camera!\Take better care of your shogi, and yourself, Kiriyama!\- Wow, that's amazing. - They're BFF's after all.\Take better care of yourself!\Because you're not doing that, is the reason why you can't progress!\Dammit! Who cares?\Who the hell do you think you are?! response:	Explode
context: You're too close to the camera!\Take better care of your shogi, and yourself, Kiriyama!\- Wow, that's amazing. - They're BFF's after all.\Take better care of yourself!\Because you're not doing that, is the reason why you can't progress!\Dammit! Who cares?\Who the hell do you think you are?!\Explode response:	Rei!
context: Take better care of your shogi, and yourself, Kiriyama!\- Wow, that's amazing. - They're BFF's after all.\Take better care of yourself!\Because you're not doing that, is the reason why you can't progress!\Dammit! Who cares?\Who the hell do you think you are?!\Explode\Rei! response:	The kid's angry!
context: - Wow, that's amazing. - They're BFF's after all.\Take better care of yourself!\Because you're not doing that, is the reason why you can't progress!\Dammit! Who cares?\Who the hell do you think you are?!\Explode\Rei!\The kid's angry! response:	This is the first time I've heard you raise your voice, Rei!
context: Take better care of yourself!\Because you're not doing that, is the reason why you can't progress!\Dammit! Who cares?\Who the hell do you think you are?!\Explode\Rei!\The kid's angry!\This is the first time I've heard you raise your voice, Rei! response:	This is kind of fun.
context: Because you're not doing that, is the reason why you can't progress!\Dammit! Who cares?\Who the hell do you think you are?!\Explode\Rei!\The kid's angry!\This is the first time I've heard you raise your voice, Rei!\This is kind of fun. response:	Hey, Rei. Would you please teach me how to play shogi?
context: Dammit! Who cares?\Who the hell do you think you are?!\Explode\Rei!\The kid's angry!\This is the first time I've heard you raise your voice, Rei!\This is kind of fun.\Hey, Rei. Would you please teach me how to play shogi? response:	I had no idea.
context: Who the hell do you think you are?!\Explode\Rei!\The kid's angry!\This is the first time I've heard you raise your voice, Rei!\This is kind of fun.\Hey, Rei. Would you please teach me how to play shogi?\I had no idea. response:	If someone had interest in a world I was in,
context: Explode\Rei!\The kid's angry!\This is the first time I've heard you raise your voice, Rei!\This is kind of fun.\Hey, Rei. Would you please teach me how to play shogi?\I had no idea.\If someone had interest in a world I was in, response:	I didn't know it would make my stomach feel fluffy, and happy.
context: Rei!\The kid's angry!\This is the first time I've heard you raise your voice, Rei!\This is kind of fun.\Hey, Rei. Would you please teach me how to play shogi?\I had no idea.\If someone had interest in a world I was in,\I didn't know it would make my stomach feel fluffy, and happy. response:	I hope it'll be okay. I hope I can remember everything.
context: The kid's angry!\This is the first time I've heard you raise your voice, Rei!\This is kind of fun.\Hey, Rei. Would you please teach me how to play shogi?\I had no idea.\If someone had interest in a world I was in,\I didn't know it would make my stomach feel fluffy, and happy.\I hope it'll be okay. I hope I can remember everything. response:	Don't worry! It looks difficult, but it's surprisingly simple to begin.
context: This is the first time I've heard you raise your voice, Rei!\This is kind of fun.\Hey, Rei. Would you please teach me how to play shogi?\I had no idea.\If someone had interest in a world I was in,\I didn't know it would make my stomach feel fluffy, and happy.\I hope it'll be okay. I hope I can remember everything.\Don't worry! It looks difficult, but it's surprisingly simple to begin. response:	Bododo
context: This is kind of fun.\Hey, Rei. Would you please teach me how to play shogi?\I had no idea.\If someone had interest in a world I was in,\I didn't know it would make my stomach feel fluffy, and happy.\I hope it'll be okay. I hope I can remember everything.\Don't worry! It looks difficult, but it's surprisingly simple to begin.\Bododo response:	Smile
context: Hey, Rei. Would you please teach me how to play shogi?\I had no idea.\If someone had interest in a world I was in,\I didn't know it would make my stomach feel fluffy, and happy.\I hope it'll be okay. I hope I can remember everything.\Don't worry! It looks difficult, but it's surprisingly simple to begin.\Bododo\Smile response:	All right, Hina and Momo!
context: I had no idea.\If someone had interest in a world I was in,\I didn't know it would make my stomach feel fluffy, and happy.\I hope it'll be okay. I hope I can remember everything.\Don't worry! It looks difficult, but it's surprisingly simple to begin.\Bododo\Smile\All right, Hina and Momo! response:	Drawn and Written by Harunobu Nikaidou
context: If someone had interest in a world I was in,\I didn't know it would make my stomach feel fluffy, and happy.\I hope it'll be okay. I hope I can remember everything.\Don't worry! It looks difficult, but it's surprisingly simple to begin.\Bododo\Smile\All right, Hina and Momo!\Drawn and Written by Harunobu Nikaidou response:	Shogi for Beginners Picture Book
context: I didn't know it would make my stomach feel fluffy, and happy.\I hope it'll be okay. I hope I can remember everything.\Don't worry! It looks difficult, but it's surprisingly simple to begin.\Bododo\Smile\All right, Hina and Momo!\Drawn and Written by Harunobu Nikaidou\Shogi for Beginners Picture Book response:	Okay, let's look at this picture book together.
context: I hope it'll be okay. I hope I can remember everything.\Don't worry! It looks difficult, but it's surprisingly simple to begin.\Bododo\Smile\All right, Hina and Momo!\Drawn and Written by Harunobu Nikaidou\Shogi for Beginners Picture Book\Okay, let's look at this picture book together. response:	Shiny
context: Don't worry! It looks difficult, but it's surprisingly simple to begin.\Bododo\Smile\All right, Hina and Momo!\Drawn and Written by Harunobu Nikaidou\Shogi for Beginners Picture Book\Okay, let's look at this picture book together.\Shiny response:	All right!
context: Bododo\Smile\All right, Hina and Momo!\Drawn and Written by Harunobu Nikaidou\Shogi for Beginners Picture Book\Okay, let's look at this picture book together.\Shiny\All right! response:	Ha-Meow
context: Smile\All right, Hina and Momo!\Drawn and Written by Harunobu Nikaidou\Shogi for Beginners Picture Book\Okay, let's look at this picture book together.\Shiny\All right!\Ha-Meow response:	Oh, kitties!
context: All right, Hina and Momo!\Drawn and Written by Harunobu Nikaidou\Shogi for Beginners Picture Book\Okay, let's look at this picture book together.\Shiny\All right!\Ha-Meow\Oh, kitties! response:	There's a king, too. All different kinds of kitties!
context: Drawn and Written by Harunobu Nikaidou\Shogi for Beginners Picture Book\Okay, let's look at this picture book together.\Shiny\All right!\Ha-Meow\Oh, kitties!\There's a king, too. All different kinds of kitties! response:	Shogi is a game in which you use eight different types of personality and pieces
context: Shogi for Beginners Picture Book\Okay, let's look at this picture book together.\Shiny\All right!\Ha-Meow\Oh, kitties!\There's a king, too. All different kinds of kitties!\Shogi is a game in which you use eight different types of personality and pieces response:	like this to capture your opponent's king.
context: Okay, let's look at this picture book together.\Shiny\All right!\Ha-Meow\Oh, kitties!\There's a king, too. All different kinds of kitties!\Shogi is a game in which you use eight different types of personality and pieces\like this to capture your opponent's king. response:	Nikaidou... You're amazing.
context: Shiny\All right!\Ha-Meow\Oh, kitties!\There's a king, too. All different kinds of kitties!\Shogi is a game in which you use eight different types of personality and pieces\like this to capture your opponent's king.\Nikaidou... You're amazing. response:	What is this feeling I have?
context: All right!\Ha-Meow\Oh, kitties!\There's a king, too. All different kinds of kitties!\Shogi is a game in which you use eight different types of personality and pieces\like this to capture your opponent's king.\Nikaidou... You're amazing.\What is this feeling I have? response:	Answer: Exclusion
context: Ha-Meow\Oh, kitties!\There's a king, too. All different kinds of kitties!\Shogi is a game in which you use eight different types of personality and pieces\like this to capture your opponent's king.\Nikaidou... You're amazing.\What is this feeling I have?\Answer: Exclusion response:	It sounds like Hina and Momo both had fun.
context: Oh, kitties!\There's a king, too. All different kinds of kitties!\Shogi is a game in which you use eight different types of personality and pieces\like this to capture your opponent's king.\Nikaidou... You're amazing.\What is this feeling I have?\Answer: Exclusion\It sounds like Hina and Momo both had fun. response:	They even put copies of the picture book on the fridge
context: There's a king, too. All different kinds of kitties!\Shogi is a game in which you use eight different types of personality and pieces\like this to capture your opponent's king.\Nikaidou... You're amazing.\What is this feeling I have?\Answer: Exclusion\It sounds like Hina and Momo both had fun.\They even put copies of the picture book on the fridge response:	so they can remember the moves.
context: Shogi is a game in which you use eight different types of personality and pieces\like this to capture your opponent's king.\Nikaidou... You're amazing.\What is this feeling I have?\Answer: Exclusion\It sounds like Hina and Momo both had fun.\They even put copies of the picture book on the fridge\so they can remember the moves. response:	When I think about it like that, shogi really is marvelous.
context: like this to capture your opponent's king.\Nikaidou... You're amazing.\What is this feeling I have?\Answer: Exclusion\It sounds like Hina and Momo both had fun.\They even put copies of the picture book on the fridge\so they can remember the moves.\When I think about it like that, shogi really is marvelous. response:	It's been around for hundreds of years, and even now,
context: Nikaidou... You're amazing.\What is this feeling I have?\Answer: Exclusion\It sounds like Hina and Momo both had fun.\They even put copies of the picture book on the fridge\so they can remember the moves.\When I think about it like that, shogi really is marvelous.\It's been around for hundreds of years, and even now, response:	as long as you have the board and pieces, you can enjoy it at home.
context: What is this feeling I have?\Answer: Exclusion\It sounds like Hina and Momo both had fun.\They even put copies of the picture book on the fridge\so they can remember the moves.\When I think about it like that, shogi really is marvelous.\It's been around for hundreds of years, and even now,\as long as you have the board and pieces, you can enjoy it at home. response:	Moreover, once you learn how to play, it doesn't matter whether
context: Answer: Exclusion\It sounds like Hina and Momo both had fun.\They even put copies of the picture book on the fridge\so they can remember the moves.\When I think about it like that, shogi really is marvelous.\It's been around for hundreds of years, and even now,\as long as you have the board and pieces, you can enjoy it at home.\Moreover, once you learn how to play, it doesn't matter whether response:	you're an adult or a child. You can have fun playing earnestly.
context: It sounds like Hina and Momo both had fun.\They even put copies of the picture book on the fridge\so they can remember the moves.\When I think about it like that, shogi really is marvelous.\It's been around for hundreds of years, and even now,\as long as you have the board and pieces, you can enjoy it at home.\Moreover, once you learn how to play, it doesn't matter whether\you're an adult or a child. You can have fun playing earnestly. response:	And for your whole life.
context: They even put copies of the picture book on the fridge\so they can remember the moves.\When I think about it like that, shogi really is marvelous.\It's been around for hundreds of years, and even now,\as long as you have the board and pieces, you can enjoy it at home.\Moreover, once you learn how to play, it doesn't matter whether\you're an adult or a child. You can have fun playing earnestly.\And for your whole life. response:	That's right.
context: so they can remember the moves.\When I think about it like that, shogi really is marvelous.\It's been around for hundreds of years, and even now,\as long as you have the board and pieces, you can enjoy it at home.\Moreover, once you learn how to play, it doesn't matter whether\you're an adult or a child. You can have fun playing earnestly.\And for your whole life.\That's right. response:	How could I have forgotten?
context: When I think about it like that, shogi really is marvelous.\It's been around for hundreds of years, and even now,\as long as you have the board and pieces, you can enjoy it at home.\Moreover, once you learn how to play, it doesn't matter whether\you're an adult or a child. You can have fun playing earnestly.\And for your whole life.\That's right.\How could I have forgotten? response:	Right now...
context: It's been around for hundreds of years, and even now,\as long as you have the board and pieces, you can enjoy it at home.\Moreover, once you learn how to play, it doesn't matter whether\you're an adult or a child. You can have fun playing earnestly.\And for your whole life.\That's right.\How could I have forgotten?\Right now... response:	How? How could I have forgotten that?
context: as long as you have the board and pieces, you can enjoy it at home.\Moreover, once you learn how to play, it doesn't matter whether\you're an adult or a child. You can have fun playing earnestly.\And for your whole life.\That's right.\How could I have forgotten?\Right now...\How? How could I have forgotten that? response:	Something so important...
context: Moreover, once you learn how to play, it doesn't matter whether\you're an adult or a child. You can have fun playing earnestly.\And for your whole life.\That's right.\How could I have forgotten?\Right now...\How? How could I have forgotten that?\Something so important... response:	Kyouko...
context: you're an adult or a child. You can have fun playing earnestly.\And for your whole life.\That's right.\How could I have forgotten?\Right now...\How? How could I have forgotten that?\Something so important...\Kyouko... response:	Are you still with that guy?
context: And for your whole life.\That's right.\How could I have forgotten?\Right now...\How? How could I have forgotten that?\Something so important...\Kyouko...\Are you still with that guy? response:	Good.
context: That's right.\How could I have forgotten?\Right now...\How? How could I have forgotten that?\Something so important...\Kyouko...\Are you still with that guy?\Good. response:	It didn't leave a scar at least.
context: How could I have forgotten?\Right now...\How? How could I have forgotten that?\Something so important...\Kyouko...\Are you still with that guy?\Good.\It didn't leave a scar at least. response:	Gotou isn't a sane guy.
context: Right now...\How? How could I have forgotten that?\Something so important...\Kyouko...\Are you still with that guy?\Good.\It didn't leave a scar at least.\Gotou isn't a sane guy. response:	He's bad for you.
context: How? How could I have forgotten that?\Something so important...\Kyouko...\Are you still with that guy?\Good.\It didn't leave a scar at least.\Gotou isn't a sane guy.\He's bad for you. response:	That's none of your business.
context: Something so important...\Kyouko...\Are you still with that guy?\Good.\It didn't leave a scar at least.\Gotou isn't a sane guy.\He's bad for you.\That's none of your business. response:	Oh, that's right.
context: Kyouko...\Are you still with that guy?\Good.\It didn't leave a scar at least.\Gotou isn't a sane guy.\He's bad for you.\That's none of your business.\Oh, that's right. response:	I hear if Mr. Matsunaga is demoted from C-1, he'll finally retire.
context: Are you still with that guy?\Good.\It didn't leave a scar at least.\Gotou isn't a sane guy.\He's bad for you.\That's none of your business.\Oh, that's right.\I hear if Mr. Matsunaga is demoted from C-1, he'll finally retire. response:	I thought in a situation like this, maybe you're the type to throw the match.
context: Good.\It didn't leave a scar at least.\Gotou isn't a sane guy.\He's bad for you.\That's none of your business.\Oh, that's right.\I hear if Mr. Matsunaga is demoted from C-1, he'll finally retire.\I thought in a situation like this, maybe you're the type to throw the match. response:	Because you're such a nice guy.
context: It didn't leave a scar at least.\Gotou isn't a sane guy.\He's bad for you.\That's none of your business.\Oh, that's right.\I hear if Mr. Matsunaga is demoted from C-1, he'll finally retire.\I thought in a situation like this, maybe you're the type to throw the match.\Because you're such a nice guy. response:	I could only think of you as the Grim Reaper,
context: Gotou isn't a sane guy.\He's bad for you.\That's none of your business.\Oh, that's right.\I hear if Mr. Matsunaga is demoted from C-1, he'll finally retire.\I thought in a situation like this, maybe you're the type to throw the match.\Because you're such a nice guy.\I could only think of you as the Grim Reaper, response:	come to close the curtain on my life as a shogi player.
context: He's bad for you.\That's none of your business.\Oh, that's right.\I hear if Mr. Matsunaga is demoted from C-1, he'll finally retire.\I thought in a situation like this, maybe you're the type to throw the match.\Because you're such a nice guy.\I could only think of you as the Grim Reaper,\come to close the curtain on my life as a shogi player. response:	I thought I would at least fight fair and square once more before fading away.
context: That's none of your business.\Oh, that's right.\I hear if Mr. Matsunaga is demoted from C-1, he'll finally retire.\I thought in a situation like this, maybe you're the type to throw the match.\Because you're such a nice guy.\I could only think of you as the Grim Reaper,\come to close the curtain on my life as a shogi player.\I thought I would at least fight fair and square once more before fading away. response:	And yet... Even so...
context: Oh, that's right.\I hear if Mr. Matsunaga is demoted from C-1, he'll finally retire.\I thought in a situation like this, maybe you're the type to throw the match.\Because you're such a nice guy.\I could only think of you as the Grim Reaper,\come to close the curtain on my life as a shogi player.\I thought I would at least fight fair and square once more before fading away.\And yet... Even so... response:	I don't want to die
context: I hear if Mr. Matsunaga is demoted from C-1, he'll finally retire.\I thought in a situation like this, maybe you're the type to throw the match.\Because you're such a nice guy.\I could only think of you as the Grim Reaper,\come to close the curtain on my life as a shogi player.\I thought I would at least fight fair and square once more before fading away.\And yet... Even so...\I don't want to die response:	He must really love shogi, you know?
context: I thought in a situation like this, maybe you're the type to throw the match.\Because you're such a nice guy.\I could only think of you as the Grim Reaper,\come to close the curtain on my life as a shogi player.\I thought I would at least fight fair and square once more before fading away.\And yet... Even so...\I don't want to die\He must really love shogi, you know? response:	Unlike you.
context: Because you're such a nice guy.\I could only think of you as the Grim Reaper,\come to close the curtain on my life as a shogi player.\I thought I would at least fight fair and square once more before fading away.\And yet... Even so...\I don't want to die\He must really love shogi, you know?\Unlike you. response:	I wonder how Kyouko wanted me to handle this match.
context: I could only think of you as the Grim Reaper,\come to close the curtain on my life as a shogi player.\I thought I would at least fight fair and square once more before fading away.\And yet... Even so...\I don't want to die\He must really love shogi, you know?\Unlike you.\I wonder how Kyouko wanted me to handle this match. response:	Without care for my feelings,
context: come to close the curtain on my life as a shogi player.\I thought I would at least fight fair and square once more before fading away.\And yet... Even so...\I don't want to die\He must really love shogi, you know?\Unlike you.\I wonder how Kyouko wanted me to handle this match.\Without care for my feelings, response:	she'll tell me about my next opponent and their family,
context: I thought I would at least fight fair and square once more before fading away.\And yet... Even so...\I don't want to die\He must really love shogi, you know?\Unlike you.\I wonder how Kyouko wanted me to handle this match.\Without care for my feelings,\she'll tell me about my next opponent and their family, response:	as if she thought nothing of it.
context: And yet... Even so...\I don't want to die\He must really love shogi, you know?\Unlike you.\I wonder how Kyouko wanted me to handle this match.\Without care for my feelings,\she'll tell me about my next opponent and their family,\as if she thought nothing of it. response:	Oh, that's right.
context: I don't want to die\He must really love shogi, you know?\Unlike you.\I wonder how Kyouko wanted me to handle this match.\Without care for my feelings,\she'll tell me about my next opponent and their family,\as if she thought nothing of it.\Oh, that's right. response:	Speaking of Mr. Yasui, it seems he's finally getting divorced.
context: He must really love shogi, you know?\Unlike you.\I wonder how Kyouko wanted me to handle this match.\Without care for my feelings,\she'll tell me about my next opponent and their family,\as if she thought nothing of it.\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced. response:	I hate this.
context: Unlike you.\I wonder how Kyouko wanted me to handle this match.\Without care for my feelings,\she'll tell me about my next opponent and their family,\as if she thought nothing of it.\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\I hate this. response:	But I hear the daughter had one wish.
context: I wonder how Kyouko wanted me to handle this match.\Without care for my feelings,\she'll tell me about my next opponent and their family,\as if she thought nothing of it.\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\I hate this.\But I hear the daughter had one wish. response:	She said, I want to be with Papa until Christmas.
context: Without care for my feelings,\she'll tell me about my next opponent and their family,\as if she thought nothing of it.\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas. response:	I can't stand it.
context: she'll tell me about my next opponent and their family,\as if she thought nothing of it.\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it. response:	This...
context: as if she thought nothing of it.\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This... response:	Children have it rough.
context: Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This...\Children have it rough. response:	After all, they can't choose their parents.
context: Speaking of Mr. Yasui, it seems he's finally getting divorced.\I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This...\Children have it rough.\After all, they can't choose their parents. response:	The way she speaks, her words sticking to me like glue...
context: I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This...\Children have it rough.\After all, they can't choose their parents.\The way she speaks, her words sticking to me like glue... response:	But more than anything...
context: But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This...\Children have it rough.\After all, they can't choose their parents.\The way she speaks, her words sticking to me like glue...\But more than anything... response:	Oh. But come to think of it,
context: She said, I want to be with Papa until Christmas.\I can't stand it.\This...\Children have it rough.\After all, they can't choose their parents.\The way she speaks, her words sticking to me like glue...\But more than anything...\Oh. But come to think of it, response:	it was different for you.
context: I can't stand it.\This...\Children have it rough.\After all, they can't choose their parents.\The way she speaks, her words sticking to me like glue...\But more than anything...\Oh. But come to think of it,\it was different for you. response:	You chose your own parents.
context: This...\Children have it rough.\After all, they can't choose their parents.\The way she speaks, her words sticking to me like glue...\But more than anything...\Oh. But come to think of it,\it was different for you.\You chose your own parents. response:	You chose somebody else's father.
context: Children have it rough.\After all, they can't choose their parents.\The way she speaks, her words sticking to me like glue...\But more than anything...\Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father. response:	A papa who comes home after winning, or a papa who comes home after losing.
context: After all, they can't choose their parents.\The way she speaks, her words sticking to me like glue...\But more than anything...\Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father.\A papa who comes home after winning, or a papa who comes home after losing. response:	Why?
context: The way she speaks, her words sticking to me like glue...\But more than anything...\Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father.\A papa who comes home after winning, or a papa who comes home after losing.\Why? response:	Which would be more fitting as a final Christmas memory?
context: But more than anything...\Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father.\A papa who comes home after winning, or a papa who comes home after losing.\Why?\Which would be more fitting as a final Christmas memory? response:	Why?!
context: Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father.\A papa who comes home after winning, or a papa who comes home after losing.\Why?\Which would be more fitting as a final Christmas memory?\Why?! response:	That easily?
context: it was different for you.\You chose your own parents.\You chose somebody else's father.\A papa who comes home after winning, or a papa who comes home after losing.\Why?\Which would be more fitting as a final Christmas memory?\Why?!\That easily? response:	You can't let go!
context: You chose your own parents.\You chose somebody else's father.\A papa who comes home after winning, or a papa who comes home after losing.\Why?\Which would be more fitting as a final Christmas memory?\Why?!\That easily?\You can't let go! response:	Don't give up such precious things so easily!
context: You chose somebody else's father.\A papa who comes home after winning, or a papa who comes home after losing.\Why?\Which would be more fitting as a final Christmas memory?\Why?!\That easily?\You can't let go!\Don't give up such precious things so easily! response:	The match with Mr. Yasui ended all too soon that late afternoon.
context: A papa who comes home after winning, or a papa who comes home after losing.\Why?\Which would be more fitting as a final Christmas memory?\Why?!\That easily?\You can't let go!\Don't give up such precious things so easily!\The match with Mr. Yasui ended all too soon that late afternoon. response:	I lost.
context: Why?\Which would be more fitting as a final Christmas memory?\Why?!\That easily?\You can't let go!\Don't give up such precious things so easily!\The match with Mr. Yasui ended all too soon that late afternoon.\I lost. response:	You want to say I gave up in the middle of the game, don't you?
context: Which would be more fitting as a final Christmas memory?\Why?!\That easily?\You can't let go!\Don't give up such precious things so easily!\The match with Mr. Yasui ended all too soon that late afternoon.\I lost.\You want to say I gave up in the middle of the game, don't you? response:	And this was our last Christmas...
context: Why?!\That easily?\You can't let go!\Don't give up such precious things so easily!\The match with Mr. Yasui ended all too soon that late afternoon.\I lost.\You want to say I gave up in the middle of the game, don't you?\And this was our last Christmas... response:	After all my matches were over for the year,
context: That easily?\You can't let go!\Don't give up such precious things so easily!\The match with Mr. Yasui ended all too soon that late afternoon.\I lost.\You want to say I gave up in the middle of the game, don't you?\And this was our last Christmas...\After all my matches were over for the year, response:	I became bedridden with a terrible fever.
context: You can't let go!\Don't give up such precious things so easily!\The match with Mr. Yasui ended all too soon that late afternoon.\I lost.\You want to say I gave up in the middle of the game, don't you?\And this was our last Christmas...\After all my matches were over for the year,\I became bedridden with a terrible fever. response:	I curled up in my dimly-lit room,
context: Don't give up such precious things so easily!\The match with Mr. Yasui ended all too soon that late afternoon.\I lost.\You want to say I gave up in the middle of the game, don't you?\And this was our last Christmas...\After all my matches were over for the year,\I became bedridden with a terrible fever.\I curled up in my dimly-lit room, response:	and December 31st, the last day of the year, arrived.
context: The match with Mr. Yasui ended all too soon that late afternoon.\I lost.\You want to say I gave up in the middle of the game, don't you?\And this was our last Christmas...\After all my matches were over for the year,\I became bedridden with a terrible fever.\I curled up in my dimly-lit room,\and December 31st, the last day of the year, arrived. response:	Please stop.
context: I lost.\You want to say I gave up in the middle of the game, don't you?\And this was our last Christmas...\After all my matches were over for the year,\I became bedridden with a terrible fever.\I curled up in my dimly-lit room,\and December 31st, the last day of the year, arrived.\Please stop. response:	I can't. I can't get up.
context: You want to say I gave up in the middle of the game, don't you?\And this was our last Christmas...\After all my matches were over for the year,\I became bedridden with a terrible fever.\I curled up in my dimly-lit room,\and December 31st, the last day of the year, arrived.\Please stop.\I can't. I can't get up. response:	Rei!
context: And this was our last Christmas...\After all my matches were over for the year,\I became bedridden with a terrible fever.\I curled up in my dimly-lit room,\and December 31st, the last day of the year, arrived.\Please stop.\I can't. I can't get up.\Rei! response:	Rei!
context: After all my matches were over for the year,\I became bedridden with a terrible fever.\I curled up in my dimly-lit room,\and December 31st, the last day of the year, arrived.\Please stop.\I can't. I can't get up.\Rei!\Rei! response:	M-Momo. What?
context: I became bedridden with a terrible fever.\I curled up in my dimly-lit room,\and December 31st, the last day of the year, arrived.\Please stop.\I can't. I can't get up.\Rei!\Rei!\M-Momo. What? response:	Rei!
context: I curled up in my dimly-lit room,\and December 31st, the last day of the year, arrived.\Please stop.\I can't. I can't get up.\Rei!\Rei!\M-Momo. What?\Rei! response:	Rei-chan
context: and December 31st, the last day of the year, arrived.\Please stop.\I can't. I can't get up.\Rei!\Rei!\M-Momo. What?\Rei!\Rei-chan response:	Why?
context: Please stop.\I can't. I can't get up.\Rei!\Rei!\M-Momo. What?\Rei!\Rei-chan\Why? response:	Darn it, I knew you had a cold!
context: I can't. I can't get up.\Rei!\Rei!\M-Momo. What?\Rei!\Rei-chan\Why?\Darn it, I knew you had a cold! response:	- Okay, charge! - Roger!
context: Rei!\Rei!\M-Momo. What?\Rei!\Rei-chan\Why?\Darn it, I knew you had a cold!\- Okay, charge! - Roger! response:	Yay! Rei's place!
context: Rei!\M-Momo. What?\Rei!\Rei-chan\Why?\Darn it, I knew you had a cold!\- Okay, charge! - Roger!\Yay! Rei's place! response:	- Hina, secure the pillow! - Gotcha!
context: M-Momo. What?\Rei!\Rei-chan\Why?\Darn it, I knew you had a cold!\- Okay, charge! - Roger!\Yay! Rei's place!\- Hina, secure the pillow! - Gotcha! response:	Uh, Um...
context: Rei!\Rei-chan\Why?\Darn it, I knew you had a cold!\- Okay, charge! - Roger!\Yay! Rei's place!\- Hina, secure the pillow! - Gotcha!\Uh, Um... response:	Fluff
context: Rei-chan\Why?\Darn it, I knew you had a cold!\- Okay, charge! - Roger!\Yay! Rei's place!\- Hina, secure the pillow! - Gotcha!\Uh, Um...\Fluff response:	Rei, get your phone, wallet, and keys.
context: Why?\Darn it, I knew you had a cold!\- Okay, charge! - Roger!\Yay! Rei's place!\- Hina, secure the pillow! - Gotcha!\Uh, Um...\Fluff\Rei, get your phone, wallet, and keys. response:	You can stay in your pajamas, but put a coat on.
context: Darn it, I knew you had a cold!\- Okay, charge! - Roger!\Yay! Rei's place!\- Hina, secure the pillow! - Gotcha!\Uh, Um...\Fluff\Rei, get your phone, wallet, and keys.\You can stay in your pajamas, but put a coat on. response:	Why? Where are we going?
context: - Okay, charge! - Roger!\Yay! Rei's place!\- Hina, secure the pillow! - Gotcha!\Uh, Um...\Fluff\Rei, get your phone, wallet, and keys.\You can stay in your pajamas, but put a coat on.\Why? Where are we going? response:	Where, you ask?
context: Yay! Rei's place!\- Hina, secure the pillow! - Gotcha!\Uh, Um...\Fluff\Rei, get your phone, wallet, and keys.\You can stay in your pajamas, but put a coat on.\Why? Where are we going?\Where, you ask? response:	Gleam
context: - Hina, secure the pillow! - Gotcha!\Uh, Um...\Fluff\Rei, get your phone, wallet, and keys.\You can stay in your pajamas, but put a coat on.\Why? Where are we going?\Where, you ask?\Gleam response:	To the doctor, of course!
