context: Science Fell in Love, So I Tried to Prove It response:	Proof 10 Science-types Fell in Love, So They Tried Giving Presentations.
context: Shortest Path Problems\Shortest path problems!\Tokyo\Akabane\It's a problem where you calculate the shortest path from start to goal, bear.\See? It's like that thing you stupid humans use on the Internet all the time, bear\It's super easy for a computer, bear.\Then, what if, instead, you looked for the longest route? response:	Tokyo
context: Shortest path problems!\Tokyo\Akabane\It's a problem where you calculate the shortest path from start to goal, bear.\See? It's like that thing you stupid humans use on the Internet all the time, bear\It's super easy for a computer, bear.\Then, what if, instead, you looked for the longest route?\Tokyo response:	Akabane
context: Tokyo\Akabane\It's a problem where you calculate the shortest path from start to goal, bear.\See? It's like that thing you stupid humans use on the Internet all the time, bear\It's super easy for a computer, bear.\Then, what if, instead, you looked for the longest route?\Tokyo\Akabane response:	That's right. This is a longest path problem.
context: Akabane\It's a problem where you calculate the shortest path from start to goal, bear.\See? It's like that thing you stupid humans use on the Internet all the time, bear\It's super easy for a computer, bear.\Then, what if, instead, you looked for the longest route?\Tokyo\Akabane\That's right. This is a longest path problem. response:	It's a super hard problem that even baffles computers, bear.
context: It's a problem where you calculate the shortest path from start to goal, bear.\See? It's like that thing you stupid humans use on the Internet all the time, bear\It's super easy for a computer, bear.\Then, what if, instead, you looked for the longest route?\Tokyo\Akabane\That's right. This is a longest path problem.\It's a super hard problem that even baffles computers, bear. response:	Just like the traveling salesman problem, people call this NP-hard.
context: See? It's like that thing you stupid humans use on the Internet all the time, bear\It's super easy for a computer, bear.\Then, what if, instead, you looked for the longest route?\Tokyo\Akabane\That's right. This is a longest path problem.\It's a super hard problem that even baffles computers, bear.\Just like the traveling salesman problem, people call this NP-hard. response:	It's a crazy problem, bear!
context: It's super easy for a computer, bear.\Then, what if, instead, you looked for the longest route?\Tokyo\Akabane\That's right. This is a longest path problem.\It's a super hard problem that even baffles computers, bear.\Just like the traveling salesman problem, people call this NP-hard.\It's a crazy problem, bear! response:	That's right.
context: Then, what if, instead, you looked for the longest route?\Tokyo\Akabane\That's right. This is a longest path problem.\It's a super hard problem that even baffles computers, bear.\Just like the traveling salesman problem, people call this NP-hard.\It's a crazy problem, bear!\That's right. response:	Adult games are NP-hard.
context: Tokyo\Akabane\That's right. This is a longest path problem.\It's a super hard problem that even baffles computers, bear.\Just like the traveling salesman problem, people call this NP-hard.\It's a crazy problem, bear!\That's right.\Adult games are NP-hard. response:	Finding the approximate solution should be our next challenge!
context: Akabane\That's right. This is a longest path problem.\It's a super hard problem that even baffles computers, bear.\Just like the traveling salesman problem, people call this NP-hard.\It's a crazy problem, bear!\That's right.\Adult games are NP-hard.\Finding the approximate solution should be our next challenge! response:	This guy's amazing!
context: That's right. This is a longest path problem.\It's a super hard problem that even baffles computers, bear.\Just like the traveling salesman problem, people call this NP-hard.\It's a crazy problem, bear!\That's right.\Adult games are NP-hard.\Finding the approximate solution should be our next challenge!\This guy's amazing! response:	He's seriously researching adult games...
context: It's a super hard problem that even baffles computers, bear.\Just like the traveling salesman problem, people call this NP-hard.\It's a crazy problem, bear!\That's right.\Adult games are NP-hard.\Finding the approximate solution should be our next challenge!\This guy's amazing!\He's seriously researching adult games... response:	He's a hero, in so many different ways...
context: Just like the traveling salesman problem, people call this NP-hard.\It's a crazy problem, bear!\That's right.\Adult games are NP-hard.\Finding the approximate solution should be our next challenge!\This guy's amazing!\He's seriously researching adult games...\He's a hero, in so many different ways... response:	Excuse me.
context: It's a crazy problem, bear!\That's right.\Adult games are NP-hard.\Finding the approximate solution should be our next challenge!\This guy's amazing!\He's seriously researching adult games...\He's a hero, in so many different ways...\Excuse me. response:	May I ask a question?
context: That's right.\Adult games are NP-hard.\Finding the approximate solution should be our next challenge!\This guy's amazing!\He's seriously researching adult games...\He's a hero, in so many different ways...\Excuse me.\May I ask a question? response:	Please do.
context: Adult games are NP-hard.\Finding the approximate solution should be our next challenge!\This guy's amazing!\He's seriously researching adult games...\He's a hero, in so many different ways...\Excuse me.\May I ask a question?\Please do. response:	I am not familiar with this field,
context: Finding the approximate solution should be our next challenge!\This guy's amazing!\He's seriously researching adult games...\He's a hero, in so many different ways...\Excuse me.\May I ask a question?\Please do.\I am not familiar with this field, response:	so I apologize if this is a layman's question, but...
context: This guy's amazing!\He's seriously researching adult games...\He's a hero, in so many different ways...\Excuse me.\May I ask a question?\Please do.\I am not familiar with this field,\so I apologize if this is a layman's question, but... response:	in what way does this research possibly prove useful?
context: He's seriously researching adult games...\He's a hero, in so many different ways...\Excuse me.\May I ask a question?\Please do.\I am not familiar with this field,\so I apologize if this is a layman's question, but...\in what way does this research possibly prove useful? response:	It's super useful for me!
context: He's a hero, in so many different ways...\Excuse me.\May I ask a question?\Please do.\I am not familiar with this field,\so I apologize if this is a layman's question, but...\in what way does this research possibly prove useful?\It's super useful for me! response:	If I could find an effective way to quickly complete any romance game,
context: Excuse me.\May I ask a question?\Please do.\I am not familiar with this field,\so I apologize if this is a layman's question, but...\in what way does this research possibly prove useful?\It's super useful for me!\If I could find an effective way to quickly complete any romance game, response:	nothing could possibly make me any happier!
context: May I ask a question?\Please do.\I am not familiar with this field,\so I apologize if this is a layman's question, but...\in what way does this research possibly prove useful?\It's super useful for me!\If I could find an effective way to quickly complete any romance game,\nothing could possibly make me any happier! response:	There's no point if it only is of use to you, is there?
context: Please do.\I am not familiar with this field,\so I apologize if this is a layman's question, but...\in what way does this research possibly prove useful?\It's super useful for me!\If I could find an effective way to quickly complete any romance game,\nothing could possibly make me any happier!\There's no point if it only is of use to you, is there? response:	Shouldn't you do some more serious research?
context: I am not familiar with this field,\so I apologize if this is a layman's question, but...\in what way does this research possibly prove useful?\It's super useful for me!\If I could find an effective way to quickly complete any romance game,\nothing could possibly make me any happier!\There's no point if it only is of use to you, is there?\Shouldn't you do some more serious research? response:	What?
context: so I apologize if this is a layman's question, but...\in what way does this research possibly prove useful?\It's super useful for me!\If I could find an effective way to quickly complete any romance game,\nothing could possibly make me any happier!\There's no point if it only is of use to you, is there?\Shouldn't you do some more serious research?\What? response:	I'm super serious about this.
context: in what way does this research possibly prove useful?\It's super useful for me!\If I could find an effective way to quickly complete any romance game,\nothing could possibly make me any happier!\There's no point if it only is of use to you, is there?\Shouldn't you do some more serious research?\What?\I'm super serious about this. response:	What is it you don't like about it?
context: It's super useful for me!\If I could find an effective way to quickly complete any romance game,\nothing could possibly make me any happier!\There's no point if it only is of use to you, is there?\Shouldn't you do some more serious research?\What?\I'm super serious about this.\What is it you don't like about it? response:	I am saying that researching romance games is not useful.
context: If I could find an effective way to quickly complete any romance game,\nothing could possibly make me any happier!\There's no point if it only is of use to you, is there?\Shouldn't you do some more serious research?\What?\I'm super serious about this.\What is it you don't like about it?\I am saying that researching romance games is not useful. response:	Are you listening? We are in engineering.
context: nothing could possibly make me any happier!\There's no point if it only is of use to you, is there?\Shouldn't you do some more serious research?\What?\I'm super serious about this.\What is it you don't like about it?\I am saying that researching romance games is not useful.\Are you listening? We are in engineering. response:	The foundational ideal of engineering is
context: There's no point if it only is of use to you, is there?\Shouldn't you do some more serious research?\What?\I'm super serious about this.\What is it you don't like about it?\I am saying that researching romance games is not useful.\Are you listening? We are in engineering.\The foundational ideal of engineering is response:	to develop effective technology for the sake of humanity.
context: Shouldn't you do some more serious research?\What?\I'm super serious about this.\What is it you don't like about it?\I am saying that researching romance games is not useful.\Are you listening? We are in engineering.\The foundational ideal of engineering is\to develop effective technology for the sake of humanity. response:	That is the greatest difference between this and the natural sciences.
context: What?\I'm super serious about this.\What is it you don't like about it?\I am saying that researching romance games is not useful.\Are you listening? We are in engineering.\The foundational ideal of engineering is\to develop effective technology for the sake of humanity.\That is the greatest difference between this and the natural sciences. response:	That is why our research must, in the end,
context: I'm super serious about this.\What is it you don't like about it?\I am saying that researching romance games is not useful.\Are you listening? We are in engineering.\The foundational ideal of engineering is\to develop effective technology for the sake of humanity.\That is the greatest difference between this and the natural sciences.\That is why our research must, in the end, response:	be something which contributes to society.
context: What is it you don't like about it?\I am saying that researching romance games is not useful.\Are you listening? We are in engineering.\The foundational ideal of engineering is\to develop effective technology for the sake of humanity.\That is the greatest difference between this and the natural sciences.\That is why our research must, in the end,\be something which contributes to society. response:	Huh?
context: I am saying that researching romance games is not useful.\Are you listening? We are in engineering.\The foundational ideal of engineering is\to develop effective technology for the sake of humanity.\That is the greatest difference between this and the natural sciences.\That is why our research must, in the end,\be something which contributes to society.\Huh? response:	Um, excuse me... Professor Kaku.
context: Are you listening? We are in engineering.\The foundational ideal of engineering is\to develop effective technology for the sake of humanity.\That is the greatest difference between this and the natural sciences.\That is why our research must, in the end,\be something which contributes to society.\Huh?\Um, excuse me... Professor Kaku. response:	This research theme was one I suggested to him...
context: The foundational ideal of engineering is\to develop effective technology for the sake of humanity.\That is the greatest difference between this and the natural sciences.\That is why our research must, in the end,\be something which contributes to society.\Huh?\Um, excuse me... Professor Kaku.\This research theme was one I suggested to him... response:	Games are useful!
context: to develop effective technology for the sake of humanity.\That is the greatest difference between this and the natural sciences.\That is why our research must, in the end,\be something which contributes to society.\Huh?\Um, excuse me... Professor Kaku.\This research theme was one I suggested to him...\Games are useful! response:	They are fun! They are emotionally moving!
context: That is the greatest difference between this and the natural sciences.\That is why our research must, in the end,\be something which contributes to society.\Huh?\Um, excuse me... Professor Kaku.\This research theme was one I suggested to him...\Games are useful!\They are fun! They are emotionally moving! response:	They are a contemporary form of entertainment!
context: That is why our research must, in the end,\be something which contributes to society.\Huh?\Um, excuse me... Professor Kaku.\This research theme was one I suggested to him...\Games are useful!\They are fun! They are emotionally moving!\They are a contemporary form of entertainment! response:	For me, they're what I live for!
context: be something which contributes to society.\Huh?\Um, excuse me... Professor Kaku.\This research theme was one I suggested to him...\Games are useful!\They are fun! They are emotionally moving!\They are a contemporary form of entertainment!\For me, they're what I live for! response:	Pretty much every student in here has played a game, right?
context: Huh?\Um, excuse me... Professor Kaku.\This research theme was one I suggested to him...\Games are useful!\They are fun! They are emotionally moving!\They are a contemporary form of entertainment!\For me, they're what I live for!\Pretty much every student in here has played a game, right? response:	And there's gotta be some adult gamers here, too!
context: Um, excuse me... Professor Kaku.\This research theme was one I suggested to him...\Games are useful!\They are fun! They are emotionally moving!\They are a contemporary form of entertainment!\For me, they're what I live for!\Pretty much every student in here has played a game, right?\And there's gotta be some adult gamers here, too! response:	It's technology which has entertained all these people!
context: This research theme was one I suggested to him...\Games are useful!\They are fun! They are emotionally moving!\They are a contemporary form of entertainment!\For me, they're what I live for!\Pretty much every student in here has played a game, right?\And there's gotta be some adult gamers here, too!\It's technology which has entertained all these people! response:	Your research has nothing to do with the creation of games.
context: Games are useful!\They are fun! They are emotionally moving!\They are a contemporary form of entertainment!\For me, they're what I live for!\Pretty much every student in here has played a game, right?\And there's gotta be some adult gamers here, too!\It's technology which has entertained all these people!\Your research has nothing to do with the creation of games. response:	You're simply looking for a methodology which facilitates easier gameplay, right?
context: They are fun! They are emotionally moving!\They are a contemporary form of entertainment!\For me, they're what I live for!\Pretty much every student in here has played a game, right?\And there's gotta be some adult gamers here, too!\It's technology which has entertained all these people!\Your research has nothing to do with the creation of games.\You're simply looking for a methodology which facilitates easier gameplay, right? response:	That's right!
context: They are a contemporary form of entertainment!\For me, they're what I live for!\Pretty much every student in here has played a game, right?\And there's gotta be some adult gamers here, too!\It's technology which has entertained all these people!\Your research has nothing to do with the creation of games.\You're simply looking for a methodology which facilitates easier gameplay, right?\That's right! response:	Lately, pro gamers have emerged...
context: For me, they're what I live for!\Pretty much every student in here has played a game, right?\And there's gotta be some adult gamers here, too!\It's technology which has entertained all these people!\Your research has nothing to do with the creation of games.\You're simply looking for a methodology which facilitates easier gameplay, right?\That's right!\Lately, pro gamers have emerged... response:	e-sports are international competitions...
context: Pretty much every student in here has played a game, right?\And there's gotta be some adult gamers here, too!\It's technology which has entertained all these people!\Your research has nothing to do with the creation of games.\You're simply looking for a methodology which facilitates easier gameplay, right?\That's right!\Lately, pro gamers have emerged...\e-sports are international competitions... response:	This is an age where play-by-play gamers hold live events at Budoukan!
context: And there's gotta be some adult gamers here, too!\It's technology which has entertained all these people!\Your research has nothing to do with the creation of games.\You're simply looking for a methodology which facilitates easier gameplay, right?\That's right!\Lately, pro gamers have emerged...\e-sports are international competitions...\This is an age where play-by-play gamers hold live events at Budoukan! response:	Even those who are on the consumer side of games,
context: It's technology which has entertained all these people!\Your research has nothing to do with the creation of games.\You're simply looking for a methodology which facilitates easier gameplay, right?\That's right!\Lately, pro gamers have emerged...\e-sports are international competitions...\This is an age where play-by-play gamers hold live events at Budoukan!\Even those who are on the consumer side of games, response:	depending on how they play, can find all kinds of value in them.
context: Your research has nothing to do with the creation of games.\You're simply looking for a methodology which facilitates easier gameplay, right?\That's right!\Lately, pro gamers have emerged...\e-sports are international competitions...\This is an age where play-by-play gamers hold live events at Budoukan!\Even those who are on the consumer side of games,\depending on how they play, can find all kinds of value in them. response:	That's the age we live in.
context: You're simply looking for a methodology which facilitates easier gameplay, right?\That's right!\Lately, pro gamers have emerged...\e-sports are international competitions...\This is an age where play-by-play gamers hold live events at Budoukan!\Even those who are on the consumer side of games,\depending on how they play, can find all kinds of value in them.\That's the age we live in. response:	And I believe that one day...
context: That's right!\Lately, pro gamers have emerged...\e-sports are international competitions...\This is an age where play-by-play gamers hold live events at Budoukan!\Even those who are on the consumer side of games,\depending on how they play, can find all kinds of value in them.\That's the age we live in.\And I believe that one day... response:	my research will be useful to someone!
context: Lately, pro gamers have emerged...\e-sports are international competitions...\This is an age where play-by-play gamers hold live events at Budoukan!\Even those who are on the consumer side of games,\depending on how they play, can find all kinds of value in them.\That's the age we live in.\And I believe that one day...\my research will be useful to someone! response:	Not to mention,
context: e-sports are international competitions...\This is an age where play-by-play gamers hold live events at Budoukan!\Even those who are on the consumer side of games,\depending on how they play, can find all kinds of value in them.\That's the age we live in.\And I believe that one day...\my research will be useful to someone!\Not to mention, response:	looking down on adult games like that is unforgivable, baldy!
context: This is an age where play-by-play gamers hold live events at Budoukan!\Even those who are on the consumer side of games,\depending on how they play, can find all kinds of value in them.\That's the age we live in.\And I believe that one day...\my research will be useful to someone!\Not to mention,\looking down on adult games like that is unforgivable, baldy! response:	Baldy?
context: Even those who are on the consumer side of games,\depending on how they play, can find all kinds of value in them.\That's the age we live in.\And I believe that one day...\my research will be useful to someone!\Not to mention,\looking down on adult games like that is unforgivable, baldy!\Baldy? response:	You! Take more care with your words.
context: depending on how they play, can find all kinds of value in them.\That's the age we live in.\And I believe that one day...\my research will be useful to someone!\Not to mention,\looking down on adult games like that is unforgivable, baldy!\Baldy?\You! Take more care with your words. response:	Not bad, Torasuke.
context: That's the age we live in.\And I believe that one day...\my research will be useful to someone!\Not to mention,\looking down on adult games like that is unforgivable, baldy!\Baldy?\You! Take more care with your words.\Not bad, Torasuke. response:	We will now take a ten minute break.
context: And I believe that one day...\my research will be useful to someone!\Not to mention,\looking down on adult games like that is unforgivable, baldy!\Baldy?\You! Take more care with your words.\Not bad, Torasuke.\We will now take a ten minute break. response:	If the next presenter would please set up.
context: my research will be useful to someone!\Not to mention,\looking down on adult games like that is unforgivable, baldy!\Baldy?\You! Take more care with your words.\Not bad, Torasuke.\We will now take a ten minute break.\If the next presenter would please set up. response:	Right. Now, if we connect this computer, the output should...
context: Not to mention,\looking down on adult games like that is unforgivable, baldy!\Baldy?\You! Take more care with your words.\Not bad, Torasuke.\We will now take a ten minute break.\If the next presenter would please set up.\Right. Now, if we connect this computer, the output should... response:	Hm?
context: looking down on adult games like that is unforgivable, baldy!\Baldy?\You! Take more care with your words.\Not bad, Torasuke.\We will now take a ten minute break.\If the next presenter would please set up.\Right. Now, if we connect this computer, the output should...\Hm? response:	What's wrong, Kanade?
context: Baldy?\You! Take more care with your words.\Not bad, Torasuke.\We will now take a ten minute break.\If the next presenter would please set up.\Right. Now, if we connect this computer, the output should...\Hm?\What's wrong, Kanade? response:	Yukimura-senpai... I...
context: You! Take more care with your words.\Not bad, Torasuke.\We will now take a ten minute break.\If the next presenter would please set up.\Right. Now, if we connect this computer, the output should...\Hm?\What's wrong, Kanade?\Yukimura-senpai... I... response:	I don't feel like I can do this.
context: Not bad, Torasuke.\We will now take a ten minute break.\If the next presenter would please set up.\Right. Now, if we connect this computer, the output should...\Hm?\What's wrong, Kanade?\Yukimura-senpai... I...\I don't feel like I can do this. response:	That research seemed super complicated and it wasn't good enough.
context: We will now take a ten minute break.\If the next presenter would please set up.\Right. Now, if we connect this computer, the output should...\Hm?\What's wrong, Kanade?\Yukimura-senpai... I...\I don't feel like I can do this.\That research seemed super complicated and it wasn't good enough. response:	Compared to that, my research isn't anywhere near...
context: If the next presenter would please set up.\Right. Now, if we connect this computer, the output should...\Hm?\What's wrong, Kanade?\Yukimura-senpai... I...\I don't feel like I can do this.\That research seemed super complicated and it wasn't good enough.\Compared to that, my research isn't anywhere near... response:	You're worrying too much.
context: Right. Now, if we connect this computer, the output should...\Hm?\What's wrong, Kanade?\Yukimura-senpai... I...\I don't feel like I can do this.\That research seemed super complicated and it wasn't good enough.\Compared to that, my research isn't anywhere near...\You're worrying too much. response:	Your presentation will be
context: Hm?\What's wrong, Kanade?\Yukimura-senpai... I...\I don't feel like I can do this.\That research seemed super complicated and it wasn't good enough.\Compared to that, my research isn't anywhere near...\You're worrying too much.\Your presentation will be response:	I can't.
context: What's wrong, Kanade?\Yukimura-senpai... I...\I don't feel like I can do this.\That research seemed super complicated and it wasn't good enough.\Compared to that, my research isn't anywhere near...\You're worrying too much.\Your presentation will be\I can't. response:	It's not good enough.
context: Yukimura-senpai... I...\I don't feel like I can do this.\That research seemed super complicated and it wasn't good enough.\Compared to that, my research isn't anywhere near...\You're worrying too much.\Your presentation will be\I can't.\It's not good enough. response:	Presenting in front of all those people... I can't...
context: I don't feel like I can do this.\That research seemed super complicated and it wasn't good enough.\Compared to that, my research isn't anywhere near...\You're worrying too much.\Your presentation will be\I can't.\It's not good enough.\Presenting in front of all those people... I can't... response:	Calm down a little, Kanade.
context: That research seemed super complicated and it wasn't good enough.\Compared to that, my research isn't anywhere near...\You're worrying too much.\Your presentation will be\I can't.\It's not good enough.\Presenting in front of all those people... I can't...\Calm down a little, Kanade. response:	I can't present...
context: Compared to that, my research isn't anywhere near...\You're worrying too much.\Your presentation will be\I can't.\It's not good enough.\Presenting in front of all those people... I can't...\Calm down a little, Kanade.\I can't present... response:	If everyone thinks I'm weird...
context: You're worrying too much.\Your presentation will be\I can't.\It's not good enough.\Presenting in front of all those people... I can't...\Calm down a little, Kanade.\I can't present...\If everyone thinks I'm weird... response:	I can't take any more of that...
context: Your presentation will be\I can't.\It's not good enough.\Presenting in front of all those people... I can't...\Calm down a little, Kanade.\I can't present...\If everyone thinks I'm weird...\I can't take any more of that... response:	Hey, Kanade!
context: I can't.\It's not good enough.\Presenting in front of all those people... I can't...\Calm down a little, Kanade.\I can't present...\If everyone thinks I'm weird...\I can't take any more of that...\Hey, Kanade! response:	It's just about time to start the presentations.
context: It's not good enough.\Presenting in front of all those people... I can't...\Calm down a little, Kanade.\I can't present...\If everyone thinks I'm weird...\I can't take any more of that...\Hey, Kanade!\It's just about time to start the presentations. response:	Next is Kanade, huh?
context: Presenting in front of all those people... I can't...\Calm down a little, Kanade.\I can't present...\If everyone thinks I'm weird...\I can't take any more of that...\Hey, Kanade!\It's just about time to start the presentations.\Next is Kanade, huh? response:	She seemed pretty freaked out back there. You think she's okay?
context: Calm down a little, Kanade.\I can't present...\If everyone thinks I'm weird...\I can't take any more of that...\Hey, Kanade!\It's just about time to start the presentations.\Next is Kanade, huh?\She seemed pretty freaked out back there. You think she's okay? response:	I'll go see how she's doing.
context: I can't present...\If everyone thinks I'm weird...\I can't take any more of that...\Hey, Kanade!\It's just about time to start the presentations.\Next is Kanade, huh?\She seemed pretty freaked out back there. You think she's okay?\I'll go see how she's doing. response:	I'm not worried about Kanade-chan's presentation.
context: If everyone thinks I'm weird...\I can't take any more of that...\Hey, Kanade!\It's just about time to start the presentations.\Next is Kanade, huh?\She seemed pretty freaked out back there. You think she's okay?\I'll go see how she's doing.\I'm not worried about Kanade-chan's presentation. response:	That Yukimura-kun drilled her pretty hard, after all.
context: I can't take any more of that...\Hey, Kanade!\It's just about time to start the presentations.\Next is Kanade, huh?\She seemed pretty freaked out back there. You think she's okay?\I'll go see how she's doing.\I'm not worried about Kanade-chan's presentation.\That Yukimura-kun drilled her pretty hard, after all. response:	Yukimura-kun...
context: Hey, Kanade!\It's just about time to start the presentations.\Next is Kanade, huh?\She seemed pretty freaked out back there. You think she's okay?\I'll go see how she's doing.\I'm not worried about Kanade-chan's presentation.\That Yukimura-kun drilled her pretty hard, after all.\Yukimura-kun... response:	Oh, honestly!
context: It's just about time to start the presentations.\Next is Kanade, huh?\She seemed pretty freaked out back there. You think she's okay?\I'll go see how she's doing.\I'm not worried about Kanade-chan's presentation.\That Yukimura-kun drilled her pretty hard, after all.\Yukimura-kun...\Oh, honestly! response:	A little more self-control, please.
context: Next is Kanade, huh?\She seemed pretty freaked out back there. You think she's okay?\I'll go see how she's doing.\I'm not worried about Kanade-chan's presentation.\That Yukimura-kun drilled her pretty hard, after all.\Yukimura-kun...\Oh, honestly!\A little more self-control, please. response:	Once the presentations are over,
context: She seemed pretty freaked out back there. You think she's okay?\I'll go see how she's doing.\I'm not worried about Kanade-chan's presentation.\That Yukimura-kun drilled her pretty hard, after all.\Yukimura-kun...\Oh, honestly!\A little more self-control, please.\Once the presentations are over, response:	I can have lots of physical contact with Yukimura-kun. All right?
context: I'll go see how she's doing.\I'm not worried about Kanade-chan's presentation.\That Yukimura-kun drilled her pretty hard, after all.\Yukimura-kun...\Oh, honestly!\A little more self-control, please.\Once the presentations are over,\I can have lots of physical contact with Yukimura-kun. All right? response:	With Yukimura-kun...
context: I'm not worried about Kanade-chan's presentation.\That Yukimura-kun drilled her pretty hard, after all.\Yukimura-kun...\Oh, honestly!\A little more self-control, please.\Once the presentations are over,\I can have lots of physical contact with Yukimura-kun. All right?\With Yukimura-kun... response:	Hey.
context: That Yukimura-kun drilled her pretty hard, after all.\Yukimura-kun...\Oh, honestly!\A little more self-control, please.\Once the presentations are over,\I can have lots of physical contact with Yukimura-kun. All right?\With Yukimura-kun...\Hey. response:	Pull yourself together, Kanade!
context: Yukimura-kun...\Oh, honestly!\A little more self-control, please.\Once the presentations are over,\I can have lots of physical contact with Yukimura-kun. All right?\With Yukimura-kun...\Hey.\Pull yourself together, Kanade! response:	I can't... I can't...
context: Oh, honestly!\A little more self-control, please.\Once the presentations are over,\I can have lots of physical contact with Yukimura-kun. All right?\With Yukimura-kun...\Hey.\Pull yourself together, Kanade!\I can't... I can't... response:	I can't present in front of all those people...
context: A little more self-control, please.\Once the presentations are over,\I can have lots of physical contact with Yukimura-kun. All right?\With Yukimura-kun...\Hey.\Pull yourself together, Kanade!\I can't... I can't...\I can't present in front of all those people... response:	You're leaving me no choice...
context: Once the presentations are over,\I can have lots of physical contact with Yukimura-kun. All right?\With Yukimura-kun...\Hey.\Pull yourself together, Kanade!\I can't... I can't...\I can't present in front of all those people...\You're leaving me no choice... response:	If I try, I'll only fail...
context: I can have lots of physical contact with Yukimura-kun. All right?\With Yukimura-kun...\Hey.\Pull yourself together, Kanade!\I can't... I can't...\I can't present in front of all those people...\You're leaving me no choice...\If I try, I'll only fail... response:	Kanade-chan. Yukimura-ku
context: With Yukimura-kun...\Hey.\Pull yourself together, Kanade!\I can't... I can't...\I can't present in front of all those people...\You're leaving me no choice...\If I try, I'll only fail...\Kanade-chan. Yukimura-ku response:	Science Fell in Love, So I Tried to Prove It
context: Hey.\Pull yourself together, Kanade!\I can't... I can't...\I can't present in front of all those people...\You're leaving me no choice...\If I try, I'll only fail...\Kanade-chan. Yukimura-ku\Science Fell in Love, So I Tried to Prove It response:	Wh-Wh-What are you doing?
context: Pull yourself together, Kanade!\I can't... I can't...\I can't present in front of all those people...\You're leaving me no choice...\If I try, I'll only fail...\Kanade-chan. Yukimura-ku\Science Fell in Love, So I Tried to Prove It\Wh-Wh-What are you doing? response:	And you, don't suddenly unleash the force of your fists...
context: I can't... I can't...\I can't present in front of all those people...\You're leaving me no choice...\If I try, I'll only fail...\Kanade-chan. Yukimura-ku\Science Fell in Love, So I Tried to Prove It\Wh-Wh-What are you doing?\And you, don't suddenly unleash the force of your fists... response:	It was an experiment run by Leslie Seltzer of the University of Wisconsin-Madison.
context: I can't present in front of all those people...\You're leaving me no choice...\If I try, I'll only fail...\Kanade-chan. Yukimura-ku\Science Fell in Love, So I Tried to Prove It\Wh-Wh-What are you doing?\And you, don't suddenly unleash the force of your fists...\It was an experiment run by Leslie Seltzer of the University of Wisconsin-Madison. response:	Huh?
context: You're leaving me no choice...\If I try, I'll only fail...\Kanade-chan. Yukimura-ku\Science Fell in Love, So I Tried to Prove It\Wh-Wh-What are you doing?\And you, don't suddenly unleash the force of your fists...\It was an experiment run by Leslie Seltzer of the University of Wisconsin-Madison.\Huh? response:	Sixty-one girls aged 7 to 12 were made to give a speech in front of a large crowd.
context: If I try, I'll only fail...\Kanade-chan. Yukimura-ku\Science Fell in Love, So I Tried to Prove It\Wh-Wh-What are you doing?\And you, don't suddenly unleash the force of your fists...\It was an experiment run by Leslie Seltzer of the University of Wisconsin-Madison.\Huh?\Sixty-one girls aged 7 to 12 were made to give a speech in front of a large crowd. response:	Afterwards, their mothers embraced them,
context: Kanade-chan. Yukimura-ku\Science Fell in Love, So I Tried to Prove It\Wh-Wh-What are you doing?\And you, don't suddenly unleash the force of your fists...\It was an experiment run by Leslie Seltzer of the University of Wisconsin-Madison.\Huh?\Sixty-one girls aged 7 to 12 were made to give a speech in front of a large crowd.\Afterwards, their mothers embraced them, response:	comforting them through physical contact.
context: Science Fell in Love, So I Tried to Prove It\Wh-Wh-What are you doing?\And you, don't suddenly unleash the force of your fists...\It was an experiment run by Leslie Seltzer of the University of Wisconsin-Madison.\Huh?\Sixty-one girls aged 7 to 12 were made to give a speech in front of a large crowd.\Afterwards, their mothers embraced them,\comforting them through physical contact. response:	As a result, their oxytocin levels increased,
context: Wh-Wh-What are you doing?\And you, don't suddenly unleash the force of your fists...\It was an experiment run by Leslie Seltzer of the University of Wisconsin-Madison.\Huh?\Sixty-one girls aged 7 to 12 were made to give a speech in front of a large crowd.\Afterwards, their mothers embraced them,\comforting them through physical contact.\As a result, their oxytocin levels increased, response:	Direct Contact with Mother Phone Call with Mother (no contact) Nothing Done
context: And you, don't suddenly unleash the force of your fists...\It was an experiment run by Leslie Seltzer of the University of Wisconsin-Madison.\Huh?\Sixty-one girls aged 7 to 12 were made to give a speech in front of a large crowd.\Afterwards, their mothers embraced them,\comforting them through physical contact.\As a result, their oxytocin levels increased,\Direct Contact with Mother Phone Call with Mother (no contact) Nothing Done response:	and their stress hormone, cortisol, dropped significantly.
context: It was an experiment run by Leslie Seltzer of the University of Wisconsin-Madison.\Huh?\Sixty-one girls aged 7 to 12 were made to give a speech in front of a large crowd.\Afterwards, their mothers embraced them,\comforting them through physical contact.\As a result, their oxytocin levels increased,\Direct Contact with Mother Phone Call with Mother (no contact) Nothing Done\and their stress hormone, cortisol, dropped significantly. response:	I simply emulated the experiment.
context: Huh?\Sixty-one girls aged 7 to 12 were made to give a speech in front of a large crowd.\Afterwards, their mothers embraced them,\comforting them through physical contact.\As a result, their oxytocin levels increased,\Direct Contact with Mother Phone Call with Mother (no contact) Nothing Done\and their stress hormone, cortisol, dropped significantly.\I simply emulated the experiment. response:	I-I see...
