context: Are you okay? response:	You can rest easy now.
context: That means he couldn't rein in that incredible amount of power.\That's why Shen Long couldn't do anything against the Saiyans.\What're ya talkin' about? I guess the Dragon Balls ain't so great after all.\You're a sassy fellow!\What's this? There are some! There are some!\There are some Namekians! There's just under a hundred of them,\but they survived, and are thriving again!\T- there're a hundred guys like that!? response:	Not to worry. Namekians are a very mild-mannered race by nature.
context: That's why Shen Long couldn't do anything against the Saiyans.\What're ya talkin' about? I guess the Dragon Balls ain't so great after all.\You're a sassy fellow!\What's this? There are some! There are some!\There are some Namekians! There's just under a hundred of them,\but they survived, and are thriving again!\T- there're a hundred guys like that!?\Not to worry. Namekians are a very mild-mannered race by nature. response:	Like that guy who was Kami on your Earth.
context: What're ya talkin' about? I guess the Dragon Balls ain't so great after all.\You're a sassy fellow!\What's this? There are some! There are some!\There are some Namekians! There's just under a hundred of them,\but they survived, and are thriving again!\T- there're a hundred guys like that!?\Not to worry. Namekians are a very mild-mannered race by nature.\Like that guy who was Kami on your Earth. response:	Piccolo Daimao was probably someone who was born
context: You're a sassy fellow!\What's this? There are some! There are some!\There are some Namekians! There's just under a hundred of them,\but they survived, and are thriving again!\T- there're a hundred guys like that!?\Not to worry. Namekians are a very mild-mannered race by nature.\Like that guy who was Kami on your Earth.\Piccolo Daimao was probably someone who was born response:	of the evil influence of earthlings that he encountered before becoming Kami.
context: What's this? There are some! There are some!\There are some Namekians! There's just under a hundred of them,\but they survived, and are thriving again!\T- there're a hundred guys like that!?\Not to worry. Namekians are a very mild-mannered race by nature.\Like that guy who was Kami on your Earth.\Piccolo Daimao was probably someone who was born\of the evil influence of earthlings that he encountered before becoming Kami. response:	That explains it.
context: There are some Namekians! There's just under a hundred of them,\but they survived, and are thriving again!\T- there're a hundred guys like that!?\Not to worry. Namekians are a very mild-mannered race by nature.\Like that guy who was Kami on your Earth.\Piccolo Daimao was probably someone who was born\of the evil influence of earthlings that he encountered before becoming Kami.\That explains it. response:	There are some nasty types out there in the world, after all.
context: but they survived, and are thriving again!\T- there're a hundred guys like that!?\Not to worry. Namekians are a very mild-mannered race by nature.\Like that guy who was Kami on your Earth.\Piccolo Daimao was probably someone who was born\of the evil influence of earthlings that he encountered before becoming Kami.\That explains it.\There are some nasty types out there in the world, after all. response:	Look who's talking.
context: T- there're a hundred guys like that!?\Not to worry. Namekians are a very mild-mannered race by nature.\Like that guy who was Kami on your Earth.\Piccolo Daimao was probably someone who was born\of the evil influence of earthlings that he encountered before becoming Kami.\That explains it.\There are some nasty types out there in the world, after all.\Look who's talking. response:	But now there's a possibility that Kami,
context: Not to worry. Namekians are a very mild-mannered race by nature.\Like that guy who was Kami on your Earth.\Piccolo Daimao was probably someone who was born\of the evil influence of earthlings that he encountered before becoming Kami.\That explains it.\There are some nasty types out there in the world, after all.\Look who's talking.\But now there's a possibility that Kami, response:	not to mention Yamucha and Tenshinhan, can come back to life!
context: Like that guy who was Kami on your Earth.\Piccolo Daimao was probably someone who was born\of the evil influence of earthlings that he encountered before becoming Kami.\That explains it.\There are some nasty types out there in the world, after all.\Look who's talking.\But now there's a possibility that Kami,\not to mention Yamucha and Tenshinhan, can come back to life! response:	You're naive! You're absolutely naive!
context: Piccolo Daimao was probably someone who was born\of the evil influence of earthlings that he encountered before becoming Kami.\That explains it.\There are some nasty types out there in the world, after all.\Look who's talking.\But now there's a possibility that Kami,\not to mention Yamucha and Tenshinhan, can come back to life!\You're naive! You're absolutely naive! response:	Indeed, I figured out where Planet Namek is. But how are you planning to go there?
context: of the evil influence of earthlings that he encountered before becoming Kami.\That explains it.\There are some nasty types out there in the world, after all.\Look who's talking.\But now there's a possibility that Kami,\not to mention Yamucha and Tenshinhan, can come back to life!\You're naive! You're absolutely naive!\Indeed, I figured out where Planet Namek is. But how are you planning to go there? response:	H- how? Well, in a spaceship, of course.
context: That explains it.\There are some nasty types out there in the world, after all.\Look who's talking.\But now there's a possibility that Kami,\not to mention Yamucha and Tenshinhan, can come back to life!\You're naive! You're absolutely naive!\Indeed, I figured out where Planet Namek is. But how are you planning to go there?\H- how? Well, in a spaceship, of course. response:	That's where you're being completely naive, I tell you!
context: There are some nasty types out there in the world, after all.\Look who's talking.\But now there's a possibility that Kami,\not to mention Yamucha and Tenshinhan, can come back to life!\You're naive! You're absolutely naive!\Indeed, I figured out where Planet Namek is. But how are you planning to go there?\H- how? Well, in a spaceship, of course.\That's where you're being completely naive, I tell you! response:	If you used a spaceship
context: Look who's talking.\But now there's a possibility that Kami,\not to mention Yamucha and Tenshinhan, can come back to life!\You're naive! You're absolutely naive!\Indeed, I figured out where Planet Namek is. But how are you planning to go there?\H- how? Well, in a spaceship, of course.\That's where you're being completely naive, I tell you!\If you used a spaceship response:	with the world's most powerful engine, an experimental model my dad made,
context: But now there's a possibility that Kami,\not to mention Yamucha and Tenshinhan, can come back to life!\You're naive! You're absolutely naive!\Indeed, I figured out where Planet Namek is. But how are you planning to go there?\H- how? Well, in a spaceship, of course.\That's where you're being completely naive, I tell you!\If you used a spaceship\with the world's most powerful engine, an experimental model my dad made, response:	I calculated how much time it would take you to reach Planet Namek.
context: not to mention Yamucha and Tenshinhan, can come back to life!\You're naive! You're absolutely naive!\Indeed, I figured out where Planet Namek is. But how are you planning to go there?\H- how? Well, in a spaceship, of course.\That's where you're being completely naive, I tell you!\If you used a spaceship\with the world's most powerful engine, an experimental model my dad made,\I calculated how much time it would take you to reach Planet Namek. response:	Exactly how long do you think it would take?
context: You're naive! You're absolutely naive!\Indeed, I figured out where Planet Namek is. But how are you planning to go there?\H- how? Well, in a spaceship, of course.\That's where you're being completely naive, I tell you!\If you used a spaceship\with the world's most powerful engine, an experimental model my dad made,\I calculated how much time it would take you to reach Planet Namek.\Exactly how long do you think it would take? response:	I came up with a positively enormous figure.
context: Indeed, I figured out where Planet Namek is. But how are you planning to go there?\H- how? Well, in a spaceship, of course.\That's where you're being completely naive, I tell you!\If you used a spaceship\with the world's most powerful engine, an experimental model my dad made,\I calculated how much time it would take you to reach Planet Namek.\Exactly how long do you think it would take?\I came up with a positively enormous figure. response:	Look here. It would take 4339 years and 3 months.
context: H- how? Well, in a spaceship, of course.\That's where you're being completely naive, I tell you!\If you used a spaceship\with the world's most powerful engine, an experimental model my dad made,\I calculated how much time it would take you to reach Planet Namek.\Exactly how long do you think it would take?\I came up with a positively enormous figure.\Look here. It would take 4339 years and 3 months. response:	You'd have to live to a ripe old age, huh?
context: That's where you're being completely naive, I tell you!\If you used a spaceship\with the world's most powerful engine, an experimental model my dad made,\I calculated how much time it would take you to reach Planet Namek.\Exactly how long do you think it would take?\I came up with a positively enormous figure.\Look here. It would take 4339 years and 3 months.\You'd have to live to a ripe old age, huh? response:	K- Kaio- sama, what should we do?
context: If you used a spaceship\with the world's most powerful engine, an experimental model my dad made,\I calculated how much time it would take you to reach Planet Namek.\Exactly how long do you think it would take?\I came up with a positively enormous figure.\Look here. It would take 4339 years and 3 months.\You'd have to live to a ripe old age, huh?\K- Kaio- sama, what should we do? response:	Y- y- you're asking me?
context: with the world's most powerful engine, an experimental model my dad made,\I calculated how much time it would take you to reach Planet Namek.\Exactly how long do you think it would take?\I came up with a positively enormous figure.\Look here. It would take 4339 years and 3 months.\You'd have to live to a ripe old age, huh?\K- Kaio- sama, what should we do?\Y- y- you're asking me? response:	If that's the problem, I think we'll be all right.
context: I calculated how much time it would take you to reach Planet Namek.\Exactly how long do you think it would take?\I came up with a positively enormous figure.\Look here. It would take 4339 years and 3 months.\You'd have to live to a ripe old age, huh?\K- Kaio- sama, what should we do?\Y- y- you're asking me?\If that's the problem, I think we'll be all right. response:	I'm thinking of using the spaceship that that Saiyan came here in.
context: Exactly how long do you think it would take?\I came up with a positively enormous figure.\Look here. It would take 4339 years and 3 months.\You'd have to live to a ripe old age, huh?\K- Kaio- sama, what should we do?\Y- y- you're asking me?\If that's the problem, I think we'll be all right.\I'm thinking of using the spaceship that that Saiyan came here in. response:	The Saiyan's? But the Saiyan took that one and ran away, didn't he?
context: I came up with a positively enormous figure.\Look here. It would take 4339 years and 3 months.\You'd have to live to a ripe old age, huh?\K- Kaio- sama, what should we do?\Y- y- you're asking me?\If that's the problem, I think we'll be all right.\I'm thinking of using the spaceship that that Saiyan came here in.\The Saiyan's? But the Saiyan took that one and ran away, didn't he? response:	We saw the spaceship belonging to that Vegeta guy,
context: Look here. It would take 4339 years and 3 months.\You'd have to live to a ripe old age, huh?\K- Kaio- sama, what should we do?\Y- y- you're asking me?\If that's the problem, I think we'll be all right.\I'm thinking of using the spaceship that that Saiyan came here in.\The Saiyan's? But the Saiyan took that one and ran away, didn't he?\We saw the spaceship belonging to that Vegeta guy, response:	but it was very small, and anyhow you look at it, it had to be a one-seater.
context: You'd have to live to a ripe old age, huh?\K- Kaio- sama, what should we do?\Y- y- you're asking me?\If that's the problem, I think we'll be all right.\I'm thinking of using the spaceship that that Saiyan came here in.\The Saiyan's? But the Saiyan took that one and ran away, didn't he?\We saw the spaceship belonging to that Vegeta guy,\but it was very small, and anyhow you look at it, it had to be a one-seater. response:	Which means that the spaceship belonging to that other one who died
context: K- Kaio- sama, what should we do?\Y- y- you're asking me?\If that's the problem, I think we'll be all right.\I'm thinking of using the spaceship that that Saiyan came here in.\The Saiyan's? But the Saiyan took that one and ran away, didn't he?\We saw the spaceship belonging to that Vegeta guy,\but it was very small, and anyhow you look at it, it had to be a one-seater.\Which means that the spaceship belonging to that other one who died response:	has to be out there somewhere.
context: Y- y- you're asking me?\If that's the problem, I think we'll be all right.\I'm thinking of using the spaceship that that Saiyan came here in.\The Saiyan's? But the Saiyan took that one and ran away, didn't he?\We saw the spaceship belonging to that Vegeta guy,\but it was very small, and anyhow you look at it, it had to be a one-seater.\Which means that the spaceship belonging to that other one who died\has to be out there somewhere. response:	T- that's right! And there's the one that my brother Raditz came in, too!
context: If that's the problem, I think we'll be all right.\I'm thinking of using the spaceship that that Saiyan came here in.\The Saiyan's? But the Saiyan took that one and ran away, didn't he?\We saw the spaceship belonging to that Vegeta guy,\but it was very small, and anyhow you look at it, it had to be a one-seater.\Which means that the spaceship belonging to that other one who died\has to be out there somewhere.\T- that's right! And there's the one that my brother Raditz came in, too! response:	Come to think of it, that one got destroyed by Gohan...
context: I'm thinking of using the spaceship that that Saiyan came here in.\The Saiyan's? But the Saiyan took that one and ran away, didn't he?\We saw the spaceship belonging to that Vegeta guy,\but it was very small, and anyhow you look at it, it had to be a one-seater.\Which means that the spaceship belonging to that other one who died\has to be out there somewhere.\T- that's right! And there's the one that my brother Raditz came in, too!\Come to think of it, that one got destroyed by Gohan... response:	But anyhow, there's still one of them, right?
context: The Saiyan's? But the Saiyan took that one and ran away, didn't he?\We saw the spaceship belonging to that Vegeta guy,\but it was very small, and anyhow you look at it, it had to be a one-seater.\Which means that the spaceship belonging to that other one who died\has to be out there somewhere.\T- that's right! And there's the one that my brother Raditz came in, too!\Come to think of it, that one got destroyed by Gohan...\But anyhow, there's still one of them, right? response:	If I can find that one and analyze it, I just might come up with something.
context: We saw the spaceship belonging to that Vegeta guy,\but it was very small, and anyhow you look at it, it had to be a one-seater.\Which means that the spaceship belonging to that other one who died\has to be out there somewhere.\T- that's right! And there's the one that my brother Raditz came in, too!\Come to think of it, that one got destroyed by Gohan...\But anyhow, there's still one of them, right?\If I can find that one and analyze it, I just might come up with something. response:	It's probably in Metro East.
context: but it was very small, and anyhow you look at it, it had to be a one-seater.\Which means that the spaceship belonging to that other one who died\has to be out there somewhere.\T- that's right! And there's the one that my brother Raditz came in, too!\Come to think of it, that one got destroyed by Gohan...\But anyhow, there's still one of them, right?\If I can find that one and analyze it, I just might come up with something.\It's probably in Metro East. response:	That's the first place the Saiyans destroyed.
context: Which means that the spaceship belonging to that other one who died\has to be out there somewhere.\T- that's right! And there's the one that my brother Raditz came in, too!\Come to think of it, that one got destroyed by Gohan...\But anyhow, there's still one of them, right?\If I can find that one and analyze it, I just might come up with something.\It's probably in Metro East.\That's the first place the Saiyans destroyed. response:	We'll have to go look for it later.
context: has to be out there somewhere.\T- that's right! And there's the one that my brother Raditz came in, too!\Come to think of it, that one got destroyed by Gohan...\But anyhow, there's still one of them, right?\If I can find that one and analyze it, I just might come up with something.\It's probably in Metro East.\That's the first place the Saiyans destroyed.\We'll have to go look for it later. response:	I was thinking that, and picked up a nice little something.
context: T- that's right! And there's the one that my brother Raditz came in, too!\Come to think of it, that one got destroyed by Gohan...\But anyhow, there's still one of them, right?\If I can find that one and analyze it, I just might come up with something.\It's probably in Metro East.\That's the first place the Saiyans destroyed.\We'll have to go look for it later.\I was thinking that, and picked up a nice little something. response:	This. I'm sure that Vegeta guy beeped this thing to call his spaceship.
context: Come to think of it, that one got destroyed by Gohan...\But anyhow, there's still one of them, right?\If I can find that one and analyze it, I just might come up with something.\It's probably in Metro East.\That's the first place the Saiyans destroyed.\We'll have to go look for it later.\I was thinking that, and picked up a nice little something.\This. I'm sure that Vegeta guy beeped this thing to call his spaceship. response:	It has to be a remote control!
context: But anyhow, there's still one of them, right?\If I can find that one and analyze it, I just might come up with something.\It's probably in Metro East.\That's the first place the Saiyans destroyed.\We'll have to go look for it later.\I was thinking that, and picked up a nice little something.\This. I'm sure that Vegeta guy beeped this thing to call his spaceship.\It has to be a remote control! response:	We can do this! We can definitely do this!
context: If I can find that one and analyze it, I just might come up with something.\It's probably in Metro East.\That's the first place the Saiyans destroyed.\We'll have to go look for it later.\I was thinking that, and picked up a nice little something.\This. I'm sure that Vegeta guy beeped this thing to call his spaceship.\It has to be a remote control!\We can do this! We can definitely do this! response:	Yay! Yay! Hope is in sight!
context: It's probably in Metro East.\That's the first place the Saiyans destroyed.\We'll have to go look for it later.\I was thinking that, and picked up a nice little something.\This. I'm sure that Vegeta guy beeped this thing to call his spaceship.\It has to be a remote control!\We can do this! We can definitely do this!\Yay! Yay! Hope is in sight! response:	Planet Namek or bust!
context: That's the first place the Saiyans destroyed.\We'll have to go look for it later.\I was thinking that, and picked up a nice little something.\This. I'm sure that Vegeta guy beeped this thing to call his spaceship.\It has to be a remote control!\We can do this! We can definitely do this!\Yay! Yay! Hope is in sight!\Planet Namek or bust! response:	A destination planet had been settled on.
context: We'll have to go look for it later.\I was thinking that, and picked up a nice little something.\This. I'm sure that Vegeta guy beeped this thing to call his spaceship.\It has to be a remote control!\We can do this! We can definitely do this!\Yay! Yay! Hope is in sight!\Planet Namek or bust!\A destination planet had been settled on. response:	However, there were still some difficult problems to solve beforehand.
