context: Here we come! response:	It's the start of Inuyasha!
context: No, I DO mind!\If you really believe I saved you, at least say, thank you.\Well then, Kagome, as ourrepresentative, please say a word.\All right.\What?!\Tell me... to SIT!\Inuyasha...\Th-ank you! response:	Whoa... it wasn't sit.
context: If you really believe I saved you, at least say, thank you.\Well then, Kagome, as ourrepresentative, please say a word.\All right.\What?!\Tell me... to SIT!\Inuyasha...\Th-ank you!\Whoa... it wasn't sit. response:	Well now, shall we proceed?
context: Well then, Kagome, as ourrepresentative, please say a word.\All right.\What?!\Tell me... to SIT!\Inuyasha...\Th-ank you!\Whoa... it wasn't sit.\Well now, shall we proceed? response:	Yes.
context: All right.\What?!\Tell me... to SIT!\Inuyasha...\Th-ank you!\Whoa... it wasn't sit.\Well now, shall we proceed?\Yes. response:	I'm hungry.
context: What?!\Tell me... to SIT!\Inuyasha...\Th-ank you!\Whoa... it wasn't sit.\Well now, shall we proceed?\Yes.\I'm hungry. response:	Hey! Hey Kagome! What'd you just say?
context: Tell me... to SIT!\Inuyasha...\Th-ank you!\Whoa... it wasn't sit.\Well now, shall we proceed?\Yes.\I'm hungry.\Hey! Hey Kagome! What'd you just say? response:	Say it once more!
context: Inuyasha...\Th-ank you!\Whoa... it wasn't sit.\Well now, shall we proceed?\Yes.\I'm hungry.\Hey! Hey Kagome! What'd you just say?\Say it once more! response:	Not anymore!
context: Th-ank you!\Whoa... it wasn't sit.\Well now, shall we proceed?\Yes.\I'm hungry.\Hey! Hey Kagome! What'd you just say?\Say it once more!\Not anymore! response:	C'mon! Say it!
context: Whoa... it wasn't sit.\Well now, shall we proceed?\Yes.\I'm hungry.\Hey! Hey Kagome! What'd you just say?\Say it once more!\Not anymore!\C'mon! Say it! response:	Such a bother!
context: Well now, shall we proceed?\Yes.\I'm hungry.\Hey! Hey Kagome! What'd you just say?\Say it once more!\Not anymore!\C'mon! Say it!\Such a bother! response:	What?! Kagome!
context: Yes.\I'm hungry.\Hey! Hey Kagome! What'd you just say?\Say it once more!\Not anymore!\C'mon! Say it!\Such a bother!\What?! Kagome! response:	Say it!
context: I'm hungry.\Hey! Hey Kagome! What'd you just say?\Say it once more!\Not anymore!\C'mon! Say it!\Such a bother!\What?! Kagome!\Say it! response:	Sit!
context: Hey! Hey Kagome! What'd you just say?\Say it once more!\Not anymore!\C'mon! Say it!\Such a bother!\What?! Kagome!\Say it!\Sit! response:	Afterlosing my father, I had continued my training.
context: Say it once more!\Not anymore!\C'mon! Say it!\Such a bother!\What?! Kagome!\Say it!\Sit!\Afterlosing my father, I had continued my training. response:	Powdery snow fell steadily
context: Not anymore!\C'mon! Say it!\Such a bother!\What?! Kagome!\Say it!\Sit!\Afterlosing my father, I had continued my training.\Powdery snow fell steadily response:	and my body sank deeperand deeper into the ground.
context: C'mon! Say it!\Such a bother!\What?! Kagome!\Say it!\Sit!\Afterlosing my father, I had continued my training.\Powdery snow fell steadily\and my body sank deeperand deeper into the ground. response:	But there was someone who saved me.
context: Such a bother!\What?! Kagome!\Say it!\Sit!\Afterlosing my father, I had continued my training.\Powdery snow fell steadily\and my body sank deeperand deeper into the ground.\But there was someone who saved me. response:	That was his encounterwith Koyuki seven years ago?
context: What?! Kagome!\Say it!\Sit!\Afterlosing my father, I had continued my training.\Powdery snow fell steadily\and my body sank deeperand deeper into the ground.\But there was someone who saved me.\That was his encounterwith Koyuki seven years ago? response:	She resembles that woman of my memories.
context: Say it!\Sit!\Afterlosing my father, I had continued my training.\Powdery snow fell steadily\and my body sank deeperand deeper into the ground.\But there was someone who saved me.\That was his encounterwith Koyuki seven years ago?\She resembles that woman of my memories. response:	Did yourtears freeze into snow?
context: Sit!\Afterlosing my father, I had continued my training.\Powdery snow fell steadily\and my body sank deeperand deeper into the ground.\But there was someone who saved me.\That was his encounterwith Koyuki seven years ago?\She resembles that woman of my memories.\Did yourtears freeze into snow? response:	Next on Inuyasha: The Snow from Seven Years Past
context: Afterlosing my father, I had continued my training.\Powdery snow fell steadily\and my body sank deeperand deeper into the ground.\But there was someone who saved me.\That was his encounterwith Koyuki seven years ago?\She resembles that woman of my memories.\Did yourtears freeze into snow?\Next on Inuyasha: The Snow from Seven Years Past response:	Wait, she's not human!
