context: I've never found this world fun. response:	Not even once.
context: Good morning, Zimbalt.\How does it feel to be the real you again?\The real me...\The world is about to get a lot more fun.\I feel wonderful.\You know how to control it, don't you, Zimbalt?\Thanks to Moco's telepathic kiss,\it's all in my head. response:	I'm totally awake.
context: How does it feel to be the real you again?\The real me...\The world is about to get a lot more fun.\I feel wonderful.\You know how to control it, don't you, Zimbalt?\Thanks to Moco's telepathic kiss,\it's all in my head.\I'm totally awake. response:	Abreaction.
context: The real me...\The world is about to get a lot more fun.\I feel wonderful.\You know how to control it, don't you, Zimbalt?\Thanks to Moco's telepathic kiss,\it's all in my head.\I'm totally awake.\Abreaction. response:	MM bus signal detected.
context: The world is about to get a lot more fun.\I feel wonderful.\You know how to control it, don't you, Zimbalt?\Thanks to Moco's telepathic kiss,\it's all in my head.\I'm totally awake.\Abreaction.\MM bus signal detected. response:	Calculating epicenter of Machine Goodfellow activation.
context: I feel wonderful.\You know how to control it, don't you, Zimbalt?\Thanks to Moco's telepathic kiss,\it's all in my head.\I'm totally awake.\Abreaction.\MM bus signal detected.\Calculating epicenter of Machine Goodfellow activation. response:	The pier next to us!
context: You know how to control it, don't you, Zimbalt?\Thanks to Moco's telepathic kiss,\it's all in my head.\I'm totally awake.\Abreaction.\MM bus signal detected.\Calculating epicenter of Machine Goodfellow activation.\The pier next to us! response:	Activating catapult launch sequence.
context: Thanks to Moco's telepathic kiss,\it's all in my head.\I'm totally awake.\Abreaction.\MM bus signal detected.\Calculating epicenter of Machine Goodfellow activation.\The pier next to us!\Activating catapult launch sequence. response:	Captain, are you ready?
context: it's all in my head.\I'm totally awake.\Abreaction.\MM bus signal detected.\Calculating epicenter of Machine Goodfellow activation.\The pier next to us!\Activating catapult launch sequence.\Captain, are you ready? response:	Go.
context: I'm totally awake.\Abreaction.\MM bus signal detected.\Calculating epicenter of Machine Goodfellow activation.\The pier next to us!\Activating catapult launch sequence.\Captain, are you ready?\Go. response:	Earth Engine Ordinary... Go!
context: Abreaction.\MM bus signal detected.\Calculating epicenter of Machine Goodfellow activation.\The pier next to us!\Activating catapult launch sequence.\Captain, are you ready?\Go.\Earth Engine Ordinary... Go! response:	Zimbalt, they've seen you!
context: MM bus signal detected.\Calculating epicenter of Machine Goodfellow activation.\The pier next to us!\Activating catapult launch sequence.\Captain, are you ready?\Go.\Earth Engine Ordinary... Go!\Zimbalt, they've seen you! response:	The enemy mobile weapon is coming.
context: Calculating epicenter of Machine Goodfellow activation.\The pier next to us!\Activating catapult launch sequence.\Captain, are you ready?\Go.\Earth Engine Ordinary... Go!\Zimbalt, they've seen you!\The enemy mobile weapon is coming. response:	Escape before the time limit.
context: The pier next to us!\Activating catapult launch sequence.\Captain, are you ready?\Go.\Earth Engine Ordinary... Go!\Zimbalt, they've seen you!\The enemy mobile weapon is coming.\Escape before the time limit. response:	Escape?
context: Activating catapult launch sequence.\Captain, are you ready?\Go.\Earth Engine Ordinary... Go!\Zimbalt, they've seen you!\The enemy mobile weapon is coming.\Escape before the time limit.\Escape? response:	I'm back to the real me, and I feel wonderful.
context: Captain, are you ready?\Go.\Earth Engine Ordinary... Go!\Zimbalt, they've seen you!\The enemy mobile weapon is coming.\Escape before the time limit.\Escape?\I'm back to the real me, and I feel wonderful. response:	Why should I run?
context: Go.\Earth Engine Ordinary... Go!\Zimbalt, they've seen you!\The enemy mobile weapon is coming.\Escape before the time limit.\Escape?\I'm back to the real me, and I feel wonderful.\Why should I run? response:	Is the Kiltgang coming?
context: Earth Engine Ordinary... Go!\Zimbalt, they've seen you!\The enemy mobile weapon is coming.\Escape before the time limit.\Escape?\I'm back to the real me, and I feel wonderful.\Why should I run?\Is the Kiltgang coming? response:	Right now, there's nothing I can't hold in my hand!
context: Zimbalt, they've seen you!\The enemy mobile weapon is coming.\Escape before the time limit.\Escape?\I'm back to the real me, and I feel wonderful.\Why should I run?\Is the Kiltgang coming?\Right now, there's nothing I can't hold in my hand! response:	I only need to kill him, right?
context: The enemy mobile weapon is coming.\Escape before the time limit.\Escape?\I'm back to the real me, and I feel wonderful.\Why should I run?\Is the Kiltgang coming?\Right now, there's nothing I can't hold in my hand!\I only need to kill him, right? response:	Sheesh...
context: Escape before the time limit.\Escape?\I'm back to the real me, and I feel wonderful.\Why should I run?\Is the Kiltgang coming?\Right now, there's nothing I can't hold in my hand!\I only need to kill him, right?\Sheesh... response:	Captain, aim for real!
context: Escape?\I'm back to the real me, and I feel wonderful.\Why should I run?\Is the Kiltgang coming?\Right now, there's nothing I can't hold in my hand!\I only need to kill him, right?\Sheesh...\Captain, aim for real! response:	I am!
context: I'm back to the real me, and I feel wonderful.\Why should I run?\Is the Kiltgang coming?\Right now, there's nothing I can't hold in my hand!\I only need to kill him, right?\Sheesh...\Captain, aim for real!\I am! response:	I'm counting on you, Brute Force Attacker-chan.
context: Why should I run?\Is the Kiltgang coming?\Right now, there's nothing I can't hold in my hand!\I only need to kill him, right?\Sheesh...\Captain, aim for real!\I am!\I'm counting on you, Brute Force Attacker-chan. response:	What's that?
context: Is the Kiltgang coming?\Right now, there's nothing I can't hold in my hand!\I only need to kill him, right?\Sheesh...\Captain, aim for real!\I am!\I'm counting on you, Brute Force Attacker-chan.\What's that? response:	A secret weapon.
context: Right now, there's nothing I can't hold in my hand!\I only need to kill him, right?\Sheesh...\Captain, aim for real!\I am!\I'm counting on you, Brute Force Attacker-chan.\What's that?\A secret weapon. response:	Here it is!
context: I only need to kill him, right?\Sheesh...\Captain, aim for real!\I am!\I'm counting on you, Brute Force Attacker-chan.\What's that?\A secret weapon.\Here it is! response:	That dealer was the designer child?
context: Sheesh...\Captain, aim for real!\I am!\I'm counting on you, Brute Force Attacker-chan.\What's that?\A secret weapon.\Here it is!\That dealer was the designer child? response:	What's this?
context: Captain, aim for real!\I am!\I'm counting on you, Brute Force Attacker-chan.\What's that?\A secret weapon.\Here it is!\That dealer was the designer child?\What's this? response:	This countdown...
context: I am!\I'm counting on you, Brute Force Attacker-chan.\What's that?\A secret weapon.\Here it is!\That dealer was the designer child?\What's this?\This countdown... response:	I get it!
context: I'm counting on you, Brute Force Attacker-chan.\What's that?\A secret weapon.\Here it is!\That dealer was the designer child?\What's this?\This countdown...\I get it! response:	Earth Engine, can you hear me?
context: What's that?\A secret weapon.\Here it is!\That dealer was the designer child?\What's this?\This countdown...\I get it!\Earth Engine, can you hear me? response:	It will take time for them to charge the energy, and send it to the Kiltgang.
context: A secret weapon.\Here it is!\That dealer was the designer child?\What's this?\This countdown...\I get it!\Earth Engine, can you hear me?\It will take time for them to charge the energy, and send it to the Kiltgang. response:	You have a minute and eighteen seconds!
context: Here it is!\That dealer was the designer child?\What's this?\This countdown...\I get it!\Earth Engine, can you hear me?\It will take time for them to charge the energy, and send it to the Kiltgang.\You have a minute and eighteen seconds! response:	Our system is being hacked!
context: That dealer was the designer child?\What's this?\This countdown...\I get it!\Earth Engine, can you hear me?\It will take time for them to charge the energy, and send it to the Kiltgang.\You have a minute and eighteen seconds!\Our system is being hacked! response:	The Machine Goodfellow is being hacked?
context: What's this?\This countdown...\I get it!\Earth Engine, can you hear me?\It will take time for them to charge the energy, and send it to the Kiltgang.\You have a minute and eighteen seconds!\Our system is being hacked!\The Machine Goodfellow is being hacked? response:	I can keep going, right?
context: This countdown...\I get it!\Earth Engine, can you hear me?\It will take time for them to charge the energy, and send it to the Kiltgang.\You have a minute and eighteen seconds!\Our system is being hacked!\The Machine Goodfellow is being hacked?\I can keep going, right? response:	Here, this is it!
context: I get it!\Earth Engine, can you hear me?\It will take time for them to charge the energy, and send it to the Kiltgang.\You have a minute and eighteen seconds!\Our system is being hacked!\The Machine Goodfellow is being hacked?\I can keep going, right?\Here, this is it! response:	Captain, the Orgone energy capsule is in the neck.
context: Earth Engine, can you hear me?\It will take time for them to charge the energy, and send it to the Kiltgang.\You have a minute and eighteen seconds!\Our system is being hacked!\The Machine Goodfellow is being hacked?\I can keep going, right?\Here, this is it!\Captain, the Orgone energy capsule is in the neck. response:	That's its weak spot?
context: It will take time for them to charge the energy, and send it to the Kiltgang.\You have a minute and eighteen seconds!\Our system is being hacked!\The Machine Goodfellow is being hacked?\I can keep going, right?\Here, this is it!\Captain, the Orgone energy capsule is in the neck.\That's its weak spot? response:	Roger!
context: You have a minute and eighteen seconds!\Our system is being hacked!\The Machine Goodfellow is being hacked?\I can keep going, right?\Here, this is it!\Captain, the Orgone energy capsule is in the neck.\That's its weak spot?\Roger! response:	What's going on?
context: Our system is being hacked!\The Machine Goodfellow is being hacked?\I can keep going, right?\Here, this is it!\Captain, the Orgone energy capsule is in the neck.\That's its weak spot?\Roger!\What's going on? response:	The avionics went down.
context: The Machine Goodfellow is being hacked?\I can keep going, right?\Here, this is it!\Captain, the Orgone energy capsule is in the neck.\That's its weak spot?\Roger!\What's going on?\The avionics went down. response:	Be careful.
context: I can keep going, right?\Here, this is it!\Captain, the Orgone energy capsule is in the neck.\That's its weak spot?\Roger!\What's going on?\The avionics went down.\Be careful. response:	Our system is being hacked!
context: Here, this is it!\Captain, the Orgone energy capsule is in the neck.\That's its weak spot?\Roger!\What's going on?\The avionics went down.\Be careful.\Our system is being hacked! response:	It doesn't matter what they do.
context: Captain, the Orgone energy capsule is in the neck.\That's its weak spot?\Roger!\What's going on?\The avionics went down.\Be careful.\Our system is being hacked!\It doesn't matter what they do. response:	They can't stop me anymore!
context: That's its weak spot?\Roger!\What's going on?\The avionics went down.\Be careful.\Our system is being hacked!\It doesn't matter what they do.\They can't stop me anymore! response:	Wow!
context: Roger!\What's going on?\The avionics went down.\Be careful.\Our system is being hacked!\It doesn't matter what they do.\They can't stop me anymore!\Wow! response:	Is that his singularity?
context: What's going on?\The avionics went down.\Be careful.\Our system is being hacked!\It doesn't matter what they do.\They can't stop me anymore!\Wow!\Is that his singularity? response:	I can feel the Orgone energy coursing through me.
context: The avionics went down.\Be careful.\Our system is being hacked!\It doesn't matter what they do.\They can't stop me anymore!\Wow!\Is that his singularity?\I can feel the Orgone energy coursing through me. response:	I feel like I can do anything!
context: Be careful.\Our system is being hacked!\It doesn't matter what they do.\They can't stop me anymore!\Wow!\Is that his singularity?\I can feel the Orgone energy coursing through me.\I feel like I can do anything! response:	You aren't the only ones
context: Our system is being hacked!\It doesn't matter what they do.\They can't stop me anymore!\Wow!\Is that his singularity?\I can feel the Orgone energy coursing through me.\I feel like I can do anything!\You aren't the only ones response:	that can use Orgone energy!
context: It doesn't matter what they do.\They can't stop me anymore!\Wow!\Is that his singularity?\I can feel the Orgone energy coursing through me.\I feel like I can do anything!\You aren't the only ones\that can use Orgone energy! response:	I see...
context: They can't stop me anymore!\Wow!\Is that his singularity?\I can feel the Orgone energy coursing through me.\I feel like I can do anything!\You aren't the only ones\that can use Orgone energy!\I see... response:	You're a Neoteny, aren't you?
context: Wow!\Is that his singularity?\I can feel the Orgone energy coursing through me.\I feel like I can do anything!\You aren't the only ones\that can use Orgone energy!\I see...\You're a Neoteny, aren't you? response:	Our first time, and we're already cutting it this close?
context: Is that his singularity?\I can feel the Orgone energy coursing through me.\I feel like I can do anything!\You aren't the only ones\that can use Orgone energy!\I see...\You're a Neoteny, aren't you?\Our first time, and we're already cutting it this close? response:	We're a team,
context: I can feel the Orgone energy coursing through me.\I feel like I can do anything!\You aren't the only ones\that can use Orgone energy!\I see...\You're a Neoteny, aren't you?\Our first time, and we're already cutting it this close?\We're a team, response:	but I'm the only one who isn't helping.
context: I feel like I can do anything!\You aren't the only ones\that can use Orgone energy!\I see...\You're a Neoteny, aren't you?\Our first time, and we're already cutting it this close?\We're a team,\but I'm the only one who isn't helping. response:	Can you hear me?
context: You aren't the only ones\that can use Orgone energy!\I see...\You're a Neoteny, aren't you?\Our first time, and we're already cutting it this close?\We're a team,\but I'm the only one who isn't helping.\Can you hear me? response:	Mission complete.
context: that can use Orgone energy!\I see...\You're a Neoteny, aren't you?\Our first time, and we're already cutting it this close?\We're a team,\but I'm the only one who isn't helping.\Can you hear me?\Mission complete. response:	Good work, Captain.
context: I see...\You're a Neoteny, aren't you?\Our first time, and we're already cutting it this close?\We're a team,\but I'm the only one who isn't helping.\Can you hear me?\Mission complete.\Good work, Captain. response:	Can you please stop calling me that?
context: You're a Neoteny, aren't you?\Our first time, and we're already cutting it this close?\We're a team,\but I'm the only one who isn't helping.\Can you hear me?\Mission complete.\Good work, Captain.\Can you please stop calling me that? response:	We encountered and fought a Machine Goodfellow at Odaiba pier 2.
context: Our first time, and we're already cutting it this close?\We're a team,\but I'm the only one who isn't helping.\Can you hear me?\Mission complete.\Good work, Captain.\Can you please stop calling me that?\We encountered and fought a Machine Goodfellow at Odaiba pier 2. response:	Code 03, requesting cleanup.
context: We're a team,\but I'm the only one who isn't helping.\Can you hear me?\Mission complete.\Good work, Captain.\Can you please stop calling me that?\We encountered and fought a Machine Goodfellow at Odaiba pier 2.\Code 03, requesting cleanup. response:	Over.
context: but I'm the only one who isn't helping.\Can you hear me?\Mission complete.\Good work, Captain.\Can you please stop calling me that?\We encountered and fought a Machine Goodfellow at Odaiba pier 2.\Code 03, requesting cleanup.\Over. response:	This is Tanegashima.
context: Can you hear me?\Mission complete.\Good work, Captain.\Can you please stop calling me that?\We encountered and fought a Machine Goodfellow at Odaiba pier 2.\Code 03, requesting cleanup.\Over.\This is Tanegashima. response:	Roger.
context: Mission complete.\Good work, Captain.\Can you please stop calling me that?\We encountered and fought a Machine Goodfellow at Odaiba pier 2.\Code 03, requesting cleanup.\Over.\This is Tanegashima.\Roger. response:	Code 03, cleanup.
context: Good work, Captain.\Can you please stop calling me that?\We encountered and fought a Machine Goodfellow at Odaiba pier 2.\Code 03, requesting cleanup.\Over.\This is Tanegashima.\Roger.\Code 03, cleanup. response:	I'd forgotten that he was a Neoteny.
context: Can you please stop calling me that?\We encountered and fought a Machine Goodfellow at Odaiba pier 2.\Code 03, requesting cleanup.\Over.\This is Tanegashima.\Roger.\Code 03, cleanup.\I'd forgotten that he was a Neoteny. response:	You got too excited, Zimbalt.
context: We encountered and fought a Machine Goodfellow at Odaiba pier 2.\Code 03, requesting cleanup.\Over.\This is Tanegashima.\Roger.\Code 03, cleanup.\I'd forgotten that he was a Neoteny.\You got too excited, Zimbalt. response:	That was pathetic.
context: Code 03, requesting cleanup.\Over.\This is Tanegashima.\Roger.\Code 03, cleanup.\I'd forgotten that he was a Neoteny.\You got too excited, Zimbalt.\That was pathetic. response:	Yeah, it's pathetic that our Machine Goodfellow got hacked...
context: Over.\This is Tanegashima.\Roger.\Code 03, cleanup.\I'd forgotten that he was a Neoteny.\You got too excited, Zimbalt.\That was pathetic.\Yeah, it's pathetic that our Machine Goodfellow got hacked... response:	Looks like we've got a nuisance of a script kiddie on our hands.
context: This is Tanegashima.\Roger.\Code 03, cleanup.\I'd forgotten that he was a Neoteny.\You got too excited, Zimbalt.\That was pathetic.\Yeah, it's pathetic that our Machine Goodfellow got hacked...\Looks like we've got a nuisance of a script kiddie on our hands. response:	They're pissing me off.
context: Roger.\Code 03, cleanup.\I'd forgotten that he was a Neoteny.\You got too excited, Zimbalt.\That was pathetic.\Yeah, it's pathetic that our Machine Goodfellow got hacked...\Looks like we've got a nuisance of a script kiddie on our hands.\They're pissing me off. response:	I'll devour the libidos of everyone on this planet.
context: Code 03, cleanup.\I'd forgotten that he was a Neoteny.\You got too excited, Zimbalt.\That was pathetic.\Yeah, it's pathetic that our Machine Goodfellow got hacked...\Looks like we've got a nuisance of a script kiddie on our hands.\They're pissing me off.\I'll devour the libidos of everyone on this planet. response:	We are the real humans.
context: I'd forgotten that he was a Neoteny.\You got too excited, Zimbalt.\That was pathetic.\Yeah, it's pathetic that our Machine Goodfellow got hacked...\Looks like we've got a nuisance of a script kiddie on our hands.\They're pissing me off.\I'll devour the libidos of everyone on this planet.\We are the real humans. response:	I feel like I've awakened from a dream.
context: You got too excited, Zimbalt.\That was pathetic.\Yeah, it's pathetic that our Machine Goodfellow got hacked...\Looks like we've got a nuisance of a script kiddie on our hands.\They're pissing me off.\I'll devour the libidos of everyone on this planet.\We are the real humans.\I feel like I've awakened from a dream. response:	I'm grateful to you.
context: That was pathetic.\Yeah, it's pathetic that our Machine Goodfellow got hacked...\Looks like we've got a nuisance of a script kiddie on our hands.\They're pissing me off.\I'll devour the libidos of everyone on this planet.\We are the real humans.\I feel like I've awakened from a dream.\I'm grateful to you. response:	I'm special. I can hold anything I want in my hand.
context: Yeah, it's pathetic that our Machine Goodfellow got hacked...\Looks like we've got a nuisance of a script kiddie on our hands.\They're pissing me off.\I'll devour the libidos of everyone on this planet.\We are the real humans.\I feel like I've awakened from a dream.\I'm grateful to you.\I'm special. I can hold anything I want in my hand. response:	They're right...
context: Looks like we've got a nuisance of a script kiddie on our hands.\They're pissing me off.\I'll devour the libidos of everyone on this planet.\We are the real humans.\I feel like I've awakened from a dream.\I'm grateful to you.\I'm special. I can hold anything I want in my hand.\They're right... response:	The world really is fun.
context: They're pissing me off.\I'll devour the libidos of everyone on this planet.\We are the real humans.\I feel like I've awakened from a dream.\I'm grateful to you.\I'm special. I can hold anything I want in my hand.\They're right...\The world really is fun. response:	Thanks to my magic,
context: I'll devour the libidos of everyone on this planet.\We are the real humans.\I feel like I've awakened from a dream.\I'm grateful to you.\I'm special. I can hold anything I want in my hand.\They're right...\The world really is fun.\Thanks to my magic, response:	we managed to analyze part of the enemy Machine Goodfellow's systems.
context: We are the real humans.\I feel like I've awakened from a dream.\I'm grateful to you.\I'm special. I can hold anything I want in my hand.\They're right...\The world really is fun.\Thanks to my magic,\we managed to analyze part of the enemy Machine Goodfellow's systems. response:	The Planetary Gears don't like that,
context: I feel like I've awakened from a dream.\I'm grateful to you.\I'm special. I can hold anything I want in my hand.\They're right...\The world really is fun.\Thanks to my magic,\we managed to analyze part of the enemy Machine Goodfellow's systems.\The Planetary Gears don't like that, response:	so they try to kidnap me.
context: I'm grateful to you.\I'm special. I can hold anything I want in my hand.\They're right...\The world really is fun.\Thanks to my magic,\we managed to analyze part of the enemy Machine Goodfellow's systems.\The Planetary Gears don't like that,\so they try to kidnap me. response:	And a new Machine Goodfellow appears in Shinjuku.
context: I'm special. I can hold anything I want in my hand.\They're right...\The world really is fun.\Thanks to my magic,\we managed to analyze part of the enemy Machine Goodfellow's systems.\The Planetary Gears don't like that,\so they try to kidnap me.\And a new Machine Goodfellow appears in Shinjuku. response:	Magical Girl Akari-chan
context: They're right...\The world really is fun.\Thanks to my magic,\we managed to analyze part of the enemy Machine Goodfellow's systems.\The Planetary Gears don't like that,\so they try to kidnap me.\And a new Machine Goodfellow appears in Shinjuku.\Magical Girl Akari-chan response:	Magical Girl Akari-chan.
context: The world really is fun.\Thanks to my magic,\we managed to analyze part of the enemy Machine Goodfellow's systems.\The Planetary Gears don't like that,\so they try to kidnap me.\And a new Machine Goodfellow appears in Shinjuku.\Magical Girl Akari-chan\Magical Girl Akari-chan. response:	Logical, logical!
context: Thanks to my magic,\we managed to analyze part of the enemy Machine Goodfellow's systems.\The Planetary Gears don't like that,\so they try to kidnap me.\And a new Machine Goodfellow appears in Shinjuku.\Magical Girl Akari-chan\Magical Girl Akari-chan.\Logical, logical! response:	See you next week.
