context: What's wrong? response:	Did you bite your tongue?
context: Sure.\Sorry. I might have to take off tomorrow, too.\If something comes up, give me a call.\Gotcha.\Sorry for the trouble...\What are you talkin' about?!\Please, leave everything to me!\Thank you... response:	Can you eat a little bit?
context: Sorry. I might have to take off tomorrow, too.\If something comes up, give me a call.\Gotcha.\Sorry for the trouble...\What are you talkin' about?!\Please, leave everything to me!\Thank you...\Can you eat a little bit? response:	Yeah...
context: If something comes up, give me a call.\Gotcha.\Sorry for the trouble...\What are you talkin' about?!\Please, leave everything to me!\Thank you...\Can you eat a little bit?\Yeah... response:	When you have a cold, you get to eat all these sweets.
context: Gotcha.\Sorry for the trouble...\What are you talkin' about?!\Please, leave everything to me!\Thank you...\Can you eat a little bit?\Yeah...\When you have a cold, you get to eat all these sweets. response:	Later.
context: Sorry for the trouble...\What are you talkin' about?!\Please, leave everything to me!\Thank you...\Can you eat a little bit?\Yeah...\When you have a cold, you get to eat all these sweets.\Later. response:	You'll get better after a bit more rest.
context: What are you talkin' about?!\Please, leave everything to me!\Thank you...\Can you eat a little bit?\Yeah...\When you have a cold, you get to eat all these sweets.\Later.\You'll get better after a bit more rest. response:	Why Rin?
context: Please, leave everything to me!\Thank you...\Can you eat a little bit?\Yeah...\When you have a cold, you get to eat all these sweets.\Later.\You'll get better after a bit more rest.\Why Rin? response:	If I'd gotten it, it'd be nothing to me.
context: Thank you...\Can you eat a little bit?\Yeah...\When you have a cold, you get to eat all these sweets.\Later.\You'll get better after a bit more rest.\Why Rin?\If I'd gotten it, it'd be nothing to me. response:	Dammit!
context: Can you eat a little bit?\Yeah...\When you have a cold, you get to eat all these sweets.\Later.\You'll get better after a bit more rest.\Why Rin?\If I'd gotten it, it'd be nothing to me.\Dammit! response:	Dammit! Goddammit!
context: Yeah...\When you have a cold, you get to eat all these sweets.\Later.\You'll get better after a bit more rest.\Why Rin?\If I'd gotten it, it'd be nothing to me.\Dammit!\Dammit! Goddammit! response:	Yeah?
context: When you have a cold, you get to eat all these sweets.\Later.\You'll get better after a bit more rest.\Why Rin?\If I'd gotten it, it'd be nothing to me.\Dammit!\Dammit! Goddammit!\Yeah? response:	Daikichi!
context: Later.\You'll get better after a bit more rest.\Why Rin?\If I'd gotten it, it'd be nothing to me.\Dammit!\Dammit! Goddammit!\Yeah?\Daikichi! response:	Hey!
context: You'll get better after a bit more rest.\Why Rin?\If I'd gotten it, it'd be nothing to me.\Dammit!\Dammit! Goddammit!\Yeah?\Daikichi!\Hey! response:	Kouki!
context: Why Rin?\If I'd gotten it, it'd be nothing to me.\Dammit!\Dammit! Goddammit!\Yeah?\Daikichi!\Hey!\Kouki! response:	How do you feel, Rin-chan?
context: If I'd gotten it, it'd be nothing to me.\Dammit!\Dammit! Goddammit!\Yeah?\Daikichi!\Hey!\Kouki!\How do you feel, Rin-chan? response:	Does it hurt anywhere?
context: Dammit!\Dammit! Goddammit!\Yeah?\Daikichi!\Hey!\Kouki!\How do you feel, Rin-chan?\Does it hurt anywhere? response:	I'm okay.
context: Dammit! Goddammit!\Yeah?\Daikichi!\Hey!\Kouki!\How do you feel, Rin-chan?\Does it hurt anywhere?\I'm okay. response:	I'm going to make you some yummy rice gruel now, okay?
context: Yeah?\Daikichi!\Hey!\Kouki!\How do you feel, Rin-chan?\Does it hurt anywhere?\I'm okay.\I'm going to make you some yummy rice gruel now, okay? response:	Her fever's been up again since this afternoon...
context: Daikichi!\Hey!\Kouki!\How do you feel, Rin-chan?\Does it hurt anywhere?\I'm okay.\I'm going to make you some yummy rice gruel now, okay?\Her fever's been up again since this afternoon... response:	It's all right.
context: Hey!\Kouki!\How do you feel, Rin-chan?\Does it hurt anywhere?\I'm okay.\I'm going to make you some yummy rice gruel now, okay?\Her fever's been up again since this afternoon...\It's all right. response:	Even normal temperatures are lower in the morning and rise from the afternoon.
context: Kouki!\How do you feel, Rin-chan?\Does it hurt anywhere?\I'm okay.\I'm going to make you some yummy rice gruel now, okay?\Her fever's been up again since this afternoon...\It's all right.\Even normal temperatures are lower in the morning and rise from the afternoon. response:	But it was higher than 39 degrees just before...
context: How do you feel, Rin-chan?\Does it hurt anywhere?\I'm okay.\I'm going to make you some yummy rice gruel now, okay?\Her fever's been up again since this afternoon...\It's all right.\Even normal temperatures are lower in the morning and rise from the afternoon.\But it was higher than 39 degrees just before... response:	Here, put this in the pot.
context: Does it hurt anywhere?\I'm okay.\I'm going to make you some yummy rice gruel now, okay?\Her fever's been up again since this afternoon...\It's all right.\Even normal temperatures are lower in the morning and rise from the afternoon.\But it was higher than 39 degrees just before...\Here, put this in the pot. response:	Sure.
context: I'm okay.\I'm going to make you some yummy rice gruel now, okay?\Her fever's been up again since this afternoon...\It's all right.\Even normal temperatures are lower in the morning and rise from the afternoon.\But it was higher than 39 degrees just before...\Here, put this in the pot.\Sure. response:	Daikichi...
context: I'm going to make you some yummy rice gruel now, okay?\Her fever's been up again since this afternoon...\It's all right.\Even normal temperatures are lower in the morning and rise from the afternoon.\But it was higher than 39 degrees just before...\Here, put this in the pot.\Sure.\Daikichi... response:	Daikichi...
context: Her fever's been up again since this afternoon...\It's all right.\Even normal temperatures are lower in the morning and rise from the afternoon.\But it was higher than 39 degrees just before...\Here, put this in the pot.\Sure.\Daikichi...\Daikichi... response:	Water...
context: It's all right.\Even normal temperatures are lower in the morning and rise from the afternoon.\But it was higher than 39 degrees just before...\Here, put this in the pot.\Sure.\Daikichi...\Daikichi...\Water... response:	That looks good...
context: Even normal temperatures are lower in the morning and rise from the afternoon.\But it was higher than 39 degrees just before...\Here, put this in the pot.\Sure.\Daikichi...\Daikichi...\Water...\That looks good... response:	I made it for you too, Daikichi-san.
context: But it was higher than 39 degrees just before...\Here, put this in the pot.\Sure.\Daikichi...\Daikichi...\Water...\That looks good...\I made it for you too, Daikichi-san. response:	Daikichi! Rin wants water!
context: Here, put this in the pot.\Sure.\Daikichi...\Daikichi...\Water...\That looks good...\I made it for you too, Daikichi-san.\Daikichi! Rin wants water! response:	Got it!
context: Sure.\Daikichi...\Daikichi...\Water...\That looks good...\I made it for you too, Daikichi-san.\Daikichi! Rin wants water!\Got it! response:	Kouki, I don't want you catching it, so stay in this room, okay?
context: Daikichi...\Daikichi...\Water...\That looks good...\I made it for you too, Daikichi-san.\Daikichi! Rin wants water!\Got it!\Kouki, I don't want you catching it, so stay in this room, okay? response:	I don't mind getting it.
context: Daikichi...\Water...\That looks good...\I made it for you too, Daikichi-san.\Daikichi! Rin wants water!\Got it!\Kouki, I don't want you catching it, so stay in this room, okay?\I don't mind getting it. response:	You can't mean that!
context: Water...\That looks good...\I made it for you too, Daikichi-san.\Daikichi! Rin wants water!\Got it!\Kouki, I don't want you catching it, so stay in this room, okay?\I don't mind getting it.\You can't mean that! response:	Thanks...
context: That looks good...\I made it for you too, Daikichi-san.\Daikichi! Rin wants water!\Got it!\Kouki, I don't want you catching it, so stay in this room, okay?\I don't mind getting it.\You can't mean that!\Thanks... response:	Kouki-kun, thank you.
context: I made it for you too, Daikichi-san.\Daikichi! Rin wants water!\Got it!\Kouki, I don't want you catching it, so stay in this room, okay?\I don't mind getting it.\You can't mean that!\Thanks...\Kouki-kun, thank you. response:	Kouki, when you're here, Rin feels totally at ease.
context: Daikichi! Rin wants water!\Got it!\Kouki, I don't want you catching it, so stay in this room, okay?\I don't mind getting it.\You can't mean that!\Thanks...\Kouki-kun, thank you.\Kouki, when you're here, Rin feels totally at ease. response:	Yeah...
context: Got it!\Kouki, I don't want you catching it, so stay in this room, okay?\I don't mind getting it.\You can't mean that!\Thanks...\Kouki-kun, thank you.\Kouki, when you're here, Rin feels totally at ease.\Yeah... response:	Here, Rin-chan, eat a little bit.
context: Kouki, I don't want you catching it, so stay in this room, okay?\I don't mind getting it.\You can't mean that!\Thanks...\Kouki-kun, thank you.\Kouki, when you're here, Rin feels totally at ease.\Yeah...\Here, Rin-chan, eat a little bit. response:	Don't worry. When Kouki gets sick, he eats this too.
context: I don't mind getting it.\You can't mean that!\Thanks...\Kouki-kun, thank you.\Kouki, when you're here, Rin feels totally at ease.\Yeah...\Here, Rin-chan, eat a little bit.\Don't worry. When Kouki gets sick, he eats this too. response:	It's specially made gruel that makes you get better fast.
context: You can't mean that!\Thanks...\Kouki-kun, thank you.\Kouki, when you're here, Rin feels totally at ease.\Yeah...\Here, Rin-chan, eat a little bit.\Don't worry. When Kouki gets sick, he eats this too.\It's specially made gruel that makes you get better fast. response:	Kouki-kun too?
context: Thanks...\Kouki-kun, thank you.\Kouki, when you're here, Rin feels totally at ease.\Yeah...\Here, Rin-chan, eat a little bit.\Don't worry. When Kouki gets sick, he eats this too.\It's specially made gruel that makes you get better fast.\Kouki-kun too? response:	That's right...
context: Kouki-kun, thank you.\Kouki, when you're here, Rin feels totally at ease.\Yeah...\Here, Rin-chan, eat a little bit.\Don't worry. When Kouki gets sick, he eats this too.\It's specially made gruel that makes you get better fast.\Kouki-kun too?\That's right... response:	Whenever he ate this, his cold was gone before I knew it.
context: Kouki, when you're here, Rin feels totally at ease.\Yeah...\Here, Rin-chan, eat a little bit.\Don't worry. When Kouki gets sick, he eats this too.\It's specially made gruel that makes you get better fast.\Kouki-kun too?\That's right...\Whenever he ate this, his cold was gone before I knew it. response:	It's good!
context: Yeah...\Here, Rin-chan, eat a little bit.\Don't worry. When Kouki gets sick, he eats this too.\It's specially made gruel that makes you get better fast.\Kouki-kun too?\That's right...\Whenever he ate this, his cold was gone before I knew it.\It's good! response:	Daikichi!
context: Here, Rin-chan, eat a little bit.\Don't worry. When Kouki gets sick, he eats this too.\It's specially made gruel that makes you get better fast.\Kouki-kun too?\That's right...\Whenever he ate this, his cold was gone before I knew it.\It's good!\Daikichi! response:	Rin! Are you better?
context: Don't worry. When Kouki gets sick, he eats this too.\It's specially made gruel that makes you get better fast.\Kouki-kun too?\That's right...\Whenever he ate this, his cold was gone before I knew it.\It's good!\Daikichi!\Rin! Are you better? response:	Yeah. I feel fine.
context: It's specially made gruel that makes you get better fast.\Kouki-kun too?\That's right...\Whenever he ate this, his cold was gone before I knew it.\It's good!\Daikichi!\Rin! Are you better?\Yeah. I feel fine. response:	I'm hungry!
context: Kouki-kun too?\That's right...\Whenever he ate this, his cold was gone before I knew it.\It's good!\Daikichi!\Rin! Are you better?\Yeah. I feel fine.\I'm hungry! response:	A sunny early Sunday afternoon
context: That's right...\Whenever he ate this, his cold was gone before I knew it.\It's good!\Daikichi!\Rin! Are you better?\Yeah. I feel fine.\I'm hungry!\A sunny early Sunday afternoon response:	Let's go somewhere today
context: Whenever he ate this, his cold was gone before I knew it.\It's good!\Daikichi!\Rin! Are you better?\Yeah. I feel fine.\I'm hungry!\A sunny early Sunday afternoon\Let's go somewhere today response:	It's the same road I'm used to traveling
context: It's good!\Daikichi!\Rin! Are you better?\Yeah. I feel fine.\I'm hungry!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling response:	But I can see it sparkling so bright
context: Daikichi!\Rin! Are you better?\Yeah. I feel fine.\I'm hungry!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright response:	With the sun shining down its warmth
context: Rin! Are you better?\Yeah. I feel fine.\I'm hungry!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth response:	And you here by my side...
context: Yeah. I feel fine.\I'm hungry!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side... response:	I'm already high, high, high
context: I'm hungry!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high response:	I feel like dashing out
context: A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out response:	Sing, la, la, la
context: Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la response:	My voice out to forever
context: It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever response:	I'm already high, high, high
context: But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high response:	Ride the dancing wind
context: With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind response:	Sing, la, la, la
context: And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la response:	My voice springs up
context: I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up response:	Will you tell your mom thank you for the other evening?
context: I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Will you tell your mom thank you for the other evening? response:	She looked after Rin, so...
context: Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Will you tell your mom thank you for the other evening?\She looked after Rin, so... response:	Hey, can I go home with you guys?
context: My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Will you tell your mom thank you for the other evening?\She looked after Rin, so...\Hey, can I go home with you guys? response:	That again?!
context: I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Will you tell your mom thank you for the other evening?\She looked after Rin, so...\Hey, can I go home with you guys?\That again?! response:	Your mom has to be the one who picks you up from here!
context: Ride the dancing wind\Sing, la, la, la\My voice springs up\Will you tell your mom thank you for the other evening?\She looked after Rin, so...\Hey, can I go home with you guys?\That again?!\Your mom has to be the one who picks you up from here! response:	See, my mom is sick in bed with a cold.
context: Sing, la, la, la\My voice springs up\Will you tell your mom thank you for the other evening?\She looked after Rin, so...\Hey, can I go home with you guys?\That again?!\Your mom has to be the one who picks you up from here!\See, my mom is sick in bed with a cold. response:	What?! Are you serious?!
