context: Signs response:	Opening
context: Squad 34, advance! Assist the frontline guard!\Right! Let's go!\Yeah!\The Titans advanced this far?!\The front guard's already been crushed?!\What are our glory-hound seniors doing?!\I expected the situation to be bad, but this...\An abnormal one! Watch out! response:	Huh?
context: Right! Let's go!\Yeah!\The Titans advanced this far?!\The front guard's already been crushed?!\What are our glory-hound seniors doing?!\I expected the situation to be bad, but this...\An abnormal one! Watch out!\Huh? response:	How dare you, motherfucker?!
context: Yeah!\The Titans advanced this far?!\The front guard's already been crushed?!\What are our glory-hound seniors doing?!\I expected the situation to be bad, but this...\An abnormal one! Watch out!\Huh?\How dare you, motherfucker?! response:	Eren!
context: The Titans advanced this far?!\The front guard's already been crushed?!\What are our glory-hound seniors doing?!\I expected the situation to be bad, but this...\An abnormal one! Watch out!\Huh?\How dare you, motherfucker?!\Eren! response:	Stop! Don't go alone!
context: The front guard's already been crushed?!\What are our glory-hound seniors doing?!\I expected the situation to be bad, but this...\An abnormal one! Watch out!\Huh?\How dare you, motherfucker?!\Eren!\Stop! Don't go alone! response:	Stop, you bastard!
context: What are our glory-hound seniors doing?!\I expected the situation to be bad, but this...\An abnormal one! Watch out!\Huh?\How dare you, motherfucker?!\Eren!\Stop! Don't go alone!\Stop, you bastard! response:	How dare you eat Thomas?!
context: I expected the situation to be bad, but this...\An abnormal one! Watch out!\Huh?\How dare you, motherfucker?!\Eren!\Stop! Don't go alone!\Stop, you bastard!\How dare you eat Thomas?! response:	You're not getting away!
context: An abnormal one! Watch out!\Huh?\How dare you, motherfucker?!\Eren!\Stop! Don't go alone!\Stop, you bastard!\How dare you eat Thomas?!\You're not getting away! response:	Eren!
context: Huh?\How dare you, motherfucker?!\Eren!\Stop! Don't go alone!\Stop, you bastard!\How dare you eat Thomas?!\You're not getting away!\Eren! response:	Eren!
context: How dare you, motherfucker?!\Eren!\Stop! Don't go alone!\Stop, you bastard!\How dare you eat Thomas?!\You're not getting away!\Eren!\Eren! response:	Stop! Please stop!
context: Eren!\Stop! Don't go alone!\Stop, you bastard!\How dare you eat Thomas?!\You're not getting away!\Eren!\Eren!\Stop! Please stop! response:	Why... am I... watching... as my comrades... get eaten?
context: Stop! Don't go alone!\Stop, you bastard!\How dare you eat Thomas?!\You're not getting away!\Eren!\Eren!\Stop! Please stop!\Why... am I... watching... as my comrades... get eaten? response:	Why... won't my body... move?
context: Stop, you bastard!\How dare you eat Thomas?!\You're not getting away!\Eren!\Eren!\Stop! Please stop!\Why... am I... watching... as my comrades... get eaten?\Why... won't my body... move? response:	Armin...
context: How dare you eat Thomas?!\You're not getting away!\Eren!\Eren!\Stop! Please stop!\Why... am I... watching... as my comrades... get eaten?\Why... won't my body... move?\Armin... response:	Eren! Eren!
context: You're not getting away!\Eren!\Eren!\Stop! Please stop!\Why... am I... watching... as my comrades... get eaten?\Why... won't my body... move?\Armin...\Eren! Eren! response:	Eren!
context: Eren!\Eren!\Stop! Please stop!\Why... am I... watching... as my comrades... get eaten?\Why... won't my body... move?\Armin...\Eren! Eren!\Eren! response:	What is it now, Armin?
context: Eren!\Stop! Please stop!\Why... am I... watching... as my comrades... get eaten?\Why... won't my body... move?\Armin...\Eren! Eren!\Eren!\What is it now, Armin? response:	Look at this book my grandpa was hiding!
context: Stop! Please stop!\Why... am I... watching... as my comrades... get eaten?\Why... won't my body... move?\Armin...\Eren! Eren!\Eren!\What is it now, Armin?\Look at this book my grandpa was hiding! response:	It's all about the outside world!
context: Why... am I... watching... as my comrades... get eaten?\Why... won't my body... move?\Armin...\Eren! Eren!\Eren!\What is it now, Armin?\Look at this book my grandpa was hiding!\It's all about the outside world! response:	The outside world?
context: Why... won't my body... move?\Armin...\Eren! Eren!\Eren!\What is it now, Armin?\Look at this book my grandpa was hiding!\It's all about the outside world!\The outside world? response:	But that's forbidden, isn't it?
context: Armin...\Eren! Eren!\Eren!\What is it now, Armin?\Look at this book my grandpa was hiding!\It's all about the outside world!\The outside world?\But that's forbidden, isn't it? response:	What if the Military Police find out?
context: Eren! Eren!\Eren!\What is it now, Armin?\Look at this book my grandpa was hiding!\It's all about the outside world!\The outside world?\But that's forbidden, isn't it?\What if the Military Police find out? response:	Who cares about that now?
context: Eren!\What is it now, Armin?\Look at this book my grandpa was hiding!\It's all about the outside world!\The outside world?\But that's forbidden, isn't it?\What if the Military Police find out?\Who cares about that now? response:	According this book, most of the world is covered by a huge amount of water called sea!
context: What is it now, Armin?\Look at this book my grandpa was hiding!\It's all about the outside world!\The outside world?\But that's forbidden, isn't it?\What if the Military Police find out?\Who cares about that now?\According this book, most of the world is covered by a huge amount of water called sea! response:	And it's all salty water too!
context: Look at this book my grandpa was hiding!\It's all about the outside world!\The outside world?\But that's forbidden, isn't it?\What if the Military Police find out?\Who cares about that now?\According this book, most of the world is covered by a huge amount of water called sea!\And it's all salty water too! response:	Salt? You're making stuff up now!
context: It's all about the outside world!\The outside world?\But that's forbidden, isn't it?\What if the Military Police find out?\Who cares about that now?\According this book, most of the world is covered by a huge amount of water called sea!\And it's all salty water too!\Salt? You're making stuff up now! response:	Salt is a treasure!
context: The outside world?\But that's forbidden, isn't it?\What if the Military Police find out?\Who cares about that now?\According this book, most of the world is covered by a huge amount of water called sea!\And it's all salty water too!\Salt? You're making stuff up now!\Salt is a treasure! response:	The merchants would've exhausted the supply!
context: But that's forbidden, isn't it?\What if the Military Police find out?\Who cares about that now?\According this book, most of the world is covered by a huge amount of water called sea!\And it's all salty water too!\Salt? You're making stuff up now!\Salt is a treasure!\The merchants would've exhausted the supply! response:	The sea is so vast, they can't ever deplete it all!
context: What if the Military Police find out?\Who cares about that now?\According this book, most of the world is covered by a huge amount of water called sea!\And it's all salty water too!\Salt? You're making stuff up now!\Salt is a treasure!\The merchants would've exhausted the supply!\The sea is so vast, they can't ever deplete it all! response:	No way.
context: Who cares about that now?\According this book, most of the world is covered by a huge amount of water called sea!\And it's all salty water too!\Salt? You're making stuff up now!\Salt is a treasure!\The merchants would've exhausted the supply!\The sea is so vast, they can't ever deplete it all!\No way. response:	There's more than just mountains of salt!
context: According this book, most of the world is covered by a huge amount of water called sea!\And it's all salty water too!\Salt? You're making stuff up now!\Salt is a treasure!\The merchants would've exhausted the supply!\The sea is so vast, they can't ever deplete it all!\No way.\There's more than just mountains of salt! response:	Fire water! A continent of ice! Snowfields of sand!
context: And it's all salty water too!\Salt? You're making stuff up now!\Salt is a treasure!\The merchants would've exhausted the supply!\The sea is so vast, they can't ever deplete it all!\No way.\There's more than just mountains of salt!\Fire water! A continent of ice! Snowfields of sand! response:	The world out there must be far more vast than the inside of the walls!
context: Salt? You're making stuff up now!\Salt is a treasure!\The merchants would've exhausted the supply!\The sea is so vast, they can't ever deplete it all!\No way.\There's more than just mountains of salt!\Fire water! A continent of ice! Snowfields of sand!\The world out there must be far more vast than the inside of the walls! response:	The outside world...
context: Salt is a treasure!\The merchants would've exhausted the supply!\The sea is so vast, they can't ever deplete it all!\No way.\There's more than just mountains of salt!\Fire water! A continent of ice! Snowfields of sand!\The world out there must be far more vast than the inside of the walls!\The outside world... response:	And guess what! This is a secret,
context: The merchants would've exhausted the supply!\The sea is so vast, they can't ever deplete it all!\No way.\There's more than just mountains of salt!\Fire water! A continent of ice! Snowfields of sand!\The world out there must be far more vast than the inside of the walls!\The outside world...\And guess what! This is a secret, response:	but my parents are going to the outside world soon!
context: The sea is so vast, they can't ever deplete it all!\No way.\There's more than just mountains of salt!\Fire water! A continent of ice! Snowfields of sand!\The world out there must be far more vast than the inside of the walls!\The outside world...\And guess what! This is a secret,\but my parents are going to the outside world soon! response:	The outside world...
context: No way.\There's more than just mountains of salt!\Fire water! A continent of ice! Snowfields of sand!\The world out there must be far more vast than the inside of the walls!\The outside world...\And guess what! This is a secret,\but my parents are going to the outside world soon!\The outside world... response:	Right, Eren?
context: There's more than just mountains of salt!\Fire water! A continent of ice! Snowfields of sand!\The world out there must be far more vast than the inside of the walls!\The outside world...\And guess what! This is a secret,\but my parents are going to the outside world soon!\The outside world...\Right, Eren? response:	It'd be great if we could explore the outside world too someday.
context: Fire water! A continent of ice! Snowfields of sand!\The world out there must be far more vast than the inside of the walls!\The outside world...\And guess what! This is a secret,\but my parents are going to the outside world soon!\The outside world...\Right, Eren?\It'd be great if we could explore the outside world too someday. response:	Eren!
context: The world out there must be far more vast than the inside of the walls!\The outside world...\And guess what! This is a secret,\but my parents are going to the outside world soon!\The outside world...\Right, Eren?\It'd be great if we could explore the outside world too someday.\Eren! response:	You think I'm gonna die here?!
context: The outside world...\And guess what! This is a secret,\but my parents are going to the outside world soon!\The outside world...\Right, Eren?\It'd be great if we could explore the outside world too someday.\Eren!\You think I'm gonna die here?! response:	Hey, Armin...
context: And guess what! This is a secret,\but my parents are going to the outside world soon!\The outside world...\Right, Eren?\It'd be great if we could explore the outside world too someday.\Eren!\You think I'm gonna die here?!\Hey, Armin... response:	You told me about it...
context: but my parents are going to the outside world soon!\The outside world...\Right, Eren?\It'd be great if we could explore the outside world too someday.\Eren!\You think I'm gonna die here?!\Hey, Armin...\You told me about it... response:	So I'm going... to the outside world...
context: The outside world...\Right, Eren?\It'd be great if we could explore the outside world too someday.\Eren!\You think I'm gonna die here?!\Hey, Armin...\You told me about it...\So I'm going... to the outside world... response:	Eren! Hurry!
context: Right, Eren?\It'd be great if we could explore the outside world too someday.\Eren!\You think I'm gonna die here?!\Hey, Armin...\You told me about it...\So I'm going... to the outside world...\Eren! Hurry! response:	Suddenly it started raining.
context: It'd be great if we could explore the outside world too someday.\Eren!\You think I'm gonna die here?!\Hey, Armin...\You told me about it...\So I'm going... to the outside world...\Eren! Hurry!\Suddenly it started raining. response:	It drums quietly in the damp air.
context: Eren!\You think I'm gonna die here?!\Hey, Armin...\You told me about it...\So I'm going... to the outside world...\Eren! Hurry!\Suddenly it started raining.\It drums quietly in the damp air. response:	The faintly sweet scent of the rain
context: You think I'm gonna die here?!\Hey, Armin...\You told me about it...\So I'm going... to the outside world...\Eren! Hurry!\Suddenly it started raining.\It drums quietly in the damp air.\The faintly sweet scent of the rain response:	draws Mikasa back into memories of a tragic past.
context: Hey, Armin...\You told me about it...\So I'm going... to the outside world...\Eren! Hurry!\Suddenly it started raining.\It drums quietly in the damp air.\The faintly sweet scent of the rain\draws Mikasa back into memories of a tragic past. response:	First Battle
context: You told me about it...\So I'm going... to the outside world...\Eren! Hurry!\Suddenly it started raining.\It drums quietly in the damp air.\The faintly sweet scent of the rain\draws Mikasa back into memories of a tragic past.\First Battle response:	Defense of Trost (pt 1)
context: So I'm going... to the outside world...\Eren! Hurry!\Suddenly it started raining.\It drums quietly in the damp air.\The faintly sweet scent of the rain\draws Mikasa back into memories of a tragic past.\First Battle\Defense of Trost (pt 1) response:	The World She Saw
context: Eren! Hurry!\Suddenly it started raining.\It drums quietly in the damp air.\The faintly sweet scent of the rain\draws Mikasa back into memories of a tragic past.\First Battle\Defense of Trost (pt 1)\The World She Saw response:	Defense of Trost (pt 2)
context: Suddenly it started raining.\It drums quietly in the damp air.\The faintly sweet scent of the rain\draws Mikasa back into memories of a tragic past.\First Battle\Defense of Trost (pt 1)\The World She Saw\Defense of Trost (pt 2) response:	Currently Disclosable Information
context: It drums quietly in the damp air.\The faintly sweet scent of the rain\draws Mikasa back into memories of a tragic past.\First Battle\Defense of Trost (pt 1)\The World She Saw\Defense of Trost (pt 2)\Currently Disclosable Information response:	Batteries (pt 1) Cannons were used against the Titans before the invention of the 3D Maneuver Gear. To counter their low mobility, cannons were installed atop the walls on rails to improve their defensive effectiveness.
context: The faintly sweet scent of the rain\draws Mikasa back into memories of a tragic past.\First Battle\Defense of Trost (pt 1)\The World She Saw\Defense of Trost (pt 2)\Currently Disclosable Information\Batteries (pt 1) Cannons were used against the Titans before the invention of the 3D Maneuver Gear. To counter their low mobility, cannons were installed atop the walls on rails to improve their defensive effectiveness. response:	Currently Disclosable Information
context: draws Mikasa back into memories of a tragic past.\First Battle\Defense of Trost (pt 1)\The World She Saw\Defense of Trost (pt 2)\Currently Disclosable Information\Batteries (pt 1) Cannons were used against the Titans before the invention of the 3D Maneuver Gear. To counter their low mobility, cannons were installed atop the walls on rails to improve their defensive effectiveness.\Currently Disclosable Information response:	Batteries (pt 2) Grapeshot - While its destructive force is low, hhhhhhhhhhhhhhhhhhhhgrapeshot is effective in slowing down the Titans. Shell - While its destructive force is extremely high, hhhhhhhhhhhits accuracy is low, resulting in difficulties aiming hhhhhhhhhhhat and hitting moving targets.
context: First Battle\Defense of Trost (pt 1)\The World She Saw\Defense of Trost (pt 2)\Currently Disclosable Information\Batteries (pt 1) Cannons were used against the Titans before the invention of the 3D Maneuver Gear. To counter their low mobility, cannons were installed atop the walls on rails to improve their defensive effectiveness.\Currently Disclosable Information\Batteries (pt 2) Grapeshot - While its destructive force is low, hhhhhhhhhhhhhhhhhhhhgrapeshot is effective in slowing down the Titans. Shell - While its destructive force is extremely high, hhhhhhhhhhhits accuracy is low, resulting in difficulties aiming hhhhhhhhhhhat and hitting moving targets. response:	Frontline
context: Defense of Trost (pt 1)\The World She Saw\Defense of Trost (pt 2)\Currently Disclosable Information\Batteries (pt 1) Cannons were used against the Titans before the invention of the 3D Maneuver Gear. To counter their low mobility, cannons were installed atop the walls on rails to improve their defensive effectiveness.\Currently Disclosable Information\Batteries (pt 2) Grapeshot - While its destructive force is low, hhhhhhhhhhhhhhhhhhhhgrapeshot is effective in slowing down the Titans. Shell - While its destructive force is extremely high, hhhhhhhhhhhits accuracy is low, resulting in difficulties aiming hhhhhhhhhhhat and hitting moving targets.\Frontline response:	Second Line
context: The World She Saw\Defense of Trost (pt 2)\Currently Disclosable Information\Batteries (pt 1) Cannons were used against the Titans before the invention of the 3D Maneuver Gear. To counter their low mobility, cannons were installed atop the walls on rails to improve their defensive effectiveness.\Currently Disclosable Information\Batteries (pt 2) Grapeshot - While its destructive force is low, hhhhhhhhhhhhhhhhhhhhgrapeshot is effective in slowing down the Titans. Shell - While its destructive force is extremely high, hhhhhhhhhhhits accuracy is low, resulting in difficulties aiming hhhhhhhhhhhat and hitting moving targets.\Frontline\Second Line response:	Rearguard
context: Defense of Trost (pt 2)\Currently Disclosable Information\Batteries (pt 1) Cannons were used against the Titans before the invention of the 3D Maneuver Gear. To counter their low mobility, cannons were installed atop the walls on rails to improve their defensive effectiveness.\Currently Disclosable Information\Batteries (pt 2) Grapeshot - While its destructive force is low, hhhhhhhhhhhhhhhhhhhhgrapeshot is effective in slowing down the Titans. Shell - While its destructive force is extremely high, hhhhhhhhhhhits accuracy is low, resulting in difficulties aiming hhhhhhhhhhhat and hitting moving targets.\Frontline\Second Line\Rearguard response:	No one remembers the names of the trampled flowers
context: Currently Disclosable Information\Batteries (pt 1) Cannons were used against the Titans before the invention of the 3D Maneuver Gear. To counter their low mobility, cannons were installed atop the walls on rails to improve their defensive effectiveness.\Currently Disclosable Information\Batteries (pt 2) Grapeshot - While its destructive force is low, hhhhhhhhhhhhhhhhhhhhgrapeshot is effective in slowing down the Titans. Shell - While its destructive force is extremely high, hhhhhhhhhhhits accuracy is low, resulting in difficulties aiming hhhhhhhhhhhat and hitting moving targets.\Frontline\Second Line\Rearguard\No one remembers the names of the trampled flowers response:	Fallen birds await the next wind before they try again
context: Batteries (pt 1) Cannons were used against the Titans before the invention of the 3D Maneuver Gear. To counter their low mobility, cannons were installed atop the walls on rails to improve their defensive effectiveness.\Currently Disclosable Information\Batteries (pt 2) Grapeshot - While its destructive force is low, hhhhhhhhhhhhhhhhhhhhgrapeshot is effective in slowing down the Titans. Shell - While its destructive force is extremely high, hhhhhhhhhhhits accuracy is low, resulting in difficulties aiming hhhhhhhhhhhat and hitting moving targets.\Frontline\Second Line\Rearguard\No one remembers the names of the trampled flowers\Fallen birds await the next wind before they try again response:	Prayers won't save us
context: Currently Disclosable Information\Batteries (pt 2) Grapeshot - While its destructive force is low, hhhhhhhhhhhhhhhhhhhhgrapeshot is effective in slowing down the Titans. Shell - While its destructive force is extremely high, hhhhhhhhhhhits accuracy is low, resulting in difficulties aiming hhhhhhhhhhhat and hitting moving targets.\Frontline\Second Line\Rearguard\No one remembers the names of the trampled flowers\Fallen birds await the next wind before they try again\Prayers won't save us response:	Only the will to fight can change our world
context: Batteries (pt 2) Grapeshot - While its destructive force is low, hhhhhhhhhhhhhhhhhhhhgrapeshot is effective in slowing down the Titans. Shell - While its destructive force is extremely high, hhhhhhhhhhhits accuracy is low, resulting in difficulties aiming hhhhhhhhhhhat and hitting moving targets.\Frontline\Second Line\Rearguard\No one remembers the names of the trampled flowers\Fallen birds await the next wind before they try again\Prayers won't save us\Only the will to fight can change our world response:	Ignore those pigs who ridicule you
context: Frontline\Second Line\Rearguard\No one remembers the names of the trampled flowers\Fallen birds await the next wind before they try again\Prayers won't save us\Only the will to fight can change our world\Ignore those pigs who ridicule you response:	for having the will to step over dead bodies and move on
context: Second Line\Rearguard\No one remembers the names of the trampled flowers\Fallen birds await the next wind before they try again\Prayers won't save us\Only the will to fight can change our world\Ignore those pigs who ridicule you\for having the will to step over dead bodies and move on response:	Our complacence as livestock strengthens this false reality
context: Rearguard\No one remembers the names of the trampled flowers\Fallen birds await the next wind before they try again\Prayers won't save us\Only the will to fight can change our world\Ignore those pigs who ridicule you\for having the will to step over dead bodies and move on\Our complacence as livestock strengthens this false reality response:	We're as free as starving wolves!
context: No one remembers the names of the trampled flowers\Fallen birds await the next wind before they try again\Prayers won't save us\Only the will to fight can change our world\Ignore those pigs who ridicule you\for having the will to step over dead bodies and move on\Our complacence as livestock strengthens this false reality\We're as free as starving wolves! response:	Channel the humiliation of imprisonment into your arrows and begin the resistance
context: Fallen birds await the next wind before they try again\Prayers won't save us\Only the will to fight can change our world\Ignore those pigs who ridicule you\for having the will to step over dead bodies and move on\Our complacence as livestock strengthens this false reality\We're as free as starving wolves!\Channel the humiliation of imprisonment into your arrows and begin the resistance response:	Far beyond the confining walls, you'll slay your prey!
context: Prayers won't save us\Only the will to fight can change our world\Ignore those pigs who ridicule you\for having the will to step over dead bodies and move on\Our complacence as livestock strengthens this false reality\We're as free as starving wolves!\Channel the humiliation of imprisonment into your arrows and begin the resistance\Far beyond the confining walls, you'll slay your prey! response:	As your body burns with an overflowing urge,
context: Only the will to fight can change our world\Ignore those pigs who ridicule you\for having the will to step over dead bodies and move on\Our complacence as livestock strengthens this false reality\We're as free as starving wolves!\Channel the humiliation of imprisonment into your arrows and begin the resistance\Far beyond the confining walls, you'll slay your prey!\As your body burns with an overflowing urge, response:	pick up your burning bow and gash through the twilight
context: Ignore those pigs who ridicule you\for having the will to step over dead bodies and move on\Our complacence as livestock strengthens this false reality\We're as free as starving wolves!\Channel the humiliation of imprisonment into your arrows and begin the resistance\Far beyond the confining walls, you'll slay your prey!\As your body burns with an overflowing urge,\pick up your burning bow and gash through the twilight response:	Fumareta Hana no Namae mo Shirazuni
context: for having the will to step over dead bodies and move on\Our complacence as livestock strengthens this false reality\We're as free as starving wolves!\Channel the humiliation of imprisonment into your arrows and begin the resistance\Far beyond the confining walls, you'll slay your prey!\As your body burns with an overflowing urge,\pick up your burning bow and gash through the twilight\Fumareta Hana no Namae mo Shirazuni response:	Chiriochita Tori wa Kaze wo Machiwabiru
context: Our complacence as livestock strengthens this false reality\We're as free as starving wolves!\Channel the humiliation of imprisonment into your arrows and begin the resistance\Far beyond the confining walls, you'll slay your prey!\As your body burns with an overflowing urge,\pick up your burning bow and gash through the twilight\Fumareta Hana no Namae mo Shirazuni\Chiriochita Tori wa Kaze wo Machiwabiru response:	Inotta Tokoro de Nani mo Kawaranai
context: We're as free as starving wolves!\Channel the humiliation of imprisonment into your arrows and begin the resistance\Far beyond the confining walls, you'll slay your prey!\As your body burns with an overflowing urge,\pick up your burning bow and gash through the twilight\Fumareta Hana no Namae mo Shirazuni\Chiriochita Tori wa Kaze wo Machiwabiru\Inotta Tokoro de Nani mo Kawaranai response:	Ima wo Kaeruno wa Tatakau Kakugo da
context: Channel the humiliation of imprisonment into your arrows and begin the resistance\Far beyond the confining walls, you'll slay your prey!\As your body burns with an overflowing urge,\pick up your burning bow and gash through the twilight\Fumareta Hana no Namae mo Shirazuni\Chiriochita Tori wa Kaze wo Machiwabiru\Inotta Tokoro de Nani mo Kawaranai\Ima wo Kaeruno wa Tatakau Kakugo da response:	Shikabane Fumikoete
context: Far beyond the confining walls, you'll slay your prey!\As your body burns with an overflowing urge,\pick up your burning bow and gash through the twilight\Fumareta Hana no Namae mo Shirazuni\Chiriochita Tori wa Kaze wo Machiwabiru\Inotta Tokoro de Nani mo Kawaranai\Ima wo Kaeruno wa Tatakau Kakugo da\Shikabane Fumikoete response:	Susumu Ishi wo Warau Butayo
context: As your body burns with an overflowing urge,\pick up your burning bow and gash through the twilight\Fumareta Hana no Namae mo Shirazuni\Chiriochita Tori wa Kaze wo Machiwabiru\Inotta Tokoro de Nani mo Kawaranai\Ima wo Kaeruno wa Tatakau Kakugo da\Shikabane Fumikoete\Susumu Ishi wo Warau Butayo response:	Kachiku no Annei Kyoi no Han'ei
context: pick up your burning bow and gash through the twilight\Fumareta Hana no Namae mo Shirazuni\Chiriochita Tori wa Kaze wo Machiwabiru\Inotta Tokoro de Nani mo Kawaranai\Ima wo Kaeruno wa Tatakau Kakugo da\Shikabane Fumikoete\Susumu Ishi wo Warau Butayo\Kachiku no Annei Kyoi no Han'ei response:	Shiseru Garou no Jiyuu wo
context: Fumareta Hana no Namae mo Shirazuni\Chiriochita Tori wa Kaze wo Machiwabiru\Inotta Tokoro de Nani mo Kawaranai\Ima wo Kaeruno wa Tatakau Kakugo da\Shikabane Fumikoete\Susumu Ishi wo Warau Butayo\Kachiku no Annei Kyoi no Han'ei\Shiseru Garou no Jiyuu wo response:	Torawareta Kutsujoku wa Hangeki no Koushi da
context: Chiriochita Tori wa Kaze wo Machiwabiru\Inotta Tokoro de Nani mo Kawaranai\Ima wo Kaeruno wa Tatakau Kakugo da\Shikabane Fumikoete\Susumu Ishi wo Warau Butayo\Kachiku no Annei Kyoi no Han'ei\Shiseru Garou no Jiyuu wo\Torawareta Kutsujoku wa Hangeki no Koushi da response:	Jouheki no Sono Kanata Emono wo Houru
context: Inotta Tokoro de Nani mo Kawaranai\Ima wo Kaeruno wa Tatakau Kakugo da\Shikabane Fumikoete\Susumu Ishi wo Warau Butayo\Kachiku no Annei Kyoi no Han'ei\Shiseru Garou no Jiyuu wo\Torawareta Kutsujoku wa Hangeki no Koushi da\Jouheki no Sono Kanata Emono wo Houru response:	Hotobashiru Shoudou ni Sono Mi wo Yakinagara
context: Ima wo Kaeruno wa Tatakau Kakugo da\Shikabane Fumikoete\Susumu Ishi wo Warau Butayo\Kachiku no Annei Kyoi no Han'ei\Shiseru Garou no Jiyuu wo\Torawareta Kutsujoku wa Hangeki no Koushi da\Jouheki no Sono Kanata Emono wo Houru\Hotobashiru Shoudou ni Sono Mi wo Yakinagara response:	Tasogare ni Hi wo Ukatsu Guren no Yumiya
context: Shikabane Fumikoete\Susumu Ishi wo Warau Butayo\Kachiku no Annei Kyoi no Han'ei\Shiseru Garou no Jiyuu wo\Torawareta Kutsujoku wa Hangeki no Koushi da\Jouheki no Sono Kanata Emono wo Houru\Hotobashiru Shoudou ni Sono Mi wo Yakinagara\Tasogare ni Hi wo Ukatsu Guren no Yumiya response:	sono yume wa kokoro no ibasho
context: Susumu Ishi wo Warau Butayo\Kachiku no Annei Kyoi no Han'ei\Shiseru Garou no Jiyuu wo\Torawareta Kutsujoku wa Hangeki no Koushi da\Jouheki no Sono Kanata Emono wo Houru\Hotobashiru Shoudou ni Sono Mi wo Yakinagara\Tasogare ni Hi wo Ukatsu Guren no Yumiya\sono yume wa kokoro no ibasho response:	inochi yori kowareyasuki mono
context: Kachiku no Annei Kyoi no Han'ei\Shiseru Garou no Jiyuu wo\Torawareta Kutsujoku wa Hangeki no Koushi da\Jouheki no Sono Kanata Emono wo Houru\Hotobashiru Shoudou ni Sono Mi wo Yakinagara\Tasogare ni Hi wo Ukatsu Guren no Yumiya\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono response:	nandodemo sutete wa mitsuke
context: Shiseru Garou no Jiyuu wo\Torawareta Kutsujoku wa Hangeki no Koushi da\Jouheki no Sono Kanata Emono wo Houru\Hotobashiru Shoudou ni Sono Mi wo Yakinagara\Tasogare ni Hi wo Ukatsu Guren no Yumiya\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke response:	yasuraka ni saa nemure
context: Torawareta Kutsujoku wa Hangeki no Koushi da\Jouheki no Sono Kanata Emono wo Houru\Hotobashiru Shoudou ni Sono Mi wo Yakinagara\Tasogare ni Hi wo Ukatsu Guren no Yumiya\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure response:	myakuutsu shoudou ni
context: Jouheki no Sono Kanata Emono wo Houru\Hotobashiru Shoudou ni Sono Mi wo Yakinagara\Tasogare ni Hi wo Ukatsu Guren no Yumiya\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni response:	negai wa okasare
context: Hotobashiru Shoudou ni Sono Mi wo Yakinagara\Tasogare ni Hi wo Ukatsu Guren no Yumiya\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare response:	wasureteshimau hodo
context: Tasogare ni Hi wo Ukatsu Guren no Yumiya\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo response:	mata omoidasu yo
context: sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo response:	kono utsukushiki zankoku na sekai de wa
context: inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa response:	mada ikiteiru koto
context: nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto response:	naze to tou bakari de
context: yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de response:	ah bokutachi wa kono tsuyosa yowasa de
context: myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de response:	nani wo mamoru no darou
context: negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou response:	mou risei nado nai naraba
context: wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba response:	Your dream is where your heart seeks comfort
context: mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort response:	It is more fragile than your life
