context: Tilarna! response:	What's your problem?
context: Okay.\Just like that.\Now, gentle on the brakes.\Turn right...\That's too far!\Sorry!\It's fine.\Something bothering you? response:	You could practice driving with Kei, right?
context: Just like that.\Now, gentle on the brakes.\Turn right...\That's too far!\Sorry!\It's fine.\Something bothering you?\You could practice driving with Kei, right? response:	I was a little surprised you came to me.
context: Now, gentle on the brakes.\Turn right...\That's too far!\Sorry!\It's fine.\Something bothering you?\You could practice driving with Kei, right?\I was a little surprised you came to me. response:	It's not really bothering me...
context: Turn right...\That's too far!\Sorry!\It's fine.\Something bothering you?\You could practice driving with Kei, right?\I was a little surprised you came to me.\It's not really bothering me... response:	No, you're right.
context: That's too far!\Sorry!\It's fine.\Something bothering you?\You could practice driving with Kei, right?\I was a little surprised you came to me.\It's not really bothering me...\No, you're right. response:	I heard you were a friend that Kei trusted, so...
context: Sorry!\It's fine.\Something bothering you?\You could practice driving with Kei, right?\I was a little surprised you came to me.\It's not really bothering me...\No, you're right.\I heard you were a friend that Kei trusted, so... response:	A friend he trusts, huh?
context: It's fine.\Something bothering you?\You could practice driving with Kei, right?\I was a little surprised you came to me.\It's not really bothering me...\No, you're right.\I heard you were a friend that Kei trusted, so...\A friend he trusts, huh? response:	Am I wrong?
context: Something bothering you?\You could practice driving with Kei, right?\I was a little surprised you came to me.\It's not really bothering me...\No, you're right.\I heard you were a friend that Kei trusted, so...\A friend he trusts, huh?\Am I wrong? response:	He and I were lovers.
context: You could practice driving with Kei, right?\I was a little surprised you came to me.\It's not really bothering me...\No, you're right.\I heard you were a friend that Kei trusted, so...\A friend he trusts, huh?\Am I wrong?\He and I were lovers. response:	Hey!
context: I was a little surprised you came to me.\It's not really bothering me...\No, you're right.\I heard you were a friend that Kei trusted, so...\A friend he trusts, huh?\Am I wrong?\He and I were lovers.\Hey! response:	S-Sorry! But...
context: It's not really bothering me...\No, you're right.\I heard you were a friend that Kei trusted, so...\A friend he trusts, huh?\Am I wrong?\He and I were lovers.\Hey!\S-Sorry! But... response:	You and Kei?
context: No, you're right.\I heard you were a friend that Kei trusted, so...\A friend he trusts, huh?\Am I wrong?\He and I were lovers.\Hey!\S-Sorry! But...\You and Kei? response:	Surprised?
context: I heard you were a friend that Kei trusted, so...\A friend he trusts, huh?\Am I wrong?\He and I were lovers.\Hey!\S-Sorry! But...\You and Kei?\Surprised? response:	Is that what an ex is?
context: A friend he trusts, huh?\Am I wrong?\He and I were lovers.\Hey!\S-Sorry! But...\You and Kei?\Surprised?\Is that what an ex is? response:	But I didn't think I was talking about us as men and women...
context: Am I wrong?\He and I were lovers.\Hey!\S-Sorry! But...\You and Kei?\Surprised?\Is that what an ex is?\But I didn't think I was talking about us as men and women... response:	Yes, you're talking about work partners, right?
context: He and I were lovers.\Hey!\S-Sorry! But...\You and Kei?\Surprised?\Is that what an ex is?\But I didn't think I was talking about us as men and women...\Yes, you're talking about work partners, right? response:	Yes, that's right!
context: Hey!\S-Sorry! But...\You and Kei?\Surprised?\Is that what an ex is?\But I didn't think I was talking about us as men and women...\Yes, you're talking about work partners, right?\Yes, that's right! response:	Don't worry, then.
context: S-Sorry! But...\You and Kei?\Surprised?\Is that what an ex is?\But I didn't think I was talking about us as men and women...\Yes, you're talking about work partners, right?\Yes, that's right!\Don't worry, then. response:	If he really doesn't like someone, he shows them no mercy.
context: You and Kei?\Surprised?\Is that what an ex is?\But I didn't think I was talking about us as men and women...\Yes, you're talking about work partners, right?\Yes, that's right!\Don't worry, then.\If he really doesn't like someone, he shows them no mercy. response:	Tilarna. Do you like him?
context: Surprised?\Is that what an ex is?\But I didn't think I was talking about us as men and women...\Yes, you're talking about work partners, right?\Yes, that's right!\Don't worry, then.\If he really doesn't like someone, he shows them no mercy.\Tilarna. Do you like him? response:	What kind of question is that?
context: Is that what an ex is?\But I didn't think I was talking about us as men and women...\Yes, you're talking about work partners, right?\Yes, that's right!\Don't worry, then.\If he really doesn't like someone, he shows them no mercy.\Tilarna. Do you like him?\What kind of question is that? response:	Do you hate him, then?
context: But I didn't think I was talking about us as men and women...\Yes, you're talking about work partners, right?\Yes, that's right!\Don't worry, then.\If he really doesn't like someone, he shows them no mercy.\Tilarna. Do you like him?\What kind of question is that?\Do you hate him, then? response:	No, that's not true...
context: Yes, you're talking about work partners, right?\Yes, that's right!\Don't worry, then.\If he really doesn't like someone, he shows them no mercy.\Tilarna. Do you like him?\What kind of question is that?\Do you hate him, then?\No, that's not true... response:	But... I really don't know.
context: Yes, that's right!\Don't worry, then.\If he really doesn't like someone, he shows them no mercy.\Tilarna. Do you like him?\What kind of question is that?\Do you hate him, then?\No, that's not true...\But... I really don't know. response:	Um... I just want him to see me as an equal.
context: Don't worry, then.\If he really doesn't like someone, he shows them no mercy.\Tilarna. Do you like him?\What kind of question is that?\Do you hate him, then?\No, that's not true...\But... I really don't know.\Um... I just want him to see me as an equal. response:	That's why I'm practicing driving.
context: If he really doesn't like someone, he shows them no mercy.\Tilarna. Do you like him?\What kind of question is that?\Do you hate him, then?\No, that's not true...\But... I really don't know.\Um... I just want him to see me as an equal.\That's why I'm practicing driving. response:	I actually feel really bad about it...
context: Tilarna. Do you like him?\What kind of question is that?\Do you hate him, then?\No, that's not true...\But... I really don't know.\Um... I just want him to see me as an equal.\That's why I'm practicing driving.\I actually feel really bad about it... response:	Wrecking the car he loved...
context: What kind of question is that?\Do you hate him, then?\No, that's not true...\But... I really don't know.\Um... I just want him to see me as an equal.\That's why I'm practicing driving.\I actually feel really bad about it...\Wrecking the car he loved... response:	You two are like brother and sister.
context: Do you hate him, then?\No, that's not true...\But... I really don't know.\Um... I just want him to see me as an equal.\That's why I'm practicing driving.\I actually feel really bad about it...\Wrecking the car he loved...\You two are like brother and sister. response:	Brother and sister?
context: No, that's not true...\But... I really don't know.\Um... I just want him to see me as an equal.\That's why I'm practicing driving.\I actually feel really bad about it...\Wrecking the car he loved...\You two are like brother and sister.\Brother and sister? response:	A strong-willed little sister and her brother.
context: But... I really don't know.\Um... I just want him to see me as an equal.\That's why I'm practicing driving.\I actually feel really bad about it...\Wrecking the car he loved...\You two are like brother and sister.\Brother and sister?\A strong-willed little sister and her brother. response:	Oh, yeah. That might be it.
context: Um... I just want him to see me as an equal.\That's why I'm practicing driving.\I actually feel really bad about it...\Wrecking the car he loved...\You two are like brother and sister.\Brother and sister?\A strong-willed little sister and her brother.\Oh, yeah. That might be it. response:	Don't tell him I told you this,
context: That's why I'm practicing driving.\I actually feel really bad about it...\Wrecking the car he loved...\You two are like brother and sister.\Brother and sister?\A strong-willed little sister and her brother.\Oh, yeah. That might be it.\Don't tell him I told you this, response:	but he lost his sister
context: I actually feel really bad about it...\Wrecking the car he loved...\You two are like brother and sister.\Brother and sister?\A strong-willed little sister and her brother.\Oh, yeah. That might be it.\Don't tell him I told you this,\but he lost his sister response:	about ten years ago.
context: Wrecking the car he loved...\You two are like brother and sister.\Brother and sister?\A strong-willed little sister and her brother.\Oh, yeah. That might be it.\Don't tell him I told you this,\but he lost his sister\about ten years ago. response:	She was a really lively girl, I heard.
context: You two are like brother and sister.\Brother and sister?\A strong-willed little sister and her brother.\Oh, yeah. That might be it.\Don't tell him I told you this,\but he lost his sister\about ten years ago.\She was a really lively girl, I heard. response:	Maybe he sees some of her in you.
context: Brother and sister?\A strong-willed little sister and her brother.\Oh, yeah. That might be it.\Don't tell him I told you this,\but he lost his sister\about ten years ago.\She was a really lively girl, I heard.\Maybe he sees some of her in you. response:	He never said anything about that.
context: A strong-willed little sister and her brother.\Oh, yeah. That might be it.\Don't tell him I told you this,\but he lost his sister\about ten years ago.\She was a really lively girl, I heard.\Maybe he sees some of her in you.\He never said anything about that. response:	You're late, Kei.
context: Oh, yeah. That might be it.\Don't tell him I told you this,\but he lost his sister\about ten years ago.\She was a really lively girl, I heard.\Maybe he sees some of her in you.\He never said anything about that.\You're late, Kei. response:	Sorry, I've been riding her hard all night.
context: Don't tell him I told you this,\but he lost his sister\about ten years ago.\She was a really lively girl, I heard.\Maybe he sees some of her in you.\He never said anything about that.\You're late, Kei.\Sorry, I've been riding her hard all night. response:	Seriously? That's ridiculous...
context: but he lost his sister\about ten years ago.\She was a really lively girl, I heard.\Maybe he sees some of her in you.\He never said anything about that.\You're late, Kei.\Sorry, I've been riding her hard all night.\Seriously? That's ridiculous... response:	Okay, everybody!
context: about ten years ago.\She was a really lively girl, I heard.\Maybe he sees some of her in you.\He never said anything about that.\You're late, Kei.\Sorry, I've been riding her hard all night.\Seriously? That's ridiculous...\Okay, everybody! response:	It's almost time for that gang of thieves to get here.
context: She was a really lively girl, I heard.\Maybe he sees some of her in you.\He never said anything about that.\You're late, Kei.\Sorry, I've been riding her hard all night.\Seriously? That's ridiculous...\Okay, everybody!\It's almost time for that gang of thieves to get here. response:	I need you all to provide backup.
context: Maybe he sees some of her in you.\He never said anything about that.\You're late, Kei.\Sorry, I've been riding her hard all night.\Seriously? That's ridiculous...\Okay, everybody!\It's almost time for that gang of thieves to get here.\I need you all to provide backup. response:	How'd it go with Cecil?
context: He never said anything about that.\You're late, Kei.\Sorry, I've been riding her hard all night.\Seriously? That's ridiculous...\Okay, everybody!\It's almost time for that gang of thieves to get here.\I need you all to provide backup.\How'd it go with Cecil? response:	Shut up. We're on the clock.
context: You're late, Kei.\Sorry, I've been riding her hard all night.\Seriously? That's ridiculous...\Okay, everybody!\It's almost time for that gang of thieves to get here.\I need you all to provide backup.\How'd it go with Cecil?\Shut up. We're on the clock. response:	The target's here. Everybody stay on standby.
context: Sorry, I've been riding her hard all night.\Seriously? That's ridiculous...\Okay, everybody!\It's almost time for that gang of thieves to get here.\I need you all to provide backup.\How'd it go with Cecil?\Shut up. We're on the clock.\The target's here. Everybody stay on standby. response:	Okay, looking good.
context: Seriously? That's ridiculous...\Okay, everybody!\It's almost time for that gang of thieves to get here.\I need you all to provide backup.\How'd it go with Cecil?\Shut up. We're on the clock.\The target's here. Everybody stay on standby.\Okay, looking good. response:	Wait, wait!
context: Okay, everybody!\It's almost time for that gang of thieves to get here.\I need you all to provide backup.\How'd it go with Cecil?\Shut up. We're on the clock.\The target's here. Everybody stay on standby.\Okay, looking good.\Wait, wait! response:	Looks like somebody betrayed somebody. He's agitated.
context: It's almost time for that gang of thieves to get here.\I need you all to provide backup.\How'd it go with Cecil?\Shut up. We're on the clock.\The target's here. Everybody stay on standby.\Okay, looking good.\Wait, wait!\Looks like somebody betrayed somebody. He's agitated. response:	Not good! All units, head in!
context: I need you all to provide backup.\How'd it go with Cecil?\Shut up. We're on the clock.\The target's here. Everybody stay on standby.\Okay, looking good.\Wait, wait!\Looks like somebody betrayed somebody. He's agitated.\Not good! All units, head in! response:	Go! Go! Go!
context: How'd it go with Cecil?\Shut up. We're on the clock.\The target's here. Everybody stay on standby.\Okay, looking good.\Wait, wait!\Looks like somebody betrayed somebody. He's agitated.\Not good! All units, head in!\Go! Go! Go! response:	-Don't move! This is the police!
context: Shut up. We're on the clock.\The target's here. Everybody stay on standby.\Okay, looking good.\Wait, wait!\Looks like somebody betrayed somebody. He's agitated.\Not good! All units, head in!\Go! Go! Go!\-Don't move! This is the police! response:	-Shit! -Don't move! This is the police!
context: The target's here. Everybody stay on standby.\Okay, looking good.\Wait, wait!\Looks like somebody betrayed somebody. He's agitated.\Not good! All units, head in!\Go! Go! Go!\-Don't move! This is the police!\-Shit! -Don't move! This is the police! response:	You bastard!
context: Okay, looking good.\Wait, wait!\Looks like somebody betrayed somebody. He's agitated.\Not good! All units, head in!\Go! Go! Go!\-Don't move! This is the police!\-Shit! -Don't move! This is the police!\You bastard! response:	No! You'll shoot the hostage!
context: Wait, wait!\Looks like somebody betrayed somebody. He's agitated.\Not good! All units, head in!\Go! Go! Go!\-Don't move! This is the police!\-Shit! -Don't move! This is the police!\You bastard!\No! You'll shoot the hostage! response:	They got away! Tony's in danger!
context: Looks like somebody betrayed somebody. He's agitated.\Not good! All units, head in!\Go! Go! Go!\-Don't move! This is the police!\-Shit! -Don't move! This is the police!\You bastard!\No! You'll shoot the hostage!\They got away! Tony's in danger! response:	I'm sorry, Detective!
context: Not good! All units, head in!\Go! Go! Go!\-Don't move! This is the police!\-Shit! -Don't move! This is the police!\You bastard!\No! You'll shoot the hostage!\They got away! Tony's in danger!\I'm sorry, Detective! response:	Shit! My eyes!
context: Go! Go! Go!\-Don't move! This is the police!\-Shit! -Don't move! This is the police!\You bastard!\No! You'll shoot the hostage!\They got away! Tony's in danger!\I'm sorry, Detective!\Shit! My eyes! response:	Leave it to me.
context: -Don't move! This is the police!\-Shit! -Don't move! This is the police!\You bastard!\No! You'll shoot the hostage!\They got away! Tony's in danger!\I'm sorry, Detective!\Shit! My eyes!\Leave it to me. response:	Tilarna?
context: -Shit! -Don't move! This is the police!\You bastard!\No! You'll shoot the hostage!\They got away! Tony's in danger!\I'm sorry, Detective!\Shit! My eyes!\Leave it to me.\Tilarna? response:	Come on! We're saving Tony, right?
context: You bastard!\No! You'll shoot the hostage!\They got away! Tony's in danger!\I'm sorry, Detective!\Shit! My eyes!\Leave it to me.\Tilarna?\Come on! We're saving Tony, right? response:	Wait! What are you doing?
context: No! You'll shoot the hostage!\They got away! Tony's in danger!\I'm sorry, Detective!\Shit! My eyes!\Leave it to me.\Tilarna?\Come on! We're saving Tony, right?\Wait! What are you doing? response:	Let's go!
context: They got away! Tony's in danger!\I'm sorry, Detective!\Shit! My eyes!\Leave it to me.\Tilarna?\Come on! We're saving Tony, right?\Wait! What are you doing?\Let's go! response:	It's in reverse! Reverse!
context: I'm sorry, Detective!\Shit! My eyes!\Leave it to me.\Tilarna?\Come on! We're saving Tony, right?\Wait! What are you doing?\Let's go!\It's in reverse! Reverse! response:	This is what I meant to do!
context: Shit! My eyes!\Leave it to me.\Tilarna?\Come on! We're saving Tony, right?\Wait! What are you doing?\Let's go!\It's in reverse! Reverse!\This is what I meant to do! response:	Wrong lane! You're in the wrong lane!
context: Leave it to me.\Tilarna?\Come on! We're saving Tony, right?\Wait! What are you doing?\Let's go!\It's in reverse! Reverse!\This is what I meant to do!\Wrong lane! You're in the wrong lane! response:	I'm starting to get it!
context: Tilarna?\Come on! We're saving Tony, right?\Wait! What are you doing?\Let's go!\It's in reverse! Reverse!\This is what I meant to do!\Wrong lane! You're in the wrong lane!\I'm starting to get it! response:	This speed stuff isn't bad...
context: Come on! We're saving Tony, right?\Wait! What are you doing?\Let's go!\It's in reverse! Reverse!\This is what I meant to do!\Wrong lane! You're in the wrong lane!\I'm starting to get it!\This speed stuff isn't bad... response:	This is what it feels like to be high!
context: Wait! What are you doing?\Let's go!\It's in reverse! Reverse!\This is what I meant to do!\Wrong lane! You're in the wrong lane!\I'm starting to get it!\This speed stuff isn't bad...\This is what it feels like to be high! response:	No more! Just kill me!
context: Let's go!\It's in reverse! Reverse!\This is what I meant to do!\Wrong lane! You're in the wrong lane!\I'm starting to get it!\This speed stuff isn't bad...\This is what it feels like to be high!\No more! Just kill me! response:	The window's right there! Jump out if you want to!
context: It's in reverse! Reverse!\This is what I meant to do!\Wrong lane! You're in the wrong lane!\I'm starting to get it!\This speed stuff isn't bad...\This is what it feels like to be high!\No more! Just kill me!\The window's right there! Jump out if you want to! response:	Got'em!
context: This is what I meant to do!\Wrong lane! You're in the wrong lane!\I'm starting to get it!\This speed stuff isn't bad...\This is what it feels like to be high!\No more! Just kill me!\The window's right there! Jump out if you want to!\Got'em! response:	No! Stop it!
context: Wrong lane! You're in the wrong lane!\I'm starting to get it!\This speed stuff isn't bad...\This is what it feels like to be high!\No more! Just kill me!\The window's right there! Jump out if you want to!\Got'em!\No! Stop it! response:	Shit!
context: I'm starting to get it!\This speed stuff isn't bad...\This is what it feels like to be high!\No more! Just kill me!\The window's right there! Jump out if you want to!\Got'em!\No! Stop it!\Shit! response:	Hey, Tilarna...
context: This speed stuff isn't bad...\This is what it feels like to be high!\No more! Just kill me!\The window's right there! Jump out if you want to!\Got'em!\No! Stop it!\Shit!\Hey, Tilarna... response:	Tony, you okay?
context: This is what it feels like to be high!\No more! Just kill me!\The window's right there! Jump out if you want to!\Got'em!\No! Stop it!\Shit!\Hey, Tilarna...\Tony, you okay? response:	Sorry. I didn't expect trouble like this.
context: No more! Just kill me!\The window's right there! Jump out if you want to!\Got'em!\No! Stop it!\Shit!\Hey, Tilarna...\Tony, you okay?\Sorry. I didn't expect trouble like this. response:	It's fine. Just relax a bit.
context: The window's right there! Jump out if you want to!\Got'em!\No! Stop it!\Shit!\Hey, Tilarna...\Tony, you okay?\Sorry. I didn't expect trouble like this.\It's fine. Just relax a bit. response:	Now then...
context: Got'em!\No! Stop it!\Shit!\Hey, Tilarna...\Tony, you okay?\Sorry. I didn't expect trouble like this.\It's fine. Just relax a bit.\Now then... response:	Fortunately, nobody died.
context: No! Stop it!\Shit!\Hey, Tilarna...\Tony, you okay?\Sorry. I didn't expect trouble like this.\It's fine. Just relax a bit.\Now then...\Fortunately, nobody died. response:	But never drive like that again.
context: Shit!\Hey, Tilarna...\Tony, you okay?\Sorry. I didn't expect trouble like this.\It's fine. Just relax a bit.\Now then...\Fortunately, nobody died.\But never drive like that again. response:	But I was useful!
context: Hey, Tilarna...\Tony, you okay?\Sorry. I didn't expect trouble like this.\It's fine. Just relax a bit.\Now then...\Fortunately, nobody died.\But never drive like that again.\But I was useful! response:	That was useful? Don't be ridi-
context: Tony, you okay?\Sorry. I didn't expect trouble like this.\It's fine. Just relax a bit.\Now then...\Fortunately, nobody died.\But never drive like that again.\But I was useful!\That was useful? Don't be ridi- response:	Don't treat me like baggage!
context: Sorry. I didn't expect trouble like this.\It's fine. Just relax a bit.\Now then...\Fortunately, nobody died.\But never drive like that again.\But I was useful!\That was useful? Don't be ridi-\Don't treat me like baggage! response:	I don't just mean driving.
context: It's fine. Just relax a bit.\Now then...\Fortunately, nobody died.\But never drive like that again.\But I was useful!\That was useful? Don't be ridi-\Don't treat me like baggage!\I don't just mean driving. response:	I'm studying every day.
context: Now then...\Fortunately, nobody died.\But never drive like that again.\But I was useful!\That was useful? Don't be ridi-\Don't treat me like baggage!\I don't just mean driving.\I'm studying every day. response:	If you won't understand that, who will?
context: Fortunately, nobody died.\But never drive like that again.\But I was useful!\That was useful? Don't be ridi-\Don't treat me like baggage!\I don't just mean driving.\I'm studying every day.\If you won't understand that, who will? response:	I'm sorry.
context: But never drive like that again.\But I was useful!\That was useful? Don't be ridi-\Don't treat me like baggage!\I don't just mean driving.\I'm studying every day.\If you won't understand that, who will?\I'm sorry. response:	I went a little too far before.
context: But I was useful!\That was useful? Don't be ridi-\Don't treat me like baggage!\I don't just mean driving.\I'm studying every day.\If you won't understand that, who will?\I'm sorry.\I went a little too far before. response:	I don't think you're useless.
context: That was useful? Don't be ridi-\Don't treat me like baggage!\I don't just mean driving.\I'm studying every day.\If you won't understand that, who will?\I'm sorry.\I went a little too far before.\I don't think you're useless. response:	Really?
context: Don't treat me like baggage!\I don't just mean driving.\I'm studying every day.\If you won't understand that, who will?\I'm sorry.\I went a little too far before.\I don't think you're useless.\Really? response:	Yeah.
context: I don't just mean driving.\I'm studying every day.\If you won't understand that, who will?\I'm sorry.\I went a little too far before.\I don't think you're useless.\Really?\Yeah. response:	Really, really?
context: I'm studying every day.\If you won't understand that, who will?\I'm sorry.\I went a little too far before.\I don't think you're useless.\Really?\Yeah.\Really, really? response:	Really.
context: If you won't understand that, who will?\I'm sorry.\I went a little too far before.\I don't think you're useless.\Really?\Yeah.\Really, really?\Really. response:	Forget about the banged-up car.
context: I'm sorry.\I went a little too far before.\I don't think you're useless.\Really?\Yeah.\Really, really?\Really.\Forget about the banged-up car. response:	The new one's repairable, probably.
context: I went a little too far before.\I don't think you're useless.\Really?\Yeah.\Really, really?\Really.\Forget about the banged-up car.\The new one's repairable, probably. response:	Once it's out of the shop, I'll practice with you.
context: I don't think you're useless.\Really?\Yeah.\Really, really?\Really.\Forget about the banged-up car.\The new one's repairable, probably.\Once it's out of the shop, I'll practice with you. response:	Really?
context: Really?\Yeah.\Really, really?\Really.\Forget about the banged-up car.\The new one's repairable, probably.\Once it's out of the shop, I'll practice with you.\Really? response:	Don't get so excited.
context: Yeah.\Really, really?\Really.\Forget about the banged-up car.\The new one's repairable, probably.\Once it's out of the shop, I'll practice with you.\Really?\Don't get so excited. response:	But promise me that next time you'll drive safe-
context: Really, really?\Really.\Forget about the banged-up car.\The new one's repairable, probably.\Once it's out of the shop, I'll practice with you.\Really?\Don't get so excited.\But promise me that next time you'll drive safe- response:	The damage seems to have gotten a bit worse.
context: Really.\Forget about the banged-up car.\The new one's repairable, probably.\Once it's out of the shop, I'll practice with you.\Really?\Don't get so excited.\But promise me that next time you'll drive safe-\The damage seems to have gotten a bit worse. response:	But it's still fixable, right?
context: Forget about the banged-up car.\The new one's repairable, probably.\Once it's out of the shop, I'll practice with you.\Really?\Don't get so excited.\But promise me that next time you'll drive safe-\The damage seems to have gotten a bit worse.\But it's still fixable, right? response:	Like hell it's fixable, you goddamn alien!
context: The new one's repairable, probably.\Once it's out of the shop, I'll practice with you.\Really?\Don't get so excited.\But promise me that next time you'll drive safe-\The damage seems to have gotten a bit worse.\But it's still fixable, right?\Like hell it's fixable, you goddamn alien! response:	I'm back...
context: Once it's out of the shop, I'll practice with you.\Really?\Don't get so excited.\But promise me that next time you'll drive safe-\The damage seems to have gotten a bit worse.\But it's still fixable, right?\Like hell it's fixable, you goddamn alien!\I'm back... response:	Kuroi! Hello!
context: Really?\Don't get so excited.\But promise me that next time you'll drive safe-\The damage seems to have gotten a bit worse.\But it's still fixable, right?\Like hell it's fixable, you goddamn alien!\I'm back...\Kuroi! Hello! response:	You're finally home, huh?
context: Don't get so excited.\But promise me that next time you'll drive safe-\The damage seems to have gotten a bit worse.\But it's still fixable, right?\Like hell it's fixable, you goddamn alien!\I'm back...\Kuroi! Hello!\You're finally home, huh? response:	I had to deal with the aftermath of that car chase,
context: But promise me that next time you'll drive safe-\The damage seems to have gotten a bit worse.\But it's still fixable, right?\Like hell it's fixable, you goddamn alien!\I'm back...\Kuroi! Hello!\You're finally home, huh?\I had to deal with the aftermath of that car chase, response:	and then got in an argument with the real estate guy about your new place...
context: The damage seems to have gotten a bit worse.\But it's still fixable, right?\Like hell it's fixable, you goddamn alien!\I'm back...\Kuroi! Hello!\You're finally home, huh?\I had to deal with the aftermath of that car chase,\and then got in an argument with the real estate guy about your new place... response:	What are you doing?
context: But it's still fixable, right?\Like hell it's fixable, you goddamn alien!\I'm back...\Kuroi! Hello!\You're finally home, huh?\I had to deal with the aftermath of that car chase,\and then got in an argument with the real estate guy about your new place...\What are you doing? response:	Welcoming you to my home. This way.
context: Like hell it's fixable, you goddamn alien!\I'm back...\Kuroi! Hello!\You're finally home, huh?\I had to deal with the aftermath of that car chase,\and then got in an argument with the real estate guy about your new place...\What are you doing?\Welcoming you to my home. This way. response:	Well?
context: I'm back...\Kuroi! Hello!\You're finally home, huh?\I had to deal with the aftermath of that car chase,\and then got in an argument with the real estate guy about your new place...\What are you doing?\Welcoming you to my home. This way.\Well? response:	From now on, this is my room.
context: Kuroi! Hello!\You're finally home, huh?\I had to deal with the aftermath of that car chase,\and then got in an argument with the real estate guy about your new place...\What are you doing?\Welcoming you to my home. This way.\Well?\From now on, this is my room. response:	You're the second guest I've had, after Kuroi.
context: You're finally home, huh?\I had to deal with the aftermath of that car chase,\and then got in an argument with the real estate guy about your new place...\What are you doing?\Welcoming you to my home. This way.\Well?\From now on, this is my room.\You're the second guest I've had, after Kuroi. response:	You should feel honored.
context: I had to deal with the aftermath of that car chase,\and then got in an argument with the real estate guy about your new place...\What are you doing?\Welcoming you to my home. This way.\Well?\From now on, this is my room.\You're the second guest I've had, after Kuroi.\You should feel honored. response:	This is my house, actually.
context: and then got in an argument with the real estate guy about your new place...\What are you doing?\Welcoming you to my home. This way.\Well?\From now on, this is my room.\You're the second guest I've had, after Kuroi.\You should feel honored.\This is my house, actually. response:	Don't worry about it. It doesn't bother me.
context: What are you doing?\Welcoming you to my home. This way.\Well?\From now on, this is my room.\You're the second guest I've had, after Kuroi.\You should feel honored.\This is my house, actually.\Don't worry about it. It doesn't bother me. response:	Sheesh...
context: Welcoming you to my home. This way.\Well?\From now on, this is my room.\You're the second guest I've had, after Kuroi.\You should feel honored.\This is my house, actually.\Don't worry about it. It doesn't bother me.\Sheesh... response:	What? Are you still mad about that silly car?
context: Well?\From now on, this is my room.\You're the second guest I've had, after Kuroi.\You should feel honored.\This is my house, actually.\Don't worry about it. It doesn't bother me.\Sheesh...\What? Are you still mad about that silly car? response:	It's not sil-
context: From now on, this is my room.\You're the second guest I've had, after Kuroi.\You should feel honored.\This is my house, actually.\Don't worry about it. It doesn't bother me.\Sheesh...\What? Are you still mad about that silly car?\It's not sil- response:	No, it's gone and it's not coming back.
context: You're the second guest I've had, after Kuroi.\You should feel honored.\This is my house, actually.\Don't worry about it. It doesn't bother me.\Sheesh...\What? Are you still mad about that silly car?\It's not sil-\No, it's gone and it's not coming back. response:	I'm not mad anymore.
context: You should feel honored.\This is my house, actually.\Don't worry about it. It doesn't bother me.\Sheesh...\What? Are you still mad about that silly car?\It's not sil-\No, it's gone and it's not coming back.\I'm not mad anymore. response:	I see!
context: This is my house, actually.\Don't worry about it. It doesn't bother me.\Sheesh...\What? Are you still mad about that silly car?\It's not sil-\No, it's gone and it's not coming back.\I'm not mad anymore.\I see! response:	Okay then!
context: Don't worry about it. It doesn't bother me.\Sheesh...\What? Are you still mad about that silly car?\It's not sil-\No, it's gone and it's not coming back.\I'm not mad anymore.\I see!\Okay then! response:	Next time Next time on COP CRAFT.
