context: Psychics response:	Mobgle Search
context: Why?\Why does she feel so differently after finding out it was a human and not an evil spirit?\I don't understand...\Man, he's got a lot on his mind today.\Guess I'll pick his brain later.\All right, let's head back and grab some soba on the way.\Okay...\Oh, there he is! response:	We were waiting for you!
context: Why does she feel so differently after finding out it was a human and not an evil spirit?\I don't understand...\Man, he's got a lot on his mind today.\Guess I'll pick his brain later.\All right, let's head back and grab some soba on the way.\Okay...\Oh, there he is!\We were waiting for you! response:	Hey, you sure got him working a long part-time shift today.
context: I don't understand...\Man, he's got a lot on his mind today.\Guess I'll pick his brain later.\All right, let's head back and grab some soba on the way.\Okay...\Oh, there he is!\We were waiting for you!\Hey, you sure got him working a long part-time shift today. response:	Three jobs in one day?
context: Man, he's got a lot on his mind today.\Guess I'll pick his brain later.\All right, let's head back and grab some soba on the way.\Okay...\Oh, there he is!\We were waiting for you!\Hey, you sure got him working a long part-time shift today.\Three jobs in one day? response:	That website is paying off.
context: Guess I'll pick his brain later.\All right, let's head back and grab some soba on the way.\Okay...\Oh, there he is!\We were waiting for you!\Hey, you sure got him working a long part-time shift today.\Three jobs in one day?\That website is paying off. response:	We want to make some memories before we graduate, man!
context: All right, let's head back and grab some soba on the way.\Okay...\Oh, there he is!\We were waiting for you!\Hey, you sure got him working a long part-time shift today.\Three jobs in one day?\That website is paying off.\We want to make some memories before we graduate, man! response:	So, like, we want to go to some popular haunted place and take a spirit photo.
context: Okay...\Oh, there he is!\We were waiting for you!\Hey, you sure got him working a long part-time shift today.\Three jobs in one day?\That website is paying off.\We want to make some memories before we graduate, man!\So, like, we want to go to some popular haunted place and take a spirit photo. response:	But it'd suck if we actually ran into an evil spirit.
context: Oh, there he is!\We were waiting for you!\Hey, you sure got him working a long part-time shift today.\Three jobs in one day?\That website is paying off.\We want to make some memories before we graduate, man!\So, like, we want to go to some popular haunted place and take a spirit photo.\But it'd suck if we actually ran into an evil spirit. response:	So they're just messing around.
context: We were waiting for you!\Hey, you sure got him working a long part-time shift today.\Three jobs in one day?\That website is paying off.\We want to make some memories before we graduate, man!\So, like, we want to go to some popular haunted place and take a spirit photo.\But it'd suck if we actually ran into an evil spirit.\So they're just messing around. response:	But it's not like I'm going to turn them down.
context: Hey, you sure got him working a long part-time shift today.\Three jobs in one day?\That website is paying off.\We want to make some memories before we graduate, man!\So, like, we want to go to some popular haunted place and take a spirit photo.\But it'd suck if we actually ran into an evil spirit.\So they're just messing around.\But it's not like I'm going to turn them down. response:	When and where?
context: Three jobs in one day?\That website is paying off.\We want to make some memories before we graduate, man!\So, like, we want to go to some popular haunted place and take a spirit photo.\But it'd suck if we actually ran into an evil spirit.\So they're just messing around.\But it's not like I'm going to turn them down.\When and where? response:	Right now, my dude! We've got a car waiting just outside!
context: That website is paying off.\We want to make some memories before we graduate, man!\So, like, we want to go to some popular haunted place and take a spirit photo.\But it'd suck if we actually ran into an evil spirit.\So they're just messing around.\But it's not like I'm going to turn them down.\When and where?\Right now, my dude! We've got a car waiting just outside! response:	They definitely don't have a plan in mind.
context: We want to make some memories before we graduate, man!\So, like, we want to go to some popular haunted place and take a spirit photo.\But it'd suck if we actually ran into an evil spirit.\So they're just messing around.\But it's not like I'm going to turn them down.\When and where?\Right now, my dude! We've got a car waiting just outside!\They definitely don't have a plan in mind. response:	What happened to getting there in 20 minutes? It's already been 30.
context: So, like, we want to go to some popular haunted place and take a spirit photo.\But it'd suck if we actually ran into an evil spirit.\So they're just messing around.\But it's not like I'm going to turn them down.\When and where?\Right now, my dude! We've got a car waiting just outside!\They definitely don't have a plan in mind.\What happened to getting there in 20 minutes? It's already been 30. response:	I think it might take another 30.
context: But it'd suck if we actually ran into an evil spirit.\So they're just messing around.\But it's not like I'm going to turn them down.\When and where?\Right now, my dude! We've got a car waiting just outside!\They definitely don't have a plan in mind.\What happened to getting there in 20 minutes? It's already been 30.\I think it might take another 30. response:	We might not have time for soba after all.
context: So they're just messing around.\But it's not like I'm going to turn them down.\When and where?\Right now, my dude! We've got a car waiting just outside!\They definitely don't have a plan in mind.\What happened to getting there in 20 minutes? It's already been 30.\I think it might take another 30.\We might not have time for soba after all. response:	So who the heck are you? His assistant?
context: But it's not like I'm going to turn them down.\When and where?\Right now, my dude! We've got a car waiting just outside!\They definitely don't have a plan in mind.\What happened to getting there in 20 minutes? It's already been 30.\I think it might take another 30.\We might not have time for soba after all.\So who the heck are you? His assistant? response:	I'm a part-timer.
context: When and where?\Right now, my dude! We've got a car waiting just outside!\They definitely don't have a plan in mind.\What happened to getting there in 20 minutes? It's already been 30.\I think it might take another 30.\We might not have time for soba after all.\So who the heck are you? His assistant?\I'm a part-timer. response:	You work part-time at a psychic's office? That's hilarious.
context: Right now, my dude! We've got a car waiting just outside!\They definitely don't have a plan in mind.\What happened to getting there in 20 minutes? It's already been 30.\I think it might take another 30.\We might not have time for soba after all.\So who the heck are you? His assistant?\I'm a part-timer.\You work part-time at a psychic's office? That's hilarious. response:	How much do you
context: They definitely don't have a plan in mind.\What happened to getting there in 20 minutes? It's already been 30.\I think it might take another 30.\We might not have time for soba after all.\So who the heck are you? His assistant?\I'm a part-timer.\You work part-time at a psychic's office? That's hilarious.\How much do you response:	Mob!
context: What happened to getting there in 20 minutes? It's already been 30.\I think it might take another 30.\We might not have time for soba after all.\So who the heck are you? His assistant?\I'm a part-timer.\You work part-time at a psychic's office? That's hilarious.\How much do you\Mob! response:	Concentrate. Make sure you're prepared for the unexpected.
context: I think it might take another 30.\We might not have time for soba after all.\So who the heck are you? His assistant?\I'm a part-timer.\You work part-time at a psychic's office? That's hilarious.\How much do you\Mob!\Concentrate. Make sure you're prepared for the unexpected. response:	Right...
context: We might not have time for soba after all.\So who the heck are you? His assistant?\I'm a part-timer.\You work part-time at a psychic's office? That's hilarious.\How much do you\Mob!\Concentrate. Make sure you're prepared for the unexpected.\Right... response:	Wow, you sound legit!
context: So who the heck are you? His assistant?\I'm a part-timer.\You work part-time at a psychic's office? That's hilarious.\How much do you\Mob!\Concentrate. Make sure you're prepared for the unexpected.\Right...\Wow, you sound legit! response:	We're here.
context: I'm a part-timer.\You work part-time at a psychic's office? That's hilarious.\How much do you\Mob!\Concentrate. Make sure you're prepared for the unexpected.\Right...\Wow, you sound legit!\We're here. response:	Yo! This place is creepy AF!
context: You work part-time at a psychic's office? That's hilarious.\How much do you\Mob!\Concentrate. Make sure you're prepared for the unexpected.\Right...\Wow, you sound legit!\We're here.\Yo! This place is creepy AF! response:	OMG! I'm so excited!
context: How much do you\Mob!\Concentrate. Make sure you're prepared for the unexpected.\Right...\Wow, you sound legit!\We're here.\Yo! This place is creepy AF!\OMG! I'm so excited! response:	Holy shit, man.
context: Mob!\Concentrate. Make sure you're prepared for the unexpected.\Right...\Wow, you sound legit!\We're here.\Yo! This place is creepy AF!\OMG! I'm so excited!\Holy shit, man. response:	Holy shit.
context: Concentrate. Make sure you're prepared for the unexpected.\Right...\Wow, you sound legit!\We're here.\Yo! This place is creepy AF!\OMG! I'm so excited!\Holy shit, man.\Holy shit. response:	You sense any spirits?
context: Right...\Wow, you sound legit!\We're here.\Yo! This place is creepy AF!\OMG! I'm so excited!\Holy shit, man.\Holy shit.\You sense any spirits? response:	Faintly...
context: Wow, you sound legit!\We're here.\Yo! This place is creepy AF!\OMG! I'm so excited!\Holy shit, man.\Holy shit.\You sense any spirits?\Faintly... response:	Doesn't deserve to be a popular haunted spot, though.
context: We're here.\Yo! This place is creepy AF!\OMG! I'm so excited!\Holy shit, man.\Holy shit.\You sense any spirits?\Faintly...\Doesn't deserve to be a popular haunted spot, though. response:	All right, hurry up and take that picture, please.
context: Yo! This place is creepy AF!\OMG! I'm so excited!\Holy shit, man.\Holy shit.\You sense any spirits?\Faintly...\Doesn't deserve to be a popular haunted spot, though.\All right, hurry up and take that picture, please. response:	Got it!
context: OMG! I'm so excited!\Holy shit, man.\Holy shit.\You sense any spirits?\Faintly...\Doesn't deserve to be a popular haunted spot, though.\All right, hurry up and take that picture, please.\Got it! response:	I'm taking it!
context: Holy shit, man.\Holy shit.\You sense any spirits?\Faintly...\Doesn't deserve to be a popular haunted spot, though.\All right, hurry up and take that picture, please.\Got it!\I'm taking it! response:	Okay, say chee Actually, could you take it?
context: Holy shit.\You sense any spirits?\Faintly...\Doesn't deserve to be a popular haunted spot, though.\All right, hurry up and take that picture, please.\Got it!\I'm taking it!\Okay, say chee Actually, could you take it? response:	I want to vehemently decline, but they're customers, so what can I do?
context: You sense any spirits?\Faintly...\Doesn't deserve to be a popular haunted spot, though.\All right, hurry up and take that picture, please.\Got it!\I'm taking it!\Okay, say chee Actually, could you take it?\I want to vehemently decline, but they're customers, so what can I do? response:	Okay, say chee
context: Faintly...\Doesn't deserve to be a popular haunted spot, though.\All right, hurry up and take that picture, please.\Got it!\I'm taking it!\Okay, say chee Actually, could you take it?\I want to vehemently decline, but they're customers, so what can I do?\Okay, say chee response:	Oh, hey, don't forget the flash!
context: Doesn't deserve to be a popular haunted spot, though.\All right, hurry up and take that picture, please.\Got it!\I'm taking it!\Okay, say chee Actually, could you take it?\I want to vehemently decline, but they're customers, so what can I do?\Okay, say chee\Oh, hey, don't forget the flash! response:	Okay, say cheese.
context: All right, hurry up and take that picture, please.\Got it!\I'm taking it!\Okay, say chee Actually, could you take it?\I want to vehemently decline, but they're customers, so what can I do?\Okay, say chee\Oh, hey, don't forget the flash!\Okay, say cheese. response:	We should head back. My disciple's still in middle school.
context: Got it!\I'm taking it!\Okay, say chee Actually, could you take it?\I want to vehemently decline, but they're customers, so what can I do?\Okay, say chee\Oh, hey, don't forget the flash!\Okay, say cheese.\We should head back. My disciple's still in middle school. response:	Sure, thanks.
context: I'm taking it!\Okay, say chee Actually, could you take it?\I want to vehemently decline, but they're customers, so what can I do?\Okay, say chee\Oh, hey, don't forget the flash!\Okay, say cheese.\We should head back. My disciple's still in middle school.\Sure, thanks. response:	TYVM.
context: Okay, say chee Actually, could you take it?\I want to vehemently decline, but they're customers, so what can I do?\Okay, say chee\Oh, hey, don't forget the flash!\Okay, say cheese.\We should head back. My disciple's still in middle school.\Sure, thanks.\TYVM. response:	Thanks.
context: I want to vehemently decline, but they're customers, so what can I do?\Okay, say chee\Oh, hey, don't forget the flash!\Okay, say cheese.\We should head back. My disciple's still in middle school.\Sure, thanks.\TYVM.\Thanks. response:	Also, regarding the fee...
context: Okay, say chee\Oh, hey, don't forget the flash!\Okay, say cheese.\We should head back. My disciple's still in middle school.\Sure, thanks.\TYVM.\Thanks.\Also, regarding the fee... response:	What? Fee?
context: Oh, hey, don't forget the flash!\Okay, say cheese.\We should head back. My disciple's still in middle school.\Sure, thanks.\TYVM.\Thanks.\Also, regarding the fee...\What? Fee? response:	What are you even talking about?
context: Okay, say cheese.\We should head back. My disciple's still in middle school.\Sure, thanks.\TYVM.\Thanks.\Also, regarding the fee...\What? Fee?\What are you even talking about? response:	What? The fee for this job.
context: We should head back. My disciple's still in middle school.\Sure, thanks.\TYVM.\Thanks.\Also, regarding the fee...\What? Fee?\What are you even talking about?\What? The fee for this job. response:	Nothing bad happened, and you didn't even do anything, psychic dude!
context: Sure, thanks.\TYVM.\Thanks.\Also, regarding the fee...\What? Fee?\What are you even talking about?\What? The fee for this job.\Nothing bad happened, and you didn't even do anything, psychic dude! response:	You really want us to pay you for nothing?
context: TYVM.\Thanks.\Also, regarding the fee...\What? Fee?\What are you even talking about?\What? The fee for this job.\Nothing bad happened, and you didn't even do anything, psychic dude!\You really want us to pay you for nothing? response:	Isn't that a scam?
context: Thanks.\Also, regarding the fee...\What? Fee?\What are you even talking about?\What? The fee for this job.\Nothing bad happened, and you didn't even do anything, psychic dude!\You really want us to pay you for nothing?\Isn't that a scam? response:	Yeah, like, a total scam!
context: Also, regarding the fee...\What? Fee?\What are you even talking about?\What? The fee for this job.\Nothing bad happened, and you didn't even do anything, psychic dude!\You really want us to pay you for nothing?\Isn't that a scam?\Yeah, like, a total scam! response:	No pay, and then...
context: What? Fee?\What are you even talking about?\What? The fee for this job.\Nothing bad happened, and you didn't even do anything, psychic dude!\You really want us to pay you for nothing?\Isn't that a scam?\Yeah, like, a total scam!\No pay, and then... response:	Not even a ride back?
context: What are you even talking about?\What? The fee for this job.\Nothing bad happened, and you didn't even do anything, psychic dude!\You really want us to pay you for nothing?\Isn't that a scam?\Yeah, like, a total scam!\No pay, and then...\Not even a ride back? response:	Yup. I'd say the unexpected just happened.
context: What? The fee for this job.\Nothing bad happened, and you didn't even do anything, psychic dude!\You really want us to pay you for nothing?\Isn't that a scam?\Yeah, like, a total scam!\No pay, and then...\Not even a ride back?\Yup. I'd say the unexpected just happened. response:	Oh, well. Let's head out to the road and hail us a taxi.
context: Nothing bad happened, and you didn't even do anything, psychic dude!\You really want us to pay you for nothing?\Isn't that a scam?\Yeah, like, a total scam!\No pay, and then...\Not even a ride back?\Yup. I'd say the unexpected just happened.\Oh, well. Let's head out to the road and hail us a taxi. response:	No soba tonight.
context: You really want us to pay you for nothing?\Isn't that a scam?\Yeah, like, a total scam!\No pay, and then...\Not even a ride back?\Yup. I'd say the unexpected just happened.\Oh, well. Let's head out to the road and hail us a taxi.\No soba tonight. response:	Mob Psycho 100
context: Isn't that a scam?\Yeah, like, a total scam!\No pay, and then...\Not even a ride back?\Yup. I'd say the unexpected just happened.\Oh, well. Let's head out to the road and hail us a taxi.\No soba tonight.\Mob Psycho 100 response:	Mob Psycho 100
context: Yeah, like, a total scam!\No pay, and then...\Not even a ride back?\Yup. I'd say the unexpected just happened.\Oh, well. Let's head out to the road and hail us a taxi.\No soba tonight.\Mob Psycho 100\Mob Psycho 100 response:	Hey!
context: No pay, and then...\Not even a ride back?\Yup. I'd say the unexpected just happened.\Oh, well. Let's head out to the road and hail us a taxi.\No soba tonight.\Mob Psycho 100\Mob Psycho 100\Hey! response:	Hey, kid!
context: Not even a ride back?\Yup. I'd say the unexpected just happened.\Oh, well. Let's head out to the road and hail us a taxi.\No soba tonight.\Mob Psycho 100\Mob Psycho 100\Hey!\Hey, kid! response:	You ignoring me? Hey!
context: Yup. I'd say the unexpected just happened.\Oh, well. Let's head out to the road and hail us a taxi.\No soba tonight.\Mob Psycho 100\Mob Psycho 100\Hey!\Hey, kid!\You ignoring me? Hey! response:	Look at you, stumbling around. You're in our way.
context: Oh, well. Let's head out to the road and hail us a taxi.\No soba tonight.\Mob Psycho 100\Mob Psycho 100\Hey!\Hey, kid!\You ignoring me? Hey!\Look at you, stumbling around. You're in our way. response:	But since you're here, could you lend us some cash?
context: No soba tonight.\Mob Psycho 100\Mob Psycho 100\Hey!\Hey, kid!\You ignoring me? Hey!\Look at you, stumbling around. You're in our way.\But since you're here, could you lend us some cash? response:	Huh? But I don't have any.
context: Mob Psycho 100\Mob Psycho 100\Hey!\Hey, kid!\You ignoring me? Hey!\Look at you, stumbling around. You're in our way.\But since you're here, could you lend us some cash?\Huh? But I don't have any. response:	Why you freakin' out?
context: Mob Psycho 100\Hey!\Hey, kid!\You ignoring me? Hey!\Look at you, stumbling around. You're in our way.\But since you're here, could you lend us some cash?\Huh? But I don't have any.\Why you freakin' out? response:	Could you bring us some money tomorrow, then?
context: Hey!\Hey, kid!\You ignoring me? Hey!\Look at you, stumbling around. You're in our way.\But since you're here, could you lend us some cash?\Huh? But I don't have any.\Why you freakin' out?\Could you bring us some money tomorrow, then? response:	Huh?
context: Hey, kid!\You ignoring me? Hey!\Look at you, stumbling around. You're in our way.\But since you're here, could you lend us some cash?\Huh? But I don't have any.\Why you freakin' out?\Could you bring us some money tomorrow, then?\Huh? response:	You heard the guy.
context: You ignoring me? Hey!\Look at you, stumbling around. You're in our way.\But since you're here, could you lend us some cash?\Huh? But I don't have any.\Why you freakin' out?\Could you bring us some money tomorrow, then?\Huh?\You heard the guy. response:	Uh, Sugimoto?
context: Look at you, stumbling around. You're in our way.\But since you're here, could you lend us some cash?\Huh? But I don't have any.\Why you freakin' out?\Could you bring us some money tomorrow, then?\Huh?\You heard the guy.\Uh, Sugimoto? response:	Hey, what's wrong?
context: But since you're here, could you lend us some cash?\Huh? But I don't have any.\Why you freakin' out?\Could you bring us some money tomorrow, then?\Huh?\You heard the guy.\Uh, Sugimoto?\Hey, what's wrong? response:	Why are you stripping, Sugimoto?!
context: Huh? But I don't have any.\Why you freakin' out?\Could you bring us some money tomorrow, then?\Huh?\You heard the guy.\Uh, Sugimoto?\Hey, what's wrong?\Why are you stripping, Sugimoto?! response:	I'm an angel!
context: Why you freakin' out?\Could you bring us some money tomorrow, then?\Huh?\You heard the guy.\Uh, Sugimoto?\Hey, what's wrong?\Why are you stripping, Sugimoto?!\I'm an angel! response:	Sugimoto...
context: Could you bring us some money tomorrow, then?\Huh?\You heard the guy.\Uh, Sugimoto?\Hey, what's wrong?\Why are you stripping, Sugimoto?!\I'm an angel!\Sugimoto... response:	Dimple, stop! Stop that!
context: Huh?\You heard the guy.\Uh, Sugimoto?\Hey, what's wrong?\Why are you stripping, Sugimoto?!\I'm an angel!\Sugimoto...\Dimple, stop! Stop that! response:	Sugimoto... Are you okay?
context: You heard the guy.\Uh, Sugimoto?\Hey, what's wrong?\Why are you stripping, Sugimoto?!\I'm an angel!\Sugimoto...\Dimple, stop! Stop that!\Sugimoto... Are you okay? response:	I dunno...
context: Uh, Sugimoto?\Hey, what's wrong?\Why are you stripping, Sugimoto?!\I'm an angel!\Sugimoto...\Dimple, stop! Stop that!\Sugimoto... Are you okay?\I dunno... response:	What just happened?
context: Hey, what's wrong?\Why are you stripping, Sugimoto?!\I'm an angel!\Sugimoto...\Dimple, stop! Stop that!\Sugimoto... Are you okay?\I dunno...\What just happened? response:	Let's try this again!
context: Why are you stripping, Sugimoto?!\I'm an angel!\Sugimoto...\Dimple, stop! Stop that!\Sugimoto... Are you okay?\I dunno...\What just happened?\Let's try this again! response:	Hey, you little shit! You were laughing just now, weren't you?
context: I'm an angel!\Sugimoto...\Dimple, stop! Stop that!\Sugimoto... Are you okay?\I dunno...\What just happened?\Let's try this again!\Hey, you little shit! You were laughing just now, weren't you? response:	I-I wasn't!
context: Sugimoto...\Dimple, stop! Stop that!\Sugimoto... Are you okay?\I dunno...\What just happened?\Let's try this again!\Hey, you little shit! You were laughing just now, weren't you?\I-I wasn't! response:	Shut up! You get what this is, right?
context: Dimple, stop! Stop that!\Sugimoto... Are you okay?\I dunno...\What just happened?\Let's try this again!\Hey, you little shit! You were laughing just now, weren't you?\I-I wasn't!\Shut up! You get what this is, right? response:	We're mugging yo
context: Sugimoto... Are you okay?\I dunno...\What just happened?\Let's try this again!\Hey, you little shit! You were laughing just now, weren't you?\I-I wasn't!\Shut up! You get what this is, right?\We're mugging yo response:	Sugimoto?!
context: I dunno...\What just happened?\Let's try this again!\Hey, you little shit! You were laughing just now, weren't you?\I-I wasn't!\Shut up! You get what this is, right?\We're mugging yo\Sugimoto?! response:	I'm okay! Let him go, Ritsu.
context: What just happened?\Let's try this again!\Hey, you little shit! You were laughing just now, weren't you?\I-I wasn't!\Shut up! You get what this is, right?\We're mugging yo\Sugimoto?!\I'm okay! Let him go, Ritsu. response:	You sure?
context: Let's try this again!\Hey, you little shit! You were laughing just now, weren't you?\I-I wasn't!\Shut up! You get what this is, right?\We're mugging yo\Sugimoto?!\I'm okay! Let him go, Ritsu.\You sure? response:	They seem like a bad crowd.
context: Hey, you little shit! You were laughing just now, weren't you?\I-I wasn't!\Shut up! You get what this is, right?\We're mugging yo\Sugimoto?!\I'm okay! Let him go, Ritsu.\You sure?\They seem like a bad crowd. response:	Dude, what's wrong with you, Sugimoto?
context: I-I wasn't!\Shut up! You get what this is, right?\We're mugging yo\Sugimoto?!\I'm okay! Let him go, Ritsu.\You sure?\They seem like a bad crowd.\Dude, what's wrong with you, Sugimoto? response:	Did you need something from our club member?
context: Shut up! You get what this is, right?\We're mugging yo\Sugimoto?!\I'm okay! Let him go, Ritsu.\You sure?\They seem like a bad crowd.\Dude, what's wrong with you, Sugimoto?\Did you need something from our club member? response:	Huh?
context: We're mugging yo\Sugimoto?!\I'm okay! Let him go, Ritsu.\You sure?\They seem like a bad crowd.\Dude, what's wrong with you, Sugimoto?\Did you need something from our club member?\Huh? response:	Wh-Who the hell are you guys?!
context: Sugimoto?!\I'm okay! Let him go, Ritsu.\You sure?\They seem like a bad crowd.\Dude, what's wrong with you, Sugimoto?\Did you need something from our club member?\Huh?\Wh-Who the hell are you guys?! response:	Who said you could surround me like that, huh?
context: I'm okay! Let him go, Ritsu.\You sure?\They seem like a bad crowd.\Dude, what's wrong with you, Sugimoto?\Did you need something from our club member?\Huh?\Wh-Who the hell are you guys?!\Who said you could surround me like that, huh? response:	Bring it on, you bastards!
context: You sure?\They seem like a bad crowd.\Dude, what's wrong with you, Sugimoto?\Did you need something from our club member?\Huh?\Wh-Who the hell are you guys?!\Who said you could surround me like that, huh?\Bring it on, you bastards! response:	I'll kick yer asses!
context: They seem like a bad crowd.\Dude, what's wrong with you, Sugimoto?\Did you need something from our club member?\Huh?\Wh-Who the hell are you guys?!\Who said you could surround me like that, huh?\Bring it on, you bastards!\I'll kick yer asses! response:	Hey, stop squishing me, damn it!
context: Dude, what's wrong with you, Sugimoto?\Did you need something from our club member?\Huh?\Wh-Who the hell are you guys?!\Who said you could surround me like that, huh?\Bring it on, you bastards!\I'll kick yer asses!\Hey, stop squishing me, damn it! response:	Hey, I can't get out!
context: Did you need something from our club member?\Huh?\Wh-Who the hell are you guys?!\Who said you could surround me like that, huh?\Bring it on, you bastards!\I'll kick yer asses!\Hey, stop squishing me, damn it!\Hey, I can't get out! response:	Hey!
context: Huh?\Wh-Who the hell are you guys?!\Who said you could surround me like that, huh?\Bring it on, you bastards!\I'll kick yer asses!\Hey, stop squishing me, damn it!\Hey, I can't get out!\Hey! response:	Um, I'm fine, so please don't fight.
context: Wh-Who the hell are you guys?!\Who said you could surround me like that, huh?\Bring it on, you bastards!\I'll kick yer asses!\Hey, stop squishing me, damn it!\Hey, I can't get out!\Hey!\Um, I'm fine, so please don't fight. response:	Fair enough.
context: Who said you could surround me like that, huh?\Bring it on, you bastards!\I'll kick yer asses!\Hey, stop squishing me, damn it!\Hey, I can't get out!\Hey!\Um, I'm fine, so please don't fight.\Fair enough. response:	Sugimoto!
context: Bring it on, you bastards!\I'll kick yer asses!\Hey, stop squishing me, damn it!\Hey, I can't get out!\Hey!\Um, I'm fine, so please don't fight.\Fair enough.\Sugimoto! response:	You'll regret this, you jerks!
context: I'll kick yer asses!\Hey, stop squishing me, damn it!\Hey, I can't get out!\Hey!\Um, I'm fine, so please don't fight.\Fair enough.\Sugimoto!\You'll regret this, you jerks! response:	You sure you're all right?
context: Hey, stop squishing me, damn it!\Hey, I can't get out!\Hey!\Um, I'm fine, so please don't fight.\Fair enough.\Sugimoto!\You'll regret this, you jerks!\You sure you're all right? response:	Yes. Thank you.
context: Hey, I can't get out!\Hey!\Um, I'm fine, so please don't fight.\Fair enough.\Sugimoto!\You'll regret this, you jerks!\You sure you're all right?\Yes. Thank you. response:	You need to know when to fight back, Kageyama.
context: Hey!\Um, I'm fine, so please don't fight.\Fair enough.\Sugimoto!\You'll regret this, you jerks!\You sure you're all right?\Yes. Thank you.\You need to know when to fight back, Kageyama. response:	Or they're just going to try to bully you even more.
context: Um, I'm fine, so please don't fight.\Fair enough.\Sugimoto!\You'll regret this, you jerks!\You sure you're all right?\Yes. Thank you.\You need to know when to fight back, Kageyama.\Or they're just going to try to bully you even more. response:	I can't think of a good way to.
context: Fair enough.\Sugimoto!\You'll regret this, you jerks!\You sure you're all right?\Yes. Thank you.\You need to know when to fight back, Kageyama.\Or they're just going to try to bully you even more.\I can't think of a good way to. response:	Kick their asses with your shadow leader powers.
context: Sugimoto!\You'll regret this, you jerks!\You sure you're all right?\Yes. Thank you.\You need to know when to fight back, Kageyama.\Or they're just going to try to bully you even more.\I can't think of a good way to.\Kick their asses with your shadow leader powers. response:	You don't have to waste your powers on guys like them, Nii-san.
context: You'll regret this, you jerks!\You sure you're all right?\Yes. Thank you.\You need to know when to fight back, Kageyama.\Or they're just going to try to bully you even more.\I can't think of a good way to.\Kick their asses with your shadow leader powers.\You don't have to waste your powers on guys like them, Nii-san. response:	If they show up again, I'll get rid of them.
context: You sure you're all right?\Yes. Thank you.\You need to know when to fight back, Kageyama.\Or they're just going to try to bully you even more.\I can't think of a good way to.\Kick their asses with your shadow leader powers.\You don't have to waste your powers on guys like them, Nii-san.\If they show up again, I'll get rid of them. response:	Raking bad guys over the coals is what's good for them and society.
context: Yes. Thank you.\You need to know when to fight back, Kageyama.\Or they're just going to try to bully you even more.\I can't think of a good way to.\Kick their asses with your shadow leader powers.\You don't have to waste your powers on guys like them, Nii-san.\If they show up again, I'll get rid of them.\Raking bad guys over the coals is what's good for them and society. response:	Make sure you kick their asses on your own next time.
context: You need to know when to fight back, Kageyama.\Or they're just going to try to bully you even more.\I can't think of a good way to.\Kick their asses with your shadow leader powers.\You don't have to waste your powers on guys like them, Nii-san.\If they show up again, I'll get rid of them.\Raking bad guys over the coals is what's good for them and society.\Make sure you kick their asses on your own next time. response:	You've got the power to do it.
context: Or they're just going to try to bully you even more.\I can't think of a good way to.\Kick their asses with your shadow leader powers.\You don't have to waste your powers on guys like them, Nii-san.\If they show up again, I'll get rid of them.\Raking bad guys over the coals is what's good for them and society.\Make sure you kick their asses on your own next time.\You've got the power to do it. response:	Spirits and Such Consultation Office
context: I can't think of a good way to.\Kick their asses with your shadow leader powers.\You don't have to waste your powers on guys like them, Nii-san.\If they show up again, I'll get rid of them.\Raking bad guys over the coals is what's good for them and society.\Make sure you kick their asses on your own next time.\You've got the power to do it.\Spirits and Such Consultation Office response:	What? You ended up with a spirit photo?
context: Kick their asses with your shadow leader powers.\You don't have to waste your powers on guys like them, Nii-san.\If they show up again, I'll get rid of them.\Raking bad guys over the coals is what's good for them and society.\Make sure you kick their asses on your own next time.\You've got the power to do it.\Spirits and Such Consultation Office\What? You ended up with a spirit photo? response:	Yes... So we wanted to ask for your help again.
context: You don't have to waste your powers on guys like them, Nii-san.\If they show up again, I'll get rid of them.\Raking bad guys over the coals is what's good for them and society.\Make sure you kick their asses on your own next time.\You've got the power to do it.\Spirits and Such Consultation Office\What? You ended up with a spirit photo?\Yes... So we wanted to ask for your help again. response:	Just throw some salt around. I don't do volunteer work.
context: If they show up again, I'll get rid of them.\Raking bad guys over the coals is what's good for them and society.\Make sure you kick their asses on your own next time.\You've got the power to do it.\Spirits and Such Consultation Office\What? You ended up with a spirit photo?\Yes... So we wanted to ask for your help again.\Just throw some salt around. I don't do volunteer work. response:	We're really sorry! We'll pay!
context: Raking bad guys over the coals is what's good for them and society.\Make sure you kick their asses on your own next time.\You've got the power to do it.\Spirits and Such Consultation Office\What? You ended up with a spirit photo?\Yes... So we wanted to ask for your help again.\Just throw some salt around. I don't do volunteer work.\We're really sorry! We'll pay! response:	So what's the job?
context: Make sure you kick their asses on your own next time.\You've got the power to do it.\Spirits and Such Consultation Office\What? You ended up with a spirit photo?\Yes... So we wanted to ask for your help again.\Just throw some salt around. I don't do volunteer work.\We're really sorry! We'll pay!\So what's the job? response:	We want to go back to that haunted place
context: You've got the power to do it.\Spirits and Such Consultation Office\What? You ended up with a spirit photo?\Yes... So we wanted to ask for your help again.\Just throw some salt around. I don't do volunteer work.\We're really sorry! We'll pay!\So what's the job?\We want to go back to that haunted place response:	and have you make the ghost in this picture disappear!
context: Spirits and Such Consultation Office\What? You ended up with a spirit photo?\Yes... So we wanted to ask for your help again.\Just throw some salt around. I don't do volunteer work.\We're really sorry! We'll pay!\So what's the job?\We want to go back to that haunted place\and have you make the ghost in this picture disappear! response:	I mean, I can exorcise that photograph if you'd like.
