context: Are you still here? response:	Are you still here?
context: It's really quite hard to grasp.\Chief!\Please let me explain! This is\That won't be necessary.\Ginoza, isn't this the sort of situation where the more you talk, the deeper you dig yourself?\Making judgments based on your personal discretion isn't always a bad thing.\What's important is to produce a satisfying result.\In the end, that's the sole basis for evaluation. response:	That's precisely why it's important to know when to quit when you take a risky gamble.
context: Chief!\Please let me explain! This is\That won't be necessary.\Ginoza, isn't this the sort of situation where the more you talk, the deeper you dig yourself?\Making judgments based on your personal discretion isn't always a bad thing.\What's important is to produce a satisfying result.\In the end, that's the sole basis for evaluation.\That's precisely why it's important to know when to quit when you take a risky gamble. response:	The question is how quickly and firmly you can close the books on your failure.
context: Please let me explain! This is\That won't be necessary.\Ginoza, isn't this the sort of situation where the more you talk, the deeper you dig yourself?\Making judgments based on your personal discretion isn't always a bad thing.\What's important is to produce a satisfying result.\In the end, that's the sole basis for evaluation.\That's precisely why it's important to know when to quit when you take a risky gamble.\The question is how quickly and firmly you can close the books on your failure. response:	Now, Inspector Ginoza...
context: That won't be necessary.\Ginoza, isn't this the sort of situation where the more you talk, the deeper you dig yourself?\Making judgments based on your personal discretion isn't always a bad thing.\What's important is to produce a satisfying result.\In the end, that's the sole basis for evaluation.\That's precisely why it's important to know when to quit when you take a risky gamble.\The question is how quickly and firmly you can close the books on your failure.\Now, Inspector Ginoza... response:	An Enforcer under your supervision is about to commit a serious breach of trust.
context: Ginoza, isn't this the sort of situation where the more you talk, the deeper you dig yourself?\Making judgments based on your personal discretion isn't always a bad thing.\What's important is to produce a satisfying result.\In the end, that's the sole basis for evaluation.\That's precisely why it's important to know when to quit when you take a risky gamble.\The question is how quickly and firmly you can close the books on your failure.\Now, Inspector Ginoza...\An Enforcer under your supervision is about to commit a serious breach of trust. response:	How do you intend to deal with this situation?
context: Making judgments based on your personal discretion isn't always a bad thing.\What's important is to produce a satisfying result.\In the end, that's the sole basis for evaluation.\That's precisely why it's important to know when to quit when you take a risky gamble.\The question is how quickly and firmly you can close the books on your failure.\Now, Inspector Ginoza...\An Enforcer under your supervision is about to commit a serious breach of trust.\How do you intend to deal with this situation? response:	Instead of just going on and on with foolish explanations,
context: What's important is to produce a satisfying result.\In the end, that's the sole basis for evaluation.\That's precisely why it's important to know when to quit when you take a risky gamble.\The question is how quickly and firmly you can close the books on your failure.\Now, Inspector Ginoza...\An Enforcer under your supervision is about to commit a serious breach of trust.\How do you intend to deal with this situation?\Instead of just going on and on with foolish explanations, response:	are you able to demonstrate you can act clearly and decisively?
context: In the end, that's the sole basis for evaluation.\That's precisely why it's important to know when to quit when you take a risky gamble.\The question is how quickly and firmly you can close the books on your failure.\Now, Inspector Ginoza...\An Enforcer under your supervision is about to commit a serious breach of trust.\How do you intend to deal with this situation?\Instead of just going on and on with foolish explanations,\are you able to demonstrate you can act clearly and decisively? response:	Crime Coefficient is 265.
context: That's precisely why it's important to know when to quit when you take a risky gamble.\The question is how quickly and firmly you can close the books on your failure.\Now, Inspector Ginoza...\An Enforcer under your supervision is about to commit a serious breach of trust.\How do you intend to deal with this situation?\Instead of just going on and on with foolish explanations,\are you able to demonstrate you can act clearly and decisively?\Crime Coefficient is 265. response:	An Enforcer registered at the Criminal Investigation Department.
context: The question is how quickly and firmly you can close the books on your failure.\Now, Inspector Ginoza...\An Enforcer under your supervision is about to commit a serious breach of trust.\How do you intend to deal with this situation?\Instead of just going on and on with foolish explanations,\are you able to demonstrate you can act clearly and decisively?\Crime Coefficient is 265.\An Enforcer registered at the Criminal Investigation Department. response:	This target has Enforce At Will status.
context: Now, Inspector Ginoza...\An Enforcer under your supervision is about to commit a serious breach of trust.\How do you intend to deal with this situation?\Instead of just going on and on with foolish explanations,\are you able to demonstrate you can act clearly and decisively?\Crime Coefficient is 265.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status. response:	The safety will be released.
context: An Enforcer under your supervision is about to commit a serious breach of trust.\How do you intend to deal with this situation?\Instead of just going on and on with foolish explanations,\are you able to demonstrate you can act clearly and decisively?\Crime Coefficient is 265.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released. response:	Good. An acceptable demonstration of your own worth.
context: How do you intend to deal with this situation?\Instead of just going on and on with foolish explanations,\are you able to demonstrate you can act clearly and decisively?\Crime Coefficient is 265.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\Good. An acceptable demonstration of your own worth. response:	However, your lenient manner still leaves much to be desired.
context: Instead of just going on and on with foolish explanations,\are you able to demonstrate you can act clearly and decisively?\Crime Coefficient is 265.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\Good. An acceptable demonstration of your own worth.\However, your lenient manner still leaves much to be desired. response:	Enforcement mode is Non-Lethal... Para...
context: are you able to demonstrate you can act clearly and decisively?\Crime Coefficient is 265.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\Good. An acceptable demonstration of your own worth.\However, your lenient manner still leaves much to be desired.\Enforcement mode is Non-Lethal... Para... response:	Lethal... Eliminate...
context: Crime Coefficient is 265.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\Good. An acceptable demonstration of your own worth.\However, your lenient manner still leaves much to be desired.\Enforcement mode is Non-Lethal... Para...\Lethal... Eliminate... response:	Now, Ginoza. Show me how you take charge as a leader.
context: An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\Good. An acceptable demonstration of your own worth.\However, your lenient manner still leaves much to be desired.\Enforcement mode is Non-Lethal... Para...\Lethal... Eliminate...\Now, Ginoza. Show me how you take charge as a leader. response:	Show me that you can act decisively, unhindered by emotion.
context: This target has Enforce At Will status.\The safety will be released.\Good. An acceptable demonstration of your own worth.\However, your lenient manner still leaves much to be desired.\Enforcement mode is Non-Lethal... Para...\Lethal... Eliminate...\Now, Ginoza. Show me how you take charge as a leader.\Show me that you can act decisively, unhindered by emotion. response:	For a target whose Crime Coefficient is under 300,
context: The safety will be released.\Good. An acceptable demonstration of your own worth.\However, your lenient manner still leaves much to be desired.\Enforcement mode is Non-Lethal... Para...\Lethal... Eliminate...\Now, Ginoza. Show me how you take charge as a leader.\Show me that you can act decisively, unhindered by emotion.\For a target whose Crime Coefficient is under 300, response:	Paralyzer mode should be used.
context: Good. An acceptable demonstration of your own worth.\However, your lenient manner still leaves much to be desired.\Enforcement mode is Non-Lethal... Para...\Lethal... Eliminate...\Now, Ginoza. Show me how you take charge as a leader.\Show me that you can act decisively, unhindered by emotion.\For a target whose Crime Coefficient is under 300,\Paralyzer mode should be used. response:	Inspector Ginoza, that Dominator appears to be faulty.
context: However, your lenient manner still leaves much to be desired.\Enforcement mode is Non-Lethal... Para...\Lethal... Eliminate...\Now, Ginoza. Show me how you take charge as a leader.\Show me that you can act decisively, unhindered by emotion.\For a target whose Crime Coefficient is under 300,\Paralyzer mode should be used.\Inspector Ginoza, that Dominator appears to be faulty. response:	You should send it in for maintenance immediately.
context: Enforcement mode is Non-Lethal... Para...\Lethal... Eliminate...\Now, Ginoza. Show me how you take charge as a leader.\Show me that you can act decisively, unhindered by emotion.\For a target whose Crime Coefficient is under 300,\Paralyzer mode should be used.\Inspector Ginoza, that Dominator appears to be faulty.\You should send it in for maintenance immediately. response:	Yeah.
context: Lethal... Eliminate...\Now, Ginoza. Show me how you take charge as a leader.\Show me that you can act decisively, unhindered by emotion.\For a target whose Crime Coefficient is under 300,\Paralyzer mode should be used.\Inspector Ginoza, that Dominator appears to be faulty.\You should send it in for maintenance immediately.\Yeah. response:	Akane
context: Now, Ginoza. Show me how you take charge as a leader.\Show me that you can act decisively, unhindered by emotion.\For a target whose Crime Coefficient is under 300,\Paralyzer mode should be used.\Inspector Ginoza, that Dominator appears to be faulty.\You should send it in for maintenance immediately.\Yeah.\Akane response:	You should be grateful to Akane.
context: Show me that you can act decisively, unhindered by emotion.\For a target whose Crime Coefficient is under 300,\Paralyzer mode should be used.\Inspector Ginoza, that Dominator appears to be faulty.\You should send it in for maintenance immediately.\Yeah.\Akane\You should be grateful to Akane. response:	She avoided your spine and shot you in the leg instead.
context: For a target whose Crime Coefficient is under 300,\Paralyzer mode should be used.\Inspector Ginoza, that Dominator appears to be faulty.\You should send it in for maintenance immediately.\Yeah.\Akane\You should be grateful to Akane.\She avoided your spine and shot you in the leg instead. response:	Seems like she's gotten used to handling the Dominator, huh?
context: Paralyzer mode should be used.\Inspector Ginoza, that Dominator appears to be faulty.\You should send it in for maintenance immediately.\Yeah.\Akane\You should be grateful to Akane.\She avoided your spine and shot you in the leg instead.\Seems like she's gotten used to handling the Dominator, huh? response:	You know,
context: Inspector Ginoza, that Dominator appears to be faulty.\You should send it in for maintenance immediately.\Yeah.\Akane\You should be grateful to Akane.\She avoided your spine and shot you in the leg instead.\Seems like she's gotten used to handling the Dominator, huh?\You know, response:	when an inexperienced newbie rapidly becomes tough,
context: You should send it in for maintenance immediately.\Yeah.\Akane\You should be grateful to Akane.\She avoided your spine and shot you in the leg instead.\Seems like she's gotten used to handling the Dominator, huh?\You know,\when an inexperienced newbie rapidly becomes tough, response:	on one hand it's reassuring, but it's also a bit sad. Complicated, isn't it?
context: Yeah.\Akane\You should be grateful to Akane.\She avoided your spine and shot you in the leg instead.\Seems like she's gotten used to handling the Dominator, huh?\You know,\when an inexperienced newbie rapidly becomes tough,\on one hand it's reassuring, but it's also a bit sad. Complicated, isn't it? response:	She'll get tougher and tougher.
context: Akane\You should be grateful to Akane.\She avoided your spine and shot you in the leg instead.\Seems like she's gotten used to handling the Dominator, huh?\You know,\when an inexperienced newbie rapidly becomes tough,\on one hand it's reassuring, but it's also a bit sad. Complicated, isn't it?\She'll get tougher and tougher. response:	I've got a question.
context: You should be grateful to Akane.\She avoided your spine and shot you in the leg instead.\Seems like she's gotten used to handling the Dominator, huh?\You know,\when an inexperienced newbie rapidly becomes tough,\on one hand it's reassuring, but it's also a bit sad. Complicated, isn't it?\She'll get tougher and tougher.\I've got a question. response:	Sure. What is it?
context: She avoided your spine and shot you in the leg instead.\Seems like she's gotten used to handling the Dominator, huh?\You know,\when an inexperienced newbie rapidly becomes tough,\on one hand it's reassuring, but it's also a bit sad. Complicated, isn't it?\She'll get tougher and tougher.\I've got a question.\Sure. What is it? response:	Does that helmet still work?
context: Seems like she's gotten used to handling the Dominator, huh?\You know,\when an inexperienced newbie rapidly becomes tough,\on one hand it's reassuring, but it's also a bit sad. Complicated, isn't it?\She'll get tougher and tougher.\I've got a question.\Sure. What is it?\Does that helmet still work? response:	More or less. But when the Sibyl System is completely restored, they plan on installing countermeasures.
context: You know,\when an inexperienced newbie rapidly becomes tough,\on one hand it's reassuring, but it's also a bit sad. Complicated, isn't it?\She'll get tougher and tougher.\I've got a question.\Sure. What is it?\Does that helmet still work?\More or less. But when the Sibyl System is completely restored, they plan on installing countermeasures. response:	After that, it'll just be a regular helmet.
context: when an inexperienced newbie rapidly becomes tough,\on one hand it's reassuring, but it's also a bit sad. Complicated, isn't it?\She'll get tougher and tougher.\I've got a question.\Sure. What is it?\Does that helmet still work?\More or less. But when the Sibyl System is completely restored, they plan on installing countermeasures.\After that, it'll just be a regular helmet. response:	How long until it's restored?
context: on one hand it's reassuring, but it's also a bit sad. Complicated, isn't it?\She'll get tougher and tougher.\I've got a question.\Sure. What is it?\Does that helmet still work?\More or less. But when the Sibyl System is completely restored, they plan on installing countermeasures.\After that, it'll just be a regular helmet.\How long until it's restored? response:	Six more days.
context: She'll get tougher and tougher.\I've got a question.\Sure. What is it?\Does that helmet still work?\More or less. But when the Sibyl System is completely restored, they plan on installing countermeasures.\After that, it'll just be a regular helmet.\How long until it's restored?\Six more days. response:	Are you going to take a piece of evidence with you?
context: I've got a question.\Sure. What is it?\Does that helmet still work?\More or less. But when the Sibyl System is completely restored, they plan on installing countermeasures.\After that, it'll just be a regular helmet.\How long until it's restored?\Six more days.\Are you going to take a piece of evidence with you? response:	I need it for the investigation.
context: Sure. What is it?\Does that helmet still work?\More or less. But when the Sibyl System is completely restored, they plan on installing countermeasures.\After that, it'll just be a regular helmet.\How long until it's restored?\Six more days.\Are you going to take a piece of evidence with you?\I need it for the investigation. response:	This from the guy who got taken off the case?
context: Does that helmet still work?\More or less. But when the Sibyl System is completely restored, they plan on installing countermeasures.\After that, it'll just be a regular helmet.\How long until it's restored?\Six more days.\Are you going to take a piece of evidence with you?\I need it for the investigation.\This from the guy who got taken off the case? response:	Have they notified you guys of that, too?
context: More or less. But when the Sibyl System is completely restored, they plan on installing countermeasures.\After that, it'll just be a regular helmet.\How long until it's restored?\Six more days.\Are you going to take a piece of evidence with you?\I need it for the investigation.\This from the guy who got taken off the case?\Have they notified you guys of that, too? response:	Hmm... Who knows?
context: After that, it'll just be a regular helmet.\How long until it's restored?\Six more days.\Are you going to take a piece of evidence with you?\I need it for the investigation.\This from the guy who got taken off the case?\Have they notified you guys of that, too?\Hmm... Who knows? response:	Come to think of it, maybe I haven't heard yet.
context: How long until it's restored?\Six more days.\Are you going to take a piece of evidence with you?\I need it for the investigation.\This from the guy who got taken off the case?\Have they notified you guys of that, too?\Hmm... Who knows?\Come to think of it, maybe I haven't heard yet. response:	Whatever you do, don't take it outside, okay?
context: Six more days.\Are you going to take a piece of evidence with you?\I need it for the investigation.\This from the guy who got taken off the case?\Have they notified you guys of that, too?\Hmm... Who knows?\Come to think of it, maybe I haven't heard yet.\Whatever you do, don't take it outside, okay? response:	I know.
context: Are you going to take a piece of evidence with you?\I need it for the investigation.\This from the guy who got taken off the case?\Have they notified you guys of that, too?\Hmm... Who knows?\Come to think of it, maybe I haven't heard yet.\Whatever you do, don't take it outside, okay?\I know. response:	Say, Shinya...
context: I need it for the investigation.\This from the guy who got taken off the case?\Have they notified you guys of that, too?\Hmm... Who knows?\Come to think of it, maybe I haven't heard yet.\Whatever you do, don't take it outside, okay?\I know.\Say, Shinya... response:	I was thinking... Should I have slept with you at least once?
context: This from the guy who got taken off the case?\Have they notified you guys of that, too?\Hmm... Who knows?\Come to think of it, maybe I haven't heard yet.\Whatever you do, don't take it outside, okay?\I know.\Say, Shinya...\I was thinking... Should I have slept with you at least once? response:	Who knows? I don't think we're each other's type, though.
context: Have they notified you guys of that, too?\Hmm... Who knows?\Come to think of it, maybe I haven't heard yet.\Whatever you do, don't take it outside, okay?\I know.\Say, Shinya...\I was thinking... Should I have slept with you at least once?\Who knows? I don't think we're each other's type, though. response:	I guess you're right.
context: Hmm... Who knows?\Come to think of it, maybe I haven't heard yet.\Whatever you do, don't take it outside, okay?\I know.\Say, Shinya...\I was thinking... Should I have slept with you at least once?\Who knows? I don't think we're each other's type, though.\I guess you're right. response:	Oh, the helmet, huh? I forgot you could use that.
context: Come to think of it, maybe I haven't heard yet.\Whatever you do, don't take it outside, okay?\I know.\Say, Shinya...\I was thinking... Should I have slept with you at least once?\Who knows? I don't think we're each other's type, though.\I guess you're right.\Oh, the helmet, huh? I forgot you could use that. response:	This is to celebrate your discharge from the hospital. Here, have some.
context: Whatever you do, don't take it outside, okay?\I know.\Say, Shinya...\I was thinking... Should I have slept with you at least once?\Who knows? I don't think we're each other's type, though.\I guess you're right.\Oh, the helmet, huh? I forgot you could use that.\This is to celebrate your discharge from the hospital. Here, have some. response:	I've been looking at the info on Makishima that you collected.
context: I know.\Say, Shinya...\I was thinking... Should I have slept with you at least once?\Who knows? I don't think we're each other's type, though.\I guess you're right.\Oh, the helmet, huh? I forgot you could use that.\This is to celebrate your discharge from the hospital. Here, have some.\I've been looking at the info on Makishima that you collected. response:	It looks messy at first glance, but it's actually quite organized.
context: Say, Shinya...\I was thinking... Should I have slept with you at least once?\Who knows? I don't think we're each other's type, though.\I guess you're right.\Oh, the helmet, huh? I forgot you could use that.\This is to celebrate your discharge from the hospital. Here, have some.\I've been looking at the info on Makishima that you collected.\It looks messy at first glance, but it's actually quite organized. response:	It's prepared in such a way that you can take just the important parts, when push comes to shove.
context: I was thinking... Should I have slept with you at least once?\Who knows? I don't think we're each other's type, though.\I guess you're right.\Oh, the helmet, huh? I forgot you could use that.\This is to celebrate your discharge from the hospital. Here, have some.\I've been looking at the info on Makishima that you collected.\It looks messy at first glance, but it's actually quite organized.\It's prepared in such a way that you can take just the important parts, when push comes to shove. response:	Why are you so obsessed with Makishima?
context: Who knows? I don't think we're each other's type, though.\I guess you're right.\Oh, the helmet, huh? I forgot you could use that.\This is to celebrate your discharge from the hospital. Here, have some.\I've been looking at the info on Makishima that you collected.\It looks messy at first glance, but it's actually quite organized.\It's prepared in such a way that you can take just the important parts, when push comes to shove.\Why are you so obsessed with Makishima? response:	Is it evil that you can't tolerate? Or is it Makishima himself?
context: I guess you're right.\Oh, the helmet, huh? I forgot you could use that.\This is to celebrate your discharge from the hospital. Here, have some.\I've been looking at the info on Makishima that you collected.\It looks messy at first glance, but it's actually quite organized.\It's prepared in such a way that you can take just the important parts, when push comes to shove.\Why are you so obsessed with Makishima?\Is it evil that you can't tolerate? Or is it Makishima himself? response:	Neither one, pops.
context: Oh, the helmet, huh? I forgot you could use that.\This is to celebrate your discharge from the hospital. Here, have some.\I've been looking at the info on Makishima that you collected.\It looks messy at first glance, but it's actually quite organized.\It's prepared in such a way that you can take just the important parts, when push comes to shove.\Why are you so obsessed with Makishima?\Is it evil that you can't tolerate? Or is it Makishima himself?\Neither one, pops. response:	If I give up now,
context: This is to celebrate your discharge from the hospital. Here, have some.\I've been looking at the info on Makishima that you collected.\It looks messy at first glance, but it's actually quite organized.\It's prepared in such a way that you can take just the important parts, when push comes to shove.\Why are you so obsessed with Makishima?\Is it evil that you can't tolerate? Or is it Makishima himself?\Neither one, pops.\If I give up now, response:	eventually I'll come to resent myself for letting Makishima Shougo get away.
context: I've been looking at the info on Makishima that you collected.\It looks messy at first glance, but it's actually quite organized.\It's prepared in such a way that you can take just the important parts, when push comes to shove.\Why are you so obsessed with Makishima?\Is it evil that you can't tolerate? Or is it Makishima himself?\Neither one, pops.\If I give up now,\eventually I'll come to resent myself for letting Makishima Shougo get away. response:	I could never allow that to happen.
context: It looks messy at first glance, but it's actually quite organized.\It's prepared in such a way that you can take just the important parts, when push comes to shove.\Why are you so obsessed with Makishima?\Is it evil that you can't tolerate? Or is it Makishima himself?\Neither one, pops.\If I give up now,\eventually I'll come to resent myself for letting Makishima Shougo get away.\I could never allow that to happen. response:	That answer suits you perfectly, Ko.
context: It's prepared in such a way that you can take just the important parts, when push comes to shove.\Why are you so obsessed with Makishima?\Is it evil that you can't tolerate? Or is it Makishima himself?\Neither one, pops.\If I give up now,\eventually I'll come to resent myself for letting Makishima Shougo get away.\I could never allow that to happen.\That answer suits you perfectly, Ko. response:	This is from back when I worked for the Metropolitan Police Department.
context: Why are you so obsessed with Makishima?\Is it evil that you can't tolerate? Or is it Makishima himself?\Neither one, pops.\If I give up now,\eventually I'll come to resent myself for letting Makishima Shougo get away.\I could never allow that to happen.\That answer suits you perfectly, Ko.\This is from back when I worked for the Metropolitan Police Department. response:	I once prepared a safe house for use in emergencies.
context: Is it evil that you can't tolerate? Or is it Makishima himself?\Neither one, pops.\If I give up now,\eventually I'll come to resent myself for letting Makishima Shougo get away.\I could never allow that to happen.\That answer suits you perfectly, Ko.\This is from back when I worked for the Metropolitan Police Department.\I once prepared a safe house for use in emergencies. response:	It might be of use to you too.
context: Neither one, pops.\If I give up now,\eventually I'll come to resent myself for letting Makishima Shougo get away.\I could never allow that to happen.\That answer suits you perfectly, Ko.\This is from back when I worked for the Metropolitan Police Department.\I once prepared a safe house for use in emergencies.\It might be of use to you too. response:	Pops...
context: If I give up now,\eventually I'll come to resent myself for letting Makishima Shougo get away.\I could never allow that to happen.\That answer suits you perfectly, Ko.\This is from back when I worked for the Metropolitan Police Department.\I once prepared a safe house for use in emergencies.\It might be of use to you too.\Pops... response:	Are you gonna leave without saying a word to the young lady?
context: eventually I'll come to resent myself for letting Makishima Shougo get away.\I could never allow that to happen.\That answer suits you perfectly, Ko.\This is from back when I worked for the Metropolitan Police Department.\I once prepared a safe house for use in emergencies.\It might be of use to you too.\Pops...\Are you gonna leave without saying a word to the young lady? response:	I can't face her now.
context: I could never allow that to happen.\That answer suits you perfectly, Ko.\This is from back when I worked for the Metropolitan Police Department.\I once prepared a safe house for use in emergencies.\It might be of use to you too.\Pops...\Are you gonna leave without saying a word to the young lady?\I can't face her now. response:	At least help her come to terms with it.
context: That answer suits you perfectly, Ko.\This is from back when I worked for the Metropolitan Police Department.\I once prepared a safe house for use in emergencies.\It might be of use to you too.\Pops...\Are you gonna leave without saying a word to the young lady?\I can't face her now.\At least help her come to terms with it. response:	Yeah...
context: This is from back when I worked for the Metropolitan Police Department.\I once prepared a safe house for use in emergencies.\It might be of use to you too.\Pops...\Are you gonna leave without saying a word to the young lady?\I can't face her now.\At least help her come to terms with it.\Yeah... response:	There's no way I could love anyone,
context: I once prepared a safe house for use in emergencies.\It might be of use to you too.\Pops...\Are you gonna leave without saying a word to the young lady?\I can't face her now.\At least help her come to terms with it.\Yeah...\There's no way I could love anyone, response:	There's no way I could love anyone,
context: It might be of use to you too.\Pops...\Are you gonna leave without saying a word to the young lady?\I can't face her now.\At least help her come to terms with it.\Yeah...\There's no way I could love anyone,\There's no way I could love anyone, response:	but I wish to be loved by someone in turn
context: Pops...\Are you gonna leave without saying a word to the young lady?\I can't face her now.\At least help her come to terms with it.\Yeah...\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn response:	but I wish to be loved by someone in turn
context: Are you gonna leave without saying a word to the young lady?\I can't face her now.\At least help her come to terms with it.\Yeah...\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn response:	The world may not have
context: I can't face her now.\At least help her come to terms with it.\Yeah...\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have response:	The world may not have
context: At least help her come to terms with it.\Yeah...\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have response:	ended yesterday after all,
context: Yeah...\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all, response:	ended yesterday after all,
context: There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all, response:	but we will not budge
context: There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge response:	but we will not budge
context: but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge response:	from where we are
context: but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are response:	from where we are
context: The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are response:	God, in favor of which parts have you left us?
context: The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us? response:	God, in favor of which parts have you left us?
context: ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us? response:	I receive no reply
context: ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply response:	I receive no reply
context: but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply response:	I never do
context: but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do response:	I never do
context: from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do response:	I'm sorry. I couldn't keep my promise.
context: from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\I'm sorry. I couldn't keep my promise. response:	I wanted to go into a line of work where I could protect people.
context: God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\I'm sorry. I couldn't keep my promise.\I wanted to go into a line of work where I could protect people. response:	That's why I became a detective.
context: God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\I'm sorry. I couldn't keep my promise.\I wanted to go into a line of work where I could protect people.\That's why I became a detective. response:	But Makishima changed everything.
context: I receive no reply\I receive no reply\I never do\I never do\I'm sorry. I couldn't keep my promise.\I wanted to go into a line of work where I could protect people.\That's why I became a detective.\But Makishima changed everything. response:	That man will continue to kill people.
context: I receive no reply\I never do\I never do\I'm sorry. I couldn't keep my promise.\I wanted to go into a line of work where I could protect people.\That's why I became a detective.\But Makishima changed everything.\That man will continue to kill people. response:	And yet, the law can't judge him.
context: I never do\I never do\I'm sorry. I couldn't keep my promise.\I wanted to go into a line of work where I could protect people.\That's why I became a detective.\But Makishima changed everything.\That man will continue to kill people.\And yet, the law can't judge him. response:	As long as I'm a detective, I can't touch him.
context: I never do\I'm sorry. I couldn't keep my promise.\I wanted to go into a line of work where I could protect people.\That's why I became a detective.\But Makishima changed everything.\That man will continue to kill people.\And yet, the law can't judge him.\As long as I'm a detective, I can't touch him. response:	This case made me aware...
context: I'm sorry. I couldn't keep my promise.\I wanted to go into a line of work where I could protect people.\That's why I became a detective.\But Makishima changed everything.\That man will continue to kill people.\And yet, the law can't judge him.\As long as I'm a detective, I can't touch him.\This case made me aware... response:	that the law can't protect people.
context: I wanted to go into a line of work where I could protect people.\That's why I became a detective.\But Makishima changed everything.\That man will continue to kill people.\And yet, the law can't judge him.\As long as I'm a detective, I can't touch him.\This case made me aware...\that the law can't protect people. response:	In that case, my only option is to step outside the law.
context: That's why I became a detective.\But Makishima changed everything.\That man will continue to kill people.\And yet, the law can't judge him.\As long as I'm a detective, I can't touch him.\This case made me aware...\that the law can't protect people.\In that case, my only option is to step outside the law. response:	Tsunemori Akane... There is no doubt that your way of living is correct.
context: But Makishima changed everything.\That man will continue to kill people.\And yet, the law can't judge him.\As long as I'm a detective, I can't touch him.\This case made me aware...\that the law can't protect people.\In that case, my only option is to step outside the law.\Tsunemori Akane... There is no doubt that your way of living is correct. response:	Don't lose sight of that just because I betrayed you.
context: That man will continue to kill people.\And yet, the law can't judge him.\As long as I'm a detective, I can't touch him.\This case made me aware...\that the law can't protect people.\In that case, my only option is to step outside the law.\Tsunemori Akane... There is no doubt that your way of living is correct.\Don't lose sight of that just because I betrayed you. response:	I chose a different path solely in order to have my own way.
context: And yet, the law can't judge him.\As long as I'm a detective, I can't touch him.\This case made me aware...\that the law can't protect people.\In that case, my only option is to step outside the law.\Tsunemori Akane... There is no doubt that your way of living is correct.\Don't lose sight of that just because I betrayed you.\I chose a different path solely in order to have my own way. response:	I'm aware that this is the wrong thing to do.
context: As long as I'm a detective, I can't touch him.\This case made me aware...\that the law can't protect people.\In that case, my only option is to step outside the law.\Tsunemori Akane... There is no doubt that your way of living is correct.\Don't lose sight of that just because I betrayed you.\I chose a different path solely in order to have my own way.\I'm aware that this is the wrong thing to do. response:	But I know that I can only come to terms with my old self by taking the wrong path.
