context: Eat it! response:	Why would you do that to me?!
context: What foot?\Stop that!\Seriously? Attacking with your bag? What are you, a woman?!\You know, you just don't get it, do you?\Humans are nothing but things to eat,\the way that cows and pigs are to them, right?\Are you having fun,\playing like you're friends with what amounts to livestock? response:	I'm not playing...
context: Stop that!\Seriously? Attacking with your bag? What are you, a woman?!\You know, you just don't get it, do you?\Humans are nothing but things to eat,\the way that cows and pigs are to them, right?\Are you having fun,\playing like you're friends with what amounts to livestock?\I'm not playing... response:	I see. Then again, I think Nagachika is risky.
context: Seriously? Attacking with your bag? What are you, a woman?!\You know, you just don't get it, do you?\Humans are nothing but things to eat,\the way that cows and pigs are to them, right?\Are you having fun,\playing like you're friends with what amounts to livestock?\I'm not playing...\I see. Then again, I think Nagachika is risky. response:	The guy is no idiot.
context: You know, you just don't get it, do you?\Humans are nothing but things to eat,\the way that cows and pigs are to them, right?\Are you having fun,\playing like you're friends with what amounts to livestock?\I'm not playing...\I see. Then again, I think Nagachika is risky.\The guy is no idiot. response:	Even you have to be aware that having someone
context: Humans are nothing but things to eat,\the way that cows and pigs are to them, right?\Are you having fun,\playing like you're friends with what amounts to livestock?\I'm not playing...\I see. Then again, I think Nagachika is risky.\The guy is no idiot.\Even you have to be aware that having someone response:	as shrewd as he is by your side is going to be dangerous.
context: the way that cows and pigs are to them, right?\Are you having fun,\playing like you're friends with what amounts to livestock?\I'm not playing...\I see. Then again, I think Nagachika is risky.\The guy is no idiot.\Even you have to be aware that having someone\as shrewd as he is by your side is going to be dangerous. response:	And this...
context: Are you having fun,\playing like you're friends with what amounts to livestock?\I'm not playing...\I see. Then again, I think Nagachika is risky.\The guy is no idiot.\Even you have to be aware that having someone\as shrewd as he is by your side is going to be dangerous.\And this... response:	You can't even control your own eyes.
context: playing like you're friends with what amounts to livestock?\I'm not playing...\I see. Then again, I think Nagachika is risky.\The guy is no idiot.\Even you have to be aware that having someone\as shrewd as he is by your side is going to be dangerous.\And this...\You can't even control your own eyes. response:	Come on, get up. Or should I kill Nagachika first?
context: I'm not playing...\I see. Then again, I think Nagachika is risky.\The guy is no idiot.\Even you have to be aware that having someone\as shrewd as he is by your side is going to be dangerous.\And this...\You can't even control your own eyes.\Come on, get up. Or should I kill Nagachika first? response:	Whoa, what's this? Here, avoid this!
context: I see. Then again, I think Nagachika is risky.\The guy is no idiot.\Even you have to be aware that having someone\as shrewd as he is by your side is going to be dangerous.\And this...\You can't even control your own eyes.\Come on, get up. Or should I kill Nagachika first?\Whoa, what's this? Here, avoid this! response:	I guess I've toyed with you more than enough.
context: The guy is no idiot.\Even you have to be aware that having someone\as shrewd as he is by your side is going to be dangerous.\And this...\You can't even control your own eyes.\Come on, get up. Or should I kill Nagachika first?\Whoa, what's this? Here, avoid this!\I guess I've toyed with you more than enough. response:	And I could have taken no time at all by releasing my kagune.
context: Even you have to be aware that having someone\as shrewd as he is by your side is going to be dangerous.\And this...\You can't even control your own eyes.\Come on, get up. Or should I kill Nagachika first?\Whoa, what's this? Here, avoid this!\I guess I've toyed with you more than enough.\And I could have taken no time at all by releasing my kagune. response:	There's no way... I can beat someone like him... Hide...
context: as shrewd as he is by your side is going to be dangerous.\And this...\You can't even control your own eyes.\Come on, get up. Or should I kill Nagachika first?\Whoa, what's this? Here, avoid this!\I guess I've toyed with you more than enough.\And I could have taken no time at all by releasing my kagune.\There's no way... I can beat someone like him... Hide... response:	Hide...!
context: And this...\You can't even control your own eyes.\Come on, get up. Or should I kill Nagachika first?\Whoa, what's this? Here, avoid this!\I guess I've toyed with you more than enough.\And I could have taken no time at all by releasing my kagune.\There's no way... I can beat someone like him... Hide...\Hide...! response:	Oh? Very good. That's more like it.
context: You can't even control your own eyes.\Come on, get up. Or should I kill Nagachika first?\Whoa, what's this? Here, avoid this!\I guess I've toyed with you more than enough.\And I could have taken no time at all by releasing my kagune.\There's no way... I can beat someone like him... Hide...\Hide...!\Oh? Very good. That's more like it. response:	Hurry up, before I crush him.
context: Come on, get up. Or should I kill Nagachika first?\Whoa, what's this? Here, avoid this!\I guess I've toyed with you more than enough.\And I could have taken no time at all by releasing my kagune.\There's no way... I can beat someone like him... Hide...\Hide...!\Oh? Very good. That's more like it.\Hurry up, before I crush him. response:	He's unconscious?
context: Whoa, what's this? Here, avoid this!\I guess I've toyed with you more than enough.\And I could have taken no time at all by releasing my kagune.\There's no way... I can beat someone like him... Hide...\Hide...!\Oh? Very good. That's more like it.\Hurry up, before I crush him.\He's unconscious? response:	You've helped me again, have you?
context: I guess I've toyed with you more than enough.\And I could have taken no time at all by releasing my kagune.\There's no way... I can beat someone like him... Hide...\Hide...!\Oh? Very good. That's more like it.\Hurry up, before I crush him.\He's unconscious?\You've helped me again, have you? response:	Later, Nagachika.
context: And I could have taken no time at all by releasing my kagune.\There's no way... I can beat someone like him... Hide...\Hide...!\Oh? Very good. That's more like it.\Hurry up, before I crush him.\He's unconscious?\You've helped me again, have you?\Later, Nagachika. response:	No... No...
context: There's no way... I can beat someone like him... Hide...\Hide...!\Oh? Very good. That's more like it.\Hurry up, before I crush him.\He's unconscious?\You've helped me again, have you?\Later, Nagachika.\No... No... response:	No... No...
context: Hide...!\Oh? Very good. That's more like it.\Hurry up, before I crush him.\He's unconscious?\You've helped me again, have you?\Later, Nagachika.\No... No...\No... No... response:	Hey, you. You're always reading books by yourself at school, huh?
context: Oh? Very good. That's more like it.\Hurry up, before I crush him.\He's unconscious?\You've helped me again, have you?\Later, Nagachika.\No... No...\No... No...\Hey, you. You're always reading books by yourself at school, huh? response:	I-Is that wrong?
context: Hurry up, before I crush him.\He's unconscious?\You've helped me again, have you?\Later, Nagachika.\No... No...\No... No...\Hey, you. You're always reading books by yourself at school, huh?\I-Is that wrong? response:	I don't mean that. I just moved here, so I don't have any friends.
context: He's unconscious?\You've helped me again, have you?\Later, Nagachika.\No... No...\No... No...\Hey, you. You're always reading books by yourself at school, huh?\I-Is that wrong?\I don't mean that. I just moved here, so I don't have any friends. response:	So would you be my friend?
context: You've helped me again, have you?\Later, Nagachika.\No... No...\No... No...\Hey, you. You're always reading books by yourself at school, huh?\I-Is that wrong?\I don't mean that. I just moved here, so I don't have any friends.\So would you be my friend? response:	Mm-hmm, sure.
context: Later, Nagachika.\No... No...\No... No...\Hey, you. You're always reading books by yourself at school, huh?\I-Is that wrong?\I don't mean that. I just moved here, so I don't have any friends.\So would you be my friend?\Mm-hmm, sure. response:	All right! I'm Nagachika Hideyoshi.
context: No... No...\No... No...\Hey, you. You're always reading books by yourself at school, huh?\I-Is that wrong?\I don't mean that. I just moved here, so I don't have any friends.\So would you be my friend?\Mm-hmm, sure.\All right! I'm Nagachika Hideyoshi. response:	Call me Hide. Nice to meet you.
context: No... No...\Hey, you. You're always reading books by yourself at school, huh?\I-Is that wrong?\I don't mean that. I just moved here, so I don't have any friends.\So would you be my friend?\Mm-hmm, sure.\All right! I'm Nagachika Hideyoshi.\Call me Hide. Nice to meet you. response:	Mm-hmm. Nice to meet you, Hide.
context: Hey, you. You're always reading books by yourself at school, huh?\I-Is that wrong?\I don't mean that. I just moved here, so I don't have any friends.\So would you be my friend?\Mm-hmm, sure.\All right! I'm Nagachika Hideyoshi.\Call me Hide. Nice to meet you.\Mm-hmm. Nice to meet you, Hide. response:	Even then, when I didn't get along well in class,
context: I-Is that wrong?\I don't mean that. I just moved here, so I don't have any friends.\So would you be my friend?\Mm-hmm, sure.\All right! I'm Nagachika Hideyoshi.\Call me Hide. Nice to meet you.\Mm-hmm. Nice to meet you, Hide.\Even then, when I didn't get along well in class, response:	Hide was concerned, and reached out to me.
context: I don't mean that. I just moved here, so I don't have any friends.\So would you be my friend?\Mm-hmm, sure.\All right! I'm Nagachika Hideyoshi.\Call me Hide. Nice to meet you.\Mm-hmm. Nice to meet you, Hide.\Even then, when I didn't get along well in class,\Hide was concerned, and reached out to me. response:	No...
context: So would you be my friend?\Mm-hmm, sure.\All right! I'm Nagachika Hideyoshi.\Call me Hide. Nice to meet you.\Mm-hmm. Nice to meet you, Hide.\Even then, when I didn't get along well in class,\Hide was concerned, and reached out to me.\No... response:	I don't want Hide...
context: Mm-hmm, sure.\All right! I'm Nagachika Hideyoshi.\Call me Hide. Nice to meet you.\Mm-hmm. Nice to meet you, Hide.\Even then, when I didn't get along well in class,\Hide was concerned, and reached out to me.\No...\I don't want Hide... response:	to die!
context: All right! I'm Nagachika Hideyoshi.\Call me Hide. Nice to meet you.\Mm-hmm. Nice to meet you, Hide.\Even then, when I didn't get along well in class,\Hide was concerned, and reached out to me.\No...\I don't want Hide...\to die! response:	I won't... I won't let that happen!
context: Call me Hide. Nice to meet you.\Mm-hmm. Nice to meet you, Hide.\Even then, when I didn't get along well in class,\Hide was concerned, and reached out to me.\No...\I don't want Hide...\to die!\I won't... I won't let that happen! response:	Damn you!
context: Mm-hmm. Nice to meet you, Hide.\Even then, when I didn't get along well in class,\Hide was concerned, and reached out to me.\No...\I don't want Hide...\to die!\I won't... I won't let that happen!\Damn you! response:	Stop it! Stop it, you dumbass!
context: Even then, when I didn't get along well in class,\Hide was concerned, and reached out to me.\No...\I don't want Hide...\to die!\I won't... I won't let that happen!\Damn you!\Stop it! Stop it, you dumbass! response:	I'm dying, dying, dying, dying, dying, dying, dying, dying, dying!
context: Hide was concerned, and reached out to me.\No...\I don't want Hide...\to die!\I won't... I won't let that happen!\Damn you!\Stop it! Stop it, you dumbass!\I'm dying, dying, dying, dying, dying, dying, dying, dying, dying! response:	That was... Rize's...
context: No...\I don't want Hide...\to die!\I won't... I won't let that happen!\Damn you!\Stop it! Stop it, you dumbass!\I'm dying, dying, dying, dying, dying, dying, dying, dying, dying!\That was... Rize's... response:	Damn it...
context: I don't want Hide...\to die!\I won't... I won't let that happen!\Damn you!\Stop it! Stop it, you dumbass!\I'm dying, dying, dying, dying, dying, dying, dying, dying, dying!\That was... Rize's...\Damn it... response:	Hide...
context: to die!\I won't... I won't let that happen!\Damn you!\Stop it! Stop it, you dumbass!\I'm dying, dying, dying, dying, dying, dying, dying, dying, dying!\That was... Rize's...\Damn it...\Hide... response:	Mm, he sure looks tasty.
context: I won't... I won't let that happen!\Damn you!\Stop it! Stop it, you dumbass!\I'm dying, dying, dying, dying, dying, dying, dying, dying, dying!\That was... Rize's...\Damn it...\Hide...\Mm, he sure looks tasty. response:	What a savory aroma. It's making me hungry.
context: Damn you!\Stop it! Stop it, you dumbass!\I'm dying, dying, dying, dying, dying, dying, dying, dying, dying!\That was... Rize's...\Damn it...\Hide...\Mm, he sure looks tasty.\What a savory aroma. It's making me hungry. response:	Here, you see? Look closely. Doesn't he look delicious?
context: Stop it! Stop it, you dumbass!\I'm dying, dying, dying, dying, dying, dying, dying, dying, dying!\That was... Rize's...\Damn it...\Hide...\Mm, he sure looks tasty.\What a savory aroma. It's making me hungry.\Here, you see? Look closely. Doesn't he look delicious? response:	Stop it! Hide is not for eating!
context: I'm dying, dying, dying, dying, dying, dying, dying, dying, dying!\That was... Rize's...\Damn it...\Hide...\Mm, he sure looks tasty.\What a savory aroma. It's making me hungry.\Here, you see? Look closely. Doesn't he look delicious?\Stop it! Hide is not for eating! response:	Are you sure about that? Take a good look.
context: That was... Rize's...\Damn it...\Hide...\Mm, he sure looks tasty.\What a savory aroma. It's making me hungry.\Here, you see? Look closely. Doesn't he look delicious?\Stop it! Hide is not for eating!\Are you sure about that? Take a good look. response:	See? You can tell, right?
context: Damn it...\Hide...\Mm, he sure looks tasty.\What a savory aroma. It's making me hungry.\Here, you see? Look closely. Doesn't he look delicious?\Stop it! Hide is not for eating!\Are you sure about that? Take a good look.\See? You can tell, right? response:	Mm-hmm, I can tell.
context: Hide...\Mm, he sure looks tasty.\What a savory aroma. It's making me hungry.\Here, you see? Look closely. Doesn't he look delicious?\Stop it! Hide is not for eating!\Are you sure about that? Take a good look.\See? You can tell, right?\Mm-hmm, I can tell. response:	He does look good!
context: Mm, he sure looks tasty.\What a savory aroma. It's making me hungry.\Here, you see? Look closely. Doesn't he look delicious?\Stop it! Hide is not for eating!\Are you sure about that? Take a good look.\See? You can tell, right?\Mm-hmm, I can tell.\He does look good! response:	Stop! Stop that!
context: What a savory aroma. It's making me hungry.\Here, you see? Look closely. Doesn't he look delicious?\Stop it! Hide is not for eating!\Are you sure about that? Take a good look.\See? You can tell, right?\Mm-hmm, I can tell.\He does look good!\Stop! Stop that! response:	What are you talking about?
context: Here, you see? Look closely. Doesn't he look delicious?\Stop it! Hide is not for eating!\Are you sure about that? Take a good look.\See? You can tell, right?\Mm-hmm, I can tell.\He does look good!\Stop! Stop that!\What are you talking about? response:	You want him so bad you can't stand it, right?
context: Stop it! Hide is not for eating!\Are you sure about that? Take a good look.\See? You can tell, right?\Mm-hmm, I can tell.\He does look good!\Stop! Stop that!\What are you talking about?\You want him so bad you can't stand it, right? response:	You don't have to put up with it. You're not doing anything wrong.
context: Are you sure about that? Take a good look.\See? You can tell, right?\Mm-hmm, I can tell.\He does look good!\Stop! Stop that!\What are you talking about?\You want him so bad you can't stand it, right?\You don't have to put up with it. You're not doing anything wrong. response:	Come on, quickly. You can do as you like.
context: See? You can tell, right?\Mm-hmm, I can tell.\He does look good!\Stop! Stop that!\What are you talking about?\You want him so bad you can't stand it, right?\You don't have to put up with it. You're not doing anything wrong.\Come on, quickly. You can do as you like. response:	As I like?
context: Mm-hmm, I can tell.\He does look good!\Stop! Stop that!\What are you talking about?\You want him so bad you can't stand it, right?\You don't have to put up with it. You're not doing anything wrong.\Come on, quickly. You can do as you like.\As I like? response:	He's all yours.
context: He does look good!\Stop! Stop that!\What are you talking about?\You want him so bad you can't stand it, right?\You don't have to put up with it. You're not doing anything wrong.\Come on, quickly. You can do as you like.\As I like?\He's all yours. response:	All?
context: Stop! Stop that!\What are you talking about?\You want him so bad you can't stand it, right?\You don't have to put up with it. You're not doing anything wrong.\Come on, quickly. You can do as you like.\As I like?\He's all yours.\All? response:	Go on.
context: What are you talking about?\You want him so bad you can't stand it, right?\You don't have to put up with it. You're not doing anything wrong.\Come on, quickly. You can do as you like.\As I like?\He's all yours.\All?\Go on. response:	You're right. This is my special treat, isn't it?
context: You want him so bad you can't stand it, right?\You don't have to put up with it. You're not doing anything wrong.\Come on, quickly. You can do as you like.\As I like?\He's all yours.\All?\Go on.\You're right. This is my special treat, isn't it? response:	Hide is my...
context: You don't have to put up with it. You're not doing anything wrong.\Come on, quickly. You can do as you like.\As I like?\He's all yours.\All?\Go on.\You're right. This is my special treat, isn't it?\Hide is my... response:	friend!
context: Come on, quickly. You can do as you like.\As I like?\He's all yours.\All?\Go on.\You're right. This is my special treat, isn't it?\Hide is my...\friend! response:	Yes! He is my friend, so I have to eat him!
context: As I like?\He's all yours.\All?\Go on.\You're right. This is my special treat, isn't it?\Hide is my...\friend!\Yes! He is my friend, so I have to eat him! response:	You're becoming so much more like us, huh, half-ass?
context: He's all yours.\All?\Go on.\You're right. This is my special treat, isn't it?\Hide is my...\friend!\Yes! He is my friend, so I have to eat him!\You're becoming so much more like us, huh, half-ass? response:	Your sense of reason has given way to hunger, hasn't it?
context: All?\Go on.\You're right. This is my special treat, isn't it?\Hide is my...\friend!\Yes! He is my friend, so I have to eat him!\You're becoming so much more like us, huh, half-ass?\Your sense of reason has given way to hunger, hasn't it? response:	Move!
context: Go on.\You're right. This is my special treat, isn't it?\Hide is my...\friend!\Yes! He is my friend, so I have to eat him!\You're becoming so much more like us, huh, half-ass?\Your sense of reason has given way to hunger, hasn't it?\Move! response:	You don't give a damn about your own friend's life now.
context: You're right. This is my special treat, isn't it?\Hide is my...\friend!\Yes! He is my friend, so I have to eat him!\You're becoming so much more like us, huh, half-ass?\Your sense of reason has given way to hunger, hasn't it?\Move!\You don't give a damn about your own friend's life now. response:	You know what? After you gobble this guy up, you'll regret it.
context: Hide is my...\friend!\Yes! He is my friend, so I have to eat him!\You're becoming so much more like us, huh, half-ass?\Your sense of reason has given way to hunger, hasn't it?\Move!\You don't give a damn about your own friend's life now.\You know what? After you gobble this guy up, you'll regret it. response:	In a sea of blood and entrails.
context: friend!\Yes! He is my friend, so I have to eat him!\You're becoming so much more like us, huh, half-ass?\Your sense of reason has given way to hunger, hasn't it?\Move!\You don't give a damn about your own friend's life now.\You know what? After you gobble this guy up, you'll regret it.\In a sea of blood and entrails. response:	Such is a ghoul's hunger, and our destiny.
context: Yes! He is my friend, so I have to eat him!\You're becoming so much more like us, huh, half-ass?\Your sense of reason has given way to hunger, hasn't it?\Move!\You don't give a damn about your own friend's life now.\You know what? After you gobble this guy up, you'll regret it.\In a sea of blood and entrails.\Such is a ghoul's hunger, and our destiny. response:	You really are tedious. I'll be understanding this one time.
context: You're becoming so much more like us, huh, half-ass?\Your sense of reason has given way to hunger, hasn't it?\Move!\You don't give a damn about your own friend's life now.\You know what? After you gobble this guy up, you'll regret it.\In a sea of blood and entrails.\Such is a ghoul's hunger, and our destiny.\You really are tedious. I'll be understanding this one time. response:	So go down nice and easy!
context: Your sense of reason has given way to hunger, hasn't it?\Move!\You don't give a damn about your own friend's life now.\You know what? After you gobble this guy up, you'll regret it.\In a sea of blood and entrails.\Such is a ghoul's hunger, and our destiny.\You really are tedious. I'll be understanding this one time.\So go down nice and easy! response:	Toka brought you back here.
context: Move!\You don't give a damn about your own friend's life now.\You know what? After you gobble this guy up, you'll regret it.\In a sea of blood and entrails.\Such is a ghoul's hunger, and our destiny.\You really are tedious. I'll be understanding this one time.\So go down nice and easy!\Toka brought you back here. response:	Where's Hide?!
context: You don't give a damn about your own friend's life now.\You know what? After you gobble this guy up, you'll regret it.\In a sea of blood and entrails.\Such is a ghoul's hunger, and our destiny.\You really are tedious. I'll be understanding this one time.\So go down nice and easy!\Toka brought you back here.\Where's Hide?! response:	Come with me.
context: You know what? After you gobble this guy up, you'll regret it.\In a sea of blood and entrails.\Such is a ghoul's hunger, and our destiny.\You really are tedious. I'll be understanding this one time.\So go down nice and easy!\Toka brought you back here.\Where's Hide?!\Come with me. response:	Hide!
context: In a sea of blood and entrails.\Such is a ghoul's hunger, and our destiny.\You really are tedious. I'll be understanding this one time.\So go down nice and easy!\Toka brought you back here.\Where's Hide?!\Come with me.\Hide! response:	I've been... stricken with this hunger this whole time.
context: Such is a ghoul's hunger, and our destiny.\You really are tedious. I'll be understanding this one time.\So go down nice and easy!\Toka brought you back here.\Where's Hide?!\Come with me.\Hide!\I've been... stricken with this hunger this whole time. response:	At that moment especially,
context: You really are tedious. I'll be understanding this one time.\So go down nice and easy!\Toka brought you back here.\Where's Hide?!\Come with me.\Hide!\I've been... stricken with this hunger this whole time.\At that moment especially, response:	I was so hungry, I thought I might die.
context: So go down nice and easy!\Toka brought you back here.\Where's Hide?!\Come with me.\Hide!\I've been... stricken with this hunger this whole time.\At that moment especially,\I was so hungry, I thought I might die. response:	I didn't even realize what I was doing.
context: Toka brought you back here.\Where's Hide?!\Come with me.\Hide!\I've been... stricken with this hunger this whole time.\At that moment especially,\I was so hungry, I thought I might die.\I didn't even realize what I was doing. response:	And then, I went after Hide...
context: Where's Hide?!\Come with me.\Hide!\I've been... stricken with this hunger this whole time.\At that moment especially,\I was so hungry, I thought I might die.\I didn't even realize what I was doing.\And then, I went after Hide... response:	But right now, that's completely gone.
context: Come with me.\Hide!\I've been... stricken with this hunger this whole time.\At that moment especially,\I was so hungry, I thought I might die.\I didn't even realize what I was doing.\And then, I went after Hide...\But right now, that's completely gone. response:	That blood that was in my mouth-
context: Hide!\I've been... stricken with this hunger this whole time.\At that moment especially,\I was so hungry, I thought I might die.\I didn't even realize what I was doing.\And then, I went after Hide...\But right now, that's completely gone.\That blood that was in my mouth- response:	Please, answer me truthfully. What did you do while I was asleep?
context: I've been... stricken with this hunger this whole time.\At that moment especially,\I was so hungry, I thought I might die.\I didn't even realize what I was doing.\And then, I went after Hide...\But right now, that's completely gone.\That blood that was in my mouth-\Please, answer me truthfully. What did you do while I was asleep? response:	There is only one way to satisfy a ghoul's hunger.
context: At that moment especially,\I was so hungry, I thought I might die.\I didn't even realize what I was doing.\And then, I went after Hide...\But right now, that's completely gone.\That blood that was in my mouth-\Please, answer me truthfully. What did you do while I was asleep?\There is only one way to satisfy a ghoul's hunger. response:	You know what that is, right?
context: I was so hungry, I thought I might die.\I didn't even realize what I was doing.\And then, I went after Hide...\But right now, that's completely gone.\That blood that was in my mouth-\Please, answer me truthfully. What did you do while I was asleep?\There is only one way to satisfy a ghoul's hunger.\You know what that is, right? response:	The way you were going, you would have set upon your friend.
context: I didn't even realize what I was doing.\And then, I went after Hide...\But right now, that's completely gone.\That blood that was in my mouth-\Please, answer me truthfully. What did you do while I was asleep?\There is only one way to satisfy a ghoul's hunger.\You know what that is, right?\The way you were going, you would have set upon your friend. response:	You have to know what you are.
context: And then, I went after Hide...\But right now, that's completely gone.\That blood that was in my mouth-\Please, answer me truthfully. What did you do while I was asleep?\There is only one way to satisfy a ghoul's hunger.\You know what that is, right?\The way you were going, you would have set upon your friend.\You have to know what you are. response:	Which means, I can't be around Hide anymore.
context: But right now, that's completely gone.\That blood that was in my mouth-\Please, answer me truthfully. What did you do while I was asleep?\There is only one way to satisfy a ghoul's hunger.\You know what that is, right?\The way you were going, you would have set upon your friend.\You have to know what you are.\Which means, I can't be around Hide anymore. response:	But I can't enter the world of ghouls, either.
context: That blood that was in my mouth-\Please, answer me truthfully. What did you do while I was asleep?\There is only one way to satisfy a ghoul's hunger.\You know what that is, right?\The way you were going, you would have set upon your friend.\You have to know what you are.\Which means, I can't be around Hide anymore.\But I can't enter the world of ghouls, either. response:	I, who am neither human nor ghoul, am all alone.
context: Please, answer me truthfully. What did you do while I was asleep?\There is only one way to satisfy a ghoul's hunger.\You know what that is, right?\The way you were going, you would have set upon your friend.\You have to know what you are.\Which means, I can't be around Hide anymore.\But I can't enter the world of ghouls, either.\I, who am neither human nor ghoul, am all alone. response:	There isn't a place for me anywhere now...!
context: There is only one way to satisfy a ghoul's hunger.\You know what that is, right?\The way you were going, you would have set upon your friend.\You have to know what you are.\Which means, I can't be around Hide anymore.\But I can't enter the world of ghouls, either.\I, who am neither human nor ghoul, am all alone.\There isn't a place for me anywhere now...! response:	That's not true.
context: You know what that is, right?\The way you were going, you would have set upon your friend.\You have to know what you are.\Which means, I can't be around Hide anymore.\But I can't enter the world of ghouls, either.\I, who am neither human nor ghoul, am all alone.\There isn't a place for me anywhere now...!\That's not true. response:	You are both ghoul and human.
context: The way you were going, you would have set upon your friend.\You have to know what you are.\Which means, I can't be around Hide anymore.\But I can't enter the world of ghouls, either.\I, who am neither human nor ghoul, am all alone.\There isn't a place for me anywhere now...!\That's not true.\You are both ghoul and human. response:	You are the one and only person who has a place in both worlds.
context: You have to know what you are.\Which means, I can't be around Hide anymore.\But I can't enter the world of ghouls, either.\I, who am neither human nor ghoul, am all alone.\There isn't a place for me anywhere now...!\That's not true.\You are both ghoul and human.\You are the one and only person who has a place in both worlds. response:	Come over to Anteiku. I'm sure it will lead you to the path
context: Which means, I can't be around Hide anymore.\But I can't enter the world of ghouls, either.\I, who am neither human nor ghoul, am all alone.\There isn't a place for me anywhere now...!\That's not true.\You are both ghoul and human.\You are the one and only person who has a place in both worlds.\Come over to Anteiku. I'm sure it will lead you to the path response:	in which you can keep your own place.
context: But I can't enter the world of ghouls, either.\I, who am neither human nor ghoul, am all alone.\There isn't a place for me anywhere now...!\That's not true.\You are both ghoul and human.\You are the one and only person who has a place in both worlds.\Come over to Anteiku. I'm sure it will lead you to the path\in which you can keep your own place. response:	I also want you to understand us better.
context: I, who am neither human nor ghoul, am all alone.\There isn't a place for me anywhere now...!\That's not true.\You are both ghoul and human.\You are the one and only person who has a place in both worlds.\Come over to Anteiku. I'm sure it will lead you to the path\in which you can keep your own place.\I also want you to understand us better. response:	To see whether or not we are just ravenous beasts.
context: There isn't a place for me anywhere now...!\That's not true.\You are both ghoul and human.\You are the one and only person who has a place in both worlds.\Come over to Anteiku. I'm sure it will lead you to the path\in which you can keep your own place.\I also want you to understand us better.\To see whether or not we are just ravenous beasts. response:	How about it? What do you say
context: That's not true.\You are both ghoul and human.\You are the one and only person who has a place in both worlds.\Come over to Anteiku. I'm sure it will lead you to the path\in which you can keep your own place.\I also want you to understand us better.\To see whether or not we are just ravenous beasts.\How about it? What do you say response:	you start by learning how to make a delicious cup of coffee?
context: You are both ghoul and human.\You are the one and only person who has a place in both worlds.\Come over to Anteiku. I'm sure it will lead you to the path\in which you can keep your own place.\I also want you to understand us better.\To see whether or not we are just ravenous beasts.\How about it? What do you say\you start by learning how to make a delicious cup of coffee? response:	Well, um...
context: You are the one and only person who has a place in both worlds.\Come over to Anteiku. I'm sure it will lead you to the path\in which you can keep your own place.\I also want you to understand us better.\To see whether or not we are just ravenous beasts.\How about it? What do you say\you start by learning how to make a delicious cup of coffee?\Well, um... response:	do you think even I can do it?
context: Come over to Anteiku. I'm sure it will lead you to the path\in which you can keep your own place.\I also want you to understand us better.\To see whether or not we are just ravenous beasts.\How about it? What do you say\you start by learning how to make a delicious cup of coffee?\Well, um...\do you think even I can do it? response:	Nice rain, huh? Rain makes their senses duller.
context: in which you can keep your own place.\I also want you to understand us better.\To see whether or not we are just ravenous beasts.\How about it? What do you say\you start by learning how to make a delicious cup of coffee?\Well, um...\do you think even I can do it?\Nice rain, huh? Rain makes their senses duller. response:	This is perfect weather for us to work in, isn't it?
context: I also want you to understand us better.\To see whether or not we are just ravenous beasts.\How about it? What do you say\you start by learning how to make a delicious cup of coffee?\Well, um...\do you think even I can do it?\Nice rain, huh? Rain makes their senses duller.\This is perfect weather for us to work in, isn't it? response:	According to the 20th Ward Branch's report,
context: To see whether or not we are just ravenous beasts.\How about it? What do you say\you start by learning how to make a delicious cup of coffee?\Well, um...\do you think even I can do it?\Nice rain, huh? Rain makes their senses duller.\This is perfect weather for us to work in, isn't it?\According to the 20th Ward Branch's report, response:	three months ago, there was a predatory incident
context: How about it? What do you say\you start by learning how to make a delicious cup of coffee?\Well, um...\do you think even I can do it?\Nice rain, huh? Rain makes their senses duller.\This is perfect weather for us to work in, isn't it?\According to the 20th Ward Branch's report,\three months ago, there was a predatory incident response:	by what they believe was a binge eater here in this building,
context: you start by learning how to make a delicious cup of coffee?\Well, um...\do you think even I can do it?\Nice rain, huh? Rain makes their senses duller.\This is perfect weather for us to work in, isn't it?\According to the 20th Ward Branch's report,\three months ago, there was a predatory incident\by what they believe was a binge eater here in this building, response:	and there were eyewitness reports of a Jason sighting at that time.
context: Well, um...\do you think even I can do it?\Nice rain, huh? Rain makes their senses duller.\This is perfect weather for us to work in, isn't it?\According to the 20th Ward Branch's report,\three months ago, there was a predatory incident\by what they believe was a binge eater here in this building,\and there were eyewitness reports of a Jason sighting at that time. response:	Binge eater and Jason, huh?
context: do you think even I can do it?\Nice rain, huh? Rain makes their senses duller.\This is perfect weather for us to work in, isn't it?\According to the 20th Ward Branch's report,\three months ago, there was a predatory incident\by what they believe was a binge eater here in this building,\and there were eyewitness reports of a Jason sighting at that time.\Binge eater and Jason, huh? response:	Interaction between two S-rated subjects?
context: Nice rain, huh? Rain makes their senses duller.\This is perfect weather for us to work in, isn't it?\According to the 20th Ward Branch's report,\three months ago, there was a predatory incident\by what they believe was a binge eater here in this building,\and there were eyewitness reports of a Jason sighting at that time.\Binge eater and Jason, huh?\Interaction between two S-rated subjects? response:	Who can say? I doubt they were cordially sharing a meal, though.
context: This is perfect weather for us to work in, isn't it?\According to the 20th Ward Branch's report,\three months ago, there was a predatory incident\by what they believe was a binge eater here in this building,\and there were eyewitness reports of a Jason sighting at that time.\Binge eater and Jason, huh?\Interaction between two S-rated subjects?\Who can say? I doubt they were cordially sharing a meal, though. response:	Mr. Mado?
