context: What's that? response:	Is this like the entrance exam where the lessors already started?
context: Are you ignoring me?!\Does that mean they knew what was in these facilities before they gathered people?\Yeah.\For people who gathered that much intel so meticulously,\there's something strange.\They sent you, Asu\Ribbit?\I mean, T-Tsu to the shipwreck zone. response:	Your own pace is fine.
context: Does that mean they knew what was in these facilities before they gathered people?\Yeah.\For people who gathered that much intel so meticulously,\there's something strange.\They sent you, Asu\Ribbit?\I mean, T-Tsu to the shipwreck zone.\Your own pace is fine. response:	Oh, is that right?
context: Yeah.\For people who gathered that much intel so meticulously,\there's something strange.\They sent you, Asu\Ribbit?\I mean, T-Tsu to the shipwreck zone.\Your own pace is fine.\Oh, is that right? response:	Well, what about it?!
context: For people who gathered that much intel so meticulously,\there's something strange.\They sent you, Asu\Ribbit?\I mean, T-Tsu to the shipwreck zone.\Your own pace is fine.\Oh, is that right?\Well, what about it?! response:	This means, in other words, the villains probably don't know what our Quirks are.
context: there's something strange.\They sent you, Asu\Ribbit?\I mean, T-Tsu to the shipwreck zone.\Your own pace is fine.\Oh, is that right?\Well, what about it?!\This means, in other words, the villains probably don't know what our Quirks are. response:	Ribbit!
context: They sent you, Asu\Ribbit?\I mean, T-Tsu to the shipwreck zone.\Your own pace is fine.\Oh, is that right?\Well, what about it?!\This means, in other words, the villains probably don't know what our Quirks are.\Ribbit! response:	That's true...
context: Ribbit?\I mean, T-Tsu to the shipwreck zone.\Your own pace is fine.\Oh, is that right?\Well, what about it?!\This means, in other words, the villains probably don't know what our Quirks are.\Ribbit!\That's true... response:	If they knew that I was a frog...
context: I mean, T-Tsu to the shipwreck zone.\Your own pace is fine.\Oh, is that right?\Well, what about it?!\This means, in other words, the villains probably don't know what our Quirks are.\Ribbit!\That's true...\If they knew that I was a frog... response:	They probably separated us because they didn't know our Quirks
context: Your own pace is fine.\Oh, is that right?\Well, what about it?!\This means, in other words, the villains probably don't know what our Quirks are.\Ribbit!\That's true...\If they knew that I was a frog...\They probably separated us because they didn't know our Quirks response:	so they planned to overpower us with numbers.
context: Oh, is that right?\Well, what about it?!\This means, in other words, the villains probably don't know what our Quirks are.\Ribbit!\That's true...\If they knew that I was a frog...\They probably separated us because they didn't know our Quirks\so they planned to overpower us with numbers. response:	We have inferior numbers and less experience.
context: Well, what about it?!\This means, in other words, the villains probably don't know what our Quirks are.\Ribbit!\That's true...\If they knew that I was a frog...\They probably separated us because they didn't know our Quirks\so they planned to overpower us with numbers.\We have inferior numbers and less experience. response:	Our only hope...
context: This means, in other words, the villains probably don't know what our Quirks are.\Ribbit!\That's true...\If they knew that I was a frog...\They probably separated us because they didn't know our Quirks\so they planned to overpower us with numbers.\We have inferior numbers and less experience.\Our only hope... response:	The enemy isn't trying to climb the boat.
context: Ribbit!\That's true...\If they knew that I was a frog...\They probably separated us because they didn't know our Quirks\so they planned to overpower us with numbers.\We have inferior numbers and less experience.\Our only hope...\The enemy isn't trying to climb the boat. response:	That supports my hypothesis!
context: That's true...\If they knew that I was a frog...\They probably separated us because they didn't know our Quirks\so they planned to overpower us with numbers.\We have inferior numbers and less experience.\Our only hope...\The enemy isn't trying to climb the boat.\That supports my hypothesis! response:	But that...
context: If they knew that I was a frog...\They probably separated us because they didn't know our Quirks\so they planned to overpower us with numbers.\We have inferior numbers and less experience.\Our only hope...\The enemy isn't trying to climb the boat.\That supports my hypothesis!\But that... response:	I'll tell you more...
context: They probably separated us because they didn't know our Quirks\so they planned to overpower us with numbers.\We have inferior numbers and less experience.\Our only hope...\The enemy isn't trying to climb the boat.\That supports my hypothesis!\But that...\I'll tell you more... response:	I can jump high...
context: so they planned to overpower us with numbers.\We have inferior numbers and less experience.\Our only hope...\The enemy isn't trying to climb the boat.\That supports my hypothesis!\But that...\I'll tell you more...\I can jump high... response:	I can also spit out my stomach and wash it,
context: We have inferior numbers and less experience.\Our only hope...\The enemy isn't trying to climb the boat.\That supports my hypothesis!\But that...\I'll tell you more...\I can jump high...\I can also spit out my stomach and wash it, response:	and secrete toxic mucus...
context: Our only hope...\The enemy isn't trying to climb the boat.\That supports my hypothesis!\But that...\I'll tell you more...\I can jump high...\I can also spit out my stomach and wash it,\and secrete toxic mucus... response:	Secrete...?!
context: The enemy isn't trying to climb the boat.\That supports my hypothesis!\But that...\I'll tell you more...\I can jump high...\I can also spit out my stomach and wash it,\and secrete toxic mucus...\Secrete...?! response:	The last two are practically useless, so you can probably forget about them.
context: That supports my hypothesis!\But that...\I'll tell you more...\I can jump high...\I can also spit out my stomach and wash it,\and secrete toxic mucus...\Secrete...?!\The last two are practically useless, so you can probably forget about them. response:	Secrete...
context: But that...\I'll tell you more...\I can jump high...\I can also spit out my stomach and wash it,\and secrete toxic mucus...\Secrete...?!\The last two are practically useless, so you can probably forget about them.\Secrete... response:	I already kind of knew, but you're really strong.
context: I'll tell you more...\I can jump high...\I can also spit out my stomach and wash it,\and secrete toxic mucus...\Secrete...?!\The last two are practically useless, so you can probably forget about them.\Secrete...\I already kind of knew, but you're really strong. response:	I have super strength, but...
context: I can jump high...\I can also spit out my stomach and wash it,\and secrete toxic mucus...\Secrete...?!\The last two are practically useless, so you can probably forget about them.\Secrete...\I already kind of knew, but you're really strong.\I have super strength, but... response:	It's like a double-edged sword.
context: I can also spit out my stomach and wash it,\and secrete toxic mucus...\Secrete...?!\The last two are practically useless, so you can probably forget about them.\Secrete...\I already kind of knew, but you're really strong.\I have super strength, but...\It's like a double-edged sword. response:	My Quirk lets these...
context: and secrete toxic mucus...\Secrete...?!\The last two are practically useless, so you can probably forget about them.\Secrete...\I already kind of knew, but you're really strong.\I have super strength, but...\It's like a double-edged sword.\My Quirk lets these... response:	Depending on how I'm feeling, they can even stick for a whole day.
context: Secrete...?!\The last two are practically useless, so you can probably forget about them.\Secrete...\I already kind of knew, but you're really strong.\I have super strength, but...\It's like a double-edged sword.\My Quirk lets these...\Depending on how I'm feeling, they can even stick for a whole day. response:	They grow back after I pull them off, but...
context: The last two are practically useless, so you can probably forget about them.\Secrete...\I already kind of knew, but you're really strong.\I have super strength, but...\It's like a double-edged sword.\My Quirk lets these...\Depending on how I'm feeling, they can even stick for a whole day.\They grow back after I pull them off, but... response:	They don't stick to me.
context: Secrete...\I already kind of knew, but you're really strong.\I have super strength, but...\It's like a double-edged sword.\My Quirk lets these...\Depending on how I'm feeling, they can even stick for a whole day.\They grow back after I pull them off, but...\They don't stick to me. response:	They just bounce off.
context: I already kind of knew, but you're really strong.\I have super strength, but...\It's like a double-edged sword.\My Quirk lets these...\Depending on how I'm feeling, they can even stick for a whole day.\They grow back after I pull them off, but...\They don't stick to me.\They just bounce off. response:	That's why I said we should just wait quietly!
context: I have super strength, but...\It's like a double-edged sword.\My Quirk lets these...\Depending on how I'm feeling, they can even stick for a whole day.\They grow back after I pull them off, but...\They don't stick to me.\They just bounce off.\That's why I said we should just wait quietly! response:	My Quirk is totally unfit for battle!
context: It's like a double-edged sword.\My Quirk lets these...\Depending on how I'm feeling, they can even stick for a whole day.\They grow back after I pull them off, but...\They don't stick to me.\They just bounce off.\That's why I said we should just wait quietly!\My Quirk is totally unfit for battle! response:	Th-That's not it!
context: My Quirk lets these...\Depending on how I'm feeling, they can even stick for a whole day.\They grow back after I pull them off, but...\They don't stick to me.\They just bounce off.\That's why I said we should just wait quietly!\My Quirk is totally unfit for battle!\Th-That's not it! response:	It's an amazing Quirk, so we should think of a way to use it
context: Depending on how I'm feeling, they can even stick for a whole day.\They grow back after I pull them off, but...\They don't stick to me.\They just bounce off.\That's why I said we should just wait quietly!\My Quirk is totally unfit for battle!\Th-That's not it!\It's an amazing Quirk, so we should think of a way to use it response:	I'm getting impatient.
context: They grow back after I pull them off, but...\They don't stick to me.\They just bounce off.\That's why I said we should just wait quietly!\My Quirk is totally unfit for battle!\Th-That's not it!\It's an amazing Quirk, so we should think of a way to use it\I'm getting impatient. response:	Let's end this quickly!
context: They don't stick to me.\They just bounce off.\That's why I said we should just wait quietly!\My Quirk is totally unfit for battle!\Th-That's not it!\It's an amazing Quirk, so we should think of a way to use it\I'm getting impatient.\Let's end this quickly! response:	What power...!
context: They just bounce off.\That's why I said we should just wait quietly!\My Quirk is totally unfit for battle!\Th-That's not it!\It's an amazing Quirk, so we should think of a way to use it\I'm getting impatient.\Let's end this quickly!\What power...! response:	The ship's broken.
context: That's why I said we should just wait quietly!\My Quirk is totally unfit for battle!\Th-That's not it!\It's an amazing Quirk, so we should think of a way to use it\I'm getting impatient.\Let's end this quickly!\What power...!\The ship's broken. response:	You can't give up!
context: My Quirk is totally unfit for battle!\Th-That's not it!\It's an amazing Quirk, so we should think of a way to use it\I'm getting impatient.\Let's end this quickly!\What power...!\The ship's broken.\You can't give up! response:	What are you doing?
context: Th-That's not it!\It's an amazing Quirk, so we should think of a way to use it\I'm getting impatient.\Let's end this quickly!\What power...!\The ship's broken.\You can't give up!\What are you doing? response:	The enemy will figure out your Quirk
context: It's an amazing Quirk, so we should think of a way to use it\I'm getting impatient.\Let's end this quickly!\What power...!\The ship's broken.\You can't give up!\What are you doing?\The enemy will figure out your Quirk response:	What the heck are these? Gross.
context: I'm getting impatient.\Let's end this quickly!\What power...!\The ship's broken.\You can't give up!\What are you doing?\The enemy will figure out your Quirk\What the heck are these? Gross. response:	They're being cautious and not touching them?
context: Let's end this quickly!\What power...!\The ship's broken.\You can't give up!\What are you doing?\The enemy will figure out your Quirk\What the heck are these? Gross.\They're being cautious and not touching them? response:	The boat will sink in less than a minute.
context: What power...!\The ship's broken.\You can't give up!\What are you doing?\The enemy will figure out your Quirk\What the heck are these? Gross.\They're being cautious and not touching them?\The boat will sink in less than a minute. response:	Once they get into the water, we're sure to win.
context: The ship's broken.\You can't give up!\What are you doing?\The enemy will figure out your Quirk\What the heck are these? Gross.\They're being cautious and not touching them?\The boat will sink in less than a minute.\Once they get into the water, we're sure to win. response:	That's true...
context: You can't give up!\What are you doing?\The enemy will figure out your Quirk\What the heck are these? Gross.\They're being cautious and not touching them?\The boat will sink in less than a minute.\Once they get into the water, we're sure to win.\That's true... response:	Mineta, did you really enter U.A. to become a hero?
context: What are you doing?\The enemy will figure out your Quirk\What the heck are these? Gross.\They're being cautious and not touching them?\The boat will sink in less than a minute.\Once they get into the water, we're sure to win.\That's true...\Mineta, did you really enter U.A. to become a hero? response:	Shut up!
context: The enemy will figure out your Quirk\What the heck are these? Gross.\They're being cautious and not touching them?\The boat will sink in less than a minute.\Once they get into the water, we're sure to win.\That's true...\Mineta, did you really enter U.A. to become a hero?\Shut up! response:	It's weirder to not be scared right now!
context: What the heck are these? Gross.\They're being cautious and not touching them?\The boat will sink in less than a minute.\Once they get into the water, we're sure to win.\That's true...\Mineta, did you really enter U.A. to become a hero?\Shut up!\It's weirder to not be scared right now! response:	We were only in junior high until a little while ago!
context: They're being cautious and not touching them?\The boat will sink in less than a minute.\Once they get into the water, we're sure to win.\That's true...\Mineta, did you really enter U.A. to become a hero?\Shut up!\It's weirder to not be scared right now!\We were only in junior high until a little while ago! response:	Who would have thought that we would be almost killed right after starting school?!
context: The boat will sink in less than a minute.\Once they get into the water, we're sure to win.\That's true...\Mineta, did you really enter U.A. to become a hero?\Shut up!\It's weirder to not be scared right now!\We were only in junior high until a little while ago!\Who would have thought that we would be almost killed right after starting school?! response:	I wish I could have at least touched Yaoyorozu's boobs first!
context: Once they get into the water, we're sure to win.\That's true...\Mineta, did you really enter U.A. to become a hero?\Shut up!\It's weirder to not be scared right now!\We were only in junior high until a little while ago!\Who would have thought that we would be almost killed right after starting school?!\I wish I could have at least touched Yaoyorozu's boobs first! response:	When the enemy...
context: That's true...\Mineta, did you really enter U.A. to become a hero?\Shut up!\It's weirder to not be scared right now!\We were only in junior high until a little while ago!\Who would have thought that we would be almost killed right after starting school?!\I wish I could have at least touched Yaoyorozu's boobs first!\When the enemy... response:	When the enemy becomes certain of their victory, that will be our chance.
context: Mineta, did you really enter U.A. to become a hero?\Shut up!\It's weirder to not be scared right now!\We were only in junior high until a little while ago!\Who would have thought that we would be almost killed right after starting school?!\I wish I could have at least touched Yaoyorozu's boobs first!\When the enemy...\When the enemy becomes certain of their victory, that will be our chance. response:	All Might said so before on TV.
context: Shut up!\It's weirder to not be scared right now!\We were only in junior high until a little while ago!\Who would have thought that we would be almost killed right after starting school?!\I wish I could have at least touched Yaoyorozu's boobs first!\When the enemy...\When the enemy becomes certain of their victory, that will be our chance.\All Might said so before on TV. response:	What...?
context: It's weirder to not be scared right now!\We were only in junior high until a little while ago!\Who would have thought that we would be almost killed right after starting school?!\I wish I could have at least touched Yaoyorozu's boobs first!\When the enemy...\When the enemy becomes certain of their victory, that will be our chance.\All Might said so before on TV.\What...? response:	This is the only way...
context: We were only in junior high until a little while ago!\Who would have thought that we would be almost killed right after starting school?!\I wish I could have at least touched Yaoyorozu's boobs first!\When the enemy...\When the enemy becomes certain of their victory, that will be our chance.\All Might said so before on TV.\What...?\This is the only way... response:	You really must be kids, with all the chirping and screaming.
context: Who would have thought that we would be almost killed right after starting school?!\I wish I could have at least touched Yaoyorozu's boobs first!\When the enemy...\When the enemy becomes certain of their victory, that will be our chance.\All Might said so before on TV.\What...?\This is the only way...\You really must be kids, with all the chirping and screaming. response:	Hey, Shigaraki said just don't let down your guard, remember?
context: I wish I could have at least touched Yaoyorozu's boobs first!\When the enemy...\When the enemy becomes certain of their victory, that will be our chance.\All Might said so before on TV.\What...?\This is the only way...\You really must be kids, with all the chirping and screaming.\Hey, Shigaraki said just don't let down your guard, remember? response:	Don't judge them by their ages.
context: When the enemy...\When the enemy becomes certain of their victory, that will be our chance.\All Might said so before on TV.\What...?\This is the only way...\You really must be kids, with all the chirping and screaming.\Hey, Shigaraki said just don't let down your guard, remember?\Don't judge them by their ages. response:	Look at their Quirks.
context: When the enemy becomes certain of their victory, that will be our chance.\All Might said so before on TV.\What...?\This is the only way...\You really must be kids, with all the chirping and screaming.\Hey, Shigaraki said just don't let down your guard, remember?\Don't judge them by their ages.\Look at their Quirks. response:	It's common sense, isn't it?
context: All Might said so before on TV.\What...?\This is the only way...\You really must be kids, with all the chirping and screaming.\Hey, Shigaraki said just don't let down your guard, remember?\Don't judge them by their ages.\Look at their Quirks.\It's common sense, isn't it? response:	Because our Quirks will definitely have an advantage in the water.
context: What...?\This is the only way...\You really must be kids, with all the chirping and screaming.\Hey, Shigaraki said just don't let down your guard, remember?\Don't judge them by their ages.\Look at their Quirks.\It's common sense, isn't it?\Because our Quirks will definitely have an advantage in the water. response:	Act like Kacchan...!
context: This is the only way...\You really must be kids, with all the chirping and screaming.\Hey, Shigaraki said just don't let down your guard, remember?\Don't judge them by their ages.\Look at their Quirks.\It's common sense, isn't it?\Because our Quirks will definitely have an advantage in the water.\Act like Kacchan...! response:	You serious, Midoriya?!
context: You really must be kids, with all the chirping and screaming.\Hey, Shigaraki said just don't let down your guard, remember?\Don't judge them by their ages.\Look at their Quirks.\It's common sense, isn't it?\Because our Quirks will definitely have an advantage in the water.\Act like Kacchan...!\You serious, Midoriya?! response:	Die...!
context: Hey, Shigaraki said just don't let down your guard, remember?\Don't judge them by their ages.\Look at their Quirks.\It's common sense, isn't it?\Because our Quirks will definitely have an advantage in the water.\Act like Kacchan...!\You serious, Midoriya?!\Die...! response:	He's a kid after all.
context: Don't judge them by their ages.\Look at their Quirks.\It's common sense, isn't it?\Because our Quirks will definitely have an advantage in the water.\Act like Kacchan...!\You serious, Midoriya?!\Die...!\He's a kid after all. response:	Even if it's a smash, I can't get them all at once if they form a circle.
context: Look at their Quirks.\It's common sense, isn't it?\Because our Quirks will definitely have an advantage in the water.\Act like Kacchan...!\You serious, Midoriya?!\Die...!\He's a kid after all.\Even if it's a smash, I can't get them all at once if they form a circle. response:	Anyway, even if we get through this shipwreck zone, there are still other enemies.
context: It's common sense, isn't it?\Because our Quirks will definitely have an advantage in the water.\Act like Kacchan...!\You serious, Midoriya?!\Die...!\He's a kid after all.\Even if it's a smash, I can't get them all at once if they form a circle.\Anyway, even if we get through this shipwreck zone, there are still other enemies. response:	I can't sacrifice my arm!
context: Because our Quirks will definitely have an advantage in the water.\Act like Kacchan...!\You serious, Midoriya?!\Die...!\He's a kid after all.\Even if it's a smash, I can't get them all at once if they form a circle.\Anyway, even if we get through this shipwreck zone, there are still other enemies.\I can't sacrifice my arm! response:	After he hits the water...
context: Act like Kacchan...!\You serious, Midoriya?!\Die...!\He's a kid after all.\Even if it's a smash, I can't get them all at once if they form a circle.\Anyway, even if we get through this shipwreck zone, there are still other enemies.\I can't sacrifice my arm!\After he hits the water... response:	I know!
context: You serious, Midoriya?!\Die...!\He's a kid after all.\Even if it's a smash, I can't get them all at once if they form a circle.\Anyway, even if we get through this shipwreck zone, there are still other enemies.\I can't sacrifice my arm!\After he hits the water...\I know! response:	Imagine...
context: Die...!\He's a kid after all.\Even if it's a smash, I can't get them all at once if they form a circle.\Anyway, even if we get through this shipwreck zone, there are still other enemies.\I can't sacrifice my arm!\After he hits the water...\I know!\Imagine... response:	Mineta.
context: He's a kid after all.\Even if it's a smash, I can't get them all at once if they form a circle.\Anyway, even if we get through this shipwreck zone, there are still other enemies.\I can't sacrifice my arm!\After he hits the water...\I know!\Imagine...\Mineta. response:	Even though he's shaking...
context: Even if it's a smash, I can't get them all at once if they form a circle.\Anyway, even if we get through this shipwreck zone, there are still other enemies.\I can't sacrifice my arm!\After he hits the water...\I know!\Imagine...\Mineta.\Even though he's shaking... response:	Even though he's the same as me...
context: Anyway, even if we get through this shipwreck zone, there are still other enemies.\I can't sacrifice my arm!\After he hits the water...\I know!\Imagine...\Mineta.\Even though he's shaking...\Even though he's the same as me... response:	Even though he's scared...
context: I can't sacrifice my arm!\After he hits the water...\I know!\Imagine...\Mineta.\Even though he's shaking...\Even though he's the same as me...\Even though he's scared... response:	Why?!
context: After he hits the water...\I know!\Imagine...\Mineta.\Even though he's shaking...\Even though he's the same as me...\Even though he's scared...\Why?! response:	Why?!
context: I know!\Imagine...\Mineta.\Even though he's shaking...\Even though he's the same as me...\Even though he's scared...\Why?!\Why?! response:	Delaware Smash!
context: Imagine...\Mineta.\Even though he's shaking...\Even though he's the same as me...\Even though he's scared...\Why?!\Why?!\Delaware Smash! response:	Tsu! Mineta!
context: Mineta.\Even though he's shaking...\Even though he's the same as me...\Even though he's scared...\Why?!\Why?!\Delaware Smash!\Tsu! Mineta! response:	Ribbit!
context: Even though he's shaking...\Even though he's the same as me...\Even though he's scared...\Why?!\Why?!\Delaware Smash!\Tsu! Mineta!\Ribbit! response:	Damn it!
context: Even though he's the same as me...\Even though he's scared...\Why?!\Why?!\Delaware Smash!\Tsu! Mineta!\Ribbit!\Damn it! response:	What the heck, Midoriya?!
context: Even though he's scared...\Why?!\Why?!\Delaware Smash!\Tsu! Mineta!\Ribbit!\Damn it!\What the heck, Midoriya?! response:	Why are you acting so cool?
context: Why?!\Why?!\Delaware Smash!\Tsu! Mineta!\Ribbit!\Damn it!\What the heck, Midoriya?!\Why are you acting so cool? response:	Even I...
context: Why?!\Delaware Smash!\Tsu! Mineta!\Ribbit!\Damn it!\What the heck, Midoriya?!\Why are you acting so cool?\Even I... response:	Even I can...!
context: Delaware Smash!\Tsu! Mineta!\Ribbit!\Damn it!\What the heck, Midoriya?!\Why are you acting so cool?\Even I...\Even I can...! response:	Hey!
context: Tsu! Mineta!\Ribbit!\Damn it!\What the heck, Midoriya?!\Why are you acting so cool?\Even I...\Even I can...!\Hey! response:	I m getting dragged in...
context: Ribbit!\Damn it!\What the heck, Midoriya?!\Why are you acting so cool?\Even I...\Even I can...!\Hey!\I m getting dragged in... response:	Is this that kid's?
context: Damn it!\What the heck, Midoriya?!\Why are you acting so cool?\Even I...\Even I can...!\Hey!\I m getting dragged in...\Is this that kid's? response:	What is it? I can't get it off!
context: What the heck, Midoriya?!\Why are you acting so cool?\Even I...\Even I can...!\Hey!\I m getting dragged in...\Is this that kid's?\What is it? I can't get it off! response:	If a strong force is applied to the surface of the water,
context: Why are you acting so cool?\Even I...\Even I can...!\Hey!\I m getting dragged in...\Is this that kid's?\What is it? I can't get it off!\If a strong force is applied to the surface of the water, response:	it'll spread...
context: Even I...\Even I can...!\Hey!\I m getting dragged in...\Is this that kid's?\What is it? I can't get it off!\If a strong force is applied to the surface of the water,\it'll spread... response:	Move!
context: Even I can...!\Hey!\I m getting dragged in...\Is this that kid's?\What is it? I can't get it off!\If a strong force is applied to the surface of the water,\it'll spread...\Move! response:	Get away!
context: Hey!\I m getting dragged in...\Is this that kid's?\What is it? I can't get it off!\If a strong force is applied to the surface of the water,\it'll spread...\Move!\Get away! response:	You too!
context: I m getting dragged in...\Is this that kid's?\What is it? I can't get it off!\If a strong force is applied to the surface of the water,\it'll spread...\Move!\Get away!\You too! response:	You're in my way!
context: Is this that kid's?\What is it? I can't get it off!\If a strong force is applied to the surface of the water,\it'll spread...\Move!\Get away!\You too!\You're in my way! response:	Rounded everyone up at once.
context: What is it? I can't get it off!\If a strong force is applied to the surface of the water,\it'll spread...\Move!\Get away!\You too!\You're in my way!\Rounded everyone up at once. response:	I guess...
context: If a strong force is applied to the surface of the water,\it'll spread...\Move!\Get away!\You too!\You're in my way!\Rounded everyone up at once.\I guess... response:	You're both amazing!
context: it'll spread...\Move!\Get away!\You too!\You're in my way!\Rounded everyone up at once.\I guess...\You're both amazing! response:	Everyone, do your best until Iida comes back with help!
context: Move!\Get away!\You too!\You're in my way!\Rounded everyone up at once.\I guess...\You're both amazing!\Everyone, do your best until Iida comes back with help! response:	Next time, Game Over!
context: Get away!\You too!\You're in my way!\Rounded everyone up at once.\I guess...\You're both amazing!\Everyone, do your best until Iida comes back with help!\Next time, Game Over! response:	There will be a violent explosion in Yaoyorozu's physical development!
context: You too!\You're in my way!\Rounded everyone up at once.\I guess...\You're both amazing!\Everyone, do your best until Iida comes back with help!\Next time, Game Over!\There will be a violent explosion in Yaoyorozu's physical development! response:	Go beyond!
context: You're in my way!\Rounded everyone up at once.\I guess...\You're both amazing!\Everyone, do your best until Iida comes back with help!\Next time, Game Over!\There will be a violent explosion in Yaoyorozu's physical development!\Go beyond! response:	Plus Ultra!
context: Rounded everyone up at once.\I guess...\You're both amazing!\Everyone, do your best until Iida comes back with help!\Next time, Game Over!\There will be a violent explosion in Yaoyorozu's physical development!\Go beyond!\Plus Ultra! response:	Plus Ultra!
context: I guess...\You're both amazing!\Everyone, do your best until Iida comes back with help!\Next time, Game Over!\There will be a violent explosion in Yaoyorozu's physical development!\Go beyond!\Plus Ultra!\Plus Ultra! response:	Episode 10: Encounter with the Unknown
context: You're both amazing!\Everyone, do your best until Iida comes back with help!\Next time, Game Over!\There will be a violent explosion in Yaoyorozu's physical development!\Go beyond!\Plus Ultra!\Plus Ultra!\Episode 10: Encounter with the Unknown response:	Shipwreck Zone
context: Everyone, do your best until Iida comes back with help!\Next time, Game Over!\There will be a violent explosion in Yaoyorozu's physical development!\Go beyond!\Plus Ultra!\Plus Ultra!\Episode 10: Encounter with the Unknown\Shipwreck Zone response:	A sui Tsuyu
context: Next time, Game Over!\There will be a violent explosion in Yaoyorozu's physical development!\Go beyond!\Plus Ultra!\Plus Ultra!\Episode 10: Encounter with the Unknown\Shipwreck Zone\A sui Tsuyu response:	Frog
context: There will be a violent explosion in Yaoyorozu's physical development!\Go beyond!\Plus Ultra!\Plus Ultra!\Episode 10: Encounter with the Unknown\Shipwreck Zone\A sui Tsuyu\Frog response:	Landslide Zone
context: Go beyond!\Plus Ultra!\Plus Ultra!\Episode 10: Encounter with the Unknown\Shipwreck Zone\A sui Tsuyu\Frog\Landslide Zone response:	Collapse Zone
context: Plus Ultra!\Plus Ultra!\Episode 10: Encounter with the Unknown\Shipwreck Zone\A sui Tsuyu\Frog\Landslide Zone\Collapse Zone response:	Mountain Zone
context: Plus Ultra!\Episode 10: Encounter with the Unknown\Shipwreck Zone\A sui Tsuyu\Frog\Landslide Zone\Collapse Zone\Mountain Zone response:	Fire Zone
context: Episode 10: Encounter with the Unknown\Shipwreck Zone\A sui Tsuyu\Frog\Landslide Zone\Collapse Zone\Mountain Zone\Fire Zone response:	Squall Zone
context: Shipwreck Zone\A sui Tsuyu\Frog\Landslide Zone\Collapse Zone\Mountain Zone\Fire Zone\Squall Zone response:	Lounge
context: A sui Tsuyu\Frog\Landslide Zone\Collapse Zone\Mountain Zone\Fire Zone\Squall Zone\Lounge response:	All Might Resolves Three Incidents in Only One Hour!
context: Frog\Landslide Zone\Collapse Zone\Mountain Zone\Fire Zone\Squall Zone\Lounge\All Might Resolves Three Incidents in Only One Hour! response:	Next time
context: Landslide Zone\Collapse Zone\Mountain Zone\Fire Zone\Squall Zone\Lounge\All Might Resolves Three Incidents in Only One Hour!\Next time response:	Next time: Game Over
