context: Why now, of all times?! response:	Where is my brother? Where is Big Brother Dallas?
context: If we haven't decided on anything specific,\then slugging him and stuff works, right?\Yeah.\Anyhow, old-timer, if you report us...\If you report us...\I'll hit you!\-All right then...\Hey! response:	Your change.
context: then slugging him and stuff works, right?\Yeah.\Anyhow, old-timer, if you report us...\If you report us...\I'll hit you!\-All right then...\Hey!\Your change. response:	T-T-That was scary!
context: Yeah.\Anyhow, old-timer, if you report us...\If you report us...\I'll hit you!\-All right then...\Hey!\Your change.\T-T-That was scary! response:	That was scary!
context: Anyhow, old-timer, if you report us...\If you report us...\I'll hit you!\-All right then...\Hey!\Your change.\T-T-That was scary!\That was scary! response:	That old-timer was pretty formidable.
context: If you report us...\I'll hit you!\-All right then...\Hey!\Your change.\T-T-That was scary!\That was scary!\That old-timer was pretty formidable. response:	Imagine, him being able to frighten me this much with just one glare.
context: I'll hit you!\-All right then...\Hey!\Your change.\T-T-That was scary!\That was scary!\That old-timer was pretty formidable.\Imagine, him being able to frighten me this much with just one glare. response:	Yeah, but of course, if we got into a fight, I'd win, because, you know...
context: -All right then...\Hey!\Your change.\T-T-That was scary!\That was scary!\That old-timer was pretty formidable.\Imagine, him being able to frighten me this much with just one glare.\Yeah, but of course, if we got into a fight, I'd win, because, you know... response:	I would think how bad it would be if you got hurt, Miria.
context: Hey!\Your change.\T-T-That was scary!\That was scary!\That old-timer was pretty formidable.\Imagine, him being able to frighten me this much with just one glare.\Yeah, but of course, if we got into a fight, I'd win, because, you know...\I would think how bad it would be if you got hurt, Miria. response:	Really?
context: Your change.\T-T-That was scary!\That was scary!\That old-timer was pretty formidable.\Imagine, him being able to frighten me this much with just one glare.\Yeah, but of course, if we got into a fight, I'd win, because, you know...\I would think how bad it would be if you got hurt, Miria.\Really? response:	Yeah, really!
context: T-T-That was scary!\That was scary!\That old-timer was pretty formidable.\Imagine, him being able to frighten me this much with just one glare.\Yeah, but of course, if we got into a fight, I'd win, because, you know...\I would think how bad it would be if you got hurt, Miria.\Really?\Yeah, really! response:	In this last year, since we started our tour of robberies,
context: That was scary!\That old-timer was pretty formidable.\Imagine, him being able to frighten me this much with just one glare.\Yeah, but of course, if we got into a fight, I'd win, because, you know...\I would think how bad it would be if you got hurt, Miria.\Really?\Yeah, really!\In this last year, since we started our tour of robberies, response:	from San Francisco to New Jersey, we've hit 87 spots.
context: That old-timer was pretty formidable.\Imagine, him being able to frighten me this much with just one glare.\Yeah, but of course, if we got into a fight, I'd win, because, you know...\I would think how bad it would be if you got hurt, Miria.\Really?\Yeah, really!\In this last year, since we started our tour of robberies,\from San Francisco to New Jersey, we've hit 87 spots. response:	We've been to all sorts of places,
context: Imagine, him being able to frighten me this much with just one glare.\Yeah, but of course, if we got into a fight, I'd win, because, you know...\I would think how bad it would be if you got hurt, Miria.\Really?\Yeah, really!\In this last year, since we started our tour of robberies,\from San Francisco to New Jersey, we've hit 87 spots.\We've been to all sorts of places, response:	but have I ever put you in any danger yet?
context: Yeah, but of course, if we got into a fight, I'd win, because, you know...\I would think how bad it would be if you got hurt, Miria.\Really?\Yeah, really!\In this last year, since we started our tour of robberies,\from San Francisco to New Jersey, we've hit 87 spots.\We've been to all sorts of places,\but have I ever put you in any danger yet? response:	About 87 times.
context: I would think how bad it would be if you got hurt, Miria.\Really?\Yeah, really!\In this last year, since we started our tour of robberies,\from San Francisco to New Jersey, we've hit 87 spots.\We've been to all sorts of places,\but have I ever put you in any danger yet?\About 87 times. response:	There, you see?! That's still less than a hundred times, isn't it?
context: Really?\Yeah, really!\In this last year, since we started our tour of robberies,\from San Francisco to New Jersey, we've hit 87 spots.\We've been to all sorts of places,\but have I ever put you in any danger yet?\About 87 times.\There, you see?! That's still less than a hundred times, isn't it? response:	You're right! Incredible!
context: Yeah, really!\In this last year, since we started our tour of robberies,\from San Francisco to New Jersey, we've hit 87 spots.\We've been to all sorts of places,\but have I ever put you in any danger yet?\About 87 times.\There, you see?! That's still less than a hundred times, isn't it?\You're right! Incredible! response:	Sure! We'll do our last big job here in New York,
context: In this last year, since we started our tour of robberies,\from San Francisco to New Jersey, we've hit 87 spots.\We've been to all sorts of places,\but have I ever put you in any danger yet?\About 87 times.\There, you see?! That's still less than a hundred times, isn't it?\You're right! Incredible!\Sure! We'll do our last big job here in New York, response:	and then live the easy life down around Miami.
context: from San Francisco to New Jersey, we've hit 87 spots.\We've been to all sorts of places,\but have I ever put you in any danger yet?\About 87 times.\There, you see?! That's still less than a hundred times, isn't it?\You're right! Incredible!\Sure! We'll do our last big job here in New York,\and then live the easy life down around Miami. response:	Once we do, the word danger won't have anything to do with us!
context: We've been to all sorts of places,\but have I ever put you in any danger yet?\About 87 times.\There, you see?! That's still less than a hundred times, isn't it?\You're right! Incredible!\Sure! We'll do our last big job here in New York,\and then live the easy life down around Miami.\Once we do, the word danger won't have anything to do with us! response:	Nothing to do with us!
context: but have I ever put you in any danger yet?\About 87 times.\There, you see?! That's still less than a hundred times, isn't it?\You're right! Incredible!\Sure! We'll do our last big job here in New York,\and then live the easy life down around Miami.\Once we do, the word danger won't have anything to do with us!\Nothing to do with us! response:	We'll buy a big house,
context: About 87 times.\There, you see?! That's still less than a hundred times, isn't it?\You're right! Incredible!\Sure! We'll do our last big job here in New York,\and then live the easy life down around Miami.\Once we do, the word danger won't have anything to do with us!\Nothing to do with us!\We'll buy a big house, response:	and build a pool there, where we'll swim from morning until night.
context: There, you see?! That's still less than a hundred times, isn't it?\You're right! Incredible!\Sure! We'll do our last big job here in New York,\and then live the easy life down around Miami.\Once we do, the word danger won't have anything to do with us!\Nothing to do with us!\We'll buy a big house,\and build a pool there, where we'll swim from morning until night. response:	But it gets cold at night.
context: You're right! Incredible!\Sure! We'll do our last big job here in New York,\and then live the easy life down around Miami.\Once we do, the word danger won't have anything to do with us!\Nothing to do with us!\We'll buy a big house,\and build a pool there, where we'll swim from morning until night.\But it gets cold at night. response:	That's all right! If we turn on about 10 stoves, the pool will warm up!
context: Sure! We'll do our last big job here in New York,\and then live the easy life down around Miami.\Once we do, the word danger won't have anything to do with us!\Nothing to do with us!\We'll buy a big house,\and build a pool there, where we'll swim from morning until night.\But it gets cold at night.\That's all right! If we turn on about 10 stoves, the pool will warm up! response:	Incredible! Incredible!
context: and then live the easy life down around Miami.\Once we do, the word danger won't have anything to do with us!\Nothing to do with us!\We'll buy a big house,\and build a pool there, where we'll swim from morning until night.\But it gets cold at night.\That's all right! If we turn on about 10 stoves, the pool will warm up!\Incredible! Incredible! response:	Even an Arabian king couldn't turn on that many!
context: Once we do, the word danger won't have anything to do with us!\Nothing to do with us!\We'll buy a big house,\and build a pool there, where we'll swim from morning until night.\But it gets cold at night.\That's all right! If we turn on about 10 stoves, the pool will warm up!\Incredible! Incredible!\Even an Arabian king couldn't turn on that many! response:	And let's have a railroad that runs through our yard!
context: Nothing to do with us!\We'll buy a big house,\and build a pool there, where we'll swim from morning until night.\But it gets cold at night.\That's all right! If we turn on about 10 stoves, the pool will warm up!\Incredible! Incredible!\Even an Arabian king couldn't turn on that many!\And let's have a railroad that runs through our yard! response:	We'll ride a steam train from our house to our gate, every day!
context: We'll buy a big house,\and build a pool there, where we'll swim from morning until night.\But it gets cold at night.\That's all right! If we turn on about 10 stoves, the pool will warm up!\Incredible! Incredible!\Even an Arabian king couldn't turn on that many!\And let's have a railroad that runs through our yard!\We'll ride a steam train from our house to our gate, every day! response:	But are we really going to be that rich?
context: and build a pool there, where we'll swim from morning until night.\But it gets cold at night.\That's all right! If we turn on about 10 stoves, the pool will warm up!\Incredible! Incredible!\Even an Arabian king couldn't turn on that many!\And let's have a railroad that runs through our yard!\We'll ride a steam train from our house to our gate, every day!\But are we really going to be that rich? response:	Sure we will! As long as I'm with you, Miria, I could even be the president!
context: But it gets cold at night.\That's all right! If we turn on about 10 stoves, the pool will warm up!\Incredible! Incredible!\Even an Arabian king couldn't turn on that many!\And let's have a railroad that runs through our yard!\We'll ride a steam train from our house to our gate, every day!\But are we really going to be that rich?\Sure we will! As long as I'm with you, Miria, I could even be the president! response:	I could be a king, a queen, even a joker!
context: That's all right! If we turn on about 10 stoves, the pool will warm up!\Incredible! Incredible!\Even an Arabian king couldn't turn on that many!\And let's have a railroad that runs through our yard!\We'll ride a steam train from our house to our gate, every day!\But are we really going to be that rich?\Sure we will! As long as I'm with you, Miria, I could even be the president!\I could be a king, a queen, even a joker! response:	I don't know what that means, but it's incredible!
context: Incredible! Incredible!\Even an Arabian king couldn't turn on that many!\And let's have a railroad that runs through our yard!\We'll ride a steam train from our house to our gate, every day!\But are we really going to be that rich?\Sure we will! As long as I'm with you, Miria, I could even be the president!\I could be a king, a queen, even a joker!\I don't know what that means, but it's incredible! response:	So, who the hell are these white-suited guys?
context: Even an Arabian king couldn't turn on that many!\And let's have a railroad that runs through our yard!\We'll ride a steam train from our house to our gate, every day!\But are we really going to be that rich?\Sure we will! As long as I'm with you, Miria, I could even be the president!\I could be a king, a queen, even a joker!\I don't know what that means, but it's incredible!\So, who the hell are these white-suited guys? response:	I have absolutely no idea.
context: And let's have a railroad that runs through our yard!\We'll ride a steam train from our house to our gate, every day!\But are we really going to be that rich?\Sure we will! As long as I'm with you, Miria, I could even be the president!\I could be a king, a queen, even a joker!\I don't know what that means, but it's incredible!\So, who the hell are these white-suited guys?\I have absolutely no idea. response:	In any case, call back anyone who has their hands free.
context: We'll ride a steam train from our house to our gate, every day!\But are we really going to be that rich?\Sure we will! As long as I'm with you, Miria, I could even be the president!\I could be a king, a queen, even a joker!\I don't know what that means, but it's incredible!\So, who the hell are these white-suited guys?\I have absolutely no idea.\In any case, call back anyone who has their hands free. response:	Yes, sir.
context: But are we really going to be that rich?\Sure we will! As long as I'm with you, Miria, I could even be the president!\I could be a king, a queen, even a joker!\I don't know what that means, but it's incredible!\So, who the hell are these white-suited guys?\I have absolutely no idea.\In any case, call back anyone who has their hands free.\Yes, sir. response:	Should we think of this as another trial?
context: Sure we will! As long as I'm with you, Miria, I could even be the president!\I could be a king, a queen, even a joker!\I don't know what that means, but it's incredible!\So, who the hell are these white-suited guys?\I have absolutely no idea.\In any case, call back anyone who has their hands free.\Yes, sir.\Should we think of this as another trial? response:	I don't think we can arrive at that so easily.
context: I could be a king, a queen, even a joker!\I don't know what that means, but it's incredible!\So, who the hell are these white-suited guys?\I have absolutely no idea.\In any case, call back anyone who has their hands free.\Yes, sir.\Should we think of this as another trial?\I don't think we can arrive at that so easily. response:	Isn't that right, Guth- dono?
context: I don't know what that means, but it's incredible!\So, who the hell are these white-suited guys?\I have absolutely no idea.\In any case, call back anyone who has their hands free.\Yes, sir.\Should we think of this as another trial?\I don't think we can arrive at that so easily.\Isn't that right, Guth- dono? response:	Yeah. We can't get to the heights of where Master Huey is
context: So, who the hell are these white-suited guys?\I have absolutely no idea.\In any case, call back anyone who has their hands free.\Yes, sir.\Should we think of this as another trial?\I don't think we can arrive at that so easily.\Isn't that right, Guth- dono?\Yeah. We can't get to the heights of where Master Huey is response:	by taking normal routes, after all.
context: I have absolutely no idea.\In any case, call back anyone who has their hands free.\Yes, sir.\Should we think of this as another trial?\I don't think we can arrive at that so easily.\Isn't that right, Guth- dono?\Yeah. We can't get to the heights of where Master Huey is\by taking normal routes, after all. response:	Chane, where are you going?
context: In any case, call back anyone who has their hands free.\Yes, sir.\Should we think of this as another trial?\I don't think we can arrive at that so easily.\Isn't that right, Guth- dono?\Yeah. We can't get to the heights of where Master Huey is\by taking normal routes, after all.\Chane, where are you going? response:	You going to let her do that?
context: Yes, sir.\Should we think of this as another trial?\I don't think we can arrive at that so easily.\Isn't that right, Guth- dono?\Yeah. We can't get to the heights of where Master Huey is\by taking normal routes, after all.\Chane, where are you going?\You going to let her do that? response:	Leave her be.
context: Should we think of this as another trial?\I don't think we can arrive at that so easily.\Isn't that right, Guth- dono?\Yeah. We can't get to the heights of where Master Huey is\by taking normal routes, after all.\Chane, where are you going?\You going to let her do that?\Leave her be. response:	She will do what needs to be done. Besides,
context: I don't think we can arrive at that so easily.\Isn't that right, Guth- dono?\Yeah. We can't get to the heights of where Master Huey is\by taking normal routes, after all.\Chane, where are you going?\You going to let her do that?\Leave her be.\She will do what needs to be done. Besides, response:	she'll only live until tomorrow, anyway.
context: Isn't that right, Guth- dono?\Yeah. We can't get to the heights of where Master Huey is\by taking normal routes, after all.\Chane, where are you going?\You going to let her do that?\Leave her be.\She will do what needs to be done. Besides,\she'll only live until tomorrow, anyway. response:	Be careful. Why did you hit them?
context: Yeah. We can't get to the heights of where Master Huey is\by taking normal routes, after all.\Chane, where are you going?\You going to let her do that?\Leave her be.\She will do what needs to be done. Besides,\she'll only live until tomorrow, anyway.\Be careful. Why did you hit them? response:	I'm terribly sorry.
context: by taking normal routes, after all.\Chane, where are you going?\You going to let her do that?\Leave her be.\She will do what needs to be done. Besides,\she'll only live until tomorrow, anyway.\Be careful. Why did you hit them?\I'm terribly sorry. response:	They suddenly ran out into the street, and I couldn't brake in time.
context: Chane, where are you going?\You going to let her do that?\Leave her be.\She will do what needs to be done. Besides,\she'll only live until tomorrow, anyway.\Be careful. Why did you hit them?\I'm terribly sorry.\They suddenly ran out into the street, and I couldn't brake in time. response:	That hurts, you know! It's cowardly to hit someone by surprise! They suddenly ran out into the street, and I couldn't brake in time.
context: You going to let her do that?\Leave her be.\She will do what needs to be done. Besides,\she'll only live until tomorrow, anyway.\Be careful. Why did you hit them?\I'm terribly sorry.\They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise! They suddenly ran out into the street, and I couldn't brake in time. response:	That hurts, you know! It's cowardly to hit someone by surprise!
context: Leave her be.\She will do what needs to be done. Besides,\she'll only live until tomorrow, anyway.\Be careful. Why did you hit them?\I'm terribly sorry.\They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise! They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise! response:	Cowardly!
context: She will do what needs to be done. Besides,\she'll only live until tomorrow, anyway.\Be careful. Why did you hit them?\I'm terribly sorry.\They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise! They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise!\Cowardly! response:	Cowardly! They appear to still be alive.
context: she'll only live until tomorrow, anyway.\Be careful. Why did you hit them?\I'm terribly sorry.\They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise! They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise!\Cowardly!\Cowardly! They appear to still be alive. response:	They appear to still be alive.
context: Be careful. Why did you hit them?\I'm terribly sorry.\They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise! They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise!\Cowardly!\Cowardly! They appear to still be alive.\They appear to still be alive. response:	Hey, are you listening to me?! They appear to still be alive.
context: I'm terribly sorry.\They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise! They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise!\Cowardly!\Cowardly! They appear to still be alive.\They appear to still be alive.\Hey, are you listening to me?! They appear to still be alive. response:	Hey, are you listening to me?!
context: They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise! They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise!\Cowardly!\Cowardly! They appear to still be alive.\They appear to still be alive.\Hey, are you listening to me?! They appear to still be alive.\Hey, are you listening to me?! response:	Hey, are you listening to me?! Yes, our speed being as slow as it was...
context: That hurts, you know! It's cowardly to hit someone by surprise! They suddenly ran out into the street, and I couldn't brake in time.\That hurts, you know! It's cowardly to hit someone by surprise!\Cowardly!\Cowardly! They appear to still be alive.\They appear to still be alive.\Hey, are you listening to me?! They appear to still be alive.\Hey, are you listening to me?!\Hey, are you listening to me?! Yes, our speed being as slow as it was... response:	Yes, our speed being as slow as it was...
context: That hurts, you know! It's cowardly to hit someone by surprise!\Cowardly!\Cowardly! They appear to still be alive.\They appear to still be alive.\Hey, are you listening to me?! They appear to still be alive.\Hey, are you listening to me?!\Hey, are you listening to me?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was... response:	Are you listening?! Yes, our speed being as slow as it was...
context: Cowardly!\Cowardly! They appear to still be alive.\They appear to still be alive.\Hey, are you listening to me?! They appear to still be alive.\Hey, are you listening to me?!\Hey, are you listening to me?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Are you listening?! Yes, our speed being as slow as it was... response:	Yes, our speed being as slow as it was...
context: Cowardly! They appear to still be alive.\They appear to still be alive.\Hey, are you listening to me?! They appear to still be alive.\Hey, are you listening to me?!\Hey, are you listening to me?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Are you listening?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was... response:	Drive.
context: They appear to still be alive.\Hey, are you listening to me?! They appear to still be alive.\Hey, are you listening to me?!\Hey, are you listening to me?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Are you listening?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Drive. response:	Yes, sir.
context: Hey, are you listening to me?! They appear to still be alive.\Hey, are you listening to me?!\Hey, are you listening to me?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Are you listening?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Drive.\Yes, sir. response:	Hey, just a minute! Are you trying to get away?!
context: Hey, are you listening to me?!\Hey, are you listening to me?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Are you listening?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Drive.\Yes, sir.\Hey, just a minute! Are you trying to get away?! response:	Come back and fight fair!
context: Hey, are you listening to me?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Are you listening?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Drive.\Yes, sir.\Hey, just a minute! Are you trying to get away?!\Come back and fight fair! response:	Fight! Fight!
context: Yes, our speed being as slow as it was...\Are you listening?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Drive.\Yes, sir.\Hey, just a minute! Are you trying to get away?!\Come back and fight fair!\Fight! Fight! response:	I don't understand young folks these days.
context: Are you listening?! Yes, our speed being as slow as it was...\Yes, our speed being as slow as it was...\Drive.\Yes, sir.\Hey, just a minute! Are you trying to get away?!\Come back and fight fair!\Fight! Fight!\I don't understand young folks these days. response:	Although, I didn't understand what young folks
context: Yes, our speed being as slow as it was...\Drive.\Yes, sir.\Hey, just a minute! Are you trying to get away?!\Come back and fight fair!\Fight! Fight!\I don't understand young folks these days.\Although, I didn't understand what young folks response:	were thinking 200 years ago, either.
context: Drive.\Yes, sir.\Hey, just a minute! Are you trying to get away?!\Come back and fight fair!\Fight! Fight!\I don't understand young folks these days.\Although, I didn't understand what young folks\were thinking 200 years ago, either. response:	Maiza... Ever since that young pup went mad,
context: Yes, sir.\Hey, just a minute! Are you trying to get away?!\Come back and fight fair!\Fight! Fight!\I don't understand young folks these days.\Although, I didn't understand what young folks\were thinking 200 years ago, either.\Maiza... Ever since that young pup went mad, response:	I haven't trusted anyone younger than me.
context: Hey, just a minute! Are you trying to get away?!\Come back and fight fair!\Fight! Fight!\I don't understand young folks these days.\Although, I didn't understand what young folks\were thinking 200 years ago, either.\Maiza... Ever since that young pup went mad,\I haven't trusted anyone younger than me. response:	Szilard- sama, from your perspective,
context: Come back and fight fair!\Fight! Fight!\I don't understand young folks these days.\Although, I didn't understand what young folks\were thinking 200 years ago, either.\Maiza... Ever since that young pup went mad,\I haven't trusted anyone younger than me.\Szilard- sama, from your perspective, response:	all the people in the world are younger than you.
context: Fight! Fight!\I don't understand young folks these days.\Although, I didn't understand what young folks\were thinking 200 years ago, either.\Maiza... Ever since that young pup went mad,\I haven't trusted anyone younger than me.\Szilard- sama, from your perspective,\all the people in the world are younger than you. response:	So, Ladd, who are those black suits?
context: I don't understand young folks these days.\Although, I didn't understand what young folks\were thinking 200 years ago, either.\Maiza... Ever since that young pup went mad,\I haven't trusted anyone younger than me.\Szilard- sama, from your perspective,\all the people in the world are younger than you.\So, Ladd, who are those black suits? response:	They're a special treat. It's amazing.
context: Although, I didn't understand what young folks\were thinking 200 years ago, either.\Maiza... Ever since that young pup went mad,\I haven't trusted anyone younger than me.\Szilard- sama, from your perspective,\all the people in the world are younger than you.\So, Ladd, who are those black suits?\They're a special treat. It's amazing. response:	Each one of us gets to kill two or three of them.
context: were thinking 200 years ago, either.\Maiza... Ever since that young pup went mad,\I haven't trusted anyone younger than me.\Szilard- sama, from your perspective,\all the people in the world are younger than you.\So, Ladd, who are those black suits?\They're a special treat. It's amazing.\Each one of us gets to kill two or three of them. response:	What's more, they're all a bunch of slackers,
context: Maiza... Ever since that young pup went mad,\I haven't trusted anyone younger than me.\Szilard- sama, from your perspective,\all the people in the world are younger than you.\So, Ladd, who are those black suits?\They're a special treat. It's amazing.\Each one of us gets to kill two or three of them.\What's more, they're all a bunch of slackers, response:	who are completely convinced that they are superior.
context: I haven't trusted anyone younger than me.\Szilard- sama, from your perspective,\all the people in the world are younger than you.\So, Ladd, who are those black suits?\They're a special treat. It's amazing.\Each one of us gets to kill two or three of them.\What's more, they're all a bunch of slackers,\who are completely convinced that they are superior. response:	Now, then...
context: Szilard- sama, from your perspective,\all the people in the world are younger than you.\So, Ladd, who are those black suits?\They're a special treat. It's amazing.\Each one of us gets to kill two or three of them.\What's more, they're all a bunch of slackers,\who are completely convinced that they are superior.\Now, then... response:	It's risky for all of us to cluster together here, so split up.
context: all the people in the world are younger than you.\So, Ladd, who are those black suits?\They're a special treat. It's amazing.\Each one of us gets to kill two or three of them.\What's more, they're all a bunch of slackers,\who are completely convinced that they are superior.\Now, then...\It's risky for all of us to cluster together here, so split up. response:	I'll tell Lua and the others.
context: So, Ladd, who are those black suits?\They're a special treat. It's amazing.\Each one of us gets to kill two or three of them.\What's more, they're all a bunch of slackers,\who are completely convinced that they are superior.\Now, then...\It's risky for all of us to cluster together here, so split up.\I'll tell Lua and the others. response:	We'll get back together at an appropriate time.
context: They're a special treat. It's amazing.\Each one of us gets to kill two or three of them.\What's more, they're all a bunch of slackers,\who are completely convinced that they are superior.\Now, then...\It's risky for all of us to cluster together here, so split up.\I'll tell Lua and the others.\We'll get back together at an appropriate time. response:	When you all feel like you've let them have it, come back here.
context: Each one of us gets to kill two or three of them.\What's more, they're all a bunch of slackers,\who are completely convinced that they are superior.\Now, then...\It's risky for all of us to cluster together here, so split up.\I'll tell Lua and the others.\We'll get back together at an appropriate time.\When you all feel like you've let them have it, come back here. response:	Well, well, if it isn't Quates- sama.
context: What's more, they're all a bunch of slackers,\who are completely convinced that they are superior.\Now, then...\It's risky for all of us to cluster together here, so split up.\I'll tell Lua and the others.\We'll get back together at an appropriate time.\When you all feel like you've let them have it, come back here.\Well, well, if it isn't Quates- sama. response:	It has been too long.
context: who are completely convinced that they are superior.\Now, then...\It's risky for all of us to cluster together here, so split up.\I'll tell Lua and the others.\We'll get back together at an appropriate time.\When you all feel like you've let them have it, come back here.\Well, well, if it isn't Quates- sama.\It has been too long. response:	It's only been 20 years. That's not that long.
context: Now, then...\It's risky for all of us to cluster together here, so split up.\I'll tell Lua and the others.\We'll get back together at an appropriate time.\When you all feel like you've let them have it, come back here.\Well, well, if it isn't Quates- sama.\It has been too long.\It's only been 20 years. That's not that long. response:	Oh, Quates- sama!
context: It's risky for all of us to cluster together here, so split up.\I'll tell Lua and the others.\We'll get back together at an appropriate time.\When you all feel like you've let them have it, come back here.\Well, well, if it isn't Quates- sama.\It has been too long.\It's only been 20 years. That's not that long.\Oh, Quates- sama! response:	You're looking well.
context: I'll tell Lua and the others.\We'll get back together at an appropriate time.\When you all feel like you've let them have it, come back here.\Well, well, if it isn't Quates- sama.\It has been too long.\It's only been 20 years. That's not that long.\Oh, Quates- sama!\You're looking well. response:	You haven't changed at all.
context: We'll get back together at an appropriate time.\When you all feel like you've let them have it, come back here.\Well, well, if it isn't Quates- sama.\It has been too long.\It's only been 20 years. That's not that long.\Oh, Quates- sama!\You're looking well.\You haven't changed at all. response:	Where are Barnes and Sturgeon?
context: When you all feel like you've let them have it, come back here.\Well, well, if it isn't Quates- sama.\It has been too long.\It's only been 20 years. That's not that long.\Oh, Quates- sama!\You're looking well.\You haven't changed at all.\Where are Barnes and Sturgeon? response:	Barnes- sama is busy distilling.
context: Well, well, if it isn't Quates- sama.\It has been too long.\It's only been 20 years. That's not that long.\Oh, Quates- sama!\You're looking well.\You haven't changed at all.\Where are Barnes and Sturgeon?\Barnes- sama is busy distilling. response:	Sturgeon- sama passed away last year.
context: It has been too long.\It's only been 20 years. That's not that long.\Oh, Quates- sama!\You're looking well.\You haven't changed at all.\Where are Barnes and Sturgeon?\Barnes- sama is busy distilling.\Sturgeon- sama passed away last year. response:	I see. With that defective, unperfected product,
context: It's only been 20 years. That's not that long.\Oh, Quates- sama!\You're looking well.\You haven't changed at all.\Where are Barnes and Sturgeon?\Barnes- sama is busy distilling.\Sturgeon- sama passed away last year.\I see. With that defective, unperfected product, response:	you were unable to be given eternal souls.
context: Oh, Quates- sama!\You're looking well.\You haven't changed at all.\Where are Barnes and Sturgeon?\Barnes- sama is busy distilling.\Sturgeon- sama passed away last year.\I see. With that defective, unperfected product,\you were unable to be given eternal souls. response:	Sturgeon couldn't help but grow old and infirm.
context: You're looking well.\You haven't changed at all.\Where are Barnes and Sturgeon?\Barnes- sama is busy distilling.\Sturgeon- sama passed away last year.\I see. With that defective, unperfected product,\you were unable to be given eternal souls.\Sturgeon couldn't help but grow old and infirm. response:	If he could have held out for one more year, he could have been here today.
context: You haven't changed at all.\Where are Barnes and Sturgeon?\Barnes- sama is busy distilling.\Sturgeon- sama passed away last year.\I see. With that defective, unperfected product,\you were unable to be given eternal souls.\Sturgeon couldn't help but grow old and infirm.\If he could have held out for one more year, he could have been here today. response:	Since your fear of sudden death is gone,
context: Where are Barnes and Sturgeon?\Barnes- sama is busy distilling.\Sturgeon- sama passed away last year.\I see. With that defective, unperfected product,\you were unable to be given eternal souls.\Sturgeon couldn't help but grow old and infirm.\If he could have held out for one more year, he could have been here today.\Since your fear of sudden death is gone, response:	your fear of aging must be somewhat extraordinary.
context: Barnes- sama is busy distilling.\Sturgeon- sama passed away last year.\I see. With that defective, unperfected product,\you were unable to be given eternal souls.\Sturgeon couldn't help but grow old and infirm.\If he could have held out for one more year, he could have been here today.\Since your fear of sudden death is gone,\your fear of aging must be somewhat extraordinary. response:	But that ends today.
context: Sturgeon- sama passed away last year.\I see. With that defective, unperfected product,\you were unable to be given eternal souls.\Sturgeon couldn't help but grow old and infirm.\If he could have held out for one more year, he could have been here today.\Since your fear of sudden death is gone,\your fear of aging must be somewhat extraordinary.\But that ends today. response:	At last, we have succeeded in producing a completed product,
context: I see. With that defective, unperfected product,\you were unable to be given eternal souls.\Sturgeon couldn't help but grow old and infirm.\If he could have held out for one more year, he could have been here today.\Since your fear of sudden death is gone,\your fear of aging must be somewhat extraordinary.\But that ends today.\At last, we have succeeded in producing a completed product, response:	the perfect grand panacea.
context: you were unable to be given eternal souls.\Sturgeon couldn't help but grow old and infirm.\If he could have held out for one more year, he could have been here today.\Since your fear of sudden death is gone,\your fear of aging must be somewhat extraordinary.\But that ends today.\At last, we have succeeded in producing a completed product,\the perfect grand panacea. response:	Does Barnes have the finished product?
