context: Hey, they're broken? But I hid them! response:	I guess they dried up?
context: I got her a gift, too.\It would be a shame to let it go to waste... Uh-huh.\I'm her accompanist, so it's only natural that I'd go see her.\Coming and going... I'm always searching for an excuse.\Kaori Miyazono\And so she's totally soaked, from head to toe!\And then Nakamura from Class 2, see,\he's laughing so hard he's got snot dripping from his nose! response:	No way!
context: It would be a shame to let it go to waste... Uh-huh.\I'm her accompanist, so it's only natural that I'd go see her.\Coming and going... I'm always searching for an excuse.\Kaori Miyazono\And so she's totally soaked, from head to toe!\And then Nakamura from Class 2, see,\he's laughing so hard he's got snot dripping from his nose!\No way! response:	And then I burst into laughter, too, so hard that I had a little drip going, too. Of snot!
context: I'm her accompanist, so it's only natural that I'd go see her.\Coming and going... I'm always searching for an excuse.\Kaori Miyazono\And so she's totally soaked, from head to toe!\And then Nakamura from Class 2, see,\he's laughing so hard he's got snot dripping from his nose!\No way!\And then I burst into laughter, too, so hard that I had a little drip going, too. Of snot! response:	What are you thinking, bringing caneles to the daughter of a cake shop owner?
context: Coming and going... I'm always searching for an excuse.\Kaori Miyazono\And so she's totally soaked, from head to toe!\And then Nakamura from Class 2, see,\he's laughing so hard he's got snot dripping from his nose!\No way!\And then I burst into laughter, too, so hard that I had a little drip going, too. Of snot!\What are you thinking, bringing caneles to the daughter of a cake shop owner? response:	Thank goodness I didn't give them to her.
context: Kaori Miyazono\And so she's totally soaked, from head to toe!\And then Nakamura from Class 2, see,\he's laughing so hard he's got snot dripping from his nose!\No way!\And then I burst into laughter, too, so hard that I had a little drip going, too. Of snot!\What are you thinking, bringing caneles to the daughter of a cake shop owner?\Thank goodness I didn't give them to her. response:	I'm such an idiot.
context: And so she's totally soaked, from head to toe!\And then Nakamura from Class 2, see,\he's laughing so hard he's got snot dripping from his nose!\No way!\And then I burst into laughter, too, so hard that I had a little drip going, too. Of snot!\What are you thinking, bringing caneles to the daughter of a cake shop owner?\Thank goodness I didn't give them to her.\I'm such an idiot. response:	Who's this?
context: And then Nakamura from Class 2, see,\he's laughing so hard he's got snot dripping from his nose!\No way!\And then I burst into laughter, too, so hard that I had a little drip going, too. Of snot!\What are you thinking, bringing caneles to the daughter of a cake shop owner?\Thank goodness I didn't give them to her.\I'm such an idiot.\Who's this? response:	You're so heartless!
context: he's laughing so hard he's got snot dripping from his nose!\No way!\And then I burst into laughter, too, so hard that I had a little drip going, too. Of snot!\What are you thinking, bringing caneles to the daughter of a cake shop owner?\Thank goodness I didn't give them to her.\I'm such an idiot.\Who's this?\You're so heartless! response:	Watari-kun's always coming to see me, so why don't you ever show up?
context: No way!\And then I burst into laughter, too, so hard that I had a little drip going, too. Of snot!\What are you thinking, bringing caneles to the daughter of a cake shop owner?\Thank goodness I didn't give them to her.\I'm such an idiot.\Who's this?\You're so heartless!\Watari-kun's always coming to see me, so why don't you ever show up? response:	Monster!
context: And then I burst into laughter, too, so hard that I had a little drip going, too. Of snot!\What are you thinking, bringing caneles to the daughter of a cake shop owner?\Thank goodness I didn't give them to her.\I'm such an idiot.\Who's this?\You're so heartless!\Watari-kun's always coming to see me, so why don't you ever show up?\Monster! response:	Huh? How...? I never gave you my number
context: What are you thinking, bringing caneles to the daughter of a cake shop owner?\Thank goodness I didn't give them to her.\I'm such an idiot.\Who's this?\You're so heartless!\Watari-kun's always coming to see me, so why don't you ever show up?\Monster!\Huh? How...? I never gave you my number response:	I was just thinking that I hadn't heard your voice lately.
context: Thank goodness I didn't give them to her.\I'm such an idiot.\Who's this?\You're so heartless!\Watari-kun's always coming to see me, so why don't you ever show up?\Monster!\Huh? How...? I never gave you my number\I was just thinking that I hadn't heard your voice lately. response:	Hey, you're eating something, aren't you?
context: I'm such an idiot.\Who's this?\You're so heartless!\Watari-kun's always coming to see me, so why don't you ever show up?\Monster!\Huh? How...? I never gave you my number\I was just thinking that I hadn't heard your voice lately.\Hey, you're eating something, aren't you? response:	Yeah. A canele.
context: Who's this?\You're so heartless!\Watari-kun's always coming to see me, so why don't you ever show up?\Monster!\Huh? How...? I never gave you my number\I was just thinking that I hadn't heard your voice lately.\Hey, you're eating something, aren't you?\Yeah. A canele. response:	Lucky you! I wish I could have a canele.
context: You're so heartless!\Watari-kun's always coming to see me, so why don't you ever show up?\Monster!\Huh? How...? I never gave you my number\I was just thinking that I hadn't heard your voice lately.\Hey, you're eating something, aren't you?\Yeah. A canele.\Lucky you! I wish I could have a canele. response:	I'll bring some to you sometime.
context: Watari-kun's always coming to see me, so why don't you ever show up?\Monster!\Huh? How...? I never gave you my number\I was just thinking that I hadn't heard your voice lately.\Hey, you're eating something, aren't you?\Yeah. A canele.\Lucky you! I wish I could have a canele.\I'll bring some to you sometime. response:	Really? That's a promise, all right?
context: Monster!\Huh? How...? I never gave you my number\I was just thinking that I hadn't heard your voice lately.\Hey, you're eating something, aren't you?\Yeah. A canele.\Lucky you! I wish I could have a canele.\I'll bring some to you sometime.\Really? That's a promise, all right? response:	Sure.
context: Huh? How...? I never gave you my number\I was just thinking that I hadn't heard your voice lately.\Hey, you're eating something, aren't you?\Yeah. A canele.\Lucky you! I wish I could have a canele.\I'll bring some to you sometime.\Really? That's a promise, all right?\Sure. response:	You're just like a cat.
context: I was just thinking that I hadn't heard your voice lately.\Hey, you're eating something, aren't you?\Yeah. A canele.\Lucky you! I wish I could have a canele.\I'll bring some to you sometime.\Really? That's a promise, all right?\Sure.\You're just like a cat. response:	If I approach you, you turn tail and head off, far away.
context: Hey, you're eating something, aren't you?\Yeah. A canele.\Lucky you! I wish I could have a canele.\I'll bring some to you sometime.\Really? That's a promise, all right?\Sure.\You're just like a cat.\If I approach you, you turn tail and head off, far away. response:	When you're hurt, you get all playful, as if you were trying to share your pain.
context: Yeah. A canele.\Lucky you! I wish I could have a canele.\I'll bring some to you sometime.\Really? That's a promise, all right?\Sure.\You're just like a cat.\If I approach you, you turn tail and head off, far away.\When you're hurt, you get all playful, as if you were trying to share your pain. response:	That's why... I feel so much love for you.
context: Lucky you! I wish I could have a canele.\I'll bring some to you sometime.\Really? That's a promise, all right?\Sure.\You're just like a cat.\If I approach you, you turn tail and head off, far away.\When you're hurt, you get all playful, as if you were trying to share your pain.\That's why... I feel so much love for you. response:	I'd like to have my dad's caneles.
context: I'll bring some to you sometime.\Really? That's a promise, all right?\Sure.\You're just like a cat.\If I approach you, you turn tail and head off, far away.\When you're hurt, you get all playful, as if you were trying to share your pain.\That's why... I feel so much love for you.\I'd like to have my dad's caneles. response:	Okay.
context: Really? That's a promise, all right?\Sure.\You're just like a cat.\If I approach you, you turn tail and head off, far away.\When you're hurt, you get all playful, as if you were trying to share your pain.\That's why... I feel so much love for you.\I'd like to have my dad's caneles.\Okay. response:	Promise me, okay?
context: Sure.\You're just like a cat.\If I approach you, you turn tail and head off, far away.\When you're hurt, you get all playful, as if you were trying to share your pain.\That's why... I feel so much love for you.\I'd like to have my dad's caneles.\Okay.\Promise me, okay? response:	Sure.
context: You're just like a cat.\If I approach you, you turn tail and head off, far away.\When you're hurt, you get all playful, as if you were trying to share your pain.\That's why... I feel so much love for you.\I'd like to have my dad's caneles.\Okay.\Promise me, okay?\Sure. response:	A canele eaten at night has a slightly bitter, gentle taste.
context: If I approach you, you turn tail and head off, far away.\When you're hurt, you get all playful, as if you were trying to share your pain.\That's why... I feel so much love for you.\I'd like to have my dad's caneles.\Okay.\Promise me, okay?\Sure.\A canele eaten at night has a slightly bitter, gentle taste. response:	Hmm... Just as I thought.
context: When you're hurt, you get all playful, as if you were trying to share your pain.\That's why... I feel so much love for you.\I'd like to have my dad's caneles.\Okay.\Promise me, okay?\Sure.\A canele eaten at night has a slightly bitter, gentle taste.\Hmm... Just as I thought. response:	I thought her face looked familiar.
context: That's why... I feel so much love for you.\I'd like to have my dad's caneles.\Okay.\Promise me, okay?\Sure.\A canele eaten at night has a slightly bitter, gentle taste.\Hmm... Just as I thought.\I thought her face looked familiar. response:	Nous... Nous... Canele... Canele... Nous, nous...
context: I'd like to have my dad's caneles.\Okay.\Promise me, okay?\Sure.\A canele eaten at night has a slightly bitter, gentle taste.\Hmm... Just as I thought.\I thought her face looked familiar.\Nous... Nous... Canele... Canele... Nous, nous... response:	Huh?
context: Okay.\Promise me, okay?\Sure.\A canele eaten at night has a slightly bitter, gentle taste.\Hmm... Just as I thought.\I thought her face looked familiar.\Nous... Nous... Canele... Canele... Nous, nous...\Huh? response:	Huh?
context: Promise me, okay?\Sure.\A canele eaten at night has a slightly bitter, gentle taste.\Hmm... Just as I thought.\I thought her face looked familiar.\Nous... Nous... Canele... Canele... Nous, nous...\Huh?\Huh? response:	Huh?
context: Sure.\A canele eaten at night has a slightly bitter, gentle taste.\Hmm... Just as I thought.\I thought her face looked familiar.\Nous... Nous... Canele... Canele... Nous, nous...\Huh?\Huh?\Huh? response:	Stand up! Stand up! You're my legs, aren't you?
context: A canele eaten at night has a slightly bitter, gentle taste.\Hmm... Just as I thought.\I thought her face looked familiar.\Nous... Nous... Canele... Canele... Nous, nous...\Huh?\Huh?\Huh?\Stand up! Stand up! You're my legs, aren't you? response:	Stand up! Come on, stand up! Stand!
context: Hmm... Just as I thought.\I thought her face looked familiar.\Nous... Nous... Canele... Canele... Nous, nous...\Huh?\Huh?\Huh?\Stand up! Stand up! You're my legs, aren't you?\Stand up! Come on, stand up! Stand! response:	Liar
context: I thought her face looked familiar.\Nous... Nous... Canele... Canele... Nous, nous...\Huh?\Huh?\Huh?\Stand up! Stand up! You're my legs, aren't you?\Stand up! Come on, stand up! Stand!\Liar response:	Episode 16 Two of a Kind
context: Nous... Nous... Canele... Canele... Nous, nous...\Huh?\Huh?\Huh?\Stand up! Stand up! You're my legs, aren't you?\Stand up! Come on, stand up! Stand!\Liar\Episode 16 Two of a Kind response:	Watch Again Next Week!
