context: Interviews with Monster Girls response:	Demi-chans Want to Try
context: This looks correct.\Here are the ones I've finished reading.\Got them.\I truly thank you, Yuki-chan.\We are kindred spirits, after all!\Excuse me.\Control, huh?\You want to control your snow woman attributes? response:	Yes.
context: Here are the ones I've finished reading.\Got them.\I truly thank you, Yuki-chan.\We are kindred spirits, after all!\Excuse me.\Control, huh?\You want to control your snow woman attributes?\Yes. response:	I think it would be nice if I could generate cold air voluntarily.
context: Got them.\I truly thank you, Yuki-chan.\We are kindred spirits, after all!\Excuse me.\Control, huh?\You want to control your snow woman attributes?\Yes.\I think it would be nice if I could generate cold air voluntarily. response:	I've always thought it was strange
context: I truly thank you, Yuki-chan.\We are kindred spirits, after all!\Excuse me.\Control, huh?\You want to control your snow woman attributes?\Yes.\I think it would be nice if I could generate cold air voluntarily.\I've always thought it was strange response:	to have to worry about overheating, since I can create cold air.
context: We are kindred spirits, after all!\Excuse me.\Control, huh?\You want to control your snow woman attributes?\Yes.\I think it would be nice if I could generate cold air voluntarily.\I've always thought it was strange\to have to worry about overheating, since I can create cold air. response:	I see your point.
context: Excuse me.\Control, huh?\You want to control your snow woman attributes?\Yes.\I think it would be nice if I could generate cold air voluntarily.\I've always thought it was strange\to have to worry about overheating, since I can create cold air.\I see your point. response:	Well, it is almost summer.
context: Control, huh?\You want to control your snow woman attributes?\Yes.\I think it would be nice if I could generate cold air voluntarily.\I've always thought it was strange\to have to worry about overheating, since I can create cold air.\I see your point.\Well, it is almost summer. response:	Why don't you try?
context: You want to control your snow woman attributes?\Yes.\I think it would be nice if I could generate cold air voluntarily.\I've always thought it was strange\to have to worry about overheating, since I can create cold air.\I see your point.\Well, it is almost summer.\Why don't you try? response:	This kind of brings back memories.
context: Yes.\I think it would be nice if I could generate cold air voluntarily.\I've always thought it was strange\to have to worry about overheating, since I can create cold air.\I see your point.\Well, it is almost summer.\Why don't you try?\This kind of brings back memories. response:	Sort of like going back to square one, huh?
context: I think it would be nice if I could generate cold air voluntarily.\I've always thought it was strange\to have to worry about overheating, since I can create cold air.\I see your point.\Well, it is almost summer.\Why don't you try?\This kind of brings back memories.\Sort of like going back to square one, huh? response:	To review,
context: I've always thought it was strange\to have to worry about overheating, since I can create cold air.\I see your point.\Well, it is almost summer.\Why don't you try?\This kind of brings back memories.\Sort of like going back to square one, huh?\To review, response:	snow women's unique traits come from negative emotion.
context: to have to worry about overheating, since I can create cold air.\I see your point.\Well, it is almost summer.\Why don't you try?\This kind of brings back memories.\Sort of like going back to square one, huh?\To review,\snow women's unique traits come from negative emotion. response:	The cold sweat from nerves or stress,
context: I see your point.\Well, it is almost summer.\Why don't you try?\This kind of brings back memories.\Sort of like going back to square one, huh?\To review,\snow women's unique traits come from negative emotion.\The cold sweat from nerves or stress, response:	as well as tears you shed when sad, become ice.
context: Well, it is almost summer.\Why don't you try?\This kind of brings back memories.\Sort of like going back to square one, huh?\To review,\snow women's unique traits come from negative emotion.\The cold sweat from nerves or stress,\as well as tears you shed when sad, become ice. response:	And when you're very depressed, you generate cold air, right?
context: Why don't you try?\This kind of brings back memories.\Sort of like going back to square one, huh?\To review,\snow women's unique traits come from negative emotion.\The cold sweat from nerves or stress,\as well as tears you shed when sad, become ice.\And when you're very depressed, you generate cold air, right? response:	Right!
context: This kind of brings back memories.\Sort of like going back to square one, huh?\To review,\snow women's unique traits come from negative emotion.\The cold sweat from nerves or stress,\as well as tears you shed when sad, become ice.\And when you're very depressed, you generate cold air, right?\Right! response:	We can save the intricate control for later.
context: Sort of like going back to square one, huh?\To review,\snow women's unique traits come from negative emotion.\The cold sweat from nerves or stress,\as well as tears you shed when sad, become ice.\And when you're very depressed, you generate cold air, right?\Right!\We can save the intricate control for later. response:	For now, let's work on generating your own cold air.
context: To review,\snow women's unique traits come from negative emotion.\The cold sweat from nerves or stress,\as well as tears you shed when sad, become ice.\And when you're very depressed, you generate cold air, right?\Right!\We can save the intricate control for later.\For now, let's work on generating your own cold air. response:	Right.
context: snow women's unique traits come from negative emotion.\The cold sweat from nerves or stress,\as well as tears you shed when sad, become ice.\And when you're very depressed, you generate cold air, right?\Right!\We can save the intricate control for later.\For now, let's work on generating your own cold air.\Right. response:	You may work up a cold sweat doing this,
context: The cold sweat from nerves or stress,\as well as tears you shed when sad, become ice.\And when you're very depressed, you generate cold air, right?\Right!\We can save the intricate control for later.\For now, let's work on generating your own cold air.\Right.\You may work up a cold sweat doing this, response:	so we'll catch it in the basin.
context: as well as tears you shed when sad, become ice.\And when you're very depressed, you generate cold air, right?\Right!\We can save the intricate control for later.\For now, let's work on generating your own cold air.\Right.\You may work up a cold sweat doing this,\so we'll catch it in the basin. response:	Then, what should I do, specifically?
context: And when you're very depressed, you generate cold air, right?\Right!\We can save the intricate control for later.\For now, let's work on generating your own cold air.\Right.\You may work up a cold sweat doing this,\so we'll catch it in the basin.\Then, what should I do, specifically? response:	Hmm... You can generate cold air when sad,
context: Right!\We can save the intricate control for later.\For now, let's work on generating your own cold air.\Right.\You may work up a cold sweat doing this,\so we'll catch it in the basin.\Then, what should I do, specifically?\Hmm... You can generate cold air when sad, response:	but you want to be able to do so without being sad...
context: We can save the intricate control for later.\For now, let's work on generating your own cold air.\Right.\You may work up a cold sweat doing this,\so we'll catch it in the basin.\Then, what should I do, specifically?\Hmm... You can generate cold air when sad,\but you want to be able to do so without being sad... response:	Why not try pretending?
context: For now, let's work on generating your own cold air.\Right.\You may work up a cold sweat doing this,\so we'll catch it in the basin.\Then, what should I do, specifically?\Hmm... You can generate cold air when sad,\but you want to be able to do so without being sad...\Why not try pretending? response:	Pretending?
context: Right.\You may work up a cold sweat doing this,\so we'll catch it in the basin.\Then, what should I do, specifically?\Hmm... You can generate cold air when sad,\but you want to be able to do so without being sad...\Why not try pretending?\Pretending? response:	In other words, acting.
context: You may work up a cold sweat doing this,\so we'll catch it in the basin.\Then, what should I do, specifically?\Hmm... You can generate cold air when sad,\but you want to be able to do so without being sad...\Why not try pretending?\Pretending?\In other words, acting. response:	To learn if you can create cold air with artificial negative emotion.
context: so we'll catch it in the basin.\Then, what should I do, specifically?\Hmm... You can generate cold air when sad,\but you want to be able to do so without being sad...\Why not try pretending?\Pretending?\In other words, acting.\To learn if you can create cold air with artificial negative emotion. response:	Acting? So I should act like I'm sad?
context: Then, what should I do, specifically?\Hmm... You can generate cold air when sad,\but you want to be able to do so without being sad...\Why not try pretending?\Pretending?\In other words, acting.\To learn if you can create cold air with artificial negative emotion.\Acting? So I should act like I'm sad? response:	Yeah, like...
context: Hmm... You can generate cold air when sad,\but you want to be able to do so without being sad...\Why not try pretending?\Pretending?\In other words, acting.\To learn if you can create cold air with artificial negative emotion.\Acting? So I should act like I'm sad?\Yeah, like... response:	Ah, something has happened to Hikari and Machi.
context: but you want to be able to do so without being sad...\Why not try pretending?\Pretending?\In other words, acting.\To learn if you can create cold air with artificial negative emotion.\Acting? So I should act like I'm sad?\Yeah, like...\Ah, something has happened to Hikari and Machi. response:	Create something like that.
context: Why not try pretending?\Pretending?\In other words, acting.\To learn if you can create cold air with artificial negative emotion.\Acting? So I should act like I'm sad?\Yeah, like...\Ah, something has happened to Hikari and Machi.\Create something like that. response:	Ah... U-Um...
context: Pretending?\In other words, acting.\To learn if you can create cold air with artificial negative emotion.\Acting? So I should act like I'm sad?\Yeah, like...\Ah, something has happened to Hikari and Machi.\Create something like that.\Ah... U-Um... response:	Darn it... How dare you do that to them?!
context: In other words, acting.\To learn if you can create cold air with artificial negative emotion.\Acting? So I should act like I'm sad?\Yeah, like...\Ah, something has happened to Hikari and Machi.\Create something like that.\Ah... U-Um...\Darn it... How dare you do that to them?! response:	I'm so sad!
context: To learn if you can create cold air with artificial negative emotion.\Acting? So I should act like I'm sad?\Yeah, like...\Ah, something has happened to Hikari and Machi.\Create something like that.\Ah... U-Um...\Darn it... How dare you do that to them?!\I'm so sad! response:	What the heck is that?
context: Acting? So I should act like I'm sad?\Yeah, like...\Ah, something has happened to Hikari and Machi.\Create something like that.\Ah... U-Um...\Darn it... How dare you do that to them?!\I'm so sad!\What the heck is that? response:	How can this be? How can this be?
context: Yeah, like...\Ah, something has happened to Hikari and Machi.\Create something like that.\Ah... U-Um...\Darn it... How dare you do that to them?!\I'm so sad!\What the heck is that?\How can this be? How can this be? response:	Wait, I shouldn't laugh. That's rude.
context: Ah, something has happened to Hikari and Machi.\Create something like that.\Ah... U-Um...\Darn it... How dare you do that to them?!\I'm so sad!\What the heck is that?\How can this be? How can this be?\Wait, I shouldn't laugh. That's rude. response:	Yuki's serious about this.
context: Create something like that.\Ah... U-Um...\Darn it... How dare you do that to them?!\I'm so sad!\What the heck is that?\How can this be? How can this be?\Wait, I shouldn't laugh. That's rude.\Yuki's serious about this. response:	Curse you!
context: Ah... U-Um...\Darn it... How dare you do that to them?!\I'm so sad!\What the heck is that?\How can this be? How can this be?\Wait, I shouldn't laugh. That's rude.\Yuki's serious about this.\Curse you! response:	That's a convincing act!
context: Darn it... How dare you do that to them?!\I'm so sad!\What the heck is that?\How can this be? How can this be?\Wait, I shouldn't laugh. That's rude.\Yuki's serious about this.\Curse you!\That's a convincing act! response:	At this rate, she might learn a new ability.
context: I'm so sad!\What the heck is that?\How can this be? How can this be?\Wait, I shouldn't laugh. That's rude.\Yuki's serious about this.\Curse you!\That's a convincing act!\At this rate, she might learn a new ability. response:	I'm so sad! It hurts so much!
context: What the heck is that?\How can this be? How can this be?\Wait, I shouldn't laugh. That's rude.\Yuki's serious about this.\Curse you!\That's a convincing act!\At this rate, she might learn a new ability.\I'm so sad! It hurts so much! response:	An ability, huh?
context: How can this be? How can this be?\Wait, I shouldn't laugh. That's rude.\Yuki's serious about this.\Curse you!\That's a convincing act!\At this rate, she might learn a new ability.\I'm so sad! It hurts so much!\An ability, huh? response:	Biologically, it's impossible for a snow woman's bodily fluids
context: Wait, I shouldn't laugh. That's rude.\Yuki's serious about this.\Curse you!\That's a convincing act!\At this rate, she might learn a new ability.\I'm so sad! It hurts so much!\An ability, huh?\Biologically, it's impossible for a snow woman's bodily fluids response:	to be near freezing, just because she has a low body temperature.
context: Yuki's serious about this.\Curse you!\That's a convincing act!\At this rate, she might learn a new ability.\I'm so sad! It hurts so much!\An ability, huh?\Biologically, it's impossible for a snow woman's bodily fluids\to be near freezing, just because she has a low body temperature. response:	When she experiences negative emotion,
context: Curse you!\That's a convincing act!\At this rate, she might learn a new ability.\I'm so sad! It hurts so much!\An ability, huh?\Biologically, it's impossible for a snow woman's bodily fluids\to be near freezing, just because she has a low body temperature.\When she experiences negative emotion, response:	Something Something
context: That's a convincing act!\At this rate, she might learn a new ability.\I'm so sad! It hurts so much!\An ability, huh?\Biologically, it's impossible for a snow woman's bodily fluids\to be near freezing, just because she has a low body temperature.\When she experiences negative emotion,\Something Something response:	something acts on her cold sweat at the moment it leaves her body, freezing it.
context: At this rate, she might learn a new ability.\I'm so sad! It hurts so much!\An ability, huh?\Biologically, it's impossible for a snow woman's bodily fluids\to be near freezing, just because she has a low body temperature.\When she experiences negative emotion,\Something Something\something acts on her cold sweat at the moment it leaves her body, freezing it. response:	Something Something Tears Sweat
context: I'm so sad! It hurts so much!\An ability, huh?\Biologically, it's impossible for a snow woman's bodily fluids\to be near freezing, just because she has a low body temperature.\When she experiences negative emotion,\Something Something\something acts on her cold sweat at the moment it leaves her body, freezing it.\Something Something Tears Sweat response:	Generation of cold air must also be a result of freezing the air around her.
context: An ability, huh?\Biologically, it's impossible for a snow woman's bodily fluids\to be near freezing, just because she has a low body temperature.\When she experiences negative emotion,\Something Something\something acts on her cold sweat at the moment it leaves her body, freezing it.\Something Something Tears Sweat\Generation of cold air must also be a result of freezing the air around her. response:	Something Something Air Tears Air Sweat
context: Biologically, it's impossible for a snow woman's bodily fluids\to be near freezing, just because she has a low body temperature.\When she experiences negative emotion,\Something Something\something acts on her cold sweat at the moment it leaves her body, freezing it.\Something Something Tears Sweat\Generation of cold air must also be a result of freezing the air around her.\Something Something Air Tears Air Sweat response:	But what is that something?
context: to be near freezing, just because she has a low body temperature.\When she experiences negative emotion,\Something Something\something acts on her cold sweat at the moment it leaves her body, freezing it.\Something Something Tears Sweat\Generation of cold air must also be a result of freezing the air around her.\Something Something Air Tears Air Sweat\But what is that something? response:	Negative emotion implies volition.
context: When she experiences negative emotion,\Something Something\something acts on her cold sweat at the moment it leaves her body, freezing it.\Something Something Tears Sweat\Generation of cold air must also be a result of freezing the air around her.\Something Something Air Tears Air Sweat\But what is that something?\Negative emotion implies volition. response:	Wait, if it's possible to define volition physically,
context: Something Something\something acts on her cold sweat at the moment it leaves her body, freezing it.\Something Something Tears Sweat\Generation of cold air must also be a result of freezing the air around her.\Something Something Air Tears Air Sweat\But what is that something?\Negative emotion implies volition.\Wait, if it's possible to define volition physically, response:	Curse you!
context: something acts on her cold sweat at the moment it leaves her body, freezing it.\Something Something Tears Sweat\Generation of cold air must also be a result of freezing the air around her.\Something Something Air Tears Air Sweat\But what is that something?\Negative emotion implies volition.\Wait, if it's possible to define volition physically,\Curse you! response:	that would also explain how a succubus's aphrodisiac effect
context: Something Something Tears Sweat\Generation of cold air must also be a result of freezing the air around her.\Something Something Air Tears Air Sweat\But what is that something?\Negative emotion implies volition.\Wait, if it's possible to define volition physically,\Curse you!\that would also explain how a succubus's aphrodisiac effect response:	Curse... Curse you!
context: Generation of cold air must also be a result of freezing the air around her.\Something Something Air Tears Air Sweat\But what is that something?\Negative emotion implies volition.\Wait, if it's possible to define volition physically,\Curse you!\that would also explain how a succubus's aphrodisiac effect\Curse... Curse you! response:	influences the volition of others.
context: Something Something Air Tears Air Sweat\But what is that something?\Negative emotion implies volition.\Wait, if it's possible to define volition physically,\Curse you!\that would also explain how a succubus's aphrodisiac effect\Curse... Curse you!\influences the volition of others. response:	I'd like to check with Satou-sensei on that...
context: But what is that something?\Negative emotion implies volition.\Wait, if it's possible to define volition physically,\Curse you!\that would also explain how a succubus's aphrodisiac effect\Curse... Curse you!\influences the volition of others.\I'd like to check with Satou-sensei on that... response:	I wish... I wish you'd notice right about now
context: Negative emotion implies volition.\Wait, if it's possible to define volition physically,\Curse you!\that would also explain how a succubus's aphrodisiac effect\Curse... Curse you!\influences the volition of others.\I'd like to check with Satou-sensei on that...\I wish... I wish you'd notice right about now response:	how embarrassing this whole scenario is.
context: Wait, if it's possible to define volition physically,\Curse you!\that would also explain how a succubus's aphrodisiac effect\Curse... Curse you!\influences the volition of others.\I'd like to check with Satou-sensei on that...\I wish... I wish you'd notice right about now\how embarrassing this whole scenario is. response:	I forgot. When we ask him for help on demi matters,
context: Curse you!\that would also explain how a succubus's aphrodisiac effect\Curse... Curse you!\influences the volition of others.\I'd like to check with Satou-sensei on that...\I wish... I wish you'd notice right about now\how embarrassing this whole scenario is.\I forgot. When we ask him for help on demi matters, response:	Takahashi-sensei becomes so engrossed,
context: that would also explain how a succubus's aphrodisiac effect\Curse... Curse you!\influences the volition of others.\I'd like to check with Satou-sensei on that...\I wish... I wish you'd notice right about now\how embarrassing this whole scenario is.\I forgot. When we ask him for help on demi matters,\Takahashi-sensei becomes so engrossed, response:	his sense of delicacy stops working.
context: Curse... Curse you!\influences the volition of others.\I'd like to check with Satou-sensei on that...\I wish... I wish you'd notice right about now\how embarrassing this whole scenario is.\I forgot. When we ask him for help on demi matters,\Takahashi-sensei becomes so engrossed,\his sense of delicacy stops working. response:	Takahashi-sensei, can I stop now?
context: influences the volition of others.\I'd like to check with Satou-sensei on that...\I wish... I wish you'd notice right about now\how embarrassing this whole scenario is.\I forgot. When we ask him for help on demi matters,\Takahashi-sensei becomes so engrossed,\his sense of delicacy stops working.\Takahashi-sensei, can I stop now? response:	Huh? Oh, yeah.
context: I'd like to check with Satou-sensei on that...\I wish... I wish you'd notice right about now\how embarrassing this whole scenario is.\I forgot. When we ask him for help on demi matters,\Takahashi-sensei becomes so engrossed,\his sense of delicacy stops working.\Takahashi-sensei, can I stop now?\Huh? Oh, yeah. response:	Hmm, I don't feel any cold air.
context: I wish... I wish you'd notice right about now\how embarrassing this whole scenario is.\I forgot. When we ask him for help on demi matters,\Takahashi-sensei becomes so engrossed,\his sense of delicacy stops working.\Takahashi-sensei, can I stop now?\Huh? Oh, yeah.\Hmm, I don't feel any cold air. response:	I guess acting doesn't work.
context: how embarrassing this whole scenario is.\I forgot. When we ask him for help on demi matters,\Takahashi-sensei becomes so engrossed,\his sense of delicacy stops working.\Takahashi-sensei, can I stop now?\Huh? Oh, yeah.\Hmm, I don't feel any cold air.\I guess acting doesn't work. response:	Oh, but you worked up lots of cold sweat.
context: I forgot. When we ask him for help on demi matters,\Takahashi-sensei becomes so engrossed,\his sense of delicacy stops working.\Takahashi-sensei, can I stop now?\Huh? Oh, yeah.\Hmm, I don't feel any cold air.\I guess acting doesn't work.\Oh, but you worked up lots of cold sweat. response:	Yes, I did.
context: Takahashi-sensei becomes so engrossed,\his sense of delicacy stops working.\Takahashi-sensei, can I stop now?\Huh? Oh, yeah.\Hmm, I don't feel any cold air.\I guess acting doesn't work.\Oh, but you worked up lots of cold sweat.\Yes, I did. response:	Yeah, because I'm so embarrassed.
context: his sense of delicacy stops working.\Takahashi-sensei, can I stop now?\Huh? Oh, yeah.\Hmm, I don't feel any cold air.\I guess acting doesn't work.\Oh, but you worked up lots of cold sweat.\Yes, I did.\Yeah, because I'm so embarrassed. response:	Let's not try this method again.
context: Takahashi-sensei, can I stop now?\Huh? Oh, yeah.\Hmm, I don't feel any cold air.\I guess acting doesn't work.\Oh, but you worked up lots of cold sweat.\Yes, I did.\Yeah, because I'm so embarrassed.\Let's not try this method again. response:	It didn't create cold air!
context: Huh? Oh, yeah.\Hmm, I don't feel any cold air.\I guess acting doesn't work.\Oh, but you worked up lots of cold sweat.\Yes, I did.\Yeah, because I'm so embarrassed.\Let's not try this method again.\It didn't create cold air! response:	You're right.
context: Hmm, I don't feel any cold air.\I guess acting doesn't work.\Oh, but you worked up lots of cold sweat.\Yes, I did.\Yeah, because I'm so embarrassed.\Let's not try this method again.\It didn't create cold air!\You're right. response:	Heya, heya!
context: I guess acting doesn't work.\Oh, but you worked up lots of cold sweat.\Yes, I did.\Yeah, because I'm so embarrassed.\Let's not try this method again.\It didn't create cold air!\You're right.\Heya, heya! response:	Hikari?
context: Oh, but you worked up lots of cold sweat.\Yes, I did.\Yeah, because I'm so embarrassed.\Let's not try this method again.\It didn't create cold air!\You're right.\Heya, heya!\Hikari? response:	Hey.
context: Yes, I did.\Yeah, because I'm so embarrassed.\Let's not try this method again.\It didn't create cold air!\You're right.\Heya, heya!\Hikari?\Hey. response:	What're you guys up to?
context: Yeah, because I'm so embarrassed.\Let's not try this method again.\It didn't create cold air!\You're right.\Heya, heya!\Hikari?\Hey.\What're you guys up to? response:	We were trying to think of a way
context: Let's not try this method again.\It didn't create cold air!\You're right.\Heya, heya!\Hikari?\Hey.\What're you guys up to?\We were trying to think of a way response:	she can use her snow woman power to beat the heat this summer.
context: It didn't create cold air!\You're right.\Heya, heya!\Hikari?\Hey.\What're you guys up to?\We were trying to think of a way\she can use her snow woman power to beat the heat this summer. response:	Yeah, but it didn't work out at all!
context: You're right.\Heya, heya!\Hikari?\Hey.\What're you guys up to?\We were trying to think of a way\she can use her snow woman power to beat the heat this summer.\Yeah, but it didn't work out at all! response:	No? But you created that ice, didn't you?
context: Heya, heya!\Hikari?\Hey.\What're you guys up to?\We were trying to think of a way\she can use her snow woman power to beat the heat this summer.\Yeah, but it didn't work out at all!\No? But you created that ice, didn't you? response:	Huh?
context: Hikari?\Hey.\What're you guys up to?\We were trying to think of a way\she can use her snow woman power to beat the heat this summer.\Yeah, but it didn't work out at all!\No? But you created that ice, didn't you?\Huh? response:	It feels so nice and cool!
context: Hey.\What're you guys up to?\We were trying to think of a way\she can use her snow woman power to beat the heat this summer.\Yeah, but it didn't work out at all!\No? But you created that ice, didn't you?\Huh?\It feels so nice and cool! response:	Now, this is beating the heat!
context: What're you guys up to?\We were trying to think of a way\she can use her snow woman power to beat the heat this summer.\Yeah, but it didn't work out at all!\No? But you created that ice, didn't you?\Huh?\It feels so nice and cool!\Now, this is beating the heat! response:	Well, I guess that's our result for today.
context: We were trying to think of a way\she can use her snow woman power to beat the heat this summer.\Yeah, but it didn't work out at all!\No? But you created that ice, didn't you?\Huh?\It feels so nice and cool!\Now, this is beating the heat!\Well, I guess that's our result for today. response:	Yukki, the ice is melting.
context: she can use her snow woman power to beat the heat this summer.\Yeah, but it didn't work out at all!\No? But you created that ice, didn't you?\Huh?\It feels so nice and cool!\Now, this is beating the heat!\Well, I guess that's our result for today.\Yukki, the ice is melting. response:	Curse you!
context: Yeah, but it didn't work out at all!\No? But you created that ice, didn't you?\Huh?\It feels so nice and cool!\Now, this is beating the heat!\Well, I guess that's our result for today.\Yukki, the ice is melting.\Curse you! response:	Split into two teams and practice passing.
context: No? But you created that ice, didn't you?\Huh?\It feels so nice and cool!\Now, this is beating the heat!\Well, I guess that's our result for today.\Yukki, the ice is melting.\Curse you!\Split into two teams and practice passing. response:	Man, it's so hot today...
context: Huh?\It feels so nice and cool!\Now, this is beating the heat!\Well, I guess that's our result for today.\Yukki, the ice is melting.\Curse you!\Split into two teams and practice passing.\Man, it's so hot today... response:	The rainy season ended early, too.
context: It feels so nice and cool!\Now, this is beating the heat!\Well, I guess that's our result for today.\Yukki, the ice is melting.\Curse you!\Split into two teams and practice passing.\Man, it's so hot today...\The rainy season ended early, too. response:	This year, summer is gonna be hot.
context: Now, this is beating the heat!\Well, I guess that's our result for today.\Yukki, the ice is melting.\Curse you!\Split into two teams and practice passing.\Man, it's so hot today...\The rainy season ended early, too.\This year, summer is gonna be hot. response:	Are you serious?
context: Well, I guess that's our result for today.\Yukki, the ice is melting.\Curse you!\Split into two teams and practice passing.\Man, it's so hot today...\The rainy season ended early, too.\This year, summer is gonna be hot.\Are you serious? response:	I can't handle outdoor P.E. class on hot days like this!
context: Yukki, the ice is melting.\Curse you!\Split into two teams and practice passing.\Man, it's so hot today...\The rainy season ended early, too.\This year, summer is gonna be hot.\Are you serious?\I can't handle outdoor P.E. class on hot days like this! response:	Girls, gather round!
context: Curse you!\Split into two teams and practice passing.\Man, it's so hot today...\The rainy season ended early, too.\This year, summer is gonna be hot.\Are you serious?\I can't handle outdoor P.E. class on hot days like this!\Girls, gather round! response:	Yes, ma'am!
context: Split into two teams and practice passing.\Man, it's so hot today...\The rainy season ended early, too.\This year, summer is gonna be hot.\Are you serious?\I can't handle outdoor P.E. class on hot days like this!\Girls, gather round!\Yes, ma'am! response:	Today, we're timing you on a middle-distance, 1.5-kilometer run.
context: Man, it's so hot today...\The rainy season ended early, too.\This year, summer is gonna be hot.\Are you serious?\I can't handle outdoor P.E. class on hot days like this!\Girls, gather round!\Yes, ma'am!\Today, we're timing you on a middle-distance, 1.5-kilometer run. response:	Running your hardest at the start is dangerous.
context: The rainy season ended early, too.\This year, summer is gonna be hot.\Are you serious?\I can't handle outdoor P.E. class on hot days like this!\Girls, gather round!\Yes, ma'am!\Today, we're timing you on a middle-distance, 1.5-kilometer run.\Running your hardest at the start is dangerous. response:	So we'll jog a few laps first to get your bodies used to it.
context: This year, summer is gonna be hot.\Are you serious?\I can't handle outdoor P.E. class on hot days like this!\Girls, gather round!\Yes, ma'am!\Today, we're timing you on a middle-distance, 1.5-kilometer run.\Running your hardest at the start is dangerous.\So we'll jog a few laps first to get your bodies used to it. response:	Nothing beats P.E. class in summer!
context: Are you serious?\I can't handle outdoor P.E. class on hot days like this!\Girls, gather round!\Yes, ma'am!\Today, we're timing you on a middle-distance, 1.5-kilometer run.\Running your hardest at the start is dangerous.\So we'll jog a few laps first to get your bodies used to it.\Nothing beats P.E. class in summer! response:	Okay, start with three laps around the field.
context: I can't handle outdoor P.E. class on hot days like this!\Girls, gather round!\Yes, ma'am!\Today, we're timing you on a middle-distance, 1.5-kilometer run.\Running your hardest at the start is dangerous.\So we'll jog a few laps first to get your bodies used to it.\Nothing beats P.E. class in summer!\Okay, start with three laps around the field. response:	You don't even try to hide that side of you?
context: Girls, gather round!\Yes, ma'am!\Today, we're timing you on a middle-distance, 1.5-kilometer run.\Running your hardest at the start is dangerous.\So we'll jog a few laps first to get your bodies used to it.\Nothing beats P.E. class in summer!\Okay, start with three laps around the field.\You don't even try to hide that side of you? response:	Yes, ma'am!
context: Yes, ma'am!\Today, we're timing you on a middle-distance, 1.5-kilometer run.\Running your hardest at the start is dangerous.\So we'll jog a few laps first to get your bodies used to it.\Nothing beats P.E. class in summer!\Okay, start with three laps around the field.\You don't even try to hide that side of you?\Yes, ma'am! response:	If you have trouble seeing, let me know.
context: Today, we're timing you on a middle-distance, 1.5-kilometer run.\Running your hardest at the start is dangerous.\So we'll jog a few laps first to get your bodies used to it.\Nothing beats P.E. class in summer!\Okay, start with three laps around the field.\You don't even try to hide that side of you?\Yes, ma'am!\If you have trouble seeing, let me know. response:	Okay.
context: Running your hardest at the start is dangerous.\So we'll jog a few laps first to get your bodies used to it.\Nothing beats P.E. class in summer!\Okay, start with three laps around the field.\You don't even try to hide that side of you?\Yes, ma'am!\If you have trouble seeing, let me know.\Okay. response:	The sun is killing me...
context: So we'll jog a few laps first to get your bodies used to it.\Nothing beats P.E. class in summer!\Okay, start with three laps around the field.\You don't even try to hide that side of you?\Yes, ma'am!\If you have trouble seeing, let me know.\Okay.\The sun is killing me... response:	It's like the middle of summer already...
context: Nothing beats P.E. class in summer!\Okay, start with three laps around the field.\You don't even try to hide that side of you?\Yes, ma'am!\If you have trouble seeing, let me know.\Okay.\The sun is killing me...\It's like the middle of summer already... response:	Another hot day...
context: Okay, start with three laps around the field.\You don't even try to hide that side of you?\Yes, ma'am!\If you have trouble seeing, let me know.\Okay.\The sun is killing me...\It's like the middle of summer already...\Another hot day... response:	Hello.
context: You don't even try to hide that side of you?\Yes, ma'am!\If you have trouble seeing, let me know.\Okay.\The sun is killing me...\It's like the middle of summer already...\Another hot day...\Hello. response:	Oh, hey, Machi. P.E. class?
context: Yes, ma'am!\If you have trouble seeing, let me know.\Okay.\The sun is killing me...\It's like the middle of summer already...\Another hot day...\Hello.\Oh, hey, Machi. P.E. class? response:	Yes, we're together with class A.
context: If you have trouble seeing, let me know.\Okay.\The sun is killing me...\It's like the middle of summer already...\Another hot day...\Hello.\Oh, hey, Machi. P.E. class?\Yes, we're together with class A. response:	Then, Yuki's with you?
context: Okay.\The sun is killing me...\It's like the middle of summer already...\Another hot day...\Hello.\Oh, hey, Machi. P.E. class?\Yes, we're together with class A.\Then, Yuki's with you? response:	Must've been noisy with you three together.
context: The sun is killing me...\It's like the middle of summer already...\Another hot day...\Hello.\Oh, hey, Machi. P.E. class?\Yes, we're together with class A.\Then, Yuki's with you?\Must've been noisy with you three together. response:	Actually...
context: It's like the middle of summer already...\Another hot day...\Hello.\Oh, hey, Machi. P.E. class?\Yes, we're together with class A.\Then, Yuki's with you?\Must've been noisy with you three together.\Actually... response:	So hot...
context: Another hot day...\Hello.\Oh, hey, Machi. P.E. class?\Yes, we're together with class A.\Then, Yuki's with you?\Must've been noisy with you three together.\Actually...\So hot... response:	Excuse us!
context: Hello.\Oh, hey, Machi. P.E. class?\Yes, we're together with class A.\Then, Yuki's with you?\Must've been noisy with you three together.\Actually...\So hot...\Excuse us! response:	I feel alive again!
context: Oh, hey, Machi. P.E. class?\Yes, we're together with class A.\Then, Yuki's with you?\Must've been noisy with you three together.\Actually...\So hot...\Excuse us!\I feel alive again! response:	It's heaven.
context: Yes, we're together with class A.\Then, Yuki's with you?\Must've been noisy with you three together.\Actually...\So hot...\Excuse us!\I feel alive again!\It's heaven. response:	Compared to that hell earlier, this is heaven for sure!
