context: Intro response:	Why?
context: I knew it.\I'll go get him right away.\Oh?\Um, Maou...\Yeah, I know.\You don't want him finding out that you were caught up in all this because you were on a date with a guy,\even if you had nothing to feel guilty about, right?\More like I don't want him finding out about me. response:	Sorry.
context: I'll go get him right away.\Oh?\Um, Maou...\Yeah, I know.\You don't want him finding out that you were caught up in all this because you were on a date with a guy,\even if you had nothing to feel guilty about, right?\More like I don't want him finding out about me.\Sorry. response:	Don't worry about it.
context: Oh?\Um, Maou...\Yeah, I know.\You don't want him finding out that you were caught up in all this because you were on a date with a guy,\even if you had nothing to feel guilty about, right?\More like I don't want him finding out about me.\Sorry.\Don't worry about it. response:	I'll see you tomorrow, then.
context: Um, Maou...\Yeah, I know.\You don't want him finding out that you were caught up in all this because you were on a date with a guy,\even if you had nothing to feel guilty about, right?\More like I don't want him finding out about me.\Sorry.\Don't worry about it.\I'll see you tomorrow, then. response:	Sure.
context: Yeah, I know.\You don't want him finding out that you were caught up in all this because you were on a date with a guy,\even if you had nothing to feel guilty about, right?\More like I don't want him finding out about me.\Sorry.\Don't worry about it.\I'll see you tomorrow, then.\Sure. response:	Thank you too, Yusa.
context: You don't want him finding out that you were caught up in all this because you were on a date with a guy,\even if you had nothing to feel guilty about, right?\More like I don't want him finding out about me.\Sorry.\Don't worry about it.\I'll see you tomorrow, then.\Sure.\Thank you too, Yusa. response:	Sasaki from the West Shinjuku Station, eh?
context: even if you had nothing to feel guilty about, right?\More like I don't want him finding out about me.\Sorry.\Don't worry about it.\I'll see you tomorrow, then.\Sure.\Thank you too, Yusa.\Sasaki from the West Shinjuku Station, eh? response:	So that wasn't just a coincidence.
context: More like I don't want him finding out about me.\Sorry.\Don't worry about it.\I'll see you tomorrow, then.\Sure.\Thank you too, Yusa.\Sasaki from the West Shinjuku Station, eh?\So that wasn't just a coincidence. response:	The magic I used on him right after getting to this world
context: Sorry.\Don't worry about it.\I'll see you tomorrow, then.\Sure.\Thank you too, Yusa.\Sasaki from the West Shinjuku Station, eh?\So that wasn't just a coincidence.\The magic I used on him right after getting to this world response:	affected his daughter as well and made her hear voices.
context: Don't worry about it.\I'll see you tomorrow, then.\Sure.\Thank you too, Yusa.\Sasaki from the West Shinjuku Station, eh?\So that wasn't just a coincidence.\The magic I used on him right after getting to this world\affected his daughter as well and made her hear voices. response:	What's your plan?
context: I'll see you tomorrow, then.\Sure.\Thank you too, Yusa.\Sasaki from the West Shinjuku Station, eh?\So that wasn't just a coincidence.\The magic I used on him right after getting to this world\affected his daughter as well and made her hear voices.\What's your plan? response:	I'll go eat underground at different towns
context: Sure.\Thank you too, Yusa.\Sasaki from the West Shinjuku Station, eh?\So that wasn't just a coincidence.\The magic I used on him right after getting to this world\affected his daughter as well and made her hear voices.\What's your plan?\I'll go eat underground at different towns response:	and wait for them to collapse.
context: Thank you too, Yusa.\Sasaki from the West Shinjuku Station, eh?\So that wasn't just a coincidence.\The magic I used on him right after getting to this world\affected his daughter as well and made her hear voices.\What's your plan?\I'll go eat underground at different towns\and wait for them to collapse. response:	Are you retarded?
context: Sasaki from the West Shinjuku Station, eh?\So that wasn't just a coincidence.\The magic I used on him right after getting to this world\affected his daughter as well and made her hear voices.\What's your plan?\I'll go eat underground at different towns\and wait for them to collapse.\Are you retarded? response:	Shut yer mouth.
context: So that wasn't just a coincidence.\The magic I used on him right after getting to this world\affected his daughter as well and made her hear voices.\What's your plan?\I'll go eat underground at different towns\and wait for them to collapse.\Are you retarded?\Shut yer mouth. response:	I'm tired, so I'm gonna go home and sleep.
context: The magic I used on him right after getting to this world\affected his daughter as well and made her hear voices.\What's your plan?\I'll go eat underground at different towns\and wait for them to collapse.\Are you retarded?\Shut yer mouth.\I'm tired, so I'm gonna go home and sleep. response:	Wait!
context: affected his daughter as well and made her hear voices.\What's your plan?\I'll go eat underground at different towns\and wait for them to collapse.\Are you retarded?\Shut yer mouth.\I'm tired, so I'm gonna go home and sleep.\Wait! response:	Nothing else is going to happen today.
context: What's your plan?\I'll go eat underground at different towns\and wait for them to collapse.\Are you retarded?\Shut yer mouth.\I'm tired, so I'm gonna go home and sleep.\Wait!\Nothing else is going to happen today. response:	The enemy's attack failed, after all.
context: I'll go eat underground at different towns\and wait for them to collapse.\Are you retarded?\Shut yer mouth.\I'm tired, so I'm gonna go home and sleep.\Wait!\Nothing else is going to happen today.\The enemy's attack failed, after all. response:	Failed?
context: and wait for them to collapse.\Are you retarded?\Shut yer mouth.\I'm tired, so I'm gonna go home and sleep.\Wait!\Nothing else is going to happen today.\The enemy's attack failed, after all.\Failed? response:	Yeah.
context: Are you retarded?\Shut yer mouth.\I'm tired, so I'm gonna go home and sleep.\Wait!\Nothing else is going to happen today.\The enemy's attack failed, after all.\Failed?\Yeah. response:	That was no natural disaster.
context: Shut yer mouth.\I'm tired, so I'm gonna go home and sleep.\Wait!\Nothing else is going to happen today.\The enemy's attack failed, after all.\Failed?\Yeah.\That was no natural disaster. response:	The fact that it happened at a place both you and I were in
context: I'm tired, so I'm gonna go home and sleep.\Wait!\Nothing else is going to happen today.\The enemy's attack failed, after all.\Failed?\Yeah.\That was no natural disaster.\The fact that it happened at a place both you and I were in response:	means that someone caused it.
context: Wait!\Nothing else is going to happen today.\The enemy's attack failed, after all.\Failed?\Yeah.\That was no natural disaster.\The fact that it happened at a place both you and I were in\means that someone caused it. response:	I don't know if they shot off a Sonar,
context: Nothing else is going to happen today.\The enemy's attack failed, after all.\Failed?\Yeah.\That was no natural disaster.\The fact that it happened at a place both you and I were in\means that someone caused it.\I don't know if they shot off a Sonar, response:	caused magical interference, or what,
context: The enemy's attack failed, after all.\Failed?\Yeah.\That was no natural disaster.\The fact that it happened at a place both you and I were in\means that someone caused it.\I don't know if they shot off a Sonar,\caused magical interference, or what, response:	We've been exposed.
context: Failed?\Yeah.\That was no natural disaster.\The fact that it happened at a place both you and I were in\means that someone caused it.\I don't know if they shot off a Sonar,\caused magical interference, or what,\We've been exposed. response:	And who's this enemy?
context: Yeah.\That was no natural disaster.\The fact that it happened at a place both you and I were in\means that someone caused it.\I don't know if they shot off a Sonar,\caused magical interference, or what,\We've been exposed.\And who's this enemy? response:	They were right there, close to us.
context: That was no natural disaster.\The fact that it happened at a place both you and I were in\means that someone caused it.\I don't know if they shot off a Sonar,\caused magical interference, or what,\We've been exposed.\And who's this enemy?\They were right there, close to us. response:	However, they didn't follow through.
context: The fact that it happened at a place both you and I were in\means that someone caused it.\I don't know if they shot off a Sonar,\caused magical interference, or what,\We've been exposed.\And who's this enemy?\They were right there, close to us.\However, they didn't follow through. response:	I'm guessing it's because I was getting my powers back.
context: means that someone caused it.\I don't know if they shot off a Sonar,\caused magical interference, or what,\We've been exposed.\And who's this enemy?\They were right there, close to us.\However, they didn't follow through.\I'm guessing it's because I was getting my powers back. response:	But in that case, who could it be?
context: I don't know if they shot off a Sonar,\caused magical interference, or what,\We've been exposed.\And who's this enemy?\They were right there, close to us.\However, they didn't follow through.\I'm guessing it's because I was getting my powers back.\But in that case, who could it be? response:	Neither magic nor sacred powers can be replenished here in Japan,
context: caused magical interference, or what,\We've been exposed.\And who's this enemy?\They were right there, close to us.\However, they didn't follow through.\I'm guessing it's because I was getting my powers back.\But in that case, who could it be?\Neither magic nor sacred powers can be replenished here in Japan, response:	so who is it that can afford to use this much power?
context: We've been exposed.\And who's this enemy?\They were right there, close to us.\However, they didn't follow through.\I'm guessing it's because I was getting my powers back.\But in that case, who could it be?\Neither magic nor sacred powers can be replenished here in Japan,\so who is it that can afford to use this much power? response:	Emi!
context: And who's this enemy?\They were right there, close to us.\However, they didn't follow through.\I'm guessing it's because I was getting my powers back.\But in that case, who could it be?\Neither magic nor sacred powers can be replenished here in Japan,\so who is it that can afford to use this much power?\Emi! response:	Emi!
context: They were right there, close to us.\However, they didn't follow through.\I'm guessing it's because I was getting my powers back.\But in that case, who could it be?\Neither magic nor sacred powers can be replenished here in Japan,\so who is it that can afford to use this much power?\Emi!\Emi! response:	Emi!
context: However, they didn't follow through.\I'm guessing it's because I was getting my powers back.\But in that case, who could it be?\Neither magic nor sacred powers can be replenished here in Japan,\so who is it that can afford to use this much power?\Emi!\Emi!\Emi! response:	Over here!
context: I'm guessing it's because I was getting my powers back.\But in that case, who could it be?\Neither magic nor sacred powers can be replenished here in Japan,\so who is it that can afford to use this much power?\Emi!\Emi!\Emi!\Over here! response:	Rika!
context: But in that case, who could it be?\Neither magic nor sacred powers can be replenished here in Japan,\so who is it that can afford to use this much power?\Emi!\Emi!\Emi!\Over here!\Rika! response:	Hey Emi, are you all right?
context: Neither magic nor sacred powers can be replenished here in Japan,\so who is it that can afford to use this much power?\Emi!\Emi!\Emi!\Over here!\Rika!\Hey Emi, are you all right? response:	Looks like you do have a friend after all.
context: so who is it that can afford to use this much power?\Emi!\Emi!\Emi!\Over here!\Rika!\Hey Emi, are you all right?\Looks like you do have a friend after all. response:	Emi!
context: Emi!\Emi!\Emi!\Over here!\Rika!\Hey Emi, are you all right?\Looks like you do have a friend after all.\Emi! response:	What does that have to do with anything?!
context: Emi!\Emi!\Over here!\Rika!\Hey Emi, are you all right?\Looks like you do have a friend after all.\Emi!\What does that have to do with anything?! response:	Hey, Emi!
context: Emi!\Over here!\Rika!\Hey Emi, are you all right?\Looks like you do have a friend after all.\Emi!\What does that have to do with anything?!\Hey, Emi! response:	Hurry up and go to her.
context: Over here!\Rika!\Hey Emi, are you all right?\Looks like you do have a friend after all.\Emi!\What does that have to do with anything?!\Hey, Emi!\Hurry up and go to her. response:	Emi!
context: Rika!\Hey Emi, are you all right?\Looks like you do have a friend after all.\Emi!\What does that have to do with anything?!\Hey, Emi!\Hurry up and go to her.\Emi! response:	I know already!
context: Hey Emi, are you all right?\Looks like you do have a friend after all.\Emi!\What does that have to do with anything?!\Hey, Emi!\Hurry up and go to her.\Emi!\I know already! response:	Emiii!
context: Looks like you do have a friend after all.\Emi!\What does that have to do with anything?!\Hey, Emi!\Hurry up and go to her.\Emi!\I know already!\Emiii! response:	Hurry up!
context: Emi!\What does that have to do with anything?!\Hey, Emi!\Hurry up and go to her.\Emi!\I know already!\Emiii!\Hurry up! response:	I'm so glad you're safe, Emi!
context: What does that have to do with anything?!\Hey, Emi!\Hurry up and go to her.\Emi!\I know already!\Emiii!\Hurry up!\I'm so glad you're safe, Emi! response:	Later.
context: Hey, Emi!\Hurry up and go to her.\Emi!\I know already!\Emiii!\Hurry up!\I'm so glad you're safe, Emi!\Later. response:	Milord!
context: Hurry up and go to her.\Emi!\I know already!\Emiii!\Hurry up!\I'm so glad you're safe, Emi!\Later.\Milord! response:	What's with you?
context: Emi!\I know already!\Emiii!\Hurry up!\I'm so glad you're safe, Emi!\Later.\Milord!\What's with you? response:	I'm terribly sorry!
context: I know already!\Emiii!\Hurry up!\I'm so glad you're safe, Emi!\Later.\Milord!\What's with you?\I'm terribly sorry! response:	Not only did I allow Emilia to get close,
context: Emiii!\Hurry up!\I'm so glad you're safe, Emi!\Later.\Milord!\What's with you?\I'm terribly sorry!\Not only did I allow Emilia to get close, response:	but I didn't even notice the enemy's approach!
context: Hurry up!\I'm so glad you're safe, Emi!\Later.\Milord!\What's with you?\I'm terribly sorry!\Not only did I allow Emilia to get close,\but I didn't even notice the enemy's approach! response:	And to top it all off, you had to save my life!
context: I'm so glad you're safe, Emi!\Later.\Milord!\What's with you?\I'm terribly sorry!\Not only did I allow Emilia to get close,\but I didn't even notice the enemy's approach!\And to top it all off, you had to save my life! response:	How could I possibly atone for my failure?
context: Later.\Milord!\What's with you?\I'm terribly sorry!\Not only did I allow Emilia to get close,\but I didn't even notice the enemy's approach!\And to top it all off, you had to save my life!\How could I possibly atone for my failure? response:	Quit your crying. It's time to go home.
context: Milord!\What's with you?\I'm terribly sorry!\Not only did I allow Emilia to get close,\but I didn't even notice the enemy's approach!\And to top it all off, you had to save my life!\How could I possibly atone for my failure?\Quit your crying. It's time to go home. response:	You're not hurt, are you?
context: What's with you?\I'm terribly sorry!\Not only did I allow Emilia to get close,\but I didn't even notice the enemy's approach!\And to top it all off, you had to save my life!\How could I possibly atone for my failure?\Quit your crying. It's time to go home.\You're not hurt, are you? response:	I'm fine.
context: I'm terribly sorry!\Not only did I allow Emilia to get close,\but I didn't even notice the enemy's approach!\And to top it all off, you had to save my life!\How could I possibly atone for my failure?\Quit your crying. It's time to go home.\You're not hurt, are you?\I'm fine. response:	And now you're being so considerate!
context: Not only did I allow Emilia to get close,\but I didn't even notice the enemy's approach!\And to top it all off, you had to save my life!\How could I possibly atone for my failure?\Quit your crying. It's time to go home.\You're not hurt, are you?\I'm fine.\And now you're being so considerate! response:	Milord!
context: but I didn't even notice the enemy's approach!\And to top it all off, you had to save my life!\How could I possibly atone for my failure?\Quit your crying. It's time to go home.\You're not hurt, are you?\I'm fine.\And now you're being so considerate!\Milord! response:	Get off me!
context: And to top it all off, you had to save my life!\How could I possibly atone for my failure?\Quit your crying. It's time to go home.\You're not hurt, are you?\I'm fine.\And now you're being so considerate!\Milord!\Get off me! response:	Gross! Stop!
context: How could I possibly atone for my failure?\Quit your crying. It's time to go home.\You're not hurt, are you?\I'm fine.\And now you're being so considerate!\Milord!\Get off me!\Gross! Stop! response:	Oh. So your parents are overseas?
context: Quit your crying. It's time to go home.\You're not hurt, are you?\I'm fine.\And now you're being so considerate!\Milord!\Get off me!\Gross! Stop!\Oh. So your parents are overseas? response:	Yeah, something like that.
context: You're not hurt, are you?\I'm fine.\And now you're being so considerate!\Milord!\Get off me!\Gross! Stop!\Oh. So your parents are overseas?\Yeah, something like that. response:	I'm sorry about all this.
context: I'm fine.\And now you're being so considerate!\Milord!\Get off me!\Gross! Stop!\Oh. So your parents are overseas?\Yeah, something like that.\I'm sorry about all this. response:	I'm the one who should apologize for dragging you here.
context: And now you're being so considerate!\Milord!\Get off me!\Gross! Stop!\Oh. So your parents are overseas?\Yeah, something like that.\I'm sorry about all this.\I'm the one who should apologize for dragging you here. response:	That's not true.
context: Milord!\Get off me!\Gross! Stop!\Oh. So your parents are overseas?\Yeah, something like that.\I'm sorry about all this.\I'm the one who should apologize for dragging you here.\That's not true. response:	Well...
context: Get off me!\Gross! Stop!\Oh. So your parents are overseas?\Yeah, something like that.\I'm sorry about all this.\I'm the one who should apologize for dragging you here.\That's not true.\Well... response:	How should I put this?
context: Gross! Stop!\Oh. So your parents are overseas?\Yeah, something like that.\I'm sorry about all this.\I'm the one who should apologize for dragging you here.\That's not true.\Well...\How should I put this? response:	Speaking from experience,
context: Oh. So your parents are overseas?\Yeah, something like that.\I'm sorry about all this.\I'm the one who should apologize for dragging you here.\That's not true.\Well...\How should I put this?\Speaking from experience, response:	when this kind of thing happens, I feel like it's better to have company.
context: Yeah, something like that.\I'm sorry about all this.\I'm the one who should apologize for dragging you here.\That's not true.\Well...\How should I put this?\Speaking from experience,\when this kind of thing happens, I feel like it's better to have company. response:	Thanks for waiting.
context: I'm sorry about all this.\I'm the one who should apologize for dragging you here.\That's not true.\Well...\How should I put this?\Speaking from experience,\when this kind of thing happens, I feel like it's better to have company.\Thanks for waiting. response:	You haven't eaten yet, right?
context: I'm the one who should apologize for dragging you here.\That's not true.\Well...\How should I put this?\Speaking from experience,\when this kind of thing happens, I feel like it's better to have company.\Thanks for waiting.\You haven't eaten yet, right? response:	Nope.
context: That's not true.\Well...\How should I put this?\Speaking from experience,\when this kind of thing happens, I feel like it's better to have company.\Thanks for waiting.\You haven't eaten yet, right?\Nope. response:	I'm so hungry I might die of starvation instead.
context: Well...\How should I put this?\Speaking from experience,\when this kind of thing happens, I feel like it's better to have company.\Thanks for waiting.\You haven't eaten yet, right?\Nope.\I'm so hungry I might die of starvation instead. response:	All right, then. Eat up.
context: How should I put this?\Speaking from experience,\when this kind of thing happens, I feel like it's better to have company.\Thanks for waiting.\You haven't eaten yet, right?\Nope.\I'm so hungry I might die of starvation instead.\All right, then. Eat up. response:	Milord...
context: Speaking from experience,\when this kind of thing happens, I feel like it's better to have company.\Thanks for waiting.\You haven't eaten yet, right?\Nope.\I'm so hungry I might die of starvation instead.\All right, then. Eat up.\Milord... response:	Please punish me...
context: when this kind of thing happens, I feel like it's better to have company.\Thanks for waiting.\You haven't eaten yet, right?\Nope.\I'm so hungry I might die of starvation instead.\All right, then. Eat up.\Milord...\Please punish me... response:	I told you it's okay already!
context: Thanks for waiting.\You haven't eaten yet, right?\Nope.\I'm so hungry I might die of starvation instead.\All right, then. Eat up.\Milord...\Please punish me...\I told you it's okay already! response:	Could we have a moment?
context: You haven't eaten yet, right?\Nope.\I'm so hungry I might die of starvation instead.\All right, then. Eat up.\Milord...\Please punish me...\I told you it's okay already!\Could we have a moment? response:	Thanks for the food!
context: Nope.\I'm so hungry I might die of starvation instead.\All right, then. Eat up.\Milord...\Please punish me...\I told you it's okay already!\Could we have a moment?\Thanks for the food! response:	Well, if you've got that big an appetite,
context: I'm so hungry I might die of starvation instead.\All right, then. Eat up.\Milord...\Please punish me...\I told you it's okay already!\Could we have a moment?\Thanks for the food!\Well, if you've got that big an appetite, response:	I guess I have nothing to worry about.
context: All right, then. Eat up.\Milord...\Please punish me...\I told you it's okay already!\Could we have a moment?\Thanks for the food!\Well, if you've got that big an appetite,\I guess I have nothing to worry about. response:	Yup!
context: Milord...\Please punish me...\I told you it's okay already!\Could we have a moment?\Thanks for the food!\Well, if you've got that big an appetite,\I guess I have nothing to worry about.\Yup! response:	Sorry, give me a minute.
context: Please punish me...\I told you it's okay already!\Could we have a moment?\Thanks for the food!\Well, if you've got that big an appetite,\I guess I have nothing to worry about.\Yup!\Sorry, give me a minute. response:	Hello?
context: I told you it's okay already!\Could we have a moment?\Thanks for the food!\Well, if you've got that big an appetite,\I guess I have nothing to worry about.\Yup!\Sorry, give me a minute.\Hello? response:	Oh, you got it?
context: Could we have a moment?\Thanks for the food!\Well, if you've got that big an appetite,\I guess I have nothing to worry about.\Yup!\Sorry, give me a minute.\Hello?\Oh, you got it? response:	Well, it ain't that pricey,
context: Thanks for the food!\Well, if you've got that big an appetite,\I guess I have nothing to worry about.\Yup!\Sorry, give me a minute.\Hello?\Oh, you got it?\Well, it ain't that pricey, response:	and old gramps loves all kinds of shochu.
context: Well, if you've got that big an appetite,\I guess I have nothing to worry about.\Yup!\Sorry, give me a minute.\Hello?\Oh, you got it?\Well, it ain't that pricey,\and old gramps loves all kinds of shochu. response:	Today's incident?
context: I guess I have nothing to worry about.\Yup!\Sorry, give me a minute.\Hello?\Oh, you got it?\Well, it ain't that pricey,\and old gramps loves all kinds of shochu.\Today's incident? response:	Ya don't got ta worry'bout that.
context: Yup!\Sorry, give me a minute.\Hello?\Oh, you got it?\Well, it ain't that pricey,\and old gramps loves all kinds of shochu.\Today's incident?\Ya don't got ta worry'bout that. response:	'Twas close ta where I work, but I'm hunky-dory.
context: Sorry, give me a minute.\Hello?\Oh, you got it?\Well, it ain't that pricey,\and old gramps loves all kinds of shochu.\Today's incident?\Ya don't got ta worry'bout that.\'Twas close ta where I work, but I'm hunky-dory. response:	Pass it along, will ya?
context: Hello?\Oh, you got it?\Well, it ain't that pricey,\and old gramps loves all kinds of shochu.\Today's incident?\Ya don't got ta worry'bout that.\'Twas close ta where I work, but I'm hunky-dory.\Pass it along, will ya? response:	Talk to ya later!
context: Oh, you got it?\Well, it ain't that pricey,\and old gramps loves all kinds of shochu.\Today's incident?\Ya don't got ta worry'bout that.\'Twas close ta where I work, but I'm hunky-dory.\Pass it along, will ya?\Talk to ya later! response:	'Twas from my mum!
context: Well, it ain't that pricey,\and old gramps loves all kinds of shochu.\Today's incident?\Ya don't got ta worry'bout that.\'Twas close ta where I work, but I'm hunky-dory.\Pass it along, will ya?\Talk to ya later!\'Twas from my mum! response:	Is that her?
context: and old gramps loves all kinds of shochu.\Today's incident?\Ya don't got ta worry'bout that.\'Twas close ta where I work, but I'm hunky-dory.\Pass it along, will ya?\Talk to ya later!\'Twas from my mum!\Is that her? response:	Yeah.
context: Today's incident?\Ya don't got ta worry'bout that.\'Twas close ta where I work, but I'm hunky-dory.\Pass it along, will ya?\Talk to ya later!\'Twas from my mum!\Is that her?\Yeah. response:	That was the first time I heard you speak with a dialect.
context: Ya don't got ta worry'bout that.\'Twas close ta where I work, but I'm hunky-dory.\Pass it along, will ya?\Talk to ya later!\'Twas from my mum!\Is that her?\Yeah.\That was the first time I heard you speak with a dialect. response:	I'm from Kobe, you see.
context: 'Twas close ta where I work, but I'm hunky-dory.\Pass it along, will ya?\Talk to ya later!\'Twas from my mum!\Is that her?\Yeah.\That was the first time I heard you speak with a dialect.\I'm from Kobe, you see. response:	Well, it's a pain every time my hometown comes up in a conversation.
context: Pass it along, will ya?\Talk to ya later!\'Twas from my mum!\Is that her?\Yeah.\That was the first time I heard you speak with a dialect.\I'm from Kobe, you see.\Well, it's a pain every time my hometown comes up in a conversation. response:	A pain?
context: Talk to ya later!\'Twas from my mum!\Is that her?\Yeah.\That was the first time I heard you speak with a dialect.\I'm from Kobe, you see.\Well, it's a pain every time my hometown comes up in a conversation.\A pain? response:	People ask a bunch of questions oh so casually.
context: 'Twas from my mum!\Is that her?\Yeah.\That was the first time I heard you speak with a dialect.\I'm from Kobe, you see.\Well, it's a pain every time my hometown comes up in a conversation.\A pain?\People ask a bunch of questions oh so casually. response:	About the earthquake and stuff like that.
context: Is that her?\Yeah.\That was the first time I heard you speak with a dialect.\I'm from Kobe, you see.\Well, it's a pain every time my hometown comes up in a conversation.\A pain?\People ask a bunch of questions oh so casually.\About the earthquake and stuff like that. response:	I was just a kid back then,
context: Yeah.\That was the first time I heard you speak with a dialect.\I'm from Kobe, you see.\Well, it's a pain every time my hometown comes up in a conversation.\A pain?\People ask a bunch of questions oh so casually.\About the earthquake and stuff like that.\I was just a kid back then, response:	but I still can't forget what happened.
context: That was the first time I heard you speak with a dialect.\I'm from Kobe, you see.\Well, it's a pain every time my hometown comes up in a conversation.\A pain?\People ask a bunch of questions oh so casually.\About the earthquake and stuff like that.\I was just a kid back then,\but I still can't forget what happened. response:	I was so, so scared.
context: I'm from Kobe, you see.\Well, it's a pain every time my hometown comes up in a conversation.\A pain?\People ask a bunch of questions oh so casually.\About the earthquake and stuff like that.\I was just a kid back then,\but I still can't forget what happened.\I was so, so scared. response:	A lot of things happened that I can't easily talk about even if people ask me.
context: Well, it's a pain every time my hometown comes up in a conversation.\A pain?\People ask a bunch of questions oh so casually.\About the earthquake and stuff like that.\I was just a kid back then,\but I still can't forget what happened.\I was so, so scared.\A lot of things happened that I can't easily talk about even if people ask me. response:	Can't easily talk about...
context: A pain?\People ask a bunch of questions oh so casually.\About the earthquake and stuff like that.\I was just a kid back then,\but I still can't forget what happened.\I was so, so scared.\A lot of things happened that I can't easily talk about even if people ask me.\Can't easily talk about... response:	What?
context: People ask a bunch of questions oh so casually.\About the earthquake and stuff like that.\I was just a kid back then,\but I still can't forget what happened.\I was so, so scared.\A lot of things happened that I can't easily talk about even if people ask me.\Can't easily talk about...\What? response:	Where's this coming from?
context: About the earthquake and stuff like that.\I was just a kid back then,\but I still can't forget what happened.\I was so, so scared.\A lot of things happened that I can't easily talk about even if people ask me.\Can't easily talk about...\What?\Where's this coming from? response:	You're the first.
context: I was just a kid back then,\but I still can't forget what happened.\I was so, so scared.\A lot of things happened that I can't easily talk about even if people ask me.\Can't easily talk about...\What?\Where's this coming from?\You're the first. response:	You're the first person to show some tact and not ask me about the earthquake when you heard I was from Kobe.
context: but I still can't forget what happened.\I was so, so scared.\A lot of things happened that I can't easily talk about even if people ask me.\Can't easily talk about...\What?\Where's this coming from?\You're the first.\You're the first person to show some tact and not ask me about the earthquake when you heard I was from Kobe. response:	When people lose the sense of values they've relied on all their lives,
context: I was so, so scared.\A lot of things happened that I can't easily talk about even if people ask me.\Can't easily talk about...\What?\Where's this coming from?\You're the first.\You're the first person to show some tact and not ask me about the earthquake when you heard I was from Kobe.\When people lose the sense of values they've relied on all their lives, response:	there's no telling what path they'll take.
context: A lot of things happened that I can't easily talk about even if people ask me.\Can't easily talk about...\What?\Where's this coming from?\You're the first.\You're the first person to show some tact and not ask me about the earthquake when you heard I was from Kobe.\When people lose the sense of values they've relied on all their lives,\there's no telling what path they'll take. response:	There are some who try to take advantage of the chaos and do bad things.
context: Can't easily talk about...\What?\Where's this coming from?\You're the first.\You're the first person to show some tact and not ask me about the earthquake when you heard I was from Kobe.\When people lose the sense of values they've relied on all their lives,\there's no telling what path they'll take.\There are some who try to take advantage of the chaos and do bad things. response:	But on the other hand, there are some who desperately try to save other people,
context: What?\Where's this coming from?\You're the first.\You're the first person to show some tact and not ask me about the earthquake when you heard I was from Kobe.\When people lose the sense of values they've relied on all their lives,\there's no telling what path they'll take.\There are some who try to take advantage of the chaos and do bad things.\But on the other hand, there are some who desperately try to save other people, response:	even though they don't know how they're going to live from then on.
context: Where's this coming from?\You're the first.\You're the first person to show some tact and not ask me about the earthquake when you heard I was from Kobe.\When people lose the sense of values they've relied on all their lives,\there's no telling what path they'll take.\There are some who try to take advantage of the chaos and do bad things.\But on the other hand, there are some who desperately try to save other people,\even though they don't know how they're going to live from then on. response:	I really felt it back then.
context: You're the first.\You're the first person to show some tact and not ask me about the earthquake when you heard I was from Kobe.\When people lose the sense of values they've relied on all their lives,\there's no telling what path they'll take.\There are some who try to take advantage of the chaos and do bad things.\But on the other hand, there are some who desperately try to save other people,\even though they don't know how they're going to live from then on.\I really felt it back then. response:	Y'know, it's like that one cliche.
context: You're the first person to show some tact and not ask me about the earthquake when you heard I was from Kobe.\When people lose the sense of values they've relied on all their lives,\there's no telling what path they'll take.\There are some who try to take advantage of the chaos and do bad things.\But on the other hand, there are some who desperately try to save other people,\even though they don't know how they're going to live from then on.\I really felt it back then.\Y'know, it's like that one cliche. response:	Like when you're conflicted, you get an angel and a demon on each shoulder, arguing over what you should do.
context: When people lose the sense of values they've relied on all their lives,\there's no telling what path they'll take.\There are some who try to take advantage of the chaos and do bad things.\But on the other hand, there are some who desperately try to save other people,\even though they don't know how they're going to live from then on.\I really felt it back then.\Y'know, it's like that one cliche.\Like when you're conflicted, you get an angel and a demon on each shoulder, arguing over what you should do. response:	I really felt that if people truly wanted to, they could become angels or demons.
context: there's no telling what path they'll take.\There are some who try to take advantage of the chaos and do bad things.\But on the other hand, there are some who desperately try to save other people,\even though they don't know how they're going to live from then on.\I really felt it back then.\Y'know, it's like that one cliche.\Like when you're conflicted, you get an angel and a demon on each shoulder, arguing over what you should do.\I really felt that if people truly wanted to, they could become angels or demons. response:	Angels
context: There are some who try to take advantage of the chaos and do bad things.\But on the other hand, there are some who desperately try to save other people,\even though they don't know how they're going to live from then on.\I really felt it back then.\Y'know, it's like that one cliche.\Like when you're conflicted, you get an angel and a demon on each shoulder, arguing over what you should do.\I really felt that if people truly wanted to, they could become angels or demons.\Angels response:	or demons?
context: But on the other hand, there are some who desperately try to save other people,\even though they don't know how they're going to live from then on.\I really felt it back then.\Y'know, it's like that one cliche.\Like when you're conflicted, you get an angel and a demon on each shoulder, arguing over what you should do.\I really felt that if people truly wanted to, they could become angels or demons.\Angels\or demons? response:	You're theater actors, aren't you?
context: even though they don't know how they're going to live from then on.\I really felt it back then.\Y'know, it's like that one cliche.\Like when you're conflicted, you get an angel and a demon on each shoulder, arguing over what you should do.\I really felt that if people truly wanted to, they could become angels or demons.\Angels\or demons?\You're theater actors, aren't you? response:	I used to wanna be an actor too, so I get it,
context: I really felt it back then.\Y'know, it's like that one cliche.\Like when you're conflicted, you get an angel and a demon on each shoulder, arguing over what you should do.\I really felt that if people truly wanted to, they could become angels or demons.\Angels\or demons?\You're theater actors, aren't you?\I used to wanna be an actor too, so I get it, response:	but you can't practice your lines on the streets.
