context: Fireworks Festival response:	Good morning.
context: Um... well...\Oh, I see.\A friend!\Perfect timing!\This girl's got a touch of heat stroke.\I just happened to pass by.\Heat... stroke?\I asked if she wanted me to call an ambulance, response:	but she said it wasn't that bad.
context: Oh, I see.\A friend!\Perfect timing!\This girl's got a touch of heat stroke.\I just happened to pass by.\Heat... stroke?\I asked if she wanted me to call an ambulance,\but she said it wasn't that bad. response:	So I took her somewhere cool and got her a drink,
context: A friend!\Perfect timing!\This girl's got a touch of heat stroke.\I just happened to pass by.\Heat... stroke?\I asked if she wanted me to call an ambulance,\but she said it wasn't that bad.\So I took her somewhere cool and got her a drink, response:	and she's doing better.
context: Perfect timing!\This girl's got a touch of heat stroke.\I just happened to pass by.\Heat... stroke?\I asked if she wanted me to call an ambulance,\but she said it wasn't that bad.\So I took her somewhere cool and got her a drink,\and she's doing better. response:	That's pretty much what I thought.
context: This girl's got a touch of heat stroke.\I just happened to pass by.\Heat... stroke?\I asked if she wanted me to call an ambulance,\but she said it wasn't that bad.\So I took her somewhere cool and got her a drink,\and she's doing better.\That's pretty much what I thought. response:	And given how hot it is,
context: I just happened to pass by.\Heat... stroke?\I asked if she wanted me to call an ambulance,\but she said it wasn't that bad.\So I took her somewhere cool and got her a drink,\and she's doing better.\That's pretty much what I thought.\And given how hot it is, response:	I didn't wanna let her walk off alone,
context: Heat... stroke?\I asked if she wanted me to call an ambulance,\but she said it wasn't that bad.\So I took her somewhere cool and got her a drink,\and she's doing better.\That's pretty much what I thought.\And given how hot it is,\I didn't wanna let her walk off alone, response:	so I offered to drop her at the station.
context: I asked if she wanted me to call an ambulance,\but she said it wasn't that bad.\So I took her somewhere cool and got her a drink,\and she's doing better.\That's pretty much what I thought.\And given how hot it is,\I didn't wanna let her walk off alone,\so I offered to drop her at the station. response:	But obviously she doesn't want to get into a strange man's car.
context: but she said it wasn't that bad.\So I took her somewhere cool and got her a drink,\and she's doing better.\That's pretty much what I thought.\And given how hot it is,\I didn't wanna let her walk off alone,\so I offered to drop her at the station.\But obviously she doesn't want to get into a strange man's car. response:	We were at an impasse.
context: So I took her somewhere cool and got her a drink,\and she's doing better.\That's pretty much what I thought.\And given how hot it is,\I didn't wanna let her walk off alone,\so I offered to drop her at the station.\But obviously she doesn't want to get into a strange man's car.\We were at an impasse. response:	Well? Can I leave you with him, then?
context: and she's doing better.\That's pretty much what I thought.\And given how hot it is,\I didn't wanna let her walk off alone,\so I offered to drop her at the station.\But obviously she doesn't want to get into a strange man's car.\We were at an impasse.\Well? Can I leave you with him, then? response:	Uh... yeah...
context: That's pretty much what I thought.\And given how hot it is,\I didn't wanna let her walk off alone,\so I offered to drop her at the station.\But obviously she doesn't want to get into a strange man's car.\We were at an impasse.\Well? Can I leave you with him, then?\Uh... yeah... response:	Bye!
context: And given how hot it is,\I didn't wanna let her walk off alone,\so I offered to drop her at the station.\But obviously she doesn't want to get into a strange man's car.\We were at an impasse.\Well? Can I leave you with him, then?\Uh... yeah...\Bye! response:	Just'cause you're young, don't take the heat lightly.
context: I didn't wanna let her walk off alone,\so I offered to drop her at the station.\But obviously she doesn't want to get into a strange man's car.\We were at an impasse.\Well? Can I leave you with him, then?\Uh... yeah...\Bye!\Just'cause you're young, don't take the heat lightly. response:	Careful!
context: so I offered to drop her at the station.\But obviously she doesn't want to get into a strange man's car.\We were at an impasse.\Well? Can I leave you with him, then?\Uh... yeah...\Bye!\Just'cause you're young, don't take the heat lightly.\Careful! response:	Thank you.
context: But obviously she doesn't want to get into a strange man's car.\We were at an impasse.\Well? Can I leave you with him, then?\Uh... yeah...\Bye!\Just'cause you're young, don't take the heat lightly.\Careful!\Thank you. response:	What a gentleman!
context: We were at an impasse.\Well? Can I leave you with him, then?\Uh... yeah...\Bye!\Just'cause you're young, don't take the heat lightly.\Careful!\Thank you.\What a gentleman! response:	I heard all that.
context: Well? Can I leave you with him, then?\Uh... yeah...\Bye!\Just'cause you're young, don't take the heat lightly.\Careful!\Thank you.\What a gentleman!\I heard all that. response:	Looks like things are gonna work out, so I'm going home.
context: Uh... yeah...\Bye!\Just'cause you're young, don't take the heat lightly.\Careful!\Thank you.\What a gentleman!\I heard all that.\Looks like things are gonna work out, so I'm going home. response:	Walk Kariu home, okay?
context: Bye!\Just'cause you're young, don't take the heat lightly.\Careful!\Thank you.\What a gentleman!\I heard all that.\Looks like things are gonna work out, so I'm going home.\Walk Kariu home, okay? response:	He went home?!
context: Just'cause you're young, don't take the heat lightly.\Careful!\Thank you.\What a gentleman!\I heard all that.\Looks like things are gonna work out, so I'm going home.\Walk Kariu home, okay?\He went home?! response:	Oga?
context: Careful!\Thank you.\What a gentleman!\I heard all that.\Looks like things are gonna work out, so I'm going home.\Walk Kariu home, okay?\He went home?!\Oga? response:	Are you really okay?
context: Thank you.\What a gentleman!\I heard all that.\Looks like things are gonna work out, so I'm going home.\Walk Kariu home, okay?\He went home?!\Oga?\Are you really okay? response:	Yeah.
context: What a gentleman!\I heard all that.\Looks like things are gonna work out, so I'm going home.\Walk Kariu home, okay?\He went home?!\Oga?\Are you really okay?\Yeah. response:	I'll walk you to the station.
context: I heard all that.\Looks like things are gonna work out, so I'm going home.\Walk Kariu home, okay?\He went home?!\Oga?\Are you really okay?\Yeah.\I'll walk you to the station. response:	I'm headed home, too.
context: Looks like things are gonna work out, so I'm going home.\Walk Kariu home, okay?\He went home?!\Oga?\Are you really okay?\Yeah.\I'll walk you to the station.\I'm headed home, too. response:	Oga...
context: Walk Kariu home, okay?\He went home?!\Oga?\Are you really okay?\Yeah.\I'll walk you to the station.\I'm headed home, too.\Oga... response:	Um...
context: He went home?!\Oga?\Are you really okay?\Yeah.\I'll walk you to the station.\I'm headed home, too.\Oga...\Um... response:	Thanks for, uh, worrying about me.
context: Oga?\Are you really okay?\Yeah.\I'll walk you to the station.\I'm headed home, too.\Oga...\Um...\Thanks for, uh, worrying about me. response:	What?
context: Are you really okay?\Yeah.\I'll walk you to the station.\I'm headed home, too.\Oga...\Um...\Thanks for, uh, worrying about me.\What? response:	You're being so sincere today that it's kinda weird.
context: Yeah.\I'll walk you to the station.\I'm headed home, too.\Oga...\Um...\Thanks for, uh, worrying about me.\What?\You're being so sincere today that it's kinda weird. response:	Ow!
context: I'll walk you to the station.\I'm headed home, too.\Oga...\Um...\Thanks for, uh, worrying about me.\What?\You're being so sincere today that it's kinda weird.\Ow! response:	Weird?!
context: I'm headed home, too.\Oga...\Um...\Thanks for, uh, worrying about me.\What?\You're being so sincere today that it's kinda weird.\Ow!\Weird?! response:	You picked the worst timing to say that!
context: Oga...\Um...\Thanks for, uh, worrying about me.\What?\You're being so sincere today that it's kinda weird.\Ow!\Weird?!\You picked the worst timing to say that! response:	Sorry! I messed up!
context: Um...\Thanks for, uh, worrying about me.\What?\You're being so sincere today that it's kinda weird.\Ow!\Weird?!\You picked the worst timing to say that!\Sorry! I messed up! response:	I clearly messed up!
context: Thanks for, uh, worrying about me.\What?\You're being so sincere today that it's kinda weird.\Ow!\Weird?!\You picked the worst timing to say that!\Sorry! I messed up!\I clearly messed up! response:	Jeez!
context: What?\You're being so sincere today that it's kinda weird.\Ow!\Weird?!\You picked the worst timing to say that!\Sorry! I messed up!\I clearly messed up!\Jeez! response:	What? Why are you laughing after I hit you?
context: You're being so sincere today that it's kinda weird.\Ow!\Weird?!\You picked the worst timing to say that!\Sorry! I messed up!\I clearly messed up!\Jeez!\What? Why are you laughing after I hit you? response:	You're scaring me!
context: Ow!\Weird?!\You picked the worst timing to say that!\Sorry! I messed up!\I clearly messed up!\Jeez!\What? Why are you laughing after I hit you?\You're scaring me! response:	No, I just thought, we're always like this.
context: Weird?!\You picked the worst timing to say that!\Sorry! I messed up!\I clearly messed up!\Jeez!\What? Why are you laughing after I hit you?\You're scaring me!\No, I just thought, we're always like this. response:	It's fun.
context: You picked the worst timing to say that!\Sorry! I messed up!\I clearly messed up!\Jeez!\What? Why are you laughing after I hit you?\You're scaring me!\No, I just thought, we're always like this.\It's fun. response:	Oh, really. Glad you're enjoying yourself.
context: Sorry! I messed up!\I clearly messed up!\Jeez!\What? Why are you laughing after I hit you?\You're scaring me!\No, I just thought, we're always like this.\It's fun.\Oh, really. Glad you're enjoying yourself. response:	I was just wondering if there's anyone you like.
context: I clearly messed up!\Jeez!\What? Why are you laughing after I hit you?\You're scaring me!\No, I just thought, we're always like this.\It's fun.\Oh, really. Glad you're enjoying yourself.\I was just wondering if there's anyone you like. response:	You don't want anyone taking her away.
context: Jeez!\What? Why are you laughing after I hit you?\You're scaring me!\No, I just thought, we're always like this.\It's fun.\Oh, really. Glad you're enjoying yourself.\I was just wondering if there's anyone you like.\You don't want anyone taking her away. response:	You wanna hold hands.
context: What? Why are you laughing after I hit you?\You're scaring me!\No, I just thought, we're always like this.\It's fun.\Oh, really. Glad you're enjoying yourself.\I was just wondering if there's anyone you like.\You don't want anyone taking her away.\You wanna hold hands. response:	It's the last summer of high school.
context: You're scaring me!\No, I just thought, we're always like this.\It's fun.\Oh, really. Glad you're enjoying yourself.\I was just wondering if there's anyone you like.\You don't want anyone taking her away.\You wanna hold hands.\It's the last summer of high school. response:	It's a precious time that won't come again.
context: No, I just thought, we're always like this.\It's fun.\Oh, really. Glad you're enjoying yourself.\I was just wondering if there's anyone you like.\You don't want anyone taking her away.\You wanna hold hands.\It's the last summer of high school.\It's a precious time that won't come again. response:	A one-year, limited edition of youth.
context: It's fun.\Oh, really. Glad you're enjoying yourself.\I was just wondering if there's anyone you like.\You don't want anyone taking her away.\You wanna hold hands.\It's the last summer of high school.\It's a precious time that won't come again.\A one-year, limited edition of youth. response:	You're an illusion. They'll forget you, anyway.
context: Oh, really. Glad you're enjoying yourself.\I was just wondering if there's anyone you like.\You don't want anyone taking her away.\You wanna hold hands.\It's the last summer of high school.\It's a precious time that won't come again.\A one-year, limited edition of youth.\You're an illusion. They'll forget you, anyway. response:	What do I do, Arata?
context: I was just wondering if there's anyone you like.\You don't want anyone taking her away.\You wanna hold hands.\It's the last summer of high school.\It's a precious time that won't come again.\A one-year, limited edition of youth.\You're an illusion. They'll forget you, anyway.\What do I do, Arata? response:	I'm in love with Kariu.
context: You don't want anyone taking her away.\You wanna hold hands.\It's the last summer of high school.\It's a precious time that won't come again.\A one-year, limited edition of youth.\You're an illusion. They'll forget you, anyway.\What do I do, Arata?\I'm in love with Kariu. response:	I-It's happening!
context: You wanna hold hands.\It's the last summer of high school.\It's a precious time that won't come again.\A one-year, limited edition of youth.\You're an illusion. They'll forget you, anyway.\What do I do, Arata?\I'm in love with Kariu.\I-It's happening! response:	When I was walking Kariu to the station, I wanted to hold her hand.
context: It's the last summer of high school.\It's a precious time that won't come again.\A one-year, limited edition of youth.\You're an illusion. They'll forget you, anyway.\What do I do, Arata?\I'm in love with Kariu.\I-It's happening!\When I was walking Kariu to the station, I wanted to hold her hand. response:	That's how I realized.
context: It's a precious time that won't come again.\A one-year, limited edition of youth.\You're an illusion. They'll forget you, anyway.\What do I do, Arata?\I'm in love with Kariu.\I-It's happening!\When I was walking Kariu to the station, I wanted to hold her hand.\That's how I realized. response:	Stop giving me that look!
context: A one-year, limited edition of youth.\You're an illusion. They'll forget you, anyway.\What do I do, Arata?\I'm in love with Kariu.\I-It's happening!\When I was walking Kariu to the station, I wanted to hold her hand.\That's how I realized.\Stop giving me that look! response:	Sorry, I can't stop smiling.
context: You're an illusion. They'll forget you, anyway.\What do I do, Arata?\I'm in love with Kariu.\I-It's happening!\When I was walking Kariu to the station, I wanted to hold her hand.\That's how I realized.\Stop giving me that look!\Sorry, I can't stop smiling. response:	Creep!
context: What do I do, Arata?\I'm in love with Kariu.\I-It's happening!\When I was walking Kariu to the station, I wanted to hold her hand.\That's how I realized.\Stop giving me that look!\Sorry, I can't stop smiling.\Creep! response:	Listen up, Oga.
context: I'm in love with Kariu.\I-It's happening!\When I was walking Kariu to the station, I wanted to hold her hand.\That's how I realized.\Stop giving me that look!\Sorry, I can't stop smiling.\Creep!\Listen up, Oga. response:	Now that you've noticed,
context: I-It's happening!\When I was walking Kariu to the station, I wanted to hold her hand.\That's how I realized.\Stop giving me that look!\Sorry, I can't stop smiling.\Creep!\Listen up, Oga.\Now that you've noticed, response:	you've gotta be a man and take action.
context: When I was walking Kariu to the station, I wanted to hold her hand.\That's how I realized.\Stop giving me that look!\Sorry, I can't stop smiling.\Creep!\Listen up, Oga.\Now that you've noticed,\you've gotta be a man and take action. response:	There's a fireworks festival soon, right?
context: That's how I realized.\Stop giving me that look!\Sorry, I can't stop smiling.\Creep!\Listen up, Oga.\Now that you've noticed,\you've gotta be a man and take action.\There's a fireworks festival soon, right? response:	Fireworks Festival
context: Stop giving me that look!\Sorry, I can't stop smiling.\Creep!\Listen up, Oga.\Now that you've noticed,\you've gotta be a man and take action.\There's a fireworks festival soon, right?\Fireworks Festival response:	Invite her to it, and fess up.
context: Sorry, I can't stop smiling.\Creep!\Listen up, Oga.\Now that you've noticed,\you've gotta be a man and take action.\There's a fireworks festival soon, right?\Fireworks Festival\Invite her to it, and fess up. response:	Fess up?
context: Creep!\Listen up, Oga.\Now that you've noticed,\you've gotta be a man and take action.\There's a fireworks festival soon, right?\Fireworks Festival\Invite her to it, and fess up.\Fess up? response:	You mean tell Kariu I love her?
context: Listen up, Oga.\Now that you've noticed,\you've gotta be a man and take action.\There's a fireworks festival soon, right?\Fireworks Festival\Invite her to it, and fess up.\Fess up?\You mean tell Kariu I love her? response:	Of course.
context: Now that you've noticed,\you've gotta be a man and take action.\There's a fireworks festival soon, right?\Fireworks Festival\Invite her to it, and fess up.\Fess up?\You mean tell Kariu I love her?\Of course. response:	What else would you tell her?
context: you've gotta be a man and take action.\There's a fireworks festival soon, right?\Fireworks Festival\Invite her to it, and fess up.\Fess up?\You mean tell Kariu I love her?\Of course.\What else would you tell her? response:	She'd punch me!
context: There's a fireworks festival soon, right?\Fireworks Festival\Invite her to it, and fess up.\Fess up?\You mean tell Kariu I love her?\Of course.\What else would you tell her?\She'd punch me! response:	Yeah, maybe.
context: Fireworks Festival\Invite her to it, and fess up.\Fess up?\You mean tell Kariu I love her?\Of course.\What else would you tell her?\She'd punch me!\Yeah, maybe. response:	But are you okay with dawdling about? Someone else might claim her.
context: Invite her to it, and fess up.\Fess up?\You mean tell Kariu I love her?\Of course.\What else would you tell her?\She'd punch me!\Yeah, maybe.\But are you okay with dawdling about? Someone else might claim her. response:	No...
context: Fess up?\You mean tell Kariu I love her?\Of course.\What else would you tell her?\She'd punch me!\Yeah, maybe.\But are you okay with dawdling about? Someone else might claim her.\No... response:	Please, stop doing that!
context: You mean tell Kariu I love her?\Of course.\What else would you tell her?\She'd punch me!\Yeah, maybe.\But are you okay with dawdling about? Someone else might claim her.\No...\Please, stop doing that! response:	A confession?
context: Of course.\What else would you tell her?\She'd punch me!\Yeah, maybe.\But are you okay with dawdling about? Someone else might claim her.\No...\Please, stop doing that!\A confession? response:	Ah, youth!
context: What else would you tell her?\She'd punch me!\Yeah, maybe.\But are you okay with dawdling about? Someone else might claim her.\No...\Please, stop doing that!\A confession?\Ah, youth! response:	When did you all get here?!
context: She'd punch me!\Yeah, maybe.\But are you okay with dawdling about? Someone else might claim her.\No...\Please, stop doing that!\A confession?\Ah, youth!\When did you all get here?! response:	Well, we thought you could use a young girl's point of view.
context: Yeah, maybe.\But are you okay with dawdling about? Someone else might claim her.\No...\Please, stop doing that!\A confession?\Ah, youth!\When did you all get here?!\Well, we thought you could use a young girl's point of view. response:	Young girl?
context: But are you okay with dawdling about? Someone else might claim her.\No...\Please, stop doing that!\A confession?\Ah, youth!\When did you all get here?!\Well, we thought you could use a young girl's point of view.\Young girl? response:	Uselessly dense
context: No...\Please, stop doing that!\A confession?\Ah, youth!\When did you all get here?!\Well, we thought you could use a young girl's point of view.\Young girl?\Uselessly dense response:	Tag-along
context: Please, stop doing that!\A confession?\Ah, youth!\When did you all get here?!\Well, we thought you could use a young girl's point of view.\Young girl?\Uselessly dense\Tag-along response:	But even if I do wanna confess,
context: A confession?\Ah, youth!\When did you all get here?!\Well, we thought you could use a young girl's point of view.\Young girl?\Uselessly dense\Tag-along\But even if I do wanna confess, response:	I just don't know where to begin.
context: Ah, youth!\When did you all get here?!\Well, we thought you could use a young girl's point of view.\Young girl?\Uselessly dense\Tag-along\But even if I do wanna confess,\I just don't know where to begin. response:	An-chan, how would you like a boy to confess his feelings?
context: When did you all get here?!\Well, we thought you could use a young girl's point of view.\Young girl?\Uselessly dense\Tag-along\But even if I do wanna confess,\I just don't know where to begin.\An-chan, how would you like a boy to confess his feelings? response:	As long as he puts his heart into it, it really doesn't matter.
context: Well, we thought you could use a young girl's point of view.\Young girl?\Uselessly dense\Tag-along\But even if I do wanna confess,\I just don't know where to begin.\An-chan, how would you like a boy to confess his feelings?\As long as he puts his heart into it, it really doesn't matter. response:	Hishiro-san?
context: Young girl?\Uselessly dense\Tag-along\But even if I do wanna confess,\I just don't know where to begin.\An-chan, how would you like a boy to confess his feelings?\As long as he puts his heart into it, it really doesn't matter.\Hishiro-san? response:	Sorry.
context: Uselessly dense\Tag-along\But even if I do wanna confess,\I just don't know where to begin.\An-chan, how would you like a boy to confess his feelings?\As long as he puts his heart into it, it really doesn't matter.\Hishiro-san?\Sorry. response:	I have no experience with these things, so I don't know.
context: Tag-along\But even if I do wanna confess,\I just don't know where to begin.\An-chan, how would you like a boy to confess his feelings?\As long as he puts his heart into it, it really doesn't matter.\Hishiro-san?\Sorry.\I have no experience with these things, so I don't know. response:	I see...
context: But even if I do wanna confess,\I just don't know where to begin.\An-chan, how would you like a boy to confess his feelings?\As long as he puts his heart into it, it really doesn't matter.\Hishiro-san?\Sorry.\I have no experience with these things, so I don't know.\I see... response:	Yoake-kun, how would you do it?
context: I just don't know where to begin.\An-chan, how would you like a boy to confess his feelings?\As long as he puts his heart into it, it really doesn't matter.\Hishiro-san?\Sorry.\I have no experience with these things, so I don't know.\I see...\Yoake-kun, how would you do it? response:	You seem so grown-up,
context: An-chan, how would you like a boy to confess his feelings?\As long as he puts his heart into it, it really doesn't matter.\Hishiro-san?\Sorry.\I have no experience with these things, so I don't know.\I see...\Yoake-kun, how would you do it?\You seem so grown-up, response:	I'm sure you'd make for a great reference.
context: As long as he puts his heart into it, it really doesn't matter.\Hishiro-san?\Sorry.\I have no experience with these things, so I don't know.\I see...\Yoake-kun, how would you do it?\You seem so grown-up,\I'm sure you'd make for a great reference. response:	I've never done it, either. Don't really know.
context: Hishiro-san?\Sorry.\I have no experience with these things, so I don't know.\I see...\Yoake-kun, how would you do it?\You seem so grown-up,\I'm sure you'd make for a great reference.\I've never done it, either. Don't really know. response:	Sorry!
context: Sorry.\I have no experience with these things, so I don't know.\I see...\Yoake-kun, how would you do it?\You seem so grown-up,\I'm sure you'd make for a great reference.\I've never done it, either. Don't really know.\Sorry! response:	Then... Arata?
context: I have no experience with these things, so I don't know.\I see...\Yoake-kun, how would you do it?\You seem so grown-up,\I'm sure you'd make for a great reference.\I've never done it, either. Don't really know.\Sorry!\Then... Arata? response:	How'd you lure all your girls?
context: I see...\Yoake-kun, how would you do it?\You seem so grown-up,\I'm sure you'd make for a great reference.\I've never done it, either. Don't really know.\Sorry!\Then... Arata?\How'd you lure all your girls? response:	You've had lots, right?
context: Yoake-kun, how would you do it?\You seem so grown-up,\I'm sure you'd make for a great reference.\I've never done it, either. Don't really know.\Sorry!\Then... Arata?\How'd you lure all your girls?\You've had lots, right? response:	I did not say that.
context: You seem so grown-up,\I'm sure you'd make for a great reference.\I've never done it, either. Don't really know.\Sorry!\Then... Arata?\How'd you lure all your girls?\You've had lots, right?\I did not say that. response:	No, you're so relaxed around them.
context: I'm sure you'd make for a great reference.\I've never done it, either. Don't really know.\Sorry!\Then... Arata?\How'd you lure all your girls?\You've had lots, right?\I did not say that.\No, you're so relaxed around them. response:	You've known a lot of girls.
context: I've never done it, either. Don't really know.\Sorry!\Then... Arata?\How'd you lure all your girls?\You've had lots, right?\I did not say that.\No, you're so relaxed around them.\You've known a lot of girls. response:	That's normal!
context: Sorry!\Then... Arata?\How'd you lure all your girls?\You've had lots, right?\I did not say that.\No, you're so relaxed around them.\You've known a lot of girls.\That's normal! response:	Kaizaki-san has a lot of experience with women?
context: Then... Arata?\How'd you lure all your girls?\You've had lots, right?\I did not say that.\No, you're so relaxed around them.\You've known a lot of girls.\That's normal!\Kaizaki-san has a lot of experience with women? response:	How grown-up.
context: How'd you lure all your girls?\You've had lots, right?\I did not say that.\No, you're so relaxed around them.\You've known a lot of girls.\That's normal!\Kaizaki-san has a lot of experience with women?\How grown-up. response:	No, it's normal!
context: You've had lots, right?\I did not say that.\No, you're so relaxed around them.\You've known a lot of girls.\That's normal!\Kaizaki-san has a lot of experience with women?\How grown-up.\No, it's normal! response:	We're in third year!
context: I did not say that.\No, you're so relaxed around them.\You've known a lot of girls.\That's normal!\Kaizaki-san has a lot of experience with women?\How grown-up.\No, it's normal!\We're in third year! response:	Well, I apologize for being abnormal.
context: No, you're so relaxed around them.\You've known a lot of girls.\That's normal!\Kaizaki-san has a lot of experience with women?\How grown-up.\No, it's normal!\We're in third year!\Well, I apologize for being abnormal. response:	Not what I meant!
context: You've known a lot of girls.\That's normal!\Kaizaki-san has a lot of experience with women?\How grown-up.\No, it's normal!\We're in third year!\Well, I apologize for being abnormal.\Not what I meant! response:	Stop smiling and help me out here, you support people!
context: That's normal!\Kaizaki-san has a lot of experience with women?\How grown-up.\No, it's normal!\We're in third year!\Well, I apologize for being abnormal.\Not what I meant!\Stop smiling and help me out here, you support people! response:	Y-Yoake-kun, surely you've asked someone out or been asked out!
context: Kaizaki-san has a lot of experience with women?\How grown-up.\No, it's normal!\We're in third year!\Well, I apologize for being abnormal.\Not what I meant!\Stop smiling and help me out here, you support people!\Y-Yoake-kun, surely you've asked someone out or been asked out! response:	You're eighteen, right?
context: How grown-up.\No, it's normal!\We're in third year!\Well, I apologize for being abnormal.\Not what I meant!\Stop smiling and help me out here, you support people!\Y-Yoake-kun, surely you've asked someone out or been asked out!\You're eighteen, right? response:	I'm still seventeen!
context: No, it's normal!\We're in third year!\Well, I apologize for being abnormal.\Not what I meant!\Stop smiling and help me out here, you support people!\Y-Yoake-kun, surely you've asked someone out or been asked out!\You're eighteen, right?\I'm still seventeen! response:	That's beside the point!
context: We're in third year!\Well, I apologize for being abnormal.\Not what I meant!\Stop smiling and help me out here, you support people!\Y-Yoake-kun, surely you've asked someone out or been asked out!\You're eighteen, right?\I'm still seventeen!\That's beside the point! response:	But I bet Arata-kun's pick-up lines are great!
context: Well, I apologize for being abnormal.\Not what I meant!\Stop smiling and help me out here, you support people!\Y-Yoake-kun, surely you've asked someone out or been asked out!\You're eighteen, right?\I'm still seventeen!\That's beside the point!\But I bet Arata-kun's pick-up lines are great! response:	I see. I really am abnormal.
context: Not what I meant!\Stop smiling and help me out here, you support people!\Y-Yoake-kun, surely you've asked someone out or been asked out!\You're eighteen, right?\I'm still seventeen!\That's beside the point!\But I bet Arata-kun's pick-up lines are great!\I see. I really am abnormal. response:	You've gotta tell me! I need help here!
context: Stop smiling and help me out here, you support people!\Y-Yoake-kun, surely you've asked someone out or been asked out!\You're eighteen, right?\I'm still seventeen!\That's beside the point!\But I bet Arata-kun's pick-up lines are great!\I see. I really am abnormal.\You've gotta tell me! I need help here! response:	I'm sorry I'm so abnormal.
context: Y-Yoake-kun, surely you've asked someone out or been asked out!\You're eighteen, right?\I'm still seventeen!\That's beside the point!\But I bet Arata-kun's pick-up lines are great!\I see. I really am abnormal.\You've gotta tell me! I need help here!\I'm sorry I'm so abnormal. response:	Stop!
context: You're eighteen, right?\I'm still seventeen!\That's beside the point!\But I bet Arata-kun's pick-up lines are great!\I see. I really am abnormal.\You've gotta tell me! I need help here!\I'm sorry I'm so abnormal.\Stop! response:	Fine, okay.
context: I'm still seventeen!\That's beside the point!\But I bet Arata-kun's pick-up lines are great!\I see. I really am abnormal.\You've gotta tell me! I need help here!\I'm sorry I'm so abnormal.\Stop!\Fine, okay. response:	I've made up my mind.
context: That's beside the point!\But I bet Arata-kun's pick-up lines are great!\I see. I really am abnormal.\You've gotta tell me! I need help here!\I'm sorry I'm so abnormal.\Stop!\Fine, okay.\I've made up my mind. response:	I'll invite Kariu to the fireworks festival...
context: But I bet Arata-kun's pick-up lines are great!\I see. I really am abnormal.\You've gotta tell me! I need help here!\I'm sorry I'm so abnormal.\Stop!\Fine, okay.\I've made up my mind.\I'll invite Kariu to the fireworks festival... response:	Kariu, are you free on the 10th?
context: I see. I really am abnormal.\You've gotta tell me! I need help here!\I'm sorry I'm so abnormal.\Stop!\Fine, okay.\I've made up my mind.\I'll invite Kariu to the fireworks festival...\Kariu, are you free on the 10th? response:	Wanna go to the fireworks festival together?
context: You've gotta tell me! I need help here!\I'm sorry I'm so abnormal.\Stop!\Fine, okay.\I've made up my mind.\I'll invite Kariu to the fireworks festival...\Kariu, are you free on the 10th?\Wanna go to the fireworks festival together? response:	What?! What the hell is this?!
context: I'm sorry I'm so abnormal.\Stop!\Fine, okay.\I've made up my mind.\I'll invite Kariu to the fireworks festival...\Kariu, are you free on the 10th?\Wanna go to the fireworks festival together?\What?! What the hell is this?! response:	Did he send it to the wrong person?
context: Stop!\Fine, okay.\I've made up my mind.\I'll invite Kariu to the fireworks festival...\Kariu, are you free on the 10th?\Wanna go to the fireworks festival together?\What?! What the hell is this?!\Did he send it to the wrong person? response:	No, it says Kariu...
context: Fine, okay.\I've made up my mind.\I'll invite Kariu to the fireworks festival...\Kariu, are you free on the 10th?\Wanna go to the fireworks festival together?\What?! What the hell is this?!\Did he send it to the wrong person?\No, it says Kariu... response:	Why?
context: I've made up my mind.\I'll invite Kariu to the fireworks festival...\Kariu, are you free on the 10th?\Wanna go to the fireworks festival together?\What?! What the hell is this?!\Did he send it to the wrong person?\No, it says Kariu...\Why? response:	A-Anyway, I'd better see what Honoka and Hishiro think...
context: I'll invite Kariu to the fireworks festival...\Kariu, are you free on the 10th?\Wanna go to the fireworks festival together?\What?! What the hell is this?!\Did he send it to the wrong person?\No, it says Kariu...\Why?\A-Anyway, I'd better see what Honoka and Hishiro think... response:	It seems Oga just invited me to the fireworks festival.
context: Kariu, are you free on the 10th?\Wanna go to the fireworks festival together?\What?! What the hell is this?!\Did he send it to the wrong person?\No, it says Kariu...\Why?\A-Anyway, I'd better see what Honoka and Hishiro think...\It seems Oga just invited me to the fireworks festival. response:	I got it, too! Sounds like fun!
context: Wanna go to the fireworks festival together?\What?! What the hell is this?!\Did he send it to the wrong person?\No, it says Kariu...\Why?\A-Anyway, I'd better see what Honoka and Hishiro think...\It seems Oga just invited me to the fireworks festival.\I got it, too! Sounds like fun! response:	I got one, too.
context: What?! What the hell is this?!\Did he send it to the wrong person?\No, it says Kariu...\Why?\A-Anyway, I'd better see what Honoka and Hishiro think...\It seems Oga just invited me to the fireworks festival.\I got it, too! Sounds like fun!\I got one, too. response:	I've been doing homework and studying all summer,
context: Did he send it to the wrong person?\No, it says Kariu...\Why?\A-Anyway, I'd better see what Honoka and Hishiro think...\It seems Oga just invited me to the fireworks festival.\I got it, too! Sounds like fun!\I got one, too.\I've been doing homework and studying all summer, response:	so it'll be nice to take a breather.
context: No, it says Kariu...\Why?\A-Anyway, I'd better see what Honoka and Hishiro think...\It seems Oga just invited me to the fireworks festival.\I got it, too! Sounds like fun!\I got one, too.\I've been doing homework and studying all summer,\so it'll be nice to take a breather. response:	He sent it to everyone...
context: Why?\A-Anyway, I'd better see what Honoka and Hishiro think...\It seems Oga just invited me to the fireworks festival.\I got it, too! Sounds like fun!\I got one, too.\I've been doing homework and studying all summer,\so it'll be nice to take a breather.\He sent it to everyone... response:	I got all worked up for nothing...
