context: Everyone, over here! response:	Is anyone hurt?
context: It's the Manaka-san that I knew since I was little.\Everything is born from the sea.\Oshiooshi Fishing Cooperative\Giant squid!\Akira, wait!\Whale shark!\Did you sleep well?\Nah, still didn't get enough sleep... response:	Here, food.
context: Everything is born from the sea.\Oshiooshi Fishing Cooperative\Giant squid!\Akira, wait!\Whale shark!\Did you sleep well?\Nah, still didn't get enough sleep...\Here, food. response:	So Old Man Hayakawa still hasn't woken up?
context: Oshiooshi Fishing Cooperative\Giant squid!\Akira, wait!\Whale shark!\Did you sleep well?\Nah, still didn't get enough sleep...\Here, food.\So Old Man Hayakawa still hasn't woken up? response:	He was always a worrywort.
context: Giant squid!\Akira, wait!\Whale shark!\Did you sleep well?\Nah, still didn't get enough sleep...\Here, food.\So Old Man Hayakawa still hasn't woken up?\He was always a worrywort. response:	He probably plans to continue hibernating.
context: Akira, wait!\Whale shark!\Did you sleep well?\Nah, still didn't get enough sleep...\Here, food.\So Old Man Hayakawa still hasn't woken up?\He was always a worrywort.\He probably plans to continue hibernating. response:	I see.
context: Whale shark!\Did you sleep well?\Nah, still didn't get enough sleep...\Here, food.\So Old Man Hayakawa still hasn't woken up?\He was always a worrywort.\He probably plans to continue hibernating.\I see. response:	So we probably won't be able to see him for a while.
context: Did you sleep well?\Nah, still didn't get enough sleep...\Here, food.\So Old Man Hayakawa still hasn't woken up?\He was always a worrywort.\He probably plans to continue hibernating.\I see.\So we probably won't be able to see him for a while. response:	Yeah, when everyone wakes up is their own choice.
context: Nah, still didn't get enough sleep...\Here, food.\So Old Man Hayakawa still hasn't woken up?\He was always a worrywort.\He probably plans to continue hibernating.\I see.\So we probably won't be able to see him for a while.\Yeah, when everyone wakes up is their own choice. response:	I see...
context: Here, food.\So Old Man Hayakawa still hasn't woken up?\He was always a worrywort.\He probably plans to continue hibernating.\I see.\So we probably won't be able to see him for a while.\Yeah, when everyone wakes up is their own choice.\I see... response:	What the hell? Manaka's still not here?
context: So Old Man Hayakawa still hasn't woken up?\He was always a worrywort.\He probably plans to continue hibernating.\I see.\So we probably won't be able to see him for a while.\Yeah, when everyone wakes up is their own choice.\I see...\What the hell? Manaka's still not here? response:	Yeah.
context: He was always a worrywort.\He probably plans to continue hibernating.\I see.\So we probably won't be able to see him for a while.\Yeah, when everyone wakes up is their own choice.\I see...\What the hell? Manaka's still not here?\Yeah. response:	She said she forgot something, so we should head up without her.
context: He probably plans to continue hibernating.\I see.\So we probably won't be able to see him for a while.\Yeah, when everyone wakes up is their own choice.\I see...\What the hell? Manaka's still not here?\Yeah.\She said she forgot something, so we should head up without her. response:	Jeez...
context: I see.\So we probably won't be able to see him for a while.\Yeah, when everyone wakes up is their own choice.\I see...\What the hell? Manaka's still not here?\Yeah.\She said she forgot something, so we should head up without her.\Jeez... response:	All right, let's wait up top.
context: So we probably won't be able to see him for a while.\Yeah, when everyone wakes up is their own choice.\I see...\What the hell? Manaka's still not here?\Yeah.\She said she forgot something, so we should head up without her.\Jeez...\All right, let's wait up top. response:	Things same as usual with you and Manaka?
context: Yeah, when everyone wakes up is their own choice.\I see...\What the hell? Manaka's still not here?\Yeah.\She said she forgot something, so we should head up without her.\Jeez...\All right, let's wait up top.\Things same as usual with you and Manaka? response:	Where'd that come from all of a sudden?
context: I see...\What the hell? Manaka's still not here?\Yeah.\She said she forgot something, so we should head up without her.\Jeez...\All right, let's wait up top.\Things same as usual with you and Manaka?\Where'd that come from all of a sudden? response:	You guys should go on a date.
context: What the hell? Manaka's still not here?\Yeah.\She said she forgot something, so we should head up without her.\Jeez...\All right, let's wait up top.\Things same as usual with you and Manaka?\Where'd that come from all of a sudden?\You guys should go on a date. response:	You found out you feel the same way about each other after all.
context: Yeah.\She said she forgot something, so we should head up without her.\Jeez...\All right, let's wait up top.\Things same as usual with you and Manaka?\Where'd that come from all of a sudden?\You guys should go on a date.\You found out you feel the same way about each other after all. response:	Isn't it a problem that there's been no progress?
context: She said she forgot something, so we should head up without her.\Jeez...\All right, let's wait up top.\Things same as usual with you and Manaka?\Where'd that come from all of a sudden?\You guys should go on a date.\You found out you feel the same way about each other after all.\Isn't it a problem that there's been no progress? response:	That stuff doesn't matter...
context: Jeez...\All right, let's wait up top.\Things same as usual with you and Manaka?\Where'd that come from all of a sudden?\You guys should go on a date.\You found out you feel the same way about each other after all.\Isn't it a problem that there's been no progress?\That stuff doesn't matter... response:	Are you being like Chisaki from a little while ago?
context: All right, let's wait up top.\Things same as usual with you and Manaka?\Where'd that come from all of a sudden?\You guys should go on a date.\You found out you feel the same way about each other after all.\Isn't it a problem that there's been no progress?\That stuff doesn't matter...\Are you being like Chisaki from a little while ago? response:	The whole I don't want to change thing?
context: Things same as usual with you and Manaka?\Where'd that come from all of a sudden?\You guys should go on a date.\You found out you feel the same way about each other after all.\Isn't it a problem that there's been no progress?\That stuff doesn't matter...\Are you being like Chisaki from a little while ago?\The whole I don't want to change thing? response:	No, things can change.
context: Where'd that come from all of a sudden?\You guys should go on a date.\You found out you feel the same way about each other after all.\Isn't it a problem that there's been no progress?\That stuff doesn't matter...\Are you being like Chisaki from a little while ago?\The whole I don't want to change thing?\No, things can change. response:	Huh?
context: You guys should go on a date.\You found out you feel the same way about each other after all.\Isn't it a problem that there's been no progress?\That stuff doesn't matter...\Are you being like Chisaki from a little while ago?\The whole I don't want to change thing?\No, things can change.\Huh? response:	But things don't have to change.
context: You found out you feel the same way about each other after all.\Isn't it a problem that there's been no progress?\That stuff doesn't matter...\Are you being like Chisaki from a little while ago?\The whole I don't want to change thing?\No, things can change.\Huh?\But things don't have to change. response:	Whatever is fine.
context: Isn't it a problem that there's been no progress?\That stuff doesn't matter...\Are you being like Chisaki from a little while ago?\The whole I don't want to change thing?\No, things can change.\Huh?\But things don't have to change.\Whatever is fine. response:	Yeah, you're right.
context: That stuff doesn't matter...\Are you being like Chisaki from a little while ago?\The whole I don't want to change thing?\No, things can change.\Huh?\But things don't have to change.\Whatever is fine.\Yeah, you're right. response:	I wonder if Hii-kun is mad...
context: Are you being like Chisaki from a little while ago?\The whole I don't want to change thing?\No, things can change.\Huh?\But things don't have to change.\Whatever is fine.\Yeah, you're right.\I wonder if Hii-kun is mad... response:	Namaka!
context: The whole I don't want to change thing?\No, things can change.\Huh?\But things don't have to change.\Whatever is fine.\Yeah, you're right.\I wonder if Hii-kun is mad...\Namaka! response:	Akira-kun?
context: No, things can change.\Huh?\But things don't have to change.\Whatever is fine.\Yeah, you're right.\I wonder if Hii-kun is mad...\Namaka!\Akira-kun? response:	You came to the sea again?
context: Huh?\But things don't have to change.\Whatever is fine.\Yeah, you're right.\I wonder if Hii-kun is mad...\Namaka!\Akira-kun?\You came to the sea again? response:	Akari-san was getting angry that you kept coming since you were able to dive in.
context: But things don't have to change.\Whatever is fine.\Yeah, you're right.\I wonder if Hii-kun is mad...\Namaka!\Akira-kun?\You came to the sea again?\Akari-san was getting angry that you kept coming since you were able to dive in. response:	One spin!
context: Whatever is fine.\Yeah, you're right.\I wonder if Hii-kun is mad...\Namaka!\Akira-kun?\You came to the sea again?\Akari-san was getting angry that you kept coming since you were able to dive in.\One spin! response:	The sea's gotten pretty warm...
context: Yeah, you're right.\I wonder if Hii-kun is mad...\Namaka!\Akira-kun?\You came to the sea again?\Akari-san was getting angry that you kept coming since you were able to dive in.\One spin!\The sea's gotten pretty warm... response:	But even then, if you come in too often, you'll catch a cold.
context: I wonder if Hii-kun is mad...\Namaka!\Akira-kun?\You came to the sea again?\Akari-san was getting angry that you kept coming since you were able to dive in.\One spin!\The sea's gotten pretty warm...\But even then, if you come in too often, you'll catch a cold. response:	You still aren't used to it.
context: Namaka!\Akira-kun?\You came to the sea again?\Akari-san was getting angry that you kept coming since you were able to dive in.\One spin!\The sea's gotten pretty warm...\But even then, if you come in too often, you'll catch a cold.\You still aren't used to it. response:	Let's go together.
context: Akira-kun?\You came to the sea again?\Akari-san was getting angry that you kept coming since you were able to dive in.\One spin!\The sea's gotten pretty warm...\But even then, if you come in too often, you'll catch a cold.\You still aren't used to it.\Let's go together. response:	Tsumugu-kun, good morning!
context: You came to the sea again?\Akari-san was getting angry that you kept coming since you were able to dive in.\One spin!\The sea's gotten pretty warm...\But even then, if you come in too often, you'll catch a cold.\You still aren't used to it.\Let's go together.\Tsumugu-kun, good morning! response:	Morning.
context: Akari-san was getting angry that you kept coming since you were able to dive in.\One spin!\The sea's gotten pretty warm...\But even then, if you come in too often, you'll catch a cold.\You still aren't used to it.\Let's go together.\Tsumugu-kun, good morning!\Morning. response:	Want a lift?
context: One spin!\The sea's gotten pretty warm...\But even then, if you come in too often, you'll catch a cold.\You still aren't used to it.\Let's go together.\Tsumugu-kun, good morning!\Morning.\Want a lift? response:	Yeah!
context: The sea's gotten pretty warm...\But even then, if you come in too often, you'll catch a cold.\You still aren't used to it.\Let's go together.\Tsumugu-kun, good morning!\Morning.\Want a lift?\Yeah! response:	You're leaving today, aren't you?
context: But even then, if you come in too often, you'll catch a cold.\You still aren't used to it.\Let's go together.\Tsumugu-kun, good morning!\Morning.\Want a lift?\Yeah!\You're leaving today, aren't you? response:	Forest Animals Juice Tangerine Full of Vitamins
context: You still aren't used to it.\Let's go together.\Tsumugu-kun, good morning!\Morning.\Want a lift?\Yeah!\You're leaving today, aren't you?\Forest Animals Juice Tangerine Full of Vitamins response:	I thought I'd come see the sea before heading back to the university.
context: Let's go together.\Tsumugu-kun, good morning!\Morning.\Want a lift?\Yeah!\You're leaving today, aren't you?\Forest Animals Juice Tangerine Full of Vitamins\I thought I'd come see the sea before heading back to the university. response:	Won't Chii-chan be lonely?
context: Tsumugu-kun, good morning!\Morning.\Want a lift?\Yeah!\You're leaving today, aren't you?\Forest Animals Juice Tangerine Full of Vitamins\I thought I'd come see the sea before heading back to the university.\Won't Chii-chan be lonely? response:	I'll be back on breaks.
context: Morning.\Want a lift?\Yeah!\You're leaving today, aren't you?\Forest Animals Juice Tangerine Full of Vitamins\I thought I'd come see the sea before heading back to the university.\Won't Chii-chan be lonely?\I'll be back on breaks. response:	I see.
context: Want a lift?\Yeah!\You're leaving today, aren't you?\Forest Animals Juice Tangerine Full of Vitamins\I thought I'd come see the sea before heading back to the university.\Won't Chii-chan be lonely?\I'll be back on breaks.\I see. response:	I love the sea that you can see from the surface.
context: Yeah!\You're leaving today, aren't you?\Forest Animals Juice Tangerine Full of Vitamins\I thought I'd come see the sea before heading back to the university.\Won't Chii-chan be lonely?\I'll be back on breaks.\I see.\I love the sea that you can see from the surface. response:	Why don't you tell Hikari that instead of me?
context: You're leaving today, aren't you?\Forest Animals Juice Tangerine Full of Vitamins\I thought I'd come see the sea before heading back to the university.\Won't Chii-chan be lonely?\I'll be back on breaks.\I see.\I love the sea that you can see from the surface.\Why don't you tell Hikari that instead of me? response:	Th-That wasn't about Hii-kun or anything!
context: Forest Animals Juice Tangerine Full of Vitamins\I thought I'd come see the sea before heading back to the university.\Won't Chii-chan be lonely?\I'll be back on breaks.\I see.\I love the sea that you can see from the surface.\Why don't you tell Hikari that instead of me?\Th-That wasn't about Hii-kun or anything! response:	See you later!
context: I thought I'd come see the sea before heading back to the university.\Won't Chii-chan be lonely?\I'll be back on breaks.\I see.\I love the sea that you can see from the surface.\Why don't you tell Hikari that instead of me?\Th-That wasn't about Hii-kun or anything!\See you later! response:	See you later.
context: Won't Chii-chan be lonely?\I'll be back on breaks.\I see.\I love the sea that you can see from the surface.\Why don't you tell Hikari that instead of me?\Th-That wasn't about Hii-kun or anything!\See you later!\See you later. response:	Ee you later.
context: I'll be back on breaks.\I see.\I love the sea that you can see from the surface.\Why don't you tell Hikari that instead of me?\Th-That wasn't about Hii-kun or anything!\See you later!\See you later.\Ee you later. response:	When Manaka and Tsumugu first met,
context: I see.\I love the sea that you can see from the surface.\Why don't you tell Hikari that instead of me?\Th-That wasn't about Hii-kun or anything!\See you later!\See you later.\Ee you later.\When Manaka and Tsumugu first met, response:	I thought it was a fateful meeting.
context: I love the sea that you can see from the surface.\Why don't you tell Hikari that instead of me?\Th-That wasn't about Hii-kun or anything!\See you later!\See you later.\Ee you later.\When Manaka and Tsumugu first met,\I thought it was a fateful meeting. response:	Hii-kun!
context: Why don't you tell Hikari that instead of me?\Th-That wasn't about Hii-kun or anything!\See you later!\See you later.\Ee you later.\When Manaka and Tsumugu first met,\I thought it was a fateful meeting.\Hii-kun! response:	Hey!
context: Th-That wasn't about Hii-kun or anything!\See you later!\See you later.\Ee you later.\When Manaka and Tsumugu first met,\I thought it was a fateful meeting.\Hii-kun!\Hey! response:	But...
context: See you later!\See you later.\Ee you later.\When Manaka and Tsumugu first met,\I thought it was a fateful meeting.\Hii-kun!\Hey!\But... response:	Hurry up!
context: See you later.\Ee you later.\When Manaka and Tsumugu first met,\I thought it was a fateful meeting.\Hii-kun!\Hey!\But...\Hurry up! response:	We're going to be late!
context: Ee you later.\When Manaka and Tsumugu first met,\I thought it was a fateful meeting.\Hii-kun!\Hey!\But...\Hurry up!\We're going to be late! response:	Tsumugu!
context: When Manaka and Tsumugu first met,\I thought it was a fateful meeting.\Hii-kun!\Hey!\But...\Hurry up!\We're going to be late!\Tsumugu! response:	You can go to the city or whatever...
context: I thought it was a fateful meeting.\Hii-kun!\Hey!\But...\Hurry up!\We're going to be late!\Tsumugu!\You can go to the city or whatever... response:	But hurry up and come back!
context: Hii-kun!\Hey!\But...\Hurry up!\We're going to be late!\Tsumugu!\You can go to the city or whatever...\But hurry up and come back! response:	Nothing is actually fated.
context: Hey!\But...\Hurry up!\We're going to be late!\Tsumugu!\You can go to the city or whatever...\But hurry up and come back!\Nothing is actually fated. response:	We're able to change everything ourselves.
context: But...\Hurry up!\We're going to be late!\Tsumugu!\You can go to the city or whatever...\But hurry up and come back!\Nothing is actually fated.\We're able to change everything ourselves. response:	Hey, does this look okay?
context: Hurry up!\We're going to be late!\Tsumugu!\You can go to the city or whatever...\But hurry up and come back!\Nothing is actually fated.\We're able to change everything ourselves.\Hey, does this look okay? response:	It looks good on you.
context: We're going to be late!\Tsumugu!\You can go to the city or whatever...\But hurry up and come back!\Nothing is actually fated.\We're able to change everything ourselves.\Hey, does this look okay?\It looks good on you. response:	I wonder if this makes me look a little more mature...
context: Tsumugu!\You can go to the city or whatever...\But hurry up and come back!\Nothing is actually fated.\We're able to change everything ourselves.\Hey, does this look okay?\It looks good on you.\I wonder if this makes me look a little more mature... response:	I think if you don't stand on your tip-toes,
context: You can go to the city or whatever...\But hurry up and come back!\Nothing is actually fated.\We're able to change everything ourselves.\Hey, does this look okay?\It looks good on you.\I wonder if this makes me look a little more mature...\I think if you don't stand on your tip-toes, response:	the more Kaname-san will understand how great you are.
context: But hurry up and come back!\Nothing is actually fated.\We're able to change everything ourselves.\Hey, does this look okay?\It looks good on you.\I wonder if this makes me look a little more mature...\I think if you don't stand on your tip-toes,\the more Kaname-san will understand how great you are. response:	Good morning!
context: Nothing is actually fated.\We're able to change everything ourselves.\Hey, does this look okay?\It looks good on you.\I wonder if this makes me look a little more mature...\I think if you don't stand on your tip-toes,\the more Kaname-san will understand how great you are.\Good morning! response:	Even though I lived on the surface,
context: We're able to change everything ourselves.\Hey, does this look okay?\It looks good on you.\I wonder if this makes me look a little more mature...\I think if you don't stand on your tip-toes,\the more Kaname-san will understand how great you are.\Good morning!\Even though I lived on the surface, response:	Morning!
context: Hey, does this look okay?\It looks good on you.\I wonder if this makes me look a little more mature...\I think if you don't stand on your tip-toes,\the more Kaname-san will understand how great you are.\Good morning!\Even though I lived on the surface,\Morning! response:	I fell in love with someone from the sea.
context: It looks good on you.\I wonder if this makes me look a little more mature...\I think if you don't stand on your tip-toes,\the more Kaname-san will understand how great you are.\Good morning!\Even though I lived on the surface,\Morning!\I fell in love with someone from the sea. response:	Good morning.
context: I wonder if this makes me look a little more mature...\I think if you don't stand on your tip-toes,\the more Kaname-san will understand how great you are.\Good morning!\Even though I lived on the surface,\Morning!\I fell in love with someone from the sea.\Good morning. response:	O-Oh, good morning.
context: I think if you don't stand on your tip-toes,\the more Kaname-san will understand how great you are.\Good morning!\Even though I lived on the surface,\Morning!\I fell in love with someone from the sea.\Good morning.\O-Oh, good morning. response:	Heyo!
context: the more Kaname-san will understand how great you are.\Good morning!\Even though I lived on the surface,\Morning!\I fell in love with someone from the sea.\Good morning.\O-Oh, good morning.\Heyo! response:	I think Shiodome's gotten prettier lately...
context: Good morning!\Even though I lived on the surface,\Morning!\I fell in love with someone from the sea.\Good morning.\O-Oh, good morning.\Heyo!\I think Shiodome's gotten prettier lately... response:	You still haven't given up?
context: Even though I lived on the surface,\Morning!\I fell in love with someone from the sea.\Good morning.\O-Oh, good morning.\Heyo!\I think Shiodome's gotten prettier lately...\You still haven't given up? response:	And the tears I shed over my first love
context: Morning!\I fell in love with someone from the sea.\Good morning.\O-Oh, good morning.\Heyo!\I think Shiodome's gotten prettier lately...\You still haven't given up?\And the tears I shed over my first love response:	melted into the kind sea.
context: I fell in love with someone from the sea.\Good morning.\O-Oh, good morning.\Heyo!\I think Shiodome's gotten prettier lately...\You still haven't given up?\And the tears I shed over my first love\melted into the kind sea. response:	Oh, there they are.
context: Good morning.\O-Oh, good morning.\Heyo!\I think Shiodome's gotten prettier lately...\You still haven't given up?\And the tears I shed over my first love\melted into the kind sea.\Oh, there they are. response:	Hey!
context: O-Oh, good morning.\Heyo!\I think Shiodome's gotten prettier lately...\You still haven't given up?\And the tears I shed over my first love\melted into the kind sea.\Oh, there they are.\Hey! response:	The sea that melted everything...
context: Heyo!\I think Shiodome's gotten prettier lately...\You still haven't given up?\And the tears I shed over my first love\melted into the kind sea.\Oh, there they are.\Hey!\The sea that melted everything... response:	Don't rush, Manaka-san!
context: I think Shiodome's gotten prettier lately...\You still haven't given up?\And the tears I shed over my first love\melted into the kind sea.\Oh, there they are.\Hey!\The sea that melted everything...\Don't rush, Manaka-san! response:	Manaka!
context: You still haven't given up?\And the tears I shed over my first love\melted into the kind sea.\Oh, there they are.\Hey!\The sea that melted everything...\Don't rush, Manaka-san!\Manaka! response:	Thank you, Miuna-chan!
context: And the tears I shed over my first love\melted into the kind sea.\Oh, there they are.\Hey!\The sea that melted everything...\Don't rush, Manaka-san!\Manaka!\Thank you, Miuna-chan! response:	Even now, it will bring new life and new feelings.
context: melted into the kind sea.\Oh, there they are.\Hey!\The sea that melted everything...\Don't rush, Manaka-san!\Manaka!\Thank you, Miuna-chan!\Even now, it will bring new life and new feelings. response:	I'm going to stop by my home in the sea on the way back,
context: Oh, there they are.\Hey!\The sea that melted everything...\Don't rush, Manaka-san!\Manaka!\Thank you, Miuna-chan!\Even now, it will bring new life and new feelings.\I'm going to stop by my home in the sea on the way back, response:	so I'll be a little late.
context: Hey!\The sea that melted everything...\Don't rush, Manaka-san!\Manaka!\Thank you, Miuna-chan!\Even now, it will bring new life and new feelings.\I'm going to stop by my home in the sea on the way back,\so I'll be a little late. response:	You can go back to the sea if you want.
context: The sea that melted everything...\Don't rush, Manaka-san!\Manaka!\Thank you, Miuna-chan!\Even now, it will bring new life and new feelings.\I'm going to stop by my home in the sea on the way back,\so I'll be a little late.\You can go back to the sea if you want. response:	Well, the miso soup you make is salty.
context: Don't rush, Manaka-san!\Manaka!\Thank you, Miuna-chan!\Even now, it will bring new life and new feelings.\I'm going to stop by my home in the sea on the way back,\so I'll be a little late.\You can go back to the sea if you want.\Well, the miso soup you make is salty. response:	I'm worried about your blood pressure.
context: Manaka!\Thank you, Miuna-chan!\Even now, it will bring new life and new feelings.\I'm going to stop by my home in the sea on the way back,\so I'll be a little late.\You can go back to the sea if you want.\Well, the miso soup you make is salty.\I'm worried about your blood pressure. response:	My mom said she'd teach me how to make dishes that would be healthy for you.
context: Thank you, Miuna-chan!\Even now, it will bring new life and new feelings.\I'm going to stop by my home in the sea on the way back,\so I'll be a little late.\You can go back to the sea if you want.\Well, the miso soup you make is salty.\I'm worried about your blood pressure.\My mom said she'd teach me how to make dishes that would be healthy for you. response:	I see...
context: Even now, it will bring new life and new feelings.\I'm going to stop by my home in the sea on the way back,\so I'll be a little late.\You can go back to the sea if you want.\Well, the miso soup you make is salty.\I'm worried about your blood pressure.\My mom said she'd teach me how to make dishes that would be healthy for you.\I see... response:	Tsumugu, were you ready?
context: I'm going to stop by my home in the sea on the way back,\so I'll be a little late.\You can go back to the sea if you want.\Well, the miso soup you make is salty.\I'm worried about your blood pressure.\My mom said she'd teach me how to make dishes that would be healthy for you.\I see...\Tsumugu, were you ready? response:	Come to the station with me.
context: so I'll be a little late.\You can go back to the sea if you want.\Well, the miso soup you make is salty.\I'm worried about your blood pressure.\My mom said she'd teach me how to make dishes that would be healthy for you.\I see...\Tsumugu, were you ready?\Come to the station with me. response:	Yeah.
context: You can go back to the sea if you want.\Well, the miso soup you make is salty.\I'm worried about your blood pressure.\My mom said she'd teach me how to make dishes that would be healthy for you.\I see...\Tsumugu, were you ready?\Come to the station with me.\Yeah. response:	See you later.
context: Well, the miso soup you make is salty.\I'm worried about your blood pressure.\My mom said she'd teach me how to make dishes that would be healthy for you.\I see...\Tsumugu, were you ready?\Come to the station with me.\Yeah.\See you later. response:	See you later.
context: I'm worried about your blood pressure.\My mom said she'd teach me how to make dishes that would be healthy for you.\I see...\Tsumugu, were you ready?\Come to the station with me.\Yeah.\See you later.\See you later. response:	I'll be back at the end of the month to visit.
context: My mom said she'd teach me how to make dishes that would be healthy for you.\I see...\Tsumugu, were you ready?\Come to the station with me.\Yeah.\See you later.\See you later.\I'll be back at the end of the month to visit. response:	Yeah.
context: I see...\Tsumugu, were you ready?\Come to the station with me.\Yeah.\See you later.\See you later.\I'll be back at the end of the month to visit.\Yeah. response:	The end of the surface world that will come some day...
context: Tsumugu, were you ready?\Come to the station with me.\Yeah.\See you later.\See you later.\I'll be back at the end of the month to visit.\Yeah.\The end of the surface world that will come some day... response:	We don't know exactly what'll happen,
context: Come to the station with me.\Yeah.\See you later.\See you later.\I'll be back at the end of the month to visit.\Yeah.\The end of the surface world that will come some day...\We don't know exactly what'll happen, response:	Oshiooshi Fishing Cooperative
context: Yeah.\See you later.\See you later.\I'll be back at the end of the month to visit.\Yeah.\The end of the surface world that will come some day...\We don't know exactly what'll happen,\Oshiooshi Fishing Cooperative response:	Shishio and Oshishi's Cooperative Development
context: See you later.\See you later.\I'll be back at the end of the month to visit.\Yeah.\The end of the surface world that will come some day...\We don't know exactly what'll happen,\Oshiooshi Fishing Cooperative\Shishio and Oshishi's Cooperative Development response:	Side Dishes from the Sea and Mountains
context: See you later.\I'll be back at the end of the month to visit.\Yeah.\The end of the surface world that will come some day...\We don't know exactly what'll happen,\Oshiooshi Fishing Cooperative\Shishio and Oshishi's Cooperative Development\Side Dishes from the Sea and Mountains response:	but I feel that our feelings will be able to change it.
context: I'll be back at the end of the month to visit.\Yeah.\The end of the surface world that will come some day...\We don't know exactly what'll happen,\Oshiooshi Fishing Cooperative\Shishio and Oshishi's Cooperative Development\Side Dishes from the Sea and Mountains\but I feel that our feelings will be able to change it. response:	Sea God,
context: Yeah.\The end of the surface world that will come some day...\We don't know exactly what'll happen,\Oshiooshi Fishing Cooperative\Shishio and Oshishi's Cooperative Development\Side Dishes from the Sea and Mountains\but I feel that our feelings will be able to change it.\Sea God, response:	humans are quite interesting, are they not?
context: The end of the surface world that will come some day...\We don't know exactly what'll happen,\Oshiooshi Fishing Cooperative\Shishio and Oshishi's Cooperative Development\Side Dishes from the Sea and Mountains\but I feel that our feelings will be able to change it.\Sea God,\humans are quite interesting, are they not? response:	Even after being hurt, and having no answers...
context: We don't know exactly what'll happen,\Oshiooshi Fishing Cooperative\Shishio and Oshishi's Cooperative Development\Side Dishes from the Sea and Mountains\but I feel that our feelings will be able to change it.\Sea God,\humans are quite interesting, are they not?\Even after being hurt, and having no answers... response:	They still struggle and continue to dream.
context: Oshiooshi Fishing Cooperative\Shishio and Oshishi's Cooperative Development\Side Dishes from the Sea and Mountains\but I feel that our feelings will be able to change it.\Sea God,\humans are quite interesting, are they not?\Even after being hurt, and having no answers...\They still struggle and continue to dream. response:	And those feelings may change the great flow...
context: Shishio and Oshishi's Cooperative Development\Side Dishes from the Sea and Mountains\but I feel that our feelings will be able to change it.\Sea God,\humans are quite interesting, are they not?\Even after being hurt, and having no answers...\They still struggle and continue to dream.\And those feelings may change the great flow... response:	Oh?
context: Side Dishes from the Sea and Mountains\but I feel that our feelings will be able to change it.\Sea God,\humans are quite interesting, are they not?\Even after being hurt, and having no answers...\They still struggle and continue to dream.\And those feelings may change the great flow...\Oh? response:	So the saltflake snow has stopped.
context: but I feel that our feelings will be able to change it.\Sea God,\humans are quite interesting, are they not?\Even after being hurt, and having no answers...\They still struggle and continue to dream.\And those feelings may change the great flow...\Oh?\So the saltflake snow has stopped. response:	Final Episode: The Color of the Sea. The Color of the Earth. The Color of the Wind. The Color of Your Heart. Your Color.
context: Sea God,\humans are quite interesting, are they not?\Even after being hurt, and having no answers...\They still struggle and continue to dream.\And those feelings may change the great flow...\Oh?\So the saltflake snow has stopped.\Final Episode: The Color of the Sea. The Color of the Earth. The Color of the Wind. The Color of Your Heart. Your Color. response:	Hey, Hii-kun. Do you remember?
context: humans are quite interesting, are they not?\Even after being hurt, and having no answers...\They still struggle and continue to dream.\And those feelings may change the great flow...\Oh?\So the saltflake snow has stopped.\Final Episode: The Color of the Sea. The Color of the Earth. The Color of the Wind. The Color of Your Heart. Your Color.\Hey, Hii-kun. Do you remember? response:	Five years ago at the Ofunehiki...
context: Even after being hurt, and having no answers...\They still struggle and continue to dream.\And those feelings may change the great flow...\Oh?\So the saltflake snow has stopped.\Final Episode: The Color of the Sea. The Color of the Earth. The Color of the Wind. The Color of Your Heart. Your Color.\Hey, Hii-kun. Do you remember?\Five years ago at the Ofunehiki... response:	About you wanting to tell me something after it was over, right?
context: They still struggle and continue to dream.\And those feelings may change the great flow...\Oh?\So the saltflake snow has stopped.\Final Episode: The Color of the Sea. The Color of the Earth. The Color of the Wind. The Color of Your Heart. Your Color.\Hey, Hii-kun. Do you remember?\Five years ago at the Ofunehiki...\About you wanting to tell me something after it was over, right? response:	So you did remember.
context: And those feelings may change the great flow...\Oh?\So the saltflake snow has stopped.\Final Episode: The Color of the Sea. The Color of the Earth. The Color of the Wind. The Color of Your Heart. Your Color.\Hey, Hii-kun. Do you remember?\Five years ago at the Ofunehiki...\About you wanting to tell me something after it was over, right?\So you did remember. response:	You're the one who forgot.
context: Oh?\So the saltflake snow has stopped.\Final Episode: The Color of the Sea. The Color of the Earth. The Color of the Wind. The Color of Your Heart. Your Color.\Hey, Hii-kun. Do you remember?\Five years ago at the Ofunehiki...\About you wanting to tell me something after it was over, right?\So you did remember.\You're the one who forgot. response:	But even if I don't say it...
context: So the saltflake snow has stopped.\Final Episode: The Color of the Sea. The Color of the Earth. The Color of the Wind. The Color of Your Heart. Your Color.\Hey, Hii-kun. Do you remember?\Five years ago at the Ofunehiki...\About you wanting to tell me something after it was over, right?\So you did remember.\You're the one who forgot.\But even if I don't say it... response:	I already know what you wanted to say.
context: Final Episode: The Color of the Sea. The Color of the Earth. The Color of the Wind. The Color of Your Heart. Your Color.\Hey, Hii-kun. Do you remember?\Five years ago at the Ofunehiki...\About you wanting to tell me something after it was over, right?\So you did remember.\You're the one who forgot.\But even if I don't say it...\I already know what you wanted to say. response:	Melted into the sea,
context: Hey, Hii-kun. Do you remember?\Five years ago at the Ofunehiki...\About you wanting to tell me something after it was over, right?\So you did remember.\You're the one who forgot.\But even if I don't say it...\I already know what you wanted to say.\Melted into the sea, response:	melted into the air...
context: Five years ago at the Ofunehiki...\About you wanting to tell me something after it was over, right?\So you did remember.\You're the one who forgot.\But even if I don't say it...\I already know what you wanted to say.\Melted into the sea,\melted into the air... response:	Going beyond time...
