context: Wood Shop response:	Wow, this is...
context: Hikari...\Talk about a preemptive strike.\No worries!\We're just getting started.\It appears that everyone is ready now.\I'll be moderating the meeting today.\So, what do you all think?\The students worked really hard to make this. response:	So as their teacher, I'd really like to see their dream come true.
context: Talk about a preemptive strike.\No worries!\We're just getting started.\It appears that everyone is ready now.\I'll be moderating the meeting today.\So, what do you all think?\The students worked really hard to make this.\So as their teacher, I'd really like to see their dream come true. response:	Well, we never objected to doing the Ofunehiki in the first place.
context: No worries!\We're just getting started.\It appears that everyone is ready now.\I'll be moderating the meeting today.\So, what do you all think?\The students worked really hard to make this.\So as their teacher, I'd really like to see their dream come true.\Well, we never objected to doing the Ofunehiki in the first place. response:	Yeah.
context: We're just getting started.\It appears that everyone is ready now.\I'll be moderating the meeting today.\So, what do you all think?\The students worked really hard to make this.\So as their teacher, I'd really like to see their dream come true.\Well, we never objected to doing the Ofunehiki in the first place.\Yeah. response:	And festivals shouldn't be disregarded.
context: It appears that everyone is ready now.\I'll be moderating the meeting today.\So, what do you all think?\The students worked really hard to make this.\So as their teacher, I'd really like to see their dream come true.\Well, we never objected to doing the Ofunehiki in the first place.\Yeah.\And festivals shouldn't be disregarded. response:	And it's not like we're going to neglect the god.
context: I'll be moderating the meeting today.\So, what do you all think?\The students worked really hard to make this.\So as their teacher, I'd really like to see their dream come true.\Well, we never objected to doing the Ofunehiki in the first place.\Yeah.\And festivals shouldn't be disregarded.\And it's not like we're going to neglect the god. response:	Yeah, of course.
context: So, what do you all think?\The students worked really hard to make this.\So as their teacher, I'd really like to see their dream come true.\Well, we never objected to doing the Ofunehiki in the first place.\Yeah.\And festivals shouldn't be disregarded.\And it's not like we're going to neglect the god.\Yeah, of course. response:	Hey, Sakishima.
context: The students worked really hard to make this.\So as their teacher, I'd really like to see their dream come true.\Well, we never objected to doing the Ofunehiki in the first place.\Yeah.\And festivals shouldn't be disregarded.\And it's not like we're going to neglect the god.\Yeah, of course.\Hey, Sakishima. response:	The kids went so far to do this.
context: So as their teacher, I'd really like to see their dream come true.\Well, we never objected to doing the Ofunehiki in the first place.\Yeah.\And festivals shouldn't be disregarded.\And it's not like we're going to neglect the god.\Yeah, of course.\Hey, Sakishima.\The kids went so far to do this. response:	A lot's happened, but why don't we let it go?
context: Well, we never objected to doing the Ofunehiki in the first place.\Yeah.\And festivals shouldn't be disregarded.\And it's not like we're going to neglect the god.\Yeah, of course.\Hey, Sakishima.\The kids went so far to do this.\A lot's happened, but why don't we let it go? response:	Yeah.
context: Yeah.\And festivals shouldn't be disregarded.\And it's not like we're going to neglect the god.\Yeah, of course.\Hey, Sakishima.\The kids went so far to do this.\A lot's happened, but why don't we let it go?\Yeah. response:	Well, go ahead and start.
context: And festivals shouldn't be disregarded.\And it's not like we're going to neglect the god.\Yeah, of course.\Hey, Sakishima.\The kids went so far to do this.\A lot's happened, but why don't we let it go?\Yeah.\Well, go ahead and start. response:	But it's already started...
context: And it's not like we're going to neglect the god.\Yeah, of course.\Hey, Sakishima.\The kids went so far to do this.\A lot's happened, but why don't we let it go?\Yeah.\Well, go ahead and start.\But it's already started... response:	Not that.
context: Yeah, of course.\Hey, Sakishima.\The kids went so far to do this.\A lot's happened, but why don't we let it go?\Yeah.\Well, go ahead and start.\But it's already started...\Not that. response:	I'm saying that we'll listen to your apology now.
context: Hey, Sakishima.\The kids went so far to do this.\A lot's happened, but why don't we let it go?\Yeah.\Well, go ahead and start.\But it's already started...\Not that.\I'm saying that we'll listen to your apology now. response:	What?
context: The kids went so far to do this.\A lot's happened, but why don't we let it go?\Yeah.\Well, go ahead and start.\But it's already started...\Not that.\I'm saying that we'll listen to your apology now.\What? response:	Apology?
context: A lot's happened, but why don't we let it go?\Yeah.\Well, go ahead and start.\But it's already started...\Not that.\I'm saying that we'll listen to your apology now.\What?\Apology? response:	We came all the way here.
context: Yeah.\Well, go ahead and start.\But it's already started...\Not that.\I'm saying that we'll listen to your apology now.\What?\Apology?\We came all the way here. response:	Apologize to your heart's content.
context: Well, go ahead and start.\But it's already started...\Not that.\I'm saying that we'll listen to your apology now.\What?\Apology?\We came all the way here.\Apologize to your heart's content. response:	Our hearts are as wide as the sea.
context: But it's already started...\Not that.\I'm saying that we'll listen to your apology now.\What?\Apology?\We came all the way here.\Apologize to your heart's content.\Our hearts are as wide as the sea. response:	It'll probably be a little rude, but we'll hear it out.
context: Not that.\I'm saying that we'll listen to your apology now.\What?\Apology?\We came all the way here.\Apologize to your heart's content.\Our hearts are as wide as the sea.\It'll probably be a little rude, but we'll hear it out. response:	Why would we have to apologize?
context: I'm saying that we'll listen to your apology now.\What?\Apology?\We came all the way here.\Apologize to your heart's content.\Our hearts are as wide as the sea.\It'll probably be a little rude, but we'll hear it out.\Why would we have to apologize? response:	You're the ones that said you wouldn't do the festival in the first place.
context: What?\Apology?\We came all the way here.\Apologize to your heart's content.\Our hearts are as wide as the sea.\It'll probably be a little rude, but we'll hear it out.\Why would we have to apologize?\You're the ones that said you wouldn't do the festival in the first place. response:	Hold on a second.
context: Apology?\We came all the way here.\Apologize to your heart's content.\Our hearts are as wide as the sea.\It'll probably be a little rude, but we'll hear it out.\Why would we have to apologize?\You're the ones that said you wouldn't do the festival in the first place.\Hold on a second. response:	Are you trying to say you don't remember the last Ofunehiki?
context: We came all the way here.\Apologize to your heart's content.\Our hearts are as wide as the sea.\It'll probably be a little rude, but we'll hear it out.\Why would we have to apologize?\You're the ones that said you wouldn't do the festival in the first place.\Hold on a second.\Are you trying to say you don't remember the last Ofunehiki? response:	You guys were complaining about how there wasn't enough money
context: Apologize to your heart's content.\Our hearts are as wide as the sea.\It'll probably be a little rude, but we'll hear it out.\Why would we have to apologize?\You're the ones that said you wouldn't do the festival in the first place.\Hold on a second.\Are you trying to say you don't remember the last Ofunehiki?\You guys were complaining about how there wasn't enough money response:	or enough people, and you asked to scale things down, didn't you?
context: Our hearts are as wide as the sea.\It'll probably be a little rude, but we'll hear it out.\Why would we have to apologize?\You're the ones that said you wouldn't do the festival in the first place.\Hold on a second.\Are you trying to say you don't remember the last Ofunehiki?\You guys were complaining about how there wasn't enough money\or enough people, and you asked to scale things down, didn't you? response:	Not to mention this happened time after time...
context: It'll probably be a little rude, but we'll hear it out.\Why would we have to apologize?\You're the ones that said you wouldn't do the festival in the first place.\Hold on a second.\Are you trying to say you don't remember the last Ofunehiki?\You guys were complaining about how there wasn't enough money\or enough people, and you asked to scale things down, didn't you?\Not to mention this happened time after time... response:	At that rate,
context: Why would we have to apologize?\You're the ones that said you wouldn't do the festival in the first place.\Hold on a second.\Are you trying to say you don't remember the last Ofunehiki?\You guys were complaining about how there wasn't enough money\or enough people, and you asked to scale things down, didn't you?\Not to mention this happened time after time...\At that rate, response:	even if we hadn't said we weren't going to do it,
context: You're the ones that said you wouldn't do the festival in the first place.\Hold on a second.\Are you trying to say you don't remember the last Ofunehiki?\You guys were complaining about how there wasn't enough money\or enough people, and you asked to scale things down, didn't you?\Not to mention this happened time after time...\At that rate,\even if we hadn't said we weren't going to do it, response:	Hey, this doesn't look very good, does it?
context: Hold on a second.\Are you trying to say you don't remember the last Ofunehiki?\You guys were complaining about how there wasn't enough money\or enough people, and you asked to scale things down, didn't you?\Not to mention this happened time after time...\At that rate,\even if we hadn't said we weren't going to do it,\Hey, this doesn't look very good, does it? response:	you guys would have said it yourselves.
context: Are you trying to say you don't remember the last Ofunehiki?\You guys were complaining about how there wasn't enough money\or enough people, and you asked to scale things down, didn't you?\Not to mention this happened time after time...\At that rate,\even if we hadn't said we weren't going to do it,\Hey, this doesn't look very good, does it?\you guys would have said it yourselves. response:	That's not true!
context: You guys were complaining about how there wasn't enough money\or enough people, and you asked to scale things down, didn't you?\Not to mention this happened time after time...\At that rate,\even if we hadn't said we weren't going to do it,\Hey, this doesn't look very good, does it?\you guys would have said it yourselves.\That's not true! response:	Please wait!
context: or enough people, and you asked to scale things down, didn't you?\Not to mention this happened time after time...\At that rate,\even if we hadn't said we weren't going to do it,\Hey, this doesn't look very good, does it?\you guys would have said it yourselves.\That's not true!\Please wait! response:	This isn't a gathering to say who should apologize or who's at faul
context: Not to mention this happened time after time...\At that rate,\even if we hadn't said we weren't going to do it,\Hey, this doesn't look very good, does it?\you guys would have said it yourselves.\That's not true!\Please wait!\This isn't a gathering to say who should apologize or who's at faul response:	Stay out of it, kid!
context: At that rate,\even if we hadn't said we weren't going to do it,\Hey, this doesn't look very good, does it?\you guys would have said it yourselves.\That's not true!\Please wait!\This isn't a gathering to say who should apologize or who's at faul\Stay out of it, kid! response:	Anyway, you're the ones who called it off first.
context: even if we hadn't said we weren't going to do it,\Hey, this doesn't look very good, does it?\you guys would have said it yourselves.\That's not true!\Please wait!\This isn't a gathering to say who should apologize or who's at faul\Stay out of it, kid!\Anyway, you're the ones who called it off first. response:	It's only natural that you apologize.
context: Hey, this doesn't look very good, does it?\you guys would have said it yourselves.\That's not true!\Please wait!\This isn't a gathering to say who should apologize or who's at faul\Stay out of it, kid!\Anyway, you're the ones who called it off first.\It's only natural that you apologize. response:	Not to mention,
context: you guys would have said it yourselves.\That's not true!\Please wait!\This isn't a gathering to say who should apologize or who's at faul\Stay out of it, kid!\Anyway, you're the ones who called it off first.\It's only natural that you apologize.\Not to mention, response:	the reason we don't have enough people or any money
context: That's not true!\Please wait!\This isn't a gathering to say who should apologize or who's at faul\Stay out of it, kid!\Anyway, you're the ones who called it off first.\It's only natural that you apologize.\Not to mention,\the reason we don't have enough people or any money response:	is because ya'll keep taking them from the top!
context: Please wait!\This isn't a gathering to say who should apologize or who's at faul\Stay out of it, kid!\Anyway, you're the ones who called it off first.\It's only natural that you apologize.\Not to mention,\the reason we don't have enough people or any money\is because ya'll keep taking them from the top! response:	That's right!
context: This isn't a gathering to say who should apologize or who's at faul\Stay out of it, kid!\Anyway, you're the ones who called it off first.\It's only natural that you apologize.\Not to mention,\the reason we don't have enough people or any money\is because ya'll keep taking them from the top!\That's right! response:	Both our fish and our women!
context: Stay out of it, kid!\Anyway, you're the ones who called it off first.\It's only natural that you apologize.\Not to mention,\the reason we don't have enough people or any money\is because ya'll keep taking them from the top!\That's right!\Both our fish and our women! response:	What?
context: Anyway, you're the ones who called it off first.\It's only natural that you apologize.\Not to mention,\the reason we don't have enough people or any money\is because ya'll keep taking them from the top!\That's right!\Both our fish and our women!\What? response:	The reason your women run off is because you guys aren't reliable, isn't it?
context: It's only natural that you apologize.\Not to mention,\the reason we don't have enough people or any money\is because ya'll keep taking them from the top!\That's right!\Both our fish and our women!\What?\The reason your women run off is because you guys aren't reliable, isn't it? response:	You're gonna blame us for that, too?
context: Not to mention,\the reason we don't have enough people or any money\is because ya'll keep taking them from the top!\That's right!\Both our fish and our women!\What?\The reason your women run off is because you guys aren't reliable, isn't it?\You're gonna blame us for that, too? response:	What'd you just say?!
context: the reason we don't have enough people or any money\is because ya'll keep taking them from the top!\That's right!\Both our fish and our women!\What?\The reason your women run off is because you guys aren't reliable, isn't it?\You're gonna blame us for that, too?\What'd you just say?! response:	Looks like it's gonna rain...
context: is because ya'll keep taking them from the top!\That's right!\Both our fish and our women!\What?\The reason your women run off is because you guys aren't reliable, isn't it?\You're gonna blame us for that, too?\What'd you just say?!\Looks like it's gonna rain... response:	You're going to come, too?
context: That's right!\Both our fish and our women!\What?\The reason your women run off is because you guys aren't reliable, isn't it?\You're gonna blame us for that, too?\What'd you just say?!\Looks like it's gonna rain...\You're going to come, too? response:	Yeah.
context: Both our fish and our women!\What?\The reason your women run off is because you guys aren't reliable, isn't it?\You're gonna blame us for that, too?\What'd you just say?!\Looks like it's gonna rain...\You're going to come, too?\Yeah. response:	Hikari worked really hard...
context: What?\The reason your women run off is because you guys aren't reliable, isn't it?\You're gonna blame us for that, too?\What'd you just say?!\Looks like it's gonna rain...\You're going to come, too?\Yeah.\Hikari worked really hard... response:	Also,
context: The reason your women run off is because you guys aren't reliable, isn't it?\You're gonna blame us for that, too?\What'd you just say?!\Looks like it's gonna rain...\You're going to come, too?\Yeah.\Hikari worked really hard...\Also, response:	I really want to show Miuna-chan an actual Ofunehiki.
context: You're gonna blame us for that, too?\What'd you just say?!\Looks like it's gonna rain...\You're going to come, too?\Yeah.\Hikari worked really hard...\Also,\I really want to show Miuna-chan an actual Ofunehiki. response:	Maybe it's because of our roots.
context: What'd you just say?!\Looks like it's gonna rain...\You're going to come, too?\Yeah.\Hikari worked really hard...\Also,\I really want to show Miuna-chan an actual Ofunehiki.\Maybe it's because of our roots. response:	There's that, and if Miuna-chan is ever lost...
context: Looks like it's gonna rain...\You're going to come, too?\Yeah.\Hikari worked really hard...\Also,\I really want to show Miuna-chan an actual Ofunehiki.\Maybe it's because of our roots.\There's that, and if Miuna-chan is ever lost... response:	I thought it could be like a light in her heart.
context: You're going to come, too?\Yeah.\Hikari worked really hard...\Also,\I really want to show Miuna-chan an actual Ofunehiki.\Maybe it's because of our roots.\There's that, and if Miuna-chan is ever lost...\I thought it could be like a light in her heart. response:	Akari...
context: Yeah.\Hikari worked really hard...\Also,\I really want to show Miuna-chan an actual Ofunehiki.\Maybe it's because of our roots.\There's that, and if Miuna-chan is ever lost...\I thought it could be like a light in her heart.\Akari... response:	Thank you...
context: Hikari worked really hard...\Also,\I really want to show Miuna-chan an actual Ofunehiki.\Maybe it's because of our roots.\There's that, and if Miuna-chan is ever lost...\I thought it could be like a light in her heart.\Akari...\Thank you... response:	For thinking about Miuna.
context: Also,\I really want to show Miuna-chan an actual Ofunehiki.\Maybe it's because of our roots.\There's that, and if Miuna-chan is ever lost...\I thought it could be like a light in her heart.\Akari...\Thank you...\For thinking about Miuna. response:	All right, let's go in.
context: I really want to show Miuna-chan an actual Ofunehiki.\Maybe it's because of our roots.\There's that, and if Miuna-chan is ever lost...\I thought it could be like a light in her heart.\Akari...\Thank you...\For thinking about Miuna.\All right, let's go in. response:	The hell are you saying, fish head?
context: Maybe it's because of our roots.\There's that, and if Miuna-chan is ever lost...\I thought it could be like a light in her heart.\Akari...\Thank you...\For thinking about Miuna.\All right, let's go in.\The hell are you saying, fish head? response:	Excuse u
context: There's that, and if Miuna-chan is ever lost...\I thought it could be like a light in her heart.\Akari...\Thank you...\For thinking about Miuna.\All right, let's go in.\The hell are you saying, fish head?\Excuse u response:	Shut up, you pigs!
context: I thought it could be like a light in her heart.\Akari...\Thank you...\For thinking about Miuna.\All right, let's go in.\The hell are you saying, fish head?\Excuse u\Shut up, you pigs! response:	All your squealing's annoying!
context: Akari...\Thank you...\For thinking about Miuna.\All right, let's go in.\The hell are you saying, fish head?\Excuse u\Shut up, you pigs!\All your squealing's annoying! response:	All right then.
context: Thank you...\For thinking about Miuna.\All right, let's go in.\The hell are you saying, fish head?\Excuse u\Shut up, you pigs!\All your squealing's annoying!\All right then. response:	Why don't we settle things once and for all?
context: For thinking about Miuna.\All right, let's go in.\The hell are you saying, fish head?\Excuse u\Shut up, you pigs!\All your squealing's annoying!\All right then.\Why don't we settle things once and for all? response:	What'd you just say?!
context: All right, let's go in.\The hell are you saying, fish head?\Excuse u\Shut up, you pigs!\All your squealing's annoying!\All right then.\Why don't we settle things once and for all?\What'd you just say?! response:	Is this a bad time?
context: The hell are you saying, fish head?\Excuse u\Shut up, you pigs!\All your squealing's annoying!\All right then.\Why don't we settle things once and for all?\What'd you just say?!\Is this a bad time? response:	Whoa.
context: Excuse u\Shut up, you pigs!\All your squealing's annoying!\All right then.\Why don't we settle things once and for all?\What'd you just say?!\Is this a bad time?\Whoa. response:	That sucks.
context: Shut up, you pigs!\All your squealing's annoying!\All right then.\Why don't we settle things once and for all?\What'd you just say?!\Is this a bad time?\Whoa.\That sucks. response:	Itaru-san...
context: All your squealing's annoying!\All right then.\Why don't we settle things once and for all?\What'd you just say?!\Is this a bad time?\Whoa.\That sucks.\Itaru-san... response:	Talk about bad timing...
context: All right then.\Why don't we settle things once and for all?\What'd you just say?!\Is this a bad time?\Whoa.\That sucks.\Itaru-san...\Talk about bad timing... response:	Hey! You're the guy Akari's seeing!
context: Why don't we settle things once and for all?\What'd you just say?!\Is this a bad time?\Whoa.\That sucks.\Itaru-san...\Talk about bad timing...\Hey! You're the guy Akari's seeing! response:	Um...
context: What'd you just say?!\Is this a bad time?\Whoa.\That sucks.\Itaru-san...\Talk about bad timing...\Hey! You're the guy Akari's seeing!\Um... response:	You thief!
context: Is this a bad time?\Whoa.\That sucks.\Itaru-san...\Talk about bad timing...\Hey! You're the guy Akari's seeing!\Um...\You thief! response:	Thie
context: Whoa.\That sucks.\Itaru-san...\Talk about bad timing...\Hey! You're the guy Akari's seeing!\Um...\You thief!\Thie response:	We've got plenty of things we want to say to you!
context: That sucks.\Itaru-san...\Talk about bad timing...\Hey! You're the guy Akari's seeing!\Um...\You thief!\Thie\We've got plenty of things we want to say to you! response:	Get over here!
context: Itaru-san...\Talk about bad timing...\Hey! You're the guy Akari's seeing!\Um...\You thief!\Thie\We've got plenty of things we want to say to you!\Get over here! response:	Hey!
context: Talk about bad timing...\Hey! You're the guy Akari's seeing!\Um...\You thief!\Thie\We've got plenty of things we want to say to you!\Get over here!\Hey! response:	What's going on here? Hikari! Dad!
context: Hey! You're the guy Akari's seeing!\Um...\You thief!\Thie\We've got plenty of things we want to say to you!\Get over here!\Hey!\What's going on here? Hikari! Dad! response:	Would you guys stop already?!
context: Um...\You thief!\Thie\We've got plenty of things we want to say to you!\Get over here!\Hey!\What's going on here? Hikari! Dad!\Would you guys stop already?! response:	You're adults, aren't you?
context: You thief!\Thie\We've got plenty of things we want to say to you!\Get over here!\Hey!\What's going on here? Hikari! Dad!\Would you guys stop already?!\You're adults, aren't you? response:	Why can't you talk things out?!
context: Thie\We've got plenty of things we want to say to you!\Get over here!\Hey!\What's going on here? Hikari! Dad!\Would you guys stop already?!\You're adults, aren't you?\Why can't you talk things out?! response:	Stay out of the way!
context: We've got plenty of things we want to say to you!\Get over here!\Hey!\What's going on here? Hikari! Dad!\Would you guys stop already?!\You're adults, aren't you?\Why can't you talk things out?!\Stay out of the way! response:	Are you satisfied?
context: Get over here!\Hey!\What's going on here? Hikari! Dad!\Would you guys stop already?!\You're adults, aren't you?\Why can't you talk things out?!\Stay out of the way!\Are you satisfied? response:	Looking for Part-Timers!
context: Hey!\What's going on here? Hikari! Dad!\Would you guys stop already?!\You're adults, aren't you?\Why can't you talk things out?!\Stay out of the way!\Are you satisfied?\Looking for Part-Timers! response:	Break up with him.
context: What's going on here? Hikari! Dad!\Would you guys stop already?!\You're adults, aren't you?\Why can't you talk things out?!\Stay out of the way!\Are you satisfied?\Looking for Part-Timers!\Break up with him. response:	As Hikari said, because we're not fish or pigs, we can understand each other...
context: Would you guys stop already?!\You're adults, aren't you?\Why can't you talk things out?!\Stay out of the way!\Are you satisfied?\Looking for Part-Timers!\Break up with him.\As Hikari said, because we're not fish or pigs, we can understand each other... response:	But it's because we can communicate,
context: You're adults, aren't you?\Why can't you talk things out?!\Stay out of the way!\Are you satisfied?\Looking for Part-Timers!\Break up with him.\As Hikari said, because we're not fish or pigs, we can understand each other...\But it's because we can communicate, response:	that we realize there are differences we can never get over.
context: Why can't you talk things out?!\Stay out of the way!\Are you satisfied?\Looking for Part-Timers!\Break up with him.\As Hikari said, because we're not fish or pigs, we can understand each other...\But it's because we can communicate,\that we realize there are differences we can never get over. response:	People from the sea and people from the surface will never see eye to eye.
context: Stay out of the way!\Are you satisfied?\Looking for Part-Timers!\Break up with him.\As Hikari said, because we're not fish or pigs, we can understand each other...\But it's because we can communicate,\that we realize there are differences we can never get over.\People from the sea and people from the surface will never see eye to eye. response:	I always... thought something was different.
context: Are you satisfied?\Looking for Part-Timers!\Break up with him.\As Hikari said, because we're not fish or pigs, we can understand each other...\But it's because we can communicate,\that we realize there are differences we can never get over.\People from the sea and people from the surface will never see eye to eye.\I always... thought something was different. response:	I finally realize what it was.
context: Looking for Part-Timers!\Break up with him.\As Hikari said, because we're not fish or pigs, we can understand each other...\But it's because we can communicate,\that we realize there are differences we can never get over.\People from the sea and people from the surface will never see eye to eye.\I always... thought something was different.\I finally realize what it was. response:	I'm talking about Itaru-san and myself.
context: Break up with him.\As Hikari said, because we're not fish or pigs, we can understand each other...\But it's because we can communicate,\that we realize there are differences we can never get over.\People from the sea and people from the surface will never see eye to eye.\I always... thought something was different.\I finally realize what it was.\I'm talking about Itaru-san and myself. response:	And yet, you always change the subject to the sea and the surface.
context: As Hikari said, because we're not fish or pigs, we can understand each other...\But it's because we can communicate,\that we realize there are differences we can never get over.\People from the sea and people from the surface will never see eye to eye.\I always... thought something was different.\I finally realize what it was.\I'm talking about Itaru-san and myself.\And yet, you always change the subject to the sea and the surface. response:	I asked Mom a long time ago...
context: But it's because we can communicate,\that we realize there are differences we can never get over.\People from the sea and people from the surface will never see eye to eye.\I always... thought something was different.\I finally realize what it was.\I'm talking about Itaru-san and myself.\And yet, you always change the subject to the sea and the surface.\I asked Mom a long time ago... response:	why she married you.
context: that we realize there are differences we can never get over.\People from the sea and people from the surface will never see eye to eye.\I always... thought something was different.\I finally realize what it was.\I'm talking about Itaru-san and myself.\And yet, you always change the subject to the sea and the surface.\I asked Mom a long time ago...\why she married you. response:	She said... the reason was simple.
context: People from the sea and people from the surface will never see eye to eye.\I always... thought something was different.\I finally realize what it was.\I'm talking about Itaru-san and myself.\And yet, you always change the subject to the sea and the surface.\I asked Mom a long time ago...\why she married you.\She said... the reason was simple. response:	She married you just because she loved you.
context: I always... thought something was different.\I finally realize what it was.\I'm talking about Itaru-san and myself.\And yet, you always change the subject to the sea and the surface.\I asked Mom a long time ago...\why she married you.\She said... the reason was simple.\She married you just because she loved you. response:	When I heard that, I was happy.
context: I finally realize what it was.\I'm talking about Itaru-san and myself.\And yet, you always change the subject to the sea and the surface.\I asked Mom a long time ago...\why she married you.\She said... the reason was simple.\She married you just because she loved you.\When I heard that, I was happy. response:	Because of that, I just happened to ask her,
context: I'm talking about Itaru-san and myself.\And yet, you always change the subject to the sea and the surface.\I asked Mom a long time ago...\why she married you.\She said... the reason was simple.\She married you just because she loved you.\When I heard that, I was happy.\Because of that, I just happened to ask her, response:	what if you were from the surface.
context: And yet, you always change the subject to the sea and the surface.\I asked Mom a long time ago...\why she married you.\She said... the reason was simple.\She married you just because she loved you.\When I heard that, I was happy.\Because of that, I just happened to ask her,\what if you were from the surface. response:	And then Mom just smiled and said...
context: I asked Mom a long time ago...\why she married you.\She said... the reason was simple.\She married you just because she loved you.\When I heard that, I was happy.\Because of that, I just happened to ask her,\what if you were from the surface.\And then Mom just smiled and said... response:	Even then, I would have been with your father.
context: why she married you.\She said... the reason was simple.\She married you just because she loved you.\When I heard that, I was happy.\Because of that, I just happened to ask her,\what if you were from the surface.\And then Mom just smiled and said...\Even then, I would have been with your father. response:	I'm going to be Miuna-chan's mother.
context: She said... the reason was simple.\She married you just because she loved you.\When I heard that, I was happy.\Because of that, I just happened to ask her,\what if you were from the surface.\And then Mom just smiled and said...\Even then, I would have been with your father.\I'm going to be Miuna-chan's mother. response:	Are you leaving?
context: She married you just because she loved you.\When I heard that, I was happy.\Because of that, I just happened to ask her,\what if you were from the surface.\And then Mom just smiled and said...\Even then, I would have been with your father.\I'm going to be Miuna-chan's mother.\Are you leaving? response:	Yeah...
context: When I heard that, I was happy.\Because of that, I just happened to ask her,\what if you were from the surface.\And then Mom just smiled and said...\Even then, I would have been with your father.\I'm going to be Miuna-chan's mother.\Are you leaving?\Yeah... response:	I'm sorry, Hikari.
context: Because of that, I just happened to ask her,\what if you were from the surface.\And then Mom just smiled and said...\Even then, I would have been with your father.\I'm going to be Miuna-chan's mother.\Are you leaving?\Yeah...\I'm sorry, Hikari. response:	You don't need to apologize.
context: what if you were from the surface.\And then Mom just smiled and said...\Even then, I would have been with your father.\I'm going to be Miuna-chan's mother.\Are you leaving?\Yeah...\I'm sorry, Hikari.\You don't need to apologize. response:	Because I'm leaving, too.
context: And then Mom just smiled and said...\Even then, I would have been with your father.\I'm going to be Miuna-chan's mother.\Are you leaving?\Yeah...\I'm sorry, Hikari.\You don't need to apologize.\Because I'm leaving, too. response:	But
context: Even then, I would have been with your father.\I'm going to be Miuna-chan's mother.\Are you leaving?\Yeah...\I'm sorry, Hikari.\You don't need to apologize.\Because I'm leaving, too.\But response:	Being left alone with Dad...
context: I'm going to be Miuna-chan's mother.\Are you leaving?\Yeah...\I'm sorry, Hikari.\You don't need to apologize.\Because I'm leaving, too.\But\Being left alone with Dad... response:	I know that there's no way things will be normal.
context: Are you leaving?\Yeah...\I'm sorry, Hikari.\You don't need to apologize.\Because I'm leaving, too.\But\Being left alone with Dad...\I know that there's no way things will be normal. response:	All right.
context: Yeah...\I'm sorry, Hikari.\You don't need to apologize.\Because I'm leaving, too.\But\Being left alone with Dad...\I know that there's no way things will be normal.\All right. response:	I see, so she said she's going to leave.
context: I'm sorry, Hikari.\You don't need to apologize.\Because I'm leaving, too.\But\Being left alone with Dad...\I know that there's no way things will be normal.\All right.\I see, so she said she's going to leave. response:	Look.
context: You don't need to apologize.\Because I'm leaving, too.\But\Being left alone with Dad...\I know that there's no way things will be normal.\All right.\I see, so she said she's going to leave.\Look. response:	The shaking's gotten more pronounced.
context: Because I'm leaving, too.\But\Being left alone with Dad...\I know that there's no way things will be normal.\All right.\I see, so she said she's going to leave.\Look.\The shaking's gotten more pronounced. response:	There isn't much more time.
context: But\Being left alone with Dad...\I know that there's no way things will be normal.\All right.\I see, so she said she's going to leave.\Look.\The shaking's gotten more pronounced.\There isn't much more time. response:	What are you going to do, Tomoru?
context: Being left alone with Dad...\I know that there's no way things will be normal.\All right.\I see, so she said she's going to leave.\Look.\The shaking's gotten more pronounced.\There isn't much more time.\What are you going to do, Tomoru? response:	Uroko-sama.
context: I know that there's no way things will be normal.\All right.\I see, so she said she's going to leave.\Look.\The shaking's gotten more pronounced.\There isn't much more time.\What are you going to do, Tomoru?\Uroko-sama. response:	Are you leaving?
context: All right.\I see, so she said she's going to leave.\Look.\The shaking's gotten more pronounced.\There isn't much more time.\What are you going to do, Tomoru?\Uroko-sama.\Are you leaving? response:	Yes.
context: I see, so she said she's going to leave.\Look.\The shaking's gotten more pronounced.\There isn't much more time.\What are you going to do, Tomoru?\Uroko-sama.\Are you leaving?\Yes. response:	Would you consider changing your mind?
context: Look.\The shaking's gotten more pronounced.\There isn't much more time.\What are you going to do, Tomoru?\Uroko-sama.\Are you leaving?\Yes.\Would you consider changing your mind? response:	I will not.
context: The shaking's gotten more pronounced.\There isn't much more time.\What are you going to do, Tomoru?\Uroko-sama.\Are you leaving?\Yes.\Would you consider changing your mind?\I will not. response:	But you're still under my protection.
context: There isn't much more time.\What are you going to do, Tomoru?\Uroko-sama.\Are you leaving?\Yes.\Would you consider changing your mind?\I will not.\But you're still under my protection. response:	Thank you for everything that you've done for me.
context: What are you going to do, Tomoru?\Uroko-sama.\Are you leaving?\Yes.\Would you consider changing your mind?\I will not.\But you're still under my protection.\Thank you for everything that you've done for me. response:	But I've decided.
context: Uroko-sama.\Are you leaving?\Yes.\Would you consider changing your mind?\I will not.\But you're still under my protection.\Thank you for everything that you've done for me.\But I've decided. response:	I will live life on the surface.
context: Are you leaving?\Yes.\Would you consider changing your mind?\I will not.\But you're still under my protection.\Thank you for everything that you've done for me.\But I've decided.\I will live life on the surface. response:	Thank you.
context: Yes.\Would you consider changing your mind?\I will not.\But you're still under my protection.\Thank you for everything that you've done for me.\But I've decided.\I will live life on the surface.\Thank you. response:	I'm not coming back, either.
context: Would you consider changing your mind?\I will not.\But you're still under my protection.\Thank you for everything that you've done for me.\But I've decided.\I will live life on the surface.\Thank you.\I'm not coming back, either. response:	Apparently everyone in the family is stubborn.
