context: That night, we had jammed until very late. response:	Our neighbors in the building came to complain...
context: And I didn't even remember sending it.\Shoji probably came over to see me before work\because he felt bad about not being able to call.\And look at me...\I just wish you would make some time for me.\Oh how selfish! Am I self-centered or what?!\Why should I always have to adjust to your plans?\I'm going to see Shoji at work on my way home! response:	And I'm going to apologize. Sincerely!
context: Shoji probably came over to see me before work\because he felt bad about not being able to call.\And look at me...\I just wish you would make some time for me.\Oh how selfish! Am I self-centered or what?!\Why should I always have to adjust to your plans?\I'm going to see Shoji at work on my way home!\And I'm going to apologize. Sincerely! response:	Excuse me...
context: because he felt bad about not being able to call.\And look at me...\I just wish you would make some time for me.\Oh how selfish! Am I self-centered or what?!\Why should I always have to adjust to your plans?\I'm going to see Shoji at work on my way home!\And I'm going to apologize. Sincerely!\Excuse me... response:	I wouldn't mind seeing him in a waiter's outfit anyway.
context: And look at me...\I just wish you would make some time for me.\Oh how selfish! Am I self-centered or what?!\Why should I always have to adjust to your plans?\I'm going to see Shoji at work on my way home!\And I'm going to apologize. Sincerely!\Excuse me...\I wouldn't mind seeing him in a waiter's outfit anyway. response:	- I'll wait for him to get off work, cheerfully! - Um, hello...
context: I just wish you would make some time for me.\Oh how selfish! Am I self-centered or what?!\Why should I always have to adjust to your plans?\I'm going to see Shoji at work on my way home!\And I'm going to apologize. Sincerely!\Excuse me...\I wouldn't mind seeing him in a waiter's outfit anyway.\- I'll wait for him to get off work, cheerfully! - Um, hello... response:	- Then I'll let Shoji take me to his place. - Do you mind?
context: Oh how selfish! Am I self-centered or what?!\Why should I always have to adjust to your plans?\I'm going to see Shoji at work on my way home!\And I'm going to apologize. Sincerely!\Excuse me...\I wouldn't mind seeing him in a waiter's outfit anyway.\- I'll wait for him to get off work, cheerfully! - Um, hello...\- Then I'll let Shoji take me to his place. - Do you mind? response:	And we'll make love and make up!
context: Why should I always have to adjust to your plans?\I'm going to see Shoji at work on my way home!\And I'm going to apologize. Sincerely!\Excuse me...\I wouldn't mind seeing him in a waiter's outfit anyway.\- I'll wait for him to get off work, cheerfully! - Um, hello...\- Then I'll let Shoji take me to his place. - Do you mind?\And we'll make love and make up! response:	What a great plan, if I say so myself!
context: I'm going to see Shoji at work on my way home!\And I'm going to apologize. Sincerely!\Excuse me...\I wouldn't mind seeing him in a waiter's outfit anyway.\- I'll wait for him to get off work, cheerfully! - Um, hello...\- Then I'll let Shoji take me to his place. - Do you mind?\And we'll make love and make up!\What a great plan, if I say so myself! response:	Hello.
context: And I'm going to apologize. Sincerely!\Excuse me...\I wouldn't mind seeing him in a waiter's outfit anyway.\- I'll wait for him to get off work, cheerfully! - Um, hello...\- Then I'll let Shoji take me to his place. - Do you mind?\And we'll make love and make up!\What a great plan, if I say so myself!\Hello. response:	Oh hello! Can I help you with something?
context: Excuse me...\I wouldn't mind seeing him in a waiter's outfit anyway.\- I'll wait for him to get off work, cheerfully! - Um, hello...\- Then I'll let Shoji take me to his place. - Do you mind?\And we'll make love and make up!\What a great plan, if I say so myself!\Hello.\Oh hello! Can I help you with something? response:	I just saw the poster out front.
context: I wouldn't mind seeing him in a waiter's outfit anyway.\- I'll wait for him to get off work, cheerfully! - Um, hello...\- Then I'll let Shoji take me to his place. - Do you mind?\And we'll make love and make up!\What a great plan, if I say so myself!\Hello.\Oh hello! Can I help you with something?\I just saw the poster out front. response:	S-So soon? And h-he's cute!
context: - I'll wait for him to get off work, cheerfully! - Um, hello...\- Then I'll let Shoji take me to his place. - Do you mind?\And we'll make love and make up!\What a great plan, if I say so myself!\Hello.\Oh hello! Can I help you with something?\I just saw the poster out front.\S-So soon? And h-he's cute! response:	Things are really going my way, aren't they?
context: - Then I'll let Shoji take me to his place. - Do you mind?\And we'll make love and make up!\What a great plan, if I say so myself!\Hello.\Oh hello! Can I help you with something?\I just saw the poster out front.\S-So soon? And h-he's cute!\Things are really going my way, aren't they? response:	Ahh...
context: And we'll make love and make up!\What a great plan, if I say so myself!\Hello.\Oh hello! Can I help you with something?\I just saw the poster out front.\S-So soon? And h-he's cute!\Things are really going my way, aren't they?\Ahh... response:	Sorry, Shoji! Plans for tonight have changed!
context: What a great plan, if I say so myself!\Hello.\Oh hello! Can I help you with something?\I just saw the poster out front.\S-So soon? And h-he's cute!\Things are really going my way, aren't they?\Ahh...\Sorry, Shoji! Plans for tonight have changed! response:	I'll make it up, I promise!
context: Hello.\Oh hello! Can I help you with something?\I just saw the poster out front.\S-So soon? And h-he's cute!\Things are really going my way, aren't they?\Ahh...\Sorry, Shoji! Plans for tonight have changed!\I'll make it up, I promise! response:	May I take your plate?
context: Oh hello! Can I help you with something?\I just saw the poster out front.\S-So soon? And h-he's cute!\Things are really going my way, aren't they?\Ahh...\Sorry, Shoji! Plans for tonight have changed!\I'll make it up, I promise!\May I take your plate? response:	Busy again. This place really needs more help.
context: I just saw the poster out front.\S-So soon? And h-he's cute!\Things are really going my way, aren't they?\Ahh...\Sorry, Shoji! Plans for tonight have changed!\I'll make it up, I promise!\May I take your plate?\Busy again. This place really needs more help. response:	Shoji, we got some new help starting today.
context: S-So soon? And h-he's cute!\Things are really going my way, aren't they?\Ahh...\Sorry, Shoji! Plans for tonight have changed!\I'll make it up, I promise!\May I take your plate?\Busy again. This place really needs more help.\Shoji, we got some new help starting today. response:	- Well, that's good. - Will you show her around?
context: Things are really going my way, aren't they?\Ahh...\Sorry, Shoji! Plans for tonight have changed!\I'll make it up, I promise!\May I take your plate?\Busy again. This place really needs more help.\Shoji, we got some new help starting today.\- Well, that's good. - Will you show her around? response:	Yes, sir!
context: Ahh...\Sorry, Shoji! Plans for tonight have changed!\I'll make it up, I promise!\May I take your plate?\Busy again. This place really needs more help.\Shoji, we got some new help starting today.\- Well, that's good. - Will you show her around?\Yes, sir! response:	And she's cute.
context: Sorry, Shoji! Plans for tonight have changed!\I'll make it up, I promise!\May I take your plate?\Busy again. This place really needs more help.\Shoji, we got some new help starting today.\- Well, that's good. - Will you show her around?\Yes, sir!\And she's cute. response:	Shoji Endo. Pleased to meet you!
context: I'll make it up, I promise!\May I take your plate?\Busy again. This place really needs more help.\Shoji, we got some new help starting today.\- Well, that's good. - Will you show her around?\Yes, sir!\And she's cute.\Shoji Endo. Pleased to meet you! response:	My name is Sachiko Kawamura. It's nice to meet you.
context: May I take your plate?\Busy again. This place really needs more help.\Shoji, we got some new help starting today.\- Well, that's good. - Will you show her around?\Yes, sir!\And she's cute.\Shoji Endo. Pleased to meet you!\My name is Sachiko Kawamura. It's nice to meet you. response:	What did you say... your first name?
context: Busy again. This place really needs more help.\Shoji, we got some new help starting today.\- Well, that's good. - Will you show her around?\Yes, sir!\And she's cute.\Shoji Endo. Pleased to meet you!\My name is Sachiko Kawamura. It's nice to meet you.\What did you say... your first name? response:	Sachiko.
context: Shoji, we got some new help starting today.\- Well, that's good. - Will you show her around?\Yes, sir!\And she's cute.\Shoji Endo. Pleased to meet you!\My name is Sachiko Kawamura. It's nice to meet you.\What did you say... your first name?\Sachiko. response:	Do you...
context: - Well, that's good. - Will you show her around?\Yes, sir!\And she's cute.\Shoji Endo. Pleased to meet you!\My name is Sachiko Kawamura. It's nice to meet you.\What did you say... your first name?\Sachiko.\Do you... response:	Do you like Louis Vuitton and Prada?
context: Yes, sir!\And she's cute.\Shoji Endo. Pleased to meet you!\My name is Sachiko Kawamura. It's nice to meet you.\What did you say... your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada? response:	Huh?
context: And she's cute.\Shoji Endo. Pleased to meet you!\My name is Sachiko Kawamura. It's nice to meet you.\What did you say... your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh? response:	Resume Date: March 10, 2001 Name: Shinichi Okazaki Birthdate: January 25 Age: 18 Sex: Male
context: Shoji Endo. Pleased to meet you!\My name is Sachiko Kawamura. It's nice to meet you.\What did you say... your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh?\Resume Date: March 10, 2001 Name: Shinichi Okazaki Birthdate: January 25 Age: 18 Sex: Male response:	You don't need a resume to apply to be in a band.
context: My name is Sachiko Kawamura. It's nice to meet you.\What did you say... your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh?\Resume Date: March 10, 2001 Name: Shinichi Okazaki Birthdate: January 25 Age: 18 Sex: Male\You don't need a resume to apply to be in a band. response:	What are you trying to pull off?
context: What did you say... your first name?\Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh?\Resume Date: March 10, 2001 Name: Shinichi Okazaki Birthdate: January 25 Age: 18 Sex: Male\You don't need a resume to apply to be in a band.\What are you trying to pull off? response:	Oh really?
context: Sachiko.\Do you...\Do you like Louis Vuitton and Prada?\Huh?\Resume Date: March 10, 2001 Name: Shinichi Okazaki Birthdate: January 25 Age: 18 Sex: Male\You don't need a resume to apply to be in a band.\What are you trying to pull off?\Oh really? response:	I had him write one out anyway so you'd know more about him.
context: Do you...\Do you like Louis Vuitton and Prada?\Huh?\Resume Date: March 10, 2001 Name: Shinichi Okazaki Birthdate: January 25 Age: 18 Sex: Male\You don't need a resume to apply to be in a band.\What are you trying to pull off?\Oh really?\I had him write one out anyway so you'd know more about him. response:	How am I supposed to know a person from a piece of paper?
context: Do you like Louis Vuitton and Prada?\Huh?\Resume Date: March 10, 2001 Name: Shinichi Okazaki Birthdate: January 25 Age: 18 Sex: Male\You don't need a resume to apply to be in a band.\What are you trying to pull off?\Oh really?\I had him write one out anyway so you'd know more about him.\How am I supposed to know a person from a piece of paper? response:	What are you doing?!
context: Huh?\Resume Date: March 10, 2001 Name: Shinichi Okazaki Birthdate: January 25 Age: 18 Sex: Male\You don't need a resume to apply to be in a band.\What are you trying to pull off?\Oh really?\I had him write one out anyway so you'd know more about him.\How am I supposed to know a person from a piece of paper?\What are you doing?! response:	Can you just show me what's in your heart
context: Resume Date: March 10, 2001 Name: Shinichi Okazaki Birthdate: January 25 Age: 18 Sex: Male\You don't need a resume to apply to be in a band.\What are you trying to pull off?\Oh really?\I had him write one out anyway so you'd know more about him.\How am I supposed to know a person from a piece of paper?\What are you doing?!\Can you just show me what's in your heart response:	and what you can do?
context: You don't need a resume to apply to be in a band.\What are you trying to pull off?\Oh really?\I had him write one out anyway so you'd know more about him.\How am I supposed to know a person from a piece of paper?\What are you doing?!\Can you just show me what's in your heart\and what you can do? response:	Cool!
context: What are you trying to pull off?\Oh really?\I had him write one out anyway so you'd know more about him.\How am I supposed to know a person from a piece of paper?\What are you doing?!\Can you just show me what's in your heart\and what you can do?\Cool! response:	You making fun of me?!
context: Oh really?\I had him write one out anyway so you'd know more about him.\How am I supposed to know a person from a piece of paper?\What are you doing?!\Can you just show me what's in your heart\and what you can do?\Cool!\You making fun of me?! response:	No, not at all! I wouldn't think of it.
context: I had him write one out anyway so you'd know more about him.\How am I supposed to know a person from a piece of paper?\What are you doing?!\Can you just show me what's in your heart\and what you can do?\Cool!\You making fun of me?!\No, not at all! I wouldn't think of it. response:	You are just as cool as Nana said you were.
context: How am I supposed to know a person from a piece of paper?\What are you doing?!\Can you just show me what's in your heart\and what you can do?\Cool!\You making fun of me?!\No, not at all! I wouldn't think of it.\You are just as cool as Nana said you were. response:	Yeah? I don't think you had to burn it, though.
context: What are you doing?!\Can you just show me what's in your heart\and what you can do?\Cool!\You making fun of me?!\No, not at all! I wouldn't think of it.\You are just as cool as Nana said you were.\Yeah? I don't think you had to burn it, though. response:	How cool would it be if you started a fire?
context: Can you just show me what's in your heart\and what you can do?\Cool!\You making fun of me?!\No, not at all! I wouldn't think of it.\You are just as cool as Nana said you were.\Yeah? I don't think you had to burn it, though.\How cool would it be if you started a fire? response:	Please let me join your band!
context: and what you can do?\Cool!\You making fun of me?!\No, not at all! I wouldn't think of it.\You are just as cool as Nana said you were.\Yeah? I don't think you had to burn it, though.\How cool would it be if you started a fire?\Please let me join your band! response:	If you're good.
context: Cool!\You making fun of me?!\No, not at all! I wouldn't think of it.\You are just as cool as Nana said you were.\Yeah? I don't think you had to burn it, though.\How cool would it be if you started a fire?\Please let me join your band!\If you're good. response:	So let me hear what you got.
context: You making fun of me?!\No, not at all! I wouldn't think of it.\You are just as cool as Nana said you were.\Yeah? I don't think you had to burn it, though.\How cool would it be if you started a fire?\Please let me join your band!\If you're good.\So let me hear what you got. response:	Yes ma'am!
context: No, not at all! I wouldn't think of it.\You are just as cool as Nana said you were.\Yeah? I don't think you had to burn it, though.\How cool would it be if you started a fire?\Please let me join your band!\If you're good.\So let me hear what you got.\Yes ma'am! response:	Hold on, cute boy! Not here!
context: You are just as cool as Nana said you were.\Yeah? I don't think you had to burn it, though.\How cool would it be if you started a fire?\Please let me join your band!\If you're good.\So let me hear what you got.\Yes ma'am!\Hold on, cute boy! Not here! response:	That ageless Ms. Yamada will be back at us!
context: Yeah? I don't think you had to burn it, though.\How cool would it be if you started a fire?\Please let me join your band!\If you're good.\So let me hear what you got.\Yes ma'am!\Hold on, cute boy! Not here!\That ageless Ms. Yamada will be back at us! response:	Hey, how much can a bit of bass playing hurt?
context: How cool would it be if you started a fire?\Please let me join your band!\If you're good.\So let me hear what you got.\Yes ma'am!\Hold on, cute boy! Not here!\That ageless Ms. Yamada will be back at us!\Hey, how much can a bit of bass playing hurt? response:	Absolutely not! Do you want to get kicked out?
context: Please let me join your band!\If you're good.\So let me hear what you got.\Yes ma'am!\Hold on, cute boy! Not here!\That ageless Ms. Yamada will be back at us!\Hey, how much can a bit of bass playing hurt?\Absolutely not! Do you want to get kicked out? response:	We'll both be thrown out on the street!
context: If you're good.\So let me hear what you got.\Yes ma'am!\Hold on, cute boy! Not here!\That ageless Ms. Yamada will be back at us!\Hey, how much can a bit of bass playing hurt?\Absolutely not! Do you want to get kicked out?\We'll both be thrown out on the street! response:	That's exactly what the Demon Lord wants!
context: So let me hear what you got.\Yes ma'am!\Hold on, cute boy! Not here!\That ageless Ms. Yamada will be back at us!\Hey, how much can a bit of bass playing hurt?\Absolutely not! Do you want to get kicked out?\We'll both be thrown out on the street!\That's exactly what the Demon Lord wants! response:	Demon Lord?
context: Yes ma'am!\Hold on, cute boy! Not here!\That ageless Ms. Yamada will be back at us!\Hey, how much can a bit of bass playing hurt?\Absolutely not! Do you want to get kicked out?\We'll both be thrown out on the street!\That's exactly what the Demon Lord wants!\Demon Lord? response:	Go find a studio then.
context: Hold on, cute boy! Not here!\That ageless Ms. Yamada will be back at us!\Hey, how much can a bit of bass playing hurt?\Absolutely not! Do you want to get kicked out?\We'll both be thrown out on the street!\That's exactly what the Demon Lord wants!\Demon Lord?\Go find a studio then. response:	A studio?
context: That ageless Ms. Yamada will be back at us!\Hey, how much can a bit of bass playing hurt?\Absolutely not! Do you want to get kicked out?\We'll both be thrown out on the street!\That's exactly what the Demon Lord wants!\Demon Lord?\Go find a studio then.\A studio? response:	I know a cheap practice studio nearby!
context: Hey, how much can a bit of bass playing hurt?\Absolutely not! Do you want to get kicked out?\We'll both be thrown out on the street!\That's exactly what the Demon Lord wants!\Demon Lord?\Go find a studio then.\A studio?\I know a cheap practice studio nearby! response:	Really? Hey, we could use you.
context: Absolutely not! Do you want to get kicked out?\We'll both be thrown out on the street!\That's exactly what the Demon Lord wants!\Demon Lord?\Go find a studio then.\A studio?\I know a cheap practice studio nearby!\Really? Hey, we could use you. response:	Let me ask if they have any vacancies.
context: We'll both be thrown out on the street!\That's exactly what the Demon Lord wants!\Demon Lord?\Go find a studio then.\A studio?\I know a cheap practice studio nearby!\Really? Hey, we could use you.\Let me ask if they have any vacancies. response:	I'd be interested in listening to your guitar and vocals, too.
context: That's exactly what the Demon Lord wants!\Demon Lord?\Go find a studio then.\A studio?\I know a cheap practice studio nearby!\Really? Hey, we could use you.\Let me ask if they have any vacancies.\I'd be interested in listening to your guitar and vocals, too. response:	Oh, hello?
context: Demon Lord?\Go find a studio then.\A studio?\I know a cheap practice studio nearby!\Really? Hey, we could use you.\Let me ask if they have any vacancies.\I'd be interested in listening to your guitar and vocals, too.\Oh, hello? response:	You sure he's eighteen? He looks more like sixteen.
context: Go find a studio then.\A studio?\I know a cheap practice studio nearby!\Really? Hey, we could use you.\Let me ask if they have any vacancies.\I'd be interested in listening to your guitar and vocals, too.\Oh, hello?\You sure he's eighteen? He looks more like sixteen. response:	He's lying about his experience.
context: A studio?\I know a cheap practice studio nearby!\Really? Hey, we could use you.\Let me ask if they have any vacancies.\I'd be interested in listening to your guitar and vocals, too.\Oh, hello?\You sure he's eighteen? He looks more like sixteen.\He's lying about his experience. response:	So you did read through his resume, after all.
context: I know a cheap practice studio nearby!\Really? Hey, we could use you.\Let me ask if they have any vacancies.\I'd be interested in listening to your guitar and vocals, too.\Oh, hello?\You sure he's eighteen? He looks more like sixteen.\He's lying about his experience.\So you did read through his resume, after all. response:	Far out! It's available!
context: Really? Hey, we could use you.\Let me ask if they have any vacancies.\I'd be interested in listening to your guitar and vocals, too.\Oh, hello?\You sure he's eighteen? He looks more like sixteen.\He's lying about his experience.\So you did read through his resume, after all.\Far out! It's available! response:	So cute!
context: Let me ask if they have any vacancies.\I'd be interested in listening to your guitar and vocals, too.\Oh, hello?\You sure he's eighteen? He looks more like sixteen.\He's lying about his experience.\So you did read through his resume, after all.\Far out! It's available!\So cute! response:	He'd better not be in elementary school.
context: I'd be interested in listening to your guitar and vocals, too.\Oh, hello?\You sure he's eighteen? He looks more like sixteen.\He's lying about his experience.\So you did read through his resume, after all.\Far out! It's available!\So cute!\He'd better not be in elementary school. response:	I've never been in a place like this before.
context: Oh, hello?\You sure he's eighteen? He looks more like sixteen.\He's lying about his experience.\So you did read through his resume, after all.\Far out! It's available!\So cute!\He'd better not be in elementary school.\I've never been in a place like this before. response:	Okay then, you ready to play along with one of ours?
context: You sure he's eighteen? He looks more like sixteen.\He's lying about his experience.\So you did read through his resume, after all.\Far out! It's available!\So cute!\He'd better not be in elementary school.\I've never been in a place like this before.\Okay then, you ready to play along with one of ours? response:	Huh? But Shin doesn't know any of your songs...
context: He's lying about his experience.\So you did read through his resume, after all.\Far out! It's available!\So cute!\He'd better not be in elementary school.\I've never been in a place like this before.\Okay then, you ready to play along with one of ours?\Huh? But Shin doesn't know any of your songs... response:	He can look at the score sheet.
context: So you did read through his resume, after all.\Far out! It's available!\So cute!\He'd better not be in elementary school.\I've never been in a place like this before.\Okay then, you ready to play along with one of ours?\Huh? But Shin doesn't know any of your songs...\He can look at the score sheet. response:	Sure thing.
context: Far out! It's available!\So cute!\He'd better not be in elementary school.\I've never been in a place like this before.\Okay then, you ready to play along with one of ours?\Huh? But Shin doesn't know any of your songs...\He can look at the score sheet.\Sure thing. response:	You ready already?
context: So cute!\He'd better not be in elementary school.\I've never been in a place like this before.\Okay then, you ready to play along with one of ours?\Huh? But Shin doesn't know any of your songs...\He can look at the score sheet.\Sure thing.\You ready already? response:	Yes. I'll give it a try!
context: He'd better not be in elementary school.\I've never been in a place like this before.\Okay then, you ready to play along with one of ours?\Huh? But Shin doesn't know any of your songs...\He can look at the score sheet.\Sure thing.\You ready already?\Yes. I'll give it a try! response:	Okay.
context: I've never been in a place like this before.\Okay then, you ready to play along with one of ours?\Huh? But Shin doesn't know any of your songs...\He can look at the score sheet.\Sure thing.\You ready already?\Yes. I'll give it a try!\Okay. response:	One, two...
context: Okay then, you ready to play along with one of ours?\Huh? But Shin doesn't know any of your songs...\He can look at the score sheet.\Sure thing.\You ready already?\Yes. I'll give it a try!\Okay.\One, two... response:	Awesome! Awesome! So great!
context: Huh? But Shin doesn't know any of your songs...\He can look at the score sheet.\Sure thing.\You ready already?\Yes. I'll give it a try!\Okay.\One, two...\Awesome! Awesome! So great! response:	They are so tight!
context: He can look at the score sheet.\Sure thing.\You ready already?\Yes. I'll give it a try!\Okay.\One, two...\Awesome! Awesome! So great!\They are so tight! response:	You're not too bad, cute boy! I'm glad you didn't just look the part!
context: Sure thing.\You ready already?\Yes. I'll give it a try!\Okay.\One, two...\Awesome! Awesome! So great!\They are so tight!\You're not too bad, cute boy! I'm glad you didn't just look the part! response:	What?
context: You ready already?\Yes. I'll give it a try!\Okay.\One, two...\Awesome! Awesome! So great!\They are so tight!\You're not too bad, cute boy! I'm glad you didn't just look the part!\What? response:	Ow!
context: Yes. I'll give it a try!\Okay.\One, two...\Awesome! Awesome! So great!\They are so tight!\You're not too bad, cute boy! I'm glad you didn't just look the part!\What?\Ow! response:	Nana!
context: Okay.\One, two...\Awesome! Awesome! So great!\They are so tight!\You're not too bad, cute boy! I'm glad you didn't just look the part!\What?\Ow!\Nana! response:	I'm sorry, did I do something weird?
context: One, two...\Awesome! Awesome! So great!\They are so tight!\You're not too bad, cute boy! I'm glad you didn't just look the part!\What?\Ow!\Nana!\I'm sorry, did I do something weird? response:	No, it's not that at all.
context: Awesome! Awesome! So great!\They are so tight!\You're not too bad, cute boy! I'm glad you didn't just look the part!\What?\Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all. response:	You just surprised us. You're a lot better than we expected.
context: They are so tight!\You're not too bad, cute boy! I'm glad you didn't just look the part!\What?\Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected. response:	What do you think, Nana? This kid's good.
context: You're not too bad, cute boy! I'm glad you didn't just look the part!\What?\Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good. response:	Let's let him in, okay?
context: What?\Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay? response:	So, your name's, Shinichi. Is that right?
context: Ow!\Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right? response:	Yes.
context: Nana!\I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes. response:	Name a guitarist you respect.
context: I'm sorry, did I do something weird?\No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect. response:	Ren Honjo!
context: No, it's not that at all.\You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo! response:	Huh? Ren Honjo? You mean the Trapnest guitarist?
context: You just surprised us. You're a lot better than we expected.\What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo!\Huh? Ren Honjo? You mean the Trapnest guitarist? response:	Yes.
context: What do you think, Nana? This kid's good.\Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo!\Huh? Ren Honjo? You mean the Trapnest guitarist?\Yes. response:	Then we have something in common! I like Trapnest, too!
context: Let's let him in, okay?\So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo!\Huh? Ren Honjo? You mean the Trapnest guitarist?\Yes.\Then we have something in common! I like Trapnest, too! response:	I'm even in their fan club! Although I like Takumi.
context: So, your name's, Shinichi. Is that right?\Yes.\Name a guitarist you respect.\Ren Honjo!\Huh? Ren Honjo? You mean the Trapnest guitarist?\Yes.\Then we have something in common! I like Trapnest, too!\I'm even in their fan club! Although I like Takumi. response:	Oh, is that so.
context: Yes.\Name a guitarist you respect.\Ren Honjo!\Huh? Ren Honjo? You mean the Trapnest guitarist?\Yes.\Then we have something in common! I like Trapnest, too!\I'm even in their fan club! Although I like Takumi.\Oh, is that so. response:	But I guess I'm more of a Ren fan than a Trapnest fan, though.
context: Name a guitarist you respect.\Ren Honjo!\Huh? Ren Honjo? You mean the Trapnest guitarist?\Yes.\Then we have something in common! I like Trapnest, too!\I'm even in their fan club! Although I like Takumi.\Oh, is that so.\But I guess I'm more of a Ren fan than a Trapnest fan, though. response:	I played guitar for a long time until I fell for Ren's music.
context: Ren Honjo!\Huh? Ren Honjo? You mean the Trapnest guitarist?\Yes.\Then we have something in common! I like Trapnest, too!\I'm even in their fan club! Although I like Takumi.\Oh, is that so.\But I guess I'm more of a Ren fan than a Trapnest fan, though.\I played guitar for a long time until I fell for Ren's music. response:	Then I started playing bass.
context: Huh? Ren Honjo? You mean the Trapnest guitarist?\Yes.\Then we have something in common! I like Trapnest, too!\I'm even in their fan club! Although I like Takumi.\Oh, is that so.\But I guess I'm more of a Ren fan than a Trapnest fan, though.\I played guitar for a long time until I fell for Ren's music.\Then I started playing bass. response:	Huh? But Ren plays guitar. Takumi's on bass.
context: Yes.\Then we have something in common! I like Trapnest, too!\I'm even in their fan club! Although I like Takumi.\Oh, is that so.\But I guess I'm more of a Ren fan than a Trapnest fan, though.\I played guitar for a long time until I fell for Ren's music.\Then I started playing bass.\Huh? But Ren plays guitar. Takumi's on bass. response:	Didn't you know? Ren plays bass too.
context: Then we have something in common! I like Trapnest, too!\I'm even in their fan club! Although I like Takumi.\Oh, is that so.\But I guess I'm more of a Ren fan than a Trapnest fan, though.\I played guitar for a long time until I fell for Ren's music.\Then I started playing bass.\Huh? But Ren plays guitar. Takumi's on bass.\Didn't you know? Ren plays bass too. response:	Is that right?!
context: I'm even in their fan club! Although I like Takumi.\Oh, is that so.\But I guess I'm more of a Ren fan than a Trapnest fan, though.\I played guitar for a long time until I fell for Ren's music.\Then I started playing bass.\Huh? But Ren plays guitar. Takumi's on bass.\Didn't you know? Ren plays bass too.\Is that right?! response:	Ren does the bass on the Sex Pistols tribute album,
context: Oh, is that so.\But I guess I'm more of a Ren fan than a Trapnest fan, though.\I played guitar for a long time until I fell for Ren's music.\Then I started playing bass.\Huh? But Ren plays guitar. Takumi's on bass.\Didn't you know? Ren plays bass too.\Is that right?!\Ren does the bass on the Sex Pistols tribute album, response:	and it is just incredibly awesome!
context: But I guess I'm more of a Ren fan than a Trapnest fan, though.\I played guitar for a long time until I fell for Ren's music.\Then I started playing bass.\Huh? But Ren plays guitar. Takumi's on bass.\Didn't you know? Ren plays bass too.\Is that right?!\Ren does the bass on the Sex Pistols tribute album,\and it is just incredibly awesome! response:	Oh really. I guess I need to do more research!
context: I played guitar for a long time until I fell for Ren's music.\Then I started playing bass.\Huh? But Ren plays guitar. Takumi's on bass.\Didn't you know? Ren plays bass too.\Is that right?!\Ren does the bass on the Sex Pistols tribute album,\and it is just incredibly awesome!\Oh really. I guess I need to do more research! response:	I see. That makes sense.
context: Then I started playing bass.\Huh? But Ren plays guitar. Takumi's on bass.\Didn't you know? Ren plays bass too.\Is that right?!\Ren does the bass on the Sex Pistols tribute album,\and it is just incredibly awesome!\Oh really. I guess I need to do more research!\I see. That makes sense. response:	Oh, did I throw you off? I'm sorry!
context: Huh? But Ren plays guitar. Takumi's on bass.\Didn't you know? Ren plays bass too.\Is that right?!\Ren does the bass on the Sex Pistols tribute album,\and it is just incredibly awesome!\Oh really. I guess I need to do more research!\I see. That makes sense.\Oh, did I throw you off? I'm sorry! response:	No. Your bass is easy to sing with.
context: Didn't you know? Ren plays bass too.\Is that right?!\Ren does the bass on the Sex Pistols tribute album,\and it is just incredibly awesome!\Oh really. I guess I need to do more research!\I see. That makes sense.\Oh, did I throw you off? I'm sorry!\No. Your bass is easy to sing with. response:	Will you join our band?
context: Is that right?!\Ren does the bass on the Sex Pistols tribute album,\and it is just incredibly awesome!\Oh really. I guess I need to do more research!\I see. That makes sense.\Oh, did I throw you off? I'm sorry!\No. Your bass is easy to sing with.\Will you join our band? response:	Yes, I'd be happy to!
