context: Final spurt! response:	Yes!
context: and it can't keep going without you.\You're strong, Shindo.\Kansei University Track and Field Team\The ten of us will run in the Hakone Ekiden.\It's nice to dream.\But anyone can just talk about their dreams.\I'm not about that. Neither is anyone else, right?\If you say you'll do it, do it. response:	Haiji's the same way.
context: You're strong, Shindo.\Kansei University Track and Field Team\The ten of us will run in the Hakone Ekiden.\It's nice to dream.\But anyone can just talk about their dreams.\I'm not about that. Neither is anyone else, right?\If you say you'll do it, do it.\Haiji's the same way. response:	I'm not strong.
context: Kansei University Track and Field Team\The ten of us will run in the Hakone Ekiden.\It's nice to dream.\But anyone can just talk about their dreams.\I'm not about that. Neither is anyone else, right?\If you say you'll do it, do it.\Haiji's the same way.\I'm not strong. response:	I just do what needs to be done, no matter what.
context: The ten of us will run in the Hakone Ekiden.\It's nice to dream.\But anyone can just talk about their dreams.\I'm not about that. Neither is anyone else, right?\If you say you'll do it, do it.\Haiji's the same way.\I'm not strong.\I just do what needs to be done, no matter what. response:	Yes.
context: It's nice to dream.\But anyone can just talk about their dreams.\I'm not about that. Neither is anyone else, right?\If you say you'll do it, do it.\Haiji's the same way.\I'm not strong.\I just do what needs to be done, no matter what.\Yes. response:	You'll definitely get that official record.
context: But anyone can just talk about their dreams.\I'm not about that. Neither is anyone else, right?\If you say you'll do it, do it.\Haiji's the same way.\I'm not strong.\I just do what needs to be done, no matter what.\Yes.\You'll definitely get that official record. response:	This again? But you're normally so cool.
context: I'm not about that. Neither is anyone else, right?\If you say you'll do it, do it.\Haiji's the same way.\I'm not strong.\I just do what needs to be done, no matter what.\Yes.\You'll definitely get that official record.\This again? But you're normally so cool. response:	Shut up. I said you'll get it.
context: If you say you'll do it, do it.\Haiji's the same way.\I'm not strong.\I just do what needs to be done, no matter what.\Yes.\You'll definitely get that official record.\This again? But you're normally so cool.\Shut up. I said you'll get it. response:	Everything I've said would happen has happened.
context: Haiji's the same way.\I'm not strong.\I just do what needs to be done, no matter what.\Yes.\You'll definitely get that official record.\This again? But you're normally so cool.\Shut up. I said you'll get it.\Everything I've said would happen has happened. response:	Then I'll trust you.
context: I'm not strong.\I just do what needs to be done, no matter what.\Yes.\You'll definitely get that official record.\This again? But you're normally so cool.\Shut up. I said you'll get it.\Everything I've said would happen has happened.\Then I'll trust you. response:	What's that?
context: I just do what needs to be done, no matter what.\Yes.\You'll definitely get that official record.\This again? But you're normally so cool.\Shut up. I said you'll get it.\Everything I've said would happen has happened.\Then I'll trust you.\What's that? response:	Nothing.
context: Yes.\You'll definitely get that official record.\This again? But you're normally so cool.\Shut up. I said you'll get it.\Everything I've said would happen has happened.\Then I'll trust you.\What's that?\Nothing. response:	Man, working at night isn't good for my eyes!
context: You'll definitely get that official record.\This again? But you're normally so cool.\Shut up. I said you'll get it.\Everything I've said would happen has happened.\Then I'll trust you.\What's that?\Nothing.\Man, working at night isn't good for my eyes! response:	Seriously?
context: This again? But you're normally so cool.\Shut up. I said you'll get it.\Everything I've said would happen has happened.\Then I'll trust you.\What's that?\Nothing.\Man, working at night isn't good for my eyes!\Seriously? response:	Shindo. Shindo!
context: Shut up. I said you'll get it.\Everything I've said would happen has happened.\Then I'll trust you.\What's that?\Nothing.\Man, working at night isn't good for my eyes!\Seriously?\Shindo. Shindo! response:	Shindo, it's morning.
context: Everything I've said would happen has happened.\Then I'll trust you.\What's that?\Nothing.\Man, working at night isn't good for my eyes!\Seriously?\Shindo. Shindo!\Shindo, it's morning. response:	Member Profiles
context: Then I'll trust you.\What's that?\Nothing.\Man, working at night isn't good for my eyes!\Seriously?\Shindo. Shindo!\Shindo, it's morning.\Member Profiles response:	Kiyose Haiji Iwakura Yukihiko Sakaguchi Yohei Hirata Akihiko Sugiyama Takashi
context: What's that?\Nothing.\Man, working at night isn't good for my eyes!\Seriously?\Shindo. Shindo!\Shindo, it's morning.\Member Profiles\Kiyose Haiji Iwakura Yukihiko Sakaguchi Yohei Hirata Akihiko Sugiyama Takashi response:	Kashiwazaki Akane Musa Kamura Jo Taro Jo Jiro Kuraha ra Kakeru
context: Nothing.\Man, working at night isn't good for my eyes!\Seriously?\Shindo. Shindo!\Shindo, it's morning.\Member Profiles\Kiyose Haiji Iwakura Yukihiko Sakaguchi Yohei Hirata Akihiko Sugiyama Takashi\Kashiwazaki Akane Musa Kamura Jo Taro Jo Jiro Kuraha ra Kakeru response:	I'm an Ekiden fan. I saw your website! Please practice hard in preparation for the Hakone Ekiden! You have my support!
context: Man, working at night isn't good for my eyes!\Seriously?\Shindo. Shindo!\Shindo, it's morning.\Member Profiles\Kiyose Haiji Iwakura Yukihiko Sakaguchi Yohei Hirata Akihiko Sugiyama Takashi\Kashiwazaki Akane Musa Kamura Jo Taro Jo Jiro Kuraha ra Kakeru\I'm an Ekiden fan. I saw your website! Please practice hard in preparation for the Hakone Ekiden! You have my support! response:	We got one!
context: Seriously?\Shindo. Shindo!\Shindo, it's morning.\Member Profiles\Kiyose Haiji Iwakura Yukihiko Sakaguchi Yohei Hirata Akihiko Sugiyama Takashi\Kashiwazaki Akane Musa Kamura Jo Taro Jo Jiro Kuraha ra Kakeru\I'm an Ekiden fan. I saw your website! Please practice hard in preparation for the Hakone Ekiden! You have my support!\We got one! response:	We got one, Shindo!
context: Shindo. Shindo!\Shindo, it's morning.\Member Profiles\Kiyose Haiji Iwakura Yukihiko Sakaguchi Yohei Hirata Akihiko Sugiyama Takashi\Kashiwazaki Akane Musa Kamura Jo Taro Jo Jiro Kuraha ra Kakeru\I'm an Ekiden fan. I saw your website! Please practice hard in preparation for the Hakone Ekiden! You have my support!\We got one!\We got one, Shindo! response:	What?
context: Shindo, it's morning.\Member Profiles\Kiyose Haiji Iwakura Yukihiko Sakaguchi Yohei Hirata Akihiko Sugiyama Takashi\Kashiwazaki Akane Musa Kamura Jo Taro Jo Jiro Kuraha ra Kakeru\I'm an Ekiden fan. I saw your website! Please practice hard in preparation for the Hakone Ekiden! You have my support!\We got one!\We got one, Shindo!\What? response:	Yuki, Kakeru! Look at this!
context: Member Profiles\Kiyose Haiji Iwakura Yukihiko Sakaguchi Yohei Hirata Akihiko Sugiyama Takashi\Kashiwazaki Akane Musa Kamura Jo Taro Jo Jiro Kuraha ra Kakeru\I'm an Ekiden fan. I saw your website! Please practice hard in preparation for the Hakone Ekiden! You have my support!\We got one!\We got one, Shindo!\What?\Yuki, Kakeru! Look at this! response:	What? Let me sleep.
context: Kiyose Haiji Iwakura Yukihiko Sakaguchi Yohei Hirata Akihiko Sugiyama Takashi\Kashiwazaki Akane Musa Kamura Jo Taro Jo Jiro Kuraha ra Kakeru\I'm an Ekiden fan. I saw your website! Please practice hard in preparation for the Hakone Ekiden! You have my support!\We got one!\We got one, Shindo!\What?\Yuki, Kakeru! Look at this!\What? Let me sleep. response:	Yaokatsu
context: Kashiwazaki Akane Musa Kamura Jo Taro Jo Jiro Kuraha ra Kakeru\I'm an Ekiden fan. I saw your website! Please practice hard in preparation for the Hakone Ekiden! You have my support!\We got one!\We got one, Shindo!\What?\Yuki, Kakeru! Look at this!\What? Let me sleep.\Yaokatsu response:	Kansei University Track and Field Team
context: I'm an Ekiden fan. I saw your website! Please practice hard in preparation for the Hakone Ekiden! You have my support!\We got one!\We got one, Shindo!\What?\Yuki, Kakeru! Look at this!\What? Let me sleep.\Yaokatsu\Kansei University Track and Field Team response:	I doubt you'd be able to meet them even if you went to the university.
context: We got one!\We got one, Shindo!\What?\Yuki, Kakeru! Look at this!\What? Let me sleep.\Yaokatsu\Kansei University Track and Field Team\I doubt you'd be able to meet them even if you went to the university. response:	Hey, Hanako. Could you run over to Aotake and
context: We got one, Shindo!\What?\Yuki, Kakeru! Look at this!\What? Let me sleep.\Yaokatsu\Kansei University Track and Field Team\I doubt you'd be able to meet them even if you went to the university.\Hey, Hanako. Could you run over to Aotake and response:	We're running in the Tokyo Sports Uni meet!
context: What?\Yuki, Kakeru! Look at this!\What? Let me sleep.\Yaokatsu\Kansei University Track and Field Team\I doubt you'd be able to meet them even if you went to the university.\Hey, Hanako. Could you run over to Aotake and\We're running in the Tokyo Sports Uni meet! response:	Please come out to support us!
context: Yuki, Kakeru! Look at this!\What? Let me sleep.\Yaokatsu\Kansei University Track and Field Team\I doubt you'd be able to meet them even if you went to the university.\Hey, Hanako. Could you run over to Aotake and\We're running in the Tokyo Sports Uni meet!\Please come out to support us! response:	Please!
context: What? Let me sleep.\Yaokatsu\Kansei University Track and Field Team\I doubt you'd be able to meet them even if you went to the university.\Hey, Hanako. Could you run over to Aotake and\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Please! response:	We're running in the Tokyo Sports Uni meet!
context: Yaokatsu\Kansei University Track and Field Team\I doubt you'd be able to meet them even if you went to the university.\Hey, Hanako. Could you run over to Aotake and\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Please!\We're running in the Tokyo Sports Uni meet! response:	Please come out to support us!
context: Kansei University Track and Field Team\I doubt you'd be able to meet them even if you went to the university.\Hey, Hanako. Could you run over to Aotake and\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Please!\We're running in the Tokyo Sports Uni meet!\Please come out to support us! response:	Here they come.
context: I doubt you'd be able to meet them even if you went to the university.\Hey, Hanako. Could you run over to Aotake and\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Please!\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Here they come. response:	That's the Kansei Uni Track and Field Team.
context: Hey, Hanako. Could you run over to Aotake and\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Please!\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Here they come.\That's the Kansei Uni Track and Field Team. response:	Hey!
context: We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Please!\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Here they come.\That's the Kansei Uni Track and Field Team.\Hey! response:	It's Hana!
context: Please come out to support us!\Please!\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Here they come.\That's the Kansei Uni Track and Field Team.\Hey!\It's Hana! response:	Come with us, Hana!
context: Please!\We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Here they come.\That's the Kansei Uni Track and Field Team.\Hey!\It's Hana!\Come with us, Hana! response:	Run with us!
context: We're running in the Tokyo Sports Uni meet!\Please come out to support us!\Here they come.\That's the Kansei Uni Track and Field Team.\Hey!\It's Hana!\Come with us, Hana!\Run with us! response:	Okay. I'll follow you on my bike.
context: Please come out to support us!\Here they come.\That's the Kansei Uni Track and Field Team.\Hey!\It's Hana!\Come with us, Hana!\Run with us!\Okay. I'll follow you on my bike. response:	Tokyo Sport University
context: Here they come.\That's the Kansei Uni Track and Field Team.\Hey!\It's Hana!\Come with us, Hana!\Run with us!\Okay. I'll follow you on my bike.\Tokyo Sport University response:	The mountains of Hakone are?
context: That's the Kansei Uni Track and Field Team.\Hey!\It's Hana!\Come with us, Hana!\Run with us!\Okay. I'll follow you on my bike.\Tokyo Sport University\The mountains of Hakone are? response:	The steepest in the world! Yeah!
context: Hey!\It's Hana!\Come with us, Hana!\Run with us!\Okay. I'll follow you on my bike.\Tokyo Sport University\The mountains of Hakone are?\The steepest in the world! Yeah! response:	You can do it!
context: It's Hana!\Come with us, Hana!\Run with us!\Okay. I'll follow you on my bike.\Tokyo Sport University\The mountains of Hakone are?\The steepest in the world! Yeah!\You can do it! response:	You got this! You totally got it!
context: Come with us, Hana!\Run with us!\Okay. I'll follow you on my bike.\Tokyo Sport University\The mountains of Hakone are?\The steepest in the world! Yeah!\You can do it!\You got this! You totally got it! response:	You still haven't given up.
context: Run with us!\Okay. I'll follow you on my bike.\Tokyo Sport University\The mountains of Hakone are?\The steepest in the world! Yeah!\You can do it!\You got this! You totally got it!\You still haven't given up. response:	Sakaki.
context: Okay. I'll follow you on my bike.\Tokyo Sport University\The mountains of Hakone are?\The steepest in the world! Yeah!\You can do it!\You got this! You totally got it!\You still haven't given up.\Sakaki. response:	Try not get in our way.
context: Tokyo Sport University\The mountains of Hakone are?\The steepest in the world! Yeah!\You can do it!\You got this! You totally got it!\You still haven't given up.\Sakaki.\Try not get in our way. response:	Our regular spot's on the line.
context: The mountains of Hakone are?\The steepest in the world! Yeah!\You can do it!\You got this! You totally got it!\You still haven't given up.\Sakaki.\Try not get in our way.\Our regular spot's on the line. response:	Don't worry. We don't intend to compete with you.
context: The steepest in the world! Yeah!\You can do it!\You got this! You totally got it!\You still haven't given up.\Sakaki.\Try not get in our way.\Our regular spot's on the line.\Don't worry. We don't intend to compete with you. response:	Our battle lies elsewhere.
context: You can do it!\You got this! You totally got it!\You still haven't given up.\Sakaki.\Try not get in our way.\Our regular spot's on the line.\Don't worry. We don't intend to compete with you.\Our battle lies elsewhere. response:	Let's go.
context: You got this! You totally got it!\You still haven't given up.\Sakaki.\Try not get in our way.\Our regular spot's on the line.\Don't worry. We don't intend to compete with you.\Our battle lies elsewhere.\Let's go. response:	Next time: Summer Prank.
context: You still haven't given up.\Sakaki.\Try not get in our way.\Our regular spot's on the line.\Don't worry. We don't intend to compete with you.\Our battle lies elsewhere.\Let's go.\Next time: Summer Prank. response:	Next time: Summer Prank
