context: She wants to replace Iwasawa? response:	Not a chance...
context: What'll you do if they do give us everything?!\My joints are leaving their sockets!\I won't be able to hit a home run!\No one was expecting you to in the first place!\If we lose here, we're getting a punishment game.\We need to give it everything we got.\You're up first.\Me? response:	No, me!
context: My joints are leaving their sockets!\I won't be able to hit a home run!\No one was expecting you to in the first place!\If we lose here, we're getting a punishment game.\We need to give it everything we got.\You're up first.\Me?\No, me! response:	Wait, wait.
context: I won't be able to hit a home run!\No one was expecting you to in the first place!\If we lose here, we're getting a punishment game.\We need to give it everything we got.\You're up first.\Me?\No, me!\Wait, wait. response:	I'm second,
context: No one was expecting you to in the first place!\If we lose here, we're getting a punishment game.\We need to give it everything we got.\You're up first.\Me?\No, me!\Wait, wait.\I'm second, response:	Shiina's third,
context: If we lose here, we're getting a punishment game.\We need to give it everything we got.\You're up first.\Me?\No, me!\Wait, wait.\I'm second,\Shiina's third, response:	and fourth is you.
context: We need to give it everything we got.\You're up first.\Me?\No, me!\Wait, wait.\I'm second,\Shiina's third,\and fourth is you. response:	If you don't get a cleanup hit, you lose, got it?
context: You're up first.\Me?\No, me!\Wait, wait.\I'm second,\Shiina's third,\and fourth is you.\If you don't get a cleanup hit, you lose, got it? response:	Fine with me.
context: Me?\No, me!\Wait, wait.\I'm second,\Shiina's third,\and fourth is you.\If you don't get a cleanup hit, you lose, got it?\Fine with me. response:	That's simple enough.
context: No, me!\Wait, wait.\I'm second,\Shiina's third,\and fourth is you.\If you don't get a cleanup hit, you lose, got it?\Fine with me.\That's simple enough. response:	7 points higher and it's a called game.
context: Wait, wait.\I'm second,\Shiina's third,\and fourth is you.\If you don't get a cleanup hit, you lose, got it?\Fine with me.\That's simple enough.\7 points higher and it's a called game. response:	Let's get it over with before Angel gets here.
context: I'm second,\Shiina's third,\and fourth is you.\If you don't get a cleanup hit, you lose, got it?\Fine with me.\That's simple enough.\7 points higher and it's a called game.\Let's get it over with before Angel gets here. response:	Alright, let's go!
context: Shiina's third,\and fourth is you.\If you don't get a cleanup hit, you lose, got it?\Fine with me.\That's simple enough.\7 points higher and it's a called game.\Let's get it over with before Angel gets here.\Alright, let's go! response:	Fight!
context: and fourth is you.\If you don't get a cleanup hit, you lose, got it?\Fine with me.\That's simple enough.\7 points higher and it's a called game.\Let's get it over with before Angel gets here.\Alright, let's go!\Fight! response:	Y - Yeah...
context: If you don't get a cleanup hit, you lose, got it?\Fine with me.\That's simple enough.\7 points higher and it's a called game.\Let's get it over with before Angel gets here.\Alright, let's go!\Fight!\Y - Yeah... response:	Y - Yeah...
context: Fine with me.\That's simple enough.\7 points higher and it's a called game.\Let's get it over with before Angel gets here.\Alright, let's go!\Fight!\Y - Yeah...\Y - Yeah... response:	A staggering lack of unity...
context: That's simple enough.\7 points higher and it's a called game.\Let's get it over with before Angel gets here.\Alright, let's go!\Fight!\Y - Yeah...\Y - Yeah...\A staggering lack of unity... response:	Play ball!
context: 7 points higher and it's a called game.\Let's get it over with before Angel gets here.\Alright, let's go!\Fight!\Y - Yeah...\Y - Yeah...\A staggering lack of unity...\Play ball! response:	So we're going for a called game?
context: Let's get it over with before Angel gets here.\Alright, let's go!\Fight!\Y - Yeah...\Y - Yeah...\A staggering lack of unity...\Play ball!\So we're going for a called game? response:	That means I'll have to get out there as first batter.
context: Alright, let's go!\Fight!\Y - Yeah...\Y - Yeah...\A staggering lack of unity...\Play ball!\So we're going for a called game?\That means I'll have to get out there as first batter. response:	Alright!
context: Fight!\Y - Yeah...\Y - Yeah...\A staggering lack of unity...\Play ball!\So we're going for a called game?\That means I'll have to get out there as first batter.\Alright! response:	Is that all you've got?!
context: Y - Yeah...\Y - Yeah...\A staggering lack of unity...\Play ball!\So we're going for a called game?\That means I'll have to get out there as first batter.\Alright!\Is that all you've got?! response:	What did you say?
context: Y - Yeah...\A staggering lack of unity...\Play ball!\So we're going for a called game?\That means I'll have to get out there as first batter.\Alright!\Is that all you've got?!\What did you say? response:	That's more like it!
context: A staggering lack of unity...\Play ball!\So we're going for a called game?\That means I'll have to get out there as first batter.\Alright!\Is that all you've got?!\What did you say?\That's more like it! response:	That's not how you play baseball!
context: Play ball!\So we're going for a called game?\That means I'll have to get out there as first batter.\Alright!\Is that all you've got?!\What did you say?\That's more like it!\That's not how you play baseball! response:	Out!
context: So we're going for a called game?\That means I'll have to get out there as first batter.\Alright!\Is that all you've got?!\What did you say?\That's more like it!\That's not how you play baseball!\Out! response:	What idiots.
context: That means I'll have to get out there as first batter.\Alright!\Is that all you've got?!\What did you say?\That's more like it!\That's not how you play baseball!\Out!\What idiots. response:	Geez.
context: Alright!\Is that all you've got?!\What did you say?\That's more like it!\That's not how you play baseball!\Out!\What idiots.\Geez. response:	Enough playing around.
context: Is that all you've got?!\What did you say?\That's more like it!\That's not how you play baseball!\Out!\What idiots.\Geez.\Enough playing around. response:	Are you ready?
context: What did you say?\That's more like it!\That's not how you play baseball!\Out!\What idiots.\Geez.\Enough playing around.\Are you ready? response:	For what?
context: That's more like it!\That's not how you play baseball!\Out!\What idiots.\Geez.\Enough playing around.\Are you ready?\For what? response:	Bring it!
context: That's not how you play baseball!\Out!\What idiots.\Geez.\Enough playing around.\Are you ready?\For what?\Bring it! response:	Home run!
context: Out!\What idiots.\Geez.\Enough playing around.\Are you ready?\For what?\Bring it!\Home run! response:	No way...
context: What idiots.\Geez.\Enough playing around.\Are you ready?\For what?\Bring it!\Home run!\No way... response:	So...
context: Geez.\Enough playing around.\Are you ready?\For what?\Bring it!\Home run!\No way...\So... response:	Why am I the pitcher?
context: Enough playing around.\Are you ready?\For what?\Bring it!\Home run!\No way...\So...\Why am I the pitcher? response:	Noda hit a home run, so you need to hold them at 0 to stay in this!
context: Are you ready?\For what?\Bring it!\Home run!\No way...\So...\Why am I the pitcher?\Noda hit a home run, so you need to hold them at 0 to stay in this! response:	Who are we playing against again?
context: For what?\Bring it!\Home run!\No way...\So...\Why am I the pitcher?\Noda hit a home run, so you need to hold them at 0 to stay in this!\Who are we playing against again? response:	Bring it!
context: Bring it!\Home run!\No way...\So...\Why am I the pitcher?\Noda hit a home run, so you need to hold them at 0 to stay in this!\Who are we playing against again?\Bring it! response:	Strike!
context: Home run!\No way...\So...\Why am I the pitcher?\Noda hit a home run, so you need to hold them at 0 to stay in this!\Who are we playing against again?\Bring it!\Strike! response:	Is that all you've got?!
context: No way...\So...\Why am I the pitcher?\Noda hit a home run, so you need to hold them at 0 to stay in this!\Who are we playing against again?\Bring it!\Strike!\Is that all you've got?! response:	You little...
context: So...\Why am I the pitcher?\Noda hit a home run, so you need to hold them at 0 to stay in this!\Who are we playing against again?\Bring it!\Strike!\Is that all you've got?!\You little... response:	That's more like it!
context: Why am I the pitcher?\Noda hit a home run, so you need to hold them at 0 to stay in this!\Who are we playing against again?\Bring it!\Strike!\Is that all you've got?!\You little...\That's more like it! response:	What?!
context: Noda hit a home run, so you need to hold them at 0 to stay in this!\Who are we playing against again?\Bring it!\Strike!\Is that all you've got?!\You little...\That's more like it!\What?! response:	I said stop playing by yourselves!
context: Who are we playing against again?\Bring it!\Strike!\Is that all you've got?!\You little...\That's more like it!\What?!\I said stop playing by yourselves! response:	Even death can't cure idiocy.
context: Bring it!\Strike!\Is that all you've got?!\You little...\That's more like it!\What?!\I said stop playing by yourselves!\Even death can't cure idiocy. response:	Out!
context: Strike!\Is that all you've got?!\You little...\That's more like it!\What?!\I said stop playing by yourselves!\Even death can't cure idiocy.\Out! response:	Wow, what an idiot.
context: Is that all you've got?!\You little...\That's more like it!\What?!\I said stop playing by yourselves!\Even death can't cure idiocy.\Out!\Wow, what an idiot. response:	The Hinata Team has won in the third inning by called game.
context: You little...\That's more like it!\What?!\I said stop playing by yourselves!\Even death can't cure idiocy.\Out!\Wow, what an idiot.\The Hinata Team has won in the third inning by called game. response:	Good, the Battlefront teams are all winning.
context: That's more like it!\What?!\I said stop playing by yourselves!\Even death can't cure idiocy.\Out!\Wow, what an idiot.\The Hinata Team has won in the third inning by called game.\Good, the Battlefront teams are all winning. response:	Everyone's trying their hardest so they don't have to do a punishment game more fearsome than death.
context: What?!\I said stop playing by yourselves!\Even death can't cure idiocy.\Out!\Wow, what an idiot.\The Hinata Team has won in the third inning by called game.\Good, the Battlefront teams are all winning.\Everyone's trying their hardest so they don't have to do a punishment game more fearsome than death. response:	Excellent!
context: I said stop playing by yourselves!\Even death can't cure idiocy.\Out!\Wow, what an idiot.\The Hinata Team has won in the third inning by called game.\Good, the Battlefront teams are all winning.\Everyone's trying their hardest so they don't have to do a punishment game more fearsome than death.\Excellent! response:	Those subject to Yurippe's punishment games are known to be driven to madness or personality changes.
context: Even death can't cure idiocy.\Out!\Wow, what an idiot.\The Hinata Team has won in the third inning by called game.\Good, the Battlefront teams are all winning.\Everyone's trying their hardest so they don't have to do a punishment game more fearsome than death.\Excellent!\Those subject to Yurippe's punishment games are known to be driven to madness or personality changes. response:	That's right.
context: Out!\Wow, what an idiot.\The Hinata Team has won in the third inning by called game.\Good, the Battlefront teams are all winning.\Everyone's trying their hardest so they don't have to do a punishment game more fearsome than death.\Excellent!\Those subject to Yurippe's punishment games are known to be driven to madness or personality changes.\That's right. response:	Wait, what kind of punishment game is that?!
context: Wow, what an idiot.\The Hinata Team has won in the third inning by called game.\Good, the Battlefront teams are all winning.\Everyone's trying their hardest so they don't have to do a punishment game more fearsome than death.\Excellent!\Those subject to Yurippe's punishment games are known to be driven to madness or personality changes.\That's right.\Wait, what kind of punishment game is that?! response:	I've never had one myself.
context: The Hinata Team has won in the third inning by called game.\Good, the Battlefront teams are all winning.\Everyone's trying their hardest so they don't have to do a punishment game more fearsome than death.\Excellent!\Those subject to Yurippe's punishment games are known to be driven to madness or personality changes.\That's right.\Wait, what kind of punishment game is that?!\I've never had one myself. response:	I've never given one out that ba
context: Good, the Battlefront teams are all winning.\Everyone's trying their hardest so they don't have to do a punishment game more fearsome than death.\Excellent!\Those subject to Yurippe's punishment games are known to be driven to madness or personality changes.\That's right.\Wait, what kind of punishment game is that?!\I've never had one myself.\I've never given one out that ba response:	Looks like we got her to show herself.
context: Everyone's trying their hardest so they don't have to do a punishment game more fearsome than death.\Excellent!\Those subject to Yurippe's punishment games are known to be driven to madness or personality changes.\That's right.\Wait, what kind of punishment game is that?!\I've never had one myself.\I've never given one out that ba\Looks like we got her to show herself. response:	We don't have any weapons, just bats and gloves.
context: Excellent!\Those subject to Yurippe's punishment games are known to be driven to madness or personality changes.\That's right.\Wait, what kind of punishment game is that?!\I've never had one myself.\I've never given one out that ba\Looks like we got her to show herself.\We don't have any weapons, just bats and gloves. response:	What kind of peaceful resolution are you going to offer us?
context: Those subject to Yurippe's punishment games are known to be driven to madness or personality changes.\That's right.\Wait, what kind of punishment game is that?!\I've never had one myself.\I've never given one out that ba\Looks like we got her to show herself.\We don't have any weapons, just bats and gloves.\What kind of peaceful resolution are you going to offer us? response:	This'll be good.
context: That's right.\Wait, what kind of punishment game is that?!\I've never had one myself.\I've never given one out that ba\Looks like we got her to show herself.\We don't have any weapons, just bats and gloves.\What kind of peaceful resolution are you going to offer us?\This'll be good. response:	Your team is not registered for participation in this tournament.
context: Wait, what kind of punishment game is that?!\I've never had one myself.\I've never given one out that ba\Looks like we got her to show herself.\We don't have any weapons, just bats and gloves.\What kind of peaceful resolution are you going to offer us?\This'll be good.\Your team is not registered for participation in this tournament. response:	It's fine, isn't it?
context: I've never had one myself.\I've never given one out that ba\Looks like we got her to show herself.\We don't have any weapons, just bats and gloves.\What kind of peaceful resolution are you going to offer us?\This'll be good.\Your team is not registered for participation in this tournament.\It's fine, isn't it? response:	At least we're participating, right?
context: I've never given one out that ba\Looks like we got her to show herself.\We don't have any weapons, just bats and gloves.\What kind of peaceful resolution are you going to offer us?\This'll be good.\Your team is not registered for participation in this tournament.\It's fine, isn't it?\At least we're participating, right? response:	I'm the student council vice - president, Naoi.
context: Looks like we got her to show herself.\We don't have any weapons, just bats and gloves.\What kind of peaceful resolution are you going to offer us?\This'll be good.\Your team is not registered for participation in this tournament.\It's fine, isn't it?\At least we're participating, right?\I'm the student council vice - president, Naoi. response:	We have created a student council team.
context: We don't have any weapons, just bats and gloves.\What kind of peaceful resolution are you going to offer us?\This'll be good.\Your team is not registered for participation in this tournament.\It's fine, isn't it?\At least we're participating, right?\I'm the student council vice - president, Naoi.\We have created a student council team. response:	We will remove your teams with our own team.
context: What kind of peaceful resolution are you going to offer us?\This'll be good.\Your team is not registered for participation in this tournament.\It's fine, isn't it?\At least we're participating, right?\I'm the student council vice - president, Naoi.\We have created a student council team.\We will remove your teams with our own team. response:	So your members are all in the baseball club?
context: This'll be good.\Your team is not registered for participation in this tournament.\It's fine, isn't it?\At least we're participating, right?\I'm the student council vice - president, Naoi.\We have created a student council team.\We will remove your teams with our own team.\So your members are all in the baseball club? response:	There's no way we can win this.
context: Your team is not registered for participation in this tournament.\It's fine, isn't it?\At least we're participating, right?\I'm the student council vice - president, Naoi.\We have created a student council team.\We will remove your teams with our own team.\So your members are all in the baseball club?\There's no way we can win this. response:	Keep your heads clean for us, losers!
context: It's fine, isn't it?\At least we're participating, right?\I'm the student council vice - president, Naoi.\We have created a student council team.\We will remove your teams with our own team.\So your members are all in the baseball club?\There's no way we can win this.\Keep your heads clean for us, losers! response:	Note: She's trying to say keep your necks clean = be prepared for an ass whoopin
context: At least we're participating, right?\I'm the student council vice - president, Naoi.\We have created a student council team.\We will remove your teams with our own team.\So your members are all in the baseball club?\There's no way we can win this.\Keep your heads clean for us, losers!\Note: She's trying to say keep your necks clean = be prepared for an ass whoopin response:	That's two strikes for you now!
context: I'm the student council vice - president, Naoi.\We have created a student council team.\We will remove your teams with our own team.\So your members are all in the baseball club?\There's no way we can win this.\Keep your heads clean for us, losers!\Note: She's trying to say keep your necks clean = be prepared for an ass whoopin\That's two strikes for you now! response:	Any more trash talking and you're cut!
context: We have created a student council team.\We will remove your teams with our own team.\So your members are all in the baseball club?\There's no way we can win this.\Keep your heads clean for us, losers!\Note: She's trying to say keep your necks clean = be prepared for an ass whoopin\That's two strikes for you now!\Any more trash talking and you're cut! response:	Keeping your head clean is basic hygiene!
context: We will remove your teams with our own team.\So your members are all in the baseball club?\There's no way we can win this.\Keep your heads clean for us, losers!\Note: She's trying to say keep your necks clean = be prepared for an ass whoopin\That's two strikes for you now!\Any more trash talking and you're cut!\Keeping your head clean is basic hygiene! response:	That hurts!
context: So your members are all in the baseball club?\There's no way we can win this.\Keep your heads clean for us, losers!\Note: She's trying to say keep your necks clean = be prepared for an ass whoopin\That's two strikes for you now!\Any more trash talking and you're cut!\Keeping your head clean is basic hygiene!\That hurts! response:	The Takeyama team is out.
context: There's no way we can win this.\Keep your heads clean for us, losers!\Note: She's trying to say keep your necks clean = be prepared for an ass whoopin\That's two strikes for you now!\Any more trash talking and you're cut!\Keeping your head clean is basic hygiene!\That hurts!\The Takeyama team is out. response:	The Takamatsu team lost by called game.
context: Keep your heads clean for us, losers!\Note: She's trying to say keep your necks clean = be prepared for an ass whoopin\That's two strikes for you now!\Any more trash talking and you're cut!\Keeping your head clean is basic hygiene!\That hurts!\The Takeyama team is out.\The Takamatsu team lost by called game. response:	That's unfair!
context: Note: She's trying to say keep your necks clean = be prepared for an ass whoopin\That's two strikes for you now!\Any more trash talking and you're cut!\Keeping your head clean is basic hygiene!\That hurts!\The Takeyama team is out.\The Takamatsu team lost by called game.\That's unfair! response:	So we only have one team left...
context: That's two strikes for you now!\Any more trash talking and you're cut!\Keeping your head clean is basic hygiene!\That hurts!\The Takeyama team is out.\The Takamatsu team lost by called game.\That's unfair!\So we only have one team left... response:	Which one is it?
context: Any more trash talking and you're cut!\Keeping your head clean is basic hygiene!\That hurts!\The Takeyama team is out.\The Takamatsu team lost by called game.\That's unfair!\So we only have one team left...\Which one is it? response:	Hinata - san's team.
context: Keeping your head clean is basic hygiene!\That hurts!\The Takeyama team is out.\The Takamatsu team lost by called game.\That's unfair!\So we only have one team left...\Which one is it?\Hinata - san's team. response:	I thought we were going to win against Angel fair and square, too!
context: That hurts!\The Takeyama team is out.\The Takamatsu team lost by called game.\That's unfair!\So we only have one team left...\Which one is it?\Hinata - san's team.\I thought we were going to win against Angel fair and square, too! response:	What a bunch of useless idiots.
context: The Takeyama team is out.\The Takamatsu team lost by called game.\That's unfair!\So we only have one team left...\Which one is it?\Hinata - san's team.\I thought we were going to win against Angel fair and square, too!\What a bunch of useless idiots. response:	It's our turn at last.
context: The Takamatsu team lost by called game.\That's unfair!\So we only have one team left...\Which one is it?\Hinata - san's team.\I thought we were going to win against Angel fair and square, too!\What a bunch of useless idiots.\It's our turn at last. response:	We now begin the final match of the tournament!
context: That's unfair!\So we only have one team left...\Which one is it?\Hinata - san's team.\I thought we were going to win against Angel fair and square, too!\What a bunch of useless idiots.\It's our turn at last.\We now begin the final match of the tournament! response:	Not cute at all.
context: So we only have one team left...\Which one is it?\Hinata - san's team.\I thought we were going to win against Angel fair and square, too!\What a bunch of useless idiots.\It's our turn at last.\We now begin the final match of the tournament!\Not cute at all. response:	At least say something to us...
context: Which one is it?\Hinata - san's team.\I thought we were going to win against Angel fair and square, too!\What a bunch of useless idiots.\It's our turn at last.\We now begin the final match of the tournament!\Not cute at all.\At least say something to us... response:	Play ball!
context: Hinata - san's team.\I thought we were going to win against Angel fair and square, too!\What a bunch of useless idiots.\It's our turn at last.\We now begin the final match of the tournament!\Not cute at all.\At least say something to us...\Play ball! response:	Home run!
context: I thought we were going to win against Angel fair and square, too!\What a bunch of useless idiots.\It's our turn at last.\We now begin the final match of the tournament!\Not cute at all.\At least say something to us...\Play ball!\Home run! response:	Way to go!
context: What a bunch of useless idiots.\It's our turn at last.\We now begin the final match of the tournament!\Not cute at all.\At least say something to us...\Play ball!\Home run!\Way to go! response:	Time out!
context: It's our turn at last.\We now begin the final match of the tournament!\Not cute at all.\At least say something to us...\Play ball!\Home run!\Way to go!\Time out! response:	This is bad.
context: We now begin the final match of the tournament!\Not cute at all.\At least say something to us...\Play ball!\Home run!\Way to go!\Time out!\This is bad. response:	It's really hard to hold off these baseball club regulars.
context: Not cute at all.\At least say something to us...\Play ball!\Home run!\Way to go!\Time out!\This is bad.\It's really hard to hold off these baseball club regulars. response:	And our outfield is crap, too.
context: At least say something to us...\Play ball!\Home run!\Way to go!\Time out!\This is bad.\It's really hard to hold off these baseball club regulars.\And our outfield is crap, too. response:	I had an extra meal ticket, so I gave it to him.
context: Play ball!\Home run!\Way to go!\Time out!\This is bad.\It's really hard to hold off these baseball club regulars.\And our outfield is crap, too.\I had an extra meal ticket, so I gave it to him. response:	It was you?
context: Home run!\Way to go!\Time out!\This is bad.\It's really hard to hold off these baseball club regulars.\And our outfield is crap, too.\I had an extra meal ticket, so I gave it to him.\It was you? response:	Alright, that's good!
context: Way to go!\Time out!\This is bad.\It's really hard to hold off these baseball club regulars.\And our outfield is crap, too.\I had an extra meal ticket, so I gave it to him.\It was you?\Alright, that's good! response:	He doesn't forget his debts over food!
context: Time out!\This is bad.\It's really hard to hold off these baseball club regulars.\And our outfield is crap, too.\I had an extra meal ticket, so I gave it to him.\It was you?\Alright, that's good!\He doesn't forget his debts over food! response:	Give, give!
context: This is bad.\It's really hard to hold off these baseball club regulars.\And our outfield is crap, too.\I had an extra meal ticket, so I gave it to him.\It was you?\Alright, that's good!\He doesn't forget his debts over food!\Give, give! response:	Now our outfield and back are perfect!
context: It's really hard to hold off these baseball club regulars.\And our outfield is crap, too.\I had an extra meal ticket, so I gave it to him.\It was you?\Alright, that's good!\He doesn't forget his debts over food!\Give, give!\Now our outfield and back are perfect! response:	Give, give!
context: And our outfield is crap, too.\I had an extra meal ticket, so I gave it to him.\It was you?\Alright, that's good!\He doesn't forget his debts over food!\Give, give!\Now our outfield and back are perfect!\Give, give! response:	Dammit I'm going to kill you!
context: I had an extra meal ticket, so I gave it to him.\It was you?\Alright, that's good!\He doesn't forget his debts over food!\Give, give!\Now our outfield and back are perfect!\Give, give!\Dammit I'm going to kill you! response:	Oh.
context: It was you?\Alright, that's good!\He doesn't forget his debts over food!\Give, give!\Now our outfield and back are perfect!\Give, give!\Dammit I'm going to kill you!\Oh. response:	Way to go, Matsushita 5th Dan!
context: Alright, that's good!\He doesn't forget his debts over food!\Give, give!\Now our outfield and back are perfect!\Give, give!\Dammit I'm going to kill you!\Oh.\Way to go, Matsushita 5th Dan! response:	This is starting to feel less like a baseball team and more like an acrobatics one...
context: He doesn't forget his debts over food!\Give, give!\Now our outfield and back are perfect!\Give, give!\Dammit I'm going to kill you!\Oh.\Way to go, Matsushita 5th Dan!\This is starting to feel less like a baseball team and more like an acrobatics one... response:	Out!
context: Give, give!\Now our outfield and back are perfect!\Give, give!\Dammit I'm going to kill you!\Oh.\Way to go, Matsushita 5th Dan!\This is starting to feel less like a baseball team and more like an acrobatics one...\Out! response:	Three outs, change up!
context: Now our outfield and back are perfect!\Give, give!\Dammit I'm going to kill you!\Oh.\Way to go, Matsushita 5th Dan!\This is starting to feel less like a baseball team and more like an acrobatics one...\Out!\Three outs, change up! response:	Alright!
context: Give, give!\Dammit I'm going to kill you!\Oh.\Way to go, Matsushita 5th Dan!\This is starting to feel less like a baseball team and more like an acrobatics one...\Out!\Three outs, change up!\Alright! response:	We're changing pitchers.
context: Dammit I'm going to kill you!\Oh.\Way to go, Matsushita 5th Dan!\This is starting to feel less like a baseball team and more like an acrobatics one...\Out!\Three outs, change up!\Alright!\We're changing pitchers. response:	If they keep this up we'll win!
context: Oh.\Way to go, Matsushita 5th Dan!\This is starting to feel less like a baseball team and more like an acrobatics one...\Out!\Three outs, change up!\Alright!\We're changing pitchers.\If they keep this up we'll win! response:	Not bad at all, guys!
context: Way to go, Matsushita 5th Dan!\This is starting to feel less like a baseball team and more like an acrobatics one...\Out!\Three outs, change up!\Alright!\We're changing pitchers.\If they keep this up we'll win!\Not bad at all, guys! response:	Fair and square!
context: This is starting to feel less like a baseball team and more like an acrobatics one...\Out!\Three outs, change up!\Alright!\We're changing pitchers.\If they keep this up we'll win!\Not bad at all, guys!\Fair and square! response:	Has there ever been a time when things have gone this far outside Angel's plans?
context: Out!\Three outs, change up!\Alright!\We're changing pitchers.\If they keep this up we'll win!\Not bad at all, guys!\Fair and square!\Has there ever been a time when things have gone this far outside Angel's plans? response:	Serves you right!
context: Three outs, change up!\Alright!\We're changing pitchers.\If they keep this up we'll win!\Not bad at all, guys!\Fair and square!\Has there ever been a time when things have gone this far outside Angel's plans?\Serves you right! response:	Yurippe - san, you sound like a villain.
context: Alright!\We're changing pitchers.\If they keep this up we'll win!\Not bad at all, guys!\Fair and square!\Has there ever been a time when things have gone this far outside Angel's plans?\Serves you right!\Yurippe - san, you sound like a villain. response:	We have a chance at winning this...
context: We're changing pitchers.\If they keep this up we'll win!\Not bad at all, guys!\Fair and square!\Has there ever been a time when things have gone this far outside Angel's plans?\Serves you right!\Yurippe - san, you sound like a villain.\We have a chance at winning this... response:	The final match, one point difference.
context: If they keep this up we'll win!\Not bad at all, guys!\Fair and square!\Has there ever been a time when things have gone this far outside Angel's plans?\Serves you right!\Yurippe - san, you sound like a villain.\We have a chance at winning this...\The final match, one point difference. response:	Two outs, runners on second and third...
context: Not bad at all, guys!\Fair and square!\Has there ever been a time when things have gone this far outside Angel's plans?\Serves you right!\Yurippe - san, you sound like a villain.\We have a chance at winning this...\The final match, one point difference.\Two outs, runners on second and third... response:	Time out!
context: Fair and square!\Has there ever been a time when things have gone this far outside Angel's plans?\Serves you right!\Yurippe - san, you sound like a villain.\We have a chance at winning this...\The final match, one point difference.\Two outs, runners on second and third...\Time out! response:	This is bad.
context: Has there ever been a time when things have gone this far outside Angel's plans?\Serves you right!\Yurippe - san, you sound like a villain.\We have a chance at winning this...\The final match, one point difference.\Two outs, runners on second and third...\Time out!\This is bad. response:	I don't think I can hold them off.
context: Serves you right!\Yurippe - san, you sound like a villain.\We have a chance at winning this...\The final match, one point difference.\Two outs, runners on second and third...\Time out!\This is bad.\I don't think I can hold them off. response:	Well, we can change the pitch
context: Yurippe - san, you sound like a villain.\We have a chance at winning this...\The final match, one point difference.\Two outs, runners on second and third...\Time out!\This is bad.\I don't think I can hold them off.\Well, we can change the pitch response:	What's wrong, Hinata?
context: We have a chance at winning this...\The final match, one point difference.\Two outs, runners on second and third...\Time out!\This is bad.\I don't think I can hold them off.\Well, we can change the pitch\What's wrong, Hinata? response:	Nothing, it's just that this is a lot like something that happened when I was alive, a long time ago.
context: The final match, one point difference.\Two outs, runners on second and third...\Time out!\This is bad.\I don't think I can hold them off.\Well, we can change the pitch\What's wrong, Hinata?\Nothing, it's just that this is a lot like something that happened when I was alive, a long time ago. response:	It was a really important match.
context: Two outs, runners on second and third...\Time out!\This is bad.\I don't think I can hold them off.\Well, we can change the pitch\What's wrong, Hinata?\Nothing, it's just that this is a lot like something that happened when I was alive, a long time ago.\It was a really important match. response:	Are you...
context: Time out!\This is bad.\I don't think I can hold them off.\Well, we can change the pitch\What's wrong, Hinata?\Nothing, it's just that this is a lot like something that happened when I was alive, a long time ago.\It was a really important match.\Are you... response:	shaking?
context: This is bad.\I don't think I can hold them off.\Well, we can change the pitch\What's wrong, Hinata?\Nothing, it's just that this is a lot like something that happened when I was alive, a long time ago.\It was a really important match.\Are you...\shaking? response:	Am I?
context: I don't think I can hold them off.\Well, we can change the pitch\What's wrong, Hinata?\Nothing, it's just that this is a lot like something that happened when I was alive, a long time ago.\It was a really important match.\Are you...\shaking?\Am I? response:	That's weird.
context: Well, we can change the pitch\What's wrong, Hinata?\Nothing, it's just that this is a lot like something that happened when I was alive, a long time ago.\It was a really important match.\Are you...\shaking?\Am I?\That's weird. response:	What happened?
context: What's wrong, Hinata?\Nothing, it's just that this is a lot like something that happened when I was alive, a long time ago.\It was a really important match.\Are you...\shaking?\Am I?\That's weird.\What happened? response:	I don't know.
context: Nothing, it's just that this is a lot like something that happened when I was alive, a long time ago.\It was a really important match.\Are you...\shaking?\Am I?\That's weird.\What happened?\I don't know. response:	I don't remember clearly.
context: It was a really important match.\Are you...\shaking?\Am I?\That's weird.\What happened?\I don't know.\I don't remember clearly. response:	I was in the baseball club, and we were aiming for Koushien.
context: Are you...\shaking?\Am I?\That's weird.\What happened?\I don't know.\I don't remember clearly.\I was in the baseball club, and we were aiming for Koushien. response:	It was ridiculously hot, and my mouth tasted like dirt.
context: shaking?\Am I?\That's weird.\What happened?\I don't know.\I don't remember clearly.\I was in the baseball club, and we were aiming for Koushien.\It was ridiculously hot, and my mouth tasted like dirt. response:	I remember that.
context: Am I?\That's weird.\What happened?\I don't know.\I don't remember clearly.\I was in the baseball club, and we were aiming for Koushien.\It was ridiculously hot, and my mouth tasted like dirt.\I remember that. response:	It was the finals of the regional tournament.
context: That's weird.\What happened?\I don't know.\I don't remember clearly.\I was in the baseball club, and we were aiming for Koushien.\It was ridiculously hot, and my mouth tasted like dirt.\I remember that.\It was the finals of the regional tournament. response:	Last inning, two outs, runners on second and third.
context: What happened?\I don't know.\I don't remember clearly.\I was in the baseball club, and we were aiming for Koushien.\It was ridiculously hot, and my mouth tasted like dirt.\I remember that.\It was the finals of the regional tournament.\Last inning, two outs, runners on second and third. response:	It was a simple fly ball to second.
context: I don't know.\I don't remember clearly.\I was in the baseball club, and we were aiming for Koushien.\It was ridiculously hot, and my mouth tasted like dirt.\I remember that.\It was the finals of the regional tournament.\Last inning, two outs, runners on second and third.\It was a simple fly ball to second. response:	Everyone knew where it was going to land.
context: I don't remember clearly.\I was in the baseball club, and we were aiming for Koushien.\It was ridiculously hot, and my mouth tasted like dirt.\I remember that.\It was the finals of the regional tournament.\Last inning, two outs, runners on second and third.\It was a simple fly ball to second.\Everyone knew where it was going to land. response:	But...
