context: Gashako? response:	TL note: Japs think you're supposed to eat KFC on Christmas.
context: All that's left is to get news of the serialization!\Saiko, do you honestly think that Perfect Crime Club can win against CROW and +NATURAL?\TRAP tied with CROW h once.\We can definitely win!\Chief Editor, please vote.\Perfect Crime Club is good.\But... it can't win.\I don't think it can win against CROW and +NATURAL. response:	Th-Then, with a majority vote of 3 for Win and 4 for Lose,
context: Saiko, do you honestly think that Perfect Crime Club can win against CROW and +NATURAL?\TRAP tied with CROW h once.\We can definitely win!\Chief Editor, please vote.\Perfect Crime Club is good.\But... it can't win.\I don't think it can win against CROW and +NATURAL.\Th-Then, with a majority vote of 3 for Win and 4 for Lose, response:	Ashirogi Muto's Perfect Crime Club will not be serialized...
context: TRAP tied with CROW h once.\We can definitely win!\Chief Editor, please vote.\Perfect Crime Club is good.\But... it can't win.\I don't think it can win against CROW and +NATURAL.\Th-Then, with a majority vote of 3 for Win and 4 for Lose,\Ashirogi Muto's Perfect Crime Club will not be serialized... response:	Perfect Crime Club h is good.
context: We can definitely win!\Chief Editor, please vote.\Perfect Crime Club is good.\But... it can't win.\I don't think it can win against CROW and +NATURAL.\Th-Then, with a majority vote of 3 for Win and 4 for Lose,\Ashirogi Muto's Perfect Crime Club will not be serialized...\Perfect Crime Club h is good. response:	But it can't win.
context: Chief Editor, please vote.\Perfect Crime Club is good.\But... it can't win.\I don't think it can win against CROW and +NATURAL.\Th-Then, with a majority vote of 3 for Win and 4 for Lose,\Ashirogi Muto's Perfect Crime Club will not be serialized...\Perfect Crime Club h is good.\But it can't win. response:	Then, Ashirogi will...
context: Perfect Crime Club is good.\But... it can't win.\I don't think it can win against CROW and +NATURAL.\Th-Then, with a majority vote of 3 for Win and 4 for Lose,\Ashirogi Muto's Perfect Crime Club will not be serialized...\Perfect Crime Club h is good.\But it can't win.\Then, Ashirogi will... response:	Expression and Imagination.
context: But... it can't win.\I don't think it can win against CROW and +NATURAL.\Th-Then, with a majority vote of 3 for Win and 4 for Lose,\Ashirogi Muto's Perfect Crime Club will not be serialized...\Perfect Crime Club h is good.\But it can't win.\Then, Ashirogi will...\Expression and Imagination. response:	Sometimes reality crushes dreams.
context: I don't think it can win against CROW and +NATURAL.\Th-Then, with a majority vote of 3 for Win and 4 for Lose,\Ashirogi Muto's Perfect Crime Club will not be serialized...\Perfect Crime Club h is good.\But it can't win.\Then, Ashirogi will...\Expression and Imagination.\Sometimes reality crushes dreams. response:	yume kanaeru made chousen wa tsuzuku
context: Th-Then, with a majority vote of 3 for Win and 4 for Lose,\Ashirogi Muto's Perfect Crime Club will not be serialized...\Perfect Crime Club h is good.\But it can't win.\Then, Ashirogi will...\Expression and Imagination.\Sometimes reality crushes dreams.\yume kanaeru made chousen wa tsuzuku response:	boku wa dokomade chikazuketandarou?
context: Ashirogi Muto's Perfect Crime Club will not be serialized...\Perfect Crime Club h is good.\But it can't win.\Then, Ashirogi will...\Expression and Imagination.\Sometimes reality crushes dreams.\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou? response:	juunengo no mirai kagayaiteru sugata wa
context: Perfect Crime Club h is good.\But it can't win.\Then, Ashirogi will...\Expression and Imagination.\Sometimes reality crushes dreams.\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa response:	koukai wa shinai jibun de egaita story
context: But it can't win.\Then, Ashirogi will...\Expression and Imagination.\Sometimes reality crushes dreams.\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story response:	fumidaseba yukute habamu genjitsu
context: Then, Ashirogi will...\Expression and Imagination.\Sometimes reality crushes dreams.\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu response:	makenai to ima mune ni chikatta
context: Expression and Imagination.\Sometimes reality crushes dreams.\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta response:	kokorozashita tsukamitai yume ga arukara
context: Sometimes reality crushes dreams.\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara response:	moyashite yuke jounetsu wo atsuku
context: yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku response:	yume no tochuu de meguriau deai to wakare
context: boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare response:	kimi ga oshietekureta boku dake ga motsu chikara
context: juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara response:	tachiagatteikundayo nando tsumazuitatte
context: koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte response:	Dream of life
context: fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life response:	yume kanaeru made chousen wa tsuzuku
context: makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: tachiagatteikundayo nando tsumazuitatte\Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: Dream of life\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	yume kanaeru made chousen wa tsuzuku
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	boku wa dokomade chikazuketandarou?
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou? response:	juunengo no mirai kagayaiteru sugata wa
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: boku wa dokomade chikazuketandarou?\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	juunengo no mirai kagayaiteru sugata wa
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa response:	koukai wa shinai jibun de egaita story
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: juunengo no mirai kagayaiteru sugata wa\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	koukai wa shinai jibun de egaita story
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
