context: I see. response:	You wish to withdraw your investment in the research in question?
context: God... please forgive... our many...\What sins, exactly?\Marie?\Are you saying that John and the people here have done something wrong?\Who are you?\Lightning isn't the wrath of God!\It's just electricity!\You people again? response:	If it's about your lightning rod, I already refused to put it up.
context: What sins, exactly?\Marie?\Are you saying that John and the people here have done something wrong?\Who are you?\Lightning isn't the wrath of God!\It's just electricity!\You people again?\If it's about your lightning rod, I already refused to put it up. response:	Huh? How come?
context: Marie?\Are you saying that John and the people here have done something wrong?\Who are you?\Lightning isn't the wrath of God!\It's just electricity!\You people again?\If it's about your lightning rod, I already refused to put it up.\Huh? How come? response:	It would prevent damage from lightning strikes!
context: Are you saying that John and the people here have done something wrong?\Who are you?\Lightning isn't the wrath of God!\It's just electricity!\You people again?\If it's about your lightning rod, I already refused to put it up.\Huh? How come?\It would prevent damage from lightning strikes! response:	It would let the lightning's electricity pass safely by!
context: Who are you?\Lightning isn't the wrath of God!\It's just electricity!\You people again?\If it's about your lightning rod, I already refused to put it up.\Huh? How come?\It would prevent damage from lightning strikes!\It would let the lightning's electricity pass safely by! response:	Mr. Franklin, tell them! Tell them that lightning is electricity!
context: Lightning isn't the wrath of God!\It's just electricity!\You people again?\If it's about your lightning rod, I already refused to put it up.\Huh? How come?\It would prevent damage from lightning strikes!\It would let the lightning's electricity pass safely by!\Mr. Franklin, tell them! Tell them that lightning is electricity! response:	Marie...
context: It's just electricity!\You people again?\If it's about your lightning rod, I already refused to put it up.\Huh? How come?\It would prevent damage from lightning strikes!\It would let the lightning's electricity pass safely by!\Mr. Franklin, tell them! Tell them that lightning is electricity!\Marie... response:	Very well.
context: You people again?\If it's about your lightning rod, I already refused to put it up.\Huh? How come?\It would prevent damage from lightning strikes!\It would let the lightning's electricity pass safely by!\Mr. Franklin, tell them! Tell them that lightning is electricity!\Marie...\Very well. response:	But well done is better than well said.
context: If it's about your lightning rod, I already refused to put it up.\Huh? How come?\It would prevent damage from lightning strikes!\It would let the lightning's electricity pass safely by!\Mr. Franklin, tell them! Tell them that lightning is electricity!\Marie...\Very well.\But well done is better than well said. response:	Father.
context: Huh? How come?\It would prevent damage from lightning strikes!\It would let the lightning's electricity pass safely by!\Mr. Franklin, tell them! Tell them that lightning is electricity!\Marie...\Very well.\But well done is better than well said.\Father. response:	I will prove to you that lightning is electricity.
context: It would prevent damage from lightning strikes!\It would let the lightning's electricity pass safely by!\Mr. Franklin, tell them! Tell them that lightning is electricity!\Marie...\Very well.\But well done is better than well said.\Father.\I will prove to you that lightning is electricity. response:	If I succeed,
context: It would let the lightning's electricity pass safely by!\Mr. Franklin, tell them! Tell them that lightning is electricity!\Marie...\Very well.\But well done is better than well said.\Father.\I will prove to you that lightning is electricity.\If I succeed, response:	will you consider installing a lightning rod on the church?
context: Mr. Franklin, tell them! Tell them that lightning is electricity!\Marie...\Very well.\But well done is better than well said.\Father.\I will prove to you that lightning is electricity.\If I succeed,\will you consider installing a lightning rod on the church? response:	Doctor!
context: Marie...\Very well.\But well done is better than well said.\Father.\I will prove to you that lightning is electricity.\If I succeed,\will you consider installing a lightning rod on the church?\Doctor! response:	You're safe?
context: Very well.\But well done is better than well said.\Father.\I will prove to you that lightning is electricity.\If I succeed,\will you consider installing a lightning rod on the church?\Doctor!\You're safe? response:	Peter! Prepare a kite.
context: But well done is better than well said.\Father.\I will prove to you that lightning is electricity.\If I succeed,\will you consider installing a lightning rod on the church?\Doctor!\You're safe?\Peter! Prepare a kite. response:	What? A kite?
context: Father.\I will prove to you that lightning is electricity.\If I succeed,\will you consider installing a lightning rod on the church?\Doctor!\You're safe?\Peter! Prepare a kite.\What? A kite? response:	Doctor. You mean...
context: I will prove to you that lightning is electricity.\If I succeed,\will you consider installing a lightning rod on the church?\Doctor!\You're safe?\Peter! Prepare a kite.\What? A kite?\Doctor. You mean... response:	There's someone here I have to convince.
context: If I succeed,\will you consider installing a lightning rod on the church?\Doctor!\You're safe?\Peter! Prepare a kite.\What? A kite?\Doctor. You mean...\There's someone here I have to convince. response:	Lightning is electricity.
context: will you consider installing a lightning rod on the church?\Doctor!\You're safe?\Peter! Prepare a kite.\What? A kite?\Doctor. You mean...\There's someone here I have to convince.\Lightning is electricity. response:	The power of science can reduce the damage it causes!
context: Doctor!\You're safe?\Peter! Prepare a kite.\What? A kite?\Doctor. You mean...\There's someone here I have to convince.\Lightning is electricity.\The power of science can reduce the damage it causes! response:	John...
context: You're safe?\Peter! Prepare a kite.\What? A kite?\Doctor. You mean...\There's someone here I have to convince.\Lightning is electricity.\The power of science can reduce the damage it causes!\John... response:	I'll prove it to you, okay?
context: Peter! Prepare a kite.\What? A kite?\Doctor. You mean...\There's someone here I have to convince.\Lightning is electricity.\The power of science can reduce the damage it causes!\John...\I'll prove it to you, okay? response:	Mari...
context: What? A kite?\Doctor. You mean...\There's someone here I have to convince.\Lightning is electricity.\The power of science can reduce the damage it causes!\John...\I'll prove it to you, okay?\Mari... response:	Um... that kite for your experiment...
context: Doctor. You mean...\There's someone here I have to convince.\Lightning is electricity.\The power of science can reduce the damage it causes!\John...\I'll prove it to you, okay?\Mari...\Um... that kite for your experiment... response:	Could I make it?
context: There's someone here I have to convince.\Lightning is electricity.\The power of science can reduce the damage it causes!\John...\I'll prove it to you, okay?\Mari...\Um... that kite for your experiment...\Could I make it? response:	Okay, it's done!
context: Lightning is electricity.\The power of science can reduce the damage it causes!\John...\I'll prove it to you, okay?\Mari...\Um... that kite for your experiment...\Could I make it?\Okay, it's done! response:	Th-That's a kite?
context: The power of science can reduce the damage it causes!\John...\I'll prove it to you, okay?\Mari...\Um... that kite for your experiment...\Could I make it?\Okay, it's done!\Th-That's a kite? response:	Yes! It's called a yakko dako!
context: John...\I'll prove it to you, okay?\Mari...\Um... that kite for your experiment...\Could I make it?\Okay, it's done!\Th-That's a kite?\Yes! It's called a yakko dako! response:	I once won an award for a kite I made over winter break, actually.
context: I'll prove it to you, okay?\Mari...\Um... that kite for your experiment...\Could I make it?\Okay, it's done!\Th-That's a kite?\Yes! It's called a yakko dako!\I once won an award for a kite I made over winter break, actually. response:	Everything ready?
context: Mari...\Um... that kite for your experiment...\Could I make it?\Okay, it's done!\Th-That's a kite?\Yes! It's called a yakko dako!\I once won an award for a kite I made over winter break, actually.\Everything ready? response:	Yes, more or less.
context: Um... that kite for your experiment...\Could I make it?\Okay, it's done!\Th-That's a kite?\Yes! It's called a yakko dako!\I once won an award for a kite I made over winter break, actually.\Everything ready?\Yes, more or less. response:	Then it's time.
context: Could I make it?\Okay, it's done!\Th-That's a kite?\Yes! It's called a yakko dako!\I once won an award for a kite I made over winter break, actually.\Everything ready?\Yes, more or less.\Then it's time. response:	What's that?
context: Okay, it's done!\Th-That's a kite?\Yes! It's called a yakko dako!\I once won an award for a kite I made over winter break, actually.\Everything ready?\Yes, more or less.\Then it's time.\What's that? response:	A kite, she claims.
context: Th-That's a kite?\Yes! It's called a yakko dako!\I once won an award for a kite I made over winter break, actually.\Everything ready?\Yes, more or less.\Then it's time.\What's that?\A kite, she claims. response:	Excellent. Very artistic!
context: Yes! It's called a yakko dako!\I once won an award for a kite I made over winter break, actually.\Everything ready?\Yes, more or less.\Then it's time.\What's that?\A kite, she claims.\Excellent. Very artistic! response:	Forgive the wait, everyone.
context: I once won an award for a kite I made over winter break, actually.\Everything ready?\Yes, more or less.\Then it's time.\What's that?\A kite, she claims.\Excellent. Very artistic!\Forgive the wait, everyone. response:	Right now, this jar is completely unremarkable.
context: Everything ready?\Yes, more or less.\Then it's time.\What's that?\A kite, she claims.\Excellent. Very artistic!\Forgive the wait, everyone.\Right now, this jar is completely unremarkable. response:	I'm going to charge it with the essence of lightning, and show you a mini lightning bolt!
context: Yes, more or less.\Then it's time.\What's that?\A kite, she claims.\Excellent. Very artistic!\Forgive the wait, everyone.\Right now, this jar is completely unremarkable.\I'm going to charge it with the essence of lightning, and show you a mini lightning bolt! response:	What is the essence of lightning?
context: Then it's time.\What's that?\A kite, she claims.\Excellent. Very artistic!\Forgive the wait, everyone.\Right now, this jar is completely unremarkable.\I'm going to charge it with the essence of lightning, and show you a mini lightning bolt!\What is the essence of lightning? response:	Thank you for the question, my lady.
context: What's that?\A kite, she claims.\Excellent. Very artistic!\Forgive the wait, everyone.\Right now, this jar is completely unremarkable.\I'm going to charge it with the essence of lightning, and show you a mini lightning bolt!\What is the essence of lightning?\Thank you for the question, my lady. response:	The essence of lightning
context: A kite, she claims.\Excellent. Very artistic!\Forgive the wait, everyone.\Right now, this jar is completely unremarkable.\I'm going to charge it with the essence of lightning, and show you a mini lightning bolt!\What is the essence of lightning?\Thank you for the question, my lady.\The essence of lightning response:	is the electricity stored up in those thunderclouds.
context: Excellent. Very artistic!\Forgive the wait, everyone.\Right now, this jar is completely unremarkable.\I'm going to charge it with the essence of lightning, and show you a mini lightning bolt!\What is the essence of lightning?\Thank you for the question, my lady.\The essence of lightning\is the electricity stored up in those thunderclouds. response:	I'm going to use the key attached to the string of this kite to draw it in
context: Forgive the wait, everyone.\Right now, this jar is completely unremarkable.\I'm going to charge it with the essence of lightning, and show you a mini lightning bolt!\What is the essence of lightning?\Thank you for the question, my lady.\The essence of lightning\is the electricity stored up in those thunderclouds.\I'm going to use the key attached to the string of this kite to draw it in response:	and store it inside this jar.
context: Right now, this jar is completely unremarkable.\I'm going to charge it with the essence of lightning, and show you a mini lightning bolt!\What is the essence of lightning?\Thank you for the question, my lady.\The essence of lightning\is the electricity stored up in those thunderclouds.\I'm going to use the key attached to the string of this kite to draw it in\and store it inside this jar. response:	It's coming!
context: I'm going to charge it with the essence of lightning, and show you a mini lightning bolt!\What is the essence of lightning?\Thank you for the question, my lady.\The essence of lightning\is the electricity stored up in those thunderclouds.\I'm going to use the key attached to the string of this kite to draw it in\and store it inside this jar.\It's coming! response:	Now the essence of lightning is stored in this bottle.
context: What is the essence of lightning?\Thank you for the question, my lady.\The essence of lightning\is the electricity stored up in those thunderclouds.\I'm going to use the key attached to the string of this kite to draw it in\and store it inside this jar.\It's coming!\Now the essence of lightning is stored in this bottle. response:	It's time to unleash it.
context: Thank you for the question, my lady.\The essence of lightning\is the electricity stored up in those thunderclouds.\I'm going to use the key attached to the string of this kite to draw it in\and store it inside this jar.\It's coming!\Now the essence of lightning is stored in this bottle.\It's time to unleash it. response:	Unleash it?
context: The essence of lightning\is the electricity stored up in those thunderclouds.\I'm going to use the key attached to the string of this kite to draw it in\and store it inside this jar.\It's coming!\Now the essence of lightning is stored in this bottle.\It's time to unleash it.\Unleash it? response:	Yes! The real show is just about to start!
context: is the electricity stored up in those thunderclouds.\I'm going to use the key attached to the string of this kite to draw it in\and store it inside this jar.\It's coming!\Now the essence of lightning is stored in this bottle.\It's time to unleash it.\Unleash it?\Yes! The real show is just about to start! response:	I'll show you a little lightning strike!
context: I'm going to use the key attached to the string of this kite to draw it in\and store it inside this jar.\It's coming!\Now the essence of lightning is stored in this bottle.\It's time to unleash it.\Unleash it?\Yes! The real show is just about to start!\I'll show you a little lightning strike! response:	I hope this proves to him that lightning is a scientific phenomenon, but...
context: and store it inside this jar.\It's coming!\Now the essence of lightning is stored in this bottle.\It's time to unleash it.\Unleash it?\Yes! The real show is just about to start!\I'll show you a little lightning strike!\I hope this proves to him that lightning is a scientific phenomenon, but... response:	Please, go well!
context: It's coming!\Now the essence of lightning is stored in this bottle.\It's time to unleash it.\Unleash it?\Yes! The real show is just about to start!\I'll show you a little lightning strike!\I hope this proves to him that lightning is a scientific phenomenon, but...\Please, go well! response:	Huh? W-Wait a minute...
context: Now the essence of lightning is stored in this bottle.\It's time to unleash it.\Unleash it?\Yes! The real show is just about to start!\I'll show you a little lightning strike!\I hope this proves to him that lightning is a scientific phenomenon, but...\Please, go well!\Huh? W-Wait a minute... response:	He did it!
context: It's time to unleash it.\Unleash it?\Yes! The real show is just about to start!\I'll show you a little lightning strike!\I hope this proves to him that lightning is a scientific phenomenon, but...\Please, go well!\Huh? W-Wait a minute...\He did it! response:	Do you understand now?
context: Unleash it?\Yes! The real show is just about to start!\I'll show you a little lightning strike!\I hope this proves to him that lightning is a scientific phenomenon, but...\Please, go well!\Huh? W-Wait a minute...\He did it!\Do you understand now? response:	Wow!
context: Yes! The real show is just about to start!\I'll show you a little lightning strike!\I hope this proves to him that lightning is a scientific phenomenon, but...\Please, go well!\Huh? W-Wait a minute...\He did it!\Do you understand now?\Wow! response:	The future... It's amazing, Marie.
context: I'll show you a little lightning strike!\I hope this proves to him that lightning is a scientific phenomenon, but...\Please, go well!\Huh? W-Wait a minute...\He did it!\Do you understand now?\Wow!\The future... It's amazing, Marie. response:	Mari?
context: I hope this proves to him that lightning is a scientific phenomenon, but...\Please, go well!\Huh? W-Wait a minute...\He did it!\Do you understand now?\Wow!\The future... It's amazing, Marie.\Mari? response:	That hurt!
context: Please, go well!\Huh? W-Wait a minute...\He did it!\Do you understand now?\Wow!\The future... It's amazing, Marie.\Mari?\That hurt! response:	Mari!
context: Huh? W-Wait a minute...\He did it!\Do you understand now?\Wow!\The future... It's amazing, Marie.\Mari?\That hurt!\Mari! response:	What's wrong?
context: He did it!\Do you understand now?\Wow!\The future... It's amazing, Marie.\Mari?\That hurt!\Mari!\What's wrong? response:	What are you doing, Mari?
context: Do you understand now?\Wow!\The future... It's amazing, Marie.\Mari?\That hurt!\Mari!\What's wrong?\What are you doing, Mari? response:	Huh?
context: Wow!\The future... It's amazing, Marie.\Mari?\That hurt!\Mari!\What's wrong?\What are you doing, Mari?\Huh? response:	Waka!
context: The future... It's amazing, Marie.\Mari?\That hurt!\Mari!\What's wrong?\What are you doing, Mari?\Huh?\Waka! response:	The father of American independence.
context: Mari?\That hurt!\Mari!\What's wrong?\What are you doing, Mari?\Huh?\Waka!\The father of American independence. response:	He spoke up for the abolition of slavery.
context: That hurt!\Mari!\What's wrong?\What are you doing, Mari?\Huh?\Waka!\The father of American independence.\He spoke up for the abolition of slavery. response:	And he's also famous for his experiments with lightning.
context: Mari!\What's wrong?\What are you doing, Mari?\Huh?\Waka!\The father of American independence.\He spoke up for the abolition of slavery.\And he's also famous for his experiments with lightning. response:	So you were researching about Benjamin Franklin?
context: What's wrong?\What are you doing, Mari?\Huh?\Waka!\The father of American independence.\He spoke up for the abolition of slavery.\And he's also famous for his experiments with lightning.\So you were researching about Benjamin Franklin? response:	Yeah!
context: What are you doing, Mari?\Huh?\Waka!\The father of American independence.\He spoke up for the abolition of slavery.\And he's also famous for his experiments with lightning.\So you were researching about Benjamin Franklin?\Yeah! response:	Wow. And he's on the 100 dollar bill, too?
context: Huh?\Waka!\The father of American independence.\He spoke up for the abolition of slavery.\And he's also famous for his experiments with lightning.\So you were researching about Benjamin Franklin?\Yeah!\Wow. And he's on the 100 dollar bill, too? response:	But is this really Mr. Franklin?
context: Waka!\The father of American independence.\He spoke up for the abolition of slavery.\And he's also famous for his experiments with lightning.\So you were researching about Benjamin Franklin?\Yeah!\Wow. And he's on the 100 dollar bill, too?\But is this really Mr. Franklin? response:	He was a little handsomer when I saw him...
context: The father of American independence.\He spoke up for the abolition of slavery.\And he's also famous for his experiments with lightning.\So you were researching about Benjamin Franklin?\Yeah!\Wow. And he's on the 100 dollar bill, too?\But is this really Mr. Franklin?\He was a little handsomer when I saw him... response:	Yeah, you're right.
context: He spoke up for the abolition of slavery.\And he's also famous for his experiments with lightning.\So you were researching about Benjamin Franklin?\Yeah!\Wow. And he's on the 100 dollar bill, too?\But is this really Mr. Franklin?\He was a little handsomer when I saw him...\Yeah, you're right. response:	What's that?
context: And he's also famous for his experiments with lightning.\So you were researching about Benjamin Franklin?\Yeah!\Wow. And he's on the 100 dollar bill, too?\But is this really Mr. Franklin?\He was a little handsomer when I saw him...\Yeah, you're right.\What's that? response:	I was translating Mr. Franklin's famous phrases.
context: So you were researching about Benjamin Franklin?\Yeah!\Wow. And he's on the 100 dollar bill, too?\But is this really Mr. Franklin?\He was a little handsomer when I saw him...\Yeah, you're right.\What's that?\I was translating Mr. Franklin's famous phrases. response:	It's useful for studying English.
context: Yeah!\Wow. And he's on the 100 dollar bill, too?\But is this really Mr. Franklin?\He was a little handsomer when I saw him...\Yeah, you're right.\What's that?\I was translating Mr. Franklin's famous phrases.\It's useful for studying English. response:	Huh? Mari, you study English?
context: Wow. And he's on the 100 dollar bill, too?\But is this really Mr. Franklin?\He was a little handsomer when I saw him...\Yeah, you're right.\What's that?\I was translating Mr. Franklin's famous phrases.\It's useful for studying English.\Huh? Mari, you study English? response:	Yes, I do.
context: But is this really Mr. Franklin?\He was a little handsomer when I saw him...\Yeah, you're right.\What's that?\I was translating Mr. Franklin's famous phrases.\It's useful for studying English.\Huh? Mari, you study English?\Yes, I do. response:	I never liked studying before...
context: He was a little handsomer when I saw him...\Yeah, you're right.\What's that?\I was translating Mr. Franklin's famous phrases.\It's useful for studying English.\Huh? Mari, you study English?\Yes, I do.\I never liked studying before... response:	Okay! It's so wonderful.
context: Yeah, you're right.\What's that?\I was translating Mr. Franklin's famous phrases.\It's useful for studying English.\Huh? Mari, you study English?\Yes, I do.\I never liked studying before...\Okay! It's so wonderful. response:	I'll do my best for your support.
context: What's that?\I was translating Mr. Franklin's famous phrases.\It's useful for studying English.\Huh? Mari, you study English?\Yes, I do.\I never liked studying before...\Okay! It's so wonderful.\I'll do my best for your support. response:	Waka... Please say it in Japanese.
context: I was translating Mr. Franklin's famous phrases.\It's useful for studying English.\Huh? Mari, you study English?\Yes, I do.\I never liked studying before...\Okay! It's so wonderful.\I'll do my best for your support.\Waka... Please say it in Japanese. response:	Next Episode: Volta on the Battlefield
context: It's useful for studying English.\Huh? Mari, you study English?\Yes, I do.\I never liked studying before...\Okay! It's so wonderful.\I'll do my best for your support.\Waka... Please say it in Japanese.\Next Episode: Volta on the Battlefield response:	Mari and Waka's Quick Science
context: Huh? Mari, you study English?\Yes, I do.\I never liked studying before...\Okay! It's so wonderful.\I'll do my best for your support.\Waka... Please say it in Japanese.\Next Episode: Volta on the Battlefield\Mari and Waka's Quick Science response:	Mari and Waka's Quick Science! Mari and Waka's Quick Science
context: Yes, I do.\I never liked studying before...\Okay! It's so wonderful.\I'll do my best for your support.\Waka... Please say it in Japanese.\Next Episode: Volta on the Battlefield\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science response:	Franklin said that lightning was really electricity, remember?
context: I never liked studying before...\Okay! It's so wonderful.\I'll do my best for your support.\Waka... Please say it in Japanese.\Next Episode: Volta on the Battlefield\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Franklin said that lightning was really electricity, remember? response:	I'm going to charge it with the essence of lightning,
context: Okay! It's so wonderful.\I'll do my best for your support.\Waka... Please say it in Japanese.\Next Episode: Volta on the Battlefield\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Franklin said that lightning was really electricity, remember?\I'm going to charge it with the essence of lightning, response:	and show you a mini lightning bolt!
context: I'll do my best for your support.\Waka... Please say it in Japanese.\Next Episode: Volta on the Battlefield\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Franklin said that lightning was really electricity, remember?\I'm going to charge it with the essence of lightning,\and show you a mini lightning bolt! response:	Now let's try the same thing with modern technology!
context: Waka... Please say it in Japanese.\Next Episode: Volta on the Battlefield\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Franklin said that lightning was really electricity, remember?\I'm going to charge it with the essence of lightning,\and show you a mini lightning bolt!\Now let's try the same thing with modern technology! response:	Huh?
context: Next Episode: Volta on the Battlefield\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Franklin said that lightning was really electricity, remember?\I'm going to charge it with the essence of lightning,\and show you a mini lightning bolt!\Now let's try the same thing with modern technology!\Huh? response:	What's that machine?
context: Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Franklin said that lightning was really electricity, remember?\I'm going to charge it with the essence of lightning,\and show you a mini lightning bolt!\Now let's try the same thing with modern technology!\Huh?\What's that machine? response:	Look at this!
context: Mari and Waka's Quick Science! Mari and Waka's Quick Science\Franklin said that lightning was really electricity, remember?\I'm going to charge it with the essence of lightning,\and show you a mini lightning bolt!\Now let's try the same thing with modern technology!\Huh?\What's that machine?\Look at this! response:	If we move this little ball of metal towards this big ball of metal...
context: Franklin said that lightning was really electricity, remember?\I'm going to charge it with the essence of lightning,\and show you a mini lightning bolt!\Now let's try the same thing with modern technology!\Huh?\What's that machine?\Look at this!\If we move this little ball of metal towards this big ball of metal... response:	What's that?!
context: I'm going to charge it with the essence of lightning,\and show you a mini lightning bolt!\Now let's try the same thing with modern technology!\Huh?\What's that machine?\Look at this!\If we move this little ball of metal towards this big ball of metal...\What's that?! response:	It's true!
context: and show you a mini lightning bolt!\Now let's try the same thing with modern technology!\Huh?\What's that machine?\Look at this!\If we move this little ball of metal towards this big ball of metal...\What's that?!\It's true! response:	It's just like Mr. Franklin's experiment with his Leyden jar!
context: Now let's try the same thing with modern technology!\Huh?\What's that machine?\Look at this!\If we move this little ball of metal towards this big ball of metal...\What's that?!\It's true!\It's just like Mr. Franklin's experiment with his Leyden jar! response:	This is a Van der Graaf Generator.
context: Huh?\What's that machine?\Look at this!\If we move this little ball of metal towards this big ball of metal...\What's that?!\It's true!\It's just like Mr. Franklin's experiment with his Leyden jar!\This is a Van der Graaf Generator. response:	Van der Graaf?
context: What's that machine?\Look at this!\If we move this little ball of metal towards this big ball of metal...\What's that?!\It's true!\It's just like Mr. Franklin's experiment with his Leyden jar!\This is a Van der Graaf Generator.\Van der Graaf? response:	Static Electricity
context: Look at this!\If we move this little ball of metal towards this big ball of metal...\What's that?!\It's true!\It's just like Mr. Franklin's experiment with his Leyden jar!\This is a Van der Graaf Generator.\Van der Graaf?\Static Electricity response:	It uses the friction between two rollers powered by a motor Static Electricity
context: If we move this little ball of metal towards this big ball of metal...\What's that?!\It's true!\It's just like Mr. Franklin's experiment with his Leyden jar!\This is a Van der Graaf Generator.\Van der Graaf?\Static Electricity\It uses the friction between two rollers powered by a motor Static Electricity response:	and a rubber belt to create and store up static electricity. Static Electricity
context: What's that?!\It's true!\It's just like Mr. Franklin's experiment with his Leyden jar!\This is a Van der Graaf Generator.\Van der Graaf?\Static Electricity\It uses the friction between two rollers powered by a motor Static Electricity\and a rubber belt to create and store up static electricity. Static Electricity response:	and a rubber belt to create and store up static electricity.
context: It's true!\It's just like Mr. Franklin's experiment with his Leyden jar!\This is a Van der Graaf Generator.\Van der Graaf?\Static Electricity\It uses the friction between two rollers powered by a motor Static Electricity\and a rubber belt to create and store up static electricity. Static Electricity\and a rubber belt to create and store up static electricity. response:	It's making artificial lightning!
context: It's just like Mr. Franklin's experiment with his Leyden jar!\This is a Van der Graaf Generator.\Van der Graaf?\Static Electricity\It uses the friction between two rollers powered by a motor Static Electricity\and a rubber belt to create and store up static electricity. Static Electricity\and a rubber belt to create and store up static electricity.\It's making artificial lightning! response:	But static electricity...
context: This is a Van der Graaf Generator.\Van der Graaf?\Static Electricity\It uses the friction between two rollers powered by a motor Static Electricity\and a rubber belt to create and store up static electricity. Static Electricity\and a rubber belt to create and store up static electricity.\It's making artificial lightning!\But static electricity... response:	Is that the same as the electricity we use every day?
context: Van der Graaf?\Static Electricity\It uses the friction between two rollers powered by a motor Static Electricity\and a rubber belt to create and store up static electricity. Static Electricity\and a rubber belt to create and store up static electricity.\It's making artificial lightning!\But static electricity...\Is that the same as the electricity we use every day? response:	Okay, let's test it!
context: Static Electricity\It uses the friction between two rollers powered by a motor Static Electricity\and a rubber belt to create and store up static electricity. Static Electricity\and a rubber belt to create and store up static electricity.\It's making artificial lightning!\But static electricity...\Is that the same as the electricity we use every day?\Okay, let's test it! response:	If we channel it through a fluorescent light...
context: It uses the friction between two rollers powered by a motor Static Electricity\and a rubber belt to create and store up static electricity. Static Electricity\and a rubber belt to create and store up static electricity.\It's making artificial lightning!\But static electricity...\Is that the same as the electricity we use every day?\Okay, let's test it!\If we channel it through a fluorescent light... response:	It lit up!
context: and a rubber belt to create and store up static electricity. Static Electricity\and a rubber belt to create and store up static electricity.\It's making artificial lightning!\But static electricity...\Is that the same as the electricity we use every day?\Okay, let's test it!\If we channel it through a fluorescent light...\It lit up! response:	Wow! Wow!
context: and a rubber belt to create and store up static electricity.\It's making artificial lightning!\But static electricity...\Is that the same as the electricity we use every day?\Okay, let's test it!\If we channel it through a fluorescent light...\It lit up!\Wow! Wow! response:	The static electricity stored up in that metal sphere
context: It's making artificial lightning!\But static electricity...\Is that the same as the electricity we use every day?\Okay, let's test it!\If we channel it through a fluorescent light...\It lit up!\Wow! Wow!\The static electricity stored up in that metal sphere response:	can even light up a fluorescent light bulb!
context: But static electricity...\Is that the same as the electricity we use every day?\Okay, let's test it!\If we channel it through a fluorescent light...\It lit up!\Wow! Wow!\The static electricity stored up in that metal sphere\can even light up a fluorescent light bulb! response:	I see!
context: Is that the same as the electricity we use every day?\Okay, let's test it!\If we channel it through a fluorescent light...\It lit up!\Wow! Wow!\The static electricity stored up in that metal sphere\can even light up a fluorescent light bulb!\I see! response:	So lightning really is electricity!
