context: White Storm (Part Two) response:	I wonder why?
context: Why? Since when?\I don't know.\But nothing reaches his ears anymore.\White Storm (Part Three)\White Storm (Part Four)\The announcements continued non-stop at the station.\Amid the oppressive humidity from the rain, the premises were jammed with people.\MORIOKA -> TOKYO response:	It's not going to run until tomorrow.
context: I don't know.\But nothing reaches his ears anymore.\White Storm (Part Three)\White Storm (Part Four)\The announcements continued non-stop at the station.\Amid the oppressive humidity from the rain, the premises were jammed with people.\MORIOKA -> TOKYO\It's not going to run until tomorrow. response:	Then we should get a refund for our special express tickets.
context: But nothing reaches his ears anymore.\White Storm (Part Three)\White Storm (Part Four)\The announcements continued non-stop at the station.\Amid the oppressive humidity from the rain, the premises were jammed with people.\MORIOKA -> TOKYO\It's not going to run until tomorrow.\Then we should get a refund for our special express tickets. response:	The ticket line is probably really long.
context: White Storm (Part Three)\White Storm (Part Four)\The announcements continued non-stop at the station.\Amid the oppressive humidity from the rain, the premises were jammed with people.\MORIOKA -> TOKYO\It's not going to run until tomorrow.\Then we should get a refund for our special express tickets.\The ticket line is probably really long. response:	I was a little slow getting off the train.
context: White Storm (Part Four)\The announcements continued non-stop at the station.\Amid the oppressive humidity from the rain, the premises were jammed with people.\MORIOKA -> TOKYO\It's not going to run until tomorrow.\Then we should get a refund for our special express tickets.\The ticket line is probably really long.\I was a little slow getting off the train. response:	Um, let's go through the ticket gate.
context: The announcements continued non-stop at the station.\Amid the oppressive humidity from the rain, the premises were jammed with people.\MORIOKA -> TOKYO\It's not going to run until tomorrow.\Then we should get a refund for our special express tickets.\The ticket line is probably really long.\I was a little slow getting off the train.\Um, let's go through the ticket gate. response:	I'll stand in line and take care of the adjustment for the train tickets.
context: Amid the oppressive humidity from the rain, the premises were jammed with people.\MORIOKA -> TOKYO\It's not going to run until tomorrow.\Then we should get a refund for our special express tickets.\The ticket line is probably really long.\I was a little slow getting off the train.\Um, let's go through the ticket gate.\I'll stand in line and take care of the adjustment for the train tickets. response:	Mr. Souya?
context: MORIOKA -> TOKYO\It's not going to run until tomorrow.\Then we should get a refund for our special express tickets.\The ticket line is probably really long.\I was a little slow getting off the train.\Um, let's go through the ticket gate.\I'll stand in line and take care of the adjustment for the train tickets.\Mr. Souya? response:	ADJUSTMENT WINDOW
context: It's not going to run until tomorrow.\Then we should get a refund for our special express tickets.\The ticket line is probably really long.\I was a little slow getting off the train.\Um, let's go through the ticket gate.\I'll stand in line and take care of the adjustment for the train tickets.\Mr. Souya?\ADJUSTMENT WINDOW response:	Thank you.
context: Then we should get a refund for our special express tickets.\The ticket line is probably really long.\I was a little slow getting off the train.\Um, let's go through the ticket gate.\I'll stand in line and take care of the adjustment for the train tickets.\Mr. Souya?\ADJUSTMENT WINDOW\Thank you. response:	I see. We're getting a refund, so we can do it here too. Makes sense.
context: The ticket line is probably really long.\I was a little slow getting off the train.\Um, let's go through the ticket gate.\I'll stand in line and take care of the adjustment for the train tickets.\Mr. Souya?\ADJUSTMENT WINDOW\Thank you.\I see. We're getting a refund, so we can do it here too. Makes sense. response:	Now we got our refunds and took care of the tickets for tomorrow.
context: I was a little slow getting off the train.\Um, let's go through the ticket gate.\I'll stand in line and take care of the adjustment for the train tickets.\Mr. Souya?\ADJUSTMENT WINDOW\Thank you.\I see. We're getting a refund, so we can do it here too. Makes sense.\Now we got our refunds and took care of the tickets for tomorrow. response:	Um, next... That's right. A place to stay. We'd better make reservations.
context: Um, let's go through the ticket gate.\I'll stand in line and take care of the adjustment for the train tickets.\Mr. Souya?\ADJUSTMENT WINDOW\Thank you.\I see. We're getting a refund, so we can do it here too. Makes sense.\Now we got our refunds and took care of the tickets for tomorrow.\Um, next... That's right. A place to stay. We'd better make reservations. response:	This is a big station, so there must be an information counter or...
context: I'll stand in line and take care of the adjustment for the train tickets.\Mr. Souya?\ADJUSTMENT WINDOW\Thank you.\I see. We're getting a refund, so we can do it here too. Makes sense.\Now we got our refunds and took care of the tickets for tomorrow.\Um, next... That's right. A place to stay. We'd better make reservations.\This is a big station, so there must be an information counter or... response:	Oh, there it is.
context: Mr. Souya?\ADJUSTMENT WINDOW\Thank you.\I see. We're getting a refund, so we can do it here too. Makes sense.\Now we got our refunds and took care of the tickets for tomorrow.\Um, next... That's right. A place to stay. We'd better make reservations.\This is a big station, so there must be an information counter or...\Oh, there it is. response:	SENDAI STATION
context: ADJUSTMENT WINDOW\Thank you.\I see. We're getting a refund, so we can do it here too. Makes sense.\Now we got our refunds and took care of the tickets for tomorrow.\Um, next... That's right. A place to stay. We'd better make reservations.\This is a big station, so there must be an information counter or...\Oh, there it is.\SENDAI STATION response:	Um, which one would be good?
context: Thank you.\I see. We're getting a refund, so we can do it here too. Makes sense.\Now we got our refunds and took care of the tickets for tomorrow.\Um, next... That's right. A place to stay. We'd better make reservations.\This is a big station, so there must be an information counter or...\Oh, there it is.\SENDAI STATION\Um, which one would be good? response:	It's really coming down, so as close to the station as possible,
context: I see. We're getting a refund, so we can do it here too. Makes sense.\Now we got our refunds and took care of the tickets for tomorrow.\Um, next... That's right. A place to stay. We'd better make reservations.\This is a big station, so there must be an information counter or...\Oh, there it is.\SENDAI STATION\Um, which one would be good?\It's really coming down, so as close to the station as possible, response:	like a place that's connected to the underground tunnel.
context: Now we got our refunds and took care of the tickets for tomorrow.\Um, next... That's right. A place to stay. We'd better make reservations.\This is a big station, so there must be an information counter or...\Oh, there it is.\SENDAI STATION\Um, which one would be good?\It's really coming down, so as close to the station as possible,\like a place that's connected to the underground tunnel. response:	Really? You're booked?
context: Um, next... That's right. A place to stay. We'd better make reservations.\This is a big station, so there must be an information counter or...\Oh, there it is.\SENDAI STATION\Um, which one would be good?\It's really coming down, so as close to the station as possible,\like a place that's connected to the underground tunnel.\Really? You're booked? response:	I understand. Thank you. Okay.
context: This is a big station, so there must be an information counter or...\Oh, there it is.\SENDAI STATION\Um, which one would be good?\It's really coming down, so as close to the station as possible,\like a place that's connected to the underground tunnel.\Really? You're booked?\I understand. Thank you. Okay. response:	No vacancies at any of the hotels near the station.
context: Oh, there it is.\SENDAI STATION\Um, which one would be good?\It's really coming down, so as close to the station as possible,\like a place that's connected to the underground tunnel.\Really? You're booked?\I understand. Thank you. Okay.\No vacancies at any of the hotels near the station. response:	Well, then otherwise, which hotel?
context: SENDAI STATION\Um, which one would be good?\It's really coming down, so as close to the station as possible,\like a place that's connected to the underground tunnel.\Really? You're booked?\I understand. Thank you. Okay.\No vacancies at any of the hotels near the station.\Well, then otherwise, which hotel? response:	If it were just me, any would be fine, but...
context: Um, which one would be good?\It's really coming down, so as close to the station as possible,\like a place that's connected to the underground tunnel.\Really? You're booked?\I understand. Thank you. Okay.\No vacancies at any of the hotels near the station.\Well, then otherwise, which hotel?\If it were just me, any would be fine, but... response:	Seisen Inn?
context: It's really coming down, so as close to the station as possible,\like a place that's connected to the underground tunnel.\Really? You're booked?\I understand. Thank you. Okay.\No vacancies at any of the hotels near the station.\Well, then otherwise, which hotel?\If it were just me, any would be fine, but...\Seisen Inn? response:	Oh, there are a lot of them in Tokyo too.
context: like a place that's connected to the underground tunnel.\Really? You're booked?\I understand. Thank you. Okay.\No vacancies at any of the hotels near the station.\Well, then otherwise, which hotel?\If it were just me, any would be fine, but...\Seisen Inn?\Oh, there are a lot of them in Tokyo too. response:	We can even walk there. It's not too far.
context: Really? You're booked?\I understand. Thank you. Okay.\No vacancies at any of the hotels near the station.\Well, then otherwise, which hotel?\If it were just me, any would be fine, but...\Seisen Inn?\Oh, there are a lot of them in Tokyo too.\We can even walk there. It's not too far. response:	Yes, do you have any vacancies?
context: I understand. Thank you. Okay.\No vacancies at any of the hotels near the station.\Well, then otherwise, which hotel?\If it were just me, any would be fine, but...\Seisen Inn?\Oh, there are a lot of them in Tokyo too.\We can even walk there. It's not too far.\Yes, do you have any vacancies? response:	Yes. Two single rooms.
context: No vacancies at any of the hotels near the station.\Well, then otherwise, which hotel?\If it were just me, any would be fine, but...\Seisen Inn?\Oh, there are a lot of them in Tokyo too.\We can even walk there. It's not too far.\Yes, do you have any vacancies?\Yes. Two single rooms. response:	Yes, we'll head there right now. Uh-huh.
context: Well, then otherwise, which hotel?\If it were just me, any would be fine, but...\Seisen Inn?\Oh, there are a lot of them in Tokyo too.\We can even walk there. It's not too far.\Yes, do you have any vacancies?\Yes. Two single rooms.\Yes, we'll head there right now. Uh-huh. response:	SEISEN INN
context: If it were just me, any would be fine, but...\Seisen Inn?\Oh, there are a lot of them in Tokyo too.\We can even walk there. It's not too far.\Yes, do you have any vacancies?\Yes. Two single rooms.\Yes, we'll head there right now. Uh-huh.\SEISEN INN response:	All right, we got rooms. Thank goodness.
context: Seisen Inn?\Oh, there are a lot of them in Tokyo too.\We can even walk there. It's not too far.\Yes, do you have any vacancies?\Yes. Two single rooms.\Yes, we'll head there right now. Uh-huh.\SEISEN INN\All right, we got rooms. Thank goodness. response:	So let's go.
context: Oh, there are a lot of them in Tokyo too.\We can even walk there. It's not too far.\Yes, do you have any vacancies?\Yes. Two single rooms.\Yes, we'll head there right now. Uh-huh.\SEISEN INN\All right, we got rooms. Thank goodness.\So let's go. response:	This gray part must be the underground, so let's go as far as we can, then go up to the sidewalk.
context: We can even walk there. It's not too far.\Yes, do you have any vacancies?\Yes. Two single rooms.\Yes, we'll head there right now. Uh-huh.\SEISEN INN\All right, we got rooms. Thank goodness.\So let's go.\This gray part must be the underground, so let's go as far as we can, then go up to the sidewalk. response:	That's right, umbrellas.
context: Yes, do you have any vacancies?\Yes. Two single rooms.\Yes, we'll head there right now. Uh-huh.\SEISEN INN\All right, we got rooms. Thank goodness.\So let's go.\This gray part must be the underground, so let's go as far as we can, then go up to the sidewalk.\That's right, umbrellas. response:	We'd better buy umbrellas.
context: Yes. Two single rooms.\Yes, we'll head there right now. Uh-huh.\SEISEN INN\All right, we got rooms. Thank goodness.\So let's go.\This gray part must be the underground, so let's go as far as we can, then go up to the sidewalk.\That's right, umbrellas.\We'd better buy umbrellas. response:	EMPTY
context: Yes, we'll head there right now. Uh-huh.\SEISEN INN\All right, we got rooms. Thank goodness.\So let's go.\This gray part must be the underground, so let's go as far as we can, then go up to the sidewalk.\That's right, umbrellas.\We'd better buy umbrellas.\EMPTY response:	SOLD OUT
context: SEISEN INN\All right, we got rooms. Thank goodness.\So let's go.\This gray part must be the underground, so let's go as far as we can, then go up to the sidewalk.\That's right, umbrellas.\We'd better buy umbrellas.\EMPTY\SOLD OUT response:	There aren't any!
context: All right, we got rooms. Thank goodness.\So let's go.\This gray part must be the underground, so let's go as far as we can, then go up to the sidewalk.\That's right, umbrellas.\We'd better buy umbrellas.\EMPTY\SOLD OUT\There aren't any! response:	Sold out in the blink of an eye
context: So let's go.\This gray part must be the underground, so let's go as far as we can, then go up to the sidewalk.\That's right, umbrellas.\We'd better buy umbrellas.\EMPTY\SOLD OUT\There aren't any!\Sold out in the blink of an eye response:	Thankfully, that store still had umbrellas.
context: This gray part must be the underground, so let's go as far as we can, then go up to the sidewalk.\That's right, umbrellas.\We'd better buy umbrellas.\EMPTY\SOLD OUT\There aren't any!\Sold out in the blink of an eye\Thankfully, that store still had umbrellas. response:	They sell out just like that. It was a close one.
context: That's right, umbrellas.\We'd better buy umbrellas.\EMPTY\SOLD OUT\There aren't any!\Sold out in the blink of an eye\Thankfully, that store still had umbrellas.\They sell out just like that. It was a close one. response:	Okay, let's get going.
context: We'd better buy umbrellas.\EMPTY\SOLD OUT\There aren't any!\Sold out in the blink of an eye\Thankfully, that store still had umbrellas.\They sell out just like that. It was a close one.\Okay, let's get going. response:	It didn't feel real.
context: EMPTY\SOLD OUT\There aren't any!\Sold out in the blink of an eye\Thankfully, that store still had umbrellas.\They sell out just like that. It was a close one.\Okay, let's get going.\It didn't feel real. response:	But there was a weird sense of euphoria.
context: SOLD OUT\There aren't any!\Sold out in the blink of an eye\Thankfully, that store still had umbrellas.\They sell out just like that. It was a close one.\Okay, let's get going.\It didn't feel real.\But there was a weird sense of euphoria. response:	It must have all been due to the typhoon.
context: There aren't any!\Sold out in the blink of an eye\Thankfully, that store still had umbrellas.\They sell out just like that. It was a close one.\Okay, let's get going.\It didn't feel real.\But there was a weird sense of euphoria.\It must have all been due to the typhoon. response:	Look at that line for taxis!
context: Sold out in the blink of an eye\Thankfully, that store still had umbrellas.\They sell out just like that. It was a close one.\Okay, let's get going.\It didn't feel real.\But there was a weird sense of euphoria.\It must have all been due to the typhoon.\Look at that line for taxis! response:	What a downpour!
context: Thankfully, that store still had umbrellas.\They sell out just like that. It was a close one.\Okay, let's get going.\It didn't feel real.\But there was a weird sense of euphoria.\It must have all been due to the typhoon.\Look at that line for taxis!\What a downpour! response:	Huh? Um...
context: They sell out just like that. It was a close one.\Okay, let's get going.\It didn't feel real.\But there was a weird sense of euphoria.\It must have all been due to the typhoon.\Look at that line for taxis!\What a downpour!\Huh? Um... response:	It seems this path leads to some stores.
context: Okay, let's get going.\It didn't feel real.\But there was a weird sense of euphoria.\It must have all been due to the typhoon.\Look at that line for taxis!\What a downpour!\Huh? Um...\It seems this path leads to some stores. response:	Can we get to the sidewalk from here?
context: It didn't feel real.\But there was a weird sense of euphoria.\It must have all been due to the typhoon.\Look at that line for taxis!\What a downpour!\Huh? Um...\It seems this path leads to some stores.\Can we get to the sidewalk from here? response:	Huh? Um... This is...
context: But there was a weird sense of euphoria.\It must have all been due to the typhoon.\Look at that line for taxis!\What a downpour!\Huh? Um...\It seems this path leads to some stores.\Can we get to the sidewalk from here?\Huh? Um... This is... response:	A truck?!
context: It must have all been due to the typhoon.\Look at that line for taxis!\What a downpour!\Huh? Um...\It seems this path leads to some stores.\Can we get to the sidewalk from here?\Huh? Um... This is...\A truck?! response:	The service entrance?
context: Look at that line for taxis!\What a downpour!\Huh? Um...\It seems this path leads to some stores.\Can we get to the sidewalk from here?\Huh? Um... This is...\A truck?!\The service entrance? response:	Is it okay to exit this way?
context: What a downpour!\Huh? Um...\It seems this path leads to some stores.\Can we get to the sidewalk from here?\Huh? Um... This is...\A truck?!\The service entrance?\Is it okay to exit this way? response:	Suddenly?!
context: Huh? Um...\It seems this path leads to some stores.\Can we get to the sidewalk from here?\Huh? Um... This is...\A truck?!\The service entrance?\Is it okay to exit this way?\Suddenly?! response:	For now, tonight, and I suppose morning...
context: It seems this path leads to some stores.\Can we get to the sidewalk from here?\Huh? Um... This is...\A truck?!\The service entrance?\Is it okay to exit this way?\Suddenly?!\For now, tonight, and I suppose morning... response:	Um, also...
context: Can we get to the sidewalk from here?\Huh? Um... This is...\A truck?!\The service entrance?\Is it okay to exit this way?\Suddenly?!\For now, tonight, and I suppose morning...\Um, also... response:	A sandwich, rice ball, cup noodles...
context: Huh? Um... This is...\A truck?!\The service entrance?\Is it okay to exit this way?\Suddenly?!\For now, tonight, and I suppose morning...\Um, also...\A sandwich, rice ball, cup noodles... response:	Okay, that'll do it.
context: A truck?!\The service entrance?\Is it okay to exit this way?\Suddenly?!\For now, tonight, and I suppose morning...\Um, also...\A sandwich, rice ball, cup noodles...\Okay, that'll do it. response:	I may be buying too much,
context: The service entrance?\Is it okay to exit this way?\Suddenly?!\For now, tonight, and I suppose morning...\Um, also...\A sandwich, rice ball, cup noodles...\Okay, that'll do it.\I may be buying too much, response:	but I don't want to have to go back out in this rain.
context: Is it okay to exit this way?\Suddenly?!\For now, tonight, and I suppose morning...\Um, also...\A sandwich, rice ball, cup noodles...\Okay, that'll do it.\I may be buying too much,\but I don't want to have to go back out in this rain. response:	BISCUIT
context: Suddenly?!\For now, tonight, and I suppose morning...\Um, also...\A sandwich, rice ball, cup noodles...\Okay, that'll do it.\I may be buying too much,\but I don't want to have to go back out in this rain.\BISCUIT response:	Your total is 1,540 yen.
context: For now, tonight, and I suppose morning...\Um, also...\A sandwich, rice ball, cup noodles...\Okay, that'll do it.\I may be buying too much,\but I don't want to have to go back out in this rain.\BISCUIT\Your total is 1,540 yen. response:	That's all?
context: Um, also...\A sandwich, rice ball, cup noodles...\Okay, that'll do it.\I may be buying too much,\but I don't want to have to go back out in this rain.\BISCUIT\Your total is 1,540 yen.\That's all? response:	It's like a lineup of emergency rations.
context: A sandwich, rice ball, cup noodles...\Okay, that'll do it.\I may be buying too much,\but I don't want to have to go back out in this rain.\BISCUIT\Your total is 1,540 yen.\That's all?\It's like a lineup of emergency rations. response:	PACKED EGG SANDWICH KATSU SANDWICH INARI SUSHI MILK CHOUX CREAM BREAD FLUFFY MELON BREAD
context: Okay, that'll do it.\I may be buying too much,\but I don't want to have to go back out in this rain.\BISCUIT\Your total is 1,540 yen.\That's all?\It's like a lineup of emergency rations.\PACKED EGG SANDWICH KATSU SANDWICH INARI SUSHI MILK CHOUX CREAM BREAD FLUFFY MELON BREAD response:	Your total is 2,980 yen.
context: I may be buying too much,\but I don't want to have to go back out in this rain.\BISCUIT\Your total is 1,540 yen.\That's all?\It's like a lineup of emergency rations.\PACKED EGG SANDWICH KATSU SANDWICH INARI SUSHI MILK CHOUX CREAM BREAD FLUFFY MELON BREAD\Your total is 2,980 yen. response:	HEAP
context: but I don't want to have to go back out in this rain.\BISCUIT\Your total is 1,540 yen.\That's all?\It's like a lineup of emergency rations.\PACKED EGG SANDWICH KATSU SANDWICH INARI SUSHI MILK CHOUX CREAM BREAD FLUFFY MELON BREAD\Your total is 2,980 yen.\HEAP response:	Huh? That much?
context: BISCUIT\Your total is 1,540 yen.\That's all?\It's like a lineup of emergency rations.\PACKED EGG SANDWICH KATSU SANDWICH INARI SUSHI MILK CHOUX CREAM BREAD FLUFFY MELON BREAD\Your total is 2,980 yen.\HEAP\Huh? That much? response:	BOUGHT TOO MUCH
context: Your total is 1,540 yen.\That's all?\It's like a lineup of emergency rations.\PACKED EGG SANDWICH KATSU SANDWICH INARI SUSHI MILK CHOUX CREAM BREAD FLUFFY MELON BREAD\Your total is 2,980 yen.\HEAP\Huh? That much?\BOUGHT TOO MUCH response:	Apparently carried away by the typhoon situation
context: That's all?\It's like a lineup of emergency rations.\PACKED EGG SANDWICH KATSU SANDWICH INARI SUSHI MILK CHOUX CREAM BREAD FLUFFY MELON BREAD\Your total is 2,980 yen.\HEAP\Huh? That much?\BOUGHT TOO MUCH\Apparently carried away by the typhoon situation response:	Thank you!
context: It's like a lineup of emergency rations.\PACKED EGG SANDWICH KATSU SANDWICH INARI SUSHI MILK CHOUX CREAM BREAD FLUFFY MELON BREAD\Your total is 2,980 yen.\HEAP\Huh? That much?\BOUGHT TOO MUCH\Apparently carried away by the typhoon situation\Thank you! response:	I see it.
context: PACKED EGG SANDWICH KATSU SANDWICH INARI SUSHI MILK CHOUX CREAM BREAD FLUFFY MELON BREAD\Your total is 2,980 yen.\HEAP\Huh? That much?\BOUGHT TOO MUCH\Apparently carried away by the typhoon situation\Thank you!\I see it. response:	I think that's it.
context: Your total is 2,980 yen.\HEAP\Huh? That much?\BOUGHT TOO MUCH\Apparently carried away by the typhoon situation\Thank you!\I see it.\I think that's it. response:	When I start walking, he starts walking.
context: HEAP\Huh? That much?\BOUGHT TOO MUCH\Apparently carried away by the typhoon situation\Thank you!\I see it.\I think that's it.\When I start walking, he starts walking. response:	When I stop, he stops.
context: Huh? That much?\BOUGHT TOO MUCH\Apparently carried away by the typhoon situation\Thank you!\I see it.\I think that's it.\When I start walking, he starts walking.\When I stop, he stops. response:	It's like a god...
context: BOUGHT TOO MUCH\Apparently carried away by the typhoon situation\Thank you!\I see it.\I think that's it.\When I start walking, he starts walking.\When I stop, he stops.\It's like a god... response:	is quietly following me.
context: Apparently carried away by the typhoon situation\Thank you!\I see it.\I think that's it.\When I start walking, he starts walking.\When I stop, he stops.\It's like a god...\is quietly following me. response:	White Storm (Part Four)
context: Thank you!\I see it.\I think that's it.\When I start walking, he starts walking.\When I stop, he stops.\It's like a god...\is quietly following me.\White Storm (Part Four) response:	Next Episode Preview
context: I see it.\I think that's it.\When I start walking, he starts walking.\When I stop, he stops.\It's like a god...\is quietly following me.\White Storm (Part Four)\Next Episode Preview response:	Episode 38
context: I think that's it.\When I start walking, he starts walking.\When I stop, he stops.\It's like a god...\is quietly following me.\White Storm (Part Four)\Next Episode Preview\Episode 38 response:	Hey, it's me.
context: When I start walking, he starts walking.\When I stop, he stops.\It's like a god...\is quietly following me.\White Storm (Part Four)\Next Episode Preview\Episode 38\Hey, it's me. response:	Are you okay?
context: When I stop, he stops.\It's like a god...\is quietly following me.\White Storm (Part Four)\Next Episode Preview\Episode 38\Hey, it's me.\Are you okay? response:	It didn't feel real at all.
context: It's like a god...\is quietly following me.\White Storm (Part Four)\Next Episode Preview\Episode 38\Hey, it's me.\Are you okay?\It didn't feel real at all. response:	All this time, it's like his hearing comes and goes.
context: is quietly following me.\White Storm (Part Four)\Next Episode Preview\Episode 38\Hey, it's me.\Are you okay?\It didn't feel real at all.\All this time, it's like his hearing comes and goes. response:	Even though we definitely walked in that rain together.
context: White Storm (Part Four)\Next Episode Preview\Episode 38\Hey, it's me.\Are you okay?\It didn't feel real at all.\All this time, it's like his hearing comes and goes.\Even though we definitely walked in that rain together. response:	ILLUSTRATION: ATSUSHI KAMIJYOU
context: Next Episode Preview\Episode 38\Hey, it's me.\Are you okay?\It didn't feel real at all.\All this time, it's like his hearing comes and goes.\Even though we definitely walked in that rain together.\ILLUSTRATION: ATSUSHI KAMIJYOU response:	That open-air hot spring was awesome!
context: Episode 38\Hey, it's me.\Are you okay?\It didn't feel real at all.\All this time, it's like his hearing comes and goes.\Even though we definitely walked in that rain together.\ILLUSTRATION: ATSUSHI KAMIJYOU\That open-air hot spring was awesome! response:	You should have gone in, too, Kiriyama.
