context: Are you all right?! response:	Hang in there!
context: Uh, where's the bottle rocket?\There!\See it up there?\What's the matter today, Miyako-chan?\Sensei, I\We interrupt this program to deliver breaking news.\Asteroid VR-1, which until now was not expected to\Two kilometer diameter asteroid strike imminent response:	collide with Earth, will imminently...
context: There!\See it up there?\What's the matter today, Miyako-chan?\Sensei, I\We interrupt this program to deliver breaking news.\Asteroid VR-1, which until now was not expected to\Two kilometer diameter asteroid strike imminent\collide with Earth, will imminently... response:	Will imminently collide with Earth.
context: See it up there?\What's the matter today, Miyako-chan?\Sensei, I\We interrupt this program to deliver breaking news.\Asteroid VR-1, which until now was not expected to\Two kilometer diameter asteroid strike imminent\collide with Earth, will imminently...\Will imminently collide with Earth. response:	I repeat, Asteroid VR-1's collision is imminent.
context: What's the matter today, Miyako-chan?\Sensei, I\We interrupt this program to deliver breaking news.\Asteroid VR-1, which until now was not expected to\Two kilometer diameter asteroid strike imminent\collide with Earth, will imminently...\Will imminently collide with Earth.\I repeat, Asteroid VR-1's collision is imminent. response:	Well, it couldn't be helped.
context: Sensei, I\We interrupt this program to deliver breaking news.\Asteroid VR-1, which until now was not expected to\Two kilometer diameter asteroid strike imminent\collide with Earth, will imminently...\Will imminently collide with Earth.\I repeat, Asteroid VR-1's collision is imminent.\Well, it couldn't be helped. response:	Unbeijini nyopurasara,
context: We interrupt this program to deliver breaking news.\Asteroid VR-1, which until now was not expected to\Two kilometer diameter asteroid strike imminent\collide with Earth, will imminently...\Will imminently collide with Earth.\I repeat, Asteroid VR-1's collision is imminent.\Well, it couldn't be helped.\Unbeijini nyopurasara, response:	I'm going to put a spell on you.
context: Asteroid VR-1, which until now was not expected to\Two kilometer diameter asteroid strike imminent\collide with Earth, will imminently...\Will imminently collide with Earth.\I repeat, Asteroid VR-1's collision is imminent.\Well, it couldn't be helped.\Unbeijini nyopurasara,\I'm going to put a spell on you. response:	Unbeijini nyopurakura,
context: Two kilometer diameter asteroid strike imminent\collide with Earth, will imminently...\Will imminently collide with Earth.\I repeat, Asteroid VR-1's collision is imminent.\Well, it couldn't be helped.\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura, response:	I'm going to protect...
context: collide with Earth, will imminently...\Will imminently collide with Earth.\I repeat, Asteroid VR-1's collision is imminent.\Well, it couldn't be helped.\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to protect... response:	That song...
context: Will imminently collide with Earth.\I repeat, Asteroid VR-1's collision is imminent.\Well, it couldn't be helped.\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to protect...\That song... response:	How...
context: I repeat, Asteroid VR-1's collision is imminent.\Well, it couldn't be helped.\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to protect...\That song...\How... response:	Mikatan, what's keeping you?
context: Well, it couldn't be helped.\Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to protect...\That song...\How...\Mikatan, what's keeping you? response:	Now, go!
context: Unbeijini nyopurasara,\I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to protect...\That song...\How...\Mikatan, what's keeping you?\Now, go! response:	Hurry up!
context: I'm going to put a spell on you.\Unbeijini nyopurakura,\I'm going to protect...\That song...\How...\Mikatan, what's keeping you?\Now, go!\Hurry up! response:	Your friends are calling.
context: Unbeijini nyopurakura,\I'm going to protect...\That song...\How...\Mikatan, what's keeping you?\Now, go!\Hurry up!\Your friends are calling. response:	But
context: I'm going to protect...\That song...\How...\Mikatan, what's keeping you?\Now, go!\Hurry up!\Your friends are calling.\But response:	Just go!
context: That song...\How...\Mikatan, what's keeping you?\Now, go!\Hurry up!\Your friends are calling.\But\Just go! response:	Come on! Hurry up, or I'll launch the firework!
context: How...\Mikatan, what's keeping you?\Now, go!\Hurry up!\Your friends are calling.\But\Just go!\Come on! Hurry up, or I'll launch the firework! response:	I promise to listen to you more later.
context: Mikatan, what's keeping you?\Now, go!\Hurry up!\Your friends are calling.\But\Just go!\Come on! Hurry up, or I'll launch the firework!\I promise to listen to you more later. response:	A promise for later, huh?
context: Now, go!\Hurry up!\Your friends are calling.\But\Just go!\Come on! Hurry up, or I'll launch the firework!\I promise to listen to you more later.\A promise for later, huh? response:	You're there, aren't you?
context: Hurry up!\Your friends are calling.\But\Just go!\Come on! Hurry up, or I'll launch the firework!\I promise to listen to you more later.\A promise for later, huh?\You're there, aren't you? response:	Come down here.
context: Your friends are calling.\But\Just go!\Come on! Hurry up, or I'll launch the firework!\I promise to listen to you more later.\A promise for later, huh?\You're there, aren't you?\Come down here. response:	What's your deal?!
context: But\Just go!\Come on! Hurry up, or I'll launch the firework!\I promise to listen to you more later.\A promise for later, huh?\You're there, aren't you?\Come down here.\What's your deal?! response:	Why can you see me?
context: Just go!\Come on! Hurry up, or I'll launch the firework!\I promise to listen to you more later.\A promise for later, huh?\You're there, aren't you?\Come down here.\What's your deal?!\Why can you see me? response:	Why?
context: Come on! Hurry up, or I'll launch the firework!\I promise to listen to you more later.\A promise for later, huh?\You're there, aren't you?\Come down here.\What's your deal?!\Why can you see me?\Why? response:	Meika said everything was normal on the AFSPC servers!
context: I promise to listen to you more later.\A promise for later, huh?\You're there, aren't you?\Come down here.\What's your deal?!\Why can you see me?\Why?\Meika said everything was normal on the AFSPC servers! response:	And the Qmay Group was trying to make W, but it's not finished yet.
context: A promise for later, huh?\You're there, aren't you?\Come down here.\What's your deal?!\Why can you see me?\Why?\Meika said everything was normal on the AFSPC servers!\And the Qmay Group was trying to make W, but it's not finished yet. response:	You'll know the answer once you have your body back.
context: You're there, aren't you?\Come down here.\What's your deal?!\Why can you see me?\Why?\Meika said everything was normal on the AFSPC servers!\And the Qmay Group was trying to make W, but it's not finished yet.\You'll know the answer once you have your body back. response:	I need some book called the Nandala Gandala for tha
context: Come down here.\What's your deal?!\Why can you see me?\Why?\Meika said everything was normal on the AFSPC servers!\And the Qmay Group was trying to make W, but it's not finished yet.\You'll know the answer once you have your body back.\I need some book called the Nandala Gandala for tha response:	You mean this?
context: What's your deal?!\Why can you see me?\Why?\Meika said everything was normal on the AFSPC servers!\And the Qmay Group was trying to make W, but it's not finished yet.\You'll know the answer once you have your body back.\I need some book called the Nandala Gandala for tha\You mean this? response:	Indian Holy Text Nandala Gandala
context: Why can you see me?\Why?\Meika said everything was normal on the AFSPC servers!\And the Qmay Group was trying to make W, but it's not finished yet.\You'll know the answer once you have your body back.\I need some book called the Nandala Gandala for tha\You mean this?\Indian Holy Text Nandala Gandala response:	Are you messing with me?!
context: Why?\Meika said everything was normal on the AFSPC servers!\And the Qmay Group was trying to make W, but it's not finished yet.\You'll know the answer once you have your body back.\I need some book called the Nandala Gandala for tha\You mean this?\Indian Holy Text Nandala Gandala\Are you messing with me?! response:	You could have made a better fake than this!
context: Meika said everything was normal on the AFSPC servers!\And the Qmay Group was trying to make W, but it's not finished yet.\You'll know the answer once you have your body back.\I need some book called the Nandala Gandala for tha\You mean this?\Indian Holy Text Nandala Gandala\Are you messing with me?!\You could have made a better fake than this! response:	Just look inside.
context: And the Qmay Group was trying to make W, but it's not finished yet.\You'll know the answer once you have your body back.\I need some book called the Nandala Gandala for tha\You mean this?\Indian Holy Text Nandala Gandala\Are you messing with me?!\You could have made a better fake than this!\Just look inside. response:	I did!
context: You'll know the answer once you have your body back.\I need some book called the Nandala Gandala for tha\You mean this?\Indian Holy Text Nandala Gandala\Are you messing with me?!\You could have made a better fake than this!\Just look inside.\I did! response:	It's all blank, with just one word!
context: I need some book called the Nandala Gandala for tha\You mean this?\Indian Holy Text Nandala Gandala\Are you messing with me?!\You could have made a better fake than this!\Just look inside.\I did!\It's all blank, with just one word! response:	What the hell is a U-turn?
context: You mean this?\Indian Holy Text Nandala Gandala\Are you messing with me?!\You could have made a better fake than this!\Just look inside.\I did!\It's all blank, with just one word!\What the hell is a U-turn? response:	Just as it says.
context: Indian Holy Text Nandala Gandala\Are you messing with me?!\You could have made a better fake than this!\Just look inside.\I did!\It's all blank, with just one word!\What the hell is a U-turn?\Just as it says. response:	No, what does it mean
context: Are you messing with me?!\You could have made a better fake than this!\Just look inside.\I did!\It's all blank, with just one word!\What the hell is a U-turn?\Just as it says.\No, what does it mean response:	Are you telling me to go back in time?
context: You could have made a better fake than this!\Just look inside.\I did!\It's all blank, with just one word!\What the hell is a U-turn?\Just as it says.\No, what does it mean\Are you telling me to go back in time? response:	If I were, when would you go back to?
context: Just look inside.\I did!\It's all blank, with just one word!\What the hell is a U-turn?\Just as it says.\No, what does it mean\Are you telling me to go back in time?\If I were, when would you go back to? response:	To before everything began...
context: I did!\It's all blank, with just one word!\What the hell is a U-turn?\Just as it says.\No, what does it mean\Are you telling me to go back in time?\If I were, when would you go back to?\To before everything began... response:	December 21st.
context: It's all blank, with just one word!\What the hell is a U-turn?\Just as it says.\No, what does it mean\Are you telling me to go back in time?\If I were, when would you go back to?\To before everything began...\December 21st. response:	That alone isn't enough to take you back in time.
context: What the hell is a U-turn?\Just as it says.\No, what does it mean\Are you telling me to go back in time?\If I were, when would you go back to?\To before everything began...\December 21st.\That alone isn't enough to take you back in time. response:	There's one other thing you need.
context: Just as it says.\No, what does it mean\Are you telling me to go back in time?\If I were, when would you go back to?\To before everything began...\December 21st.\That alone isn't enough to take you back in time.\There's one other thing you need. response:	A strong desire to save someone.
context: No, what does it mean\Are you telling me to go back in time?\If I were, when would you go back to?\To before everything began...\December 21st.\That alone isn't enough to take you back in time.\There's one other thing you need.\A strong desire to save someone. response:	I don't need to tell you the rest.
context: Are you telling me to go back in time?\If I were, when would you go back to?\To before everything began...\December 21st.\That alone isn't enough to take you back in time.\There's one other thing you need.\A strong desire to save someone.\I don't need to tell you the rest. response:	Yuta, this history is a mistake.
context: If I were, when would you go back to?\To before everything began...\December 21st.\That alone isn't enough to take you back in time.\There's one other thing you need.\A strong desire to save someone.\I don't need to tell you the rest.\Yuta, this history is a mistake. response:	It's a future that mustn't happen.
context: To before everything began...\December 21st.\That alone isn't enough to take you back in time.\There's one other thing you need.\A strong desire to save someone.\I don't need to tell you the rest.\Yuta, this history is a mistake.\It's a future that mustn't happen. response:	Change this history.
context: December 21st.\That alone isn't enough to take you back in time.\There's one other thing you need.\A strong desire to save someone.\I don't need to tell you the rest.\Yuta, this history is a mistake.\It's a future that mustn't happen.\Change this history. response:	I failed in my mission.
context: That alone isn't enough to take you back in time.\There's one other thing you need.\A strong desire to save someone.\I don't need to tell you the rest.\Yuta, this history is a mistake.\It's a future that mustn't happen.\Change this history.\I failed in my mission. response:	Many of me have attempted it and made the same mistakes.
context: There's one other thing you need.\A strong desire to save someone.\I don't need to tell you the rest.\Yuta, this history is a mistake.\It's a future that mustn't happen.\Change this history.\I failed in my mission.\Many of me have attempted it and made the same mistakes. response:	Still, I leave my hopes with you.
context: A strong desire to save someone.\I don't need to tell you the rest.\Yuta, this history is a mistake.\It's a future that mustn't happen.\Change this history.\I failed in my mission.\Many of me have attempted it and made the same mistakes.\Still, I leave my hopes with you. response:	No, all of our hopes.
context: I don't need to tell you the rest.\Yuta, this history is a mistake.\It's a future that mustn't happen.\Change this history.\I failed in my mission.\Many of me have attempted it and made the same mistakes.\Still, I leave my hopes with you.\No, all of our hopes. response:	Why?
context: Yuta, this history is a mistake.\It's a future that mustn't happen.\Change this history.\I failed in my mission.\Many of me have attempted it and made the same mistakes.\Still, I leave my hopes with you.\No, all of our hopes.\Why? response:	Yuta, wish for it.
context: It's a future that mustn't happen.\Change this history.\I failed in my mission.\Many of me have attempted it and made the same mistakes.\Still, I leave my hopes with you.\No, all of our hopes.\Why?\Yuta, wish for it. response:	Wish hard, from the bottom of your heart.
context: Change this history.\I failed in my mission.\Many of me have attempted it and made the same mistakes.\Still, I leave my hopes with you.\No, all of our hopes.\Why?\Yuta, wish for it.\Wish hard, from the bottom of your heart. response:	That desire will grant you power.
context: I failed in my mission.\Many of me have attempted it and made the same mistakes.\Still, I leave my hopes with you.\No, all of our hopes.\Why?\Yuta, wish for it.\Wish hard, from the bottom of your heart.\That desire will grant you power. response:	You're going to change destiny. History, Yuta!
context: Many of me have attempted it and made the same mistakes.\Still, I leave my hopes with you.\No, all of our hopes.\Why?\Yuta, wish for it.\Wish hard, from the bottom of your heart.\That desire will grant you power.\You're going to change destiny. History, Yuta! response:	I'll do it.
context: Still, I leave my hopes with you.\No, all of our hopes.\Why?\Yuta, wish for it.\Wish hard, from the bottom of your heart.\That desire will grant you power.\You're going to change destiny. History, Yuta!\I'll do it. response:	I'll change history.
context: No, all of our hopes.\Why?\Yuta, wish for it.\Wish hard, from the bottom of your heart.\That desire will grant you power.\You're going to change destiny. History, Yuta!\I'll do it.\I'll change history. response:	For Meika. For Rabura.
context: Why?\Yuta, wish for it.\Wish hard, from the bottom of your heart.\That desire will grant you power.\You're going to change destiny. History, Yuta!\I'll do it.\I'll change history.\For Meika. For Rabura. response:	For Ito.
context: Yuta, wish for it.\Wish hard, from the bottom of your heart.\That desire will grant you power.\You're going to change destiny. History, Yuta!\I'll do it.\I'll change history.\For Meika. For Rabura.\For Ito. response:	For Narugino.
context: Wish hard, from the bottom of your heart.\That desire will grant you power.\You're going to change destiny. History, Yuta!\I'll do it.\I'll change history.\For Meika. For Rabura.\For Ito.\For Narugino. response:	I'm going to protect them.
context: That desire will grant you power.\You're going to change destiny. History, Yuta!\I'll do it.\I'll change history.\For Meika. For Rabura.\For Ito.\For Narugino.\I'm going to protect them. response:	I promise. I promise. I promise!
context: You're going to change destiny. History, Yuta!\I'll do it.\I'll change history.\For Meika. For Rabura.\For Ito.\For Narugino.\I'm going to protect them.\I promise. I promise. I promise! response:	I'm counting on you, me.
context: I'll do it.\I'll change history.\For Meika. For Rabura.\For Ito.\For Narugino.\I'm going to protect them.\I promise. I promise. I promise!\I'm counting on you, me. response:	The asteroid
context: I'll change history.\For Meika. For Rabura.\For Ito.\For Narugino.\I'm going to protect them.\I promise. I promise. I promise!\I'm counting on you, me.\The asteroid response:	hits.
context: For Meika. For Rabura.\For Ito.\For Narugino.\I'm going to protect them.\I promise. I promise. I promise!\I'm counting on you, me.\The asteroid\hits. response:	Humanity falls.
