context: Good morning, Jirou. response:	Mornin'.
context: Damn it, that was kind of cool...\Kureha!\Subaru... Jirou-kun?\I can't eat any more...\Ojou-sama!\My deepest apologizes, Ojou-sama.\It is because of my carelessness that you and Kureha-chan went through something so dreadful.\I am... a failure as a butler... response:	But you rescued me.
context: Kureha!\Subaru... Jirou-kun?\I can't eat any more...\Ojou-sama!\My deepest apologizes, Ojou-sama.\It is because of my carelessness that you and Kureha-chan went through something so dreadful.\I am... a failure as a butler...\But you rescued me. response:	As your master, I would not be able to fire a butler as loyal as you.
context: Subaru... Jirou-kun?\I can't eat any more...\Ojou-sama!\My deepest apologizes, Ojou-sama.\It is because of my carelessness that you and Kureha-chan went through something so dreadful.\I am... a failure as a butler...\But you rescued me.\As your master, I would not be able to fire a butler as loyal as you. response:	Kana-chan...
context: I can't eat any more...\Ojou-sama!\My deepest apologizes, Ojou-sama.\It is because of my carelessness that you and Kureha-chan went through something so dreadful.\I am... a failure as a butler...\But you rescued me.\As your master, I would not be able to fire a butler as loyal as you.\Kana-chan... response:	What is it, Subaru?
context: Ojou-sama!\My deepest apologizes, Ojou-sama.\It is because of my carelessness that you and Kureha-chan went through something so dreadful.\I am... a failure as a butler...\But you rescued me.\As your master, I would not be able to fire a butler as loyal as you.\Kana-chan...\What is it, Subaru? response:	Even though I'm such a hopeless butler, may I stay by your side?
context: My deepest apologizes, Ojou-sama.\It is because of my carelessness that you and Kureha-chan went through something so dreadful.\I am... a failure as a butler...\But you rescued me.\As your master, I would not be able to fire a butler as loyal as you.\Kana-chan...\What is it, Subaru?\Even though I'm such a hopeless butler, may I stay by your side? response:	Yeah, of course.
context: It is because of my carelessness that you and Kureha-chan went through something so dreadful.\I am... a failure as a butler...\But you rescued me.\As your master, I would not be able to fire a butler as loyal as you.\Kana-chan...\What is it, Subaru?\Even though I'm such a hopeless butler, may I stay by your side?\Yeah, of course. response:	Stay with me, forever.
context: I am... a failure as a butler...\But you rescued me.\As your master, I would not be able to fire a butler as loyal as you.\Kana-chan...\What is it, Subaru?\Even though I'm such a hopeless butler, may I stay by your side?\Yeah, of course.\Stay with me, forever. response:	As a butler and as a friend, stay by my side forever.
context: But you rescued me.\As your master, I would not be able to fire a butler as loyal as you.\Kana-chan...\What is it, Subaru?\Even though I'm such a hopeless butler, may I stay by your side?\Yeah, of course.\Stay with me, forever.\As a butler and as a friend, stay by my side forever. response:	This is an order, Subaru.
context: As your master, I would not be able to fire a butler as loyal as you.\Kana-chan...\What is it, Subaru?\Even though I'm such a hopeless butler, may I stay by your side?\Yeah, of course.\Stay with me, forever.\As a butler and as a friend, stay by my side forever.\This is an order, Subaru. response:	Yes. Understood, Ojou-sama.
context: Kana-chan...\What is it, Subaru?\Even though I'm such a hopeless butler, may I stay by your side?\Yeah, of course.\Stay with me, forever.\As a butler and as a friend, stay by my side forever.\This is an order, Subaru.\Yes. Understood, Ojou-sama. response:	Konoe-senpai...
context: What is it, Subaru?\Even though I'm such a hopeless butler, may I stay by your side?\Yeah, of course.\Stay with me, forever.\As a butler and as a friend, stay by my side forever.\This is an order, Subaru.\Yes. Understood, Ojou-sama.\Konoe-senpai... response:	Looks like it's over.
context: Even though I'm such a hopeless butler, may I stay by your side?\Yeah, of course.\Stay with me, forever.\As a butler and as a friend, stay by my side forever.\This is an order, Subaru.\Yes. Understood, Ojou-sama.\Konoe-senpai...\Looks like it's over. response:	You!
context: Yeah, of course.\Stay with me, forever.\As a butler and as a friend, stay by my side forever.\This is an order, Subaru.\Yes. Understood, Ojou-sama.\Konoe-senpai...\Looks like it's over.\You! response:	You still have some fight left in you?!
context: Stay with me, forever.\As a butler and as a friend, stay by my side forever.\This is an order, Subaru.\Yes. Understood, Ojou-sama.\Konoe-senpai...\Looks like it's over.\You!\You still have some fight left in you?! response:	Subaru!
context: As a butler and as a friend, stay by my side forever.\This is an order, Subaru.\Yes. Understood, Ojou-sama.\Konoe-senpai...\Looks like it's over.\You!\You still have some fight left in you?!\Subaru! response:	Konoe Nagare.
context: This is an order, Subaru.\Yes. Understood, Ojou-sama.\Konoe-senpai...\Looks like it's over.\You!\You still have some fight left in you?!\Subaru!\Konoe Nagare. response:	Subaru's father.
context: Yes. Understood, Ojou-sama.\Konoe-senpai...\Looks like it's over.\You!\You still have some fight left in you?!\Subaru!\Konoe Nagare.\Subaru's father. response:	And the Suzutsuki family's butler-in-chief.
context: Konoe-senpai...\Looks like it's over.\You!\You still have some fight left in you?!\Subaru!\Konoe Nagare.\Subaru's father.\And the Suzutsuki family's butler-in-chief. response:	In other words, he's my father's butler.
context: Looks like it's over.\You!\You still have some fight left in you?!\Subaru!\Konoe Nagare.\Subaru's father.\And the Suzutsuki family's butler-in-chief.\In other words, he's my father's butler. response:	In other words...
context: You!\You still have some fight left in you?!\Subaru!\Konoe Nagare.\Subaru's father.\And the Suzutsuki family's butler-in-chief.\In other words, he's my father's butler.\In other words... response:	It hurts!
context: You still have some fight left in you?!\Subaru!\Konoe Nagare.\Subaru's father.\And the Suzutsuki family's butler-in-chief.\In other words, he's my father's butler.\In other words...\It hurts! response:	So, you're awake now!
context: Subaru!\Konoe Nagare.\Subaru's father.\And the Suzutsuki family's butler-in-chief.\In other words, he's my father's butler.\In other words...\It hurts!\So, you're awake now! response:	Your injuries are nothing special.
context: Konoe Nagare.\Subaru's father.\And the Suzutsuki family's butler-in-chief.\In other words, he's my father's butler.\In other words...\It hurts!\So, you're awake now!\Your injuries are nothing special. response:	I did hold back after all.
context: Subaru's father.\And the Suzutsuki family's butler-in-chief.\In other words, he's my father's butler.\In other words...\It hurts!\So, you're awake now!\Your injuries are nothing special.\I did hold back after all. response:	You liar!
context: And the Suzutsuki family's butler-in-chief.\In other words, he's my father's butler.\In other words...\It hurts!\So, you're awake now!\Your injuries are nothing special.\I did hold back after all.\You liar! response:	You hit me with all you had!
context: In other words, he's my father's butler.\In other words...\It hurts!\So, you're awake now!\Your injuries are nothing special.\I did hold back after all.\You liar!\You hit me with all you had! response:	I meant that I held back just enough to not kill you.
context: In other words...\It hurts!\So, you're awake now!\Your injuries are nothing special.\I did hold back after all.\You liar!\You hit me with all you had!\I meant that I held back just enough to not kill you. response:	What about Kureha?
context: It hurts!\So, you're awake now!\Your injuries are nothing special.\I did hold back after all.\You liar!\You hit me with all you had!\I meant that I held back just enough to not kill you.\What about Kureha? response:	Don't worry, the scenario was planned so that she would not get hurt.
context: So, you're awake now!\Your injuries are nothing special.\I did hold back after all.\You liar!\You hit me with all you had!\I meant that I held back just enough to not kill you.\What about Kureha?\Don't worry, the scenario was planned so that she would not get hurt. response:	Scenario, you say...
context: Your injuries are nothing special.\I did hold back after all.\You liar!\You hit me with all you had!\I meant that I held back just enough to not kill you.\What about Kureha?\Don't worry, the scenario was planned so that she would not get hurt.\Scenario, you say... response:	Just to be clear, I hate you.
context: I did hold back after all.\You liar!\You hit me with all you had!\I meant that I held back just enough to not kill you.\What about Kureha?\Don't worry, the scenario was planned so that she would not get hurt.\Scenario, you say...\Just to be clear, I hate you. response:	Don't worry, I hate you as well.
context: You liar!\You hit me with all you had!\I meant that I held back just enough to not kill you.\What about Kureha?\Don't worry, the scenario was planned so that she would not get hurt.\Scenario, you say...\Just to be clear, I hate you.\Don't worry, I hate you as well. response:	You sure don't hold back, you brat.
context: You hit me with all you had!\I meant that I held back just enough to not kill you.\What about Kureha?\Don't worry, the scenario was planned so that she would not get hurt.\Scenario, you say...\Just to be clear, I hate you.\Don't worry, I hate you as well.\You sure don't hold back, you brat. response:	I'll repeat myself as many times as you want, you fool of a parent.
context: I meant that I held back just enough to not kill you.\What about Kureha?\Don't worry, the scenario was planned so that she would not get hurt.\Scenario, you say...\Just to be clear, I hate you.\Don't worry, I hate you as well.\You sure don't hold back, you brat.\I'll repeat myself as many times as you want, you fool of a parent. response:	Nagare, you may leave now.
context: What about Kureha?\Don't worry, the scenario was planned so that she would not get hurt.\Scenario, you say...\Just to be clear, I hate you.\Don't worry, I hate you as well.\You sure don't hold back, you brat.\I'll repeat myself as many times as you want, you fool of a parent.\Nagare, you may leave now. response:	Understood, Kanade-ojousama.
context: Don't worry, the scenario was planned so that she would not get hurt.\Scenario, you say...\Just to be clear, I hate you.\Don't worry, I hate you as well.\You sure don't hold back, you brat.\I'll repeat myself as many times as you want, you fool of a parent.\Nagare, you may leave now.\Understood, Kanade-ojousama. response:	Nagare and Jirou-kun are pretty similar to each other.
context: Scenario, you say...\Just to be clear, I hate you.\Don't worry, I hate you as well.\You sure don't hold back, you brat.\I'll repeat myself as many times as you want, you fool of a parent.\Nagare, you may leave now.\Understood, Kanade-ojousama.\Nagare and Jirou-kun are pretty similar to each other. response:	How exactly are we similar?
context: Just to be clear, I hate you.\Don't worry, I hate you as well.\You sure don't hold back, you brat.\I'll repeat myself as many times as you want, you fool of a parent.\Nagare, you may leave now.\Understood, Kanade-ojousama.\Nagare and Jirou-kun are pretty similar to each other.\How exactly are we similar? response:	You both cherish your families.
context: Don't worry, I hate you as well.\You sure don't hold back, you brat.\I'll repeat myself as many times as you want, you fool of a parent.\Nagare, you may leave now.\Understood, Kanade-ojousama.\Nagare and Jirou-kun are pretty similar to each other.\How exactly are we similar?\You both cherish your families. response:	However, Nagare is, well... overbearing and overprotective.
context: You sure don't hold back, you brat.\I'll repeat myself as many times as you want, you fool of a parent.\Nagare, you may leave now.\Understood, Kanade-ojousama.\Nagare and Jirou-kun are pretty similar to each other.\How exactly are we similar?\You both cherish your families.\However, Nagare is, well... overbearing and overprotective. response:	For Nagare, Subaru is his only immediate family, so it is to be expected.
context: I'll repeat myself as many times as you want, you fool of a parent.\Nagare, you may leave now.\Understood, Kanade-ojousama.\Nagare and Jirou-kun are pretty similar to each other.\How exactly are we similar?\You both cherish your families.\However, Nagare is, well... overbearing and overprotective.\For Nagare, Subaru is his only immediate family, so it is to be expected. response:	His only family?
context: Nagare, you may leave now.\Understood, Kanade-ojousama.\Nagare and Jirou-kun are pretty similar to each other.\How exactly are we similar?\You both cherish your families.\However, Nagare is, well... overbearing and overprotective.\For Nagare, Subaru is his only immediate family, so it is to be expected.\His only family? response:	Subaru's mother passed away when she was only five.
context: Understood, Kanade-ojousama.\Nagare and Jirou-kun are pretty similar to each other.\How exactly are we similar?\You both cherish your families.\However, Nagare is, well... overbearing and overprotective.\For Nagare, Subaru is his only immediate family, so it is to be expected.\His only family?\Subaru's mother passed away when she was only five. response:	It was a miracle that she even managed to give birth to Subaru.
context: Nagare and Jirou-kun are pretty similar to each other.\How exactly are we similar?\You both cherish your families.\However, Nagare is, well... overbearing and overprotective.\For Nagare, Subaru is his only immediate family, so it is to be expected.\His only family?\Subaru's mother passed away when she was only five.\It was a miracle that she even managed to give birth to Subaru. response:	Well, you told me before, girls can't become butlers.
context: How exactly are we similar?\You both cherish your families.\However, Nagare is, well... overbearing and overprotective.\For Nagare, Subaru is his only immediate family, so it is to be expected.\His only family?\Subaru's mother passed away when she was only five.\It was a miracle that she even managed to give birth to Subaru.\Well, you told me before, girls can't become butlers. response:	Yes.
context: You both cherish your families.\However, Nagare is, well... overbearing and overprotective.\For Nagare, Subaru is his only immediate family, so it is to be expected.\His only family?\Subaru's mother passed away when she was only five.\It was a miracle that she even managed to give birth to Subaru.\Well, you told me before, girls can't become butlers.\Yes. response:	The members of my family followed this tradition, but Subaru rebelled against it.
context: However, Nagare is, well... overbearing and overprotective.\For Nagare, Subaru is his only immediate family, so it is to be expected.\His only family?\Subaru's mother passed away when she was only five.\It was a miracle that she even managed to give birth to Subaru.\Well, you told me before, girls can't become butlers.\Yes.\The members of my family followed this tradition, but Subaru rebelled against it. response:	She said that did not need a new mother.
context: For Nagare, Subaru is his only immediate family, so it is to be expected.\His only family?\Subaru's mother passed away when she was only five.\It was a miracle that she even managed to give birth to Subaru.\Well, you told me before, girls can't become butlers.\Yes.\The members of my family followed this tradition, but Subaru rebelled against it.\She said that did not need a new mother. response:	It must have been scary for her.
context: His only family?\Subaru's mother passed away when she was only five.\It was a miracle that she even managed to give birth to Subaru.\Well, you told me before, girls can't become butlers.\Yes.\The members of my family followed this tradition, but Subaru rebelled against it.\She said that did not need a new mother.\It must have been scary for her. response:	The thought of her mother disappearing.
context: Subaru's mother passed away when she was only five.\It was a miracle that she even managed to give birth to Subaru.\Well, you told me before, girls can't become butlers.\Yes.\The members of my family followed this tradition, but Subaru rebelled against it.\She said that did not need a new mother.\It must have been scary for her.\The thought of her mother disappearing. response:	Was that why she was so desperate to become a butler?
context: It was a miracle that she even managed to give birth to Subaru.\Well, you told me before, girls can't become butlers.\Yes.\The members of my family followed this tradition, but Subaru rebelled against it.\She said that did not need a new mother.\It must have been scary for her.\The thought of her mother disappearing.\Was that why she was so desperate to become a butler? response:	I am sincerely sorry to have dragged you into this mess.
context: Well, you told me before, girls can't become butlers.\Yes.\The members of my family followed this tradition, but Subaru rebelled against it.\She said that did not need a new mother.\It must have been scary for her.\The thought of her mother disappearing.\Was that why she was so desperate to become a butler?\I am sincerely sorry to have dragged you into this mess. response:	I thought that there might have been an improvement if she came into contact with someone similar to herself, like you.
context: Yes.\The members of my family followed this tradition, but Subaru rebelled against it.\She said that did not need a new mother.\It must have been scary for her.\The thought of her mother disappearing.\Was that why she was so desperate to become a butler?\I am sincerely sorry to have dragged you into this mess.\I thought that there might have been an improvement if she came into contact with someone similar to herself, like you. response:	So that's what today's kidnapping incident was about?
context: The members of my family followed this tradition, but Subaru rebelled against it.\She said that did not need a new mother.\It must have been scary for her.\The thought of her mother disappearing.\Was that why she was so desperate to become a butler?\I am sincerely sorry to have dragged you into this mess.\I thought that there might have been an improvement if she came into contact with someone similar to herself, like you.\So that's what today's kidnapping incident was about? response:	You are correct, Jirou-kun!
context: She said that did not need a new mother.\It must have been scary for her.\The thought of her mother disappearing.\Was that why she was so desperate to become a butler?\I am sincerely sorry to have dragged you into this mess.\I thought that there might have been an improvement if she came into contact with someone similar to herself, like you.\So that's what today's kidnapping incident was about?\You are correct, Jirou-kun! response:	That voice was you?!
context: It must have been scary for her.\The thought of her mother disappearing.\Was that why she was so desperate to become a butler?\I am sincerely sorry to have dragged you into this mess.\I thought that there might have been an improvement if she came into contact with someone similar to herself, like you.\So that's what today's kidnapping incident was about?\You are correct, Jirou-kun!\That voice was you?! response:	I am truly indebted to you.
context: The thought of her mother disappearing.\Was that why she was so desperate to become a butler?\I am sincerely sorry to have dragged you into this mess.\I thought that there might have been an improvement if she came into contact with someone similar to herself, like you.\So that's what today's kidnapping incident was about?\You are correct, Jirou-kun!\That voice was you?!\I am truly indebted to you. response:	Because of you, Subaru can stay as my butler.
context: Was that why she was so desperate to become a butler?\I am sincerely sorry to have dragged you into this mess.\I thought that there might have been an improvement if she came into contact with someone similar to herself, like you.\So that's what today's kidnapping incident was about?\You are correct, Jirou-kun!\That voice was you?!\I am truly indebted to you.\Because of you, Subaru can stay as my butler. response:	Thank you!
context: I am sincerely sorry to have dragged you into this mess.\I thought that there might have been an improvement if she came into contact with someone similar to herself, like you.\So that's what today's kidnapping incident was about?\You are correct, Jirou-kun!\That voice was you?!\I am truly indebted to you.\Because of you, Subaru can stay as my butler.\Thank you! response:	You do not care much about Konoe's father, right?
context: I thought that there might have been an improvement if she came into contact with someone similar to herself, like you.\So that's what today's kidnapping incident was about?\You are correct, Jirou-kun!\That voice was you?!\I am truly indebted to you.\Because of you, Subaru can stay as my butler.\Thank you!\You do not care much about Konoe's father, right? response:	Yes, that's right.
context: So that's what today's kidnapping incident was about?\You are correct, Jirou-kun!\That voice was you?!\I am truly indebted to you.\Because of you, Subaru can stay as my butler.\Thank you!\You do not care much about Konoe's father, right?\Yes, that's right. response:	I did it because I love Subaru.
context: You are correct, Jirou-kun!\That voice was you?!\I am truly indebted to you.\Because of you, Subaru can stay as my butler.\Thank you!\You do not care much about Konoe's father, right?\Yes, that's right.\I did it because I love Subaru. response:	What?
context: That voice was you?!\I am truly indebted to you.\Because of you, Subaru can stay as my butler.\Thank you!\You do not care much about Konoe's father, right?\Yes, that's right.\I did it because I love Subaru.\What? response:	It is true. Subaru was my first love.
context: I am truly indebted to you.\Because of you, Subaru can stay as my butler.\Thank you!\You do not care much about Konoe's father, right?\Yes, that's right.\I did it because I love Subaru.\What?\It is true. Subaru was my first love. response:	Thank you for becoming my butler's friend.
context: Because of you, Subaru can stay as my butler.\Thank you!\You do not care much about Konoe's father, right?\Yes, that's right.\I did it because I love Subaru.\What?\It is true. Subaru was my first love.\Thank you for becoming my butler's friend. response:	Jirou, I am coming in.
context: Thank you!\You do not care much about Konoe's father, right?\Yes, that's right.\I did it because I love Subaru.\What?\It is true. Subaru was my first love.\Thank you for becoming my butler's friend.\Jirou, I am coming in. response:	What is it?
context: You do not care much about Konoe's father, right?\Yes, that's right.\I did it because I love Subaru.\What?\It is true. Subaru was my first love.\Thank you for becoming my butler's friend.\Jirou, I am coming in.\What is it? response:	You said that you would do anything I ask, didn't you?
context: Yes, that's right.\I did it because I love Subaru.\What?\It is true. Subaru was my first love.\Thank you for becoming my butler's friend.\Jirou, I am coming in.\What is it?\You said that you would do anything I ask, didn't you? response:	When you hit me.
context: I did it because I love Subaru.\What?\It is true. Subaru was my first love.\Thank you for becoming my butler's friend.\Jirou, I am coming in.\What is it?\You said that you would do anything I ask, didn't you?\When you hit me. response:	I-I-I did but...
context: What?\It is true. Subaru was my first love.\Thank you for becoming my butler's friend.\Jirou, I am coming in.\What is it?\You said that you would do anything I ask, didn't you?\When you hit me.\I-I-I did but... response:	I was really scared!
context: It is true. Subaru was my first love.\Thank you for becoming my butler's friend.\Jirou, I am coming in.\What is it?\You said that you would do anything I ask, didn't you?\When you hit me.\I-I-I did but...\I was really scared! response:	You rescued Suzutsuki, didn't you?
context: Thank you for becoming my butler's friend.\Jirou, I am coming in.\What is it?\You said that you would do anything I ask, didn't you?\When you hit me.\I-I-I did but...\I was really scared!\You rescued Suzutsuki, didn't you? response:	You're not defective anymore!
context: Jirou, I am coming in.\What is it?\You said that you would do anything I ask, didn't you?\When you hit me.\I-I-I did but...\I was really scared!\You rescued Suzutsuki, didn't you?\You're not defective anymore! response:	No! No! No! No!
context: What is it?\You said that you would do anything I ask, didn't you?\When you hit me.\I-I-I did but...\I was really scared!\You rescued Suzutsuki, didn't you?\You're not defective anymore!\No! No! No! No! response:	That's not what I was afraid of.
context: You said that you would do anything I ask, didn't you?\When you hit me.\I-I-I did but...\I was really scared!\You rescued Suzutsuki, didn't you?\You're not defective anymore!\No! No! No! No!\That's not what I was afraid of. response:	I thought that I would never see you again when he tried to stab you.
context: When you hit me.\I-I-I did but...\I was really scared!\You rescued Suzutsuki, didn't you?\You're not defective anymore!\No! No! No! No!\That's not what I was afraid of.\I thought that I would never see you again when he tried to stab you. response:	I thought that Jirou, the first friend I made at school, might die on me.
context: I-I-I did but...\I was really scared!\You rescued Suzutsuki, didn't you?\You're not defective anymore!\No! No! No! No!\That's not what I was afraid of.\I thought that I would never see you again when he tried to stab you.\I thought that Jirou, the first friend I made at school, might die on me. response:	I was really scared.
context: I was really scared!\You rescued Suzutsuki, didn't you?\You're not defective anymore!\No! No! No! No!\That's not what I was afraid of.\I thought that I would never see you again when he tried to stab you.\I thought that Jirou, the first friend I made at school, might die on me.\I was really scared. response:	Sorry.
context: You rescued Suzutsuki, didn't you?\You're not defective anymore!\No! No! No! No!\That's not what I was afraid of.\I thought that I would never see you again when he tried to stab you.\I thought that Jirou, the first friend I made at school, might die on me.\I was really scared.\Sorry. response:	Idiot! Even if you apologize, I will never forgive you!
context: You're not defective anymore!\No! No! No! No!\That's not what I was afraid of.\I thought that I would never see you again when he tried to stab you.\I thought that Jirou, the first friend I made at school, might die on me.\I was really scared.\Sorry.\Idiot! Even if you apologize, I will never forgive you! response:	Become a man who can say, I will become strong and I will protect you, so stay by my side.
context: No! No! No! No!\That's not what I was afraid of.\I thought that I would never see you again when he tried to stab you.\I thought that Jirou, the first friend I made at school, might die on me.\I was really scared.\Sorry.\Idiot! Even if you apologize, I will never forgive you!\Become a man who can say, I will become strong and I will protect you, so stay by my side. response:	Stay by my side.
context: That's not what I was afraid of.\I thought that I would never see you again when he tried to stab you.\I thought that Jirou, the first friend I made at school, might die on me.\I was really scared.\Sorry.\Idiot! Even if you apologize, I will never forgive you!\Become a man who can say, I will become strong and I will protect you, so stay by my side.\Stay by my side. response:	Father, I promise I will become strong.
context: I thought that I would never see you again when he tried to stab you.\I thought that Jirou, the first friend I made at school, might die on me.\I was really scared.\Sorry.\Idiot! Even if you apologize, I will never forgive you!\Become a man who can say, I will become strong and I will protect you, so stay by my side.\Stay by my side.\Father, I promise I will become strong. response:	Are you alright, Konoe-senpai?!
context: I thought that Jirou, the first friend I made at school, might die on me.\I was really scared.\Sorry.\Idiot! Even if you apologize, I will never forgive you!\Become a man who can say, I will become strong and I will protect you, so stay by my side.\Stay by my side.\Father, I promise I will become strong.\Are you alright, Konoe-senpai?! response:	I heard from Onee-sama that Nii-san might be holding Konoe-senpai in his arms!
context: I was really scared.\Sorry.\Idiot! Even if you apologize, I will never forgive you!\Become a man who can say, I will become strong and I will protect you, so stay by my side.\Stay by my side.\Father, I promise I will become strong.\Are you alright, Konoe-senpai?!\I heard from Onee-sama that Nii-san might be holding Konoe-senpai in his arms! response:	Like hell I would!
context: Sorry.\Idiot! Even if you apologize, I will never forgive you!\Become a man who can say, I will become strong and I will protect you, so stay by my side.\Stay by my side.\Father, I promise I will become strong.\Are you alright, Konoe-senpai?!\I heard from Onee-sama that Nii-san might be holding Konoe-senpai in his arms!\Like hell I would! response:	Damn that Suzutsuki!
context: Idiot! Even if you apologize, I will never forgive you!\Become a man who can say, I will become strong and I will protect you, so stay by my side.\Stay by my side.\Father, I promise I will become strong.\Are you alright, Konoe-senpai?!\I heard from Onee-sama that Nii-san might be holding Konoe-senpai in his arms!\Like hell I would!\Damn that Suzutsuki! response:	To tempt Konoe-senpai even though you're already going out with Onee-sama!
context: Become a man who can say, I will become strong and I will protect you, so stay by my side.\Stay by my side.\Father, I promise I will become strong.\Are you alright, Konoe-senpai?!\I heard from Onee-sama that Nii-san might be holding Konoe-senpai in his arms!\Like hell I would!\Damn that Suzutsuki!\To tempt Konoe-senpai even though you're already going out with Onee-sama! response:	You are going out with Ojou-sama?
context: Stay by my side.\Father, I promise I will become strong.\Are you alright, Konoe-senpai?!\I heard from Onee-sama that Nii-san might be holding Konoe-senpai in his arms!\Like hell I would!\Damn that Suzutsuki!\To tempt Konoe-senpai even though you're already going out with Onee-sama!\You are going out with Ojou-sama? response:	Laying your hands on Kana-chan is...
context: Father, I promise I will become strong.\Are you alright, Konoe-senpai?!\I heard from Onee-sama that Nii-san might be holding Konoe-senpai in his arms!\Like hell I would!\Damn that Suzutsuki!\To tempt Konoe-senpai even though you're already going out with Onee-sama!\You are going out with Ojou-sama?\Laying your hands on Kana-chan is... response:	She's going to kill me!
context: Are you alright, Konoe-senpai?!\I heard from Onee-sama that Nii-san might be holding Konoe-senpai in his arms!\Like hell I would!\Damn that Suzutsuki!\To tempt Konoe-senpai even though you're already going out with Onee-sama!\You are going out with Ojou-sama?\Laying your hands on Kana-chan is...\She's going to kill me! response:	You sure look pretty energetic.
context: I heard from Onee-sama that Nii-san might be holding Konoe-senpai in his arms!\Like hell I would!\Damn that Suzutsuki!\To tempt Konoe-senpai even though you're already going out with Onee-sama!\You are going out with Ojou-sama?\Laying your hands on Kana-chan is...\She's going to kill me!\You sure look pretty energetic. response:	You bastard! You framed me again, didn't you?
context: Like hell I would!\Damn that Suzutsuki!\To tempt Konoe-senpai even though you're already going out with Onee-sama!\You are going out with Ojou-sama?\Laying your hands on Kana-chan is...\She's going to kill me!\You sure look pretty energetic.\You bastard! You framed me again, didn't you? response:	You sure have a bad reputation.
context: Damn that Suzutsuki!\To tempt Konoe-senpai even though you're already going out with Onee-sama!\You are going out with Ojou-sama?\Laying your hands on Kana-chan is...\She's going to kill me!\You sure look pretty energetic.\You bastard! You framed me again, didn't you?\You sure have a bad reputation. response:	Anyways, come with me. You're a being held hostage!
context: To tempt Konoe-senpai even though you're already going out with Onee-sama!\You are going out with Ojou-sama?\Laying your hands on Kana-chan is...\She's going to kill me!\You sure look pretty energetic.\You bastard! You framed me again, didn't you?\You sure have a bad reputation.\Anyways, come with me. You're a being held hostage! response:	What happened to that gynophobia of yours?
context: You are going out with Ojou-sama?\Laying your hands on Kana-chan is...\She's going to kill me!\You sure look pretty energetic.\You bastard! You framed me again, didn't you?\You sure have a bad reputation.\Anyways, come with me. You're a being held hostage!\What happened to that gynophobia of yours? response:	I can resist it if I only grab your sleeve.
context: Laying your hands on Kana-chan is...\She's going to kill me!\You sure look pretty energetic.\You bastard! You framed me again, didn't you?\You sure have a bad reputation.\Anyways, come with me. You're a being held hostage!\What happened to that gynophobia of yours?\I can resist it if I only grab your sleeve. response:	There he is!
context: She's going to kill me!\You sure look pretty energetic.\You bastard! You framed me again, didn't you?\You sure have a bad reputation.\Anyways, come with me. You're a being held hostage!\What happened to that gynophobia of yours?\I can resist it if I only grab your sleeve.\There he is! response:	Wait up!
context: You sure look pretty energetic.\You bastard! You framed me again, didn't you?\You sure have a bad reputation.\Anyways, come with me. You're a being held hostage!\What happened to that gynophobia of yours?\I can resist it if I only grab your sleeve.\There he is!\Wait up! response:	This is happening because of all that nonsense you told them!
context: You bastard! You framed me again, didn't you?\You sure have a bad reputation.\Anyways, come with me. You're a being held hostage!\What happened to that gynophobia of yours?\I can resist it if I only grab your sleeve.\There he is!\Wait up!\This is happening because of all that nonsense you told them! response:	But I am telling the truth as well.
context: You sure have a bad reputation.\Anyways, come with me. You're a being held hostage!\What happened to that gynophobia of yours?\I can resist it if I only grab your sleeve.\There he is!\Wait up!\This is happening because of all that nonsense you told them!\But I am telling the truth as well. response:	Subaru really was my first love.
context: Anyways, come with me. You're a being held hostage!\What happened to that gynophobia of yours?\I can resist it if I only grab your sleeve.\There he is!\Wait up!\This is happening because of all that nonsense you told them!\But I am telling the truth as well.\Subaru really was my first love. response:	Ahh!!
context: What happened to that gynophobia of yours?\I can resist it if I only grab your sleeve.\There he is!\Wait up!\This is happening because of all that nonsense you told them!\But I am telling the truth as well.\Subaru really was my first love.\Ahh!! response:	When all is said and done, girls are still scary!
context: I can resist it if I only grab your sleeve.\There he is!\Wait up!\This is happening because of all that nonsense you told them!\But I am telling the truth as well.\Subaru really was my first love.\Ahh!!\When all is said and done, girls are still scary! response:	Hey, Konoe what are you doing?
context: There he is!\Wait up!\This is happening because of all that nonsense you told them!\But I am telling the truth as well.\Subaru really was my first love.\Ahh!!\When all is said and done, girls are still scary!\Hey, Konoe what are you doing? response:	I am servicing my master.
context: Wait up!\This is happening because of all that nonsense you told them!\But I am telling the truth as well.\Subaru really was my first love.\Ahh!!\When all is said and done, girls are still scary!\Hey, Konoe what are you doing?\I am servicing my master. response:	No way!
context: This is happening because of all that nonsense you told them!\But I am telling the truth as well.\Subaru really was my first love.\Ahh!!\When all is said and done, girls are still scary!\Hey, Konoe what are you doing?\I am servicing my master.\No way! response:	This does not embarrass me at all.
context: But I am telling the truth as well.\Subaru really was my first love.\Ahh!!\When all is said and done, girls are still scary!\Hey, Konoe what are you doing?\I am servicing my master.\No way!\This does not embarrass me at all. response:	Sorry, but can I keep my precious parts tucked away?
context: Subaru really was my first love.\Ahh!!\When all is said and done, girls are still scary!\Hey, Konoe what are you doing?\I am servicing my master.\No way!\This does not embarrass me at all.\Sorry, but can I keep my precious parts tucked away? response:	No way, take off your clothes and throw them away.
context: Ahh!!\When all is said and done, girls are still scary!\Hey, Konoe what are you doing?\I am servicing my master.\No way!\This does not embarrass me at all.\Sorry, but can I keep my precious parts tucked away?\No way, take off your clothes and throw them away. response:	Next time on Mayo Chiki,
