context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land J
context: Hm.\Well, that's all there is to it. Raticate is your new Pokemon.\You idiot! Can't you see you were tricked?\What a dope.\But you don't understand. Magikarp is a goldmine.\Even its Poke Ball is solid gold.\It's just gold-plated.\Magikarp is a no-talent Pokemon that can't do anything but flop around. response:	How could you possibly expect to sell it?
context: Well, that's all there is to it. Raticate is your new Pokemon.\You idiot! Can't you see you were tricked?\What a dope.\But you don't understand. Magikarp is a goldmine.\Even its Poke Ball is solid gold.\It's just gold-plated.\Magikarp is a no-talent Pokemon that can't do anything but flop around.\How could you possibly expect to sell it? response:	I was tricked.
context: You idiot! Can't you see you were tricked?\What a dope.\But you don't understand. Magikarp is a goldmine.\Even its Poke Ball is solid gold.\It's just gold-plated.\Magikarp is a no-talent Pokemon that can't do anything but flop around.\How could you possibly expect to sell it?\I was tricked. response:	How did you get the money for it?
context: What a dope.\But you don't understand. Magikarp is a goldmine.\Even its Poke Ball is solid gold.\It's just gold-plated.\Magikarp is a no-talent Pokemon that can't do anything but flop around.\How could you possibly expect to sell it?\I was tricked.\How did you get the money for it? response:	Well, the advance on my salary didn't quite cover it, so I-
context: But you don't understand. Magikarp is a goldmine.\Even its Poke Ball is solid gold.\It's just gold-plated.\Magikarp is a no-talent Pokemon that can't do anything but flop around.\How could you possibly expect to sell it?\I was tricked.\How did you get the money for it?\Well, the advance on my salary didn't quite cover it, so I- response:	So you did what?
context: Even its Poke Ball is solid gold.\It's just gold-plated.\Magikarp is a no-talent Pokemon that can't do anything but flop around.\How could you possibly expect to sell it?\I was tricked.\How did you get the money for it?\Well, the advance on my salary didn't quite cover it, so I-\So you did what? response:	I used the advance on your salary.
context: It's just gold-plated.\Magikarp is a no-talent Pokemon that can't do anything but flop around.\How could you possibly expect to sell it?\I was tricked.\How did you get the money for it?\Well, the advance on my salary didn't quite cover it, so I-\So you did what?\I used the advance on your salary. response:	You go return that fish and get my money back right now.
context: Magikarp is a no-talent Pokemon that can't do anything but flop around.\How could you possibly expect to sell it?\I was tricked.\How did you get the money for it?\Well, the advance on my salary didn't quite cover it, so I-\So you did what?\I used the advance on your salary.\You go return that fish and get my money back right now. response:	What's the matter, Ash? You look so serious.
context: How could you possibly expect to sell it?\I was tricked.\How did you get the money for it?\Well, the advance on my salary didn't quite cover it, so I-\So you did what?\I used the advance on your salary.\You go return that fish and get my money back right now.\What's the matter, Ash? You look so serious. response:	Uh, I was just thinking.
context: I was tricked.\How did you get the money for it?\Well, the advance on my salary didn't quite cover it, so I-\So you did what?\I used the advance on your salary.\You go return that fish and get my money back right now.\What's the matter, Ash? You look so serious.\Uh, I was just thinking. response:	I wonder if that guy is going to take good care of my Butterfree.
context: How did you get the money for it?\Well, the advance on my salary didn't quite cover it, so I-\So you did what?\I used the advance on your salary.\You go return that fish and get my money back right now.\What's the matter, Ash? You look so serious.\Uh, I was just thinking.\I wonder if that guy is going to take good care of my Butterfree. response:	-Oh. -I traded my Butterfree to some guy
context: Well, the advance on my salary didn't quite cover it, so I-\So you did what?\I used the advance on your salary.\You go return that fish and get my money back right now.\What's the matter, Ash? You look so serious.\Uh, I was just thinking.\I wonder if that guy is going to take good care of my Butterfree.\-Oh. -I traded my Butterfree to some guy response:	I don't even know just because he seemed to like trading so much.
context: So you did what?\I used the advance on your salary.\You go return that fish and get my money back right now.\What's the matter, Ash? You look so serious.\Uh, I was just thinking.\I wonder if that guy is going to take good care of my Butterfree.\-Oh. -I traded my Butterfree to some guy\I don't even know just because he seemed to like trading so much. response:	I really don't even know if he'll take care of it the way I did.
context: I used the advance on your salary.\You go return that fish and get my money back right now.\What's the matter, Ash? You look so serious.\Uh, I was just thinking.\I wonder if that guy is going to take good care of my Butterfree.\-Oh. -I traded my Butterfree to some guy\I don't even know just because he seemed to like trading so much.\I really don't even know if he'll take care of it the way I did. response:	Look on the bright side, you got a Raticate.
context: You go return that fish and get my money back right now.\What's the matter, Ash? You look so serious.\Uh, I was just thinking.\I wonder if that guy is going to take good care of my Butterfree.\-Oh. -I traded my Butterfree to some guy\I don't even know just because he seemed to like trading so much.\I really don't even know if he'll take care of it the way I did.\Look on the bright side, you got a Raticate. response:	It's just when I was trading it away,
context: What's the matter, Ash? You look so serious.\Uh, I was just thinking.\I wonder if that guy is going to take good care of my Butterfree.\-Oh. -I traded my Butterfree to some guy\I don't even know just because he seemed to like trading so much.\I really don't even know if he'll take care of it the way I did.\Look on the bright side, you got a Raticate.\It's just when I was trading it away, response:	I remembered the time when it evolved into Butterfree.
context: Uh, I was just thinking.\I wonder if that guy is going to take good care of my Butterfree.\-Oh. -I traded my Butterfree to some guy\I don't even know just because he seemed to like trading so much.\I really don't even know if he'll take care of it the way I did.\Look on the bright side, you got a Raticate.\It's just when I was trading it away,\I remembered the time when it evolved into Butterfree. response:	Pika.
context: I wonder if that guy is going to take good care of my Butterfree.\-Oh. -I traded my Butterfree to some guy\I don't even know just because he seemed to like trading so much.\I really don't even know if he'll take care of it the way I did.\Look on the bright side, you got a Raticate.\It's just when I was trading it away,\I remembered the time when it evolved into Butterfree.\Pika. response:	It won't be long now.
context: -Oh. -I traded my Butterfree to some guy\I don't even know just because he seemed to like trading so much.\I really don't even know if he'll take care of it the way I did.\Look on the bright side, you got a Raticate.\It's just when I was trading it away,\I remembered the time when it evolved into Butterfree.\Pika.\It won't be long now. response:	-Hey! -Pikachu?
context: I don't even know just because he seemed to like trading so much.\I really don't even know if he'll take care of it the way I did.\Look on the bright side, you got a Raticate.\It's just when I was trading it away,\I remembered the time when it evolved into Butterfree.\Pika.\It won't be long now.\-Hey! -Pikachu? response:	Who are they?
context: I really don't even know if he'll take care of it the way I did.\Look on the bright side, you got a Raticate.\It's just when I was trading it away,\I remembered the time when it evolved into Butterfree.\Pika.\It won't be long now.\-Hey! -Pikachu?\Who are they? response:	Hey, hombre, I want my... my money back!
context: Look on the bright side, you got a Raticate.\It's just when I was trading it away,\I remembered the time when it evolved into Butterfree.\Pika.\It won't be long now.\-Hey! -Pikachu?\Who are they?\Hey, hombre, I want my... my money back! response:	Are you crazy?
context: It's just when I was trading it away,\I remembered the time when it evolved into Butterfree.\Pika.\It won't be long now.\-Hey! -Pikachu?\Who are they?\Hey, hombre, I want my... my money back!\Are you crazy? response:	-But I- -We've got work to do!
context: I remembered the time when it evolved into Butterfree.\Pika.\It won't be long now.\-Hey! -Pikachu?\Who are they?\Hey, hombre, I want my... my money back!\Are you crazy?\-But I- -We've got work to do! response:	To protect the world from devastation...
context: Pika.\It won't be long now.\-Hey! -Pikachu?\Who are they?\Hey, hombre, I want my... my money back!\Are you crazy?\-But I- -We've got work to do!\To protect the world from devastation... response:	To unite all peoples within our nation...
context: It won't be long now.\-Hey! -Pikachu?\Who are they?\Hey, hombre, I want my... my money back!\Are you crazy?\-But I- -We've got work to do!\To protect the world from devastation...\To unite all peoples within our nation... response:	To denounce the evils of truth and love...
context: -Hey! -Pikachu?\Who are they?\Hey, hombre, I want my... my money back!\Are you crazy?\-But I- -We've got work to do!\To protect the world from devastation...\To unite all peoples within our nation...\To denounce the evils of truth and love... response:	To extend our reach to the stars above...
context: Who are they?\Hey, hombre, I want my... my money back!\Are you crazy?\-But I- -We've got work to do!\To protect the world from devastation...\To unite all peoples within our nation...\To denounce the evils of truth and love...\To extend our reach to the stars above... response:	-Jessie. -James.
context: Hey, hombre, I want my... my money back!\Are you crazy?\-But I- -We've got work to do!\To protect the world from devastation...\To unite all peoples within our nation...\To denounce the evils of truth and love...\To extend our reach to the stars above...\-Jessie. -James. response:	Team Rocket. Blast off at the speed of light.
context: Are you crazy?\-But I- -We've got work to do!\To protect the world from devastation...\To unite all peoples within our nation...\To denounce the evils of truth and love...\To extend our reach to the stars above...\-Jessie. -James.\Team Rocket. Blast off at the speed of light. response:	Surrender now or prepare to fight.
context: -But I- -We've got work to do!\To protect the world from devastation...\To unite all peoples within our nation...\To denounce the evils of truth and love...\To extend our reach to the stars above...\-Jessie. -James.\Team Rocket. Blast off at the speed of light.\Surrender now or prepare to fight. response:	Meowth. That's right.
context: To protect the world from devastation...\To unite all peoples within our nation...\To denounce the evils of truth and love...\To extend our reach to the stars above...\-Jessie. -James.\Team Rocket. Blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right. response:	Team Rocket will now take possession of your Pokemon.
context: To unite all peoples within our nation...\To denounce the evils of truth and love...\To extend our reach to the stars above...\-Jessie. -James.\Team Rocket. Blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Team Rocket will now take possession of your Pokemon. response:	- My Pokemon? - They can't do that.
context: To denounce the evils of truth and love...\To extend our reach to the stars above...\-Jessie. -James.\Team Rocket. Blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Team Rocket will now take possession of your Pokemon.\- My Pokemon? - They can't do that. response:	What are they talking about? Our Pokemon.
context: To extend our reach to the stars above...\-Jessie. -James.\Team Rocket. Blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Team Rocket will now take possession of your Pokemon.\- My Pokemon? - They can't do that.\What are they talking about? Our Pokemon. response:	-Give me your Pokemon. -No way.
context: -Jessie. -James.\Team Rocket. Blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Team Rocket will now take possession of your Pokemon.\- My Pokemon? - They can't do that.\What are they talking about? Our Pokemon.\-Give me your Pokemon. -No way. response:	Don't make me take them.
context: Team Rocket. Blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Team Rocket will now take possession of your Pokemon.\- My Pokemon? - They can't do that.\What are they talking about? Our Pokemon.\-Give me your Pokemon. -No way.\Don't make me take them. response:	Pikachu!
context: Surrender now or prepare to fight.\Meowth. That's right.\Team Rocket will now take possession of your Pokemon.\- My Pokemon? - They can't do that.\What are they talking about? Our Pokemon.\-Give me your Pokemon. -No way.\Don't make me take them.\Pikachu! response:	Chu!
context: Meowth. That's right.\Team Rocket will now take possession of your Pokemon.\- My Pokemon? - They can't do that.\What are they talking about? Our Pokemon.\-Give me your Pokemon. -No way.\Don't make me take them.\Pikachu!\Chu! response:	If they're going to try to rob our Pokemon,
context: Team Rocket will now take possession of your Pokemon.\- My Pokemon? - They can't do that.\What are they talking about? Our Pokemon.\-Give me your Pokemon. -No way.\Don't make me take them.\Pikachu!\Chu!\If they're going to try to rob our Pokemon, response:	we might as well make it a battle.
context: - My Pokemon? - They can't do that.\What are they talking about? Our Pokemon.\-Give me your Pokemon. -No way.\Don't make me take them.\Pikachu!\Chu!\If they're going to try to rob our Pokemon,\we might as well make it a battle. response:	-Yeah, we can't just surrender. -Let's fight back.
context: What are they talking about? Our Pokemon.\-Give me your Pokemon. -No way.\Don't make me take them.\Pikachu!\Chu!\If they're going to try to rob our Pokemon,\we might as well make it a battle.\-Yeah, we can't just surrender. -Let's fight back. response:	Go!
context: -Give me your Pokemon. -No way.\Don't make me take them.\Pikachu!\Chu!\If they're going to try to rob our Pokemon,\we might as well make it a battle.\-Yeah, we can't just surrender. -Let's fight back.\Go! response:	Suck them up. Suck them up. Suck them all up!
context: Don't make me take them.\Pikachu!\Chu!\If they're going to try to rob our Pokemon,\we might as well make it a battle.\-Yeah, we can't just surrender. -Let's fight back.\Go!\Suck them up. Suck them up. Suck them all up! response:	Attaway to go, guys. Keep sucking them up.
context: Pikachu!\Chu!\If they're going to try to rob our Pokemon,\we might as well make it a battle.\-Yeah, we can't just surrender. -Let's fight back.\Go!\Suck them up. Suck them up. Suck them all up!\Attaway to go, guys. Keep sucking them up. response:	Make sure you get every last one.
context: Chu!\If they're going to try to rob our Pokemon,\we might as well make it a battle.\-Yeah, we can't just surrender. -Let's fight back.\Go!\Suck them up. Suck them up. Suck them all up!\Attaway to go, guys. Keep sucking them up.\Make sure you get every last one. response:	Squirtle, go!
context: If they're going to try to rob our Pokemon,\we might as well make it a battle.\-Yeah, we can't just surrender. -Let's fight back.\Go!\Suck them up. Suck them up. Suck them all up!\Attaway to go, guys. Keep sucking them up.\Make sure you get every last one.\Squirtle, go! response:	Squirtle.
context: we might as well make it a battle.\-Yeah, we can't just surrender. -Let's fight back.\Go!\Suck them up. Suck them up. Suck them all up!\Attaway to go, guys. Keep sucking them up.\Make sure you get every last one.\Squirtle, go!\Squirtle. response:	We got to fight them together.
context: -Yeah, we can't just surrender. -Let's fight back.\Go!\Suck them up. Suck them up. Suck them all up!\Attaway to go, guys. Keep sucking them up.\Make sure you get every last one.\Squirtle, go!\Squirtle.\We got to fight them together. response:	-Pikachu, go. -Pika.
context: Go!\Suck them up. Suck them up. Suck them all up!\Attaway to go, guys. Keep sucking them up.\Make sure you get every last one.\Squirtle, go!\Squirtle.\We got to fight them together.\-Pikachu, go. -Pika. response:	Kachu! Kachu! Kachu...
context: Suck them up. Suck them up. Suck them all up!\Attaway to go, guys. Keep sucking them up.\Make sure you get every last one.\Squirtle, go!\Squirtle.\We got to fight them together.\-Pikachu, go. -Pika.\Kachu! Kachu! Kachu... response:	Kachu! Kachu! Kachu!
context: Attaway to go, guys. Keep sucking them up.\Make sure you get every last one.\Squirtle, go!\Squirtle.\We got to fight them together.\-Pikachu, go. -Pika.\Kachu! Kachu! Kachu...\Kachu! Kachu! Kachu! response:	Pikachu!
context: Make sure you get every last one.\Squirtle, go!\Squirtle.\We got to fight them together.\-Pikachu, go. -Pika.\Kachu! Kachu! Kachu...\Kachu! Kachu! Kachu!\Pikachu! response:	Charmander, I choose you.
context: Squirtle, go!\Squirtle.\We got to fight them together.\-Pikachu, go. -Pika.\Kachu! Kachu! Kachu...\Kachu! Kachu! Kachu!\Pikachu!\Charmander, I choose you. response:	Char!
context: Squirtle.\We got to fight them together.\-Pikachu, go. -Pika.\Kachu! Kachu! Kachu...\Kachu! Kachu! Kachu!\Pikachu!\Charmander, I choose you.\Char! response:	Char! Char! Char!
context: We got to fight them together.\-Pikachu, go. -Pika.\Kachu! Kachu! Kachu...\Kachu! Kachu! Kachu!\Pikachu!\Charmander, I choose you.\Char!\Char! Char! Char! response:	Geodude, go!
context: -Pikachu, go. -Pika.\Kachu! Kachu! Kachu...\Kachu! Kachu! Kachu!\Pikachu!\Charmander, I choose you.\Char!\Char! Char! Char!\Geodude, go! response:	Geodude.
context: Kachu! Kachu! Kachu...\Kachu! Kachu! Kachu!\Pikachu!\Charmander, I choose you.\Char!\Char! Char! Char!\Geodude, go!\Geodude. response:	Geodude. Geodude. Geodude.
context: Kachu! Kachu! Kachu!\Pikachu!\Charmander, I choose you.\Char!\Char! Char! Char!\Geodude, go!\Geodude.\Geodude. Geodude. Geodude. response:	Now it's my turn. Go, Butterfree!
context: Pikachu!\Charmander, I choose you.\Char!\Char! Char! Char!\Geodude, go!\Geodude.\Geodude. Geodude. Geodude.\Now it's my turn. Go, Butterfree! response:	Raticate!
context: Charmander, I choose you.\Char!\Char! Char! Char!\Geodude, go!\Geodude.\Geodude. Geodude. Geodude.\Now it's my turn. Go, Butterfree!\Raticate! response:	Huh?
context: Char!\Char! Char! Char!\Geodude, go!\Geodude.\Geodude. Geodude. Geodude.\Now it's my turn. Go, Butterfree!\Raticate!\Huh? response:	-Ash, you traded it, remember? -Oh, yeah.
context: Char! Char! Char!\Geodude, go!\Geodude.\Geodude. Geodude. Geodude.\Now it's my turn. Go, Butterfree!\Raticate!\Huh?\-Ash, you traded it, remember? -Oh, yeah. response:	Butterfree.
context: Geodude, go!\Geodude.\Geodude. Geodude. Geodude.\Now it's my turn. Go, Butterfree!\Raticate!\Huh?\-Ash, you traded it, remember? -Oh, yeah.\Butterfree. response:	Oh!
context: Geodude.\Geodude. Geodude. Geodude.\Now it's my turn. Go, Butterfree!\Raticate!\Huh?\-Ash, you traded it, remember? -Oh, yeah.\Butterfree.\Oh! response:	Butterfree!
context: Geodude. Geodude. Geodude.\Now it's my turn. Go, Butterfree!\Raticate!\Huh?\-Ash, you traded it, remember? -Oh, yeah.\Butterfree.\Oh!\Butterfree! response:	Oh!
context: Now it's my turn. Go, Butterfree!\Raticate!\Huh?\-Ash, you traded it, remember? -Oh, yeah.\Butterfree.\Oh!\Butterfree!\Oh! response:	Butterfree!
context: Raticate!\Huh?\-Ash, you traded it, remember? -Oh, yeah.\Butterfree.\Oh!\Butterfree!\Oh!\Butterfree! response:	Yeah! All right!
context: Huh?\-Ash, you traded it, remember? -Oh, yeah.\Butterfree.\Oh!\Butterfree!\Oh!\Butterfree!\Yeah! All right! response:	I raised that Butterfree all by myself.
context: -Ash, you traded it, remember? -Oh, yeah.\Butterfree.\Oh!\Butterfree!\Oh!\Butterfree!\Yeah! All right!\I raised that Butterfree all by myself. response:	I have to get Butterfree back.
context: Butterfree.\Oh!\Butterfree!\Oh!\Butterfree!\Yeah! All right!\I raised that Butterfree all by myself.\I have to get Butterfree back. response:	Hand over the Poke Balls.
context: Oh!\Butterfree!\Oh!\Butterfree!\Yeah! All right!\I raised that Butterfree all by myself.\I have to get Butterfree back.\Hand over the Poke Balls. response:	Pidgeotto, I choose you.
context: Butterfree!\Oh!\Butterfree!\Yeah! All right!\I raised that Butterfree all by myself.\I have to get Butterfree back.\Hand over the Poke Balls.\Pidgeotto, I choose you. response:	Pidgeo!
context: Oh!\Butterfree!\Yeah! All right!\I raised that Butterfree all by myself.\I have to get Butterfree back.\Hand over the Poke Balls.\Pidgeotto, I choose you.\Pidgeo! response:	Pidgeotto, group gust!
context: Butterfree!\Yeah! All right!\I raised that Butterfree all by myself.\I have to get Butterfree back.\Hand over the Poke Balls.\Pidgeotto, I choose you.\Pidgeo!\Pidgeotto, group gust! response:	Pikachu, all together, thunderbolt!
context: Yeah! All right!\I raised that Butterfree all by myself.\I have to get Butterfree back.\Hand over the Poke Balls.\Pidgeotto, I choose you.\Pidgeo!\Pidgeotto, group gust!\Pikachu, all together, thunderbolt! response:	Kachu! Kachu! Kachu!
context: I raised that Butterfree all by myself.\I have to get Butterfree back.\Hand over the Poke Balls.\Pidgeotto, I choose you.\Pidgeo!\Pidgeotto, group gust!\Pikachu, all together, thunderbolt!\Kachu! Kachu! Kachu! response:	Pikachu!
context: I have to get Butterfree back.\Hand over the Poke Balls.\Pidgeotto, I choose you.\Pidgeo!\Pidgeotto, group gust!\Pikachu, all together, thunderbolt!\Kachu! Kachu! Kachu!\Pikachu! response:	- We did it! Great job! -
context: Hand over the Poke Balls.\Pidgeotto, I choose you.\Pidgeo!\Pidgeotto, group gust!\Pikachu, all together, thunderbolt!\Kachu! Kachu! Kachu!\Pikachu!\- We did it! Great job! - response:	I think we should all be very proud of our Pokemon.
context: Pidgeotto, I choose you.\Pidgeo!\Pidgeotto, group gust!\Pikachu, all together, thunderbolt!\Kachu! Kachu! Kachu!\Pikachu!\- We did it! Great job! -\I think we should all be very proud of our Pokemon. response:	And we taught Team Rocket a lesson they'll never forget.
context: Pidgeo!\Pidgeotto, group gust!\Pikachu, all together, thunderbolt!\Kachu! Kachu! Kachu!\Pikachu!\- We did it! Great job! -\I think we should all be very proud of our Pokemon.\And we taught Team Rocket a lesson they'll never forget. response:	I can't wait to get off this lousy bucket.
context: Pidgeotto, group gust!\Pikachu, all together, thunderbolt!\Kachu! Kachu! Kachu!\Pikachu!\- We did it! Great job! -\I think we should all be very proud of our Pokemon.\And we taught Team Rocket a lesson they'll never forget.\I can't wait to get off this lousy bucket. response:	Wait, there goes my salary advance!
context: Pikachu, all together, thunderbolt!\Kachu! Kachu! Kachu!\Pikachu!\- We did it! Great job! -\I think we should all be very proud of our Pokemon.\And we taught Team Rocket a lesson they'll never forget.\I can't wait to get off this lousy bucket.\Wait, there goes my salary advance! response:	-There goes my money too. -Meowth.
context: Kachu! Kachu! Kachu!\Pikachu!\- We did it! Great job! -\I think we should all be very proud of our Pokemon.\And we taught Team Rocket a lesson they'll never forget.\I can't wait to get off this lousy bucket.\Wait, there goes my salary advance!\-There goes my money too. -Meowth. response:	Oh, no, it's a big storm.
context: Pikachu!\- We did it! Great job! -\I think we should all be very proud of our Pokemon.\And we taught Team Rocket a lesson they'll never forget.\I can't wait to get off this lousy bucket.\Wait, there goes my salary advance!\-There goes my money too. -Meowth.\Oh, no, it's a big storm. response:	It'll be tough to get back with waves like this.
context: - We did it! Great job! -\I think we should all be very proud of our Pokemon.\And we taught Team Rocket a lesson they'll never forget.\I can't wait to get off this lousy bucket.\Wait, there goes my salary advance!\-There goes my money too. -Meowth.\Oh, no, it's a big storm.\It'll be tough to get back with waves like this. response:	What?
context: I think we should all be very proud of our Pokemon.\And we taught Team Rocket a lesson they'll never forget.\I can't wait to get off this lousy bucket.\Wait, there goes my salary advance!\-There goes my money too. -Meowth.\Oh, no, it's a big storm.\It'll be tough to get back with waves like this.\What? response:	Hey, where's Ash?
context: And we taught Team Rocket a lesson they'll never forget.\I can't wait to get off this lousy bucket.\Wait, there goes my salary advance!\-There goes my money too. -Meowth.\Oh, no, it's a big storm.\It'll be tough to get back with waves like this.\What?\Hey, where's Ash? response:	So you want to go back on our trade?
context: I can't wait to get off this lousy bucket.\Wait, there goes my salary advance!\-There goes my money too. -Meowth.\Oh, no, it's a big storm.\It'll be tough to get back with waves like this.\What?\Hey, where's Ash?\So you want to go back on our trade? response:	Butterfree was the first Pokemon I ever captured.
context: Wait, there goes my salary advance!\-There goes my money too. -Meowth.\Oh, no, it's a big storm.\It'll be tough to get back with waves like this.\What?\Hey, where's Ash?\So you want to go back on our trade?\Butterfree was the first Pokemon I ever captured. response:	I worked very hard training and raising it.
context: -There goes my money too. -Meowth.\Oh, no, it's a big storm.\It'll be tough to get back with waves like this.\What?\Hey, where's Ash?\So you want to go back on our trade?\Butterfree was the first Pokemon I ever captured.\I worked very hard training and raising it. response:	Please, can I have it back?
context: Oh, no, it's a big storm.\It'll be tough to get back with waves like this.\What?\Hey, where's Ash?\So you want to go back on our trade?\Butterfree was the first Pokemon I ever captured.\I worked very hard training and raising it.\Please, can I have it back? response:	You leave me no choice.
context: It'll be tough to get back with waves like this.\What?\Hey, where's Ash?\So you want to go back on our trade?\Butterfree was the first Pokemon I ever captured.\I worked very hard training and raising it.\Please, can I have it back?\You leave me no choice. response:	I'm sorry.
context: What?\Hey, where's Ash?\So you want to go back on our trade?\Butterfree was the first Pokemon I ever captured.\I worked very hard training and raising it.\Please, can I have it back?\You leave me no choice.\I'm sorry. response:	Now, calm down.
context: Hey, where's Ash?\So you want to go back on our trade?\Butterfree was the first Pokemon I ever captured.\I worked very hard training and raising it.\Please, can I have it back?\You leave me no choice.\I'm sorry.\Now, calm down. response:	These high seas have just pushed us a little off course.
context: So you want to go back on our trade?\Butterfree was the first Pokemon I ever captured.\I worked very hard training and raising it.\Please, can I have it back?\You leave me no choice.\I'm sorry.\Now, calm down.\These high seas have just pushed us a little off course. response:	A little off course?
context: Butterfree was the first Pokemon I ever captured.\I worked very hard training and raising it.\Please, can I have it back?\You leave me no choice.\I'm sorry.\Now, calm down.\These high seas have just pushed us a little off course.\A little off course? response:	There's nothing to worry about.
context: I worked very hard training and raising it.\Please, can I have it back?\You leave me no choice.\I'm sorry.\Now, calm down.\These high seas have just pushed us a little off course.\A little off course?\There's nothing to worry about. response:	We're heading for port now, and besides, this ship is unsinkable.
context: Please, can I have it back?\You leave me no choice.\I'm sorry.\Now, calm down.\These high seas have just pushed us a little off course.\A little off course?\There's nothing to worry about.\We're heading for port now, and besides, this ship is unsinkable. response:	There's absolutely no need for alarm.
context: You leave me no choice.\I'm sorry.\Now, calm down.\These high seas have just pushed us a little off course.\A little off course?\There's nothing to worry about.\We're heading for port now, and besides, this ship is unsinkable.\There's absolutely no need for alarm. response:	Now, there's no reason to panic. I just thought I'd test out one of the lifeboats.
context: I'm sorry.\Now, calm down.\These high seas have just pushed us a little off course.\A little off course?\There's nothing to worry about.\We're heading for port now, and besides, this ship is unsinkable.\There's absolutely no need for alarm.\Now, there's no reason to panic. I just thought I'd test out one of the lifeboats. response:	Hey! Got to get off the ship!
context: Now, calm down.\These high seas have just pushed us a little off course.\A little off course?\There's nothing to worry about.\We're heading for port now, and besides, this ship is unsinkable.\There's absolutely no need for alarm.\Now, there's no reason to panic. I just thought I'd test out one of the lifeboats.\Hey! Got to get off the ship! response:	Come on, Ash, we got to go. The ship is sinking.
context: These high seas have just pushed us a little off course.\A little off course?\There's nothing to worry about.\We're heading for port now, and besides, this ship is unsinkable.\There's absolutely no need for alarm.\Now, there's no reason to panic. I just thought I'd test out one of the lifeboats.\Hey! Got to get off the ship!\Come on, Ash, we got to go. The ship is sinking. response:	Hold on.
context: A little off course?\There's nothing to worry about.\We're heading for port now, and besides, this ship is unsinkable.\There's absolutely no need for alarm.\Now, there's no reason to panic. I just thought I'd test out one of the lifeboats.\Hey! Got to get off the ship!\Come on, Ash, we got to go. The ship is sinking.\Hold on. response:	Butterfree, please forgive me.
context: There's nothing to worry about.\We're heading for port now, and besides, this ship is unsinkable.\There's absolutely no need for alarm.\Now, there's no reason to panic. I just thought I'd test out one of the lifeboats.\Hey! Got to get off the ship!\Come on, Ash, we got to go. The ship is sinking.\Hold on.\Butterfree, please forgive me. response:	Butterfree!
context: We're heading for port now, and besides, this ship is unsinkable.\There's absolutely no need for alarm.\Now, there's no reason to panic. I just thought I'd test out one of the lifeboats.\Hey! Got to get off the ship!\Come on, Ash, we got to go. The ship is sinking.\Hold on.\Butterfree, please forgive me.\Butterfree! response:	Ash!
context: There's absolutely no need for alarm.\Now, there's no reason to panic. I just thought I'd test out one of the lifeboats.\Hey! Got to get off the ship!\Come on, Ash, we got to go. The ship is sinking.\Hold on.\Butterfree, please forgive me.\Butterfree!\Ash! response:	Wait, there goes my next paycheck!
context: Now, there's no reason to panic. I just thought I'd test out one of the lifeboats.\Hey! Got to get off the ship!\Come on, Ash, we got to go. The ship is sinking.\Hold on.\Butterfree, please forgive me.\Butterfree!\Ash!\Wait, there goes my next paycheck! response:	Who cares about your paycheck? What about mine?
context: Hey! Got to get off the ship!\Come on, Ash, we got to go. The ship is sinking.\Hold on.\Butterfree, please forgive me.\Butterfree!\Ash!\Wait, there goes my next paycheck!\Who cares about your paycheck? What about mine? response:	We got to get out of here.
context: Come on, Ash, we got to go. The ship is sinking.\Hold on.\Butterfree, please forgive me.\Butterfree!\Ash!\Wait, there goes my next paycheck!\Who cares about your paycheck? What about mine?\We got to get out of here. response:	- Oh, what are we going to do? -
context: Hold on.\Butterfree, please forgive me.\Butterfree!\Ash!\Wait, there goes my next paycheck!\Who cares about your paycheck? What about mine?\We got to get out of here.\- Oh, what are we going to do? - response:	Oh, no.
context: Butterfree, please forgive me.\Butterfree!\Ash!\Wait, there goes my next paycheck!\Who cares about your paycheck? What about mine?\We got to get out of here.\- Oh, what are we going to do? -\Oh, no. response:	I got you!
context: Butterfree!\Ash!\Wait, there goes my next paycheck!\Who cares about your paycheck? What about mine?\We got to get out of here.\- Oh, what are we going to do? -\Oh, no.\I got you! response:	Got it!
context: Ash!\Wait, there goes my next paycheck!\Who cares about your paycheck? What about mine?\We got to get out of here.\- Oh, what are we going to do? -\Oh, no.\I got you!\Got it! response:	Look, there goes the ship! It's sinking!
context: Wait, there goes my next paycheck!\Who cares about your paycheck? What about mine?\We got to get out of here.\- Oh, what are we going to do? -\Oh, no.\I got you!\Got it!\Look, there goes the ship! It's sinking! response:	May I have your attention.
context: Who cares about your paycheck? What about mine?\We got to get out of here.\- Oh, what are we going to do? -\Oh, no.\I got you!\Got it!\Look, there goes the ship! It's sinking!\May I have your attention. response:	Anyone who didn't leave the ship safely, please say aye.
context: We got to get out of here.\- Oh, what are we going to do? -\Oh, no.\I got you!\Got it!\Look, there goes the ship! It's sinking!\May I have your attention.\Anyone who didn't leave the ship safely, please say aye. response:	Good. Well done. Everyone's safe, then.
