context: Now Silver Sword's here, too? response:	Look, another one!
context: See?\He's a real villain.\Meow.\What does his buying the Guild Building mean?\The Guild Building's zone is now Shiroe's private property.\Why would that be a problem for people?\Anyone Shiroe doesn't want entering the Guild Building, won't be able to.\But the large guilds have their guild halls elsewhere. response:	To create, join, or leave a guild, you have to come to the Guild Building.
context: He's a real villain.\Meow.\What does his buying the Guild Building mean?\The Guild Building's zone is now Shiroe's private property.\Why would that be a problem for people?\Anyone Shiroe doesn't want entering the Guild Building, won't be able to.\But the large guilds have their guild halls elsewhere.\To create, join, or leave a guild, you have to come to the Guild Building. response:	And the bank is here, also.
context: Meow.\What does his buying the Guild Building mean?\The Guild Building's zone is now Shiroe's private property.\Why would that be a problem for people?\Anyone Shiroe doesn't want entering the Guild Building, won't be able to.\But the large guilds have their guild halls elsewhere.\To create, join, or leave a guild, you have to come to the Guild Building.\And the bank is here, also. response:	Walking around with lots of money is dangerous,
context: What does his buying the Guild Building mean?\The Guild Building's zone is now Shiroe's private property.\Why would that be a problem for people?\Anyone Shiroe doesn't want entering the Guild Building, won't be able to.\But the large guilds have their guild halls elsewhere.\To create, join, or leave a guild, you have to come to the Guild Building.\And the bank is here, also.\Walking around with lots of money is dangerous, response:	so most players keep the majority of their assets here...
context: The Guild Building's zone is now Shiroe's private property.\Why would that be a problem for people?\Anyone Shiroe doesn't want entering the Guild Building, won't be able to.\But the large guilds have their guild halls elsewhere.\To create, join, or leave a guild, you have to come to the Guild Building.\And the bank is here, also.\Walking around with lots of money is dangerous,\so most players keep the majority of their assets here... response:	Including valuable belongings.
context: Why would that be a problem for people?\Anyone Shiroe doesn't want entering the Guild Building, won't be able to.\But the large guilds have their guild halls elsewhere.\To create, join, or leave a guild, you have to come to the Guild Building.\And the bank is here, also.\Walking around with lots of money is dangerous,\so most players keep the majority of their assets here...\Including valuable belongings. response:	Since a bank is located in every town, you can make a withdrawal anywhere.
context: Anyone Shiroe doesn't want entering the Guild Building, won't be able to.\But the large guilds have their guild halls elsewhere.\To create, join, or leave a guild, you have to come to the Guild Building.\And the bank is here, also.\Walking around with lots of money is dangerous,\so most players keep the majority of their assets here...\Including valuable belongings.\Since a bank is located in every town, you can make a withdrawal anywhere. response:	But with the Transport Gates off-line,
context: But the large guilds have their guild halls elsewhere.\To create, join, or leave a guild, you have to come to the Guild Building.\And the bank is here, also.\Walking around with lots of money is dangerous,\so most players keep the majority of their assets here...\Including valuable belongings.\Since a bank is located in every town, you can make a withdrawal anywhere.\But with the Transport Gates off-line, response:	travel to other cities is almost impossible.
context: To create, join, or leave a guild, you have to come to the Guild Building.\And the bank is here, also.\Walking around with lots of money is dangerous,\so most players keep the majority of their assets here...\Including valuable belongings.\Since a bank is located in every town, you can make a withdrawal anywhere.\But with the Transport Gates off-line,\travel to other cities is almost impossible. response:	In other words...
context: And the bank is here, also.\Walking around with lots of money is dangerous,\so most players keep the majority of their assets here...\Including valuable belongings.\Since a bank is located in every town, you can make a withdrawal anywhere.\But with the Transport Gates off-line,\travel to other cities is almost impossible.\In other words... response:	Shiroe can prevent any Akihabara adventurer from accessing their own bank account.
context: Walking around with lots of money is dangerous,\so most players keep the majority of their assets here...\Including valuable belongings.\Since a bank is located in every town, you can make a withdrawal anywhere.\But with the Transport Gates off-line,\travel to other cities is almost impossible.\In other words...\Shiroe can prevent any Akihabara adventurer from accessing their own bank account. response:	Then that makes him just like a bad guy!
context: so most players keep the majority of their assets here...\Including valuable belongings.\Since a bank is located in every town, you can make a withdrawal anywhere.\But with the Transport Gates off-line,\travel to other cities is almost impossible.\In other words...\Shiroe can prevent any Akihabara adventurer from accessing their own bank account.\Then that makes him just like a bad guy! response:	Shiroe makes the devil himself look meek and mild.
context: Including valuable belongings.\Since a bank is located in every town, you can make a withdrawal anywhere.\But with the Transport Gates off-line,\travel to other cities is almost impossible.\In other words...\Shiroe can prevent any Akihabara adventurer from accessing their own bank account.\Then that makes him just like a bad guy!\Shiroe makes the devil himself look meek and mild. response:	The devil knows he's a bad boy, but Shiroe doesn't.
context: Since a bank is located in every town, you can make a withdrawal anywhere.\But with the Transport Gates off-line,\travel to other cities is almost impossible.\In other words...\Shiroe can prevent any Akihabara adventurer from accessing their own bank account.\Then that makes him just like a bad guy!\Shiroe makes the devil himself look meek and mild.\The devil knows he's a bad boy, but Shiroe doesn't. response:	The nickname Villain in Glasses is too generous.
context: But with the Transport Gates off-line,\travel to other cities is almost impossible.\In other words...\Shiroe can prevent any Akihabara adventurer from accessing their own bank account.\Then that makes him just like a bad guy!\Shiroe makes the devil himself look meek and mild.\The devil knows he's a bad boy, but Shiroe doesn't.\The nickname Villain in Glasses is too generous. response:	A zone's owner has the right to control who enters and leaves it.
context: travel to other cities is almost impossible.\In other words...\Shiroe can prevent any Akihabara adventurer from accessing their own bank account.\Then that makes him just like a bad guy!\Shiroe makes the devil himself look meek and mild.\The devil knows he's a bad boy, but Shiroe doesn't.\The nickname Villain in Glasses is too generous.\A zone's owner has the right to control who enters and leaves it. response:	But they can also designate areas to allow or prohibit combat.
context: In other words...\Shiroe can prevent any Akihabara adventurer from accessing their own bank account.\Then that makes him just like a bad guy!\Shiroe makes the devil himself look meek and mild.\The devil knows he's a bad boy, but Shiroe doesn't.\The nickname Villain in Glasses is too generous.\A zone's owner has the right to control who enters and leaves it.\But they can also designate areas to allow or prohibit combat. response:	Given their need to control the new players,
context: Shiroe can prevent any Akihabara adventurer from accessing their own bank account.\Then that makes him just like a bad guy!\Shiroe makes the devil himself look meek and mild.\The devil knows he's a bad boy, but Shiroe doesn't.\The nickname Villain in Glasses is too generous.\A zone's owner has the right to control who enters and leaves it.\But they can also designate areas to allow or prohibit combat.\Given their need to control the new players, response:	Hamelin's guild hall should allow combat.
context: Then that makes him just like a bad guy!\Shiroe makes the devil himself look meek and mild.\The devil knows he's a bad boy, but Shiroe doesn't.\The nickname Villain in Glasses is too generous.\A zone's owner has the right to control who enters and leaves it.\But they can also designate areas to allow or prohibit combat.\Given their need to control the new players,\Hamelin's guild hall should allow combat. response:	Quick, let's go!
context: Shiroe makes the devil himself look meek and mild.\The devil knows he's a bad boy, but Shiroe doesn't.\The nickname Villain in Glasses is too generous.\A zone's owner has the right to control who enters and leaves it.\But they can also designate areas to allow or prohibit combat.\Given their need to control the new players,\Hamelin's guild hall should allow combat.\Quick, let's go! response:	I thought something was suspicious.
context: The devil knows he's a bad boy, but Shiroe doesn't.\The nickname Villain in Glasses is too generous.\A zone's owner has the right to control who enters and leaves it.\But they can also designate areas to allow or prohibit combat.\Given their need to control the new players,\Hamelin's guild hall should allow combat.\Quick, let's go!\I thought something was suspicious. response:	Where are the other kids?
context: The nickname Villain in Glasses is too generous.\A zone's owner has the right to control who enters and leaves it.\But they can also designate areas to allow or prohibit combat.\Given their need to control the new players,\Hamelin's guild hall should allow combat.\Quick, let's go!\I thought something was suspicious.\Where are the other kids? response:	What are you planning?!
context: A zone's owner has the right to control who enters and leaves it.\But they can also designate areas to allow or prohibit combat.\Given their need to control the new players,\Hamelin's guild hall should allow combat.\Quick, let's go!\I thought something was suspicious.\Where are the other kids?\What are you planning?! response:	Remember what Shiroe taught you!
context: But they can also designate areas to allow or prohibit combat.\Given their need to control the new players,\Hamelin's guild hall should allow combat.\Quick, let's go!\I thought something was suspicious.\Where are the other kids?\What are you planning?!\Remember what Shiroe taught you! response:	Tohya!
context: Given their need to control the new players,\Hamelin's guild hall should allow combat.\Quick, let's go!\I thought something was suspicious.\Where are the other kids?\What are you planning?!\Remember what Shiroe taught you!\Tohya! response:	The samurai skills Shrike Impalement and Lanius Capture...
context: Hamelin's guild hall should allow combat.\Quick, let's go!\I thought something was suspicious.\Where are the other kids?\What are you planning?!\Remember what Shiroe taught you!\Tohya!\The samurai skills Shrike Impalement and Lanius Capture... response:	These temporarily mute an enemy, stopping it from casting spells.
context: Quick, let's go!\I thought something was suspicious.\Where are the other kids?\What are you planning?!\Remember what Shiroe taught you!\Tohya!\The samurai skills Shrike Impalement and Lanius Capture...\These temporarily mute an enemy, stopping it from casting spells. response:	Go on ahead!
context: I thought something was suspicious.\Where are the other kids?\What are you planning?!\Remember what Shiroe taught you!\Tohya!\The samurai skills Shrike Impalement and Lanius Capture...\These temporarily mute an enemy, stopping it from casting spells.\Go on ahead! response:	Right!
context: Where are the other kids?\What are you planning?!\Remember what Shiroe taught you!\Tohya!\The samurai skills Shrike Impalement and Lanius Capture...\These temporarily mute an enemy, stopping it from casting spells.\Go on ahead!\Right! response:	Lanius Capture lasts fifteen seconds!
context: What are you planning?!\Remember what Shiroe taught you!\Tohya!\The samurai skills Shrike Impalement and Lanius Capture...\These temporarily mute an enemy, stopping it from casting spells.\Go on ahead!\Right!\Lanius Capture lasts fifteen seconds! response:	It's about to run out!
context: Remember what Shiroe taught you!\Tohya!\The samurai skills Shrike Impalement and Lanius Capture...\These temporarily mute an enemy, stopping it from casting spells.\Go on ahead!\Right!\Lanius Capture lasts fifteen seconds!\It's about to run out! response:	The shrine priest's healing ability, Damage Interception...
context: Tohya!\The samurai skills Shrike Impalement and Lanius Capture...\These temporarily mute an enemy, stopping it from casting spells.\Go on ahead!\Right!\Lanius Capture lasts fifteen seconds!\It's about to run out!\The shrine priest's healing ability, Damage Interception... response:	It sets a barrier that absorbs damage up to a certain amount.
context: The samurai skills Shrike Impalement and Lanius Capture...\These temporarily mute an enemy, stopping it from casting spells.\Go on ahead!\Right!\Lanius Capture lasts fifteen seconds!\It's about to run out!\The shrine priest's healing ability, Damage Interception...\It sets a barrier that absorbs damage up to a certain amount. response:	Right, Shiroe?
context: These temporarily mute an enemy, stopping it from casting spells.\Go on ahead!\Right!\Lanius Capture lasts fifteen seconds!\It's about to run out!\The shrine priest's healing ability, Damage Interception...\It sets a barrier that absorbs damage up to a certain amount.\Right, Shiroe? response:	You bastards...
context: Go on ahead!\Right!\Lanius Capture lasts fifteen seconds!\It's about to run out!\The shrine priest's healing ability, Damage Interception...\It sets a barrier that absorbs damage up to a certain amount.\Right, Shiroe?\You bastards... response:	I'll send you to the Cathedral a hundred times!
context: Right!\Lanius Capture lasts fifteen seconds!\It's about to run out!\The shrine priest's healing ability, Damage Interception...\It sets a barrier that absorbs damage up to a certain amount.\Right, Shiroe?\You bastards...\I'll send you to the Cathedral a hundred times! response:	Stop yelling...
context: Lanius Capture lasts fifteen seconds!\It's about to run out!\The shrine priest's healing ability, Damage Interception...\It sets a barrier that absorbs damage up to a certain amount.\Right, Shiroe?\You bastards...\I'll send you to the Cathedral a hundred times!\Stop yelling... response:	What's going on?
context: It's about to run out!\The shrine priest's healing ability, Damage Interception...\It sets a barrier that absorbs damage up to a certain amount.\Right, Shiroe?\You bastards...\I'll send you to the Cathedral a hundred times!\Stop yelling...\What's going on? response:	The kids ran!
context: The shrine priest's healing ability, Damage Interception...\It sets a barrier that absorbs damage up to a certain amount.\Right, Shiroe?\You bastards...\I'll send you to the Cathedral a hundred times!\Stop yelling...\What's going on?\The kids ran! response:	Okay, good.
context: It sets a barrier that absorbs damage up to a certain amount.\Right, Shiroe?\You bastards...\I'll send you to the Cathedral a hundred times!\Stop yelling...\What's going on?\The kids ran!\Okay, good. response:	Come on!
context: Right, Shiroe?\You bastards...\I'll send you to the Cathedral a hundred times!\Stop yelling...\What's going on?\The kids ran!\Okay, good.\Come on! response:	My lord, the escape has begun.
context: You bastards...\I'll send you to the Cathedral a hundred times!\Stop yelling...\What's going on?\The kids ran!\Okay, good.\Come on!\My lord, the escape has begun. response:	What's he laughing about?
context: I'll send you to the Cathedral a hundred times!\Stop yelling...\What's going on?\The kids ran!\Okay, good.\Come on!\My lord, the escape has begun.\What's he laughing about? response:	But keeping us from our banks...
context: Stop yelling...\What's going on?\The kids ran!\Okay, good.\Come on!\My lord, the escape has begun.\What's he laughing about?\But keeping us from our banks... response:	That's blackmail.
context: What's going on?\The kids ran!\Okay, good.\Come on!\My lord, the escape has begun.\What's he laughing about?\But keeping us from our banks...\That's blackmail. response:	I simply answered his question.
context: The kids ran!\Okay, good.\Come on!\My lord, the escape has begun.\What's he laughing about?\But keeping us from our banks...\That's blackmail.\I simply answered his question. response:	Anyone who opposes the Round Table
context: Okay, good.\Come on!\My lord, the escape has begun.\What's he laughing about?\But keeping us from our banks...\That's blackmail.\I simply answered his question.\Anyone who opposes the Round Table response:	will lose access rights to the Guild Banks.
context: Come on!\My lord, the escape has begun.\What's he laughing about?\But keeping us from our banks...\That's blackmail.\I simply answered his question.\Anyone who opposes the Round Table\will lose access rights to the Guild Banks. response:	That's why it's blackmail.
context: My lord, the escape has begun.\What's he laughing about?\But keeping us from our banks...\That's blackmail.\I simply answered his question.\Anyone who opposes the Round Table\will lose access rights to the Guild Banks.\That's why it's blackmail. response:	Then, If we have to, we'll start a war, is also blackmail, correct?
context: What's he laughing about?\But keeping us from our banks...\That's blackmail.\I simply answered his question.\Anyone who opposes the Round Table\will lose access rights to the Guild Banks.\That's why it's blackmail.\Then, If we have to, we'll start a war, is also blackmail, correct? response:	Purchasing the Guild Building's zone should require an astronomical amount of funds.
context: But keeping us from our banks...\That's blackmail.\I simply answered his question.\Anyone who opposes the Round Table\will lose access rights to the Guild Banks.\That's why it's blackmail.\Then, If we have to, we'll start a war, is also blackmail, correct?\Purchasing the Guild Building's zone should require an astronomical amount of funds. response:	Where'd you get the money?
context: That's blackmail.\I simply answered his question.\Anyone who opposes the Round Table\will lose access rights to the Guild Banks.\That's why it's blackmail.\Then, If we have to, we'll start a war, is also blackmail, correct?\Purchasing the Guild Building's zone should require an astronomical amount of funds.\Where'd you get the money? response:	Five million.
context: I simply answered his question.\Anyone who opposes the Round Table\will lose access rights to the Guild Banks.\That's why it's blackmail.\Then, If we have to, we'll start a war, is also blackmail, correct?\Purchasing the Guild Building's zone should require an astronomical amount of funds.\Where'd you get the money?\Five million. response:	We gave him the money.
context: Anyone who opposes the Round Table\will lose access rights to the Guild Banks.\That's why it's blackmail.\Then, If we have to, we'll start a war, is also blackmail, correct?\Purchasing the Guild Building's zone should require an astronomical amount of funds.\Where'd you get the money?\Five million.\We gave him the money. response:	Then the quest you were leading...
context: will lose access rights to the Guild Banks.\That's why it's blackmail.\Then, If we have to, we'll start a war, is also blackmail, correct?\Purchasing the Guild Building's zone should require an astronomical amount of funds.\Where'd you get the money?\Five million.\We gave him the money.\Then the quest you were leading... response:	It isn't a quest.
context: That's why it's blackmail.\Then, If we have to, we'll start a war, is also blackmail, correct?\Purchasing the Guild Building's zone should require an astronomical amount of funds.\Where'd you get the money?\Five million.\We gave him the money.\Then the quest you were leading...\It isn't a quest. response:	It was to create this council.
context: Then, If we have to, we'll start a war, is also blackmail, correct?\Purchasing the Guild Building's zone should require an astronomical amount of funds.\Where'd you get the money?\Five million.\We gave him the money.\Then the quest you were leading...\It isn't a quest.\It was to create this council. response:	Sheesh.
context: Purchasing the Guild Building's zone should require an astronomical amount of funds.\Where'd you get the money?\Five million.\We gave him the money.\Then the quest you were leading...\It isn't a quest.\It was to create this council.\Sheesh. response:	This is it?
context: Where'd you get the money?\Five million.\We gave him the money.\Then the quest you were leading...\It isn't a quest.\It was to create this council.\Sheesh.\This is it? response:	Th-This?
context: Five million.\We gave him the money.\Then the quest you were leading...\It isn't a quest.\It was to create this council.\Sheesh.\This is it?\Th-This? response:	Something this simple was Crescent Moon's recipe?
context: We gave him the money.\Then the quest you were leading...\It isn't a quest.\It was to create this council.\Sheesh.\This is it?\Th-This?\Something this simple was Crescent Moon's recipe? response:	You made us pay for this?
context: Then the quest you were leading...\It isn't a quest.\It was to create this council.\Sheesh.\This is it?\Th-This?\Something this simple was Crescent Moon's recipe?\You made us pay for this? response:	Why do you think this isn't worth
context: It isn't a quest.\It was to create this council.\Sheesh.\This is it?\Th-This?\Something this simple was Crescent Moon's recipe?\You made us pay for this?\Why do you think this isn't worth response:	five million?
context: It was to create this council.\Sheesh.\This is it?\Th-This?\Something this simple was Crescent Moon's recipe?\You made us pay for this?\Why do you think this isn't worth\five million? response:	We're almost there, Minori!
context: Sheesh.\This is it?\Th-This?\Something this simple was Crescent Moon's recipe?\You made us pay for this?\Why do you think this isn't worth\five million?\We're almost there, Minori! response:	This isn't your lucky day, kids.
context: This is it?\Th-This?\Something this simple was Crescent Moon's recipe?\You made us pay for this?\Why do you think this isn't worth\five million?\We're almost there, Minori!\This isn't your lucky day, kids. response:	Schreider Race/ Human Summoner, Lv. 46 Hamelin
context: Th-This?\Something this simple was Crescent Moon's recipe?\You made us pay for this?\Why do you think this isn't worth\five million?\We're almost there, Minori!\This isn't your lucky day, kids.\Schreider Race/ Human Summoner, Lv. 46 Hamelin response:	Why, you...
context: Something this simple was Crescent Moon's recipe?\You made us pay for this?\Why do you think this isn't worth\five million?\We're almost there, Minori!\This isn't your lucky day, kids.\Schreider Race/ Human Summoner, Lv. 46 Hamelin\Why, you... response:	Tohya!
context: You made us pay for this?\Why do you think this isn't worth\five million?\We're almost there, Minori!\This isn't your lucky day, kids.\Schreider Race/ Human Summoner, Lv. 46 Hamelin\Why, you...\Tohya! response:	In Combat Tohya Race/ Human Samurai, Lv. 15 Accuracy Down Sustained Damage Hamelin Zone Information All skills permitted.
context: Why do you think this isn't worth\five million?\We're almost there, Minori!\This isn't your lucky day, kids.\Schreider Race/ Human Summoner, Lv. 46 Hamelin\Why, you...\Tohya!\In Combat Tohya Race/ Human Samurai, Lv. 15 Accuracy Down Sustained Damage Hamelin Zone Information All skills permitted. response:	Oh, no! At this rate...
context: five million?\We're almost there, Minori!\This isn't your lucky day, kids.\Schreider Race/ Human Summoner, Lv. 46 Hamelin\Why, you...\Tohya!\In Combat Tohya Race/ Human Samurai, Lv. 15 Accuracy Down Sustained Damage Hamelin Zone Information All skills permitted.\Oh, no! At this rate... response:	Pentagram Barrier!
context: We're almost there, Minori!\This isn't your lucky day, kids.\Schreider Race/ Human Summoner, Lv. 46 Hamelin\Why, you...\Tohya!\In Combat Tohya Race/ Human Samurai, Lv. 15 Accuracy Down Sustained Damage Hamelin Zone Information All skills permitted.\Oh, no! At this rate...\Pentagram Barrier! response:	Oh, no...
context: This isn't your lucky day, kids.\Schreider Race/ Human Summoner, Lv. 46 Hamelin\Why, you...\Tohya!\In Combat Tohya Race/ Human Samurai, Lv. 15 Accuracy Down Sustained Damage Hamelin Zone Information All skills permitted.\Oh, no! At this rate...\Pentagram Barrier!\Oh, no... response:	My level is higher...
context: Schreider Race/ Human Summoner, Lv. 46 Hamelin\Why, you...\Tohya!\In Combat Tohya Race/ Human Samurai, Lv. 15 Accuracy Down Sustained Damage Hamelin Zone Information All skills permitted.\Oh, no! At this rate...\Pentagram Barrier!\Oh, no...\My level is higher... response:	It's higher!
context: Why, you...\Tohya!\In Combat Tohya Race/ Human Samurai, Lv. 15 Accuracy Down Sustained Damage Hamelin Zone Information All skills permitted.\Oh, no! At this rate...\Pentagram Barrier!\Oh, no...\My level is higher...\It's higher! response:	Too bad, kids.
context: Tohya!\In Combat Tohya Race/ Human Samurai, Lv. 15 Accuracy Down Sustained Damage Hamelin Zone Information All skills permitted.\Oh, no! At this rate...\Pentagram Barrier!\Oh, no...\My level is higher...\It's higher!\Too bad, kids. response:	Tohya!
context: In Combat Tohya Race/ Human Samurai, Lv. 15 Accuracy Down Sustained Damage Hamelin Zone Information All skills permitted.\Oh, no! At this rate...\Pentagram Barrier!\Oh, no...\My level is higher...\It's higher!\Too bad, kids.\Tohya! response:	Minori!
context: Oh, no! At this rate...\Pentagram Barrier!\Oh, no...\My level is higher...\It's higher!\Too bad, kids.\Tohya!\Minori! response:	Schreider?!
context: Pentagram Barrier!\Oh, no...\My level is higher...\It's higher!\Too bad, kids.\Tohya!\Minori!\Schreider?! response:	You're late. Drag the kids back.
context: Oh, no...\My level is higher...\It's higher!\Too bad, kids.\Tohya!\Minori!\Schreider?!\You're late. Drag the kids back. response:	Right!
context: My level is higher...\It's higher!\Too bad, kids.\Tohya!\Minori!\Schreider?!\You're late. Drag the kids back.\Right! response:	Let's go, Minori!
context: It's higher!\Too bad, kids.\Tohya!\Minori!\Schreider?!\You're late. Drag the kids back.\Right!\Let's go, Minori! response:	Stop!
context: Too bad, kids.\Tohya!\Minori!\Schreider?!\You're late. Drag the kids back.\Right!\Let's go, Minori!\Stop! response:	Tohya, it's not safe here!
context: Tohya!\Minori!\Schreider?!\You're late. Drag the kids back.\Right!\Let's go, Minori!\Stop!\Tohya, it's not safe here! response:	R-Right!
context: Minori!\Schreider?!\You're late. Drag the kids back.\Right!\Let's go, Minori!\Stop!\Tohya, it's not safe here!\R-Right! response:	What are you doing?
context: Schreider?!\You're late. Drag the kids back.\Right!\Let's go, Minori!\Stop!\Tohya, it's not safe here!\R-Right!\What are you doing? response:	Th-The door...
context: You're late. Drag the kids back.\Right!\Let's go, Minori!\Stop!\Tohya, it's not safe here!\R-Right!\What are you doing?\Th-The door... response:	Zone Setting: Guild Building Access Restricted Owner: Shiroe Guild: Log Horizon
context: Right!\Let's go, Minori!\Stop!\Tohya, it's not safe here!\R-Right!\What are you doing?\Th-The door...\Zone Setting: Guild Building Access Restricted Owner: Shiroe Guild: Log Horizon response:	ID Recognition Zone Information: Smoking Thunder Guild/ Hamelin No Combat Allowed Access: Not Allowed No Skill Use
context: Let's go, Minori!\Stop!\Tohya, it's not safe here!\R-Right!\What are you doing?\Th-The door...\Zone Setting: Guild Building Access Restricted Owner: Shiroe Guild: Log Horizon\ID Recognition Zone Information: Smoking Thunder Guild/ Hamelin No Combat Allowed Access: Not Allowed No Skill Use response:	A character who owns a zone
context: Stop!\Tohya, it's not safe here!\R-Right!\What are you doing?\Th-The door...\Zone Setting: Guild Building Access Restricted Owner: Shiroe Guild: Log Horizon\ID Recognition Zone Information: Smoking Thunder Guild/ Hamelin No Combat Allowed Access: Not Allowed No Skill Use\A character who owns a zone response:	can control who enters and exits.
context: Tohya, it's not safe here!\R-Right!\What are you doing?\Th-The door...\Zone Setting: Guild Building Access Restricted Owner: Shiroe Guild: Log Horizon\ID Recognition Zone Information: Smoking Thunder Guild/ Hamelin No Combat Allowed Access: Not Allowed No Skill Use\A character who owns a zone\can control who enters and exits. response:	They can add someone to a list, and prevent their entering.
context: R-Right!\What are you doing?\Th-The door...\Zone Setting: Guild Building Access Restricted Owner: Shiroe Guild: Log Horizon\ID Recognition Zone Information: Smoking Thunder Guild/ Hamelin No Combat Allowed Access: Not Allowed No Skill Use\A character who owns a zone\can control who enters and exits.\They can add someone to a list, and prevent their entering. response:	Huh?
context: What are you doing?\Th-The door...\Zone Setting: Guild Building Access Restricted Owner: Shiroe Guild: Log Horizon\ID Recognition Zone Information: Smoking Thunder Guild/ Hamelin No Combat Allowed Access: Not Allowed No Skill Use\A character who owns a zone\can control who enters and exits.\They can add someone to a list, and prevent their entering.\Huh? response:	No one's following us...
context: Th-The door...\Zone Setting: Guild Building Access Restricted Owner: Shiroe Guild: Log Horizon\ID Recognition Zone Information: Smoking Thunder Guild/ Hamelin No Combat Allowed Access: Not Allowed No Skill Use\A character who owns a zone\can control who enters and exits.\They can add someone to a list, and prevent their entering.\Huh?\No one's following us... response:	So you're the last two?
context: Zone Setting: Guild Building Access Restricted Owner: Shiroe Guild: Log Horizon\ID Recognition Zone Information: Smoking Thunder Guild/ Hamelin No Combat Allowed Access: Not Allowed No Skill Use\A character who owns a zone\can control who enters and exits.\They can add someone to a list, and prevent their entering.\Huh?\No one's following us...\So you're the last two? response:	I'm Shouryuu.
context: ID Recognition Zone Information: Smoking Thunder Guild/ Hamelin No Combat Allowed Access: Not Allowed No Skill Use\A character who owns a zone\can control who enters and exits.\They can add someone to a list, and prevent their entering.\Huh?\No one's following us...\So you're the last two?\I'm Shouryuu. response:	Shiroe sent me.
context: A character who owns a zone\can control who enters and exits.\They can add someone to a list, and prevent their entering.\Huh?\No one's following us...\So you're the last two?\I'm Shouryuu.\Shiroe sent me. response:	He did?
context: can control who enters and exits.\They can add someone to a list, and prevent their entering.\Huh?\No one's following us...\So you're the last two?\I'm Shouryuu.\Shiroe sent me.\He did? response:	Where is everyone?
context: They can add someone to a list, and prevent their entering.\Huh?\No one's following us...\So you're the last two?\I'm Shouryuu.\Shiroe sent me.\He did?\Where is everyone? response:	Waiting at the entrance.
context: Huh?\No one's following us...\So you're the last two?\I'm Shouryuu.\Shiroe sent me.\He did?\Where is everyone?\Waiting at the entrance. response:	Huh?
context: No one's following us...\So you're the last two?\I'm Shouryuu.\Shiroe sent me.\He did?\Where is everyone?\Waiting at the entrance.\Huh? response:	Come on, you can deal with
context: So you're the last two?\I'm Shouryuu.\Shiroe sent me.\He did?\Where is everyone?\Waiting at the entrance.\Huh?\Come on, you can deal with response:	Anyway, let's get to the entrance.
context: I'm Shouryuu.\Shiroe sent me.\He did?\Where is everyone?\Waiting at the entrance.\Huh?\Come on, you can deal with\Anyway, let's get to the entrance. response:	Right!
context: Shiroe sent me.\He did?\Where is everyone?\Waiting at the entrance.\Huh?\Come on, you can deal with\Anyway, let's get to the entrance.\Right! response:	I told you Huh?
context: He did?\Where is everyone?\Waiting at the entrance.\Huh?\Come on, you can deal with\Anyway, let's get to the entrance.\Right!\I told you Huh? response:	You stupid fox!
context: Where is everyone?\Waiting at the entrance.\Huh?\Come on, you can deal with\Anyway, let's get to the entrance.\Right!\I told you Huh?\You stupid fox! response:	That'll cause trouble for Mari I mean, the guild master!
context: Waiting at the entrance.\Huh?\Come on, you can deal with\Anyway, let's get to the entrance.\Right!\I told you Huh?\You stupid fox!\That'll cause trouble for Mari I mean, the guild master! response:	I'm sorry.
context: Huh?\Come on, you can deal with\Anyway, let's get to the entrance.\Right!\I told you Huh?\You stupid fox!\That'll cause trouble for Mari I mean, the guild master!\I'm sorry. response:	Hey, quit stumbling around. You look pathetic.
context: Come on, you can deal with\Anyway, let's get to the entrance.\Right!\I told you Huh?\You stupid fox!\That'll cause trouble for Mari I mean, the guild master!\I'm sorry.\Hey, quit stumbling around. You look pathetic. response:	You're so mean, Tohya.
context: Anyway, let's get to the entrance.\Right!\I told you Huh?\You stupid fox!\That'll cause trouble for Mari I mean, the guild master!\I'm sorry.\Hey, quit stumbling around. You look pathetic.\You're so mean, Tohya. response:	It hurts, doesn't it?
context: Right!\I told you Huh?\You stupid fox!\That'll cause trouble for Mari I mean, the guild master!\I'm sorry.\Hey, quit stumbling around. You look pathetic.\You're so mean, Tohya.\It hurts, doesn't it? response:	But this doesn't count as combat.
context: I told you Huh?\You stupid fox!\That'll cause trouble for Mari I mean, the guild master!\I'm sorry.\Hey, quit stumbling around. You look pathetic.\You're so mean, Tohya.\It hurts, doesn't it?\But this doesn't count as combat. response:	What did you do to the guild hall?!
context: You stupid fox!\That'll cause trouble for Mari I mean, the guild master!\I'm sorry.\Hey, quit stumbling around. You look pathetic.\You're so mean, Tohya.\It hurts, doesn't it?\But this doesn't count as combat.\What did you do to the guild hall?! response:	What's that look for?!
context: That'll cause trouble for Mari I mean, the guild master!\I'm sorry.\Hey, quit stumbling around. You look pathetic.\You're so mean, Tohya.\It hurts, doesn't it?\But this doesn't count as combat.\What did you do to the guild hall?!\What's that look for?! response:	Tohya!
context: I'm sorry.\Hey, quit stumbling around. You look pathetic.\You're so mean, Tohya.\It hurts, doesn't it?\But this doesn't count as combat.\What did you do to the guild hall?!\What's that look for?!\Tohya! response:	Don't get cocky, brat.
context: Hey, quit stumbling around. You look pathetic.\You're so mean, Tohya.\It hurts, doesn't it?\But this doesn't count as combat.\What did you do to the guild hall?!\What's that look for?!\Tohya!\Don't get cocky, brat. response:	There's nowhere you can go!
context: You're so mean, Tohya.\It hurts, doesn't it?\But this doesn't count as combat.\What did you do to the guild hall?!\What's that look for?!\Tohya!\Don't get cocky, brat.\There's nowhere you can go! response:	Both of us... We have nowhere to go!
