context: Perfect. response:	Tea and Distance
context: If you stay with me, sooner or later you'll get hurt, too.\Why don't we try it, then?\I apologize for calling you here at this hour.\Please don't apologize.\I am happy to meet you anywhere, at any hour.\You've seemed ill at ease all day.\Is something wrong?\Is there something I'm not doing for you? response:	Not at all...
context: Why don't we try it, then?\I apologize for calling you here at this hour.\Please don't apologize.\I am happy to meet you anywhere, at any hour.\You've seemed ill at ease all day.\Is something wrong?\Is there something I'm not doing for you?\Not at all... response:	I-I feel like I'm being a nuisance.
context: I apologize for calling you here at this hour.\Please don't apologize.\I am happy to meet you anywhere, at any hour.\You've seemed ill at ease all day.\Is something wrong?\Is there something I'm not doing for you?\Not at all...\I-I feel like I'm being a nuisance. response:	I apologize.
context: Please don't apologize.\I am happy to meet you anywhere, at any hour.\You've seemed ill at ease all day.\Is something wrong?\Is there something I'm not doing for you?\Not at all...\I-I feel like I'm being a nuisance.\I apologize. response:	But...
context: I am happy to meet you anywhere, at any hour.\You've seemed ill at ease all day.\Is something wrong?\Is there something I'm not doing for you?\Not at all...\I-I feel like I'm being a nuisance.\I apologize.\But... response:	You really do observe me well.
context: You've seemed ill at ease all day.\Is something wrong?\Is there something I'm not doing for you?\Not at all...\I-I feel like I'm being a nuisance.\I apologize.\But...\You really do observe me well. response:	Of course I do.
context: Is something wrong?\Is there something I'm not doing for you?\Not at all...\I-I feel like I'm being a nuisance.\I apologize.\But...\You really do observe me well.\Of course I do. response:	You were quite pale this morning.
context: Is there something I'm not doing for you?\Not at all...\I-I feel like I'm being a nuisance.\I apologize.\But...\You really do observe me well.\Of course I do.\You were quite pale this morning. response:	And then,
context: Not at all...\I-I feel like I'm being a nuisance.\I apologize.\But...\You really do observe me well.\Of course I do.\You were quite pale this morning.\And then, response:	though you always step into the elevator with your right foot,
context: I-I feel like I'm being a nuisance.\I apologize.\But...\You really do observe me well.\Of course I do.\You were quite pale this morning.\And then,\though you always step into the elevator with your right foot, response:	this morning, you entered with your left.
context: I apologize.\But...\You really do observe me well.\Of course I do.\You were quite pale this morning.\And then,\though you always step into the elevator with your right foot,\this morning, you entered with your left. response:	What?
context: But...\You really do observe me well.\Of course I do.\You were quite pale this morning.\And then,\though you always step into the elevator with your right foot,\this morning, you entered with your left.\What? response:	You also added 1.5 grams more sugar
context: You really do observe me well.\Of course I do.\You were quite pale this morning.\And then,\though you always step into the elevator with your right foot,\this morning, you entered with your left.\What?\You also added 1.5 grams more sugar response:	into your tea than usual.
context: Of course I do.\You were quite pale this morning.\And then,\though you always step into the elevator with your right foot,\this morning, you entered with your left.\What?\You also added 1.5 grams more sugar\into your tea than usual. response:	And though you habitually fasten your seatbelt once you're seated in the car,
context: You were quite pale this morning.\And then,\though you always step into the elevator with your right foot,\this morning, you entered with your left.\What?\You also added 1.5 grams more sugar\into your tea than usual.\And though you habitually fasten your seatbelt once you're seated in the car, response:	today, the car had almost started before you fastened it.
context: And then,\though you always step into the elevator with your right foot,\this morning, you entered with your left.\What?\You also added 1.5 grams more sugar\into your tea than usual.\And though you habitually fasten your seatbelt once you're seated in the car,\today, the car had almost started before you fastened it. response:	J-Just one second...
context: though you always step into the elevator with your right foot,\this morning, you entered with your left.\What?\You also added 1.5 grams more sugar\into your tea than usual.\And though you habitually fasten your seatbelt once you're seated in the car,\today, the car had almost started before you fastened it.\J-Just one second... response:	And normally, you wipe your right lens first when cleaning your glasses,
context: this morning, you entered with your left.\What?\You also added 1.5 grams more sugar\into your tea than usual.\And though you habitually fasten your seatbelt once you're seated in the car,\today, the car had almost started before you fastened it.\J-Just one second...\And normally, you wipe your right lens first when cleaning your glasses, response:	but today, you began with the left.
context: What?\You also added 1.5 grams more sugar\into your tea than usual.\And though you habitually fasten your seatbelt once you're seated in the car,\today, the car had almost started before you fastened it.\J-Just one second...\And normally, you wipe your right lens first when cleaning your glasses,\but today, you began with the left. response:	You pour soy sauce clockwise on your eggs. Yet today, the motion
context: You also added 1.5 grams more sugar\into your tea than usual.\And though you habitually fasten your seatbelt once you're seated in the car,\today, the car had almost started before you fastened it.\J-Just one second...\And normally, you wipe your right lens first when cleaning your glasses,\but today, you began with the left.\You pour soy sauce clockwise on your eggs. Yet today, the motion response:	was counter-clockwise, with an extra shake of black pepper.
context: into your tea than usual.\And though you habitually fasten your seatbelt once you're seated in the car,\today, the car had almost started before you fastened it.\J-Just one second...\And normally, you wipe your right lens first when cleaning your glasses,\but today, you began with the left.\You pour soy sauce clockwise on your eggs. Yet today, the motion\was counter-clockwise, with an extra shake of black pepper. response:	What's more, while you were washing your hands...
context: And though you habitually fasten your seatbelt once you're seated in the car,\today, the car had almost started before you fastened it.\J-Just one second...\And normally, you wipe your right lens first when cleaning your glasses,\but today, you began with the left.\You pour soy sauce clockwise on your eggs. Yet today, the motion\was counter-clockwise, with an extra shake of black pepper.\What's more, while you were washing your hands... response:	What the hell have you been looking at?!
context: today, the car had almost started before you fastened it.\J-Just one second...\And normally, you wipe your right lens first when cleaning your glasses,\but today, you began with the left.\You pour soy sauce clockwise on your eggs. Yet today, the motion\was counter-clockwise, with an extra shake of black pepper.\What's more, while you were washing your hands...\What the hell have you been looking at?! response:	At everything that you do.
context: J-Just one second...\And normally, you wipe your right lens first when cleaning your glasses,\but today, you began with the left.\You pour soy sauce clockwise on your eggs. Yet today, the motion\was counter-clockwise, with an extra shake of black pepper.\What's more, while you were washing your hands...\What the hell have you been looking at?!\At everything that you do. response:	No detail is too minor for me to notice.
context: And normally, you wipe your right lens first when cleaning your glasses,\but today, you began with the left.\You pour soy sauce clockwise on your eggs. Yet today, the motion\was counter-clockwise, with an extra shake of black pepper.\What's more, while you were washing your hands...\What the hell have you been looking at?!\At everything that you do.\No detail is too minor for me to notice. response:	I was an idiot to ask.
context: but today, you began with the left.\You pour soy sauce clockwise on your eggs. Yet today, the motion\was counter-clockwise, with an extra shake of black pepper.\What's more, while you were washing your hands...\What the hell have you been looking at?!\At everything that you do.\No detail is too minor for me to notice.\I was an idiot to ask. response:	There's nothing wrong with me.
context: You pour soy sauce clockwise on your eggs. Yet today, the motion\was counter-clockwise, with an extra shake of black pepper.\What's more, while you were washing your hands...\What the hell have you been looking at?!\At everything that you do.\No detail is too minor for me to notice.\I was an idiot to ask.\There's nothing wrong with me. response:	And I am certainly not dissatisfied with you in the least!
context: was counter-clockwise, with an extra shake of black pepper.\What's more, while you were washing your hands...\What the hell have you been looking at?!\At everything that you do.\No detail is too minor for me to notice.\I was an idiot to ask.\There's nothing wrong with me.\And I am certainly not dissatisfied with you in the least! response:	But you aren't being fair...
context: What's more, while you were washing your hands...\What the hell have you been looking at?!\At everything that you do.\No detail is too minor for me to notice.\I was an idiot to ask.\There's nothing wrong with me.\And I am certainly not dissatisfied with you in the least!\But you aren't being fair... response:	You only care about me,
context: What the hell have you been looking at?!\At everything that you do.\No detail is too minor for me to notice.\I was an idiot to ask.\There's nothing wrong with me.\And I am certainly not dissatisfied with you in the least!\But you aren't being fair...\You only care about me, response:	but you don't let me know anything about you.
context: At everything that you do.\No detail is too minor for me to notice.\I was an idiot to ask.\There's nothing wrong with me.\And I am certainly not dissatisfied with you in the least!\But you aren't being fair...\You only care about me,\but you don't let me know anything about you. response:	It isn't equal.
context: No detail is too minor for me to notice.\I was an idiot to ask.\There's nothing wrong with me.\And I am certainly not dissatisfied with you in the least!\But you aren't being fair...\You only care about me,\but you don't let me know anything about you.\It isn't equal. response:	It's unpleasant to be in that position.
context: I was an idiot to ask.\There's nothing wrong with me.\And I am certainly not dissatisfied with you in the least!\But you aren't being fair...\You only care about me,\but you don't let me know anything about you.\It isn't equal.\It's unpleasant to be in that position. response:	I am unworthy of your kind words.
context: There's nothing wrong with me.\And I am certainly not dissatisfied with you in the least!\But you aren't being fair...\You only care about me,\but you don't let me know anything about you.\It isn't equal.\It's unpleasant to be in that position.\I am unworthy of your kind words. response:	To think that you'd have such compassion for me,
context: And I am certainly not dissatisfied with you in the least!\But you aren't being fair...\You only care about me,\but you don't let me know anything about you.\It isn't equal.\It's unpleasant to be in that position.\I am unworthy of your kind words.\To think that you'd have such compassion for me, response:	when I am but your dog.
context: But you aren't being fair...\You only care about me,\but you don't let me know anything about you.\It isn't equal.\It's unpleasant to be in that position.\I am unworthy of your kind words.\To think that you'd have such compassion for me,\when I am but your dog. response:	That sort of behavior is exactly what I'm talking about.
context: You only care about me,\but you don't let me know anything about you.\It isn't equal.\It's unpleasant to be in that position.\I am unworthy of your kind words.\To think that you'd have such compassion for me,\when I am but your dog.\That sort of behavior is exactly what I'm talking about. response:	But...
context: but you don't let me know anything about you.\It isn't equal.\It's unpleasant to be in that position.\I am unworthy of your kind words.\To think that you'd have such compassion for me,\when I am but your dog.\That sort of behavior is exactly what I'm talking about.\But... response:	I don't know
context: It isn't equal.\It's unpleasant to be in that position.\I am unworthy of your kind words.\To think that you'd have such compassion for me,\when I am but your dog.\That sort of behavior is exactly what I'm talking about.\But...\I don't know response:	how to interact with someone other than to serve them.
context: It's unpleasant to be in that position.\I am unworthy of your kind words.\To think that you'd have such compassion for me,\when I am but your dog.\That sort of behavior is exactly what I'm talking about.\But...\I don't know\how to interact with someone other than to serve them. response:	That's how I've spent my life.
context: I am unworthy of your kind words.\To think that you'd have such compassion for me,\when I am but your dog.\That sort of behavior is exactly what I'm talking about.\But...\I don't know\how to interact with someone other than to serve them.\That's how I've spent my life. response:	Miketsukami...
context: To think that you'd have such compassion for me,\when I am but your dog.\That sort of behavior is exactly what I'm talking about.\But...\I don't know\how to interact with someone other than to serve them.\That's how I've spent my life.\Miketsukami... response:	I am the least qualified person to lecture anyone
context: when I am but your dog.\That sort of behavior is exactly what I'm talking about.\But...\I don't know\how to interact with someone other than to serve them.\That's how I've spent my life.\Miketsukami...\I am the least qualified person to lecture anyone response:	on how to communicate with others.
context: That sort of behavior is exactly what I'm talking about.\But...\I don't know\how to interact with someone other than to serve them.\That's how I've spent my life.\Miketsukami...\I am the least qualified person to lecture anyone\on how to communicate with others. response:	But I feel like
context: But...\I don't know\how to interact with someone other than to serve them.\That's how I've spent my life.\Miketsukami...\I am the least qualified person to lecture anyone\on how to communicate with others.\But I feel like response:	the distance between us is far greater
context: I don't know\how to interact with someone other than to serve them.\That's how I've spent my life.\Miketsukami...\I am the least qualified person to lecture anyone\on how to communicate with others.\But I feel like\the distance between us is far greater response:	than that of everyone else here.
context: how to interact with someone other than to serve them.\That's how I've spent my life.\Miketsukami...\I am the least qualified person to lecture anyone\on how to communicate with others.\But I feel like\the distance between us is far greater\than that of everyone else here. response:	Miss Ririchiyo...
context: That's how I've spent my life.\Miketsukami...\I am the least qualified person to lecture anyone\on how to communicate with others.\But I feel like\the distance between us is far greater\than that of everyone else here.\Miss Ririchiyo... response:	Wh-Which is why tomorrow, you're joining me for tea.
context: Miketsukami...\I am the least qualified person to lecture anyone\on how to communicate with others.\But I feel like\the distance between us is far greater\than that of everyone else here.\Miss Ririchiyo...\Wh-Which is why tomorrow, you're joining me for tea. response:	And I'll make the coffee.
context: I am the least qualified person to lecture anyone\on how to communicate with others.\But I feel like\the distance between us is far greater\than that of everyone else here.\Miss Ririchiyo...\Wh-Which is why tomorrow, you're joining me for tea.\And I'll make the coffee. response:	During this time, we will be equals.
context: on how to communicate with others.\But I feel like\the distance between us is far greater\than that of everyone else here.\Miss Ririchiyo...\Wh-Which is why tomorrow, you're joining me for tea.\And I'll make the coffee.\During this time, we will be equals. response:	You are forbidden to be formal with me.
context: But I feel like\the distance between us is far greater\than that of everyone else here.\Miss Ririchiyo...\Wh-Which is why tomorrow, you're joining me for tea.\And I'll make the coffee.\During this time, we will be equals.\You are forbidden to be formal with me. response:	Wh-What's wrong?
context: the distance between us is far greater\than that of everyone else here.\Miss Ririchiyo...\Wh-Which is why tomorrow, you're joining me for tea.\And I'll make the coffee.\During this time, we will be equals.\You are forbidden to be formal with me.\Wh-What's wrong? response:	Don't tell me you hate coffee.
context: than that of everyone else here.\Miss Ririchiyo...\Wh-Which is why tomorrow, you're joining me for tea.\And I'll make the coffee.\During this time, we will be equals.\You are forbidden to be formal with me.\Wh-What's wrong?\Don't tell me you hate coffee. response:	No...
context: Miss Ririchiyo...\Wh-Which is why tomorrow, you're joining me for tea.\And I'll make the coffee.\During this time, we will be equals.\You are forbidden to be formal with me.\Wh-What's wrong?\Don't tell me you hate coffee.\No... response:	My head was just so filled with you
context: Wh-Which is why tomorrow, you're joining me for tea.\And I'll make the coffee.\During this time, we will be equals.\You are forbidden to be formal with me.\Wh-What's wrong?\Don't tell me you hate coffee.\No...\My head was just so filled with you response:	that I lost control of my breath...
context: And I'll make the coffee.\During this time, we will be equals.\You are forbidden to be formal with me.\Wh-What's wrong?\Don't tell me you hate coffee.\No...\My head was just so filled with you\that I lost control of my breath... response:	You were actually panting.
context: During this time, we will be equals.\You are forbidden to be formal with me.\Wh-What's wrong?\Don't tell me you hate coffee.\No...\My head was just so filled with you\that I lost control of my breath...\You were actually panting. response:	So you can drink coffee?
context: You are forbidden to be formal with me.\Wh-What's wrong?\Don't tell me you hate coffee.\No...\My head was just so filled with you\that I lost control of my breath...\You were actually panting.\So you can drink coffee? response:	Do you like it?
context: Wh-What's wrong?\Don't tell me you hate coffee.\No...\My head was just so filled with you\that I lost control of my breath...\You were actually panting.\So you can drink coffee?\Do you like it? response:	Yes... I do.
context: Don't tell me you hate coffee.\No...\My head was just so filled with you\that I lost control of my breath...\You were actually panting.\So you can drink coffee?\Do you like it?\Yes... I do. response:	I like it.
context: No...\My head was just so filled with you\that I lost control of my breath...\You were actually panting.\So you can drink coffee?\Do you like it?\Yes... I do.\I like it. response:	I really like it.
context: My head was just so filled with you\that I lost control of my breath...\You were actually panting.\So you can drink coffee?\Do you like it?\Yes... I do.\I like it.\I really like it. response:	I love it!
context: that I lost control of my breath...\You were actually panting.\So you can drink coffee?\Do you like it?\Yes... I do.\I like it.\I really like it.\I love it! response:	O-Oh, that much?
context: You were actually panting.\So you can drink coffee?\Do you like it?\Yes... I do.\I like it.\I really like it.\I love it!\O-Oh, that much? response:	Yes. If I were to express it in words, I would say,
context: So you can drink coffee?\Do you like it?\Yes... I do.\I like it.\I really like it.\I love it!\O-Oh, that much?\Yes. If I were to express it in words, I would say, response:	As usual, I can only interact with others in a distorted way.
context: Do you like it?\Yes... I do.\I like it.\I really like it.\I love it!\O-Oh, that much?\Yes. If I were to express it in words, I would say,\As usual, I can only interact with others in a distorted way. response:	without it, my world would be shrouded in darkness.
context: Yes... I do.\I like it.\I really like it.\I love it!\O-Oh, that much?\Yes. If I were to express it in words, I would say,\As usual, I can only interact with others in a distorted way.\without it, my world would be shrouded in darkness. response:	But today, I feel
context: I like it.\I really like it.\I love it!\O-Oh, that much?\Yes. If I were to express it in words, I would say,\As usual, I can only interact with others in a distorted way.\without it, my world would be shrouded in darkness.\But today, I feel response:	That much?!
context: I really like it.\I love it!\O-Oh, that much?\Yes. If I were to express it in words, I would say,\As usual, I can only interact with others in a distorted way.\without it, my world would be shrouded in darkness.\But today, I feel\That much?! response:	like I got to know you a little bit.
context: I love it!\O-Oh, that much?\Yes. If I were to express it in words, I would say,\As usual, I can only interact with others in a distorted way.\without it, my world would be shrouded in darkness.\But today, I feel\That much?!\like I got to know you a little bit. response:	I could never say enough about it.
context: O-Oh, that much?\Yes. If I were to express it in words, I would say,\As usual, I can only interact with others in a distorted way.\without it, my world would be shrouded in darkness.\But today, I feel\That much?!\like I got to know you a little bit.\I could never say enough about it. response:	If necessary, I could speak of my love until the night turns to dawn.
context: Yes. If I were to express it in words, I would say,\As usual, I can only interact with others in a distorted way.\without it, my world would be shrouded in darkness.\But today, I feel\That much?!\like I got to know you a little bit.\I could never say enough about it.\If necessary, I could speak of my love until the night turns to dawn. response:	You're a little like me, and that made me happy.
context: As usual, I can only interact with others in a distorted way.\without it, my world would be shrouded in darkness.\But today, I feel\That much?!\like I got to know you a little bit.\I could never say enough about it.\If necessary, I could speak of my love until the night turns to dawn.\You're a little like me, and that made me happy. response:	You're a little like me, and that made me happy.
context: without it, my world would be shrouded in darkness.\But today, I feel\That much?!\like I got to know you a little bit.\I could never say enough about it.\If necessary, I could speak of my love until the night turns to dawn.\You're a little like me, and that made me happy.\You're a little like me, and that made me happy. response:	Let the first Ayakashi Kan partner games begin!
context: But today, I feel\That much?!\like I got to know you a little bit.\I could never say enough about it.\If necessary, I could speak of my love until the night turns to dawn.\You're a little like me, and that made me happy.\You're a little like me, and that made me happy.\Let the first Ayakashi Kan partner games begin! response:	What are we doing?
context: That much?!\like I got to know you a little bit.\I could never say enough about it.\If necessary, I could speak of my love until the night turns to dawn.\You're a little like me, and that made me happy.\You're a little like me, and that made me happy.\Let the first Ayakashi Kan partner games begin!\What are we doing? response:	We're playing games in pairs.
context: like I got to know you a little bit.\I could never say enough about it.\If necessary, I could speak of my love until the night turns to dawn.\You're a little like me, and that made me happy.\You're a little like me, and that made me happy.\Let the first Ayakashi Kan partner games begin!\What are we doing?\We're playing games in pairs. response:	In other words, a fateful moment in time when the bond between partners is tested.
context: I could never say enough about it.\If necessary, I could speak of my love until the night turns to dawn.\You're a little like me, and that made me happy.\You're a little like me, and that made me happy.\Let the first Ayakashi Kan partner games begin!\What are we doing?\We're playing games in pairs.\In other words, a fateful moment in time when the bond between partners is tested. response:	What the hell are you talking about?
context: If necessary, I could speak of my love until the night turns to dawn.\You're a little like me, and that made me happy.\You're a little like me, and that made me happy.\Let the first Ayakashi Kan partner games begin!\What are we doing?\We're playing games in pairs.\In other words, a fateful moment in time when the bond between partners is tested.\What the hell are you talking about? response:	Will he understand me? Does he actually understand me?
context: You're a little like me, and that made me happy.\You're a little like me, and that made me happy.\Let the first Ayakashi Kan partner games begin!\What are we doing?\We're playing games in pairs.\In other words, a fateful moment in time when the bond between partners is tested.\What the hell are you talking about?\Will he understand me? Does he actually understand me? response:	Day of the Promise.
context: You're a little like me, and that made me happy.\Let the first Ayakashi Kan partner games begin!\What are we doing?\We're playing games in pairs.\In other words, a fateful moment in time when the bond between partners is tested.\What the hell are you talking about?\Will he understand me? Does he actually understand me?\Day of the Promise. response:	Stop ignoring me!
context: Let the first Ayakashi Kan partner games begin!\What are we doing?\We're playing games in pairs.\In other words, a fateful moment in time when the bond between partners is tested.\What the hell are you talking about?\Will he understand me? Does he actually understand me?\Day of the Promise.\Stop ignoring me! response:	Zange!
context: What are we doing?\We're playing games in pairs.\In other words, a fateful moment in time when the bond between partners is tested.\What the hell are you talking about?\Will he understand me? Does he actually understand me?\Day of the Promise.\Stop ignoring me!\Zange! response:	Day of the Promise
context: We're playing games in pairs.\In other words, a fateful moment in time when the bond between partners is tested.\What the hell are you talking about?\Will he understand me? Does he actually understand me?\Day of the Promise.\Stop ignoring me!\Zange!\Day of the Promise response:	There will also be a wardrobe malfunction.
context: In other words, a fateful moment in time when the bond between partners is tested.\What the hell are you talking about?\Will he understand me? Does he actually understand me?\Day of the Promise.\Stop ignoring me!\Zange!\Day of the Promise\There will also be a wardrobe malfunction. response:	Hmph, definitely do watch the next episode, too.
