context: Quit part-time job response:	Thanks for your support so far.
context: you could be friends again.\If you two meet again, things might go well.\Your kindness is misplaced.\Oops.\Oops.\I did the same things to them...\You and me are alike, huh?\No. We are not. response:	We are alike.
context: If you two meet again, things might go well.\Your kindness is misplaced.\Oops.\Oops.\I did the same things to them...\You and me are alike, huh?\No. We are not.\We are alike. response:	We are not.
context: Your kindness is misplaced.\Oops.\Oops.\I did the same things to them...\You and me are alike, huh?\No. We are not.\We are alike.\We are not. response:	Well.
context: Oops.\Oops.\I did the same things to them...\You and me are alike, huh?\No. We are not.\We are alike.\We are not.\Well. response:	If Nishimiya-san hadn't come, we all would have been happy.
context: Oops.\I did the same things to them...\You and me are alike, huh?\No. We are not.\We are alike.\We are not.\Well.\If Nishimiya-san hadn't come, we all would have been happy. response:	Don't jump to a conclusion like that by yourself.
context: I did the same things to them...\You and me are alike, huh?\No. We are not.\We are alike.\We are not.\Well.\If Nishimiya-san hadn't come, we all would have been happy.\Don't jump to a conclusion like that by yourself. response:	But wasn't it correct?
context: You and me are alike, huh?\No. We are not.\We are alike.\We are not.\Well.\If Nishimiya-san hadn't come, we all would have been happy.\Don't jump to a conclusion like that by yourself.\But wasn't it correct? response:	If she had not be there,
context: No. We are not.\We are alike.\We are not.\Well.\If Nishimiya-san hadn't come, we all would have been happy.\Don't jump to a conclusion like that by yourself.\But wasn't it correct?\If she had not be there, response:	I wouldn't have had a quarrel with Sahara,
context: We are alike.\We are not.\Well.\If Nishimiya-san hadn't come, we all would have been happy.\Don't jump to a conclusion like that by yourself.\But wasn't it correct?\If she had not be there,\I wouldn't have had a quarrel with Sahara, response:	and the friendship between Ishida and Shimada wouldn't have been broken.
context: We are not.\Well.\If Nishimiya-san hadn't come, we all would have been happy.\Don't jump to a conclusion like that by yourself.\But wasn't it correct?\If she had not be there,\I wouldn't have had a quarrel with Sahara,\and the friendship between Ishida and Shimada wouldn't have been broken. response:	I want to go back to the time when Nishimiya-san first came.
context: Well.\If Nishimiya-san hadn't come, we all would have been happy.\Don't jump to a conclusion like that by yourself.\But wasn't it correct?\If she had not be there,\I wouldn't have had a quarrel with Sahara,\and the friendship between Ishida and Shimada wouldn't have been broken.\I want to go back to the time when Nishimiya-san first came. response:	As for things with Shimada,
context: If Nishimiya-san hadn't come, we all would have been happy.\Don't jump to a conclusion like that by yourself.\But wasn't it correct?\If she had not be there,\I wouldn't have had a quarrel with Sahara,\and the friendship between Ishida and Shimada wouldn't have been broken.\I want to go back to the time when Nishimiya-san first came.\As for things with Shimada, response:	I did it on purpose.
context: Don't jump to a conclusion like that by yourself.\But wasn't it correct?\If she had not be there,\I wouldn't have had a quarrel with Sahara,\and the friendship between Ishida and Shimada wouldn't have been broken.\I want to go back to the time when Nishimiya-san first came.\As for things with Shimada,\I did it on purpose. response:	Ishida, do you hate me?
context: But wasn't it correct?\If she had not be there,\I wouldn't have had a quarrel with Sahara,\and the friendship between Ishida and Shimada wouldn't have been broken.\I want to go back to the time when Nishimiya-san first came.\As for things with Shimada,\I did it on purpose.\Ishida, do you hate me? response:	Perhaps yes.
context: If she had not be there,\I wouldn't have had a quarrel with Sahara,\and the friendship between Ishida and Shimada wouldn't have been broken.\I want to go back to the time when Nishimiya-san first came.\As for things with Shimada,\I did it on purpose.\Ishida, do you hate me?\Perhaps yes. response:	Now I feel like riding a ferris wheel.
context: I wouldn't have had a quarrel with Sahara,\and the friendship between Ishida and Shimada wouldn't have been broken.\I want to go back to the time when Nishimiya-san first came.\As for things with Shimada,\I did it on purpose.\Ishida, do you hate me?\Perhaps yes.\Now I feel like riding a ferris wheel. response:	Want to ride with Nishimiya-san.
context: and the friendship between Ishida and Shimada wouldn't have been broken.\I want to go back to the time when Nishimiya-san first came.\As for things with Shimada,\I did it on purpose.\Ishida, do you hate me?\Perhaps yes.\Now I feel like riding a ferris wheel.\Want to ride with Nishimiya-san. response:	H-Hey!
context: I want to go back to the time when Nishimiya-san first came.\As for things with Shimada,\I did it on purpose.\Ishida, do you hate me?\Perhaps yes.\Now I feel like riding a ferris wheel.\Want to ride with Nishimiya-san.\H-Hey! response:	Huh?
context: As for things with Shimada,\I did it on purpose.\Ishida, do you hate me?\Perhaps yes.\Now I feel like riding a ferris wheel.\Want to ride with Nishimiya-san.\H-Hey!\Huh? response:	Nishimiya-san, let's ride the ferris wheel together.
context: I did it on purpose.\Ishida, do you hate me?\Perhaps yes.\Now I feel like riding a ferris wheel.\Want to ride with Nishimiya-san.\H-Hey!\Huh?\Nishimiya-san, let's ride the ferris wheel together. response:	Hey, Ueno!
context: Ishida, do you hate me?\Perhaps yes.\Now I feel like riding a ferris wheel.\Want to ride with Nishimiya-san.\H-Hey!\Huh?\Nishimiya-san, let's ride the ferris wheel together.\Hey, Ueno! response:	Sis, sorry, but take this camera with you.
context: Perhaps yes.\Now I feel like riding a ferris wheel.\Want to ride with Nishimiya-san.\H-Hey!\Huh?\Nishimiya-san, let's ride the ferris wheel together.\Hey, Ueno!\Sis, sorry, but take this camera with you. response:	I'm going to ride the jet coaster again.
context: Now I feel like riding a ferris wheel.\Want to ride with Nishimiya-san.\H-Hey!\Huh?\Nishimiya-san, let's ride the ferris wheel together.\Hey, Ueno!\Sis, sorry, but take this camera with you.\I'm going to ride the jet coaster again. response:	Shoya is in his room.
context: Want to ride with Nishimiya-san.\H-Hey!\Huh?\Nishimiya-san, let's ride the ferris wheel together.\Hey, Ueno!\Sis, sorry, but take this camera with you.\I'm going to ride the jet coaster again.\Shoya is in his room. response:	Hi.
context: H-Hey!\Huh?\Nishimiya-san, let's ride the ferris wheel together.\Hey, Ueno!\Sis, sorry, but take this camera with you.\I'm going to ride the jet coaster again.\Shoya is in his room.\Hi. response:	I got a highly confidential movie.
context: Huh?\Nishimiya-san, let's ride the ferris wheel together.\Hey, Ueno!\Sis, sorry, but take this camera with you.\I'm going to ride the jet coaster again.\Shoya is in his room.\Hi.\I got a highly confidential movie. response:	Movie from the ferris wheel?
context: Nishimiya-san, let's ride the ferris wheel together.\Hey, Ueno!\Sis, sorry, but take this camera with you.\I'm going to ride the jet coaster again.\Shoya is in his room.\Hi.\I got a highly confidential movie.\Movie from the ferris wheel? response:	Yes.
context: Hey, Ueno!\Sis, sorry, but take this camera with you.\I'm going to ride the jet coaster again.\Shoya is in his room.\Hi.\I got a highly confidential movie.\Movie from the ferris wheel?\Yes. response:	Huh? What do you mean?
context: Sis, sorry, but take this camera with you.\I'm going to ride the jet coaster again.\Shoya is in his room.\Hi.\I got a highly confidential movie.\Movie from the ferris wheel?\Yes.\Huh? What do you mean? response:	Peepingcam.
context: I'm going to ride the jet coaster again.\Shoya is in his room.\Hi.\I got a highly confidential movie.\Movie from the ferris wheel?\Yes.\Huh? What do you mean?\Peepingcam. response:	Well, I...
context: Shoya is in his room.\Hi.\I got a highly confidential movie.\Movie from the ferris wheel?\Yes.\Huh? What do you mean?\Peepingcam.\Well, I... response:	I hate you.
context: Hi.\I got a highly confidential movie.\Movie from the ferris wheel?\Yes.\Huh? What do you mean?\Peepingcam.\Well, I...\I hate you. response:	Let's not use it.
context: I got a highly confidential movie.\Movie from the ferris wheel?\Yes.\Huh? What do you mean?\Peepingcam.\Well, I...\I hate you.\Let's not use it. response:	I'll speak clearly so that you can understand
context: Movie from the ferris wheel?\Yes.\Huh? What do you mean?\Peepingcam.\Well, I...\I hate you.\Let's not use it.\I'll speak clearly so that you can understand response:	and I'll listen to what you say.
context: Yes.\Huh? What do you mean?\Peepingcam.\Well, I...\I hate you.\Let's not use it.\I'll speak clearly so that you can understand\and I'll listen to what you say. response:	Back in elementary school,
context: Huh? What do you mean?\Peepingcam.\Well, I...\I hate you.\Let's not use it.\I'll speak clearly so that you can understand\and I'll listen to what you say.\Back in elementary school, response:	I didn't understand you enough.
context: Peepingcam.\Well, I...\I hate you.\Let's not use it.\I'll speak clearly so that you can understand\and I'll listen to what you say.\Back in elementary school,\I didn't understand you enough. response:	But, I think you didn't understand us either.
context: Well, I...\I hate you.\Let's not use it.\I'll speak clearly so that you can understand\and I'll listen to what you say.\Back in elementary school,\I didn't understand you enough.\But, I think you didn't understand us either. response:	That's why you bothered me with the weird notebook
context: I hate you.\Let's not use it.\I'll speak clearly so that you can understand\and I'll listen to what you say.\Back in elementary school,\I didn't understand you enough.\But, I think you didn't understand us either.\That's why you bothered me with the weird notebook response:	and always smiled insincerely.
context: Let's not use it.\I'll speak clearly so that you can understand\and I'll listen to what you say.\Back in elementary school,\I didn't understand you enough.\But, I think you didn't understand us either.\That's why you bothered me with the weird notebook\and always smiled insincerely. response:	You always said sorry when something happened.
context: I'll speak clearly so that you can understand\and I'll listen to what you say.\Back in elementary school,\I didn't understand you enough.\But, I think you didn't understand us either.\That's why you bothered me with the weird notebook\and always smiled insincerely.\You always said sorry when something happened. response:	So I changed my manners.
context: and I'll listen to what you say.\Back in elementary school,\I didn't understand you enough.\But, I think you didn't understand us either.\That's why you bothered me with the weird notebook\and always smiled insincerely.\You always said sorry when something happened.\So I changed my manners. response:	I ignored you and talked about you behind your back.
context: Back in elementary school,\I didn't understand you enough.\But, I think you didn't understand us either.\That's why you bothered me with the weird notebook\and always smiled insincerely.\You always said sorry when something happened.\So I changed my manners.\I ignored you and talked about you behind your back. response:	These were my signals not to interfere anymore.
context: I didn't understand you enough.\But, I think you didn't understand us either.\That's why you bothered me with the weird notebook\and always smiled insincerely.\You always said sorry when something happened.\So I changed my manners.\I ignored you and talked about you behind your back.\These were my signals not to interfere anymore. response:	But,
context: But, I think you didn't understand us either.\That's why you bothered me with the weird notebook\and always smiled insincerely.\You always said sorry when something happened.\So I changed my manners.\I ignored you and talked about you behind your back.\These were my signals not to interfere anymore.\But, response:	you didn't understand and got back at us.
context: That's why you bothered me with the weird notebook\and always smiled insincerely.\You always said sorry when something happened.\So I changed my manners.\I ignored you and talked about you behind your back.\These were my signals not to interfere anymore.\But,\you didn't understand and got back at us. response:	By ratting on us to adults.
context: and always smiled insincerely.\You always said sorry when something happened.\So I changed my manners.\I ignored you and talked about you behind your back.\These were my signals not to interfere anymore.\But,\you didn't understand and got back at us.\By ratting on us to adults. response:	As a result, Ishida lost his friends,
context: You always said sorry when something happened.\So I changed my manners.\I ignored you and talked about you behind your back.\These were my signals not to interfere anymore.\But,\you didn't understand and got back at us.\By ratting on us to adults.\As a result, Ishida lost his friends, response:	Alot of things around us were broken by you.
context: So I changed my manners.\I ignored you and talked about you behind your back.\These were my signals not to interfere anymore.\But,\you didn't understand and got back at us.\By ratting on us to adults.\As a result, Ishida lost his friends,\Alot of things around us were broken by you. response:	Actually, I don't want you to apologize.
context: I ignored you and talked about you behind your back.\These were my signals not to interfere anymore.\But,\you didn't understand and got back at us.\By ratting on us to adults.\As a result, Ishida lost his friends,\Alot of things around us were broken by you.\Actually, I don't want you to apologize. response:	We were very narrow minded in our childhood,
context: These were my signals not to interfere anymore.\But,\you didn't understand and got back at us.\By ratting on us to adults.\As a result, Ishida lost his friends,\Alot of things around us were broken by you.\Actually, I don't want you to apologize.\We were very narrow minded in our childhood, response:	and we did our best within those limitations.
context: But,\you didn't understand and got back at us.\By ratting on us to adults.\As a result, Ishida lost his friends,\Alot of things around us were broken by you.\Actually, I don't want you to apologize.\We were very narrow minded in our childhood,\and we did our best within those limitations. response:	But I don't want you to say let's be friends now.
context: you didn't understand and got back at us.\By ratting on us to adults.\As a result, Ishida lost his friends,\Alot of things around us were broken by you.\Actually, I don't want you to apologize.\We were very narrow minded in our childhood,\and we did our best within those limitations.\But I don't want you to say let's be friends now. response:	I still hate you, and
context: By ratting on us to adults.\As a result, Ishida lost his friends,\Alot of things around us were broken by you.\Actually, I don't want you to apologize.\We were very narrow minded in our childhood,\and we did our best within those limitations.\But I don't want you to say let's be friends now.\I still hate you, and response:	you still hate me.
context: As a result, Ishida lost his friends,\Alot of things around us were broken by you.\Actually, I don't want you to apologize.\We were very narrow minded in our childhood,\and we did our best within those limitations.\But I don't want you to say let's be friends now.\I still hate you, and\you still hate me. response:	But how about peace between you and me?
context: Alot of things around us were broken by you.\Actually, I don't want you to apologize.\We were very narrow minded in our childhood,\and we did our best within those limitations.\But I don't want you to say let's be friends now.\I still hate you, and\you still hate me.\But how about peace between you and me? response:	So let's shake hands, even if we both hate each other.
context: Actually, I don't want you to apologize.\We were very narrow minded in our childhood,\and we did our best within those limitations.\But I don't want you to say let's be friends now.\I still hate you, and\you still hate me.\But how about peace between you and me?\So let's shake hands, even if we both hate each other. response:	That'z not right...
context: We were very narrow minded in our childhood,\and we did our best within those limitations.\But I don't want you to say let's be friends now.\I still hate you, and\you still hate me.\But how about peace between you and me?\So let's shake hands, even if we both hate each other.\That'z not right... response:	I hate myzelf...
context: and we did our best within those limitations.\But I don't want you to say let's be friends now.\I still hate you, and\you still hate me.\But how about peace between you and me?\So let's shake hands, even if we both hate each other.\That'z not right...\I hate myzelf... response:	So what?
context: But I don't want you to say let's be friends now.\I still hate you, and\you still hate me.\But how about peace between you and me?\So let's shake hands, even if we both hate each other.\That'z not right...\I hate myzelf...\So what? response:	What's that?
context: I still hate you, and\you still hate me.\But how about peace between you and me?\So let's shake hands, even if we both hate each other.\That'z not right...\I hate myzelf...\So what?\What's that? response:	What now?
context: you still hate me.\But how about peace between you and me?\So let's shake hands, even if we both hate each other.\That'z not right...\I hate myzelf...\So what?\What's that?\What now? response:	Will you say I'm sorry again!?
context: But how about peace between you and me?\So let's shake hands, even if we both hate each other.\That'z not right...\I hate myzelf...\So what?\What's that?\What now?\Will you say I'm sorry again!? response:	After all,
context: So let's shake hands, even if we both hate each other.\That'z not right...\I hate myzelf...\So what?\What's that?\What now?\Will you say I'm sorry again!?\After all, response:	you will stop talking with me, as you did 5 years ago.
context: That'z not right...\I hate myzelf...\So what?\What's that?\What now?\Will you say I'm sorry again!?\After all,\you will stop talking with me, as you did 5 years ago. response:	What do you think?
context: I hate myzelf...\So what?\What's that?\What now?\Will you say I'm sorry again!?\After all,\you will stop talking with me, as you did 5 years ago.\What do you think? response:	I want Nishimiya
context: So what?\What's that?\What now?\Will you say I'm sorry again!?\After all,\you will stop talking with me, as you did 5 years ago.\What do you think?\I want Nishimiya response:	to like Nishimiya herself.
context: What's that?\What now?\Will you say I'm sorry again!?\After all,\you will stop talking with me, as you did 5 years ago.\What do you think?\I want Nishimiya\to like Nishimiya herself. response:	Ueno-san, right?
context: What now?\Will you say I'm sorry again!?\After all,\you will stop talking with me, as you did 5 years ago.\What do you think?\I want Nishimiya\to like Nishimiya herself.\Ueno-san, right? response:	Yes. Ueno?
context: Will you say I'm sorry again!?\After all,\you will stop talking with me, as you did 5 years ago.\What do you think?\I want Nishimiya\to like Nishimiya herself.\Ueno-san, right?\Yes. Ueno? response:	Did Nishimiya-san have a trouble with her?
context: After all,\you will stop talking with me, as you did 5 years ago.\What do you think?\I want Nishimiya\to like Nishimiya herself.\Ueno-san, right?\Yes. Ueno?\Did Nishimiya-san have a trouble with her? response:	Why do you think so?
context: you will stop talking with me, as you did 5 years ago.\What do you think?\I want Nishimiya\to like Nishimiya herself.\Ueno-san, right?\Yes. Ueno?\Did Nishimiya-san have a trouble with her?\Why do you think so? response:	Kawai-san said there was something in elementary school.
context: What do you think?\I want Nishimiya\to like Nishimiya herself.\Ueno-san, right?\Yes. Ueno?\Did Nishimiya-san have a trouble with her?\Why do you think so?\Kawai-san said there was something in elementary school. response:	By the way, I was surprised
context: I want Nishimiya\to like Nishimiya herself.\Ueno-san, right?\Yes. Ueno?\Did Nishimiya-san have a trouble with her?\Why do you think so?\Kawai-san said there was something in elementary school.\By the way, I was surprised response:	that Nishimiya-san is really unable to hear.
context: to like Nishimiya herself.\Ueno-san, right?\Yes. Ueno?\Did Nishimiya-san have a trouble with her?\Why do you think so?\Kawai-san said there was something in elementary school.\By the way, I was surprised\that Nishimiya-san is really unable to hear. response:	Yes, she is.
context: Ueno-san, right?\Yes. Ueno?\Did Nishimiya-san have a trouble with her?\Why do you think so?\Kawai-san said there was something in elementary school.\By the way, I was surprised\that Nishimiya-san is really unable to hear.\Yes, she is. response:	Oh, then, I guess,
context: Yes. Ueno?\Did Nishimiya-san have a trouble with her?\Why do you think so?\Kawai-san said there was something in elementary school.\By the way, I was surprised\that Nishimiya-san is really unable to hear.\Yes, she is.\Oh, then, I guess, response:	she was bullied because of that?
context: Did Nishimiya-san have a trouble with her?\Why do you think so?\Kawai-san said there was something in elementary school.\By the way, I was surprised\that Nishimiya-san is really unable to hear.\Yes, she is.\Oh, then, I guess,\she was bullied because of that? response:	I can't forgive
context: Why do you think so?\Kawai-san said there was something in elementary school.\By the way, I was surprised\that Nishimiya-san is really unable to hear.\Yes, she is.\Oh, then, I guess,\she was bullied because of that?\I can't forgive response:	that kind of bully.
context: Kawai-san said there was something in elementary school.\By the way, I was surprised\that Nishimiya-san is really unable to hear.\Yes, she is.\Oh, then, I guess,\she was bullied because of that?\I can't forgive\that kind of bully. response:	What do you think, Ishida-kun?
context: By the way, I was surprised\that Nishimiya-san is really unable to hear.\Yes, she is.\Oh, then, I guess,\she was bullied because of that?\I can't forgive\that kind of bully.\What do you think, Ishida-kun? response:	What do you mean!?
context: that Nishimiya-san is really unable to hear.\Yes, she is.\Oh, then, I guess,\she was bullied because of that?\I can't forgive\that kind of bully.\What do you think, Ishida-kun?\What do you mean!? response:	You are saying I am spreading what you did in the past!?
context: Yes, she is.\Oh, then, I guess,\she was bullied because of that?\I can't forgive\that kind of bully.\What do you think, Ishida-kun?\What do you mean!?\You are saying I am spreading what you did in the past!? response:	Hey, you speak too loud...
context: Oh, then, I guess,\she was bullied because of that?\I can't forgive\that kind of bully.\What do you think, Ishida-kun?\What do you mean!?\You are saying I am spreading what you did in the past!?\Hey, you speak too loud... response:	After all, Ishida-kun has not changed at all!
context: she was bullied because of that?\I can't forgive\that kind of bully.\What do you think, Ishida-kun?\What do you mean!?\You are saying I am spreading what you did in the past!?\Hey, you speak too loud...\After all, Ishida-kun has not changed at all! response:	What!?
context: I can't forgive\that kind of bully.\What do you think, Ishida-kun?\What do you mean!?\You are saying I am spreading what you did in the past!?\Hey, you speak too loud...\After all, Ishida-kun has not changed at all!\What!? response:	You have always told me cruel things since elementary school!
context: that kind of bully.\What do you think, Ishida-kun?\What do you mean!?\You are saying I am spreading what you did in the past!?\Hey, you speak too loud...\After all, Ishida-kun has not changed at all!\What!?\You have always told me cruel things since elementary school! response:	What's the matter, Ya-sho?
context: What do you think, Ishida-kun?\What do you mean!?\You are saying I am spreading what you did in the past!?\Hey, you speak too loud...\After all, Ishida-kun has not changed at all!\What!?\You have always told me cruel things since elementary school!\What's the matter, Ya-sho? response:	Calm down, Kawai-san.
context: What do you mean!?\You are saying I am spreading what you did in the past!?\Hey, you speak too loud...\After all, Ishida-kun has not changed at all!\What!?\You have always told me cruel things since elementary school!\What's the matter, Ya-sho?\Calm down, Kawai-san. response:	What are you talking about?
context: You are saying I am spreading what you did in the past!?\Hey, you speak too loud...\After all, Ishida-kun has not changed at all!\What!?\You have always told me cruel things since elementary school!\What's the matter, Ya-sho?\Calm down, Kawai-san.\What are you talking about? response:	Mashiba-kun!
context: Hey, you speak too loud...\After all, Ishida-kun has not changed at all!\What!?\You have always told me cruel things since elementary school!\What's the matter, Ya-sho?\Calm down, Kawai-san.\What are you talking about?\Mashiba-kun! response:	Ishida-kun used to bully a girl in the past.
context: After all, Ishida-kun has not changed at all!\What!?\You have always told me cruel things since elementary school!\What's the matter, Ya-sho?\Calm down, Kawai-san.\What are you talking about?\Mashiba-kun!\Ishida-kun used to bully a girl in the past. response:	What do you mean, Kawai-san?
context: What!?\You have always told me cruel things since elementary school!\What's the matter, Ya-sho?\Calm down, Kawai-san.\What are you talking about?\Mashiba-kun!\Ishida-kun used to bully a girl in the past.\What do you mean, Kawai-san? response:	Don't be silly..
context: You have always told me cruel things since elementary school!\What's the matter, Ya-sho?\Calm down, Kawai-san.\What are you talking about?\Mashiba-kun!\Ishida-kun used to bully a girl in the past.\What do you mean, Kawai-san?\Don't be silly.. response:	It is true.
context: What's the matter, Ya-sho?\Calm down, Kawai-san.\What are you talking about?\Mashiba-kun!\Ishida-kun used to bully a girl in the past.\What do you mean, Kawai-san?\Don't be silly..\It is true. response:	Kawai-san also said bad things at that time...
context: Calm down, Kawai-san.\What are you talking about?\Mashiba-kun!\Ishida-kun used to bully a girl in the past.\What do you mean, Kawai-san?\Don't be silly..\It is true.\Kawai-san also said bad things at that time... response:	I never said anything bad to Nishimiya-san!
context: What are you talking about?\Mashiba-kun!\Ishida-kun used to bully a girl in the past.\What do you mean, Kawai-san?\Don't be silly..\It is true.\Kawai-san also said bad things at that time...\I never said anything bad to Nishimiya-san! response:	What!? Nishimiya-san!?
context: Mashiba-kun!\Ishida-kun used to bully a girl in the past.\What do you mean, Kawai-san?\Don't be silly..\It is true.\Kawai-san also said bad things at that time...\I never said anything bad to Nishimiya-san!\What!? Nishimiya-san!? response:	Yes.
context: Ishida-kun used to bully a girl in the past.\What do you mean, Kawai-san?\Don't be silly..\It is true.\Kawai-san also said bad things at that time...\I never said anything bad to Nishimiya-san!\What!? Nishimiya-san!?\Yes. response:	Ishida-kun bullied Nishimiya-san.
context: What do you mean, Kawai-san?\Don't be silly..\It is true.\Kawai-san also said bad things at that time...\I never said anything bad to Nishimiya-san!\What!? Nishimiya-san!?\Yes.\Ishida-kun bullied Nishimiya-san. response:	I asked him to please stop doing that,
context: Don't be silly..\It is true.\Kawai-san also said bad things at that time...\I never said anything bad to Nishimiya-san!\What!? Nishimiya-san!?\Yes.\Ishida-kun bullied Nishimiya-san.\I asked him to please stop doing that, response:	but he never listened to what I said.
context: It is true.\Kawai-san also said bad things at that time...\I never said anything bad to Nishimiya-san!\What!? Nishimiya-san!?\Yes.\Ishida-kun bullied Nishimiya-san.\I asked him to please stop doing that,\but he never listened to what I said. response:	He scared me so much...
context: Kawai-san also said bad things at that time...\I never said anything bad to Nishimiya-san!\What!? Nishimiya-san!?\Yes.\Ishida-kun bullied Nishimiya-san.\I asked him to please stop doing that,\but he never listened to what I said.\He scared me so much... response:	Ya-sho?
context: I never said anything bad to Nishimiya-san!\What!? Nishimiya-san!?\Yes.\Ishida-kun bullied Nishimiya-san.\I asked him to please stop doing that,\but he never listened to what I said.\He scared me so much...\Ya-sho? response:	Oops...
context: What!? Nishimiya-san!?\Yes.\Ishida-kun bullied Nishimiya-san.\I asked him to please stop doing that,\but he never listened to what I said.\He scared me so much...\Ya-sho?\Oops... response:	Are you ok?
context: Yes.\Ishida-kun bullied Nishimiya-san.\I asked him to please stop doing that,\but he never listened to what I said.\He scared me so much...\Ya-sho?\Oops...\Are you ok? response:	Sorry, Nagatsuka-kun..
context: Ishida-kun bullied Nishimiya-san.\I asked him to please stop doing that,\but he never listened to what I said.\He scared me so much...\Ya-sho?\Oops...\Are you ok?\Sorry, Nagatsuka-kun.. response:	Ya-sho...
context: I asked him to please stop doing that,\but he never listened to what I said.\He scared me so much...\Ya-sho?\Oops...\Are you ok?\Sorry, Nagatsuka-kun..\Ya-sho... response:	Ya-sho!
context: but he never listened to what I said.\He scared me so much...\Ya-sho?\Oops...\Are you ok?\Sorry, Nagatsuka-kun..\Ya-sho...\Ya-sho! response:	I hate myself, too...
context: He scared me so much...\Ya-sho?\Oops...\Are you ok?\Sorry, Nagatsuka-kun..\Ya-sho...\Ya-sho!\I hate myself, too... response:	Hi, Ishida.
context: Ya-sho?\Oops...\Are you ok?\Sorry, Nagatsuka-kun..\Ya-sho...\Ya-sho!\I hate myself, too...\Hi, Ishida. response:	Hi!
context: Oops...\Are you ok?\Sorry, Nagatsuka-kun..\Ya-sho...\Ya-sho!\I hate myself, too...\Hi, Ishida.\Hi! response:	What's wrong?
context: Are you ok?\Sorry, Nagatsuka-kun..\Ya-sho...\Ya-sho!\I hate myself, too...\Hi, Ishida.\Hi!\What's wrong? response:	No, nothing in particular.
context: Sorry, Nagatsuka-kun..\Ya-sho...\Ya-sho!\I hate myself, too...\Hi, Ishida.\Hi!\What's wrong?\No, nothing in particular. response:	Nothing...
context: Ya-sho...\Ya-sho!\I hate myself, too...\Hi, Ishida.\Hi!\What's wrong?\No, nothing in particular.\Nothing... response:	Huh?
context: Ya-sho!\I hate myself, too...\Hi, Ishida.\Hi!\What's wrong?\No, nothing in particular.\Nothing...\Huh? response:	Hey, Ishida-kun, you're here!
context: I hate myself, too...\Hi, Ishida.\Hi!\What's wrong?\No, nothing in particular.\Nothing...\Huh?\Hey, Ishida-kun, you're here! response:	I'm bringing your bag!
context: Hi, Ishida.\Hi!\What's wrong?\No, nothing in particular.\Nothing...\Huh?\Hey, Ishida-kun, you're here!\I'm bringing your bag! response:	Hey.
context: Hi!\What's wrong?\No, nothing in particular.\Nothing...\Huh?\Hey, Ishida-kun, you're here!\I'm bringing your bag!\Hey. response:	Nao-chan...
context: What's wrong?\No, nothing in particular.\Nothing...\Huh?\Hey, Ishida-kun, you're here!\I'm bringing your bag!\Hey.\Nao-chan... response:	I asked her to come.
context: No, nothing in particular.\Nothing...\Huh?\Hey, Ishida-kun, you're here!\I'm bringing your bag!\Hey.\Nao-chan...\I asked her to come. response:	I'm sorry for what happened in the classroom, Ishida-kun.
context: Nothing...\Huh?\Hey, Ishida-kun, you're here!\I'm bringing your bag!\Hey.\Nao-chan...\I asked her to come.\I'm sorry for what happened in the classroom, Ishida-kun. response:	But,
context: Huh?\Hey, Ishida-kun, you're here!\I'm bringing your bag!\Hey.\Nao-chan...\I asked her to come.\I'm sorry for what happened in the classroom, Ishida-kun.\But, response:	originally you are to blamed, I think.
context: Hey, Ishida-kun, you're here!\I'm bringing your bag!\Hey.\Nao-chan...\I asked her to come.\I'm sorry for what happened in the classroom, Ishida-kun.\But,\originally you are to blamed, I think. response:	But,
context: I'm bringing your bag!\Hey.\Nao-chan...\I asked her to come.\I'm sorry for what happened in the classroom, Ishida-kun.\But,\originally you are to blamed, I think.\But, response:	if Ishida-kun apologizes first,
context: Hey.\Nao-chan...\I asked her to come.\I'm sorry for what happened in the classroom, Ishida-kun.\But,\originally you are to blamed, I think.\But,\if Ishida-kun apologizes first, response:	we can forgive him,
context: Nao-chan...\I asked her to come.\I'm sorry for what happened in the classroom, Ishida-kun.\But,\originally you are to blamed, I think.\But,\if Ishida-kun apologizes first,\we can forgive him, response:	Mashiba-kun said so, and..
context: I asked her to come.\I'm sorry for what happened in the classroom, Ishida-kun.\But,\originally you are to blamed, I think.\But,\if Ishida-kun apologizes first,\we can forgive him,\Mashiba-kun said so, and.. response:	Stop it.
context: I'm sorry for what happened in the classroom, Ishida-kun.\But,\originally you are to blamed, I think.\But,\if Ishida-kun apologizes first,\we can forgive him,\Mashiba-kun said so, and..\Stop it. response:	That's not the proper approach.
context: But,\originally you are to blamed, I think.\But,\if Ishida-kun apologizes first,\we can forgive him,\Mashiba-kun said so, and..\Stop it.\That's not the proper approach. response:	We have no right to blame him for this matter.
context: originally you are to blamed, I think.\But,\if Ishida-kun apologizes first,\we can forgive him,\Mashiba-kun said so, and..\Stop it.\That's not the proper approach.\We have no right to blame him for this matter. response:	We?
context: But,\if Ishida-kun apologizes first,\we can forgive him,\Mashiba-kun said so, and..\Stop it.\That's not the proper approach.\We have no right to blame him for this matter.\We? response:	That's not true, Nao-chan.
context: if Ishida-kun apologizes first,\we can forgive him,\Mashiba-kun said so, and..\Stop it.\That's not the proper approach.\We have no right to blame him for this matter.\We?\That's not true, Nao-chan. response:	What's not?
context: we can forgive him,\Mashiba-kun said so, and..\Stop it.\That's not the proper approach.\We have no right to blame him for this matter.\We?\That's not true, Nao-chan.\What's not? response:	Apart from myself,
