context: Sorry, but they suddenly response:	asked me to help out at
context: Yoshi-\Third Quarter Seating Chart\I'm in the front again!\I have no luck with getting seats!\Hey, look.\Geez...\Talk about the worst possible combination.\That seating change was the worst. response:	I won't be able to leave anything behind now.
context: Third Quarter Seating Chart\I'm in the front again!\I have no luck with getting seats!\Hey, look.\Geez...\Talk about the worst possible combination.\That seating change was the worst.\I won't be able to leave anything behind now. response:	Ah, when you forget your textbook, you can ask me for mine.
context: I'm in the front again!\I have no luck with getting seats!\Hey, look.\Geez...\Talk about the worst possible combination.\That seating change was the worst.\I won't be able to leave anything behind now.\Ah, when you forget your textbook, you can ask me for mine. response:	The person next to me will let me share.
context: I have no luck with getting seats!\Hey, look.\Geez...\Talk about the worst possible combination.\That seating change was the worst.\I won't be able to leave anything behind now.\Ah, when you forget your textbook, you can ask me for mine.\The person next to me will let me share. response:	Thanks. And when I start nodding off and it seems like I'm gonna be called on, poke me, okay?
context: Hey, look.\Geez...\Talk about the worst possible combination.\That seating change was the worst.\I won't be able to leave anything behind now.\Ah, when you forget your textbook, you can ask me for mine.\The person next to me will let me share.\Thanks. And when I start nodding off and it seems like I'm gonna be called on, poke me, okay? response:	That's a little impossible.
context: Geez...\Talk about the worst possible combination.\That seating change was the worst.\I won't be able to leave anything behind now.\Ah, when you forget your textbook, you can ask me for mine.\The person next to me will let me share.\Thanks. And when I start nodding off and it seems like I'm gonna be called on, poke me, okay?\That's a little impossible. response:	Ah... this will be the second time I'll be sitting next to Yamamoto.
context: Talk about the worst possible combination.\That seating change was the worst.\I won't be able to leave anything behind now.\Ah, when you forget your textbook, you can ask me for mine.\The person next to me will let me share.\Thanks. And when I start nodding off and it seems like I'm gonna be called on, poke me, okay?\That's a little impossible.\Ah... this will be the second time I'll be sitting next to Yamamoto. response:	The second time since my second year of middle school.
context: That seating change was the worst.\I won't be able to leave anything behind now.\Ah, when you forget your textbook, you can ask me for mine.\The person next to me will let me share.\Thanks. And when I start nodding off and it seems like I'm gonna be called on, poke me, okay?\That's a little impossible.\Ah... this will be the second time I'll be sitting next to Yamamoto.\The second time since my second year of middle school. response:	Really? She didn't share her textbooks then, either?
context: I won't be able to leave anything behind now.\Ah, when you forget your textbook, you can ask me for mine.\The person next to me will let me share.\Thanks. And when I start nodding off and it seems like I'm gonna be called on, poke me, okay?\That's a little impossible.\Ah... this will be the second time I'll be sitting next to Yamamoto.\The second time since my second year of middle school.\Really? She didn't share her textbooks then, either? response:	Ah, yeah. Or... maybe not. I don't think I ever forgot them back then.
context: Ah, when you forget your textbook, you can ask me for mine.\The person next to me will let me share.\Thanks. And when I start nodding off and it seems like I'm gonna be called on, poke me, okay?\That's a little impossible.\Ah... this will be the second time I'll be sitting next to Yamamoto.\The second time since my second year of middle school.\Really? She didn't share her textbooks then, either?\Ah, yeah. Or... maybe not. I don't think I ever forgot them back then. response:	What is it?
context: The person next to me will let me share.\Thanks. And when I start nodding off and it seems like I'm gonna be called on, poke me, okay?\That's a little impossible.\Ah... this will be the second time I'll be sitting next to Yamamoto.\The second time since my second year of middle school.\Really? She didn't share her textbooks then, either?\Ah, yeah. Or... maybe not. I don't think I ever forgot them back then.\What is it? response:	What happened between you and Yamamoto-san during middle school?
context: Thanks. And when I start nodding off and it seems like I'm gonna be called on, poke me, okay?\That's a little impossible.\Ah... this will be the second time I'll be sitting next to Yamamoto.\The second time since my second year of middle school.\Really? She didn't share her textbooks then, either?\Ah, yeah. Or... maybe not. I don't think I ever forgot them back then.\What is it?\What happened between you and Yamamoto-san during middle school? response:	No... it's nothing.
context: That's a little impossible.\Ah... this will be the second time I'll be sitting next to Yamamoto.\The second time since my second year of middle school.\Really? She didn't share her textbooks then, either?\Ah, yeah. Or... maybe not. I don't think I ever forgot them back then.\What is it?\What happened between you and Yamamoto-san during middle school?\No... it's nothing. response:	I'm no good. When I think Nana-san's involved, I can't help getting weak in the knees.
context: Ah... this will be the second time I'll be sitting next to Yamamoto.\The second time since my second year of middle school.\Really? She didn't share her textbooks then, either?\Ah, yeah. Or... maybe not. I don't think I ever forgot them back then.\What is it?\What happened between you and Yamamoto-san during middle school?\No... it's nothing.\I'm no good. When I think Nana-san's involved, I can't help getting weak in the knees. response:	Hey, when you went to get my present did you try to buy it with Takeuchi?
context: The second time since my second year of middle school.\Really? She didn't share her textbooks then, either?\Ah, yeah. Or... maybe not. I don't think I ever forgot them back then.\What is it?\What happened between you and Yamamoto-san during middle school?\No... it's nothing.\I'm no good. When I think Nana-san's involved, I can't help getting weak in the knees.\Hey, when you went to get my present did you try to buy it with Takeuchi? response:	Yeah.
context: Really? She didn't share her textbooks then, either?\Ah, yeah. Or... maybe not. I don't think I ever forgot them back then.\What is it?\What happened between you and Yamamoto-san during middle school?\No... it's nothing.\I'm no good. When I think Nana-san's involved, I can't help getting weak in the knees.\Hey, when you went to get my present did you try to buy it with Takeuchi?\Yeah. response:	Why did you lie and say you were going to an all-you-can-eat cake buffet with Mizu-chin?
context: Ah, yeah. Or... maybe not. I don't think I ever forgot them back then.\What is it?\What happened between you and Yamamoto-san during middle school?\No... it's nothing.\I'm no good. When I think Nana-san's involved, I can't help getting weak in the knees.\Hey, when you went to get my present did you try to buy it with Takeuchi?\Yeah.\Why did you lie and say you were going to an all-you-can-eat cake buffet with Mizu-chin? response:	Lie...? I just wanted to surprise you.
context: What is it?\What happened between you and Yamamoto-san during middle school?\No... it's nothing.\I'm no good. When I think Nana-san's involved, I can't help getting weak in the knees.\Hey, when you went to get my present did you try to buy it with Takeuchi?\Yeah.\Why did you lie and say you were going to an all-you-can-eat cake buffet with Mizu-chin?\Lie...? I just wanted to surprise you. response:	I know...
context: What happened between you and Yamamoto-san during middle school?\No... it's nothing.\I'm no good. When I think Nana-san's involved, I can't help getting weak in the knees.\Hey, when you went to get my present did you try to buy it with Takeuchi?\Yeah.\Why did you lie and say you were going to an all-you-can-eat cake buffet with Mizu-chin?\Lie...? I just wanted to surprise you.\I know... response:	I know, but...
context: No... it's nothing.\I'm no good. When I think Nana-san's involved, I can't help getting weak in the knees.\Hey, when you went to get my present did you try to buy it with Takeuchi?\Yeah.\Why did you lie and say you were going to an all-you-can-eat cake buffet with Mizu-chin?\Lie...? I just wanted to surprise you.\I know...\I know, but... response:	Don't lie to me if you're going to be meeting with another guy.
context: I'm no good. When I think Nana-san's involved, I can't help getting weak in the knees.\Hey, when you went to get my present did you try to buy it with Takeuchi?\Yeah.\Why did you lie and say you were going to an all-you-can-eat cake buffet with Mizu-chin?\Lie...? I just wanted to surprise you.\I know...\I know, but...\Don't lie to me if you're going to be meeting with another guy. response:	I don't want any secrets between us.
context: Hey, when you went to get my present did you try to buy it with Takeuchi?\Yeah.\Why did you lie and say you were going to an all-you-can-eat cake buffet with Mizu-chin?\Lie...? I just wanted to surprise you.\I know...\I know, but...\Don't lie to me if you're going to be meeting with another guy.\I don't want any secrets between us. response:	Promise me that you'll never ever betray me.
context: Yeah.\Why did you lie and say you were going to an all-you-can-eat cake buffet with Mizu-chin?\Lie...? I just wanted to surprise you.\I know...\I know, but...\Don't lie to me if you're going to be meeting with another guy.\I don't want any secrets between us.\Promise me that you'll never ever betray me. response:	Yeah.
context: Why did you lie and say you were going to an all-you-can-eat cake buffet with Mizu-chin?\Lie...? I just wanted to surprise you.\I know...\I know, but...\Don't lie to me if you're going to be meeting with another guy.\I don't want any secrets between us.\Promise me that you'll never ever betray me.\Yeah. response:	English
context: Lie...? I just wanted to surprise you.\I know...\I know, but...\Don't lie to me if you're going to be meeting with another guy.\I don't want any secrets between us.\Promise me that you'll never ever betray me.\Yeah.\English response:	What page are we working on today?
context: I know...\I know, but...\Don't lie to me if you're going to be meeting with another guy.\I don't want any secrets between us.\Promise me that you'll never ever betray me.\Yeah.\English\What page are we working on today? response:	Let me see!
context: I know, but...\Don't lie to me if you're going to be meeting with another guy.\I don't want any secrets between us.\Promise me that you'll never ever betray me.\Yeah.\English\What page are we working on today?\Let me see! response:	Isn't it kinda harsh to be sitting next to Yamamoto-san?
context: Don't lie to me if you're going to be meeting with another guy.\I don't want any secrets between us.\Promise me that you'll never ever betray me.\Yeah.\English\What page are we working on today?\Let me see!\Isn't it kinda harsh to be sitting next to Yamamoto-san? response:	Asahi Middle School
context: I don't want any secrets between us.\Promise me that you'll never ever betray me.\Yeah.\English\What page are we working on today?\Let me see!\Isn't it kinda harsh to be sitting next to Yamamoto-san?\Asahi Middle School response:	She doesn't say anything.
context: Promise me that you'll never ever betray me.\Yeah.\English\What page are we working on today?\Let me see!\Isn't it kinda harsh to be sitting next to Yamamoto-san?\Asahi Middle School\She doesn't say anything. response:	She scowled at me the other day.
context: Yeah.\English\What page are we working on today?\Let me see!\Isn't it kinda harsh to be sitting next to Yamamoto-san?\Asahi Middle School\She doesn't say anything.\She scowled at me the other day. response:	It's kinda hard to ask her to see her textbook, huh?
context: English\What page are we working on today?\Let me see!\Isn't it kinda harsh to be sitting next to Yamamoto-san?\Asahi Middle School\She doesn't say anything.\She scowled at me the other day.\It's kinda hard to ask her to see her textbook, huh? response:	I hope they change seats soon.
context: What page are we working on today?\Let me see!\Isn't it kinda harsh to be sitting next to Yamamoto-san?\Asahi Middle School\She doesn't say anything.\She scowled at me the other day.\It's kinda hard to ask her to see her textbook, huh?\I hope they change seats soon. response:	Anzai
context: Let me see!\Isn't it kinda harsh to be sitting next to Yamamoto-san?\Asahi Middle School\She doesn't say anything.\She scowled at me the other day.\It's kinda hard to ask her to see her textbook, huh?\I hope they change seats soon.\Anzai response:	Sakurai
context: Isn't it kinda harsh to be sitting next to Yamamoto-san?\Asahi Middle School\She doesn't say anything.\She scowled at me the other day.\It's kinda hard to ask her to see her textbook, huh?\I hope they change seats soon.\Anzai\Sakurai response:	Saitou
context: Asahi Middle School\She doesn't say anything.\She scowled at me the other day.\It's kinda hard to ask her to see her textbook, huh?\I hope they change seats soon.\Anzai\Sakurai\Saitou response:	Ishikawa
context: She doesn't say anything.\She scowled at me the other day.\It's kinda hard to ask her to see her textbook, huh?\I hope they change seats soon.\Anzai\Sakurai\Saitou\Ishikawa response:	Fujii
context: She scowled at me the other day.\It's kinda hard to ask her to see her textbook, huh?\I hope they change seats soon.\Anzai\Sakurai\Saitou\Ishikawa\Fujii response:	Mitsuhashi
context: It's kinda hard to ask her to see her textbook, huh?\I hope they change seats soon.\Anzai\Sakurai\Saitou\Ishikawa\Fujii\Mitsuhashi response:	Yano
context: I hope they change seats soon.\Anzai\Sakurai\Saitou\Ishikawa\Fujii\Mitsuhashi\Yano response:	Yamamoto
context: Anzai\Sakurai\Saitou\Ishikawa\Fujii\Mitsuhashi\Yano\Yamamoto response:	Seat Changes
context: Sakurai\Saitou\Ishikawa\Fujii\Mitsuhashi\Yano\Yamamoto\Seat Changes response:	Let me see your textbook.
context: Saitou\Ishikawa\Fujii\Mitsuhashi\Yano\Yamamoto\Seat Changes\Let me see your textbook. response:	It's hard to see from here, so could you put it between our desks?
context: Ishikawa\Fujii\Mitsuhashi\Yano\Yamamoto\Seat Changes\Let me see your textbook.\It's hard to see from here, so could you put it between our desks? response:	Open to page 45.
context: Fujii\Mitsuhashi\Yano\Yamamoto\Seat Changes\Let me see your textbook.\It's hard to see from here, so could you put it between our desks?\Open to page 45. response:	Ah, sorry.
context: Mitsuhashi\Yano\Yamamoto\Seat Changes\Let me see your textbook.\It's hard to see from here, so could you put it between our desks?\Open to page 45.\Ah, sorry. response:	Why are you working ten pages ahead?
context: Yano\Yamamoto\Seat Changes\Let me see your textbook.\It's hard to see from here, so could you put it between our desks?\Open to page 45.\Ah, sorry.\Why are you working ten pages ahead? response:	There's nothing else to do at home.
context: Yamamoto\Seat Changes\Let me see your textbook.\It's hard to see from here, so could you put it between our desks?\Open to page 45.\Ah, sorry.\Why are you working ten pages ahead?\There's nothing else to do at home. response:	There's nothing else to do, so you study?
context: Seat Changes\Let me see your textbook.\It's hard to see from here, so could you put it between our desks?\Open to page 45.\Ah, sorry.\Why are you working ten pages ahead?\There's nothing else to do at home.\There's nothing else to do, so you study? response:	You sure are different.
context: Let me see your textbook.\It's hard to see from here, so could you put it between our desks?\Open to page 45.\Ah, sorry.\Why are you working ten pages ahead?\There's nothing else to do at home.\There's nothing else to do, so you study?\You sure are different. response:	Study hall!! Keep quiet.
context: It's hard to see from here, so could you put it between our desks?\Open to page 45.\Ah, sorry.\Why are you working ten pages ahead?\There's nothing else to do at home.\There's nothing else to do, so you study?\You sure are different.\Study hall!! Keep quiet. response:	I'd sure like some money right about now.
context: Open to page 45.\Ah, sorry.\Why are you working ten pages ahead?\There's nothing else to do at home.\There's nothing else to do, so you study?\You sure are different.\Study hall!! Keep quiet.\I'd sure like some money right about now. response:	You shouldn't talk about your unrealistic dreams.
context: Ah, sorry.\Why are you working ten pages ahead?\There's nothing else to do at home.\There's nothing else to do, so you study?\You sure are different.\Study hall!! Keep quiet.\I'd sure like some money right about now.\You shouldn't talk about your unrealistic dreams. response:	I have dreams!
context: Why are you working ten pages ahead?\There's nothing else to do at home.\There's nothing else to do, so you study?\You sure are different.\Study hall!! Keep quiet.\I'd sure like some money right about now.\You shouldn't talk about your unrealistic dreams.\I have dreams! response:	If I were rich, we could go on a date at Disney Land!
context: There's nothing else to do at home.\There's nothing else to do, so you study?\You sure are different.\Study hall!! Keep quiet.\I'd sure like some money right about now.\You shouldn't talk about your unrealistic dreams.\I have dreams!\If I were rich, we could go on a date at Disney Land! response:	What about you, Yano? What would you do if you were rich?
context: There's nothing else to do, so you study?\You sure are different.\Study hall!! Keep quiet.\I'd sure like some money right about now.\You shouldn't talk about your unrealistic dreams.\I have dreams!\If I were rich, we could go on a date at Disney Land!\What about you, Yano? What would you do if you were rich? response:	Me?
context: You sure are different.\Study hall!! Keep quiet.\I'd sure like some money right about now.\You shouldn't talk about your unrealistic dreams.\I have dreams!\If I were rich, we could go on a date at Disney Land!\What about you, Yano? What would you do if you were rich?\Me? response:	I don't need money.
context: Study hall!! Keep quiet.\I'd sure like some money right about now.\You shouldn't talk about your unrealistic dreams.\I have dreams!\If I were rich, we could go on a date at Disney Land!\What about you, Yano? What would you do if you were rich?\Me?\I don't need money. response:	I don't need any money, but instead... I want love.
context: I'd sure like some money right about now.\You shouldn't talk about your unrealistic dreams.\I have dreams!\If I were rich, we could go on a date at Disney Land!\What about you, Yano? What would you do if you were rich?\Me?\I don't need money.\I don't need any money, but instead... I want love. response:	What's wrong with me, wishing to be rich?
context: You shouldn't talk about your unrealistic dreams.\I have dreams!\If I were rich, we could go on a date at Disney Land!\What about you, Yano? What would you do if you were rich?\Me?\I don't need money.\I don't need any money, but instead... I want love.\What's wrong with me, wishing to be rich? response:	Yano, don't worry! I'll give you as much love as you want!
context: I have dreams!\If I were rich, we could go on a date at Disney Land!\What about you, Yano? What would you do if you were rich?\Me?\I don't need money.\I don't need any money, but instead... I want love.\What's wrong with me, wishing to be rich?\Yano, don't worry! I'll give you as much love as you want! response:	Really?
context: If I were rich, we could go on a date at Disney Land!\What about you, Yano? What would you do if you were rich?\Me?\I don't need money.\I don't need any money, but instead... I want love.\What's wrong with me, wishing to be rich?\Yano, don't worry! I'll give you as much love as you want!\Really? response:	Yeah!
context: What about you, Yano? What would you do if you were rich?\Me?\I don't need money.\I don't need any money, but instead... I want love.\What's wrong with me, wishing to be rich?\Yano, don't worry! I'll give you as much love as you want!\Really?\Yeah! response:	Then, why don't you come over on Saturday? My parents won't be around.
context: Me?\I don't need money.\I don't need any money, but instead... I want love.\What's wrong with me, wishing to be rich?\Yano, don't worry! I'll give you as much love as you want!\Really?\Yeah!\Then, why don't you come over on Saturday? My parents won't be around. response:	So love meant the perverted stuff to Yano...
context: I don't need money.\I don't need any money, but instead... I want love.\What's wrong with me, wishing to be rich?\Yano, don't worry! I'll give you as much love as you want!\Really?\Yeah!\Then, why don't you come over on Saturday? My parents won't be around.\So love meant the perverted stuff to Yano... response:	Sign: Slurp
context: I don't need any money, but instead... I want love.\What's wrong with me, wishing to be rich?\Yano, don't worry! I'll give you as much love as you want!\Really?\Yeah!\Then, why don't you come over on Saturday? My parents won't be around.\So love meant the perverted stuff to Yano...\Sign: Slurp response:	Yano... in that case, want to come over my place on Saturday?
context: What's wrong with me, wishing to be rich?\Yano, don't worry! I'll give you as much love as you want!\Really?\Yeah!\Then, why don't you come over on Saturday? My parents won't be around.\So love meant the perverted stuff to Yano...\Sign: Slurp\Yano... in that case, want to come over my place on Saturday? response:	Huh? Your parents won't be around?
context: Yano, don't worry! I'll give you as much love as you want!\Really?\Yeah!\Then, why don't you come over on Saturday? My parents won't be around.\So love meant the perverted stuff to Yano...\Sign: Slurp\Yano... in that case, want to come over my place on Saturday?\Huh? Your parents won't be around? response:	They will.
context: Really?\Yeah!\Then, why don't you come over on Saturday? My parents won't be around.\So love meant the perverted stuff to Yano...\Sign: Slurp\Yano... in that case, want to come over my place on Saturday?\Huh? Your parents won't be around?\They will. response:	Then that's no good.
context: Yeah!\Then, why don't you come over on Saturday? My parents won't be around.\So love meant the perverted stuff to Yano...\Sign: Slurp\Yano... in that case, want to come over my place on Saturday?\Huh? Your parents won't be around?\They will.\Then that's no good. response:	Yano.
context: Then, why don't you come over on Saturday? My parents won't be around.\So love meant the perverted stuff to Yano...\Sign: Slurp\Yano... in that case, want to come over my place on Saturday?\Huh? Your parents won't be around?\They will.\Then that's no good.\Yano. response:	Yes?
context: So love meant the perverted stuff to Yano...\Sign: Slurp\Yano... in that case, want to come over my place on Saturday?\Huh? Your parents won't be around?\They will.\Then that's no good.\Yano.\Yes? response:	Is that all you think about?
context: Sign: Slurp\Yano... in that case, want to come over my place on Saturday?\Huh? Your parents won't be around?\They will.\Then that's no good.\Yano.\Yes?\Is that all you think about? response:	Yes.
context: Yano... in that case, want to come over my place on Saturday?\Huh? Your parents won't be around?\They will.\Then that's no good.\Yano.\Yes?\Is that all you think about?\Yes. response:	You're such a moron.
context: Huh? Your parents won't be around?\They will.\Then that's no good.\Yano.\Yes?\Is that all you think about?\Yes.\You're such a moron. response:	I'm sorry, Yano. I can't live up to your expectations.
context: They will.\Then that's no good.\Yano.\Yes?\Is that all you think about?\Yes.\You're such a moron.\I'm sorry, Yano. I can't live up to your expectations. response:	My heart hurts, too.
context: Then that's no good.\Yano.\Yes?\Is that all you think about?\Yes.\You're such a moron.\I'm sorry, Yano. I can't live up to your expectations.\My heart hurts, too. response:	Ah, check it out!
context: Yano.\Yes?\Is that all you think about?\Yes.\You're such a moron.\I'm sorry, Yano. I can't live up to your expectations.\My heart hurts, too.\Ah, check it out! response:	They look just like you, Takahashi.
context: Yes?\Is that all you think about?\Yes.\You're such a moron.\I'm sorry, Yano. I can't live up to your expectations.\My heart hurts, too.\Ah, check it out!\They look just like you, Takahashi. response:	Should I give it a whirl?
context: Is that all you think about?\Yes.\You're such a moron.\I'm sorry, Yano. I can't live up to your expectations.\My heart hurts, too.\Ah, check it out!\They look just like you, Takahashi.\Should I give it a whirl? response:	Huh? I thought you were broke.
context: Yes.\You're such a moron.\I'm sorry, Yano. I can't live up to your expectations.\My heart hurts, too.\Ah, check it out!\They look just like you, Takahashi.\Should I give it a whirl?\Huh? I thought you were broke. response:	This is my entire life's savings.
context: You're such a moron.\I'm sorry, Yano. I can't live up to your expectations.\My heart hurts, too.\Ah, check it out!\They look just like you, Takahashi.\Should I give it a whirl?\Huh? I thought you were broke.\This is my entire life's savings. response:	Here we go.
context: I'm sorry, Yano. I can't live up to your expectations.\My heart hurts, too.\Ah, check it out!\They look just like you, Takahashi.\Should I give it a whirl?\Huh? I thought you were broke.\This is my entire life's savings.\Here we go. response:	As long as Yano smiles back at me, that's all I need.
context: My heart hurts, too.\Ah, check it out!\They look just like you, Takahashi.\Should I give it a whirl?\Huh? I thought you were broke.\This is my entire life's savings.\Here we go.\As long as Yano smiles back at me, that's all I need. response:	Ah, that yellow one is cute.
context: Ah, check it out!\They look just like you, Takahashi.\Should I give it a whirl?\Huh? I thought you were broke.\This is my entire life's savings.\Here we go.\As long as Yano smiles back at me, that's all I need.\Ah, that yellow one is cute. response:	I should just put my other worries to rest.
context: They look just like you, Takahashi.\Should I give it a whirl?\Huh? I thought you were broke.\This is my entire life's savings.\Here we go.\As long as Yano smiles back at me, that's all I need.\Ah, that yellow one is cute.\I should just put my other worries to rest. response:	I want Yano... to always smile.
context: Should I give it a whirl?\Huh? I thought you were broke.\This is my entire life's savings.\Here we go.\As long as Yano smiles back at me, that's all I need.\Ah, that yellow one is cute.\I should just put my other worries to rest.\I want Yano... to always smile. response:	Huh? I don't have my biology textbook.
context: Huh? I thought you were broke.\This is my entire life's savings.\Here we go.\As long as Yano smiles back at me, that's all I need.\Ah, that yellow one is cute.\I should just put my other worries to rest.\I want Yano... to always smile.\Huh? I don't have my biology textbook. response:	Even though I somehow managed to bring it home, I guess I forgot to bring it back.
context: This is my entire life's savings.\Here we go.\As long as Yano smiles back at me, that's all I need.\Ah, that yellow one is cute.\I should just put my other worries to rest.\I want Yano... to always smile.\Huh? I don't have my biology textbook.\Even though I somehow managed to bring it home, I guess I forgot to bring it back. response:	You're such a doofus. Want to borrow mine?
context: Here we go.\As long as Yano smiles back at me, that's all I need.\Ah, that yellow one is cute.\I should just put my other worries to rest.\I want Yano... to always smile.\Huh? I don't have my biology textbook.\Even though I somehow managed to bring it home, I guess I forgot to bring it back.\You're such a doofus. Want to borrow mine? response:	Ah... sure.
context: As long as Yano smiles back at me, that's all I need.\Ah, that yellow one is cute.\I should just put my other worries to rest.\I want Yano... to always smile.\Huh? I don't have my biology textbook.\Even though I somehow managed to bring it home, I guess I forgot to bring it back.\You're such a doofus. Want to borrow mine?\Ah... sure. response:	Biology
context: Ah, that yellow one is cute.\I should just put my other worries to rest.\I want Yano... to always smile.\Huh? I don't have my biology textbook.\Even though I somehow managed to bring it home, I guess I forgot to bring it back.\You're such a doofus. Want to borrow mine?\Ah... sure.\Biology response:	No, never mind.
context: I should just put my other worries to rest.\I want Yano... to always smile.\Huh? I don't have my biology textbook.\Even though I somehow managed to bring it home, I guess I forgot to bring it back.\You're such a doofus. Want to borrow mine?\Ah... sure.\Biology\No, never mind. response:	On second thought...
context: I want Yano... to always smile.\Huh? I don't have my biology textbook.\Even though I somehow managed to bring it home, I guess I forgot to bring it back.\You're such a doofus. Want to borrow mine?\Ah... sure.\Biology\No, never mind.\On second thought... response:	Let me see yours, Yamamoto.
context: Huh? I don't have my biology textbook.\Even though I somehow managed to bring it home, I guess I forgot to bring it back.\You're such a doofus. Want to borrow mine?\Ah... sure.\Biology\No, never mind.\On second thought...\Let me see yours, Yamamoto. response:	Thank you.
context: Even though I somehow managed to bring it home, I guess I forgot to bring it back.\You're such a doofus. Want to borrow mine?\Ah... sure.\Biology\No, never mind.\On second thought...\Let me see yours, Yamamoto.\Thank you. response:	What is it?
context: You're such a doofus. Want to borrow mine?\Ah... sure.\Biology\No, never mind.\On second thought...\Let me see yours, Yamamoto.\Thank you.\What is it? response:	N-Nothing! B-Bye bye!
context: Ah... sure.\Biology\No, never mind.\On second thought...\Let me see yours, Yamamoto.\Thank you.\What is it?\N-Nothing! B-Bye bye! response:	What do I want...?
context: Biology\No, never mind.\On second thought...\Let me see yours, Yamamoto.\Thank you.\What is it?\N-Nothing! B-Bye bye!\What do I want...? response:	Yamamoto-san sure was nice, showing you her textbook.
context: No, never mind.\On second thought...\Let me see yours, Yamamoto.\Thank you.\What is it?\N-Nothing! B-Bye bye!\What do I want...?\Yamamoto-san sure was nice, showing you her textbook. response:	Ah... yeah.
context: On second thought...\Let me see yours, Yamamoto.\Thank you.\What is it?\N-Nothing! B-Bye bye!\What do I want...?\Yamamoto-san sure was nice, showing you her textbook.\Ah... yeah. response:	Yano, wanna come to my house on Sunday?
context: Let me see yours, Yamamoto.\Thank you.\What is it?\N-Nothing! B-Bye bye!\What do I want...?\Yamamoto-san sure was nice, showing you her textbook.\Ah... yeah.\Yano, wanna come to my house on Sunday? response:	It should be convenient for you, since it's Sunday.
context: Thank you.\What is it?\N-Nothing! B-Bye bye!\What do I want...?\Yamamoto-san sure was nice, showing you her textbook.\Ah... yeah.\Yano, wanna come to my house on Sunday?\It should be convenient for you, since it's Sunday. response:	Are your parents going to be out or something?
context: What is it?\N-Nothing! B-Bye bye!\What do I want...?\Yamamoto-san sure was nice, showing you her textbook.\Ah... yeah.\Yano, wanna come to my house on Sunday?\It should be convenient for you, since it's Sunday.\Are your parents going to be out or something? response:	Yeah.
context: N-Nothing! B-Bye bye!\What do I want...?\Yamamoto-san sure was nice, showing you her textbook.\Ah... yeah.\Yano, wanna come to my house on Sunday?\It should be convenient for you, since it's Sunday.\Are your parents going to be out or something?\Yeah. response:	H-Hello.
context: What do I want...?\Yamamoto-san sure was nice, showing you her textbook.\Ah... yeah.\Yano, wanna come to my house on Sunday?\It should be convenient for you, since it's Sunday.\Are your parents going to be out or something?\Yeah.\H-Hello. response:	It's kinda cramped in here, but...
context: Yamamoto-san sure was nice, showing you her textbook.\Ah... yeah.\Yano, wanna come to my house on Sunday?\It should be convenient for you, since it's Sunday.\Are your parents going to be out or something?\Yeah.\H-Hello.\It's kinda cramped in here, but... response:	You... knew from the very beginning, didn't you?
context: Ah... yeah.\Yano, wanna come to my house on Sunday?\It should be convenient for you, since it's Sunday.\Are your parents going to be out or something?\Yeah.\H-Hello.\It's kinda cramped in here, but...\You... knew from the very beginning, didn't you? response:	Whatever are you talking about?
context: Yano, wanna come to my house on Sunday?\It should be convenient for you, since it's Sunday.\Are your parents going to be out or something?\Yeah.\H-Hello.\It's kinda cramped in here, but...\You... knew from the very beginning, didn't you?\Whatever are you talking about? response:	It's smaller than your room, but...
context: It should be convenient for you, since it's Sunday.\Are your parents going to be out or something?\Yeah.\H-Hello.\It's kinda cramped in here, but...\You... knew from the very beginning, didn't you?\Whatever are you talking about?\It's smaller than your room, but... response:	Oh. You can put your bag down over there.
context: Are your parents going to be out or something?\Yeah.\H-Hello.\It's kinda cramped in here, but...\You... knew from the very beginning, didn't you?\Whatever are you talking about?\It's smaller than your room, but...\Oh. You can put your bag down over there. response:	Yano's in my room!
context: Yeah.\H-Hello.\It's kinda cramped in here, but...\You... knew from the very beginning, didn't you?\Whatever are you talking about?\It's smaller than your room, but...\Oh. You can put your bag down over there.\Yano's in my room! response:	I'm... a little moved by it all.
context: H-Hello.\It's kinda cramped in here, but...\You... knew from the very beginning, didn't you?\Whatever are you talking about?\It's smaller than your room, but...\Oh. You can put your bag down over there.\Yano's in my room!\I'm... a little moved by it all. response:	What is it?
context: It's kinda cramped in here, but...\You... knew from the very beginning, didn't you?\Whatever are you talking about?\It's smaller than your room, but...\Oh. You can put your bag down over there.\Yano's in my room!\I'm... a little moved by it all.\What is it? response:	Oh, nothing.
context: You... knew from the very beginning, didn't you?\Whatever are you talking about?\It's smaller than your room, but...\Oh. You can put your bag down over there.\Yano's in my room!\I'm... a little moved by it all.\What is it?\Oh, nothing. response:	So, where do you live?
context: Whatever are you talking about?\It's smaller than your room, but...\Oh. You can put your bag down over there.\Yano's in my room!\I'm... a little moved by it all.\What is it?\Oh, nothing.\So, where do you live? response:	Yanagimachi.
context: It's smaller than your room, but...\Oh. You can put your bag down over there.\Yano's in my room!\I'm... a little moved by it all.\What is it?\Oh, nothing.\So, where do you live?\Yanagimachi. response:	It must've taken you a while to get here, then.
context: Oh. You can put your bag down over there.\Yano's in my room!\I'm... a little moved by it all.\What is it?\Oh, nothing.\So, where do you live?\Yanagimachi.\It must've taken you a while to get here, then. response:	Not at all. I just have to take one bus.
context: Yano's in my room!\I'm... a little moved by it all.\What is it?\Oh, nothing.\So, where do you live?\Yanagimachi.\It must've taken you a while to get here, then.\Not at all. I just have to take one bus. response:	Mom and Yano are talking...
