context: This is your last chance. response:	He's gone.
context: I hit it back at the apartment.\It doesn't hurt that much, so don't worry.\You're so clumsy.\Be careful.\Okay.\I guess this side of him is exactly why.\And he keeps doing this when I know I shouldn't fall any harder for him!\Listen carefully, everyone. response:	The point here isn't to answer with what the author is thinking.
context: It doesn't hurt that much, so don't worry.\You're so clumsy.\Be careful.\Okay.\I guess this side of him is exactly why.\And he keeps doing this when I know I shouldn't fall any harder for him!\Listen carefully, everyone.\The point here isn't to answer with what the author is thinking. response:	It's to write what you, as the readers, feel.
context: You're so clumsy.\Be careful.\Okay.\I guess this side of him is exactly why.\And he keeps doing this when I know I shouldn't fall any harder for him!\Listen carefully, everyone.\The point here isn't to answer with what the author is thinking.\It's to write what you, as the readers, feel. response:	Damn it, we've hit a wall.
context: Be careful.\Okay.\I guess this side of him is exactly why.\And he keeps doing this when I know I shouldn't fall any harder for him!\Listen carefully, everyone.\The point here isn't to answer with what the author is thinking.\It's to write what you, as the readers, feel.\Damn it, we've hit a wall. response:	Um...
context: Okay.\I guess this side of him is exactly why.\And he keeps doing this when I know I shouldn't fall any harder for him!\Listen carefully, everyone.\The point here isn't to answer with what the author is thinking.\It's to write what you, as the readers, feel.\Damn it, we've hit a wall.\Um... response:	What is it that I felt?
context: I guess this side of him is exactly why.\And he keeps doing this when I know I shouldn't fall any harder for him!\Listen carefully, everyone.\The point here isn't to answer with what the author is thinking.\It's to write what you, as the readers, feel.\Damn it, we've hit a wall.\Um...\What is it that I felt? response:	I did think we'd come to this point eventually.
context: And he keeps doing this when I know I shouldn't fall any harder for him!\Listen carefully, everyone.\The point here isn't to answer with what the author is thinking.\It's to write what you, as the readers, feel.\Damn it, we've hit a wall.\Um...\What is it that I felt?\I did think we'd come to this point eventually. response:	This is my limit as someone who doesn't have the nous of a teacher.
context: Listen carefully, everyone.\The point here isn't to answer with what the author is thinking.\It's to write what you, as the readers, feel.\Damn it, we've hit a wall.\Um...\What is it that I felt?\I did think we'd come to this point eventually.\This is my limit as someone who doesn't have the nous of a teacher. response:	I don't know what it is that they don't know!
context: The point here isn't to answer with what the author is thinking.\It's to write what you, as the readers, feel.\Damn it, we've hit a wall.\Um...\What is it that I felt?\I did think we'd come to this point eventually.\This is my limit as someone who doesn't have the nous of a teacher.\I don't know what it is that they don't know! response:	I don't know how to teach them!
context: It's to write what you, as the readers, feel.\Damn it, we've hit a wall.\Um...\What is it that I felt?\I did think we'd come to this point eventually.\This is my limit as someone who doesn't have the nous of a teacher.\I don't know what it is that they don't know!\I don't know how to teach them! response:	How cruel it is that our IQs must differ so!
context: Damn it, we've hit a wall.\Um...\What is it that I felt?\I did think we'd come to this point eventually.\This is my limit as someone who doesn't have the nous of a teacher.\I don't know what it is that they don't know!\I don't know how to teach them!\How cruel it is that our IQs must differ so! response:	I'm just guessing, but I have a feeling he's thinking something rude.
context: Um...\What is it that I felt?\I did think we'd come to this point eventually.\This is my limit as someone who doesn't have the nous of a teacher.\I don't know what it is that they don't know!\I don't know how to teach them!\How cruel it is that our IQs must differ so!\I'm just guessing, but I have a feeling he's thinking something rude. response:	I don't think we can focus anymore, let alone answer these questions.
context: What is it that I felt?\I did think we'd come to this point eventually.\This is my limit as someone who doesn't have the nous of a teacher.\I don't know what it is that they don't know!\I don't know how to teach them!\How cruel it is that our IQs must differ so!\I'm just guessing, but I have a feeling he's thinking something rude.\I don't think we can focus anymore, let alone answer these questions. response:	We've been studying nonstop for days.
context: I did think we'd come to this point eventually.\This is my limit as someone who doesn't have the nous of a teacher.\I don't know what it is that they don't know!\I don't know how to teach them!\How cruel it is that our IQs must differ so!\I'm just guessing, but I have a feeling he's thinking something rude.\I don't think we can focus anymore, let alone answer these questions.\We've been studying nonstop for days. response:	I-I can still keep going!
context: This is my limit as someone who doesn't have the nous of a teacher.\I don't know what it is that they don't know!\I don't know how to teach them!\How cruel it is that our IQs must differ so!\I'm just guessing, but I have a feeling he's thinking something rude.\I don't think we can focus anymore, let alone answer these questions.\We've been studying nonstop for days.\I-I can still keep going! response:	Cramming too much is counterproductive.
context: I don't know what it is that they don't know!\I don't know how to teach them!\How cruel it is that our IQs must differ so!\I'm just guessing, but I have a feeling he's thinking something rude.\I don't think we can focus anymore, let alone answer these questions.\We've been studying nonstop for days.\I-I can still keep going!\Cramming too much is counterproductive. response:	Cramming too much is counterproductive.
context: I don't know how to teach them!\How cruel it is that our IQs must differ so!\I'm just guessing, but I have a feeling he's thinking something rude.\I don't think we can focus anymore, let alone answer these questions.\We've been studying nonstop for days.\I-I can still keep going!\Cramming too much is counterproductive.\Cramming too much is counterproductive. response:	I see. They need an occasional reward.
context: How cruel it is that our IQs must differ so!\I'm just guessing, but I have a feeling he's thinking something rude.\I don't think we can focus anymore, let alone answer these questions.\We've been studying nonstop for days.\I-I can still keep going!\Cramming too much is counterproductive.\Cramming too much is counterproductive.\I see. They need an occasional reward. response:	Let's take the afternoon off.
context: I'm just guessing, but I have a feeling he's thinking something rude.\I don't think we can focus anymore, let alone answer these questions.\We've been studying nonstop for days.\I-I can still keep going!\Cramming too much is counterproductive.\Cramming too much is counterproductive.\I see. They need an occasional reward.\Let's take the afternoon off. response:	Terrors of the Netherworld
context: I don't think we can focus anymore, let alone answer these questions.\We've been studying nonstop for days.\I-I can still keep going!\Cramming too much is counterproductive.\Cramming too much is counterproductive.\I see. They need an occasional reward.\Let's take the afternoon off.\Terrors of the Netherworld response:	Entrance
context: We've been studying nonstop for days.\I-I can still keep going!\Cramming too much is counterproductive.\Cramming too much is counterproductive.\I see. They need an occasional reward.\Let's take the afternoon off.\Terrors of the Netherworld\Entrance response:	Exit
context: I-I can still keep going!\Cramming too much is counterproductive.\Cramming too much is counterproductive.\I see. They need an occasional reward.\Let's take the afternoon off.\Terrors of the Netherworld\Entrance\Exit response:	Let's ride that one next!
context: Cramming too much is counterproductive.\Cramming too much is counterproductive.\I see. They need an occasional reward.\Let's take the afternoon off.\Terrors of the Netherworld\Entrance\Exit\Let's ride that one next! response:	Give me a second, Itsuki-chan.
context: Cramming too much is counterproductive.\I see. They need an occasional reward.\Let's take the afternoon off.\Terrors of the Netherworld\Entrance\Exit\Let's ride that one next!\Give me a second, Itsuki-chan. response:	Huh? Where did Yotsuba go?
context: I see. They need an occasional reward.\Let's take the afternoon off.\Terrors of the Netherworld\Entrance\Exit\Let's ride that one next!\Give me a second, Itsuki-chan.\Huh? Where did Yotsuba go? response:	She says she's in the washroom with a stomach ache.
context: Let's take the afternoon off.\Terrors of the Netherworld\Entrance\Exit\Let's ride that one next!\Give me a second, Itsuki-chan.\Huh? Where did Yotsuba go?\She says she's in the washroom with a stomach ache. response:	Why doesn't she just say so?
context: Terrors of the Netherworld\Entrance\Exit\Let's ride that one next!\Give me a second, Itsuki-chan.\Huh? Where did Yotsuba go?\She says she's in the washroom with a stomach ache.\Why doesn't she just say so? response:	Bathroom break for me, too.
context: Entrance\Exit\Let's ride that one next!\Give me a second, Itsuki-chan.\Huh? Where did Yotsuba go?\She says she's in the washroom with a stomach ache.\Why doesn't she just say so?\Bathroom break for me, too. response:	Sure.
context: Exit\Let's ride that one next!\Give me a second, Itsuki-chan.\Huh? Where did Yotsuba go?\She says she's in the washroom with a stomach ache.\Why doesn't she just say so?\Bathroom break for me, too.\Sure. response:	Catch up with us later.
context: Let's ride that one next!\Give me a second, Itsuki-chan.\Huh? Where did Yotsuba go?\She says she's in the washroom with a stomach ache.\Why doesn't she just say so?\Bathroom break for me, too.\Sure.\Catch up with us later. response:	Okay.
context: Give me a second, Itsuki-chan.\Huh? Where did Yotsuba go?\She says she's in the washroom with a stomach ache.\Why doesn't she just say so?\Bathroom break for me, too.\Sure.\Catch up with us later.\Okay. response:	What?
context: Huh? Where did Yotsuba go?\She says she's in the washroom with a stomach ache.\Why doesn't she just say so?\Bathroom break for me, too.\Sure.\Catch up with us later.\Okay.\What? response:	Nothing.
context: She says she's in the washroom with a stomach ache.\Why doesn't she just say so?\Bathroom break for me, too.\Sure.\Catch up with us later.\Okay.\What?\Nothing. response:	Just how many laps are you doing?
context: Why doesn't she just say so?\Bathroom break for me, too.\Sure.\Catch up with us later.\Okay.\What?\Nothing.\Just how many laps are you doing? response:	I'm getting on.
context: Bathroom break for me, too.\Sure.\Catch up with us later.\Okay.\What?\Nothing.\Just how many laps are you doing?\I'm getting on. response:	Huh? That one's occupied.
context: Sure.\Catch up with us later.\Okay.\What?\Nothing.\Just how many laps are you doing?\I'm getting on.\Huh? That one's occupied. response:	Mind if I join you?
context: Catch up with us later.\Okay.\What?\Nothing.\Just how many laps are you doing?\I'm getting on.\Huh? That one's occupied.\Mind if I join you? response:	F-Feel free.
context: Okay.\What?\Nothing.\Just how many laps are you doing?\I'm getting on.\Huh? That one's occupied.\Mind if I join you?\F-Feel free. response:	I thought I was doing a good job hiding.
context: What?\Nothing.\Just how many laps are you doing?\I'm getting on.\Huh? That one's occupied.\Mind if I join you?\F-Feel free.\I thought I was doing a good job hiding. response:	How did I get found?
context: Nothing.\Just how many laps are you doing?\I'm getting on.\Huh? That one's occupied.\Mind if I join you?\F-Feel free.\I thought I was doing a good job hiding.\How did I get found? response:	Because I saw that.
context: Just how many laps are you doing?\I'm getting on.\Huh? That one's occupied.\Mind if I join you?\F-Feel free.\I thought I was doing a good job hiding.\How did I get found?\Because I saw that. response:	Dead giveaway
context: I'm getting on.\Huh? That one's occupied.\Mind if I join you?\F-Feel free.\I thought I was doing a good job hiding.\How did I get found?\Because I saw that.\Dead giveaway response:	The ribbon was out of the bag!
context: Huh? That one's occupied.\Mind if I join you?\F-Feel free.\I thought I was doing a good job hiding.\How did I get found?\Because I saw that.\Dead giveaway\The ribbon was out of the bag! response:	Japanese
context: Mind if I join you?\F-Feel free.\I thought I was doing a good job hiding.\How did I get found?\Because I saw that.\Dead giveaway\The ribbon was out of the bag!\Japanese response:	You were studying here?
context: F-Feel free.\I thought I was doing a good job hiding.\How did I get found?\Because I saw that.\Dead giveaway\The ribbon was out of the bag!\Japanese\You were studying here? response:	Yes.
context: I thought I was doing a good job hiding.\How did I get found?\Because I saw that.\Dead giveaway\The ribbon was out of the bag!\Japanese\You were studying here?\Yes. response:	I thought I could keep going, since I have more stamina than the others.
context: How did I get found?\Because I saw that.\Dead giveaway\The ribbon was out of the bag!\Japanese\You were studying here?\Yes.\I thought I could keep going, since I have more stamina than the others. response:	Also, the secret is that I'm the biggest dummy of the five of us.
context: Because I saw that.\Dead giveaway\The ribbon was out of the bag!\Japanese\You were studying here?\Yes.\I thought I could keep going, since I have more stamina than the others.\Also, the secret is that I'm the biggest dummy of the five of us. response:	We all know.
context: Dead giveaway\The ribbon was out of the bag!\Japanese\You were studying here?\Yes.\I thought I could keep going, since I have more stamina than the others.\Also, the secret is that I'm the biggest dummy of the five of us.\We all know. response:	You should take a break.
context: The ribbon was out of the bag!\Japanese\You were studying here?\Yes.\I thought I could keep going, since I have more stamina than the others.\Also, the secret is that I'm the biggest dummy of the five of us.\We all know.\You should take a break. response:	We spent money to come to the amusement park.
context: Japanese\You were studying here?\Yes.\I thought I could keep going, since I have more stamina than the others.\Also, the secret is that I'm the biggest dummy of the five of us.\We all know.\You should take a break.\We spent money to come to the amusement park. response:	No.
context: You were studying here?\Yes.\I thought I could keep going, since I have more stamina than the others.\Also, the secret is that I'm the biggest dummy of the five of us.\We all know.\You should take a break.\We spent money to come to the amusement park.\No. response:	You don't have any idea how dumb I am.
context: Yes.\I thought I could keep going, since I have more stamina than the others.\Also, the secret is that I'm the biggest dummy of the five of us.\We all know.\You should take a break.\We spent money to come to the amusement park.\No.\You don't have any idea how dumb I am. response:	Do you know why we transferred to this school?
context: I thought I could keep going, since I have more stamina than the others.\Also, the secret is that I'm the biggest dummy of the five of us.\We all know.\You should take a break.\We spent money to come to the amusement park.\No.\You don't have any idea how dumb I am.\Do you know why we transferred to this school? response:	Ichika told me.
context: Also, the secret is that I'm the biggest dummy of the five of us.\We all know.\You should take a break.\We spent money to come to the amusement park.\No.\You don't have any idea how dumb I am.\Do you know why we transferred to this school?\Ichika told me. response:	You were about to flunk.
context: We all know.\You should take a break.\We spent money to come to the amusement park.\No.\You don't have any idea how dumb I am.\Do you know why we transferred to this school?\Ichika told me.\You were about to flunk. response:	Our high school was what you would call a prestigious one.
context: You should take a break.\We spent money to come to the amusement park.\No.\You don't have any idea how dumb I am.\Do you know why we transferred to this school?\Ichika told me.\You were about to flunk.\Our high school was what you would call a prestigious one. response:	It wasn't unusual for people to be held back a year if they failed an exam.
context: We spent money to come to the amusement park.\No.\You don't have any idea how dumb I am.\Do you know why we transferred to this school?\Ichika told me.\You were about to flunk.\Our high school was what you would call a prestigious one.\It wasn't unusual for people to be held back a year if they failed an exam. response:	Naturally, we failed.
context: No.\You don't have any idea how dumb I am.\Do you know why we transferred to this school?\Ichika told me.\You were about to flunk.\Our high school was what you would call a prestigious one.\It wasn't unusual for people to be held back a year if they failed an exam.\Naturally, we failed. response:	Don't make it sound natural!
context: You don't have any idea how dumb I am.\Do you know why we transferred to this school?\Ichika told me.\You were about to flunk.\Our high school was what you would call a prestigious one.\It wasn't unusual for people to be held back a year if they failed an exam.\Naturally, we failed.\Don't make it sound natural! response:	We were given a chance to retake the exams, so we all tried our best.
context: Do you know why we transferred to this school?\Ichika told me.\You were about to flunk.\Our high school was what you would call a prestigious one.\It wasn't unusual for people to be held back a year if they failed an exam.\Naturally, we failed.\Don't make it sound natural!\We were given a chance to retake the exams, so we all tried our best. response:	Don't tell me...
context: Ichika told me.\You were about to flunk.\Our high school was what you would call a prestigious one.\It wasn't unusual for people to be held back a year if they failed an exam.\Naturally, we failed.\Don't make it sound natural!\We were given a chance to retake the exams, so we all tried our best.\Don't tell me... response:	You were the only one who failed?
context: You were about to flunk.\Our high school was what you would call a prestigious one.\It wasn't unusual for people to be held back a year if they failed an exam.\Naturally, we failed.\Don't make it sound natural!\We were given a chance to retake the exams, so we all tried our best.\Don't tell me...\You were the only one who failed? response:	That's our Uesugi-san.
context: Our high school was what you would call a prestigious one.\It wasn't unusual for people to be held back a year if they failed an exam.\Naturally, we failed.\Don't make it sound natural!\We were given a chance to retake the exams, so we all tried our best.\Don't tell me...\You were the only one who failed?\That's our Uesugi-san. response:	You get everything right.
context: It wasn't unusual for people to be held back a year if they failed an exam.\Naturally, we failed.\Don't make it sound natural!\We were given a chance to retake the exams, so we all tried our best.\Don't tell me...\You were the only one who failed?\That's our Uesugi-san.\You get everything right. response:	Yotsuba was the only one who failed.
context: Naturally, we failed.\Don't make it sound natural!\We were given a chance to retake the exams, so we all tried our best.\Don't tell me...\You were the only one who failed?\That's our Uesugi-san.\You get everything right.\Yotsuba was the only one who failed. response:	And yet they all transferred.
context: Don't make it sound natural!\We were given a chance to retake the exams, so we all tried our best.\Don't tell me...\You were the only one who failed?\That's our Uesugi-san.\You get everything right.\Yotsuba was the only one who failed.\And yet they all transferred. response:	They all came along with me.
context: We were given a chance to retake the exams, so we all tried our best.\Don't tell me...\You were the only one who failed?\That's our Uesugi-san.\You get everything right.\Yotsuba was the only one who failed.\And yet they all transferred.\They all came along with me. response:	They never so much as frowned.
context: Don't tell me...\You were the only one who failed?\That's our Uesugi-san.\You get everything right.\Yotsuba was the only one who failed.\And yet they all transferred.\They all came along with me.\They never so much as frowned. response:	Is that from what you were taught about staying together?
context: You were the only one who failed?\That's our Uesugi-san.\You get everything right.\Yotsuba was the only one who failed.\And yet they all transferred.\They all came along with me.\They never so much as frowned.\Is that from what you were taught about staying together? response:	That's helped them through tough times,
context: That's our Uesugi-san.\You get everything right.\Yotsuba was the only one who failed.\And yet they all transferred.\They all came along with me.\They never so much as frowned.\Is that from what you were taught about staying together?\That's helped them through tough times, response:	but it's certainly shackling them as well.
context: You get everything right.\Yotsuba was the only one who failed.\And yet they all transferred.\They all came along with me.\They never so much as frowned.\Is that from what you were taught about staying together?\That's helped them through tough times,\but it's certainly shackling them as well. response:	So, please...
context: Yotsuba was the only one who failed.\And yet they all transferred.\They all came along with me.\They never so much as frowned.\Is that from what you were taught about staying together?\That's helped them through tough times,\but it's certainly shackling them as well.\So, please... response:	Let me study as much as I can.
context: And yet they all transferred.\They all came along with me.\They never so much as frowned.\Is that from what you were taught about staying together?\That's helped them through tough times,\but it's certainly shackling them as well.\So, please...\Let me study as much as I can. response:	I don't want to drag the others down anymore.
context: They all came along with me.\They never so much as frowned.\Is that from what you were taught about staying together?\That's helped them through tough times,\but it's certainly shackling them as well.\So, please...\Let me study as much as I can.\I don't want to drag the others down anymore. response:	I told you, we're taking the day off.
context: They never so much as frowned.\Is that from what you were taught about staying together?\That's helped them through tough times,\but it's certainly shackling them as well.\So, please...\Let me study as much as I can.\I don't want to drag the others down anymore.\I told you, we're taking the day off. response:	That said, we have nothing to do for the remaining half of the lap.
context: Is that from what you were taught about staying together?\That's helped them through tough times,\but it's certainly shackling them as well.\So, please...\Let me study as much as I can.\I don't want to drag the others down anymore.\I told you, we're taking the day off.\That said, we have nothing to do for the remaining half of the lap. response:	I'm bored. Let's study. Man-to-man.
context: That's helped them through tough times,\but it's certainly shackling them as well.\So, please...\Let me study as much as I can.\I don't want to drag the others down anymore.\I told you, we're taking the day off.\That said, we have nothing to do for the remaining half of the lap.\I'm bored. Let's study. Man-to-man. response:	Okay!
context: but it's certainly shackling them as well.\So, please...\Let me study as much as I can.\I don't want to drag the others down anymore.\I told you, we're taking the day off.\That said, we have nothing to do for the remaining half of the lap.\I'm bored. Let's study. Man-to-man.\Okay! response:	This is a good opportunity.
context: So, please...\Let me study as much as I can.\I don't want to drag the others down anymore.\I told you, we're taking the day off.\That said, we have nothing to do for the remaining half of the lap.\I'm bored. Let's study. Man-to-man.\Okay!\This is a good opportunity. response:	I'm going to make sure you understand that Japanese passage from earlier.
context: Let me study as much as I can.\I don't want to drag the others down anymore.\I told you, we're taking the day off.\That said, we have nothing to do for the remaining half of the lap.\I'm bored. Let's study. Man-to-man.\Okay!\This is a good opportunity.\I'm going to make sure you understand that Japanese passage from earlier. response:	Oh, that's okay.
context: I don't want to drag the others down anymore.\I told you, we're taking the day off.\That said, we have nothing to do for the remaining half of the lap.\I'm bored. Let's study. Man-to-man.\Okay!\This is a good opportunity.\I'm going to make sure you understand that Japanese passage from earlier.\Oh, that's okay. response:	I figured it out.
context: I told you, we're taking the day off.\That said, we have nothing to do for the remaining half of the lap.\I'm bored. Let's study. Man-to-man.\Okay!\This is a good opportunity.\I'm going to make sure you understand that Japanese passage from earlier.\Oh, that's okay.\I figured it out. response:	Let's see.
context: That said, we have nothing to do for the remaining half of the lap.\I'm bored. Let's study. Man-to-man.\Okay!\This is a good opportunity.\I'm going to make sure you understand that Japanese passage from earlier.\Oh, that's okay.\I figured it out.\Let's see. response:	You did.
context: I'm bored. Let's study. Man-to-man.\Okay!\This is a good opportunity.\I'm going to make sure you understand that Japanese passage from earlier.\Oh, that's okay.\I figured it out.\Let's see.\You did. response:	The other girls had so much trouble here.
context: Okay!\This is a good opportunity.\I'm going to make sure you understand that Japanese passage from earlier.\Oh, that's okay.\I figured it out.\Let's see.\You did.\The other girls had so much trouble here. response:	Yotsuba!
context: This is a good opportunity.\I'm going to make sure you understand that Japanese passage from earlier.\Oh, that's okay.\I figured it out.\Let's see.\You did.\The other girls had so much trouble here.\Yotsuba! response:	Ack!
context: I'm going to make sure you understand that Japanese passage from earlier.\Oh, that's okay.\I figured it out.\Let's see.\You did.\The other girls had so much trouble here.\Yotsuba!\Ack! response:	When you said man-to-man, you didn't mean mouth-to-mouth, did you?
context: Oh, that's okay.\I figured it out.\Let's see.\You did.\The other girls had so much trouble here.\Yotsuba!\Ack!\When you said man-to-man, you didn't mean mouth-to-mouth, did you? response:	What happened on New Year's was an accident!
context: I figured it out.\Let's see.\You did.\The other girls had so much trouble here.\Yotsuba!\Ack!\When you said man-to-man, you didn't mean mouth-to-mouth, did you?\What happened on New Year's was an accident! response:	I'm beginning to see the light.
context: Let's see.\You did.\The other girls had so much trouble here.\Yotsuba!\Ack!\When you said man-to-man, you didn't mean mouth-to-mouth, did you?\What happened on New Year's was an accident!\I'm beginning to see the light. response:	Your father's right.
context: You did.\The other girls had so much trouble here.\Yotsuba!\Ack!\When you said man-to-man, you didn't mean mouth-to-mouth, did you?\What happened on New Year's was an accident!\I'm beginning to see the light.\Your father's right. response:	If someone can help me, I think we can make it work.
context: The other girls had so much trouble here.\Yotsuba!\Ack!\When you said man-to-man, you didn't mean mouth-to-mouth, did you?\What happened on New Year's was an accident!\I'm beginning to see the light.\Your father's right.\If someone can help me, I think we can make it work. response:	Could you, uh, dumb that down for me?
context: Yotsuba!\Ack!\When you said man-to-man, you didn't mean mouth-to-mouth, did you?\What happened on New Year's was an accident!\I'm beginning to see the light.\Your father's right.\If someone can help me, I think we can make it work.\Could you, uh, dumb that down for me? response:	You'll teach Japanese with me.
context: Ack!\When you said man-to-man, you didn't mean mouth-to-mouth, did you?\What happened on New Year's was an accident!\I'm beginning to see the light.\Your father's right.\If someone can help me, I think we can make it work.\Could you, uh, dumb that down for me?\You'll teach Japanese with me. response:	Me?
context: When you said man-to-man, you didn't mean mouth-to-mouth, did you?\What happened on New Year's was an accident!\I'm beginning to see the light.\Your father's right.\If someone can help me, I think we can make it work.\Could you, uh, dumb that down for me?\You'll teach Japanese with me.\Me? response:	I can't! I can't!
context: What happened on New Year's was an accident!\I'm beginning to see the light.\Your father's right.\If someone can help me, I think we can make it work.\Could you, uh, dumb that down for me?\You'll teach Japanese with me.\Me?\I can't! I can't! response:	You can!
context: I'm beginning to see the light.\Your father's right.\If someone can help me, I think we can make it work.\Could you, uh, dumb that down for me?\You'll teach Japanese with me.\Me?\I can't! I can't!\You can! response:	I've always known from your exam results that you each have different areas of expertise.
context: Your father's right.\If someone can help me, I think we can make it work.\Could you, uh, dumb that down for me?\You'll teach Japanese with me.\Me?\I can't! I can't!\You can!\I've always known from your exam results that you each have different areas of expertise. response:	Miku is good at Socials Studies.
context: If someone can help me, I think we can make it work.\Could you, uh, dumb that down for me?\You'll teach Japanese with me.\Me?\I can't! I can't!\You can!\I've always known from your exam results that you each have different areas of expertise.\Miku is good at Socials Studies. response:	Itsuki is good at Science.
context: Could you, uh, dumb that down for me?\You'll teach Japanese with me.\Me?\I can't! I can't!\You can!\I've always known from your exam results that you each have different areas of expertise.\Miku is good at Socials Studies.\Itsuki is good at Science. response:	And you, Yotsuba, are good at Japanese.
context: You'll teach Japanese with me.\Me?\I can't! I can't!\You can!\I've always known from your exam results that you each have different areas of expertise.\Miku is good at Socials Studies.\Itsuki is good at Science.\And you, Yotsuba, are good at Japanese. response:	I am?
context: Me?\I can't! I can't!\You can!\I've always known from your exam results that you each have different areas of expertise.\Miku is good at Socials Studies.\Itsuki is good at Science.\And you, Yotsuba, are good at Japanese.\I am? response:	You don't have to do anything special.
context: I can't! I can't!\You can!\I've always known from your exam results that you each have different areas of expertise.\Miku is good at Socials Studies.\Itsuki is good at Science.\And you, Yotsuba, are good at Japanese.\I am?\You don't have to do anything special. response:	Just say what's on your mind.
context: You can!\I've always known from your exam results that you each have different areas of expertise.\Miku is good at Socials Studies.\Itsuki is good at Science.\And you, Yotsuba, are good at Japanese.\I am?\You don't have to do anything special.\Just say what's on your mind. response:	If you can do it, the other four can, too.
context: I've always known from your exam results that you each have different areas of expertise.\Miku is good at Socials Studies.\Itsuki is good at Science.\And you, Yotsuba, are good at Japanese.\I am?\You don't have to do anything special.\Just say what's on your mind.\If you can do it, the other four can, too. response:	You're quintuplets.
context: Miku is good at Socials Studies.\Itsuki is good at Science.\And you, Yotsuba, are good at Japanese.\I am?\You don't have to do anything special.\Just say what's on your mind.\If you can do it, the other four can, too.\You're quintuplets. response:	I can be useful to everyone, even if I'm stupid?
context: Itsuki is good at Science.\And you, Yotsuba, are good at Japanese.\I am?\You don't have to do anything special.\Just say what's on your mind.\If you can do it, the other four can, too.\You're quintuplets.\I can be useful to everyone, even if I'm stupid? response:	Sorry you're having to make up for my failings as a teacher.
context: And you, Yotsuba, are good at Japanese.\I am?\You don't have to do anything special.\Just say what's on your mind.\If you can do it, the other four can, too.\You're quintuplets.\I can be useful to everyone, even if I'm stupid?\Sorry you're having to make up for my failings as a teacher. response:	From now on, we'll all be teachers and students together.
context: I am?\You don't have to do anything special.\Just say what's on your mind.\If you can do it, the other four can, too.\You're quintuplets.\I can be useful to everyone, even if I'm stupid?\Sorry you're having to make up for my failings as a teacher.\From now on, we'll all be teachers and students together. response:	There's something an idiot like me can do?
context: You don't have to do anything special.\Just say what's on your mind.\If you can do it, the other four can, too.\You're quintuplets.\I can be useful to everyone, even if I'm stupid?\Sorry you're having to make up for my failings as a teacher.\From now on, we'll all be teachers and students together.\There's something an idiot like me can do? response:	Yeah, there's a job only you can do.
context: Just say what's on your mind.\If you can do it, the other four can, too.\You're quintuplets.\I can be useful to everyone, even if I'm stupid?\Sorry you're having to make up for my failings as a teacher.\From now on, we'll all be teachers and students together.\There's something an idiot like me can do?\Yeah, there's a job only you can do. response:	I'm not just going to drag everyone down?
context: If you can do it, the other four can, too.\You're quintuplets.\I can be useful to everyone, even if I'm stupid?\Sorry you're having to make up for my failings as a teacher.\From now on, we'll all be teachers and students together.\There's something an idiot like me can do?\Yeah, there's a job only you can do.\I'm not just going to drag everyone down? response:	That's right.
context: You're quintuplets.\I can be useful to everyone, even if I'm stupid?\Sorry you're having to make up for my failings as a teacher.\From now on, we'll all be teachers and students together.\There's something an idiot like me can do?\Yeah, there's a job only you can do.\I'm not just going to drag everyone down?\That's right. response:	This time,
context: I can be useful to everyone, even if I'm stupid?\Sorry you're having to make up for my failings as a teacher.\From now on, we'll all be teachers and students together.\There's something an idiot like me can do?\Yeah, there's a job only you can do.\I'm not just going to drag everyone down?\That's right.\This time, response:	you'll be pulling everyone forward.
context: Sorry you're having to make up for my failings as a teacher.\From now on, we'll all be teachers and students together.\There's something an idiot like me can do?\Yeah, there's a job only you can do.\I'm not just going to drag everyone down?\That's right.\This time,\you'll be pulling everyone forward. response:	Okay.
context: From now on, we'll all be teachers and students together.\There's something an idiot like me can do?\Yeah, there's a job only you can do.\I'm not just going to drag everyone down?\That's right.\This time,\you'll be pulling everyone forward.\Okay. response:	I can handle this!
context: There's something an idiot like me can do?\Yeah, there's a job only you can do.\I'm not just going to drag everyone down?\That's right.\This time,\you'll be pulling everyone forward.\Okay.\I can handle this! response:	I'll make sure the others pass!
context: Yeah, there's a job only you can do.\I'm not just going to drag everyone down?\That's right.\This time,\you'll be pulling everyone forward.\Okay.\I can handle this!\I'll make sure the others pass! response:	Hold it.
context: I'm not just going to drag everyone down?\That's right.\This time,\you'll be pulling everyone forward.\Okay.\I can handle this!\I'll make sure the others pass!\Hold it. response:	Don't forget that you're the biggest danger.
context: That's right.\This time,\you'll be pulling everyone forward.\Okay.\I can handle this!\I'll make sure the others pass!\Hold it.\Don't forget that you're the biggest danger. response:	You really do come here every month.
context: This time,\you'll be pulling everyone forward.\Okay.\I can handle this!\I'll make sure the others pass!\Hold it.\Don't forget that you're the biggest danger.\You really do come here every month. response:	Why are you here?
context: you'll be pulling everyone forward.\Okay.\I can handle this!\I'll make sure the others pass!\Hold it.\Don't forget that you're the biggest danger.\You really do come here every month.\Why are you here? response:	Your plan to have everyone be a tutor is showing positive signs.
context: Okay.\I can handle this!\I'll make sure the others pass!\Hold it.\Don't forget that you're the biggest danger.\You really do come here every month.\Why are you here?\Your plan to have everyone be a tutor is showing positive signs. response:	I realized you can learn some things better by teaching than by being taught.
context: I can handle this!\I'll make sure the others pass!\Hold it.\Don't forget that you're the biggest danger.\You really do come here every month.\Why are you here?\Your plan to have everyone be a tutor is showing positive signs.\I realized you can learn some things better by teaching than by being taught. response:	Are you telling me you don't need me anymore?
