context: Man, that was the best! response:	A Guy You Like, or a Guy from the Past?
context: Uh, sorry. I've already made plans with Otani today.\Otani?\Oh, it's okay. I\What...!\What on earth is this little creature?!\What are you talking about?!\Now that I think of it, Risa,\Don't talk about me like I'm a pet! response:	You're not fit to be seen with a beauty like Risa.
context: Otani?\Oh, it's okay. I\What...!\What on earth is this little creature?!\What are you talking about?!\Now that I think of it, Risa,\Don't talk about me like I'm a pet!\You're not fit to be seen with a beauty like Risa. response:	Oh my...
context: Oh, it's okay. I\What...!\What on earth is this little creature?!\What are you talking about?!\Now that I think of it, Risa,\Don't talk about me like I'm a pet!\You're not fit to be seen with a beauty like Risa.\Oh my... response:	How is she a beauty?!
context: What...!\What on earth is this little creature?!\What are you talking about?!\Now that I think of it, Risa,\Don't talk about me like I'm a pet!\You're not fit to be seen with a beauty like Risa.\Oh my...\How is she a beauty?! response:	Now, now...
context: What on earth is this little creature?!\What are you talking about?!\Now that I think of it, Risa,\Don't talk about me like I'm a pet!\You're not fit to be seen with a beauty like Risa.\Oh my...\How is she a beauty?!\Now, now... response:	Gee, I'm so embarrassed!
context: What are you talking about?!\Now that I think of it, Risa,\Don't talk about me like I'm a pet!\You're not fit to be seen with a beauty like Risa.\Oh my...\How is she a beauty?!\Now, now...\Gee, I'm so embarrassed! response:	This guy's an idiot.
context: Now that I think of it, Risa,\Don't talk about me like I'm a pet!\You're not fit to be seen with a beauty like Risa.\Oh my...\How is she a beauty?!\Now, now...\Gee, I'm so embarrassed!\This guy's an idiot. response:	There must be something wrong with his head.
context: Don't talk about me like I'm a pet!\You're not fit to be seen with a beauty like Risa.\Oh my...\How is she a beauty?!\Now, now...\Gee, I'm so embarrassed!\This guy's an idiot.\There must be something wrong with his head. response:	What's your problem?! You're so rude!
context: You're not fit to be seen with a beauty like Risa.\Oh my...\How is she a beauty?!\Now, now...\Gee, I'm so embarrassed!\This guy's an idiot.\There must be something wrong with his head.\What's your problem?! You're so rude! response:	Who are you calling rude?! Wanna fight, baldy?
context: Oh my...\How is she a beauty?!\Now, now...\Gee, I'm so embarrassed!\This guy's an idiot.\There must be something wrong with his head.\What's your problem?! You're so rude!\Who are you calling rude?! Wanna fight, baldy? response:	How am I bald? Are you an Idiot?
context: How is she a beauty?!\Now, now...\Gee, I'm so embarrassed!\This guy's an idiot.\There must be something wrong with his head.\What's your problem?! You're so rude!\Who are you calling rude?! Wanna fight, baldy?\How am I bald? Are you an Idiot? response:	I can't take this!
context: Now, now...\Gee, I'm so embarrassed!\This guy's an idiot.\There must be something wrong with his head.\What's your problem?! You're so rude!\Who are you calling rude?! Wanna fight, baldy?\How am I bald? Are you an Idiot?\I can't take this! response:	This guy keeps getting on my nerves!
context: Gee, I'm so embarrassed!\This guy's an idiot.\There must be something wrong with his head.\What's your problem?! You're so rude!\Who are you calling rude?! Wanna fight, baldy?\How am I bald? Are you an Idiot?\I can't take this!\This guy keeps getting on my nerves! response:	Now, now. Take it easy, Otani.
context: This guy's an idiot.\There must be something wrong with his head.\What's your problem?! You're so rude!\Who are you calling rude?! Wanna fight, baldy?\How am I bald? Are you an Idiot?\I can't take this!\This guy keeps getting on my nerves!\Now, now. Take it easy, Otani. response:	Otani?
context: There must be something wrong with his head.\What's your problem?! You're so rude!\Who are you calling rude?! Wanna fight, baldy?\How am I bald? Are you an Idiot?\I can't take this!\This guy keeps getting on my nerves!\Now, now. Take it easy, Otani.\Otani? response:	Is this the guy you just told me you had plans with?
context: What's your problem?! You're so rude!\Who are you calling rude?! Wanna fight, baldy?\How am I bald? Are you an Idiot?\I can't take this!\This guy keeps getting on my nerves!\Now, now. Take it easy, Otani.\Otani?\Is this the guy you just told me you had plans with? response:	Yeah.
context: Who are you calling rude?! Wanna fight, baldy?\How am I bald? Are you an Idiot?\I can't take this!\This guy keeps getting on my nerves!\Now, now. Take it easy, Otani.\Otani?\Is this the guy you just told me you had plans with?\Yeah. response:	This can't be!
context: How am I bald? Are you an Idiot?\I can't take this!\This guy keeps getting on my nerves!\Now, now. Take it easy, Otani.\Otani?\Is this the guy you just told me you had plans with?\Yeah.\This can't be! response:	You're so cool, Risa!
context: I can't take this!\This guy keeps getting on my nerves!\Now, now. Take it easy, Otani.\Otani?\Is this the guy you just told me you had plans with?\Yeah.\This can't be!\You're so cool, Risa! response:	It's totally uncool for you to be seen with a midget like him!
context: This guy keeps getting on my nerves!\Now, now. Take it easy, Otani.\Otani?\Is this the guy you just told me you had plans with?\Yeah.\This can't be!\You're so cool, Risa!\It's totally uncool for you to be seen with a midget like him! response:	You've been my hero for a long time now.
context: Now, now. Take it easy, Otani.\Otani?\Is this the guy you just told me you had plans with?\Yeah.\This can't be!\You're so cool, Risa!\It's totally uncool for you to be seen with a midget like him!\You've been my hero for a long time now. response:	I hope that you'll always be as cool as you were back then.
context: Otani?\Is this the guy you just told me you had plans with?\Yeah.\This can't be!\You're so cool, Risa!\It's totally uncool for you to be seen with a midget like him!\You've been my hero for a long time now.\I hope that you'll always be as cool as you were back then. response:	Your hero?
context: Is this the guy you just told me you had plans with?\Yeah.\This can't be!\You're so cool, Risa!\It's totally uncool for you to be seen with a midget like him!\You've been my hero for a long time now.\I hope that you'll always be as cool as you were back then.\Your hero? response:	I'll kill you!
context: Yeah.\This can't be!\You're so cool, Risa!\It's totally uncool for you to be seen with a midget like him!\You've been my hero for a long time now.\I hope that you'll always be as cool as you were back then.\Your hero?\I'll kill you! response:	Even if I kill you, God will forgive me for it!
context: This can't be!\You're so cool, Risa!\It's totally uncool for you to be seen with a midget like him!\You've been my hero for a long time now.\I hope that you'll always be as cool as you were back then.\Your hero?\I'll kill you!\Even if I kill you, God will forgive me for it! response:	Calm down, Otani!
context: You're so cool, Risa!\It's totally uncool for you to be seen with a midget like him!\You've been my hero for a long time now.\I hope that you'll always be as cool as you were back then.\Your hero?\I'll kill you!\Even if I kill you, God will forgive me for it!\Calm down, Otani! response:	Shut up, midget.
context: It's totally uncool for you to be seen with a midget like him!\You've been my hero for a long time now.\I hope that you'll always be as cool as you were back then.\Your hero?\I'll kill you!\Even if I kill you, God will forgive me for it!\Calm down, Otani!\Shut up, midget. response:	Risa is my personal hero.
context: You've been my hero for a long time now.\I hope that you'll always be as cool as you were back then.\Your hero?\I'll kill you!\Even if I kill you, God will forgive me for it!\Calm down, Otani!\Shut up, midget.\Risa is my personal hero. response:	I won't let you have her!
context: I hope that you'll always be as cool as you were back then.\Your hero?\I'll kill you!\Even if I kill you, God will forgive me for it!\Calm down, Otani!\Shut up, midget.\Risa is my personal hero.\I won't let you have her! response:	Huh?!
context: Your hero?\I'll kill you!\Even if I kill you, God will forgive me for it!\Calm down, Otani!\Shut up, midget.\Risa is my personal hero.\I won't let you have her!\Huh?! response:	Let's go, Risa!
context: I'll kill you!\Even if I kill you, God will forgive me for it!\Calm down, Otani!\Shut up, midget.\Risa is my personal hero.\I won't let you have her!\Huh?!\Let's go, Risa! response:	Huh? Wait...
context: Even if I kill you, God will forgive me for it!\Calm down, Otani!\Shut up, midget.\Risa is my personal hero.\I won't let you have her!\Huh?!\Let's go, Risa!\Huh? Wait... response:	Haruka?!
context: Calm down, Otani!\Shut up, midget.\Risa is my personal hero.\I won't let you have her!\Huh?!\Let's go, Risa!\Huh? Wait...\Haruka?! response:	Don't... Don't say something so unreasonable!
context: Shut up, midget.\Risa is my personal hero.\I won't let you have her!\Huh?!\Let's go, Risa!\Huh? Wait...\Haruka?!\Don't... Don't say something so unreasonable! response:	Next
context: Risa is my personal hero.\I won't let you have her!\Huh?!\Let's go, Risa!\Huh? Wait...\Haruka?!\Don't... Don't say something so unreasonable!\Next response:	Day
context: I won't let you have her!\Huh?!\Let's go, Risa!\Huh? Wait...\Haruka?!\Don't... Don't say something so unreasonable!\Next\Day response:	Uh... About that...
context: Huh?!\Let's go, Risa!\Huh? Wait...\Haruka?!\Don't... Don't say something so unreasonable!\Next\Day\Uh... About that... response:	Haruka isn't really a bad guy.
context: Let's go, Risa!\Huh? Wait...\Haruka?!\Don't... Don't say something so unreasonable!\Next\Day\Uh... About that...\Haruka isn't really a bad guy. response:	This is the first time I've ever come across such a mean guy.
context: Huh? Wait...\Haruka?!\Don't... Don't say something so unreasonable!\Next\Day\Uh... About that...\Haruka isn't really a bad guy.\This is the first time I've ever come across such a mean guy. response:	Oh, is that so?
context: Haruka?!\Don't... Don't say something so unreasonable!\Next\Day\Uh... About that...\Haruka isn't really a bad guy.\This is the first time I've ever come across such a mean guy.\Oh, is that so? response:	Don't get me involved in such an unreasonable situation.
context: Don't... Don't say something so unreasonable!\Next\Day\Uh... About that...\Haruka isn't really a bad guy.\This is the first time I've ever come across such a mean guy.\Oh, is that so?\Don't get me involved in such an unreasonable situation. response:	I had no idea!
context: Next\Day\Uh... About that...\Haruka isn't really a bad guy.\This is the first time I've ever come across such a mean guy.\Oh, is that so?\Don't get me involved in such an unreasonable situation.\I had no idea! response:	Haruka said that stuff out of nowhere!
context: Day\Uh... About that...\Haruka isn't really a bad guy.\This is the first time I've ever come across such a mean guy.\Oh, is that so?\Don't get me involved in such an unreasonable situation.\I had no idea!\Haruka said that stuff out of nowhere! response:	You're the hero. Do something about it.
context: Uh... About that...\Haruka isn't really a bad guy.\This is the first time I've ever come across such a mean guy.\Oh, is that so?\Don't get me involved in such an unreasonable situation.\I had no idea!\Haruka said that stuff out of nowhere!\You're the hero. Do something about it. response:	The hero...
context: Haruka isn't really a bad guy.\This is the first time I've ever come across such a mean guy.\Oh, is that so?\Don't get me involved in such an unreasonable situation.\I had no idea!\Haruka said that stuff out of nowhere!\You're the hero. Do something about it.\The hero... response:	The hero, huh?
context: This is the first time I've ever come across such a mean guy.\Oh, is that so?\Don't get me involved in such an unreasonable situation.\I had no idea!\Haruka said that stuff out of nowhere!\You're the hero. Do something about it.\The hero...\The hero, huh? response:	A man who needs a woman's protection is just pathetic.
context: Oh, is that so?\Don't get me involved in such an unreasonable situation.\I had no idea!\Haruka said that stuff out of nowhere!\You're the hero. Do something about it.\The hero...\The hero, huh?\A man who needs a woman's protection is just pathetic. response:	Man...
context: Don't get me involved in such an unreasonable situation.\I had no idea!\Haruka said that stuff out of nowhere!\You're the hero. Do something about it.\The hero...\The hero, huh?\A man who needs a woman's protection is just pathetic.\Man... response:	It's even more pathetic for a man to be that short.
context: I had no idea!\Haruka said that stuff out of nowhere!\You're the hero. Do something about it.\The hero...\The hero, huh?\A man who needs a woman's protection is just pathetic.\Man...\It's even more pathetic for a man to be that short. response:	Haruka!
context: Haruka said that stuff out of nowhere!\You're the hero. Do something about it.\The hero...\The hero, huh?\A man who needs a woman's protection is just pathetic.\Man...\It's even more pathetic for a man to be that short.\Haruka! response:	You...!
context: You're the hero. Do something about it.\The hero...\The hero, huh?\A man who needs a woman's protection is just pathetic.\Man...\It's even more pathetic for a man to be that short.\Haruka!\You...! response:	Good morning, Risa!
context: The hero...\The hero, huh?\A man who needs a woman's protection is just pathetic.\Man...\It's even more pathetic for a man to be that short.\Haruka!\You...!\Good morning, Risa! response:	I made you a lunch box.
context: The hero, huh?\A man who needs a woman's protection is just pathetic.\Man...\It's even more pathetic for a man to be that short.\Haruka!\You...!\Good morning, Risa!\I made you a lunch box. response:	Do you like wieners?
context: A man who needs a woman's protection is just pathetic.\Man...\It's even more pathetic for a man to be that short.\Haruka!\You...!\Good morning, Risa!\I made you a lunch box.\Do you like wieners? response:	Don't go barging into other people's classrooms!
context: Man...\It's even more pathetic for a man to be that short.\Haruka!\You...!\Good morning, Risa!\I made you a lunch box.\Do you like wieners?\Don't go barging into other people's classrooms! response:	You're not a student here yet!
context: It's even more pathetic for a man to be that short.\Haruka!\You...!\Good morning, Risa!\I made you a lunch box.\Do you like wieners?\Don't go barging into other people's classrooms!\You're not a student here yet! response:	Have you no shame?!
context: Haruka!\You...!\Good morning, Risa!\I made you a lunch box.\Do you like wieners?\Don't go barging into other people's classrooms!\You're not a student here yet!\Have you no shame?! response:	You're quite a noisy midget, aren't you?
context: You...!\Good morning, Risa!\I made you a lunch box.\Do you like wieners?\Don't go barging into other people's classrooms!\You're not a student here yet!\Have you no shame?!\You're quite a noisy midget, aren't you? response:	A midget should act like a midget. Now be quiet and stay out of sight.
context: Good morning, Risa!\I made you a lunch box.\Do you like wieners?\Don't go barging into other people's classrooms!\You're not a student here yet!\Have you no shame?!\You're quite a noisy midget, aren't you?\A midget should act like a midget. Now be quiet and stay out of sight. response:	Risa,
context: I made you a lunch box.\Do you like wieners?\Don't go barging into other people's classrooms!\You're not a student here yet!\Have you no shame?!\You're quite a noisy midget, aren't you?\A midget should act like a midget. Now be quiet and stay out of sight.\Risa, response:	Idiot Trio
context: Do you like wieners?\Don't go barging into other people's classrooms!\You're not a student here yet!\Have you no shame?!\You're quite a noisy midget, aren't you?\A midget should act like a midget. Now be quiet and stay out of sight.\Risa,\Idiot Trio response:	Look, we've captured an alien!
context: Don't go barging into other people's classrooms!\You're not a student here yet!\Have you no shame?!\You're quite a noisy midget, aren't you?\A midget should act like a midget. Now be quiet and stay out of sight.\Risa,\Idiot Trio\Look, we've captured an alien! response:	Arghh! I'm gonna kill you!
context: You're not a student here yet!\Have you no shame?!\You're quite a noisy midget, aren't you?\A midget should act like a midget. Now be quiet and stay out of sight.\Risa,\Idiot Trio\Look, we've captured an alien!\Arghh! I'm gonna kill you! response:	Th-Thanks for the lunch box. You'd better get going now!
context: Have you no shame?!\You're quite a noisy midget, aren't you?\A midget should act like a midget. Now be quiet and stay out of sight.\Risa,\Idiot Trio\Look, we've captured an alien!\Arghh! I'm gonna kill you!\Th-Thanks for the lunch box. You'd better get going now! response:	Huh? So soon?
context: You're quite a noisy midget, aren't you?\A midget should act like a midget. Now be quiet and stay out of sight.\Risa,\Idiot Trio\Look, we've captured an alien!\Arghh! I'm gonna kill you!\Th-Thanks for the lunch box. You'd better get going now!\Huh? So soon? response:	Hey. Otani, who was that guy just now?
context: A midget should act like a midget. Now be quiet and stay out of sight.\Risa,\Idiot Trio\Look, we've captured an alien!\Arghh! I'm gonna kill you!\Th-Thanks for the lunch box. You'd better get going now!\Huh? So soon?\Hey. Otani, who was that guy just now? response:	Her childhood friend.
context: Risa,\Idiot Trio\Look, we've captured an alien!\Arghh! I'm gonna kill you!\Th-Thanks for the lunch box. You'd better get going now!\Huh? So soon?\Hey. Otani, who was that guy just now?\Her childhood friend. response:	Those two look pretty good together.
context: Idiot Trio\Look, we've captured an alien!\Arghh! I'm gonna kill you!\Th-Thanks for the lunch box. You'd better get going now!\Huh? So soon?\Hey. Otani, who was that guy just now?\Her childhood friend.\Those two look pretty good together. response:	They're both tall like models.
context: Look, we've captured an alien!\Arghh! I'm gonna kill you!\Th-Thanks for the lunch box. You'd better get going now!\Huh? So soon?\Hey. Otani, who was that guy just now?\Her childhood friend.\Those two look pretty good together.\They're both tall like models. response:	Come to think of it, Koizumi-san is really pretty, isn't she?
context: Arghh! I'm gonna kill you!\Th-Thanks for the lunch box. You'd better get going now!\Huh? So soon?\Hey. Otani, who was that guy just now?\Her childhood friend.\Those two look pretty good together.\They're both tall like models.\Come to think of it, Koizumi-san is really pretty, isn't she? response:	I've always thought so.
context: Th-Thanks for the lunch box. You'd better get going now!\Huh? So soon?\Hey. Otani, who was that guy just now?\Her childhood friend.\Those two look pretty good together.\They're both tall like models.\Come to think of it, Koizumi-san is really pretty, isn't she?\I've always thought so. response:	Yeah, you're right. She's really beautiful!
context: Huh? So soon?\Hey. Otani, who was that guy just now?\Her childhood friend.\Those two look pretty good together.\They're both tall like models.\Come to think of it, Koizumi-san is really pretty, isn't she?\I've always thought so.\Yeah, you're right. She's really beautiful! response:	But she looks like one half of All Hanshin-Kyoujin when she's with Otani.
context: Hey. Otani, who was that guy just now?\Her childhood friend.\Those two look pretty good together.\They're both tall like models.\Come to think of it, Koizumi-san is really pretty, isn't she?\I've always thought so.\Yeah, you're right. She's really beautiful!\But she looks like one half of All Hanshin-Kyoujin when she's with Otani. response:	You guys are gonna say the same thing he did?!
context: Her childhood friend.\Those two look pretty good together.\They're both tall like models.\Come to think of it, Koizumi-san is really pretty, isn't she?\I've always thought so.\Yeah, you're right. She's really beautiful!\But she looks like one half of All Hanshin-Kyoujin when she's with Otani.\You guys are gonna say the same thing he did?! response:	What the hell?! Is it my fault that Koizumi's so freaking tall?!
context: Those two look pretty good together.\They're both tall like models.\Come to think of it, Koizumi-san is really pretty, isn't she?\I've always thought so.\Yeah, you're right. She's really beautiful!\But she looks like one half of All Hanshin-Kyoujin when she's with Otani.\You guys are gonna say the same thing he did?!\What the hell?! Is it my fault that Koizumi's so freaking tall?! response:	Is it?!
context: They're both tall like models.\Come to think of it, Koizumi-san is really pretty, isn't she?\I've always thought so.\Yeah, you're right. She's really beautiful!\But she looks like one half of All Hanshin-Kyoujin when she's with Otani.\You guys are gonna say the same thing he did?!\What the hell?! Is it my fault that Koizumi's so freaking tall?!\Is it?! response:	It does kinda seem that way.
context: Come to think of it, Koizumi-san is really pretty, isn't she?\I've always thought so.\Yeah, you're right. She's really beautiful!\But she looks like one half of All Hanshin-Kyoujin when she's with Otani.\You guys are gonna say the same thing he did?!\What the hell?! Is it my fault that Koizumi's so freaking tall?!\Is it?!\It does kinda seem that way. response:	So tired...
context: I've always thought so.\Yeah, you're right. She's really beautiful!\But she looks like one half of All Hanshin-Kyoujin when she's with Otani.\You guys are gonna say the same thing he did?!\What the hell?! Is it my fault that Koizumi's so freaking tall?!\Is it?!\It does kinda seem that way.\So tired... response:	Amazon!
context: Yeah, you're right. She's really beautiful!\But she looks like one half of All Hanshin-Kyoujin when she's with Otani.\You guys are gonna say the same thing he did?!\What the hell?! Is it my fault that Koizumi's so freaking tall?!\Is it?!\It does kinda seem that way.\So tired...\Amazon! response:	What?!
context: But she looks like one half of All Hanshin-Kyoujin when she's with Otani.\You guys are gonna say the same thing he did?!\What the hell?! Is it my fault that Koizumi's so freaking tall?!\Is it?!\It does kinda seem that way.\So tired...\Amazon!\What?! response:	All Hanshin-Kyojin returns.
context: You guys are gonna say the same thing he did?!\What the hell?! Is it my fault that Koizumi's so freaking tall?!\Is it?!\It does kinda seem that way.\So tired...\Amazon!\What?!\All Hanshin-Kyojin returns. response:	Your cake looks really nice, Risa-chan.
context: What the hell?! Is it my fault that Koizumi's so freaking tall?!\Is it?!\It does kinda seem that way.\So tired...\Amazon!\What?!\All Hanshin-Kyojin returns.\Your cake looks really nice, Risa-chan. response:	No way.
context: Is it?!\It does kinda seem that way.\So tired...\Amazon!\What?!\All Hanshin-Kyojin returns.\Your cake looks really nice, Risa-chan.\No way. response:	Do I seriously have to give this to Otani?
context: It does kinda seem that way.\So tired...\Amazon!\What?!\All Hanshin-Kyojin returns.\Your cake looks really nice, Risa-chan.\No way.\Do I seriously have to give this to Otani? response:	Yep.
context: So tired...\Amazon!\What?!\All Hanshin-Kyojin returns.\Your cake looks really nice, Risa-chan.\No way.\Do I seriously have to give this to Otani?\Yep. response:	Never mind. I...
context: Amazon!\What?!\All Hanshin-Kyojin returns.\Your cake looks really nice, Risa-chan.\No way.\Do I seriously have to give this to Otani?\Yep.\Never mind. I... response:	Otani is already super mad at me because of Haruka.
context: What?!\All Hanshin-Kyojin returns.\Your cake looks really nice, Risa-chan.\No way.\Do I seriously have to give this to Otani?\Yep.\Never mind. I...\Otani is already super mad at me because of Haruka. response:	I wonder if Haruka-kun likes you, Risa-chan...
context: All Hanshin-Kyojin returns.\Your cake looks really nice, Risa-chan.\No way.\Do I seriously have to give this to Otani?\Yep.\Never mind. I...\Otani is already super mad at me because of Haruka.\I wonder if Haruka-kun likes you, Risa-chan... response:	Like? That guy only sees me as his hero.
context: Your cake looks really nice, Risa-chan.\No way.\Do I seriously have to give this to Otani?\Yep.\Never mind. I...\Otani is already super mad at me because of Haruka.\I wonder if Haruka-kun likes you, Risa-chan...\Like? That guy only sees me as his hero. response:	His hero?
context: No way.\Do I seriously have to give this to Otani?\Yep.\Never mind. I...\Otani is already super mad at me because of Haruka.\I wonder if Haruka-kun likes you, Risa-chan...\Like? That guy only sees me as his hero.\His hero? response:	A hero is normally a man, right?
context: Do I seriously have to give this to Otani?\Yep.\Never mind. I...\Otani is already super mad at me because of Haruka.\I wonder if Haruka-kun likes you, Risa-chan...\Like? That guy only sees me as his hero.\His hero?\A hero is normally a man, right? response:	I don't look very feminine, do I?
context: Yep.\Never mind. I...\Otani is already super mad at me because of Haruka.\I wonder if Haruka-kun likes you, Risa-chan...\Like? That guy only sees me as his hero.\His hero?\A hero is normally a man, right?\I don't look very feminine, do I? response:	But he said you were beautiful.
context: Never mind. I...\Otani is already super mad at me because of Haruka.\I wonder if Haruka-kun likes you, Risa-chan...\Like? That guy only sees me as his hero.\His hero?\A hero is normally a man, right?\I don't look very feminine, do I?\But he said you were beautiful. response:	I think so, too.
context: Otani is already super mad at me because of Haruka.\I wonder if Haruka-kun likes you, Risa-chan...\Like? That guy only sees me as his hero.\His hero?\A hero is normally a man, right?\I don't look very feminine, do I?\But he said you were beautiful.\I think so, too. response:	If you were more serious about it, you'd probably be really popular.
context: I wonder if Haruka-kun likes you, Risa-chan...\Like? That guy only sees me as his hero.\His hero?\A hero is normally a man, right?\I don't look very feminine, do I?\But he said you were beautiful.\I think so, too.\If you were more serious about it, you'd probably be really popular. response:	Give it a rest.
context: Like? That guy only sees me as his hero.\His hero?\A hero is normally a man, right?\I don't look very feminine, do I?\But he said you were beautiful.\I think so, too.\If you were more serious about it, you'd probably be really popular.\Give it a rest. response:	How am I supposed to be more serious?
context: His hero?\A hero is normally a man, right?\I don't look very feminine, do I?\But he said you were beautiful.\I think so, too.\If you were more serious about it, you'd probably be really popular.\Give it a rest.\How am I supposed to be more serious? response:	Take part in girly activities from time to time, like a girl, for example.
context: A hero is normally a man, right?\I don't look very feminine, do I?\But he said you were beautiful.\I think so, too.\If you were more serious about it, you'd probably be really popular.\Give it a rest.\How am I supposed to be more serious?\Take part in girly activities from time to time, like a girl, for example. response:	Here.
context: I don't look very feminine, do I?\But he said you were beautiful.\I think so, too.\If you were more serious about it, you'd probably be really popular.\Give it a rest.\How am I supposed to be more serious?\Take part in girly activities from time to time, like a girl, for example.\Here. response:	W-Wait...
context: But he said you were beautiful.\I think so, too.\If you were more serious about it, you'd probably be really popular.\Give it a rest.\How am I supposed to be more serious?\Take part in girly activities from time to time, like a girl, for example.\Here.\W-Wait... response:	Something is coming out of your body.
context: I think so, too.\If you were more serious about it, you'd probably be really popular.\Give it a rest.\How am I supposed to be more serious?\Take part in girly activities from time to time, like a girl, for example.\Here.\W-Wait...\Something is coming out of your body. response:	Don't want it.
context: If you were more serious about it, you'd probably be really popular.\Give it a rest.\How am I supposed to be more serious?\Take part in girly activities from time to time, like a girl, for example.\Here.\W-Wait...\Something is coming out of your body.\Don't want it. response:	What did you just say?
context: Give it a rest.\How am I supposed to be more serious?\Take part in girly activities from time to time, like a girl, for example.\Here.\W-Wait...\Something is coming out of your body.\Don't want it.\What did you just say? response:	Don't want it.
context: How am I supposed to be more serious?\Take part in girly activities from time to time, like a girl, for example.\Here.\W-Wait...\Something is coming out of your body.\Don't want it.\What did you just say?\Don't want it. response:	How come you say you don't want it now? You're making me feel stupid!
context: Take part in girly activities from time to time, like a girl, for example.\Here.\W-Wait...\Something is coming out of your body.\Don't want it.\What did you just say?\Don't want it.\How come you say you don't want it now? You're making me feel stupid! response:	I don't care.
context: Here.\W-Wait...\Something is coming out of your body.\Don't want it.\What did you just say?\Don't want it.\How come you say you don't want it now? You're making me feel stupid!\I don't care. response:	You don't care?
context: W-Wait...\Something is coming out of your body.\Don't want it.\What did you just say?\Don't want it.\How come you say you don't want it now? You're making me feel stupid!\I don't care.\You don't care? response:	Valentines Day doesn't mean anything to me, but you said you wanted this!
context: Something is coming out of your body.\Don't want it.\What did you just say?\Don't want it.\How come you say you don't want it now? You're making me feel stupid!\I don't care.\You don't care?\Valentines Day doesn't mean anything to me, but you said you wanted this! response:	Who said they wanted it?!
context: Don't want it.\What did you just say?\Don't want it.\How come you say you don't want it now? You're making me feel stupid!\I don't care.\You don't care?\Valentines Day doesn't mean anything to me, but you said you wanted this!\Who said they wanted it?! response:	I only said if you had nobody to give your chocolate to, you could give it to me!
context: What did you just say?\Don't want it.\How come you say you don't want it now? You're making me feel stupid!\I don't care.\You don't care?\Valentines Day doesn't mean anything to me, but you said you wanted this!\Who said they wanted it?!\I only said if you had nobody to give your chocolate to, you could give it to me! response:	That's why I am giving this to you.
context: Don't want it.\How come you say you don't want it now? You're making me feel stupid!\I don't care.\You don't care?\Valentines Day doesn't mean anything to me, but you said you wanted this!\Who said they wanted it?!\I only said if you had nobody to give your chocolate to, you could give it to me!\That's why I am giving this to you. response:	You have that annoying Haruka now, don't you?
context: How come you say you don't want it now? You're making me feel stupid!\I don't care.\You don't care?\Valentines Day doesn't mean anything to me, but you said you wanted this!\Who said they wanted it?!\I only said if you had nobody to give your chocolate to, you could give it to me!\That's why I am giving this to you.\You have that annoying Haruka now, don't you? response:	Haruka's not
context: I don't care.\You don't care?\Valentines Day doesn't mean anything to me, but you said you wanted this!\Who said they wanted it?!\I only said if you had nobody to give your chocolate to, you could give it to me!\That's why I am giving this to you.\You have that annoying Haruka now, don't you?\Haruka's not response:	Oh, Koizumi is giving chocolate to Otani!
context: You don't care?\Valentines Day doesn't mean anything to me, but you said you wanted this!\Who said they wanted it?!\I only said if you had nobody to give your chocolate to, you could give it to me!\That's why I am giving this to you.\You have that annoying Haruka now, don't you?\Haruka's not\Oh, Koizumi is giving chocolate to Otani! response:	No way! Are you serious?
context: Valentines Day doesn't mean anything to me, but you said you wanted this!\Who said they wanted it?!\I only said if you had nobody to give your chocolate to, you could give it to me!\That's why I am giving this to you.\You have that annoying Haruka now, don't you?\Haruka's not\Oh, Koizumi is giving chocolate to Otani!\No way! Are you serious? response:	Y-You've got it all wrong! I was just...
context: Who said they wanted it?!\I only said if you had nobody to give your chocolate to, you could give it to me!\That's why I am giving this to you.\You have that annoying Haruka now, don't you?\Haruka's not\Oh, Koizumi is giving chocolate to Otani!\No way! Are you serious?\Y-You've got it all wrong! I was just... response:	It's a CD! It's a CD I wanted to borrow, right?
context: I only said if you had nobody to give your chocolate to, you could give it to me!\That's why I am giving this to you.\You have that annoying Haruka now, don't you?\Haruka's not\Oh, Koizumi is giving chocolate to Otani!\No way! Are you serious?\Y-You've got it all wrong! I was just...\It's a CD! It's a CD I wanted to borrow, right? response:	Y-Yeah.
context: That's why I am giving this to you.\You have that annoying Haruka now, don't you?\Haruka's not\Oh, Koizumi is giving chocolate to Otani!\No way! Are you serious?\Y-You've got it all wrong! I was just...\It's a CD! It's a CD I wanted to borrow, right?\Y-Yeah. response:	Liar. I can smell chocolate.
context: You have that annoying Haruka now, don't you?\Haruka's not\Oh, Koizumi is giving chocolate to Otani!\No way! Are you serious?\Y-You've got it all wrong! I was just...\It's a CD! It's a CD I wanted to borrow, right?\Y-Yeah.\Liar. I can smell chocolate. response:	It's not for me.
context: Haruka's not\Oh, Koizumi is giving chocolate to Otani!\No way! Are you serious?\Y-You've got it all wrong! I was just...\It's a CD! It's a CD I wanted to borrow, right?\Y-Yeah.\Liar. I can smell chocolate.\It's not for me. response:	It's for her childhood friend, right?
context: Oh, Koizumi is giving chocolate to Otani!\No way! Are you serious?\Y-You've got it all wrong! I was just...\It's a CD! It's a CD I wanted to borrow, right?\Y-Yeah.\Liar. I can smell chocolate.\It's not for me.\It's for her childhood friend, right? response:	What? What are you saying?
context: No way! Are you serious?\Y-You've got it all wrong! I was just...\It's a CD! It's a CD I wanted to borrow, right?\Y-Yeah.\Liar. I can smell chocolate.\It's not for me.\It's for her childhood friend, right?\What? What are you saying? response:	So that's how it is.
