context: A curse corrodes Tomoe's body. response:	Did you remember?
context: I must hurry.\My body hurts.\I remember this pain.\My body is starting to scream due to time travelling for this long.\The time for me to return to the present is approaching.\Like this, I can't return to the present without finding the fallen god.\Is here alright?\I don't know if he's a fallen god or not, response:	but I heard from my grandmother that a fiend lives in a pond at the foot of the mountain, up north of the village.
context: My body hurts.\I remember this pain.\My body is starting to scream due to time travelling for this long.\The time for me to return to the present is approaching.\Like this, I can't return to the present without finding the fallen god.\Is here alright?\I don't know if he's a fallen god or not,\but I heard from my grandmother that a fiend lives in a pond at the foot of the mountain, up north of the village. response:	Long ago, it seems that babies were thrown as sacrifices there.
context: I remember this pain.\My body is starting to scream due to time travelling for this long.\The time for me to return to the present is approaching.\Like this, I can't return to the present without finding the fallen god.\Is here alright?\I don't know if he's a fallen god or not,\but I heard from my grandmother that a fiend lives in a pond at the foot of the mountain, up north of the village.\Long ago, it seems that babies were thrown as sacrifices there. response:	I don't know whether the one Fuuta-kun talked about was the fallen god that I am searching for.
context: My body is starting to scream due to time travelling for this long.\The time for me to return to the present is approaching.\Like this, I can't return to the present without finding the fallen god.\Is here alright?\I don't know if he's a fallen god or not,\but I heard from my grandmother that a fiend lives in a pond at the foot of the mountain, up north of the village.\Long ago, it seems that babies were thrown as sacrifices there.\I don't know whether the one Fuuta-kun talked about was the fallen god that I am searching for. response:	Fallen God
context: The time for me to return to the present is approaching.\Like this, I can't return to the present without finding the fallen god.\Is here alright?\I don't know if he's a fallen god or not,\but I heard from my grandmother that a fiend lives in a pond at the foot of the mountain, up north of the village.\Long ago, it seems that babies were thrown as sacrifices there.\I don't know whether the one Fuuta-kun talked about was the fallen god that I am searching for.\Fallen God response:	But...
context: Like this, I can't return to the present without finding the fallen god.\Is here alright?\I don't know if he's a fallen god or not,\but I heard from my grandmother that a fiend lives in a pond at the foot of the mountain, up north of the village.\Long ago, it seems that babies were thrown as sacrifices there.\I don't know whether the one Fuuta-kun talked about was the fallen god that I am searching for.\Fallen God\But... response:	This is the only way I can get a clue right now.
context: Is here alright?\I don't know if he's a fallen god or not,\but I heard from my grandmother that a fiend lives in a pond at the foot of the mountain, up north of the village.\Long ago, it seems that babies were thrown as sacrifices there.\I don't know whether the one Fuuta-kun talked about was the fallen god that I am searching for.\Fallen God\But...\This is the only way I can get a clue right now. response:	Please! Somehow... let my body hold on a bit longer.
context: I don't know if he's a fallen god or not,\but I heard from my grandmother that a fiend lives in a pond at the foot of the mountain, up north of the village.\Long ago, it seems that babies were thrown as sacrifices there.\I don't know whether the one Fuuta-kun talked about was the fallen god that I am searching for.\Fallen God\But...\This is the only way I can get a clue right now.\Please! Somehow... let my body hold on a bit longer. response:	It's dark.
context: but I heard from my grandmother that a fiend lives in a pond at the foot of the mountain, up north of the village.\Long ago, it seems that babies were thrown as sacrifices there.\I don't know whether the one Fuuta-kun talked about was the fallen god that I am searching for.\Fallen God\But...\This is the only way I can get a clue right now.\Please! Somehow... let my body hold on a bit longer.\It's dark. response:	Though it's still daytime too.
context: Long ago, it seems that babies were thrown as sacrifices there.\I don't know whether the one Fuuta-kun talked about was the fallen god that I am searching for.\Fallen God\But...\This is the only way I can get a clue right now.\Please! Somehow... let my body hold on a bit longer.\It's dark.\Though it's still daytime too. response:	A crying voice?
context: I don't know whether the one Fuuta-kun talked about was the fallen god that I am searching for.\Fallen God\But...\This is the only way I can get a clue right now.\Please! Somehow... let my body hold on a bit longer.\It's dark.\Though it's still daytime too.\A crying voice? response:	From where?
context: Fallen God\But...\This is the only way I can get a clue right now.\Please! Somehow... let my body hold on a bit longer.\It's dark.\Though it's still daytime too.\A crying voice?\From where? response:	It hurts, it hurts!
context: But...\This is the only way I can get a clue right now.\Please! Somehow... let my body hold on a bit longer.\It's dark.\Though it's still daytime too.\A crying voice?\From where?\It hurts, it hurts! response:	Fa-Fallen god!
context: This is the only way I can get a clue right now.\Please! Somehow... let my body hold on a bit longer.\It's dark.\Though it's still daytime too.\A crying voice?\From where?\It hurts, it hurts!\Fa-Fallen god! response:	You're the fallen god, aren't you!?
context: Please! Somehow... let my body hold on a bit longer.\It's dark.\Though it's still daytime too.\A crying voice?\From where?\It hurts, it hurts!\Fa-Fallen god!\You're the fallen god, aren't you!? response:	On days when my back hurts a lot, I get in a bad mood.
context: It's dark.\Though it's still daytime too.\A crying voice?\From where?\It hurts, it hurts!\Fa-Fallen god!\You're the fallen god, aren't you!?\On days when my back hurts a lot, I get in a bad mood. response:	Don't come over here!
context: Though it's still daytime too.\A crying voice?\From where?\It hurts, it hurts!\Fa-Fallen god!\You're the fallen god, aren't you!?\On days when my back hurts a lot, I get in a bad mood.\Don't come over here! response:	Don't run away! Wait!
context: A crying voice?\From where?\It hurts, it hurts!\Fa-Fallen god!\You're the fallen god, aren't you!?\On days when my back hurts a lot, I get in a bad mood.\Don't come over here!\Don't run away! Wait! response:	My body... won't listen to me!
context: From where?\It hurts, it hurts!\Fa-Fallen god!\You're the fallen god, aren't you!?\On days when my back hurts a lot, I get in a bad mood.\Don't come over here!\Don't run away! Wait!\My body... won't listen to me! response:	You're the one who nearly drowned yourself.
context: It hurts, it hurts!\Fa-Fallen god!\You're the fallen god, aren't you!?\On days when my back hurts a lot, I get in a bad mood.\Don't come over here!\Don't run away! Wait!\My body... won't listen to me!\You're the one who nearly drowned yourself. response:	It's not my fault, you know.
context: Fa-Fallen god!\You're the fallen god, aren't you!?\On days when my back hurts a lot, I get in a bad mood.\Don't come over here!\Don't run away! Wait!\My body... won't listen to me!\You're the one who nearly drowned yourself.\It's not my fault, you know. response:	Fallen god,
context: You're the fallen god, aren't you!?\On days when my back hurts a lot, I get in a bad mood.\Don't come over here!\Don't run away! Wait!\My body... won't listen to me!\You're the one who nearly drowned yourself.\It's not my fault, you know.\Fallen god, response:	please tell me the way to undo Tomoe's curse.
context: On days when my back hurts a lot, I get in a bad mood.\Don't come over here!\Don't run away! Wait!\My body... won't listen to me!\You're the one who nearly drowned yourself.\It's not my fault, you know.\Fallen god,\please tell me the way to undo Tomoe's curse. response:	Turning youkai to humans!?
context: Don't come over here!\Don't run away! Wait!\My body... won't listen to me!\You're the one who nearly drowned yourself.\It's not my fault, you know.\Fallen god,\please tell me the way to undo Tomoe's curse.\Turning youkai to humans!? response:	You're saying I made such an arrangement!? That's too much! What an awful, wrong charge!
context: Don't run away! Wait!\My body... won't listen to me!\You're the one who nearly drowned yourself.\It's not my fault, you know.\Fallen god,\please tell me the way to undo Tomoe's curse.\Turning youkai to humans!?\You're saying I made such an arrangement!? That's too much! What an awful, wrong charge! response:	Not right now, I mean, in the near future.
context: My body... won't listen to me!\You're the one who nearly drowned yourself.\It's not my fault, you know.\Fallen god,\please tell me the way to undo Tomoe's curse.\Turning youkai to humans!?\You're saying I made such an arrangement!? That's too much! What an awful, wrong charge!\Not right now, I mean, in the near future. response:	I'm just quietly living in this pond, is all.
context: You're the one who nearly drowned yourself.\It's not my fault, you know.\Fallen god,\please tell me the way to undo Tomoe's curse.\Turning youkai to humans!?\You're saying I made such an arrangement!? That's too much! What an awful, wrong charge!\Not right now, I mean, in the near future.\I'm just quietly living in this pond, is all. response:	100 years ago, I ate human flesh and now am living as a ghost.
context: It's not my fault, you know.\Fallen god,\please tell me the way to undo Tomoe's curse.\Turning youkai to humans!?\You're saying I made such an arrangement!? That's too much! What an awful, wrong charge!\Not right now, I mean, in the near future.\I'm just quietly living in this pond, is all.\100 years ago, I ate human flesh and now am living as a ghost. response:	It's so rude to be referred to as a fallen god and such!
context: Fallen god,\please tell me the way to undo Tomoe's curse.\Turning youkai to humans!?\You're saying I made such an arrangement!? That's too much! What an awful, wrong charge!\Not right now, I mean, in the near future.\I'm just quietly living in this pond, is all.\100 years ago, I ate human flesh and now am living as a ghost.\It's so rude to be referred to as a fallen god and such! response:	To begin with, I don't have the power to convert youkai to humans.
context: please tell me the way to undo Tomoe's curse.\Turning youkai to humans!?\You're saying I made such an arrangement!? That's too much! What an awful, wrong charge!\Not right now, I mean, in the near future.\I'm just quietly living in this pond, is all.\100 years ago, I ate human flesh and now am living as a ghost.\It's so rude to be referred to as a fallen god and such!\To begin with, I don't have the power to convert youkai to humans. response:	As I thought,
context: Turning youkai to humans!?\You're saying I made such an arrangement!? That's too much! What an awful, wrong charge!\Not right now, I mean, in the near future.\I'm just quietly living in this pond, is all.\100 years ago, I ate human flesh and now am living as a ghost.\It's so rude to be referred to as a fallen god and such!\To begin with, I don't have the power to convert youkai to humans.\As I thought, response:	this wasn't the place where the fallen god was.
context: You're saying I made such an arrangement!? That's too much! What an awful, wrong charge!\Not right now, I mean, in the near future.\I'm just quietly living in this pond, is all.\100 years ago, I ate human flesh and now am living as a ghost.\It's so rude to be referred to as a fallen god and such!\To begin with, I don't have the power to convert youkai to humans.\As I thought,\this wasn't the place where the fallen god was. response:	Tomoe...
context: Not right now, I mean, in the near future.\I'm just quietly living in this pond, is all.\100 years ago, I ate human flesh and now am living as a ghost.\It's so rude to be referred to as a fallen god and such!\To begin with, I don't have the power to convert youkai to humans.\As I thought,\this wasn't the place where the fallen god was.\Tomoe... response:	What should I do from now on?
context: I'm just quietly living in this pond, is all.\100 years ago, I ate human flesh and now am living as a ghost.\It's so rude to be referred to as a fallen god and such!\To begin with, I don't have the power to convert youkai to humans.\As I thought,\this wasn't the place where the fallen god was.\Tomoe...\What should I do from now on? response:	Such a trick can't be performed by any god, much less a fallen god.
context: 100 years ago, I ate human flesh and now am living as a ghost.\It's so rude to be referred to as a fallen god and such!\To begin with, I don't have the power to convert youkai to humans.\As I thought,\this wasn't the place where the fallen god was.\Tomoe...\What should I do from now on?\Such a trick can't be performed by any god, much less a fallen god. response:	There's only one being who can do it though.
context: It's so rude to be referred to as a fallen god and such!\To begin with, I don't have the power to convert youkai to humans.\As I thought,\this wasn't the place where the fallen god was.\Tomoe...\What should I do from now on?\Such a trick can't be performed by any god, much less a fallen god.\There's only one being who can do it though. response:	Kuromaro-dono from Mt. Ontake.
context: To begin with, I don't have the power to convert youkai to humans.\As I thought,\this wasn't the place where the fallen god was.\Tomoe...\What should I do from now on?\Such a trick can't be performed by any god, much less a fallen god.\There's only one being who can do it though.\Kuromaro-dono from Mt. Ontake. response:	He can change youkai into humans.
context: As I thought,\this wasn't the place where the fallen god was.\Tomoe...\What should I do from now on?\Such a trick can't be performed by any god, much less a fallen god.\There's only one being who can do it though.\Kuromaro-dono from Mt. Ontake.\He can change youkai into humans. response:	Kuromaro from Mt. Ontake?
context: this wasn't the place where the fallen god was.\Tomoe...\What should I do from now on?\Such a trick can't be performed by any god, much less a fallen god.\There's only one being who can do it though.\Kuromaro-dono from Mt. Ontake.\He can change youkai into humans.\Kuromaro from Mt. Ontake? response:	He's a fallen god of old standing who was called a demon in ancient times.
context: Tomoe...\What should I do from now on?\Such a trick can't be performed by any god, much less a fallen god.\There's only one being who can do it though.\Kuromaro-dono from Mt. Ontake.\He can change youkai into humans.\Kuromaro from Mt. Ontake?\He's a fallen god of old standing who was called a demon in ancient times. response:	In terms of power, even Ookuninushi of Izumo couldn't stand his ground against this being.
context: What should I do from now on?\Such a trick can't be performed by any god, much less a fallen god.\There's only one being who can do it though.\Kuromaro-dono from Mt. Ontake.\He can change youkai into humans.\Kuromaro from Mt. Ontake?\He's a fallen god of old standing who was called a demon in ancient times.\In terms of power, even Ookuninushi of Izumo couldn't stand his ground against this being. response:	Where's Mt. Ontake? How can I meet Kuromaro!?
context: Such a trick can't be performed by any god, much less a fallen god.\There's only one being who can do it though.\Kuromaro-dono from Mt. Ontake.\He can change youkai into humans.\Kuromaro from Mt. Ontake?\He's a fallen god of old standing who was called a demon in ancient times.\In terms of power, even Ookuninushi of Izumo couldn't stand his ground against this being.\Where's Mt. Ontake? How can I meet Kuromaro!? response:	You want to meet him?
context: There's only one being who can do it though.\Kuromaro-dono from Mt. Ontake.\He can change youkai into humans.\Kuromaro from Mt. Ontake?\He's a fallen god of old standing who was called a demon in ancient times.\In terms of power, even Ookuninushi of Izumo couldn't stand his ground against this being.\Where's Mt. Ontake? How can I meet Kuromaro!?\You want to meet him? response:	Yes!
context: Kuromaro-dono from Mt. Ontake.\He can change youkai into humans.\Kuromaro from Mt. Ontake?\He's a fallen god of old standing who was called a demon in ancient times.\In terms of power, even Ookuninushi of Izumo couldn't stand his ground against this being.\Where's Mt. Ontake? How can I meet Kuromaro!?\You want to meet him?\Yes! response:	I'm losing the sensation in my legs!
context: He can change youkai into humans.\Kuromaro from Mt. Ontake?\He's a fallen god of old standing who was called a demon in ancient times.\In terms of power, even Ookuninushi of Izumo couldn't stand his ground against this being.\Where's Mt. Ontake? How can I meet Kuromaro!?\You want to meet him?\Yes!\I'm losing the sensation in my legs! response:	If you want to meet him, then I shall tell you how.
context: Kuromaro from Mt. Ontake?\He's a fallen god of old standing who was called a demon in ancient times.\In terms of power, even Ookuninushi of Izumo couldn't stand his ground against this being.\Where's Mt. Ontake? How can I meet Kuromaro!?\You want to meet him?\Yes!\I'm losing the sensation in my legs!\If you want to meet him, then I shall tell you how. response:	Really!?
context: He's a fallen god of old standing who was called a demon in ancient times.\In terms of power, even Ookuninushi of Izumo couldn't stand his ground against this being.\Where's Mt. Ontake? How can I meet Kuromaro!?\You want to meet him?\Yes!\I'm losing the sensation in my legs!\If you want to meet him, then I shall tell you how.\Really!? response:	But, not just like that.
context: In terms of power, even Ookuninushi of Izumo couldn't stand his ground against this being.\Where's Mt. Ontake? How can I meet Kuromaro!?\You want to meet him?\Yes!\I'm losing the sensation in my legs!\If you want to meet him, then I shall tell you how.\Really!?\But, not just like that. response:	If you give me all the peach pills you have, then I shall call on Kuromaro-dono here for you.
context: Where's Mt. Ontake? How can I meet Kuromaro!?\You want to meet him?\Yes!\I'm losing the sensation in my legs!\If you want to meet him, then I shall tell you how.\Really!?\But, not just like that.\If you give me all the peach pills you have, then I shall call on Kuromaro-dono here for you. response:	Kuromaro-dono will come immediately when he's called.
context: You want to meet him?\Yes!\I'm losing the sensation in my legs!\If you want to meet him, then I shall tell you how.\Really!?\But, not just like that.\If you give me all the peach pills you have, then I shall call on Kuromaro-dono here for you.\Kuromaro-dono will come immediately when he's called. response:	He'll come while being tailed by the grudges of this world, dying everything pitch black in his wake.
context: Yes!\I'm losing the sensation in my legs!\If you want to meet him, then I shall tell you how.\Really!?\But, not just like that.\If you give me all the peach pills you have, then I shall call on Kuromaro-dono here for you.\Kuromaro-dono will come immediately when he's called.\He'll come while being tailed by the grudges of this world, dying everything pitch black in his wake. response:	If he arrives, this pond will be tainted with black and become uninhabitable.
context: I'm losing the sensation in my legs!\If you want to meet him, then I shall tell you how.\Really!?\But, not just like that.\If you give me all the peach pills you have, then I shall call on Kuromaro-dono here for you.\Kuromaro-dono will come immediately when he's called.\He'll come while being tailed by the grudges of this world, dying everything pitch black in his wake.\If he arrives, this pond will be tainted with black and become uninhabitable. response:	Trading with your peach pills is not a bad idea.
context: If you want to meet him, then I shall tell you how.\Really!?\But, not just like that.\If you give me all the peach pills you have, then I shall call on Kuromaro-dono here for you.\Kuromaro-dono will come immediately when he's called.\He'll come while being tailed by the grudges of this world, dying everything pitch black in his wake.\If he arrives, this pond will be tainted with black and become uninhabitable.\Trading with your peach pills is not a bad idea. response:	What will you do, girl?
context: Really!?\But, not just like that.\If you give me all the peach pills you have, then I shall call on Kuromaro-dono here for you.\Kuromaro-dono will come immediately when he's called.\He'll come while being tailed by the grudges of this world, dying everything pitch black in his wake.\If he arrives, this pond will be tainted with black and become uninhabitable.\Trading with your peach pills is not a bad idea.\What will you do, girl? response:	I understand.
context: But, not just like that.\If you give me all the peach pills you have, then I shall call on Kuromaro-dono here for you.\Kuromaro-dono will come immediately when he's called.\He'll come while being tailed by the grudges of this world, dying everything pitch black in his wake.\If he arrives, this pond will be tainted with black and become uninhabitable.\Trading with your peach pills is not a bad idea.\What will you do, girl?\I understand. response:	If doing this will help Tomoe...
context: If you give me all the peach pills you have, then I shall call on Kuromaro-dono here for you.\Kuromaro-dono will come immediately when he's called.\He'll come while being tailed by the grudges of this world, dying everything pitch black in his wake.\If he arrives, this pond will be tainted with black and become uninhabitable.\Trading with your peach pills is not a bad idea.\What will you do, girl?\I understand.\If doing this will help Tomoe... response:	Peach pills!
context: Kuromaro-dono will come immediately when he's called.\He'll come while being tailed by the grudges of this world, dying everything pitch black in his wake.\If he arrives, this pond will be tainted with black and become uninhabitable.\Trading with your peach pills is not a bad idea.\What will you do, girl?\I understand.\If doing this will help Tomoe...\Peach pills! response:	With this my back pain will disappear!
context: He'll come while being tailed by the grudges of this world, dying everything pitch black in his wake.\If he arrives, this pond will be tainted with black and become uninhabitable.\Trading with your peach pills is not a bad idea.\What will you do, girl?\I understand.\If doing this will help Tomoe...\Peach pills!\With this my back pain will disappear! response:	Hurry, call Kuromaro...
context: If he arrives, this pond will be tainted with black and become uninhabitable.\Trading with your peach pills is not a bad idea.\What will you do, girl?\I understand.\If doing this will help Tomoe...\Peach pills!\With this my back pain will disappear!\Hurry, call Kuromaro... response:	Kuromaro-donooo!!
context: Trading with your peach pills is not a bad idea.\What will you do, girl?\I understand.\If doing this will help Tomoe...\Peach pills!\With this my back pain will disappear!\Hurry, call Kuromaro...\Kuromaro-donooo!! response:	I've called him, human goddess.
context: What will you do, girl?\I understand.\If doing this will help Tomoe...\Peach pills!\With this my back pain will disappear!\Hurry, call Kuromaro...\Kuromaro-donooo!!\I've called him, human goddess. response:	W-Wait a minute! Where is Kuromaro?
context: I understand.\If doing this will help Tomoe...\Peach pills!\With this my back pain will disappear!\Hurry, call Kuromaro...\Kuromaro-donooo!!\I've called him, human goddess.\W-Wait a minute! Where is Kuromaro? response:	Don't be so anxious. My voice has definitely reached Mt. Ontake.
context: If doing this will help Tomoe...\Peach pills!\With this my back pain will disappear!\Hurry, call Kuromaro...\Kuromaro-donooo!!\I've called him, human goddess.\W-Wait a minute! Where is Kuromaro?\Don't be so anxious. My voice has definitely reached Mt. Ontake. response:	Look at the sky.
context: Peach pills!\With this my back pain will disappear!\Hurry, call Kuromaro...\Kuromaro-donooo!!\I've called him, human goddess.\W-Wait a minute! Where is Kuromaro?\Don't be so anxious. My voice has definitely reached Mt. Ontake.\Look at the sky. response:	The northern sky is darkening.
context: With this my back pain will disappear!\Hurry, call Kuromaro...\Kuromaro-donooo!!\I've called him, human goddess.\W-Wait a minute! Where is Kuromaro?\Don't be so anxious. My voice has definitely reached Mt. Ontake.\Look at the sky.\The northern sky is darkening. response:	What?
context: Hurry, call Kuromaro...\Kuromaro-donooo!!\I've called him, human goddess.\W-Wait a minute! Where is Kuromaro?\Don't be so anxious. My voice has definitely reached Mt. Ontake.\Look at the sky.\The northern sky is darkening.\What? response:	I told you.
context: Kuromaro-donooo!!\I've called him, human goddess.\W-Wait a minute! Where is Kuromaro?\Don't be so anxious. My voice has definitely reached Mt. Ontake.\Look at the sky.\The northern sky is darkening.\What?\I told you. response:	Kuromaro-dono will come immediately.
context: I've called him, human goddess.\W-Wait a minute! Where is Kuromaro?\Don't be so anxious. My voice has definitely reached Mt. Ontake.\Look at the sky.\The northern sky is darkening.\What?\I told you.\Kuromaro-dono will come immediately. response:	He has a lot of spare time.
context: W-Wait a minute! Where is Kuromaro?\Don't be so anxious. My voice has definitely reached Mt. Ontake.\Look at the sky.\The northern sky is darkening.\What?\I told you.\Kuromaro-dono will come immediately.\He has a lot of spare time. response:	He's coming.
context: Don't be so anxious. My voice has definitely reached Mt. Ontake.\Look at the sky.\The northern sky is darkening.\What?\I told you.\Kuromaro-dono will come immediately.\He has a lot of spare time.\He's coming. response:	And he's always yearning for company.
context: Look at the sky.\The northern sky is darkening.\What?\I told you.\Kuromaro-dono will come immediately.\He has a lot of spare time.\He's coming.\And he's always yearning for company. response:	A sinister black.
context: The northern sky is darkening.\What?\I told you.\Kuromaro-dono will come immediately.\He has a lot of spare time.\He's coming.\And he's always yearning for company.\A sinister black. response:	This is...
context: What?\I told you.\Kuromaro-dono will come immediately.\He has a lot of spare time.\He's coming.\And he's always yearning for company.\A sinister black.\This is... response:	He's a lonely being.
context: I told you.\Kuromaro-dono will come immediately.\He has a lot of spare time.\He's coming.\And he's always yearning for company.\A sinister black.\This is...\He's a lonely being. response:	Beings of the pond,
context: Kuromaro-dono will come immediately.\He has a lot of spare time.\He's coming.\And he's always yearning for company.\A sinister black.\This is...\He's a lonely being.\Beings of the pond, response:	do you have any business with this Kuromaro?
context: He has a lot of spare time.\He's coming.\And he's always yearning for company.\A sinister black.\This is...\He's a lonely being.\Beings of the pond,\do you have any business with this Kuromaro? response:	My hands are numb.
context: He's coming.\And he's always yearning for company.\A sinister black.\This is...\He's a lonely being.\Beings of the pond,\do you have any business with this Kuromaro?\My hands are numb. response:	No!
context: And he's always yearning for company.\A sinister black.\This is...\He's a lonely being.\Beings of the pond,\do you have any business with this Kuromaro?\My hands are numb.\No! response:	Just a bit more!
context: A sinister black.\This is...\He's a lonely being.\Beings of the pond,\do you have any business with this Kuromaro?\My hands are numb.\No!\Just a bit more! response:	Just a bit more...
context: This is...\He's a lonely being.\Beings of the pond,\do you have any business with this Kuromaro?\My hands are numb.\No!\Just a bit more!\Just a bit more... response:	I can grasp the key to undo the curse!
context: He's a lonely being.\Beings of the pond,\do you have any business with this Kuromaro?\My hands are numb.\No!\Just a bit more!\Just a bit more...\I can grasp the key to undo the curse! response:	In just a while, I'll be able to save Tomoe!
context: Beings of the pond,\do you have any business with this Kuromaro?\My hands are numb.\No!\Just a bit more!\Just a bit more...\I can grasp the key to undo the curse!\In just a while, I'll be able to save Tomoe! response:	It's okay if my body becomes useless!
context: do you have any business with this Kuromaro?\My hands are numb.\No!\Just a bit more!\Just a bit more...\I can grasp the key to undo the curse!\In just a while, I'll be able to save Tomoe!\It's okay if my body becomes useless! response:	If this helps Tomoe...!
context: My hands are numb.\No!\Just a bit more!\Just a bit more...\I can grasp the key to undo the curse!\In just a while, I'll be able to save Tomoe!\It's okay if my body becomes useless!\If this helps Tomoe...! response:	My voice... won't come out!
context: No!\Just a bit more!\Just a bit more...\I can grasp the key to undo the curse!\In just a while, I'll be able to save Tomoe!\It's okay if my body becomes useless!\If this helps Tomoe...!\My voice... won't come out! response:	Nanami-san.
context: Just a bit more!\Just a bit more...\I can grasp the key to undo the curse!\In just a while, I'll be able to save Tomoe!\It's okay if my body becomes useless!\If this helps Tomoe...!\My voice... won't come out!\Nanami-san. response:	What?
context: Just a bit more...\I can grasp the key to undo the curse!\In just a while, I'll be able to save Tomoe!\It's okay if my body becomes useless!\If this helps Tomoe...!\My voice... won't come out!\Nanami-san.\What? response:	My body's being pulled!
context: I can grasp the key to undo the curse!\In just a while, I'll be able to save Tomoe!\It's okay if my body becomes useless!\If this helps Tomoe...!\My voice... won't come out!\Nanami-san.\What?\My body's being pulled! response:	Time's up.
context: In just a while, I'll be able to save Tomoe!\It's okay if my body becomes useless!\If this helps Tomoe...!\My voice... won't come out!\Nanami-san.\What?\My body's being pulled!\Time's up. response:	Return to the present.
context: It's okay if my body becomes useless!\If this helps Tomoe...!\My voice... won't come out!\Nanami-san.\What?\My body's being pulled!\Time's up.\Return to the present. response:	Wait! Just a bit more!
context: If this helps Tomoe...!\My voice... won't come out!\Nanami-san.\What?\My body's being pulled!\Time's up.\Return to the present.\Wait! Just a bit more! response:	Just a bit more and I can save Tomoe!
context: My voice... won't come out!\Nanami-san.\What?\My body's being pulled!\Time's up.\Return to the present.\Wait! Just a bit more!\Just a bit more and I can save Tomoe! response:	In just a bit!
context: Nanami-san.\What?\My body's being pulled!\Time's up.\Return to the present.\Wait! Just a bit more!\Just a bit more and I can save Tomoe!\In just a bit! response:	That was one long time-travel, right?
context: What?\My body's being pulled!\Time's up.\Return to the present.\Wait! Just a bit more!\Just a bit more and I can save Tomoe!\In just a bit!\That was one long time-travel, right? response:	Mikage-san.
context: My body's being pulled!\Time's up.\Return to the present.\Wait! Just a bit more!\Just a bit more and I can save Tomoe!\In just a bit!\That was one long time-travel, right?\Mikage-san. response:	Ah, don't move so much!
context: Time's up.\Return to the present.\Wait! Just a bit more!\Just a bit more and I can save Tomoe!\In just a bit!\That was one long time-travel, right?\Mikage-san.\Ah, don't move so much! response:	Time travel essentially takes a huge toll on you.
context: Return to the present.\Wait! Just a bit more!\Just a bit more and I can save Tomoe!\In just a bit!\That was one long time-travel, right?\Mikage-san.\Ah, don't move so much!\Time travel essentially takes a huge toll on you. response:	This is Mikage shrine.
context: Wait! Just a bit more!\Just a bit more and I can save Tomoe!\In just a bit!\That was one long time-travel, right?\Mikage-san.\Ah, don't move so much!\Time travel essentially takes a huge toll on you.\This is Mikage shrine. response:	You've been sleeping here all night since your return.
context: Just a bit more and I can save Tomoe!\In just a bit!\That was one long time-travel, right?\Mikage-san.\Ah, don't move so much!\Time travel essentially takes a huge toll on you.\This is Mikage shrine.\You've been sleeping here all night since your return. response:	Tomoe is still alive.
context: In just a bit!\That was one long time-travel, right?\Mikage-san.\Ah, don't move so much!\Time travel essentially takes a huge toll on you.\This is Mikage shrine.\You've been sleeping here all night since your return.\Tomoe is still alive. response:	So it's alright.
context: That was one long time-travel, right?\Mikage-san.\Ah, don't move so much!\Time travel essentially takes a huge toll on you.\This is Mikage shrine.\You've been sleeping here all night since your return.\Tomoe is still alive.\So it's alright. response:	Rest well till your strength returns.
context: Mikage-san.\Ah, don't move so much!\Time travel essentially takes a huge toll on you.\This is Mikage shrine.\You've been sleeping here all night since your return.\Tomoe is still alive.\So it's alright.\Rest well till your strength returns. response:	Mikage-san, you brought me back, didn't you?
context: Ah, don't move so much!\Time travel essentially takes a huge toll on you.\This is Mikage shrine.\You've been sleeping here all night since your return.\Tomoe is still alive.\So it's alright.\Rest well till your strength returns.\Mikage-san, you brought me back, didn't you? response:	Why?
context: Time travel essentially takes a huge toll on you.\This is Mikage shrine.\You've been sleeping here all night since your return.\Tomoe is still alive.\So it's alright.\Rest well till your strength returns.\Mikage-san, you brought me back, didn't you?\Why? response:	In just a bit, I would have been able to talk to the fallen god too.
context: This is Mikage shrine.\You've been sleeping here all night since your return.\Tomoe is still alive.\So it's alright.\Rest well till your strength returns.\Mikage-san, you brought me back, didn't you?\Why?\In just a bit, I would have been able to talk to the fallen god too. response:	I could have saved Tomoe too!
context: You've been sleeping here all night since your return.\Tomoe is still alive.\So it's alright.\Rest well till your strength returns.\Mikage-san, you brought me back, didn't you?\Why?\In just a bit, I would have been able to talk to the fallen god too.\I could have saved Tomoe too! response:	But if I had left you just like that, your body-
context: Tomoe is still alive.\So it's alright.\Rest well till your strength returns.\Mikage-san, you brought me back, didn't you?\Why?\In just a bit, I would have been able to talk to the fallen god too.\I could have saved Tomoe too!\But if I had left you just like that, your body- response:	I don't care about my body!
context: So it's alright.\Rest well till your strength returns.\Mikage-san, you brought me back, didn't you?\Why?\In just a bit, I would have been able to talk to the fallen god too.\I could have saved Tomoe too!\But if I had left you just like that, your body-\I don't care about my body! response:	I'm going to go back once more to the past, right now!
context: Rest well till your strength returns.\Mikage-san, you brought me back, didn't you?\Why?\In just a bit, I would have been able to talk to the fallen god too.\I could have saved Tomoe too!\But if I had left you just like that, your body-\I don't care about my body!\I'm going to go back once more to the past, right now! response:	It's impossible with your body like that.
context: Mikage-san, you brought me back, didn't you?\Why?\In just a bit, I would have been able to talk to the fallen god too.\I could have saved Tomoe too!\But if I had left you just like that, your body-\I don't care about my body!\I'm going to go back once more to the past, right now!\It's impossible with your body like that. response:	Nanami-san!
context: Why?\In just a bit, I would have been able to talk to the fallen god too.\I could have saved Tomoe too!\But if I had left you just like that, your body-\I don't care about my body!\I'm going to go back once more to the past, right now!\It's impossible with your body like that.\Nanami-san! response:	You're not alone.
