context: Episode 8 response:	The Second Plate
context: I'm gonna redeem myself from the humiliating defeat at the semi-finals.\It's hard to imagine how I could lose against you.\Hayama!\I'm the one who'll win!\Sorry, Fumio-san!\Thank you for coming to pick us up.\No worries.\Doing well in the Autumn Elections response:	improves Polar Star Dormitory's prestige.
context: It's hard to imagine how I could lose against you.\Hayama!\I'm the one who'll win!\Sorry, Fumio-san!\Thank you for coming to pick us up.\No worries.\Doing well in the Autumn Elections\improves Polar Star Dormitory's prestige. response:	But it looks like he's hitting a wall of some sort.
context: Hayama!\I'm the one who'll win!\Sorry, Fumio-san!\Thank you for coming to pick us up.\No worries.\Doing well in the Autumn Elections\improves Polar Star Dormitory's prestige.\But it looks like he's hitting a wall of some sort. response:	Yes.
context: I'm the one who'll win!\Sorry, Fumio-san!\Thank you for coming to pick us up.\No worries.\Doing well in the Autumn Elections\improves Polar Star Dormitory's prestige.\But it looks like he's hitting a wall of some sort.\Yes. response:	Soma-kun's been like this for a while.
context: Sorry, Fumio-san!\Thank you for coming to pick us up.\No worries.\Doing well in the Autumn Elections\improves Polar Star Dormitory's prestige.\But it looks like he's hitting a wall of some sort.\Yes.\Soma-kun's been like this for a while. response:	It's true that the cards are pretty stacked against you
context: Thank you for coming to pick us up.\No worries.\Doing well in the Autumn Elections\improves Polar Star Dormitory's prestige.\But it looks like he's hitting a wall of some sort.\Yes.\Soma-kun's been like this for a while.\It's true that the cards are pretty stacked against you response:	when you're up against two such discerning opponents.
context: No worries.\Doing well in the Autumn Elections\improves Polar Star Dormitory's prestige.\But it looks like he's hitting a wall of some sort.\Yes.\Soma-kun's been like this for a while.\It's true that the cards are pretty stacked against you\when you're up against two such discerning opponents. response:	If the playing field was a little more even,
context: Doing well in the Autumn Elections\improves Polar Star Dormitory's prestige.\But it looks like he's hitting a wall of some sort.\Yes.\Soma-kun's been like this for a while.\It's true that the cards are pretty stacked against you\when you're up against two such discerning opponents.\If the playing field was a little more even, response:	there are ways to narrow the gap in small ways.
context: improves Polar Star Dormitory's prestige.\But it looks like he's hitting a wall of some sort.\Yes.\Soma-kun's been like this for a while.\It's true that the cards are pretty stacked against you\when you're up against two such discerning opponents.\If the playing field was a little more even,\there are ways to narrow the gap in small ways. response:	Ways?
context: But it looks like he's hitting a wall of some sort.\Yes.\Soma-kun's been like this for a while.\It's true that the cards are pretty stacked against you\when you're up against two such discerning opponents.\If the playing field was a little more even,\there are ways to narrow the gap in small ways.\Ways? response:	For example, when you'll salt the fish.
context: Yes.\Soma-kun's been like this for a while.\It's true that the cards are pretty stacked against you\when you're up against two such discerning opponents.\If the playing field was a little more even,\there are ways to narrow the gap in small ways.\Ways?\For example, when you'll salt the fish. response:	The taste will change
context: Soma-kun's been like this for a while.\It's true that the cards are pretty stacked against you\when you're up against two such discerning opponents.\If the playing field was a little more even,\there are ways to narrow the gap in small ways.\Ways?\For example, when you'll salt the fish.\The taste will change response:	depending on how long you salt the Pacific saury before cooking it.
context: It's true that the cards are pretty stacked against you\when you're up against two such discerning opponents.\If the playing field was a little more even,\there are ways to narrow the gap in small ways.\Ways?\For example, when you'll salt the fish.\The taste will change\depending on how long you salt the Pacific saury before cooking it. response:	I see.
context: when you're up against two such discerning opponents.\If the playing field was a little more even,\there are ways to narrow the gap in small ways.\Ways?\For example, when you'll salt the fish.\The taste will change\depending on how long you salt the Pacific saury before cooking it.\I see. response:	The salt will draw out the water and make the flesh firmer.
context: If the playing field was a little more even,\there are ways to narrow the gap in small ways.\Ways?\For example, when you'll salt the fish.\The taste will change\depending on how long you salt the Pacific saury before cooking it.\I see.\The salt will draw out the water and make the flesh firmer. response:	It's the same principle as light pickling.
context: there are ways to narrow the gap in small ways.\Ways?\For example, when you'll salt the fish.\The taste will change\depending on how long you salt the Pacific saury before cooking it.\I see.\The salt will draw out the water and make the flesh firmer.\It's the same principle as light pickling. response:	You can also expect the umami to increase.
context: Ways?\For example, when you'll salt the fish.\The taste will change\depending on how long you salt the Pacific saury before cooking it.\I see.\The salt will draw out the water and make the flesh firmer.\It's the same principle as light pickling.\You can also expect the umami to increase. response:	On the flip side, if you let it rest for too long after salting,
context: For example, when you'll salt the fish.\The taste will change\depending on how long you salt the Pacific saury before cooking it.\I see.\The salt will draw out the water and make the flesh firmer.\It's the same principle as light pickling.\You can also expect the umami to increase.\On the flip side, if you let it rest for too long after salting, response:	you'll lose out on the freshness.
context: The taste will change\depending on how long you salt the Pacific saury before cooking it.\I see.\The salt will draw out the water and make the flesh firmer.\It's the same principle as light pickling.\You can also expect the umami to increase.\On the flip side, if you let it rest for too long after salting,\you'll lose out on the freshness. response:	Time, huh...
context: depending on how long you salt the Pacific saury before cooking it.\I see.\The salt will draw out the water and make the flesh firmer.\It's the same principle as light pickling.\You can also expect the umami to increase.\On the flip side, if you let it rest for too long after salting,\you'll lose out on the freshness.\Time, huh... response:	When it's freshly caught, there's not enough umami.
context: I see.\The salt will draw out the water and make the flesh firmer.\It's the same principle as light pickling.\You can also expect the umami to increase.\On the flip side, if you let it rest for too long after salting,\you'll lose out on the freshness.\Time, huh...\When it's freshly caught, there's not enough umami. response:	But the more time passes, the less fresh it'll become.
context: The salt will draw out the water and make the flesh firmer.\It's the same principle as light pickling.\You can also expect the umami to increase.\On the flip side, if you let it rest for too long after salting,\you'll lose out on the freshness.\Time, huh...\When it's freshly caught, there's not enough umami.\But the more time passes, the less fresh it'll become. response:	It's often said that fish tastes the best when it's overripe...
context: It's the same principle as light pickling.\You can also expect the umami to increase.\On the flip side, if you let it rest for too long after salting,\you'll lose out on the freshness.\Time, huh...\When it's freshly caught, there's not enough umami.\But the more time passes, the less fresh it'll become.\It's often said that fish tastes the best when it's overripe... response:	Wait a minute...
context: You can also expect the umami to increase.\On the flip side, if you let it rest for too long after salting,\you'll lose out on the freshness.\Time, huh...\When it's freshly caught, there's not enough umami.\But the more time passes, the less fresh it'll become.\It's often said that fish tastes the best when it's overripe...\Wait a minute... response:	Ibusaki, there you are!
context: On the flip side, if you let it rest for too long after salting,\you'll lose out on the freshness.\Time, huh...\When it's freshly caught, there's not enough umami.\But the more time passes, the less fresh it'll become.\It's often said that fish tastes the best when it's overripe...\Wait a minute...\Ibusaki, there you are! response:	Sakaki!
context: you'll lose out on the freshness.\Time, huh...\When it's freshly caught, there's not enough umami.\But the more time passes, the less fresh it'll become.\It's often said that fish tastes the best when it's overripe...\Wait a minute...\Ibusaki, there you are!\Sakaki! response:	Are you here?!
context: Time, huh...\When it's freshly caught, there's not enough umami.\But the more time passes, the less fresh it'll become.\It's often said that fish tastes the best when it's overripe...\Wait a minute...\Ibusaki, there you are!\Sakaki!\Are you here?! response:	Huh?
context: When it's freshly caught, there's not enough umami.\But the more time passes, the less fresh it'll become.\It's often said that fish tastes the best when it's overripe...\Wait a minute...\Ibusaki, there you are!\Sakaki!\Are you here?!\Huh? response:	Nikumi!
context: But the more time passes, the less fresh it'll become.\It's often said that fish tastes the best when it's overripe...\Wait a minute...\Ibusaki, there you are!\Sakaki!\Are you here?!\Huh?\Nikumi! response:	Huh?! Yukihira?
context: It's often said that fish tastes the best when it's overripe...\Wait a minute...\Ibusaki, there you are!\Sakaki!\Are you here?!\Huh?\Nikumi!\Huh?! Yukihira? response:	Please come with me, Nikumi.
context: Wait a minute...\Ibusaki, there you are!\Sakaki!\Are you here?!\Huh?\Nikumi!\Huh?! Yukihira?\Please come with me, Nikumi. response:	Huh? With you?
context: Ibusaki, there you are!\Sakaki!\Are you here?!\Huh?\Nikumi!\Huh?! Yukihira?\Please come with me, Nikumi.\Huh? With you? response:	Sorry for asking you all to come here.
context: Sakaki!\Are you here?!\Huh?\Nikumi!\Huh?! Yukihira?\Please come with me, Nikumi.\Huh? With you?\Sorry for asking you all to come here. response:	What's going on, Yukihira-kun?
context: Are you here?!\Huh?\Nikumi!\Huh?! Yukihira?\Please come with me, Nikumi.\Huh? With you?\Sorry for asking you all to come here.\What's going on, Yukihira-kun? response:	Not this again.
context: Huh?\Nikumi!\Huh?! Yukihira?\Please come with me, Nikumi.\Huh? With you?\Sorry for asking you all to come here.\What's going on, Yukihira-kun?\Not this again. response:	You have no chance of winning unless you can get the best Pacific saury
context: Nikumi!\Huh?! Yukihira?\Please come with me, Nikumi.\Huh? With you?\Sorry for asking you all to come here.\What's going on, Yukihira-kun?\Not this again.\You have no chance of winning unless you can get the best Pacific saury response:	on the day of the match, right?
context: Huh?! Yukihira?\Please come with me, Nikumi.\Huh? With you?\Sorry for asking you all to come here.\What's going on, Yukihira-kun?\Not this again.\You have no chance of winning unless you can get the best Pacific saury\on the day of the match, right? response:	I'm not going to go to the fish market in the morning.
context: Please come with me, Nikumi.\Huh? With you?\Sorry for asking you all to come here.\What's going on, Yukihira-kun?\Not this again.\You have no chance of winning unless you can get the best Pacific saury\on the day of the match, right?\I'm not going to go to the fish market in the morning. response:	What?
context: Huh? With you?\Sorry for asking you all to come here.\What's going on, Yukihira-kun?\Not this again.\You have no chance of winning unless you can get the best Pacific saury\on the day of the match, right?\I'm not going to go to the fish market in the morning.\What? response:	What do you mean, Soma-kun?
context: Sorry for asking you all to come here.\What's going on, Yukihira-kun?\Not this again.\You have no chance of winning unless you can get the best Pacific saury\on the day of the match, right?\I'm not going to go to the fish market in the morning.\What?\What do you mean, Soma-kun? response:	I'll go buy my Pacific saury a couple of days before the match.
context: What's going on, Yukihira-kun?\Not this again.\You have no chance of winning unless you can get the best Pacific saury\on the day of the match, right?\I'm not going to go to the fish market in the morning.\What?\What do you mean, Soma-kun?\I'll go buy my Pacific saury a couple of days before the match. response:	I won't have much time to experiment,
context: Not this again.\You have no chance of winning unless you can get the best Pacific saury\on the day of the match, right?\I'm not going to go to the fish market in the morning.\What?\What do you mean, Soma-kun?\I'll go buy my Pacific saury a couple of days before the match.\I won't have much time to experiment, response:	but if I succeed, at the match itself,
context: You have no chance of winning unless you can get the best Pacific saury\on the day of the match, right?\I'm not going to go to the fish market in the morning.\What?\What do you mean, Soma-kun?\I'll go buy my Pacific saury a couple of days before the match.\I won't have much time to experiment,\but if I succeed, at the match itself, response:	I can have Pacific saury that surpasses what the season has to offer!
context: on the day of the match, right?\I'm not going to go to the fish market in the morning.\What?\What do you mean, Soma-kun?\I'll go buy my Pacific saury a couple of days before the match.\I won't have much time to experiment,\but if I succeed, at the match itself,\I can have Pacific saury that surpasses what the season has to offer! response:	So you mean...
context: I'm not going to go to the fish market in the morning.\What?\What do you mean, Soma-kun?\I'll go buy my Pacific saury a couple of days before the match.\I won't have much time to experiment,\but if I succeed, at the match itself,\I can have Pacific saury that surpasses what the season has to offer!\So you mean... response:	And so...
context: What?\What do you mean, Soma-kun?\I'll go buy my Pacific saury a couple of days before the match.\I won't have much time to experiment,\but if I succeed, at the match itself,\I can have Pacific saury that surpasses what the season has to offer!\So you mean...\And so... response:	I'm going to age the fish!
context: What do you mean, Soma-kun?\I'll go buy my Pacific saury a couple of days before the match.\I won't have much time to experiment,\but if I succeed, at the match itself,\I can have Pacific saury that surpasses what the season has to offer!\So you mean...\And so...\I'm going to age the fish! response:	Age the fish...
context: I'll go buy my Pacific saury a couple of days before the match.\I won't have much time to experiment,\but if I succeed, at the match itself,\I can have Pacific saury that surpasses what the season has to offer!\So you mean...\And so...\I'm going to age the fish!\Age the fish... response:	I see!
context: I won't have much time to experiment,\but if I succeed, at the match itself,\I can have Pacific saury that surpasses what the season has to offer!\So you mean...\And so...\I'm going to age the fish!\Age the fish...\I see! response:	Ryoko-chan specializes in rice malt,
context: but if I succeed, at the match itself,\I can have Pacific saury that surpasses what the season has to offer!\So you mean...\And so...\I'm going to age the fish!\Age the fish...\I see!\Ryoko-chan specializes in rice malt, response:	and Ibusaki-kun in smoking.
context: I can have Pacific saury that surpasses what the season has to offer!\So you mean...\And so...\I'm going to age the fish!\Age the fish...\I see!\Ryoko-chan specializes in rice malt,\and Ibusaki-kun in smoking. response:	They're all experts in aging methods!
context: So you mean...\And so...\I'm going to age the fish!\Age the fish...\I see!\Ryoko-chan specializes in rice malt,\and Ibusaki-kun in smoking.\They're all experts in aging methods! response:	Nikumi is an expert, too.
context: And so...\I'm going to age the fish!\Age the fish...\I see!\Ryoko-chan specializes in rice malt,\and Ibusaki-kun in smoking.\They're all experts in aging methods!\Nikumi is an expert, too. response:	You're up to speed on trendy aged meats, aren't you?
context: I'm going to age the fish!\Age the fish...\I see!\Ryoko-chan specializes in rice malt,\and Ibusaki-kun in smoking.\They're all experts in aging methods!\Nikumi is an expert, too.\You're up to speed on trendy aged meats, aren't you? response:	Yeah. You're talking about aged beef?
context: Age the fish...\I see!\Ryoko-chan specializes in rice malt,\and Ibusaki-kun in smoking.\They're all experts in aging methods!\Nikumi is an expert, too.\You're up to speed on trendy aged meats, aren't you?\Yeah. You're talking about aged beef? response:	It involves controlling the temperature and humidity
context: I see!\Ryoko-chan specializes in rice malt,\and Ibusaki-kun in smoking.\They're all experts in aging methods!\Nikumi is an expert, too.\You're up to speed on trendy aged meats, aren't you?\Yeah. You're talking about aged beef?\It involves controlling the temperature and humidity response:	while air-drying and resting meat.
context: Ryoko-chan specializes in rice malt,\and Ibusaki-kun in smoking.\They're all experts in aging methods!\Nikumi is an expert, too.\You're up to speed on trendy aged meats, aren't you?\Yeah. You're talking about aged beef?\It involves controlling the temperature and humidity\while air-drying and resting meat. response:	The flavor of ingredients isn't necessarily dependent on freshness.
context: and Ibusaki-kun in smoking.\They're all experts in aging methods!\Nikumi is an expert, too.\You're up to speed on trendy aged meats, aren't you?\Yeah. You're talking about aged beef?\It involves controlling the temperature and humidity\while air-drying and resting meat.\The flavor of ingredients isn't necessarily dependent on freshness. response:	If I can succeed in aging the fish to bring out its umami,
context: They're all experts in aging methods!\Nikumi is an expert, too.\You're up to speed on trendy aged meats, aren't you?\Yeah. You're talking about aged beef?\It involves controlling the temperature and humidity\while air-drying and resting meat.\The flavor of ingredients isn't necessarily dependent on freshness.\If I can succeed in aging the fish to bring out its umami, response:	I bet I can compete with their ability to judge fish!
context: Nikumi is an expert, too.\You're up to speed on trendy aged meats, aren't you?\Yeah. You're talking about aged beef?\It involves controlling the temperature and humidity\while air-drying and resting meat.\The flavor of ingredients isn't necessarily dependent on freshness.\If I can succeed in aging the fish to bring out its umami,\I bet I can compete with their ability to judge fish! response:	So, can you guys please help me?
context: You're up to speed on trendy aged meats, aren't you?\Yeah. You're talking about aged beef?\It involves controlling the temperature and humidity\while air-drying and resting meat.\The flavor of ingredients isn't necessarily dependent on freshness.\If I can succeed in aging the fish to bring out its umami,\I bet I can compete with their ability to judge fish!\So, can you guys please help me? response:	Yeah!
context: Yeah. You're talking about aged beef?\It involves controlling the temperature and humidity\while air-drying and resting meat.\The flavor of ingredients isn't necessarily dependent on freshness.\If I can succeed in aging the fish to bring out its umami,\I bet I can compete with their ability to judge fish!\So, can you guys please help me?\Yeah! response:	Of course!
context: It involves controlling the temperature and humidity\while air-drying and resting meat.\The flavor of ingredients isn't necessarily dependent on freshness.\If I can succeed in aging the fish to bring out its umami,\I bet I can compete with their ability to judge fish!\So, can you guys please help me?\Yeah!\Of course! response:	We eat at the same table! We're family!
context: while air-drying and resting meat.\The flavor of ingredients isn't necessarily dependent on freshness.\If I can succeed in aging the fish to bring out its umami,\I bet I can compete with their ability to judge fish!\So, can you guys please help me?\Yeah!\Of course!\We eat at the same table! We're family! response:	Yeah! It's worth a shot!
context: The flavor of ingredients isn't necessarily dependent on freshness.\If I can succeed in aging the fish to bring out its umami,\I bet I can compete with their ability to judge fish!\So, can you guys please help me?\Yeah!\Of course!\We eat at the same table! We're family!\Yeah! It's worth a shot! response:	You'll help too, right, Ibusaki-kun?
context: If I can succeed in aging the fish to bring out its umami,\I bet I can compete with their ability to judge fish!\So, can you guys please help me?\Yeah!\Of course!\We eat at the same table! We're family!\Yeah! It's worth a shot!\You'll help too, right, Ibusaki-kun? response:	Well, sure, I guess.
context: I bet I can compete with their ability to judge fish!\So, can you guys please help me?\Yeah!\Of course!\We eat at the same table! We're family!\Yeah! It's worth a shot!\You'll help too, right, Ibusaki-kun?\Well, sure, I guess. response:	All right!
context: So, can you guys please help me?\Yeah!\Of course!\We eat at the same table! We're family!\Yeah! It's worth a shot!\You'll help too, right, Ibusaki-kun?\Well, sure, I guess.\All right! response:	Let's start testing!
context: Yeah!\Of course!\We eat at the same table! We're family!\Yeah! It's worth a shot!\You'll help too, right, Ibusaki-kun?\Well, sure, I guess.\All right!\Let's start testing! response:	Yeah!
context: Of course!\We eat at the same table! We're family!\Yeah! It's worth a shot!\You'll help too, right, Ibusaki-kun?\Well, sure, I guess.\All right!\Let's start testing!\Yeah! response:	Ah, youth...
context: We eat at the same table! We're family!\Yeah! It's worth a shot!\You'll help too, right, Ibusaki-kun?\Well, sure, I guess.\All right!\Let's start testing!\Yeah!\Ah, youth... response:	9 Days Until the Match
context: Yeah! It's worth a shot!\You'll help too, right, Ibusaki-kun?\Well, sure, I guess.\All right!\Let's start testing!\Yeah!\Ah, youth...\9 Days Until the Match response:	salted rice malt,
context: You'll help too, right, Ibusaki-kun?\Well, sure, I guess.\All right!\Let's start testing!\Yeah!\Ah, youth...\9 Days Until the Match\salted rice malt, response:	smoking,
context: Well, sure, I guess.\All right!\Let's start testing!\Yeah!\Ah, youth...\9 Days Until the Match\salted rice malt,\smoking, response:	and a high-humidity refrigerator.
context: All right!\Let's start testing!\Yeah!\Ah, youth...\9 Days Until the Match\salted rice malt,\smoking,\and a high-humidity refrigerator. response:	Thanks for lending this to me, Nikumi.
context: Let's start testing!\Yeah!\Ah, youth...\9 Days Until the Match\salted rice malt,\smoking,\and a high-humidity refrigerator.\Thanks for lending this to me, Nikumi. response:	I-It's nothing!
context: Yeah!\Ah, youth...\9 Days Until the Match\salted rice malt,\smoking,\and a high-humidity refrigerator.\Thanks for lending this to me, Nikumi.\I-It's nothing! response:	About the aging period, it's best to let it rest at least three days.
context: Ah, youth...\9 Days Until the Match\salted rice malt,\smoking,\and a high-humidity refrigerator.\Thanks for lending this to me, Nikumi.\I-It's nothing!\About the aging period, it's best to let it rest at least three days. response:	I'd say about the same length of time for smoking.
context: 9 Days Until the Match\salted rice malt,\smoking,\and a high-humidity refrigerator.\Thanks for lending this to me, Nikumi.\I-It's nothing!\About the aging period, it's best to let it rest at least three days.\I'd say about the same length of time for smoking. response:	Drying and salting take two days,
context: salted rice malt,\smoking,\and a high-humidity refrigerator.\Thanks for lending this to me, Nikumi.\I-It's nothing!\About the aging period, it's best to let it rest at least three days.\I'd say about the same length of time for smoking.\Drying and salting take two days, response:	and curing will take one whole day.
context: smoking,\and a high-humidity refrigerator.\Thanks for lending this to me, Nikumi.\I-It's nothing!\About the aging period, it's best to let it rest at least three days.\I'd say about the same length of time for smoking.\Drying and salting take two days,\and curing will take one whole day. response:	The fridge will also finish the job in about three, four days.
context: and a high-humidity refrigerator.\Thanks for lending this to me, Nikumi.\I-It's nothing!\About the aging period, it's best to let it rest at least three days.\I'd say about the same length of time for smoking.\Drying and salting take two days,\and curing will take one whole day.\The fridge will also finish the job in about three, four days. response:	I see.
context: Thanks for lending this to me, Nikumi.\I-It's nothing!\About the aging period, it's best to let it rest at least three days.\I'd say about the same length of time for smoking.\Drying and salting take two days,\and curing will take one whole day.\The fridge will also finish the job in about three, four days.\I see. response:	With those timelines,
context: I-It's nothing!\About the aging period, it's best to let it rest at least three days.\I'd say about the same length of time for smoking.\Drying and salting take two days,\and curing will take one whole day.\The fridge will also finish the job in about three, four days.\I see.\With those timelines, response:	you can test each method twice.
context: About the aging period, it's best to let it rest at least three days.\I'd say about the same length of time for smoking.\Drying and salting take two days,\and curing will take one whole day.\The fridge will also finish the job in about three, four days.\I see.\With those timelines,\you can test each method twice. response:	Yeah, but only twice.
context: I'd say about the same length of time for smoking.\Drying and salting take two days,\and curing will take one whole day.\The fridge will also finish the job in about three, four days.\I see.\With those timelines,\you can test each method twice.\Yeah, but only twice. response:	Will that be enough to surpass their ability to judge fish?
context: Drying and salting take two days,\and curing will take one whole day.\The fridge will also finish the job in about three, four days.\I see.\With those timelines,\you can test each method twice.\Yeah, but only twice.\Will that be enough to surpass their ability to judge fish? response:	It'll be intense.
context: and curing will take one whole day.\The fridge will also finish the job in about three, four days.\I see.\With those timelines,\you can test each method twice.\Yeah, but only twice.\Will that be enough to surpass their ability to judge fish?\It'll be intense. response:	You have to make sure that the rice malt penetrates the fish.
context: The fridge will also finish the job in about three, four days.\I see.\With those timelines,\you can test each method twice.\Yeah, but only twice.\Will that be enough to surpass their ability to judge fish?\It'll be intense.\You have to make sure that the rice malt penetrates the fish. response:	It's important to control the temperature, too.
context: I see.\With those timelines,\you can test each method twice.\Yeah, but only twice.\Will that be enough to surpass their ability to judge fish?\It'll be intense.\You have to make sure that the rice malt penetrates the fish.\It's important to control the temperature, too. response:	The type of saumur liquid and fumigant you use
context: With those timelines,\you can test each method twice.\Yeah, but only twice.\Will that be enough to surpass their ability to judge fish?\It'll be intense.\You have to make sure that the rice malt penetrates the fish.\It's important to control the temperature, too.\The type of saumur liquid and fumigant you use response:	will both slightly affect the curing process.
context: you can test each method twice.\Yeah, but only twice.\Will that be enough to surpass their ability to judge fish?\It'll be intense.\You have to make sure that the rice malt penetrates the fish.\It's important to control the temperature, too.\The type of saumur liquid and fumigant you use\will both slightly affect the curing process. response:	By letting it rest at 3C and 90 humidity,
context: Yeah, but only twice.\Will that be enough to surpass their ability to judge fish?\It'll be intense.\You have to make sure that the rice malt penetrates the fish.\It's important to control the temperature, too.\The type of saumur liquid and fumigant you use\will both slightly affect the curing process.\By letting it rest at 3C and 90 humidity, response:	you'll lose just the right amount of moisture,
context: Will that be enough to surpass their ability to judge fish?\It'll be intense.\You have to make sure that the rice malt penetrates the fish.\It's important to control the temperature, too.\The type of saumur liquid and fumigant you use\will both slightly affect the curing process.\By letting it rest at 3C and 90 humidity,\you'll lose just the right amount of moisture, response:	which will concentrate the umami.
context: It'll be intense.\You have to make sure that the rice malt penetrates the fish.\It's important to control the temperature, too.\The type of saumur liquid and fumigant you use\will both slightly affect the curing process.\By letting it rest at 3C and 90 humidity,\you'll lose just the right amount of moisture,\which will concentrate the umami. response:	Great!
context: You have to make sure that the rice malt penetrates the fish.\It's important to control the temperature, too.\The type of saumur liquid and fumigant you use\will both slightly affect the curing process.\By letting it rest at 3C and 90 humidity,\you'll lose just the right amount of moisture,\which will concentrate the umami.\Great! response:	All three of them will be done in three days.
context: It's important to control the temperature, too.\The type of saumur liquid and fumigant you use\will both slightly affect the curing process.\By letting it rest at 3C and 90 humidity,\you'll lose just the right amount of moisture,\which will concentrate the umami.\Great!\All three of them will be done in three days. response:	I'm going to take advantage of this wait time
context: The type of saumur liquid and fumigant you use\will both slightly affect the curing process.\By letting it rest at 3C and 90 humidity,\you'll lose just the right amount of moisture,\which will concentrate the umami.\Great!\All three of them will be done in three days.\I'm going to take advantage of this wait time response:	and do everything I can.
context: will both slightly affect the curing process.\By letting it rest at 3C and 90 humidity,\you'll lose just the right amount of moisture,\which will concentrate the umami.\Great!\All three of them will be done in three days.\I'm going to take advantage of this wait time\and do everything I can. response:	It's finally done.
context: By letting it rest at 3C and 90 humidity,\you'll lose just the right amount of moisture,\which will concentrate the umami.\Great!\All three of them will be done in three days.\I'm going to take advantage of this wait time\and do everything I can.\It's finally done. response:	6 Days Until the Match
context: you'll lose just the right amount of moisture,\which will concentrate the umami.\Great!\All three of them will be done in three days.\I'm going to take advantage of this wait time\and do everything I can.\It's finally done.\6 Days Until the Match response:	Yeah! The aged Pacific saury tests are all done!
context: which will concentrate the umami.\Great!\All three of them will be done in three days.\I'm going to take advantage of this wait time\and do everything I can.\It's finally done.\6 Days Until the Match\Yeah! The aged Pacific saury tests are all done! response:	Well, no point in waiting!
context: Great!\All three of them will be done in three days.\I'm going to take advantage of this wait time\and do everything I can.\It's finally done.\6 Days Until the Match\Yeah! The aged Pacific saury tests are all done!\Well, no point in waiting! response:	They're great!
context: All three of them will be done in three days.\I'm going to take advantage of this wait time\and do everything I can.\It's finally done.\6 Days Until the Match\Yeah! The aged Pacific saury tests are all done!\Well, no point in waiting!\They're great! response:	All of them have a vastly improved umami.
context: I'm going to take advantage of this wait time\and do everything I can.\It's finally done.\6 Days Until the Match\Yeah! The aged Pacific saury tests are all done!\Well, no point in waiting!\They're great!\All of them have a vastly improved umami. response:	They're all great!
context: and do everything I can.\It's finally done.\6 Days Until the Match\Yeah! The aged Pacific saury tests are all done!\Well, no point in waiting!\They're great!\All of them have a vastly improved umami.\They're all great! response:	The salted rice malt one has a mellow and gentle depth of flavor.
context: It's finally done.\6 Days Until the Match\Yeah! The aged Pacific saury tests are all done!\Well, no point in waiting!\They're great!\All of them have a vastly improved umami.\They're all great!\The salted rice malt one has a mellow and gentle depth of flavor. response:	Pacific Saury Pickled with Salted Rice Malt
context: 6 Days Until the Match\Yeah! The aged Pacific saury tests are all done!\Well, no point in waiting!\They're great!\All of them have a vastly improved umami.\They're all great!\The salted rice malt one has a mellow and gentle depth of flavor.\Pacific Saury Pickled with Salted Rice Malt response:	In terms of fragrance, the smoked one is the best!
context: Yeah! The aged Pacific saury tests are all done!\Well, no point in waiting!\They're great!\All of them have a vastly improved umami.\They're all great!\The salted rice malt one has a mellow and gentle depth of flavor.\Pacific Saury Pickled with Salted Rice Malt\In terms of fragrance, the smoked one is the best! response:	Smoked Pacific Saury
context: Well, no point in waiting!\They're great!\All of them have a vastly improved umami.\They're all great!\The salted rice malt one has a mellow and gentle depth of flavor.\Pacific Saury Pickled with Salted Rice Malt\In terms of fragrance, the smoked one is the best!\Smoked Pacific Saury response:	The one aged in high-humidity conditions
context: They're great!\All of them have a vastly improved umami.\They're all great!\The salted rice malt one has a mellow and gentle depth of flavor.\Pacific Saury Pickled with Salted Rice Malt\In terms of fragrance, the smoked one is the best!\Smoked Pacific Saury\The one aged in high-humidity conditions response:	Pacific Saury Aged in High-Humidity Conditions
context: All of them have a vastly improved umami.\They're all great!\The salted rice malt one has a mellow and gentle depth of flavor.\Pacific Saury Pickled with Salted Rice Malt\In terms of fragrance, the smoked one is the best!\Smoked Pacific Saury\The one aged in high-humidity conditions\Pacific Saury Aged in High-Humidity Conditions response:	can be used in a lot of different dishes, too.
context: They're all great!\The salted rice malt one has a mellow and gentle depth of flavor.\Pacific Saury Pickled with Salted Rice Malt\In terms of fragrance, the smoked one is the best!\Smoked Pacific Saury\The one aged in high-humidity conditions\Pacific Saury Aged in High-Humidity Conditions\can be used in a lot of different dishes, too. response:	Baked in foil, fried and marinated, or broiled. They all sound good.
context: The salted rice malt one has a mellow and gentle depth of flavor.\Pacific Saury Pickled with Salted Rice Malt\In terms of fragrance, the smoked one is the best!\Smoked Pacific Saury\The one aged in high-humidity conditions\Pacific Saury Aged in High-Humidity Conditions\can be used in a lot of different dishes, too.\Baked in foil, fried and marinated, or broiled. They all sound good. response:	I bet it'd be great if you just make sushi with this, too!
context: Pacific Saury Pickled with Salted Rice Malt\In terms of fragrance, the smoked one is the best!\Smoked Pacific Saury\The one aged in high-humidity conditions\Pacific Saury Aged in High-Humidity Conditions\can be used in a lot of different dishes, too.\Baked in foil, fried and marinated, or broiled. They all sound good.\I bet it'd be great if you just make sushi with this, too! response:	But...
context: In terms of fragrance, the smoked one is the best!\Smoked Pacific Saury\The one aged in high-humidity conditions\Pacific Saury Aged in High-Humidity Conditions\can be used in a lot of different dishes, too.\Baked in foil, fried and marinated, or broiled. They all sound good.\I bet it'd be great if you just make sushi with this, too!\But... response:	I still think Kurokiba-kun's Pacific saury back at the fish market
