context: We really did it right this time. response:	Akechi's character turned out really good.
context: I'm making the actual crime parts more interesting.\Akito-san, you're so cool!\What are you saying?\You've only just noticed my talent?\That's not it. The fact that you can touch type is so cool!\Kaya-chan, guess what else I can do without looking...\Squee!\Interesting... Are you sure this is okay? response:	You could use this for the manga.
context: Akito-san, you're so cool!\What are you saying?\You've only just noticed my talent?\That's not it. The fact that you can touch type is so cool!\Kaya-chan, guess what else I can do without looking...\Squee!\Interesting... Are you sure this is okay?\You could use this for the manga. response:	We want it to be as good as possible.
context: What are you saying?\You've only just noticed my talent?\That's not it. The fact that you can touch type is so cool!\Kaya-chan, guess what else I can do without looking...\Squee!\Interesting... Are you sure this is okay?\You could use this for the manga.\We want it to be as good as possible. response:	When people hear it, we want them to think PCP is amazing.
context: You've only just noticed my talent?\That's not it. The fact that you can touch type is so cool!\Kaya-chan, guess what else I can do without looking...\Squee!\Interesting... Are you sure this is okay?\You could use this for the manga.\We want it to be as good as possible.\When people hear it, we want them to think PCP is amazing. response:	That way we'll be more likely to get an anime.
context: That's not it. The fact that you can touch type is so cool!\Kaya-chan, guess what else I can do without looking...\Squee!\Interesting... Are you sure this is okay?\You could use this for the manga.\We want it to be as good as possible.\When people hear it, we want them to think PCP is amazing.\That way we'll be more likely to get an anime. response:	Well, while I'm here let's talk about the next series.
context: Kaya-chan, guess what else I can do without looking...\Squee!\Interesting... Are you sure this is okay?\You could use this for the manga.\We want it to be as good as possible.\When people hear it, we want them to think PCP is amazing.\That way we'll be more likely to get an anime.\Well, while I'm here let's talk about the next series. response:	Good idea.
context: Squee!\Interesting... Are you sure this is okay?\You could use this for the manga.\We want it to be as good as possible.\When people hear it, we want them to think PCP is amazing.\That way we'll be more likely to get an anime.\Well, while I'm here let's talk about the next series.\Good idea. response:	Well, I'll get back to my pen.
context: Interesting... Are you sure this is okay?\You could use this for the manga.\We want it to be as good as possible.\When people hear it, we want them to think PCP is amazing.\That way we'll be more likely to get an anime.\Well, while I'm here let's talk about the next series.\Good idea.\Well, I'll get back to my pen. response:	We've already done two series with Akechi,
context: You could use this for the manga.\We want it to be as good as possible.\When people hear it, we want them to think PCP is amazing.\That way we'll be more likely to get an anime.\Well, while I'm here let's talk about the next series.\Good idea.\Well, I'll get back to my pen.\We've already done two series with Akechi, response:	so I wanted to do something different for this one.
context: We want it to be as good as possible.\When people hear it, we want them to think PCP is amazing.\That way we'll be more likely to get an anime.\Well, while I'm here let's talk about the next series.\Good idea.\Well, I'll get back to my pen.\We've already done two series with Akechi,\so I wanted to do something different for this one. response:	That's true...
context: When people hear it, we want them to think PCP is amazing.\That way we'll be more likely to get an anime.\Well, while I'm here let's talk about the next series.\Good idea.\Well, I'll get back to my pen.\We've already done two series with Akechi,\so I wanted to do something different for this one.\That's true... response:	Wait, you've already got another idea?
context: That way we'll be more likely to get an anime.\Well, while I'm here let's talk about the next series.\Good idea.\Well, I'll get back to my pen.\We've already done two series with Akechi,\so I wanted to do something different for this one.\That's true...\Wait, you've already got another idea? response:	Yeah!
context: Well, while I'm here let's talk about the next series.\Good idea.\Well, I'll get back to my pen.\We've already done two series with Akechi,\so I wanted to do something different for this one.\That's true...\Wait, you've already got another idea?\Yeah! response:	Well, I'll be going.
context: Good idea.\Well, I'll get back to my pen.\We've already done two series with Akechi,\so I wanted to do something different for this one.\That's true...\Wait, you've already got another idea?\Yeah!\Well, I'll be going. response:	Thanks for your hard work!
context: Well, I'll get back to my pen.\We've already done two series with Akechi,\so I wanted to do something different for this one.\That's true...\Wait, you've already got another idea?\Yeah!\Well, I'll be going.\Thanks for your hard work! response:	Um, will Takagi-sensei be here tomorrow?
context: We've already done two series with Akechi,\so I wanted to do something different for this one.\That's true...\Wait, you've already got another idea?\Yeah!\Well, I'll be going.\Thanks for your hard work!\Um, will Takagi-sensei be here tomorrow? response:	I think so...
context: so I wanted to do something different for this one.\That's true...\Wait, you've already got another idea?\Yeah!\Well, I'll be going.\Thanks for your hard work!\Um, will Takagi-sensei be here tomorrow?\I think so... response:	I want to have him look at my storyboard.
context: That's true...\Wait, you've already got another idea?\Yeah!\Well, I'll be going.\Thanks for your hard work!\Um, will Takagi-sensei be here tomorrow?\I think so...\I want to have him look at my storyboard. response:	Eh?!
context: Wait, you've already got another idea?\Yeah!\Well, I'll be going.\Thanks for your hard work!\Um, will Takagi-sensei be here tomorrow?\I think so...\I want to have him look at my storyboard.\Eh?! response:	You wrote something?
context: Yeah!\Well, I'll be going.\Thanks for your hard work!\Um, will Takagi-sensei be here tomorrow?\I think so...\I want to have him look at my storyboard.\Eh?!\You wrote something? response:	But it isn't done yet...
context: Well, I'll be going.\Thanks for your hard work!\Um, will Takagi-sensei be here tomorrow?\I think so...\I want to have him look at my storyboard.\Eh?!\You wrote something?\But it isn't done yet... response:	This is bad! I'm the only person not working on something!
context: Thanks for your hard work!\Um, will Takagi-sensei be here tomorrow?\I think so...\I want to have him look at my storyboard.\Eh?!\You wrote something?\But it isn't done yet...\This is bad! I'm the only person not working on something! response:	Shiratori-kun has a storyboard?
context: Um, will Takagi-sensei be here tomorrow?\I think so...\I want to have him look at my storyboard.\Eh?!\You wrote something?\But it isn't done yet...\This is bad! I'm the only person not working on something!\Shiratori-kun has a storyboard? response:	Then I'll come over now!
context: I think so...\I want to have him look at my storyboard.\Eh?!\You wrote something?\But it isn't done yet...\This is bad! I'm the only person not working on something!\Shiratori-kun has a storyboard?\Then I'll come over now! response:	This is really interesting!
context: I want to have him look at my storyboard.\Eh?!\You wrote something?\But it isn't done yet...\This is bad! I'm the only person not working on something!\Shiratori-kun has a storyboard?\Then I'll come over now!\This is really interesting! response:	R-really?
context: Eh?!\You wrote something?\But it isn't done yet...\This is bad! I'm the only person not working on something!\Shiratori-kun has a storyboard?\Then I'll come over now!\This is really interesting!\R-really? response:	Rabuta doesn't trust people anymore.
context: You wrote something?\But it isn't done yet...\This is bad! I'm the only person not working on something!\Shiratori-kun has a storyboard?\Then I'll come over now!\This is really interesting!\R-really?\Rabuta doesn't trust people anymore. response:	And Peace can read people's feelings.
context: But it isn't done yet...\This is bad! I'm the only person not working on something!\Shiratori-kun has a storyboard?\Then I'll come over now!\This is really interesting!\R-really?\Rabuta doesn't trust people anymore.\And Peace can read people's feelings. response:	It's simple but well-constructed.
context: This is bad! I'm the only person not working on something!\Shiratori-kun has a storyboard?\Then I'll come over now!\This is really interesting!\R-really?\Rabuta doesn't trust people anymore.\And Peace can read people's feelings.\It's simple but well-constructed. response:	I love dogs so I thought that would be a good subject to write about.
context: Shiratori-kun has a storyboard?\Then I'll come over now!\This is really interesting!\R-really?\Rabuta doesn't trust people anymore.\And Peace can read people's feelings.\It's simple but well-constructed.\I love dogs so I thought that would be a good subject to write about. response:	His nose can tell the difference between good and bad people.
context: Then I'll come over now!\This is really interesting!\R-really?\Rabuta doesn't trust people anymore.\And Peace can read people's feelings.\It's simple but well-constructed.\I love dogs so I thought that would be a good subject to write about.\His nose can tell the difference between good and bad people. response:	And he can hear when people aren't being honest.
context: This is really interesting!\R-really?\Rabuta doesn't trust people anymore.\And Peace can read people's feelings.\It's simple but well-constructed.\I love dogs so I thought that would be a good subject to write about.\His nose can tell the difference between good and bad people.\And he can hear when people aren't being honest. response:	And when he licks someone, they tell the truth.
context: R-really?\Rabuta doesn't trust people anymore.\And Peace can read people's feelings.\It's simple but well-constructed.\I love dogs so I thought that would be a good subject to write about.\His nose can tell the difference between good and bad people.\And he can hear when people aren't being honest.\And when he licks someone, they tell the truth. response:	These are great ideas!
context: Rabuta doesn't trust people anymore.\And Peace can read people's feelings.\It's simple but well-constructed.\I love dogs so I thought that would be a good subject to write about.\His nose can tell the difference between good and bad people.\And he can hear when people aren't being honest.\And when he licks someone, they tell the truth.\These are great ideas! response:	But right now, it seems like the dog is the hero.
context: And Peace can read people's feelings.\It's simple but well-constructed.\I love dogs so I thought that would be a good subject to write about.\His nose can tell the difference between good and bad people.\And he can hear when people aren't being honest.\And when he licks someone, they tell the truth.\These are great ideas!\But right now, it seems like the dog is the hero. response:	That's no good.
context: It's simple but well-constructed.\I love dogs so I thought that would be a good subject to write about.\His nose can tell the difference between good and bad people.\And he can hear when people aren't being honest.\And when he licks someone, they tell the truth.\These are great ideas!\But right now, it seems like the dog is the hero.\That's no good. response:	In order to be more suited for Jack, you need to make the hero stronger.
context: I love dogs so I thought that would be a good subject to write about.\His nose can tell the difference between good and bad people.\And he can hear when people aren't being honest.\And when he licks someone, they tell the truth.\These are great ideas!\But right now, it seems like the dog is the hero.\That's no good.\In order to be more suited for Jack, you need to make the hero stronger. response:	It's a good idea, so revise it a bit and we'll show it to Hattori-san.
context: His nose can tell the difference between good and bad people.\And he can hear when people aren't being honest.\And when he licks someone, they tell the truth.\These are great ideas!\But right now, it seems like the dog is the hero.\That's no good.\In order to be more suited for Jack, you need to make the hero stronger.\It's a good idea, so revise it a bit and we'll show it to Hattori-san. response:	No. I want to get your okay first, Takagi-sensei.
context: And he can hear when people aren't being honest.\And when he licks someone, they tell the truth.\These are great ideas!\But right now, it seems like the dog is the hero.\That's no good.\In order to be more suited for Jack, you need to make the hero stronger.\It's a good idea, so revise it a bit and we'll show it to Hattori-san.\No. I want to get your okay first, Takagi-sensei. response:	Takagi-san, if I ever draw something, please look at it too!
context: And when he licks someone, they tell the truth.\These are great ideas!\But right now, it seems like the dog is the hero.\That's no good.\In order to be more suited for Jack, you need to make the hero stronger.\It's a good idea, so revise it a bit and we'll show it to Hattori-san.\No. I want to get your okay first, Takagi-sensei.\Takagi-san, if I ever draw something, please look at it too! response:	Fine with me!
context: These are great ideas!\But right now, it seems like the dog is the hero.\That's no good.\In order to be more suited for Jack, you need to make the hero stronger.\It's a good idea, so revise it a bit and we'll show it to Hattori-san.\No. I want to get your okay first, Takagi-sensei.\Takagi-san, if I ever draw something, please look at it too!\Fine with me! response:	Awesome!
context: But right now, it seems like the dog is the hero.\That's no good.\In order to be more suited for Jack, you need to make the hero stronger.\It's a good idea, so revise it a bit and we'll show it to Hattori-san.\No. I want to get your okay first, Takagi-sensei.\Takagi-san, if I ever draw something, please look at it too!\Fine with me!\Awesome! response:	Shujin, you're pretty awesome.
context: That's no good.\In order to be more suited for Jack, you need to make the hero stronger.\It's a good idea, so revise it a bit and we'll show it to Hattori-san.\No. I want to get your okay first, Takagi-sensei.\Takagi-san, if I ever draw something, please look at it too!\Fine with me!\Awesome!\Shujin, you're pretty awesome. response:	In addition to the drama CD, PCP is getting a novelization!
context: In order to be more suited for Jack, you need to make the hero stronger.\It's a good idea, so revise it a bit and we'll show it to Hattori-san.\No. I want to get your okay first, Takagi-sensei.\Takagi-san, if I ever draw something, please look at it too!\Fine with me!\Awesome!\Shujin, you're pretty awesome.\In addition to the drama CD, PCP is getting a novelization! response:	A novel?!
context: It's a good idea, so revise it a bit and we'll show it to Hattori-san.\No. I want to get your okay first, Takagi-sensei.\Takagi-san, if I ever draw something, please look at it too!\Fine with me!\Awesome!\Shujin, you're pretty awesome.\In addition to the drama CD, PCP is getting a novelization!\A novel?! response:	Tanabe Ikki-san will be writing it.
context: No. I want to get your okay first, Takagi-sensei.\Takagi-san, if I ever draw something, please look at it too!\Fine with me!\Awesome!\Shujin, you're pretty awesome.\In addition to the drama CD, PCP is getting a novelization!\A novel?!\Tanabe Ikki-san will be writing it. response:	Of all the light-novel authors, he is the best for mysteries.
context: Takagi-san, if I ever draw something, please look at it too!\Fine with me!\Awesome!\Shujin, you're pretty awesome.\In addition to the drama CD, PCP is getting a novelization!\A novel?!\Tanabe Ikki-san will be writing it.\Of all the light-novel authors, he is the best for mysteries. response:	Oh, I've heard of him.
context: Fine with me!\Awesome!\Shujin, you're pretty awesome.\In addition to the drama CD, PCP is getting a novelization!\A novel?!\Tanabe Ikki-san will be writing it.\Of all the light-novel authors, he is the best for mysteries.\Oh, I've heard of him. response:	Of course, we'll have you check his work.
context: Awesome!\Shujin, you're pretty awesome.\In addition to the drama CD, PCP is getting a novelization!\A novel?!\Tanabe Ikki-san will be writing it.\Of all the light-novel authors, he is the best for mysteries.\Oh, I've heard of him.\Of course, we'll have you check his work. response:	Is the novelization okay?
context: Shujin, you're pretty awesome.\In addition to the drama CD, PCP is getting a novelization!\A novel?!\Tanabe Ikki-san will be writing it.\Of all the light-novel authors, he is the best for mysteries.\Oh, I've heard of him.\Of course, we'll have you check his work.\Is the novelization okay? response:	Of course!
context: In addition to the drama CD, PCP is getting a novelization!\A novel?!\Tanabe Ikki-san will be writing it.\Of all the light-novel authors, he is the best for mysteries.\Oh, I've heard of him.\Of course, we'll have you check his work.\Is the novelization okay?\Of course! response:	Please do it!
context: A novel?!\Tanabe Ikki-san will be writing it.\Of all the light-novel authors, he is the best for mysteries.\Oh, I've heard of him.\Of course, we'll have you check his work.\Is the novelization okay?\Of course!\Please do it! response:	A drama CD... and a novel.
context: Tanabe Ikki-san will be writing it.\Of all the light-novel authors, he is the best for mysteries.\Oh, I've heard of him.\Of course, we'll have you check his work.\Is the novelization okay?\Of course!\Please do it!\A drama CD... and a novel. response:	Next will be an anime!
context: Of all the light-novel authors, he is the best for mysteries.\Oh, I've heard of him.\Of course, we'll have you check his work.\Is the novelization okay?\Of course!\Please do it!\A drama CD... and a novel.\Next will be an anime! response:	Anime again...
context: Oh, I've heard of him.\Of course, we'll have you check his work.\Is the novelization okay?\Of course!\Please do it!\A drama CD... and a novel.\Next will be an anime!\Anime again... response:	I need to make it clear.
context: Of course, we'll have you check his work.\Is the novelization okay?\Of course!\Please do it!\A drama CD... and a novel.\Next will be an anime!\Anime again...\I need to make it clear. response:	Takagi-kun. Mashiro-kun.
context: Is the novelization okay?\Of course!\Please do it!\A drama CD... and a novel.\Next will be an anime!\Anime again...\I need to make it clear.\Takagi-kun. Mashiro-kun. response:	Yes?
context: Of course!\Please do it!\A drama CD... and a novel.\Next will be an anime!\Anime again...\I need to make it clear.\Takagi-kun. Mashiro-kun.\Yes? response:	PCP will not get an anime.
context: Please do it!\A drama CD... and a novel.\Next will be an anime!\Anime again...\I need to make it clear.\Takagi-kun. Mashiro-kun.\Yes?\PCP will not get an anime. response:	WHAT?!
context: A drama CD... and a novel.\Next will be an anime!\Anime again...\I need to make it clear.\Takagi-kun. Mashiro-kun.\Yes?\PCP will not get an anime.\WHAT?! response:	Why not?!
context: Next will be an anime!\Anime again...\I need to make it clear.\Takagi-kun. Mashiro-kun.\Yes?\PCP will not get an anime.\WHAT?!\Why not?! response:	Maybe I should say it's best to assume that it won't.
context: Anime again...\I need to make it clear.\Takagi-kun. Mashiro-kun.\Yes?\PCP will not get an anime.\WHAT?!\Why not?!\Maybe I should say it's best to assume that it won't. response:	Why?
context: I need to make it clear.\Takagi-kun. Mashiro-kun.\Yes?\PCP will not get an anime.\WHAT?!\Why not?!\Maybe I should say it's best to assume that it won't.\Why? response:	We have a drama CD and a novel, why not an anime?
context: Takagi-kun. Mashiro-kun.\Yes?\PCP will not get an anime.\WHAT?!\Why not?!\Maybe I should say it's best to assume that it won't.\Why?\We have a drama CD and a novel, why not an anime? response:	The drama CD and novel are different.
context: Yes?\PCP will not get an anime.\WHAT?!\Why not?!\Maybe I should say it's best to assume that it won't.\Why?\We have a drama CD and a novel, why not an anime?\The drama CD and novel are different. response:	An anime is a big project.
context: PCP will not get an anime.\WHAT?!\Why not?!\Maybe I should say it's best to assume that it won't.\Why?\We have a drama CD and a novel, why not an anime?\The drama CD and novel are different.\An anime is a big project. response:	It's expensive.
context: WHAT?!\Why not?!\Maybe I should say it's best to assume that it won't.\Why?\We have a drama CD and a novel, why not an anime?\The drama CD and novel are different.\An anime is a big project.\It's expensive. response:	You can't do it without a sponsor.
context: Why not?!\Maybe I should say it's best to assume that it won't.\Why?\We have a drama CD and a novel, why not an anime?\The drama CD and novel are different.\An anime is a big project.\It's expensive.\You can't do it without a sponsor. response:	PCP won't get a sponsor very easily.
context: Maybe I should say it's best to assume that it won't.\Why?\We have a drama CD and a novel, why not an anime?\The drama CD and novel are different.\An anime is a big project.\It's expensive.\You can't do it without a sponsor.\PCP won't get a sponsor very easily. response:	Why not?
context: Why?\We have a drama CD and a novel, why not an anime?\The drama CD and novel are different.\An anime is a big project.\It's expensive.\You can't do it without a sponsor.\PCP won't get a sponsor very easily.\Why not? response:	It's popular! Kids love it!
context: We have a drama CD and a novel, why not an anime?\The drama CD and novel are different.\An anime is a big project.\It's expensive.\You can't do it without a sponsor.\PCP won't get a sponsor very easily.\Why not?\It's popular! Kids love it! response:	We even saw kids playing it in the park!
context: The drama CD and novel are different.\An anime is a big project.\It's expensive.\You can't do it without a sponsor.\PCP won't get a sponsor very easily.\Why not?\It's popular! Kids love it!\We even saw kids playing it in the park! response:	That's why!
context: An anime is a big project.\It's expensive.\You can't do it without a sponsor.\PCP won't get a sponsor very easily.\Why not?\It's popular! Kids love it!\We even saw kids playing it in the park!\That's why! response:	PCP has received complaint calls.
context: It's expensive.\You can't do it without a sponsor.\PCP won't get a sponsor very easily.\Why not?\It's popular! Kids love it!\We even saw kids playing it in the park!\That's why!\PCP has received complaint calls. response:	I haven't shown you, but there are a lot of protest letters, too.
context: You can't do it without a sponsor.\PCP won't get a sponsor very easily.\Why not?\It's popular! Kids love it!\We even saw kids playing it in the park!\That's why!\PCP has received complaint calls.\I haven't shown you, but there are a lot of protest letters, too. response:	Children like to imitate the story.
context: PCP won't get a sponsor very easily.\Why not?\It's popular! Kids love it!\We even saw kids playing it in the park!\That's why!\PCP has received complaint calls.\I haven't shown you, but there are a lot of protest letters, too.\Children like to imitate the story. response:	Parents don't want their kids imitating crimes and pranks.
context: Why not?\It's popular! Kids love it!\We even saw kids playing it in the park!\That's why!\PCP has received complaint calls.\I haven't shown you, but there are a lot of protest letters, too.\Children like to imitate the story.\Parents don't want their kids imitating crimes and pranks. response:	You haven't had them do anything actually harmful, but people don't understand.
context: It's popular! Kids love it!\We even saw kids playing it in the park!\That's why!\PCP has received complaint calls.\I haven't shown you, but there are a lot of protest letters, too.\Children like to imitate the story.\Parents don't want their kids imitating crimes and pranks.\You haven't had them do anything actually harmful, but people don't understand. response:	No way...
context: We even saw kids playing it in the park!\That's why!\PCP has received complaint calls.\I haven't shown you, but there are a lot of protest letters, too.\Children like to imitate the story.\Parents don't want their kids imitating crimes and pranks.\You haven't had them do anything actually harmful, but people don't understand.\No way... response:	It isn't like a battle manga.
context: That's why!\PCP has received complaint calls.\I haven't shown you, but there are a lot of protest letters, too.\Children like to imitate the story.\Parents don't want their kids imitating crimes and pranks.\You haven't had them do anything actually harmful, but people don't understand.\No way...\It isn't like a battle manga. response:	You can actually do the stuff from the story.
context: PCP has received complaint calls.\I haven't shown you, but there are a lot of protest letters, too.\Children like to imitate the story.\Parents don't want their kids imitating crimes and pranks.\You haven't had them do anything actually harmful, but people don't understand.\No way...\It isn't like a battle manga.\You can actually do the stuff from the story. response:	But that difference is what makes it popular!
context: I haven't shown you, but there are a lot of protest letters, too.\Children like to imitate the story.\Parents don't want their kids imitating crimes and pranks.\You haven't had them do anything actually harmful, but people don't understand.\No way...\It isn't like a battle manga.\You can actually do the stuff from the story.\But that difference is what makes it popular! response:	That's right.
context: Children like to imitate the story.\Parents don't want their kids imitating crimes and pranks.\You haven't had them do anything actually harmful, but people don't understand.\No way...\It isn't like a battle manga.\You can actually do the stuff from the story.\But that difference is what makes it popular!\That's right. response:	It's realistic and totally possible. That is the manga's appeal.
context: Parents don't want their kids imitating crimes and pranks.\You haven't had them do anything actually harmful, but people don't understand.\No way...\It isn't like a battle manga.\You can actually do the stuff from the story.\But that difference is what makes it popular!\That's right.\It's realistic and totally possible. That is the manga's appeal. response:	But for an anime, that would be a big flaw.
context: You haven't had them do anything actually harmful, but people don't understand.\No way...\It isn't like a battle manga.\You can actually do the stuff from the story.\But that difference is what makes it popular!\That's right.\It's realistic and totally possible. That is the manga's appeal.\But for an anime, that would be a big flaw. response:	Then, we can change the nature of the crimes.
context: No way...\It isn't like a battle manga.\You can actually do the stuff from the story.\But that difference is what makes it popular!\That's right.\It's realistic and totally possible. That is the manga's appeal.\But for an anime, that would be a big flaw.\Then, we can change the nature of the crimes. response:	Make them only do good things?
context: It isn't like a battle manga.\You can actually do the stuff from the story.\But that difference is what makes it popular!\That's right.\It's realistic and totally possible. That is the manga's appeal.\But for an anime, that would be a big flaw.\Then, we can change the nature of the crimes.\Make them only do good things? response:	We can't do that!
context: You can actually do the stuff from the story.\But that difference is what makes it popular!\That's right.\It's realistic and totally possible. That is the manga's appeal.\But for an anime, that would be a big flaw.\Then, we can change the nature of the crimes.\Make them only do good things?\We can't do that! response:	Saiko...
context: But that difference is what makes it popular!\That's right.\It's realistic and totally possible. That is the manga's appeal.\But for an anime, that would be a big flaw.\Then, we can change the nature of the crimes.\Make them only do good things?\We can't do that!\Saiko... response:	That's what makes it interesting.
context: That's right.\It's realistic and totally possible. That is the manga's appeal.\But for an anime, that would be a big flaw.\Then, we can change the nature of the crimes.\Make them only do good things?\We can't do that!\Saiko...\That's what makes it interesting. response:	PCP is a popular manga.
context: It's realistic and totally possible. That is the manga's appeal.\But for an anime, that would be a big flaw.\Then, we can change the nature of the crimes.\Make them only do good things?\We can't do that!\Saiko...\That's what makes it interesting.\PCP is a popular manga. response:	We can't afford to change that.
context: But for an anime, that would be a big flaw.\Then, we can change the nature of the crimes.\Make them only do good things?\We can't do that!\Saiko...\That's what makes it interesting.\PCP is a popular manga.\We can't afford to change that. response:	Mashiro-kun is right.
context: Then, we can change the nature of the crimes.\Make them only do good things?\We can't do that!\Saiko...\That's what makes it interesting.\PCP is a popular manga.\We can't afford to change that.\Mashiro-kun is right. response:	PCP is the perfect Ashirogi Muto manga.
context: Make them only do good things?\We can't do that!\Saiko...\That's what makes it interesting.\PCP is a popular manga.\We can't afford to change that.\Mashiro-kun is right.\PCP is the perfect Ashirogi Muto manga. response:	It's very popular.
context: We can't do that!\Saiko...\That's what makes it interesting.\PCP is a popular manga.\We can't afford to change that.\Mashiro-kun is right.\PCP is the perfect Ashirogi Muto manga.\It's very popular. response:	Takagi-kun, you haven't done anything wrong with the story.
context: Saiko...\That's what makes it interesting.\PCP is a popular manga.\We can't afford to change that.\Mashiro-kun is right.\PCP is the perfect Ashirogi Muto manga.\It's very popular.\Takagi-kun, you haven't done anything wrong with the story. response:	I agree.
context: That's what makes it interesting.\PCP is a popular manga.\We can't afford to change that.\Mashiro-kun is right.\PCP is the perfect Ashirogi Muto manga.\It's very popular.\Takagi-kun, you haven't done anything wrong with the story.\I agree. response:	But if we can't get an anime...
context: PCP is a popular manga.\We can't afford to change that.\Mashiro-kun is right.\PCP is the perfect Ashirogi Muto manga.\It's very popular.\Takagi-kun, you haven't done anything wrong with the story.\I agree.\But if we can't get an anime... response:	Why are you so fixed on that?
context: We can't afford to change that.\Mashiro-kun is right.\PCP is the perfect Ashirogi Muto manga.\It's very popular.\Takagi-kun, you haven't done anything wrong with the story.\I agree.\But if we can't get an anime...\Why are you so fixed on that? response:	It's popular, isn't that good enough?
context: Mashiro-kun is right.\PCP is the perfect Ashirogi Muto manga.\It's very popular.\Takagi-kun, you haven't done anything wrong with the story.\I agree.\But if we can't get an anime...\Why are you so fixed on that?\It's popular, isn't that good enough? response:	If you don't get an anime, would you feel like you've failed?
context: PCP is the perfect Ashirogi Muto manga.\It's very popular.\Takagi-kun, you haven't done anything wrong with the story.\I agree.\But if we can't get an anime...\Why are you so fixed on that?\It's popular, isn't that good enough?\If you don't get an anime, would you feel like you've failed? response:	An anime is something that comes afterward.
context: It's very popular.\Takagi-kun, you haven't done anything wrong with the story.\I agree.\But if we can't get an anime...\Why are you so fixed on that?\It's popular, isn't that good enough?\If you don't get an anime, would you feel like you've failed?\An anime is something that comes afterward. response:	It isn't something you plan for.
context: Takagi-kun, you haven't done anything wrong with the story.\I agree.\But if we can't get an anime...\Why are you so fixed on that?\It's popular, isn't that good enough?\If you don't get an anime, would you feel like you've failed?\An anime is something that comes afterward.\It isn't something you plan for. response:	Yeah, but for us...
context: I agree.\But if we can't get an anime...\Why are you so fixed on that?\It's popular, isn't that good enough?\If you don't get an anime, would you feel like you've failed?\An anime is something that comes afterward.\It isn't something you plan for.\Yeah, but for us... response:	Shujin, it's fine.
context: But if we can't get an anime...\Why are you so fixed on that?\It's popular, isn't that good enough?\If you don't get an anime, would you feel like you've failed?\An anime is something that comes afterward.\It isn't something you plan for.\Yeah, but for us...\Shujin, it's fine. response:	It's not fine!
context: Why are you so fixed on that?\It's popular, isn't that good enough?\If you don't get an anime, would you feel like you've failed?\An anime is something that comes afterward.\It isn't something you plan for.\Yeah, but for us...\Shujin, it's fine.\It's not fine! response:	Hattori-san, let me be clear.
context: It's popular, isn't that good enough?\If you don't get an anime, would you feel like you've failed?\An anime is something that comes afterward.\It isn't something you plan for.\Yeah, but for us...\Shujin, it's fine.\It's not fine!\Hattori-san, let me be clear. response:	An anime... making a story that's good enough.
context: If you don't get an anime, would you feel like you've failed?\An anime is something that comes afterward.\It isn't something you plan for.\Yeah, but for us...\Shujin, it's fine.\It's not fine!\Hattori-san, let me be clear.\An anime... making a story that's good enough. response:	That's our dream!
context: An anime is something that comes afterward.\It isn't something you plan for.\Yeah, but for us...\Shujin, it's fine.\It's not fine!\Hattori-san, let me be clear.\An anime... making a story that's good enough.\That's our dream! response:	Every since middle school, when we teamed up!
context: It isn't something you plan for.\Yeah, but for us...\Shujin, it's fine.\It's not fine!\Hattori-san, let me be clear.\An anime... making a story that's good enough.\That's our dream!\Every since middle school, when we teamed up! response:	We both want to see our manga become an anime.
context: Yeah, but for us...\Shujin, it's fine.\It's not fine!\Hattori-san, let me be clear.\An anime... making a story that's good enough.\That's our dream!\Every since middle school, when we teamed up!\We both want to see our manga become an anime. response:	That's always been our goal!
context: Shujin, it's fine.\It's not fine!\Hattori-san, let me be clear.\An anime... making a story that's good enough.\That's our dream!\Every since middle school, when we teamed up!\We both want to see our manga become an anime.\That's always been our goal! response:	This may be harsh.
context: It's not fine!\Hattori-san, let me be clear.\An anime... making a story that's good enough.\That's our dream!\Every since middle school, when we teamed up!\We both want to see our manga become an anime.\That's always been our goal!\This may be harsh. response:	Takagi-kun, you're the type to plan things out.
context: Hattori-san, let me be clear.\An anime... making a story that's good enough.\That's our dream!\Every since middle school, when we teamed up!\We both want to see our manga become an anime.\That's always been our goal!\This may be harsh.\Takagi-kun, you're the type to plan things out. response:	You've planned a lot for PCP.
context: An anime... making a story that's good enough.\That's our dream!\Every since middle school, when we teamed up!\We both want to see our manga become an anime.\That's always been our goal!\This may be harsh.\Takagi-kun, you're the type to plan things out.\You've planned a lot for PCP. response:	But if you really want an anime,
context: That's our dream!\Every since middle school, when we teamed up!\We both want to see our manga become an anime.\That's always been our goal!\This may be harsh.\Takagi-kun, you're the type to plan things out.\You've planned a lot for PCP.\But if you really want an anime, response:	you need to consider that in your planning too!
context: Every since middle school, when we teamed up!\We both want to see our manga become an anime.\That's always been our goal!\This may be harsh.\Takagi-kun, you're the type to plan things out.\You've planned a lot for PCP.\But if you really want an anime,\you need to consider that in your planning too! response:	Plan for the anime?
context: We both want to see our manga become an anime.\That's always been our goal!\This may be harsh.\Takagi-kun, you're the type to plan things out.\You've planned a lot for PCP.\But if you really want an anime,\you need to consider that in your planning too!\Plan for the anime? response:	It's true... I didn't include that in my plans.
context: That's always been our goal!\This may be harsh.\Takagi-kun, you're the type to plan things out.\You've planned a lot for PCP.\But if you really want an anime,\you need to consider that in your planning too!\Plan for the anime?\It's true... I didn't include that in my plans. response:	I didn't think about it.
context: This may be harsh.\Takagi-kun, you're the type to plan things out.\You've planned a lot for PCP.\But if you really want an anime,\you need to consider that in your planning too!\Plan for the anime?\It's true... I didn't include that in my plans.\I didn't think about it. response:	Staying with Jack...
