context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: Here I go! To the heart!\Cells at Work!\Cells...\HEART MOVE STRAIGHT AHEAD\Attention, cells.\S-So heavy!\You will soon arrive at the heart.\Please be careful as you make your way through. response:	I finally made it!
context: Cells at Work!\Cells...\HEART MOVE STRAIGHT AHEAD\Attention, cells.\S-So heavy!\You will soon arrive at the heart.\Please be careful as you make your way through.\I finally made it! response:	HEART: An organ made entirely of muscle. Provides pumping action that sends blood returned to the veins to the arteries. This action is repeated approximately 100,000 times per day.
context: Cells...\HEART MOVE STRAIGHT AHEAD\Attention, cells.\S-So heavy!\You will soon arrive at the heart.\Please be careful as you make your way through.\I finally made it!\HEART: An organ made entirely of muscle. Provides pumping action that sends blood returned to the veins to the arteries. This action is repeated approximately 100,000 times per day. response:	The heart.
context: HEART MOVE STRAIGHT AHEAD\Attention, cells.\S-So heavy!\You will soon arrive at the heart.\Please be careful as you make your way through.\I finally made it!\HEART: An organ made entirely of muscle. Provides pumping action that sends blood returned to the veins to the arteries. This action is repeated approximately 100,000 times per day.\The heart. response:	An organ made entirely of muscle.
context: Attention, cells.\S-So heavy!\You will soon arrive at the heart.\Please be careful as you make your way through.\I finally made it!\HEART: An organ made entirely of muscle. Provides pumping action that sends blood returned to the veins to the arteries. This action is repeated approximately 100,000 times per day.\The heart.\An organ made entirely of muscle. response:	Provides pumping action that sends blood returned to the veins to the arteries.
context: S-So heavy!\You will soon arrive at the heart.\Please be careful as you make your way through.\I finally made it!\HEART: An organ made entirely of muscle. Provides pumping action that sends blood returned to the veins to the arteries. This action is repeated approximately 100,000 times per day.\The heart.\An organ made entirely of muscle.\Provides pumping action that sends blood returned to the veins to the arteries. response:	This action is repeated approximately 100,000 times per day.
context: You will soon arrive at the heart.\Please be careful as you make your way through.\I finally made it!\HEART: An organ made entirely of muscle. Provides pumping action that sends blood returned to the veins to the arteries. This action is repeated approximately 100,000 times per day.\The heart.\An organ made entirely of muscle.\Provides pumping action that sends blood returned to the veins to the arteries.\This action is repeated approximately 100,000 times per day. response:	The right atrium.
context: Please be careful as you make your way through.\I finally made it!\HEART: An organ made entirely of muscle. Provides pumping action that sends blood returned to the veins to the arteries. This action is repeated approximately 100,000 times per day.\The heart.\An organ made entirely of muscle.\Provides pumping action that sends blood returned to the veins to the arteries.\This action is repeated approximately 100,000 times per day.\The right atrium. response:	RIGHT ATRIUM: Receives venous blood from the upper and lower vena cavae, which it then pumps into the right ventricle.
context: I finally made it!\HEART: An organ made entirely of muscle. Provides pumping action that sends blood returned to the veins to the arteries. This action is repeated approximately 100,000 times per day.\The heart.\An organ made entirely of muscle.\Provides pumping action that sends blood returned to the veins to the arteries.\This action is repeated approximately 100,000 times per day.\The right atrium.\RIGHT ATRIUM: Receives venous blood from the upper and lower vena cavae, which it then pumps into the right ventricle. response:	Receives venous blood from the upper and lower vena cavae,
context: HEART: An organ made entirely of muscle. Provides pumping action that sends blood returned to the veins to the arteries. This action is repeated approximately 100,000 times per day.\The heart.\An organ made entirely of muscle.\Provides pumping action that sends blood returned to the veins to the arteries.\This action is repeated approximately 100,000 times per day.\The right atrium.\RIGHT ATRIUM: Receives venous blood from the upper and lower vena cavae, which it then pumps into the right ventricle.\Receives venous blood from the upper and lower vena cavae, response:	Please be careful not to drop any important hand luggage.
context: The heart.\An organ made entirely of muscle.\Provides pumping action that sends blood returned to the veins to the arteries.\This action is repeated approximately 100,000 times per day.\The right atrium.\RIGHT ATRIUM: Receives venous blood from the upper and lower vena cavae, which it then pumps into the right ventricle.\Receives venous blood from the upper and lower vena cavae,\Please be careful not to drop any important hand luggage. response:	which it then pumps into the right ventricle.
context: An organ made entirely of muscle.\Provides pumping action that sends blood returned to the veins to the arteries.\This action is repeated approximately 100,000 times per day.\The right atrium.\RIGHT ATRIUM: Receives venous blood from the upper and lower vena cavae, which it then pumps into the right ventricle.\Receives venous blood from the upper and lower vena cavae,\Please be careful not to drop any important hand luggage.\which it then pumps into the right ventricle. response:	Please line up behind the white line and wait your turn.
context: Provides pumping action that sends blood returned to the veins to the arteries.\This action is repeated approximately 100,000 times per day.\The right atrium.\RIGHT ATRIUM: Receives venous blood from the upper and lower vena cavae, which it then pumps into the right ventricle.\Receives venous blood from the upper and lower vena cavae,\Please be careful not to drop any important hand luggage.\which it then pumps into the right ventricle.\Please line up behind the white line and wait your turn. response:	Don't push!
context: This action is repeated approximately 100,000 times per day.\The right atrium.\RIGHT ATRIUM: Receives venous blood from the upper and lower vena cavae, which it then pumps into the right ventricle.\Receives venous blood from the upper and lower vena cavae,\Please be careful not to drop any important hand luggage.\which it then pumps into the right ventricle.\Please line up behind the white line and wait your turn.\Don't push! response:	Ouch! Ouch!
context: The right atrium.\RIGHT ATRIUM: Receives venous blood from the upper and lower vena cavae, which it then pumps into the right ventricle.\Receives venous blood from the upper and lower vena cavae,\Please be careful not to drop any important hand luggage.\which it then pumps into the right ventricle.\Please line up behind the white line and wait your turn.\Don't push!\Ouch! Ouch! response:	It's so crowded!
context: RIGHT ATRIUM: Receives venous blood from the upper and lower vena cavae, which it then pumps into the right ventricle.\Receives venous blood from the upper and lower vena cavae,\Please be careful not to drop any important hand luggage.\which it then pumps into the right ventricle.\Please line up behind the white line and wait your turn.\Don't push!\Ouch! Ouch!\It's so crowded! response:	YOU ARE HERE
context: Receives venous blood from the upper and lower vena cavae,\Please be careful not to drop any important hand luggage.\which it then pumps into the right ventricle.\Please line up behind the white line and wait your turn.\Don't push!\Ouch! Ouch!\It's so crowded!\YOU ARE HERE response:	This is the right atrium.
context: Please be careful not to drop any important hand luggage.\which it then pumps into the right ventricle.\Please line up behind the white line and wait your turn.\Don't push!\Ouch! Ouch!\It's so crowded!\YOU ARE HERE\This is the right atrium. response:	RIGHT ATRIUM
context: which it then pumps into the right ventricle.\Please line up behind the white line and wait your turn.\Don't push!\Ouch! Ouch!\It's so crowded!\YOU ARE HERE\This is the right atrium.\RIGHT ATRIUM response:	Please, no pushing.
context: Please line up behind the white line and wait your turn.\Don't push!\Ouch! Ouch!\It's so crowded!\YOU ARE HERE\This is the right atrium.\RIGHT ATRIUM\Please, no pushing. response:	Rushing to circulate is dangerous.
context: Don't push!\Ouch! Ouch!\It's so crowded!\YOU ARE HERE\This is the right atrium.\RIGHT ATRIUM\Please, no pushing.\Rushing to circulate is dangerous. response:	Up ahead
context: Ouch! Ouch!\It's so crowded!\YOU ARE HERE\This is the right atrium.\RIGHT ATRIUM\Please, no pushing.\Rushing to circulate is dangerous.\Up ahead response:	is the junction for the inferior vena cava and the superior vena cava,
context: It's so crowded!\YOU ARE HERE\This is the right atrium.\RIGHT ATRIUM\Please, no pushing.\Rushing to circulate is dangerous.\Up ahead\is the junction for the inferior vena cava and the superior vena cava, response:	and so there will be heavy traffic.
context: YOU ARE HERE\This is the right atrium.\RIGHT ATRIUM\Please, no pushing.\Rushing to circulate is dangerous.\Up ahead\is the junction for the inferior vena cava and the superior vena cava,\and so there will be heavy traffic. response:	For your safety, please be extra careful not to lose your hats or glasses.
context: This is the right atrium.\RIGHT ATRIUM\Please, no pushing.\Rushing to circulate is dangerous.\Up ahead\is the junction for the inferior vena cava and the superior vena cava,\and so there will be heavy traffic.\For your safety, please be extra careful not to lose your hats or glasses. response:	TRICUSPID VALVE
context: RIGHT ATRIUM\Please, no pushing.\Rushing to circulate is dangerous.\Up ahead\is the junction for the inferior vena cava and the superior vena cava,\and so there will be heavy traffic.\For your safety, please be extra careful not to lose your hats or glasses.\TRICUSPID VALVE response:	Stop pushing!
context: Please, no pushing.\Rushing to circulate is dangerous.\Up ahead\is the junction for the inferior vena cava and the superior vena cava,\and so there will be heavy traffic.\For your safety, please be extra careful not to lose your hats or glasses.\TRICUSPID VALVE\Stop pushing! response:	The venous valve will be opening shortly.
context: Rushing to circulate is dangerous.\Up ahead\is the junction for the inferior vena cava and the superior vena cava,\and so there will be heavy traffic.\For your safety, please be extra careful not to lose your hats or glasses.\TRICUSPID VALVE\Stop pushing!\The venous valve will be opening shortly. response:	I dropped my notes!
context: Up ahead\is the junction for the inferior vena cava and the superior vena cava,\and so there will be heavy traffic.\For your safety, please be extra careful not to lose your hats or glasses.\TRICUSPID VALVE\Stop pushing!\The venous valve will be opening shortly.\I dropped my notes! response:	S-Sorry! My precious notes!
context: is the junction for the inferior vena cava and the superior vena cava,\and so there will be heavy traffic.\For your safety, please be extra careful not to lose your hats or glasses.\TRICUSPID VALVE\Stop pushing!\The venous valve will be opening shortly.\I dropped my notes!\S-Sorry! My precious notes! response:	My notes!
context: and so there will be heavy traffic.\For your safety, please be extra careful not to lose your hats or glasses.\TRICUSPID VALVE\Stop pushing!\The venous valve will be opening shortly.\I dropped my notes!\S-Sorry! My precious notes!\My notes! response:	My notes!
context: For your safety, please be extra careful not to lose your hats or glasses.\TRICUSPID VALVE\Stop pushing!\The venous valve will be opening shortly.\I dropped my notes!\S-Sorry! My precious notes!\My notes!\My notes! response:	Ouch!
context: TRICUSPID VALVE\Stop pushing!\The venous valve will be opening shortly.\I dropped my notes!\S-Sorry! My precious notes!\My notes!\My notes!\Ouch! response:	My notes came flying towards me?
context: Stop pushing!\The venous valve will be opening shortly.\I dropped my notes!\S-Sorry! My precious notes!\My notes!\My notes!\Ouch!\My notes came flying towards me? response:	What's that neutrophil up to?
context: The venous valve will be opening shortly.\I dropped my notes!\S-Sorry! My precious notes!\My notes!\My notes!\Ouch!\My notes came flying towards me?\What's that neutrophil up to? response:	Please do not stop in your tracks. Keep moving, please.
context: I dropped my notes!\S-Sorry! My precious notes!\My notes!\My notes!\Ouch!\My notes came flying towards me?\What's that neutrophil up to?\Please do not stop in your tracks. Keep moving, please. response:	TRICUSPID VALVE: The three flaps of tissue between the heart's right atrium and the right ventricle. When the heart constricts, it pumps blood into the right ventricle, preventing backflow into the right chamber.
context: S-Sorry! My precious notes!\My notes!\My notes!\Ouch!\My notes came flying towards me?\What's that neutrophil up to?\Please do not stop in your tracks. Keep moving, please.\TRICUSPID VALVE: The three flaps of tissue between the heart's right atrium and the right ventricle. When the heart constricts, it pumps blood into the right ventricle, preventing backflow into the right chamber. response:	Tricuspid valve.
context: My notes!\My notes!\Ouch!\My notes came flying towards me?\What's that neutrophil up to?\Please do not stop in your tracks. Keep moving, please.\TRICUSPID VALVE: The three flaps of tissue between the heart's right atrium and the right ventricle. When the heart constricts, it pumps blood into the right ventricle, preventing backflow into the right chamber.\Tricuspid valve. response:	The three flaps of tissue between the heart's right atrium and the right ventricle.
context: My notes!\Ouch!\My notes came flying towards me?\What's that neutrophil up to?\Please do not stop in your tracks. Keep moving, please.\TRICUSPID VALVE: The three flaps of tissue between the heart's right atrium and the right ventricle. When the heart constricts, it pumps blood into the right ventricle, preventing backflow into the right chamber.\Tricuspid valve.\The three flaps of tissue between the heart's right atrium and the right ventricle. response:	When the heart constricts, it pumps blood into the right ventricle,
context: Ouch!\My notes came flying towards me?\What's that neutrophil up to?\Please do not stop in your tracks. Keep moving, please.\TRICUSPID VALVE: The three flaps of tissue between the heart's right atrium and the right ventricle. When the heart constricts, it pumps blood into the right ventricle, preventing backflow into the right chamber.\Tricuspid valve.\The three flaps of tissue between the heart's right atrium and the right ventricle.\When the heart constricts, it pumps blood into the right ventricle, response:	preventing backflow into the right chamber.
context: My notes came flying towards me?\What's that neutrophil up to?\Please do not stop in your tracks. Keep moving, please.\TRICUSPID VALVE: The three flaps of tissue between the heart's right atrium and the right ventricle. When the heart constricts, it pumps blood into the right ventricle, preventing backflow into the right chamber.\Tricuspid valve.\The three flaps of tissue between the heart's right atrium and the right ventricle.\When the heart constricts, it pumps blood into the right ventricle,\preventing backflow into the right chamber. response:	RIGHT VENTRICLE: Where carbon dioxide-rich venous blood is found.
context: What's that neutrophil up to?\Please do not stop in your tracks. Keep moving, please.\TRICUSPID VALVE: The three flaps of tissue between the heart's right atrium and the right ventricle. When the heart constricts, it pumps blood into the right ventricle, preventing backflow into the right chamber.\Tricuspid valve.\The three flaps of tissue between the heart's right atrium and the right ventricle.\When the heart constricts, it pumps blood into the right ventricle,\preventing backflow into the right chamber.\RIGHT VENTRICLE: Where carbon dioxide-rich venous blood is found. response:	Right ventricle.
context: Please do not stop in your tracks. Keep moving, please.\TRICUSPID VALVE: The three flaps of tissue between the heart's right atrium and the right ventricle. When the heart constricts, it pumps blood into the right ventricle, preventing backflow into the right chamber.\Tricuspid valve.\The three flaps of tissue between the heart's right atrium and the right ventricle.\When the heart constricts, it pumps blood into the right ventricle,\preventing backflow into the right chamber.\RIGHT VENTRICLE: Where carbon dioxide-rich venous blood is found.\Right ventricle. response:	Where carbon dioxide-rich venous blood is found.
context: TRICUSPID VALVE: The three flaps of tissue between the heart's right atrium and the right ventricle. When the heart constricts, it pumps blood into the right ventricle, preventing backflow into the right chamber.\Tricuspid valve.\The three flaps of tissue between the heart's right atrium and the right ventricle.\When the heart constricts, it pumps blood into the right ventricle,\preventing backflow into the right chamber.\RIGHT VENTRICLE: Where carbon dioxide-rich venous blood is found.\Right ventricle.\Where carbon dioxide-rich venous blood is found. response:	So heavy!
context: Tricuspid valve.\The three flaps of tissue between the heart's right atrium and the right ventricle.\When the heart constricts, it pumps blood into the right ventricle,\preventing backflow into the right chamber.\RIGHT VENTRICLE: Where carbon dioxide-rich venous blood is found.\Right ventricle.\Where carbon dioxide-rich venous blood is found.\So heavy! response:	As it is constricting at the moment, please do not stop inside the venous valve.
context: The three flaps of tissue between the heart's right atrium and the right ventricle.\When the heart constricts, it pumps blood into the right ventricle,\preventing backflow into the right chamber.\RIGHT VENTRICLE: Where carbon dioxide-rich venous blood is found.\Right ventricle.\Where carbon dioxide-rich venous blood is found.\So heavy!\As it is constricting at the moment, please do not stop inside the venous valve. response:	YOU ARE HERE
context: When the heart constricts, it pumps blood into the right ventricle,\preventing backflow into the right chamber.\RIGHT VENTRICLE: Where carbon dioxide-rich venous blood is found.\Right ventricle.\Where carbon dioxide-rich venous blood is found.\So heavy!\As it is constricting at the moment, please do not stop inside the venous valve.\YOU ARE HERE response:	I dropped my hat!
context: preventing backflow into the right chamber.\RIGHT VENTRICLE: Where carbon dioxide-rich venous blood is found.\Right ventricle.\Where carbon dioxide-rich venous blood is found.\So heavy!\As it is constricting at the moment, please do not stop inside the venous valve.\YOU ARE HERE\I dropped my hat! response:	Excuse me, someone up ahead dropped this.
context: RIGHT VENTRICLE: Where carbon dioxide-rich venous blood is found.\Right ventricle.\Where carbon dioxide-rich venous blood is found.\So heavy!\As it is constricting at the moment, please do not stop inside the venous valve.\YOU ARE HERE\I dropped my hat!\Excuse me, someone up ahead dropped this. response:	Pulmonary artery.
context: Right ventricle.\Where carbon dioxide-rich venous blood is found.\So heavy!\As it is constricting at the moment, please do not stop inside the venous valve.\YOU ARE HERE\I dropped my hat!\Excuse me, someone up ahead dropped this.\Pulmonary artery. response:	PULMONARY ARTERY: The artery that pumps venous blood into the lungs.
context: Where carbon dioxide-rich venous blood is found.\So heavy!\As it is constricting at the moment, please do not stop inside the venous valve.\YOU ARE HERE\I dropped my hat!\Excuse me, someone up ahead dropped this.\Pulmonary artery.\PULMONARY ARTERY: The artery that pumps venous blood into the lungs. response:	The artery that pumps venous blood into the lungs.
context: So heavy!\As it is constricting at the moment, please do not stop inside the venous valve.\YOU ARE HERE\I dropped my hat!\Excuse me, someone up ahead dropped this.\Pulmonary artery.\PULMONARY ARTERY: The artery that pumps venous blood into the lungs.\The artery that pumps venous blood into the lungs. response:	YOU ARE HERE
context: As it is constricting at the moment, please do not stop inside the venous valve.\YOU ARE HERE\I dropped my hat!\Excuse me, someone up ahead dropped this.\Pulmonary artery.\PULMONARY ARTERY: The artery that pumps venous blood into the lungs.\The artery that pumps venous blood into the lungs.\YOU ARE HERE response:	Um...
context: YOU ARE HERE\I dropped my hat!\Excuse me, someone up ahead dropped this.\Pulmonary artery.\PULMONARY ARTERY: The artery that pumps venous blood into the lungs.\The artery that pumps venous blood into the lungs.\YOU ARE HERE\Um... response:	MOVE STRAIGHT AHEAD
context: I dropped my hat!\Excuse me, someone up ahead dropped this.\Pulmonary artery.\PULMONARY ARTERY: The artery that pumps venous blood into the lungs.\The artery that pumps venous blood into the lungs.\YOU ARE HERE\Um...\MOVE STRAIGHT AHEAD response:	Straight ahead, huh?
context: Excuse me, someone up ahead dropped this.\Pulmonary artery.\PULMONARY ARTERY: The artery that pumps venous blood into the lungs.\The artery that pumps venous blood into the lungs.\YOU ARE HERE\Um...\MOVE STRAIGHT AHEAD\Straight ahead, huh? response:	This is just a short straight path. Great!
context: Pulmonary artery.\PULMONARY ARTERY: The artery that pumps venous blood into the lungs.\The artery that pumps venous blood into the lungs.\YOU ARE HERE\Um...\MOVE STRAIGHT AHEAD\Straight ahead, huh?\This is just a short straight path. Great! response:	Now, then, I need to switch out this gas in the pulmonary alveoli.
context: PULMONARY ARTERY: The artery that pumps venous blood into the lungs.\The artery that pumps venous blood into the lungs.\YOU ARE HERE\Um...\MOVE STRAIGHT AHEAD\Straight ahead, huh?\This is just a short straight path. Great!\Now, then, I need to switch out this gas in the pulmonary alveoli. response:	LUNGS: The organs where carbon dioxide is discarded, and oxygen is received in its place.
context: The artery that pumps venous blood into the lungs.\YOU ARE HERE\Um...\MOVE STRAIGHT AHEAD\Straight ahead, huh?\This is just a short straight path. Great!\Now, then, I need to switch out this gas in the pulmonary alveoli.\LUNGS: The organs where carbon dioxide is discarded, and oxygen is received in its place. response:	Lungs.
context: YOU ARE HERE\Um...\MOVE STRAIGHT AHEAD\Straight ahead, huh?\This is just a short straight path. Great!\Now, then, I need to switch out this gas in the pulmonary alveoli.\LUNGS: The organs where carbon dioxide is discarded, and oxygen is received in its place.\Lungs. response:	The organs where carbon dioxide is discarded, and oxygen is received in its place.
context: Um...\MOVE STRAIGHT AHEAD\Straight ahead, huh?\This is just a short straight path. Great!\Now, then, I need to switch out this gas in the pulmonary alveoli.\LUNGS: The organs where carbon dioxide is discarded, and oxygen is received in its place.\Lungs.\The organs where carbon dioxide is discarded, and oxygen is received in its place. response:	Wow!
context: MOVE STRAIGHT AHEAD\Straight ahead, huh?\This is just a short straight path. Great!\Now, then, I need to switch out this gas in the pulmonary alveoli.\LUNGS: The organs where carbon dioxide is discarded, and oxygen is received in its place.\Lungs.\The organs where carbon dioxide is discarded, and oxygen is received in its place.\Wow! response:	So that's what the pulmonary alveoli's shape looks like from afar!
context: Straight ahead, huh?\This is just a short straight path. Great!\Now, then, I need to switch out this gas in the pulmonary alveoli.\LUNGS: The organs where carbon dioxide is discarded, and oxygen is received in its place.\Lungs.\The organs where carbon dioxide is discarded, and oxygen is received in its place.\Wow!\So that's what the pulmonary alveoli's shape looks like from afar! response:	PULMONARY SAC
context: This is just a short straight path. Great!\Now, then, I need to switch out this gas in the pulmonary alveoli.\LUNGS: The organs where carbon dioxide is discarded, and oxygen is received in its place.\Lungs.\The organs where carbon dioxide is discarded, and oxygen is received in its place.\Wow!\So that's what the pulmonary alveoli's shape looks like from afar!\PULMONARY SAC response:	HIGH-PRESSURE GAS HANDLE WITH CARE
context: Now, then, I need to switch out this gas in the pulmonary alveoli.\LUNGS: The organs where carbon dioxide is discarded, and oxygen is received in its place.\Lungs.\The organs where carbon dioxide is discarded, and oxygen is received in its place.\Wow!\So that's what the pulmonary alveoli's shape looks like from afar!\PULMONARY SAC\HIGH-PRESSURE GAS HANDLE WITH CARE response:	We will collect your carbon dioxide here.
context: LUNGS: The organs where carbon dioxide is discarded, and oxygen is received in its place.\Lungs.\The organs where carbon dioxide is discarded, and oxygen is received in its place.\Wow!\So that's what the pulmonary alveoli's shape looks like from afar!\PULMONARY SAC\HIGH-PRESSURE GAS HANDLE WITH CARE\We will collect your carbon dioxide here. response:	RELAXING TEA
context: Lungs.\The organs where carbon dioxide is discarded, and oxygen is received in its place.\Wow!\So that's what the pulmonary alveoli's shape looks like from afar!\PULMONARY SAC\HIGH-PRESSURE GAS HANDLE WITH CARE\We will collect your carbon dioxide here.\RELAXING TEA response:	OXYGEN GAS
context: The organs where carbon dioxide is discarded, and oxygen is received in its place.\Wow!\So that's what the pulmonary alveoli's shape looks like from afar!\PULMONARY SAC\HIGH-PRESSURE GAS HANDLE WITH CARE\We will collect your carbon dioxide here.\RELAXING TEA\OXYGEN GAS response:	Thank you for waiting.
context: Wow!\So that's what the pulmonary alveoli's shape looks like from afar!\PULMONARY SAC\HIGH-PRESSURE GAS HANDLE WITH CARE\We will collect your carbon dioxide here.\RELAXING TEA\OXYGEN GAS\Thank you for waiting. response:	Please take your oxygen.
context: So that's what the pulmonary alveoli's shape looks like from afar!\PULMONARY SAC\HIGH-PRESSURE GAS HANDLE WITH CARE\We will collect your carbon dioxide here.\RELAXING TEA\OXYGEN GAS\Thank you for waiting.\Please take your oxygen. response:	YOU ARE HERE
context: PULMONARY SAC\HIGH-PRESSURE GAS HANDLE WITH CARE\We will collect your carbon dioxide here.\RELAXING TEA\OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\YOU ARE HERE response:	Come to think of it...
context: HIGH-PRESSURE GAS HANDLE WITH CARE\We will collect your carbon dioxide here.\RELAXING TEA\OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\YOU ARE HERE\Come to think of it... response:	For starters,
context: We will collect your carbon dioxide here.\RELAXING TEA\OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\YOU ARE HERE\Come to think of it...\For starters, response:	I think I'll take the edge off my appetite!
context: RELAXING TEA\OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\YOU ARE HERE\Come to think of it...\For starters,\I think I'll take the edge off my appetite! response:	I never would've thought you'd be hiding inside the package!
context: OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\YOU ARE HERE\Come to think of it...\For starters,\I think I'll take the edge off my appetite!\I never would've thought you'd be hiding inside the package! response:	This is where White Blood Cell first rescued me.
context: Thank you for waiting.\Please take your oxygen.\YOU ARE HERE\Come to think of it...\For starters,\I think I'll take the edge off my appetite!\I never would've thought you'd be hiding inside the package!\This is where White Blood Cell first rescued me. response:	PULMONARY VEIN
context: Please take your oxygen.\YOU ARE HERE\Come to think of it...\For starters,\I think I'll take the edge off my appetite!\I never would've thought you'd be hiding inside the package!\This is where White Blood Cell first rescued me.\PULMONARY VEIN response:	PULMONARY VEIN: The artery that pumps venous blood into the lungs.
context: YOU ARE HERE\Come to think of it...\For starters,\I think I'll take the edge off my appetite!\I never would've thought you'd be hiding inside the package!\This is where White Blood Cell first rescued me.\PULMONARY VEIN\PULMONARY VEIN: The artery that pumps venous blood into the lungs. response:	Pulmonary vein.
context: Come to think of it...\For starters,\I think I'll take the edge off my appetite!\I never would've thought you'd be hiding inside the package!\This is where White Blood Cell first rescued me.\PULMONARY VEIN\PULMONARY VEIN: The artery that pumps venous blood into the lungs.\Pulmonary vein. response:	Where oxygen-rich blood flows.
context: For starters,\I think I'll take the edge off my appetite!\I never would've thought you'd be hiding inside the package!\This is where White Blood Cell first rescued me.\PULMONARY VEIN\PULMONARY VEIN: The artery that pumps venous blood into the lungs.\Pulmonary vein.\Where oxygen-rich blood flows. response:	YOU ARE HERE
context: I think I'll take the edge off my appetite!\I never would've thought you'd be hiding inside the package!\This is where White Blood Cell first rescued me.\PULMONARY VEIN\PULMONARY VEIN: The artery that pumps venous blood into the lungs.\Pulmonary vein.\Where oxygen-rich blood flows.\YOU ARE HERE response:	All right, I'm heading back to the heart now!
context: I never would've thought you'd be hiding inside the package!\This is where White Blood Cell first rescued me.\PULMONARY VEIN\PULMONARY VEIN: The artery that pumps venous blood into the lungs.\Pulmonary vein.\Where oxygen-rich blood flows.\YOU ARE HERE\All right, I'm heading back to the heart now! response:	PULMONARY VEIN ENTRANCE
context: This is where White Blood Cell first rescued me.\PULMONARY VEIN\PULMONARY VEIN: The artery that pumps venous blood into the lungs.\Pulmonary vein.\Where oxygen-rich blood flows.\YOU ARE HERE\All right, I'm heading back to the heart now!\PULMONARY VEIN ENTRANCE response:	I'd better hurry!
context: PULMONARY VEIN\PULMONARY VEIN: The artery that pumps venous blood into the lungs.\Pulmonary vein.\Where oxygen-rich blood flows.\YOU ARE HERE\All right, I'm heading back to the heart now!\PULMONARY VEIN ENTRANCE\I'd better hurry! response:	So fast!
context: PULMONARY VEIN: The artery that pumps venous blood into the lungs.\Pulmonary vein.\Where oxygen-rich blood flows.\YOU ARE HERE\All right, I'm heading back to the heart now!\PULMONARY VEIN ENTRANCE\I'd better hurry!\So fast! response:	YOU ARE HERE
context: Pulmonary vein.\Where oxygen-rich blood flows.\YOU ARE HERE\All right, I'm heading back to the heart now!\PULMONARY VEIN ENTRANCE\I'd better hurry!\So fast!\YOU ARE HERE response:	AORTA: From the aorta, the path splits into two smaller arteries, traveling to all capillaries in the body.
context: Where oxygen-rich blood flows.\YOU ARE HERE\All right, I'm heading back to the heart now!\PULMONARY VEIN ENTRANCE\I'd better hurry!\So fast!\YOU ARE HERE\AORTA: From the aorta, the path splits into two smaller arteries, traveling to all capillaries in the body. response:	Aorta.
context: YOU ARE HERE\All right, I'm heading back to the heart now!\PULMONARY VEIN ENTRANCE\I'd better hurry!\So fast!\YOU ARE HERE\AORTA: From the aorta, the path splits into two smaller arteries, traveling to all capillaries in the body.\Aorta. response:	From the aorta, the path splits into two smaller arteries,
context: All right, I'm heading back to the heart now!\PULMONARY VEIN ENTRANCE\I'd better hurry!\So fast!\YOU ARE HERE\AORTA: From the aorta, the path splits into two smaller arteries, traveling to all capillaries in the body.\Aorta.\From the aorta, the path splits into two smaller arteries, response:	traveling to all capillaries in the body.
context: PULMONARY VEIN ENTRANCE\I'd better hurry!\So fast!\YOU ARE HERE\AORTA: From the aorta, the path splits into two smaller arteries, traveling to all capillaries in the body.\Aorta.\From the aorta, the path splits into two smaller arteries,\traveling to all capillaries in the body. response:	CAPILLARIES: They distribute oxygen and nutrients to cells, and retrieve waste, such as carbon dioxide.
context: I'd better hurry!\So fast!\YOU ARE HERE\AORTA: From the aorta, the path splits into two smaller arteries, traveling to all capillaries in the body.\Aorta.\From the aorta, the path splits into two smaller arteries,\traveling to all capillaries in the body.\CAPILLARIES: They distribute oxygen and nutrients to cells, and retrieve waste, such as carbon dioxide. response:	Capillaries.
context: So fast!\YOU ARE HERE\AORTA: From the aorta, the path splits into two smaller arteries, traveling to all capillaries in the body.\Aorta.\From the aorta, the path splits into two smaller arteries,\traveling to all capillaries in the body.\CAPILLARIES: They distribute oxygen and nutrients to cells, and retrieve waste, such as carbon dioxide.\Capillaries. response:	They distribute oxygen and nutrients to cells,
context: YOU ARE HERE\AORTA: From the aorta, the path splits into two smaller arteries, traveling to all capillaries in the body.\Aorta.\From the aorta, the path splits into two smaller arteries,\traveling to all capillaries in the body.\CAPILLARIES: They distribute oxygen and nutrients to cells, and retrieve waste, such as carbon dioxide.\Capillaries.\They distribute oxygen and nutrients to cells, response:	and retrieve waste, such as carbon dioxide.
context: AORTA: From the aorta, the path splits into two smaller arteries, traveling to all capillaries in the body.\Aorta.\From the aorta, the path splits into two smaller arteries,\traveling to all capillaries in the body.\CAPILLARIES: They distribute oxygen and nutrients to cells, and retrieve waste, such as carbon dioxide.\Capillaries.\They distribute oxygen and nutrients to cells,\and retrieve waste, such as carbon dioxide. response:	All right, now all I have to do is deliver this oxygen!
context: Aorta.\From the aorta, the path splits into two smaller arteries,\traveling to all capillaries in the body.\CAPILLARIES: They distribute oxygen and nutrients to cells, and retrieve waste, such as carbon dioxide.\Capillaries.\They distribute oxygen and nutrients to cells,\and retrieve waste, such as carbon dioxide.\All right, now all I have to do is deliver this oxygen! response:	Hey,
