context: Translation: MisaEditing: KlownzieTypsetting: LaytonEncoding: denpa response:	Mikage Shrine
context: If you could do everything by yourself, I wouldn't have a reason to exist.\Nanami, depend on me more.\Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs!\What?!\Right here! response:	There are stairs.
context: Nanami, depend on me more.\Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs!\What?!\Right here!\There are stairs. response:	Koiiwa. It's written on there.
context: Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs!\What?!\Right here!\There are stairs.\Koiiwa. It's written on there. response:	It looks completely fake.
context: On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs!\What?!\Right here!\There are stairs.\Koiiwa. It's written on there.\It looks completely fake. response:	This feels so good!
context: Nanami!\There are stairs!\What?!\Right here!\There are stairs.\Koiiwa. It's written on there.\It looks completely fake.\This feels so good! response:	I'm happy for you.
context: There are stairs!\What?!\Right here!\There are stairs.\Koiiwa. It's written on there.\It looks completely fake.\This feels so good!\I'm happy for you. response:	Huh?
context: What?!\Right here!\There are stairs.\Koiiwa. It's written on there.\It looks completely fake.\This feels so good!\I'm happy for you.\Huh? response:	You were fighting with your familiar earlier, but you made peace, right?
context: Right here!\There are stairs.\Koiiwa. It's written on there.\It looks completely fake.\This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right? response:	It wasn't that big a deal. I was just being stubborn.
context: There are stairs.\Koiiwa. It's written on there.\It looks completely fake.\This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn. response:	He feels strongly about you, you know.
context: Koiiwa. It's written on there.\It looks completely fake.\This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know. response:	You guys knocked us out.
context: It looks completely fake.\This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out. response:	We are human and ayakashi,
context: This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi, response:	and we are deity and familiar.
context: I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are deity and familiar. response:	I hope I can be with Tomoe forever and ever.
context: Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are deity and familiar.\I hope I can be with Tomoe forever and ever. response:	No conversation in the men's hot spring.
context: You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are deity and familiar.\I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring. response:	So good! Local specialty: hot springs and sake!
context: It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are deity and familiar.\I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring.\So good! Local specialty: hot springs and sake! response:	It's fabulous!
context: He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are deity and familiar.\I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring.\So good! Local specialty: hot springs and sake!\It's fabulous! response:	Otohiko, I can't see the moon at all.
context: You guys knocked us out.\We are human and ayakashi,\and we are deity and familiar.\I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring.\So good! Local specialty: hot springs and sake!\It's fabulous!\Otohiko, I can't see the moon at all. response:	Why don't you take your glasses off?
context: We are human and ayakashi,\and we are deity and familiar.\I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring.\So good! Local specialty: hot springs and sake!\It's fabulous!\Otohiko, I can't see the moon at all.\Why don't you take your glasses off? response:	The fox becoming a familiar is funny enough as it is,
context: and we are deity and familiar.\I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring.\So good! Local specialty: hot springs and sake!\It's fabulous!\Otohiko, I can't see the moon at all.\Why don't you take your glasses off?\The fox becoming a familiar is funny enough as it is, response:	but to be working for a human girl?
context: I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring.\So good! Local specialty: hot springs and sake!\It's fabulous!\Otohiko, I can't see the moon at all.\Why don't you take your glasses off?\The fox becoming a familiar is funny enough as it is,\but to be working for a human girl? response:	While I wasn't here, he became a big sissy.
context: No conversation in the men's hot spring.\So good! Local specialty: hot springs and sake!\It's fabulous!\Otohiko, I can't see the moon at all.\Why don't you take your glasses off?\The fox becoming a familiar is funny enough as it is,\but to be working for a human girl?\While I wasn't here, he became a big sissy. response:	I'll make you remember what you used to be.
context: So good! Local specialty: hot springs and sake!\It's fabulous!\Otohiko, I can't see the moon at all.\Why don't you take your glasses off?\The fox becoming a familiar is funny enough as it is,\but to be working for a human girl?\While I wasn't here, he became a big sissy.\I'll make you remember what you used to be. response:	Tomoe.
context: It's fabulous!\Otohiko, I can't see the moon at all.\Why don't you take your glasses off?\The fox becoming a familiar is funny enough as it is,\but to be working for a human girl?\While I wasn't here, he became a big sissy.\I'll make you remember what you used to be.\Tomoe. response:	m 76.75 50.375 b 76.75 50.375 76.75 50.375 76.75 50.375 b 76.75 54 79.625 58.75 79.625 62.375 b 78.25 63.625 74 67.25 72.5 68.375 b -12.625 58.75 -99.375 49.25 -184.75 39.625 b -186.125 38.375 -189 34.75 -190.5 33.625 b -190.5 31.25 -191.875 26.375 -191.875 24 b -190.5 22.75 -189 19.25 -187.625 18 b -193.25 16.75 -199 15.625 -204.625 14.375 b -204.625 9.625 -206.125 4.75 -206.125 0 b -207.5 0 -211.75 -2.25 -213.25 -2.25 b -213.25 -7.125 -213.25 -13.125 -213.25 -17.875 b -154.875 -16.625 -96.625 -14.25 -38.25 -13.125 b -36.875 -9.5 -34 -3.5 -32.625 0 b -31.125 2.375 -28.375 6 -26.875 8.375 b -26.875 12 -28.375 18 -28.375 21.625 b 2.875 24 35.5 28.75 66.875 31.25 b 69.75 37.25 74 43.25 76.75 49.25
context: Otohiko, I can't see the moon at all.\Why don't you take your glasses off?\The fox becoming a familiar is funny enough as it is,\but to be working for a human girl?\While I wasn't here, he became a big sissy.\I'll make you remember what you used to be.\Tomoe.\m 76.75 50.375 b 76.75 50.375 76.75 50.375 76.75 50.375 b 76.75 54 79.625 58.75 79.625 62.375 b 78.25 63.625 74 67.25 72.5 68.375 b -12.625 58.75 -99.375 49.25 -184.75 39.625 b -186.125 38.375 -189 34.75 -190.5 33.625 b -190.5 31.25 -191.875 26.375 -191.875 24 b -190.5 22.75 -189 19.25 -187.625 18 b -193.25 16.75 -199 15.625 -204.625 14.375 b -204.625 9.625 -206.125 4.75 -206.125 0 b -207.5 0 -211.75 -2.25 -213.25 -2.25 b -213.25 -7.125 -213.25 -13.125 -213.25 -17.875 b -154.875 -16.625 -96.625 -14.25 -38.25 -13.125 b -36.875 -9.5 -34 -3.5 -32.625 0 b -31.125 2.375 -28.375 6 -26.875 8.375 b -26.875 12 -28.375 18 -28.375 21.625 b 2.875 24 35.5 28.75 66.875 31.25 b 69.75 37.25 74 43.25 76.75 49.25 response:	ANIME-KOI
context: Why don't you take your glasses off?\The fox becoming a familiar is funny enough as it is,\but to be working for a human girl?\While I wasn't here, he became a big sissy.\I'll make you remember what you used to be.\Tomoe.\m 76.75 50.375 b 76.75 50.375 76.75 50.375 76.75 50.375 b 76.75 54 79.625 58.75 79.625 62.375 b 78.25 63.625 74 67.25 72.5 68.375 b -12.625 58.75 -99.375 49.25 -184.75 39.625 b -186.125 38.375 -189 34.75 -190.5 33.625 b -190.5 31.25 -191.875 26.375 -191.875 24 b -190.5 22.75 -189 19.25 -187.625 18 b -193.25 16.75 -199 15.625 -204.625 14.375 b -204.625 9.625 -206.125 4.75 -206.125 0 b -207.5 0 -211.75 -2.25 -213.25 -2.25 b -213.25 -7.125 -213.25 -13.125 -213.25 -17.875 b -154.875 -16.625 -96.625 -14.25 -38.25 -13.125 b -36.875 -9.5 -34 -3.5 -32.625 0 b -31.125 2.375 -28.375 6 -26.875 8.375 b -26.875 12 -28.375 18 -28.375 21.625 b 2.875 24 35.5 28.75 66.875 31.25 b 69.75 37.25 74 43.25 76.75 49.25\ANIME-KOI response:	PRESENTS
context: The fox becoming a familiar is funny enough as it is,\but to be working for a human girl?\While I wasn't here, he became a big sissy.\I'll make you remember what you used to be.\Tomoe.\m 76.75 50.375 b 76.75 50.375 76.75 50.375 76.75 50.375 b 76.75 54 79.625 58.75 79.625 62.375 b 78.25 63.625 74 67.25 72.5 68.375 b -12.625 58.75 -99.375 49.25 -184.75 39.625 b -186.125 38.375 -189 34.75 -190.5 33.625 b -190.5 31.25 -191.875 26.375 -191.875 24 b -190.5 22.75 -189 19.25 -187.625 18 b -193.25 16.75 -199 15.625 -204.625 14.375 b -204.625 9.625 -206.125 4.75 -206.125 0 b -207.5 0 -211.75 -2.25 -213.25 -2.25 b -213.25 -7.125 -213.25 -13.125 -213.25 -17.875 b -154.875 -16.625 -96.625 -14.25 -38.25 -13.125 b -36.875 -9.5 -34 -3.5 -32.625 0 b -31.125 2.375 -28.375 6 -26.875 8.375 b -26.875 12 -28.375 18 -28.375 21.625 b 2.875 24 35.5 28.75 66.875 31.25 b 69.75 37.25 74 43.25 76.75 49.25\ANIME-KOI\PRESENTS response:	THE DEITY, GETTING DUMPED
context: but to be working for a human girl?\While I wasn't here, he became a big sissy.\I'll make you remember what you used to be.\Tomoe.\m 76.75 50.375 b 76.75 50.375 76.75 50.375 76.75 50.375 b 76.75 54 79.625 58.75 79.625 62.375 b 78.25 63.625 74 67.25 72.5 68.375 b -12.625 58.75 -99.375 49.25 -184.75 39.625 b -186.125 38.375 -189 34.75 -190.5 33.625 b -190.5 31.25 -191.875 26.375 -191.875 24 b -190.5 22.75 -189 19.25 -187.625 18 b -193.25 16.75 -199 15.625 -204.625 14.375 b -204.625 9.625 -206.125 4.75 -206.125 0 b -207.5 0 -211.75 -2.25 -213.25 -2.25 b -213.25 -7.125 -213.25 -13.125 -213.25 -17.875 b -154.875 -16.625 -96.625 -14.25 -38.25 -13.125 b -36.875 -9.5 -34 -3.5 -32.625 0 b -31.125 2.375 -28.375 6 -26.875 8.375 b -26.875 12 -28.375 18 -28.375 21.625 b 2.875 24 35.5 28.75 66.875 31.25 b 69.75 37.25 74 43.25 76.75 49.25\ANIME-KOI\PRESENTS\THE DEITY, GETTING DUMPED response:	THE DEITY, GOING TO A HOT SPRING
context: While I wasn't here, he became a big sissy.\I'll make you remember what you used to be.\Tomoe.\m 76.75 50.375 b 76.75 50.375 76.75 50.375 76.75 50.375 b 76.75 54 79.625 58.75 79.625 62.375 b 78.25 63.625 74 67.25 72.5 68.375 b -12.625 58.75 -99.375 49.25 -184.75 39.625 b -186.125 38.375 -189 34.75 -190.5 33.625 b -190.5 31.25 -191.875 26.375 -191.875 24 b -190.5 22.75 -189 19.25 -187.625 18 b -193.25 16.75 -199 15.625 -204.625 14.375 b -204.625 9.625 -206.125 4.75 -206.125 0 b -207.5 0 -211.75 -2.25 -213.25 -2.25 b -213.25 -7.125 -213.25 -13.125 -213.25 -17.875 b -154.875 -16.625 -96.625 -14.25 -38.25 -13.125 b -36.875 -9.5 -34 -3.5 -32.625 0 b -31.125 2.375 -28.375 6 -26.875 8.375 b -26.875 12 -28.375 18 -28.375 21.625 b 2.875 24 35.5 28.75 66.875 31.25 b 69.75 37.25 74 43.25 76.75 49.25\ANIME-KOI\PRESENTS\THE DEITY, GETTING DUMPED\THE DEITY, GOING TO A HOT SPRING response:	We'll be back soon!
context: I'll make you remember what you used to be.\Tomoe.\m 76.75 50.375 b 76.75 50.375 76.75 50.375 76.75 50.375 b 76.75 54 79.625 58.75 79.625 62.375 b 78.25 63.625 74 67.25 72.5 68.375 b -12.625 58.75 -99.375 49.25 -184.75 39.625 b -186.125 38.375 -189 34.75 -190.5 33.625 b -190.5 31.25 -191.875 26.375 -191.875 24 b -190.5 22.75 -189 19.25 -187.625 18 b -193.25 16.75 -199 15.625 -204.625 14.375 b -204.625 9.625 -206.125 4.75 -206.125 0 b -207.5 0 -211.75 -2.25 -213.25 -2.25 b -213.25 -7.125 -213.25 -13.125 -213.25 -17.875 b -154.875 -16.625 -96.625 -14.25 -38.25 -13.125 b -36.875 -9.5 -34 -3.5 -32.625 0 b -31.125 2.375 -28.375 6 -26.875 8.375 b -26.875 12 -28.375 18 -28.375 21.625 b 2.875 24 35.5 28.75 66.875 31.25 b 69.75 37.25 74 43.25 76.75 49.25\ANIME-KOI\PRESENTS\THE DEITY, GETTING DUMPED\THE DEITY, GOING TO A HOT SPRING\We'll be back soon! response:	Hmmm...
context: Tomoe.\m 76.75 50.375 b 76.75 50.375 76.75 50.375 76.75 50.375 b 76.75 54 79.625 58.75 79.625 62.375 b 78.25 63.625 74 67.25 72.5 68.375 b -12.625 58.75 -99.375 49.25 -184.75 39.625 b -186.125 38.375 -189 34.75 -190.5 33.625 b -190.5 31.25 -191.875 26.375 -191.875 24 b -190.5 22.75 -189 19.25 -187.625 18 b -193.25 16.75 -199 15.625 -204.625 14.375 b -204.625 9.625 -206.125 4.75 -206.125 0 b -207.5 0 -211.75 -2.25 -213.25 -2.25 b -213.25 -7.125 -213.25 -13.125 -213.25 -17.875 b -154.875 -16.625 -96.625 -14.25 -38.25 -13.125 b -36.875 -9.5 -34 -3.5 -32.625 0 b -31.125 2.375 -28.375 6 -26.875 8.375 b -26.875 12 -28.375 18 -28.375 21.625 b 2.875 24 35.5 28.75 66.875 31.25 b 69.75 37.25 74 43.25 76.75 49.25\ANIME-KOI\PRESENTS\THE DEITY, GETTING DUMPED\THE DEITY, GOING TO A HOT SPRING\We'll be back soon!\Hmmm... response:	Nanami
context: m 76.75 50.375 b 76.75 50.375 76.75 50.375 76.75 50.375 b 76.75 54 79.625 58.75 79.625 62.375 b 78.25 63.625 74 67.25 72.5 68.375 b -12.625 58.75 -99.375 49.25 -184.75 39.625 b -186.125 38.375 -189 34.75 -190.5 33.625 b -190.5 31.25 -191.875 26.375 -191.875 24 b -190.5 22.75 -189 19.25 -187.625 18 b -193.25 16.75 -199 15.625 -204.625 14.375 b -204.625 9.625 -206.125 4.75 -206.125 0 b -207.5 0 -211.75 -2.25 -213.25 -2.25 b -213.25 -7.125 -213.25 -13.125 -213.25 -17.875 b -154.875 -16.625 -96.625 -14.25 -38.25 -13.125 b -36.875 -9.5 -34 -3.5 -32.625 0 b -31.125 2.375 -28.375 6 -26.875 8.375 b -26.875 12 -28.375 18 -28.375 21.625 b 2.875 24 35.5 28.75 66.875 31.25 b 69.75 37.25 74 43.25 76.75 49.25\ANIME-KOI\PRESENTS\THE DEITY, GETTING DUMPED\THE DEITY, GOING TO A HOT SPRING\We'll be back soon!\Hmmm...\Nanami response:	Nanami
context: ANIME-KOI\PRESENTS\THE DEITY, GETTING DUMPED\THE DEITY, GOING TO A HOT SPRING\We'll be back soon!\Hmmm...\Nanami\Nanami response:	Nanami
context: PRESENTS\THE DEITY, GETTING DUMPED\THE DEITY, GOING TO A HOT SPRING\We'll be back soon!\Hmmm...\Nanami\Nanami\Nanami response:	Nanami
context: THE DEITY, GETTING DUMPED\THE DEITY, GOING TO A HOT SPRING\We'll be back soon!\Hmmm...\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: THE DEITY, GOING TO A HOT SPRING\We'll be back soon!\Hmmm...\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: We'll be back soon!\Hmmm...\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Hmmm...\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	Nanami
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami response:	I'll see what's inside the box
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\I'll see what's inside the box response:	Useless
context: Nanami\Nanami\Nanami\Nanami\Nanami\Nanami\I'll see what's inside the box\Useless response:	Weak
context: Nanami\Nanami\Nanami\Nanami\Nanami\I'll see what's inside the box\Useless\Weak response:	A puny insect
context: Nanami\Nanami\Nanami\Nanami\I'll see what's inside the box\Useless\Weak\A puny insect response:	Gasp
context: Nanami\Nanami\Nanami\I'll see what's inside the box\Useless\Weak\A puny insect\Gasp response:	Gasp
context: Nanami\Nanami\I'll see what's inside the box\Useless\Weak\A puny insect\Gasp\Gasp response:	Gasp
context: Nanami\I'll see what's inside the box\Useless\Weak\A puny insect\Gasp\Gasp\Gasp response:	Gasp
context: I'll see what's inside the box\Useless\Weak\A puny insect\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Useless\Weak\A puny insect\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Weak\A puny insect\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: A puny insect\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Gasp
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp response:	Pears...
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Pears... response:	Pears...
context: Gasp\Gasp\Gasp\Gasp\Gasp\Gasp\Pears...\Pears... response:	Something not red bean jelly.
